Orthogroup	CquinquefasciatusJHB2020	AfunestusAfunGA1
OG0004791	CQUJHB009752	AFUN2_003162
OG0004792	CQUJHB006529	AFUN2_004769
OG0004793	CQUJHB011530	AFUN2_006879
OG0004794	CQUJHB016528	AFUN2_008274
OG0004795	CQUJHB013287	AFUN2_006162
OG0004796	CQUJHB001606	AFUN2_007787
OG0004797	CQUJHB004530	AFUN2_003122
OG0004798	CQUJHB017613	AFUN2_009877
OG0004799	CQUJHB004737	AFUN2_005245
OG0004800	CQUJHB007903	AFUN2_013963
OG0004801	CQUJHB012660	AFUN2_008460
OG0004802	CQUJHB002709	AFUN2_008544
OG0004803	CQUJHB001754	AFUN2_000550
OG0004804	CQUJHB014987	AFUN2_000497
OG0004805	CQUJHB007518	AFUN2_001851
OG0004806	CQUJHB017978	AFUN2_004998
OG0004807	CQUJHB018215	AFUN2_002486
OG0004808	CQUJHB010630	AFUN2_008781
OG0004809	CQUJHB011759	AFUN2_005180
OG0004810	CQUJHB006725	AFUN2_012031
OG0004811	CQUJHB015927	AFUN2_014668
OG0004812	CQUJHB001901	AFUN2_008153
OG0004813	CQUJHB007259	AFUN2_014633
OG0004814	CQUJHB016701	AFUN2_013984
OG0004815	CQUJHB018282	AFUN2_013130
OG0004816	CQUJHB007782	AFUN2_005221
OG0004817	CQUJHB002539	AFUN2_004411
OG0004818	CQUJHB001843	AFUN2_007091
OG0004819	CQUJHB011389	AFUN2_010050
OG0004820	CQUJHB005003	AFUN2_004195
OG0004821	CQUJHB008168	AFUN2_005356
OG0004822	CQUJHB011353	AFUN2_010473
OG0004823	CQUJHB005218	AFUN2_007976
OG0004824	CQUJHB006419	AFUN2_013422
OG0004825	CQUJHB011134	AFUN2_011329
OG0004826	CQUJHB007142	AFUN2_009312
OG0004827	CQUJHB015329	AFUN2_009872
OG0004828	CQUJHB014421	AFUN2_003866
OG0004829	CQUJHB003105	AFUN2_005936
OG0004830	CQUJHB010819	AFUN2_009353
OG0004831	CQUJHB010890	AFUN2_007863
OG0004832	CQUJHB006743	AFUN2_011776
OG0004833	CQUJHB004676	AFUN2_000349
OG0004834	CQUJHB012991	AFUN2_003757
OG0004835	CQUJHB003457	AFUN2_013057
OG0004836	CQUJHB007085	AFUN2_002079
OG0004837	CQUJHB017012	AFUN2_012414
OG0004838	CQUJHB001423	AFUN2_013243
OG0004839	CQUJHB006390	AFUN2_009830
OG0004840	CQUJHB000388	AFUN2_006601
OG0004841	CQUJHB005887	AFUN2_012407
OG0004842	CQUJHB006404	AFUN2_011170
OG0004843	CQUJHB004832	AFUN2_008193
OG0004844	CQUJHB000004	AFUN2_008295
OG0004845	CQUJHB009332	AFUN2_007174
OG0004846	CQUJHB013303	AFUN2_007780
OG0004847	CQUJHB016315	AFUN2_007556
OG0004848	CQUJHB006451	AFUN2_008052
OG0004849	CQUJHB007577	AFUN2_001790
OG0004850	CQUJHB017461	AFUN2_014568
OG0004851	CQUJHB016827	AFUN2_011246
OG0004852	CQUJHB015312	AFUN2_011001
OG0004853	CQUJHB006379	AFUN2_014154
OG0004854	CQUJHB009910	AFUN2_000553
OG0004855	CQUJHB013455	AFUN2_012997
OG0004856	CQUJHB016451	AFUN2_006858
OG0004857	CQUJHB006313	AFUN2_007850
OG0004858	CQUJHB008604	AFUN2_003204
OG0004859	CQUJHB012778	AFUN2_013166
OG0004860	CQUJHB014037	AFUN2_005341
OG0004861	CQUJHB008852	AFUN2_006083
OG0004862	CQUJHB013647	AFUN2_011597
OG0004863	CQUJHB018184	AFUN2_003533
OG0004864	CQUJHB000458	AFUN2_009738
OG0004865	CQUJHB005727	AFUN2_006271
OG0004866	CQUJHB017442	AFUN2_003066
OG0004867	CQUJHB007104	AFUN2_013771
OG0004868	CQUJHB012167	AFUN2_012824
OG0004869	CQUJHB007536	AFUN2_005485
OG0004870	CQUJHB010940	AFUN2_002184
OG0004871	CQUJHB017666	AFUN2_008488
OG0004872	CQUJHB016891	AFUN2_009848
OG0004873	CQUJHB004615	AFUN2_002450
OG0004874	CQUJHB008125	AFUN2_011281
OG0004875	CQUJHB006723	AFUN2_014515
OG0004876	CQUJHB005629	AFUN2_007030
OG0004877	CQUJHB005482	AFUN2_012358
OG0004878	CQUJHB007706	AFUN2_012941
OG0004879	CQUJHB004210	AFUN2_003591
OG0004880	CQUJHB014296	AFUN2_008844
OG0004881	CQUJHB000095	AFUN2_001335
OG0004882	CQUJHB009111	AFUN2_011079
OG0004883	CQUJHB014636	AFUN2_000752
OG0004884	CQUJHB000885	AFUN2_000542
OG0004885	CQUJHB015096	AFUN2_007194
OG0004886	CQUJHB015448	AFUN2_006342
OG0004887	CQUJHB017428	AFUN2_014071
OG0004888	CQUJHB000805, CQUJHB002043	AFUN2_002274
OG0004889	CQUJHB007258	AFUN2_012328
OG0004890	CQUJHB011706	AFUN2_004660
OG0004891	CQUJHB000142	AFUN2_008074
OG0004892	CQUJHB011257	AFUN2_010059
OG0004893	CQUJHB007308	AFUN2_003292
OG0004894	CQUJHB017113	AFUN2_014146
OG0004895	CQUJHB012952	AFUN2_010027
OG0004896	CQUJHB018097	AFUN2_004105
OG0004897	CQUJHB016860	AFUN2_011566
OG0004898	CQUJHB011399	AFUN2_001218
OG0004899	CQUJHB011839	AFUN2_000460
OG0004900	CQUJHB008376	AFUN2_012780
OG0004901	CQUJHB007823	AFUN2_007968
OG0004902	CQUJHB004967	AFUN2_003735
OG0004903	CQUJHB012751	AFUN2_012201
OG0004904	CQUJHB013216, CQUJHB017050	AFUN2_003429
OG0004905	CQUJHB015454	AFUN2_011973
OG0004906	CQUJHB012845	AFUN2_010582
OG0004907	CQUJHB016968	AFUN2_008762
OG0004908	CQUJHB006058	AFUN2_002933
OG0004909	CQUJHB001633	AFUN2_010570
OG0004910	CQUJHB016722	AFUN2_009938
OG0004911	CQUJHB007013	AFUN2_009619
OG0004912	CQUJHB002764	AFUN2_014260
OG0004913	CQUJHB002000	AFUN2_013352
OG0004914	CQUJHB005841	AFUN2_012783
OG0004915	CQUJHB001621	AFUN2_001296
OG0004916	CQUJHB011180	AFUN2_011720
OG0004917	CQUJHB011305	AFUN2_006687
OG0004918	CQUJHB013632	AFUN2_001533
OG0004919	CQUJHB002019	AFUN2_001991
OG0004920	CQUJHB001313	AFUN2_002537
OG0004921	CQUJHB006067	AFUN2_007309
OG0004922	CQUJHB011024	AFUN2_009988
OG0004923	CQUJHB003475	AFUN2_006783
OG0004924	CQUJHB017734	AFUN2_010836
OG0004925	CQUJHB016303	AFUN2_008739
OG0004926	CQUJHB013512	AFUN2_008173
OG0004927	CQUJHB006446, CQUJHB015486	AFUN2_007284
OG0004928	CQUJHB013836	AFUN2_014645
OG0004929	CQUJHB003028	AFUN2_014113
OG0004930	CQUJHB011765	AFUN2_002861
OG0004931	CQUJHB003616	AFUN2_003070
OG0004932	CQUJHB012091	AFUN2_006061
OG0004933	CQUJHB012115	AFUN2_003878
OG0004934	CQUJHB003716	AFUN2_003135
OG0004935	CQUJHB004048	AFUN2_005899
OG0004936	CQUJHB006227	AFUN2_012699
OG0004937	CQUJHB003783	AFUN2_012440
OG0004938	CQUJHB009844	AFUN2_014601
OG0004939	CQUJHB013680	AFUN2_008496
OG0004940	CQUJHB018372	AFUN2_007597
OG0004941	CQUJHB008804	AFUN2_011202
OG0004942	CQUJHB003746	AFUN2_006498
OG0004943	CQUJHB002006	AFUN2_005837
OG0004944	CQUJHB004485	AFUN2_001334
OG0004945	CQUJHB008430	AFUN2_011727
OG0004946	CQUJHB003368	AFUN2_011991
OG0004947	CQUJHB018451	AFUN2_013471
OG0004948	CQUJHB006561	AFUN2_006127
OG0004949	CQUJHB013178	AFUN2_011713
OG0004950	CQUJHB015738	AFUN2_002903
OG0004951	CQUJHB001018	AFUN2_004266
OG0004952	CQUJHB001021	AFUN2_014350
OG0004953	CQUJHB003142	AFUN2_000395
OG0004954	CQUJHB008436	AFUN2_007323
OG0004955	CQUJHB014348	AFUN2_008187
OG0004956	CQUJHB010841	AFUN2_004932
OG0004957	CQUJHB016618	AFUN2_009675
OG0004958	CQUJHB016084	AFUN2_009445
OG0004959	CQUJHB006108	AFUN2_007743
OG0004960	CQUJHB007322	AFUN2_003181
OG0004961	CQUJHB015923	AFUN2_006383
OG0004962	CQUJHB009779	AFUN2_006165
OG0004963	CQUJHB011710	AFUN2_014495
OG0004964	CQUJHB001491	AFUN2_004020
OG0004965	CQUJHB001575	AFUN2_001340
OG0004966	CQUJHB000251	AFUN2_006659
OG0004967	CQUJHB013781	AFUN2_001988
OG0004968	CQUJHB010240, CQUJHB006039	AFUN2_009942
OG0004969	CQUJHB007188	AFUN2_013711
OG0004970	CQUJHB015868	AFUN2_009033
OG0004971	CQUJHB014841	AFUN2_007730
OG0004972	CQUJHB009567	AFUN2_006457
OG0004973	CQUJHB016623	AFUN2_003244
OG0004974	CQUJHB000553	AFUN2_012144
OG0004975	CQUJHB000236	AFUN2_003945
OG0004976	CQUJHB003540	AFUN2_001110
OG0004977	CQUJHB010752	AFUN2_008154
OG0004978	CQUJHB014590	AFUN2_010588
OG0004979	CQUJHB007062	AFUN2_005159
OG0004980	CQUJHB015878	AFUN2_006185
OG0004981	CQUJHB016304	AFUN2_009075
OG0004982	CQUJHB006298	AFUN2_011614
OG0004983	CQUJHB005874	AFUN2_013032
OG0004985	CQUJHB015430	AFUN2_004794
OG0004986	CQUJHB006809	AFUN2_001276
OG0004987	CQUJHB001202	AFUN2_009966
OG0004988	CQUJHB009298	AFUN2_005081
OG0004989	CQUJHB016105	AFUN2_005555
OG0004990	CQUJHB000420	AFUN2_003971
OG0004991	CQUJHB001613	AFUN2_009195
OG0004992	CQUJHB004803	AFUN2_012802
OG0004993	CQUJHB001344	AFUN2_002558
OG0004994	CQUJHB017944	AFUN2_012866
OG0004995	CQUJHB004468	AFUN2_003477
OG0004996	CQUJHB016124	AFUN2_001742
OG0004997	CQUJHB003878	AFUN2_002297
OG0004998	CQUJHB003555	AFUN2_000610
OG0004999	CQUJHB014896	AFUN2_003062
OG0005000	CQUJHB008170	AFUN2_001809
OG0005001	CQUJHB009996	AFUN2_011510
OG0005002	CQUJHB007867	AFUN2_010157
OG0005003	CQUJHB009755	AFUN2_007081
OG0005004	CQUJHB009790	AFUN2_008011
OG0005005	CQUJHB014824	AFUN2_011377
OG0005006	CQUJHB010702	AFUN2_004252
OG0005007	CQUJHB013715	AFUN2_000985
OG0005008	CQUJHB010081	AFUN2_014528
OG0005009	CQUJHB016626	AFUN2_008605
OG0005010	CQUJHB014803	AFUN2_012211
OG0005011	CQUJHB014035	AFUN2_002990
OG0005012	CQUJHB011388	AFUN2_008805
OG0005013	CQUJHB010401	AFUN2_012989
OG0005014	CQUJHB014316	AFUN2_010623
OG0005015	CQUJHB015294	AFUN2_013779
OG0005016	CQUJHB000428	AFUN2_005786
OG0005017	CQUJHB007225	AFUN2_014780
OG0005018	CQUJHB009185	AFUN2_012307
OG0005019	CQUJHB001731	AFUN2_002239
OG0005020	CQUJHB005499	AFUN2_007428
OG0005021	CQUJHB006966	AFUN2_003679
OG0005022	CQUJHB017492	AFUN2_007908
OG0005023	CQUJHB012906	AFUN2_000677
OG0005024	CQUJHB012288	AFUN2_011619
OG0005025	CQUJHB005568	AFUN2_002183
OG0005026	CQUJHB010286	AFUN2_006626
OG0005027	CQUJHB017396	AFUN2_003029
OG0005028	CQUJHB002345	AFUN2_001610
OG0005029	CQUJHB011783	AFUN2_009837
OG0005030	CQUJHB001152	AFUN2_013491
OG0005031	CQUJHB003253, CQUJHB001908	AFUN2_004968
OG0005032	CQUJHB004777	AFUN2_012998
OG0005033	CQUJHB015892	AFUN2_006404
OG0005034	CQUJHB000152	AFUN2_008673
OG0005035	CQUJHB015577	AFUN2_013829
OG0005036	CQUJHB009170	AFUN2_007014
OG0005037	CQUJHB011645	AFUN2_012496
OG0005038	CQUJHB015765	AFUN2_007503
OG0005039	CQUJHB008278	AFUN2_001154
OG0005040	CQUJHB011635	AFUN2_008194
OG0005041	CQUJHB013500	AFUN2_006496
OG0005042	CQUJHB007517	AFUN2_003879
OG0005043	CQUJHB007401	AFUN2_008081
OG0005044	CQUJHB004721	AFUN2_001902
OG0005045	CQUJHB000362	AFUN2_007258
OG0005046	CQUJHB009867	AFUN2_006603
OG0005047	CQUJHB006839	AFUN2_012130
OG0005048	CQUJHB005379	AFUN2_001269
OG0005049	CQUJHB012079	AFUN2_009037
OG0005050	CQUJHB017158	AFUN2_010079
OG0005051	CQUJHB007658	AFUN2_007533
OG0005052	CQUJHB002803	AFUN2_012752
OG0005053	CQUJHB016128	AFUN2_009851
OG0005054	CQUJHB010916	AFUN2_011812
OG0005055	CQUJHB002922	AFUN2_009695
OG0005056	CQUJHB010414	AFUN2_002629
OG0005057	CQUJHB011225	AFUN2_001544
OG0005058	CQUJHB004583	AFUN2_011646
OG0005059	CQUJHB014574	AFUN2_014114
OG0005060	CQUJHB011969	AFUN2_002815
OG0005061	CQUJHB001517	AFUN2_002300
OG0005062	CQUJHB008593	AFUN2_011942
OG0005063	CQUJHB012615	AFUN2_012565
OG0005064	CQUJHB016818	AFUN2_008022
OG0005065	CQUJHB007926	AFUN2_010558
OG0005066	CQUJHB017029	AFUN2_001180
OG0005067	CQUJHB004476	AFUN2_006067
OG0005068	CQUJHB010691	AFUN2_004568
OG0005069	CQUJHB001479	AFUN2_005614
OG0005070	CQUJHB014087	AFUN2_001691
OG0005071	CQUJHB017154	AFUN2_010278
OG0005072	CQUJHB006341	AFUN2_004833
OG0005073	CQUJHB006405	AFUN2_007162
OG0005074	CQUJHB012405	AFUN2_011228
OG0005075	CQUJHB007735	AFUN2_002843
OG0005076	CQUJHB011605	AFUN2_013699
OG0005077	CQUJHB003533	AFUN2_000378
OG0005078	CQUJHB013388	AFUN2_010747
OG0005079	CQUJHB015392	AFUN2_011811
OG0005080	CQUJHB014310	AFUN2_010168
OG0005081	CQUJHB016242	AFUN2_009529
OG0005082	CQUJHB003969	AFUN2_001354
OG0005083	CQUJHB007493	AFUN2_001761
OG0005084	CQUJHB012185	AFUN2_004260
OG0005085	CQUJHB008774	AFUN2_006547
OG0005086	CQUJHB016164	AFUN2_005251
OG0005087	CQUJHB016107	AFUN2_011378
OG0005088	CQUJHB013769	AFUN2_009111
OG0005089	CQUJHB017871	AFUN2_008184
OG0005090	CQUJHB015767	AFUN2_014701
OG0005091	CQUJHB005951	AFUN2_009114
OG0005092	CQUJHB005791	AFUN2_009917
OG0005093	CQUJHB014131	AFUN2_000699
OG0005094	CQUJHB007467	AFUN2_005490
OG0005095	CQUJHB007444	AFUN2_008830
OG0005096	CQUJHB000603	AFUN2_013620
OG0005097	CQUJHB003580	AFUN2_008267
OG0005098	CQUJHB016815	AFUN2_012813
OG0005099	CQUJHB014279	AFUN2_011758
OG0005100	CQUJHB006206	AFUN2_002483
OG0005101	CQUJHB012981	AFUN2_009594
OG0005102	CQUJHB013968	AFUN2_012840
OG0005103	CQUJHB013748	AFUN2_014704
OG0005104	CQUJHB015300	AFUN2_013967
OG0005105	CQUJHB007531	AFUN2_004778
OG0005106	CQUJHB016793	AFUN2_008450
OG0005107	CQUJHB009124	AFUN2_001957
OG0005108	CQUJHB011210	AFUN2_001538
OG0005109	CQUJHB011496	AFUN2_011489
OG0005110	CQUJHB009613	AFUN2_001976
OG0005111	CQUJHB006625	AFUN2_007817
OG0005112	CQUJHB013342	AFUN2_002948
OG0005113	CQUJHB005207	AFUN2_013028
OG0005114	CQUJHB009975	AFUN2_007820
OG0005115	CQUJHB010759	AFUN2_014311
OG0005116	CQUJHB008580	AFUN2_003886
OG0005117	CQUJHB014906	AFUN2_013145
OG0005118	CQUJHB007381	AFUN2_002415
OG0005119	CQUJHB017957	AFUN2_006818
OG0005120	CQUJHB009883	AFUN2_012316
OG0005121	CQUJHB006323	AFUN2_006785
OG0005122	CQUJHB017525	AFUN2_010054
OG0005123	CQUJHB001809	AFUN2_014779
OG0005124	CQUJHB011317	AFUN2_007126
OG0005125	CQUJHB010218	AFUN2_010418
OG0005126	CQUJHB002385	AFUN2_009552
OG0005127	CQUJHB004661	AFUN2_004181
OG0005128	CQUJHB018263	AFUN2_006109
OG0005129	CQUJHB002981	AFUN2_012740
OG0005130	CQUJHB002096	AFUN2_004752
OG0005131	CQUJHB002652	AFUN2_005743
OG0005132	CQUJHB003448	AFUN2_004869
OG0005133	CQUJHB017627	AFUN2_008140
OG0005134	CQUJHB000675	AFUN2_008212
OG0005135	CQUJHB006466	AFUN2_013365
OG0005136	CQUJHB012420	AFUN2_009014
OG0005137	CQUJHB006240	AFUN2_004847
OG0005138	CQUJHB018333	AFUN2_010509
OG0005139	CQUJHB016922	AFUN2_001072
OG0005140	CQUJHB004703	AFUN2_008540
OG0005141	CQUJHB007946	AFUN2_009287
OG0005142	CQUJHB016734	AFUN2_013161
OG0005143	CQUJHB017817	AFUN2_004360
OG0005144	CQUJHB016108, CQUJHB016132	AFUN2_012710
OG0005145	CQUJHB007183	AFUN2_006315
OG0005146	CQUJHB014609	AFUN2_001814
OG0005147	CQUJHB007551	AFUN2_001232
OG0005149	CQUJHB013244	AFUN2_007614
OG0005150	CQUJHB014816	AFUN2_002593
OG0005151	CQUJHB012271	AFUN2_009326
OG0005152	CQUJHB014039	AFUN2_012782
OG0005153	CQUJHB010979	AFUN2_003635
OG0005154	CQUJHB016123	AFUN2_000915
OG0005155	CQUJHB007793	AFUN2_012326
OG0005156	CQUJHB002945	AFUN2_001718
OG0005157	CQUJHB014725	AFUN2_013219
OG0005158	CQUJHB005761	AFUN2_007565
OG0005159	CQUJHB000485	AFUN2_012469
OG0005160	CQUJHB011817	AFUN2_004182
OG0005161	CQUJHB004743	AFUN2_011345
OG0005162	CQUJHB010607	AFUN2_006278
OG0005163	CQUJHB007342	AFUN2_006749
OG0005164	CQUJHB014580	AFUN2_005545
OG0005165	CQUJHB018061	AFUN2_007592
OG0005166	CQUJHB015954	AFUN2_006843
OG0005167	CQUJHB013255	AFUN2_006450
OG0005168	CQUJHB013349	AFUN2_006624
OG0005169	CQUJHB011335	AFUN2_004224
OG0005170	CQUJHB005460	AFUN2_011525
OG0005171	CQUJHB005050	AFUN2_011934
OG0005172	CQUJHB012792	AFUN2_014171
OG0005173	CQUJHB004626	AFUN2_004262
OG0005174	CQUJHB014661	AFUN2_010361
OG0005176	CQUJHB017217	AFUN2_013452
OG0005177	CQUJHB016776	AFUN2_009179
OG0005178	CQUJHB004685	AFUN2_007133
OG0005179	CQUJHB007324	AFUN2_009977
OG0005180	CQUJHB018474	AFUN2_009414
OG0005181	CQUJHB009330	AFUN2_005030
OG0005182	CQUJHB005305	AFUN2_011861
OG0005183	CQUJHB011886	AFUN2_010924
OG0005184	CQUJHB005699	AFUN2_008902
OG0005185	CQUJHB016168	AFUN2_007125
OG0005186	CQUJHB001910	AFUN2_011013
OG0005187	CQUJHB011826	AFUN2_013993
OG0005188	CQUJHB015696	AFUN2_006808
OG0005189	CQUJHB003855	AFUN2_012931
OG0005190	CQUJHB000605	AFUN2_009550
OG0005191	CQUJHB004955	AFUN2_008426
OG0005192	CQUJHB016914	AFUN2_001016
OG0005193	CQUJHB008183	AFUN2_005973
OG0005194	CQUJHB000768	AFUN2_007864
OG0005196	CQUJHB005241	AFUN2_002466
OG0005197	CQUJHB012173	AFUN2_006838
OG0005198	CQUJHB013815	AFUN2_010843
OG0005199	CQUJHB003973	AFUN2_013769
OG0005200	CQUJHB007448	AFUN2_005086
OG0005201	CQUJHB005383	AFUN2_007156
OG0005202	CQUJHB017287	AFUN2_000979
OG0005203	CQUJHB011219	AFUN2_003936
OG0005205	CQUJHB010690	AFUN2_009736
OG0005206	CQUJHB011588	AFUN2_005417
OG0005207	CQUJHB015598	AFUN2_004406
OG0005208	CQUJHB013214	AFUN2_004585
OG0005209	CQUJHB003418	AFUN2_012798
OG0005210	CQUJHB006253	AFUN2_003036
OG0005211	CQUJHB003712	AFUN2_004193
OG0005212	CQUJHB015015	AFUN2_010519
OG0005213	CQUJHB012031	AFUN2_010538
OG0005214	CQUJHB001919	AFUN2_014168
OG0005215	CQUJHB011856	AFUN2_008596
OG0005216	CQUJHB014299	AFUN2_013419
OG0005217	CQUJHB010266	AFUN2_006761
OG0005218	CQUJHB013741	AFUN2_008921
OG0005219	CQUJHB000026	AFUN2_007634
OG0005220	CQUJHB004225	AFUN2_011737
OG0005221	CQUJHB004909	AFUN2_010897
OG0005222	CQUJHB017808	AFUN2_005653
OG0005223	CQUJHB002952	AFUN2_013140
OG0005224	CQUJHB018255	AFUN2_007539
OG0005225	CQUJHB001076, CQUJHB017890	AFUN2_010218
OG0005226	CQUJHB017767	AFUN2_013125
OG0005227	CQUJHB001452	AFUN2_008347
OG0005228	CQUJHB007801	AFUN2_003483
OG0005229	CQUJHB017933	AFUN2_009399
OG0005230	CQUJHB004292	AFUN2_014416
OG0005231	CQUJHB003985	AFUN2_011938
OG0005232	CQUJHB009400	AFUN2_006571
OG0005234	CQUJHB008786	AFUN2_007646
OG0005235	CQUJHB011201	AFUN2_002665
OG0005236	CQUJHB013874	AFUN2_005739
OG0005237	CQUJHB017137	AFUN2_008591
OG0005238	CQUJHB011094	AFUN2_007568
OG0005239	CQUJHB009878	AFUN2_005673
OG0005240	CQUJHB010312	AFUN2_010953
OG0005241	CQUJHB009036	AFUN2_010684
OG0005242	CQUJHB017874	AFUN2_007943
OG0005243	CQUJHB017196	AFUN2_003561
OG0005244	CQUJHB009672	AFUN2_010863
OG0005245	CQUJHB010249	AFUN2_012535
OG0005246	CQUJHB010215	AFUN2_009133
OG0005247	CQUJHB006447	AFUN2_012290
OG0005248	CQUJHB004180	AFUN2_013408
OG0005249	CQUJHB012052	AFUN2_006158
OG0005250	CQUJHB005180	AFUN2_010567
OG0005251	CQUJHB003549	AFUN2_001229
OG0005252	CQUJHB006382	AFUN2_004726
OG0005253	CQUJHB004082	AFUN2_002157
OG0005254	CQUJHB017556	AFUN2_011643
OG0005255	CQUJHB018378	AFUN2_010057
OG0005256	CQUJHB005606	AFUN2_001453
OG0005257	CQUJHB002852	AFUN2_008574
OG0005258	CQUJHB008484	AFUN2_003490
OG0005259	CQUJHB004766	AFUN2_000931
OG0005260	CQUJHB003433	AFUN2_013884
OG0005261	CQUJHB011328	AFUN2_012850
OG0005262	CQUJHB015755	AFUN2_003711
OG0005263	CQUJHB002480	AFUN2_003272
OG0005264	CQUJHB004086	AFUN2_004653
OG0005265	CQUJHB018388	AFUN2_009939
OG0005266	CQUJHB009459	AFUN2_012913
OG0005267	CQUJHB016159	AFUN2_010720
OG0005268	CQUJHB008813	AFUN2_003476
OG0005269	CQUJHB003044	AFUN2_002383
OG0005270	CQUJHB014182	AFUN2_013780
OG0005271	CQUJHB015095	AFUN2_011044
OG0005272	CQUJHB004781	AFUN2_003428
OG0005273	CQUJHB002938	AFUN2_012808
OG0005274	CQUJHB004313	AFUN2_000834
OG0005275	CQUJHB001952	AFUN2_003449
OG0005276	CQUJHB012511	AFUN2_003426
OG0005277	CQUJHB009003	AFUN2_007042
OG0005278	CQUJHB010129	AFUN2_011153
OG0005279	CQUJHB016884	AFUN2_005835
OG0005280	CQUJHB010093	AFUN2_000496
OG0005281	CQUJHB002173	AFUN2_001166
OG0005282	CQUJHB011691	AFUN2_007183
OG0005283	CQUJHB013672	AFUN2_005764
OG0005284	CQUJHB012324	AFUN2_008398
OG0005285	CQUJHB004150	AFUN2_006482
OG0005286	CQUJHB000351	AFUN2_014476
OG0005287	CQUJHB014095	AFUN2_000649
OG0005288	CQUJHB017266	AFUN2_014637
OG0005289	CQUJHB015461	AFUN2_012560
OG0005290	CQUJHB010338	AFUN2_014573
OG0005291	CQUJHB008943	AFUN2_006318
OG0005292	CQUJHB009286	AFUN2_010290
OG0005293	CQUJHB004815	AFUN2_011484
OG0005294	CQUJHB013219	AFUN2_003960
OG0005295	CQUJHB000549	AFUN2_009728
OG0005296	CQUJHB011900	AFUN2_006801
OG0005297	CQUJHB013709	AFUN2_005736
OG0005298	CQUJHB006932	AFUN2_002863
OG0005300	CQUJHB015287	AFUN2_011743
OG0005301	CQUJHB013168	AFUN2_011656
OG0005302	CQUJHB002759	AFUN2_010625
OG0005303	CQUJHB012954	AFUN2_008446
OG0005304	CQUJHB012452	AFUN2_007903
OG0005305	CQUJHB017239	AFUN2_007742
OG0005306	CQUJHB003775	AFUN2_005847
OG0005307	CQUJHB011290	AFUN2_013038
OG0005308	CQUJHB011534	AFUN2_006173
OG0005309	CQUJHB016181	AFUN2_012097
OG0005310	CQUJHB000580	AFUN2_014499
OG0005311	CQUJHB014470, CQUJHB000903	AFUN2_001051
OG0005312	CQUJHB007612	AFUN2_005552
OG0005313	CQUJHB011027	AFUN2_002918
OG0005314	CQUJHB004960	AFUN2_004575
OG0005315	CQUJHB000710	AFUN2_013862
OG0005316	CQUJHB005931	AFUN2_003339
OG0005317	CQUJHB005098	AFUN2_003924
OG0005318	CQUJHB006019	AFUN2_009667
OG0005319	CQUJHB002214	AFUN2_007619
OG0005320	CQUJHB005851	AFUN2_006860
OG0005321	CQUJHB017745	AFUN2_004038
OG0005322	CQUJHB013174	AFUN2_004179
OG0005323	CQUJHB004584	AFUN2_008729
OG0005324	CQUJHB018363	AFUN2_004129
OG0005325	CQUJHB002372	AFUN2_009208
OG0005326	CQUJHB014256	AFUN2_009777
OG0005327	CQUJHB002373, CQUJHB018118	AFUN2_001711
OG0005328	CQUJHB017045	AFUN2_011045
OG0005329	CQUJHB011611	AFUN2_008253
OG0005330	CQUJHB012457	AFUN2_003822
OG0005331	CQUJHB012397	AFUN2_003564
OG0005332	CQUJHB017619	AFUN2_013039
OG0005333	CQUJHB001500	AFUN2_010581
OG0005334	CQUJHB011694	AFUN2_014248
OG0005335	CQUJHB003173	AFUN2_013405
OG0005336	CQUJHB010692	AFUN2_007017
OG0005337	CQUJHB009008	AFUN2_002007
OG0005338	CQUJHB005688	AFUN2_004955
OG0005339	CQUJHB008165	AFUN2_009885
OG0005340	CQUJHB008461	AFUN2_002215
OG0005341	CQUJHB006149	AFUN2_009203
OG0005342	CQUJHB014071	AFUN2_012352
OG0005343	CQUJHB000373	AFUN2_011686
OG0005344	CQUJHB003542	AFUN2_008456
OG0005345	CQUJHB001663	AFUN2_007143
OG0005346	CQUJHB011551	AFUN2_010748
OG0005347	CQUJHB017633	AFUN2_002467
OG0005348	CQUJHB013649	AFUN2_014206
OG0005349	CQUJHB003122	AFUN2_006820
OG0005350	CQUJHB007089	AFUN2_003780
OG0005351	CQUJHB009186	AFUN2_009585
OG0005352	CQUJHB012985	AFUN2_009297
OG0005353	CQUJHB011082	AFUN2_005433
OG0005354	CQUJHB002817	AFUN2_013224
OG0005355	CQUJHB004763	AFUN2_011461
OG0005356	CQUJHB002877	AFUN2_011154
OG0005357	CQUJHB005265	AFUN2_007852
OG0005358	CQUJHB009712	AFUN2_004502
OG0005359	CQUJHB015144	AFUN2_003709
OG0005360	CQUJHB002203	AFUN2_006792
OG0005361	CQUJHB014361	AFUN2_008533
OG0005362	CQUJHB006936	AFUN2_003375
OG0005363	CQUJHB012931	AFUN2_008891
OG0005364	CQUJHB004796	AFUN2_008610
OG0005365	CQUJHB002910	AFUN2_011254
OG0005366	CQUJHB006104	AFUN2_000864
OG0005367	CQUJHB015170	AFUN2_014442
OG0005368	CQUJHB000769	AFUN2_013807
OG0005369	CQUJHB008536	AFUN2_007172
OG0005370	CQUJHB002114	AFUN2_010611
OG0005371	CQUJHB017750	AFUN2_008445
OG0005372	CQUJHB013637	AFUN2_014354
OG0005373	CQUJHB003109	AFUN2_002852
OG0005374	CQUJHB013922	AFUN2_014189
OG0005375	CQUJHB003937	AFUN2_004453
