Orthogroup	CquinquefasciatusJHB2020	Aalbopictus_AalbF5
OG0005549	CQUJHB005125	LOC109411159
OG0005550	CQUJHB003388	LOC115267088
OG0005551	CQUJHB004768	LOC109404496
OG0005552	CQUJHB007521	LOC115261505
OG0005553	CQUJHB011452	LOC109418544
OG0005554	CQUJHB000354	LOC115257444
OG0005555	CQUJHB007252	LOC109418512
OG0005556	CQUJHB009362	LOC109418545
OG0005557	CQUJHB004393	LOC109418478
OG0005558	CQUJHB006891	LOC109418541
OG0005559	CQUJHB009820	LOC109418539
OG0005560	CQUJHB006763	LOC109418534
OG0005561	CQUJHB010647	LOC109413080
OG0005562	CQUJHB005411	LOC109414922, LOC109428994
OG0005563	CQUJHB013350	LOC109414907
OG0005564	CQUJHB010405	LOC109428905
OG0005565	CQUJHB012509	LOC134291725, LOC109428912
OG0005566	CQUJHB007139	LOC109428906
OG0005567	CQUJHB014600	LOC115267748
OG0005568	CQUJHB001181	LOC109424237
OG0005569	CQUJHB010315	LOC109423871
OG0005570	CQUJHB007944	LOC109423868
OG0005571	CQUJHB015829	LOC109423870
OG0005572	CQUJHB005245	LOC109419394
OG0005573	CQUJHB000520	LOC109401060
OG0005574	CQUJHB014972	LOC109419385
OG0005575	CQUJHB018427	LOC109401061
OG0005576	CQUJHB012750	LOC109419387
OG0005577	CQUJHB011667	LOC109408434
OG0005578	CQUJHB017120	LOC109408428
OG0005579	CQUJHB001050	LOC109408431
OG0005580	CQUJHB000257	LOC109401041
OG0005581	CQUJHB013965	LOC109401047
OG0005582	CQUJHB004133	LOC109401050
OG0005583	CQUJHB007058	LOC109401058
OG0005584	CQUJHB017459	LOC109426167
OG0005585	CQUJHB007698	LOC109426162
OG0005586	CQUJHB012598	LOC115255757
OG0005587	CQUJHB003011	LOC115255758
OG0005588	CQUJHB006003	LOC109427894
OG0005589	CQUJHB005907	LOC109428219
OG0005590	CQUJHB014771	LOC109427891
OG0005591	CQUJHB007375	LOC109428213
OG0005592	CQUJHB006678	LOC109428225
OG0005593	CQUJHB013497	LOC109427913
OG0005594	CQUJHB001002	LOC109403232
OG0005595	CQUJHB007840	LOC109403230
OG0005597	CQUJHB008523	LOC134291793, LOC109432274
OG0005598	CQUJHB016358	LOC115267799
OG0005599	CQUJHB014172	LOC109397096
OG0005600	CQUJHB016095	LOC109621709
OG0005601	CQUJHB017799	LOC109427463
OG0005602	CQUJHB003786	LOC109408817
OG0005603	CQUJHB000956	LOC109410465
OG0005604	CQUJHB009054	LOC109401449
OG0005605	CQUJHB017656	LOC109427429
OG0005606	CQUJHB012423	LOC109410146, LOC115256849
OG0005607	CQUJHB013636	LOC109427404, LOC109410124
OG0005608	CQUJHB001947	LOC109410132
OG0005609	CQUJHB012012	LOC109410121
OG0005610	CQUJHB002847	LOC109403097
OG0005611	CQUJHB016264	LOC109416175
OG0005612	CQUJHB013338	LOC109404972
OG0005613	CQUJHB009801	LOC115268495
OG0005614	CQUJHB003958	LOC109417993
OG0005616	CQUJHB003436	LOC109416173
OG0005617	CQUJHB011078	LOC109406842
OG0005618	CQUJHB008004	LOC109406840
OG0005619	CQUJHB006023	LOC109415714
OG0005620	CQUJHB006330	LOC109430913
OG0005621	CQUJHB006790	LOC109430930
OG0005622	CQUJHB008782	LOC115263169
OG0005623	CQUJHB014257	LOC109430911
OG0005624	CQUJHB006648	LOC134287925
OG0005625	CQUJHB010734	LOC134287027
OG0005626	CQUJHB009832	LOC109411274
OG0005627	CQUJHB015570	LOC134287922
OG0005628	CQUJHB012659	LOC109411273
OG0005629	CQUJHB009323	LOC109411275
OG0005630	CQUJHB008096	LOC109406399
OG0005631	CQUJHB004558	LOC109423650
OG0005632	CQUJHB012531	LOC109411467
OG0005633	CQUJHB002723	LOC109409711
OG0005634	CQUJHB004330	LOC109409719
OG0005635	CQUJHB008668	LOC109409715
OG0005636	CQUJHB008667	LOC109409721
OG0005637	CQUJHB012322	LOC109411464
OG0005638	CQUJHB010187	LOC109411461
OG0005639	CQUJHB009104	LOC109411457
OG0005640	CQUJHB008490	LOC109411487
OG0005641	CQUJHB012664	LOC109408497
OG0005642	CQUJHB016976	LOC109405715
OG0005643	CQUJHB006875	LOC109408405
OG0005644	CQUJHB005174	LOC109408402
OG0005645	CQUJHB010635	LOC109408401
OG0005646	CQUJHB016203	LOC109408400
OG0005647	CQUJHB015656	LOC134284683, LOC109399011
OG0005648	CQUJHB008607	LOC109421556
OG0005649	CQUJHB001271	LOC115254020
OG0005650	CQUJHB005765	LOC115254024
OG0005651	CQUJHB006076	LOC109410195
OG0005652	CQUJHB003922	LOC109403564
OG0005653	CQUJHB003807	LOC109422982
OG0005654	CQUJHB001733	LOC109422992
OG0005655	CQUJHB015776	LOC109415069
OG0005656	CQUJHB013624	LOC134289694
OG0005657	CQUJHB016808	LOC109429163
OG0005658	CQUJHB000766	LOC115259323, LOC109417867
OG0005659	CQUJHB013466	LOC109426821
OG0005660	CQUJHB006788	LOC109426825
OG0005661	CQUJHB005440	LOC109408514
OG0005662	CQUJHB015669	LOC109621446
OG0005663	CQUJHB010056	LOC109621452
OG0005664	CQUJHB000887	LOC109621453
OG0005665	CQUJHB003762	LOC109418041
OG0005666	CQUJHB016502	LOC109418123
OG0005667	CQUJHB013898	LOC109408030
OG0005668	CQUJHB007070	LOC109417172
OG0005669	CQUJHB002410	LOC109398058
OG0005670	CQUJHB007146	LOC115256839
OG0005671	CQUJHB004473	LOC109411249
OG0005672	CQUJHB012050	LOC109433112
OG0005673	CQUJHB006952	LOC109433104
OG0005674	CQUJHB013018	LOC109411251
OG0005675	CQUJHB000368	LOC109412936
OG0005676	CQUJHB002712	LOC134292215
OG0005678	CQUJHB009142	LOC109409433
OG0005679	CQUJHB017941	LOC109622423
OG0005680	CQUJHB015800	LOC109409370
OG0005681	CQUJHB007048	LOC109622561
OG0005682	CQUJHB009333	LOC109409503
OG0005683	CQUJHB000658	LOC109410083
OG0005684	CQUJHB001274	LOC109410081
OG0005685	CQUJHB017882	LOC109430224
OG0005686	CQUJHB010932	LOC109427542
OG0005687	CQUJHB005089	LOC109431007
OG0005688	CQUJHB000874	LOC109423928
OG0005689	CQUJHB017432	LOC109404774
OG0005690	CQUJHB014647	LOC109404804
OG0005691	CQUJHB016493	LOC109401167
OG0005692	CQUJHB004264	LOC109401161
OG0005693	CQUJHB010760	LOC109621647
OG0005694	CQUJHB003081	LOC109432359
OG0005695	CQUJHB012459	LOC109426352
OG0005696	CQUJHB003275	LOC115258105
OG0005697	CQUJHB002861	LOC109621640
OG0005698	CQUJHB008294	LOC109426359
OG0005699	CQUJHB018165	LOC109426355
OG0005700	CQUJHB014714	LOC109430398
OG0005701	CQUJHB013514	LOC109405279
OG0005702	CQUJHB000482	LOC109410615
OG0005703	CQUJHB013840	LOC109410618
OG0005704	CQUJHB017574	LOC109410612
OG0005705	CQUJHB000387	LOC109409843
OG0005706	CQUJHB002819	LOC109409847
OG0005707	CQUJHB007815	LOC109410722
OG0005708	CQUJHB018245	LOC109410728
OG0005709	CQUJHB016223	LOC109410608
OG0005710	CQUJHB008340	LOC109410719
OG0005711	CQUJHB014790	LOC109397131
OG0005712	CQUJHB018439	LOC109409845
OG0005713	CQUJHB003178	LOC115267945
OG0005714	CQUJHB015775	LOC109433230
OG0005715	CQUJHB015847	LOC109416338
OG0005716	CQUJHB008815	LOC109433258
OG0005717	CQUJHB008695	LOC109416326
OG0005718	CQUJHB008420	LOC109424528
OG0005719	CQUJHB016636	LOC109433229
OG0005720	CQUJHB004157	LOC109433266
OG0005721	CQUJHB000927	LOC109408009
OG0005722	CQUJHB009169	LOC109401934
OG0005723	CQUJHB007630	LOC115269531
OG0005726	CQUJHB011829	LOC109399088
OG0005727	CQUJHB004105	LOC109399102
OG0005728	CQUJHB015029	LOC109399132
OG0005729	CQUJHB006456	LOC109425707
OG0005730	CQUJHB012155	LOC109399090
OG0005731	CQUJHB016248	LOC109399607
OG0005732	CQUJHB010994	LOC134284448
OG0005733	CQUJHB011476	LOC134284447
OG0005734	CQUJHB004811	LOC109431240
OG0005735	CQUJHB006322	LOC109407702
OG0005736	CQUJHB017763	LOC109431254
OG0005737	CQUJHB013228	LOC109407704
OG0005738	CQUJHB004927	LOC134291464
OG0005739	CQUJHB003902	LOC109623050
OG0005740	CQUJHB001426	LOC109431578
OG0005741	CQUJHB012187	LOC109420002
OG0005742	CQUJHB001190	LOC109417771
OG0005743	CQUJHB013903	LOC109417567
OG0005744	CQUJHB012110	LOC109414898
OG0005745	CQUJHB000789	LOC134288263
OG0005746	CQUJHB005777	LOC134288267
OG0005747	CQUJHB005178	LOC134287205
OG0005748	CQUJHB017096	LOC109431660
OG0005749	CQUJHB011091	LOC109431693
OG0005750	CQUJHB007011	LOC134288262
OG0005751	CQUJHB017551	LOC109415965
OG0005752	CQUJHB007844	LOC134291412, LOC109411859
OG0005753	CQUJHB011704	LOC109411857
OG0005754	CQUJHB016688	LOC109411853
OG0005755	CQUJHB014755	LOC109414697
OG0005756	CQUJHB010980	LOC109412985
OG0005757	CQUJHB011787	LOC109422362
OG0005758	CQUJHB006915	LOC109428051
OG0005759	CQUJHB004406	LOC109418270
OG0005760	CQUJHB014835	LOC109428045
OG0005761	CQUJHB016377	LOC109418263
OG0005762	CQUJHB011126	LOC109423817
OG0005763	CQUJHB015248	LOC109418262
OG0005764	CQUJHB009558	LOC109419481
OG0005765	CQUJHB005633	LOC109397774
OG0005766	CQUJHB000816	LOC115269408
OG0005767	CQUJHB007326	LOC109428793
OG0005768	CQUJHB001747	LOC109402751
OG0005769	CQUJHB002544	LOC109402833
OG0005770	CQUJHB016946	LOC109402804
OG0005771	CQUJHB012230	LOC109422624
OG0005772	CQUJHB004613	LOC115253825
OG0005773	CQUJHB004439	LOC109422617
OG0005774	CQUJHB013067	LOC109422614
OG0005775	CQUJHB009407	LOC109422608
OG0005776	CQUJHB007498	LOC115267045
OG0005777	CQUJHB015130	LOC109410204
OG0005779	CQUJHB008503	LOC109409984
OG0005780	CQUJHB014784	LOC109420216
OG0005781	CQUJHB001169	LOC109402508
OG0005782	CQUJHB003911, CQUJHB009941	LOC109411575, LOC109411574
OG0005783	CQUJHB001146	LOC109411566
OG0005784	CQUJHB016575	LOC109414894
OG0005785	CQUJHB013249	LOC109397829
OG0005786	CQUJHB018456	LOC109397816
OG0005787	CQUJHB017308	LOC109405352
OG0005788	CQUJHB013954	LOC109422084
OG0005789	CQUJHB018026	LOC115254276
OG0005790	CQUJHB014494	LOC109408772
OG0005791	CQUJHB000302	LOC109432670
OG0005792	CQUJHB009667	LOC109406742
OG0005793	CQUJHB008026	LOC109411951
OG0005794	CQUJHB005155	LOC109406743
OG0005795	CQUJHB003818	LOC109401026
OG0005796	CQUJHB000317	LOC109420867
OG0005797	CQUJHB008313	LOC109427995
OG0005798	CQUJHB010651	LOC109418213
OG0005799	CQUJHB014169	LOC109418227
OG0005800	CQUJHB005116	LOC109431657
OG0005801	CQUJHB006858	LOC109431702
OG0005802	CQUJHB001006	LOC109430975
OG0005803	CQUJHB001457	LOC109430941
OG0005804	CQUJHB009946	LOC109432684
OG0005805	CQUJHB015171	LOC109409462
OG0005806	CQUJHB018291	LOC109409452
OG0005807	CQUJHB010723	LOC109409459
OG0005808	CQUJHB004080	LOC109405024
OG0005809	CQUJHB016516	LOC109405055
OG0005810	CQUJHB006470	LOC109621259
OG0005811	CQUJHB018236	LOC109622053
OG0005812	CQUJHB018289	LOC109405021
OG0005813	CQUJHB001653	LOC109430362
OG0005814	CQUJHB004997	LOC109425384
OG0005815	CQUJHB015216	LOC109399938
OG0005816	CQUJHB003179	LOC109399942
OG0005817	CQUJHB005314	LOC109425382
OG0005818	CQUJHB018199	LOC109399952
OG0005819	CQUJHB013830	LOC109399958
OG0005820	CQUJHB009614	LOC109405227
OG0005821	CQUJHB009774	LOC109412869
OG0005822	CQUJHB010907	LOC109429368
OG0005823	CQUJHB000936	LOC109420973
OG0005824	CQUJHB014409	LOC109406962
OG0005825	CQUJHB016761	LOC109426769
OG0005826	CQUJHB016913	LOC109417816
OG0005827	CQUJHB007148	LOC109417615
OG0005828	CQUJHB006353	LOC109417807
OG0005829	CQUJHB004968	LOC109432710
OG0005830	CQUJHB001784	LOC109432122
OG0005831	CQUJHB012003	LOC109431038
OG0005832	CQUJHB009019	LOC115253922
OG0005833	CQUJHB014183	LOC115253921, LOC109621546
OG0005834	CQUJHB017704	LOC109621583
OG0005835	CQUJHB012962	LOC109407986
OG0005836	CQUJHB007389	LOC109407929
OG0005837	CQUJHB010769	LOC109413849
OG0005838	CQUJHB017250	LOC109407928
OG0005839	CQUJHB012195	LOC109407927
OG0005840	CQUJHB008512	LOC109421603
OG0005841	CQUJHB006993	LOC115265574
OG0005842	CQUJHB016165	LOC115265584
OG0005843	CQUJHB008849	LOC109419516
OG0005844	CQUJHB006674	LOC109423119
OG0005845	CQUJHB017809	LOC109622748
OG0005846	CQUJHB000448	LOC109419524
OG0005847	CQUJHB014751	LOC109421732
OG0005848	CQUJHB002869	LOC109425463
OG0005849	CQUJHB015964	LOC115254441
OG0005850	CQUJHB013122	LOC109425461
OG0005851	CQUJHB004928	LOC109421726
OG0005852	CQUJHB011398	LOC134291830
OG0005853	CQUJHB018393	LOC109397745
OG0005854	CQUJHB012876	LOC109405087
OG0005855	CQUJHB012132	LOC115270211
OG0005856	CQUJHB012294	LOC115270239
OG0005857	CQUJHB000895	LOC115270206
OG0005858	CQUJHB018385	LOC109430681
OG0005859	CQUJHB010612	LOC115270244
OG0005860	CQUJHB012399	LOC109430676
OG0005861	CQUJHB013119	LOC109430667
OG0005862	CQUJHB002623	LOC109429038
OG0005863	CQUJHB008743	LOC109429069
OG0005864	CQUJHB013612	LOC109429048
OG0005865	CQUJHB004466	LOC109429045
OG0005866	CQUJHB012743	LOC109430138
OG0005867	CQUJHB004469	LOC109430141
OG0005868	CQUJHB004167	LOC109430148
OG0005869	CQUJHB000298	LOC115256811
OG0005870	CQUJHB010961	LOC115256848
OG0005871	CQUJHB009700	LOC115255619
OG0005872	CQUJHB007019	LOC109401416
OG0005873	CQUJHB011905	LOC109401397
OG0005874	CQUJHB016293	LOC109432898
OG0005875	CQUJHB001932	LOC109422712
OG0005876	CQUJHB003300	LOC109412318
OG0005877	CQUJHB006324	LOC134284402
OG0005878	CQUJHB010473	LOC109431862
OG0005879	CQUJHB001692	LOC109422720
OG0005880	CQUJHB001537, CQUJHB013358	LOC115266147
OG0005881	CQUJHB010153	LOC115266146
OG0005882	CQUJHB009447	LOC109431972
OG0005883	CQUJHB016514	LOC115264574
OG0005884	CQUJHB001489	LOC109431296
OG0005886	CQUJHB017535	LOC109430086
OG0005887	CQUJHB001595	LOC134292069
OG0005888	CQUJHB006691	LOC109402793
OG0005889	CQUJHB017827	LOC134292063
OG0005890	CQUJHB014830	LOC134292064
OG0005891	CQUJHB009467	LOC115257057
OG0005892	CQUJHB014887	LOC109423962
OG0005893	CQUJHB010232	LOC109418569
OG0005894	CQUJHB006663	LOC109418575
OG0005895	CQUJHB001804	LOC109418576
OG0005896	CQUJHB008022	LOC109418567
OG0005897	CQUJHB001057	LOC109413133
OG0005898	CQUJHB007281	LOC109413135
OG0005899	CQUJHB002365	LOC109419404
OG0005900	CQUJHB007523	LOC115265558
OG0005901	CQUJHB005459	LOC109416534
OG0005902	CQUJHB007731	LOC109405615
OG0005903	CQUJHB005871	LOC109405612
OG0005904	CQUJHB006444	LOC109425778
OG0005905	CQUJHB017462	LOC109425774
OG0005906	CQUJHB016611	LOC109407518
OG0005907	CQUJHB018013	LOC109407516
OG0005908	CQUJHB006061	LOC109407514
OG0005909	CQUJHB002518	LOC109407511
OG0005910	CQUJHB006178	LOC109407513
OG0005911	CQUJHB008621	LOC109425785
OG0005912	CQUJHB017085	LOC109425784
OG0005913	CQUJHB008147	LOC115265631
OG0005914	CQUJHB017916	LOC115265623
OG0005915	CQUJHB003474	LOC109423949
OG0005916	CQUJHB012588	LOC109416259
OG0005918	CQUJHB016199	LOC109423958
OG0005919	CQUJHB004242	LOC109423957
OG0005920	CQUJHB016103	LOC109416262
OG0005921	CQUJHB003637	LOC115265638
OG0005922	CQUJHB010664	LOC109622295
OG0005923	CQUJHB018248	LOC109431574
OG0005924	CQUJHB013343	LOC109622243
OG0005925	CQUJHB004008	LOC109403058
OG0005926	CQUJHB002469	LOC109408666
OG0005927	CQUJHB017949	LOC109403044
OG0005928	CQUJHB002319	LOC109403080
OG0005929	CQUJHB000984	LOC109403077
OG0005930	CQUJHB005836	LOC109416364
OG0005931	CQUJHB008059	LOC109416367
OG0005932	CQUJHB016398	LOC115253499
OG0005933	CQUJHB000044	LOC109416363
OG0005935	CQUJHB013650	LOC109413689
OG0005936	CQUJHB001065	LOC109413694
OG0005937	CQUJHB008000	LOC109413692
OG0005938	CQUJHB004618	LOC109424657
OG0005939	CQUJHB008229	LOC109412060
OG0005940	CQUJHB008011	LOC109412065
OG0005941	CQUJHB013038	LOC115253433
OG0005942	CQUJHB010135	LOC109412057
OG0005943	CQUJHB014935	LOC109412056
OG0005944	CQUJHB015149	LOC109424645
OG0005945	CQUJHB018129	LOC109430713
OG0005946	CQUJHB013607	LOC109429711
OG0005947	CQUJHB007363	LOC109429778
OG0005948	CQUJHB008842	LOC109430731
OG0005949	CQUJHB009394	LOC109430754
OG0005950	CQUJHB018440	LOC109429762
OG0005951	CQUJHB004073	LOC109430732
OG0005952	CQUJHB014795	LOC115261758
OG0005953	CQUJHB017931	LOC115264136
OG0005954	CQUJHB008441	LOC115262055
OG0005955	CQUJHB011845	LOC109406525
OG0005956	CQUJHB012731	LOC109429657
OG0005957	CQUJHB009310	LOC109426690
OG0005958	CQUJHB009761	LOC109417788
OG0005959	CQUJHB002572	LOC109417786
OG0005960	CQUJHB002142	LOC109417792
OG0005961	CQUJHB002597	LOC109424721
OG0005962	CQUJHB004255	LOC109397058, LOC109400791
OG0005963	CQUJHB017506	LOC109423322
OG0005964	CQUJHB001466	LOC109423318
OG0005965	CQUJHB006917	LOC109423313
OG0005966	CQUJHB014933	LOC109622835
OG0005967	CQUJHB006999	LOC109418311
OG0005968	CQUJHB003799	LOC109420597
OG0005969	CQUJHB010002	LOC109398788
OG0005970	CQUJHB014530	LOC109424560
OG0005971	CQUJHB015192	LOC134284925, LOC109427492
OG0005972	CQUJHB011937	LOC109427490
OG0005973	CQUJHB013850	LOC115270044
OG0005975	CQUJHB003051	LOC109405142
OG0005976	CQUJHB005710	LOC109405136
OG0005978	CQUJHB015318	LOC109404192
OG0005980	CQUJHB001623	LOC109401260
OG0005981	CQUJHB000496	LOC109401285
OG0005982	CQUJHB012156	LOC115253577
OG0005983	CQUJHB002822	LOC115262731
OG0005984	CQUJHB017065	LOC109403615
OG0005985	CQUJHB015000	LOC109403597
OG0005986	CQUJHB007306	LOC109414776
OG0005987	CQUJHB006117	LOC109621987
OG0005988	CQUJHB013810	LOC115264946
OG0005989	CQUJHB018033	LOC109427304
OG0005990	CQUJHB003789	LOC109422270
OG0005991	CQUJHB003116	LOC109423354
OG0005992	CQUJHB009661	LOC109401270
OG0005993	CQUJHB013034	LOC109422343
OG0005994	CQUJHB013705	LOC109422350
OG0005995	CQUJHB009025	LOC109412811
OG0005996	CQUJHB000407	LOC109401375
OG0005997	CQUJHB000941	LOC109409175
OG0005998	CQUJHB014910	LOC109409179
OG0005999	CQUJHB007092	LOC109409219
OG0006000	CQUJHB010716	LOC109409178
OG0006001	CQUJHB004619	LOC109409181
OG0006002	CQUJHB014788	LOC115270355
OG0006003	CQUJHB012451	LOC109428423
OG0006004	CQUJHB003500	LOC109433627
OG0006005	CQUJHB004581	LOC109428422
OG0006006	CQUJHB000487	LOC109419577
OG0006007	CQUJHB008054	LOC109419579
OG0006008	CQUJHB008427	LOC109404797
OG0006009	CQUJHB018016	LOC109404816
OG0006010	CQUJHB015308	LOC109423877
OG0006011	CQUJHB017940	LOC109404803
OG0006012	CQUJHB006372	LOC109623307
OG0006013	CQUJHB017075	LOC109401243
OG0006014	CQUJHB015373	LOC109621229
OG0006015	CQUJHB011360	LOC115262714
OG0006016	CQUJHB007119	LOC109401195
OG0006017	CQUJHB001817	LOC115268683
OG0006018	CQUJHB008169	LOC115258594
OG0006019	CQUJHB001951	LOC109409296
OG0006020	CQUJHB001318	LOC109409294
OG0006022	CQUJHB012490	LOC109419521
OG0006023	CQUJHB013857	LOC109423478
OG0006024	CQUJHB010773	LOC115263730
OG0006025	CQUJHB003988	LOC115263728
OG0006026	CQUJHB008970	LOC115263729
OG0006027	CQUJHB008924	LOC109402831
OG0006028	CQUJHB017300	LOC109402850
OG0006029	CQUJHB000266	LOC115253981
OG0006030	CQUJHB018001	LOC109402812
OG0006031	CQUJHB016765	LOC109422594
OG0006032	CQUJHB003180	LOC109402813, LOC109422597
OG0006033	CQUJHB007732	LOC109402835
OG0006034	CQUJHB012672	LOC109410445
OG0006035	CQUJHB014843	LOC109410451
OG0006036	CQUJHB004413, CQUJHB011709	LOC109410447
OG0006037	CQUJHB002997	LOC109410418
OG0006038	CQUJHB008224	LOC109410442
OG0006039	CQUJHB008025	LOC109410441
OG0006040	CQUJHB017560	LOC109401473
OG0006041	CQUJHB017261	LOC109401480
OG0006042	CQUJHB011883	LOC109410459
OG0006043	CQUJHB002094	LOC109425655
OG0006044	CQUJHB010430	LOC109425664
OG0006045	CQUJHB005514	LOC109425667
OG0006046	CQUJHB012035	LOC109425666
OG0006047	CQUJHB001431	LOC109403240
OG0006048	CQUJHB011601	LOC115253670
OG0006049	CQUJHB009221	LOC115253655
OG0006050	CQUJHB002793	LOC115256503
OG0006051	CQUJHB014555	LOC115269132
OG0006052	CQUJHB004447	LOC109427530
OG0006053	CQUJHB005468, CQUJHB001249	LOC109431821
OG0006054	CQUJHB012818	LOC109417063
OG0006055	CQUJHB002311	LOC109398071
OG0006056	CQUJHB010007	LOC109431649
OG0006057	CQUJHB014780	LOC109400479
OG0006058	CQUJHB013315	LOC109622456
OG0006060	CQUJHB012842	LOC109407955
OG0006061	CQUJHB003481	LOC109417384
OG0006062	CQUJHB010389	LOC109431411
OG0006063	CQUJHB008499	LOC109431456
OG0006064	CQUJHB007787	LOC109427663
OG0006065	CQUJHB006666	LOC109413060
OG0006066	CQUJHB017490	LOC109403283
OG0006067	CQUJHB011326	LOC109415062, LOC109403287
OG0006068	CQUJHB012510	LOC109413055
OG0006069	CQUJHB009015	LOC109403297
OG0006070	CQUJHB013365	LOC109403281
OG0006071	CQUJHB010931	LOC109413059
OG0006072	CQUJHB001981	LOC134285001
OG0006073	CQUJHB012377	LOC109407431
OG0006074	CQUJHB017870	LOC109407432
OG0006075	CQUJHB014926	LOC109407427
OG0006076	CQUJHB013755	LOC109407430
OG0006077	CQUJHB008077	LOC109416405
OG0006078	CQUJHB011262	LOC109416453
OG0006079	CQUJHB005099	LOC115261492
OG0006080	CQUJHB009912	LOC115253916
OG0006081	CQUJHB013213	LOC109411099
OG0006082	CQUJHB008202	LOC109433371
OG0006083	CQUJHB004286	LOC109433004
OG0006085	CQUJHB006038	LOC115253965
OG0006086	CQUJHB011195	LOC109421993
OG0006087	CQUJHB005040	LOC115256372
OG0006088	CQUJHB005424	LOC115256369
OG0006089	CQUJHB016843	LOC115253972, LOC109421997
OG0006090	CQUJHB017722	LOC109419687
OG0006091	CQUJHB005349	LOC109622110
OG0006092	CQUJHB002510	LOC134288595
OG0006093	CQUJHB016410	LOC109623305
OG0006094	CQUJHB000480	LOC109401204
OG0006095	CQUJHB014058	LOC134287896
OG0006096	CQUJHB012380	LOC109622004
OG0006097	CQUJHB015699	LOC134287002
OG0006099	CQUJHB005756	LOC109414426
OG0006100	CQUJHB014485	LOC109404733
OG0006101	CQUJHB015477	LOC109414429
OG0006102	CQUJHB017362	LOC109414420
OG0006103	CQUJHB010891	LOC109407055
OG0006104	CQUJHB018066	LOC109421554
OG0006105	CQUJHB011844	LOC115254166
OG0006106	CQUJHB014320	LOC134288028
OG0006107	CQUJHB015886	LOC109411530
OG0006108	CQUJHB009571	LOC109411537
OG0006109	CQUJHB014867	LOC109411550
OG0006110	CQUJHB002999	LOC109419218
OG0006111	CQUJHB014849	LOC109419216
OG0006112	CQUJHB005814	LOC109419212
OG0006113	CQUJHB000457	LOC109419210
OG0006114	CQUJHB000226	LOC109419219
OG0006115	CQUJHB014280	LOC109419215
OG0006116	CQUJHB014902	LOC109419213
OG0006117	CQUJHB013910	LOC109416999
OG0006118	CQUJHB007923	LOC109404974
OG0006119	CQUJHB004775	LOC115261190
OG0006120	CQUJHB003797	LOC109414244
OG0006121	CQUJHB013771	LOC109416936
OG0006122	CQUJHB001357	LOC115265104
OG0006124	CQUJHB017427	LOC109401486
OG0006125	CQUJHB006498	LOC109413993
OG0006126	CQUJHB011666	LOC115255634
OG0006127	CQUJHB002224	LOC109397820
OG0006128	CQUJHB009852	LOC109397825
OG0006129	CQUJHB009449	LOC115255620
OG0006130	CQUJHB013296	LOC109428657
OG0006131	CQUJHB008922	LOC109422470
OG0006132	CQUJHB016131	LOC109428654
OG0006133	CQUJHB011490	LOC109428663
OG0006134	CQUJHB001046	LOC109415835
OG0006135	CQUJHB005690	LOC115259344, LOC115253781
OG0006136	CQUJHB002730	LOC109404267
OG0006137	CQUJHB010796	LOC109404271
OG0006138	CQUJHB002545	LOC109412720, LOC109411863
OG0006139	CQUJHB002655	LOC109411869, LOC109412717
OG0006140	CQUJHB006967	LOC109414995
OG0006142	CQUJHB018402	LOC109414992
OG0006143	CQUJHB004285	LOC109417245
OG0006144	CQUJHB013585	LOC109415102
OG0006145	CQUJHB000047	LOC109415011
OG0006146	CQUJHB004181	LOC109431169
OG0006147	CQUJHB005175	LOC134284214, LOC109424056
OG0006148	CQUJHB017107	LOC109423999
OG0006149	CQUJHB010096	LOC109426213
OG0006150	CQUJHB012928	LOC109426221
OG0006151	CQUJHB003125	LOC109426215
OG0006152	CQUJHB003382	LOC109420922
OG0006153	CQUJHB007288	LOC109428955
OG0006154	CQUJHB010433	LOC109403694
OG0006155	CQUJHB012626	LOC134288051
OG0006156	CQUJHB013198	LOC109426759
OG0006157	CQUJHB002880	LOC109417799
OG0006158	CQUJHB010342	LOC109417796
OG0006159	CQUJHB014158	LOC109417797
OG0006160	CQUJHB011453	LOC115266887
OG0006161	CQUJHB000801	LOC109431162
OG0006162	CQUJHB016804	LOC109431172
OG0006163	CQUJHB000631	LOC109412269
OG0006164	CQUJHB008872	LOC109432921
OG0006165	CQUJHB011586	LOC109401433
OG0006166	CQUJHB012045	LOC109404650
OG0006167	CQUJHB006778	LOC109404654
OG0006168	CQUJHB015824	LOC109397933
OG0006169	CQUJHB012158	LOC109431070
OG0006170	CQUJHB008775	LOC115256850
OG0006171	CQUJHB013347	LOC109405397
OG0006172	CQUJHB018178	LOC109431066
OG0006173	CQUJHB013415	LOC109411929
OG0006174	CQUJHB014150	LOC115255323
OG0006175	CQUJHB004190	LOC109406270
OG0006176	CQUJHB013454	LOC109416888
OG0006177	CQUJHB018403	LOC109428880
OG0006178	CQUJHB003284	LOC109428883
OG0006179	CQUJHB014545	LOC109416887
OG0006180	CQUJHB001933	LOC109414974
OG0006181	CQUJHB015930	LOC109415144
OG0006182	CQUJHB016600	LOC109414976
OG0006183	CQUJHB004394	LOC109399154
OG0006184	CQUJHB003694	LOC109413973
OG0006185	CQUJHB010684	LOC109413976
OG0006186	CQUJHB003847	LOC109399201
OG0006187	CQUJHB008201	LOC115253755
OG0006188	CQUJHB016307	LOC109424014
OG0006189	CQUJHB018028	LOC109424019
OG0006190	CQUJHB017914	LOC109416429
OG0006191	CQUJHB000755	LOC109409798
OG0006192	CQUJHB017454	LOC109421011
OG0006193	CQUJHB002148	LOC109426902
