Orthogroup	CquinquefasciatusJHB2020	AstephensiUCISS2018
OG0004897	CQUJHB016860	ASTEI20_038847
OG0004898	CQUJHB011399	ASTEI20_044041
OG0004899	CQUJHB011839	ASTEI20_037608
OG0004900	CQUJHB008376	ASTEI20_045523
OG0004901	CQUJHB007823	ASTEI20_035023
OG0004902	CQUJHB004967	ASTEI20_038737
OG0004903	CQUJHB012751	ASTEI20_043477
OG0004904	CQUJHB013216, CQUJHB017050	ASTEI20_039357
OG0004905	CQUJHB015454	ASTEI20_043108
OG0004906	CQUJHB012845	ASTEI20_043922
OG0004907	CQUJHB016968	ASTEI20_042144
OG0004908	CQUJHB006058	ASTEI20_042309
OG0004909	CQUJHB001633	ASTEI20_035592
OG0004910	CQUJHB016722	ASTEI20_031767
OG0004911	CQUJHB007013	ASTEI20_034350
OG0004912	CQUJHB002764	ASTEI20_036125
OG0004913	CQUJHB002000	ASTEI20_042997
OG0004914	CQUJHB005841	ASTEI20_042395
OG0004915	CQUJHB001621	ASTEI20_035929
OG0004916	CQUJHB011180	ASTEI20_039698
OG0004917	CQUJHB011305	ASTEI20_037851
OG0004918	CQUJHB013632	ASTEI20_043921
OG0004919	CQUJHB002019	ASTEI20_042365
OG0004920	CQUJHB001313	ASTEI20_040126
OG0004921	CQUJHB006067	ASTEI20_033941
OG0004922	CQUJHB011024	ASTEI20_044125
OG0004923	CQUJHB003475	ASTEI20_032026
OG0004924	CQUJHB017734	ASTEI20_039005
OG0004925	CQUJHB016303	ASTEI20_033000
OG0004926	CQUJHB013512	ASTEI20_045459
OG0004927	CQUJHB006446, CQUJHB015486	ASTEI20_040827
OG0004928	CQUJHB013836	ASTEI20_037550
OG0004929	CQUJHB003028	ASTEI20_042054
OG0004930	CQUJHB011765	ASTEI20_031839
OG0004931	CQUJHB003616	ASTEI20_043197
OG0004932	CQUJHB012091	ASTEI20_042804
OG0004933	CQUJHB012115	ASTEI20_033428
OG0004934	CQUJHB003716	ASTEI20_040380
OG0004935	CQUJHB004048	ASTEI20_042265
OG0004936	CQUJHB006227	ASTEI20_046027
OG0004937	CQUJHB003783	ASTEI20_034181
OG0004938	CQUJHB009844	ASTEI20_038730
OG0004939	CQUJHB013680	ASTEI20_031832
OG0004940	CQUJHB018372	ASTEI20_041922
OG0004941	CQUJHB008804	ASTEI20_037922
OG0004942	CQUJHB003746	ASTEI20_038254
OG0004943	CQUJHB002006	ASTEI20_039427
OG0004944	CQUJHB004485	ASTEI20_038371
OG0004945	CQUJHB008430	ASTEI20_036106
OG0004946	CQUJHB003368	ASTEI20_042048
OG0004947	CQUJHB018451	ASTEI20_031673
OG0004948	CQUJHB006561	ASTEI20_040248
OG0004949	CQUJHB013178	ASTEI20_033586
OG0004950	CQUJHB015738	ASTEI20_039192
OG0004951	CQUJHB001018	ASTEI20_043387
OG0004952	CQUJHB001021	ASTEI20_045871
OG0004953	CQUJHB003142	ASTEI20_039322
OG0004954	CQUJHB008436	ASTEI20_035786
OG0004955	CQUJHB014348	ASTEI20_032151, ASTEI20_044114
OG0004956	CQUJHB010841	ASTEI20_042212
OG0004957	CQUJHB016618	ASTEI20_045686
OG0004958	CQUJHB016084	ASTEI20_032999
OG0004959	CQUJHB006108	ASTEI20_036974
OG0004960	CQUJHB007322	ASTEI20_032368
OG0004961	CQUJHB015923	ASTEI20_043363
OG0004962	CQUJHB009779	ASTEI20_034426
OG0004963	CQUJHB011710	ASTEI20_045196
OG0004964	CQUJHB001491	ASTEI20_045630
OG0004965	CQUJHB001575	ASTEI20_031038
OG0004966	CQUJHB000251	ASTEI20_033178
OG0004967	CQUJHB013781	ASTEI20_042247
OG0004968	CQUJHB010240, CQUJHB006039	ASTEI20_033076
OG0004969	CQUJHB007188	ASTEI20_032102
OG0004970	CQUJHB015868	ASTEI20_042665
OG0004971	CQUJHB014841	ASTEI20_036069
OG0004972	CQUJHB009567	ASTEI20_037639
OG0004973	CQUJHB016623	ASTEI20_031749
OG0004974	CQUJHB000553	ASTEI20_044503
OG0004975	CQUJHB000236	ASTEI20_037539
OG0004976	CQUJHB003540	ASTEI20_035485
OG0004977	CQUJHB010752	ASTEI20_036626
OG0004978	CQUJHB014590	ASTEI20_037144
OG0004979	CQUJHB007062	ASTEI20_045338
OG0004980	CQUJHB015878	ASTEI20_031379
OG0004981	CQUJHB016304	ASTEI20_044242
OG0004982	CQUJHB006298	ASTEI20_039380
OG0004983	CQUJHB005874	ASTEI20_034117
OG0004985	CQUJHB015430	ASTEI20_032811
OG0004986	CQUJHB006809	ASTEI20_038860
OG0004987	CQUJHB001202	ASTEI20_034235
OG0004988	CQUJHB009298	ASTEI20_039113
OG0004989	CQUJHB016105	ASTEI20_043462
OG0004990	CQUJHB000420	ASTEI20_041654
OG0004991	CQUJHB001613	ASTEI20_036566
OG0004992	CQUJHB004803	ASTEI20_034722
OG0004993	CQUJHB001344	ASTEI20_033948, ASTEI20_033333
OG0004994	CQUJHB017944	ASTEI20_032024
OG0004995	CQUJHB004468	ASTEI20_044875
OG0004996	CQUJHB016124	ASTEI20_030910
OG0004997	CQUJHB003878	ASTEI20_032586
OG0004998	CQUJHB003555	ASTEI20_042463
OG0004999	CQUJHB014896	ASTEI20_031254
OG0005000	CQUJHB008170	ASTEI20_034138
OG0005001	CQUJHB009996	ASTEI20_036315
OG0005002	CQUJHB007867	ASTEI20_045390
OG0005003	CQUJHB009755	ASTEI20_034087
OG0005004	CQUJHB009790	ASTEI20_040790
OG0005005	CQUJHB014824	ASTEI20_035223
OG0005006	CQUJHB010702	ASTEI20_042958
OG0005007	CQUJHB013715	ASTEI20_038951
OG0005008	CQUJHB010081	ASTEI20_044635
OG0005009	CQUJHB016626	ASTEI20_033078
OG0005010	CQUJHB014803	ASTEI20_041209
OG0005011	CQUJHB014035	ASTEI20_042438
OG0005012	CQUJHB011388	ASTEI20_034621
OG0005013	CQUJHB010401	ASTEI20_038436
OG0005014	CQUJHB014316	ASTEI20_040613
OG0005015	CQUJHB015294	ASTEI20_032484
OG0005016	CQUJHB000428	ASTEI20_044866
OG0005017	CQUJHB007225	ASTEI20_038819
OG0005018	CQUJHB009185	ASTEI20_039760
OG0005019	CQUJHB001731	ASTEI20_044592, ASTEI20_037990
OG0005020	CQUJHB005499	ASTEI20_033218
OG0005021	CQUJHB006966	ASTEI20_035644
OG0005022	CQUJHB017492	ASTEI20_042835
OG0005023	CQUJHB012906	ASTEI20_034698
OG0005024	CQUJHB012288	ASTEI20_039707
OG0005025	CQUJHB005568	ASTEI20_034992
OG0005026	CQUJHB010286	ASTEI20_030944
OG0005027	CQUJHB017396	ASTEI20_031520
OG0005028	CQUJHB002345	ASTEI20_045768
OG0005029	CQUJHB011783	ASTEI20_033505
OG0005030	CQUJHB001152	ASTEI20_031476
OG0005031	CQUJHB003253, CQUJHB001908	ASTEI20_035272
OG0005032	CQUJHB004777	ASTEI20_032337
OG0005033	CQUJHB015892	ASTEI20_033892
OG0005034	CQUJHB000152	ASTEI20_035565
OG0005035	CQUJHB015577	ASTEI20_036697
OG0005036	CQUJHB009170	ASTEI20_036220
OG0005037	CQUJHB011645	ASTEI20_032363
OG0005038	CQUJHB015765	ASTEI20_039316
OG0005039	CQUJHB008278	ASTEI20_035739
OG0005040	CQUJHB011635	ASTEI20_031738
OG0005041	CQUJHB013500	ASTEI20_034078
OG0005042	CQUJHB007517	ASTEI20_044871
OG0005043	CQUJHB007401	ASTEI20_030812
OG0005044	CQUJHB004721	ASTEI20_040363
OG0005045	CQUJHB000362	ASTEI20_045798
OG0005046	CQUJHB009867	ASTEI20_033143
OG0005047	CQUJHB006839	ASTEI20_045975
OG0005048	CQUJHB005379	ASTEI20_036972
OG0005049	CQUJHB012079	ASTEI20_041691
OG0005050	CQUJHB017158	ASTEI20_030822
OG0005051	CQUJHB007658	ASTEI20_042267
OG0005052	CQUJHB002803	ASTEI20_043735
OG0005053	CQUJHB016128	ASTEI20_033539
OG0005054	CQUJHB010916	ASTEI20_044728
OG0005055	CQUJHB002922	ASTEI20_036120
OG0005056	CQUJHB010414	ASTEI20_032387
OG0005057	CQUJHB011225	ASTEI20_043651
OG0005058	CQUJHB004583	ASTEI20_037957
OG0005059	CQUJHB014574	ASTEI20_044576
OG0005060	CQUJHB011969	ASTEI20_031740
OG0005061	CQUJHB001517	ASTEI20_034780
OG0005062	CQUJHB008593	ASTEI20_045987
OG0005063	CQUJHB012615	ASTEI20_038515
OG0005064	CQUJHB016818	ASTEI20_033778
OG0005066	CQUJHB017029	ASTEI20_045432
OG0005067	CQUJHB004476	ASTEI20_045460
OG0005068	CQUJHB010691	ASTEI20_043410
OG0005069	CQUJHB001479	ASTEI20_043730
OG0005070	CQUJHB014087	ASTEI20_035654, ASTEI20_032910
OG0005071	CQUJHB017154	ASTEI20_044427
OG0005072	CQUJHB006341	ASTEI20_031013, ASTEI20_037518
OG0005073	CQUJHB006405	ASTEI20_040808
OG0005074	CQUJHB012405	ASTEI20_040348
OG0005075	CQUJHB007735	ASTEI20_044722
OG0005076	CQUJHB011605	ASTEI20_039964
OG0005077	CQUJHB003533	ASTEI20_033593
OG0005078	CQUJHB013388	ASTEI20_035102
OG0005079	CQUJHB015392	ASTEI20_031599
OG0005080	CQUJHB014310	ASTEI20_032950
OG0005081	CQUJHB016242	ASTEI20_043089
OG0005082	CQUJHB003969	ASTEI20_038160
OG0005083	CQUJHB007493	ASTEI20_031225
OG0005084	CQUJHB012185	ASTEI20_031488
OG0005085	CQUJHB008774	ASTEI20_034886
OG0005086	CQUJHB016164	ASTEI20_037182
OG0005087	CQUJHB016107	ASTEI20_039387, ASTEI20_045889
OG0005088	CQUJHB013769	ASTEI20_043295
OG0005089	CQUJHB017871	ASTEI20_031125
OG0005090	CQUJHB015767	ASTEI20_045847
OG0005091	CQUJHB005951	ASTEI20_036286
OG0005092	CQUJHB005791	ASTEI20_045887
OG0005093	CQUJHB014131	ASTEI20_035348
OG0005094	CQUJHB007467	ASTEI20_032008
OG0005095	CQUJHB007444	ASTEI20_033355
OG0005096	CQUJHB000603	ASTEI20_044758
OG0005097	CQUJHB003580	ASTEI20_034715
OG0005098	CQUJHB016815	ASTEI20_045406
OG0005099	CQUJHB014279	ASTEI20_036083
OG0005100	CQUJHB006206	ASTEI20_043561
OG0005101	CQUJHB012981	ASTEI20_043259
OG0005102	CQUJHB013968	ASTEI20_043166
OG0005103	CQUJHB013748	ASTEI20_036000
OG0005104	CQUJHB015300	ASTEI20_040264
OG0005105	CQUJHB007531	ASTEI20_042778
OG0005106	CQUJHB016793	ASTEI20_039440
OG0005107	CQUJHB009124	ASTEI20_043544
OG0005108	CQUJHB011210	ASTEI20_042801
OG0005109	CQUJHB011496	ASTEI20_037104
OG0005110	CQUJHB009613	ASTEI20_031535
OG0005111	CQUJHB006625	ASTEI20_041795
OG0005112	CQUJHB013342	ASTEI20_033738
OG0005113	CQUJHB005207	ASTEI20_041903
OG0005114	CQUJHB009975	ASTEI20_041105
OG0005115	CQUJHB010759	ASTEI20_030829
OG0005116	CQUJHB008580	ASTEI20_040422
OG0005117	CQUJHB014906	ASTEI20_041172
OG0005118	CQUJHB007381	ASTEI20_039206
OG0005119	CQUJHB017957	ASTEI20_045473
OG0005120	CQUJHB009883	ASTEI20_035619
OG0005121	CQUJHB006323	ASTEI20_032934
OG0005122	CQUJHB017525	ASTEI20_041015
OG0005123	CQUJHB001809	ASTEI20_040974
OG0005124	CQUJHB011317	ASTEI20_040119
OG0005125	CQUJHB010218	ASTEI20_030865
OG0005126	CQUJHB002385	ASTEI20_042551
OG0005127	CQUJHB004661	ASTEI20_035356
OG0005128	CQUJHB018263	ASTEI20_032172
OG0005129	CQUJHB002981	ASTEI20_044319
OG0005130	CQUJHB002096	ASTEI20_036893
OG0005131	CQUJHB002652	ASTEI20_032674
OG0005132	CQUJHB003448	ASTEI20_045343
OG0005133	CQUJHB017627	ASTEI20_041030
OG0005134	CQUJHB000675	ASTEI20_036075
OG0005135	CQUJHB006466	ASTEI20_030800
OG0005136	CQUJHB012420	ASTEI20_042470
OG0005137	CQUJHB006240	ASTEI20_034434
OG0005138	CQUJHB018333	ASTEI20_041544
OG0005139	CQUJHB016922	ASTEI20_045545
OG0005140	CQUJHB004703	ASTEI20_035993
OG0005141	CQUJHB007946	ASTEI20_031221
OG0005142	CQUJHB016734	ASTEI20_040795
OG0005143	CQUJHB017817	ASTEI20_039226
OG0005144	CQUJHB016108, CQUJHB016132	ASTEI20_042178
OG0005145	CQUJHB007183	ASTEI20_031683
OG0005146	CQUJHB014609	ASTEI20_042341
OG0005147	CQUJHB007551	ASTEI20_032066
OG0005149	CQUJHB013244	ASTEI20_037764
OG0005150	CQUJHB014816	ASTEI20_045260
OG0005151	CQUJHB012271	ASTEI20_044107
OG0005152	CQUJHB014039	ASTEI20_035085
OG0005153	CQUJHB010979	ASTEI20_042181
OG0005154	CQUJHB016123	ASTEI20_036146
OG0005155	CQUJHB007793	ASTEI20_039108
OG0005156	CQUJHB002945	ASTEI20_044714
OG0005157	CQUJHB014725	ASTEI20_030891
OG0005158	CQUJHB005761	ASTEI20_044137
OG0005159	CQUJHB000485	ASTEI20_043305
OG0005160	CQUJHB011817	ASTEI20_043937
OG0005161	CQUJHB004743	ASTEI20_033464
OG0005162	CQUJHB010607	ASTEI20_039600
OG0005163	CQUJHB007342	ASTEI20_043953
OG0005164	CQUJHB014580	ASTEI20_032668
OG0005165	CQUJHB018061	ASTEI20_039501
OG0005166	CQUJHB015954	ASTEI20_040190
OG0005167	CQUJHB013255	ASTEI20_040875
OG0005168	CQUJHB013349	ASTEI20_035133
OG0005169	CQUJHB011335	ASTEI20_040374
OG0005170	CQUJHB005460	ASTEI20_042682
OG0005171	CQUJHB005050	ASTEI20_037657
OG0005172	CQUJHB012792	ASTEI20_039543
OG0005173	CQUJHB004626	ASTEI20_045669, ASTEI20_042655
OG0005174	CQUJHB014661	ASTEI20_042511
OG0005175	CQUJHB012740	ASTEI20_039405
OG0005176	CQUJHB017217	ASTEI20_042044
OG0005177	CQUJHB016776	ASTEI20_038920
OG0005178	CQUJHB004685	ASTEI20_041704
OG0005179	CQUJHB007324	ASTEI20_041142
OG0005180	CQUJHB018474	ASTEI20_037820
OG0005181	CQUJHB009330	ASTEI20_042331
OG0005182	CQUJHB005305	ASTEI20_042931, ASTEI20_033013
OG0005183	CQUJHB011886	ASTEI20_045840
OG0005184	CQUJHB005699	ASTEI20_038019
OG0005185	CQUJHB016168	ASTEI20_035906
OG0005186	CQUJHB001910	ASTEI20_030974, ASTEI20_034850
OG0005187	CQUJHB011826	ASTEI20_038981
OG0005188	CQUJHB015696	ASTEI20_037713
OG0005189	CQUJHB003855	ASTEI20_036488
OG0005190	CQUJHB000605	ASTEI20_031372
OG0005191	CQUJHB004955	ASTEI20_034222
OG0005192	CQUJHB016914	ASTEI20_039109
OG0005193	CQUJHB008183	ASTEI20_038686
OG0005194	CQUJHB000768	ASTEI20_034705
OG0005195	CQUJHB006218	ASTEI20_043531, ASTEI20_037616
OG0005196	CQUJHB005241	ASTEI20_044343
OG0005197	CQUJHB012173	ASTEI20_032152
OG0005198	CQUJHB013815	ASTEI20_037813
OG0005199	CQUJHB003973	ASTEI20_031264
OG0005200	CQUJHB007448	ASTEI20_044997
OG0005201	CQUJHB005383	ASTEI20_035706
OG0005202	CQUJHB017287	ASTEI20_044779, ASTEI20_045724
OG0005203	CQUJHB011219	ASTEI20_039693
OG0005205	CQUJHB010690	ASTEI20_038090
OG0005206	CQUJHB011588	ASTEI20_036404
OG0005207	CQUJHB015598	ASTEI20_041812
OG0005208	CQUJHB013214	ASTEI20_038456
OG0005209	CQUJHB003418	ASTEI20_045879
OG0005210	CQUJHB006253	ASTEI20_038291
OG0005211	CQUJHB003712	ASTEI20_037594
OG0005212	CQUJHB015015	ASTEI20_042193
OG0005213	CQUJHB012031	ASTEI20_035383
OG0005214	CQUJHB001919	ASTEI20_034085
OG0005215	CQUJHB011856	ASTEI20_037069
OG0005216	CQUJHB014299	ASTEI20_032615
OG0005217	CQUJHB010266	ASTEI20_031034
OG0005218	CQUJHB013741	ASTEI20_041967
OG0005219	CQUJHB000026	ASTEI20_042891
OG0005220	CQUJHB004225	ASTEI20_034774
OG0005221	CQUJHB004909	ASTEI20_032049
OG0005222	CQUJHB017808	ASTEI20_037180
OG0005223	CQUJHB002952	ASTEI20_032446
OG0005224	CQUJHB018255	ASTEI20_034690
OG0005225	CQUJHB001076, CQUJHB017890	ASTEI20_037999
OG0005226	CQUJHB017767	ASTEI20_031655
OG0005227	CQUJHB001452	ASTEI20_039450
OG0005228	CQUJHB007801	ASTEI20_044802
OG0005229	CQUJHB017933	ASTEI20_033001
OG0005230	CQUJHB004292	ASTEI20_037658
OG0005231	CQUJHB003985	ASTEI20_036767
OG0005232	CQUJHB009400	ASTEI20_036347
OG0005234	CQUJHB008786	ASTEI20_033693
OG0005235	CQUJHB011201	ASTEI20_034455
OG0005236	CQUJHB013874	ASTEI20_031542
OG0005237	CQUJHB017137	ASTEI20_038725
OG0005238	CQUJHB011094	ASTEI20_039235
OG0005239	CQUJHB009878	ASTEI20_037710
OG0005240	CQUJHB010312	ASTEI20_040432
OG0005241	CQUJHB009036	ASTEI20_035630
OG0005242	CQUJHB017874	ASTEI20_043667
OG0005243	CQUJHB017196	ASTEI20_033756
OG0005244	CQUJHB009672	ASTEI20_031187
OG0005245	CQUJHB010249	ASTEI20_040284
OG0005246	CQUJHB010215	ASTEI20_031639
OG0005247	CQUJHB006447	ASTEI20_031983
OG0005248	CQUJHB004180	ASTEI20_041756
OG0005249	CQUJHB012052	ASTEI20_038273
OG0005250	CQUJHB005180	ASTEI20_031172
OG0005251	CQUJHB003549	ASTEI20_046075
OG0005252	CQUJHB006382	ASTEI20_042087
OG0005253	CQUJHB004082	ASTEI20_037562
OG0005254	CQUJHB017556	ASTEI20_036677
OG0005255	CQUJHB018378	ASTEI20_041171
OG0005256	CQUJHB005606	ASTEI20_042974
OG0005257	CQUJHB002852	ASTEI20_045498
OG0005258	CQUJHB008484	ASTEI20_031095
OG0005259	CQUJHB004766	ASTEI20_040503
OG0005260	CQUJHB003433	ASTEI20_035047
OG0005261	CQUJHB011328	ASTEI20_045761
OG0005262	CQUJHB015755	ASTEI20_043569
OG0005263	CQUJHB002480	ASTEI20_033498
OG0005264	CQUJHB004086	ASTEI20_043589
OG0005265	CQUJHB018388	ASTEI20_032144
OG0005266	CQUJHB009459	ASTEI20_036002, ASTEI20_042154
OG0005267	CQUJHB016159	ASTEI20_045339
OG0005268	CQUJHB008813	ASTEI20_033348
OG0005269	CQUJHB003044	ASTEI20_038671
OG0005270	CQUJHB014182	ASTEI20_032877
OG0005271	CQUJHB015095	ASTEI20_035737
OG0005272	CQUJHB004781	ASTEI20_034518
OG0005273	CQUJHB002938	ASTEI20_039750
OG0005274	CQUJHB004313	ASTEI20_037754
OG0005275	CQUJHB001952	ASTEI20_041033
OG0005276	CQUJHB012511	ASTEI20_043288
OG0005277	CQUJHB009003	ASTEI20_040689
OG0005278	CQUJHB010129	ASTEI20_041512
OG0005279	CQUJHB016884	ASTEI20_033216
OG0005280	CQUJHB010093	ASTEI20_031142
OG0005281	CQUJHB002173	ASTEI20_038364
OG0005282	CQUJHB011691	ASTEI20_031863
OG0005283	CQUJHB013672	ASTEI20_034889
OG0005284	CQUJHB012324	ASTEI20_034450
OG0005285	CQUJHB004150	ASTEI20_045618
OG0005286	CQUJHB000351	ASTEI20_041858
OG0005287	CQUJHB014095	ASTEI20_042534
OG0005288	CQUJHB017266	ASTEI20_044606
OG0005289	CQUJHB015461	ASTEI20_033724
OG0005290	CQUJHB010338	ASTEI20_038902
OG0005291	CQUJHB008943	ASTEI20_038219
OG0005292	CQUJHB009286	ASTEI20_032638
OG0005293	CQUJHB004815	ASTEI20_042100
OG0005294	CQUJHB013219	ASTEI20_044003
OG0005295	CQUJHB000549	ASTEI20_031278
OG0005296	CQUJHB011900	ASTEI20_040867
OG0005297	CQUJHB013709	ASTEI20_036067
OG0005298	CQUJHB006932	ASTEI20_034064
OG0005299	CQUJHB001972	ASTEI20_038283
OG0005300	CQUJHB015287	ASTEI20_039998
OG0005301	CQUJHB013168	ASTEI20_034710
OG0005302	CQUJHB002759	ASTEI20_034309
OG0005303	CQUJHB012954	ASTEI20_033056
OG0005304	CQUJHB012452	ASTEI20_041480
OG0005305	CQUJHB017239	ASTEI20_042250
OG0005306	CQUJHB003775	ASTEI20_040698
OG0005307	CQUJHB011290	ASTEI20_045441
OG0005308	CQUJHB011534	ASTEI20_039197
OG0005309	CQUJHB016181	ASTEI20_042859
OG0005310	CQUJHB000580	ASTEI20_032870
OG0005311	CQUJHB014470, CQUJHB000903	ASTEI20_040813
OG0005312	CQUJHB007612	ASTEI20_033543, ASTEI20_036698
OG0005313	CQUJHB011027	ASTEI20_030994
OG0005314	CQUJHB004960	ASTEI20_036466
OG0005315	CQUJHB000710	ASTEI20_036645
OG0005316	CQUJHB005931	ASTEI20_036835
OG0005317	CQUJHB005098	ASTEI20_045438
OG0005318	CQUJHB006019	ASTEI20_033889
OG0005319	CQUJHB002214	ASTEI20_030804
OG0005320	CQUJHB005851	ASTEI20_035111
OG0005321	CQUJHB017745	ASTEI20_039461
OG0005322	CQUJHB013174	ASTEI20_036185
OG0005323	CQUJHB004584	ASTEI20_043177
OG0005324	CQUJHB018363	ASTEI20_039227
OG0005325	CQUJHB002372	ASTEI20_042326
OG0005326	CQUJHB014256	ASTEI20_043390
OG0005327	CQUJHB002373, CQUJHB018118	ASTEI20_042531
OG0005328	CQUJHB017045	ASTEI20_038597
OG0005329	CQUJHB011611	ASTEI20_039335
OG0005330	CQUJHB012457	ASTEI20_033359
OG0005331	CQUJHB012397	ASTEI20_034227
OG0005332	CQUJHB017619	ASTEI20_040262
OG0005333	CQUJHB001500	ASTEI20_039846
OG0005334	CQUJHB011694	ASTEI20_032988
OG0005335	CQUJHB003173	ASTEI20_041542
OG0005336	CQUJHB010692	ASTEI20_031949
OG0005337	CQUJHB009008	ASTEI20_038704
OG0005338	CQUJHB005688	ASTEI20_037378
OG0005339	CQUJHB008165	ASTEI20_043184
OG0005340	CQUJHB008461	ASTEI20_041572
OG0005341	CQUJHB006149	ASTEI20_034669
OG0005342	CQUJHB014071	ASTEI20_036371
OG0005343	CQUJHB000373	ASTEI20_045002
OG0005344	CQUJHB003542	ASTEI20_042599
OG0005345	CQUJHB001663	ASTEI20_038631
OG0005346	CQUJHB011551	ASTEI20_031680
OG0005347	CQUJHB017633	ASTEI20_038437
OG0005348	CQUJHB013649	ASTEI20_045849
OG0005349	CQUJHB003122	ASTEI20_033881
OG0005350	CQUJHB007089	ASTEI20_037505
OG0005351	CQUJHB009186	ASTEI20_040258
OG0005352	CQUJHB012985	ASTEI20_035808
OG0005353	CQUJHB011082	ASTEI20_037246
OG0005354	CQUJHB002817	ASTEI20_036619
OG0005355	CQUJHB004763	ASTEI20_045863
OG0005356	CQUJHB002877	ASTEI20_041541
OG0005357	CQUJHB005265	ASTEI20_033198
OG0005358	CQUJHB009712	ASTEI20_046146
OG0005359	CQUJHB015144	ASTEI20_042764
OG0005360	CQUJHB002203	ASTEI20_034535
OG0005361	CQUJHB014361	ASTEI20_036033
OG0005362	CQUJHB006936	ASTEI20_041420
OG0005363	CQUJHB012931	ASTEI20_033253
OG0005364	CQUJHB004796	ASTEI20_045534
OG0005365	CQUJHB002910	ASTEI20_042274
OG0005366	CQUJHB006104	ASTEI20_033202
OG0005367	CQUJHB015170	ASTEI20_044212
OG0005368	CQUJHB000769	ASTEI20_034995
OG0005369	CQUJHB008536	ASTEI20_035477
OG0005370	CQUJHB002114	ASTEI20_045027
OG0005371	CQUJHB017750	ASTEI20_036746
OG0005372	CQUJHB013637	ASTEI20_041955
OG0005373	CQUJHB003109	ASTEI20_038158
OG0005374	CQUJHB013922	ASTEI20_032001
OG0005375	CQUJHB003937	ASTEI20_031293
OG0005376	CQUJHB000933	ASTEI20_045251
OG0005377	CQUJHB003976	ASTEI20_039261
OG0005378	CQUJHB004297	ASTEI20_035669
OG0005379	CQUJHB000119	ASTEI20_042920
OG0005380	CQUJHB016619	ASTEI20_035881
OG0005381	CQUJHB008793	ASTEI20_037233
OG0005382	CQUJHB016488	ASTEI20_042194
OG0005383	CQUJHB008531	ASTEI20_042005
OG0005384	CQUJHB008492	ASTEI20_033481
OG0005385	CQUJHB016534	ASTEI20_044946
OG0005386	CQUJHB008312	ASTEI20_039201
OG0005387	CQUJHB015997	ASTEI20_031449, ASTEI20_031859
OG0005388	CQUJHB014971	ASTEI20_038318, ASTEI20_033340
OG0005389	CQUJHB003157	ASTEI20_035359, ASTEI20_036036
OG0005390	CQUJHB010768	ASTEI20_045549, ASTEI20_045520
OG0005391	CQUJHB004818	ASTEI20_041908, ASTEI20_041839
OG0005392	CQUJHB002830	ASTEI20_045225
OG0005393	CQUJHB008751	ASTEI20_045772
OG0005394	CQUJHB017190	ASTEI20_033537
OG0005395	CQUJHB012259	ASTEI20_045299
OG0005396	CQUJHB012011	ASTEI20_035893
OG0005397	CQUJHB004098	ASTEI20_035585
OG0005398	CQUJHB002699	ASTEI20_031498
OG0005399	CQUJHB000249	ASTEI20_043331
OG0005400	CQUJHB009484	ASTEI20_037035
OG0005401	CQUJHB011658	ASTEI20_045511
OG0005402	CQUJHB005796	ASTEI20_032377
OG0005403	CQUJHB008267	ASTEI20_044224
OG0005404	CQUJHB016758	ASTEI20_034118
OG0005405	CQUJHB018238	ASTEI20_035381
OG0005406	CQUJHB005790	ASTEI20_035367
OG0005407	CQUJHB008036	ASTEI20_041787
OG0005408	CQUJHB001926	ASTEI20_040210
OG0005409	CQUJHB000672	ASTEI20_035714
OG0005410	CQUJHB008773	ASTEI20_034275
OG0005411	CQUJHB008179	ASTEI20_036134
OG0005412	CQUJHB001029	ASTEI20_031524
OG0005413	CQUJHB008342	ASTEI20_035683
OG0005414	CQUJHB011934	ASTEI20_041428
OG0005415	CQUJHB002774	ASTEI20_037237
OG0005416	CQUJHB002146	ASTEI20_035774
OG0005417	CQUJHB000059	ASTEI20_039530
OG0005418	CQUJHB004962	ASTEI20_031575
OG0005419	CQUJHB001739	ASTEI20_035308
OG0005420	CQUJHB016052	ASTEI20_038417
OG0005421	CQUJHB016644	ASTEI20_042787
OG0005422	CQUJHB009527	ASTEI20_038016
OG0005423	CQUJHB011044	ASTEI20_032456
OG0005424	CQUJHB013658	ASTEI20_036855
OG0005425	CQUJHB003568	ASTEI20_039765
OG0005426	CQUJHB009620	ASTEI20_041696
OG0005428	CQUJHB016489	ASTEI20_044817
OG0005429	CQUJHB017707, CQUJHB016939	ASTEI20_038475
OG0005430	CQUJHB002496	ASTEI20_036752
OG0005431	CQUJHB012440	ASTEI20_040821
OG0005432	CQUJHB009823	ASTEI20_044566
OG0005433	CQUJHB013588	ASTEI20_042694
OG0005434	CQUJHB002553	ASTEI20_038488
OG0005435	CQUJHB015978	ASTEI20_036696
OG0005436	CQUJHB010952	ASTEI20_037940
OG0005437	CQUJHB001848	ASTEI20_031472
OG0005438	CQUJHB012697	ASTEI20_042737
OG0005439	CQUJHB008975	ASTEI20_037681
OG0005440	CQUJHB001950	ASTEI20_044371
OG0005441	CQUJHB001665	ASTEI20_031601
OG0005442	CQUJHB000260	ASTEI20_038590
OG0005443	CQUJHB008575	ASTEI20_043718
OG0005444	CQUJHB012727	ASTEI20_038970
OG0005445	CQUJHB012853	ASTEI20_040943
OG0005446	CQUJHB011200	ASTEI20_035764
OG0005447	CQUJHB000435	ASTEI20_035022
OG0005448	CQUJHB015279	ASTEI20_046053
OG0005449	CQUJHB010183	ASTEI20_042162
OG0005450	CQUJHB015706	ASTEI20_040890
