Orthogroup	CquinquefasciatusJHB2020	AaegyptiLVP_AGWG
OG0004172	CQUJHB003687	AAEL002772
OG0004173	CQUJHB003064	AAEL002780
OG0004174	CQUJHB011344	AAEL002784
OG0004175	CQUJHB009359	AAEL002785
OG0004176	CQUJHB008725	AAEL002789
OG0004177	CQUJHB018167	AAEL002791
OG0004178	CQUJHB000523	AAEL002792
OG0004179	CQUJHB018277	AAEL002800
OG0004180	CQUJHB017697	AAEL002804
OG0004181	CQUJHB016581	AAEL002805
OG0004182	CQUJHB001396	AAEL002808
OG0004183	CQUJHB009607	AAEL002809
OG0004184	CQUJHB002200	AAEL002810
OG0004185	CQUJHB013240	AAEL002813
OG0004186	CQUJHB017273	AAEL002819
OG0004187	CQUJHB003573	AAEL002822
OG0004188	CQUJHB011510	AAEL002825
OG0004189	CQUJHB014179	AAEL002831
OG0004190	CQUJHB006739	AAEL002832
OG0004191	CQUJHB015457	AAEL002833
OG0004192	CQUJHB004320	AAEL002834
OG0004193	CQUJHB003026	AAEL002837
OG0004194	CQUJHB009338	AAEL002850
OG0004195	CQUJHB003238	AAEL002852
OG0004196	CQUJHB010254	AAEL002853
OG0004197	CQUJHB011033	AAEL002856
OG0004198	CQUJHB002549	AAEL002869
OG0004199	CQUJHB007397	AAEL002877
OG0004200	CQUJHB011875	AAEL002879
OG0004201	CQUJHB008780	AAEL002881
OG0004202	CQUJHB015437	AAEL002886
OG0004203	CQUJHB017977	AAEL002890
OG0004204	CQUJHB010969	AAEL002891
OG0004205	CQUJHB003835	AAEL002892
OG0004206	CQUJHB012763	AAEL002895
OG0004207	CQUJHB007978	AAEL002896
OG0004208	CQUJHB015350	AAEL015451, AAEL002908
OG0004209	CQUJHB001977	AAEL002910
OG0004210	CQUJHB011429	AAEL002913
OG0004211	CQUJHB012112	AAEL002918
OG0004212	CQUJHB014526	AAEL002919
OG0004213	CQUJHB009988	AAEL002922
OG0004214	CQUJHB003504	AAEL002934
OG0004215	CQUJHB000644	AAEL002935
OG0004216	CQUJHB010373	AAEL002943
OG0004217	CQUJHB005718	AAEL002944
OG0004218	CQUJHB011593	AAEL002948
OG0004219	CQUJHB012810	AAEL002953
OG0004220	CQUJHB004495	AAEL002955
OG0004221	CQUJHB011464	AAEL002960
OG0004222	CQUJHB002521	AAEL002965
OG0004223	CQUJHB015569	AAEL002978
OG0004224	CQUJHB003879	AAEL002983
OG0004225	CQUJHB014779	AAEL002995
OG0004226	CQUJHB008724	AAEL002997
OG0004227	CQUJHB011178	AAEL003000
OG0004228	CQUJHB007740	AAEL003001
OG0004229	CQUJHB001813	AAEL003002
OG0004230	CQUJHB010558	AAEL003006
OG0004231	CQUJHB017883	AAEL003009
OG0004232	CQUJHB005764	AAEL003019
OG0004233	CQUJHB001543	AAEL003022
OG0004234	CQUJHB013915	AAEL003026
OG0004235	CQUJHB015198, CQUJHB008346	AAEL003035
OG0004236	CQUJHB013493	AAEL003036
OG0004237	CQUJHB017470	AAEL003041
OG0004238	CQUJHB004919	AAEL003046
OG0004239	CQUJHB000867	AAEL003049
OG0004240	CQUJHB002374	AAEL003051
OG0004241	CQUJHB003834	AAEL003052
OG0004242	CQUJHB011484	AAEL003055
OG0004243	CQUJHB017848	AAEL003059
OG0004244	CQUJHB012194	AAEL003070
OG0004245	CQUJHB016257	AAEL003077
OG0004246	CQUJHB014928	AAEL003083
OG0004247	CQUJHB011319	AAEL003084
OG0004248	CQUJHB001922	AAEL003087
OG0004249	CQUJHB013368	AAEL003088
OG0004250	CQUJHB011135	AAEL003104
OG0004251	CQUJHB013361	AAEL003106
OG0004252	CQUJHB003463	AAEL003108
OG0004253	CQUJHB011170	AAEL003109
OG0004254	CQUJHB014871	AAEL003115
OG0004255	CQUJHB015060	AAEL003116
OG0004256	CQUJHB002835	AAEL003117
OG0004257	CQUJHB010335	AAEL003129
OG0004258	CQUJHB015866	AAEL003132
OG0004259	CQUJHB011675	AAEL003133
OG0004260	CQUJHB014143	AAEL003135
OG0004261	CQUJHB000393	AAEL003142
OG0004262	CQUJHB015928	AAEL003150
OG0004263	CQUJHB014717	AAEL003157
OG0004264	CQUJHB013273	AAEL003160
OG0004265	CQUJHB007730	AAEL003162
OG0004266	CQUJHB011127	AAEL020987, AAEL003165
OG0004267	CQUJHB016228	AAEL003170
OG0004268	CQUJHB013743	AAEL003180
OG0004269	CQUJHB016177	AAEL003193
OG0004270	CQUJHB007366	AAEL003202, AAEL024681
OG0004271	CQUJHB007391	AAEL003203
OG0004272	CQUJHB011707	AAEL003210
OG0004273	CQUJHB010714	AAEL003228
OG0004274	CQUJHB011979	AAEL003230
OG0004275	CQUJHB002741	AAEL003238
OG0004276	CQUJHB012292	AAEL003244
OG0004277	CQUJHB015383	AAEL003245
OG0004278	CQUJHB011729	AAEL003260
OG0004279	CQUJHB005484	AAEL003262
OG0004280	CQUJHB003641	AAEL003267
OG0004281	CQUJHB009968	AAEL003270
OG0004282	CQUJHB011048	AAEL003273
OG0004283	CQUJHB005847	AAEL003281
OG0004284	CQUJHB007917	AAEL003283
OG0004285	CQUJHB017847	AAEL003285
OG0004286	CQUJHB014515	AAEL003287
OG0004287	CQUJHB014547	AAEL003293
OG0004288	CQUJHB006281	AAEL003318
OG0004289	CQUJHB007110	AAEL003322
OG0004290	CQUJHB009952	AAEL003331
OG0004291	CQUJHB012036	AAEL003332
OG0004292	CQUJHB017199	AAEL003336
OG0004293	CQUJHB012871	AAEL003343
OG0004294	CQUJHB006100	AAEL003347
OG0004295	CQUJHB010014	AAEL003354
OG0004296	CQUJHB014617	AAEL003358
OG0004297	CQUJHB006941	AAEL003363
OG0004298	CQUJHB015282	AAEL003366
OG0004299	CQUJHB016632	AAEL003371
OG0004300	CQUJHB003917	AAEL003374
OG0004301	CQUJHB015826	AAEL003378
OG0004302	CQUJHB010740	AAEL003379
OG0004303	CQUJHB004398	AAEL003382
OG0004304	CQUJHB003489	AAEL003383
OG0004305	CQUJHB004789	AAEL003385
OG0004306	CQUJHB009766	AAEL003387
OG0004307	CQUJHB012577	AAEL003388
OG0004308	CQUJHB015810	AAEL003390
OG0004309	CQUJHB008119	AAEL003391
OG0004310	CQUJHB012058	AAEL003396
OG0004311	CQUJHB003502	AAEL003401
OG0004312	CQUJHB003960	AAEL003402
OG0004313	CQUJHB006480	AAEL003408
OG0004314	CQUJHB001193	AAEL003409
OG0004315	CQUJHB004816	AAEL003412
OG0004316	CQUJHB012085	AAEL003413
OG0004317	CQUJHB016213	AAEL003415
OG0004318	CQUJHB004730	AAEL003416
OG0004319	CQUJHB018146	AAEL003419
OG0004320	CQUJHB017360	AAEL003423
OG0004321	CQUJHB007449	AAEL003425
OG0004322	CQUJHB016511	AAEL003427
OG0004323	CQUJHB012532	AAEL003428
OG0004324	CQUJHB006288	AAEL003431
OG0004325	CQUJHB015221	AAEL003433
OG0004326	CQUJHB006804	AAEL003436
OG0004327	CQUJHB013366	AAEL003437
OG0004328	CQUJHB000179	AAEL003438
OG0004329	CQUJHB014659	AAEL003447
OG0004330	CQUJHB013064	AAEL003449
OG0004331	CQUJHB003801	AAEL003454
OG0004332	CQUJHB011463	AAEL003466
OG0004333	CQUJHB018264	AAEL003469
OG0004334	CQUJHB015839	AAEL027684, AAEL003470
OG0004335	CQUJHB016479	AAEL003473
OG0004336	CQUJHB013527	AAEL003474
OG0004337	CQUJHB003047	AAEL003476
OG0004338	CQUJHB015494	AAEL003477
OG0004339	CQUJHB008912	AAEL003478
OG0004340	CQUJHB002123	AAEL003479
OG0004341	CQUJHB013375	AAEL003481
OG0004342	CQUJHB003685	AAEL003487
OG0004343	CQUJHB013932	AAEL003491
OG0004344	CQUJHB016700	AAEL003492
OG0004345	CQUJHB007049	AAEL003494
OG0004346	CQUJHB013882	AAEL003503
OG0004347	CQUJHB002892	AAEL003510
OG0004348	CQUJHB016344	AAEL003514
OG0004349	CQUJHB000539	AAEL003518
OG0004350	CQUJHB008586	AAEL003519
OG0004351	CQUJHB002465	AAEL003524
OG0004352	CQUJHB013043	AAEL003528
OG0004353	CQUJHB003952	AAEL003532
OG0004354	CQUJHB002575	AAEL003534
OG0004355	CQUJHB016813	AAEL003535
OG0004356	CQUJHB001851	AAEL003536
OG0004357	CQUJHB006321	AAEL003537
OG0004358	CQUJHB009137	AAEL003539
OG0004359	CQUJHB002824	AAEL003540
OG0004360	CQUJHB004441	AAEL003542
OG0004361	CQUJHB018067	AAEL003543
OG0004362	CQUJHB012689	AAEL003544
OG0004363	CQUJHB011711	AAEL003545
OG0004365	CQUJHB011784	AAEL003551
OG0004366	CQUJHB014936	AAEL003552
OG0004367	CQUJHB017233	AAEL003554
OG0004368	CQUJHB017448	AAEL003555
OG0004369	CQUJHB003629	AAEL003573
OG0004370	CQUJHB015276	AAEL020721, AAEL020190, AAEL025892, AAEL003574
OG0004370	CQUJHB017367	AAEL014257
OG0004371	CQUJHB004715	AAEL003581
OG0004372	CQUJHB007726	AAEL003582
OG0004373	CQUJHB018304	AAEL003602
OG0004374	CQUJHB000925	AAEL003606
OG0004375	CQUJHB016535	AAEL003618
OG0004376	CQUJHB016244, CQUJHB006326, CQUJHB007625	AAEL003627
OG0004377	CQUJHB013718	AAEL003634
OG0004378	CQUJHB000486	AAEL003647
OG0004379	CQUJHB010018	AAEL003648
OG0004380	CQUJHB012909	AAEL003650
OG0004381	CQUJHB007920	AAEL003651
OG0004382	CQUJHB014383	AAEL003653
OG0004383	CQUJHB003167	AAEL003654
OG0004384	CQUJHB007738	AAEL003656
OG0004385	CQUJHB007505	AAEL003661
OG0004386	CQUJHB009728	AAEL003664
OG0004387	CQUJHB015666	AAEL003670
OG0004388	CQUJHB006713	AAEL003674
OG0004389	CQUJHB015009	AAEL003675
OG0004390	CQUJHB003327	AAEL003676
OG0004391	CQUJHB006820	AAEL003678
OG0004392	CQUJHB003678	AAEL003682
OG0004393	CQUJHB008175	AAEL003684
OG0004394	CQUJHB003853	AAEL003695
OG0004395	CQUJHB004533	AAEL003704
OG0004396	CQUJHB018370	AAEL003705
OG0004397	CQUJHB016473	AAEL003709
OG0004398	CQUJHB001348	AAEL003724
OG0004399	CQUJHB004628	AAEL003729
OG0004400	CQUJHB012605	AAEL003730
OG0004401	CQUJHB012653	AAEL003731
OG0004402	CQUJHB015189	AAEL003735
OG0004403	CQUJHB015951	AAEL003739
OG0004405	CQUJHB006558	AAEL003746
OG0004406	CQUJHB015508	AAEL003752
OG0004407	CQUJHB018365	AAEL025958, AAEL003757
OG0004408	CQUJHB003630	AAEL003762
OG0004409	CQUJHB014447	AAEL003770
OG0004410	CQUJHB007988	AAEL003774
OG0004411	CQUJHB009838	AAEL003776
OG0004412	CQUJHB007671	AAEL003777
OG0004413	CQUJHB010699	AAEL003782
OG0004414	CQUJHB008511	AAEL003794
OG0004415	CQUJHB011229	AAEL003801
OG0004416	CQUJHB017151	AAEL003803
OG0004417	CQUJHB013317	AAEL003806
OG0004418	CQUJHB000240	AAEL003817
OG0004419	CQUJHB011049	AAEL003822
OG0004420	CQUJHB008836	AAEL003829
OG0004421	CQUJHB003113	AAEL003831
OG0004422	CQUJHB018328	AAEL003839
OG0004423	CQUJHB007025	AAEL003847
OG0004424	CQUJHB014074	AAEL003855
OG0004425	CQUJHB009821	AAEL003858
OG0004426	CQUJHB004839	AAEL003861
OG0004427	CQUJHB000022	AAEL003864
OG0004428	CQUJHB003784	AAEL003868
OG0004429	CQUJHB001989	AAEL003871
OG0004430	CQUJHB016134	AAEL003872
OG0004431	CQUJHB000154	AAEL003873
OG0004432	CQUJHB017205	AAEL003874
OG0004433	CQUJHB013136	AAEL003875
OG0004434	CQUJHB006828	AAEL003879
OG0004435	CQUJHB011079	AAEL003883
OG0004436	CQUJHB007307	AAEL003885
OG0004437	CQUJHB013222	AAEL003887
OG0004438	CQUJHB002706	AAEL003891
OG0004439	CQUJHB006831	AAEL003893
OG0004440	CQUJHB018323	AAEL003903
OG0004441	CQUJHB009505	AAEL003906
OG0004442	CQUJHB008491	AAEL003909
OG0004443	CQUJHB005152	AAEL003910
OG0004444	CQUJHB016448	AAEL003911
OG0004445	CQUJHB006237	AAEL003913
OG0004446	CQUJHB013651	AAEL003916
OG0004447	CQUJHB015718	AAEL003919
OG0004448	CQUJHB009422	AAEL003922
OG0004449	CQUJHB016810	AAEL003923
OG0004450	CQUJHB000100	AAEL003926
OG0004451	CQUJHB017058	AAEL003935
OG0004452	CQUJHB008323	AAEL003946
OG0004453	CQUJHB009211	AAEL003949
OG0004454	CQUJHB000704	AAEL003952
OG0004455	CQUJHB008577	AAEL003957
OG0004456	CQUJHB000267	AAEL003958
OG0004457	CQUJHB010593	AAEL003963
OG0004458	CQUJHB009797	AAEL003964
OG0004459	CQUJHB000509	AAEL003966
OG0004460	CQUJHB004500	AAEL003972
OG0004461	CQUJHB004849	AAEL003973
OG0004462	CQUJHB013456	AAEL003977, AAEL026052
OG0004463	CQUJHB010846	AAEL003989
OG0004464	CQUJHB015323	AAEL003990
OG0004465	CQUJHB015558	AAEL003991
OG0004466	CQUJHB007103	AAEL003993
OG0004467	CQUJHB004436	AAEL003994
OG0004468	CQUJHB003121	AAEL003995
OG0004469	CQUJHB012507	AAEL004004
OG0004470	CQUJHB006676	AAEL004007
OG0004471	CQUJHB009660	AAEL004009
OG0004472	CQUJHB009088	AAEL004017
OG0004473	CQUJHB007047	AAEL004032
OG0004474	CQUJHB008006	AAEL004034
OG0004475	CQUJHB005997	AAEL004036
OG0004476	CQUJHB014753	AAEL004046
OG0004478	CQUJHB004726	AAEL004056
OG0004479	CQUJHB004039	AAEL004071
OG0004480	CQUJHB014897	AAEL004075
OG0004481	CQUJHB003846	AAEL004083
OG0004482	CQUJHB003701	AAEL004088
OG0004483	CQUJHB010090	AAEL004090
OG0004484	CQUJHB001565	AAEL004097
OG0004485	CQUJHB007908	AAEL004098
OG0004486	CQUJHB003149	AAEL004110
OG0004487	CQUJHB017255	AAEL004114
OG0004488	CQUJHB010292	AAEL004117
OG0004489	CQUJHB011669	AAEL004121
OG0004490	CQUJHB004031	AAEL004125
OG0004491	CQUJHB015120, CQUJHB011006	AAEL004126
OG0004492	CQUJHB008802	AAEL004131
OG0004493	CQUJHB014657	AAEL004136
OG0004494	CQUJHB013373	AAEL004143
OG0004495	CQUJHB013871	AAEL004147
OG0004496	CQUJHB003365	AAEL004148
OG0004497	CQUJHB004272	AAEL004151
OG0004498	CQUJHB002331	AAEL004163
OG0004499	CQUJHB001948	AAEL004180
OG0004500	CQUJHB006180	AAEL004191
OG0004501	CQUJHB018384	AAEL004193
OG0004502	CQUJHB008283	AAEL004195
OG0004503	CQUJHB008732	AAEL004196
OG0004504	CQUJHB001518	AAEL004205
OG0004505	CQUJHB008265	AAEL004206
OG0004506	CQUJHB002680	AAEL004211
OG0004507	CQUJHB011010	AAEL004212
OG0004508	CQUJHB017752	AAEL004213
OG0004509	CQUJHB007359	AAEL004216
OG0004510	CQUJHB009500	AAEL004221
OG0004511	CQUJHB002587	AAEL004227
OG0004512	CQUJHB001005	AAEL004228
OG0004513	CQUJHB001023	AAEL004231
OG0004514	CQUJHB014202	AAEL004233
OG0004515	CQUJHB000167	AAEL004234
OG0004516	CQUJHB002559	AAEL004236
OG0004517	CQUJHB008065	AAEL004237
OG0004518	CQUJHB004147	AAEL004238
OG0004519	CQUJHB004838	AAEL004259
OG0004520	CQUJHB000160	AAEL004269
OG0004521	CQUJHB008954	AAEL004275
OG0004522	CQUJHB009666	AAEL004276
OG0004523	CQUJHB001335	AAEL004280
OG0004524	CQUJHB004163	AAEL004282
OG0004525	CQUJHB012649	AAEL004287
OG0004526	CQUJHB004200	AAEL004288
OG0004527	CQUJHB017135	AAEL004291
OG0004528	CQUJHB008477	AAEL004292
OG0004529	CQUJHB011309	AAEL004294
OG0004530	CQUJHB009677	AAEL004299
OG0004531	CQUJHB006659	AAEL004305
OG0004532	CQUJHB010804	AAEL004307
OG0004533	CQUJHB013581	AAEL004308
OG0004534	CQUJHB006285	AAEL004311
OG0004535	CQUJHB008296	AAEL004313
OG0004536	CQUJHB012476	AAEL004320
OG0004537	CQUJHB004846	AAEL004327
OG0004538	CQUJHB005128	AAEL004332
OG0004539	CQUJHB013737	AAEL004333
OG0004540	CQUJHB004943	AAEL004338
OG0004541	CQUJHB016400	AAEL004345
OG0004542	CQUJHB016354	AAEL004349
OG0004543	CQUJHB003329	AAEL004350
OG0004544	CQUJHB010859	AAEL004351
OG0004545	CQUJHB001995	AAEL004355
OG0004546	CQUJHB005276	AAEL004357
OG0004547	CQUJHB007106	AAEL004359
OG0004548	CQUJHB009596	AAEL004364
OG0004549	CQUJHB017779	AAEL004368
OG0004550	CQUJHB013465	AAEL004371
OG0004551	CQUJHB001054	AAEL004376
OG0004552	CQUJHB012063	AAEL004378
OG0004553	CQUJHB011744	AAEL004383
OG0004554	CQUJHB015604	AAEL004389
OG0004555	CQUJHB011778	AAEL004399
OG0004556	CQUJHB001112	AAEL004402
OG0004557	CQUJHB017791	AAEL004404
OG0004558	CQUJHB015967	AAEL004406
OG0004559	CQUJHB004359	AAEL004410
OG0004560	CQUJHB000621	AAEL004419
OG0004561	CQUJHB015958	AAEL004420
OG0004562	CQUJHB001811	AAEL004425
OG0004563	CQUJHB000948	AAEL004426
OG0004564	CQUJHB008513	AAEL004431
OG0004565	CQUJHB000124	AAEL004435
OG0004566	CQUJHB018358	AAEL004440
OG0004567	CQUJHB014930	AAEL004441
OG0004568	CQUJHB006177	AAEL004442
OG0004569	CQUJHB013416	AAEL004446
OG0004570	CQUJHB005665	AAEL004449
OG0004571	CQUJHB004188	AAEL004450, AAEL023070
OG0004572	CQUJHB014006	AAEL004451
OG0004573	CQUJHB002120	AAEL025887, AAEL004458
OG0004574	CQUJHB011692	AAEL004469
OG0004575	CQUJHB005119	AAEL004472
OG0004576	CQUJHB001294	AAEL004474
OG0004577	CQUJHB009237	AAEL004477, AAEL027029
OG0004578	CQUJHB000453	AAEL004482
OG0004579	CQUJHB009621	AAEL004485
OG0004580	CQUJHB007464	AAEL004490
OG0004581	CQUJHB006749	AAEL004493
OG0004582	CQUJHB013724	AAEL004496
OG0004583	CQUJHB003111	AAEL004497
OG0004584	CQUJHB017554	AAEL004500
OG0004585	CQUJHB000470	AAEL004502
OG0004586	CQUJHB011539	AAEL004513
OG0004587	CQUJHB011944	AAEL004515
OG0004588	CQUJHB002140	AAEL004517
OG0004589	CQUJHB017258	AAEL004520
OG0004590	CQUJHB013443	AAEL004522
OG0004591	CQUJHB015123	AAEL004526
OG0004592	CQUJHB010517	AAEL004527
OG0004593	CQUJHB003560	AAEL004533
OG0004594	CQUJHB009091	AAEL004534
OG0004595	CQUJHB017834	AAEL004543
OG0004596	CQUJHB016370	AAEL004546
OG0004597	CQUJHB008493	AAEL004554
OG0004598	CQUJHB009320	AAEL004559
OG0004599	CQUJHB004848	AAEL004562
OG0004600	CQUJHB010695	AAEL004563
OG0004601	CQUJHB008276	AAEL004567
OG0004602	CQUJHB010400	AAEL004576
OG0004603	CQUJHB009808	AAEL004577
OG0004604	CQUJHB004371	AAEL004581
OG0004605	CQUJHB006203	AAEL004583
OG0004606	CQUJHB006214	AAEL004588
OG0004607	CQUJHB000897	AAEL004590
OG0004608	CQUJHB010211	AAEL004603
OG0004609	CQUJHB014417	AAEL004613
OG0004610	CQUJHB001272	AAEL004623
OG0004611	CQUJHB000172	AAEL004634
OG0004612	CQUJHB010068	AAEL004657
OG0004613	CQUJHB017820	AAEL004663
OG0004614	CQUJHB000739	AAEL004668
OG0004615	CQUJHB006701	AAEL004669
OG0004616	CQUJHB015250	AAEL004673
OG0004617	CQUJHB009326	AAEL004675
OG0004618	CQUJHB001392	AAEL004682
OG0004619	CQUJHB002255	AAEL004691
OG0004620	CQUJHB000431	AAEL004696
OG0004621	CQUJHB015314	AAEL004701
OG0004622	CQUJHB003286	AAEL004707
OG0004623	CQUJHB006834	AAEL004710
OG0004624	CQUJHB013105	AAEL004716
OG0004625	CQUJHB012996	AAEL004718
OG0004626	CQUJHB002041	AAEL004719
OG0004627	CQUJHB018169	AAEL004725
OG0004628	CQUJHB011430	AAEL004726
OG0004629	CQUJHB017405	AAEL004727
OG0004630	CQUJHB002995	AAEL004731
OG0004631	CQUJHB004116	AAEL004732
OG0004632	CQUJHB011241	AAEL004733
OG0004633	CQUJHB017229	AAEL004734
OG0004634	CQUJHB007715	AAEL004738
OG0004635	CQUJHB008848	AAEL004740
OG0004636	CQUJHB008844	AAEL004744
OG0004637	CQUJHB017044	AAEL004756
OG0004638	CQUJHB005609	AAEL004757
OG0004639	CQUJHB012150	AAEL004761
OG0004640	CQUJHB003099	AAEL004773
OG0004641	CQUJHB018453	AAEL004777
OG0004642	CQUJHB004912	AAEL004790
OG0004643	CQUJHB000873	AAEL004805
OG0004644	CQUJHB002912	AAEL004813
OG0004645	CQUJHB009604	AAEL004824
OG0004646	CQUJHB007021	AAEL004829
OG0004647	CQUJHB009855	AAEL004832
OG0004648	CQUJHB015708	AAEL004833
OG0004649	CQUJHB014456	AAEL004835
OG0004650	CQUJHB015424	AAEL004839
OG0004651	CQUJHB000051	AAEL004840
OG0004652	CQUJHB015277	AAEL004841
OG0004653	CQUJHB001424	AAEL004852
OG0004654	CQUJHB012938	AAEL004853
OG0004655	CQUJHB005544	AAEL004860
OG0004656	CQUJHB015397	AAEL004862
OG0004658	CQUJHB007802	AAEL026879, AAEL004869
OG0004659	CQUJHB002599	AAEL004873
OG0004660	CQUJHB002734	AAEL004874
OG0004661	CQUJHB001899	AAEL004881
OG0004662	CQUJHB001394	AAEL004897
OG0004663	CQUJHB001628	AAEL004898
OG0004664	CQUJHB015365	AAEL004900
OG0004665	CQUJHB016404	AAEL004910
OG0004666	CQUJHB002032, CQUJHB005017	AAEL004911
OG0004667	CQUJHB006724	AAEL004913
OG0004668	CQUJHB009187	AAEL004916
OG0004669	CQUJHB015753	AAEL004918
OG0004670	CQUJHB014523	AAEL004936
OG0004671	CQUJHB017000	AAEL004938
OG0004672	CQUJHB006198	AAEL004942
OG0004673	CQUJHB002172	AAEL004958
OG0004674	CQUJHB016265	AAEL004975
OG0004675	CQUJHB000375	AAEL004977
OG0004676	CQUJHB018258	AAEL004978
OG0004677	CQUJHB003674	AAEL004980
OG0004678	CQUJHB015808	AAEL004981
OG0004679	CQUJHB000881	AAEL004982
OG0004680	CQUJHB012846	AAEL004984
OG0004681	CQUJHB000886	AAEL004985
OG0004682	CQUJHB001685	AAEL004987
OG0004683	CQUJHB004168	AAEL004988
OG0004684	CQUJHB007271	AAEL004989
OG0004685	CQUJHB010900	AAEL004991
OG0004686	CQUJHB015193	AAEL004995
OG0004687	CQUJHB011076	AAEL004997
OG0004688	CQUJHB005196	AAEL005014
OG0004689	CQUJHB003636	AAEL005016
OG0004690	CQUJHB009930	AAEL005021
OG0004691	CQUJHB015597	AAEL005022
OG0004692	CQUJHB016431	AAEL005023
OG0004693	CQUJHB004068	AAEL005025
OG0004694	CQUJHB018287	AAEL005035
OG0004695	CQUJHB018101	AAEL005037
OG0004696	CQUJHB015540	AAEL005038
OG0004697	CQUJHB008292	AAEL005039
OG0004698	CQUJHB010795	AAEL005044
OG0004699	CQUJHB016831	AAEL005046
OG0004701	CQUJHB015934	AAEL005054
OG0004702	CQUJHB006429	AAEL005068
OG0004703	CQUJHB000209	AAEL005069
OG0004704	CQUJHB010085	AAEL005070
OG0004705	CQUJHB012716	AAEL005071
OG0004706	CQUJHB010810	AAEL005072
OG0004707	CQUJHB012478	AAEL005075
OG0004708	CQUJHB008964	AAEL005076
OG0004709	CQUJHB015650	AAEL005092
OG0004710	CQUJHB007845	AAEL005097
OG0004711	CQUJHB018301	AAEL005103
OG0004712	CQUJHB005538	AAEL005109
OG0004713	CQUJHB002394	AAEL005130
OG0004714	CQUJHB010173	AAEL005142
OG0004715	CQUJHB015710	AAEL005147
OG0004716	CQUJHB011811	AAEL005148
OG0004717	CQUJHB000214	AAEL005149
OG0004718	CQUJHB016641	AAEL005150
OG0004719	CQUJHB011638	AAEL005155
OG0004720	CQUJHB013412	AAEL005162
OG0004721	CQUJHB013248	AAEL005169
OG0004722	CQUJHB006685	AAEL005170
OG0004723	CQUJHB004287	AAEL005175
OG0004724	CQUJHB004507	AAEL005177
OG0004725	CQUJHB002083	AAEL005180
OG0004726	CQUJHB016638	AAEL005187
OG0004727	CQUJHB017098	AAEL005188
OG0004728	CQUJHB009016	AAEL005190
OG0004729	CQUJHB004160	AAEL005201
OG0004730	CQUJHB001037	AAEL005203
OG0004731	CQUJHB008158	AAEL005204
OG0004732	CQUJHB004161	AAEL005208
OG0004733	CQUJHB018261	AAEL005211
OG0004734	CQUJHB006774	AAEL005213
OG0004735	CQUJHB015270	AAEL005215
OG0004736	CQUJHB015861	AAEL005216
OG0004737	CQUJHB008818	AAEL005217
OG0004738	CQUJHB006158	AAEL005224
OG0004739	CQUJHB013963	AAEL005227
OG0004740	CQUJHB012479	AAEL005228
OG0004741	CQUJHB018299	AAEL005230
OG0004742	CQUJHB014240	AAEL005234
OG0004743	CQUJHB017280	AAEL005235
OG0004744	CQUJHB016706	AAEL005252
OG0004745	CQUJHB000035	AAEL005261
OG0004746	CQUJHB003006	AAEL005262
OG0004747	CQUJHB008333	AAEL005271
OG0004748	CQUJHB002502	AAEL005276
OG0004749	CQUJHB007178	AAEL005278
OG0004750	CQUJHB013185	AAEL005281
OG0004751	CQUJHB015208	AAEL005284
OG0004752	CQUJHB012536	AAEL005297
OG0004753	CQUJHB006184	AAEL005303
OG0004754	CQUJHB014142	AAEL005305
OG0004755	CQUJHB012301	AAEL005311
OG0004756	CQUJHB018239	AAEL005313
OG0004757	CQUJHB017618	AAEL005315
OG0004758	CQUJHB006607	AAEL005322
OG0004759	CQUJHB002362	AAEL005326
OG0004760	CQUJHB017645	AAEL005329
OG0004761	CQUJHB000926	AAEL005330
OG0004762	CQUJHB015594	AAEL005339
OG0004763	CQUJHB002451	AAEL005341
OG0004764	CQUJHB008209	AAEL005347
OG0004765	CQUJHB008953	AAEL005354
OG0004766	CQUJHB008663	AAEL005355
OG0004767	CQUJHB010259	AAEL005358
OG0004768	CQUJHB000232	AAEL005367
OG0004769	CQUJHB009259	AAEL005383
OG0004770	CQUJHB002675	AAEL005384
OG0004771	CQUJHB000008	AAEL005387
OG0004772	CQUJHB009247	AAEL005390
OG0004773	CQUJHB013052	AAEL005392
OG0004774	CQUJHB016615	AAEL027245, AAEL005399
OG0004775	CQUJHB008002	AAEL005400
OG0004776	CQUJHB002604	AAEL005401
OG0004777	CQUJHB002639	AAEL005403
OG0004778	CQUJHB016082	AAEL005405
OG0004779	CQUJHB010043	AAEL005413
OG0004780	CQUJHB001660	AAEL005422
OG0004781	CQUJHB004625	AAEL005423
OG0004782	CQUJHB018098	AAEL005425
OG0004783	CQUJHB009026	AAEL005429
OG0004784	CQUJHB013072	AAEL005431
OG0004785	CQUJHB007483	AAEL005440
OG0004786	CQUJHB011940	AAEL005444
OG0004787	CQUJHB003771	AAEL005446
OG0004788	CQUJHB001837	AAEL005449
OG0004789	CQUJHB003543	AAEL005451
OG0004790	CQUJHB015359	AAEL005453
OG0004791	CQUJHB009752	AAEL005454
OG0004792	CQUJHB006529	AAEL005455
OG0004793	CQUJHB011530	AAEL005458
OG0004794	CQUJHB016528	AAEL005460
OG0004795	CQUJHB013287	AAEL005463
OG0004796	CQUJHB001606	AAEL005464
OG0004797	CQUJHB004530	AAEL005465
OG0004798	CQUJHB017613	AAEL005466
OG0004799	CQUJHB004737	AAEL005468
OG0004800	CQUJHB007903	AAEL005470
OG0004801	CQUJHB012660	AAEL005473
OG0004802	CQUJHB002709	AAEL005474
OG0004803	CQUJHB001754	AAEL005479
