Orthogroup	CquinquefasciatusJHB2020	AminimusMINIMUS1
OG0004702	CQUJHB006429	AMIN010753
OG0004703	CQUJHB000209	AMIN004210
OG0004704	CQUJHB010085	AMIN010752
OG0004705	CQUJHB012716	AMIN010755
OG0004706	CQUJHB010810	AMIN010744
OG0004707	CQUJHB012478	AMIN010754
OG0004708	CQUJHB008964	AMIN010745
OG0004709	CQUJHB015650	AMIN000674
OG0004710	CQUJHB007845	AMIN000673
OG0004711	CQUJHB018301	AMIN007376
OG0004712	CQUJHB005538	AMIN010103
OG0004713	CQUJHB002394	AMIN006534
OG0004714	CQUJHB010173	AMIN006524
OG0004715	CQUJHB015710	AMIN004239
OG0004716	CQUJHB011811	AMIN006531
OG0004717	CQUJHB000214	AMIN006536
OG0004718	CQUJHB016641	AMIN006532
OG0004719	CQUJHB011638	AMIN007375
OG0004720	CQUJHB013412	AMIN004617
OG0004721	CQUJHB013248	AMIN016178
OG0004722	CQUJHB006685	AMIN001365
OG0004723	CQUJHB004287	AMIN010278
OG0004724	CQUJHB004507	AMIN010272
OG0004725	CQUJHB002083	AMIN011193
OG0004726	CQUJHB016638	AMIN010270
OG0004727	CQUJHB017098	AMIN011185
OG0004728	CQUJHB009016	AMIN011192
OG0004729	CQUJHB004160	AMIN011186
OG0004730	CQUJHB001037	AMIN011183
OG0004731	CQUJHB008158	AMIN011177
OG0004732	CQUJHB004161	AMIN010266
OG0004733	CQUJHB018261	AMIN010263
OG0004734	CQUJHB006774	AMIN010275
OG0004735	CQUJHB015270	AMIN016164
OG0004736	CQUJHB015861	AMIN002896
OG0004737	CQUJHB008818	AMIN002900
OG0004738	CQUJHB006158	AMIN002904
OG0004739	CQUJHB013963	AMIN002898
OG0004740	CQUJHB012479	AMIN002889
OG0004741	CQUJHB018299	AMIN002897
OG0004742	CQUJHB014240	AMIN016165
OG0004743	CQUJHB017280	AMIN014263
OG0004744	CQUJHB016706	AMIN004035
OG0004745	CQUJHB000035	AMIN001957
OG0004746	CQUJHB003006	AMIN009945
OG0004747	CQUJHB008333	AMIN005080
OG0004748	CQUJHB002502	AMIN016206
OG0004749	CQUJHB007178	AMIN005720
OG0004750	CQUJHB013185	AMIN003334
OG0004751	CQUJHB015208	AMIN006636
OG0004752	CQUJHB012536	AMIN008754
OG0004753	CQUJHB006184	AMIN008121
OG0004754	CQUJHB014142	AMIN006966
OG0004755	CQUJHB012301	AMIN008187
OG0004756	CQUJHB018239	AMIN001610
OG0004757	CQUJHB017618	AMIN010384
OG0004758	CQUJHB006607	AMIN010383
OG0004759	CQUJHB002362	AMIN010379
OG0004760	CQUJHB017645	AMIN010377
OG0004761	CQUJHB000926	AMIN001605
OG0004762	CQUJHB015594	AMIN016066
OG0004763	CQUJHB002451	AMIN001611
OG0004764	CQUJHB008209	AMIN001930
OG0004765	CQUJHB008953	AMIN003053
OG0004766	CQUJHB008663	AMIN001542
OG0004767	CQUJHB010259	AMIN003049
OG0004768	CQUJHB000232	AMIN001934
OG0004769	CQUJHB009259	AMIN009860
OG0004770	CQUJHB002675	AMIN000649
OG0004771	CQUJHB000008	AMIN009865
OG0004772	CQUJHB009247	AMIN009868
OG0004773	CQUJHB013052	AMIN009858
OG0004774	CQUJHB016615	AMIN004722
OG0004775	CQUJHB008002	AMIN000255
OG0004776	CQUJHB002604	AMIN000340
OG0004777	CQUJHB002639	AMIN004726
OG0004778	CQUJHB016082	AMIN004664
OG0004779	CQUJHB010043	AMIN002587
OG0004780	CQUJHB001660	AMIN004757
OG0004781	CQUJHB004625	AMIN004666
OG0004782	CQUJHB018098	AMIN004720
OG0004783	CQUJHB009026	AMIN005304
OG0004784	CQUJHB013072	AMIN006850
OG0004785	CQUJHB007483	AMIN005502
OG0004786	CQUJHB011940	AMIN005500
OG0004787	CQUJHB003771	AMIN001477
OG0004788	CQUJHB001837	AMIN007209
OG0004789	CQUJHB003543	AMIN007241
OG0004790	CQUJHB015359	AMIN015809
OG0004791	CQUJHB009752	AMIN001480
OG0004792	CQUJHB006529	AMIN001479
OG0004793	CQUJHB011530	AMIN007242
OG0004794	CQUJHB016528	AMIN001476
OG0004795	CQUJHB013287	AMIN004447
OG0004796	CQUJHB001606	AMIN004449
OG0004797	CQUJHB004530	AMIN009176
OG0004798	CQUJHB017613	AMIN004448
OG0004799	CQUJHB004737	AMIN007054
OG0004800	CQUJHB007903	AMIN006975
OG0004801	CQUJHB012660	AMIN009177
OG0004802	CQUJHB002709	AMIN009172
OG0004803	CQUJHB001754	AMIN009171
OG0004804	CQUJHB014987	AMIN002351
OG0004805	CQUJHB007518	AMIN002354
OG0004806	CQUJHB017978	AMIN008209
OG0004807	CQUJHB018215	AMIN003095
OG0004808	CQUJHB010630	AMIN003097
OG0004809	CQUJHB011759	AMIN003094
OG0004810	CQUJHB006725	AMIN007443
OG0004811	CQUJHB015927	AMIN002010
OG0004812	CQUJHB001901	AMIN005823
OG0004813	CQUJHB007259	AMIN005820
OG0004814	CQUJHB016701	AMIN006145
OG0004815	CQUJHB018282	AMIN002883
OG0004816	CQUJHB007782	AMIN004512
OG0004817	CQUJHB002539	AMIN000486
OG0004818	CQUJHB001843	AMIN004513
OG0004819	CQUJHB011389	AMIN008712
OG0004820	CQUJHB005003	AMIN004511
OG0004821	CQUJHB008168	AMIN006910
OG0004822	CQUJHB011353	AMIN002229
OG0004823	CQUJHB005218	AMIN000816
OG0004824	CQUJHB006419	AMIN015742
OG0004825	CQUJHB011134	AMIN015832
OG0004826	CQUJHB007142	AMIN002267
OG0004827	CQUJHB015329	AMIN002268
OG0004828	CQUJHB014421	AMIN005047
OG0004829	CQUJHB003105	AMIN000584
OG0004830	CQUJHB010819	AMIN002809
OG0004831	CQUJHB010890	AMIN000065
OG0004832	CQUJHB006743	AMIN001707
OG0004833	CQUJHB004676	AMIN001704
OG0004834	CQUJHB012991	AMIN001705
OG0004835	CQUJHB003457	AMIN001701
OG0004836	CQUJHB007085	AMIN001703
OG0004837	CQUJHB017012	AMIN001700
OG0004838	CQUJHB001423	AMIN001709
OG0004839	CQUJHB006390	AMIN001706
OG0004840	CQUJHB000388	AMIN007683
OG0004841	CQUJHB005887	AMIN004007
OG0004842	CQUJHB006404	AMIN002574
OG0004843	CQUJHB004832	AMIN002578
OG0004844	CQUJHB000004	AMIN006140
OG0004845	CQUJHB009332	AMIN006150
OG0004846	CQUJHB013303	AMIN002577
OG0004847	CQUJHB016315	AMIN002575
OG0004848	CQUJHB006451	AMIN002576
OG0004849	CQUJHB007577	AMIN003236
OG0004850	CQUJHB017461	AMIN003726
OG0004851	CQUJHB016827	AMIN008421
OG0004852	CQUJHB015312	AMIN002052
OG0004853	CQUJHB006379	AMIN009142
OG0004854	CQUJHB009910	AMIN009148
OG0004855	CQUJHB013455	AMIN009141
OG0004856	CQUJHB016451	AMIN009143
OG0004857	CQUJHB006313	AMIN009139
OG0004858	CQUJHB008604	AMIN007224
OG0004859	CQUJHB012778	AMIN009508
OG0004860	CQUJHB014037	AMIN009138
OG0004861	CQUJHB008852	AMIN009145
OG0004862	CQUJHB013647	AMIN009155
OG0004863	CQUJHB018184	AMIN009150
OG0004864	CQUJHB000458	AMIN002573
OG0004865	CQUJHB005727	AMIN002568
OG0004866	CQUJHB017442	AMIN002571
OG0004867	CQUJHB007104	AMIN002572
OG0004868	CQUJHB012167	AMIN005419
OG0004869	CQUJHB007536	AMIN005417
OG0004870	CQUJHB010940	AMIN004570
OG0004871	CQUJHB017666	AMIN003168
OG0004872	CQUJHB016891	AMIN003166
OG0004873	CQUJHB004615	AMIN003209
OG0004874	CQUJHB008125	AMIN004569
OG0004875	CQUJHB006723	AMIN003208
OG0004876	CQUJHB005629	AMIN011234
OG0004877	CQUJHB005482	AMIN005671
OG0004878	CQUJHB007706	AMIN001950
OG0004879	CQUJHB004210	AMIN011372
OG0004880	CQUJHB014296	AMIN001949
OG0004881	CQUJHB000095	AMIN005670
OG0004882	CQUJHB009111	AMIN005576
OG0004883	CQUJHB014636	AMIN005414
OG0004884	CQUJHB000885	AMIN002139
OG0004885	CQUJHB015096	AMIN009287
OG0004886	CQUJHB015448	AMIN007496
OG0004887	CQUJHB017428	AMIN009286
OG0004888	CQUJHB000805, CQUJHB002043	AMIN004461
OG0004889	CQUJHB007258	AMIN009288
OG0004890	CQUJHB011706	AMIN008995
OG0004891	CQUJHB000142	AMIN010393
OG0004892	CQUJHB011257	AMIN010398
OG0004893	CQUJHB007308	AMIN010397
OG0004894	CQUJHB017113	AMIN007773
OG0004895	CQUJHB012952	AMIN000797
OG0004896	CQUJHB018097	AMIN000789
OG0004897	CQUJHB016860	AMIN000791
OG0004898	CQUJHB011399	AMIN000793
OG0004899	CQUJHB011839	AMIN004106
OG0004900	CQUJHB008376	AMIN000788
OG0004901	CQUJHB007823	AMIN000865
OG0004902	CQUJHB004967	AMIN000790
OG0004903	CQUJHB012751	AMIN000701
OG0004904	CQUJHB013216, CQUJHB017050	AMIN001166
OG0004905	CQUJHB015454	AMIN004165
OG0004906	CQUJHB012845	AMIN000670
OG0004907	CQUJHB016968	AMIN004164
OG0004908	CQUJHB006058	AMIN000707
OG0004909	CQUJHB001633	AMIN000708
OG0004910	CQUJHB016722	AMIN003200
OG0004911	CQUJHB007013	AMIN003196
OG0004912	CQUJHB002764	AMIN003199
OG0004913	CQUJHB002000	AMIN009059
OG0004914	CQUJHB005841	AMIN006173
OG0004915	CQUJHB001621	AMIN011031
OG0004916	CQUJHB011180	AMIN011028
OG0004917	CQUJHB011305	AMIN011032
OG0004918	CQUJHB013632	AMIN011022
OG0004920	CQUJHB001313	AMIN001898
OG0004921	CQUJHB006067	AMIN001909
OG0004922	CQUJHB011024	AMIN001899
OG0004923	CQUJHB003475	AMIN001901
OG0004924	CQUJHB017734	AMIN008769
OG0004925	CQUJHB016303	AMIN000804
OG0004926	CQUJHB013512	AMIN008137
OG0004927	CQUJHB006446, CQUJHB015486	AMIN008135
OG0004928	CQUJHB013836	AMIN015576
OG0004929	CQUJHB003028	AMIN003305
OG0004930	CQUJHB011765	AMIN003311
OG0004931	CQUJHB003616	AMIN003304
OG0004932	CQUJHB012091	AMIN003308
OG0004933	CQUJHB012115	AMIN003296
OG0004934	CQUJHB003716	AMIN003310
OG0004935	CQUJHB004048	AMIN003306
OG0004936	CQUJHB006227	AMIN000247
OG0004937	CQUJHB003783	AMIN000608
OG0004938	CQUJHB009844	AMIN000245
OG0004939	CQUJHB013680	AMIN003243
OG0004940	CQUJHB018372	AMIN000248
OG0004941	CQUJHB008804	AMIN000607
OG0004942	CQUJHB003746	AMIN003794
OG0004943	CQUJHB002006	AMIN003173
OG0004944	CQUJHB004485	AMIN004564
OG0004945	CQUJHB008430	AMIN004260
OG0004946	CQUJHB003368	AMIN004261
OG0004947	CQUJHB018451	AMIN004263
OG0004948	CQUJHB006561	AMIN004258
OG0004949	CQUJHB013178	AMIN008860
OG0004950	CQUJHB015738	AMIN004123
OG0004951	CQUJHB001018	AMIN008859
OG0004952	CQUJHB001021	AMIN003842
OG0004953	CQUJHB003142	AMIN016059
OG0004954	CQUJHB008436	AMIN002356
OG0004955	CQUJHB014348	AMIN003512
OG0004956	CQUJHB010841	AMIN003680
OG0004957	CQUJHB016618	AMIN003681
OG0004958	CQUJHB016084	AMIN002555
OG0004959	CQUJHB006108	AMIN004158
OG0004960	CQUJHB007322	AMIN004157
OG0004961	CQUJHB015923	AMIN000511
OG0004962	CQUJHB009779	AMIN003684
OG0004963	CQUJHB011710	AMIN003679
OG0004964	CQUJHB001491	AMIN003515
OG0004965	CQUJHB001575	AMIN003826
OG0004966	CQUJHB000251	AMIN005759
OG0004967	CQUJHB013781	AMIN008784
OG0004968	CQUJHB010240, CQUJHB006039	AMIN002449
OG0004969	CQUJHB007188	AMIN003504
OG0004970	CQUJHB015868	AMIN004865
OG0004971	CQUJHB014841	AMIN002942
OG0004972	CQUJHB009567	AMIN002627
OG0004973	CQUJHB016623	AMIN009896
OG0004974	CQUJHB000553	AMIN010441
OG0004975	CQUJHB000236	AMIN000860
OG0004976	CQUJHB003540	AMIN003327
OG0004977	CQUJHB010752	AMIN015777
OG0004978	CQUJHB014590	AMIN000547
OG0004979	CQUJHB007062	AMIN000549
OG0004980	CQUJHB015878	AMIN011576
OG0004981	CQUJHB016304	AMIN011601
OG0004982	CQUJHB006298	AMIN011602
OG0004983	CQUJHB005874	AMIN011572
OG0004985	CQUJHB015430	AMIN011578
OG0004986	CQUJHB006809	AMIN011571
OG0004987	CQUJHB001202	AMIN006165
OG0004988	CQUJHB009298	AMIN006167
OG0004989	CQUJHB016105	AMIN006164
OG0004990	CQUJHB000420	AMIN006168
OG0004991	CQUJHB001613	AMIN007338
OG0004992	CQUJHB004803	AMIN007334
OG0004993	CQUJHB001344	AMIN002490
OG0004994	CQUJHB017944	AMIN007336
OG0004995	CQUJHB004468	AMIN004476
OG0004996	CQUJHB016124	AMIN004359
OG0004997	CQUJHB003878	AMIN004358
OG0004998	CQUJHB003555	AMIN004376
OG0004999	CQUJHB014896	AMIN004382
OG0005000	CQUJHB008170	AMIN004388
OG0005001	CQUJHB009996	AMIN004391
OG0005002	CQUJHB007867	AMIN016133
OG0005003	CQUJHB009755	AMIN005509
OG0005004	CQUJHB009790	AMIN016131
OG0005005	CQUJHB014824	AMIN005510
OG0005006	CQUJHB010702	AMIN005354
OG0005007	CQUJHB013715	AMIN005999
OG0005008	CQUJHB010081	AMIN006002
OG0005009	CQUJHB016626	AMIN006000
OG0005010	CQUJHB014803	AMIN009385
OG0005011	CQUJHB014035	AMIN009383
OG0005012	CQUJHB011388	AMIN009384
OG0005013	CQUJHB010401	AMIN005880
OG0005014	CQUJHB014316	AMIN006006
OG0005015	CQUJHB015294	AMIN001718
OG0005016	CQUJHB000428	AMIN001721
OG0005017	CQUJHB007225	AMIN001722
OG0005018	CQUJHB009185	AMIN006793
OG0005019	CQUJHB001731	AMIN009391
OG0005020	CQUJHB005499	AMIN006055
OG0005021	CQUJHB006966	AMIN001716
OG0005022	CQUJHB017492	AMIN006056
OG0005023	CQUJHB012906	AMIN009393
OG0005024	CQUJHB012288	AMIN001720
OG0005025	CQUJHB005568	AMIN001246
OG0005026	CQUJHB010286	AMIN001245
OG0005027	CQUJHB017396	AMIN001243
OG0005028	CQUJHB002345	AMIN001242
OG0005029	CQUJHB011783	AMIN001168
OG0005030	CQUJHB001152	AMIN001170
OG0005031	CQUJHB003253, CQUJHB001908	AMIN016258
OG0005032	CQUJHB004777	AMIN002309
OG0005033	CQUJHB015892	AMIN016257
OG0005034	CQUJHB000152	AMIN002310
OG0005035	CQUJHB015577	AMIN002305
OG0005036	CQUJHB009170	AMIN001860
OG0005037	CQUJHB011645	AMIN001866
OG0005038	CQUJHB015765	AMIN016142
OG0005039	CQUJHB008278	AMIN001872
OG0005040	CQUJHB011635	AMIN001861
OG0005042	CQUJHB007517	AMIN001867
OG0005043	CQUJHB007401	AMIN006430
OG0005044	CQUJHB004721	AMIN007536
OG0005045	CQUJHB000362	AMIN015935
OG0005046	CQUJHB009867	AMIN015938
OG0005047	CQUJHB006839	AMIN011381
OG0005048	CQUJHB005379	AMIN011377
OG0005049	CQUJHB012079	AMIN009936
OG0005050	CQUJHB017158	AMIN011378
OG0005051	CQUJHB007658	AMIN015937
OG0005052	CQUJHB002803	AMIN011380
OG0005053	CQUJHB016128	AMIN015936
OG0005054	CQUJHB010916	AMIN010910
OG0005055	CQUJHB002922	AMIN015873
OG0005056	CQUJHB010414	AMIN015772
OG0005057	CQUJHB011225	AMIN011319
OG0005058	CQUJHB004583	AMIN015872
OG0005059	CQUJHB014574	AMIN004026
OG0005060	CQUJHB011969	AMIN004031
OG0005061	CQUJHB001517	AMIN010326
OG0005062	CQUJHB008593	AMIN009608
OG0005063	CQUJHB012615	AMIN006423
OG0005064	CQUJHB016818	AMIN007119
OG0005065	CQUJHB007926	AMIN007121
OG0005066	CQUJHB017029	AMIN004228
OG0005067	CQUJHB004476	AMIN004469
OG0005068	CQUJHB010691	AMIN004470
OG0005069	CQUJHB001479	AMIN006709
OG0005070	CQUJHB014087	AMIN006650
OG0005071	CQUJHB017154	AMIN006712
OG0005072	CQUJHB006341	AMIN006651
OG0005073	CQUJHB006405	AMIN002249
OG0005074	CQUJHB012405	AMIN006710
OG0005075	CQUJHB007735	AMIN002254
OG0005076	CQUJHB011605	AMIN006711
OG0005077	CQUJHB003533	AMIN006777
OG0005078	CQUJHB013388	AMIN009125
OG0005079	CQUJHB015392	AMIN009114
OG0005080	CQUJHB014310	AMIN009121
OG0005081	CQUJHB016242	AMIN009120
OG0005082	CQUJHB003969	AMIN009126
OG0005083	CQUJHB007493	AMIN006799
OG0005084	CQUJHB012185	AMIN006778
OG0005085	CQUJHB008774	AMIN008578
OG0005086	CQUJHB016164	AMIN008579
OG0005087	CQUJHB016107	AMIN008591
OG0005088	CQUJHB013769	AMIN003162
OG0005089	CQUJHB017871	AMIN000587
OG0005090	CQUJHB015767	AMIN007147
OG0005091	CQUJHB005951	AMIN003161
OG0005092	CQUJHB005791	AMIN004623
OG0005093	CQUJHB014131	AMIN008001
OG0005094	CQUJHB007467	AMIN011355
OG0005095	CQUJHB007444	AMIN011350
OG0005096	CQUJHB000603	AMIN011351
OG0005097	CQUJHB003580	AMIN011367
OG0005098	CQUJHB016815	AMIN011368
OG0005099	CQUJHB014279	AMIN011362
OG0005100	CQUJHB006206	AMIN011366
OG0005101	CQUJHB012981	AMIN004568
OG0005102	CQUJHB013968	AMIN011364
OG0005103	CQUJHB013748	AMIN011356
OG0005104	CQUJHB015300	AMIN005001
OG0005105	CQUJHB007531	AMIN008715
OG0005106	CQUJHB016793	AMIN008722
OG0005107	CQUJHB009124	AMIN005000
OG0005108	CQUJHB011210	AMIN000279
OG0005109	CQUJHB011496	AMIN003797
OG0005110	CQUJHB009613	AMIN003798
OG0005111	CQUJHB006625	AMIN000280
OG0005112	CQUJHB013342	AMIN006887
OG0005113	CQUJHB005207	AMIN000363
OG0005114	CQUJHB009975	AMIN006885
OG0005115	CQUJHB010759	AMIN006888
OG0005116	CQUJHB008580	AMIN006889
OG0005117	CQUJHB014906	AMIN003090
OG0005118	CQUJHB007381	AMIN005432
OG0005119	CQUJHB017957	AMIN005830
OG0005120	CQUJHB009883	AMIN015905
OG0005121	CQUJHB006323	AMIN015819
OG0005122	CQUJHB017525	AMIN002527
OG0005123	CQUJHB001809	AMIN002544
OG0005124	CQUJHB011317	AMIN002525
OG0005125	CQUJHB010218	AMIN002521
OG0005126	CQUJHB002385	AMIN002522
OG0005127	CQUJHB004661	AMIN002526
OG0005129	CQUJHB002981	AMIN015964
OG0005130	CQUJHB002096	AMIN009034
OG0005131	CQUJHB002652	AMIN006871
OG0005132	CQUJHB003448	AMIN010293
OG0005133	CQUJHB017627	AMIN010294
OG0005134	CQUJHB000675	AMIN010288
OG0005135	CQUJHB006466	AMIN010297
OG0005136	CQUJHB012420	AMIN010284
OG0005137	CQUJHB006240	AMIN010287
OG0005138	CQUJHB018333	AMIN010289
OG0005139	CQUJHB016922	AMIN010283
OG0005140	CQUJHB004703	AMIN001154
OG0005141	CQUJHB007946	AMIN001155
OG0005142	CQUJHB016734	AMIN007134
OG0005143	CQUJHB017817	AMIN002169
OG0005144	CQUJHB016108, CQUJHB016132	AMIN002545
OG0005145	CQUJHB007183	AMIN002172
OG0005146	CQUJHB014609	AMIN008816
OG0005147	CQUJHB007551	AMIN008817
OG0005149	CQUJHB013244	AMIN004214
OG0005150	CQUJHB014816	AMIN000917
OG0005151	CQUJHB012271	AMIN002790
OG0005152	CQUJHB014039	AMIN005345
OG0005153	CQUJHB010979	AMIN009783
OG0005155	CQUJHB007793	AMIN009784
OG0005156	CQUJHB002945	AMIN009766
OG0005157	CQUJHB014725	AMIN007096
OG0005158	CQUJHB005761	AMIN009767
OG0005159	CQUJHB000485	AMIN009083
OG0005160	CQUJHB011817	AMIN004077
OG0005161	CQUJHB004743	AMIN004097
OG0005162	CQUJHB010607	AMIN009085
OG0005163	CQUJHB007342	AMIN015986
OG0005164	CQUJHB014580	AMIN009084
OG0005165	CQUJHB018061	AMIN004100
OG0005166	CQUJHB015954	AMIN009081
OG0005167	CQUJHB013255	AMIN005112
OG0005168	CQUJHB013349	AMIN005110
OG0005169	CQUJHB011335	AMIN008951
OG0005170	CQUJHB005460	AMIN008993
OG0005171	CQUJHB005050	AMIN008994
OG0005172	CQUJHB012792	AMIN008778
OG0005173	CQUJHB004626	AMIN001302
OG0005174	CQUJHB014661	AMIN008948
OG0005175	CQUJHB012740	AMIN004439
OG0005176	CQUJHB017217	AMIN004438
OG0005177	CQUJHB016776	AMIN010957
OG0005178	CQUJHB004685	AMIN010975
OG0005179	CQUJHB007324	AMIN010959
OG0005180	CQUJHB018474	AMIN009997
OG0005181	CQUJHB009330	AMIN011097
OG0005183	CQUJHB011886	AMIN006335
OG0005184	CQUJHB005699	AMIN009631
OG0005185	CQUJHB016168	AMIN003324
OG0005186	CQUJHB001910	AMIN006342
OG0005187	CQUJHB011826	AMIN003325
OG0005188	CQUJHB015696	AMIN003326
OG0005189	CQUJHB003855	AMIN016239
OG0005190	CQUJHB000605	AMIN003005
OG0005191	CQUJHB004955	AMIN003622
OG0005192	CQUJHB016914	AMIN003004
OG0005193	CQUJHB008183	AMIN003621
OG0005194	CQUJHB000768	AMIN003617
OG0005195	CQUJHB006218	AMIN011649
OG0005196	CQUJHB005241	AMIN011648
OG0005197	CQUJHB012173	AMIN015925
OG0005198	CQUJHB013815	AMIN006840
OG0005199	CQUJHB003973	AMIN006838
OG0005200	CQUJHB007448	AMIN006844
OG0005201	CQUJHB005383	AMIN010946
OG0005202	CQUJHB017287	AMIN004129
OG0005203	CQUJHB011219	AMIN010948
OG0005205	CQUJHB010690	AMIN001739
OG0005206	CQUJHB011588	AMIN001736
OG0005207	CQUJHB015598	AMIN009838
OG0005208	CQUJHB013214	AMIN009835
OG0005209	CQUJHB003418	AMIN001737
OG0005210	CQUJHB006253	AMIN001740
OG0005211	CQUJHB003712	AMIN008888
OG0005212	CQUJHB015015	AMIN006900
OG0005213	CQUJHB012031	AMIN006898
OG0005214	CQUJHB001919	AMIN008786
OG0005215	CQUJHB011856	AMIN006899
OG0005216	CQUJHB014299	AMIN006902
OG0005217	CQUJHB010266	AMIN008889
OG0005218	CQUJHB013741	AMIN006901
OG0005219	CQUJHB000026	AMIN008787
OG0005220	CQUJHB004225	AMIN005342
OG0005221	CQUJHB004909	AMIN009538
OG0005222	CQUJHB017808	AMIN009539
OG0005223	CQUJHB002952	AMIN003723
OG0005224	CQUJHB018255	AMIN003724
OG0005225	CQUJHB001076, CQUJHB017890	AMIN016271
OG0005226	CQUJHB017767	AMIN003721
OG0005227	CQUJHB001452	AMIN002384
OG0005228	CQUJHB007801	AMIN003720
OG0005229	CQUJHB017933	AMIN002371
OG0005230	CQUJHB004292	AMIN003719
OG0005231	CQUJHB003985	AMIN002395
OG0005232	CQUJHB009400	AMIN004820
OG0005234	CQUJHB008786	AMIN002375
OG0005235	CQUJHB011201	AMIN011509
OG0005236	CQUJHB013874	AMIN011504
OG0005237	CQUJHB017137	AMIN011501
OG0005238	CQUJHB011094	AMIN011502
OG0005239	CQUJHB009878	AMIN000981
OG0005240	CQUJHB010312	AMIN009416
OG0005241	CQUJHB009036	AMIN009415
OG0005242	CQUJHB017874	AMIN001049
OG0005243	CQUJHB017196	AMIN002673
OG0005244	CQUJHB009672	AMIN002671
OG0005245	CQUJHB010249	AMIN011420
OG0005246	CQUJHB010215	AMIN001111
OG0005247	CQUJHB006447	AMIN002832
OG0005248	CQUJHB004180	AMIN001112
OG0005249	CQUJHB012052	AMIN011517
OG0005250	CQUJHB005180	AMIN002734
OG0005251	CQUJHB003549	AMIN009359
OG0005252	CQUJHB006382	AMIN006942
OG0005253	CQUJHB004082	AMIN006944
OG0005254	CQUJHB017556	AMIN006941
OG0005255	CQUJHB018378	AMIN011152
OG0005256	CQUJHB005606	AMIN010951
OG0005257	CQUJHB002852	AMIN007314
OG0005258	CQUJHB008484	AMIN007311
OG0005259	CQUJHB004766	AMIN006397
OG0005260	CQUJHB003433	AMIN001400
OG0005261	CQUJHB011328	AMIN006398
OG0005262	CQUJHB015755	AMIN006396
OG0005263	CQUJHB002480	AMIN006399
OG0005264	CQUJHB004086	AMIN001402
OG0005265	CQUJHB018388	AMIN010437
OG0005267	CQUJHB016159	AMIN004796
OG0005268	CQUJHB008813	AMIN002656
OG0005269	CQUJHB003044	AMIN003639
OG0005270	CQUJHB014182	AMIN003360
OG0005271	CQUJHB015095	AMIN000758
OG0005272	CQUJHB004781	AMIN003361
OG0005273	CQUJHB002938	AMIN004785
OG0005274	CQUJHB004313	AMIN011497
OG0005275	CQUJHB001952	AMIN000889
OG0005276	CQUJHB012511	AMIN011559
OG0005277	CQUJHB009003	AMIN003951
OG0005278	CQUJHB010129	AMIN011233
OG0005279	CQUJHB016884	AMIN011561
OG0005280	CQUJHB010093	AMIN003026
OG0005281	CQUJHB002173	AMIN003028
OG0005282	CQUJHB011691	AMIN002162
OG0005283	CQUJHB013672	AMIN001675
OG0005284	CQUJHB012324	AMIN010425
OG0005285	CQUJHB004150	AMIN001674
OG0005286	CQUJHB000351	AMIN001680
OG0005287	CQUJHB014095	AMIN009517
OG0005288	CQUJHB017266	AMIN009518
OG0005290	CQUJHB010338	AMIN006746
OG0005291	CQUJHB008943	AMIN001416
OG0005292	CQUJHB009286	AMIN006747
OG0005293	CQUJHB004815	AMIN006749
OG0005294	CQUJHB013219	AMIN006748
OG0005295	CQUJHB000549	AMIN006258
OG0005297	CQUJHB013709	AMIN001043
OG0005298	CQUJHB006932	AMIN004596
OG0005299	CQUJHB001972	AMIN016186
OG0005300	CQUJHB015287	AMIN010090
OG0005301	CQUJHB013168	AMIN010081
OG0005302	CQUJHB002759	AMIN004658
OG0005303	CQUJHB012954	AMIN004656
OG0005304	CQUJHB012452	AMIN000700
OG0005305	CQUJHB017239	AMIN003629
OG0005306	CQUJHB003775	AMIN003769
OG0005307	CQUJHB011290	AMIN003627
OG0005308	CQUJHB011534	AMIN003628
OG0005309	CQUJHB016181	AMIN005191
OG0005310	CQUJHB000580	AMIN005511
OG0005311	CQUJHB014470, CQUJHB000903	AMIN002320
OG0005312	CQUJHB007612	AMIN005574
OG0005313	CQUJHB011027	AMIN002049
OG0005314	CQUJHB004960	AMIN001070
OG0005315	CQUJHB000710	AMIN005565
OG0005316	CQUJHB005931	AMIN007174
OG0005317	CQUJHB005098	AMIN006939
OG0005318	CQUJHB006019	AMIN006937
OG0005319	CQUJHB002214	AMIN006698
OG0005320	CQUJHB005851	AMIN006700
OG0005321	CQUJHB017745	AMIN006695
OG0005322	CQUJHB013174	AMIN006687
OG0005323	CQUJHB004584	AMIN001884
OG0005324	CQUJHB018363	AMIN001877
OG0005325	CQUJHB002372	AMIN001883
OG0005326	CQUJHB014256	AMIN001882
OG0005327	CQUJHB002373, CQUJHB018118	AMIN005036
OG0005328	CQUJHB017045	AMIN008310
OG0005329	CQUJHB011611	AMIN005033
OG0005330	CQUJHB012457	AMIN005035
OG0005331	CQUJHB012397	AMIN008312
OG0005332	CQUJHB017619	AMIN005034
OG0005333	CQUJHB001500	AMIN006590
OG0005334	CQUJHB011694	AMIN008034
OG0005335	CQUJHB003173	AMIN008033
OG0005336	CQUJHB010692	AMIN010864
OG0005337	CQUJHB009008	AMIN008035
OG0005338	CQUJHB005688	AMIN006610
OG0005339	CQUJHB008165	AMIN000055
OG0005340	CQUJHB008461	AMIN011592
OG0005341	CQUJHB006149	AMIN011597
OG0005342	CQUJHB014071	AMIN011600
OG0005343	CQUJHB000373	AMIN011536
OG0005344	CQUJHB003542	AMIN011594
