Orthogroup	AfunestusAfunGA1	Aalbopictus_AalbF5
OG0004815	AFUN2_013130	LOC109423625
OG0004816	AFUN2_005221	LOC109407580
OG0004817	AFUN2_004411	LOC115262185
OG0004818	AFUN2_007091	LOC109407579
OG0004819	AFUN2_010050	LOC109425850
OG0004820	AFUN2_004195	LOC109425843
OG0004821	AFUN2_005356	LOC109425913
OG0004822	AFUN2_010473	LOC109401792
OG0004823	AFUN2_007976	LOC109406138
OG0004824	AFUN2_013422	LOC109406152
OG0004825	AFUN2_011329	LOC109401765
OG0004826	AFUN2_009312	LOC109428008
OG0004827	AFUN2_009872	LOC109418190
OG0004828	AFUN2_003866	LOC109397881
OG0004829	AFUN2_005936	LOC109397884
OG0004830	AFUN2_009353	LOC109416129
OG0004831	AFUN2_007863	LOC109416128
OG0004832	AFUN2_011776	LOC109402099
OG0004833	AFUN2_000349	LOC115254981
OG0004834	AFUN2_003757	LOC109402103
OG0004835	AFUN2_013057	LOC115254988
OG0004836	AFUN2_002079	LOC115254982
OG0004837	AFUN2_012414	LOC109402115
OG0004838	AFUN2_013243	LOC115254978
OG0004839	AFUN2_009830	LOC109402101
OG0004840	AFUN2_006601	LOC109425677
OG0004841	AFUN2_012407	LOC109399352
OG0004842	AFUN2_011170	LOC109433397
OG0004843	AFUN2_008193	LOC115268809
OG0004844	AFUN2_008295	LOC109428908
OG0004845	AFUN2_007174	LOC109421015
OG0004846	AFUN2_007780	LOC109433363
OG0004847	AFUN2_007556	LOC109399347
OG0004848	AFUN2_008052	LOC109433368
OG0004849	AFUN2_001790	LOC109406306
OG0004850	AFUN2_014568	LOC109422773
OG0004851	AFUN2_011246	LOC109417145
OG0004852	AFUN2_011001	LOC109422772
OG0004853	AFUN2_014154	LOC109402499
OG0004854	AFUN2_000553	LOC109621384
OG0004855	AFUN2_012997	LOC109621391
OG0004856	AFUN2_006858	LOC109621734
OG0004857	AFUN2_007850	LOC115268609
OG0004858	AFUN2_003204	LOC109425124
OG0004859	AFUN2_013166	LOC109621383
OG0004860	AFUN2_005341	LOC109402479
OG0004861	AFUN2_006083	LOC109402491
OG0004862	AFUN2_011597	LOC109621380
OG0004863	AFUN2_003533	LOC109402509
OG0004864	AFUN2_009738	LOC109433355
OG0004865	AFUN2_006271	LOC109433366
OG0004866	AFUN2_003066	LOC109433389
OG0004867	AFUN2_013771	LOC109433396
OG0004868	AFUN2_012824	LOC109400934
OG0004869	AFUN2_005485	LOC109400911
OG0004870	AFUN2_002184	LOC109430448
OG0004871	AFUN2_008488	LOC109430360
OG0004872	AFUN2_009848	LOC109432134
OG0004873	AFUN2_002450	LOC109410067
OG0004874	AFUN2_011281	LOC109432139
OG0004875	AFUN2_014515	LOC109410069
OG0004876	AFUN2_007030	LOC109408933
OG0004877	AFUN2_012358	LOC109408932
OG0004878	AFUN2_012941	LOC109423006
OG0004879	AFUN2_003591	LOC109415625
OG0004880	AFUN2_008844	LOC109415627
OG0004881	AFUN2_001335	LOC109408930
OG0004882	AFUN2_011079	LOC109415626
OG0004883	AFUN2_000752	LOC109433624
OG0004884	AFUN2_000542	LOC109432381
OG0004885	AFUN2_007194	LOC109399010
OG0004886	AFUN2_006342	LOC109398962
OG0004887	AFUN2_014071	LOC109399059
OG0004888	AFUN2_002274	LOC115254125
OG0004889	AFUN2_012328	LOC109398993
OG0004890	AFUN2_004660	LOC109398914
OG0004891	AFUN2_008074	LOC109410035
OG0004892	AFUN2_010059	LOC109419650
OG0004893	AFUN2_003292	LOC115264841
OG0004894	AFUN2_014146	LOC109405273
OG0004895	AFUN2_010027	LOC109429172
OG0004896	AFUN2_004105	LOC109398796
OG0004897	AFUN2_011566	LOC109398798
OG0004898	AFUN2_001218	LOC109429174
OG0004899	AFUN2_000460	LOC109429189
OG0004900	AFUN2_012780	LOC109398804
OG0004901	AFUN2_007968	LOC109429182
OG0004902	AFUN2_003735	LOC115261372
OG0004903	AFUN2_012201	LOC109424102
OG0004904	AFUN2_003429	LOC109416295
OG0004905	AFUN2_011973	LOC109424067
OG0004906	AFUN2_010582	LOC109416297
OG0004907	AFUN2_008762	LOC109416303
OG0004908	AFUN2_002933	LOC109416292
OG0004909	AFUN2_010570	LOC109416293
OG0004910	AFUN2_009938	LOC109413902
OG0004911	AFUN2_009619	LOC109421114
OG0004912	AFUN2_014260	LOC109413900
OG0004913	AFUN2_013352	LOC109412620
OG0004914	AFUN2_012783	LOC109419967
OG0004915	AFUN2_001296	LOC109404761
OG0004916	AFUN2_011720	LOC109621275
OG0004917	AFUN2_006687	LOC109404762
OG0004918	AFUN2_001533	LOC109404752
OG0004919	AFUN2_001991	LOC109411723
OG0004920	AFUN2_002537	LOC109411721
OG0004921	AFUN2_007309	LOC109421405
OG0004922	AFUN2_009988	LOC109420649
OG0004923	AFUN2_006783	LOC109411726
OG0004924	AFUN2_010836	LOC109408611
OG0004925	AFUN2_008739	LOC115263397
OG0004926	AFUN2_008173	LOC109421952
OG0004927	AFUN2_007284	LOC109408613
OG0004928	AFUN2_014645	LOC109421935
OG0004929	AFUN2_014113	LOC109427111
OG0004930	AFUN2_002861	LOC109427121
OG0004931	AFUN2_003070	LOC109400172
OG0004932	AFUN2_006061	LOC109427117
OG0004933	AFUN2_003878	LOC109427099
OG0004934	AFUN2_003135	LOC109400204
OG0004935	AFUN2_005899	LOC109400192
OG0004936	AFUN2_012699	LOC109430300
OG0004937	AFUN2_012440	LOC109431949
OG0004938	AFUN2_014601	LOC109430284
OG0004939	AFUN2_008496	LOC109430298
OG0004940	AFUN2_007597	LOC115254112
OG0004941	AFUN2_011202	LOC109431943
OG0004942	AFUN2_006498	LOC109430264
OG0004943	AFUN2_005837	LOC109430279
OG0004944	AFUN2_001334	LOC109430265
OG0004945	AFUN2_011727	LOC109397409
OG0004946	AFUN2_011991	LOC109397423
OG0004947	AFUN2_013471	LOC109401575, LOC134291598
OG0004948	AFUN2_006127	LOC109401606
OG0004949	AFUN2_011713	LOC109621796
OG0004950	AFUN2_002903	LOC109403594
OG0004951	AFUN2_004266	LOC109403475
OG0004952	AFUN2_014350	LOC109414772
OG0004953	AFUN2_000395	LOC109414765
OG0004954	AFUN2_007323	LOC109415679
OG0004955	AFUN2_008187	LOC109415678
OG0004956	AFUN2_004932	LOC109413668
OG0004957	AFUN2_009675	LOC109413669
OG0004958	AFUN2_009445	LOC109413670
OG0004959	AFUN2_007743	LOC109413679
OG0004960	AFUN2_003181	LOC109413683
OG0004961	AFUN2_006383	LOC109413663
OG0004962	AFUN2_006165	LOC109413664
OG0004963	AFUN2_014495	LOC109425010
OG0004964	AFUN2_004020	LOC109425025
OG0004965	AFUN2_001340	LOC109413800
OG0004966	AFUN2_006659	LOC109421874
OG0004967	AFUN2_001988	LOC109424049
OG0004968	AFUN2_009942	LOC109416416
OG0004969	AFUN2_013711	LOC115253785
OG0004970	AFUN2_009033	LOC109425251
OG0004971	AFUN2_007730	LOC109401731, LOC109422690
OG0004972	AFUN2_006457	LOC109412287
OG0004973	AFUN2_003244	LOC109412780
OG0004974	AFUN2_012144	LOC109418125
OG0004975	AFUN2_003945	LOC109418320
OG0004976	AFUN2_001110	LOC109428094
OG0004977	AFUN2_008154	LOC115269611
OG0004978	AFUN2_010588	LOC109427053
OG0004979	AFUN2_005159	LOC109416235
OG0004980	AFUN2_006185	LOC109418468
OG0004981	AFUN2_009075	LOC109408900
OG0004982	AFUN2_011614	LOC109408902
OG0004983	AFUN2_013032	LOC109408915
OG0004985	AFUN2_004794	LOC109418471
OG0004986	AFUN2_001276	LOC109408918
OG0004987	AFUN2_009966	LOC109424512
OG0004988	AFUN2_005081	LOC115253470
OG0004989	AFUN2_005555	LOC109407176
OG0004990	AFUN2_003971	LOC115255185
OG0004991	AFUN2_009195	LOC109430545
OG0004992	AFUN2_012802	LOC115260131
OG0004993	AFUN2_002558	LOC134284728
OG0004994	AFUN2_012866	LOC109430546
OG0004995	AFUN2_003477	LOC109425892
OG0004996	AFUN2_001742	LOC109425978
OG0004997	AFUN2_002297	LOC109425976
OG0004998	AFUN2_000610	LOC109425985
OG0004999	AFUN2_003062	LOC109425994
OG0005000	AFUN2_001809	LOC109426000
OG0005001	AFUN2_011510	LOC109426004
OG0005002	AFUN2_010157	LOC115256091
OG0005003	AFUN2_007081	LOC109414080
OG0005004	AFUN2_008011	LOC109414078, LOC134289046
OG0005005	AFUN2_011377	LOC109414079
OG0005006	AFUN2_004252	LOC109414086
OG0005007	AFUN2_000985	LOC109421641
OG0005008	AFUN2_014528	LOC109421618
OG0005009	AFUN2_008605	LOC109407320
OG0005010	AFUN2_012211	LOC109407322
OG0005011	AFUN2_002990	LOC109421643
OG0005012	AFUN2_008805	LOC109421642
OG0005013	AFUN2_012989	LOC109407327
OG0005014	AFUN2_010623	LOC109421631
OG0005015	AFUN2_013779	LOC134287523
OG0005016	AFUN2_005786	LOC115262255
OG0005017	AFUN2_014780	LOC109402506
OG0005018	AFUN2_012307	LOC109402516
OG0005019	AFUN2_002239	LOC109402503
OG0005020	AFUN2_007428	LOC109402145
OG0005021	AFUN2_003679	LOC109402517
OG0005022	AFUN2_007908	LOC109402496
OG0005023	AFUN2_000677	LOC109621731
OG0005024	AFUN2_011619	LOC134287520
OG0005025	AFUN2_002183	LOC109399311
OG0005026	AFUN2_006626	LOC109399304
OG0005027	AFUN2_003029	LOC109399358
OG0005028	AFUN2_001610	LOC109399376
OG0005029	AFUN2_009837	LOC109428283
OG0005030	AFUN2_013491	LOC109428278
OG0005031	AFUN2_004968	LOC109422277
OG0005032	AFUN2_012998	LOC109422813
OG0005033	AFUN2_006404	LOC109421803
OG0005034	AFUN2_008673	LOC109421791
OG0005035	AFUN2_013829	LOC109421799
OG0005036	AFUN2_007014	LOC109404637
OG0005037	AFUN2_012496	LOC109404613
OG0005038	AFUN2_007503	LOC109416572
OG0005039	AFUN2_001154	LOC109411693
OG0005040	AFUN2_008194	LOC109404622
OG0005041	AFUN2_006496	LOC109404611
OG0005042	AFUN2_003879	LOC109411683
OG0005043	AFUN2_008081	LOC109416574
OG0005044	AFUN2_001902	LOC109398092
OG0005045	AFUN2_007258	LOC109418980
OG0005046	AFUN2_006603	LOC109398060, LOC115269207
OG0005047	AFUN2_012130	LOC109398212
OG0005048	AFUN2_001269	LOC115269203
OG0005049	AFUN2_009037	LOC109419709
OG0005050	AFUN2_010079	LOC109419715
OG0005051	AFUN2_007533	LOC109418899
OG0005052	AFUN2_012752	LOC109419716
OG0005053	AFUN2_009851	LOC109397934
OG0005054	AFUN2_011812	LOC109398102
OG0005055	AFUN2_009695	LOC109415473
OG0005056	AFUN2_002629	LOC109429485
OG0005057	AFUN2_001544	LOC109425692
OG0005058	AFUN2_011646	LOC115264542
OG0005059	AFUN2_014114	LOC109432127
OG0005060	AFUN2_002815	LOC115263716
OG0005061	AFUN2_002300	LOC109398346
OG0005062	AFUN2_011942	LOC109398308
OG0005063	AFUN2_012565	LOC109398292
OG0005064	AFUN2_008022	LOC109429811
OG0005065	AFUN2_010558	LOC109429814
OG0005066	AFUN2_001180	LOC109420402
OG0005067	AFUN2_006067	LOC109426876
OG0005068	AFUN2_004568	LOC109623393
OG0005069	AFUN2_005614	LOC109420090
OG0005070	AFUN2_001691	LOC109406242
OG0005071	AFUN2_010278	LOC115257864
OG0005072	AFUN2_004833	LOC109411908
OG0005073	AFUN2_007162	LOC109431864
OG0005074	AFUN2_011228	LOC109420089
OG0005075	AFUN2_002843	LOC109431874
OG0005076	AFUN2_013699	LOC109420088
OG0005077	AFUN2_000378	LOC109405902
OG0005078	AFUN2_010747	LOC109407230
OG0005079	AFUN2_011811	LOC115258575
OG0005080	AFUN2_010168	LOC109407233
OG0005081	AFUN2_009529	LOC109414301
OG0005082	AFUN2_001354	LOC109414293
OG0005083	AFUN2_001761	LOC109405904
OG0005084	AFUN2_004260	LOC109405896
OG0005085	AFUN2_006547	LOC109421146
OG0005086	AFUN2_005251	LOC109410554
OG0005087	AFUN2_011378	LOC109421166
OG0005088	AFUN2_009111	LOC109423201
OG0005089	AFUN2_008184	LOC109397285
OG0005090	AFUN2_014701	LOC109423204
OG0005091	AFUN2_009114	LOC115257160
OG0005092	AFUN2_009917	LOC109397295
OG0005093	AFUN2_000699	LOC109426597
OG0005094	AFUN2_005490	LOC109426575
OG0005095	AFUN2_008830	LOC109426581
OG0005096	AFUN2_013620	LOC109426576
OG0005097	AFUN2_008267	LOC109406578
OG0005098	AFUN2_012813	LOC109406573
OG0005099	AFUN2_011758	LOC109410532
OG0005100	AFUN2_002483	LOC109427229
OG0005101	AFUN2_009594	LOC115265281
OG0005102	AFUN2_012840	LOC109427326
OG0005103	AFUN2_014704	LOC109426572
OG0005104	AFUN2_013967	LOC109418789
OG0005105	AFUN2_004778	LOC109418814
OG0005106	AFUN2_008450	LOC109418819
OG0005107	AFUN2_001957	LOC109418805
OG0005108	AFUN2_001538	LOC109415076
OG0005109	AFUN2_011489	LOC109414121
OG0005110	AFUN2_001976	LOC109414120
OG0005111	AFUN2_007817	LOC109415075
OG0005112	AFUN2_002948	LOC109403945
OG0005113	AFUN2_013028	LOC109414127
OG0005114	AFUN2_007820	LOC109403726
OG0005115	AFUN2_014311	LOC109403958
OG0005116	AFUN2_003886	LOC109426430
OG0005117	AFUN2_013145	LOC109427510
OG0005118	AFUN2_002415	LOC115264856
OG0005119	AFUN2_006818	LOC109402085
OG0005120	AFUN2_012316	LOC115264855
OG0005121	AFUN2_006785	LOC109414164
OG0005122	AFUN2_010054	LOC109414168
OG0005123	AFUN2_014779	LOC109414165
OG0005124	AFUN2_007126	LOC109414170
OG0005125	AFUN2_010418	LOC109414174
OG0005126	AFUN2_009552	LOC109414175
OG0005127	AFUN2_004181	LOC109414169
OG0005128	AFUN2_006109	LOC109426386, LOC134284610
OG0005129	AFUN2_012740	LOC109403422
OG0005130	AFUN2_004752	LOC109403560
OG0005131	AFUN2_005743	LOC115267914
OG0005132	AFUN2_004869	LOC109423339
OG0005133	AFUN2_008140	LOC115253596
OG0005134	AFUN2_008212	LOC109423332
OG0005135	AFUN2_013365	LOC115265439
OG0005136	AFUN2_009014	LOC109423328
OG0005137	AFUN2_004847	LOC109423331
OG0005138	AFUN2_010509	LOC109423336
OG0005139	AFUN2_001072	LOC134283922
OG0005140	AFUN2_008540	LOC109398535
OG0005141	AFUN2_009287	LOC109416523
OG0005142	AFUN2_013161	LOC115260118
OG0005143	AFUN2_004360	LOC115253562
OG0005145	AFUN2_006315	LOC115260117, LOC109431912
OG0005146	AFUN2_001814	LOC109426525
OG0005147	AFUN2_001232	LOC109426522
OG0005148	AFUN2_004306	LOC109405502
OG0005149	AFUN2_007614	LOC109414614
OG0005150	AFUN2_002593	LOC109427321
OG0005151	AFUN2_009326	LOC109405490
OG0005152	AFUN2_012782	LOC109405638
OG0005153	AFUN2_003635	LOC109430166
OG0005154	AFUN2_000915	LOC115265231
OG0005155	AFUN2_012326	LOC109430167
OG0005156	AFUN2_001718	LOC109430168
OG0005157	AFUN2_013219	LOC109430117
OG0005158	AFUN2_007565	LOC109430169
OG0005159	AFUN2_012469	LOC109428192
OG0005160	AFUN2_004182	LOC109398883
OG0005161	AFUN2_011345	LOC109429236
OG0005162	AFUN2_006278	LOC115269612, LOC109428190
OG0005163	AFUN2_006749	LOC134283902
OG0005164	AFUN2_005545	LOC109428193
OG0005165	AFUN2_007592	LOC109398795
OG0005166	AFUN2_006843	LOC109428196
OG0005167	AFUN2_006450	LOC109425098
OG0005168	AFUN2_006624	LOC109421883
OG0005169	AFUN2_004224	LOC109623365
OG0005170	AFUN2_011525	LOC109426924
OG0005171	AFUN2_011934	LOC109426927
OG0005172	AFUN2_014171	LOC109426905
OG0005173	AFUN2_004262	LOC109413631
OG0005174	AFUN2_010361	LOC109623332
OG0005176	AFUN2_013452	LOC109426895
OG0005177	AFUN2_009179	LOC115269984
OG0005178	AFUN2_007133	LOC109403233
OG0005179	AFUN2_009977	LOC109403193
OG0005180	AFUN2_009414	LOC109402698
OG0005181	AFUN2_005030	LOC109431739
OG0005182	AFUN2_011861	LOC109431742
OG0005183	AFUN2_010924	LOC109420561
OG0005184	AFUN2_008902	LOC109404819
OG0005185	AFUN2_007125	LOC109415653
OG0005186	AFUN2_011013	LOC115259068
OG0005187	AFUN2_013993	LOC109415654
OG0005188	AFUN2_006808	LOC109425042
OG0005189	AFUN2_012931	LOC109425041
OG0005190	AFUN2_009550	LOC109404512
OG0005191	AFUN2_008426	LOC109406320
OG0005192	AFUN2_001016	LOC109404479
OG0005193	AFUN2_005973	LOC109404489
OG0005194	AFUN2_007864	LOC109404495
OG0005196	AFUN2_002466	LOC109406369
OG0005197	AFUN2_006838	LOC115254896
OG0005198	AFUN2_010843	LOC109398703
OG0005199	AFUN2_013769	LOC115258651
OG0005200	AFUN2_005086	LOC109398721
OG0005201	AFUN2_007156	LOC109417070
OG0005202	AFUN2_000979	LOC109414744
OG0005203	AFUN2_003936	LOC109406407
OG0005204	AFUN2_007694	LOC134287618, LOC109430025
OG0005205	AFUN2_009736	LOC109409189
OG0005206	AFUN2_005417	LOC109421518
OG0005207	AFUN2_004406	LOC109421537
OG0005208	AFUN2_004585	LOC109421531
OG0005209	AFUN2_012798	LOC109421519
OG0005210	AFUN2_003036	LOC109421516
OG0005211	AFUN2_004193	LOC109621477
OG0005212	AFUN2_010519	LOC109621450
OG0005213	AFUN2_010538	LOC109621435
OG0005214	AFUN2_014168	LOC109621454
OG0005215	AFUN2_008596	LOC109621434
OG0005216	AFUN2_013419	LOC134284746
OG0005217	AFUN2_006761	LOC109621480
OG0005218	AFUN2_008921	LOC134284747
OG0005219	AFUN2_007634	LOC109621455
OG0005220	AFUN2_011737	LOC109414693
OG0005221	AFUN2_010897	LOC109621236
OG0005222	AFUN2_005653	LOC115254017
OG0005223	AFUN2_013140	LOC109432847
OG0005224	AFUN2_007539	LOC109432839
OG0005225	AFUN2_010218	LOC134291205
OG0005226	AFUN2_013125	LOC115254082
OG0005227	AFUN2_008347	LOC134291228
OG0005228	AFUN2_003483	LOC115261572
OG0005229	AFUN2_009399	LOC115261563
OG0005230	AFUN2_014416	LOC109416616
OG0005231	AFUN2_011938	LOC109432788
OG0005232	AFUN2_006571	LOC109416623
OG0005233	AFUN2_013601	LOC109432765
OG0005234	AFUN2_007646	LOC109432808
OG0005235	AFUN2_002665	LOC109416685
OG0005236	AFUN2_005739	LOC109416493
OG0005237	AFUN2_008591	LOC109416678
OG0005238	AFUN2_007568	LOC109416679
OG0005239	AFUN2_005673	LOC109417548
OG0005240	AFUN2_010953	LOC109410223
OG0005241	AFUN2_010684	LOC115266748
OG0005242	AFUN2_007943	LOC115253744
OG0005243	AFUN2_003561	LOC109432404
OG0005244	AFUN2_010863	LOC109400371, LOC115257435
OG0005245	AFUN2_012535	LOC115266396
OG0005246	AFUN2_009133	LOC115266332
OG0005247	AFUN2_012290	LOC109622265
OG0005248	AFUN2_013408	LOC109414450
OG0005249	AFUN2_006158	LOC109622267
OG0005250	AFUN2_010567	LOC109408854
OG0005251	AFUN2_001229	LOC109407537
OG0005252	AFUN2_004726	LOC109425802
OG0005253	AFUN2_002157	LOC109425803
OG0005254	AFUN2_011643	LOC109407538
OG0005255	AFUN2_010057	LOC109621706
OG0005256	AFUN2_001453	LOC109425709
OG0005257	AFUN2_008574	LOC109422606
OG0005258	AFUN2_003490	LOC109422580
OG0005259	AFUN2_000931	LOC109429439
OG0005260	AFUN2_013884	LOC109429440
OG0005261	AFUN2_012850	LOC109429437
OG0005262	AFUN2_003711	LOC109429438
OG0005263	AFUN2_003272	LOC109425155
OG0005264	AFUN2_004653	LOC109425163
OG0005265	AFUN2_009939	LOC109397801
OG0005266	AFUN2_012913	LOC109418972
OG0005267	AFUN2_010720	LOC109417760
OG0005268	AFUN2_003476	LOC109400498
OG0005269	AFUN2_002383	LOC115259650
OG0005270	AFUN2_013780	LOC109408292
OG0005271	AFUN2_011044	LOC115259649
OG0005272	AFUN2_003428	LOC109400486
OG0005273	AFUN2_012808	LOC109400507
OG0005274	AFUN2_000834	LOC109417311
OG0005275	AFUN2_003449	LOC109413270
OG0005276	AFUN2_003426	LOC115266579
OG0005277	AFUN2_007042	LOC109405987
OG0005278	AFUN2_011153	LOC109411126
OG0005279	AFUN2_005835	LOC109411128
OG0005280	AFUN2_000496	LOC109410730
OG0005281	AFUN2_001166	LOC109410691
OG0005282	AFUN2_007183	LOC109410890
OG0005283	AFUN2_005764	LOC109407253
OG0005284	AFUN2_008398	LOC109621284
OG0005285	AFUN2_006482	LOC109407254
OG0005286	AFUN2_014476	LOC115258685
OG0005287	AFUN2_000649	LOC115258726
OG0005288	AFUN2_014637	LOC109407248
OG0005289	AFUN2_012560	LOC109414312
OG0005290	AFUN2_014573	LOC109622900
OG0005291	AFUN2_006318	LOC109622889
OG0005292	AFUN2_010290	LOC115258588
OG0005293	AFUN2_011484	LOC115258243
OG0005294	AFUN2_003960	LOC109622897
OG0005295	AFUN2_009728	LOC109622894
OG0005296	AFUN2_006801	LOC109410207
OG0005297	AFUN2_005736	LOC109417527
OG0005298	AFUN2_002863	LOC109397248
OG0005300	AFUN2_011743	LOC109407961
OG0005301	AFUN2_011656	LOC109403683
OG0005302	AFUN2_010625	LOC109424108
OG0005303	AFUN2_008446	LOC109424111
OG0005304	AFUN2_007903	LOC109416273
OG0005305	AFUN2_007742	LOC109430250
OG0005306	AFUN2_005847	LOC109412409
OG0005307	AFUN2_013038	LOC109412401
OG0005308	AFUN2_006173	LOC109430287
OG0005309	AFUN2_012097	LOC109415631
OG0005310	AFUN2_014499	LOC109431103
OG0005311	AFUN2_001051	LOC109431144
OG0005312	AFUN2_005552	LOC109415543
OG0005313	AFUN2_002918	LOC109415741
OG0005314	AFUN2_004575	LOC115253976
OG0005315	AFUN2_013862	LOC109431151
OG0005316	AFUN2_003339	LOC115254961
OG0005317	AFUN2_003924	LOC109407549
OG0005318	AFUN2_009667	LOC109407551
OG0005319	AFUN2_007619	LOC109622873
OG0005320	AFUN2_006860	LOC115258081
OG0005321	AFUN2_004038	LOC109622875
OG0005322	AFUN2_004179	LOC109622883
OG0005323	AFUN2_008729	LOC109411710
OG0005324	AFUN2_004129	LOC109411698, LOC134287351
OG0005325	AFUN2_009208	LOC109404606
OG0005326	AFUN2_009777	LOC109411704
OG0005327	AFUN2_001711	LOC109403454
OG0005328	AFUN2_011045	LOC109403451
OG0005329	AFUN2_008253	LOC109433216
OG0005330	AFUN2_003822	LOC109433195
OG0005331	AFUN2_003564	LOC109433182
OG0005332	AFUN2_013039	LOC109403466
OG0005333	AFUN2_010581	LOC109403452
OG0005334	AFUN2_014248	LOC109426951
OG0005335	AFUN2_013405	LOC109414738
OG0005336	AFUN2_007017	LOC134287326
OG0005337	AFUN2_002007	LOC109414739
OG0005338	AFUN2_004955	LOC109421968
OG0005339	AFUN2_009885	LOC109408889
OG0005340	AFUN2_002215	LOC109408227
OG0005341	AFUN2_009203	LOC109408235
OG0005342	AFUN2_012352	LOC109408899
OG0005343	AFUN2_011686	LOC109408226
OG0005344	AFUN2_008456	LOC109408233
OG0005345	AFUN2_007143	LOC109408232
OG0005346	AFUN2_010748	LOC109401059
OG0005347	AFUN2_002467	LOC109408415
OG0005348	AFUN2_014206	LOC109416373
OG0005349	AFUN2_006820	LOC109416397
OG0005350	AFUN2_003780	LOC109401133
OG0005351	AFUN2_009585	LOC109431629
OG0005352	AFUN2_009297	LOC134291135, LOC115260171
OG0005353	AFUN2_005433	LOC109401132
OG0005354	AFUN2_013224	LOC109406377
OG0005355	AFUN2_011461	LOC109411292
OG0005356	AFUN2_011154	LOC109405308
OG0005357	AFUN2_007852	LOC109411293
OG0005358	AFUN2_004502	LOC115264180
OG0005359	AFUN2_003709	LOC109429878
OG0005360	AFUN2_006792	LOC109429880
OG0005361	AFUN2_008533	LOC109415445
OG0005362	AFUN2_003375	LOC109429949
OG0005363	AFUN2_008891	LOC109429955
OG0005364	AFUN2_008610	LOC109415447
OG0005365	AFUN2_011254	LOC109415451
OG0005366	AFUN2_000864	LOC109415452
OG0005367	AFUN2_014442	LOC109415453
OG0005368	AFUN2_013807	LOC109410624
OG0005369	AFUN2_007172	LOC109410639
OG0005370	AFUN2_010611	LOC109410636
OG0005371	AFUN2_008445	LOC109410645
OG0005372	AFUN2_014354	LOC109410628
OG0005373	AFUN2_002852	LOC109420449
OG0005374	AFUN2_014189	LOC109410346
OG0005375	AFUN2_004453	LOC109411759
OG0005376	AFUN2_005167	LOC109404703
OG0005377	AFUN2_004570	LOC109420458
OG0005378	AFUN2_008951	LOC109404691
OG0005379	AFUN2_011060	LOC115259975
OG0005380	AFUN2_002306	LOC109401286
OG0005381	AFUN2_010738	LOC109623281
OG0005382	AFUN2_002635	LOC109401287
OG0005383	AFUN2_013468	LOC109418015
OG0005384	AFUN2_009137	LOC115255337
OG0005386	AFUN2_005436	LOC115264471
OG0005387	AFUN2_000515	LOC134283916
OG0005388	AFUN2_011007	LOC109399212
OG0005389	AFUN2_009426	LOC109399231
OG0005390	AFUN2_001930	LOC109413983
OG0005391	AFUN2_006415	LOC109413982
OG0005392	AFUN2_012719	LOC109421981
OG0005393	AFUN2_011731	LOC109421987
OG0005394	AFUN2_008220	LOC109427500
OG0005395	AFUN2_005494	LOC109425049
OG0005396	AFUN2_006766	LOC109408447
OG0005397	AFUN2_013790	LOC109408450
OG0005398	AFUN2_013375	LOC109419357
OG0005400	AFUN2_004034	LOC109402987
OG0005401	AFUN2_002423	LOC109411792
OG0005402	AFUN2_012128	LOC109403696
OG0005403	AFUN2_007484	LOC109621778
OG0005404	AFUN2_011545	LOC109403746
OG0005405	AFUN2_001346	LOC109405623
OG0005406	AFUN2_003836	LOC109402997
OG0005407	AFUN2_012089	LOC109414707, LOC115255155
OG0005408	AFUN2_002829	LOC134289980
OG0005409	AFUN2_011117	LOC109413067
OG0005410	AFUN2_000536	LOC134284018
OG0005411	AFUN2_006497	LOC134290082
OG0005412	AFUN2_000961	LOC109423086
OG0005413	AFUN2_006672	LOC109423350
OG0005414	AFUN2_012430	LOC109423435
OG0005415	AFUN2_004845	LOC134284328
OG0005416	AFUN2_002937	LOC109423263
OG0005418	AFUN2_012382	LOC109423417
OG0005419	AFUN2_004249	LOC109423425
OG0005420	AFUN2_004852	LOC109414508
OG0005421	AFUN2_013926	LOC109423413
OG0005422	AFUN2_012678	LOC115267959
OG0005423	AFUN2_009888	LOC109423416
OG0005424	AFUN2_014518	LOC109414568
OG0005425	AFUN2_005120	LOC109399730
OG0005426	AFUN2_002453	LOC109427035
OG0005428	AFUN2_007128	LOC109426318
OG0005429	AFUN2_002083	LOC109426322
OG0005430	AFUN2_004843	LOC109405631
OG0005431	AFUN2_001888	LOC109405004
OG0005432	AFUN2_009921	LOC109426316
OG0005433	AFUN2_004639	LOC109406728
OG0005434	AFUN2_010353	LOC109407229
OG0005435	AFUN2_007763	LOC115253517
OG0005436	AFUN2_014121	LOC109426347
OG0005437	AFUN2_000971	LOC109405847
OG0005438	AFUN2_001609	LOC109622904
OG0005439	AFUN2_010475	LOC115264776, LOC109401564
OG0005440	AFUN2_008287	LOC109409731
OG0005441	AFUN2_005437	LOC109409733
OG0005442	AFUN2_011214	LOC115254174
OG0005443	AFUN2_005026	LOC115266517
OG0005444	AFUN2_010672	LOC115257194
OG0005445	AFUN2_010851	LOC109414158
OG0005446	AFUN2_006625	LOC109414152
OG0005447	AFUN2_002599	LOC109414202
OG0005448	AFUN2_012763	LOC109426369
OG0005449	AFUN2_001171	LOC115254465
OG0005450	AFUN2_008141	LOC115257197
OG0005451	AFUN2_000653	LOC115257205
OG0005452	AFUN2_011838	LOC109414203
OG0005453	AFUN2_004325	LOC109414160
