Orthogroup	AfunestusAfunGA1	AsinensisChina
OG0004444	AFUN2_014469	ASIC011962
OG0004445	AFUN2_003697	ASIC011959
OG0004446	AFUN2_001857	ASIC011966
OG0004447	AFUN2_014015	ASIC014269
OG0004448	AFUN2_001702	ASIC011961
OG0004449	AFUN2_007479	ASIC008670
OG0004450	AFUN2_006614	ASIC008671
OG0004451	AFUN2_010858	ASIC013575
OG0004452	AFUN2_003788	ASIC012528
OG0004453	AFUN2_012311	ASIC019964
OG0004454	AFUN2_009289	ASIC018260
OG0004455	AFUN2_005394	ASIC018276
OG0004456	AFUN2_002556	ASIC022301
OG0004457	AFUN2_007458	ASIC018263
OG0004458	AFUN2_012123	ASIC004979
OG0004459	AFUN2_008765	ASIC018272
OG0004460	AFUN2_009242	ASIC018273
OG0004461	AFUN2_014670	ASIC018269
OG0004462	AFUN2_001300	ASIC019943
OG0004463	AFUN2_001374	ASIC017987
OG0004464	AFUN2_013968	ASIC018185
OG0004465	AFUN2_008124	ASIC015924
OG0004466	AFUN2_013566	ASIC018190
OG0004467	AFUN2_007889	ASIC018230
OG0004468	AFUN2_001766	ASIC018189
OG0004469	AFUN2_010658	ASIC004305
OG0004470	AFUN2_014079	ASIC002918
OG0004471	AFUN2_011837	ASIC004327, ASIC004328
OG0004472	AFUN2_006079	ASIC021514
OG0004473	AFUN2_007949	ASIC011095
OG0004474	AFUN2_012851	ASIC021513
OG0004475	AFUN2_004851	ASIC009926
OG0004476	AFUN2_012724	ASIC007568
OG0004477	AFUN2_005916	ASIC007615
OG0004478	AFUN2_012548	ASIC004350
OG0004479	AFUN2_011542	ASIC016376
OG0004480	AFUN2_000465	ASIC021214
OG0004481	AFUN2_002865	ASIC004929
OG0004482	AFUN2_002039	ASIC015201
OG0004484	AFUN2_011075	ASIC004938
OG0004485	AFUN2_006056	ASIC004937
OG0004486	AFUN2_000321	ASIC019494
OG0004487	AFUN2_007700	ASIC004936
OG0004488	AFUN2_006851	ASIC006906
OG0004489	AFUN2_012497	ASIC008234
OG0004490	AFUN2_008806	ASIC014054
OG0004492	AFUN2_014293	ASIC008226
OG0004493	AFUN2_011862	ASIC008235
OG0004494	AFUN2_006875	ASIC008228
OG0004495	AFUN2_010490	ASIC010085
OG0004496	AFUN2_011058	ASIC022229
OG0004497	AFUN2_014091	ASIC017343
OG0004498	AFUN2_013749	ASIC007608
OG0004499	AFUN2_007308	ASIC017013
OG0004500	AFUN2_005637	ASIC003000
OG0004501	AFUN2_004524	ASIC007574
OG0004502	AFUN2_007084	ASIC009707
OG0004503	AFUN2_000986	ASIC016049
OG0004504	AFUN2_006958	ASIC021991
OG0004505	AFUN2_008308	ASIC021993
OG0004506	AFUN2_007277	ASIC021719
OG0004507	AFUN2_003910	ASIC021098
OG0004508	AFUN2_010444	ASIC021986
OG0004510	AFUN2_004913	ASIC021988
OG0004511	AFUN2_009260	ASIC005358
OG0004512	AFUN2_004630	ASIC006338
OG0004513	AFUN2_002658	ASIC016852
OG0004514	AFUN2_013973	ASIC009611
OG0004515	AFUN2_004812	ASIC015084
OG0004516	AFUN2_003744	ASIC007132
OG0004517	AFUN2_013879	ASIC007130
OG0004518	AFUN2_004888	ASIC005357
OG0004519	AFUN2_003587	ASIC019573
OG0004520	AFUN2_003018	ASIC007738
OG0004521	AFUN2_002580	ASIC006132
OG0004522	AFUN2_007270	ASIC013617
OG0004523	AFUN2_011981	ASIC006136
OG0004524	AFUN2_000422	ASIC013618
OG0004525	AFUN2_004522	ASIC013616
OG0004526	AFUN2_000563	ASIC008010
OG0004528	AFUN2_013832	ASIC013627
OG0004529	AFUN2_009345	ASIC017585
OG0004530	AFUN2_008691	ASIC013630
OG0004531	AFUN2_005515	ASIC008552
OG0004532	AFUN2_008759	ASIC008533
OG0004533	AFUN2_014487	ASIC008679
OG0004534	AFUN2_003665	ASIC011507
OG0004535	AFUN2_012645	ASIC008538
OG0004536	AFUN2_013047	ASIC011484
OG0004537	AFUN2_004489	ASIC009324
OG0004538	AFUN2_007959	ASIC002173
OG0004539	AFUN2_005992	ASIC008940
OG0004540	AFUN2_008818	ASIC009291
OG0004541	AFUN2_011651	ASIC017833
OG0004542	AFUN2_001539	ASIC008941
OG0004544	AFUN2_010404	ASIC013370
OG0004545	AFUN2_010052	ASIC011477
OG0004547	AFUN2_005833	ASIC011475
OG0004548	AFUN2_001320	ASIC011476
OG0004549	AFUN2_003527	ASIC013348
OG0004550	AFUN2_014302	ASIC011467
OG0004552	AFUN2_005501	ASIC013269
OG0004553	AFUN2_007532	ASIC020120
OG0004554	AFUN2_011219	ASIC008897
OG0004555	AFUN2_007032	ASIC008887
OG0004556	AFUN2_011867	ASIC005970
OG0004557	AFUN2_002371	ASIC016985
OG0004558	AFUN2_013407	ASIC005971
OG0004559	AFUN2_014430	ASIC016984
OG0004560	AFUN2_001994	ASIC004752
OG0004561	AFUN2_013291	ASIC019232
OG0004562	AFUN2_002331	ASIC015206
OG0004563	AFUN2_007153	ASIC004760
OG0004564	AFUN2_010942	ASIC004785
OG0004565	AFUN2_004446	ASIC004758
OG0004566	AFUN2_013637	ASIC015208
OG0004567	AFUN2_000893	ASIC004756
OG0004568	AFUN2_000631	ASIC004166
OG0004569	AFUN2_002421	ASIC019213
OG0004570	AFUN2_003663	ASIC003225
OG0004571	AFUN2_004645	ASIC015006
OG0004572	AFUN2_002393	ASIC010488
OG0004573	AFUN2_014473	ASIC015004
OG0004574	AFUN2_008452	ASIC007171
OG0004575	AFUN2_010373	ASIC004849
OG0004576	AFUN2_005451	ASIC003223
OG0004577	AFUN2_004884	ASIC015003
OG0004578	AFUN2_010370	ASIC003224
OG0004579	AFUN2_002517	ASIC007348
OG0004580	AFUN2_006526	ASIC007355
OG0004581	AFUN2_005873	ASIC007356
OG0004582	AFUN2_006112	ASIC007352
OG0004583	AFUN2_006331	ASIC007350
OG0004584	AFUN2_002633	ASIC007354
OG0004585	AFUN2_009146	ASIC007345
OG0004586	AFUN2_005986	ASIC006883
OG0004587	AFUN2_003950	ASIC014125
OG0004588	AFUN2_007748	ASIC014126
OG0004589	AFUN2_008188	ASIC014137
OG0004590	AFUN2_011608, AFUN2_000976	ASIC014133
OG0004591	AFUN2_004634	ASIC006885
OG0004592	AFUN2_011239	ASIC006887
OG0004593	AFUN2_002809	ASIC014130
OG0004594	AFUN2_003681	ASIC006678
OG0004595	AFUN2_001203	ASIC020824
OG0004596	AFUN2_009733	ASIC020819
OG0004597	AFUN2_007585	ASIC020817
OG0004598	AFUN2_004834	ASIC020826
OG0004599	AFUN2_010962	ASIC013210
OG0004600	AFUN2_007950	ASIC013321
OG0004601	AFUN2_013362	ASIC004083
OG0004602	AFUN2_014217	ASIC020822
OG0004603	AFUN2_009763	ASIC013211
OG0004604	AFUN2_005321	ASIC020830
OG0004605	AFUN2_005586	ASIC019909
OG0004606	AFUN2_012019	ASIC017424
OG0004607	AFUN2_004994	ASIC013688
OG0004608	AFUN2_004412	ASIC003600
OG0004609	AFUN2_004336	ASIC011994
OG0004610	AFUN2_006927	ASIC006152
OG0004611	AFUN2_011820	ASIC015931
OG0004612	AFUN2_005472	ASIC016745
OG0004613	AFUN2_010222	ASIC003414
OG0004614	AFUN2_007167	ASIC008121
OG0004615	AFUN2_003547	ASIC009292
OG0004616	AFUN2_002177	ASIC003413
OG0004617	AFUN2_003448	ASIC009295
OG0004618	AFUN2_004079	ASIC011698
OG0004619	AFUN2_012867	ASIC019078
OG0004620	AFUN2_000803	ASIC020831
OG0004621	AFUN2_012261	ASIC008007
OG0004623	AFUN2_006515	ASIC014165
OG0004624	AFUN2_013142	ASIC006469
OG0004625	AFUN2_013955	ASIC006468
OG0004626	AFUN2_007630	ASIC006484
OG0004627	AFUN2_013712	ASIC009095
OG0004628	AFUN2_002944	ASIC014166
OG0004629	AFUN2_007490	ASIC006477
OG0004630	AFUN2_006139	ASIC004888
OG0004631	AFUN2_008166	ASIC006486
OG0004632	AFUN2_003038	ASIC017272
OG0004633	AFUN2_013689	ASIC004889
OG0004634	AFUN2_009461	ASIC013555
OG0004635	AFUN2_014182	ASIC013623
OG0004636	AFUN2_001728	ASIC013554
OG0004637	AFUN2_009732	ASIC014544
OG0004638	AFUN2_005414	ASIC014632
OG0004639	AFUN2_006780	ASIC010150
OG0004640	AFUN2_011432	ASIC006600
OG0004641	AFUN2_010585	ASIC013563
OG0004642	AFUN2_007058	ASIC009286
OG0004643	AFUN2_009161	ASIC000090
OG0004644	AFUN2_012701	ASIC015526
OG0004645	AFUN2_003655	ASIC017496
OG0004646	AFUN2_003207	ASIC002444
OG0004647	AFUN2_007647	ASIC021619
OG0004648	AFUN2_000544	ASIC002443
OG0004649	AFUN2_013912	ASIC015061
OG0004650	AFUN2_005797	ASIC021623
OG0004651	AFUN2_011907	ASIC019657
OG0004652	AFUN2_013751	ASIC019651
OG0004653	AFUN2_002260	ASIC019666
OG0004654	AFUN2_004642	ASIC019664
OG0004655	AFUN2_009603	ASIC002441
OG0004656	AFUN2_011800	ASIC017438
OG0004657	AFUN2_007037	ASIC010496
OG0004658	AFUN2_011611	ASIC010343
OG0004659	AFUN2_009495	ASIC021881
OG0004660	AFUN2_004137	ASIC021887
OG0004661	AFUN2_005940	ASIC011157
OG0004662	AFUN2_004057	ASIC003267
OG0004663	AFUN2_000380	ASIC005618
OG0004664	AFUN2_007314	ASIC003260
OG0004665	AFUN2_007994	ASIC015070
OG0004666	AFUN2_000651	ASIC015069
OG0004667	AFUN2_011429	ASIC013752
OG0004668	AFUN2_011931	ASIC015068
OG0004669	AFUN2_013346	ASIC003899
OG0004670	AFUN2_010723	ASIC016201
OG0004672	AFUN2_001348	ASIC009296
OG0004673	AFUN2_014136	ASIC017929
OG0004674	AFUN2_000401	ASIC008622
OG0004675	AFUN2_001468	ASIC005308
OG0004676	AFUN2_008002	ASIC005311
OG0004677	AFUN2_013339	ASIC005305
OG0004678	AFUN2_014218	ASIC012613
OG0004679	AFUN2_006298	ASIC008620
OG0004680	AFUN2_010682	ASIC002627
OG0004681	AFUN2_004920	ASIC005307
OG0004683	AFUN2_013937	ASIC005309
OG0004684	AFUN2_013671	ASIC005310
OG0004685	AFUN2_011505	ASIC005301
OG0004686	AFUN2_006333	ASIC004523
OG0004687	AFUN2_004143	ASIC002625
OG0004688	AFUN2_012428	ASIC006406
OG0004689	AFUN2_003648	ASIC007216
OG0004690	AFUN2_008802	ASIC013071
OG0004691	AFUN2_009587	ASIC014362
OG0004692	AFUN2_002220	ASIC013073
OG0004693	AFUN2_002367	ASIC013072
OG0004694	AFUN2_011076	ASIC007150
OG0004695	AFUN2_013183	ASIC013075
OG0004697	AFUN2_001794	ASIC007205
OG0004698	AFUN2_001226	ASIC006400
OG0004699	AFUN2_004897	ASIC006412
OG0004700	AFUN2_008383	ASIC021798
OG0004701	AFUN2_002156	ASIC014238
OG0004702	AFUN2_011033	ASIC010454
OG0004703	AFUN2_011666	ASIC021807
OG0004704	AFUN2_004590	ASIC010455
OG0004705	AFUN2_013412	ASIC010451
OG0004706	AFUN2_011810	ASIC010459
OG0004707	AFUN2_006089	ASIC010452
OG0004708	AFUN2_007141	ASIC010458
OG0004709	AFUN2_006290	ASIC000805
OG0004710	AFUN2_005524	ASIC000804
OG0004711	AFUN2_004416	ASIC000952
OG0004712	AFUN2_008360	ASIC019138
OG0004713	AFUN2_002397	ASIC005583
OG0004714	AFUN2_006384	ASIC005597
OG0004715	AFUN2_014607	ASIC004802
OG0004716	AFUN2_004589	ASIC005573
OG0004717	AFUN2_010873	ASIC005586
OG0004718	AFUN2_003720	ASIC005576
OG0004719	AFUN2_006503	ASIC000953
OG0004720	AFUN2_000877	ASIC015111
OG0004721	AFUN2_008497	ASIC015120
OG0004722	AFUN2_012953	ASIC006528
OG0004723	AFUN2_001073	ASIC003727
OG0004724	AFUN2_012509	ASIC003731
OG0004725	AFUN2_002654	ASIC016857
OG0004726	AFUN2_001476	ASIC003732
OG0004727	AFUN2_010912	ASIC016844
OG0004728	AFUN2_010642	ASIC016856
OG0004729	AFUN2_014292	ASIC016845
OG0004730	AFUN2_008261	ASIC016840
OG0004731	AFUN2_003695	ASIC016835
OG0004732	AFUN2_002307	ASIC010196
OG0004733	AFUN2_006312	ASIC010204
OG0004734	AFUN2_003570	ASIC003729
OG0004735	AFUN2_000661	ASIC005473
OG0004736	AFUN2_000790	ASIC002019
OG0004737	AFUN2_012155	ASIC005475
OG0004738	AFUN2_011908	ASIC009117
OG0004739	AFUN2_007415	ASIC002021
OG0004740	AFUN2_002352	ASIC002268
OG0004741	AFUN2_009176	ASIC002020
OG0004742	AFUN2_011343	ASIC002022
OG0004743	AFUN2_006755	ASIC005474
OG0004744	AFUN2_002106	ASIC003557
OG0004745	AFUN2_013090	ASIC017169
OG0004746	AFUN2_006262	ASIC003108
OG0004747	AFUN2_006974	ASIC007693
OG0004748	AFUN2_010318	ASIC003103
OG0004749	AFUN2_004386	ASIC007676
OG0004750	AFUN2_005450	ASIC004647
OG0004751	AFUN2_012622	ASIC010125
OG0004752	AFUN2_013835	ASIC014507
OG0004753	AFUN2_008811	ASIC014979
OG0004754	AFUN2_001999	ASIC022217
OG0004755	AFUN2_007530	ASIC017924
OG0004756	AFUN2_008831	ASIC010694
OG0004757	AFUN2_014368	ASIC019868
OG0004758	AFUN2_004823	ASIC002506
OG0004760	AFUN2_002913	ASIC002498
OG0004761	AFUN2_013475	ASIC010688
OG0004762	AFUN2_008645	ASIC010766
OG0004763	AFUN2_002797	ASIC010695
OG0004764	AFUN2_009044	ASIC012759
OG0004766	AFUN2_008564	ASIC010439
OG0004767	AFUN2_009291	ASIC021712
OG0004768	AFUN2_006946	ASIC012765
OG0004769	AFUN2_006010	ASIC003183
OG0004770	AFUN2_006465	ASIC021470
OG0004771	AFUN2_002822	ASIC012777
OG0004772	AFUN2_004409	ASIC012774
OG0004773	AFUN2_011086	ASIC002930
OG0004776	AFUN2_013156	ASIC009764
OG0004777	AFUN2_013014	ASIC020911
OG0004778	AFUN2_011819	ASIC019997
OG0004779	AFUN2_010081	ASIC008913
OG0004780	AFUN2_011140	ASIC020601
OG0004781	AFUN2_002723	ASIC019994
OG0004782	AFUN2_013905	ASIC020920
OG0004783	AFUN2_005551	ASIC007622
OG0004784	AFUN2_006757	ASIC018181
OG0004785	AFUN2_007002	ASIC006821
OG0004786	AFUN2_009693	ASIC006817
OG0004787	AFUN2_003625	ASIC006874
OG0004788	AFUN2_013115	ASIC009252
OG0004789	AFUN2_012717	ASIC007530
OG0004790	AFUN2_007013	ASIC016205
OG0004791	AFUN2_003162	ASIC006871
OG0004792	AFUN2_004769	ASIC006872
OG0004793	AFUN2_006879	ASIC007541
OG0004794	AFUN2_008274	ASIC006876
OG0004795	AFUN2_006162	ASIC022347
OG0004796	AFUN2_007787	ASIC022349
OG0004797	AFUN2_003122	ASIC007897
OG0004798	AFUN2_009877	ASIC022348
OG0004799	AFUN2_005245	ASIC010958
OG0004800	AFUN2_013963	ASIC013665
OG0004801	AFUN2_008460	ASIC007898
OG0004802	AFUN2_008544	ASIC007892
OG0004803	AFUN2_000550	ASIC007891
OG0004804	AFUN2_000497	ASIC011577
OG0004805	AFUN2_001851	ASIC011578
OG0004806	AFUN2_004998	ASIC017944
OG0004807	AFUN2_002486	ASIC008056
OG0004808	AFUN2_008781	ASIC002693
OG0004809	AFUN2_005180	ASIC008058
OG0004810	AFUN2_012031	ASIC017145
OG0004811	AFUN2_014668	ASIC020490
OG0004812	AFUN2_008153	ASIC003987
OG0004813	AFUN2_014633	ASIC003985, ASIC003982
OG0004815	AFUN2_013130	ASIC002272
OG0004816	AFUN2_005221	ASIC019383
OG0004817	AFUN2_004411	ASIC008190
OG0004818	AFUN2_007091	ASIC019371
OG0004819	AFUN2_010050	ASIC019420
OG0004820	AFUN2_004195	ASIC019405
OG0004821	AFUN2_005356	ASIC017866
OG0004822	AFUN2_010473	ASIC011533
OG0004824	AFUN2_013422	ASIC011537
OG0004825	AFUN2_011329	ASIC011550
OG0004826	AFUN2_009312	ASIC011596
OG0004827	AFUN2_009872	ASIC011597
OG0004828	AFUN2_003866	ASIC005154
OG0004829	AFUN2_005936	ASIC013320
OG0004830	AFUN2_009353	ASIC009843
OG0004831	AFUN2_007863	ASIC013470
OG0004832	AFUN2_011776	ASIC017297
OG0004833	AFUN2_000349	ASIC017708
OG0004834	AFUN2_003757	ASIC017294
OG0004835	AFUN2_013057	ASIC017719
OG0004836	AFUN2_002079	ASIC017710
OG0004837	AFUN2_012414	ASIC017720
OG0004838	AFUN2_013243	ASIC017301
OG0004839	AFUN2_009830	ASIC017296
OG0004840	AFUN2_006601	ASIC018867
OG0004841	AFUN2_012407	ASIC021109
OG0004842	AFUN2_011170	ASIC021116
OG0004843	AFUN2_008193	ASIC021110
OG0004844	AFUN2_008295	ASIC014422
OG0004845	AFUN2_007174	ASIC014437
OG0004846	AFUN2_007780	ASIC021111
OG0004847	AFUN2_007556	ASIC021113
OG0004848	AFUN2_008052	ASIC021112
OG0004849	AFUN2_001790	ASIC014075
OG0004850	AFUN2_014568	ASIC008011
OG0004851	AFUN2_011246	ASIC004762
OG0004852	AFUN2_011001	ASIC004471
OG0004853	AFUN2_014154	ASIC003874
OG0004854	AFUN2_000553	ASIC003845
OG0004855	AFUN2_012997	ASIC003872
OG0004856	AFUN2_006858	ASIC003875
OG0004857	AFUN2_007850	ASIC003855
OG0004858	AFUN2_003204	ASIC017334
OG0004859	AFUN2_013166	ASIC022132
OG0004860	AFUN2_005341	ASIC003844
OG0004861	AFUN2_006083	ASIC003876
OG0004862	AFUN2_011597	ASIC003857
OG0004863	AFUN2_003533	ASIC003849
OG0004864	AFUN2_009738	ASIC021124
OG0004865	AFUN2_006271	ASIC021557
OG0004866	AFUN2_003066	ASIC021126
OG0004867	AFUN2_013771	ASIC021125
OG0004868	AFUN2_012824	ASIC005235
OG0004869	AFUN2_005485	ASIC005233
OG0004870	AFUN2_002184	ASIC014857
OG0004871	AFUN2_008488	ASIC020958
OG0004872	AFUN2_009848	ASIC020955
OG0004873	AFUN2_002450	ASIC010483
OG0004874	AFUN2_011281	ASIC014856
OG0004875	AFUN2_014515	ASIC010484
OG0004876	AFUN2_007030	ASIC011009
OG0004877	AFUN2_012358	ASIC007548
OG0004878	AFUN2_012941	ASIC017148
OG0004879	AFUN2_003591	ASIC002903
OG0004880	AFUN2_008844	ASIC017147
OG0004881	AFUN2_001335	ASIC009714
OG0004882	AFUN2_011079	ASIC006303
OG0004883	AFUN2_000752	ASIC007088
OG0004884	AFUN2_000542	ASIC005121
OG0004885	AFUN2_007194	ASIC009341
OG0004886	AFUN2_006342	ASIC011813
OG0004887	AFUN2_014071	ASIC003888
OG0004889	AFUN2_012328	ASIC009338
OG0004890	AFUN2_004660	ASIC015512
OG0004891	AFUN2_008074	ASIC019858
OG0004892	AFUN2_010059	ASIC019847
OG0004893	AFUN2_003292	ASIC019848
OG0004894	AFUN2_014146	ASIC009901
OG0004895	AFUN2_010027	ASIC004176
OG0004896	AFUN2_004105	ASIC012534
OG0004897	AFUN2_011566	ASIC012537
OG0004898	AFUN2_001218	ASIC004172
OG0004899	AFUN2_000460	ASIC000397
OG0004900	AFUN2_012780	ASIC012533
OG0004901	AFUN2_007968	ASIC000333
OG0004902	AFUN2_003735	ASIC012535
OG0004903	AFUN2_012201	ASIC020257
OG0004905	AFUN2_011973	ASIC007060
OG0004906	AFUN2_010582	ASIC021520
OG0004907	AFUN2_008762	ASIC007059
OG0004908	AFUN2_002933	ASIC020268
OG0004910	AFUN2_009938	ASIC008703
OG0004911	AFUN2_009619	ASIC004161
OG0004912	AFUN2_014260	ASIC008702
OG0004913	AFUN2_013352	ASIC010314
OG0004914	AFUN2_012783	ASIC017644
OG0004915	AFUN2_001296	ASIC016299
OG0004916	AFUN2_011720	ASIC016305
OG0004917	AFUN2_006687	ASIC016293
OG0004918	AFUN2_001533	ASIC016312
OG0004919	AFUN2_001991	ASIC007198
OG0004920	AFUN2_002537	ASIC007200
OG0004921	AFUN2_007309	ASIC007186
OG0004922	AFUN2_009988	ASIC007199
OG0004923	AFUN2_006783	ASIC007196
OG0004924	AFUN2_010836	ASIC005074
OG0004925	AFUN2_008739	ASIC021689
OG0004926	AFUN2_008173	ASIC014960
OG0004927	AFUN2_007284	ASIC014963
OG0004928	AFUN2_014645	ASIC015487
OG0004929	AFUN2_014113	ASIC004551
OG0004930	AFUN2_002861	ASIC004540
OG0004931	AFUN2_003070	ASIC004552
OG0004932	AFUN2_006061	ASIC004544
OG0004933	AFUN2_003878	ASIC004563
OG0004934	AFUN2_003135	ASIC004541
OG0004935	AFUN2_005899	ASIC004545
OG0004936	AFUN2_012699	ASIC020867
OG0004937	AFUN2_012440	ASIC014086
OG0004938	AFUN2_014601	ASIC020865
OG0004939	AFUN2_008496	ASIC009873
OG0004940	AFUN2_007597	ASIC020868
OG0004941	AFUN2_011202	ASIC014085
OG0004942	AFUN2_006498	ASIC014709
OG0004943	AFUN2_005837	ASIC020965
OG0004944	AFUN2_001334	ASIC014846
OG0004945	AFUN2_011727	ASIC015250
OG0004946	AFUN2_011991	ASIC015249
OG0004947	AFUN2_013471	ASIC015243
OG0004948	AFUN2_006127	ASIC015251
OG0004949	AFUN2_011713	ASIC000895
OG0004950	AFUN2_002903	ASIC011856
OG0004951	AFUN2_004266	ASIC000896
OG0004952	AFUN2_014350	ASIC012570
OG0004953	AFUN2_000395	ASIC012574
OG0004954	AFUN2_007323	ASIC011581
OG0004955	AFUN2_008187	ASIC002833
OG0004956	AFUN2_004932	ASIC005343
OG0004957	AFUN2_009675	ASIC005345
OG0004958	AFUN2_009445	ASIC002753
OG0004959	AFUN2_007743	ASIC007051
OG0004960	AFUN2_003181	ASIC007050
OG0004961	AFUN2_006383	ASIC008223
OG0004962	AFUN2_006165	ASIC005331
OG0004963	AFUN2_014495	ASIC005342
OG0004964	AFUN2_004020	ASIC004848
OG0004966	AFUN2_006659	ASIC007955
OG0004967	AFUN2_001988	ASIC005047
OG0004969	AFUN2_013711	ASIC004130
OG0004970	AFUN2_009033	ASIC015141
OG0004972	AFUN2_006457	ASIC003511
OG0004973	AFUN2_003244	ASIC012934
OG0004974	AFUN2_012144	ASIC019778
OG0004975	AFUN2_003945	ASIC021222
OG0004976	AFUN2_001110	ASIC004660
OG0004977	AFUN2_008154	ASIC002543
OG0004978	AFUN2_010588	ASIC012666
OG0004979	AFUN2_005159	ASIC012674
OG0004980	AFUN2_006185	ASIC021257
OG0004981	AFUN2_009075	ASIC009200
OG0004982	AFUN2_011614	ASIC009197
OG0004983	AFUN2_013032	ASIC012954
OG0004985	AFUN2_004794	ASIC021246
OG0004986	AFUN2_001276	ASIC012955
OG0004987	AFUN2_009966	ASIC017666
OG0004988	AFUN2_005081	ASIC017693
OG0004989	AFUN2_005555	ASIC017555
OG0004990	AFUN2_003971	ASIC017704
OG0004991	AFUN2_009195	ASIC012295
OG0004992	AFUN2_012802	ASIC012310
OG0004994	AFUN2_012866	ASIC012301
OG0004995	AFUN2_003477	ASIC022200
OG0004996	AFUN2_001742	ASIC014763
OG0004997	AFUN2_002297	ASIC014753
OG0004999	AFUN2_003062	ASIC014799
OG0005000	AFUN2_001809	ASIC014807
OG0005001	AFUN2_011510	ASIC014812
OG0005002	AFUN2_010157	ASIC006785
OG0005003	AFUN2_007081	ASIC006353
OG0005005	AFUN2_011377	ASIC006354
OG0005006	AFUN2_004252	ASIC017020
OG0005007	AFUN2_000985	ASIC010630
OG0005008	AFUN2_014528	ASIC010593
OG0005009	AFUN2_008605	ASIC010641
OG0005010	AFUN2_012211	ASIC012129
OG0005011	AFUN2_002990	ASIC012031
OG0005012	AFUN2_008805	ASIC012140
OG0005013	AFUN2_012989	ASIC006071
OG0005014	AFUN2_010623	ASIC010607
OG0005015	AFUN2_013779	ASIC009992
OG0005016	AFUN2_005786	ASIC009997
OG0005017	AFUN2_014780	ASIC010000
OG0005018	AFUN2_012307	ASIC009981
OG0005019	AFUN2_002239	ASIC020709
OG0005020	AFUN2_007428	ASIC013102
OG0005021	AFUN2_003679	ASIC009983
OG0005022	AFUN2_007908	ASIC013101
OG0005023	AFUN2_000677	ASIC020742
OG0005024	AFUN2_011619	ASIC009995
OG0005025	AFUN2_002183	ASIC015270
OG0005026	AFUN2_006626	ASIC015269
OG0005027	AFUN2_003029	ASIC015340
OG0005028	AFUN2_001610	ASIC015329
OG0005029	AFUN2_009837	ASIC013409
OG0005030	AFUN2_013491	ASIC016206
OG0005031	AFUN2_004968	ASIC011446
OG0005032	AFUN2_012998	ASIC011460
OG0005033	AFUN2_006404	ASIC011442
OG0005034	AFUN2_008673	ASIC011461
OG0005035	AFUN2_013829	ASIC011453
OG0005036	AFUN2_007014	ASIC007269
OG0005037	AFUN2_012496	ASIC007263
OG0005038	AFUN2_007503	ASIC007416
OG0005039	AFUN2_001154	ASIC007252
OG0005040	AFUN2_008194	ASIC007268
OG0005041	AFUN2_006496	ASIC007265
OG0005042	AFUN2_003879	ASIC007262
OG0005043	AFUN2_008081	ASIC007415
OG0005044	AFUN2_001902	ASIC012899
OG0005045	AFUN2_007258	ASIC012913
OG0005046	AFUN2_006603	ASIC012904
OG0005047	AFUN2_012130	ASIC002889
OG0005048	AFUN2_001269	ASIC002894
OG0005049	AFUN2_009037	ASIC002887
OG0005050	AFUN2_010079	ASIC002893
OG0005051	AFUN2_007533	ASIC012911
OG0005052	AFUN2_012752	ASIC002891
OG0005053	AFUN2_009851	ASIC012912
OG0005054	AFUN2_011812	ASIC012985
OG0005055	AFUN2_009695	ASIC011103
OG0005056	AFUN2_002629	ASIC020134
OG0005057	AFUN2_001544	ASIC018986
OG0005058	AFUN2_011646	ASIC011102
OG0005059	AFUN2_014114	ASIC003589
OG0005060	AFUN2_002815	ASIC003570
OG0005061	AFUN2_002300	ASIC003745
OG0005062	AFUN2_011942	ASIC014384
OG0005063	AFUN2_012565	ASIC007227
OG0005064	AFUN2_008022	ASIC007444
OG0005065	AFUN2_010558	ASIC007447
OG0005066	AFUN2_001180	ASIC016004
OG0005067	AFUN2_006067	ASIC022179
OG0005068	AFUN2_004568	ASIC022180
OG0005069	AFUN2_005614	ASIC004286
OG0005071	AFUN2_010278	ASIC020805
OG0005073	AFUN2_007162	ASIC011458
OG0005074	AFUN2_011228	ASIC004287
OG0005075	AFUN2_002843	ASIC011381
OG0005076	AFUN2_013699	ASIC004288
OG0005077	AFUN2_000378	ASIC009955
OG0005078	AFUN2_010747	ASIC017269
OG0005079	AFUN2_011811	ASIC009996
OG0005080	AFUN2_010168	ASIC017265
OG0005081	AFUN2_009529	ASIC017264
OG0005082	AFUN2_001354	ASIC017270
OG0005083	AFUN2_001761	ASIC014665
OG0005084	AFUN2_004260	ASIC009957
OG0005085	AFUN2_006547	ASIC018123
OG0005086	AFUN2_005251	ASIC018124
OG0005087	AFUN2_011378	ASIC018106
OG0005088	AFUN2_009111	ASIC003523
OG0005089	AFUN2_008184	ASIC020816
OG0005090	AFUN2_014701	ASIC012785
OG0005091	AFUN2_009114	ASIC003520
OG0005092	AFUN2_009917	ASIC015105
OG0005093	AFUN2_000699	ASIC016628
OG0005094	AFUN2_005490	ASIC003122
OG0005095	AFUN2_008830	ASIC003117
OG0005096	AFUN2_013620	ASIC003118
OG0005097	AFUN2_008267	ASIC016330
OG0005098	AFUN2_012813	ASIC016331
OG0005099	AFUN2_011758	ASIC016265
OG0005100	AFUN2_002483	ASIC016328
OG0005101	AFUN2_009594	ASIC014855
OG0005102	AFUN2_012840	ASIC016287
OG0005103	AFUN2_014704	ASIC016329
OG0005104	AFUN2_013967	ASIC012022
OG0005105	AFUN2_004778	ASIC004986
OG0005106	AFUN2_008450	ASIC005002
