Orthogroup	AfunestusAfunGA1	AaegyptiLVP_AGWG
OG0004713	AFUN2_002397	AAEL005130
OG0004714	AFUN2_006384	AAEL005142
OG0004715	AFUN2_014607	AAEL005147
OG0004716	AFUN2_004589	AAEL005148
OG0004717	AFUN2_010873	AAEL005149
OG0004718	AFUN2_003720	AAEL005150
OG0004719	AFUN2_006503	AAEL005155
OG0004720	AFUN2_000877	AAEL005162
OG0004721	AFUN2_008497	AAEL005169
OG0004722	AFUN2_012953	AAEL005170
OG0004723	AFUN2_001073	AAEL005175
OG0004724	AFUN2_012509	AAEL005177
OG0004725	AFUN2_002654	AAEL005180
OG0004726	AFUN2_001476	AAEL005187
OG0004727	AFUN2_010912	AAEL005188
OG0004728	AFUN2_010642	AAEL005190
OG0004729	AFUN2_014292	AAEL005201
OG0004730	AFUN2_008261	AAEL005203
OG0004731	AFUN2_003695	AAEL005204
OG0004732	AFUN2_002307	AAEL005208
OG0004733	AFUN2_006312	AAEL005211
OG0004734	AFUN2_003570	AAEL005213
OG0004735	AFUN2_000661	AAEL005215
OG0004736	AFUN2_000790	AAEL005216
OG0004737	AFUN2_012155	AAEL005217
OG0004738	AFUN2_011908	AAEL005224
OG0004739	AFUN2_007415	AAEL005227
OG0004740	AFUN2_002352	AAEL005228
OG0004741	AFUN2_009176	AAEL005230
OG0004742	AFUN2_011343	AAEL005234
OG0004743	AFUN2_006755	AAEL005235
OG0004744	AFUN2_002106	AAEL005252
OG0004745	AFUN2_013090	AAEL005261
OG0004746	AFUN2_006262	AAEL005262
OG0004747	AFUN2_006974	AAEL005271
OG0004748	AFUN2_010318	AAEL005276
OG0004749	AFUN2_004386	AAEL005278
OG0004750	AFUN2_005450	AAEL005281
OG0004751	AFUN2_012622	AAEL005284
OG0004752	AFUN2_013835	AAEL005297
OG0004753	AFUN2_008811	AAEL005303
OG0004754	AFUN2_001999	AAEL005305
OG0004755	AFUN2_007530	AAEL005311
OG0004756	AFUN2_008831	AAEL005313
OG0004757	AFUN2_014368	AAEL005315
OG0004758	AFUN2_004823	AAEL005322
OG0004760	AFUN2_002913	AAEL005329
OG0004761	AFUN2_013475	AAEL005330
OG0004762	AFUN2_008645	AAEL005339
OG0004763	AFUN2_002797	AAEL005341
OG0004764	AFUN2_009044	AAEL005347
OG0004765	AFUN2_012359	AAEL005354
OG0004766	AFUN2_008564	AAEL005355
OG0004767	AFUN2_009291	AAEL005358
OG0004768	AFUN2_006946	AAEL005367
OG0004769	AFUN2_006010	AAEL005383
OG0004770	AFUN2_006465	AAEL005384
OG0004771	AFUN2_002822	AAEL005387
OG0004772	AFUN2_004409	AAEL005390
OG0004773	AFUN2_011086	AAEL005392
OG0004774	AFUN2_014717	AAEL027245, AAEL005399
OG0004775	AFUN2_003752	AAEL005400
OG0004776	AFUN2_013156	AAEL005401
OG0004777	AFUN2_013014	AAEL005403
OG0004778	AFUN2_011819	AAEL005405
OG0004779	AFUN2_010081	AAEL005413
OG0004780	AFUN2_011140	AAEL005422
OG0004781	AFUN2_002723	AAEL005423
OG0004782	AFUN2_013905	AAEL005425
OG0004783	AFUN2_005551	AAEL005429
OG0004784	AFUN2_006757	AAEL005431
OG0004785	AFUN2_007002	AAEL005440
OG0004786	AFUN2_009693	AAEL005444
OG0004787	AFUN2_003625	AAEL005446
OG0004788	AFUN2_013115	AAEL005449
OG0004789	AFUN2_012717	AAEL005451
OG0004790	AFUN2_007013	AAEL005453
OG0004791	AFUN2_003162	AAEL005454
OG0004792	AFUN2_004769	AAEL005455
OG0004793	AFUN2_006879	AAEL005458
OG0004794	AFUN2_008274	AAEL005460
OG0004795	AFUN2_006162	AAEL005463
OG0004796	AFUN2_007787	AAEL005464
OG0004797	AFUN2_003122	AAEL005465
OG0004798	AFUN2_009877	AAEL005466
OG0004799	AFUN2_005245	AAEL005468
OG0004800	AFUN2_013963	AAEL005470
OG0004801	AFUN2_008460	AAEL005473
OG0004802	AFUN2_008544	AAEL005474
OG0004803	AFUN2_000550	AAEL005479
OG0004804	AFUN2_000497	AAEL005481
OG0004805	AFUN2_001851	AAEL005492
OG0004806	AFUN2_004998	AAEL005504
OG0004807	AFUN2_002486	AAEL005507
OG0004808	AFUN2_008781	AAEL005508
OG0004809	AFUN2_005180	AAEL005510
OG0004810	AFUN2_012031	AAEL005521
OG0004811	AFUN2_014668	AAEL005524
OG0004812	AFUN2_008153	AAEL005530
OG0004813	AFUN2_014633	AAEL005531
OG0004814	AFUN2_013984	AAEL005535
OG0004815	AFUN2_013130	AAEL005544
OG0004816	AFUN2_005221	AAEL005558
OG0004817	AFUN2_004411	AAEL005567
OG0004818	AFUN2_007091	AAEL005573
OG0004819	AFUN2_010050	AAEL005575
OG0004820	AFUN2_004195	AAEL005579
OG0004821	AFUN2_005356	AAEL005583
OG0004822	AFUN2_010473	AAEL005604, AAEL005596
OG0004823	AFUN2_007976	AAEL012074, AAEL005598
OG0004824	AFUN2_013422	AAEL005599
OG0004825	AFUN2_011329	AAEL005605
OG0004826	AFUN2_009312	AAEL005618
OG0004827	AFUN2_009872	AAEL005622
OG0004828	AFUN2_003866	AAEL005626
OG0004829	AFUN2_005936	AAEL005629
OG0004830	AFUN2_009353	AAEL005634
OG0004831	AFUN2_007863	AAEL005639
OG0004832	AFUN2_011776	AAEL005643
OG0004833	AFUN2_000349	AAEL005646
OG0004834	AFUN2_003757	AAEL005653
OG0004835	AFUN2_013057	AAEL005655
OG0004836	AFUN2_002079	AAEL005657
OG0004837	AFUN2_012414	AAEL005659
OG0004838	AFUN2_013243	AAEL005662
OG0004839	AFUN2_009830	AAEL005663
OG0004840	AFUN2_006601	AAEL005666
OG0004841	AFUN2_012407	AAEL005678
OG0004842	AFUN2_011170	AAEL005681
OG0004843	AFUN2_008193	AAEL005688
OG0004844	AFUN2_008295	AAEL005690
OG0004845	AFUN2_007174	AAEL005692
OG0004846	AFUN2_007780	AAEL005699
OG0004847	AFUN2_007556	AAEL005706
OG0004848	AFUN2_008052	AAEL005709
OG0004849	AFUN2_001790	AAEL005713
OG0004850	AFUN2_014568	AAEL005719
OG0004851	AFUN2_011246	AAEL005720
OG0004852	AFUN2_011001	AAEL005726
OG0004853	AFUN2_014154	AAEL005728
OG0004854	AFUN2_000553	AAEL005730
OG0004855	AFUN2_012997	AAEL005731
OG0004856	AFUN2_006858	AAEL005732
OG0004857	AFUN2_007850	AAEL005734
OG0004858	AFUN2_003204	AAEL005736
OG0004859	AFUN2_013166	AAEL005739
OG0004860	AFUN2_005341	AAEL005742
OG0004861	AFUN2_006083	AAEL005744
OG0004862	AFUN2_011597	AAEL005754
OG0004863	AFUN2_003533	AAEL005762
OG0004864	AFUN2_009738	AAEL005766
OG0004865	AFUN2_006271	AAEL005769
OG0004866	AFUN2_003066	AAEL005776
OG0004867	AFUN2_013771	AAEL005785
OG0004868	AFUN2_012824	AAEL005787
OG0004869	AFUN2_005485	AAEL005790
OG0004870	AFUN2_002184	AAEL005793
OG0004871	AFUN2_008488	AAEL005796
OG0004872	AFUN2_009848	AAEL005799
OG0004873	AFUN2_002450	AAEL005803
OG0004874	AFUN2_011281	AAEL005813
OG0004875	AFUN2_014515	AAEL005822
OG0004876	AFUN2_007030	AAEL005825
OG0004877	AFUN2_012358	AAEL005826
OG0004878	AFUN2_012941	AAEL005827
OG0004879	AFUN2_003591	AAEL005830
OG0004880	AFUN2_008844	AAEL005831
OG0004881	AFUN2_001335	AAEL005832
OG0004882	AFUN2_011079	AAEL005837
OG0004883	AFUN2_000752	AAEL005839
OG0004884	AFUN2_000542	AAEL005840
OG0004885	AFUN2_007194	AAEL005845
OG0004886	AFUN2_006342	AAEL005850
OG0004887	AFUN2_014071	AAEL005856
OG0004888	AFUN2_002274	AAEL005857
OG0004889	AFUN2_012328	AAEL005861
OG0004890	AFUN2_004660	AAEL005870
OG0004891	AFUN2_008074	AAEL005874
OG0004892	AFUN2_010059	AAEL005879
OG0004893	AFUN2_003292	AAEL005888
OG0004894	AFUN2_014146	AAEL005891, AAEL022858
OG0004895	AFUN2_010027	AAEL005897
OG0004896	AFUN2_004105	AAEL005902
OG0004897	AFUN2_011566	AAEL005904
OG0004898	AFUN2_001218	AAEL005906
OG0004899	AFUN2_000460	AAEL005908
OG0004900	AFUN2_012780	AAEL005909
OG0004901	AFUN2_007968	AAEL005911
OG0004902	AFUN2_003735	AAEL005913
OG0004903	AFUN2_012201	AAEL005915
OG0004904	AFUN2_003429	AAEL005926
OG0004905	AFUN2_011973	AAEL005928
OG0004906	AFUN2_010582	AAEL005929
OG0004907	AFUN2_008762	AAEL005931
OG0004908	AFUN2_002933	AAEL005936
OG0004909	AFUN2_010570	AAEL005939, AAEL020519
OG0004910	AFUN2_009938	AAEL005946
OG0004911	AFUN2_009619	AAEL005947
OG0004912	AFUN2_014260	AAEL005951
OG0004913	AFUN2_013352	AAEL005959
OG0004914	AFUN2_012783	AAEL005968
OG0004915	AFUN2_001296	AAEL005976
OG0004916	AFUN2_011720	AAEL005977
OG0004917	AFUN2_006687	AAEL005980
OG0004918	AFUN2_001533	AAEL005985
OG0004919	AFUN2_001991	AAEL026797, AAEL006001
OG0004920	AFUN2_002537	AAEL006002
OG0004921	AFUN2_007309	AAEL006009
OG0004922	AFUN2_009988	AAEL006010
OG0004923	AFUN2_006783	AAEL006012
OG0004924	AFUN2_010836	AAEL006016
OG0004925	AFUN2_008739	AAEL006022
OG0004926	AFUN2_008173	AAEL006025
OG0004927	AFUN2_007284	AAEL006027
OG0004928	AFUN2_014645	AAEL006036
OG0004929	AFUN2_014113	AAEL006048
OG0004930	AFUN2_002861	AAEL006050
OG0004931	AFUN2_003070	AAEL006051
OG0004932	AFUN2_006061	AAEL006055
OG0004933	AFUN2_003878	AAEL006056
OG0004934	AFUN2_003135	AAEL006059
OG0004935	AFUN2_005899	AAEL006062
OG0004936	AFUN2_012699	AAEL006064
OG0004937	AFUN2_012440	AAEL006065
OG0004938	AFUN2_014601	AAEL006066
OG0004939	AFUN2_008496	AAEL006067
OG0004940	AFUN2_007597	AAEL006069
OG0004941	AFUN2_011202	AAEL006071
OG0004942	AFUN2_006498	AAEL006073
OG0004943	AFUN2_005837	AAEL006080
OG0004944	AFUN2_001334	AAEL006087
OG0004945	AFUN2_011727	AAEL006091
OG0004946	AFUN2_011991	AAEL006098
OG0004947	AFUN2_013471	AAEL006103
OG0004948	AFUN2_006127	AAEL006107
OG0004949	AFUN2_011713	AAEL006115
OG0004950	AFUN2_002903	AAEL006116
OG0004951	AFUN2_004266	AAEL006117
OG0004952	AFUN2_014350	AAEL006118
OG0004953	AFUN2_000395	AAEL006120
OG0004954	AFUN2_007323	AAEL006124
OG0004955	AFUN2_008187	AAEL006125
OG0004956	AFUN2_004932	AAEL006129
OG0004957	AFUN2_009675	AAEL006133
OG0004958	AFUN2_009445	AAEL006134
OG0004959	AFUN2_007743	AAEL006137
OG0004960	AFUN2_003181	AAEL006139
OG0004961	AFUN2_006383	AAEL006140
OG0004962	AFUN2_006165	AAEL006142
OG0004963	AFUN2_014495	AAEL006150
OG0004964	AFUN2_004020	AAEL006154
OG0004965	AFUN2_001340	AAEL006166
OG0004966	AFUN2_006659	AAEL006167
OG0004967	AFUN2_001988	AAEL006175
OG0004968	AFUN2_009942	AAEL006180
OG0004969	AFUN2_013711	AAEL006185
OG0004970	AFUN2_009033	AAEL006189
OG0004971	AFUN2_007730	AAEL006201
OG0004972	AFUN2_006457	AAEL006208
OG0004973	AFUN2_003244	AAEL006219
OG0004974	AFUN2_012144	AAEL006224
OG0004975	AFUN2_003945	AAEL006231
OG0004976	AFUN2_001110	AAEL006234
OG0004977	AFUN2_008154	AAEL006235
OG0004978	AFUN2_010588	AAEL006251
OG0004979	AFUN2_005159	AAEL006254
OG0004980	AFUN2_006185	AAEL006262
OG0004981	AFUN2_009075	AAEL006265
OG0004982	AFUN2_011614	AAEL006267
OG0004983	AFUN2_013032	AAEL006271
OG0004985	AFUN2_004794	AAEL006277
OG0004986	AFUN2_001276	AAEL006282
OG0004987	AFUN2_009966	AAEL006286
OG0004988	AFUN2_005081	AAEL006298
OG0004989	AFUN2_005555	AAEL006299
OG0004990	AFUN2_003971	AAEL006300
OG0004991	AFUN2_009195	AAEL006308
OG0004992	AFUN2_012802	AAEL006310
OG0004993	AFUN2_002558	AAEL006313
OG0004994	AFUN2_012866	AAEL006322
OG0004995	AFUN2_003477	AAEL006329
OG0004996	AFUN2_001742	AAEL006330
OG0004997	AFUN2_002297	AAEL006339
OG0004998	AFUN2_000610	AAEL006341
OG0004999	AFUN2_003062	AAEL006346
OG0005000	AFUN2_001809	AAEL006350
OG0005001	AFUN2_011510	AAEL006352
OG0005002	AFUN2_010157	AAEL006362
OG0005003	AFUN2_007081	AAEL006364
OG0005004	AFUN2_008011	AAEL006370
OG0005005	AFUN2_011377	AAEL006373
OG0005006	AFUN2_004252	AAEL006374
OG0005007	AFUN2_000985	AAEL006400
OG0005008	AFUN2_014528	AAEL006401
OG0005009	AFUN2_008605	AAEL006407
OG0005010	AFUN2_012211	AAEL006409
OG0005011	AFUN2_002990	AAEL006412
OG0005012	AFUN2_008805	AAEL006413
OG0005013	AFUN2_012989	AAEL006419
OG0005014	AFUN2_010623	AAEL006420
OG0005015	AFUN2_013779	AAEL006432
OG0005016	AFUN2_005786	AAEL006433
OG0005017	AFUN2_014780	AAEL006436
OG0005018	AFUN2_012307	AAEL006437
OG0005019	AFUN2_002239	AAEL006438
OG0005020	AFUN2_007428	AAEL006439
OG0005021	AFUN2_003679	AAEL006441
OG0005022	AFUN2_007908	AAEL006446
OG0005023	AFUN2_000677	AAEL006447
OG0005024	AFUN2_011619	AAEL006451
OG0005025	AFUN2_002183	AAEL006453
OG0005026	AFUN2_006626	AAEL006459
OG0005027	AFUN2_003029	AAEL006460
OG0005028	AFUN2_001610	AAEL006462
OG0005029	AFUN2_009837	AAEL006476
OG0005030	AFUN2_013491	AAEL006478
OG0005031	AFUN2_004968	AAEL006480
OG0005032	AFUN2_012998	AAEL006482
OG0005033	AFUN2_006404	AAEL006490
OG0005034	AFUN2_008673	AAEL006491
OG0005035	AFUN2_013829	AAEL006502
OG0005036	AFUN2_007014	AAEL006508
OG0005037	AFUN2_012496	AAEL006509
OG0005038	AFUN2_007503	AAEL006511
OG0005039	AFUN2_001154	AAEL006514
OG0005040	AFUN2_008194	AAEL006516
OG0005041	AFUN2_006496	AAEL006518, AAEL025432
OG0005042	AFUN2_003879	AAEL006520
OG0005043	AFUN2_008081	AAEL006522
OG0005044	AFUN2_001902	AAEL006536
OG0005045	AFUN2_007258	AAEL006539
OG0005046	AFUN2_006603	AAEL006540
OG0005047	AFUN2_012130	AAEL006543
OG0005048	AFUN2_001269	AAEL006547
OG0005049	AFUN2_009037	AAEL006549
OG0005050	AFUN2_010079	AAEL006551
OG0005051	AFUN2_007533	AAEL006552
OG0005052	AFUN2_012752	AAEL006557
OG0005053	AFUN2_009851	AAEL006560
OG0005054	AFUN2_011812	AAEL006564
OG0005055	AFUN2_009695	AAEL006577
OG0005056	AFUN2_002629	AAEL006581
OG0005057	AFUN2_001544	AAEL006582
OG0005058	AFUN2_011646	AAEL006587
OG0005059	AFUN2_014114	AAEL006589
OG0005060	AFUN2_002815	AAEL006597
OG0005061	AFUN2_002300	AAEL006601
OG0005062	AFUN2_011942	AAEL006609
OG0005063	AFUN2_012565	AAEL006610
OG0005064	AFUN2_008022	AAEL006611
OG0005065	AFUN2_010558	AAEL006625
OG0005066	AFUN2_001180	AAEL006634
OG0005067	AFUN2_006067	AAEL006635
OG0005068	AFUN2_004568	AAEL006636
OG0005069	AFUN2_005614	AAEL006646
OG0005070	AFUN2_001691	AAEL006648
OG0005071	AFUN2_010278	AAEL006649
OG0005072	AFUN2_004833	AAEL006652
OG0005073	AFUN2_007162	AAEL006653
OG0005074	AFUN2_011228	AAEL006654
OG0005075	AFUN2_002843	AAEL006655
OG0005076	AFUN2_013699	AAEL006660
OG0005077	AFUN2_000378	AAEL006663
OG0005078	AFUN2_010747	AAEL006666
OG0005079	AFUN2_011811	AAEL006667
OG0005080	AFUN2_010168	AAEL006669
OG0005081	AFUN2_009529	AAEL006676
OG0005082	AFUN2_001354	AAEL006677
OG0005083	AFUN2_001761	AAEL006682
OG0005084	AFUN2_004260	AAEL006685
OG0005085	AFUN2_006547	AAEL006693
OG0005086	AFUN2_005251	AAEL006698
OG0005087	AFUN2_011378	AAEL006705
OG0005088	AFUN2_009111	AAEL006707
OG0005089	AFUN2_008184	AAEL006711
OG0005090	AFUN2_014701	AAEL006712
OG0005091	AFUN2_009114	AAEL006713
OG0005092	AFUN2_009917	AAEL006715
OG0005093	AFUN2_000699	AAEL006717
OG0005094	AFUN2_005490	AAEL006723
OG0005095	AFUN2_008830	AAEL006724
OG0005096	AFUN2_013620	AAEL006725
OG0005097	AFUN2_008267	AAEL006727
OG0005098	AFUN2_012813	AAEL006733
OG0005099	AFUN2_011758	AAEL006735
OG0005100	AFUN2_002483	AAEL006736
OG0005101	AFUN2_009594	AAEL006740
OG0005102	AFUN2_012840	AAEL006747
OG0005103	AFUN2_014704	AAEL006755
OG0005104	AFUN2_013967	AAEL006760
OG0005105	AFUN2_004778	AAEL006762
OG0005106	AFUN2_008450	AAEL006771
OG0005107	AFUN2_001957	AAEL006779
OG0005108	AFUN2_001538	AAEL006782
OG0005109	AFUN2_011489	AAEL006788
OG0005110	AFUN2_001976	AAEL006789
OG0005111	AFUN2_007817	AAEL006791
OG0005112	AFUN2_002948	AAEL006794
OG0005113	AFUN2_013028	AAEL006799
OG0005114	AFUN2_007820	AAEL006800
OG0005115	AFUN2_014311	AAEL006801
OG0005116	AFUN2_003886	AAEL006808
OG0005117	AFUN2_013145	AAEL006819
OG0005118	AFUN2_002415	AAEL006820
OG0005119	AFUN2_006818	AAEL006824
OG0005120	AFUN2_012316	AAEL006826
OG0005121	AFUN2_006785	AAEL006833
OG0005122	AFUN2_010054	AAEL006834
OG0005123	AFUN2_014779	AAEL006836
OG0005124	AFUN2_007126	AAEL006843
OG0005125	AFUN2_010418	AAEL006845
OG0005126	AFUN2_009552	AAEL006847
OG0005127	AFUN2_004181	AAEL006848
OG0005128	AFUN2_006109	AAEL006855
OG0005129	AFUN2_012740	AAEL006867
OG0005130	AFUN2_004752	AAEL006870
OG0005131	AFUN2_005743	AAEL006872
OG0005132	AFUN2_004869	AAEL006879
OG0005133	AFUN2_008140	AAEL006880
OG0005134	AFUN2_008212	AAEL006881
OG0005135	AFUN2_013365	AAEL006884
OG0005136	AFUN2_009014	AAEL006885
OG0005137	AFUN2_004847	AAEL006888
OG0005138	AFUN2_010509	AAEL006890
OG0005139	AFUN2_001072	AAEL006895
OG0005140	AFUN2_008540	AAEL006905
OG0005141	AFUN2_009287	AAEL006908
OG0005142	AFUN2_013161	AAEL006910
OG0005143	AFUN2_004360	AAEL006912
OG0005144	AFUN2_012710	AAEL006915
OG0005145	AFUN2_006315	AAEL006922
OG0005146	AFUN2_001814	AAEL006928
OG0005147	AFUN2_001232	AAEL006934
OG0005148	AFUN2_004306	AAEL006936, AAEL006949
OG0005149	AFUN2_007614	AAEL006938
OG0005150	AFUN2_002593	AAEL006946
OG0005151	AFUN2_009326	AAEL006956
OG0005152	AFUN2_012782	AAEL006958
OG0005153	AFUN2_003635	AAEL006963
OG0005154	AFUN2_000915	AAEL006969
OG0005155	AFUN2_012326	AAEL006972
OG0005156	AFUN2_001718	AAEL006973
OG0005157	AFUN2_013219	AAEL006975
OG0005158	AFUN2_007565	AAEL006976
OG0005159	AFUN2_012469	AAEL006991
OG0005160	AFUN2_004182	AAEL024395, AAEL007004
OG0005161	AFUN2_011345	AAEL007011
OG0005162	AFUN2_006278	AAEL007015
OG0005163	AFUN2_006749	AAEL024885, AAEL007026, AAEL007017
OG0005164	AFUN2_005545	AAEL007018
OG0005165	AFUN2_007592	AAEL007019
OG0005166	AFUN2_006843	AAEL007023
OG0005167	AFUN2_006450	AAEL007029
OG0005168	AFUN2_006624	AAEL007038
OG0005169	AFUN2_004224	AAEL007041
OG0005170	AFUN2_011525	AAEL007042
OG0005171	AFUN2_011934	AAEL007043
OG0005172	AFUN2_014171	AAEL007050
OG0005173	AFUN2_004262	AAEL007056
OG0005174	AFUN2_010361	AAEL007062
OG0005176	AFUN2_013452	AAEL007069
OG0005177	AFUN2_009179	AAEL007084
OG0005178	AFUN2_007133	AAEL007088
OG0005179	AFUN2_009977	AAEL007092
OG0005180	AFUN2_009414	AAEL007100
OG0005181	AFUN2_005030	AAEL007104
OG0005182	AFUN2_011861	AAEL007105
OG0005183	AFUN2_010924	AAEL007114
OG0005184	AFUN2_008902	AAEL007120
OG0005185	AFUN2_007125	AAEL007127
OG0005186	AFUN2_011013	AAEL007129
OG0005187	AFUN2_013993	AAEL007130
OG0005188	AFUN2_006808	AAEL007132
OG0005189	AFUN2_012931	AAEL007137
OG0005190	AFUN2_009550	AAEL007149
OG0005191	AFUN2_008426	AAEL007158
OG0005192	AFUN2_001016	AAEL007160
OG0005193	AFUN2_005973	AAEL007162
OG0005194	AFUN2_007864	AAEL007164
OG0005196	AFUN2_002466	AAEL007184
OG0005197	AFUN2_006838	AAEL007185
OG0005198	AFUN2_010843	AAEL007189
OG0005199	AFUN2_013769	AAEL007191
OG0005200	AFUN2_005086	AAEL007196
OG0005201	AFUN2_007156	AAEL007200
OG0005202	AFUN2_000979	AAEL007203
OG0005203	AFUN2_003936	AAEL007206
OG0005204	AFUN2_007694	AAEL007211
OG0005205	AFUN2_009736	AAEL007221
OG0005206	AFUN2_005417	AAEL007227
OG0005207	AFUN2_004406	AAEL007235
OG0005208	AFUN2_004585	AAEL007237
OG0005209	AFUN2_012798	AAEL007239
OG0005210	AFUN2_003036	AAEL007240
OG0005211	AFUN2_004193	AAEL007247
OG0005212	AFUN2_010519	AAEL007252
OG0005213	AFUN2_010538	AAEL007253
OG0005214	AFUN2_014168	AAEL007256
OG0005215	AFUN2_008596	AAEL007258
OG0005216	AFUN2_013419	AAEL007259
OG0005217	AFUN2_006761	AAEL007260
OG0005218	AFUN2_008921	AAEL007261
OG0005219	AFUN2_007634	AAEL007267
OG0005220	AFUN2_011737	AAEL007268
OG0005221	AFUN2_010897	AAEL007271
OG0005222	AFUN2_005653	AAEL007279
OG0005223	AFUN2_013140	AAEL007286
OG0005224	AFUN2_007539	AAEL007288
OG0005225	AFUN2_010218	AAEL007290
OG0005226	AFUN2_013125	AAEL007292
OG0005227	AFUN2_008347	AAEL007302
OG0005228	AFUN2_003483	AAEL007303
OG0005229	AFUN2_009399	AAEL007304
OG0005230	AFUN2_014416	AAEL007305
OG0005231	AFUN2_011938	AAEL007306
OG0005232	AFUN2_006571	AAEL007307
OG0005233	AFUN2_013601	AAEL007309
OG0005234	AFUN2_007646	AAEL007310
OG0005235	AFUN2_002665	AAEL007313
OG0005236	AFUN2_005739	AAEL007316
OG0005237	AFUN2_008591	AAEL007317
OG0005238	AFUN2_007568	AAEL007321
OG0005239	AFUN2_005673	AAEL007328
OG0005240	AFUN2_010953	AAEL007329
OG0005241	AFUN2_010684	AAEL007332
OG0005242	AFUN2_007943	AAEL007342
OG0005243	AFUN2_003561	AAEL007354
OG0005244	AFUN2_010863	AAEL007355
OG0005245	AFUN2_012535	AAEL007366
OG0005246	AFUN2_009133	AAEL007372
OG0005247	AFUN2_012290	AAEL007373
OG0005248	AFUN2_013408	AAEL007374
OG0005249	AFUN2_006158	AAEL007382
OG0005250	AFUN2_010567	AAEL007387
OG0005251	AFUN2_001229	AAEL007392
OG0005252	AFUN2_004726	AAEL007393
OG0005253	AFUN2_002157	AAEL007397
OG0005254	AFUN2_011643	AAEL007401
OG0005255	AFUN2_010057	AAEL007410
OG0005256	AFUN2_001453	AAEL007414
OG0005257	AFUN2_008574	AAEL007422
OG0005258	AFUN2_003490	AAEL007423
OG0005259	AFUN2_000931	AAEL007439
OG0005260	AFUN2_013884	AAEL007441
OG0005261	AFUN2_012850	AAEL007442
OG0005262	AFUN2_003711	AAEL007443
OG0005263	AFUN2_003272	AAEL007451
OG0005264	AFUN2_004653	AAEL007452
OG0005265	AFUN2_009939	AAEL007462
OG0005266	AFUN2_012913	AAEL007472
OG0005267	AFUN2_010720	AAEL007480
OG0005268	AFUN2_003476	AAEL007481
OG0005269	AFUN2_002383	AAEL007482
OG0005270	AFUN2_013780	AAEL007483
OG0005271	AFUN2_011044	AAEL007484
OG0005272	AFUN2_003428	AAEL007493
OG0005273	AFUN2_012808	AAEL007495
OG0005274	AFUN2_000834	AAEL007502
OG0005275	AFUN2_003449	AAEL007509
OG0005276	AFUN2_003426	AAEL007521
OG0005277	AFUN2_007042	AAEL007523
OG0005278	AFUN2_011153	AAEL007525
OG0005279	AFUN2_005835	AAEL007526
OG0005280	AFUN2_000496	AAEL007534
OG0005281	AFUN2_001166	AAEL007535
OG0005282	AFUN2_007183	AAEL007539
OG0005283	AFUN2_005764	AAEL007542
OG0005284	AFUN2_008398	AAEL007547
OG0005285	AFUN2_006482	AAEL007548
OG0005286	AFUN2_014476	AAEL007549
OG0005287	AFUN2_000649	AAEL007554
OG0005288	AFUN2_014637	AAEL007555
OG0005289	AFUN2_012560	AAEL024676, AAEL007556
OG0005290	AFUN2_014573	AAEL007558
OG0005291	AFUN2_006318	AAEL007559
OG0005292	AFUN2_010290	AAEL007560
OG0005293	AFUN2_011484	AAEL007562
OG0005294	AFUN2_003960	AAEL007563
OG0005295	AFUN2_009728	AAEL007566
OG0005296	AFUN2_006801	AAEL007572, AAEL020170
OG0005297	AFUN2_005736	AAEL007573
OG0005298	AFUN2_002863	AAEL007579
OG0005300	AFUN2_011743	AAEL007624
OG0005301	AFUN2_011656	AAEL007626
OG0005302	AFUN2_010625	AAEL007633
OG0005303	AFUN2_008446	AAEL007634
OG0005304	AFUN2_007903	AAEL007637
OG0005305	AFUN2_007742	AAEL007641
OG0005306	AFUN2_005847	AAEL007642
OG0005307	AFUN2_013038	AAEL007644
OG0005308	AFUN2_006173	AAEL007646
OG0005309	AFUN2_012097	AAEL007651
OG0005310	AFUN2_014499	AAEL007653
OG0005311	AFUN2_001051	AAEL007656
OG0005312	AFUN2_005552	AAEL007657
OG0005313	AFUN2_002918	AAEL007658
OG0005314	AFUN2_004575	AAEL007660
OG0005315	AFUN2_013862	AAEL007661
OG0005316	AFUN2_003339	AAEL007670
OG0005317	AFUN2_003924	AAEL007672
OG0005318	AFUN2_009667	AAEL007674
OG0005319	AFUN2_007619	AAEL007684
OG0005320	AFUN2_006860	AAEL007687, AAEL028226
OG0005321	AFUN2_004038	AAEL007690
OG0005322	AFUN2_004179	AAEL007693
OG0005323	AFUN2_008729	AAEL007701
OG0005324	AFUN2_004129	AAEL007702
OG0005325	AFUN2_009208	AAEL007705
OG0005326	AFUN2_009777	AAEL007707
OG0005327	AFUN2_001711	AAEL007713
OG0005328	AFUN2_011045	AAEL007715
OG0005329	AFUN2_008253	AAEL007716
OG0005330	AFUN2_003822	AAEL007717
OG0005331	AFUN2_003564	AAEL007718
OG0005332	AFUN2_013039	AAEL007720
OG0005333	AFUN2_010581	AAEL007725
OG0005334	AFUN2_014248	AAEL007729
OG0005335	AFUN2_013405	AAEL007730
OG0005336	AFUN2_007017	AAEL007738
OG0005337	AFUN2_002007	AAEL007739
OG0005338	AFUN2_004955	AAEL007750
OG0005339	AFUN2_009885	AAEL007763
OG0005340	AFUN2_002215	AAEL007765
OG0005341	AFUN2_009203	AAEL007767
OG0005342	AFUN2_012352	AAEL007768
OG0005343	AFUN2_011686	AAEL007771
OG0005344	AFUN2_008456	AAEL007772
OG0005345	AFUN2_007143	AAEL007773
OG0005346	AFUN2_010748	AAEL007777
OG0005347	AFUN2_002467	AAEL007787
