Orthogroup	AfunestusAfunGA1	AgambiaePEST
OG0004094	AFUN2_003058	AGAP002472
OG0004095	AFUN2_009234	AGAP003430
OG0004096	AFUN2_007836	AGAP008096
OG0004097	AFUN2_012683	AGAP002350
OG0004098	AFUN2_009546	AGAP003431
OG0004099	AFUN2_008623	AGAP003080
OG0004100	AFUN2_011287	AGAP002471
OG0004101	AFUN2_007298	AGAP029614
OG0004102	AFUN2_007015	AGAP002347
OG0004103	AFUN2_006567	AGAP000393
OG0004104	AFUN2_005941	AGAP002618
OG0004105	AFUN2_006629	AGAP002614
OG0004106	AFUN2_012135	AGAP002610
OG0004107	AFUN2_003376	AGAP002473
OG0004108	AFUN2_008649	AGAP006269
OG0004109	AFUN2_009443	AGAP004766
OG0004110	AFUN2_005241	AGAP004767
OG0004111	AFUN2_003056	AGAP007169
OG0004112	AFUN2_012756	AGAP004765
OG0004113	AFUN2_008305	AGAP005980
OG0004114	AFUN2_007045	AGAP000044
OG0004115	AFUN2_008627	AGAP000021
OG0004116	AFUN2_004623	AGAP000781
OG0004117	AFUN2_002387	AGAP003425
OG0004118	AFUN2_010936	AGAP006160
OG0004119	AFUN2_012484	AGAP004071
OG0004120	AFUN2_010834	AGAP001630
OG0004121	AFUN2_001329	AGAP001629
OG0004122	AFUN2_004401	AGAP001624
OG0004123	AFUN2_002730	AGAP004069
OG0004124	AFUN2_004070	AGAP003445
OG0004125	AFUN2_014686	AGAP001637
OG0004126	AFUN2_010529	AGAP003441
OG0004127	AFUN2_014297	AGAP001627
OG0004128	AFUN2_006986	AGAP001623
OG0004129	AFUN2_012776	AGAP004070
OG0004130	AFUN2_013728	AGAP001633
OG0004131	AFUN2_006704	AGAP004077
OG0004132	AFUN2_008341	AGAP001625
OG0004133	AFUN2_006272	AGAP001632
OG0004134	AFUN2_011702	AGAP012326
OG0004135	AFUN2_000672	AGAP011795
OG0004136	AFUN2_000352	AGAP029289
OG0004137	AFUN2_006320	AGAP011796
OG0004138	AFUN2_010407	AGAP006363
OG0004139	AFUN2_008195	AGAP028198
OG0004140	AFUN2_012517	AGAP003836
OG0004141	AFUN2_011681	AGAP008737
OG0004142	AFUN2_006357	AGAP008748
OG0004143	AFUN2_009818	AGAP008781
OG0004144	AFUN2_011380	AGAP008780
OG0004145	AFUN2_004655	AGAP008783
OG0004146	AFUN2_014526	AGAP008785
OG0004147	AFUN2_007657	AGAP007921
OG0004148	AFUN2_011670	AGAP007920
OG0004149	AFUN2_002137	AGAP007934
OG0004150	AFUN2_004341	AGAP001746
OG0004151	AFUN2_011335	AGAP002227
OG0004152	AFUN2_000377	AGAP011218
OG0004153	AFUN2_007437	AGAP001748
OG0004154	AFUN2_012314	AGAP007520
OG0004155	AFUN2_005256	AGAP005816
OG0004156	AFUN2_013820	AGAP007519
OG0004157	AFUN2_009392	AGAP004642
OG0004158	AFUN2_010309	AGAP007621
OG0004159	AFUN2_000907	AGAP000215
OG0004160	AFUN2_011393	AGAP004643
OG0004161	AFUN2_005492	AGAP013063
OG0004162	AFUN2_014557	AGAP005576
OG0004163	AFUN2_008304	AGAP001800
OG0004164	AFUN2_014372	AGAP003243
OG0004165	AFUN2_012784	AGAP001796
OG0004166	AFUN2_007193	AGAP001801
OG0004167	AFUN2_007233	AGAP001797
OG0004168	AFUN2_005318	AGAP004055
OG0004169	AFUN2_012606	AGAP004057
OG0004170	AFUN2_002531	AGAP004052
OG0004171	AFUN2_004940	AGAP001794
OG0004172	AFUN2_002746	AGAP001795
OG0004173	AFUN2_011493	AGAP002909
OG0004174	AFUN2_012394	AGAP004417
OG0004175	AFUN2_008469	AGAP004614
OG0004176	AFUN2_007610	AGAP002606
OG0004177	AFUN2_003688	AGAP004391
OG0004178	AFUN2_008368	AGAP004416
OG0004179	AFUN2_010579	AGAP004615
OG0004180	AFUN2_013646	AGAP002396
OG0004181	AFUN2_011722	AGAP003461
OG0004182	AFUN2_000433	AGAP004412
OG0004183	AFUN2_007972	AGAP011057
OG0004184	AFUN2_005038	AGAP004408
OG0004185	AFUN2_001267	AGAP004616
OG0004186	AFUN2_008093	AGAP011394
OG0004187	AFUN2_007070	AGAP004488
OG0004188	AFUN2_003857	AGAP011829
OG0004189	AFUN2_002885	AGAP012083, AGAP012080
OG0004190	AFUN2_002479	AGAP012100
OG0004191	AFUN2_010383	AGAP011828
OG0004192	AFUN2_010789	AGAP011830
OG0004193	AFUN2_002743	AGAP012104
OG0004194	AFUN2_013221	AGAP011395
OG0004195	AFUN2_004859	AGAP029299
OG0004196	AFUN2_008534	AGAP011096
OG0004197	AFUN2_011177	AGAP004543
OG0004198	AFUN2_003529	AGAP001418
OG0004199	AFUN2_005990	AGAP003323
OG0004200	AFUN2_005228	AGAP001419
OG0004201	AFUN2_001863	AGAP003325
OG0004202	AFUN2_012048	AGAP000565
OG0004203	AFUN2_009449	AGAP000566
OG0004204	AFUN2_013988	AGAP008428
OG0004205	AFUN2_014782	AGAP000070
OG0004206	AFUN2_011314	AGAP000602
OG0004207	AFUN2_010649	AGAP013275
OG0004208	AFUN2_012984	AGAP000603
OG0004209	AFUN2_009845	AGAP000405
OG0004210	AFUN2_003552	AGAP000440
OG0004211	AFUN2_010181	AGAP000563
OG0004212	AFUN2_014279	AGAP011987
OG0004213	AFUN2_004405	AGAP010411
OG0004214	AFUN2_006102	AGAP000250
OG0004215	AFUN2_000606	AGAP000864
OG0004216	AFUN2_013399	AGAP000686
OG0004217	AFUN2_006276	AGAP000251
OG0004218	AFUN2_011872	AGAP000813
OG0004219	AFUN2_012753	AGAP012077
OG0004220	AFUN2_011756	AGAP003471
OG0004221	AFUN2_007554	AGAP003470
OG0004222	AFUN2_006797	AGAP003469
OG0004223	AFUN2_007457	AGAP003475
OG0004224	AFUN2_008288	AGAP003368
OG0004225	AFUN2_007828	AGAP001435
OG0004226	AFUN2_006805	AGAP001433
OG0004227	AFUN2_012750	AGAP003927
OG0004228	AFUN2_007751	AGAP012731, AGAP002019
OG0004229	AFUN2_002507	AGAP013418
OG0004230	AFUN2_010336	AGAP003372
OG0004231	AFUN2_009389	AGAP002028
OG0004232	AFUN2_001933	AGAP000649
OG0004233	AFUN2_010833	AGAP000234
OG0004234	AFUN2_004322	AGAP000232
OG0004235	AFUN2_003214	AGAP010089
OG0004236	AFUN2_008621	AGAP000223
OG0004237	AFUN2_007726	AGAP000344
OG0004238	AFUN2_003707	AGAP001082
OG0004239	AFUN2_012018	AGAP000820
OG0004240	AFUN2_005357	AGAP005734
OG0004241	AFUN2_014536	AGAP005737
OG0004242	AFUN2_000370	AGAP005736
OG0004243	AFUN2_007535	AGAP005738
OG0004244	AFUN2_013371	AGAP006358
OG0004245	AFUN2_012865	AGAP006237
OG0004246	AFUN2_013698	AGAP005341
OG0004247	AFUN2_011832	AGAP008315
OG0004248	AFUN2_014212	AGAP006359
OG0004249	AFUN2_014540	AGAP005732
OG0004250	AFUN2_007914	AGAP007135
OG0004251	AFUN2_004414	AGAP007131
OG0004252	AFUN2_011465	AGAP007130
OG0004253	AFUN2_011403	AGAP002047
OG0004254	AFUN2_007123	AGAP011227
OG0004255	AFUN2_003930	AGAP006263
OG0004256	AFUN2_003388	AGAP006264
OG0004257	AFUN2_003698	AGAP003570
OG0004258	AFUN2_001664	AGAP008725
OG0004259	AFUN2_004265	AGAP011355
OG0004260	AFUN2_014291	AGAP011749
OG0004261	AFUN2_007378	AGAP012030
OG0004262	AFUN2_010641	AGAP011750
OG0004263	AFUN2_001455	AGAP010179
OG0004264	AFUN2_007338	AGAP029078
OG0004265	AFUN2_013478	AGAP010183
OG0004266	AFUN2_001337	AGAP004079
OG0004267	AFUN2_006622	AGAP001670
OG0004268	AFUN2_003740	AGAP003416
OG0004269	AFUN2_006894	AGAP003398
OG0004270	AFUN2_012786	AGAP001715
OG0004271	AFUN2_010626	AGAP001713
OG0004272	AFUN2_006845	AGAP009651
OG0004273	AFUN2_009670	AGAP006993
OG0004274	AFUN2_005065	AGAP005270
OG0004275	AFUN2_009940	AGAP004856
OG0004276	AFUN2_013910	AGAP008272
OG0004277	AFUN2_009760	AGAP009166
OG0004278	AFUN2_013159	AGAP005277
OG0004279	AFUN2_003415	AGAP005273
OG0004280	AFUN2_002449	AGAP005275
OG0004281	AFUN2_010945	AGAP009165
OG0004282	AFUN2_005919	AGAP009880
OG0004283	AFUN2_013806	AGAP005267
OG0004284	AFUN2_001785	AGAP005288
OG0004285	AFUN2_007575	AGAP010386
OG0004286	AFUN2_007344	AGAP010382
OG0004287	AFUN2_010909	AGAP011309
OG0004288	AFUN2_013011	AGAP010383
OG0004289	AFUN2_006885	AGAP011414
OG0004290	AFUN2_002855	AGAP008152
OG0004291	AFUN2_002410	AGAP009067
OG0004292	AFUN2_009068	AGAP008147
OG0004293	AFUN2_001085	AGAP008148
OG0004294	AFUN2_006756	AGAP008165
OG0004295	AFUN2_003571	AGAP006807
OG0004296	AFUN2_003861	AGAP008146
OG0004297	AFUN2_006087	AGAP001941
OG0004298	AFUN2_005663	AGAP001859
OG0004299	AFUN2_005306	AGAP001944
OG0004300	AFUN2_000371	AGAP001948
OG0004301	AFUN2_009180	AGAP001862
OG0004302	AFUN2_010825	AGAP002120
OG0004303	AFUN2_009019	AGAP001871
OG0004304	AFUN2_001376	AGAP002127
OG0004305	AFUN2_006251	AGAP002118
OG0004306	AFUN2_013004	AGAP001870
OG0004307	AFUN2_009265	AGAP002123
OG0004308	AFUN2_010152	AGAP013033
OG0004309	AFUN2_008182	AGAP001947
OG0004310	AFUN2_011629	AGAP002122
OG0004311	AFUN2_004264	AGAP002121
OG0004312	AFUN2_009015	AGAP011940
OG0004313	AFUN2_001802	AGAP011947
OG0004314	AFUN2_012646	AGAP011946
OG0004315	AFUN2_009635	AGAP011422
OG0004316	AFUN2_005634	AGAP011765
OG0004317	AFUN2_014258	AGAP011938
OG0004318	AFUN2_008361	AGAP011751
OG0004319	AFUN2_007644	AGAP011936
OG0004320	AFUN2_012296	AGAP000849
OG0004321	AFUN2_011447	AGAP011937
OG0004322	AFUN2_007104	AGAP011424
OG0004323	AFUN2_010697	AGAP028038
OG0004324	AFUN2_009651	AGAP011423
OG0004325	AFUN2_011462	AGAP029519
OG0004326	AFUN2_009767	AGAP029472
OG0004327	AFUN2_003768	AGAP011756
OG0004328	AFUN2_005420	AGAP011944
OG0004329	AFUN2_005058	AGAP011843
OG0004330	AFUN2_012392	AGAP011425
OG0004331	AFUN2_010225	AGAP007306
OG0004332	AFUN2_001424	AGAP007727
OG0004333	AFUN2_006599	AGAP012204
OG0004334	AFUN2_013616	AGAP010430, AGAP029282
OG0004335	AFUN2_001805	AGAP011452
OG0004336	AFUN2_013025	AGAP011879
OG0004337	AFUN2_013222	AGAP010395
OG0004338	AFUN2_008076	AGAP007392
OG0004339	AFUN2_013668	AGAP028633
OG0004340	AFUN2_007965	AGAP007304
OG0004341	AFUN2_002279	AGAP012208
OG0004342	AFUN2_010337	AGAP007726
OG0004343	AFUN2_007130	AGAP001621
OG0004344	AFUN2_002245	AGAP006389
OG0004345	AFUN2_001245	AGAP007093
OG0004346	AFUN2_001770	AGAP001617
OG0004347	AFUN2_014541	AGAP007741
OG0004348	AFUN2_007396	AGAP004739
OG0004349	AFUN2_013462	AGAP012115
OG0004350	AFUN2_008912	AGAP008832
OG0004351	AFUN2_013100	AGAP007743
OG0004352	AFUN2_013003	AGAP008885
OG0004353	AFUN2_003342	AGAP029653
OG0004354	AFUN2_008784	AGAP010189
OG0004355	AFUN2_011560	AGAP029612
OG0004356	AFUN2_010707	AGAP007742
OG0004357	AFUN2_006128	AGAP012089
OG0004358	AFUN2_012777	AGAP007739
OG0004359	AFUN2_013773	AGAP012087
OG0004360	AFUN2_007225	AGAP011536
OG0004361	AFUN2_013343	AGAP008831
OG0004362	AFUN2_009189	AGAP012118
OG0004363	AFUN2_001041	AGAP010390
OG0004364	AFUN2_006561	AGAP029309
OG0004365	AFUN2_013406	AGAP005869
OG0004366	AFUN2_012838	AGAP005873
OG0004367	AFUN2_013296	AGAP005870
OG0004368	AFUN2_004871	AGAP005871
OG0004369	AFUN2_009948	AGAP003576
OG0004371	AFUN2_014778	AGAP000179
OG0004372	AFUN2_013455	AGAP005947
OG0004373	AFUN2_006218	AGAP007109
OG0004374	AFUN2_013073	AGAP000180
OG0004375	AFUN2_010086	AGAP010865
OG0004376	AFUN2_013997	AGAP010857
OG0004377	AFUN2_011797	AGAP003052
OG0004378	AFUN2_009028	AGAP001379
OG0004379	AFUN2_010919	AGAP008953
OG0004380	AFUN2_003092	AGAP001373
OG0004381	AFUN2_003668	AGAP000199
OG0004382	AFUN2_001922	AGAP001375
OG0004383	AFUN2_010841	AGAP009904
OG0004384	AFUN2_011071	AGAP028602
OG0004385	AFUN2_001553	AGAP001380
OG0004386	AFUN2_005796	AGAP008952
OG0004387	AFUN2_010652	AGAP001463
OG0004388	AFUN2_004168	AGAP008954
OG0004389	AFUN2_003546	AGAP008955
OG0004390	AFUN2_004692	AGAP008951
OG0004391	AFUN2_005334	AGAP009901
OG0004392	AFUN2_012410	AGAP009914
OG0004393	AFUN2_003390	AGAP009910
OG0004394	AFUN2_001748	AGAP009905
OG0004395	AFUN2_014060	AGAP009908
OG0004396	AFUN2_012690	AGAP001461
OG0004397	AFUN2_007326	AGAP006651
OG0004398	AFUN2_002616	AGAP006705
OG0004399	AFUN2_010814	AGAP006646
OG0004400	AFUN2_004247	AGAP006650
OG0004401	AFUN2_004298	AGAP007342
OG0004402	AFUN2_004323	AGAP006649
OG0004403	AFUN2_008355	AGAP007348
OG0004404	AFUN2_005335	AGAP001649
OG0004405	AFUN2_013411	AGAP004396
OG0004406	AFUN2_001624	AGAP003701, AGAP003698
OG0004407	AFUN2_005671	AGAP004622
OG0004408	AFUN2_003411	AGAP003704
OG0004409	AFUN2_003461	AGAP005460
OG0004410	AFUN2_014819	AGAP010320
OG0004411	AFUN2_003613	AGAP011818
OG0004412	AFUN2_004086	AGAP004092
OG0004413	AFUN2_009910	AGAP000267
OG0004414	AFUN2_012279	AGAP013315
OG0004415	AFUN2_005991	AGAP004091
OG0004416	AFUN2_000810	AGAP000268
OG0004417	AFUN2_001457	AGAP000458
OG0004418	AFUN2_012694	AGAP011283
OG0004419	AFUN2_008548	AGAP002734
OG0004420	AFUN2_012525	AGAP011286
OG0004421	AFUN2_000588	AGAP011282
OG0004422	AFUN2_005923	AGAP011285
OG0004423	AFUN2_010756	AGAP011288
OG0004424	AFUN2_010302	AGAP011292
OG0004425	AFUN2_004112	AGAP011291
OG0004426	AFUN2_004933	AGAP008959
OG0004427	AFUN2_011092	AGAP011281
OG0004428	AFUN2_001002	AGAP003345
OG0004429	AFUN2_006414	AGAP001973
OG0004430	AFUN2_003009	AGAP002667
OG0004431	AFUN2_006788	AGAP004437
OG0004432	AFUN2_004464	AGAP002666
OG0004433	AFUN2_004363	AGAP004438
OG0004434	AFUN2_004245	AGAP001968
OG0004435	AFUN2_001894	AGAP000126
OG0004436	AFUN2_006088	AGAP001972
OG0004437	AFUN2_002426	AGAP002665
OG0004438	AFUN2_004307	AGAP001756
OG0004439	AFUN2_012985	AGAP012599, AGAP003342
OG0004440	AFUN2_003767	AGAP002387
OG0004441	AFUN2_013659	AGAP002388
OG0004442	AFUN2_009246	AGAP004612
OG0004443	AFUN2_011593	AGAP002381
OG0004444	AFUN2_014469	AGAP002386
OG0004445	AFUN2_003697	AGAP002383
OG0004446	AFUN2_001857	AGAP002390
OG0004447	AFUN2_014015	AGAP012643
OG0004448	AFUN2_001702	AGAP002384
OG0004449	AFUN2_007479	AGAP009972
OG0004450	AFUN2_006614	AGAP009971
OG0004451	AFUN2_010858	AGAP008352
OG0004452	AFUN2_003788	AGAP002777
OG0004453	AFUN2_012311	AGAP010698
OG0004454	AFUN2_009289	AGAP012068
OG0004455	AFUN2_005394	AGAP012056
OG0004456	AFUN2_002556	AGAP010694
OG0004457	AFUN2_007458	AGAP012066, AGAP012907
OG0004458	AFUN2_012123	AGAP012046
OG0004459	AFUN2_008765	AGAP012059
OG0004460	AFUN2_009242	AGAP012058
OG0004461	AFUN2_014670	AGAP029650
OG0004462	AFUN2_001300	AGAP010695
OG0004463	AFUN2_001374	AGAP029122
OG0004464	AFUN2_013968	AGAP011838
OG0004465	AFUN2_008124	AGAP011189
OG0004466	AFUN2_013566	AGAP011833
OG0004467	AFUN2_007889	AGAP012096
OG0004468	AFUN2_001766	AGAP011834
OG0004469	AFUN2_010658	AGAP013148
OG0004470	AFUN2_014079	AGAP002133
OG0004471	AFUN2_011837	AGAP003780
OG0004472	AFUN2_006079	AGAP003218
OG0004473	AFUN2_007949	AGAP002972
OG0004474	AFUN2_012851	AGAP003217
OG0004475	AFUN2_004851	AGAP003784
OG0004476	AFUN2_012724	AGAP004896
OG0004477	AFUN2_005916	AGAP000951
OG0004478	AFUN2_012548	AGAP000997
OG0004479	AFUN2_011542	AGAP005813
OG0004480	AFUN2_000465	AGAP005249
OG0004481	AFUN2_002865	AGAP029525
OG0004482	AFUN2_002039	AGAP011050
OG0004483	AFUN2_012493	AGAP011044
OG0004484	AFUN2_011075	AGAP012342
OG0004485	AFUN2_006056	AGAP012343
OG0004486	AFUN2_000321	AGAP011055
OG0004487	AFUN2_007700	AGAP012344
OG0004488	AFUN2_006851	AGAP007953
OG0004489	AFUN2_012497	AGAP001452
OG0004490	AFUN2_008806	AGAP003863
OG0004491	AFUN2_013483	AGAP003209
OG0004492	AFUN2_014293	AGAP001953
OG0004493	AFUN2_011862	AGAP001453
OG0004494	AFUN2_006875	AGAP001955
OG0004495	AFUN2_010490	AGAP002257
OG0004496	AFUN2_011058	AGAP010188
OG0004497	AFUN2_014091	AGAP006612
OG0004498	AFUN2_013749	AGAP000757
OG0004499	AFUN2_007308	AGAP000106
OG0004500	AFUN2_005637	AGAP006250
OG0004501	AFUN2_004524	AGAP000243
OG0004502	AFUN2_007084	AGAP000767
OG0004503	AFUN2_000986	AGAP004934
OG0004505	AFUN2_008308	AGAP002583
OG0004506	AFUN2_007277	AGAP002576
OG0004507	AFUN2_003910	AGAP002575
OG0004508	AFUN2_010444	AGAP002587
OG0004509	AFUN2_005384, AFUN2_004771	AGAP002585
OG0004510	AFUN2_004913	AGAP002586
OG0004511	AFUN2_009260	AGAP000776
OG0004512	AFUN2_004630	AGAP000434
OG0004513	AFUN2_002658	AGAP005850
OG0004514	AFUN2_013973	AGAP001048
OG0004515	AFUN2_004812	AGAP004484
OG0004516	AFUN2_003744	AGAP000774
OG0004517	AFUN2_013879	AGAP000983
OG0004518	AFUN2_004888	AGAP000778
OG0004519	AFUN2_003587	AGAP006591
OG0004520	AFUN2_003018	AGAP007247
OG0004521	AFUN2_002580	AGAP004128
OG0004522	AFUN2_007270	AGAP028023
OG0004523	AFUN2_011981	AGAP004131
OG0004524	AFUN2_000422	AGAP013725
OG0004525	AFUN2_004522	AGAP007977
OG0004526	AFUN2_000563	AGAP003017
OG0004527	AFUN2_003015	AGAP005538
OG0004528	AFUN2_013832	AGAP007980
OG0004529	AFUN2_009345	AGAP007975
OG0004530	AFUN2_008691	AGAP007982
OG0004531	AFUN2_005515	AGAP008826
OG0004532	AFUN2_008759	AGAP008821
OG0004533	AFUN2_014487	AGAP008816
OG0004534	AFUN2_003665	AGAP001277
OG0004535	AFUN2_012645	AGAP008822
OG0004536	AFUN2_013047	AGAP001140
OG0004537	AFUN2_004489	AGAP010420
OG0004538	AFUN2_007959	AGAP010418
OG0004539	AFUN2_005992	AGAP010407
OG0004540	AFUN2_008818	AGAP010421
OG0004541	AFUN2_011651	AGAP012283
OG0004542	AFUN2_001539	AGAP010408
OG0004543	AFUN2_014698	AGAP002078
OG0004544	AFUN2_010404	AGAP003997
OG0004545	AFUN2_010052	AGAP001145
OG0004546	AFUN2_005733	AGAP003115
OG0004547	AFUN2_005833	AGAP001147
OG0004548	AFUN2_001320	AGAP001146
OG0004549	AFUN2_003527	AGAP003992
OG0004550	AFUN2_014302	AGAP001154
OG0004551	AFUN2_012050	AGAP002077
OG0004552	AFUN2_005501	AGAP003119
OG0004553	AFUN2_007532	AGAP004270
OG0004554	AFUN2_011219	AGAP004032
OG0004555	AFUN2_007032	AGAP004035
OG0004556	AFUN2_011867	AGAP029249
OG0004557	AFUN2_002371	AGAP000491
OG0004558	AFUN2_013407	AGAP029250
OG0004559	AFUN2_014430	AGAP029670
OG0004560	AFUN2_001994	AGAP011149
OG0004561	AFUN2_013291	AGAP005036, AGAP012760
OG0004562	AFUN2_002331	AGAP011140
OG0004563	AFUN2_007153	AGAP011160
OG0004564	AFUN2_010942	AGAP029661
OG0004565	AFUN2_004446	AGAP011158
OG0004566	AFUN2_013637	AGAP011141
OG0004567	AFUN2_000893	AGAP011156
OG0004568	AFUN2_000631	AGAP011144
OG0004569	AFUN2_002421	AGAP004908
OG0004570	AFUN2_003663	AGAP003042
OG0004571	AFUN2_004645	AGAP002113
OG0004572	AFUN2_002393	AGAP003039
OG0004573	AFUN2_014473	AGAP002111
OG0004574	AFUN2_008452	AGAP009538
OG0004575	AFUN2_010373	AGAP003047
OG0004576	AFUN2_005451	AGAP003040
OG0004577	AFUN2_004884	AGAP002110
OG0004578	AFUN2_010370	AGAP003041
OG0004579	AFUN2_002517	AGAP009446
OG0004580	AFUN2_006526	AGAP009439
OG0004581	AFUN2_005873	AGAP009438
OG0004582	AFUN2_006112	AGAP009443
OG0004583	AFUN2_006331	AGAP009445
OG0004584	AFUN2_002633	AGAP009441
OG0004585	AFUN2_009146	AGAP009451
OG0004586	AFUN2_005986	AGAP009616
OG0004587	AFUN2_003950	AGAP008641
OG0004588	AFUN2_007748	AGAP008642
OG0004589	AFUN2_008188	AGAP008646
OG0004590	AFUN2_011608, AFUN2_000976	AGAP008645
OG0004591	AFUN2_004634	AGAP009615
OG0004592	AFUN2_011239	AGAP009613
OG0004593	AFUN2_002809	AGAP008644
OG0004594	AFUN2_003681	AGAP009181
OG0004595	AFUN2_001203	AGAP001395
OG0004596	AFUN2_009733	AGAP001399
OG0004597	AFUN2_007585	AGAP001401
OG0004598	AFUN2_004834	AGAP001394
OG0004599	AFUN2_010962	AGAP001404
OG0004600	AFUN2_007950	AGAP001407
OG0004601	AFUN2_013362	AGAP002054
OG0004602	AFUN2_014217	AGAP001397
OG0004603	AFUN2_009763	AGAP001403
OG0004604	AFUN2_005321	AGAP001390
OG0004605	AFUN2_005586	AGAP029629
OG0004606	AFUN2_012019	AGAP006497
OG0004607	AFUN2_004994	AGAP006501
OG0004608	AFUN2_004412	AGAP004296
OG0004609	AFUN2_004336	AGAP003517
OG0004610	AFUN2_006927	AGAP004136
OG0004611	AFUN2_011820	AGAP003434
OG0004612	AFUN2_005472	AGAP005380
OG0004613	AFUN2_010222	AGAP010807
OG0004614	AFUN2_007167	AGAP011532
OG0004615	AFUN2_003547	AGAP010456
OG0004616	AFUN2_002177	AGAP010808
OG0004617	AFUN2_003448	AGAP010459
OG0004618	AFUN2_004079	AGAP005990
OG0004619	AFUN2_012867	AGAP005202
OG0004620	AFUN2_000803	AGAP001388
OG0004621	AFUN2_012261	AGAP003015
OG0004622	AFUN2_010265	AGAP001389
OG0004623	AFUN2_006515	AGAP008926
OG0004624	AFUN2_013142	AGAP008698
OG0004625	AFUN2_013955	AGAP028145
OG0004626	AFUN2_007630	AGAP028141
OG0004627	AFUN2_013712	AGAP008538
OG0004628	AFUN2_002944	AGAP028026
OG0004629	AFUN2_007490	AGAP008700
OG0004630	AFUN2_006139	AGAP008535
OG0004631	AFUN2_008166	AGAP008702
OG0004632	AFUN2_003038	AGAP008617
OG0004633	AFUN2_013689	AGAP012829
OG0004634	AFUN2_009461	AGAP008345
OG0004635	AFUN2_014182	AGAP008337
OG0004636	AFUN2_001728	AGAP008344
OG0004637	AFUN2_009732	AGAP009840
OG0004638	AFUN2_005414	AGAP009923
OG0004639	AFUN2_006780	AGAP010115
OG0004640	AFUN2_011432	AGAP008768
OG0004641	AFUN2_010585	AGAP008347
OG0004642	AFUN2_007058	AGAP005897
OG0004643	AFUN2_009161	AGAP010975
OG0004644	AFUN2_012701	AGAP010538
OG0004645	AFUN2_003655	AGAP000520
OG0004646	AFUN2_003207	AGAP005621
OG0004647	AFUN2_007647	AGAP006680
OG0004648	AFUN2_000544	AGAP005620
OG0004649	AFUN2_013912	AGAP005623
OG0004650	AFUN2_005797	AGAP006678
OG0004651	AFUN2_011907	AGAP006786
OG0004652	AFUN2_013751	AGAP006789
OG0004653	AFUN2_002260	AGAP006777
OG0004654	AFUN2_004642	AGAP006778
OG0004655	AFUN2_009603	AGAP005618
OG0004656	AFUN2_011800	AGAP006598
OG0004657	AFUN2_007037	AGAP001732
OG0004658	AFUN2_011611	AGAP001555
OG0004659	AFUN2_009495	AGAP004551
OG0004660	AFUN2_004137	AGAP004548
OG0004661	AFUN2_005940	AGAP003070
OG0004662	AFUN2_004057	AGAP006898
OG0004663	AFUN2_000380	AGAP006893
OG0004664	AFUN2_007314	AGAP006894
OG0004665	AFUN2_007994	AGAP005392
OG0004666	AFUN2_000651	AGAP005391
OG0004667	AFUN2_011429	AGAP006890
OG0004668	AFUN2_011931	AGAP005699
OG0004669	AFUN2_013346	AGAP029444
OG0004670	AFUN2_010723	AGAP010206
OG0004671	AFUN2_011590	AGAP010050
OG0004672	AFUN2_001348	AGAP010462
OG0004673	AFUN2_014136	AGAP010580
OG0004674	AFUN2_000401	AGAP009994
OG0004675	AFUN2_001468	AGAP008803
OG0004676	AFUN2_008002	AGAP008578
OG0004677	AFUN2_013339	AGAP008805
OG0004678	AFUN2_014218	AGAP008184
OG0004679	AFUN2_006298	AGAP009995
OG0004680	AFUN2_010682	AGAP009970
OG0004681	AFUN2_004920	AGAP008804
OG0004682	AFUN2_008631	AGAP008182
OG0004683	AFUN2_013937	AGAP008802
OG0004684	AFUN2_013671	AGAP008577
OG0004685	AFUN2_011505	AGAP008811
OG0004686	AFUN2_006333	AGAP009681
OG0004687	AFUN2_004143	AGAP009968
OG0004688	AFUN2_012428	AGAP008435
OG0004689	AFUN2_003648	AGAP007950
OG0004690	AFUN2_008802	AGAP008262
OG0004691	AFUN2_009587	AGAP009886
OG0004692	AFUN2_002220	AGAP008264
OG0004693	AFUN2_002367	AGAP008263
OG0004694	AFUN2_011076	AGAP007897
OG0004695	AFUN2_013183	AGAP008265
OG0004696	AFUN2_014419	AGAP007952, AGAP012754
OG0004697	AFUN2_001794	AGAP007951
OG0004698	AFUN2_001226	AGAP027984
OG0004699	AFUN2_004897	AGAP008433
OG0004700	AFUN2_008383	AGAP004152
OG0004701	AFUN2_002156	AGAP004654
OG0004702	AFUN2_011033	AGAP005297
OG0004703	AFUN2_011666	AGAP004146
OG0004704	AFUN2_004590	AGAP005298
OG0004705	AFUN2_013412	AGAP005294
OG0004706	AFUN2_011810	AGAP005302
OG0004707	AFUN2_006089	AGAP005295
OG0004708	AFUN2_007141	AGAP005301
OG0004709	AFUN2_006290	AGAP001804
OG0004710	AFUN2_005524	AGAP001805
OG0004711	AFUN2_004416	AGAP005331
OG0004712	AFUN2_008360	AGAP006735
OG0004713	AFUN2_002397	AGAP010340
OG0004714	AFUN2_006384	AGAP027982
OG0004715	AFUN2_014607	AGAP011341
OG0004716	AFUN2_004589	AGAP010336
OG0004717	AFUN2_010873	AGAP010342
OG0004718	AFUN2_003720	AGAP010338
OG0004719	AFUN2_006503	AGAP005330
OG0004720	AFUN2_000877	AGAP002332
OG0004721	AFUN2_008497	AGAP002329
OG0004722	AFUN2_012953	AGAP008727
OG0004723	AFUN2_001073	AGAP007636
OG0004724	AFUN2_012509	AGAP007631
OG0004725	AFUN2_002654	AGAP005853
OG0004726	AFUN2_001476	AGAP007629
