Orthogroup	AfunestusAfunGA1	AminimusMINIMUS1
OG0004748	AFUN2_010318	AMIN016206
OG0004749	AFUN2_004386	AMIN005720
OG0004750	AFUN2_005450	AMIN003334
OG0004751	AFUN2_012622	AMIN006636
OG0004752	AFUN2_013835	AMIN008754
OG0004753	AFUN2_008811	AMIN008121
OG0004754	AFUN2_001999	AMIN006966
OG0004755	AFUN2_007530	AMIN008187
OG0004756	AFUN2_008831	AMIN001610
OG0004757	AFUN2_014368	AMIN010384
OG0004758	AFUN2_004823	AMIN010383
OG0004760	AFUN2_002913	AMIN010377
OG0004761	AFUN2_013475	AMIN001605
OG0004762	AFUN2_008645	AMIN016066
OG0004763	AFUN2_002797	AMIN001611
OG0004764	AFUN2_009044	AMIN001930
OG0004765	AFUN2_012359	AMIN003053
OG0004766	AFUN2_008564	AMIN001542
OG0004767	AFUN2_009291	AMIN003049
OG0004768	AFUN2_006946	AMIN001934
OG0004769	AFUN2_006010	AMIN009860
OG0004770	AFUN2_006465	AMIN000649
OG0004771	AFUN2_002822	AMIN009865
OG0004772	AFUN2_004409	AMIN009868
OG0004773	AFUN2_011086	AMIN009858
OG0004774	AFUN2_014717	AMIN004722
OG0004775	AFUN2_003752	AMIN000255
OG0004776	AFUN2_013156	AMIN000340
OG0004777	AFUN2_013014	AMIN004726
OG0004778	AFUN2_011819	AMIN004664
OG0004779	AFUN2_010081	AMIN002587
OG0004780	AFUN2_011140	AMIN004757
OG0004781	AFUN2_002723	AMIN004666
OG0004782	AFUN2_013905	AMIN004720
OG0004783	AFUN2_005551	AMIN005304
OG0004784	AFUN2_006757	AMIN006850
OG0004785	AFUN2_007002	AMIN005502
OG0004786	AFUN2_009693	AMIN005500
OG0004787	AFUN2_003625	AMIN001477
OG0004788	AFUN2_013115	AMIN007209
OG0004789	AFUN2_012717	AMIN007241
OG0004790	AFUN2_007013	AMIN015809
OG0004791	AFUN2_003162	AMIN001480
OG0004792	AFUN2_004769	AMIN001479
OG0004793	AFUN2_006879	AMIN007242
OG0004794	AFUN2_008274	AMIN001476
OG0004795	AFUN2_006162	AMIN004447
OG0004796	AFUN2_007787	AMIN004449
OG0004797	AFUN2_003122	AMIN009176
OG0004798	AFUN2_009877	AMIN004448
OG0004799	AFUN2_005245	AMIN007054
OG0004800	AFUN2_013963	AMIN006975
OG0004801	AFUN2_008460	AMIN009177
OG0004802	AFUN2_008544	AMIN009172
OG0004803	AFUN2_000550	AMIN009171
OG0004804	AFUN2_000497	AMIN002351
OG0004805	AFUN2_001851	AMIN002354
OG0004806	AFUN2_004998	AMIN008209
OG0004807	AFUN2_002486	AMIN003095
OG0004808	AFUN2_008781	AMIN003097
OG0004809	AFUN2_005180	AMIN003094
OG0004810	AFUN2_012031	AMIN007443
OG0004811	AFUN2_014668	AMIN002010
OG0004812	AFUN2_008153	AMIN005823
OG0004813	AFUN2_014633	AMIN005820
OG0004814	AFUN2_013984	AMIN006145
OG0004815	AFUN2_013130	AMIN002883
OG0004816	AFUN2_005221	AMIN004512
OG0004817	AFUN2_004411	AMIN000486
OG0004818	AFUN2_007091	AMIN004513
OG0004819	AFUN2_010050	AMIN008712
OG0004820	AFUN2_004195	AMIN004511
OG0004821	AFUN2_005356	AMIN006910
OG0004822	AFUN2_010473	AMIN002229
OG0004823	AFUN2_007976	AMIN000816
OG0004824	AFUN2_013422	AMIN015742
OG0004825	AFUN2_011329	AMIN015832
OG0004826	AFUN2_009312	AMIN002267
OG0004827	AFUN2_009872	AMIN002268
OG0004828	AFUN2_003866	AMIN005047
OG0004829	AFUN2_005936	AMIN000584
OG0004830	AFUN2_009353	AMIN002809
OG0004831	AFUN2_007863	AMIN000065
OG0004832	AFUN2_011776	AMIN001707
OG0004833	AFUN2_000349	AMIN001704
OG0004834	AFUN2_003757	AMIN001705
OG0004835	AFUN2_013057	AMIN001701
OG0004836	AFUN2_002079	AMIN001703
OG0004837	AFUN2_012414	AMIN001700
OG0004838	AFUN2_013243	AMIN001709
OG0004839	AFUN2_009830	AMIN001706
OG0004840	AFUN2_006601	AMIN007683
OG0004841	AFUN2_012407	AMIN004007
OG0004842	AFUN2_011170	AMIN002574
OG0004843	AFUN2_008193	AMIN002578
OG0004844	AFUN2_008295	AMIN006140
OG0004845	AFUN2_007174	AMIN006150
OG0004846	AFUN2_007780	AMIN002577
OG0004847	AFUN2_007556	AMIN002575
OG0004848	AFUN2_008052	AMIN002576
OG0004849	AFUN2_001790	AMIN003236
OG0004850	AFUN2_014568	AMIN003726
OG0004851	AFUN2_011246	AMIN008421
OG0004852	AFUN2_011001	AMIN002052
OG0004853	AFUN2_014154	AMIN009142
OG0004854	AFUN2_000553	AMIN009148
OG0004855	AFUN2_012997	AMIN009141
OG0004856	AFUN2_006858	AMIN009143
OG0004857	AFUN2_007850	AMIN009139
OG0004858	AFUN2_003204	AMIN007224
OG0004859	AFUN2_013166	AMIN009508
OG0004860	AFUN2_005341	AMIN009138
OG0004861	AFUN2_006083	AMIN009145
OG0004862	AFUN2_011597	AMIN009155
OG0004863	AFUN2_003533	AMIN009150
OG0004864	AFUN2_009738	AMIN002573
OG0004865	AFUN2_006271	AMIN002568
OG0004866	AFUN2_003066	AMIN002571
OG0004867	AFUN2_013771	AMIN002572
OG0004868	AFUN2_012824	AMIN005419
OG0004869	AFUN2_005485	AMIN005417
OG0004870	AFUN2_002184	AMIN004570
OG0004871	AFUN2_008488	AMIN003168
OG0004872	AFUN2_009848	AMIN003166
OG0004873	AFUN2_002450	AMIN003209
OG0004874	AFUN2_011281	AMIN004569
OG0004875	AFUN2_014515	AMIN003208
OG0004876	AFUN2_007030	AMIN011234
OG0004877	AFUN2_012358	AMIN005671
OG0004878	AFUN2_012941	AMIN001950
OG0004879	AFUN2_003591	AMIN011372
OG0004880	AFUN2_008844	AMIN001949
OG0004881	AFUN2_001335	AMIN005670
OG0004882	AFUN2_011079	AMIN005576
OG0004883	AFUN2_000752	AMIN005414
OG0004884	AFUN2_000542	AMIN002139
OG0004885	AFUN2_007194	AMIN009287
OG0004886	AFUN2_006342	AMIN007496
OG0004887	AFUN2_014071	AMIN009286
OG0004888	AFUN2_002274	AMIN004461
OG0004889	AFUN2_012328	AMIN009288
OG0004890	AFUN2_004660	AMIN008995
OG0004891	AFUN2_008074	AMIN010393
OG0004892	AFUN2_010059	AMIN010398
OG0004893	AFUN2_003292	AMIN010397
OG0004894	AFUN2_014146	AMIN007773
OG0004895	AFUN2_010027	AMIN000797
OG0004896	AFUN2_004105	AMIN000789
OG0004897	AFUN2_011566	AMIN000791
OG0004898	AFUN2_001218	AMIN000793
OG0004899	AFUN2_000460	AMIN004106
OG0004900	AFUN2_012780	AMIN000788
OG0004901	AFUN2_007968	AMIN000865
OG0004902	AFUN2_003735	AMIN000790
OG0004903	AFUN2_012201	AMIN000701
OG0004904	AFUN2_003429	AMIN001166
OG0004905	AFUN2_011973	AMIN004165
OG0004906	AFUN2_010582	AMIN000670
OG0004907	AFUN2_008762	AMIN004164
OG0004908	AFUN2_002933	AMIN000707
OG0004909	AFUN2_010570	AMIN000708
OG0004910	AFUN2_009938	AMIN003200
OG0004911	AFUN2_009619	AMIN003196
OG0004912	AFUN2_014260	AMIN003199
OG0004913	AFUN2_013352	AMIN009059
OG0004914	AFUN2_012783	AMIN006173
OG0004915	AFUN2_001296	AMIN011031
OG0004916	AFUN2_011720	AMIN011028
OG0004917	AFUN2_006687	AMIN011032
OG0004918	AFUN2_001533	AMIN011022
OG0004920	AFUN2_002537	AMIN001898
OG0004921	AFUN2_007309	AMIN001909
OG0004922	AFUN2_009988	AMIN001899
OG0004923	AFUN2_006783	AMIN001901
OG0004924	AFUN2_010836	AMIN008769
OG0004925	AFUN2_008739	AMIN000804
OG0004926	AFUN2_008173	AMIN008137
OG0004927	AFUN2_007284	AMIN008135
OG0004928	AFUN2_014645	AMIN015576
OG0004929	AFUN2_014113	AMIN003305
OG0004930	AFUN2_002861	AMIN003311
OG0004931	AFUN2_003070	AMIN003304
OG0004932	AFUN2_006061	AMIN003308
OG0004933	AFUN2_003878	AMIN003296
OG0004934	AFUN2_003135	AMIN003310
OG0004935	AFUN2_005899	AMIN003306
OG0004936	AFUN2_012699	AMIN000247
OG0004937	AFUN2_012440	AMIN000608
OG0004938	AFUN2_014601	AMIN000245
OG0004939	AFUN2_008496	AMIN003243
OG0004940	AFUN2_007597	AMIN000248
OG0004941	AFUN2_011202	AMIN000607
OG0004942	AFUN2_006498	AMIN003794
OG0004943	AFUN2_005837	AMIN003173
OG0004944	AFUN2_001334	AMIN004564
OG0004945	AFUN2_011727	AMIN004260
OG0004946	AFUN2_011991	AMIN004261
OG0004947	AFUN2_013471	AMIN004263
OG0004948	AFUN2_006127	AMIN004258
OG0004949	AFUN2_011713	AMIN008860
OG0004950	AFUN2_002903	AMIN004123
OG0004951	AFUN2_004266	AMIN008859
OG0004952	AFUN2_014350	AMIN003842
OG0004953	AFUN2_000395	AMIN016059
OG0004954	AFUN2_007323	AMIN002356
OG0004955	AFUN2_008187	AMIN003512
OG0004956	AFUN2_004932	AMIN003680
OG0004957	AFUN2_009675	AMIN003681
OG0004958	AFUN2_009445	AMIN002555
OG0004959	AFUN2_007743	AMIN004158
OG0004960	AFUN2_003181	AMIN004157
OG0004961	AFUN2_006383	AMIN000511
OG0004962	AFUN2_006165	AMIN003684
OG0004963	AFUN2_014495	AMIN003679
OG0004964	AFUN2_004020	AMIN003515
OG0004965	AFUN2_001340	AMIN003826
OG0004966	AFUN2_006659	AMIN005759
OG0004967	AFUN2_001988	AMIN008784
OG0004968	AFUN2_009942	AMIN002449
OG0004969	AFUN2_013711	AMIN003504
OG0004970	AFUN2_009033	AMIN004865
OG0004971	AFUN2_007730	AMIN002942
OG0004972	AFUN2_006457	AMIN002627
OG0004973	AFUN2_003244	AMIN009896
OG0004974	AFUN2_012144	AMIN010441
OG0004975	AFUN2_003945	AMIN000860
OG0004976	AFUN2_001110	AMIN003327
OG0004977	AFUN2_008154	AMIN015777
OG0004978	AFUN2_010588	AMIN000547
OG0004979	AFUN2_005159	AMIN000549
OG0004980	AFUN2_006185	AMIN011576
OG0004981	AFUN2_009075	AMIN011601
OG0004982	AFUN2_011614	AMIN011602
OG0004983	AFUN2_013032	AMIN011572
OG0004985	AFUN2_004794	AMIN011578
OG0004986	AFUN2_001276	AMIN011571
OG0004987	AFUN2_009966	AMIN006165
OG0004988	AFUN2_005081	AMIN006167
OG0004989	AFUN2_005555	AMIN006164
OG0004990	AFUN2_003971	AMIN006168
OG0004991	AFUN2_009195	AMIN007338
OG0004992	AFUN2_012802	AMIN007334
OG0004993	AFUN2_002558	AMIN002490
OG0004994	AFUN2_012866	AMIN007336
OG0004995	AFUN2_003477	AMIN004476
OG0004996	AFUN2_001742	AMIN004359
OG0004997	AFUN2_002297	AMIN004358
OG0004998	AFUN2_000610	AMIN004376
OG0004999	AFUN2_003062	AMIN004382
OG0005000	AFUN2_001809	AMIN004388
OG0005001	AFUN2_011510	AMIN004391
OG0005002	AFUN2_010157	AMIN016133
OG0005003	AFUN2_007081	AMIN005509
OG0005004	AFUN2_008011	AMIN016131
OG0005005	AFUN2_011377	AMIN005510
OG0005006	AFUN2_004252	AMIN005354
OG0005007	AFUN2_000985	AMIN005999
OG0005008	AFUN2_014528	AMIN006002
OG0005009	AFUN2_008605	AMIN006000
OG0005010	AFUN2_012211	AMIN009385
OG0005011	AFUN2_002990	AMIN009383
OG0005012	AFUN2_008805	AMIN009384
OG0005013	AFUN2_012989	AMIN005880
OG0005014	AFUN2_010623	AMIN006006
OG0005015	AFUN2_013779	AMIN001718
OG0005016	AFUN2_005786	AMIN001721
OG0005017	AFUN2_014780	AMIN001722
OG0005018	AFUN2_012307	AMIN006793
OG0005019	AFUN2_002239	AMIN009391
OG0005020	AFUN2_007428	AMIN006055
OG0005021	AFUN2_003679	AMIN001716
OG0005022	AFUN2_007908	AMIN006056
OG0005023	AFUN2_000677	AMIN009393
OG0005024	AFUN2_011619	AMIN001720
OG0005025	AFUN2_002183	AMIN001246
OG0005026	AFUN2_006626	AMIN001245
OG0005027	AFUN2_003029	AMIN001243
OG0005028	AFUN2_001610	AMIN001242
OG0005029	AFUN2_009837	AMIN001168
OG0005030	AFUN2_013491	AMIN001170
OG0005031	AFUN2_004968	AMIN016258
OG0005032	AFUN2_012998	AMIN002309
OG0005033	AFUN2_006404	AMIN016257
OG0005034	AFUN2_008673	AMIN002310
OG0005035	AFUN2_013829	AMIN002305
OG0005036	AFUN2_007014	AMIN001860
OG0005037	AFUN2_012496	AMIN001866
OG0005038	AFUN2_007503	AMIN016142
OG0005039	AFUN2_001154	AMIN001872
OG0005040	AFUN2_008194	AMIN001861
OG0005042	AFUN2_003879	AMIN001867
OG0005043	AFUN2_008081	AMIN006430
OG0005044	AFUN2_001902	AMIN007536
OG0005045	AFUN2_007258	AMIN015935
OG0005046	AFUN2_006603	AMIN015938
OG0005047	AFUN2_012130	AMIN011381
OG0005048	AFUN2_001269	AMIN011377
OG0005049	AFUN2_009037	AMIN009936
OG0005050	AFUN2_010079	AMIN011378
OG0005051	AFUN2_007533	AMIN015937
OG0005052	AFUN2_012752	AMIN011380
OG0005053	AFUN2_009851	AMIN015936
OG0005054	AFUN2_011812	AMIN010910
OG0005055	AFUN2_009695	AMIN015873
OG0005056	AFUN2_002629	AMIN015772
OG0005057	AFUN2_001544	AMIN011319
OG0005058	AFUN2_011646	AMIN015872
OG0005059	AFUN2_014114	AMIN004026
OG0005060	AFUN2_002815	AMIN004031
OG0005061	AFUN2_002300	AMIN010326
OG0005062	AFUN2_011942	AMIN009608
OG0005063	AFUN2_012565	AMIN006423
OG0005064	AFUN2_008022	AMIN007119
OG0005065	AFUN2_010558	AMIN007121
OG0005066	AFUN2_001180	AMIN004228
OG0005067	AFUN2_006067	AMIN004469
OG0005068	AFUN2_004568	AMIN004470
OG0005069	AFUN2_005614	AMIN006709
OG0005070	AFUN2_001691	AMIN006650
OG0005071	AFUN2_010278	AMIN006712
OG0005072	AFUN2_004833	AMIN006651
OG0005073	AFUN2_007162	AMIN002249
OG0005074	AFUN2_011228	AMIN006710
OG0005075	AFUN2_002843	AMIN002254
OG0005076	AFUN2_013699	AMIN006711
OG0005077	AFUN2_000378	AMIN006777
OG0005078	AFUN2_010747	AMIN009125
OG0005079	AFUN2_011811	AMIN009114
OG0005080	AFUN2_010168	AMIN009121
OG0005081	AFUN2_009529	AMIN009120
OG0005082	AFUN2_001354	AMIN009126
OG0005083	AFUN2_001761	AMIN006799
OG0005084	AFUN2_004260	AMIN006778
OG0005085	AFUN2_006547	AMIN008578
OG0005086	AFUN2_005251	AMIN008579
OG0005087	AFUN2_011378	AMIN008591
OG0005088	AFUN2_009111	AMIN003162
OG0005089	AFUN2_008184	AMIN000587
OG0005090	AFUN2_014701	AMIN007147
OG0005091	AFUN2_009114	AMIN003161
OG0005092	AFUN2_009917	AMIN004623
OG0005093	AFUN2_000699	AMIN008001
OG0005094	AFUN2_005490	AMIN011355
OG0005095	AFUN2_008830	AMIN011350
OG0005096	AFUN2_013620	AMIN011351
OG0005097	AFUN2_008267	AMIN011367
OG0005098	AFUN2_012813	AMIN011368
OG0005099	AFUN2_011758	AMIN011362
OG0005100	AFUN2_002483	AMIN011366
OG0005101	AFUN2_009594	AMIN004568
OG0005102	AFUN2_012840	AMIN011364
OG0005103	AFUN2_014704	AMIN011356
OG0005104	AFUN2_013967	AMIN005001
OG0005105	AFUN2_004778	AMIN008715
OG0005106	AFUN2_008450	AMIN008722
OG0005107	AFUN2_001957	AMIN005000
OG0005108	AFUN2_001538	AMIN000279
OG0005109	AFUN2_011489	AMIN003797
OG0005110	AFUN2_001976	AMIN003798
OG0005111	AFUN2_007817	AMIN000280
OG0005112	AFUN2_002948	AMIN006887
OG0005113	AFUN2_013028	AMIN000363
OG0005114	AFUN2_007820	AMIN006885
OG0005115	AFUN2_014311	AMIN006888
OG0005116	AFUN2_003886	AMIN006889
OG0005117	AFUN2_013145	AMIN003090
OG0005118	AFUN2_002415	AMIN005432
OG0005119	AFUN2_006818	AMIN005830
OG0005120	AFUN2_012316	AMIN015905
OG0005121	AFUN2_006785	AMIN015819
OG0005122	AFUN2_010054	AMIN002527
OG0005123	AFUN2_014779	AMIN002544
OG0005124	AFUN2_007126	AMIN002525
OG0005125	AFUN2_010418	AMIN002521
OG0005126	AFUN2_009552	AMIN002522
OG0005127	AFUN2_004181	AMIN002526
OG0005129	AFUN2_012740	AMIN015964
OG0005130	AFUN2_004752	AMIN009034
OG0005131	AFUN2_005743	AMIN006871
OG0005132	AFUN2_004869	AMIN010293
OG0005133	AFUN2_008140	AMIN010294
OG0005134	AFUN2_008212	AMIN010288
OG0005135	AFUN2_013365	AMIN010297
OG0005136	AFUN2_009014	AMIN010284
OG0005137	AFUN2_004847	AMIN010287
OG0005138	AFUN2_010509	AMIN010289
OG0005139	AFUN2_001072	AMIN010283
OG0005140	AFUN2_008540	AMIN001154
OG0005141	AFUN2_009287	AMIN001155
OG0005142	AFUN2_013161	AMIN007134
OG0005143	AFUN2_004360	AMIN002169
OG0005144	AFUN2_012710	AMIN002545
OG0005145	AFUN2_006315	AMIN002172
OG0005146	AFUN2_001814	AMIN008816
OG0005147	AFUN2_001232	AMIN008817
OG0005148	AFUN2_004306	AMIN001946
OG0005149	AFUN2_007614	AMIN004214
OG0005150	AFUN2_002593	AMIN000917
OG0005151	AFUN2_009326	AMIN002790
OG0005152	AFUN2_012782	AMIN005345
OG0005153	AFUN2_003635	AMIN009783
OG0005155	AFUN2_012326	AMIN009784
OG0005156	AFUN2_001718	AMIN009766
OG0005157	AFUN2_013219	AMIN007096
OG0005158	AFUN2_007565	AMIN009767
OG0005159	AFUN2_012469	AMIN009083
OG0005160	AFUN2_004182	AMIN004077
OG0005161	AFUN2_011345	AMIN004097
OG0005162	AFUN2_006278	AMIN009085
OG0005163	AFUN2_006749	AMIN015986
OG0005164	AFUN2_005545	AMIN009084
OG0005165	AFUN2_007592	AMIN004100
OG0005166	AFUN2_006843	AMIN009081
OG0005167	AFUN2_006450	AMIN005112
OG0005168	AFUN2_006624	AMIN005110
OG0005169	AFUN2_004224	AMIN008951
OG0005170	AFUN2_011525	AMIN008993
OG0005171	AFUN2_011934	AMIN008994
OG0005172	AFUN2_014171	AMIN008778
OG0005173	AFUN2_004262	AMIN001302
OG0005174	AFUN2_010361	AMIN008948
OG0005176	AFUN2_013452	AMIN004438
OG0005177	AFUN2_009179	AMIN010957
OG0005178	AFUN2_007133	AMIN010975
OG0005179	AFUN2_009977	AMIN010959
OG0005180	AFUN2_009414	AMIN009997
OG0005181	AFUN2_005030	AMIN011097
OG0005183	AFUN2_010924	AMIN006335
OG0005184	AFUN2_008902	AMIN009631
OG0005185	AFUN2_007125	AMIN003324
OG0005186	AFUN2_011013	AMIN006342
OG0005187	AFUN2_013993	AMIN003325
OG0005188	AFUN2_006808	AMIN003326
OG0005189	AFUN2_012931	AMIN016239
OG0005190	AFUN2_009550	AMIN003005
OG0005191	AFUN2_008426	AMIN003622
OG0005192	AFUN2_001016	AMIN003004
OG0005193	AFUN2_005973	AMIN003621
OG0005194	AFUN2_007864	AMIN003617
OG0005196	AFUN2_002466	AMIN011648
OG0005197	AFUN2_006838	AMIN015925
OG0005198	AFUN2_010843	AMIN006840
OG0005199	AFUN2_013769	AMIN006838
OG0005200	AFUN2_005086	AMIN006844
OG0005201	AFUN2_007156	AMIN010946
OG0005202	AFUN2_000979	AMIN004129
OG0005203	AFUN2_003936	AMIN010948
OG0005204	AFUN2_007694	AMIN015881
OG0005205	AFUN2_009736	AMIN001739
OG0005206	AFUN2_005417	AMIN001736
OG0005207	AFUN2_004406	AMIN009838
OG0005208	AFUN2_004585	AMIN009835
OG0005209	AFUN2_012798	AMIN001737
OG0005210	AFUN2_003036	AMIN001740
OG0005211	AFUN2_004193	AMIN008888
OG0005212	AFUN2_010519	AMIN006900
OG0005213	AFUN2_010538	AMIN006898
OG0005214	AFUN2_014168	AMIN008786
OG0005215	AFUN2_008596	AMIN006899
OG0005216	AFUN2_013419	AMIN006902
OG0005217	AFUN2_006761	AMIN008889
OG0005218	AFUN2_008921	AMIN006901
OG0005219	AFUN2_007634	AMIN008787
OG0005220	AFUN2_011737	AMIN005342
OG0005221	AFUN2_010897	AMIN009538
OG0005222	AFUN2_005653	AMIN009539
OG0005223	AFUN2_013140	AMIN003723
OG0005224	AFUN2_007539	AMIN003724
OG0005225	AFUN2_010218	AMIN016271
OG0005226	AFUN2_013125	AMIN003721
OG0005227	AFUN2_008347	AMIN002384
OG0005228	AFUN2_003483	AMIN003720
OG0005229	AFUN2_009399	AMIN002371
OG0005230	AFUN2_014416	AMIN003719
OG0005231	AFUN2_011938	AMIN002395
OG0005232	AFUN2_006571	AMIN004820
OG0005233	AFUN2_013601	AMIN002391
OG0005234	AFUN2_007646	AMIN002375
OG0005235	AFUN2_002665	AMIN011509
OG0005236	AFUN2_005739	AMIN011504
OG0005237	AFUN2_008591	AMIN011501
OG0005238	AFUN2_007568	AMIN011502
OG0005239	AFUN2_005673	AMIN000981
OG0005240	AFUN2_010953	AMIN009416
OG0005241	AFUN2_010684	AMIN009415
OG0005242	AFUN2_007943	AMIN001049
OG0005243	AFUN2_003561	AMIN002673
OG0005244	AFUN2_010863	AMIN002671
OG0005245	AFUN2_012535	AMIN011420
OG0005246	AFUN2_009133	AMIN001111
OG0005247	AFUN2_012290	AMIN002832
OG0005248	AFUN2_013408	AMIN001112
OG0005249	AFUN2_006158	AMIN011517
OG0005250	AFUN2_010567	AMIN002734
OG0005251	AFUN2_001229	AMIN009359
OG0005252	AFUN2_004726	AMIN006942
OG0005253	AFUN2_002157	AMIN006944
OG0005254	AFUN2_011643	AMIN006941
OG0005255	AFUN2_010057	AMIN011152
OG0005256	AFUN2_001453	AMIN010951
OG0005257	AFUN2_008574	AMIN007314
OG0005258	AFUN2_003490	AMIN007311
OG0005259	AFUN2_000931	AMIN006397
OG0005260	AFUN2_013884	AMIN001400
OG0005261	AFUN2_012850	AMIN006398
OG0005262	AFUN2_003711	AMIN006396
OG0005263	AFUN2_003272	AMIN006399
OG0005264	AFUN2_004653	AMIN001402
OG0005265	AFUN2_009939	AMIN010437
OG0005267	AFUN2_010720	AMIN004796
OG0005268	AFUN2_003476	AMIN002656
OG0005269	AFUN2_002383	AMIN003639
OG0005270	AFUN2_013780	AMIN003360
OG0005271	AFUN2_011044	AMIN000758
OG0005272	AFUN2_003428	AMIN003361
OG0005273	AFUN2_012808	AMIN004785
OG0005274	AFUN2_000834	AMIN011497
OG0005275	AFUN2_003449	AMIN000889
OG0005276	AFUN2_003426	AMIN011559
OG0005277	AFUN2_007042	AMIN003951
OG0005278	AFUN2_011153	AMIN011233
OG0005279	AFUN2_005835	AMIN011561
OG0005280	AFUN2_000496	AMIN003026
OG0005281	AFUN2_001166	AMIN003028
OG0005282	AFUN2_007183	AMIN002162
OG0005283	AFUN2_005764	AMIN001675
OG0005284	AFUN2_008398	AMIN010425
OG0005285	AFUN2_006482	AMIN001674
OG0005286	AFUN2_014476	AMIN001680
OG0005287	AFUN2_000649	AMIN009517
OG0005288	AFUN2_014637	AMIN009518
OG0005290	AFUN2_014573	AMIN006746
OG0005291	AFUN2_006318	AMIN001416
OG0005292	AFUN2_010290	AMIN006747
OG0005293	AFUN2_011484	AMIN006749
OG0005294	AFUN2_003960	AMIN006748
OG0005295	AFUN2_009728	AMIN006258
OG0005297	AFUN2_005736	AMIN001043
OG0005298	AFUN2_002863	AMIN004596
OG0005300	AFUN2_011743	AMIN010090
OG0005301	AFUN2_011656	AMIN010081
OG0005302	AFUN2_010625	AMIN004658
OG0005303	AFUN2_008446	AMIN004656
OG0005304	AFUN2_007903	AMIN000700
OG0005305	AFUN2_007742	AMIN003629
OG0005306	AFUN2_005847	AMIN003769
OG0005307	AFUN2_013038	AMIN003627
OG0005308	AFUN2_006173	AMIN003628
OG0005309	AFUN2_012097	AMIN005191
OG0005310	AFUN2_014499	AMIN005511
OG0005311	AFUN2_001051	AMIN002320
OG0005312	AFUN2_005552	AMIN005574
OG0005313	AFUN2_002918	AMIN002049
OG0005314	AFUN2_004575	AMIN001070
OG0005315	AFUN2_013862	AMIN005565
OG0005316	AFUN2_003339	AMIN007174
OG0005317	AFUN2_003924	AMIN006939
OG0005318	AFUN2_009667	AMIN006937
OG0005319	AFUN2_007619	AMIN006698
OG0005320	AFUN2_006860	AMIN006700
OG0005321	AFUN2_004038	AMIN006695
OG0005322	AFUN2_004179	AMIN006687
OG0005323	AFUN2_008729	AMIN001884
OG0005324	AFUN2_004129	AMIN001877
OG0005325	AFUN2_009208	AMIN001883
OG0005326	AFUN2_009777	AMIN001882
OG0005327	AFUN2_001711	AMIN005036
OG0005328	AFUN2_011045	AMIN008310
OG0005329	AFUN2_008253	AMIN005033
OG0005330	AFUN2_003822	AMIN005035
OG0005331	AFUN2_003564	AMIN008312
OG0005332	AFUN2_013039	AMIN005034
OG0005333	AFUN2_010581	AMIN006590
OG0005334	AFUN2_014248	AMIN008034
OG0005335	AFUN2_013405	AMIN008033
OG0005336	AFUN2_007017	AMIN010864
OG0005337	AFUN2_002007	AMIN008035
OG0005338	AFUN2_004955	AMIN006610
OG0005339	AFUN2_009885	AMIN000055
OG0005340	AFUN2_002215	AMIN011592
OG0005341	AFUN2_009203	AMIN011597
OG0005342	AFUN2_012352	AMIN011600
OG0005343	AFUN2_011686	AMIN011536
OG0005344	AFUN2_008456	AMIN011594
OG0005345	AFUN2_007143	AMIN011593
OG0005346	AFUN2_010748	AMIN000240
OG0005347	AFUN2_002467	AMIN002751
OG0005348	AFUN2_014206	AMIN004752
OG0005349	AFUN2_006820	AMIN004581
OG0005350	AFUN2_003780	AMIN002687
OG0005351	AFUN2_009585	AMIN011079
OG0005352	AFUN2_009297	AMIN002685
OG0005353	AFUN2_005433	AMIN002949
OG0005354	AFUN2_013224	AMIN003100
OG0005355	AFUN2_011461	AMIN001615
OG0005356	AFUN2_011154	AMIN006696
OG0005357	AFUN2_007852	AMIN001616
OG0005358	AFUN2_004502	AMIN000128
OG0005359	AFUN2_003709	AMIN007104
OG0005360	AFUN2_006792	AMIN007099
OG0005361	AFUN2_008533	AMIN007089
OG0005362	AFUN2_003375	AMIN006111
OG0005363	AFUN2_008891	AMIN006019
OG0005364	AFUN2_008610	AMIN007101
OG0005365	AFUN2_011254	AMIN015916
OG0005366	AFUN2_000864	AMIN006022
OG0005367	AFUN2_014442	AMIN015917
OG0005368	AFUN2_013807	AMIN004300
OG0005369	AFUN2_007172	AMIN004456
OG0005370	AFUN2_010611	AMIN006869
OG0005371	AFUN2_008445	AMIN004451
OG0005372	AFUN2_014354	AMIN006866
OG0005373	AFUN2_002852	AMIN001921
OG0005374	AFUN2_014189	AMIN005357
OG0005375	AFUN2_004453	AMIN007138
OG0005376	AFUN2_005167	AMIN002251
OG0005377	AFUN2_004570	AMIN007141
OG0005378	AFUN2_008951	AMIN005333
OG0005379	AFUN2_011060	AMIN006969
OG0005380	AFUN2_002306	AMIN009264
OG0005381	AFUN2_010738	AMIN008632
OG0005382	AFUN2_002635	AMIN015529
OG0005383	AFUN2_013468	AMIN009738
OG0005384	AFUN2_009137	AMIN009742
OG0005386	AFUN2_005436	AMIN001723
OG0005387	AFUN2_000515	AMIN016036
OG0005388	AFUN2_011007	AMIN010514
OG0005390	AFUN2_001930	AMIN010515
OG0005391	AFUN2_006415	AMIN010516
OG0005392	AFUN2_012719	AMIN001212
OG0005393	AFUN2_011731	AMIN005411
OG0005394	AFUN2_008220	AMIN005426
OG0005395	AFUN2_005494	AMIN003318
OG0005396	AFUN2_006766	AMIN000530
