Orthogroup	Species	LlongipalpisASM	Orthologs
OG0004500	AsinensisChina	LOC129791665	ASIC003000
OG0004500	AdirusWRAIR2	LOC129791665	ADIR006951
OG0004500	AgambiaePEST	LOC129791665	AGAP006250
OG0004500	AminimusMINIMUS1	LOC129791665	AMIN008081
OG0004500	AfunestusAfunGA1	LOC129791665	AFUN2_005637
OG0004500	AstephensiUCISS2018	LOC129791665	ASTEI20_042153
OG0004501	Aalbopictus_AalbF5	LOC129790176	LOC109431170
OG0004501	AaegyptiLVP_AGWG	LOC129790176	AAEL004193
OG0004501	CquinquefasciatusJHB2020	LOC129790176	CQUJHB018384
OG0004501	AsinensisChina	LOC129790176	ASIC007574
OG0004501	AgambiaePEST	LOC129790176	AGAP000243
OG0004501	AminimusMINIMUS1	LOC129790176	AMIN005817
OG0004501	AstephensiUCISS2018	LOC129790176	ASTEI20_032131
OG0004501	AfunestusAfunGA1	LOC129790176	AFUN2_004524
OG0004501	AdirusWRAIR2	LOC129790176	ADIR001073
OG0004502	AaegyptiLVP_AGWG	LOC129791380	AAEL004195
OG0004502	Aalbopictus_AalbF5	LOC129791380	LOC109431166
OG0004502	CquinquefasciatusJHB2020	LOC129791380	CQUJHB008283
OG0004502	AsinensisChina	LOC129791380	ASIC009707
OG0004502	AgambiaePEST	LOC129791380	AGAP000767
OG0004502	AfunestusAfunGA1	LOC129791380	AFUN2_007084
OG0004502	AminimusMINIMUS1	LOC129791380	AMIN005134
OG0004502	AstephensiUCISS2018	LOC129791380	ASTEI20_041509
OG0004502	AdirusWRAIR2	LOC129791380	ADIR001507
OG0004503	AstephensiUCISS2018	LOC129791789	ASTEI20_041298
OG0004503	AgambiaePEST	LOC129791789	AGAP004934
OG0004503	AminimusMINIMUS1	LOC129791789	AMIN011427
OG0004503	AdirusWRAIR2	LOC129791789	ADIR001664
OG0004503	AfunestusAfunGA1	LOC129791789	AFUN2_000986
OG0004503	AsinensisChina	LOC129791789	ASIC016049
OG0004503	AaegyptiLVP_AGWG	LOC129791789	AAEL004196
OG0004503	Aalbopictus_AalbF5	LOC129791789	LOC109622615
OG0004503	CquinquefasciatusJHB2020	LOC129791789	CQUJHB008732
OG0004504	AstephensiUCISS2018	LOC129792017, LOC129792117	ASTEI20_044261
OG0004504	AfunestusAfunGA1	LOC129792017, LOC129792117	AFUN2_006958
OG0004504	AminimusMINIMUS1	LOC129792017, LOC129792117	AMIN003993
OG0004504	AdirusWRAIR2	LOC129792017, LOC129792117	ADIR010281
OG0004504	AsinensisChina	LOC129792017, LOC129792117	ASIC021991
OG0004504	CquinquefasciatusJHB2020	LOC129792017, LOC129792117	CQUJHB001518
OG0004504	Aalbopictus_AalbF5	LOC129792017, LOC129792117	LOC109622122
OG0004504	AaegyptiLVP_AGWG	LOC129792017, LOC129792117	AAEL004205
OG0004505	AstephensiUCISS2018	LOC129792076	ASTEI20_041943
OG0004505	AgambiaePEST	LOC129792076	AGAP002583
OG0004505	AminimusMINIMUS1	LOC129792076	AMIN003994
OG0004505	AdirusWRAIR2	LOC129792076	ADIR010282
OG0004505	AfunestusAfunGA1	LOC129792076	AFUN2_008308
OG0004505	AsinensisChina	LOC129792076	ASIC021993
OG0004505	CquinquefasciatusJHB2020	LOC129792076	CQUJHB008265
OG0004505	AaegyptiLVP_AGWG	LOC129792076	AAEL004206
OG0004505	Aalbopictus_AalbF5	LOC129792076	LOC109411028
OG0004506	AdirusWRAIR2	LOC129786415	ADIR010288
OG0004506	AminimusMINIMUS1	LOC129786415	AMIN004001
OG0004506	AfunestusAfunGA1	LOC129786415	AFUN2_007277
OG0004506	AstephensiUCISS2018	LOC129786415	ASTEI20_032247
OG0004506	AgambiaePEST	LOC129786415	AGAP002576
OG0004506	AsinensisChina	LOC129786415	ASIC021719
OG0004506	Aalbopictus_AalbF5	LOC129786415	LOC115268772
OG0004506	AaegyptiLVP_AGWG	LOC129786415	AAEL004211
OG0004506	CquinquefasciatusJHB2020	LOC129786415	CQUJHB002680
OG0004507	AminimusMINIMUS1	LOC129786516	AMIN004003
OG0004507	AdirusWRAIR2	LOC129786516	ADIR010290
OG0004507	AstephensiUCISS2018	LOC129786516	ASTEI20_037113
OG0004507	AfunestusAfunGA1	LOC129786516	AFUN2_003910
OG0004507	CquinquefasciatusJHB2020	LOC129786516	CQUJHB011010
OG0004507	AaegyptiLVP_AGWG	LOC129786516	AAEL004212
OG0004507	Aalbopictus_AalbF5	LOC129786516	LOC109433312
OG0004507	AsinensisChina	LOC129786516	ASIC021098
OG0004507	AgambiaePEST	LOC129786516	AGAP002575
OG0004508	AaegyptiLVP_AGWG	LOC129790871	AAEL004213
OG0004508	Aalbopictus_AalbF5	LOC129790871	LOC109622087
OG0004508	CquinquefasciatusJHB2020	LOC129790871	CQUJHB017752
OG0004508	AsinensisChina	LOC129790871	ASIC021986
OG0004508	AdirusWRAIR2	LOC129790871	ADIR010278
OG0004508	AgambiaePEST	LOC129790871	AGAP002587
OG0004508	AstephensiUCISS2018	LOC129790871	ASTEI20_031048
OG0004508	AfunestusAfunGA1	LOC129790871	AFUN2_010444
OG0004508	AminimusMINIMUS1	LOC129790871	AMIN003990
OG0004510	AstephensiUCISS2018	LOC129797500	ASTEI20_037032
OG0004510	AminimusMINIMUS1	LOC129797500	AMIN003991
OG0004510	AdirusWRAIR2	LOC129797500	ADIR010279
OG0004510	AfunestusAfunGA1	LOC129797500	AFUN2_004913
OG0004510	AgambiaePEST	LOC129797500	AGAP002586
OG0004510	AsinensisChina	LOC129797500	ASIC021988
OG0004510	CquinquefasciatusJHB2020	LOC129797500	CQUJHB009500
OG0004510	AaegyptiLVP_AGWG	LOC129797500	AAEL004221
OG0004510	Aalbopictus_AalbF5	LOC129797500	LOC109433307
OG0004511	Aalbopictus_AalbF5	LOC129786867	LOC109402216
OG0004511	AaegyptiLVP_AGWG	LOC129786867	AAEL004227
OG0004511	CquinquefasciatusJHB2020	LOC129786867	CQUJHB002587
OG0004511	AsinensisChina	LOC129786867	ASIC005358
OG0004511	AgambiaePEST	LOC129786867	AGAP000776
OG0004511	AstephensiUCISS2018	LOC129786867	ASTEI20_044957
OG0004511	AfunestusAfunGA1	LOC129786867	AFUN2_009260
OG0004511	AdirusWRAIR2	LOC129786867	ADIR001119
OG0004511	AminimusMINIMUS1	LOC129786867	AMIN005127
OG0004512	Aalbopictus_AalbF5	LOC129789334	LOC109402222
OG0004512	AaegyptiLVP_AGWG	LOC129789334	AAEL004228
OG0004512	CquinquefasciatusJHB2020	LOC129789334	CQUJHB001005
OG0004512	AsinensisChina	LOC129789334	ASIC006338
OG0004512	AdirusWRAIR2	LOC129789334	ADIR001412
OG0004512	AgambiaePEST	LOC129789334	AGAP000434
OG0004512	AfunestusAfunGA1	LOC129789334	AFUN2_004630
OG0004512	AminimusMINIMUS1	LOC129789334	AMIN005582
OG0004512	AstephensiUCISS2018	LOC129789334	ASTEI20_042715
OG0004513	AaegyptiLVP_AGWG	LOC129790885	AAEL004231
OG0004513	Aalbopictus_AalbF5	LOC129790885	LOC109402252
OG0004513	CquinquefasciatusJHB2020	LOC129790885	CQUJHB001023
OG0004513	AsinensisChina	LOC129790885	ASIC016852
OG0004513	AgambiaePEST	LOC129790885	AGAP005850
OG0004513	AstephensiUCISS2018	LOC129790885	ASTEI20_037576
OG0004513	AfunestusAfunGA1	LOC129790885	AFUN2_002658
OG0004513	AminimusMINIMUS1	LOC129790885	AMIN011190
OG0004513	AdirusWRAIR2	LOC129790885	ADIR007769
OG0004514	AaegyptiLVP_AGWG	LOC129790881	AAEL004233
OG0004514	Aalbopictus_AalbF5	LOC129790881	LOC109402227
OG0004514	CquinquefasciatusJHB2020	LOC129790881	CQUJHB014202
OG0004514	AfunestusAfunGA1	LOC129790881	AFUN2_013973
OG0004514	AminimusMINIMUS1	LOC129790881	AMIN005784
OG0004514	AstephensiUCISS2018	LOC129790881	ASTEI20_040340
OG0004514	AsinensisChina	LOC129790881	ASIC009611
OG0004514	AdirusWRAIR2	LOC129790881	ADIR014992
OG0004514	AgambiaePEST	LOC129790881	AGAP001048
OG0004515	AsinensisChina	LOC129786765	ASIC015084
OG0004515	AaegyptiLVP_AGWG	LOC129786765	AAEL004234
OG0004515	Aalbopictus_AalbF5	LOC129786765	LOC109413004
OG0004515	CquinquefasciatusJHB2020	LOC129786765	CQUJHB000167
OG0004515	AdirusWRAIR2	LOC129786765	ADIR006717
OG0004515	AfunestusAfunGA1	LOC129786765	AFUN2_004812
OG0004515	AminimusMINIMUS1	LOC129786765	AMIN004860
OG0004515	AstephensiUCISS2018	LOC129786765	ASTEI20_030870
OG0004515	AgambiaePEST	LOC129786765	AGAP004484
OG0004516	AdirusWRAIR2	LOC129786755	ADIR001120
OG0004516	AminimusMINIMUS1	LOC129786755	AMIN005128
OG0004516	AfunestusAfunGA1	LOC129786755	AFUN2_003744
OG0004516	AstephensiUCISS2018	LOC129786755	ASTEI20_035226
OG0004516	AgambiaePEST	LOC129786755	AGAP000774
OG0004516	AsinensisChina	LOC129786755	ASIC007132
OG0004516	AaegyptiLVP_AGWG	LOC129786755	AAEL004236
OG0004516	Aalbopictus_AalbF5	LOC129786755	LOC109402210
OG0004516	CquinquefasciatusJHB2020	LOC129786755	CQUJHB002559
OG0004517	AaegyptiLVP_AGWG	LOC129790991	AAEL004237
OG0004517	Aalbopictus_AalbF5	LOC129790991	LOC109402237
OG0004517	CquinquefasciatusJHB2020	LOC129790991	CQUJHB008065
OG0004517	AsinensisChina	LOC129790991	ASIC007130
OG0004517	AdirusWRAIR2	LOC129790991	ADIR001243
OG0004517	AgambiaePEST	LOC129790991	AGAP000983
OG0004517	AstephensiUCISS2018	LOC129790991	ASTEI20_037514
OG0004517	AminimusMINIMUS1	LOC129790991	AMIN005461
OG0004517	AfunestusAfunGA1	LOC129790991	AFUN2_013879
OG0004518	AaegyptiLVP_AGWG	LOC129786761	AAEL004238
OG0004518	Aalbopictus_AalbF5	LOC129786761	LOC109402249
OG0004518	CquinquefasciatusJHB2020	LOC129786761	CQUJHB004147
OG0004518	AsinensisChina	LOC129786761	ASIC005357
OG0004518	AgambiaePEST	LOC129786761	AGAP000778
OG0004518	AdirusWRAIR2	LOC129786761	ADIR009839
OG0004518	AstephensiUCISS2018	LOC129786761	ASTEI20_034915
OG0004518	AfunestusAfunGA1	LOC129786761	AFUN2_004888
OG0004518	AminimusMINIMUS1	LOC129786761	AMIN005126
OG0004519	Aalbopictus_AalbF5	LOC129791997	LOC109410769
OG0004519	AaegyptiLVP_AGWG	LOC129791997	AAEL004259
OG0004519	CquinquefasciatusJHB2020	LOC129791997	CQUJHB004838
OG0004519	AsinensisChina	LOC129791997	ASIC019573
OG0004519	AgambiaePEST	LOC129791997	AGAP006591
OG0004519	AdirusWRAIR2	LOC129791997	ADIR007387
OG0004519	AstephensiUCISS2018	LOC129791997	ASTEI20_033172
OG0004519	AfunestusAfunGA1	LOC129791997	AFUN2_003587
OG0004519	AminimusMINIMUS1	LOC129791997	AMIN007802
OG0004520	AdirusWRAIR2	LOC129791985	ADIR008241
OG0004520	AsinensisChina	LOC129791985	ASIC007738
OG0004520	AaegyptiLVP_AGWG	LOC129791985	AAEL004269
OG0004520	AgambiaePEST	LOC129791985	AGAP007247
OG0004520	AfunestusAfunGA1	LOC129791985	AFUN2_003018
OG0004520	AminimusMINIMUS1	LOC129791985	AMIN010602
OG0004520	AstephensiUCISS2018	LOC129791985	ASTEI20_035061
OG0004520	Aalbopictus_AalbF5	LOC129791985	LOC115270114
OG0004520	CquinquefasciatusJHB2020	LOC129791985	CQUJHB000160
OG0004521	AstephensiUCISS2018	LOC129786280	ASTEI20_035058
OG0004521	AgambiaePEST	LOC129786280	AGAP004128
OG0004521	AminimusMINIMUS1	LOC129786280	AMIN000966
OG0004521	AfunestusAfunGA1	LOC129786280	AFUN2_002580
OG0004521	AdirusWRAIR2	LOC129786280	ADIR002961
OG0004521	Aalbopictus_AalbF5	LOC129786280	LOC109417098
OG0004521	AaegyptiLVP_AGWG	LOC129786280	AAEL004275
OG0004521	CquinquefasciatusJHB2020	LOC129786280	CQUJHB008954
OG0004521	AsinensisChina	LOC129786280	ASIC006132
OG0004522	AaegyptiLVP_AGWG	LOC129791386	AAEL004276
OG0004522	Aalbopictus_AalbF5	LOC129791386	LOC109429416
OG0004522	CquinquefasciatusJHB2020	LOC129791386	CQUJHB009666
OG0004522	AsinensisChina	LOC129791386	ASIC013617
OG0004522	AdirusWRAIR2	LOC129791386	ADIR010996
OG0004522	AgambiaePEST	LOC129791386	AGAP028023
OG0004522	AfunestusAfunGA1	LOC129791386	AFUN2_007270
OG0004522	AminimusMINIMUS1	LOC129791386	AMIN006289
OG0004522	AstephensiUCISS2018	LOC129791386	ASTEI20_039999
OG0004523	CquinquefasciatusJHB2020	LOC129786285	CQUJHB001335
OG0004523	Aalbopictus_AalbF5	LOC129786285	LOC109411179
OG0004523	AaegyptiLVP_AGWG	LOC129786285	AAEL004280
OG0004523	AdirusWRAIR2	LOC129786285	ADIR002962
OG0004523	AminimusMINIMUS1	LOC129786285	AMIN000967
OG0004523	AstephensiUCISS2018	LOC129786285	ASTEI20_040519
OG0004523	AgambiaePEST	LOC129786285	AGAP004131
OG0004523	AfunestusAfunGA1	LOC129786285	AFUN2_011981
OG0004523	AsinensisChina	LOC129786285	ASIC006136
OG0004524	CquinquefasciatusJHB2020	LOC129796848	CQUJHB004163
OG0004524	AaegyptiLVP_AGWG	LOC129796848	AAEL004282
OG0004524	Aalbopictus_AalbF5	LOC129796848	LOC109429414
OG0004524	AsinensisChina	LOC129796848	ASIC013618
OG0004524	AstephensiUCISS2018	LOC129796848	ASTEI20_045056
OG0004524	AfunestusAfunGA1	LOC129796848	AFUN2_000422
OG0004524	AminimusMINIMUS1	LOC129796848	AMIN006288
OG0004524	AdirusWRAIR2	LOC129796848	ADIR010997
OG0004524	AgambiaePEST	LOC129796848	AGAP013725
OG0004525	Aalbopictus_AalbF5	LOC129791343	LOC109425141
OG0004525	AaegyptiLVP_AGWG	LOC129791343	AAEL004287
OG0004525	CquinquefasciatusJHB2020	LOC129791343	CQUJHB012649
OG0004525	AsinensisChina	LOC129791343	ASIC013616
OG0004525	AgambiaePEST	LOC129791343	AGAP007977
OG0004525	AdirusWRAIR2	LOC129791343	ADIR010995
OG0004525	AstephensiUCISS2018	LOC129791343	ASTEI20_038864
OG0004525	AminimusMINIMUS1	LOC129791343	AMIN006290
OG0004525	AfunestusAfunGA1	LOC129791343	AFUN2_004522
OG0004526	CquinquefasciatusJHB2020	LOC129795069	CQUJHB004200
OG0004526	Aalbopictus_AalbF5	LOC129795069	LOC109425135
OG0004526	AaegyptiLVP_AGWG	LOC129795069	AAEL004288
OG0004526	AgambiaePEST	LOC129795069	AGAP003017
OG0004526	AsinensisChina	LOC129795069	ASIC008010
OG0004526	AfunestusAfunGA1	LOC129795069	AFUN2_000563
OG0004526	AstephensiUCISS2018	LOC129795069	ASTEI20_033616
OG0004526	AdirusWRAIR2	LOC129795069	ADIR003107
OG0004526	AminimusMINIMUS1	LOC129795069	AMIN003725
OG0004527	CquinquefasciatusJHB2020	LOC129793228	CQUJHB017135
OG0004527	Aalbopictus_AalbF5	LOC129793228	LOC134287334, LOC109417965
OG0004527	AaegyptiLVP_AGWG	LOC129793228	AAEL004291
OG0004527	AgambiaePEST	LOC129793228	AGAP005538
OG0004527	AdirusWRAIR2	LOC129793228	ADIR008717
OG0004527	AstephensiUCISS2018	LOC129793228	ASTEI20_034502
OG0004527	AfunestusAfunGA1	LOC129793228	AFUN2_003015
OG0004527	AminimusMINIMUS1	LOC129793228	AMIN010861
OG0004529	AaegyptiLVP_AGWG	LOC129791050	AAEL004294
OG0004529	Aalbopictus_AalbF5	LOC129791050	LOC109425142
OG0004529	CquinquefasciatusJHB2020	LOC129791050	CQUJHB011309
OG0004529	AsinensisChina	LOC129791050	ASIC017585
OG0004529	AgambiaePEST	LOC129791050	AGAP007975
OG0004529	AdirusWRAIR2	LOC129791050	ADIR010993
OG0004529	AstephensiUCISS2018	LOC129791050	ASTEI20_036520
OG0004529	AminimusMINIMUS1	LOC129791050	AMIN006293
OG0004529	AfunestusAfunGA1	LOC129791050	AFUN2_009345
OG0004531	AaegyptiLVP_AGWG	LOC129787607	AAEL004305
OG0004531	Aalbopictus_AalbF5	LOC129787607	LOC109427662
OG0004531	CquinquefasciatusJHB2020	LOC129787607	CQUJHB006659
OG0004531	AsinensisChina	LOC129787607	ASIC008552
OG0004531	AstephensiUCISS2018	LOC129787607	ASTEI20_044755
OG0004531	AfunestusAfunGA1	LOC129787607	AFUN2_005515
OG0004531	AminimusMINIMUS1	LOC129787607	AMIN007204
OG0004531	AdirusWRAIR2	LOC129787607	ADIR011371
OG0004531	AgambiaePEST	LOC129787607	AGAP008826
OG0004532	AminimusMINIMUS1	LOC129794103	AMIN007197
OG0004532	AgambiaePEST	LOC129794103	AGAP008821
OG0004532	AdirusWRAIR2	LOC129794103	ADIR015505
OG0004532	AsinensisChina	LOC129794103	ASIC008533
OG0004532	AfunestusAfunGA1	LOC129794103	AFUN2_008759
OG0004532	AstephensiUCISS2018	LOC129794103	ASTEI20_042528
OG0004532	AaegyptiLVP_AGWG	LOC129794103	AAEL004307
OG0004532	Aalbopictus_AalbF5	LOC129794103	LOC109427547
OG0004532	CquinquefasciatusJHB2020	LOC129794103	CQUJHB010804
OG0004533	CquinquefasciatusJHB2020	LOC129794151	CQUJHB013581
OG0004533	AaegyptiLVP_AGWG	LOC129794151	AAEL004308
OG0004533	Aalbopictus_AalbF5	LOC129794151	LOC109427525
OG0004533	AsinensisChina	LOC129794151	ASIC008679
OG0004533	AminimusMINIMUS1	LOC129794151	AMIN007192
OG0004533	AfunestusAfunGA1	LOC129794151	AFUN2_014487
OG0004533	AgambiaePEST	LOC129794151	AGAP008816
OG0004533	AstephensiUCISS2018	LOC129794151	ASTEI20_042879
OG0004533	AdirusWRAIR2	LOC129794151	ADIR011360
OG0004534	CquinquefasciatusJHB2020	LOC129794717	CQUJHB006285
OG0004534	AaegyptiLVP_AGWG	LOC129794717	AAEL004311
OG0004534	Aalbopictus_AalbF5	LOC129794717	LOC115254143, LOC109410423
OG0004534	AsinensisChina	LOC129794717	ASIC011507
OG0004534	AminimusMINIMUS1	LOC129794717	AMIN002205
OG0004534	AfunestusAfunGA1	LOC129794717	AFUN2_003665
OG0004534	AstephensiUCISS2018	LOC129794717	ASTEI20_041909
OG0004534	AgambiaePEST	LOC129794717	AGAP001277
OG0004535	AsinensisChina	LOC129794160	ASIC008538
OG0004535	AminimusMINIMUS1	LOC129794160	AMIN007200
OG0004535	AdirusWRAIR2	LOC129794160	ADIR015506
OG0004535	AgambiaePEST	LOC129794160	AGAP008822
OG0004535	AfunestusAfunGA1	LOC129794160	AFUN2_012645
OG0004535	AstephensiUCISS2018	LOC129794160	ASTEI20_043621
OG0004535	CquinquefasciatusJHB2020	LOC129794160	CQUJHB008296
OG0004535	Aalbopictus_AalbF5	LOC129794160	LOC115254943
OG0004535	AaegyptiLVP_AGWG	LOC129794160	AAEL004313
OG0004536	AdirusWRAIR2	LOC129794123	ADIR015977
OG0004536	AgambiaePEST	LOC129794123	AGAP001140
OG0004536	AstephensiUCISS2018	LOC129794123	ASTEI20_040686
OG0004536	AminimusMINIMUS1	LOC129794123	AMIN002327
OG0004536	AfunestusAfunGA1	LOC129794123	AFUN2_013047
OG0004536	AsinensisChina	LOC129794123	ASIC011484
OG0004536	Aalbopictus_AalbF5	LOC129794123	LOC109410424
OG0004536	AaegyptiLVP_AGWG	LOC129794123	AAEL004320
OG0004536	CquinquefasciatusJHB2020	LOC129794123	CQUJHB012476
OG0004537	CquinquefasciatusJHB2020	LOC129794825	CQUJHB004846
OG0004537	AaegyptiLVP_AGWG	LOC129794825	AAEL004327
OG0004537	Aalbopictus_AalbF5	LOC129794825	LOC109402134
OG0004537	AsinensisChina	LOC129794825	ASIC009324
OG0004537	AstephensiUCISS2018	LOC129794825	ASTEI20_036654
OG0004537	AminimusMINIMUS1	LOC129794825	AMIN004974
OG0004537	AfunestusAfunGA1	LOC129794825	AFUN2_004489
OG0004537	AgambiaePEST	LOC129794825	AGAP010420
OG0004537	AdirusWRAIR2	LOC129794825	ADIR005710
OG0004538	AaegyptiLVP_AGWG	LOC129790123	AAEL004332
OG0004538	Aalbopictus_AalbF5	LOC129790123	LOC109426455
OG0004538	CquinquefasciatusJHB2020	LOC129790123	CQUJHB005128
OG0004538	AsinensisChina	LOC129790123	ASIC002173
OG0004538	AdirusWRAIR2	LOC129790123	ADIR005708
OG0004538	AgambiaePEST	LOC129790123	AGAP010418
OG0004538	AminimusMINIMUS1	LOC129790123	AMIN004972
OG0004538	AfunestusAfunGA1	LOC129790123	AFUN2_007959
OG0004538	AstephensiUCISS2018	LOC129790123	ASTEI20_040933
OG0004539	Aalbopictus_AalbF5	LOC129796318	LOC109426439
OG0004539	AaegyptiLVP_AGWG	LOC129796318	AAEL004333
OG0004539	CquinquefasciatusJHB2020	LOC129796318	CQUJHB013737
OG0004539	AstephensiUCISS2018	LOC129796318	ASTEI20_034750
OG0004539	AfunestusAfunGA1	LOC129796318	AFUN2_005992
OG0004539	AminimusMINIMUS1	LOC129796318	AMIN004959
OG0004539	AgambiaePEST	LOC129796318	AGAP010407
OG0004539	AdirusWRAIR2	LOC129796318	ADIR005697
OG0004539	AsinensisChina	LOC129796318	ASIC008940
OG0004540	Aalbopictus_AalbF5	LOC129787672	LOC109402150
OG0004540	AaegyptiLVP_AGWG	LOC129787672	AAEL004338
OG0004540	CquinquefasciatusJHB2020	LOC129787672	CQUJHB004943
OG0004540	AgambiaePEST	LOC129787672	AGAP010421
OG0004540	AsinensisChina	LOC129787672	ASIC009291
OG0004540	AstephensiUCISS2018	LOC129787672	ASTEI20_040491
OG0004540	AdirusWRAIR2	LOC129787672	ADIR005711
OG0004540	AfunestusAfunGA1	LOC129787672	AFUN2_008818
OG0004540	AminimusMINIMUS1	LOC129787672	AMIN004975
OG0004541	Aalbopictus_AalbF5	LOC129796299	LOC109404018
OG0004541	AaegyptiLVP_AGWG	LOC129796299	AAEL004345
OG0004541	CquinquefasciatusJHB2020	LOC129796299	CQUJHB016400
OG0004541	AsinensisChina	LOC129796299	ASIC017833
OG0004541	AdirusWRAIR2	LOC129796299	ADIR000448
OG0004541	AstephensiUCISS2018	LOC129796299	ASTEI20_031870
OG0004541	AfunestusAfunGA1	LOC129796299	AFUN2_011651
OG0004541	AminimusMINIMUS1	LOC129796299	AMIN006892
OG0004541	AgambiaePEST	LOC129796299	AGAP012283
OG0004542	AaegyptiLVP_AGWG	LOC129796315	AAEL004349
OG0004542	Aalbopictus_AalbF5	LOC129796315	LOC109402159
OG0004542	CquinquefasciatusJHB2020	LOC129796315	CQUJHB016354
OG0004542	AsinensisChina	LOC129796315	ASIC008941
OG0004542	AdirusWRAIR2	LOC129796315	ADIR005698
OG0004542	AminimusMINIMUS1	LOC129796315	AMIN004960
OG0004542	AfunestusAfunGA1	LOC129796315	AFUN2_001539
OG0004542	AstephensiUCISS2018	LOC129796315	ASTEI20_041305
OG0004542	AgambiaePEST	LOC129796315	AGAP010408
OG0004543	AgambiaePEST	LOC129794882	AGAP002078
OG0004543	AstephensiUCISS2018	LOC129794882	ASTEI20_032196, ASTEI20_037954
OG0004543	AminimusMINIMUS1	LOC129794882	AMIN002460
OG0004543	AdirusWRAIR2	LOC129794882	ADIR003017
OG0004543	AfunestusAfunGA1	LOC129794882	AFUN2_014698
OG0004543	Aalbopictus_AalbF5	LOC129794882	LOC109421352
OG0004543	AaegyptiLVP_AGWG	LOC129794882	AAEL004350
OG0004543	CquinquefasciatusJHB2020	LOC129794882	CQUJHB003329
OG0004544	CquinquefasciatusJHB2020	LOC129793040	CQUJHB010859
OG0004544	AsinensisChina	LOC129793040	ASIC013370
OG0004544	AgambiaePEST	LOC129793040	AGAP003997
OG0004544	AstephensiUCISS2018	LOC129793040	ASTEI20_032607
OG0004544	AfunestusAfunGA1	LOC129793040	AFUN2_010404
OG0004544	AdirusWRAIR2	LOC129793040	ADIR003222
OG0004544	Aalbopictus_AalbF5	LOC129793040	LOC109425583
OG0004544	AaegyptiLVP_AGWG	LOC129793040	AAEL004351
OG0004544	AminimusMINIMUS1	LOC129793040	AMIN015759
OG0004545	CquinquefasciatusJHB2020	LOC129791949	CQUJHB001995
OG0004545	Aalbopictus_AalbF5	LOC129791949	LOC109425573
OG0004545	AaegyptiLVP_AGWG	LOC129791949	AAEL004355
OG0004545	AdirusWRAIR2	LOC129791949	ADIR010077
OG0004545	AsinensisChina	LOC129791949	ASIC011477
OG0004545	AgambiaePEST	LOC129791949	AGAP001145
OG0004545	AstephensiUCISS2018	LOC129791949	ASTEI20_041198
OG0004545	AfunestusAfunGA1	LOC129791949	AFUN2_010052
OG0004545	AminimusMINIMUS1	LOC129791949	AMIN002322
OG0004546	Aalbopictus_AalbF5	LOC129796980, LOC129796979	LOC115266726
OG0004546	AaegyptiLVP_AGWG	LOC129796980, LOC129796979	AAEL004357
OG0004546	CquinquefasciatusJHB2020	LOC129796980, LOC129796979	CQUJHB005276
OG0004546	AdirusWRAIR2	LOC129796980, LOC129796979	ADIR003315
OG0004546	AminimusMINIMUS1	LOC129796980, LOC129796979	AMIN003808
OG0004546	AgambiaePEST	LOC129796980, LOC129796979	AGAP003115
OG0004546	AstephensiUCISS2018	LOC129796980, LOC129796979	ASTEI20_033824
OG0004546	AfunestusAfunGA1	LOC129796980, LOC129796979	AFUN2_005733
OG0004547	CquinquefasciatusJHB2020	LOC129794893	CQUJHB007106
OG0004547	AaegyptiLVP_AGWG	LOC129794893	AAEL004359
OG0004547	Aalbopictus_AalbF5	LOC129794893	LOC109425554
OG0004547	AsinensisChina	LOC129794893	ASIC011475
OG0004547	AstephensiUCISS2018	LOC129794893	ASTEI20_043627
OG0004547	AgambiaePEST	LOC129794893	AGAP001147
OG0004547	AminimusMINIMUS1	LOC129794893	AMIN016216
OG0004547	AdirusWRAIR2	LOC129794893	ADIR010075
OG0004547	AfunestusAfunGA1	LOC129794893	AFUN2_005833
OG0004548	AgambiaePEST	LOC129794813	AGAP001146
OG0004548	AminimusMINIMUS1	LOC129794813	AMIN016260
OG0004548	AfunestusAfunGA1	LOC129794813	AFUN2_001320
OG0004548	AstephensiUCISS2018	LOC129794813	ASTEI20_037070
OG0004548	AdirusWRAIR2	LOC129794813	ADIR010076
OG0004548	AsinensisChina	LOC129794813	ASIC011476
OG0004548	CquinquefasciatusJHB2020	LOC129794813	CQUJHB009596
OG0004548	AaegyptiLVP_AGWG	LOC129794813	AAEL004364
OG0004548	Aalbopictus_AalbF5	LOC129794813	LOC109425572
OG0004549	AgambiaePEST	LOC129796616	AGAP003992
OG0004549	AfunestusAfunGA1	LOC129796616	AFUN2_003527
OG0004549	AminimusMINIMUS1	LOC129796616	AMIN002830
OG0004549	AstephensiUCISS2018	LOC129796616	ASTEI20_037341
OG0004549	AdirusWRAIR2	LOC129796616	ADIR003232
OG0004549	AsinensisChina	LOC129796616	ASIC013348
OG0004549	CquinquefasciatusJHB2020	LOC129796616	CQUJHB017779
OG0004549	AaegyptiLVP_AGWG	LOC129796616	AAEL004368
OG0004549	Aalbopictus_AalbF5	LOC129796616	LOC109411492
OG0004550	AaegyptiLVP_AGWG	LOC129797172	AAEL004371
OG0004550	Aalbopictus_AalbF5	LOC129797172	LOC109411514
OG0004550	CquinquefasciatusJHB2020	LOC129797172	CQUJHB013465
OG0004550	AsinensisChina	LOC129797172	ASIC011467
OG0004550	AdirusWRAIR2	LOC129797172	ADIR010070
OG0004550	AgambiaePEST	LOC129797172	AGAP001154
