Orthogroup	AdirusWRAIR2	AaegyptiLVP_AGWG
OG0003880	ADIR007192	AAEL001411
OG0003881	ADIR007254	AAEL001416
OG0003882	ADIR008775	AAEL001421
OG0003883	ADIR007273	AAEL001424
OG0003884	ADIR007275	AAEL001432
OG0003885	ADIR000788	AAEL001433
OG0003886	ADIR007633	AAEL001435
OG0003887	ADIR007261	AAEL001437
OG0003888	ADIR000789	AAEL001439
OG0003889	ADIR004602	AAEL001442
OG0003890	ADIR008001	AAEL001444
OG0003891	ADIR009316	AAEL001451
OG0003892	ADIR003933	AAEL001457
OG0003893	ADIR001528	AAEL001459
OG0003894	ADIR007994	AAEL001463
OG0003895	ADIR004949	AAEL001473
OG0003896	ADIR011377	AAEL001478
OG0003897	ADIR011065	AAEL001480
OG0003898	ADIR004771	AAEL001484
OG0003899	ADIR011070	AAEL001490
OG0003900	ADIR011064	AAEL001492
OG0003901	ADIR004458	AAEL001494
OG0003902	ADIR004953	AAEL001496
OG0003903	ADIR006788	AAEL001498
OG0003904	ADIR006791	AAEL001501
OG0003905	ADIR000168	AAEL001507
OG0003906	ADIR000167	AAEL001511
OG0003907	ADIR000186	AAEL001516
OG0003908	ADIR000166	AAEL001520
OG0003909	ADIR000175	AAEL001533
OG0003910	ADIR007109	AAEL001540
OG0003911	ADIR007155	AAEL001553
OG0003912	ADIR007113	AAEL001565
OG0003913	ADIR007156	AAEL001570
OG0003914	ADIR007153	AAEL001571
OG0003915	ADIR007110	AAEL001575
OG0003916	ADIR003453	AAEL001581
OG0003917	ADIR007103	AAEL001582
OG0003918	ADIR007112	AAEL001583
OG0003919	ADIR007152	AAEL001584
OG0003920	ADIR007149	AAEL001588
OG0003921	ADIR008721	AAEL001600
OG0003922	ADIR000839	AAEL001604
OG0003923	ADIR008672	AAEL001605
OG0003924	ADIR001491	AAEL001623
OG0003925	ADIR000751	AAEL001635
OG0003926	ADIR000747	AAEL001637
OG0003927	ADIR010969	AAEL001641
OG0003928	ADIR004942	AAEL001642
OG0003929	ADIR010973	AAEL001647
OG0003930	ADIR000749	AAEL001652
OG0003931	ADIR000740	AAEL001653
OG0003932	ADIR000752	AAEL001655
OG0003933	ADIR010972	AAEL001656
OG0003934	ADIR010968	AAEL001671
OG0003935	ADIR004218	AAEL001675
OG0003936	ADIR003854	AAEL001698
OG0003937	ADIR000571	AAEL001706
OG0003938	ADIR011170	AAEL001709
OG0003939	ADIR011173	AAEL001715
OG0003940	ADIR000572	AAEL001716
OG0003941	ADIR000573	AAEL001724
OG0003942	ADIR011168	AAEL001725
OG0003943	ADIR000570	AAEL001729
OG0003944	ADIR008104	AAEL001734
OG0003945	ADIR007450	AAEL001742
OG0003946	ADIR008108	AAEL001744
OG0003947	ADIR008654	AAEL001749
OG0003948	ADIR007887	AAEL001752
OG0003949	ADIR008643	AAEL001756
OG0003950	ADIR008657	AAEL001759
OG0003951	ADIR008645	AAEL001761
OG0003952	ADIR007881	AAEL001762
OG0003953	ADIR008648	AAEL001765
OG0003954	ADIR007883	AAEL001767
OG0003955	ADIR015504	AAEL001776
OG0003956	ADIR007882	AAEL001781
OG0003957	ADIR008647	AAEL001787
OG0003958	ADIR004693	AAEL001795
OG0003959	ADIR011138	AAEL001796
OG0003960	ADIR004694	AAEL001798
OG0003961	ADIR011141	AAEL001799
OG0003962	ADIR011147	AAEL001800
OG0003963	ADIR011154	AAEL001801
OG0003964	ADIR011152	AAEL001803
OG0003965	ADIR011145	AAEL001805
OG0003966	ADIR004973	AAEL001809
OG0003967	ADIR004696	AAEL001812
OG0003968	ADIR015685	AAEL001815
OG0003969	ADIR011146	AAEL001818
OG0003970	ADIR011143	AAEL001821
OG0003971	ADIR011137	AAEL001827
OG0003972	ADIR011148	AAEL001831
OG0003973	ADIR011142	AAEL001835
OG0003974	ADIR011020	AAEL001845
OG0003975	ADIR004025	AAEL001850
OG0003976	ADIR010931	AAEL001851
OG0003977	ADIR011017	AAEL001853
OG0003978	ADIR002114	AAEL001859
OG0003979	ADIR011013	AAEL001867
OG0003980	ADIR011007	AAEL001876
OG0003981	ADIR011012	AAEL001878
OG0003982	ADIR006242	AAEL001881
OG0003983	ADIR006232	AAEL001883
OG0003984	ADIR005037	AAEL001887
OG0003985	ADIR006241	AAEL001898
OG0003986	ADIR005036	AAEL001899
OG0003987	ADIR005038	AAEL001901
OG0003988	ADIR006244	AAEL001904
OG0003989	ADIR004883	AAEL001906
OG0003990	ADIR006243	AAEL001909, AAEL025197
OG0003991	ADIR006240	AAEL001912
OG0003992	ADIR006236	AAEL001914
OG0003993	ADIR006248	AAEL001915
OG0003994	ADIR003721	AAEL001917
OG0003995	ADIR003735	AAEL001919
OG0003996	ADIR007955	AAEL001925
OG0003997	ADIR003785	AAEL001930
OG0003998	ADIR004220	AAEL001931
OG0003999	ADIR007949	AAEL001932
OG0004000	ADIR006945	AAEL001935
OG0004001	ADIR000317	AAEL001936
OG0004002	ADIR007951	AAEL001940
OG0004003	ADIR000307	AAEL001950
OG0004004	ADIR007952	AAEL001954
OG0004005	ADIR011050	AAEL001968
OG0004006	ADIR011049	AAEL001971
OG0004007	ADIR011236	AAEL001974
OG0004008	ADIR011055	AAEL001982
OG0004010	ADIR011223	AAEL001985
OG0004011	ADIR011037	AAEL001992
OG0004012	ADIR011230	AAEL001998
OG0004013	ADIR011221	AAEL002009
OG0004014	ADIR011217	AAEL002010
OG0004015	ADIR011048	AAEL002019
OG0004016	ADIR011235	AAEL002039
OG0004017	ADIR004699	AAEL002051
OG0004018	ADIR011243	AAEL002055
OG0004019	ADIR011246	AAEL002061
OG0004020	ADIR004698	AAEL002070
OG0004021	ADIR001432	AAEL002072
OG0004022	ADIR011244	AAEL002075
OG0004023	ADIR001433	AAEL002077
OG0004024	ADIR001430	AAEL002078
OG0004025	ADIR004697	AAEL002080
OG0004026	ADIR010586	AAEL002089
OG0004027	ADIR006562	AAEL002091
OG0004028	ADIR010587	AAEL002097
OG0004029	ADIR003499	AAEL002102
OG0004030	ADIR006561	AAEL002106
OG0004031	ADIR010583	AAEL002107
OG0004032	ADIR003501	AAEL002112
OG0004033	ADIR003506	AAEL002113
OG0004034	ADIR003504	AAEL002116
OG0004035	ADIR006567	AAEL002118
OG0004036	ADIR003500	AAEL002126
OG0004037	ADIR010582	AAEL002130
OG0004038	ADIR006564	AAEL002133
OG0004039	ADIR003307	AAEL002141
OG0004040	ADIR003311	AAEL002145
OG0004041	ADIR001014	AAEL002148
OG0004042	ADIR001518	AAEL002152
OG0004043	ADIR001429	AAEL002160
OG0004044	ADIR000860	AAEL002163
OG0004045	ADIR002892	AAEL002169
OG0004046	ADIR002888	AAEL002173
OG0004047	ADIR011460	AAEL002179
OG0004048	ADIR011449	AAEL002182
OG0004049	ADIR011440	AAEL002186
OG0004050	ADIR015573	AAEL002190
OG0004051	ADIR000630	AAEL002194
OG0004052	ADIR011443	AAEL002198
OG0004053	ADIR011461	AAEL002207
OG0004054	ADIR011451	AAEL002209
OG0004055	ADIR000631	AAEL002217
OG0004056	ADIR011442	AAEL002221
OG0004057	ADIR006343	AAEL002238
OG0004058	ADIR011459	AAEL002240
OG0004059	ADIR011455	AAEL002244
OG0004060	ADIR007598	AAEL002260
OG0004061	ADIR007675	AAEL002261
OG0004062	ADIR007514	AAEL002272
OG0004063	ADIR005262	AAEL002284
OG0004064	ADIR005230	AAEL002286
OG0004065	ADIR005229	AAEL002291
OG0004066	ADIR002325	AAEL002296
OG0004067	ADIR005263	AAEL002299
OG0004068	ADIR002321	AAEL002306
OG0004069	ADIR005226	AAEL002308
OG0004070	ADIR005228	AAEL002310
OG0004071	ADIR000547	AAEL002317
OG0004072	ADIR001055	AAEL002331
OG0004073	ADIR004227	AAEL002334
OG0004074	ADIR000965	AAEL002335
OG0004075	ADIR004225	AAEL002337
OG0004076	ADIR000969	AAEL002346
OG0004077	ADIR004228	AAEL002349
OG0004078	ADIR008016	AAEL002350
OG0004079	ADIR003736	AAEL002351
OG0004080	ADIR000971	AAEL002357
OG0004081	ADIR007492	AAEL002358
OG0004082	ADIR009393	AAEL002369
OG0004083	ADIR005165	AAEL002370
OG0004084	ADIR007896	AAEL002371
OG0004085	ADIR009402	AAEL002372
OG0004086	ADIR005017	AAEL002375
OG0004087	ADIR008701	AAEL002377
OG0004088	ADIR009401	AAEL002380
OG0004089	ADIR004910	AAEL002384
OG0004090	ADIR009394	AAEL002386
OG0004091	ADIR007897	AAEL002392
OG0004092	ADIR007895	AAEL002394
OG0004093	ADIR007902	AAEL002397
OG0004094	ADIR008439	AAEL002407
OG0004095	ADIR008292	AAEL002411
OG0004096	ADIR011258	AAEL002413
OG0004097	ADIR002592	AAEL002417, AAEL026967
OG0004098	ADIR008293	AAEL002419
OG0004099	ADIR016007	AAEL002422
OG0004100	ADIR008440	AAEL002425
OG0004101	ADIR005519	AAEL002428
OG0004102	ADIR002590	AAEL002430
OG0004103	ADIR003943	AAEL002436
OG0004104	ADIR010239	AAEL002437
OG0004105	ADIR010246	AAEL002446
OG0004106	ADIR010253	AAEL002456
OG0004107	ADIR008438	AAEL002464
OG0004108	ADIR007708	AAEL002465
OG0004109	ADIR009162	AAEL002469
OG0004110	ADIR009163	AAEL002474
OG0004111	ADIR007948	AAEL002487
OG0004112	ADIR009161	AAEL002488
OG0004113	ADIR007474	AAEL002493
OG0004114	ADIR001065	AAEL002501
OG0004115	ADIR001329	AAEL002512
OG0004116	ADIR001086	AAEL002523
OG0004117	ADIR008289	AAEL002525
OG0004118	ADIR015935	AAEL002529
OG0004119	ADIR015695	AAEL002539
OG0004120	ADIR010469	AAEL002542
OG0004121	ADIR010470	AAEL002544
OG0004122	ADIR010476	AAEL002546
OG0004123	ADIR006634	AAEL002547
OG0004124	ADIR008303	AAEL002548
OG0004125	ADIR010461	AAEL002549
OG0004126	ADIR008301	AAEL002554
OG0004127	ADIR010472	AAEL002557
OG0004128	ADIR010477	AAEL002559
OG0004129	ADIR006635	AAEL002563
OG0004130	ADIR010465	AAEL002565
OG0004131	ADIR006638	AAEL002566
OG0004132	ADIR010474	AAEL002567
OG0004133	ADIR010466	AAEL002571
OG0004134	ADIR000484	AAEL002583
OG0004135	ADIR002190	AAEL002586
OG0004136	ADIR005683	AAEL002607
OG0004137	ADIR002189	AAEL002614
OG0004140	ADIR010694	AAEL002644
OG0004141	ADIR004934	AAEL002646
OG0004142	ADIR004923	AAEL002647
OG0004143	ADIR004888	AAEL002662
OG0004144	ADIR004889	AAEL002673
OG0004145	ADIR004886	AAEL002675
OG0004146	ADIR004885	AAEL002678
OG0004147	ADIR005907	AAEL002687
OG0004148	ADIR005908	AAEL002688
OG0004149	ADIR005895	AAEL002694
OG0004150	ADIR003552	AAEL002700
OG0004151	ADIR008950	AAEL002703
OG0004152	ADIR000077	AAEL002711
OG0004153	ADIR003555	AAEL002718
OG0004154	ADIR007196	AAEL002723
OG0004155	ADIR007798	AAEL002724
OG0004156	ADIR007197	AAEL002728
OG0004157	ADIR005881	AAEL002733
OG0004158	ADIR007147	AAEL002737
OG0004159	ADIR011662	AAEL002740
OG0004160	ADIR005882	AAEL002741
OG0004161	ADIR005880	AAEL002742
OG0004162	ADIR007185	AAEL002748
OG0004163	ADIR006426	AAEL002756
OG0004164	ADIR002803	AAEL002757, AAEL006186
OG0004165	ADIR006434	AAEL002758
OG0004166	ADIR006425	AAEL002760
OG0004167	ADIR006430, ADIR006432	AAEL002761
OG0004168	ADIR006618	AAEL002764
OG0004169	ADIR008254	AAEL002766
OG0004170	ADIR006616	AAEL002769
OG0004171	ADIR006436	AAEL002771
OG0004172	ADIR006435	AAEL002772
OG0004173	ADIR002663	AAEL002780
OG0004174	ADIR005471	AAEL002784
OG0004175	ADIR008895	AAEL002785
OG0004176	ADIR010259	AAEL002789
OG0004178	ADIR005470	AAEL002792
OG0004179	ADIR005852	AAEL002800
OG0004180	ADIR004565	AAEL002804
OG0004181	ADIR008313	AAEL002805
OG0004182	ADIR005467	AAEL002808
OG0004183	ADIR002295	AAEL002809
OG0004184	ADIR005463	AAEL002810
OG0004185	ADIR005853	AAEL002813
OG0004186	ADIR009575	AAEL002819
OG0004187	ADIR006721	AAEL002822
OG0004188	ADIR002328	AAEL002825
OG0004189	ADIR002259	AAEL002831
OG0004190	ADIR002274	AAEL002832
OG0004191	ADIR002326	AAEL002833
OG0004192	ADIR002329	AAEL002834
OG0004193	ADIR005265	AAEL002837
OG0004194	ADIR009578	AAEL002850
OG0004195	ADIR009591	AAEL002852
OG0004196	ADIR010753	AAEL002853
OG0004197	ADIR004435	AAEL002856
OG0004198	ADIR002877	AAEL002869
OG0004199	ADIR008426	AAEL002877
OG0004200	ADIR002878	AAEL002879
OG0004201	ADIR008428	AAEL002881
OG0004202	ADIR011682	AAEL002886
OG0004203	ADIR011681	AAEL002890
OG0004204	ADIR006152	AAEL002891
OG0004205	ADIR000978	AAEL002892
OG0004206	ADIR000830	AAEL002895
OG0004207	ADIR001399	AAEL002896
OG0004208	ADIR000831	AAEL015451, AAEL002908
OG0004209	ADIR001159	AAEL002910
OG0004210	ADIR001407	AAEL002913
OG0004211	ADIR011684	AAEL002918
OG0004212	ADIR004366	AAEL002919
OG0004213	ADIR005702	AAEL002922
OG0004214	ADIR001079	AAEL002934
OG0004215	ADIR001081	AAEL002935
OG0004216	ADIR005755	AAEL002943
OG0004217	ADIR001080	AAEL002944
OG0004218	ADIR003922	AAEL002948
OG0004219	ADIR016136	AAEL002953
OG0004220	ADIR008325	AAEL002955
OG0004221	ADIR008324	AAEL002960
OG0004222	ADIR008323	AAEL002965
OG0004223	ADIR008328	AAEL002978
OG0004224	ADIR010729	AAEL002983
OG0004225	ADIR002443	AAEL002995
OG0004226	ADIR002440	AAEL002997
OG0004227	ADIR014284	AAEL003000
OG0004228	ADIR005327	AAEL003001
OG0004229	ADIR003361	AAEL003002
OG0004230	ADIR010733	AAEL003006
OG0004231	ADIR015701	AAEL003009
OG0004232	ADIR001289	AAEL003019
OG0004233	ADIR001266	AAEL003022
OG0004234	ADIR001268	AAEL003026
OG0004235	ADIR009291	AAEL003035
OG0004236	ADIR001276	AAEL003036
OG0004237	ADIR001228	AAEL003041
OG0004238	ADIR000885	AAEL003046
OG0004239	ADIR001526	AAEL003049
OG0004240	ADIR006970	AAEL003051
OG0004241	ADIR006973	AAEL003052
OG0004242	ADIR006972	AAEL003055
OG0004243	ADIR006974	AAEL003059
OG0004244	ADIR007733	AAEL003070
OG0004245	ADIR004171	AAEL003077
OG0004246	ADIR003746	AAEL003083
OG0004247	ADIR011073	AAEL003084
OG0004248	ADIR007732	AAEL003087
OG0004249	ADIR007702	AAEL003088
OG0004250	ADIR016155	AAEL003104
OG0004251	ADIR008030	AAEL003106
OG0004252	ADIR008031	AAEL003108
OG0004253	ADIR002418	AAEL003109
OG0004254	ADIR000073	AAEL003115
OG0004255	ADIR006968	AAEL003116
OG0004256	ADIR006969	AAEL003117
OG0004257	ADIR008491	AAEL003129
OG0004258	ADIR004947	AAEL003132
OG0004259	ADIR002117	AAEL003133
OG0004260	ADIR002224	AAEL003135
OG0004261	ADIR009663	AAEL003142
OG0004262	ADIR002223	AAEL003150
OG0004263	ADIR003997	AAEL003157
OG0004264	ADIR008686	AAEL003160
OG0004265	ADIR003993	AAEL003162
OG0004266	ADIR006640	AAEL020987, AAEL003165
OG0004267	ADIR010433	AAEL003170
OG0004269	ADIR008266	AAEL003193
OG0004270	ADIR010380	AAEL003202, AAEL024681
OG0004271	ADIR010381	AAEL003203
OG0004272	ADIR004803	AAEL003210
OG0004273	ADIR008740	AAEL003228
OG0004274	ADIR009786	AAEL003230
OG0004275	ADIR009255	AAEL003238
OG0004276	ADIR000598	AAEL003244
OG0004277	ADIR006261	AAEL003245
OG0004278	ADIR004116	AAEL003260
OG0004279	ADIR009824	AAEL003262
OG0004280	ADIR008880	AAEL003267
OG0004281	ADIR006260	AAEL003270
OG0004282	ADIR011332	AAEL003273
OG0004283	ADIR004322	AAEL003281
OG0004284	ADIR004336	AAEL003283
OG0004285	ADIR011617	AAEL003285
OG0004286	ADIR005590	AAEL003287
OG0004287	ADIR002162	AAEL003293
OG0004288	ADIR011614	AAEL003318
OG0004289	ADIR009601	AAEL003322
OG0004290	ADIR011310	AAEL003331
OG0004291	ADIR011323	AAEL003332
OG0004292	ADIR011304	AAEL003336
OG0004293	ADIR011305	AAEL003343
OG0004294	ADIR011321	AAEL003347
OG0004295	ADIR003581	AAEL003354
OG0004296	ADIR011302	AAEL003358
OG0004297	ADIR003086	AAEL003363
OG0004298	ADIR002694	AAEL003366
OG0004299	ADIR003089	AAEL003371
OG0004300	ADIR002479	AAEL003374
OG0004301	ADIR002692	AAEL003378
OG0004302	ADIR015596	AAEL003379
OG0004303	ADIR002682	AAEL003382
OG0004304	ADIR003154	AAEL003383
OG0004305	ADIR003163	AAEL003385
OG0004306	ADIR002683	AAEL003387
OG0004307	ADIR003157	AAEL003388
OG0004308	ADIR002685	AAEL003390
OG0004309	ADIR003091	AAEL003391
OG0004310	ADIR003158	AAEL003396
OG0004311	ADIR015595	AAEL003401
OG0004312	ADIR001929	AAEL003402
OG0004313	ADIR001923	AAEL003408
OG0004314	ADIR001924	AAEL003409
OG0004315	ADIR009613	AAEL003412
OG0004316	ADIR002213	AAEL003413
OG0004317	ADIR001932	AAEL003415
OG0004318	ADIR002222	AAEL003416
OG0004319	ADIR015510	AAEL003419
OG0004320	ADIR001341	AAEL003423
OG0004321	ADIR001933	AAEL003425
OG0004322	ADIR000244	AAEL003427
OG0004323	ADIR001914	AAEL003428
OG0004324	ADIR009614	AAEL003431
OG0004325	ADIR002219	AAEL003433
OG0004326	ADIR000236	AAEL003436
OG0004327	ADIR002218	AAEL003437
OG0004328	ADIR001925	AAEL003438
OG0004329	ADIR002342	AAEL003447
OG0004330	ADIR000243	AAEL003449
OG0004331	ADIR008201	AAEL003454
OG0004332	ADIR007023	AAEL003466
OG0004333	ADIR001880	AAEL003469
OG0004334	ADIR005722	AAEL027684, AAEL003470
OG0004335	ADIR000223	AAEL003473
OG0004336	ADIR002361	AAEL003474
OG0004337	ADIR011629	AAEL003476
OG0004338	ADIR007279	AAEL003477
OG0004339	ADIR001881	AAEL003478
OG0004340	ADIR008204	AAEL003479
OG0004341	ADIR001882	AAEL003481
OG0004342	ADIR007024	AAEL003487
OG0004343	ADIR010479	AAEL003491
OG0004345	ADIR016154	AAEL003494
OG0004346	ADIR010485	AAEL003503
OG0004347	ADIR010965	AAEL003510
OG0004348	ADIR009142	AAEL003514
OG0004349	ADIR002035	AAEL003518
OG0004350	ADIR011379	AAEL003519
OG0004351	ADIR010962	AAEL003524
OG0004352	ADIR006793	AAEL003528
OG0004353	ADIR002261	AAEL003532
OG0004354	ADIR003985	AAEL003534
OG0004355	ADIR002038	AAEL003535
OG0004356	ADIR010964	AAEL003536
OG0004357	ADIR002264	AAEL003537
OG0004358	ADIR010967	AAEL003539
OG0004359	ADIR002262	AAEL003540
OG0004360	ADIR004344	AAEL003542
OG0004361	ADIR011378	AAEL003543
OG0004362	ADIR002039	AAEL003544
OG0004363	ADIR011622	AAEL003545
OG0004364	ADIR002036	AAEL003547
OG0004365	ADIR003821	AAEL003551
OG0004366	ADIR003824	AAEL003552
OG0004367	ADIR003822	AAEL003554
OG0004368	ADIR003823	AAEL003555
OG0004369	ADIR008501	AAEL003573
OG0004371	ADIR001107	AAEL003581
OG0004372	ADIR007508	AAEL003582
OG0004373	ADIR008055	AAEL003602
OG0004374	ADIR004587	AAEL003606
OG0004375	ADIR002073	AAEL003618
OG0004377	ADIR003266	AAEL003634
OG0004378	ADIR002471	AAEL003647
OG0004379	ADIR011411	AAEL003648
OG0004380	ADIR002468	AAEL003650
OG0004381	ADIR001524	AAEL003651
OG0004382	ADIR015793	AAEL003653
OG0004383	ADIR004748	AAEL003654
OG0004384	ADIR010912	AAEL003656
OG0004385	ADIR002472	AAEL003661
OG0004386	ADIR011412	AAEL003664
OG0004387	ADIR004483	AAEL003670
OG0004388	ADIR011410	AAEL003674
OG0004389	ADIR011409	AAEL003675
OG0004390	ADIR011413	AAEL003676
OG0004391	ADIR004745	AAEL003678
OG0004392	ADIR004757	AAEL003682
OG0004393	ADIR004755	AAEL003684
OG0004394	ADIR004749	AAEL003695
OG0004395	ADIR004752	AAEL003704
OG0004396	ADIR004485	AAEL003705
OG0004397	ADIR007332	AAEL003709
OG0004398	ADIR003676	AAEL003724
OG0004399	ADIR007336	AAEL003729
OG0004400	ADIR007333	AAEL003730
OG0004401	ADIR007325	AAEL003731
OG0004402	ADIR007334	AAEL003735
OG0004403	ADIR007322	AAEL003739
OG0004404	ADIR010450	AAEL003742
OG0004405	ADIR005449	AAEL003746
OG0004406	ADIR005369	AAEL003752
OG0004407	ADIR005860	AAEL025958, AAEL003757
OG0004408	ADIR005373	AAEL003762
OG0004409	ADIR008784	AAEL003770
OG0004410	ADIR009440	AAEL003774
OG0004411	ADIR010779	AAEL003776
OG0004412	ADIR002920	AAEL003777
OG0004413	ADIR010741	AAEL003782
OG0004414	ADIR002917	AAEL003794
OG0004415	ADIR002918	AAEL003801
OG0004416	ADIR001150	AAEL003803
OG0004417	ADIR001392	AAEL003806
OG0004418	ADIR010810	AAEL003817
OG0004419	ADIR010126	AAEL003822
OG0004420	ADIR010806	AAEL003829
OG0004421	ADIR010811	AAEL003831
OG0004422	ADIR010807	AAEL003839
OG0004423	ADIR010805	AAEL003847
OG0004424	ADIR010802	AAEL003855
OG0004425	ADIR010803	AAEL003858
OG0004426	ADIR011406	AAEL003861
OG0004427	ADIR010813	AAEL003864
OG0004428	ADIR006523	AAEL003868
OG0004429	ADIR010534	AAEL003871
OG0004430	ADIR010182	AAEL003872
OG0004431	ADIR008363	AAEL003873
OG0004432	ADIR010183	AAEL003874
OG0004433	ADIR008362	AAEL003875
OG0004435	ADIR004635	AAEL003883
OG0004436	ADIR010535	AAEL003885
OG0004437	ADIR010184	AAEL003887
OG0004438	ADIR008514	AAEL003891
OG0004439	ADIR006520	AAEL003893
OG0004440	ADIR004556	AAEL003903
OG0004441	ADIR004557	AAEL003906
OG0004442	ADIR008890	AAEL003909
OG0004443	ADIR004554	AAEL003910
OG0004444	ADIR015859	AAEL003911
OG0004445	ADIR004553	AAEL003913
OG0004446	ADIR004559	AAEL003916
OG0004447	ADIR008887	AAEL003919
OG0004448	ADIR015860	AAEL003922
OG0004449	ADIR009424	AAEL003923
OG0004450	ADIR009425	AAEL003926
OG0004451	ADIR011113	AAEL003935
OG0004452	ADIR003541	AAEL003946
OG0004453	ADIR009500	AAEL003949
OG0004454	ADIR002249	AAEL003952
OG0004455	ADIR016108	AAEL003957
OG0004456	ADIR009496	AAEL003958
OG0004457	ADIR002247	AAEL003963
OG0004458	ADIR009650	AAEL003964
OG0004459	ADIR002240	AAEL003966
OG0004460	ADIR002239	AAEL003972
OG0004461	ADIR016106	AAEL003973
OG0004462	ADIR009498	AAEL003977, AAEL026052
OG0004463	ADIR002269	AAEL003989
OG0004464	ADIR002337	AAEL003990
OG0004465	ADIR000102	AAEL003991
OG0004466	ADIR002331	AAEL003993
OG0004467	ADIR002270	AAEL003994
OG0004468	ADIR002332	AAEL003995
OG0004469	ADIR002528	AAEL004004
OG0004470	ADIR005810	AAEL004007
OG0004471	ADIR002526	AAEL004009
OG0004472	ADIR002828	AAEL004017
OG0004473	ADIR005822	AAEL004032
OG0004474	ADIR002829	AAEL004034
OG0004475	ADIR015700	AAEL004036
OG0004476	ADIR004464	AAEL004046
OG0004477	ADIR004704, ADIR001184	AAEL004052
OG0004478	ADIR000910	AAEL004056
OG0004479	ADIR007802	AAEL004071
OG0004480	ADIR001177	AAEL004075
OG0004481	ADIR000508	AAEL004083
OG0004482	ADIR002290	AAEL004088
OG0004483	ADIR002285	AAEL004090
OG0004484	ADIR000502	AAEL004097
OG0004485	ADIR000503	AAEL004098
OG0004486	ADIR002294	AAEL004110
OG0004487	ADIR000504	AAEL004114
OG0004488	ADIR005984	AAEL004117
OG0004489	ADIR002489	AAEL004121
OG0004490	ADIR006572	AAEL004125
OG0004491	ADIR002836	AAEL004126
OG0004492	ADIR002483	AAEL004131
OG0004493	ADIR006441	AAEL004136
OG0004494	ADIR002485	AAEL004143
OG0004495	ADIR008916	AAEL004147
OG0004496	ADIR003986	AAEL004148
OG0004497	ADIR007366	AAEL004151
OG0004498	ADIR004594	AAEL004163
OG0004499	ADIR001000	AAEL004180
OG0004500	ADIR006951	AAEL004191
OG0004501	ADIR001073	AAEL004193
OG0004502	ADIR001507	AAEL004195
OG0004503	ADIR001664	AAEL004196
OG0004504	ADIR010281	AAEL004205
OG0004505	ADIR010282	AAEL004206
OG0004506	ADIR010288	AAEL004211
OG0004507	ADIR010290	AAEL004212
OG0004508	ADIR010278	AAEL004213
OG0004509	ADIR010280	AAEL004216
OG0004510	ADIR010279	AAEL004221
OG0004511	ADIR001119	AAEL004227
OG0004512	ADIR001412	AAEL004228
OG0004513	ADIR007769	AAEL004231
OG0004514	ADIR014992	AAEL004233
OG0004515	ADIR006717	AAEL004234
OG0004516	ADIR001120	AAEL004236
OG0004517	ADIR001243	AAEL004237
OG0004518	ADIR009839	AAEL004238
OG0004519	ADIR007387	AAEL004259
OG0004520	ADIR008241	AAEL004269
OG0004521	ADIR002961	AAEL004275
OG0004522	ADIR010996	AAEL004276
OG0004523	ADIR002962	AAEL004280
OG0004524	ADIR010997	AAEL004282
OG0004525	ADIR010995	AAEL004287
OG0004526	ADIR003107	AAEL004288
OG0004527	ADIR008717	AAEL004291
OG0004528	ADIR011001	AAEL004292
OG0004529	ADIR010993	AAEL004294
OG0004530	ADIR011003	AAEL004299
OG0004531	ADIR011371	AAEL004305
OG0004532	ADIR015505	AAEL004307
OG0004533	ADIR011360	AAEL004308
OG0004535	ADIR015506	AAEL004313
OG0004536	ADIR015977	AAEL004320
OG0004537	ADIR005710	AAEL004327
OG0004538	ADIR005708	AAEL004332
OG0004539	ADIR005697	AAEL004333
OG0004540	ADIR005711	AAEL004338
OG0004541	ADIR000448	AAEL004345
OG0004542	ADIR005698	AAEL004349
OG0004543	ADIR003017	AAEL004350
OG0004544	ADIR003222	AAEL004351
OG0004545	ADIR010077	AAEL004355
OG0004546	ADIR003315	AAEL004357
OG0004547	ADIR010075	AAEL004359
OG0004548	ADIR010076	AAEL004364
OG0004549	ADIR003232	AAEL004368
OG0004550	ADIR010070	AAEL004371
OG0004551	ADIR003018	AAEL004376
OG0004552	ADIR003326	AAEL004378
OG0004553	ADIR005483	AAEL004383
OG0004554	ADIR006598	AAEL004389
OG0004555	ADIR006603	AAEL004399
OG0004556	ADIR000374	AAEL004402
OG0004557	ADIR001365	AAEL004404
OG0004558	ADIR000375	AAEL004406
OG0004559	ADIR001364	AAEL004410
OG0004560	ADIR001767	AAEL004419
OG0004561	ADIR008627	AAEL004420
OG0004562	ADIR001759	AAEL004425
OG0004563	ADIR001775	AAEL004426
OG0004564	ADIR001770	AAEL004431
OG0004565	ADIR001774	AAEL004435
OG0004566	ADIR001760	AAEL004440
OG0004567	ADIR001772	AAEL004441
OG0004568	ADIR001765	AAEL004442
OG0004569	ADIR001682	AAEL004446
OG0004570	ADIR006444	AAEL004449
OG0004571	ADIR003170	AAEL004450, AAEL023070
OG0004572	ADIR006447	AAEL004451
OG0004573	ADIR003172	AAEL025887, AAEL004458
OG0004574	ADIR005944	AAEL004469
OG0004575	ADIR010569	AAEL004472
OG0004576	ADIR006446	AAEL004474
OG0004577	ADIR003173	AAEL004477, AAEL027029
OG0004578	ADIR006445	AAEL004482
OG0004579	ADIR006071	AAEL004485
OG0004580	ADIR006078	AAEL004490
OG0004581	ADIR006079	AAEL004493
OG0004582	ADIR006074	AAEL004496
