Orthogroup	AdirusWRAIR2	AminimusMINIMUS1
OG0004749	ADIR001279	AMIN005720
OG0004750	ADIR005332	AMIN003334
OG0004751	ADIR009290	AMIN006636
OG0004752	ADIR000202	AMIN008754
OG0004753	ADIR009177	AMIN008121
OG0004754	ADIR001872	AMIN006966
OG0004755	ADIR000400	AMIN008187
OG0004756	ADIR009433	AMIN001610
OG0004757	ADIR006986	AMIN010384
OG0004758	ADIR006987	AMIN010383
OG0004759	ADIR006992	AMIN010379
OG0004760	ADIR006994	AMIN010377
OG0004761	ADIR009428	AMIN001605
OG0004762	ADIR006795	AMIN016066
OG0004763	ADIR009434	AMIN001611
OG0004764	ADIR008531	AMIN001930
OG0004765	ADIR010718	AMIN003053
OG0004766	ADIR004996	AMIN001542
OG0004767	ADIR010715	AMIN003049
OG0004768	ADIR008527	AMIN001934
OG0004769	ADIR011492	AMIN009860
OG0004770	ADIR006462	AMIN000649
OG0004771	ADIR011497	AMIN009865
OG0004772	ADIR011500	AMIN009868
OG0004773	ADIR011490	AMIN009858
OG0004774	ADIR005385	AMIN004722
OG0004775	ADIR003388	AMIN000255
OG0004776	ADIR008403	AMIN000340
OG0004777	ADIR005389	AMIN004726
OG0004778	ADIR002914	AMIN004664
OG0004779	ADIR008896	AMIN002587
OG0004780	ADIR005426	AMIN004757
OG0004781	ADIR002912	AMIN004666
OG0004782	ADIR005383	AMIN004720
OG0004783	ADIR001324	AMIN005304
OG0004784	ADIR000486	AMIN006850
OG0004785	ADIR001222	AMIN005502
OG0004786	ADIR001224	AMIN005500
OG0004787	ADIR004836	AMIN001477
OG0004788	ADIR000760	AMIN007209
OG0004789	ADIR004013	AMIN007241
OG0004790	ADIR004016	AMIN015809
OG0004791	ADIR004833	AMIN001480
OG0004792	ADIR004834	AMIN001479
OG0004793	ADIR004012	AMIN007242
OG0004794	ADIR004837	AMIN001476
OG0004795	ADIR000011	AMIN004447
OG0004796	ADIR000009	AMIN004449
OG0004797	ADIR002159	AMIN009176
OG0004798	ADIR000010	AMIN004448
OG0004799	ADIR011546	AMIN007054
OG0004800	ADIR009476	AMIN006975
OG0004801	ADIR002160	AMIN009177
OG0004802	ADIR002155	AMIN009172
OG0004803	ADIR002154	AMIN009171
OG0004804	ADIR010107	AMIN002351
OG0004805	ADIR016107	AMIN002354
OG0004806	ADIR009671	AMIN008209
OG0004807	ADIR008997	AMIN003095
OG0004808	ADIR009000	AMIN003097
OG0004809	ADIR009027	AMIN003094
OG0004810	ADIR005209	AMIN007443
OG0004811	ADIR001296	AMIN002010
OG0004812	ADIR001211	AMIN005823
OG0004813	ADIR001214	AMIN005820
OG0004814	ADIR011291	AMIN006145
OG0004815	ADIR006529	AMIN002883
OG0004816	ADIR009565	AMIN004512
OG0004817	ADIR003072	AMIN000486
OG0004818	ADIR009564	AMIN004513
OG0004819	ADIR009572	AMIN008712
OG0004820	ADIR009566	AMIN004511
OG0004821	ADIR000430	AMIN006910
OG0004822	ADIR009986	AMIN002229
OG0004823	ADIR008957	AMIN000816
OG0004824	ADIR009988, ADIR009984	AMIN015742
OG0004825	ADIR009979	AMIN015832
OG0004826	ADIR010022	AMIN002267
OG0004827	ADIR010023	AMIN002268
OG0004828	ADIR001097	AMIN005047
OG0004829	ADIR002861	AMIN000584
OG0004830	ADIR003208	AMIN002809
OG0004831	ADIR009264	AMIN000065
OG0004832	ADIR011185	AMIN001707
OG0004833	ADIR000575	AMIN001704
OG0004834	ADIR011183	AMIN001705
OG0004835	ADIR000578	AMIN001701
OG0004836	ADIR000576	AMIN001703
OG0004837	ADIR000579	AMIN001700
OG0004838	ADIR011188	AMIN001709
OG0004839	ADIR011184	AMIN001706
OG0004840	ADIR004265	AMIN007683
OG0004841	ADIR010294	AMIN004007
OG0004842	ADIR010299	AMIN002574
OG0004843	ADIR010295	AMIN002578
OG0004844	ADIR011296	AMIN006140
OG0004845	ADIR011284	AMIN006150
OG0004846	ADIR010296	AMIN002577
OG0004847	ADIR010298	AMIN002575
OG0004848	ADIR010297	AMIN002576
OG0004849	ADIR003473	AMIN003236
OG0004850	ADIR003106	AMIN003726
OG0004851	ADIR001778	AMIN008421
OG0004852	ADIR001082	AMIN002052
OG0004853	ADIR010919	AMIN009142
OG0004854	ADIR010915	AMIN009148
OG0004855	ADIR010920	AMIN009141
OG0004856	ADIR010918	AMIN009143
OG0004857	ADIR010921	AMIN009139
OG0004858	ADIR009691	AMIN007224
OG0004859	ADIR005111	AMIN009508
OG0004860	ADIR010923	AMIN009138
OG0004861	ADIR010917	AMIN009145
OG0004862	ADIR010908	AMIN009155
OG0004863	ADIR010913	AMIN009150
OG0004864	ADIR010300	AMIN002573
OG0004865	ADIR010305	AMIN002568
OG0004866	ADIR010302	AMIN002571
OG0004867	ADIR010301	AMIN002572
OG0004868	ADIR004585	AMIN005419
OG0004869	ADIR001106	AMIN005417
OG0004870	ADIR006653	AMIN004570
OG0004871	ADIR006592	AMIN003168
OG0004872	ADIR006594	AMIN003166
OG0004873	ADIR003444	AMIN003209
OG0004874	ADIR006652	AMIN004569
OG0004875	ADIR003443	AMIN003208
OG0004876	ADIR016081	AMIN011234
OG0004877	ADIR003959	AMIN005671
OG0004878	ADIR005206	AMIN001950
OG0004879	ADIR008814	AMIN011372
OG0004880	ADIR005207	AMIN001949
OG0004881	ADIR003958	AMIN005670
OG0004882	ADIR000847	AMIN005576
OG0004883	ADIR001517	AMIN005414
OG0004884	ADIR000979	AMIN002139
OG0004885	ADIR005264	AMIN009287
OG0004886	ADIR011708	AMIN007496
OG0004887	ADIR005232	AMIN009286
OG0004888	ADIR002059	AMIN004461
OG0004889	ADIR005266	AMIN009288
OG0004890	ADIR000226	AMIN008995
OG0004891	ADIR006979	AMIN010393
OG0004892	ADIR007186	AMIN010398
OG0004893	ADIR006975	AMIN010397
OG0004894	ADIR007357	AMIN007773
OG0004895	ADIR003527	AMIN000797
OG0004896	ADIR003536	AMIN000789
OG0004897	ADIR003534	AMIN000791
OG0004898	ADIR003532	AMIN000793
OG0004899	ADIR005508	AMIN004106
OG0004900	ADIR003537	AMIN000788
OG0004901	ADIR010656	AMIN000865
OG0004902	ADIR003535	AMIN000790
OG0004903	ADIR002502	AMIN000701
OG0004904	ADIR004039	AMIN001166
OG0004905	ADIR008475	AMIN004165
OG0004906	ADIR002825	AMIN000670
OG0004907	ADIR008476	AMIN004164
OG0004908	ADIR008377	AMIN000707
OG0004909	ADIR008378	AMIN000708
OG0004910	ADIR003433	AMIN003200
OG0004911	ADIR003429	AMIN003196
OG0004912	ADIR003432	AMIN003199
OG0004913	ADIR000300	AMIN009059
OG0004914	ADIR011261	AMIN006173
OG0004915	ADIR007398	AMIN011031
OG0004916	ADIR007395	AMIN011028
OG0004917	ADIR007399	AMIN011032
OG0004918	ADIR007389	AMIN011022
OG0004920	ADIR006002	AMIN001898
OG0004921	ADIR005990	AMIN001909
OG0004922	ADIR006001	AMIN001899
OG0004923	ADIR005997	AMIN001901
OG0004924	ADIR001843	AMIN008769
OG0004925	ADIR010727	AMIN000804
OG0004926	ADIR009194	AMIN008137
OG0004927	ADIR009192	AMIN008135
OG0004928	ADIR000247	AMIN015576
OG0004929	ADIR005303	AMIN003305
OG0004930	ADIR005309	AMIN003311
OG0004931	ADIR005302	AMIN003304
OG0004932	ADIR005306	AMIN003308
OG0004933	ADIR016145	AMIN003296
OG0004934	ADIR005308	AMIN003310
OG0004935	ADIR005305	AMIN003306
OG0004936	ADIR003396	AMIN000247
OG0004937	ADIR003480	AMIN000608
OG0004938	ADIR003398	AMIN000245
OG0004939	ADIR002887	AMIN003243
OG0004940	ADIR003395	AMIN000248
OG0004941	ADIR003479	AMIN000607
OG0004942	ADIR003300	AMIN003794
OG0004943	ADIR006587	AMIN003173
OG0004944	ADIR006648	AMIN004564
OG0004945	ADIR002109	AMIN004260
OG0004946	ADIR002108	AMIN004261
OG0004947	ADIR002106	AMIN004263
OG0004948	ADIR002111	AMIN004258
OG0004949	ADIR000160	AMIN008860
OG0004950	ADIR005526	AMIN004123
OG0004951	ADIR000159	AMIN008859
OG0004952	ADIR002944	AMIN003842
OG0004953	ADIR002947	AMIN016059
OG0004954	ADIR010113	AMIN002356
OG0004955	ADIR010391	AMIN003512
OG0004956	ADIR003152	AMIN003680
OG0004957	ADIR003150	AMIN003681
OG0004958	ADIR010318	AMIN002555
OG0004959	ADIR008482	AMIN004158
OG0004960	ADIR008483	AMIN004157
OG0004961	ADIR002481	AMIN000511
OG0004962	ADIR003147	AMIN003684
OG0004963	ADIR003153	AMIN003679
OG0004964	ADIR010388	AMIN003515
OG0004965	ADIR002928	AMIN003826
OG0004966	ADIR005600	AMIN005759
OG0004967	ADIR001824	AMIN008784
OG0004968	ADIR003029	AMIN002449
OG0004969	ADIR010399	AMIN003504
OG0004971	ADIR002549	AMIN002942
OG0004972	ADIR006622	AMIN002627
OG0004973	ADIR008146	AMIN009896
OG0004974	ADIR007231	AMIN010441
OG0004975	ADIR010662	AMIN000860
OG0004976	ADIR005323	AMIN003327
OG0004977	ADIR006841	AMIN015777
OG0004978	ADIR002461	AMIN000547
OG0004979	ADIR002462	AMIN000549
OG0004980	ADIR009816	AMIN011576
OG0004981	ADIR004355	AMIN011601
OG0004982	ADIR004356	AMIN011602
OG0004983	ADIR009812	AMIN011572
OG0004985	ADIR009818	AMIN011578
OG0004986	ADIR009811	AMIN011571
OG0004987	ADIR011269	AMIN006165
OG0004988	ADIR011267	AMIN006167
OG0004989	ADIR011270	AMIN006164
OG0004990	ADIR011266	AMIN006168
OG0004991	ADIR015740	AMIN007338
OG0004992	ADIR001545	AMIN007334
OG0004993	ADIR002737	AMIN002490
OG0004994	ADIR001547	AMIN007336
OG0004995	ADIR002072	AMIN004476
OG0004996	ADIR002024	AMIN004359
OG0004997	ADIR002025	AMIN004358
OG0004998	ADIR002013	AMIN004376
OG0004999	ADIR002007	AMIN004382
OG0005000	ADIR002001	AMIN004388
OG0005001	ADIR001998	AMIN004391
OG0005002	ADIR016056	AMIN016133
OG0005003	ADIR001071	AMIN005509
OG0005004	ADIR016055	AMIN016131
OG0005005	ADIR001070	AMIN005510
OG0005006	ADIR004126	AMIN005354
OG0005007	ADIR011209	AMIN005999
OG0005008	ADIR000611	AMIN006002
OG0005009	ADIR011208	AMIN006000
OG0005010	ADIR011425	AMIN009385
OG0005011	ADIR011427	AMIN009383
OG0005012	ADIR011426	AMIN009384
OG0005013	ADIR011431	AMIN005880
OG0005014	ADIR000607	AMIN006006
OG0005015	ADIR011197	AMIN001718
OG0005016	ADIR011199	AMIN001721
OG0005017	ADIR011201	AMIN001722
OG0005018	ADIR004787	AMIN006793
OG0005020	ADIR006374	AMIN006055
OG0005021	ADIR011195	AMIN001716
OG0005022	ADIR006373	AMIN006056
OG0005023	ADIR011417	AMIN009393
OG0005024	ADIR015619	AMIN001720
OG0005025	ADIR005644	AMIN001246
OG0005026	ADIR005646	AMIN001245
OG0005027	ADIR005648	AMIN001243
OG0005028	ADIR005649	AMIN001242
OG0005029	ADIR004036	AMIN001168
OG0005030	ADIR004034	AMIN001170
OG0005031	ADIR010054	AMIN016258
OG0005032	ADIR010064	AMIN002309
OG0005033	ADIR010053	AMIN016257
OG0005034	ADIR010065	AMIN002310
OG0005035	ADIR010060	AMIN002305
OG0005036	ADIR006041	AMIN001860
OG0005037	ADIR006038	AMIN001866
OG0005038	ADIR016099	AMIN016142
OG0005039	ADIR006028	AMIN001872
OG0005040	ADIR006033	AMIN001861
OG0005042	ADIR006039	AMIN001867
OG0005043	ADIR005900	AMIN006430
OG0005044	ADIR008121	AMIN007536
OG0005045	ADIR008133	AMIN015935
OG0005047	ADIR008803	AMIN011381
OG0005048	ADIR008808	AMIN011377
OG0005049	ADIR008838	AMIN009936
OG0005050	ADIR008807	AMIN011378
OG0005051	ADIR016148	AMIN015937
OG0005052	ADIR008805	AMIN011380
OG0005053	ADIR008132	AMIN015936
OG0005054	ADIR008118	AMIN010910
OG0005055	ADIR005826	AMIN015873
OG0005056	ADIR005831	AMIN015772
OG0005057	ADIR007981	AMIN011319
OG0005058	ADIR005827	AMIN015872
OG0005059	ADIR005342	AMIN004026
OG0005060	ADIR005347	AMIN004031
OG0005061	ADIR007062	AMIN010326
OG0005062	ADIR011326	AMIN009608
OG0005063	ADIR005980	AMIN006423
OG0005064	ADIR005942	AMIN007119
OG0005065	ADIR007088, ADIR006688	AMIN007121
OG0005066	ADIR002142	AMIN004228
OG0005067	ADIR002066	AMIN004469
OG0005068	ADIR002067	AMIN004470
OG0005069	ADIR009379	AMIN006709
OG0005070	ADIR009305	AMIN006650
OG0005071	ADIR009381	AMIN006712
OG0005072	ADIR009306	AMIN006651
OG0005073	ADIR010004	AMIN002249
OG0005074	ADIR009380	AMIN006710
OG0005075	ADIR010009	AMIN002254
OG0005077	ADIR004797	AMIN006777
OG0005078	ADIR000703	AMIN009125
OG0005079	ADIR000694	AMIN009114
OG0005080	ADIR000700	AMIN009121
OG0005081	ADIR000699	AMIN009120
OG0005082	ADIR000704	AMIN009126
OG0005083	ADIR004780	AMIN006799
OG0005084	ADIR004796	AMIN006778
OG0005085	ADIR001967	AMIN008578
OG0005086	ADIR001968	AMIN008579
OG0005087	ADIR001958	AMIN008591
OG0005088	ADIR005840	AMIN003162
OG0005089	ADIR002865	AMIN000587
OG0005090	ADIR008538	AMIN007147
OG0005091	ADIR005839	AMIN003161
OG0005092	ADIR006713	AMIN004623
OG0005093	ADIR007728	AMIN008001
OG0005094	ADIR004164	AMIN011355
OG0005095	ADIR004169	AMIN011350
OG0005096	ADIR004168	AMIN011351
OG0005097	ADIR008819	AMIN011367
OG0005098	ADIR008818	AMIN011368
OG0005099	ADIR004155	AMIN011362
OG0005100	ADIR008820	AMIN011366
OG0005101	ADIR006651	AMIN004568
OG0005102	ADIR007967	AMIN011364
OG0005103	ADIR004163	AMIN011356
OG0005104	ADIR005737	AMIN005001
OG0005105	ADIR009645	AMIN008715
OG0005106	ADIR009637	AMIN008722
OG0005107	ADIR005736	AMIN005000
OG0005108	ADIR003365	AMIN000279
OG0005109	ADIR003303	AMIN003797
OG0005110	ADIR003304	AMIN003798
OG0005111	ADIR003364	AMIN000280
OG0005112	ADIR000453	AMIN006887
OG0005113	ADIR002779	AMIN000363
OG0005114	ADIR000454	AMIN006885
OG0005115	ADIR000452	AMIN006888
OG0005116	ADIR000451	AMIN006889
OG0005117	ADIR008994	AMIN003090
OG0005118	ADIR000813	AMIN005432
OG0005119	ADIR000928	AMIN005830
OG0005120	ADIR014073	AMIN015905
OG0005121	ADIR015961	AMIN015819
OG0005122	ADIR010345	AMIN002527
OG0005123	ADIR010330	AMIN002544
OG0005124	ADIR010347	AMIN002525
OG0005125	ADIR010350	AMIN002521
OG0005126	ADIR010349	AMIN002522
OG0005127	ADIR010346	AMIN002526
OG0005129	ADIR002229	AMIN015964
OG0005130	ADIR000272	AMIN009034
OG0005131	ADIR000466	AMIN006871
OG0005132	ADIR007115	AMIN010293
OG0005133	ADIR007116	AMIN010294
OG0005134	ADIR007121	AMIN010288
OG0005135	ADIR007118	AMIN010297
OG0005136	ADIR007124	AMIN010284
OG0005137	ADIR007122	AMIN010287
OG0005138	ADIR007120	AMIN010289
OG0005139	ADIR007125	AMIN010283
OG0005140	ADIR004050	AMIN001154
OG0005141	ADIR004049	AMIN001155
OG0005142	ADIR005960	AMIN007134
OG0005143	ADIR009930	AMIN002169
OG0005144	ADIR010326	AMIN002545
OG0005145	ADIR009933	AMIN002172
OG0005146	ADIR000120	AMIN008816
OG0005147	ADIR000122	AMIN008817
OG0005148	ADIR001125	AMIN001946
OG0005149	ADIR002980	AMIN004214
OG0005150	ADIR008329	AMIN000917
OG0005151	ADIR006467	AMIN002790
OG0005152	ADIR011703	AMIN005345
OG0005153	ADIR006154	AMIN009783
OG0005155	ADIR006153	AMIN009784
OG0005156	ADIR006183	AMIN009766
OG0005157	ADIR005923	AMIN007096
OG0005158	ADIR006168	AMIN009767
OG0005159	ADIR006846	AMIN009083
OG0005160	ADIR008370	AMIN004077
OG0005161	ADIR005498	AMIN004097
OG0005162	ADIR006844	AMIN009085
OG0005164	ADIR006845	AMIN009084
OG0005165	ADIR005501	AMIN004100
OG0005166	ADIR006848	AMIN009081
OG0005167	ADIR000922	AMIN005112
OG0005168	ADIR000925	AMIN005110
OG0005169	ADIR000531	AMIN008951
OG0005170	ADIR000228	AMIN008993
OG0005171	ADIR000227	AMIN008994
OG0005172	ADIR001830	AMIN008778
OG0005173	ADIR000385	AMIN001302
OG0005174	ADIR000554	AMIN008948
OG0005175	ADIR009683	AMIN004439
OG0005176	ADIR009684	AMIN004438
OG0005177	ADIR007482	AMIN010957
OG0005178	ADIR007498	AMIN010975
OG0005179	ADIR007484	AMIN010959
OG0005180	ADIR003818	AMIN009997
OG0005181	ADIR007866	AMIN011097
OG0005183	ADIR010956	AMIN006335
OG0005184	ADIR006174	AMIN009631
OG0005185	ADIR005319	AMIN003324
OG0005186	ADIR010949	AMIN006342
OG0005187	ADIR005320	AMIN003325
OG0005188	ADIR005321	AMIN003326
OG0005189	ADIR009926	AMIN016239
OG0005190	ADIR005561	AMIN003005
OG0005191	ADIR010165	AMIN003622
OG0005192	ADIR005562	AMIN003004
OG0005193	ADIR010164	AMIN003621
OG0005194	ADIR010160	AMIN003617
OG0005195	ADIR009243	AMIN011649
OG0005196	ADIR009244	AMIN011648
OG0005197	ADIR016000	AMIN015925
OG0005198	ADIR004740	AMIN006840
OG0005199	ADIR004742	AMIN006838
OG0005200	ADIR004738	AMIN006844
OG0005201	ADIR007471	AMIN010946
OG0005202	ADIR005533	AMIN004129
OG0005203	ADIR007472	AMIN010948
OG0005204	ADIR008281	AMIN015881
OG0005205	ADIR000624	AMIN001739
OG0005206	ADIR000621	AMIN001736
OG0005207	ADIR011468	AMIN009838
OG0005208	ADIR011465	AMIN009835
OG0005209	ADIR000622	AMIN001737
OG0005210	ADIR000625	AMIN001740
OG0005211	ADIR000188	AMIN008888
OG0005212	ADIR000440	AMIN006900
OG0005213	ADIR000442	AMIN006898
OG0005214	ADIR001822	AMIN008786
OG0005215	ADIR000441	AMIN006899
OG0005216	ADIR000438	AMIN006902
OG0005217	ADIR000189	AMIN008889
OG0005218	ADIR000439	AMIN006901
OG0005219	ADIR001821	AMIN008787
OG0005220	ADIR011700	AMIN005342
OG0005221	ADIR005150	AMIN009538
OG0005222	ADIR005151	AMIN009539
OG0005223	ADIR003109	AMIN003723
OG0005224	ADIR003108	AMIN003724
OG0005226	ADIR003111	AMIN003721
OG0005227	ADIR004495	AMIN002384
OG0005228	ADIR003112	AMIN003720
OG0005229	ADIR004476	AMIN002371
OG0005230	ADIR003113	AMIN003719
OG0005231	ADIR009857	AMIN002395
OG0005232	ADIR008361	AMIN004820
OG0005233	ADIR004502	AMIN002391
OG0005234	ADIR004473	AMIN002375
OG0005235	ADIR008611	AMIN011509
OG0005236	ADIR001586	AMIN011504
OG0005237	ADIR001589	AMIN011501
OG0005238	ADIR001588	AMIN011502
OG0005239	ADIR010902	AMIN000981
OG0005240	ADIR011393	AMIN009416
OG0005241	ADIR011395	AMIN009415
OG0005242	ADIR004721	AMIN001049
OG0005243	ADIR004540	AMIN002673
OG0005245	ADIR001669	AMIN011420
OG0005246	ADIR004095	AMIN001111
OG0005247	ADIR003233	AMIN002832
OG0005248	ADIR004094	AMIN001112
OG0005249	ADIR008619	AMIN011517
OG0005250	ADIR008447	AMIN002734
OG0005251	ADIR000499	AMIN009359
OG0005252	ADIR009526	AMIN006942
OG0005253	ADIR009524	AMIN006944
OG0005254	ADIR009527	AMIN006941
OG0005255	ADIR007805	AMIN011152
OG0005256	ADIR007476	AMIN010951
OG0005257	ADIR003837	AMIN007314
OG0005258	ADIR003840	AMIN007311
OG0005259	ADIR000735	AMIN006397
OG0005260	ADIR004909	AMIN001400
OG0005261	ADIR000734	AMIN006398
OG0005262	ADIR000736	AMIN006396
OG0005263	ADIR000733	AMIN006399
OG0005264	ADIR004907	AMIN001402
OG0005265	ADIR007227	AMIN010437
OG0005267	ADIR005464	AMIN004796
OG0005268	ADIR004562	AMIN002656
OG0005269	ADIR010185	AMIN003639
OG0005270	ADIR002412	AMIN003360
OG0005271	ADIR008512	AMIN000758
OG0005272	ADIR002411	AMIN003361
OG0005273	ADIR015669	AMIN004785
OG0005274	ADIR015672	AMIN011497
OG0005275	ADIR010630	AMIN000889
OG0005276	ADIR008858	AMIN011559
OG0005277	ADIR010241	AMIN003951
OG0005278	ADIR008067	AMIN011233
OG0005279	ADIR008856	AMIN011561
OG0005280	ADIR010695	AMIN003026
OG0005281	ADIR010697	AMIN003028
OG0005282	ADIR004489	AMIN002162
OG0005283	ADIR000685	AMIN001675
OG0005284	ADIR007215	AMIN010425
OG0005285	ADIR000686	AMIN001674
OG0005286	ADIR000680	AMIN001680
OG0005287	ADIR005121	AMIN009517
OG0005288	ADIR005122	AMIN009518
OG0005290	ADIR009417	AMIN006746
OG0005291	ADIR004894	AMIN001416
OG0005292	ADIR009418	AMIN006747
OG0005293	ADIR009420	AMIN006749
OG0005294	ADIR009419	AMIN006748
OG0005295	ADIR011029	AMIN006258
OG0005297	ADIR004716	AMIN001043
OG0005298	ADIR006679	AMIN004596
OG0005299	ADIR015730	AMIN016186
OG0005300	ADIR016105	AMIN010090
OG0005301	ADIR016178	AMIN010081
OG0005302	ADIR003331	AMIN004658
OG0005303	ADIR003333	AMIN004656
OG0005304	ADIR002501	AMIN000700
OG0005305	ADIR010173	AMIN003629
OG0005306	ADIR003274	AMIN003769
OG0005307	ADIR010171	AMIN003627
OG0005308	ADIR010172	AMIN003628
OG0005309	ADIR000855	AMIN005191
OG0005310	ADIR001069	AMIN005511
OG0005313	ADIR003963	AMIN002049
OG0005314	ADIR001023	AMIN001070
OG0005315	ADIR001011	AMIN005565
OG0005316	ADIR004961	AMIN007174
OG0005317	ADIR009530	AMIN006939
OG0005318	ADIR009532	AMIN006937
OG0005319	ADIR009365	AMIN006698
OG0005320	ADIR009367	AMIN006700
OG0005321	ADIR009362	AMIN006695
OG0005322	ADIR009337	AMIN006687
OG0005323	ADIR006016	AMIN001884
OG0005325	ADIR006017	AMIN001883
OG0005326	ADIR006019	AMIN001882
OG0005327	ADIR005667	AMIN005036
OG0005328	ADIR000047	AMIN008310
OG0005329	ADIR005670	AMIN005033
OG0005330	ADIR005668	AMIN005035
OG0005331	ADIR000045	AMIN008312
OG0005332	ADIR005669	AMIN005034
OG0005333	ADIR011624	AMIN006590
OG0005334	ADIR005221	AMIN008034
OG0005335	ADIR005220	AMIN008033
OG0005336	ADIR008723	AMIN010864
OG0005337	ADIR004652	AMIN008035
OG0005338	ADIR005217	AMIN006610
OG0005339	ADIR011718	AMIN000055
OG0005340	ADIR015670	AMIN011592
OG0005341	ADIR004352	AMIN011597
OG0005342	ADIR004354	AMIN011600
OG0005343	ADIR008640	AMIN011536
OG0005344	ADIR004350	AMIN011594
OG0005345	ADIR004349	AMIN011593
OG0005346	ADIR003403	AMIN000240
OG0005347	ADIR006509	AMIN002751
OG0005348	ADIR005420	AMIN004752
OG0005349	ADIR006663	AMIN004581
OG0005350	ADIR004526	AMIN002687
OG0005351	ADIR007884	AMIN011079
OG0005352	ADIR004528	AMIN002685
OG0005353	ADIR002557	AMIN002949
OG0005354	ADIR009002	AMIN003100
OG0005355	ADIR009728	AMIN001615
OG0005356	ADIR009363	AMIN006696
OG0005357	ADIR009727	AMIN001616
OG0005358	ADIR009064	AMIN000128
OG0005359	ADIR005929	AMIN007104
OG0005360	ADIR005925	AMIN007099
OG0005361	ADIR005917	AMIN007089
OG0005362	ADIR011320	AMIN006111
OG0005363	ADIR000597	AMIN006019
OG0005364	ADIR005927	AMIN007101
OG0005365	ADIR000592	AMIN015916
OG0005366	ADIR000594	AMIN006022
OG0005367	ADIR000591	AMIN015917
OG0005368	ADIR002186	AMIN004300
OG0005369	ADIR000005	AMIN004456
OG0005370	ADIR000468	AMIN006869
OG0005371	ADIR000007	AMIN004451
OG0005372	ADIR000471	AMIN006866
OG0005373	ADIR005950	AMIN001921
OG0005374	ADIR004123	AMIN005357
OG0005375	ADIR005965	AMIN007138
OG0005376	ADIR010006	AMIN002251
OG0005377	ADIR005968	AMIN007141
OG0005378	ADIR011686	AMIN005333
OG0005379	ADIR001868	AMIN006969
OG0005380	ADIR005258	AMIN009264
OG0005381	ADIR001909	AMIN008632
OG0005382	ADIR005259	AMIN015529
OG0005383	ADIR015889	AMIN009738
OG0005384	ADIR006289	AMIN009742
OG0005385	ADIR015883, ADIR016101	AMIN009731
OG0005386	ADIR011202	AMIN001723
OG0005387	ADIR015917	AMIN016036
OG0005388	ADIR007315	AMIN010514
OG0005390	ADIR007316	AMIN010515
OG0005391	ADIR007317	AMIN010516
OG0005392	ADIR004604	AMIN001212
OG0005393	ADIR001513	AMIN005411
OG0005394	ADIR001114	AMIN005426
OG0005395	ADIR005316	AMIN003318
OG0005396	ADIR010561	AMIN000530
OG0005397	ADIR010563	AMIN000527
OG0005398	ADIR002651	AMIN016051
OG0005399	ADIR002653	AMIN000739
OG0005400	ADIR004478	AMIN002369
OG0005401	ADIR002824	AMIN000404
OG0005402	ADIR009013	AMIN003108
OG0005403	ADIR010325	AMIN002549
OG0005404	ADIR009919	AMIN003575
OG0005405	ADIR003928	AMIN005633
OG0005406	ADIR002475	AMIN000563
OG0005408	ADIR009866	AMIN016279
OG0005409	ADIR009870	AMIN016280
OG0005410	ADIR006393	AMIN015847
OG0005411	ADIR009869	AMIN002405
OG0005412	ADIR010067	AMIN002312
OG0005413	ADIR009865	AMIN002402
OG0005415	ADIR006392	AMIN015846
OG0005416	ADIR009863	AMIN002401
OG0005417	ADIR003256	AMIN000309
OG0005417	ADIR003255	AMIN000310
OG0005418	ADIR003248	AMIN000317
OG0005419	ADIR004579	AMIN004556
OG0005420	ADIR003253	AMIN000312
OG0005421	ADIR003252	AMIN000313
OG0005422	ADIR004577	AMIN004558
OG0005423	ADIR003250	AMIN000315
OG0005424	ADIR003246	AMIN000319
OG0005425	ADIR002697	AMIN000430
OG0005426	ADIR002076	AMIN004481
OG0005428	ADIR003051	AMIN000465
OG0005430	ADIR003040	AMIN000454
OG0005431	ADIR003036	AMIN000450
OG0005432	ADIR003054	AMIN000468
OG0005433	ADIR003049	AMIN000463
OG0005434	ADIR003053	AMIN000467
OG0005435	ADIR003042	AMIN000458
OG0005436	ADIR003038	AMIN000452
OG0005437	ADIR003058	AMIN000472
OG0005438	ADIR009414	AMIN006744
OG0005439	ADIR000288	AMIN009048
OG0005440	ADIR008231	AMIN010590
OG0005441	ADIR008232	AMIN010591
OG0005442	ADIR010623	AMIN004831
OG0005443	ADIR008351	AMIN004828
OG0005444	ADIR015979	AMIN002537
OG0005445	ADIR010333	AMIN002540
OG0005446	ADIR010339	AMIN016161
OG0005447	ADIR003075	AMIN000490
OG0005448	ADIR003073	AMIN000487
OG0005449	ADIR010337	AMIN002535
OG0005450	ADIR010336	AMIN002536
OG0005451	ADIR010338	AMIN002534
OG0005452	ADIR015980	AMIN002538
OG0005453	ADIR014899	AMIN002542
OG0005454	ADIR010332	AMIN002541
OG0005455	ADIR004100	AMIN001106
OG0005456	ADIR009160	AMIN008102
OG0005458	ADIR000027	AMIN008328
OG0005459	ADIR004029	AMIN001175
OG0005460	ADIR006774	AMIN001631
OG0005461	ADIR006777	AMIN001635
OG0005462	ADIR004027	AMIN001177
OG0005463	ADIR006778	AMIN001636
OG0005464	ADIR006607	AMIN002609
OG0005465	ADIR015697	AMIN015765
OG0005466	ADIR008023	AMIN011278
OG0005467	ADIR010574	AMIN004648
OG0005468	ADIR010575	AMIN004647
OG0005469	ADIR008259	AMIN003888
