Orthogroup	AdirusWRAIR2	AsinensisChina
OG0004615	ADIR005748	ASIC009292
OG0004616	ADIR011594	ASIC003413
OG0004617	ADIR005751	ASIC009295
OG0004618	ADIR007467	ASIC011698
OG0004619	ADIR001574	ASIC019078
OG0004620	ADIR002844	ASIC020831
OG0004621	ADIR003110	ASIC008007
OG0004623	ADIR000655	ASIC014165
OG0004624	ADIR004681	ASIC006469
OG0004625	ADIR004680	ASIC006468
OG0004626	ADIR004687	ASIC006484
OG0004627	ADIR010863	ASIC009095
OG0004628	ADIR000654	ASIC014166
OG0004629	ADIR004684	ASIC006477
OG0004630	ADIR010858	ASIC004888
OG0004631	ADIR004688	ASIC006486
OG0004632	ADIR010930	ASIC017272
OG0004633	ADIR010859	ASIC004889
OG0004634	ADIR011104	ASIC013555
OG0004635	ADIR011096	ASIC013623
OG0004636	ADIR011103	ASIC013554
OG0004637	ADIR005177	ASIC014544
OG0004638	ADIR004765	ASIC014632
OG0004639	ADIR009279	ASIC010150
OG0004640	ADIR004899	ASIC006600
OG0004641	ADIR011106	ASIC013563
OG0004642	ADIR008853	ASIC009286
OG0004643	ADIR001904	ASIC000090
OG0004644	ADIR000363	ASIC015526
OG0004645	ADIR005767	ASIC017496
OG0004646	ADIR006862	ASIC002444
OG0004647	ADIR003697	ASIC021619
OG0004648	ADIR014587	ASIC002443
OG0004649	ADIR006864	ASIC015061
OG0004650	ADIR003698	ASIC021623
OG0004651	ADIR003600	ASIC019657
OG0004652	ADIR003598	ASIC019651
OG0004653	ADIR008563	ASIC019666
OG0004654	ADIR008562	ASIC019664
OG0004655	ADIR006860	ASIC002441
OG0004656	ADIR007381	ASIC017438
OG0004657	ADIR010363	ASIC010496
OG0004658	ADIR003033	ASIC010343
OG0004659	ADIR004426	ASIC021881
OG0004660	ADIR004429	ASIC021887
OG0004661	ADIR003279	ASIC011157
OG0004662	ADIR004274	ASIC003267
OG0004663	ADIR004279	ASIC005618
OG0004664	ADIR004278	ASIC003260
OG0004665	ADIR006925	ASIC015070
OG0004666	ADIR006924	ASIC015069
OG0004667	ADIR004283	ASIC013752
OG0004668	ADIR006923	ASIC015068
OG0004669	ADIR009324	ASIC003899
OG0004670	ADIR004020	ASIC016201
OG0004672	ADIR005686	ASIC009296
OG0004674	ADIR009405	ASIC008622
OG0004675	ADIR010849	ASIC005308
OG0004676	ADIR010904	ASIC005311
OG0004677	ADIR010847	ASIC005305
OG0004678	ADIR006335	ASIC012613
OG0004679	ADIR009404	ASIC008620
OG0004680	ADIR009427	ASIC002627
OG0004681	ADIR010848	ASIC005307
OG0004683	ADIR010851	ASIC005309
OG0004684	ADIR010903	ASIC005310
OG0004685	ADIR010843	ASIC005301
OG0004686	ADIR005003	ASIC004523
OG0004687	ADIR009358	ASIC002625
OG0004688	ADIR006148	ASIC006406
OG0004689	ADIR005983	ASIC007216
OG0004690	ADIR011160	ASIC013071
OG0004691	ADIR011328	ASIC014362
OG0004692	ADIR000589	ASIC013073
OG0004693	ADIR011159	ASIC013072
OG0004694	ADIR005928	ASIC007150
OG0004695	ADIR000590	ASIC013075
OG0004697	ADIR009769	ASIC007205
OG0004698	ADIR006146	ASIC006400
OG0004699	ADIR006150, ADIR011454	ASIC006412
OG0004700	ADIR002989	ASIC021798
OG0004701	ADIR009086	ASIC014238
OG0004702	ADIR009092	ASIC010454
OG0004703	ADIR002984	ASIC021807
OG0004704	ADIR009093	ASIC010455
OG0004705	ADIR004504	ASIC010451
OG0004706	ADIR009099	ASIC010459
OG0004707	ADIR004505	ASIC010452
OG0004708	ADIR009098	ASIC010458
OG0004709	ADIR006422	ASIC000805
OG0004710	ADIR006421	ASIC000804
OG0004711	ADIR003756	ASIC000952
OG0004712	ADIR003652	ASIC019138
OG0004713	ADIR009762	ASIC005583
OG0004714	ADIR005769	ASIC005597
OG0004715	ADIR002130	ASIC004802
OG0004716	ADIR009765	ASIC005573
OG0004717	ADIR009760	ASIC005586
OG0004718	ADIR009764	ASIC005576
OG0004719	ADIR003757	ASIC000953
OG0004720	ADIR006705	ASIC015111
OG0004721	ADIR006702	ASIC015120
OG0004722	ADIR004945	ASIC006528
OG0004723	ADIR007130	ASIC003727
OG0004724	ADIR007134	ASIC003731
OG0004725	ADIR007765	ASIC016857
OG0004726	ADIR007135	ASIC003732
OG0004727	ADIR007773	ASIC016844
OG0004728	ADIR007768	ASIC016856
OG0004729	ADIR007772	ASIC016845
OG0004730	ADIR007775	ASIC016840
OG0004731	ADIR007780	ASIC016835
OG0004732	ADIR007142	ASIC010196
OG0004733	ADIR007145	ASIC010204
OG0004734	ADIR007132	ASIC003729
OG0004735	ADIR015673	ASIC005473
OG0004736	ADIR006542	ASIC002019
OG0004737	ADIR015895	ASIC005475
OG0004738	ADIR008376	ASIC009117
OG0004739	ADIR006544	ASIC002021
OG0004740	ADIR006537	ASIC002268
OG0004741	ADIR006543	ASIC002020
OG0004742	ADIR015894	ASIC002022
OG0004743	ADIR015896	ASIC005474
OG0004744	ADIR005352	ASIC003557
OG0004745	ADIR005198	ASIC017169
OG0004746	ADIR008752	ASIC003108
OG0004747	ADIR001010	ASIC007693
OG0004748	ADIR008747	ASIC003103
OG0004749	ADIR001279	ASIC007676
OG0004750	ADIR005332	ASIC004647
OG0004751	ADIR009290	ASIC010125
OG0004752	ADIR000202	ASIC014507
OG0004753	ADIR009177	ASIC014979
OG0004754	ADIR001872	ASIC022217
OG0004755	ADIR000400	ASIC017924
OG0004756	ADIR009433	ASIC010694
OG0004757	ADIR006986	ASIC019868
OG0004758	ADIR006987	ASIC002506
OG0004759	ADIR006992	ASIC002501
OG0004760	ADIR006994	ASIC002498
OG0004761	ADIR009428	ASIC010688
OG0004762	ADIR006795	ASIC010766
OG0004763	ADIR009434	ASIC010695
OG0004764	ADIR008531	ASIC012759
OG0004766	ADIR004996	ASIC010439
OG0004767	ADIR010715	ASIC021712
OG0004768	ADIR008527	ASIC012765
OG0004769	ADIR011492	ASIC003183
OG0004770	ADIR006462	ASIC021470
OG0004771	ADIR011497	ASIC012777
OG0004772	ADIR011500	ASIC012774
OG0004773	ADIR011490	ASIC002930
OG0004776	ADIR008403	ASIC009764
OG0004777	ADIR005389	ASIC020911
OG0004778	ADIR002914	ASIC019997
OG0004779	ADIR008896	ASIC008913
OG0004780	ADIR005426	ASIC020601
OG0004781	ADIR002912	ASIC019994
OG0004782	ADIR005383	ASIC020920
OG0004783	ADIR001324	ASIC007622
OG0004784	ADIR000486	ASIC018181
OG0004785	ADIR001222	ASIC006821
OG0004786	ADIR001224	ASIC006817
OG0004787	ADIR004836	ASIC006874
OG0004788	ADIR000760	ASIC009252
OG0004789	ADIR004013	ASIC007530
OG0004790	ADIR004016	ASIC016205
OG0004791	ADIR004833	ASIC006871
OG0004792	ADIR004834	ASIC006872
OG0004793	ADIR004012	ASIC007541
OG0004794	ADIR004837	ASIC006876
OG0004795	ADIR000011	ASIC022347
OG0004796	ADIR000009	ASIC022349
OG0004797	ADIR002159	ASIC007897
OG0004798	ADIR000010	ASIC022348
OG0004799	ADIR011546	ASIC010958
OG0004800	ADIR009476	ASIC013665
OG0004801	ADIR002160	ASIC007898
OG0004802	ADIR002155	ASIC007892
OG0004803	ADIR002154	ASIC007891
OG0004804	ADIR010107	ASIC011577
OG0004805	ADIR016107	ASIC011578
OG0004806	ADIR009671	ASIC017944
OG0004807	ADIR008997	ASIC008056
OG0004808	ADIR009000	ASIC002693
OG0004809	ADIR009027	ASIC008058
OG0004810	ADIR005209	ASIC017145
OG0004811	ADIR001296	ASIC020490
OG0004812	ADIR001211	ASIC003987
OG0004813	ADIR001214	ASIC003985, ASIC003982
OG0004815	ADIR006529	ASIC002272
OG0004816	ADIR009565	ASIC019383
OG0004817	ADIR003072	ASIC008190
OG0004818	ADIR009564	ASIC019371
OG0004819	ADIR009572	ASIC019420
OG0004820	ADIR009566	ASIC019405
OG0004821	ADIR000430	ASIC017866
OG0004822	ADIR009986	ASIC011533
OG0004824	ADIR009988, ADIR009984	ASIC011537
OG0004825	ADIR009979	ASIC011550
OG0004826	ADIR010022	ASIC011596
OG0004827	ADIR010023	ASIC011597
OG0004828	ADIR001097	ASIC005154
OG0004829	ADIR002861	ASIC013320
OG0004830	ADIR003208	ASIC009843
OG0004831	ADIR009264	ASIC013470
OG0004832	ADIR011185	ASIC017297
OG0004833	ADIR000575	ASIC017708
OG0004834	ADIR011183	ASIC017294
OG0004835	ADIR000578	ASIC017719
OG0004836	ADIR000576	ASIC017710
OG0004837	ADIR000579	ASIC017720
OG0004838	ADIR011188	ASIC017301
OG0004839	ADIR011184	ASIC017296
OG0004840	ADIR004265	ASIC018867
OG0004841	ADIR010294	ASIC021109
OG0004842	ADIR010299	ASIC021116
OG0004843	ADIR010295	ASIC021110
OG0004844	ADIR011296	ASIC014422
OG0004845	ADIR011284	ASIC014437
OG0004846	ADIR010296	ASIC021111
OG0004847	ADIR010298	ASIC021113
OG0004848	ADIR010297	ASIC021112
OG0004849	ADIR003473	ASIC014075
OG0004850	ADIR003106	ASIC008011
OG0004851	ADIR001778	ASIC004762
OG0004852	ADIR001082	ASIC004471
OG0004853	ADIR010919	ASIC003874
OG0004854	ADIR010915	ASIC003845
OG0004855	ADIR010920	ASIC003872
OG0004856	ADIR010918	ASIC003875
OG0004857	ADIR010921	ASIC003855
OG0004858	ADIR009691	ASIC017334
OG0004859	ADIR005111	ASIC022132
OG0004860	ADIR010923	ASIC003844
OG0004861	ADIR010917	ASIC003876
OG0004862	ADIR010908	ASIC003857
OG0004863	ADIR010913	ASIC003849
OG0004864	ADIR010300	ASIC021124
OG0004865	ADIR010305	ASIC021557
OG0004866	ADIR010302	ASIC021126
OG0004867	ADIR010301	ASIC021125
OG0004868	ADIR004585	ASIC005235
OG0004869	ADIR001106	ASIC005233
OG0004870	ADIR006653	ASIC014857
OG0004871	ADIR006592	ASIC020958
OG0004872	ADIR006594	ASIC020955
OG0004873	ADIR003444	ASIC010483
OG0004874	ADIR006652	ASIC014856
OG0004875	ADIR003443	ASIC010484
OG0004876	ADIR016081	ASIC011009
OG0004877	ADIR003959	ASIC007548
OG0004878	ADIR005206	ASIC017148
OG0004879	ADIR008814	ASIC002903
OG0004880	ADIR005207	ASIC017147
OG0004881	ADIR003958	ASIC009714
OG0004882	ADIR000847	ASIC006303
OG0004883	ADIR001517	ASIC007088
OG0004884	ADIR000979	ASIC005121
OG0004885	ADIR005264	ASIC009341
OG0004886	ADIR011708	ASIC011813
OG0004887	ADIR005232	ASIC003888
OG0004889	ADIR005266	ASIC009338
OG0004890	ADIR000226	ASIC015512
OG0004891	ADIR006979	ASIC019858
OG0004892	ADIR007186	ASIC019847
OG0004893	ADIR006975	ASIC019848
OG0004894	ADIR007357	ASIC009901
OG0004895	ADIR003527	ASIC004176
OG0004896	ADIR003536	ASIC012534
OG0004897	ADIR003534	ASIC012537
OG0004898	ADIR003532	ASIC004172
OG0004899	ADIR005508	ASIC000397
OG0004900	ADIR003537	ASIC012533
OG0004901	ADIR010656	ASIC000333
OG0004902	ADIR003535	ASIC012535
OG0004903	ADIR002502	ASIC020257
OG0004905	ADIR008475	ASIC007060
OG0004906	ADIR002825	ASIC021520
OG0004907	ADIR008476	ASIC007059
OG0004908	ADIR008377	ASIC020268
OG0004910	ADIR003433	ASIC008703
OG0004911	ADIR003429	ASIC004161
OG0004912	ADIR003432	ASIC008702
OG0004913	ADIR000300	ASIC010314
OG0004914	ADIR011261	ASIC017644
OG0004915	ADIR007398	ASIC016299
OG0004916	ADIR007395	ASIC016305
OG0004917	ADIR007399	ASIC016293
OG0004918	ADIR007389	ASIC016312
OG0004919	ADIR005999	ASIC007198
OG0004920	ADIR006002	ASIC007200
OG0004921	ADIR005990	ASIC007186
OG0004922	ADIR006001	ASIC007199
OG0004923	ADIR005997	ASIC007196
OG0004924	ADIR001843	ASIC005074
OG0004925	ADIR010727	ASIC021689
OG0004926	ADIR009194	ASIC014960
OG0004927	ADIR009192	ASIC014963
OG0004928	ADIR000247	ASIC015487
OG0004929	ADIR005303	ASIC004551
OG0004930	ADIR005309	ASIC004540
OG0004931	ADIR005302	ASIC004552
OG0004932	ADIR005306	ASIC004544
OG0004933	ADIR016145	ASIC004563
OG0004934	ADIR005308	ASIC004541
OG0004935	ADIR005305	ASIC004545
OG0004936	ADIR003396	ASIC020867
OG0004937	ADIR003480	ASIC014086
OG0004938	ADIR003398	ASIC020865
OG0004939	ADIR002887	ASIC009873
OG0004940	ADIR003395	ASIC020868
OG0004941	ADIR003479	ASIC014085
OG0004942	ADIR003300	ASIC014709
OG0004943	ADIR006587	ASIC020965
OG0004944	ADIR006648	ASIC014846
OG0004945	ADIR002109	ASIC015250
OG0004946	ADIR002108	ASIC015249
OG0004947	ADIR002106	ASIC015243
OG0004948	ADIR002111	ASIC015251
OG0004949	ADIR000160	ASIC000895
OG0004950	ADIR005526	ASIC011856
OG0004951	ADIR000159	ASIC000896
OG0004952	ADIR002944	ASIC012570
OG0004953	ADIR002947	ASIC012574
OG0004954	ADIR010113	ASIC011581
OG0004955	ADIR010391	ASIC002833
OG0004956	ADIR003152	ASIC005343
OG0004957	ADIR003150	ASIC005345
OG0004958	ADIR010318	ASIC002753
OG0004959	ADIR008482	ASIC007051
OG0004960	ADIR008483	ASIC007050
OG0004961	ADIR002481	ASIC008223
OG0004962	ADIR003147	ASIC005331
OG0004963	ADIR003153	ASIC005342
OG0004964	ADIR010388	ASIC004848
OG0004966	ADIR005600	ASIC007955
OG0004967	ADIR001824	ASIC005047
OG0004969	ADIR010399	ASIC004130
OG0004972	ADIR006622	ASIC003511
OG0004973	ADIR008146	ASIC012934
OG0004974	ADIR007231	ASIC019778
OG0004975	ADIR010662	ASIC021222
OG0004976	ADIR005323	ASIC004660
OG0004977	ADIR006841	ASIC002543
OG0004978	ADIR002461	ASIC012666
OG0004979	ADIR002462	ASIC012674
OG0004980	ADIR009816	ASIC021257
OG0004981	ADIR004355	ASIC009200
OG0004982	ADIR004356	ASIC009197
OG0004983	ADIR009812	ASIC012954
OG0004985	ADIR009818	ASIC021246
OG0004986	ADIR009811	ASIC012955
OG0004987	ADIR011269	ASIC017666
OG0004988	ADIR011267	ASIC017693
OG0004989	ADIR011270	ASIC017555
OG0004990	ADIR011266	ASIC017704
OG0004991	ADIR015740	ASIC012295
OG0004992	ADIR001545	ASIC012310
OG0004994	ADIR001547	ASIC012301
OG0004995	ADIR002072	ASIC022200
OG0004996	ADIR002024	ASIC014763
OG0004997	ADIR002025	ASIC014753
OG0004999	ADIR002007	ASIC014799
OG0005000	ADIR002001	ASIC014807
OG0005001	ADIR001998	ASIC014812
OG0005002	ADIR016056	ASIC006785
OG0005003	ADIR001071	ASIC006353
OG0005005	ADIR001070	ASIC006354
OG0005006	ADIR004126	ASIC017020
OG0005007	ADIR011209	ASIC010630
OG0005008	ADIR000611	ASIC010593
OG0005009	ADIR011208	ASIC010641
OG0005010	ADIR011425	ASIC012129
OG0005011	ADIR011427	ASIC012031
OG0005012	ADIR011426	ASIC012140
OG0005013	ADIR011431	ASIC006071
OG0005014	ADIR000607	ASIC010607
OG0005015	ADIR011197	ASIC009992
OG0005016	ADIR011199	ASIC009997
OG0005017	ADIR011201	ASIC010000
OG0005018	ADIR004787	ASIC009981
OG0005020	ADIR006374	ASIC013102
OG0005021	ADIR011195	ASIC009983
OG0005022	ADIR006373	ASIC013101
OG0005023	ADIR011417	ASIC020742
OG0005024	ADIR015619	ASIC009995
OG0005025	ADIR005644	ASIC015270
OG0005026	ADIR005646	ASIC015269
OG0005027	ADIR005648	ASIC015340
OG0005028	ADIR005649	ASIC015329
OG0005029	ADIR004036	ASIC013409
OG0005030	ADIR004034	ASIC016206
OG0005031	ADIR010054	ASIC011446
OG0005032	ADIR010064	ASIC011460
OG0005033	ADIR010053	ASIC011442
OG0005034	ADIR010065	ASIC011461
OG0005035	ADIR010060	ASIC011453
OG0005036	ADIR006041	ASIC007269
OG0005037	ADIR006038	ASIC007263
OG0005038	ADIR016099	ASIC007416
OG0005039	ADIR006028	ASIC007252
OG0005040	ADIR006033	ASIC007268
OG0005041	ADIR006036	ASIC007265
OG0005042	ADIR006039	ASIC007262
OG0005043	ADIR005900	ASIC007415
OG0005044	ADIR008121	ASIC012899
OG0005045	ADIR008133	ASIC012913
OG0005047	ADIR008803	ASIC002889
OG0005048	ADIR008808	ASIC002894
OG0005049	ADIR008838	ASIC002887
OG0005050	ADIR008807	ASIC002893
OG0005051	ADIR016148	ASIC012911
OG0005052	ADIR008805	ASIC002891
OG0005053	ADIR008132	ASIC012912
OG0005054	ADIR008118	ASIC012985
OG0005055	ADIR005826	ASIC011103
OG0005056	ADIR005831	ASIC020134
OG0005057	ADIR007981	ASIC018986
OG0005058	ADIR005827	ASIC011102
OG0005059	ADIR005342	ASIC003589
OG0005060	ADIR005347	ASIC003570
OG0005061	ADIR007062	ASIC003745
OG0005062	ADIR011326	ASIC014384
OG0005063	ADIR005980	ASIC007227
OG0005064	ADIR005942	ASIC007444
OG0005065	ADIR007088, ADIR006688	ASIC007447
OG0005066	ADIR002142	ASIC016004
OG0005067	ADIR002066	ASIC022179
OG0005068	ADIR002067	ASIC022180
OG0005069	ADIR009379	ASIC004286
OG0005071	ADIR009381	ASIC020805
OG0005073	ADIR010004	ASIC011458
OG0005074	ADIR009380	ASIC004287
OG0005075	ADIR010009	ASIC011381
OG0005077	ADIR004797	ASIC009955
OG0005078	ADIR000703	ASIC017269
OG0005079	ADIR000694	ASIC009996
OG0005080	ADIR000700	ASIC017265
OG0005081	ADIR000699	ASIC017264
OG0005082	ADIR000704	ASIC017270
OG0005083	ADIR004780	ASIC014665
OG0005084	ADIR004796	ASIC009957
OG0005085	ADIR001967	ASIC018123
OG0005086	ADIR001968	ASIC018124
OG0005087	ADIR001958	ASIC018106
OG0005088	ADIR005840	ASIC003523
OG0005089	ADIR002865	ASIC020816
OG0005090	ADIR008538	ASIC012785
OG0005091	ADIR005839	ASIC003520
OG0005092	ADIR006713	ASIC015105
OG0005093	ADIR007728	ASIC016628
OG0005094	ADIR004164	ASIC003122
OG0005095	ADIR004169	ASIC003117
OG0005096	ADIR004168	ASIC003118
OG0005097	ADIR008819	ASIC016330
OG0005098	ADIR008818	ASIC016331
OG0005099	ADIR004155	ASIC016265
OG0005100	ADIR008820	ASIC016328
OG0005101	ADIR006651	ASIC014855
OG0005102	ADIR007967	ASIC016287
OG0005103	ADIR004163	ASIC016329
OG0005104	ADIR005737	ASIC012022
OG0005105	ADIR009645	ASIC004986
OG0005106	ADIR009637	ASIC005002
OG0005107	ADIR005736	ASIC012023
OG0005108	ADIR003365	ASIC001787
OG0005109	ADIR003303	ASIC013239
OG0005110	ADIR003304	ASIC013238
OG0005111	ADIR003364	ASIC001788
OG0005112	ADIR000453	ASIC017828
OG0005113	ADIR002779	ASIC012631
OG0005114	ADIR000454	ASIC017827
OG0005115	ADIR000452	ASIC017829
OG0005116	ADIR000451	ASIC017830
OG0005117	ADIR008994	ASIC008046
OG0005118	ADIR000813	ASIC007567
OG0005119	ADIR000928	ASIC009654
OG0005120	ADIR014073	ASIC007552
OG0005121	ADIR015961	ASIC010552
OG0005122	ADIR010345	ASIC000878
OG0005123	ADIR010330	ASIC010553
OG0005124	ADIR010347	ASIC000876
OG0005125	ADIR010350	ASIC000872
OG0005126	ADIR010349	ASIC000873
OG0005127	ADIR010346	ASIC000877
OG0005128	ADIR000274	ASIC015442
OG0005130	ADIR000272	ASIC015445
OG0005131	ADIR000466	ASIC017798
OG0005132	ADIR007115	ASIC003696
OG0005133	ADIR007116	ASIC003694
OG0005134	ADIR007121	ASIC003708
OG0005135	ADIR007118	ASIC003692
OG0005136	ADIR007124	ASIC003711
OG0005137	ADIR007122	ASIC003709
OG0005138	ADIR007120	ASIC003706
OG0005139	ADIR007125	ASIC003712
OG0005140	ADIR004050	ASIC013412
OG0005142	ADIR005960	ASIC007465
OG0005143	ADIR009930	ASIC008355
OG0005144	ADIR010326	ASIC001844
OG0005146	ADIR000120	ASIC003672
OG0005147	ADIR000122	ASIC003671
OG0005148	ADIR001125	ASIC007089
OG0005149	ADIR002980	ASIC021810
OG0005150	ADIR008329	ASIC009027
OG0005151	ADIR006467	ASIC021459
OG0005152	ADIR011703	ASIC000603
OG0005153	ADIR006154	ASIC006419
OG0005154	ADIR006193, ADIR006192, ADIR006194	ASIC002678
OG0005155	ADIR006153	ASIC006418
OG0005156	ADIR006183	ASIC006445
OG0005157	ADIR005923	ASIC007440
OG0005158	ADIR006168	ASIC006443
OG0005159	ADIR006846	ASIC005306
OG0005160	ADIR008370	ASIC020123
OG0005161	ADIR005498	ASIC020128
OG0005164	ADIR006845	ASIC005295
OG0005165	ADIR005501	ASIC020157
OG0005166	ADIR006848	ASIC005319
OG0005167	ADIR000922	ASIC006776
OG0005168	ADIR000925	ASIC006781
OG0005169	ADIR000531	ASIC018017
OG0005170	ADIR000228	ASIC015514
OG0005171	ADIR000227	ASIC015513
OG0005172	ADIR001830	ASIC005054
OG0005174	ADIR000554	ASIC018010
OG0005175	ADIR009683	ASIC006002
OG0005176	ADIR009684	ASIC006003
OG0005177	ADIR007482	ASIC011608
OG0005178	ADIR007498	ASIC015083
OG0005179	ADIR007484	ASIC011611
OG0005180	ADIR003818	ASIC021207
OG0005181	ADIR007866	ASIC018546
OG0005182	ADIR007863	ASIC018561
OG0005183	ADIR010956	ASIC017671
OG0005184	ADIR006174	ASIC006458
OG0005185	ADIR005319	ASIC004664
OG0005186	ADIR010949	ASIC014220
OG0005187	ADIR005320	ASIC004663
OG0005188	ADIR005321	ASIC004662
OG0005189	ADIR009926	ASIC008361
OG0005190	ADIR005561	ASIC005782
OG0005191	ADIR010165	ASIC021000
OG0005192	ADIR005562	ASIC005786
OG0005193	ADIR010164	ASIC020999
OG0005194	ADIR010160	ASIC020994
OG0005195	ADIR009243	ASIC018418
OG0005196	ADIR009244	ASIC018407
OG0005197	ADIR016000	ASIC017715
OG0005198	ADIR004740	ASIC014586
OG0005199	ADIR004742	ASIC014589
OG0005200	ADIR004738	ASIC014567
OG0005201	ADIR007471	ASIC011713
OG0005203	ADIR007472	ASIC011714
OG0005204	ADIR008281	ASIC011120
OG0005205	ADIR000624	ASIC013846
OG0005206	ADIR000621	ASIC013840
OG0005207	ADIR011468	ASIC006116
OG0005208	ADIR011465	ASIC006113
OG0005209	ADIR000622	ASIC013841
OG0005210	ADIR000625	ASIC013850
OG0005211	ADIR000188	ASIC011917
OG0005212	ADIR000440	ASIC017846
OG0005213	ADIR000442	ASIC017843
OG0005214	ADIR001822	ASIC005045
OG0005215	ADIR000441	ASIC017844
OG0005216	ADIR000438	ASIC017849
OG0005217	ADIR000189	ASIC011919
OG0005218	ADIR000439	ASIC017847
OG0005219	ADIR001821	ASIC005044
OG0005220	ADIR011700	ASIC003949
OG0005221	ADIR005150	ASIC017198
OG0005222	ADIR005151	ASIC017193
OG0005223	ADIR003109	ASIC008008
OG0005224	ADIR003108	ASIC008009
OG0005226	ADIR003111	ASIC008006
OG0005227	ADIR004495	ASIC020687
OG0005228	ADIR003112	ASIC008005
OG0005229	ADIR004476	ASIC020086
OG0005230	ADIR003113	ASIC008003
OG0005231	ADIR009857	ASIC013295
OG0005232	ADIR008361	ASIC020250
OG0005233	ADIR004502	ASIC012514, ASIC012503
OG0005234	ADIR004473	ASIC009846
OG0005235	ADIR008611	ASIC016477
OG0005236	ADIR001586	ASIC016482
OG0005237	ADIR001589	ASIC016485
OG0005238	ADIR001588	ASIC016484
OG0005239	ADIR010902	ASIC009941
OG0005240	ADIR011393	ASIC020745
OG0005241	ADIR011395	ASIC020744
OG0005242	ADIR004721	ASIC010820
OG0005243	ADIR004540	ASIC008408
OG0005245	ADIR001669	ASIC016035
OG0005246	ADIR004095	ASIC013460
OG0005247	ADIR003233	ASIC013343
OG0005248	ADIR004094	ASIC013459
OG0005249	ADIR008619	ASIC016533
OG0005250	ADIR008447	ASIC021046
OG0005251	ADIR000499	ASIC015434
OG0005252	ADIR009526	ASIC015408
OG0005253	ADIR009524	ASIC015411
OG0005254	ADIR009527	ASIC015405
OG0005255	ADIR007805	ASIC016380
OG0005256	ADIR007476	ASIC011719
OG0005257	ADIR003837	ASIC012344
OG0005258	ADIR003840	ASIC012350
OG0005259	ADIR000735	ASIC003169
OG0005260	ADIR004909	ASIC006587
OG0005261	ADIR000734	ASIC003168
OG0005262	ADIR000736	ASIC003170
OG0005263	ADIR000733	ASIC003165
OG0005264	ADIR004907	ASIC006590
OG0005265	ADIR007227	ASIC019788
OG0005266	ADIR008139	ASIC012925
OG0005267	ADIR005464	ASIC003070
OG0005268	ADIR004562	ASIC011970
OG0005269	ADIR010185	ASIC013972
OG0005270	ADIR002412	ASIC004087
OG0005271	ADIR008512	ASIC013314
OG0005272	ADIR002411	ASIC004084
OG0005273	ADIR015669	ASIC012656
OG0005274	ADIR015672	ASIC016502
OG0005275	ADIR010630	ASIC003210
OG0005276	ADIR008858	ASIC012377
OG0005277	ADIR010241	ASIC021811
OG0005278	ADIR008067	ASIC011008
OG0005279	ADIR008856	ASIC012375
OG0005280	ADIR010695	ASIC020045
OG0005281	ADIR010697	ASIC020035
OG0005282	ADIR004489	ASIC008357
OG0005283	ADIR000685	ASIC006050
OG0005284	ADIR007215	ASIC019803
OG0005285	ADIR000686	ASIC006051
OG0005286	ADIR000680	ASIC006112
OG0005287	ADIR005121	ASIC017231
OG0005288	ADIR005122	ASIC017230
OG0005289	ADIR005124	ASIC017228
OG0005290	ADIR009417	ASIC008658
OG0005291	ADIR004894	ASIC006611
OG0005292	ADIR009418	ASIC000263
OG0005293	ADIR009420	ASIC008665
OG0005294	ADIR009419	ASIC008663
OG0005295	ADIR011029	ASIC016256
OG0005296	ADIR004714	ASIC010832
OG0005297	ADIR004716	ASIC010830
OG0005298	ADIR006679	ASIC007968
OG0005299	ADIR015730	ASIC009371
OG0005300	ADIR016105	ASIC019084
OG0005301	ADIR016178	ASIC019060
OG0005302	ADIR003331	ASIC011374
OG0005304	ADIR002501	ASIC020273
OG0005305	ADIR010173	ASIC021015
OG0005306	ADIR003274	ASIC021354
OG0005307	ADIR010171	ASIC021009
OG0005308	ADIR010172	ASIC021014
OG0005309	ADIR000855	ASIC009671
OG0005310	ADIR001069	ASIC006355
OG0005313	ADIR003963	ASIC010253
OG0005314	ADIR001023	ASIC020420
OG0005315	ADIR001011	ASIC007664
OG0005316	ADIR004961	ASIC005924
OG0005317	ADIR009530	ASIC015403
OG0005318	ADIR009532	ASIC015401
OG0005319	ADIR009365	ASIC002805
OG0005321	ADIR009362	ASIC002809
OG0005322	ADIR009337	ASIC002788
OG0005323	ADIR006016	ASIC007228
OG0005325	ADIR006017	ASIC007230
OG0005326	ADIR006019	ASIC007231
OG0005328	ADIR000047	ASIC019312
OG0005329	ADIR005670	ASIC009326
OG0005330	ADIR005668	ASIC009328
OG0005331	ADIR000045	ASIC019314
OG0005332	ADIR005669	ASIC009327
OG0005333	ADIR011624	ASIC005403
OG0005334	ADIR005221	ASIC018703
OG0005335	ADIR005220	ASIC018702
OG0005336	ADIR008723	ASIC018790
OG0005337	ADIR004652	ASIC018705
OG0005338	ADIR005217	ASIC005252
OG0005339	ADIR011718	ASIC013496
OG0005340	ADIR015670	ASIC008504
OG0005341	ADIR004352	ASIC008505
OG0005342	ADIR004354	ASIC009201
OG0005343	ADIR008640	ASIC019220
OG0005344	ADIR004350	ASIC008506
OG0005345	ADIR004349	ASIC008511
OG0005346	ADIR003403	ASIC003161
OG0005347	ADIR006509	ASIC016622
OG0005348	ADIR005420	ASIC020573
OG0005349	ADIR006663	ASIC008451
OG0005350	ADIR004526	ASIC010170
OG0005351	ADIR007884	ASIC018480
