Orthogroup	AdirusWRAIR2	AfunestusAfunGA1
OG0003960	ADIR004694	AFUN2_013503
OG0003961	ADIR011141	AFUN2_011101
OG0003962	ADIR011147	AFUN2_010420
OG0003963	ADIR011154	AFUN2_002340
OG0003964	ADIR011152	AFUN2_010806
OG0003965	ADIR011145	AFUN2_007227
OG0003966	ADIR004973	AFUN2_013469
OG0003967	ADIR004696	AFUN2_012101
OG0003968	ADIR015685	AFUN2_008390
OG0003969	ADIR011146	AFUN2_002497
OG0003970	ADIR011143	AFUN2_000656
OG0003971	ADIR011137	AFUN2_004747
OG0003972	ADIR011148	AFUN2_006197
OG0003973	ADIR011142	AFUN2_004517
OG0003974	ADIR011020	AFUN2_000599
OG0003975	ADIR004025	AFUN2_000369
OG0003976	ADIR010931	AFUN2_008945
OG0003977	ADIR011017	AFUN2_003871
OG0003978	ADIR002114	AFUN2_007829
OG0003979	ADIR011013	AFUN2_004222
OG0003980	ADIR011007	AFUN2_001415
OG0003981	ADIR011012	AFUN2_005183
OG0003982	ADIR006242	AFUN2_010716
OG0003983	ADIR006232	AFUN2_001900
OG0003984	ADIR005037	AFUN2_000635
OG0003985	ADIR006241	AFUN2_009796
OG0003986	ADIR005036	AFUN2_010788
OG0003987	ADIR005038	AFUN2_009102
OG0003988	ADIR006244	AFUN2_013524
OG0003989	ADIR004883	AFUN2_009157
OG0003990	ADIR006243	AFUN2_013036
OG0003991	ADIR006240	AFUN2_011310
OG0003992	ADIR006236	AFUN2_004880
OG0003993	ADIR006248	AFUN2_003750
OG0003994	ADIR003721	AFUN2_009336
OG0003995	ADIR003735	AFUN2_009053
OG0003996	ADIR007955	AFUN2_012191
OG0003997	ADIR003785	AFUN2_001570
OG0003998	ADIR004220	AFUN2_011587
OG0003999	ADIR007949	AFUN2_010583
OG0004000	ADIR006945	AFUN2_006455
OG0004001	ADIR000317	AFUN2_014243
OG0004002	ADIR007951	AFUN2_002439
OG0004003	ADIR000307	AFUN2_004922
OG0004004	ADIR007952	AFUN2_010719
OG0004005	ADIR011050	AFUN2_006949
OG0004006	ADIR011049	AFUN2_004562
OG0004007	ADIR011236	AFUN2_008462
OG0004008	ADIR011055	AFUN2_014188
OG0004010	ADIR011223	AFUN2_003572
OG0004011	ADIR011037	AFUN2_007813
OG0004012	ADIR011230	AFUN2_001239
OG0004013	ADIR011221	AFUN2_008861
OG0004014	ADIR011217	AFUN2_001230
OG0004015	ADIR011048	AFUN2_004694
OG0004016	ADIR011235	AFUN2_000443
OG0004017	ADIR004699	AFUN2_011682
OG0004018	ADIR011243	AFUN2_002303
OG0004019	ADIR011246	AFUN2_000586
OG0004020	ADIR004698	AFUN2_001273
OG0004021	ADIR001432	AFUN2_004159
OG0004022	ADIR011244	AFUN2_004944
OG0004023	ADIR001433	AFUN2_007547
OG0004024	ADIR001430	AFUN2_014322
OG0004025	ADIR004697	AFUN2_006100
OG0004026	ADIR010586	AFUN2_006632
OG0004027	ADIR006562	AFUN2_001855
OG0004028	ADIR010587	AFUN2_004883
OG0004029	ADIR003499	AFUN2_013160
OG0004030	ADIR006561	AFUN2_007777
OG0004031	ADIR010583	AFUN2_012083
OG0004032	ADIR003501	AFUN2_007025
OG0004033	ADIR003506	AFUN2_006640
OG0004034	ADIR003504	AFUN2_010633
OG0004035	ADIR006567	AFUN2_009241
OG0004036	ADIR003500	AFUN2_009972
OG0004037	ADIR010582	AFUN2_008221
OG0004038	ADIR006564	AFUN2_014314
OG0004039	ADIR003307	AFUN2_002739
OG0004040	ADIR003311	AFUN2_002684
OG0004041	ADIR001014	AFUN2_011122
OG0004042	ADIR001518	AFUN2_007105
OG0004043	ADIR001429	AFUN2_013782
OG0004044	ADIR000860	AFUN2_010300
OG0004045	ADIR002892	AFUN2_009962
OG0004046	ADIR002888	AFUN2_005408
OG0004047	ADIR011460	AFUN2_003001
OG0004048	ADIR011449	AFUN2_009951
OG0004049	ADIR011440	AFUN2_011098
OG0004050	ADIR015573	AFUN2_003844
OG0004051	ADIR000630	AFUN2_003209
OG0004052	ADIR011443	AFUN2_004304
OG0004053	ADIR011461	AFUN2_014556
OG0004054	ADIR011451	AFUN2_011860
OG0004055	ADIR000631	AFUN2_002503
OG0004056	ADIR011442	AFUN2_006819
OG0004057	ADIR006343	AFUN2_007393
OG0004058	ADIR011459	AFUN2_007406
OG0004059	ADIR011455	AFUN2_014296
OG0004060	ADIR007598	AFUN2_005659
OG0004061	ADIR007675	AFUN2_011712
OG0004062	ADIR007514	AFUN2_011498
OG0004063	ADIR005262	AFUN2_010275
OG0004064	ADIR005230	AFUN2_000977
OG0004065	ADIR005229	AFUN2_014646
OG0004066	ADIR002325	AFUN2_010494
OG0004067	ADIR005263	AFUN2_003385
OG0004068	ADIR002321	AFUN2_001628
OG0004069	ADIR005226	AFUN2_012114
OG0004070	ADIR005228	AFUN2_012111
OG0004071	ADIR000547	AFUN2_000424
OG0004072	ADIR001055	AFUN2_012042
OG0004073	ADIR004227	AFUN2_000568
OG0004074	ADIR000965	AFUN2_006154
OG0004075	ADIR004225	AFUN2_005643
OG0004076	ADIR000969	AFUN2_011533
OG0004077	ADIR004228	AFUN2_002901
OG0004078	ADIR008016	AFUN2_000780
OG0004079	ADIR003736	AFUN2_011621
OG0004080	ADIR000971	AFUN2_004687
OG0004081	ADIR007492	AFUN2_013438
OG0004082	ADIR009393	AFUN2_008257
OG0004083	ADIR005165	AFUN2_012671
OG0004084	ADIR007896	AFUN2_004372
OG0004085	ADIR009402	AFUN2_011999
OG0004086	ADIR005017	AFUN2_008674
OG0004087	ADIR008701	AFUN2_005189
OG0004088	ADIR009401	AFUN2_007063
OG0004089	ADIR004910	AFUN2_010113
OG0004090	ADIR009394	AFUN2_000785
OG0004091	ADIR007897	AFUN2_014807
OG0004092	ADIR007895	AFUN2_003841
OG0004093	ADIR007902	AFUN2_001129
OG0004094	ADIR008439	AFUN2_003058
OG0004095	ADIR008292	AFUN2_009234
OG0004096	ADIR011258	AFUN2_007836
OG0004097	ADIR002592	AFUN2_012683
OG0004098	ADIR008293	AFUN2_009546
OG0004099	ADIR016007	AFUN2_008623
OG0004100	ADIR008440	AFUN2_011287
OG0004101	ADIR005519	AFUN2_007298
OG0004102	ADIR002590	AFUN2_007015
OG0004103	ADIR003943	AFUN2_006567
OG0004104	ADIR010239	AFUN2_005941
OG0004105	ADIR010246	AFUN2_006629
OG0004106	ADIR010253	AFUN2_012135
OG0004107	ADIR008438	AFUN2_003376
OG0004108	ADIR007708	AFUN2_008649
OG0004109	ADIR009162	AFUN2_009443
OG0004110	ADIR009163	AFUN2_005241
OG0004111	ADIR007948	AFUN2_003056
OG0004112	ADIR009161	AFUN2_012756
OG0004113	ADIR007474	AFUN2_008305
OG0004114	ADIR001065	AFUN2_007045
OG0004115	ADIR001329	AFUN2_008627
OG0004116	ADIR001086	AFUN2_004623
OG0004117	ADIR008289	AFUN2_002387
OG0004118	ADIR015935	AFUN2_010936
OG0004119	ADIR015695	AFUN2_012484
OG0004120	ADIR010469	AFUN2_010834
OG0004121	ADIR010470	AFUN2_001329
OG0004122	ADIR010476	AFUN2_004401
OG0004123	ADIR006634	AFUN2_002730
OG0004124	ADIR008303	AFUN2_004070
OG0004125	ADIR010461	AFUN2_014686
OG0004126	ADIR008301	AFUN2_010529
OG0004127	ADIR010472	AFUN2_014297
OG0004128	ADIR010477	AFUN2_006986
OG0004129	ADIR006635	AFUN2_012776
OG0004130	ADIR010465	AFUN2_013728
OG0004131	ADIR006638	AFUN2_006704
OG0004132	ADIR010474	AFUN2_008341
OG0004133	ADIR010466	AFUN2_006272
OG0004134	ADIR000484	AFUN2_011702
OG0004135	ADIR002190	AFUN2_000672
OG0004136	ADIR005683	AFUN2_000352
OG0004137	ADIR002189	AFUN2_006320
OG0004139	ADIR005681	AFUN2_008195
OG0004140	ADIR010694	AFUN2_012517
OG0004141	ADIR004934	AFUN2_011681
OG0004142	ADIR004923	AFUN2_006357
OG0004143	ADIR004888	AFUN2_009818
OG0004144	ADIR004889	AFUN2_011380
OG0004145	ADIR004886	AFUN2_004655
OG0004146	ADIR004885	AFUN2_014526
OG0004147	ADIR005907	AFUN2_007657
OG0004148	ADIR005908	AFUN2_011670
OG0004149	ADIR005895	AFUN2_002137
OG0004150	ADIR003552	AFUN2_004341
OG0004151	ADIR008950	AFUN2_011335
OG0004152	ADIR000077	AFUN2_000377
OG0004153	ADIR003555	AFUN2_007437
OG0004154	ADIR007196	AFUN2_012314
OG0004155	ADIR007798	AFUN2_005256
OG0004156	ADIR007197	AFUN2_013820
OG0004157	ADIR005881	AFUN2_009392
OG0004158	ADIR007147	AFUN2_010309
OG0004159	ADIR011662	AFUN2_000907
OG0004160	ADIR005882	AFUN2_011393
OG0004161	ADIR005880	AFUN2_005492
OG0004162	ADIR007185	AFUN2_014557
OG0004163	ADIR006426	AFUN2_008304
OG0004164	ADIR002803	AFUN2_014372
OG0004165	ADIR006434	AFUN2_012784
OG0004166	ADIR006425	AFUN2_007193
OG0004167	ADIR006432	AFUN2_007233
OG0004168	ADIR006618	AFUN2_005318
OG0004169	ADIR008254	AFUN2_012606
OG0004170	ADIR006616	AFUN2_002531
OG0004171	ADIR006436	AFUN2_004940
OG0004172	ADIR006435	AFUN2_002746
OG0004173	ADIR002663	AFUN2_011493
OG0004174	ADIR005471	AFUN2_012394
OG0004175	ADIR008895	AFUN2_008469
OG0004176	ADIR010259	AFUN2_007610
OG0004178	ADIR005470	AFUN2_008368
OG0004179	ADIR005852	AFUN2_010579
OG0004180	ADIR004565	AFUN2_013646
OG0004181	ADIR008313	AFUN2_011722
OG0004182	ADIR005467	AFUN2_000433
OG0004183	ADIR002295	AFUN2_007972
OG0004184	ADIR005463	AFUN2_005038
OG0004185	ADIR005853	AFUN2_001267
OG0004186	ADIR009575	AFUN2_008093
OG0004187	ADIR006721	AFUN2_007070
OG0004188	ADIR002328	AFUN2_003857
OG0004189	ADIR002259	AFUN2_002885
OG0004190	ADIR002274	AFUN2_002479
OG0004191	ADIR002326	AFUN2_010383
OG0004192	ADIR002329	AFUN2_010789
OG0004193	ADIR005265	AFUN2_002743
OG0004194	ADIR009578	AFUN2_013221
OG0004195	ADIR009591	AFUN2_004859
OG0004196	ADIR010753	AFUN2_008534
OG0004197	ADIR004435	AFUN2_011177
OG0004198	ADIR002877	AFUN2_003529
OG0004199	ADIR008426	AFUN2_005990
OG0004200	ADIR002878	AFUN2_005228
OG0004201	ADIR008428	AFUN2_001863
OG0004202	ADIR011682	AFUN2_012048
OG0004203	ADIR011681	AFUN2_009449
OG0004204	ADIR006152	AFUN2_013988
OG0004205	ADIR000978	AFUN2_014782
OG0004206	ADIR000830	AFUN2_011314
OG0004207	ADIR001399	AFUN2_010649
OG0004208	ADIR000831	AFUN2_012984
OG0004209	ADIR001159	AFUN2_009845
OG0004210	ADIR001407	AFUN2_003552
OG0004211	ADIR011684	AFUN2_010181
OG0004212	ADIR004366	AFUN2_014279
OG0004213	ADIR005702	AFUN2_004405
OG0004214	ADIR001079	AFUN2_006102
OG0004215	ADIR001081	AFUN2_000606
OG0004216	ADIR005755	AFUN2_013399
OG0004217	ADIR001080	AFUN2_006276
OG0004218	ADIR003922	AFUN2_011872
OG0004219	ADIR016136	AFUN2_012753
OG0004220	ADIR008325	AFUN2_011756
OG0004221	ADIR008324	AFUN2_007554
OG0004222	ADIR008323	AFUN2_006797
OG0004223	ADIR008328	AFUN2_007457
OG0004224	ADIR010729	AFUN2_008288
OG0004225	ADIR002443	AFUN2_007828
OG0004226	ADIR002440	AFUN2_006805
OG0004227	ADIR014284	AFUN2_012750
OG0004228	ADIR005327	AFUN2_007751
OG0004229	ADIR003361	AFUN2_002507
OG0004230	ADIR010733	AFUN2_010336
OG0004231	ADIR015701	AFUN2_009389
OG0004232	ADIR001289	AFUN2_001933
OG0004233	ADIR001266	AFUN2_010833
OG0004234	ADIR001268	AFUN2_004322
OG0004235	ADIR009291	AFUN2_003214
OG0004236	ADIR001276	AFUN2_008621
OG0004237	ADIR001228	AFUN2_007726
OG0004238	ADIR000885	AFUN2_003707
OG0004239	ADIR001526	AFUN2_012018
OG0004240	ADIR006970	AFUN2_005357
OG0004241	ADIR006973	AFUN2_014536
OG0004242	ADIR006972	AFUN2_000370
OG0004243	ADIR006974	AFUN2_007535
OG0004244	ADIR007733	AFUN2_013371
OG0004245	ADIR004171	AFUN2_012865
OG0004246	ADIR003746	AFUN2_013698
OG0004247	ADIR011073	AFUN2_011832
OG0004248	ADIR007732	AFUN2_014212
OG0004249	ADIR007702	AFUN2_014540
OG0004250	ADIR016155	AFUN2_007914
OG0004251	ADIR008030	AFUN2_004414
OG0004252	ADIR008031	AFUN2_011465
OG0004253	ADIR002418	AFUN2_011403
OG0004254	ADIR000073	AFUN2_007123
OG0004255	ADIR006968	AFUN2_003930
OG0004256	ADIR006969	AFUN2_003388
OG0004257	ADIR008491	AFUN2_003698
OG0004258	ADIR004947	AFUN2_001664
OG0004259	ADIR002117	AFUN2_004265
OG0004260	ADIR002224	AFUN2_014291
OG0004261	ADIR009663	AFUN2_007378
OG0004262	ADIR002223	AFUN2_010641
OG0004263	ADIR003997	AFUN2_001455
OG0004264	ADIR008686	AFUN2_007338
OG0004265	ADIR003993	AFUN2_013478
OG0004266	ADIR006640	AFUN2_001337
OG0004267	ADIR010433	AFUN2_006622
OG0004269	ADIR008266	AFUN2_006894
OG0004270	ADIR010380	AFUN2_012786
OG0004271	ADIR010381	AFUN2_010626
OG0004272	ADIR004803	AFUN2_006845
OG0004273	ADIR008740	AFUN2_009670
OG0004274	ADIR009786	AFUN2_005065
OG0004275	ADIR009255	AFUN2_009940
OG0004276	ADIR000598	AFUN2_013910
OG0004277	ADIR006261	AFUN2_009760
OG0004278	ADIR004116	AFUN2_013159
OG0004279	ADIR009824	AFUN2_003415
OG0004280	ADIR008880	AFUN2_002449
OG0004281	ADIR006260	AFUN2_010945
OG0004282	ADIR011332	AFUN2_005919
OG0004283	ADIR004322	AFUN2_013806
OG0004284	ADIR004336	AFUN2_001785
OG0004285	ADIR011617	AFUN2_007575
OG0004286	ADIR005590	AFUN2_007344
OG0004287	ADIR002162	AFUN2_010909
OG0004288	ADIR011614	AFUN2_013011
OG0004289	ADIR009601	AFUN2_006885
OG0004290	ADIR011310	AFUN2_002855
OG0004291	ADIR011323	AFUN2_002410
OG0004292	ADIR011304	AFUN2_009068
OG0004293	ADIR011305	AFUN2_001085
OG0004294	ADIR011321	AFUN2_006756
OG0004295	ADIR003581	AFUN2_003571
OG0004296	ADIR011302	AFUN2_003861
OG0004297	ADIR003086	AFUN2_006087
OG0004298	ADIR002694	AFUN2_005663
OG0004299	ADIR003089	AFUN2_005306
OG0004300	ADIR002479	AFUN2_000371
OG0004301	ADIR002692	AFUN2_009180
OG0004302	ADIR015596	AFUN2_010825
OG0004303	ADIR002682	AFUN2_009019
OG0004304	ADIR003154	AFUN2_001376
OG0004305	ADIR003163	AFUN2_006251
OG0004306	ADIR002683	AFUN2_013004
OG0004307	ADIR003157	AFUN2_009265
OG0004308	ADIR002685	AFUN2_010152
OG0004309	ADIR003091	AFUN2_008182
OG0004310	ADIR003158	AFUN2_011629
OG0004311	ADIR015595	AFUN2_004264
OG0004312	ADIR001929	AFUN2_009015
OG0004313	ADIR001923	AFUN2_001802
OG0004314	ADIR001924	AFUN2_012646
OG0004315	ADIR009613	AFUN2_009635
OG0004316	ADIR002213	AFUN2_005634
OG0004317	ADIR001932	AFUN2_014258
OG0004318	ADIR002222	AFUN2_008361
OG0004319	ADIR015510	AFUN2_007644
OG0004320	ADIR001341	AFUN2_012296
OG0004321	ADIR001933	AFUN2_011447
OG0004322	ADIR000244	AFUN2_007104
OG0004323	ADIR001914	AFUN2_010697
OG0004324	ADIR009614	AFUN2_009651
OG0004325	ADIR002219	AFUN2_011462
OG0004326	ADIR000236	AFUN2_009767
OG0004327	ADIR002218	AFUN2_003768
OG0004328	ADIR001925	AFUN2_005420
OG0004329	ADIR002342	AFUN2_005058
OG0004330	ADIR000243	AFUN2_012392
OG0004331	ADIR008201	AFUN2_010225
OG0004332	ADIR007023	AFUN2_001424
OG0004333	ADIR001880	AFUN2_006599
OG0004334	ADIR005722	AFUN2_013616
OG0004335	ADIR000223	AFUN2_001805
OG0004336	ADIR002361	AFUN2_013025
OG0004337	ADIR011629	AFUN2_013222
OG0004338	ADIR007279	AFUN2_008076
OG0004339	ADIR001881	AFUN2_013668
OG0004340	ADIR008204	AFUN2_007965
OG0004341	ADIR001882	AFUN2_002279
OG0004342	ADIR007024	AFUN2_010337
OG0004343	ADIR010479	AFUN2_007130
OG0004345	ADIR016154	AFUN2_001245
OG0004346	ADIR010485	AFUN2_001770
OG0004347	ADIR010965	AFUN2_014541
OG0004348	ADIR009142	AFUN2_007396
OG0004349	ADIR002035	AFUN2_013462
OG0004350	ADIR011379	AFUN2_008912
OG0004351	ADIR010962	AFUN2_013100
OG0004352	ADIR006793	AFUN2_013003
OG0004353	ADIR002261	AFUN2_003342
OG0004354	ADIR003985	AFUN2_008784
OG0004355	ADIR002038	AFUN2_011560
OG0004356	ADIR010964	AFUN2_010707
OG0004357	ADIR002264	AFUN2_006128
OG0004358	ADIR010967	AFUN2_012777
OG0004359	ADIR002262	AFUN2_013773
OG0004360	ADIR004344	AFUN2_007225
OG0004361	ADIR011378	AFUN2_013343
OG0004362	ADIR002039	AFUN2_009189
OG0004363	ADIR011622	AFUN2_001041
OG0004364	ADIR002036	AFUN2_012378, AFUN2_006561
OG0004365	ADIR003821	AFUN2_013406
OG0004366	ADIR003824	AFUN2_012838
OG0004367	ADIR003822	AFUN2_013296
OG0004368	ADIR003823	AFUN2_004871
OG0004369	ADIR008501	AFUN2_009948
OG0004371	ADIR001107	AFUN2_014778
OG0004372	ADIR007508	AFUN2_013455
OG0004373	ADIR008055	AFUN2_006218
OG0004374	ADIR004587	AFUN2_013073
OG0004375	ADIR002073	AFUN2_010086
OG0004377	ADIR003266	AFUN2_011797
OG0004378	ADIR002471	AFUN2_009028
OG0004379	ADIR011411	AFUN2_010919
OG0004380	ADIR002468	AFUN2_003092
OG0004381	ADIR001524	AFUN2_003668
OG0004382	ADIR015793	AFUN2_001922
OG0004383	ADIR004748	AFUN2_010841
OG0004384	ADIR010912	AFUN2_011071
OG0004385	ADIR002472	AFUN2_001553
OG0004386	ADIR011412	AFUN2_005796
OG0004387	ADIR004483	AFUN2_010652
OG0004388	ADIR011410	AFUN2_004168
OG0004389	ADIR011409	AFUN2_003546
OG0004390	ADIR011413	AFUN2_004692
OG0004391	ADIR004745	AFUN2_005334
OG0004392	ADIR004757	AFUN2_012410
OG0004393	ADIR004755	AFUN2_003390
OG0004394	ADIR004749	AFUN2_001748
OG0004395	ADIR004752	AFUN2_014060
OG0004396	ADIR004485	AFUN2_012690
OG0004397	ADIR007332	AFUN2_007326
OG0004398	ADIR003676	AFUN2_002616
OG0004399	ADIR007336	AFUN2_010814
OG0004400	ADIR007333	AFUN2_004247
OG0004401	ADIR007325	AFUN2_004298
OG0004402	ADIR007334	AFUN2_004323
OG0004403	ADIR007322	AFUN2_008355
OG0004404	ADIR010450	AFUN2_005335
OG0004405	ADIR005449	AFUN2_013411
OG0004406	ADIR005369	AFUN2_001624
OG0004407	ADIR005860	AFUN2_005671
OG0004408	ADIR005373	AFUN2_003411
OG0004409	ADIR008784	AFUN2_003461
OG0004410	ADIR009440	AFUN2_014819
OG0004411	ADIR010779	AFUN2_003613
OG0004412	ADIR002920	AFUN2_004086
OG0004413	ADIR010741	AFUN2_009910
OG0004414	ADIR002917	AFUN2_012279
OG0004415	ADIR002918	AFUN2_005991
OG0004416	ADIR001150	AFUN2_000810
OG0004417	ADIR001392	AFUN2_001457
OG0004418	ADIR010810	AFUN2_012694
OG0004419	ADIR010126	AFUN2_008548
OG0004420	ADIR010806	AFUN2_012525
OG0004421	ADIR010811	AFUN2_000588
OG0004422	ADIR010807	AFUN2_005923
OG0004423	ADIR010805	AFUN2_010756
OG0004424	ADIR010802	AFUN2_010302
OG0004425	ADIR010803	AFUN2_004112
OG0004426	ADIR011406	AFUN2_004933
OG0004427	ADIR010813	AFUN2_011092
OG0004428	ADIR006523	AFUN2_001002
OG0004429	ADIR010534	AFUN2_006414
OG0004430	ADIR010182	AFUN2_003009
OG0004431	ADIR008363	AFUN2_006788
OG0004432	ADIR010183	AFUN2_004464
OG0004433	ADIR008362	AFUN2_004363
OG0004435	ADIR004635	AFUN2_001894
OG0004436	ADIR010535	AFUN2_006088
OG0004437	ADIR010184	AFUN2_002426
OG0004438	ADIR008514	AFUN2_004307
OG0004439	ADIR006520	AFUN2_012985
OG0004440	ADIR004556	AFUN2_003767
OG0004441	ADIR004557	AFUN2_013659
OG0004442	ADIR008890	AFUN2_009246
OG0004443	ADIR004554	AFUN2_011593
OG0004444	ADIR015859	AFUN2_014469
OG0004445	ADIR004553	AFUN2_003697
OG0004446	ADIR004559	AFUN2_001857
OG0004447	ADIR008887	AFUN2_014015
OG0004448	ADIR015860	AFUN2_001702
OG0004449	ADIR009424	AFUN2_007479
OG0004450	ADIR009425	AFUN2_006614
OG0004451	ADIR011113	AFUN2_010858
OG0004452	ADIR003541	AFUN2_003788
OG0004453	ADIR009500	AFUN2_012311
OG0004454	ADIR002249	AFUN2_009289
OG0004455	ADIR016108	AFUN2_005394
OG0004456	ADIR009496	AFUN2_002556
OG0004457	ADIR002247	AFUN2_007458
OG0004458	ADIR009650	AFUN2_012123
OG0004459	ADIR002240	AFUN2_008765
OG0004460	ADIR002239	AFUN2_009242
OG0004461	ADIR016106	AFUN2_014670
OG0004462	ADIR009498	AFUN2_001300
OG0004463	ADIR002269	AFUN2_001374
OG0004464	ADIR002337	AFUN2_013968
OG0004465	ADIR000102	AFUN2_008124
OG0004466	ADIR002331	AFUN2_013566
OG0004467	ADIR002270	AFUN2_007889
OG0004468	ADIR002332	AFUN2_001766
OG0004469	ADIR002528	AFUN2_010658
OG0004470	ADIR005810	AFUN2_014079
OG0004471	ADIR002526	AFUN2_011837
OG0004472	ADIR002828	AFUN2_006079
OG0004473	ADIR005822	AFUN2_007949
OG0004474	ADIR002829	AFUN2_012851
OG0004475	ADIR015700	AFUN2_004851
OG0004476	ADIR004464	AFUN2_012724
OG0004477	ADIR001184	AFUN2_005916
OG0004478	ADIR000910	AFUN2_012548
OG0004479	ADIR007802	AFUN2_011542
OG0004480	ADIR001177	AFUN2_000465
OG0004481	ADIR000508	AFUN2_002865
OG0004482	ADIR002290	AFUN2_002039
OG0004483	ADIR002285	AFUN2_012493
OG0004484	ADIR000502	AFUN2_011075
OG0004485	ADIR000503	AFUN2_006056
OG0004486	ADIR002294	AFUN2_000321
OG0004487	ADIR000504	AFUN2_007700
OG0004488	ADIR005984	AFUN2_006851
OG0004489	ADIR002489	AFUN2_012497
OG0004490	ADIR006572	AFUN2_008806
OG0004491	ADIR002836	AFUN2_013483
OG0004492	ADIR002483	AFUN2_014293
OG0004493	ADIR006441	AFUN2_011862
OG0004494	ADIR002485	AFUN2_006875
OG0004495	ADIR008916	AFUN2_010490
OG0004496	ADIR003986	AFUN2_011058
OG0004497	ADIR007366	AFUN2_014091
OG0004498	ADIR004594	AFUN2_013749
OG0004499	ADIR001000	AFUN2_007308
OG0004500	ADIR006951	AFUN2_005637
OG0004501	ADIR001073	AFUN2_004524
OG0004502	ADIR001507	AFUN2_007084
OG0004503	ADIR001664	AFUN2_000986
OG0004504	ADIR010281	AFUN2_006958
OG0004505	ADIR010282	AFUN2_008308
OG0004506	ADIR010288	AFUN2_007277
OG0004507	ADIR010290	AFUN2_003910
OG0004508	ADIR010278	AFUN2_010444
OG0004509	ADIR010280	AFUN2_005384, AFUN2_004771
OG0004510	ADIR010279	AFUN2_004913
OG0004511	ADIR001119	AFUN2_009260
OG0004512	ADIR001412	AFUN2_004630
OG0004513	ADIR007769	AFUN2_002658
OG0004514	ADIR014992	AFUN2_013973
OG0004515	ADIR006717	AFUN2_004812
OG0004516	ADIR001120	AFUN2_003744
OG0004517	ADIR001243	AFUN2_013879
OG0004518	ADIR009839	AFUN2_004888
OG0004519	ADIR007387	AFUN2_003587
OG0004520	ADIR008241	AFUN2_003018
OG0004521	ADIR002961	AFUN2_002580
OG0004522	ADIR010996	AFUN2_007270
OG0004523	ADIR002962	AFUN2_011981
OG0004524	ADIR010997	AFUN2_000422
OG0004525	ADIR010995	AFUN2_004522
OG0004526	ADIR003107	AFUN2_000563
OG0004527	ADIR008717	AFUN2_003015
OG0004528	ADIR011001	AFUN2_013832
OG0004529	ADIR010993	AFUN2_009345
OG0004530	ADIR011003	AFUN2_008691
OG0004531	ADIR011371	AFUN2_005515
OG0004532	ADIR015505	AFUN2_008759
OG0004533	ADIR011360	AFUN2_014487
OG0004535	ADIR015506	AFUN2_012645
OG0004536	ADIR015977	AFUN2_013047
OG0004537	ADIR005710	AFUN2_004489
OG0004538	ADIR005708	AFUN2_007959
OG0004539	ADIR005697	AFUN2_005992
OG0004540	ADIR005711	AFUN2_008818
OG0004541	ADIR000448	AFUN2_011651
OG0004542	ADIR005698	AFUN2_001539
OG0004543	ADIR003017	AFUN2_014698
OG0004544	ADIR003222	AFUN2_010404
OG0004545	ADIR010077	AFUN2_010052
OG0004546	ADIR003315	AFUN2_005733
OG0004547	ADIR010075	AFUN2_005833
OG0004548	ADIR010076	AFUN2_001320
OG0004549	ADIR003232	AFUN2_003527
OG0004550	ADIR010070	AFUN2_014302
OG0004551	ADIR003018	AFUN2_012050
OG0004552	ADIR003326	AFUN2_005501
OG0004553	ADIR005483	AFUN2_007532
OG0004554	ADIR006598	AFUN2_011219
OG0004555	ADIR006603	AFUN2_007032
OG0004556	ADIR000374	AFUN2_011867
OG0004557	ADIR001365	AFUN2_002371
OG0004558	ADIR000375	AFUN2_013407
OG0004559	ADIR001364	AFUN2_014430
OG0004560	ADIR001767	AFUN2_001994
OG0004561	ADIR008627	AFUN2_013291
OG0004562	ADIR001759	AFUN2_002331
OG0004563	ADIR001775	AFUN2_007153
OG0004564	ADIR001770	AFUN2_010942
OG0004565	ADIR001774	AFUN2_004446
OG0004566	ADIR001760	AFUN2_013637
OG0004567	ADIR001772	AFUN2_000893
OG0004568	ADIR001765	AFUN2_000631
OG0004569	ADIR001682	AFUN2_002421
OG0004570	ADIR006444	AFUN2_003663
OG0004571	ADIR003170	AFUN2_004645
OG0004572	ADIR006447	AFUN2_002393
OG0004573	ADIR003172	AFUN2_014473
OG0004574	ADIR005944	AFUN2_008452
OG0004575	ADIR010569	AFUN2_010373
OG0004576	ADIR006446	AFUN2_005451
OG0004577	ADIR003173	AFUN2_004884
OG0004578	ADIR006445	AFUN2_010370
OG0004579	ADIR006071	AFUN2_002517
OG0004580	ADIR006078	AFUN2_006526
OG0004581	ADIR006079	AFUN2_005873
OG0004582	ADIR006074	AFUN2_006112
OG0004583	ADIR006072	AFUN2_006331
OG0004584	ADIR006077	AFUN2_002633
OG0004585	ADIR006068	AFUN2_009146
OG0004586	ADIR004843	AFUN2_005986
OG0004587	ADIR006821	AFUN2_003950
OG0004588	ADIR006822	AFUN2_007748
OG0004589	ADIR006826	AFUN2_008188
OG0004590	ADIR006825	AFUN2_011608, AFUN2_000976
OG0004591	ADIR004844	AFUN2_004634
OG0004592	ADIR004845	AFUN2_011239
OG0004593	ADIR006823	AFUN2_002809
OG0004594	ADIR006277	AFUN2_003681
OG0004595	ADIR002850	AFUN2_001203
OG0004596	ADIR002853	AFUN2_009733
OG0004597	ADIR002855	AFUN2_007585
OG0004598	ADIR002849	AFUN2_004834
OG0004599	ADIR002858	AFUN2_010962
OG0004600	ADIR002860	AFUN2_007950
OG0004601	ADIR002410	AFUN2_013362
