Orthogroup	AdirusWRAIR2	AstephensiUCISS2018
OG0003790	ADIR007222	ASTEI20_041336
OG0003791	ADIR002753	ASTEI20_046166
OG0003792	ADIR009543	ASTEI20_036168
OG0003793	ADIR002750	ASTEI20_040492
OG0003794	ADIR002673	ASTEI20_046119
OG0003795	ADIR002671	ASTEI20_040524
OG0003796	ADIR009551	ASTEI20_041882
OG0003797	ADIR002756	ASTEI20_043566
OG0003798	ADIR009546	ASTEI20_033620
OG0003799	ADIR002751	ASTEI20_032789
OG0003800	ADIR002754	ASTEI20_038536
OG0003801	ADIR002669	ASTEI20_031964
OG0003802	ADIR006270	ASTEI20_037910
OG0003803	ADIR006833	ASTEI20_031180
OG0003804	ADIR005176	ASTEI20_044059
OG0003805	ADIR006830	ASTEI20_033222
OG0003806	ADIR008033	ASTEI20_037886
OG0003807	ADIR011095	ASTEI20_040464
OG0003808	ADIR006267	ASTEI20_034676
OG0003809	ADIR004841	ASTEI20_040989
OG0003810	ADIR011097	ASTEI20_032071
OG0003811	ADIR006835	ASTEI20_041333
OG0003812	ADIR006273	ASTEI20_045088
OG0003813	ADIR003138	ASTEI20_042668
OG0003814	ADIR005175	ASTEI20_031563
OG0003815	ADIR008555	ASTEI20_037762
OG0003816	ADIR000653	ASTEI20_038497
OG0003817	ADIR008556	ASTEI20_043835
OG0003818	ADIR006314	ASTEI20_042873
OG0003819	ADIR000652	ASTEI20_040606
OG0003820	ADIR005058	ASTEI20_045257
OG0003821	ADIR005055	ASTEI20_033550
OG0003822	ADIR000650	ASTEI20_045755
OG0003823	ADIR016065	ASTEI20_046164
OG0003824	ADIR005056	ASTEI20_036941
OG0003825	ADIR000648	ASTEI20_034795
OG0003826	ADIR000647	ASTEI20_041504
OG0003827	ADIR006311	ASTEI20_040163
OG0003828	ADIR005059	ASTEI20_045880
OG0003829	ADIR007064	ASTEI20_032234
OG0003830	ADIR004984	ASTEI20_044331
OG0003831	ADIR004993	ASTEI20_031847
OG0003832	ADIR007063	ASTEI20_038207
OG0003833	ADIR011511	ASTEI20_045472
OG0003834	ADIR016005	ASTEI20_034343
OG0003835	ADIR011513	ASTEI20_041600
OG0003836	ADIR011512	ASTEI20_041934
OG0003837	ADIR011514	ASTEI20_044727
OG0003838	ADIR004327	ASTEI20_042479
OG0003839	ADIR004328	ASTEI20_041776
OG0003841	ADIR011626	ASTEI20_031541
OG0003842	ADIR009452	ASTEI20_040608
OG0003843	ADIR015543	ASTEI20_034092
OG0003844	ADIR015542	ASTEI20_038741
OG0003845	ADIR006110	ASTEI20_033570
OG0003846	ADIR009450	ASTEI20_035305
OG0003847	ADIR008195	ASTEI20_032991
OG0003848	ADIR009945	ASTEI20_035990
OG0003849	ADIR009943	ASTEI20_033643
OG0003850	ADIR009955	ASTEI20_042041
OG0003851	ADIR009956	ASTEI20_040955
OG0003852	ADIR015963	ASTEI20_040239
OG0003853	ADIR009948	ASTEI20_032018
OG0003854	ADIR008183	ASTEI20_037756
OG0003855	ADIR008192	ASTEI20_030976
OG0003856	ADIR009950	ASTEI20_036210
OG0003857	ADIR009947	ASTEI20_037452
OG0003858	ADIR000945	ASTEI20_031083
OG0003859	ADIR014868	ASTEI20_035369
OG0003860	ADIR009949	ASTEI20_044307
OG0003861	ADIR008194	ASTEI20_032394
OG0003862	ADIR008859	ASTEI20_044502
OG0003863	ADIR008584	ASTEI20_033411
OG0003864	ADIR003764	ASTEI20_038064
OG0003865	ADIR008606	ASTEI20_045224
OG0003866	ADIR003828	ASTEI20_035908
OG0003867	ADIR003767	ASTEI20_038195
OG0003868	ADIR003827	ASTEI20_045943
OG0003869	ADIR003830	ASTEI20_040008
OG0003870	ADIR008866	ASTEI20_031527
OG0003871	ADIR003829	ASTEI20_040683
OG0003872	ADIR007256	ASTEI20_037177
OG0003873	ADIR007191	ASTEI20_037243
OG0003874	ADIR007253	ASTEI20_037420
OG0003875	ADIR007252	ASTEI20_035043
OG0003876	ADIR016179	ASTEI20_031294
OG0003877	ADIR007189	ASTEI20_041836
OG0003878	ADIR007797	ASTEI20_037270
OG0003879	ADIR007260	ASTEI20_044982
OG0003880	ADIR007192	ASTEI20_039751
OG0003881	ADIR007254	ASTEI20_043239
OG0003882	ADIR008775	ASTEI20_033765
OG0003883	ADIR007273	ASTEI20_040475
OG0003884	ADIR007275	ASTEI20_036222
OG0003885	ADIR000788	ASTEI20_038863
OG0003886	ADIR007633	ASTEI20_039845
OG0003887	ADIR007261	ASTEI20_041028
OG0003888	ADIR000789	ASTEI20_039418
OG0003889	ADIR004602	ASTEI20_045951
OG0003890	ADIR008001	ASTEI20_045496
OG0003891	ADIR009316	ASTEI20_036921
OG0003892	ADIR003933	ASTEI20_037889
OG0003893	ADIR001528	ASTEI20_043232
OG0003894	ADIR007994	ASTEI20_039629
OG0003895	ADIR004949	ASTEI20_036360
OG0003896	ADIR011377	ASTEI20_044091
OG0003897	ADIR011065	ASTEI20_036267
OG0003898	ADIR004771	ASTEI20_031208
OG0003899	ADIR011070	ASTEI20_042372
OG0003900	ADIR011064	ASTEI20_041565
OG0003901	ADIR004458	ASTEI20_035218
OG0003902	ADIR004953	ASTEI20_041706
OG0003903	ADIR006788	ASTEI20_039106
OG0003904	ADIR006791	ASTEI20_046007
OG0003905	ADIR000168	ASTEI20_038798
OG0003906	ADIR000167	ASTEI20_033317
OG0003907	ADIR000186	ASTEI20_043833
OG0003908	ADIR000166	ASTEI20_031290
OG0003909	ADIR000175	ASTEI20_045127, ASTEI20_035547
OG0003910	ADIR007109	ASTEI20_032884
OG0003911	ADIR007155	ASTEI20_033205
OG0003912	ADIR007113	ASTEI20_036349
OG0003913	ADIR007156	ASTEI20_034251
OG0003914	ADIR007153	ASTEI20_033564
OG0003915	ADIR007110	ASTEI20_041958
OG0003916	ADIR003453	ASTEI20_039516
OG0003917	ADIR007103	ASTEI20_043539
OG0003918	ADIR007112	ASTEI20_041904
OG0003919	ADIR007152	ASTEI20_037261
OG0003920	ADIR007149	ASTEI20_033332
OG0003921	ADIR008721	ASTEI20_034708
OG0003922	ADIR000839	ASTEI20_033915
OG0003923	ADIR008672	ASTEI20_037265
OG0003924	ADIR001491	ASTEI20_036574
OG0003925	ADIR000751	ASTEI20_032786
OG0003926	ADIR000747	ASTEI20_042391
OG0003927	ADIR010969	ASTEI20_031288
OG0003928	ADIR004942	ASTEI20_034175
OG0003929	ADIR010973	ASTEI20_045500
OG0003930	ADIR000749	ASTEI20_035870
OG0003931	ADIR000740	ASTEI20_044469
OG0003932	ADIR000752	ASTEI20_043267
OG0003933	ADIR010972	ASTEI20_042443
OG0003934	ADIR010968	ASTEI20_044155
OG0003935	ADIR004218	ASTEI20_040732
OG0003936	ADIR003854	ASTEI20_043284
OG0003937	ADIR000571	ASTEI20_043572
OG0003938	ADIR011170	ASTEI20_035659
OG0003939	ADIR011173	ASTEI20_046072
OG0003940	ADIR000572	ASTEI20_033302
OG0003941	ADIR000573	ASTEI20_041312
OG0003942	ADIR011168	ASTEI20_046036
OG0003943	ADIR000570	ASTEI20_045443
OG0003944	ADIR008104	ASTEI20_037120
OG0003945	ADIR007450	ASTEI20_035005
OG0003946	ADIR008108	ASTEI20_038768
OG0003947	ADIR008654	ASTEI20_030936
OG0003948	ADIR007887	ASTEI20_038312
OG0003949	ADIR008643	ASTEI20_041646
OG0003950	ADIR008657	ASTEI20_031326
OG0003951	ADIR008645	ASTEI20_035639
OG0003952	ADIR007881	ASTEI20_044686
OG0003953	ADIR008648	ASTEI20_043942
OG0003954	ADIR007883	ASTEI20_030859
OG0003955	ADIR015504	ASTEI20_035179, ASTEI20_036667
OG0003956	ADIR007882	ASTEI20_038458
OG0003957	ADIR008647	ASTEI20_031722
OG0003958	ADIR004693	ASTEI20_042729
OG0003959	ADIR011138	ASTEI20_032851
OG0003960	ADIR004694	ASTEI20_033842
OG0003961	ADIR011141	ASTEI20_032443
OG0003962	ADIR011147	ASTEI20_039314
OG0003963	ADIR011154	ASTEI20_042597
OG0003964	ADIR011152	ASTEI20_043533
OG0003965	ADIR011145	ASTEI20_035117
OG0003966	ADIR004973	ASTEI20_045023
OG0003967	ADIR004696	ASTEI20_037033
OG0003968	ADIR015685	ASTEI20_032200
OG0003969	ADIR011146	ASTEI20_035187
OG0003970	ADIR011143	ASTEI20_035188
OG0003971	ADIR011137	ASTEI20_037232
OG0003972	ADIR011148	ASTEI20_030898
OG0003973	ADIR011142	ASTEI20_035371
OG0003974	ADIR011020	ASTEI20_038229
OG0003975	ADIR004025	ASTEI20_045711
OG0003976	ADIR010931	ASTEI20_039758
OG0003977	ADIR011017	ASTEI20_045936
OG0003978	ADIR002114	ASTEI20_032782
OG0003979	ADIR011013	ASTEI20_038685
OG0003980	ADIR011007	ASTEI20_045264
OG0003981	ADIR011012	ASTEI20_039385
OG0003982	ADIR006242	ASTEI20_034407
OG0003983	ADIR006232	ASTEI20_040509
OG0003984	ADIR005037	ASTEI20_044872
OG0003985	ADIR006241	ASTEI20_032258
OG0003986	ADIR005036	ASTEI20_031426
OG0003987	ADIR005038	ASTEI20_043222
OG0003988	ADIR006244	ASTEI20_035432
OG0003989	ADIR004883	ASTEI20_042155
OG0003990	ADIR006243	ASTEI20_045090
OG0003991	ADIR006240	ASTEI20_044093
OG0003992	ADIR006236	ASTEI20_035300
OG0003993	ADIR006248	ASTEI20_045895
OG0003994	ADIR003721	ASTEI20_041746
OG0003995	ADIR003735	ASTEI20_037039
OG0003996	ADIR007955	ASTEI20_036575
OG0003997	ADIR003785	ASTEI20_032236
OG0003998	ADIR004220	ASTEI20_042292
OG0003999	ADIR007949	ASTEI20_031222
OG0004000	ADIR006945	ASTEI20_039657
OG0004001	ADIR000317	ASTEI20_032037
OG0004002	ADIR007951	ASTEI20_037129
OG0004003	ADIR000307	ASTEI20_041226
OG0004004	ADIR007952	ASTEI20_032283
OG0004005	ADIR011050	ASTEI20_033680
OG0004006	ADIR011049	ASTEI20_044229
OG0004007	ADIR011236	ASTEI20_044623
OG0004008	ADIR011055	ASTEI20_045925
OG0004010	ADIR011223	ASTEI20_034732
OG0004011	ADIR011037	ASTEI20_038020
OG0004012	ADIR011230	ASTEI20_031020, ASTEI20_033442
OG0004013	ADIR011221	ASTEI20_043433
OG0004014	ADIR011217	ASTEI20_046019
OG0004015	ADIR011048	ASTEI20_045370
OG0004016	ADIR011235	ASTEI20_032875
OG0004017	ADIR004699	ASTEI20_045192
OG0004018	ADIR011243	ASTEI20_037490
OG0004019	ADIR011246	ASTEI20_031780
OG0004020	ADIR004698	ASTEI20_031773
OG0004021	ADIR001432	ASTEI20_034923
OG0004022	ADIR011244	ASTEI20_040847
OG0004023	ADIR001433	ASTEI20_036445
OG0004024	ADIR001430	ASTEI20_041212
OG0004025	ADIR004697	ASTEI20_031743
OG0004026	ADIR010586	ASTEI20_043020
OG0004027	ADIR006562	ASTEI20_043911
OG0004028	ADIR010587	ASTEI20_040072
OG0004029	ADIR003499	ASTEI20_035239
OG0004030	ADIR006561	ASTEI20_034249
OG0004031	ADIR010583	ASTEI20_045131
OG0004032	ADIR003501	ASTEI20_039982
OG0004033	ADIR003506	ASTEI20_034200
OG0004034	ADIR003504	ASTEI20_036666
OG0004035	ADIR006567	ASTEI20_039833
OG0004036	ADIR003500	ASTEI20_044540
OG0004037	ADIR010582	ASTEI20_037421
OG0004038	ADIR006564	ASTEI20_030802
OG0004039	ADIR003307	ASTEI20_033854
OG0004040	ADIR003311	ASTEI20_038014
OG0004041	ADIR001014	ASTEI20_044873
OG0004042	ADIR001518	ASTEI20_046031
OG0004043	ADIR001429	ASTEI20_037418
OG0004044	ADIR000860	ASTEI20_045521
OG0004045	ADIR002892	ASTEI20_032303
OG0004046	ADIR002888	ASTEI20_031912
OG0004047	ADIR011460	ASTEI20_041303
OG0004048	ADIR011449	ASTEI20_033701
OG0004049	ADIR011440	ASTEI20_031642
OG0004050	ADIR015573	ASTEI20_032023
OG0004051	ADIR000630	ASTEI20_044759
OG0004052	ADIR011443	ASTEI20_040765
OG0004053	ADIR011461	ASTEI20_033130
OG0004054	ADIR011451	ASTEI20_033447
OG0004055	ADIR000631	ASTEI20_039141
OG0004056	ADIR011442	ASTEI20_032611
OG0004057	ADIR006343	ASTEI20_033139
OG0004058	ADIR011459	ASTEI20_038349
OG0004059	ADIR011455	ASTEI20_038800
OG0004060	ADIR007598	ASTEI20_041793
OG0004061	ADIR007675	ASTEI20_041912, ASTEI20_040295
OG0004062	ADIR007514	ASTEI20_036407
OG0004063	ADIR005262	ASTEI20_031630
OG0004064	ADIR005230	ASTEI20_032587
OG0004065	ADIR005229	ASTEI20_033060
OG0004066	ADIR002325	ASTEI20_032503
OG0004067	ADIR005263	ASTEI20_041351
OG0004068	ADIR002321	ASTEI20_037379
OG0004069	ADIR005226	ASTEI20_046057
OG0004070	ADIR005228	ASTEI20_038876
OG0004071	ADIR000547	ASTEI20_038720
OG0004072	ADIR001055	ASTEI20_041222
OG0004073	ADIR004227	ASTEI20_036328
OG0004074	ADIR000965	ASTEI20_036361
OG0004075	ADIR004225	ASTEI20_038895
OG0004076	ADIR000969	ASTEI20_038626
OG0004077	ADIR004228	ASTEI20_031853
OG0004078	ADIR008016	ASTEI20_031330, ASTEI20_043858
OG0004079	ADIR003736	ASTEI20_035966
OG0004080	ADIR000971	ASTEI20_039838
OG0004081	ADIR007492	ASTEI20_042096
OG0004082	ADIR009393	ASTEI20_044479
OG0004083	ADIR005165	ASTEI20_031873
OG0004084	ADIR007896	ASTEI20_037680
OG0004085	ADIR009402	ASTEI20_041891
OG0004086	ADIR005017	ASTEI20_035180
OG0004087	ADIR008701	ASTEI20_039088
OG0004088	ADIR009401	ASTEI20_034798
OG0004089	ADIR004910	ASTEI20_031640
OG0004090	ADIR009394	ASTEI20_032472
OG0004091	ADIR007897	ASTEI20_040497
OG0004092	ADIR007895	ASTEI20_042871
OG0004093	ADIR007902	ASTEI20_034305
OG0004094	ADIR008439	ASTEI20_032418
OG0004095	ADIR008292	ASTEI20_044086
OG0004097	ADIR002592	ASTEI20_043906
OG0004098	ADIR008293	ASTEI20_039476
OG0004099	ADIR016007	ASTEI20_033416
OG0004100	ADIR008440	ASTEI20_043774
OG0004101	ADIR005519	ASTEI20_043438
OG0004102	ADIR002590	ASTEI20_041954
OG0004103	ADIR003943	ASTEI20_041005
OG0004104	ADIR010239	ASTEI20_031407
OG0004105	ADIR010246	ASTEI20_042666
OG0004106	ADIR010253	ASTEI20_037868
OG0004107	ADIR008438	ASTEI20_033300
OG0004108	ADIR007708	ASTEI20_035746
OG0004109	ADIR009162	ASTEI20_036750
OG0004110	ADIR009163	ASTEI20_037517
OG0004111	ADIR007948	ASTEI20_041515
OG0004112	ADIR009161	ASTEI20_033322
OG0004113	ADIR007474	ASTEI20_033162
OG0004114	ADIR001065	ASTEI20_045318
OG0004115	ADIR001329	ASTEI20_036368
OG0004116	ADIR001086	ASTEI20_041782
OG0004117	ADIR008289	ASTEI20_034648
OG0004118	ADIR015935	ASTEI20_035788
OG0004119	ADIR015695	ASTEI20_045771
OG0004120	ADIR010469	ASTEI20_037908
OG0004121	ADIR010470	ASTEI20_031882
OG0004122	ADIR010476	ASTEI20_042415
OG0004123	ADIR006634	ASTEI20_036460
OG0004124	ADIR008303	ASTEI20_044186
OG0004125	ADIR010461	ASTEI20_041078
OG0004126	ADIR008301	ASTEI20_040095
OG0004127	ADIR010472	ASTEI20_041217
OG0004128	ADIR010477	ASTEI20_037053
OG0004129	ADIR006635	ASTEI20_034743
OG0004130	ADIR010465	ASTEI20_040131
OG0004131	ADIR006638	ASTEI20_034183
OG0004132	ADIR010474	ASTEI20_040700
OG0004133	ADIR010466	ASTEI20_043666
OG0004134	ADIR000484	ASTEI20_031998
OG0004135	ADIR002190	ASTEI20_045623
OG0004136	ADIR005683	ASTEI20_040646
OG0004137	ADIR002189	ASTEI20_038554
OG0004139	ADIR005681	ASTEI20_037542
OG0004140	ADIR010694	ASTEI20_040181
OG0004141	ADIR004934	ASTEI20_037564
OG0004142	ADIR004923	ASTEI20_037989
OG0004143	ADIR004888	ASTEI20_035748
OG0004144	ADIR004889	ASTEI20_045249
OG0004145	ADIR004886	ASTEI20_044756
OG0004146	ADIR004885	ASTEI20_043449
OG0004147	ADIR005907	ASTEI20_044277
OG0004148	ADIR005908	ASTEI20_040718
OG0004149	ADIR005895	ASTEI20_042701
OG0004150	ADIR003552	ASTEI20_036143
OG0004151	ADIR008950	ASTEI20_031613
OG0004152	ADIR000077	ASTEI20_031953
OG0004153	ADIR003555	ASTEI20_033484
OG0004154	ADIR007196	ASTEI20_032256
OG0004155	ADIR007798	ASTEI20_043560
OG0004156	ADIR007197	ASTEI20_039532
OG0004157	ADIR005881	ASTEI20_040636
OG0004158	ADIR007147	ASTEI20_043587
OG0004159	ADIR011662	ASTEI20_035064
OG0004160	ADIR005882	ASTEI20_045621
OG0004161	ADIR005880	ASTEI20_034697
OG0004162	ADIR007185	ASTEI20_038246
OG0004163	ADIR006426	ASTEI20_042740
OG0004164	ADIR002803	ASTEI20_036734
OG0004165	ADIR006434	ASTEI20_039824
OG0004166	ADIR006425	ASTEI20_042034
OG0004167	ADIR006432	ASTEI20_035594
OG0004168	ADIR006618	ASTEI20_041170
OG0004169	ADIR008254	ASTEI20_039934
OG0004170	ADIR006616	ASTEI20_044963
OG0004171	ADIR006436	ASTEI20_037364
OG0004172	ADIR006435	ASTEI20_044407
OG0004173	ADIR002663	ASTEI20_041409
OG0004174	ADIR005471	ASTEI20_040052
OG0004175	ADIR008895	ASTEI20_040331
OG0004176	ADIR010259	ASTEI20_039844
OG0004178	ADIR005470	ASTEI20_039467
OG0004179	ADIR005852	ASTEI20_039228
OG0004180	ADIR004565	ASTEI20_038905
OG0004181	ADIR008313	ASTEI20_042648
OG0004182	ADIR005467	ASTEI20_044089
OG0004183	ADIR002295	ASTEI20_033380
OG0004184	ADIR005463	ASTEI20_041757
OG0004185	ADIR005853	ASTEI20_034694
OG0004186	ADIR009575	ASTEI20_033227
OG0004187	ADIR006721	ASTEI20_043756
OG0004188	ADIR002328	ASTEI20_032238
OG0004189	ADIR002259	ASTEI20_039289
OG0004190	ADIR002274	ASTEI20_033971
OG0004191	ADIR002326	ASTEI20_039942
OG0004192	ADIR002329	ASTEI20_038080
OG0004193	ADIR005265	ASTEI20_037951
OG0004194	ADIR009578	ASTEI20_033757
OG0004195	ADIR009591	ASTEI20_037866
OG0004196	ADIR010753	ASTEI20_037220
OG0004197	ADIR004435	ASTEI20_038669
OG0004198	ADIR002877	ASTEI20_034691
OG0004199	ADIR008426	ASTEI20_045590
OG0004200	ADIR002878	ASTEI20_043986
OG0004201	ADIR008428	ASTEI20_040302
OG0004202	ADIR011682	ASTEI20_044761
OG0004203	ADIR011681	ASTEI20_045799
OG0004204	ADIR006152	ASTEI20_033068
OG0004205	ADIR000978	ASTEI20_042881
OG0004206	ADIR000830	ASTEI20_034939
OG0004207	ADIR001399	ASTEI20_038679
OG0004208	ADIR000831	ASTEI20_042779
OG0004209	ADIR001159	ASTEI20_032642
OG0004210	ADIR001407	ASTEI20_035420
OG0004211	ADIR011684	ASTEI20_040069
OG0004212	ADIR004366	ASTEI20_045119
OG0004213	ADIR005702	ASTEI20_041071
OG0004214	ADIR001079	ASTEI20_038154
OG0004215	ADIR001081	ASTEI20_037735
OG0004216	ADIR005755	ASTEI20_034606
OG0004217	ADIR001080	ASTEI20_041107
OG0004218	ADIR003922	ASTEI20_041808
OG0004219	ADIR016136	ASTEI20_040439
OG0004220	ADIR008325	ASTEI20_044208
OG0004221	ADIR008324	ASTEI20_040614
OG0004222	ADIR008323	ASTEI20_039741
OG0004223	ADIR008328	ASTEI20_044888
OG0004224	ADIR010729	ASTEI20_036172
OG0004225	ADIR002443	ASTEI20_037499
OG0004226	ADIR002440	ASTEI20_034416
OG0004227	ADIR014284	ASTEI20_041291
OG0004228	ADIR005327	ASTEI20_033398
OG0004229	ADIR003361	ASTEI20_044406
OG0004230	ADIR010733	ASTEI20_044762
OG0004231	ADIR015701	ASTEI20_030973
OG0004232	ADIR001289	ASTEI20_037294
OG0004233	ADIR001266	ASTEI20_035390
OG0004234	ADIR001268	ASTEI20_046050
OG0004235	ADIR009291	ASTEI20_044268
OG0004236	ADIR001276	ASTEI20_040274
OG0004237	ADIR001228	ASTEI20_038139
OG0004238	ADIR000885	ASTEI20_031676
OG0004239	ADIR001526	ASTEI20_044415
OG0004240	ADIR006970	ASTEI20_032138
OG0004241	ADIR006973	ASTEI20_044678
OG0004242	ADIR006972	ASTEI20_033472
OG0004243	ADIR006974	ASTEI20_034306
OG0004244	ADIR007733	ASTEI20_041391
OG0004245	ADIR004171	ASTEI20_033845
OG0004246	ADIR003746	ASTEI20_042680, ASTEI20_034228
OG0004247	ADIR011073	ASTEI20_043188
OG0004248	ADIR007732	ASTEI20_046064
OG0004249	ADIR007702	ASTEI20_031268
OG0004250	ADIR016155	ASTEI20_044171
OG0004251	ADIR008030	ASTEI20_041236
OG0004252	ADIR008031	ASTEI20_032993
OG0004253	ADIR002418	ASTEI20_033483
OG0004254	ADIR000073	ASTEI20_040059
OG0004255	ADIR006968	ASTEI20_041741
OG0004256	ADIR006969	ASTEI20_040997
OG0004257	ADIR008491	ASTEI20_043838
OG0004258	ADIR004947	ASTEI20_034571
OG0004259	ADIR002117	ASTEI20_041425
OG0004260	ADIR002224	ASTEI20_039920
OG0004261	ADIR009663	ASTEI20_034730
OG0004262	ADIR002223	ASTEI20_038072
OG0004263	ADIR003997	ASTEI20_042252
OG0004264	ADIR008686	ASTEI20_038331
OG0004265	ADIR003993	ASTEI20_043010
OG0004266	ADIR006640	ASTEI20_031558
OG0004267	ADIR010433	ASTEI20_033279
OG0004269	ADIR008266	ASTEI20_034620
OG0004270	ADIR010380	ASTEI20_042840
OG0004271	ADIR010381	ASTEI20_037830
OG0004272	ADIR004803	ASTEI20_039251
OG0004273	ADIR008740	ASTEI20_036847
OG0004274	ADIR009786	ASTEI20_043498
OG0004275	ADIR009255	ASTEI20_038105
OG0004276	ADIR000598	ASTEI20_033622
OG0004277	ADIR006261	ASTEI20_031578
OG0004278	ADIR004116	ASTEI20_037002
OG0004279	ADIR009824	ASTEI20_044092
OG0004280	ADIR008880	ASTEI20_045385
OG0004281	ADIR006260	ASTEI20_031345
OG0004282	ADIR011332	ASTEI20_036874
OG0004283	ADIR004322	ASTEI20_040001
OG0004284	ADIR004336	ASTEI20_035543
OG0004285	ADIR011617	ASTEI20_038244
OG0004286	ADIR005590	ASTEI20_045141
OG0004287	ADIR002162	ASTEI20_032599
OG0004288	ADIR011614	ASTEI20_038531
OG0004289	ADIR009601	ASTEI20_045354
OG0004290	ADIR011310	ASTEI20_031009
OG0004291	ADIR011323	ASTEI20_038676
OG0004292	ADIR011304	ASTEI20_032170
OG0004293	ADIR011305	ASTEI20_033474
OG0004294	ADIR011321	ASTEI20_033985
OG0004295	ADIR003581	ASTEI20_041027
OG0004296	ADIR011302	ASTEI20_036523
OG0004297	ADIR003086	ASTEI20_035101
OG0004298	ADIR002694	ASTEI20_042872
OG0004299	ADIR003089	ASTEI20_038199
OG0004300	ADIR002479	ASTEI20_044787
OG0004301	ADIR002692	ASTEI20_036122
OG0004302	ADIR015596	ASTEI20_041867
OG0004303	ADIR002682	ASTEI20_045919
OG0004304	ADIR003154	ASTEI20_043236
OG0004305	ADIR003163	ASTEI20_038124
OG0004306	ADIR002683	ASTEI20_045116
OG0004307	ADIR003157	ASTEI20_031156
OG0004308	ADIR002685	ASTEI20_040359
OG0004309	ADIR003091	ASTEI20_041561
OG0004310	ADIR003158	ASTEI20_032790
OG0004311	ADIR015595	ASTEI20_036276
OG0004312	ADIR001929	ASTEI20_035263
OG0004313	ADIR001923	ASTEI20_044372
OG0004314	ADIR001924	ASTEI20_041518
OG0004315	ADIR009613	ASTEI20_032417
OG0004316	ADIR002213	ASTEI20_043315
OG0004317	ADIR001932	ASTEI20_034041
OG0004318	ADIR002222	ASTEI20_036718
OG0004319	ADIR015510	ASTEI20_038628
OG0004320	ADIR001341	ASTEI20_042293
OG0004321	ADIR001933	ASTEI20_041488
OG0004322	ADIR000244	ASTEI20_039753
OG0004323	ADIR001914	ASTEI20_032338
OG0004324	ADIR009614	ASTEI20_043616
OG0004325	ADIR002219	ASTEI20_036940
OG0004326	ADIR000236	ASTEI20_036719
OG0004327	ADIR002218	ASTEI20_044887
OG0004328	ADIR001925	ASTEI20_032075
OG0004329	ADIR002342	ASTEI20_040454
OG0004330	ADIR000243	ASTEI20_038117
OG0004331	ADIR008201	ASTEI20_042073
OG0004332	ADIR007023	ASTEI20_034952
OG0004333	ADIR001880	ASTEI20_043213
OG0004334	ADIR005722	ASTEI20_045039
OG0004335	ADIR000223	ASTEI20_043898
OG0004336	ADIR002361	ASTEI20_041095
OG0004337	ADIR011629	ASTEI20_041462
OG0004338	ADIR007279	ASTEI20_038300
OG0004339	ADIR001881	ASTEI20_042420
OG0004340	ADIR008204	ASTEI20_044260
OG0004341	ADIR001882	ASTEI20_036770
OG0004342	ADIR007024	ASTEI20_044464
OG0004343	ADIR010479	ASTEI20_036248
OG0004345	ADIR016154	ASTEI20_039901
OG0004346	ADIR010485	ASTEI20_031909
OG0004347	ADIR010965	ASTEI20_039584
OG0004348	ADIR009142	ASTEI20_038728
OG0004349	ADIR002035	ASTEI20_044977
OG0004350	ADIR011379	ASTEI20_035979
OG0004351	ADIR010962	ASTEI20_040425
OG0004352	ADIR006793	ASTEI20_037356
OG0004353	ADIR002261	ASTEI20_033441
OG0004354	ADIR003985	ASTEI20_034811
OG0004355	ADIR002038	ASTEI20_038068
OG0004356	ADIR010964	ASTEI20_037027
OG0004357	ADIR002264	ASTEI20_040343
OG0004358	ADIR010967	ASTEI20_037611
OG0004359	ADIR002262	ASTEI20_044274
OG0004360	ADIR004344	ASTEI20_035182
OG0004361	ADIR011378	ASTEI20_040647
OG0004362	ADIR002039	ASTEI20_040462
OG0004363	ADIR011622	ASTEI20_033609
OG0004364	ADIR002036	ASTEI20_041548, ASTEI20_043143
OG0004365	ADIR003821	ASTEI20_038366
OG0004366	ADIR003824	ASTEI20_041430
OG0004367	ADIR003822	ASTEI20_043424
OG0004368	ADIR003823	ASTEI20_044780
OG0004369	ADIR008501	ASTEI20_032680
OG0004371	ADIR001107	ASTEI20_041121
OG0004372	ADIR007508	ASTEI20_031888
OG0004373	ADIR008055	ASTEI20_033601
OG0004374	ADIR004587	ASTEI20_034900
OG0004375	ADIR002073	ASTEI20_039386
OG0004377	ADIR003266	ASTEI20_037236
OG0004378	ADIR002471	ASTEI20_034263
OG0004379	ADIR011411	ASTEI20_036942
OG0004380	ADIR002468	ASTEI20_040972
OG0004381	ADIR001524	ASTEI20_039860
OG0004382	ADIR015793	ASTEI20_042550
OG0004383	ADIR004748	ASTEI20_032598
OG0004384	ADIR010912	ASTEI20_043454
OG0004385	ADIR002472	ASTEI20_041275
OG0004386	ADIR011412	ASTEI20_039651
OG0004387	ADIR004483	ASTEI20_034941
OG0004388	ADIR011410	ASTEI20_044942
OG0004389	ADIR011409	ASTEI20_045197
OG0004390	ADIR011413	ASTEI20_040164
OG0004391	ADIR004745	ASTEI20_040156
OG0004392	ADIR004757	ASTEI20_034822
OG0004393	ADIR004755	ASTEI20_031331
OG0004394	ADIR004749	ASTEI20_035362
OG0004395	ADIR004752	ASTEI20_032580
OG0004396	ADIR004485	ASTEI20_042473
OG0004397	ADIR007332	ASTEI20_040667
OG0004398	ADIR003676	ASTEI20_044117
OG0004399	ADIR007336	ASTEI20_031489
OG0004400	ADIR007333	ASTEI20_035150
OG0004401	ADIR007325	ASTEI20_046142
OG0004402	ADIR007334	ASTEI20_042227
