Orthogroup	AdirusWRAIR2	CquinquefasciatusJHB2020
OG0004235	ADIR009291	CQUJHB015198, CQUJHB008346
OG0004236	ADIR001276	CQUJHB013493
OG0004237	ADIR001228	CQUJHB017470
OG0004238	ADIR000885	CQUJHB004919
OG0004239	ADIR001526	CQUJHB000867
OG0004240	ADIR006970	CQUJHB002374
OG0004241	ADIR006973	CQUJHB003834
OG0004242	ADIR006972	CQUJHB011484
OG0004243	ADIR006974	CQUJHB017848
OG0004244	ADIR007733	CQUJHB012194
OG0004245	ADIR004171	CQUJHB016257
OG0004246	ADIR003746	CQUJHB014928
OG0004247	ADIR011073	CQUJHB011319
OG0004248	ADIR007732	CQUJHB001922
OG0004249	ADIR007702	CQUJHB013368
OG0004250	ADIR016155	CQUJHB011135
OG0004251	ADIR008030	CQUJHB013361
OG0004252	ADIR008031	CQUJHB003463
OG0004253	ADIR002418	CQUJHB011170
OG0004254	ADIR000073	CQUJHB014871
OG0004255	ADIR006968	CQUJHB015060
OG0004256	ADIR006969	CQUJHB002835
OG0004257	ADIR008491	CQUJHB010335
OG0004258	ADIR004947	CQUJHB015866
OG0004259	ADIR002117	CQUJHB011675
OG0004260	ADIR002224	CQUJHB014143
OG0004261	ADIR009663	CQUJHB000393
OG0004262	ADIR002223	CQUJHB015928
OG0004263	ADIR003997	CQUJHB014717
OG0004264	ADIR008686	CQUJHB013273
OG0004265	ADIR003993	CQUJHB007730
OG0004266	ADIR006640	CQUJHB011127
OG0004267	ADIR010433	CQUJHB016228
OG0004269	ADIR008266	CQUJHB016177
OG0004270	ADIR010380	CQUJHB007366
OG0004271	ADIR010381	CQUJHB007391
OG0004272	ADIR004803	CQUJHB011707
OG0004273	ADIR008740	CQUJHB010714
OG0004274	ADIR009786	CQUJHB011979
OG0004275	ADIR009255	CQUJHB002741
OG0004276	ADIR000598	CQUJHB012292
OG0004277	ADIR006261	CQUJHB015383
OG0004278	ADIR004116	CQUJHB011729
OG0004279	ADIR009824	CQUJHB005484
OG0004280	ADIR008880	CQUJHB003641
OG0004281	ADIR006260	CQUJHB009968
OG0004282	ADIR011332	CQUJHB011048
OG0004283	ADIR004322	CQUJHB005847
OG0004284	ADIR004336	CQUJHB007917
OG0004285	ADIR011617	CQUJHB017847
OG0004286	ADIR005590	CQUJHB014515
OG0004287	ADIR002162	CQUJHB014547
OG0004288	ADIR011614	CQUJHB006281
OG0004289	ADIR009601	CQUJHB007110
OG0004290	ADIR011310	CQUJHB009952
OG0004291	ADIR011323	CQUJHB012036
OG0004292	ADIR011304	CQUJHB017199
OG0004293	ADIR011305	CQUJHB012871
OG0004294	ADIR011321	CQUJHB006100
OG0004295	ADIR003581	CQUJHB010014
OG0004296	ADIR011302	CQUJHB014617
OG0004297	ADIR003086	CQUJHB006941
OG0004298	ADIR002694	CQUJHB015282
OG0004299	ADIR003089	CQUJHB016632
OG0004300	ADIR002479	CQUJHB003917
OG0004301	ADIR002692	CQUJHB015826
OG0004302	ADIR015596	CQUJHB010740
OG0004303	ADIR002682	CQUJHB004398
OG0004304	ADIR003154	CQUJHB003489
OG0004305	ADIR003163	CQUJHB004789
OG0004306	ADIR002683	CQUJHB009766
OG0004307	ADIR003157	CQUJHB012577
OG0004308	ADIR002685	CQUJHB015810
OG0004309	ADIR003091	CQUJHB008119
OG0004310	ADIR003158	CQUJHB012058
OG0004311	ADIR015595	CQUJHB003502
OG0004312	ADIR001929	CQUJHB003960
OG0004313	ADIR001923	CQUJHB006480
OG0004314	ADIR001924	CQUJHB001193
OG0004315	ADIR009613	CQUJHB004816
OG0004316	ADIR002213	CQUJHB012085
OG0004317	ADIR001932	CQUJHB016213
OG0004318	ADIR002222	CQUJHB004730
OG0004319	ADIR015510	CQUJHB018146
OG0004320	ADIR001341	CQUJHB017360
OG0004321	ADIR001933	CQUJHB007449
OG0004322	ADIR000244	CQUJHB016511
OG0004323	ADIR001914	CQUJHB012532
OG0004324	ADIR009614	CQUJHB006288
OG0004325	ADIR002219	CQUJHB015221
OG0004326	ADIR000236	CQUJHB006804
OG0004327	ADIR002218	CQUJHB013366
OG0004328	ADIR001925	CQUJHB000179
OG0004329	ADIR002342	CQUJHB014659
OG0004330	ADIR000243	CQUJHB013064
OG0004331	ADIR008201	CQUJHB003801
OG0004332	ADIR007023	CQUJHB011463
OG0004333	ADIR001880	CQUJHB018264
OG0004334	ADIR005722	CQUJHB015839
OG0004335	ADIR000223	CQUJHB016479
OG0004336	ADIR002361	CQUJHB013527
OG0004337	ADIR011629	CQUJHB003047
OG0004338	ADIR007279	CQUJHB015494
OG0004339	ADIR001881	CQUJHB008912
OG0004340	ADIR008204	CQUJHB002123
OG0004341	ADIR001882	CQUJHB013375
OG0004342	ADIR007024	CQUJHB003685
OG0004343	ADIR010479	CQUJHB013932
OG0004345	ADIR016154	CQUJHB007049
OG0004346	ADIR010485	CQUJHB013882
OG0004347	ADIR010965	CQUJHB002892
OG0004348	ADIR009142	CQUJHB016344
OG0004349	ADIR002035	CQUJHB000539
OG0004350	ADIR011379	CQUJHB008586
OG0004351	ADIR010962	CQUJHB002465
OG0004352	ADIR006793	CQUJHB013043
OG0004353	ADIR002261	CQUJHB003952
OG0004354	ADIR003985	CQUJHB002575
OG0004355	ADIR002038	CQUJHB016813
OG0004356	ADIR010964	CQUJHB001851
OG0004357	ADIR002264	CQUJHB006321
OG0004358	ADIR010967	CQUJHB009137
OG0004359	ADIR002262	CQUJHB002824
OG0004360	ADIR004344	CQUJHB004441
OG0004361	ADIR011378	CQUJHB018067
OG0004362	ADIR002039	CQUJHB012689
OG0004363	ADIR011622	CQUJHB011711
OG0004365	ADIR003821	CQUJHB011784
OG0004366	ADIR003824	CQUJHB014936
OG0004367	ADIR003822	CQUJHB017233
OG0004368	ADIR003823	CQUJHB017448
OG0004369	ADIR008501	CQUJHB003629
OG0004371	ADIR001107	CQUJHB004715
OG0004372	ADIR007508	CQUJHB007726
OG0004373	ADIR008055	CQUJHB018304
OG0004374	ADIR004587	CQUJHB000925
OG0004375	ADIR002073	CQUJHB016535
OG0004377	ADIR003266	CQUJHB013718
OG0004378	ADIR002471	CQUJHB000486
OG0004379	ADIR011411	CQUJHB010018
OG0004380	ADIR002468	CQUJHB012909
OG0004381	ADIR001524	CQUJHB007920
OG0004382	ADIR015793	CQUJHB014383
OG0004383	ADIR004748	CQUJHB003167
OG0004384	ADIR010912	CQUJHB007738
OG0004385	ADIR002472	CQUJHB007505
OG0004386	ADIR011412	CQUJHB009728
OG0004387	ADIR004483	CQUJHB015666
OG0004388	ADIR011410	CQUJHB006713
OG0004389	ADIR011409	CQUJHB015009
OG0004390	ADIR011413	CQUJHB003327
OG0004391	ADIR004745	CQUJHB006820
OG0004392	ADIR004757	CQUJHB003678
OG0004393	ADIR004755	CQUJHB008175
OG0004394	ADIR004749	CQUJHB003853
OG0004395	ADIR004752	CQUJHB004533
OG0004396	ADIR004485	CQUJHB018370
OG0004397	ADIR007332	CQUJHB016473
OG0004398	ADIR003676	CQUJHB001348
OG0004399	ADIR007336	CQUJHB004628
OG0004400	ADIR007333	CQUJHB012605
OG0004401	ADIR007325	CQUJHB012653
OG0004402	ADIR007334	CQUJHB015189
OG0004403	ADIR007322	CQUJHB015951
OG0004405	ADIR005449	CQUJHB006558
OG0004406	ADIR005369	CQUJHB015508
OG0004407	ADIR005860	CQUJHB018365
OG0004408	ADIR005373	CQUJHB003630
OG0004409	ADIR008784	CQUJHB014447
OG0004410	ADIR009440	CQUJHB007988
OG0004411	ADIR010779	CQUJHB009838
OG0004412	ADIR002920	CQUJHB007671
OG0004413	ADIR010741	CQUJHB010699
OG0004414	ADIR002917	CQUJHB008511
OG0004415	ADIR002918	CQUJHB011229
OG0004416	ADIR001150	CQUJHB017151
OG0004417	ADIR001392	CQUJHB013317
OG0004418	ADIR010810	CQUJHB000240
OG0004419	ADIR010126	CQUJHB011049
OG0004420	ADIR010806	CQUJHB008836
OG0004421	ADIR010811	CQUJHB003113
OG0004422	ADIR010807	CQUJHB018328
OG0004423	ADIR010805	CQUJHB007025
OG0004424	ADIR010802	CQUJHB014074
OG0004425	ADIR010803	CQUJHB009821
OG0004426	ADIR011406	CQUJHB004839
OG0004427	ADIR010813	CQUJHB000022
OG0004428	ADIR006523	CQUJHB003784
OG0004429	ADIR010534	CQUJHB001989
OG0004430	ADIR010182	CQUJHB016134
OG0004431	ADIR008363	CQUJHB000154
OG0004432	ADIR010183	CQUJHB017205
OG0004433	ADIR008362	CQUJHB013136
OG0004435	ADIR004635	CQUJHB011079
OG0004436	ADIR010535	CQUJHB007307
OG0004437	ADIR010184	CQUJHB013222
OG0004438	ADIR008514	CQUJHB002706
OG0004439	ADIR006520	CQUJHB006831
OG0004440	ADIR004556	CQUJHB018323
OG0004441	ADIR004557	CQUJHB009505
OG0004442	ADIR008890	CQUJHB008491
OG0004443	ADIR004554	CQUJHB005152
OG0004444	ADIR015859	CQUJHB016448
OG0004445	ADIR004553	CQUJHB006237
OG0004446	ADIR004559	CQUJHB013651
OG0004447	ADIR008887	CQUJHB015718
OG0004448	ADIR015860	CQUJHB009422
OG0004449	ADIR009424	CQUJHB016810
OG0004450	ADIR009425	CQUJHB000100
OG0004451	ADIR011113	CQUJHB017058
OG0004452	ADIR003541	CQUJHB008323
OG0004453	ADIR009500	CQUJHB009211
OG0004454	ADIR002249	CQUJHB000704
OG0004455	ADIR016108	CQUJHB008577
OG0004456	ADIR009496	CQUJHB000267
OG0004457	ADIR002247	CQUJHB010593
OG0004458	ADIR009650	CQUJHB009797
OG0004459	ADIR002240	CQUJHB000509
OG0004460	ADIR002239	CQUJHB004500
OG0004461	ADIR016106	CQUJHB004849
OG0004462	ADIR009498	CQUJHB013456
OG0004463	ADIR002269	CQUJHB010846
OG0004464	ADIR002337	CQUJHB015323
OG0004465	ADIR000102	CQUJHB015558
OG0004466	ADIR002331	CQUJHB007103
OG0004467	ADIR002270	CQUJHB004436
OG0004468	ADIR002332	CQUJHB003121
OG0004469	ADIR002528	CQUJHB012507
OG0004470	ADIR005810	CQUJHB006676
OG0004471	ADIR002526	CQUJHB009660
OG0004472	ADIR002828	CQUJHB009088
OG0004473	ADIR005822	CQUJHB007047
OG0004474	ADIR002829	CQUJHB008006
OG0004475	ADIR015700	CQUJHB005997
OG0004476	ADIR004464	CQUJHB014753
OG0004478	ADIR000910	CQUJHB004726
OG0004479	ADIR007802	CQUJHB004039
OG0004480	ADIR001177	CQUJHB014897
OG0004481	ADIR000508	CQUJHB003846
OG0004482	ADIR002290	CQUJHB003701
OG0004483	ADIR002285	CQUJHB010090
OG0004484	ADIR000502	CQUJHB001565
OG0004485	ADIR000503	CQUJHB007908
OG0004486	ADIR002294	CQUJHB003149
OG0004487	ADIR000504	CQUJHB017255
OG0004488	ADIR005984	CQUJHB010292
OG0004489	ADIR002489	CQUJHB011669
OG0004490	ADIR006572	CQUJHB004031
OG0004491	ADIR002836	CQUJHB015120, CQUJHB011006
OG0004492	ADIR002483	CQUJHB008802
OG0004493	ADIR006441	CQUJHB014657
OG0004494	ADIR002485	CQUJHB013373
OG0004495	ADIR008916	CQUJHB013871
OG0004496	ADIR003986	CQUJHB003365
OG0004497	ADIR007366	CQUJHB004272
OG0004498	ADIR004594	CQUJHB002331
OG0004499	ADIR001000	CQUJHB001948
OG0004500	ADIR006951	CQUJHB006180
OG0004501	ADIR001073	CQUJHB018384
OG0004502	ADIR001507	CQUJHB008283
OG0004503	ADIR001664	CQUJHB008732
OG0004504	ADIR010281	CQUJHB001518
OG0004505	ADIR010282	CQUJHB008265
OG0004506	ADIR010288	CQUJHB002680
OG0004507	ADIR010290	CQUJHB011010
OG0004508	ADIR010278	CQUJHB017752
OG0004509	ADIR010280	CQUJHB007359
OG0004510	ADIR010279	CQUJHB009500
OG0004511	ADIR001119	CQUJHB002587
OG0004512	ADIR001412	CQUJHB001005
OG0004513	ADIR007769	CQUJHB001023
OG0004514	ADIR014992	CQUJHB014202
OG0004515	ADIR006717	CQUJHB000167
OG0004516	ADIR001120	CQUJHB002559
OG0004517	ADIR001243	CQUJHB008065
OG0004518	ADIR009839	CQUJHB004147
OG0004519	ADIR007387	CQUJHB004838
OG0004520	ADIR008241	CQUJHB000160
OG0004521	ADIR002961	CQUJHB008954
OG0004522	ADIR010996	CQUJHB009666
OG0004523	ADIR002962	CQUJHB001335
OG0004524	ADIR010997	CQUJHB004163
OG0004525	ADIR010995	CQUJHB012649
OG0004526	ADIR003107	CQUJHB004200
OG0004527	ADIR008717	CQUJHB017135
OG0004528	ADIR011001	CQUJHB008477
OG0004529	ADIR010993	CQUJHB011309
OG0004530	ADIR011003	CQUJHB009677
OG0004531	ADIR011371	CQUJHB006659
OG0004532	ADIR015505	CQUJHB010804
OG0004533	ADIR011360	CQUJHB013581
OG0004535	ADIR015506	CQUJHB008296
OG0004536	ADIR015977	CQUJHB012476
OG0004537	ADIR005710	CQUJHB004846
OG0004538	ADIR005708	CQUJHB005128
OG0004539	ADIR005697	CQUJHB013737
OG0004540	ADIR005711	CQUJHB004943
OG0004541	ADIR000448	CQUJHB016400
OG0004542	ADIR005698	CQUJHB016354
OG0004543	ADIR003017	CQUJHB003329
OG0004544	ADIR003222	CQUJHB010859
OG0004545	ADIR010077	CQUJHB001995
OG0004546	ADIR003315	CQUJHB005276
OG0004547	ADIR010075	CQUJHB007106
OG0004548	ADIR010076	CQUJHB009596
OG0004549	ADIR003232	CQUJHB017779
OG0004550	ADIR010070	CQUJHB013465
OG0004551	ADIR003018	CQUJHB001054
OG0004552	ADIR003326	CQUJHB012063
OG0004553	ADIR005483	CQUJHB011744
OG0004554	ADIR006598	CQUJHB015604
OG0004555	ADIR006603	CQUJHB011778
OG0004556	ADIR000374	CQUJHB001112
OG0004557	ADIR001365	CQUJHB017791
OG0004558	ADIR000375	CQUJHB015967
OG0004559	ADIR001364	CQUJHB004359
OG0004560	ADIR001767	CQUJHB000621
OG0004561	ADIR008627	CQUJHB015958
OG0004562	ADIR001759	CQUJHB001811
OG0004563	ADIR001775	CQUJHB000948
OG0004564	ADIR001770	CQUJHB008513
OG0004565	ADIR001774	CQUJHB000124
OG0004566	ADIR001760	CQUJHB018358
OG0004567	ADIR001772	CQUJHB014930
OG0004568	ADIR001765	CQUJHB006177
OG0004569	ADIR001682	CQUJHB013416
OG0004570	ADIR006444	CQUJHB005665
OG0004571	ADIR003170	CQUJHB004188
OG0004572	ADIR006447	CQUJHB014006
OG0004573	ADIR003172	CQUJHB002120
OG0004574	ADIR005944	CQUJHB011692
OG0004575	ADIR010569	CQUJHB005119
OG0004576	ADIR006446	CQUJHB001294
OG0004577	ADIR003173	CQUJHB009237
OG0004578	ADIR006445	CQUJHB000453
OG0004579	ADIR006071	CQUJHB009621
OG0004580	ADIR006078	CQUJHB007464
OG0004581	ADIR006079	CQUJHB006749
OG0004582	ADIR006074	CQUJHB013724
OG0004583	ADIR006072	CQUJHB003111
OG0004584	ADIR006077	CQUJHB017554
OG0004585	ADIR006068	CQUJHB000470
OG0004586	ADIR004843	CQUJHB011539
OG0004587	ADIR006821	CQUJHB011944
OG0004588	ADIR006822	CQUJHB002140
OG0004589	ADIR006826	CQUJHB017258
OG0004590	ADIR006825	CQUJHB013443
OG0004591	ADIR004844	CQUJHB015123
OG0004592	ADIR004845	CQUJHB010517
OG0004593	ADIR006823	CQUJHB003560
OG0004594	ADIR006277	CQUJHB009091
OG0004595	ADIR002850	CQUJHB017834
OG0004596	ADIR002853	CQUJHB016370
OG0004597	ADIR002855	CQUJHB008493
OG0004598	ADIR002849	CQUJHB009320
OG0004599	ADIR002858	CQUJHB004848
OG0004600	ADIR002860	CQUJHB010695
OG0004601	ADIR002410	CQUJHB008276
OG0004602	ADIR002852	CQUJHB010400
OG0004603	ADIR002857	CQUJHB009808
OG0004604	ADIR002847	CQUJHB004371
OG0004605	ADIR007607	CQUJHB006203
OG0004606	ADIR007623	CQUJHB006214
OG0004607	ADIR007616	CQUJHB000897
OG0004608	ADIR002618	CQUJHB010211
OG0004609	ADIR010641	CQUJHB014417
OG0004610	ADIR002971	CQUJHB001272
OG0004611	ADIR008296	CQUJHB000172
OG0004612	ADIR003707	CQUJHB010068
OG0004613	ADIR011593	CQUJHB017820
OG0004614	ADIR000319	CQUJHB000739
OG0004615	ADIR005748	CQUJHB006701
OG0004616	ADIR011594	CQUJHB015250
OG0004617	ADIR005751	CQUJHB009326
OG0004618	ADIR007467	CQUJHB001392
OG0004619	ADIR001574	CQUJHB002255
OG0004620	ADIR002844	CQUJHB000431
OG0004621	ADIR003110	CQUJHB015314
OG0004622	ADIR002846	CQUJHB003286
OG0004623	ADIR000655	CQUJHB006834
OG0004624	ADIR004681	CQUJHB013105
OG0004625	ADIR004680	CQUJHB012996
OG0004626	ADIR004687	CQUJHB002041
OG0004627	ADIR010863	CQUJHB018169
OG0004628	ADIR000654	CQUJHB011430
OG0004629	ADIR004684	CQUJHB017405
OG0004630	ADIR010858	CQUJHB002995
OG0004631	ADIR004688	CQUJHB004116
OG0004632	ADIR010930	CQUJHB011241
OG0004633	ADIR010859	CQUJHB017229
OG0004634	ADIR011104	CQUJHB007715
OG0004635	ADIR011096	CQUJHB008848
OG0004636	ADIR011103	CQUJHB008844
OG0004637	ADIR005177	CQUJHB017044
OG0004638	ADIR004765	CQUJHB005609
OG0004639	ADIR009279	CQUJHB012150
OG0004640	ADIR004899	CQUJHB003099
OG0004641	ADIR011106	CQUJHB018453
OG0004642	ADIR008853	CQUJHB004912
OG0004643	ADIR001904	CQUJHB000873
OG0004644	ADIR000363	CQUJHB002912
OG0004645	ADIR005767	CQUJHB009604
OG0004646	ADIR006862	CQUJHB007021
OG0004647	ADIR003697	CQUJHB009855
OG0004648	ADIR014587	CQUJHB015708
OG0004649	ADIR006864	CQUJHB014456
OG0004650	ADIR003698	CQUJHB015424
OG0004651	ADIR003600	CQUJHB000051
OG0004652	ADIR003598	CQUJHB015277
OG0004653	ADIR008563	CQUJHB001424
OG0004654	ADIR008562	CQUJHB012938
OG0004655	ADIR006860	CQUJHB005544
OG0004656	ADIR007381	CQUJHB015397
OG0004658	ADIR003033	CQUJHB007802
OG0004659	ADIR004426	CQUJHB002599
OG0004660	ADIR004429	CQUJHB002734
OG0004661	ADIR003279	CQUJHB001899
OG0004662	ADIR004274	CQUJHB001394
OG0004663	ADIR004279	CQUJHB001628
OG0004664	ADIR004278	CQUJHB015365
OG0004665	ADIR006925	CQUJHB016404
OG0004666	ADIR006924	CQUJHB002032, CQUJHB005017
OG0004667	ADIR004283	CQUJHB006724
OG0004668	ADIR006923	CQUJHB009187
OG0004669	ADIR009324	CQUJHB015753
OG0004670	ADIR004020	CQUJHB014523
OG0004671	ADIR009330	CQUJHB017000
OG0004672	ADIR005686	CQUJHB006198
OG0004674	ADIR009405	CQUJHB016265
OG0004675	ADIR010849	CQUJHB000375
OG0004676	ADIR010904	CQUJHB018258
OG0004677	ADIR010847	CQUJHB003674
OG0004678	ADIR006335	CQUJHB015808
OG0004679	ADIR009404	CQUJHB000881
OG0004680	ADIR009427	CQUJHB012846
OG0004681	ADIR010848	CQUJHB000886
OG0004682	ADIR006332	CQUJHB001685
OG0004683	ADIR010851	CQUJHB004168
OG0004684	ADIR010903	CQUJHB007271
OG0004685	ADIR010843	CQUJHB010900
OG0004686	ADIR005003	CQUJHB015193
OG0004687	ADIR009358	CQUJHB011076
OG0004688	ADIR006148	CQUJHB005196
OG0004689	ADIR005983	CQUJHB003636
OG0004690	ADIR011160	CQUJHB009930
OG0004691	ADIR011328	CQUJHB015597
OG0004692	ADIR000589	CQUJHB016431
OG0004693	ADIR011159	CQUJHB004068
OG0004694	ADIR005928	CQUJHB018287
OG0004695	ADIR000590	CQUJHB018101
OG0004696	ADIR005985	CQUJHB015540
OG0004697	ADIR009769	CQUJHB008292
OG0004698	ADIR006146	CQUJHB010795
OG0004699	ADIR006150, ADIR011454	CQUJHB016831
OG0004701	ADIR009086	CQUJHB015934
OG0004702	ADIR009092	CQUJHB006429
OG0004703	ADIR002984	CQUJHB000209
OG0004704	ADIR009093	CQUJHB010085
OG0004705	ADIR004504	CQUJHB012716
OG0004706	ADIR009099	CQUJHB010810
OG0004707	ADIR004505	CQUJHB012478
OG0004708	ADIR009098	CQUJHB008964
OG0004709	ADIR006422	CQUJHB015650
OG0004710	ADIR006421	CQUJHB007845
OG0004711	ADIR003756	CQUJHB018301
OG0004712	ADIR003652	CQUJHB005538
OG0004713	ADIR009762	CQUJHB002394
OG0004714	ADIR005769	CQUJHB010173
OG0004715	ADIR002130	CQUJHB015710
OG0004716	ADIR009765	CQUJHB011811
OG0004717	ADIR009760	CQUJHB000214
OG0004718	ADIR009764	CQUJHB016641
OG0004719	ADIR003757	CQUJHB011638
OG0004720	ADIR006705	CQUJHB013412
OG0004721	ADIR006702	CQUJHB013248
OG0004722	ADIR004945	CQUJHB006685
OG0004723	ADIR007130	CQUJHB004287
OG0004724	ADIR007134	CQUJHB004507
OG0004725	ADIR007765	CQUJHB002083
OG0004726	ADIR007135	CQUJHB016638
OG0004727	ADIR007773	CQUJHB017098
OG0004728	ADIR007768	CQUJHB009016
OG0004729	ADIR007772	CQUJHB004160
OG0004730	ADIR007775	CQUJHB001037
OG0004731	ADIR007780	CQUJHB008158
OG0004732	ADIR007142	CQUJHB004161
OG0004733	ADIR007145	CQUJHB018261
OG0004734	ADIR007132	CQUJHB006774
OG0004735	ADIR015673	CQUJHB015270
OG0004736	ADIR006542	CQUJHB015861
OG0004737	ADIR015895	CQUJHB008818
OG0004738	ADIR008376	CQUJHB006158
OG0004739	ADIR006544	CQUJHB013963
OG0004740	ADIR006537	CQUJHB012479
OG0004741	ADIR006543	CQUJHB018299
OG0004742	ADIR015894	CQUJHB014240
OG0004743	ADIR015896	CQUJHB017280
OG0004744	ADIR005352	CQUJHB016706
OG0004745	ADIR005198	CQUJHB000035
OG0004746	ADIR008752	CQUJHB003006
OG0004747	ADIR001010	CQUJHB008333
OG0004748	ADIR008747	CQUJHB002502
OG0004749	ADIR001279	CQUJHB007178
OG0004750	ADIR005332	CQUJHB013185
OG0004751	ADIR009290	CQUJHB015208
OG0004752	ADIR000202	CQUJHB012536
OG0004753	ADIR009177	CQUJHB006184
OG0004754	ADIR001872	CQUJHB014142
OG0004755	ADIR000400	CQUJHB012301
OG0004756	ADIR009433	CQUJHB018239
OG0004757	ADIR006986	CQUJHB017618
OG0004758	ADIR006987	CQUJHB006607
OG0004759	ADIR006992	CQUJHB002362
OG0004760	ADIR006994	CQUJHB017645
OG0004761	ADIR009428	CQUJHB000926
OG0004762	ADIR006795	CQUJHB015594
OG0004763	ADIR009434	CQUJHB002451
OG0004764	ADIR008531	CQUJHB008209
OG0004765	ADIR010718	CQUJHB008953
OG0004766	ADIR004996	CQUJHB008663
OG0004767	ADIR010715	CQUJHB010259
OG0004768	ADIR008527	CQUJHB000232
OG0004769	ADIR011492	CQUJHB009259
OG0004770	ADIR006462	CQUJHB002675
OG0004771	ADIR011497	CQUJHB000008
OG0004772	ADIR011500	CQUJHB009247
OG0004773	ADIR011490	CQUJHB013052
OG0004774	ADIR005385	CQUJHB016615
OG0004775	ADIR003388	CQUJHB008002
OG0004776	ADIR008403	CQUJHB002604
OG0004777	ADIR005389	CQUJHB002639
OG0004778	ADIR002914	CQUJHB016082
OG0004779	ADIR008896	CQUJHB010043
OG0004780	ADIR005426	CQUJHB001660
OG0004781	ADIR002912	CQUJHB004625
OG0004782	ADIR005383	CQUJHB018098
OG0004783	ADIR001324	CQUJHB009026
OG0004784	ADIR000486	CQUJHB013072
OG0004785	ADIR001222	CQUJHB007483
OG0004786	ADIR001224	CQUJHB011940
OG0004787	ADIR004836	CQUJHB003771
OG0004788	ADIR000760	CQUJHB001837
OG0004789	ADIR004013	CQUJHB003543
OG0004790	ADIR004016	CQUJHB015359
OG0004791	ADIR004833	CQUJHB009752
OG0004792	ADIR004834	CQUJHB006529
OG0004793	ADIR004012	CQUJHB011530
OG0004794	ADIR004837	CQUJHB016528
OG0004795	ADIR000011	CQUJHB013287
OG0004796	ADIR000009	CQUJHB001606
OG0004797	ADIR002159	CQUJHB004530
OG0004798	ADIR000010	CQUJHB017613
OG0004799	ADIR011546	CQUJHB004737
OG0004800	ADIR009476	CQUJHB007903
OG0004801	ADIR002160	CQUJHB012660
OG0004802	ADIR002155	CQUJHB002709
OG0004803	ADIR002154	CQUJHB001754
OG0004804	ADIR010107	CQUJHB014987
OG0004805	ADIR016107	CQUJHB007518
OG0004806	ADIR009671	CQUJHB017978
OG0004807	ADIR008997	CQUJHB018215
OG0004808	ADIR009000	CQUJHB010630
OG0004809	ADIR009027	CQUJHB011759
OG0004810	ADIR005209	CQUJHB006725
OG0004811	ADIR001296	CQUJHB015927
OG0004812	ADIR001211	CQUJHB001901
OG0004813	ADIR001214	CQUJHB007259
OG0004814	ADIR011291	CQUJHB016701
OG0004815	ADIR006529	CQUJHB018282
OG0004816	ADIR009565	CQUJHB007782
OG0004817	ADIR003072	CQUJHB002539
OG0004818	ADIR009564	CQUJHB001843
OG0004819	ADIR009572	CQUJHB011389
OG0004820	ADIR009566	CQUJHB005003
OG0004821	ADIR000430	CQUJHB008168
OG0004822	ADIR009986	CQUJHB011353
OG0004823	ADIR008957	CQUJHB005218
OG0004824	ADIR009988, ADIR009984	CQUJHB006419
OG0004825	ADIR009979	CQUJHB011134
OG0004826	ADIR010022	CQUJHB007142
OG0004827	ADIR010023	CQUJHB015329
OG0004828	ADIR001097	CQUJHB014421
OG0004829	ADIR002861	CQUJHB003105
OG0004830	ADIR003208	CQUJHB010819
OG0004831	ADIR009264	CQUJHB010890
OG0004832	ADIR011185	CQUJHB006743
OG0004833	ADIR000575	CQUJHB004676
OG0004834	ADIR011183	CQUJHB012991
OG0004835	ADIR000578	CQUJHB003457
OG0004836	ADIR000576	CQUJHB007085
OG0004837	ADIR000579	CQUJHB017012
OG0004838	ADIR011188	CQUJHB001423
OG0004839	ADIR011184	CQUJHB006390
OG0004840	ADIR004265	CQUJHB000388
OG0004841	ADIR010294	CQUJHB005887
OG0004842	ADIR010299	CQUJHB006404
OG0004843	ADIR010295	CQUJHB004832
OG0004844	ADIR011296	CQUJHB000004
OG0004845	ADIR011284	CQUJHB009332
OG0004846	ADIR010296	CQUJHB013303
OG0004847	ADIR010298	CQUJHB016315
OG0004848	ADIR010297	CQUJHB006451
OG0004849	ADIR003473	CQUJHB007577
OG0004850	ADIR003106	CQUJHB017461
OG0004851	ADIR001778	CQUJHB016827
OG0004852	ADIR001082	CQUJHB015312
OG0004853	ADIR010919	CQUJHB006379
OG0004854	ADIR010915	CQUJHB009910
OG0004855	ADIR010920	CQUJHB013455
OG0004856	ADIR010918	CQUJHB016451
OG0004857	ADIR010921	CQUJHB006313
OG0004858	ADIR009691	CQUJHB008604
OG0004859	ADIR005111	CQUJHB012778
OG0004860	ADIR010923	CQUJHB014037
OG0004861	ADIR010917	CQUJHB008852
OG0004862	ADIR010908	CQUJHB013647
OG0004863	ADIR010913	CQUJHB018184
OG0004864	ADIR010300	CQUJHB000458
OG0004865	ADIR010305	CQUJHB005727
OG0004866	ADIR010302	CQUJHB017442
OG0004867	ADIR010301	CQUJHB007104
OG0004868	ADIR004585	CQUJHB012167
OG0004869	ADIR001106	CQUJHB007536
OG0004870	ADIR006653	CQUJHB010940
OG0004871	ADIR006592	CQUJHB017666
OG0004872	ADIR006594	CQUJHB016891
OG0004873	ADIR003444	CQUJHB004615
OG0004874	ADIR006652	CQUJHB008125
OG0004875	ADIR003443	CQUJHB006723
OG0004876	ADIR016081	CQUJHB005629
OG0004877	ADIR003959	CQUJHB005482
OG0004878	ADIR005206	CQUJHB007706
OG0004879	ADIR008814	CQUJHB004210
