Orthogroup	AdirusWRAIR2	AgambiaePEST
OG0005205	ADIR000624	AGAP009302
OG0005206	ADIR000621	AGAP009295
OG0005207	ADIR011468	AGAP009603
OG0005208	ADIR011465	AGAP009607
OG0005209	ADIR000622	AGAP009296
OG0005210	ADIR000625	AGAP009303
OG0005211	ADIR000188	AGAP011549
OG0005212	ADIR000440	AGAP012273
OG0005213	ADIR000442	AGAP012275
OG0005214	ADIR001822	AGAP028528
OG0005215	ADIR000441	AGAP012274
OG0005216	ADIR000438	AGAP012271
OG0005217	ADIR000189	AGAP011548
OG0005218	ADIR000439	AGAP012272
OG0005219	ADIR001821	AGAP011670
OG0005220	ADIR011700	AGAP000002
OG0005221	ADIR005150	AGAP029238
OG0005222	ADIR005151	AGAP009807
OG0005223	ADIR003109	AGAP003016
OG0005224	ADIR003108	AGAP003018
OG0005226	ADIR003111	AGAP003014
OG0005227	ADIR004495	AGAP001485
OG0005228	ADIR003112	AGAP003013
OG0005229	ADIR004476	AGAP001472
OG0005230	ADIR003113	AGAP003012
OG0005231	ADIR009857	AGAP001497
OG0005232	ADIR008361	AGAP004439
OG0005233	ADIR004502	AGAP001492
OG0005234	ADIR004473	AGAP001475
OG0005235	ADIR008611	AGAP012444
OG0005236	ADIR001586	AGAP005020
OG0005237	ADIR001589	AGAP005017
OG0005238	ADIR001588	AGAP005018
OG0005239	ADIR010902	AGAP008576
OG0005240	ADIR011393	AGAP008975
OG0005241	ADIR011395	AGAP008974
OG0005242	ADIR004721	AGAP009051
OG0005243	ADIR004540	AGAP002409
OG0005245	ADIR001669	AGAP004929
OG0005246	ADIR004095	AGAP010281
OG0005247	ADIR003233	AGAP003989
OG0005248	ADIR004094	AGAP010280
OG0005249	ADIR008619	AGAP005029
OG0005250	ADIR008447	AGAP002463
OG0005251	ADIR000499	AGAP012339
OG0005252	ADIR009526	AGAP012225
OG0005253	ADIR009524	AGAP029560
OG0005254	ADIR009527	AGAP012226
OG0005255	ADIR007805	AGAP005809
OG0005256	ADIR007476	AGAP005979
OG0005257	ADIR003837	AGAP005152
OG0005258	ADIR003840	AGAP005148
OG0005259	ADIR000735	AGAP007806
OG0005260	ADIR004909	AGAP008761
OG0005261	ADIR000734	AGAP007807
OG0005262	ADIR000736	AGAP007805
OG0005263	ADIR000733	AGAP028215
OG0005264	ADIR004907	AGAP008763
OG0005265	ADIR007227	AGAP007482
OG0005266	ADIR008139	AGAP006050
OG0005267	ADIR005464	AGAP004409
OG0005268	ADIR004562	AGAP002393
OG0005269	ADIR010185	AGAP002664
OG0005270	ADIR002412	AGAP002052
OG0005271	ADIR008512	AGAP001759
OG0005272	ADIR002411	AGAP002053
OG0005273	ADIR015669	AGAP004399
OG0005274	ADIR015672	AGAP005011
OG0005275	ADIR010630	AGAP003507
OG0005276	ADIR008858	AGAP005892
OG0005277	ADIR010241	AGAP002616
OG0005278	ADIR008067	AGAP007096
OG0005279	ADIR008856	AGAP005894
OG0005280	ADIR010695	AGAP003834
OG0005281	ADIR010697	AGAP003831
OG0005282	ADIR004489	AGAP001328
OG0005283	ADIR000685	AGAP008904
OG0005284	ADIR007215	AGAP007499
OG0005285	ADIR000686	AGAP008903
OG0005286	ADIR000680	AGAP008909
OG0005287	ADIR005121	AGAP009782
OG0005288	ADIR005122	AGAP009783
OG0005289	ADIR005124	AGAP009785
OG0005290	ADIR009417	AGAP009980
OG0005291	ADIR004894	AGAP008775
OG0005292	ADIR009418	AGAP009979
OG0005293	ADIR009420	AGAP028649
OG0005294	ADIR009419	AGAP009978
OG0005295	ADIR011029	AGAP013747
OG0005296	ADIR004714	AGAP009044
OG0005297	ADIR004716	AGAP009046
OG0005298	ADIR006679	AGAP002316
OG0005299	ADIR015730	AGAP029477
OG0005300	ADIR016105	AGAP006747
OG0005301	ADIR016178	AGAP006761
OG0005302	ADIR003331	AGAP003124
OG0005303	ADIR003333	AGAP003126, AGAP012812
OG0005304	ADIR002501	AGAP001783
OG0005305	ADIR010173	AGAP002677
OG0005306	ADIR003274	AGAP003062
OG0005307	ADIR010171	AGAP029115
OG0005308	ADIR010172	AGAP002678
OG0005309	ADIR000855	AGAP000708
OG0005310	ADIR001069	AGAP000239
OG0005313	ADIR003963	AGAP000869
OG0005314	ADIR001023	AGAP000891
OG0005315	ADIR001011	AGAP000841
OG0005316	ADIR004961	AGAP009028
OG0005317	ADIR009530	AGAP012229
OG0005318	ADIR009532	AGAP012231
OG0005319	ADIR009365	AGAP010031
OG0005320	ADIR009367	AGAP010029
OG0005321	ADIR009362	AGAP010035
OG0005322	ADIR009337	AGAP010043, AGAP012628
OG0005323	ADIR006016	AGAP009512
OG0005325	ADIR006017	AGAP009511
OG0005326	ADIR006019	AGAP009510
OG0005327	ADIR005667	AGAP010477
OG0005328	ADIR000047	AGAP012138
OG0005329	ADIR005670	AGAP010474
OG0005330	ADIR005668	AGAP010476
OG0005331	ADIR000045	AGAP012140
OG0005332	ADIR005669	AGAP010475
OG0005333	ADIR011624	AGAP010392
OG0005334	ADIR005221	AGAP006323
OG0005335	ADIR005220	AGAP006324
OG0005336	ADIR008723	AGAP005544
OG0005337	ADIR004652	AGAP006321
OG0005338	ADIR005217	AGAP000942
OG0005339	ADIR011718	AGAP010304
OG0005340	ADIR015670	AGAP005246
OG0005341	ADIR004352	AGAP005250
OG0005342	ADIR004354	AGAP005252
OG0005343	ADIR008640	AGAP005046
OG0005344	ADIR004350	AGAP005248
OG0005345	ADIR004349	AGAP005247
OG0005346	ADIR003403	AGAP003879
OG0005347	ADIR006509	AGAP003184
OG0005348	ADIR005420	AGAP004359
OG0005349	ADIR006663	AGAP002301
OG0005350	ADIR004526	AGAP002422
OG0005351	ADIR007884	AGAP007065
OG0005352	ADIR004528	AGAP002420
OG0005353	ADIR002557	AGAP003743
OG0005354	ADIR009002	AGAP002167
OG0005355	ADIR009728	AGAP008857
OG0005356	ADIR009363	AGAP010034
OG0005357	ADIR009727	AGAP008858
OG0005358	ADIR009064	AGAP012453
OG0005359	ADIR005929	AGAP007896
OG0005360	ADIR005925	AGAP007901
OG0005361	ADIR005917	AGAP007911
OG0005362	ADIR011320	AGAP008164
OG0005363	ADIR000597	AGAP008269
OG0005364	ADIR005927	AGAP013719
OG0005365	ADIR000592	AGAP013727
OG0005366	ADIR000594	AGAP008267
OG0005367	ADIR000591	AGAP008266
OG0005368	ADIR002186	AGAP011799
OG0005369	ADIR000005	AGAP012189
OG0005370	ADIR000468	AGAP012306
OG0005371	ADIR000007	AGAP012184
OG0005372	ADIR000471	AGAP012309
OG0005373	ADIR005950	AGAP009546
OG0005374	ADIR004123	AGAP000476
OG0005375	ADIR005965	AGAP007866
OG0005376	ADIR010006	AGAP001224
OG0005377	ADIR005968	AGAP007863
OG0005378	ADIR011686	AGAP000562
OG0005379	ADIR001868	AGAP010841
OG0005380	ADIR005258	AGAP010874
OG0005381	ADIR001909	AGAP011962
OG0005382	ADIR005259	AGAP010932
OG0005383	ADIR015889	AGAP009202
OG0005384	ADIR006289	AGAP009204
OG0005385	ADIR015883, ADIR016101	AGAP009190
OG0005386	ADIR011202	AGAP009279
OG0005387	ADIR015917	AGAP007376
OG0005388	ADIR007315	AGAP007359
OG0005389	ADIR007294	AGAP007378
OG0005390	ADIR007316	AGAP007358
OG0005391	ADIR007317	AGAP007357
OG0005392	ADIR004604	AGAP000912
OG0005393	ADIR001513	AGAP000190
OG0005394	ADIR001114	AGAP000173
OG0005395	ADIR005316	AGAP002009
OG0005396	ADIR010561	AGAP001342
OG0005397	ADIR010563	AGAP001338
OG0005398	ADIR002651	AGAP002917
OG0005399	ADIR002653	AGAP002916
OG0005400	ADIR004478	AGAP001469
OG0005401	ADIR002824	AGAP003222
OG0005402	ADIR009013	AGAP002157
OG0005403	ADIR010325	AGAP002539
OG0005404	ADIR009919	AGAP002739
OG0005405	ADIR003928	AGAP000283
OG0005406	ADIR002475	AGAP013112
OG0005407	ADIR011643	AGAP029441
OG0005408	ADIR009866	AGAP001507
OG0005409	ADIR009870	AGAP001513
OG0005410	ADIR006393	AGAP002437
OG0005411	ADIR009869	AGAP001512
OG0005412	ADIR010067	AGAP001157
OG0005413	ADIR009865	AGAP001506
OG0005414	ADIR009864	AGAP001504
OG0005415	ADIR006392	AGAP002436
OG0005416	ADIR009863	AGAP001503
OG0005417	ADIR003256, ADIR003255	AGAP003966
OG0005418	ADIR003248	AGAP003972
OG0005419	ADIR004579	AGAP002277
OG0005420	ADIR003253	AGAP003968
OG0005421	ADIR003252	AGAP029442
OG0005422	ADIR004577	AGAP002278
OG0005423	ADIR003250	AGAP003970
OG0005424	ADIR003246	AGAP003975
OG0005425	ADIR002697	AGAP001856
OG0005426	ADIR002076	AGAP010870
OG0005428	ADIR003051	AGAP001900
OG0005429	ADIR015502	AGAP001903
OG0005430	ADIR003040	AGAP001884
OG0005431	ADIR003036	AGAP013102
OG0005432	ADIR003054	AGAP001905
OG0005433	ADIR003049	AGAP001898
OG0005434	ADIR003053	AGAP001902
OG0005435	ADIR003042	AGAP001888
OG0005436	ADIR003038	AGAP001882
OG0005437	ADIR003058	AGAP001909
OG0005438	ADIR009414	AGAP009983
OG0005439	ADIR000288	AGAP011506
OG0005440	ADIR008231	AGAP007259
OG0005441	ADIR008232	AGAP007258
OG0005442	ADIR010623	AGAP013238
OG0005443	ADIR008351	AGAP004448
OG0005444	ADIR015979	AGAP002527
OG0005445	ADIR010333	AGAP002530
OG0005446	ADIR010339	AGAP002523
OG0005447	ADIR003075	AGAP001932
OG0005448	ADIR003073	AGAP001929
OG0005449	ADIR010337	AGAP002525
OG0005450	ADIR010336	AGAP002526
OG0005451	ADIR010338	AGAP002524
OG0005452	ADIR015980	AGAP002528
OG0005453	ADIR014899	AGAP002532
OG0005454	ADIR010332	AGAP002531
OG0005455	ADIR004100	AGAP010289
OG0005456	ADIR009160	AGAP004761
OG0005458	ADIR000027	AGAP012164
OG0005459	ADIR004029	AGAP010217
OG0005460	ADIR006774	AGAP008869
OG0005461	ADIR006777	AGAP008871
OG0005462	ADIR004027	AGAP010215
OG0005463	ADIR006778	AGAP008872
OG0005464	ADIR006607	AGAP004039
OG0005465	ADIR015697	AGAP006028
OG0005466	ADIR008023	AGAP007136
OG0005467	ADIR010574	AGAP003135
OG0005468	ADIR010575	AGAP003136
OG0005469	ADIR008259	AGAP003373
OG0005470	ADIR010581	AGAP003140
OG0005471	ADIR010579	AGAP003138
OG0005472	ADIR010570	AGAP003131
OG0005473	ADIR000030	AGAP012160
OG0005474	ADIR000036	AGAP012148
OG0005475	ADIR000032	AGAP028631
OG0005476	ADIR000028	AGAP012163
OG0005477	ADIR000039	AGAP012144
OG0005478	ADIR000041	AGAP012143
OG0005479	ADIR000038	AGAP012146
OG0005480	ADIR000035	AGAP012152
OG0005482	ADIR001467	AGAP000810
OG0005483	ADIR011751	AGAP000805
OG0005484	ADIR001315	AGAP000808
OG0005485	ADIR006671	AGAP002308
OG0005486	ADIR001498	AGAP000832
OG0005487	ADIR004038	AGAP010224, AGAP012756
OG0005488	ADIR004678	AGAP008697
OG0005490	ADIR007015	AGAP007575
OG0005491	ADIR007018	AGAP007578
OG0005492	ADIR007019	AGAP007579
OG0005493	ADIR015903	AGAP007580
OG0005494	ADIR007014	AGAP007574
OG0005495	ADIR006227	AGAP009134
OG0005496	ADIR006223	AGAP009130
OG0005497	ADIR006219	AGAP009126
OG0005498	ADIR006224	AGAP009131
OG0005499	ADIR006222	AGAP009129
OG0005500	ADIR006228	AGAP009135
OG0005501	ADIR006220	AGAP009127
OG0005502	ADIR006226	AGAP009133
OG0005503	ADIR000840	AGAP000615
OG0005505	ADIR006394	AGAP002438
OG0005506	ADIR003921	AGAP000814
OG0005507	ADIR011688	AGAP000561
OG0005508	ADIR006397	AGAP002440
OG0005509	ADIR006396	AGAP002439
OG0005510	ADIR001565	AGAP005193
OG0005511	ADIR010719	AGAP003361
OG0005512	ADIR011518	AGAP004830
OG0005513	ADIR001980	AGAP011885
OG0005514	ADIR001982	AGAP011883
OG0005515	ADIR000328	AGAP011545
OG0005516	ADIR000489	AGAP012330
OG0005517	ADIR015995	AGAP008379
OG0005518	ADIR011124	AGAP008362
OG0005519	ADIR011132	AGAP008375
OG0005520	ADIR011133	AGAP008376
OG0005521	ADIR011134	AGAP008377
OG0005522	ADIR011131	AGAP008374
OG0005523	ADIR015987	AGAP008364
OG0005524	ADIR011250	AGAP008089
OG0005525	ADIR011130	AGAP028115
OG0005526	ADIR005406	AGAP004340
OG0005527	ADIR005409	AGAP004344
OG0005528	ADIR006064	AGAP009458
OG0005529	ADIR006065	AGAP009457
OG0005530	ADIR006060	AGAP009463
OG0005531	ADIR007892	AGAP005773
OG0005532	ADIR008062	AGAP007102
OG0005533	ADIR008659	AGAP005063
OG0005534	ADIR016080	AGAP007100
OG0005535	ADIR010541	AGAP001959
OG0005536	ADIR010543	AGAP001450
OG0005537	ADIR010551	AGAP001445
OG0005538	ADIR010546	AGAP001447
OG0005539	ADIR010545	AGAP001448
OG0005540	ADIR001089	AGAP000784
OG0005541	ADIR007792	AGAP005824
OG0005542	ADIR007791	AGAP005825
OG0005543	ADIR007789	AGAP005828
OG0005544	ADIR007793	AGAP005823
OG0005545	ADIR004917	AGAP008753
OG0005546	ADIR005116	AGAP009777
OG0005547	ADIR003205	AGAP003636
OG0005548	ADIR003206	AGAP003638
OG0005549	ADIR003202	AGAP003632
OG0005550	ADIR003214	AGAP004012
OG0005551	ADIR002260	AGAP012084
OG0005552	ADIR010153	AGAP002702
OG0005553	ADIR001894	AGAP010716
OG0005554	ADIR009505	AGAP010703
OG0005555	ADIR000268	AGAP011488
OG0005556	ADIR001895	AGAP010717
OG0005557	ADIR009504	AGAP010702
OG0005558	ADIR001893	AGAP010715
OG0005559	ADIR001890	AGAP010711
OG0005560	ADIR009652	AGAP012044
OG0005561	ADIR000213	AGAP011462
OG0005562	ADIR009445	AGAP012487
OG0005563	ADIR009449	AGAP012460
OG0005564	ADIR009447	AGAP012707
OG0005566	ADIR009444	AGAP012466
OG0005567	ADIR009446	AGAP012462
OG0005568	ADIR001619	AGAP004990
OG0005569	ADIR001618	AGAP004991
OG0005570	ADIR001620	AGAP004989
OG0005571	ADIR001617	AGAP004992
OG0005572	ADIR006466	AGAP003620
OG0005573	ADIR010602	AGAP004470
OG0005574	ADIR010593	AGAP003153
OG0005575	ADIR006526	AGAP003820
OG0005576	ADIR010595	AGAP004480
OG0005577	ADIR010594	AGAP004481
OG0005578	ADIR010601	AGAP004471
OG0005579	ADIR010596	AGAP004477
OG0005580	ADIR006527	AGAP003819
OG0005581	ADIR005481	AGAP004430
OG0005582	ADIR005802	AGAP002139
OG0005583	ADIR014781	AGAP002161
OG0005584	ADIR002425	AGAP002040
OG0005585	ADIR008388	AGAP003287
OG0005586	ADIR010976	AGAP007955
OG0005588	ADIR004823	AGAP009637
OG0005589	ADIR010983	AGAP007963
OG0005590	ADIR006857	AGAP008678
OG0005591	ADIR005040	AGAP008991
OG0005592	ADIR010977	AGAP007957
OG0005593	ADIR010975	AGAP007954
OG0005594	ADIR007506	AGAP005949
OG0005595	ADIR007507	AGAP005948
OG0005596	ADIR007648	AGAP006469
OG0005597	ADIR009174	AGAP004778
OG0005598	ADIR009170	AGAP004777
OG0005599	ADIR011544	AGAP011271
OG0005600	ADIR007801	AGAP005814
OG0005601	ADIR009780	AGAP000938
OG0005602	ADIR015688	AGAP007585
OG0005603	ADIR009963	AGAP001278
OG0005604	ADIR009960	AGAP029806
OG0005605	ADIR011645	AGAP000924
OG0005606	ADIR002389	AGAP001568
OG0005607	ADIR001132	AGAP000326
OG0005608	ADIR014488	AGAP001093
OG0005609	ADIR001413	AGAP000433
OG0005610	ADIR004310	AGAP006838
OG0005611	ADIR008909	AGAP003655
OG0005612	ADIR008907	AGAP003652
OG0005613	ADIR008842	AGAP005903
OG0005614	ADIR003900	AGAP005915
OG0005615	ADIR003901	AGAP005914
OG0005616	ADIR006454	AGAP003035
OG0005617	ADIR010166	AGAP001306
OG0005618	ADIR010167	AGAP001307
OG0005619	ADIR009938	AGAP001308
OG0005620	ADIR007835	AGAP007018
OG0005621	ADIR007836	AGAP007019
OG0005622	ADIR007837	AGAP007020
OG0005623	ADIR007839	AGAP007021
OG0005624	ADIR016043	AGAP008191
OG0005625	ADIR007032, ADIR001179	AGAP009078
OG0005626	ADIR006806	AGAP008895
OG0005627	ADIR011470	AGAP009601
OG0005628	ADIR006804	AGAP028170
OG0005629	ADIR006807	AGAP008896
OG0005630	ADIR001699	AGAP005291
OG0005631	ADIR001700	AGAP005292
OG0005632	ADIR008213	AGAP007294
OG0005633	ADIR007796	AGAP005818
OG0005634	ADIR008210	AGAP007297
OG0005635	ADIR008208	AGAP007299
OG0005636	ADIR008212	AGAP007295
OG0005637	ADIR008209	AGAP007298
OG0005638	ADIR007795	AGAP005820
OG0005639	ADIR007278	AGAP007396
OG0005640	ADIR008211	AGAP012847, AGAP007296
OG0005641	ADIR001198	AGAP002220
OG0005642	ADIR003409	AGAP003873
OG0005643	ADIR003408	AGAP003874
OG0005644	ADIR003411	AGAP002939
OG0005645	ADIR003415	AGAP002935
OG0005646	ADIR003416	AGAP001762
OG0005647	ADIR006610	AGAP004048
OG0005648	ADIR016073	AGAP008208
OG0005649	ADIR014954	AGAP008313
OG0005650	ADIR006266	AGAP009172
OG0005651	ADIR004766	AGAP012635, AGAP009924
OG0005652	ADIR000894	AGAP004208
OG0005653	ADIR001537	AGAP001675
OG0005654	ADIR003964	AGAP000870
OG0005655	ADIR002891	AGAP003725
OG0005656	ADIR002890	AGAP003726
OG0005657	ADIR003515	AGAP002800
OG0005658	ADIR007173	AGAP005589
OG0005659	ADIR007174	AGAP005588
OG0005660	ADIR007171	AGAP005595
OG0005661	ADIR007111	AGAP007604
OG0005662	ADIR000557	AGAP012381
OG0005663	ADIR001726	AGAP012417
OG0005664	ADIR008161	AGAP012416
OG0005665	ADIR007239	AGAP007459
OG0005666	ADIR007233	AGAP007472
OG0005667	ADIR003584	AGAP006803
OG0005668	ADIR000148	AGAP011603
OG0005669	ADIR009216	AGAP004825
OG0005670	ADIR011654	AGAP000930
OG0005671	ADIR010943	AGAP007765
OG0005672	ADIR010937	AGAP007772
OG0005673	ADIR010946	AGAP007761
OG0005674	ADIR010942	AGAP007766
OG0005675	ADIR010945	AGAP007763
OG0005676	ADIR001753	AGAP011136
OG0005677	ADIR015745	AGAP005190
OG0005678	ADIR007203	AGAP007511
OG0005679	ADIR007207	AGAP007505
OG0005680	ADIR007202	AGAP007512
OG0005681	ADIR007212	AGAP007500
OG0005682	ADIR007206	AGAP007506
OG0005683	ADIR004421	AGAP004557
OG0005684	ADIR005517	AGAP004235
OG0005685	ADIR005514	AGAP004238
OG0005686	ADIR001511	AGAP000191
OG0005687	ADIR006138	AGAP009319
OG0005688	ADIR006133	AGAP009329
OG0005689	ADIR006134	AGAP009325
OG0005690	ADIR006136	AGAP009323
OG0005691	ADIR009679	AGAP012018
OG0005692	ADIR009201	AGAP004805
OG0005693	ADIR002677	AGAP001878
OG0005694	ADIR001681	AGAP004909
OG0005695	ADIR003035	AGAP001880
OG0005696	ADIR002680	AGAP001874
OG0005697	ADIR003080	AGAP001936
OG0005698	ADIR003082	AGAP001938
OG0005699	ADIR002678	AGAP001879
OG0005700	ADIR010636	AGAP003513
OG0005701	ADIR000084	AGAP029633
OG0005702	ADIR002184	AGAP011801
OG0005703	ADIR002185	AGAP011800
OG0005704	ADIR001978	AGAP011888
OG0005705	ADIR009629	AGAP011727
OG0005706	ADIR009599	AGAP011413
OG0005707	ADIR001977	AGAP011889
OG0005708	ADIR001974	AGAP029902
OG0005709	ADIR001973	AGAP011892
OG0005710	ADIR002182	AGAP011803
OG0005711	ADIR011579	AGAP010792
OG0005712	ADIR011580	AGAP010793
OG0005713	ADIR007688	AGAP006428
OG0005714	ADIR009407	AGAP009991
OG0005715	ADIR009249	AGAP004864
OG0005716	ADIR009406	AGAP009993
OG0005717	ADIR004360	AGAP005259
OG0005718	ADIR009409	AGAP009989
OG0005719	ADIR009408	AGAP009990
OG0005720	ADIR009410	AGAP009988
OG0005721	ADIR008077	AGAP006356
OG0005722	ADIR003844	AGAP005144
OG0005723	ADIR000960	AGAP000536
OG0005724	ADIR001459	AGAP000297
OG0005725	ADIR001458	AGAP000298
OG0005726	ADIR002122	AGAP011351
OG0005727	ADIR000406	AGAP010592
OG0005728	ADIR002118	AGAP011354
OG0005729	ADIR007477	AGAP005977
OG0005730	ADIR002120	AGAP011352
OG0005731	ADIR005619	AGAP010738
OG0005732	ADIR001316	AGAP000578
OG0005733	ADIR005780	AGAP000579
OG0005734	ADIR000060	AGAP029597
OG0005735	ADIR000058	AGAP012129
OG0005736	ADIR000057	AGAP012130
OG0005737	ADIR000061	AGAP012125
OG0005738	ADIR009127	AGAP004715
OG0005739	ADIR005402	AGAP004337
OG0005740	ADIR001247	AGAP000986
OG0005741	ADIR008554	AGAP007845
OG0005742	ADIR005054	AGAP009003
OG0005743	ADIR005048	AGAP009001
OG0005744	ADIR009516	AGAP028635
OG0005745	ADIR009211	AGAP004819
OG0005746	ADIR009209	AGAP004817
OG0005747	ADIR009210	AGAP004818
OG0005748	ADIR009364	AGAP010033
OG0005749	ADIR006956	AGAP006256
OG0005750	ADIR009212	AGAP004820
OG0005751	ADIR002642	AGAP002925
OG0005752	ADIR004437	AGAP004537
OG0005753	ADIR004439	AGAP004535
OG0005754	ADIR004444	AGAP004530
OG0005755	ADIR001034	AGAP000526
OG0005756	ADIR001160	AGAP000402
OG0005757	ADIR002231	AGAP028542
OG0005758	ADIR009886	AGAP001535
OG0005759	ADIR009884	AGAP001533
OG0005760	ADIR009879	AGAP001528
OG0005761	ADIR009880	AGAP013478
OG0005762	ADIR001655	AGAP004946
OG0005763	ADIR009878	AGAP001527
OG0005764	ADIR009133	AGAP004731
OG0005765	ADIR009140	AGAP004737
OG0005766	ADIR009141	AGAP004738
OG0005767	ADIR009145	AGAP004742
OG0005768	ADIR006514	AGAP003335
OG0005769	ADIR006516	AGAP003337
OG0005770	ADIR006525	AGAP003821
OG0005771	ADIR006515	AGAP003336
OG0005772	ADIR006519	AGAP003341
OG0005773	ADIR006518	AGAP003339
OG0005774	ADIR006524	AGAP003823
OG0005775	ADIR008919	AGAP002253
OG0005776	ADIR005878	AGAP004640
OG0005777	ADIR004712	AGAP009042
OG0005778	ADIR008796	AGAP029598
OG0005779	ADIR008797	AGAP029473
OG0005780	ADIR008801	AGAP005435
OG0005781	ADIR011165	AGAP029502
OG0005783	ADIR005596	AGAP010376
OG0005784	ADIR003234	AGAP003988
OG0005785	ADIR004119	AGAP001039
OG0005786	ADIR004122	AGAP001037
OG0005787	ADIR001322	AGAP000549
OG0005788	ADIR001175	AGAP000422
OG0005789	ADIR001411	AGAP000436
OG0005790	ADIR002204	AGAP011772
OG0005791	ADIR002208	AGAP011770
OG0005792	ADIR008042	AGAP007119
OG0005793	ADIR004084	AGAP010272
OG0005794	ADIR004109	AGAP012518
OG0005795	ADIR003691	AGAP006687
OG0005796	ADIR003690	AGAP006688
OG0005797	ADIR010028	AGAP001200
OG0005798	ADIR010038	AGAP001194
OG0005799	ADIR010031	AGAP013386
OG0005800	ADIR007870	AGAP007050
OG0005801	ADIR007868	AGAP007049
OG0005802	ADIR007873	AGAP007053
OG0005803	ADIR015503	AGAP007051
OG0005804	ADIR011009	AGAP007989
OG0005805	ADIR001217	AGAP000354
OG0005806	ADIR001534	AGAP000899
OG0005807	ADIR001355	AGAP000332
OG0005808	ADIR002818	AGAP003229
OG0005809	ADIR006437	AGAP001793
OG0005810	ADIR002819	AGAP003228
OG0005811	ADIR002458	AGAP001362
OG0005812	ADIR002782	AGAP003276
OG0005813	ADIR002784	AGAP003273
OG0005814	ADIR003352	AGAP003935
OG0005815	ADIR008306	AGAP003453
OG0005816	ADIR008308	AGAP003454
OG0005817	ADIR003353	AGAP003934
OG0005818	ADIR002896	AGAP004322
OG0005819	ADIR014283	AGAP003936
OG0005820	ADIR009069	AGAP028490
OG0005821	ADIR015981	AGAP001733
OG0005822	ADIR011082	AGAP008325
OG0005823	ADIR011084	AGAP008327
OG0005824	ADIR009078	AGAP004659
OG0005825	ADIR004290	AGAP006880
OG0005826	ADIR004285	AGAP006888
OG0005827	ADIR004299	AGAP006872
OG0005828	ADIR004297	AGAP006873
OG0005829	ADIR002200	AGAP011778
OG0005830	ADIR005879	AGAP004641
OG0005831	ADIR010749	AGAP011099
OG0005832	ADIR006665	AGAP002302
OG0005833	ADIR006668	AGAP002305
OG0005834	ADIR006664	AGAP002300
OG0005835	ADIR008040	AGAP007121
OG0005836	ADIR001662	AGAP004937
OG0005837	ADIR008700	AGAP005521
OG0005838	ADIR003699	AGAP005701
OG0005839	ADIR007759	AGAP005861
OG0005840	ADIR005109	AGAP009771
OG0005841	ADIR005110	AGAP009772
OG0005842	ADIR005108	AGAP009770
OG0005843	ADIR002400	AGAP002066
OG0005844	ADIR002396	AGAP002071
OG0005845	ADIR002402	AGAP002064
OG0005846	ADIR002401	AGAP002065
OG0005847	ADIR003066	AGAP001917
OG0005848	ADIR003063	AGAP001914
OG0005849	ADIR003064	AGAP001915
OG0005851	ADIR009903	AGAP002759
OG0005852	ADIR002701	AGAP001828
OG0005853	ADIR009456	AGAP029563
OG0005854	ADIR009455	AGAP010314
OG0005855	ADIR001637	AGAP028425
OG0005856	ADIR001642	AGAP004958
OG0005857	ADIR001636	AGAP004968
OG0005858	ADIR001641	AGAP004959
OG0005859	ADIR001639	AGAP004961
OG0005860	ADIR001638	AGAP004965
OG0005861	ADIR001644	AGAP004956
OG0005862	ADIR007301	AGAP007373
OG0005863	ADIR007304	AGAP007369
OG0005864	ADIR016050	AGAP007383
OG0005865	ADIR007311	AGAP007363
OG0005866	ADIR006209	AGAP009117
OG0005867	ADIR006207	AGAP009116
OG0005868	ADIR006204	AGAP009114
OG0005869	ADIR006781	AGAP008875
OG0005870	ADIR006780	AGAP008874
OG0005871	ADIR006782	AGAP008876
OG0005872	ADIR000717	AGAP007789
OG0005873	ADIR000714	AGAP007786
OG0005874	ADIR000712	AGAP007784
OG0005875	ADIR002533	AGAP003769
OG0005876	ADIR002534	AGAP003768
OG0005877	ADIR010016	AGAP001211
OG0005878	ADIR010014	AGAP001212
OG0005879	ADIR010019	AGAP001207
OG0005880	ADIR015813	AGAP003775
OG0005881	ADIR002532	AGAP003770
OG0005882	ADIR000321	AGAP011538
OG0005883	ADIR000322	AGAP011539
OG0005884	ADIR000324	AGAP011541
OG0005885	ADIR002368	AGAP001023
OG0005886	ADIR011658	AGAP000220
OG0005887	ADIR009991	AGAP001237
OG0005888	ADIR008936	AGAP002239
OG0005889	ADIR008939	AGAP002235
OG0005890	ADIR009993	AGAP001235
OG0005891	ADIR008938	AGAP002236
OG0005892	ADIR011345	AGAP009865
OG0005893	ADIR000063	AGAP011245
OG0005894	ADIR000064	AGAP011244
OG0005895	ADIR000065	AGAP011243
OG0005896	ADIR000062	AGAP011246
OG0005897	ADIR002049	AGAP011248
OG0005898	ADIR000066	AGAP011242
OG0005899	ADIR005041	AGAP008993
OG0005900	ADIR010096	AGAP001124
OG0005901	ADIR004042	AGAP010229
OG0005902	ADIR004043	AGAP010230
OG0005903	ADIR004041	AGAP010228
OG0005904	ADIR002319	AGAP011077
OG0005905	ADIR010768	AGAP011081
OG0005906	ADIR015516	AGAP011070
OG0005907	ADIR002320	AGAP011078
OG0005908	ADIR010764	AGAP011086
OG0005909	ADIR010766	AGAP011084
OG0005910	ADIR010769	AGAP011080
OG0005911	ADIR002299	AGAP011062
OG0005912	ADIR002298	AGAP011061
OG0005913	ADIR006142	AGAP009314
