Orthogroup	AstephensiUCISS2018	CquinquefasciatusJHB2020
OG0004595	ASTEI20_039492	CQUJHB017834
OG0004596	ASTEI20_032523	CQUJHB016370
OG0004597	ASTEI20_046020	CQUJHB008493
OG0004598	ASTEI20_032826	CQUJHB009320
OG0004599	ASTEI20_046129	CQUJHB004848
OG0004600	ASTEI20_044201	CQUJHB010695
OG0004601	ASTEI20_040868	CQUJHB008276
OG0004602	ASTEI20_044554	CQUJHB010400
OG0004603	ASTEI20_040538	CQUJHB009808
OG0004604	ASTEI20_032030	CQUJHB004371
OG0004605	ASTEI20_034635	CQUJHB006203
OG0004606	ASTEI20_037184	CQUJHB006214
OG0004607	ASTEI20_036178	CQUJHB000897
OG0004608	ASTEI20_034586	CQUJHB010211
OG0004609	ASTEI20_034457	CQUJHB014417
OG0004610	ASTEI20_037426	CQUJHB001272
OG0004611	ASTEI20_038360	CQUJHB000172
OG0004612	ASTEI20_042370	CQUJHB010068
OG0004613	ASTEI20_035480	CQUJHB017820
OG0004614	ASTEI20_045885	CQUJHB000739
OG0004615	ASTEI20_037009	CQUJHB006701
OG0004616	ASTEI20_034776	CQUJHB015250
OG0004617	ASTEI20_043056	CQUJHB009326
OG0004618	ASTEI20_031672	CQUJHB001392
OG0004619	ASTEI20_038593	CQUJHB002255
OG0004620	ASTEI20_042266	CQUJHB000431
OG0004621	ASTEI20_043355	CQUJHB015314
OG0004622	ASTEI20_041923	CQUJHB003286
OG0004623	ASTEI20_038129	CQUJHB006834
OG0004624	ASTEI20_039978	CQUJHB013105
OG0004625	ASTEI20_038950	CQUJHB012996
OG0004626	ASTEI20_041340	CQUJHB002041
OG0004627	ASTEI20_042576	CQUJHB018169
OG0004628	ASTEI20_033993	CQUJHB011430
OG0004629	ASTEI20_032885	CQUJHB017405
OG0004630	ASTEI20_037263	CQUJHB002995
OG0004631	ASTEI20_031205	CQUJHB004116
OG0004632	ASTEI20_033214	CQUJHB011241
OG0004633	ASTEI20_038099	CQUJHB017229
OG0004634	ASTEI20_039770	CQUJHB007715
OG0004635	ASTEI20_043612	CQUJHB008848
OG0004636	ASTEI20_044795	CQUJHB008844
OG0004637	ASTEI20_035131	CQUJHB017044
OG0004638	ASTEI20_039882	CQUJHB005609
OG0004639	ASTEI20_045550	CQUJHB012150
OG0004640	ASTEI20_044160	CQUJHB003099
OG0004641	ASTEI20_042527	CQUJHB018453
OG0004642	ASTEI20_031589	CQUJHB004912
OG0004643	ASTEI20_045903	CQUJHB000873
OG0004644	ASTEI20_044698, ASTEI20_040936	CQUJHB002912
OG0004645	ASTEI20_034396	CQUJHB009604
OG0004646	ASTEI20_034799	CQUJHB007021
OG0004647	ASTEI20_031525	CQUJHB009855
OG0004648	ASTEI20_032386	CQUJHB015708
OG0004649	ASTEI20_035995	CQUJHB014456
OG0004650	ASTEI20_032072	CQUJHB015424
OG0004651	ASTEI20_045736	CQUJHB000051
OG0004652	ASTEI20_033578	CQUJHB015277
OG0004653	ASTEI20_041151	CQUJHB001424
OG0004654	ASTEI20_033211	CQUJHB012938
OG0004655	ASTEI20_041661	CQUJHB005544
OG0004656	ASTEI20_037730	CQUJHB015397
OG0004658	ASTEI20_031604	CQUJHB007802
OG0004659	ASTEI20_041526	CQUJHB002599
OG0004660	ASTEI20_045453	CQUJHB002734
OG0004661	ASTEI20_038788	CQUJHB001899
OG0004662	ASTEI20_032408	CQUJHB001394
OG0004663	ASTEI20_031621	CQUJHB001628
OG0004664	ASTEI20_043733	CQUJHB015365
OG0004665	ASTEI20_036965	CQUJHB016404
OG0004666	ASTEI20_039393	CQUJHB002032, CQUJHB005017
OG0004667	ASTEI20_040778	CQUJHB006724
OG0004668	ASTEI20_043983	CQUJHB009187
OG0004669	ASTEI20_041632	CQUJHB015753
OG0004670	ASTEI20_034299	CQUJHB014523
OG0004671	ASTEI20_041094	CQUJHB017000
OG0004672	ASTEI20_035254	CQUJHB006198
OG0004673	ASTEI20_032265, ASTEI20_039825, ASTEI20_039391	CQUJHB002172
OG0004674	ASTEI20_032808	CQUJHB016265
OG0004675	ASTEI20_036383	CQUJHB000375
OG0004676	ASTEI20_044128	CQUJHB018258
OG0004677	ASTEI20_035464	CQUJHB003674
OG0004678	ASTEI20_035242	CQUJHB015808
OG0004679	ASTEI20_034828	CQUJHB000881
OG0004680	ASTEI20_038066	CQUJHB012846
OG0004681	ASTEI20_040666	CQUJHB000886
OG0004682	ASTEI20_032318	CQUJHB001685
OG0004683	ASTEI20_042892	CQUJHB004168
OG0004684	ASTEI20_040803	CQUJHB007271
OG0004685	ASTEI20_037319	CQUJHB010900
OG0004686	ASTEI20_038644	CQUJHB015193
OG0004687	ASTEI20_036687	CQUJHB011076
OG0004688	ASTEI20_043932	CQUJHB005196
OG0004689	ASTEI20_041519	CQUJHB003636
OG0004690	ASTEI20_033636	CQUJHB009930
OG0004691	ASTEI20_042936	CQUJHB015597
OG0004692	ASTEI20_030943	CQUJHB016431
OG0004693	ASTEI20_036791	CQUJHB004068
OG0004694	ASTEI20_032632	CQUJHB018287
OG0004695	ASTEI20_036881	CQUJHB018101
OG0004696	ASTEI20_043901	CQUJHB015540
OG0004697	ASTEI20_041789	CQUJHB008292
OG0004698	ASTEI20_034936	CQUJHB010795
OG0004699	ASTEI20_034901	CQUJHB016831
OG0004701	ASTEI20_035364	CQUJHB015934
OG0004702	ASTEI20_041690	CQUJHB006429
OG0004703	ASTEI20_036440	CQUJHB000209
OG0004704	ASTEI20_036905	CQUJHB010085
OG0004705	ASTEI20_040872	CQUJHB012716
OG0004706	ASTEI20_038454	CQUJHB010810
OG0004707	ASTEI20_039695	CQUJHB012478
OG0004708	ASTEI20_032122	CQUJHB008964
OG0004709	ASTEI20_038205	CQUJHB015650
OG0004710	ASTEI20_039218	CQUJHB007845
OG0004711	ASTEI20_037615	CQUJHB018301
OG0004712	ASTEI20_043723	CQUJHB005538
OG0004713	ASTEI20_041720	CQUJHB002394
OG0004714	ASTEI20_036559	CQUJHB010173
OG0004715	ASTEI20_039969	CQUJHB015710
OG0004716	ASTEI20_037876	CQUJHB011811
OG0004717	ASTEI20_043159	CQUJHB000214
OG0004718	ASTEI20_039266	CQUJHB016641
OG0004719	ASTEI20_032376	CQUJHB011638
OG0004720	ASTEI20_045273	CQUJHB013412
OG0004721	ASTEI20_031549	CQUJHB013248
OG0004722	ASTEI20_031810	CQUJHB006685
OG0004723	ASTEI20_034311	CQUJHB004287
OG0004724	ASTEI20_036557	CQUJHB004507
OG0004725	ASTEI20_040973	CQUJHB002083
OG0004726	ASTEI20_044936	CQUJHB016638
OG0004727	ASTEI20_033435	CQUJHB017098
OG0004728	ASTEI20_031102	CQUJHB009016
OG0004729	ASTEI20_031737	CQUJHB004160
OG0004730	ASTEI20_033556	CQUJHB001037
OG0004731	ASTEI20_044790	CQUJHB008158
OG0004732	ASTEI20_040982	CQUJHB004161
OG0004733	ASTEI20_031312	CQUJHB018261
OG0004734	ASTEI20_032492	CQUJHB006774
OG0004735	ASTEI20_031133	CQUJHB015270
OG0004736	ASTEI20_044514	CQUJHB015861
OG0004737	ASTEI20_041475	CQUJHB008818
OG0004738	ASTEI20_045865	CQUJHB006158
OG0004739	ASTEI20_043726	CQUJHB013963
OG0004740	ASTEI20_036081	CQUJHB012479
OG0004741	ASTEI20_040720	CQUJHB018299
OG0004742	ASTEI20_035569	CQUJHB014240
OG0004743	ASTEI20_044559	CQUJHB017280
OG0004744	ASTEI20_041423	CQUJHB016706
OG0004745	ASTEI20_044131	CQUJHB000035
OG0004746	ASTEI20_040019	CQUJHB003006
OG0004747	ASTEI20_035483	CQUJHB008333
OG0004748	ASTEI20_038004	CQUJHB002502
OG0004749	ASTEI20_034665	CQUJHB007178
OG0004750	ASTEI20_034658	CQUJHB013185
OG0004751	ASTEI20_042759	CQUJHB015208
OG0004752	ASTEI20_034547	CQUJHB012536
OG0004753	ASTEI20_045796	CQUJHB006184
OG0004754	ASTEI20_038710	CQUJHB014142
OG0004755	ASTEI20_042684	CQUJHB012301
OG0004756	ASTEI20_042969	CQUJHB018239
OG0004757	ASTEI20_039880	CQUJHB017618
OG0004758	ASTEI20_040980	CQUJHB006607
OG0004759	ASTEI20_033009	CQUJHB002362
OG0004760	ASTEI20_044185	CQUJHB017645
OG0004761	ASTEI20_040780	CQUJHB000926
OG0004762	ASTEI20_038162	CQUJHB015594
OG0004763	ASTEI20_034650	CQUJHB002451
OG0004764	ASTEI20_044551	CQUJHB008209
OG0004765	ASTEI20_032105	CQUJHB008953
OG0004766	ASTEI20_030969	CQUJHB008663
OG0004767	ASTEI20_044569	CQUJHB010259
OG0004768	ASTEI20_045184	CQUJHB000232
OG0004769	ASTEI20_040578	CQUJHB009259
OG0004770	ASTEI20_041206	CQUJHB002675
OG0004771	ASTEI20_041686	CQUJHB000008
OG0004772	ASTEI20_044589	CQUJHB009247
OG0004773	ASTEI20_034781	CQUJHB013052
OG0004774	ASTEI20_035587	CQUJHB016615
OG0004775	ASTEI20_041213	CQUJHB008002
OG0004776	ASTEI20_036100, ASTEI20_045502	CQUJHB002604
OG0004777	ASTEI20_039098	CQUJHB002639
OG0004778	ASTEI20_043478	CQUJHB016082
OG0004779	ASTEI20_041321	CQUJHB010043
OG0004780	ASTEI20_042773	CQUJHB001660
OG0004781	ASTEI20_044192	CQUJHB004625
OG0004782	ASTEI20_034789	CQUJHB018098
OG0004783	ASTEI20_042352	CQUJHB009026
OG0004784	ASTEI20_031996	CQUJHB013072
OG0004785	ASTEI20_039538	CQUJHB007483
OG0004786	ASTEI20_033160	CQUJHB011940
OG0004787	ASTEI20_042392	CQUJHB003771
OG0004788	ASTEI20_045788	CQUJHB001837
OG0004789	ASTEI20_031482	CQUJHB003543
OG0004790	ASTEI20_038487	CQUJHB015359
OG0004791	ASTEI20_033936	CQUJHB009752
OG0004792	ASTEI20_031800	CQUJHB006529
OG0004793	ASTEI20_038511	CQUJHB011530
OG0004794	ASTEI20_045594	CQUJHB016528
OG0004795	ASTEI20_039816	CQUJHB013287
OG0004796	ASTEI20_030911	CQUJHB001606
OG0004797	ASTEI20_041061	CQUJHB004530
OG0004798	ASTEI20_039686	CQUJHB017613
OG0004799	ASTEI20_044259	CQUJHB004737
OG0004800	ASTEI20_038228	CQUJHB007903
OG0004801	ASTEI20_038719	CQUJHB012660
OG0004802	ASTEI20_044975	CQUJHB002709
OG0004803	ASTEI20_038047	CQUJHB001754
OG0004804	ASTEI20_038499	CQUJHB014987
OG0004805	ASTEI20_034521	CQUJHB007518
OG0004806	ASTEI20_042911	CQUJHB017978
OG0004807	ASTEI20_046060	CQUJHB018215
OG0004808	ASTEI20_031075	CQUJHB010630
OG0004809	ASTEI20_045646	CQUJHB011759
OG0004810	ASTEI20_040109	CQUJHB006725
OG0004811	ASTEI20_037777	CQUJHB015927
OG0004812	ASTEI20_040362	CQUJHB001901
OG0004813	ASTEI20_033299	CQUJHB007259
OG0004814	ASTEI20_035156	CQUJHB016701
OG0004815	ASTEI20_031957	CQUJHB018282
OG0004816	ASTEI20_042251	CQUJHB007782
OG0004817	ASTEI20_037519	CQUJHB002539
OG0004818	ASTEI20_038705	CQUJHB001843
OG0004819	ASTEI20_040185	CQUJHB011389
OG0004820	ASTEI20_037045	CQUJHB005003
OG0004821	ASTEI20_040987	CQUJHB008168
OG0004822	ASTEI20_041668	CQUJHB011353
OG0004823	ASTEI20_043499	CQUJHB005218
OG0004824	ASTEI20_035832	CQUJHB006419
OG0004825	ASTEI20_039351	CQUJHB011134
OG0004826	ASTEI20_039573	CQUJHB007142
OG0004827	ASTEI20_044286	CQUJHB015329
OG0004828	ASTEI20_039288	CQUJHB014421
OG0004829	ASTEI20_042855	CQUJHB003105
OG0004830	ASTEI20_038011	CQUJHB010819
OG0004831	ASTEI20_043736	CQUJHB010890
OG0004832	ASTEI20_041532	CQUJHB006743
OG0004833	ASTEI20_041393	CQUJHB004676
OG0004834	ASTEI20_044220	CQUJHB012991
OG0004835	ASTEI20_039296	CQUJHB003457
OG0004836	ASTEI20_041992	CQUJHB007085
OG0004837	ASTEI20_045227	CQUJHB017012
OG0004838	ASTEI20_033799	CQUJHB001423
OG0004839	ASTEI20_042631	CQUJHB006390
OG0004840	ASTEI20_037789	CQUJHB000388
OG0004841	ASTEI20_044751	CQUJHB005887
OG0004842	ASTEI20_043746	CQUJHB006404
OG0004843	ASTEI20_043688	CQUJHB004832
OG0004844	ASTEI20_041856	CQUJHB000004
OG0004845	ASTEI20_031103	CQUJHB009332
OG0004846	ASTEI20_044745	CQUJHB013303
OG0004847	ASTEI20_043205	CQUJHB016315
OG0004848	ASTEI20_040957	CQUJHB006451
OG0004849	ASTEI20_044367	CQUJHB007577
OG0004850	ASTEI20_041846	CQUJHB017461
OG0004851	ASTEI20_034523	CQUJHB016827
OG0004852	ASTEI20_045359	CQUJHB015312
OG0004853	ASTEI20_045304	CQUJHB006379
OG0004854	ASTEI20_032818	CQUJHB009910
OG0004855	ASTEI20_042921	CQUJHB013455
OG0004856	ASTEI20_035489	CQUJHB016451
OG0004857	ASTEI20_038609	CQUJHB006313
OG0004858	ASTEI20_043575	CQUJHB008604
OG0004859	ASTEI20_040721	CQUJHB012778
OG0004860	ASTEI20_045467	CQUJHB014037
OG0004861	ASTEI20_036027	CQUJHB008852
OG0004862	ASTEI20_032704	CQUJHB013647
OG0004863	ASTEI20_034513	CQUJHB018184
OG0004864	ASTEI20_038050	CQUJHB000458
OG0004865	ASTEI20_042439	CQUJHB005727
OG0004866	ASTEI20_033014	CQUJHB017442
OG0004867	ASTEI20_045559	CQUJHB007104
OG0004868	ASTEI20_033482	CQUJHB012167
OG0004869	ASTEI20_040895	CQUJHB007536
OG0004870	ASTEI20_038448	CQUJHB010940
OG0004871	ASTEI20_042080	CQUJHB017666
OG0004872	ASTEI20_032990	CQUJHB016891
OG0004873	ASTEI20_041354	CQUJHB004615
OG0004874	ASTEI20_043845	CQUJHB008125
OG0004875	ASTEI20_037383	CQUJHB006723
OG0004876	ASTEI20_044063	CQUJHB005629
OG0004877	ASTEI20_035785	CQUJHB005482
OG0004878	ASTEI20_037549	CQUJHB007706
OG0004879	ASTEI20_040709	CQUJHB004210
OG0004880	ASTEI20_032496	CQUJHB014296
OG0004881	ASTEI20_031277	CQUJHB000095
OG0004882	ASTEI20_031139	CQUJHB009111
OG0004883	ASTEI20_034493	CQUJHB014636
OG0004884	ASTEI20_032327	CQUJHB000885
OG0004885	ASTEI20_043846	CQUJHB015096
OG0004886	ASTEI20_038841	CQUJHB015448
OG0004887	ASTEI20_041290	CQUJHB017428
OG0004888	ASTEI20_037630	CQUJHB000805, CQUJHB002043
OG0004889	ASTEI20_032994	CQUJHB007258
OG0004890	ASTEI20_045609	CQUJHB011706
OG0004891	ASTEI20_031061	CQUJHB000142
OG0004892	ASTEI20_033047	CQUJHB011257
OG0004893	ASTEI20_038608	CQUJHB007308
OG0004894	ASTEI20_031349	CQUJHB017113
OG0004895	ASTEI20_037733	CQUJHB012952
OG0004896	ASTEI20_032946	CQUJHB018097
OG0004897	ASTEI20_038847	CQUJHB016860
OG0004898	ASTEI20_044041	CQUJHB011399
OG0004899	ASTEI20_037608	CQUJHB011839
OG0004900	ASTEI20_045523	CQUJHB008376
OG0004901	ASTEI20_035023	CQUJHB007823
OG0004902	ASTEI20_038737	CQUJHB004967
OG0004903	ASTEI20_043477	CQUJHB012751
OG0004904	ASTEI20_039357	CQUJHB013216, CQUJHB017050
OG0004905	ASTEI20_043108	CQUJHB015454
OG0004906	ASTEI20_043922	CQUJHB012845
OG0004907	ASTEI20_042144	CQUJHB016968
OG0004908	ASTEI20_042309	CQUJHB006058
OG0004909	ASTEI20_035592	CQUJHB001633
OG0004910	ASTEI20_031767	CQUJHB016722
OG0004911	ASTEI20_034350	CQUJHB007013
OG0004912	ASTEI20_036125	CQUJHB002764
OG0004913	ASTEI20_042997	CQUJHB002000
OG0004914	ASTEI20_042395	CQUJHB005841
OG0004915	ASTEI20_035929	CQUJHB001621
OG0004916	ASTEI20_039698	CQUJHB011180
OG0004917	ASTEI20_037851	CQUJHB011305
OG0004918	ASTEI20_043921	CQUJHB013632
OG0004919	ASTEI20_042365	CQUJHB002019
OG0004920	ASTEI20_040126	CQUJHB001313
OG0004921	ASTEI20_033941	CQUJHB006067
OG0004922	ASTEI20_044125	CQUJHB011024
OG0004923	ASTEI20_032026	CQUJHB003475
OG0004924	ASTEI20_039005	CQUJHB017734
OG0004925	ASTEI20_033000	CQUJHB016303
OG0004926	ASTEI20_045459	CQUJHB013512
OG0004927	ASTEI20_040827	CQUJHB006446, CQUJHB015486
OG0004928	ASTEI20_037550	CQUJHB013836
OG0004929	ASTEI20_042054	CQUJHB003028
OG0004930	ASTEI20_031839	CQUJHB011765
OG0004931	ASTEI20_043197	CQUJHB003616
OG0004932	ASTEI20_042804	CQUJHB012091
OG0004933	ASTEI20_033428	CQUJHB012115
OG0004934	ASTEI20_040380	CQUJHB003716
OG0004935	ASTEI20_042265	CQUJHB004048
OG0004936	ASTEI20_046027	CQUJHB006227
OG0004937	ASTEI20_034181	CQUJHB003783
OG0004938	ASTEI20_038730	CQUJHB009844
OG0004939	ASTEI20_031832	CQUJHB013680
OG0004940	ASTEI20_041922	CQUJHB018372
OG0004941	ASTEI20_037922	CQUJHB008804
OG0004942	ASTEI20_038254	CQUJHB003746
OG0004943	ASTEI20_039427	CQUJHB002006
OG0004944	ASTEI20_038371	CQUJHB004485
OG0004945	ASTEI20_036106	CQUJHB008430
OG0004946	ASTEI20_042048	CQUJHB003368
OG0004947	ASTEI20_031673	CQUJHB018451
OG0004948	ASTEI20_040248	CQUJHB006561
OG0004949	ASTEI20_033586	CQUJHB013178
OG0004950	ASTEI20_039192	CQUJHB015738
OG0004951	ASTEI20_043387	CQUJHB001018
OG0004952	ASTEI20_045871	CQUJHB001021
OG0004953	ASTEI20_039322	CQUJHB003142
OG0004954	ASTEI20_035786	CQUJHB008436
OG0004955	ASTEI20_032151, ASTEI20_044114	CQUJHB014348
OG0004956	ASTEI20_042212	CQUJHB010841
OG0004957	ASTEI20_045686	CQUJHB016618
OG0004958	ASTEI20_032999	CQUJHB016084
OG0004959	ASTEI20_036974	CQUJHB006108
OG0004960	ASTEI20_032368	CQUJHB007322
OG0004961	ASTEI20_043363	CQUJHB015923
OG0004962	ASTEI20_034426	CQUJHB009779
OG0004963	ASTEI20_045196	CQUJHB011710
OG0004964	ASTEI20_045630	CQUJHB001491
OG0004965	ASTEI20_031038	CQUJHB001575
OG0004966	ASTEI20_033178	CQUJHB000251
OG0004967	ASTEI20_042247	CQUJHB013781
OG0004968	ASTEI20_033076	CQUJHB010240, CQUJHB006039
OG0004969	ASTEI20_032102	CQUJHB007188
OG0004970	ASTEI20_042665	CQUJHB015868
OG0004971	ASTEI20_036069	CQUJHB014841
OG0004972	ASTEI20_037639	CQUJHB009567
OG0004973	ASTEI20_031749	CQUJHB016623
OG0004974	ASTEI20_044503	CQUJHB000553
OG0004975	ASTEI20_037539	CQUJHB000236
OG0004976	ASTEI20_035485	CQUJHB003540
OG0004977	ASTEI20_036626	CQUJHB010752
OG0004978	ASTEI20_037144	CQUJHB014590
OG0004979	ASTEI20_045338	CQUJHB007062
OG0004980	ASTEI20_031379	CQUJHB015878
OG0004981	ASTEI20_044242	CQUJHB016304
OG0004982	ASTEI20_039380	CQUJHB006298
OG0004983	ASTEI20_034117	CQUJHB005874
OG0004985	ASTEI20_032811	CQUJHB015430
OG0004986	ASTEI20_038860	CQUJHB006809
OG0004987	ASTEI20_034235	CQUJHB001202
OG0004988	ASTEI20_039113	CQUJHB009298
OG0004989	ASTEI20_043462	CQUJHB016105
OG0004990	ASTEI20_041654	CQUJHB000420
OG0004991	ASTEI20_036566	CQUJHB001613
OG0004992	ASTEI20_034722	CQUJHB004803
OG0004993	ASTEI20_033948, ASTEI20_033333	CQUJHB001344
OG0004994	ASTEI20_032024	CQUJHB017944
OG0004995	ASTEI20_044875	CQUJHB004468
OG0004996	ASTEI20_030910	CQUJHB016124
OG0004997	ASTEI20_032586	CQUJHB003878
OG0004998	ASTEI20_042463	CQUJHB003555
OG0004999	ASTEI20_031254	CQUJHB014896
OG0005000	ASTEI20_034138	CQUJHB008170
OG0005001	ASTEI20_036315	CQUJHB009996
OG0005002	ASTEI20_045390	CQUJHB007867
OG0005003	ASTEI20_034087	CQUJHB009755
OG0005004	ASTEI20_040790	CQUJHB009790
OG0005005	ASTEI20_035223	CQUJHB014824
OG0005006	ASTEI20_042958	CQUJHB010702
OG0005007	ASTEI20_038951	CQUJHB013715
OG0005008	ASTEI20_044635	CQUJHB010081
OG0005009	ASTEI20_033078	CQUJHB016626
OG0005010	ASTEI20_041209	CQUJHB014803
OG0005011	ASTEI20_042438	CQUJHB014035
OG0005012	ASTEI20_034621	CQUJHB011388
OG0005013	ASTEI20_038436	CQUJHB010401
OG0005014	ASTEI20_040613	CQUJHB014316
OG0005015	ASTEI20_032484	CQUJHB015294
OG0005016	ASTEI20_044866	CQUJHB000428
OG0005017	ASTEI20_038819	CQUJHB007225
OG0005018	ASTEI20_039760	CQUJHB009185
OG0005019	ASTEI20_044592, ASTEI20_037990	CQUJHB001731
OG0005020	ASTEI20_033218	CQUJHB005499
OG0005021	ASTEI20_035644	CQUJHB006966
OG0005022	ASTEI20_042835	CQUJHB017492
OG0005023	ASTEI20_034698	CQUJHB012906
OG0005024	ASTEI20_039707	CQUJHB012288
OG0005025	ASTEI20_034992	CQUJHB005568
OG0005026	ASTEI20_030944	CQUJHB010286
OG0005027	ASTEI20_031520	CQUJHB017396
OG0005028	ASTEI20_045768	CQUJHB002345
OG0005029	ASTEI20_033505	CQUJHB011783
OG0005030	ASTEI20_031476	CQUJHB001152
OG0005031	ASTEI20_035272	CQUJHB003253, CQUJHB001908
OG0005032	ASTEI20_032337	CQUJHB004777
OG0005033	ASTEI20_033892	CQUJHB015892
OG0005034	ASTEI20_035565	CQUJHB000152
OG0005035	ASTEI20_036697	CQUJHB015577
OG0005036	ASTEI20_036220	CQUJHB009170
OG0005037	ASTEI20_032363	CQUJHB011645
OG0005038	ASTEI20_039316	CQUJHB015765
OG0005039	ASTEI20_035739	CQUJHB008278
OG0005040	ASTEI20_031738	CQUJHB011635
OG0005041	ASTEI20_034078	CQUJHB013500
OG0005042	ASTEI20_044871	CQUJHB007517
OG0005043	ASTEI20_030812	CQUJHB007401
OG0005044	ASTEI20_040363	CQUJHB004721
OG0005045	ASTEI20_045798	CQUJHB000362
OG0005046	ASTEI20_033143	CQUJHB009867
OG0005047	ASTEI20_045975	CQUJHB006839
OG0005048	ASTEI20_036972	CQUJHB005379
OG0005049	ASTEI20_041691	CQUJHB012079
OG0005050	ASTEI20_030822	CQUJHB017158
OG0005051	ASTEI20_042267	CQUJHB007658
OG0005052	ASTEI20_043735	CQUJHB002803
OG0005053	ASTEI20_033539	CQUJHB016128
OG0005054	ASTEI20_044728	CQUJHB010916
OG0005055	ASTEI20_036120	CQUJHB002922
OG0005056	ASTEI20_032387	CQUJHB010414
OG0005057	ASTEI20_043651	CQUJHB011225
OG0005058	ASTEI20_037957	CQUJHB004583
OG0005059	ASTEI20_044576	CQUJHB014574
OG0005060	ASTEI20_031740	CQUJHB011969
OG0005061	ASTEI20_034780	CQUJHB001517
OG0005062	ASTEI20_045987	CQUJHB008593
OG0005063	ASTEI20_038515	CQUJHB012615
OG0005064	ASTEI20_033778	CQUJHB016818
OG0005066	ASTEI20_045432	CQUJHB017029
OG0005067	ASTEI20_045460	CQUJHB004476
OG0005068	ASTEI20_043410	CQUJHB010691
OG0005069	ASTEI20_043730	CQUJHB001479
OG0005070	ASTEI20_035654, ASTEI20_032910	CQUJHB014087
OG0005071	ASTEI20_044427	CQUJHB017154
OG0005072	ASTEI20_031013, ASTEI20_037518	CQUJHB006341
OG0005073	ASTEI20_040808	CQUJHB006405
OG0005074	ASTEI20_040348	CQUJHB012405
OG0005075	ASTEI20_044722	CQUJHB007735
OG0005076	ASTEI20_039964	CQUJHB011605
OG0005077	ASTEI20_033593	CQUJHB003533
OG0005078	ASTEI20_035102	CQUJHB013388
OG0005079	ASTEI20_031599	CQUJHB015392
OG0005080	ASTEI20_032950	CQUJHB014310
OG0005081	ASTEI20_043089	CQUJHB016242
OG0005082	ASTEI20_038160	CQUJHB003969
OG0005083	ASTEI20_031225	CQUJHB007493
OG0005084	ASTEI20_031488	CQUJHB012185
OG0005085	ASTEI20_034886	CQUJHB008774
OG0005086	ASTEI20_037182	CQUJHB016164
OG0005087	ASTEI20_039387, ASTEI20_045889	CQUJHB016107
OG0005088	ASTEI20_043295	CQUJHB013769
OG0005089	ASTEI20_031125	CQUJHB017871
OG0005090	ASTEI20_045847	CQUJHB015767
OG0005091	ASTEI20_036286	CQUJHB005951
OG0005092	ASTEI20_045887	CQUJHB005791
OG0005093	ASTEI20_035348	CQUJHB014131
OG0005094	ASTEI20_032008	CQUJHB007467
OG0005095	ASTEI20_033355	CQUJHB007444
OG0005096	ASTEI20_044758	CQUJHB000603
OG0005097	ASTEI20_034715	CQUJHB003580
OG0005098	ASTEI20_045406	CQUJHB016815
OG0005099	ASTEI20_036083	CQUJHB014279
OG0005100	ASTEI20_043561	CQUJHB006206
OG0005101	ASTEI20_043259	CQUJHB012981
OG0005102	ASTEI20_043166	CQUJHB013968
OG0005103	ASTEI20_036000	CQUJHB013748
OG0005104	ASTEI20_040264	CQUJHB015300
OG0005105	ASTEI20_042778	CQUJHB007531
OG0005106	ASTEI20_039440	CQUJHB016793
OG0005107	ASTEI20_043544	CQUJHB009124
OG0005108	ASTEI20_042801	CQUJHB011210
OG0005109	ASTEI20_037104	CQUJHB011496
OG0005110	ASTEI20_031535	CQUJHB009613
OG0005111	ASTEI20_041795	CQUJHB006625
OG0005112	ASTEI20_033738	CQUJHB013342
OG0005113	ASTEI20_041903	CQUJHB005207
OG0005114	ASTEI20_041105	CQUJHB009975
OG0005115	ASTEI20_030829	CQUJHB010759
OG0005116	ASTEI20_040422	CQUJHB008580
OG0005117	ASTEI20_041172	CQUJHB014906
OG0005118	ASTEI20_039206	CQUJHB007381
OG0005119	ASTEI20_045473	CQUJHB017957
OG0005120	ASTEI20_035619	CQUJHB009883
OG0005121	ASTEI20_032934	CQUJHB006323
OG0005122	ASTEI20_041015	CQUJHB017525
OG0005123	ASTEI20_040974	CQUJHB001809
OG0005124	ASTEI20_040119	CQUJHB011317
OG0005125	ASTEI20_030865	CQUJHB010218
OG0005126	ASTEI20_042551	CQUJHB002385
OG0005127	ASTEI20_035356	CQUJHB004661
OG0005128	ASTEI20_032172	CQUJHB018263
OG0005129	ASTEI20_044319	CQUJHB002981
OG0005130	ASTEI20_036893	CQUJHB002096
OG0005131	ASTEI20_032674	CQUJHB002652
OG0005132	ASTEI20_045343	CQUJHB003448
OG0005133	ASTEI20_041030	CQUJHB017627
OG0005134	ASTEI20_036075	CQUJHB000675
OG0005135	ASTEI20_030800	CQUJHB006466
OG0005136	ASTEI20_042470	CQUJHB012420
OG0005137	ASTEI20_034434	CQUJHB006240
OG0005138	ASTEI20_041544	CQUJHB018333
OG0005139	ASTEI20_045545	CQUJHB016922
OG0005140	ASTEI20_035993	CQUJHB004703
OG0005141	ASTEI20_031221	CQUJHB007946
OG0005142	ASTEI20_040795	CQUJHB016734
OG0005143	ASTEI20_039226	CQUJHB017817
OG0005144	ASTEI20_042178	CQUJHB016108, CQUJHB016132
OG0005145	ASTEI20_031683	CQUJHB007183
OG0005146	ASTEI20_042341	CQUJHB014609
OG0005147	ASTEI20_032066	CQUJHB007551
OG0005149	ASTEI20_037764	CQUJHB013244
OG0005150	ASTEI20_045260	CQUJHB014816
OG0005151	ASTEI20_044107	CQUJHB012271
