Orthogroup	AstephensiUCISS2018	AminimusMINIMUS1
OG0005063	ASTEI20_038515	AMIN006423
OG0005064	ASTEI20_033778	AMIN007119
OG0005066	ASTEI20_045432	AMIN004228
OG0005067	ASTEI20_045460	AMIN004469
OG0005068	ASTEI20_043410	AMIN004470
OG0005069	ASTEI20_043730	AMIN006709
OG0005070	ASTEI20_035654, ASTEI20_032910	AMIN006650
OG0005071	ASTEI20_044427	AMIN006712
OG0005072	ASTEI20_031013, ASTEI20_037518	AMIN006651
OG0005073	ASTEI20_040808	AMIN002249
OG0005074	ASTEI20_040348	AMIN006710
OG0005075	ASTEI20_044722	AMIN002254
OG0005076	ASTEI20_039964	AMIN006711
OG0005077	ASTEI20_033593	AMIN006777
OG0005078	ASTEI20_035102	AMIN009125
OG0005079	ASTEI20_031599	AMIN009114
OG0005080	ASTEI20_032950	AMIN009121
OG0005081	ASTEI20_043089	AMIN009120
OG0005082	ASTEI20_038160	AMIN009126
OG0005083	ASTEI20_031225	AMIN006799
OG0005084	ASTEI20_031488	AMIN006778
OG0005085	ASTEI20_034886	AMIN008578
OG0005086	ASTEI20_037182	AMIN008579
OG0005087	ASTEI20_039387, ASTEI20_045889	AMIN008591
OG0005088	ASTEI20_043295	AMIN003162
OG0005089	ASTEI20_031125	AMIN000587
OG0005090	ASTEI20_045847	AMIN007147
OG0005091	ASTEI20_036286	AMIN003161
OG0005092	ASTEI20_045887	AMIN004623
OG0005093	ASTEI20_035348	AMIN008001
OG0005094	ASTEI20_032008	AMIN011355
OG0005095	ASTEI20_033355	AMIN011350
OG0005096	ASTEI20_044758	AMIN011351
OG0005097	ASTEI20_034715	AMIN011367
OG0005098	ASTEI20_045406	AMIN011368
OG0005099	ASTEI20_036083	AMIN011362
OG0005100	ASTEI20_043561	AMIN011366
OG0005101	ASTEI20_043259	AMIN004568
OG0005102	ASTEI20_043166	AMIN011364
OG0005103	ASTEI20_036000	AMIN011356
OG0005104	ASTEI20_040264	AMIN005001
OG0005105	ASTEI20_042778	AMIN008715
OG0005106	ASTEI20_039440	AMIN008722
OG0005107	ASTEI20_043544	AMIN005000
OG0005108	ASTEI20_042801	AMIN000279
OG0005109	ASTEI20_037104	AMIN003797
OG0005110	ASTEI20_031535	AMIN003798
OG0005111	ASTEI20_041795	AMIN000280
OG0005112	ASTEI20_033738	AMIN006887
OG0005113	ASTEI20_041903	AMIN000363
OG0005114	ASTEI20_041105	AMIN006885
OG0005115	ASTEI20_030829	AMIN006888
OG0005116	ASTEI20_040422	AMIN006889
OG0005117	ASTEI20_041172	AMIN003090
OG0005118	ASTEI20_039206	AMIN005432
OG0005119	ASTEI20_045473	AMIN005830
OG0005120	ASTEI20_035619	AMIN015905
OG0005121	ASTEI20_032934	AMIN015819
OG0005122	ASTEI20_041015	AMIN002527
OG0005123	ASTEI20_040974	AMIN002544
OG0005124	ASTEI20_040119	AMIN002525
OG0005125	ASTEI20_030865	AMIN002521
OG0005126	ASTEI20_042551	AMIN002522
OG0005127	ASTEI20_035356	AMIN002526
OG0005129	ASTEI20_044319	AMIN015964
OG0005130	ASTEI20_036893	AMIN009034
OG0005131	ASTEI20_032674	AMIN006871
OG0005132	ASTEI20_045343	AMIN010293
OG0005133	ASTEI20_041030	AMIN010294
OG0005134	ASTEI20_036075	AMIN010288
OG0005135	ASTEI20_030800	AMIN010297
OG0005136	ASTEI20_042470	AMIN010284
OG0005137	ASTEI20_034434	AMIN010287
OG0005138	ASTEI20_041544	AMIN010289
OG0005139	ASTEI20_045545	AMIN010283
OG0005140	ASTEI20_035993	AMIN001154
OG0005141	ASTEI20_031221	AMIN001155
OG0005142	ASTEI20_040795	AMIN007134
OG0005143	ASTEI20_039226	AMIN002169
OG0005144	ASTEI20_042178	AMIN002545
OG0005145	ASTEI20_031683	AMIN002172
OG0005146	ASTEI20_042341	AMIN008816
OG0005147	ASTEI20_032066	AMIN008817
OG0005148	ASTEI20_040814	AMIN001946
OG0005149	ASTEI20_037764	AMIN004214
OG0005150	ASTEI20_045260	AMIN000917
OG0005151	ASTEI20_044107	AMIN002790
OG0005152	ASTEI20_035085	AMIN005345
OG0005153	ASTEI20_042181	AMIN009783
OG0005155	ASTEI20_039108	AMIN009784
OG0005156	ASTEI20_044714	AMIN009766
OG0005157	ASTEI20_030891	AMIN007096
OG0005158	ASTEI20_044137	AMIN009767
OG0005159	ASTEI20_043305	AMIN009083
OG0005160	ASTEI20_043937	AMIN004077
OG0005161	ASTEI20_033464	AMIN004097
OG0005162	ASTEI20_039600	AMIN009085
OG0005163	ASTEI20_043953	AMIN015986
OG0005164	ASTEI20_032668	AMIN009084
OG0005165	ASTEI20_039501	AMIN004100
OG0005166	ASTEI20_040190	AMIN009081
OG0005167	ASTEI20_040875	AMIN005112
OG0005168	ASTEI20_035133	AMIN005110
OG0005169	ASTEI20_040374	AMIN008951
OG0005170	ASTEI20_042682	AMIN008993
OG0005171	ASTEI20_037657	AMIN008994
OG0005172	ASTEI20_039543	AMIN008778
OG0005173	ASTEI20_045669, ASTEI20_042655	AMIN001302
OG0005174	ASTEI20_042511	AMIN008948
OG0005175	ASTEI20_039405	AMIN004439
OG0005176	ASTEI20_042044	AMIN004438
OG0005177	ASTEI20_038920	AMIN010957
OG0005178	ASTEI20_041704	AMIN010975
OG0005179	ASTEI20_041142	AMIN010959
OG0005180	ASTEI20_037820	AMIN009997
OG0005181	ASTEI20_042331	AMIN011097
OG0005183	ASTEI20_045840	AMIN006335
OG0005184	ASTEI20_038019	AMIN009631
OG0005185	ASTEI20_035906	AMIN003324
OG0005186	ASTEI20_030974, ASTEI20_034850	AMIN006342
OG0005187	ASTEI20_038981	AMIN003325
OG0005188	ASTEI20_037713	AMIN003326
OG0005189	ASTEI20_036488	AMIN016239
OG0005190	ASTEI20_031372	AMIN003005
OG0005191	ASTEI20_034222	AMIN003622
OG0005192	ASTEI20_039109	AMIN003004
OG0005193	ASTEI20_038686	AMIN003621
OG0005194	ASTEI20_034705	AMIN003617
OG0005195	ASTEI20_043531, ASTEI20_037616	AMIN011649
OG0005196	ASTEI20_044343	AMIN011648
OG0005197	ASTEI20_032152	AMIN015925
OG0005198	ASTEI20_037813	AMIN006840
OG0005199	ASTEI20_031264	AMIN006838
OG0005200	ASTEI20_044997	AMIN006844
OG0005201	ASTEI20_035706	AMIN010946
OG0005202	ASTEI20_044779, ASTEI20_045724	AMIN004129
OG0005203	ASTEI20_039693	AMIN010948
OG0005204	ASTEI20_041037	AMIN015881
OG0005205	ASTEI20_038090	AMIN001739
OG0005206	ASTEI20_036404	AMIN001736
OG0005207	ASTEI20_041812	AMIN009838
OG0005208	ASTEI20_038456	AMIN009835
OG0005209	ASTEI20_045879	AMIN001737
OG0005210	ASTEI20_038291	AMIN001740
OG0005211	ASTEI20_037594	AMIN008888
OG0005212	ASTEI20_042193	AMIN006900
OG0005213	ASTEI20_035383	AMIN006898
OG0005214	ASTEI20_034085	AMIN008786
OG0005215	ASTEI20_037069	AMIN006899
OG0005216	ASTEI20_032615	AMIN006902
OG0005217	ASTEI20_031034	AMIN008889
OG0005218	ASTEI20_041967	AMIN006901
OG0005219	ASTEI20_042891	AMIN008787
OG0005220	ASTEI20_034774	AMIN005342
OG0005221	ASTEI20_032049	AMIN009538
OG0005222	ASTEI20_037180	AMIN009539
OG0005223	ASTEI20_032446	AMIN003723
OG0005224	ASTEI20_034690	AMIN003724
OG0005225	ASTEI20_037999	AMIN016271
OG0005226	ASTEI20_031655	AMIN003721
OG0005227	ASTEI20_039450	AMIN002384
OG0005228	ASTEI20_044802	AMIN003720
OG0005229	ASTEI20_033001	AMIN002371
OG0005230	ASTEI20_037658	AMIN003719
OG0005231	ASTEI20_036767	AMIN002395
OG0005232	ASTEI20_036347	AMIN004820
OG0005233	ASTEI20_032593	AMIN002391
OG0005234	ASTEI20_033693	AMIN002375
OG0005235	ASTEI20_034455	AMIN011509
OG0005236	ASTEI20_031542	AMIN011504
OG0005237	ASTEI20_038725	AMIN011501
OG0005238	ASTEI20_039235	AMIN011502
OG0005239	ASTEI20_037710	AMIN000981
OG0005240	ASTEI20_040432	AMIN009416
OG0005241	ASTEI20_035630	AMIN009415
OG0005242	ASTEI20_043667	AMIN001049
OG0005243	ASTEI20_033756	AMIN002673
OG0005244	ASTEI20_031187	AMIN002671
OG0005245	ASTEI20_040284	AMIN011420
OG0005246	ASTEI20_031639	AMIN001111
OG0005247	ASTEI20_031983	AMIN002832
OG0005248	ASTEI20_041756	AMIN001112
OG0005249	ASTEI20_038273	AMIN011517
OG0005250	ASTEI20_031172	AMIN002734
OG0005251	ASTEI20_046075	AMIN009359
OG0005252	ASTEI20_042087	AMIN006942
OG0005253	ASTEI20_037562	AMIN006944
OG0005254	ASTEI20_036677	AMIN006941
OG0005255	ASTEI20_041171	AMIN011152
OG0005256	ASTEI20_042974	AMIN010951
OG0005257	ASTEI20_045498	AMIN007314
OG0005258	ASTEI20_031095	AMIN007311
OG0005259	ASTEI20_040503	AMIN006397
OG0005260	ASTEI20_035047	AMIN001400
OG0005261	ASTEI20_045761	AMIN006398
OG0005262	ASTEI20_043569	AMIN006396
OG0005263	ASTEI20_033498	AMIN006399
OG0005264	ASTEI20_043589	AMIN001402
OG0005265	ASTEI20_032144	AMIN010437
OG0005267	ASTEI20_045339	AMIN004796
OG0005268	ASTEI20_033348	AMIN002656
OG0005269	ASTEI20_038671	AMIN003639
OG0005270	ASTEI20_032877	AMIN003360
OG0005271	ASTEI20_035737	AMIN000758
OG0005272	ASTEI20_034518	AMIN003361
OG0005273	ASTEI20_039750	AMIN004785
OG0005274	ASTEI20_037754	AMIN011497
OG0005275	ASTEI20_041033	AMIN000889
OG0005276	ASTEI20_043288	AMIN011559
OG0005277	ASTEI20_040689	AMIN003951
OG0005278	ASTEI20_041512	AMIN011233
OG0005279	ASTEI20_033216	AMIN011561
OG0005280	ASTEI20_031142	AMIN003026
OG0005281	ASTEI20_038364	AMIN003028
OG0005282	ASTEI20_031863	AMIN002162
OG0005283	ASTEI20_034889	AMIN001675
OG0005284	ASTEI20_034450	AMIN010425
OG0005285	ASTEI20_045618	AMIN001674
OG0005286	ASTEI20_041858	AMIN001680
OG0005287	ASTEI20_042534	AMIN009517
OG0005288	ASTEI20_044606	AMIN009518
OG0005290	ASTEI20_038902	AMIN006746
OG0005291	ASTEI20_038219	AMIN001416
OG0005292	ASTEI20_032638	AMIN006747
OG0005293	ASTEI20_042100	AMIN006749
OG0005294	ASTEI20_044003	AMIN006748
OG0005295	ASTEI20_031278	AMIN006258
OG0005297	ASTEI20_036067	AMIN001043
OG0005298	ASTEI20_034064	AMIN004596
OG0005299	ASTEI20_038283	AMIN016186
OG0005300	ASTEI20_039998	AMIN010090
OG0005301	ASTEI20_034710	AMIN010081
OG0005302	ASTEI20_034309	AMIN004658
OG0005303	ASTEI20_033056	AMIN004656
OG0005304	ASTEI20_041480	AMIN000700
OG0005305	ASTEI20_042250	AMIN003629
OG0005306	ASTEI20_040698	AMIN003769
OG0005307	ASTEI20_045441	AMIN003627
OG0005308	ASTEI20_039197	AMIN003628
OG0005309	ASTEI20_042859	AMIN005191
OG0005310	ASTEI20_032870	AMIN005511
OG0005311	ASTEI20_040813	AMIN002320
OG0005312	ASTEI20_033543, ASTEI20_036698	AMIN005574
OG0005313	ASTEI20_030994	AMIN002049
OG0005314	ASTEI20_036466	AMIN001070
OG0005315	ASTEI20_036645	AMIN005565
OG0005316	ASTEI20_036835	AMIN007174
OG0005317	ASTEI20_045438	AMIN006939
OG0005318	ASTEI20_033889	AMIN006937
OG0005319	ASTEI20_030804	AMIN006698
OG0005320	ASTEI20_035111	AMIN006700
OG0005321	ASTEI20_039461	AMIN006695
OG0005322	ASTEI20_036185	AMIN006687
OG0005323	ASTEI20_043177	AMIN001884
OG0005324	ASTEI20_039227	AMIN001877
OG0005325	ASTEI20_042326	AMIN001883
OG0005326	ASTEI20_043390	AMIN001882
OG0005327	ASTEI20_042531	AMIN005036
OG0005328	ASTEI20_038597	AMIN008310
OG0005329	ASTEI20_039335	AMIN005033
OG0005330	ASTEI20_033359	AMIN005035
OG0005331	ASTEI20_034227	AMIN008312
OG0005332	ASTEI20_040262	AMIN005034
OG0005333	ASTEI20_039846	AMIN006590
OG0005334	ASTEI20_032988	AMIN008034
OG0005335	ASTEI20_041542	AMIN008033
OG0005336	ASTEI20_031949	AMIN010864
OG0005337	ASTEI20_038704	AMIN008035
OG0005338	ASTEI20_037378	AMIN006610
OG0005339	ASTEI20_043184	AMIN000055
OG0005340	ASTEI20_041572	AMIN011592
OG0005341	ASTEI20_034669	AMIN011597
OG0005342	ASTEI20_036371	AMIN011600
OG0005343	ASTEI20_045002	AMIN011536
OG0005344	ASTEI20_042599	AMIN011594
OG0005345	ASTEI20_038631	AMIN011593
OG0005346	ASTEI20_031680	AMIN000240
OG0005347	ASTEI20_038437	AMIN002751
OG0005348	ASTEI20_045849	AMIN004752
OG0005349	ASTEI20_033881	AMIN004581
OG0005350	ASTEI20_037505	AMIN002687
OG0005351	ASTEI20_040258	AMIN011079
OG0005352	ASTEI20_035808	AMIN002685
OG0005353	ASTEI20_037246	AMIN002949
OG0005354	ASTEI20_036619	AMIN003100
OG0005355	ASTEI20_045863	AMIN001615
OG0005356	ASTEI20_041541	AMIN006696
OG0005357	ASTEI20_033198	AMIN001616
OG0005358	ASTEI20_046146	AMIN000128
OG0005359	ASTEI20_042764	AMIN007104
OG0005360	ASTEI20_034535	AMIN007099
OG0005361	ASTEI20_036033	AMIN007089
OG0005362	ASTEI20_041420	AMIN006111
OG0005363	ASTEI20_033253	AMIN006019
OG0005364	ASTEI20_045534	AMIN007101
OG0005365	ASTEI20_042274	AMIN015916
OG0005366	ASTEI20_033202	AMIN006022
OG0005367	ASTEI20_044212	AMIN015917
OG0005368	ASTEI20_034995	AMIN004300
OG0005369	ASTEI20_035477	AMIN004456
OG0005370	ASTEI20_045027	AMIN006869
OG0005371	ASTEI20_036746	AMIN004451
OG0005372	ASTEI20_041955	AMIN006866
OG0005373	ASTEI20_038158	AMIN001921
OG0005374	ASTEI20_032001	AMIN005357
OG0005375	ASTEI20_031293	AMIN007138
OG0005376	ASTEI20_045251	AMIN002251
OG0005377	ASTEI20_039261	AMIN007141
OG0005378	ASTEI20_035669	AMIN005333
OG0005379	ASTEI20_042920	AMIN006969
OG0005380	ASTEI20_035881	AMIN009264
OG0005381	ASTEI20_037233	AMIN008632
OG0005382	ASTEI20_042194	AMIN015529
OG0005383	ASTEI20_042005	AMIN009738
OG0005384	ASTEI20_033481	AMIN009742
OG0005385	ASTEI20_044946	AMIN009731
OG0005386	ASTEI20_039201	AMIN001723
OG0005387	ASTEI20_031449, ASTEI20_031859	AMIN016036
OG0005388	ASTEI20_038318, ASTEI20_033340	AMIN010514
OG0005390	ASTEI20_045549, ASTEI20_045520	AMIN010515
OG0005391	ASTEI20_041908, ASTEI20_041839	AMIN010516
OG0005392	ASTEI20_045225	AMIN001212
OG0005393	ASTEI20_045772	AMIN005411
OG0005394	ASTEI20_033537	AMIN005426
OG0005395	ASTEI20_045299	AMIN003318
OG0005396	ASTEI20_035893	AMIN000530
OG0005397	ASTEI20_035585	AMIN000527
OG0005398	ASTEI20_031498	AMIN016051
OG0005399	ASTEI20_043331	AMIN000739
OG0005400	ASTEI20_037035	AMIN002369
OG0005401	ASTEI20_045511	AMIN000404
OG0005402	ASTEI20_032377	AMIN003108
OG0005403	ASTEI20_044224	AMIN002549
OG0005404	ASTEI20_034118	AMIN003575
OG0005405	ASTEI20_035381	AMIN005633
OG0005406	ASTEI20_035367	AMIN000563
OG0005408	ASTEI20_040210	AMIN016279
OG0005409	ASTEI20_035714	AMIN016280
OG0005410	ASTEI20_034275	AMIN015847
OG0005411	ASTEI20_036134	AMIN002405
OG0005412	ASTEI20_031524	AMIN002312
OG0005413	ASTEI20_035683	AMIN002402
OG0005415	ASTEI20_037237	AMIN015846
OG0005416	ASTEI20_035774	AMIN002401
OG0005417	ASTEI20_039530	AMIN000310
OG0005418	ASTEI20_031575	AMIN000317
OG0005419	ASTEI20_035308	AMIN004556
OG0005420	ASTEI20_038417	AMIN000312
OG0005421	ASTEI20_042787	AMIN000313
OG0005422	ASTEI20_038016	AMIN004558
OG0005423	ASTEI20_032456	AMIN000315
OG0005424	ASTEI20_036855	AMIN000319
OG0005425	ASTEI20_039765	AMIN000430
OG0005426	ASTEI20_041696	AMIN004481
OG0005428	ASTEI20_044817	AMIN000465
OG0005430	ASTEI20_036752	AMIN000454
OG0005431	ASTEI20_040821	AMIN000450
OG0005432	ASTEI20_044566	AMIN000468
OG0005433	ASTEI20_042694	AMIN000463
OG0005434	ASTEI20_038488	AMIN000467
OG0005435	ASTEI20_036696	AMIN000458
OG0005436	ASTEI20_037940	AMIN000452
OG0005437	ASTEI20_031472	AMIN000472
OG0005438	ASTEI20_042737	AMIN006744
OG0005439	ASTEI20_037681	AMIN009048
OG0005440	ASTEI20_044371	AMIN010590
OG0005441	ASTEI20_031601	AMIN010591
OG0005442	ASTEI20_038590	AMIN004831
OG0005443	ASTEI20_043718	AMIN004828
OG0005444	ASTEI20_038970	AMIN002537
OG0005445	ASTEI20_040943	AMIN002540
OG0005446	ASTEI20_035764	AMIN016161
OG0005447	ASTEI20_035022	AMIN000490
OG0005448	ASTEI20_046053	AMIN000487
OG0005449	ASTEI20_042162	AMIN002535
OG0005450	ASTEI20_040890	AMIN002536
OG0005451	ASTEI20_037800	AMIN002534
OG0005452	ASTEI20_036365	AMIN002538
OG0005453	ASTEI20_033777	AMIN002542
OG0005454	ASTEI20_037637	AMIN002541
OG0005455	ASTEI20_040247	AMIN001106
OG0005456	ASTEI20_038303	AMIN008102
OG0005458	ASTEI20_044918	AMIN008328
OG0005459	ASTEI20_040224	AMIN001175
OG0005460	ASTEI20_032711	AMIN001631
OG0005461	ASTEI20_040819	AMIN001635
OG0005462	ASTEI20_043457	AMIN001177
OG0005463	ASTEI20_038164	AMIN001636
OG0005464	ASTEI20_031204	AMIN002609
OG0005465	ASTEI20_036292	AMIN015765
OG0005466	ASTEI20_035729	AMIN011278
OG0005467	ASTEI20_036290	AMIN004648
OG0005468	ASTEI20_030790	AMIN004647
OG0005469	ASTEI20_037479	AMIN003888
OG0005470	ASTEI20_041245	AMIN004639
OG0005471	ASTEI20_036229	AMIN004641
OG0005472	ASTEI20_045921	AMIN004652
OG0005473	ASTEI20_042663	AMIN008325
OG0005474	ASTEI20_039112	AMIN008319
OG0005475	ASTEI20_042841	AMIN008323
OG0005476	ASTEI20_043555	AMIN008327
OG0005477	ASTEI20_043670	AMIN008316
OG0005478	ASTEI20_030828	AMIN008315
OG0005479	ASTEI20_045356	AMIN008318
OG0005480	ASTEI20_033673	AMIN008320
OG0005481	ASTEI20_044853	AMIN001993
OG0005482	ASTEI20_034904	AMIN001984
OG0005483	ASTEI20_040067	AMIN001992
OG0005484	ASTEI20_035564	AMIN001988
OG0005485	ASTEI20_031654	AMIN004588
OG0005486	ASTEI20_033995	AMIN005558
OG0005488	ASTEI20_036295	AMIN001334
OG0005489	ASTEI20_043975, ASTEI20_035532	AMIN005798
OG0005490	ASTEI20_041865	AMIN010236
OG0005491	ASTEI20_032762	AMIN010233
OG0005492	ASTEI20_033959	AMIN010232
OG0005494	ASTEI20_036025	AMIN010237
OG0005495	ASTEI20_044917	AMIN009680
OG0005496	ASTEI20_033091	AMIN009675
OG0005497	ASTEI20_046152	AMIN009671
OG0005498	ASTEI20_034304	AMIN009676
OG0005499	ASTEI20_032531	AMIN009674
OG0005500	ASTEI20_037772	AMIN009681
OG0005501	ASTEI20_039280	AMIN009672
OG0005502	ASTEI20_045060	AMIN009679
OG0005503	ASTEI20_032464	AMIN005215
OG0005505	ASTEI20_031627	AMIN002703
OG0005506	ASTEI20_046039	AMIN005626
OG0005507	ASTEI20_037416	AMIN005334
OG0005508	ASTEI20_034300	AMIN002706
OG0005509	ASTEI20_036772	AMIN002705
OG0005510	ASTEI20_039614	AMIN007353
OG0005511	ASTEI20_043250	AMIN003054
OG0005512	ASTEI20_035576	AMIN011614
OG0005513	ASTEI20_039829	AMIN008572
OG0005514	ASTEI20_044299	AMIN008570
OG0005515	ASTEI20_036829	AMIN008895
OG0005516	ASTEI20_041751	AMIN009369
OG0005517	ASTEI20_038474	AMIN016194
OG0005518	ASTEI20_043444	AMIN005937
OG0005519	ASTEI20_031514	AMIN005929
OG0005520	ASTEI20_045767	AMIN005928
OG0005521	ASTEI20_046107	AMIN005927
OG0005522	ASTEI20_033328	AMIN005930
OG0005523	ASTEI20_036928	AMIN005935
OG0005524	ASTEI20_037556	AMIN006183
OG0005525	ASTEI20_034984	AMIN005931
OG0005526	ASTEI20_040202	AMIN004740
OG0005527	ASTEI20_044584	AMIN004743
OG0005528	ASTEI20_041663	AMIN001840
OG0005529	ASTEI20_032348	AMIN001839
OG0005530	ASTEI20_046150	AMIN001844
OG0005531	ASTEI20_037358	AMIN011069
OG0005532	ASTEI20_036519	AMIN011239
OG0005533	ASTEI20_035771	AMIN007613
OG0005534	ASTEI20_042848	AMIN011237
OG0005535	ASTEI20_037327	AMIN003271
OG0005536	ASTEI20_042692	AMIN003268
OG0005537	ASTEI20_035499	AMIN003260
OG0005538	ASTEI20_036758	AMIN003265
OG0005539	ASTEI20_038326	AMIN003266
OG0005540	ASTEI20_031001	AMIN002021
OG0005541	ASTEI20_037633	AMIN011166
OG0005542	ASTEI20_036099	AMIN011167
OG0005543	ASTEI20_033453	AMIN011169
OG0005544	ASTEI20_036153	AMIN011165
OG0005545	ASTEI20_040352	AMIN001392
OG0005546	ASTEI20_041510	AMIN009512
OG0005547	ASTEI20_034542	AMIN002806
OG0005548	ASTEI20_033982	AMIN002807
OG0005549	ASTEI20_039959	AMIN002804
OG0005550	ASTEI20_041230	AMIN002814
OG0005551	ASTEI20_033585	AMIN008255
OG0005552	ASTEI20_037884	AMIN003612
OG0005553	ASTEI20_034528	AMIN008646
OG0005554	ASTEI20_034017	AMIN008659
OG0005555	ASTEI20_044445	AMIN009031
OG0005556	ASTEI20_032610	AMIN008645
OG0005557	ASTEI20_032164	AMIN008660
OG0005558	ASTEI20_033751	AMIN008647
OG0005559	ASTEI20_034816	AMIN008651
OG0005560	ASTEI20_044833	AMIN008224
OG0005561	ASTEI20_040227	AMIN009009
OG0005562	ASTEI20_042006	AMIN006507
OG0005563	ASTEI20_042427	AMIN006502
OG0005564	ASTEI20_031081	AMIN006505
OG0005565	ASTEI20_044783	AMIN006515
OG0005566	ASTEI20_039852	AMIN006510
OG0005567	ASTEI20_037715	AMIN006506
OG0005568	ASTEI20_034504	AMIN011472
OG0005569	ASTEI20_038584	AMIN011473
OG0005570	ASTEI20_042982	AMIN011471
OG0005571	ASTEI20_043635	AMIN011474
OG0005572	ASTEI20_031967	AMIN002791
OG0005573	ASTEI20_040861	AMIN004849
OG0005574	ASTEI20_037861	AMIN004627
OG0005575	ASTEI20_036485	AMIN002880
OG0005576	ASTEI20_033962	AMIN004857
OG0005577	ASTEI20_035494	AMIN004858
OG0005578	ASTEI20_033720	AMIN004851
OG0005579	ASTEI20_032797	AMIN004856
OG0005580	ASTEI20_040604	AMIN002881
OG0005581	ASTEI20_041737	AMIN004811
OG0005582	ASTEI20_042970	AMIN003125
OG0005583	ASTEI20_042622	AMIN014281
OG0005584	ASTEI20_035623	AMIN003347
OG0005585	ASTEI20_036082	AMIN000354
OG0005586	ASTEI20_034679	AMIN006313
OG0005587	ASTEI20_032187	AMIN006312
OG0005588	ASTEI20_042728	AMIN001490
OG0005589	ASTEI20_043745	AMIN006306
OG0005590	ASTEI20_035502	AMIN009073
OG0005591	ASTEI20_041906	AMIN009435
OG0005592	ASTEI20_031040	AMIN006311
OG0005593	ASTEI20_043861	AMIN006314
OG0005594	ASTEI20_034458	AMIN010981
OG0005595	ASTEI20_042228	AMIN010982
OG0005596	ASTEI20_038939	AMIN007900
OG0005597	ASTEI20_045204	AMIN008118
OG0005598	ASTEI20_040233	AMIN008113
OG0005599	ASTEI20_033206	AMIN007056
OG0005600	ASTEI20_031559	AMIN011156
OG0005601	ASTEI20_037224	AMIN006493
OG0005602	ASTEI20_038224	AMIN010224
OG0005603	ASTEI20_042399	AMIN002204
OG0005604	ASTEI20_043087	AMIN002203
OG0005605	ASTEI20_038370	AMIN001222
OG0005606	ASTEI20_035537	AMIN003385
OG0005608	ASTEI20_036126	AMIN005768
OG0005609	ASTEI20_045330	AMIN005581
OG0005610	ASTEI20_037178	AMIN007634
OG0005611	ASTEI20_038513	AMIN004010
OG0005612	ASTEI20_042870	AMIN004008
OG0005613	ASTEI20_037081	AMIN011570
OG0005614	ASTEI20_044989	AMIN010710
OG0005615	ASTEI20_043778	AMIN010712
OG0005616	ASTEI20_032562	AMIN003741
OG0005617	ASTEI20_033911	AMIN002179
OG0005618	ASTEI20_035780	AMIN002178
OG0005619	ASTEI20_037429	AMIN016228
OG0005620	ASTEI20_042671	AMIN011124
OG0005621	ASTEI20_045072	AMIN011123
OG0005622	ASTEI20_041215	AMIN011122
OG0005623	ASTEI20_034146	AMIN011121
OG0005624	ASTEI20_036979	AMIN006089
OG0005625	ASTEI20_040670	AMIN009622
OG0005626	ASTEI20_044474	AMIN001665
OG0005627	ASTEI20_043442	AMIN009840
OG0005628	ASTEI20_040948	AMIN001663
OG0005629	ASTEI20_037419	AMIN001666
OG0005630	ASTEI20_045110	AMIN010759
OG0005631	ASTEI20_043598	AMIN010758
OG0005632	ASTEI20_040993	AMIN010570
OG0005633	ASTEI20_038152	AMIN011161
OG0005634	ASTEI20_035756	AMIN010567
OG0005635	ASTEI20_038094	AMIN010565
OG0005636	ASTEI20_036301	AMIN010569
OG0005637	ASTEI20_043069	AMIN010566
OG0005638	ASTEI20_035836	AMIN011163
OG0005639	ASTEI20_043247	AMIN010479
OG0005640	ASTEI20_033594	AMIN010568
OG0005641	ASTEI20_038846	AMIN000818
OG0005642	ASTEI20_039336	AMIN000234
OG0005643	ASTEI20_039038	AMIN000235
OG0005644	ASTEI20_041803	AMIN003179
OG0005645	ASTEI20_037124	AMIN003183
OG0005646	ASTEI20_034492	AMIN003184
OG0005649	ASTEI20_044271	AMIN005988
OG0005650	ASTEI20_032385	AMIN009717
OG0005651	ASTEI20_035651	AMIN006816
OG0005653	ASTEI20_039481	AMIN005772
OG0005654	ASTEI20_031824	AMIN002048
OG0005655	ASTEI20_037440	AMIN002971
OG0005656	ASTEI20_044395	AMIN002970
OG0005657	ASTEI20_040630	AMIN003904
OG0005658	ASTEI20_045611	AMIN010901
OG0005659	ASTEI20_044846	AMIN010900
OG0005660	ASTEI20_045825	AMIN010903
OG0005661	ASTEI20_033964	AMIN010208
OG0005662	ASTEI20_040111	AMIN008945
OG0005663	ASTEI20_037433	AMIN015975
OG0005664	ASTEI20_033838	AMIN008912
OG0005665	ASTEI20_033291	AMIN010447
OG0005666	ASTEI20_038351	AMIN010443
OG0005667	ASTEI20_040612	AMIN010040
OG0005668	ASTEI20_045692	AMIN008845
OG0005669	ASTEI20_033950	AMIN008166
OG0005670	ASTEI20_039774	AMIN001229
OG0005671	ASTEI20_045398	AMIN006348
OG0005672	ASTEI20_032525	AMIN006354
OG0005673	ASTEI20_038613	AMIN006345
OG0005674	ASTEI20_045952	AMIN006349
OG0005675	ASTEI20_038949	AMIN006346
OG0005676	ASTEI20_039076	AMIN008444
OG0005677	ASTEI20_032856	AMIN007350
OG0005678	ASTEI20_032222	AMIN010414
OG0005679	ASTEI20_045097	AMIN010418
OG0005680	ASTEI20_044146	AMIN010413
OG0005681	ASTEI20_032691	AMIN015776
OG0005682	ASTEI20_032031	AMIN010417
OG0005683	ASTEI20_044850	AMIN004923
