Orthogroup	AstephensiUCISS2018	Aalbopictus_AalbF5
OG0004550	ASTEI20_037063	LOC109411514
OG0004551	ASTEI20_040984, ASTEI20_041055	LOC109421319
OG0004552	ASTEI20_044473	LOC109411708
OG0004553	ASTEI20_041228	LOC109621941
OG0004554	ASTEI20_031946	LOC109401057
OG0004555	ASTEI20_042961	LOC109429338
OG0004556	ASTEI20_033210	LOC109418687
OG0004557	ASTEI20_045628	LOC109433635
OG0004558	ASTEI20_036456	LOC109418686
OG0004559	ASTEI20_043867	LOC109433622
OG0004560	ASTEI20_039905	LOC109424554
OG0004561	ASTEI20_033117	LOC109424523
OG0004562	ASTEI20_038136	LOC115253431
OG0004563	ASTEI20_037845	LOC109417151
OG0004564	ASTEI20_045745	LOC109411979
OG0004565	ASTEI20_043061	LOC109417150
OG0004566	ASTEI20_041056	LOC109424545
OG0004567	ASTEI20_033988	LOC109417153
OG0004568	ASTEI20_032181	LOC109424550
OG0004569	ASTEI20_045310	LOC109428767
OG0004570	ASTEI20_036908	LOC109430452
OG0004571	ASTEI20_038362	LOC109409564
OG0004572	ASTEI20_041752	LOC115268973
OG0004573	ASTEI20_041722	LOC109430482
OG0004574	ASTEI20_031579	LOC109411734
OG0004575	ASTEI20_035792	LOC109409570
OG0004576	ASTEI20_043130	LOC109430456
OG0004577	ASTEI20_042826	LOC109409567
OG0004578	ASTEI20_033817	LOC109409574
OG0004579	ASTEI20_043883	LOC109426524
OG0004580	ASTEI20_033504	LOC109408552
OG0004581	ASTEI20_045962	LOC109429590
OG0004582	ASTEI20_033413	LOC109429583
OG0004583	ASTEI20_039271	LOC109429582
OG0004584	ASTEI20_042603	LOC109429586
OG0004585	ASTEI20_038965	LOC109429576
OG0004586	ASTEI20_034259	LOC109397521
OG0004587	ASTEI20_032591	LOC109622824
OG0004588	ASTEI20_039074	LOC109622825
OG0004589	ASTEI20_038343	LOC109397513
OG0004590	ASTEI20_032045	LOC109622804
OG0004591	ASTEI20_031105	LOC109621499
OG0004592	ASTEI20_036124	LOC109397548
OG0004593	ASTEI20_045824	LOC109397539
OG0004594	ASTEI20_042515	LOC109622815
OG0004595	ASTEI20_039492	LOC109431004
OG0004596	ASTEI20_032523	LOC109430936
OG0004597	ASTEI20_046020	LOC109412100
OG0004598	ASTEI20_032826	LOC109431022
OG0004599	ASTEI20_046129	LOC109406930
OG0004600	ASTEI20_044201	LOC109430882
OG0004601	ASTEI20_040868	LOC109406923
OG0004602	ASTEI20_044554	LOC109430995
OG0004603	ASTEI20_040538	LOC109406927
OG0004604	ASTEI20_032030	LOC109412128
OG0004605	ASTEI20_034635	LOC109399283
OG0004606	ASTEI20_037184	LOC109399262
OG0004607	ASTEI20_036178	LOC109429082
OG0004608	ASTEI20_034586	LOC109404038
OG0004609	ASTEI20_034457	LOC109432062
OG0004610	ASTEI20_037426	LOC109404007
OG0004611	ASTEI20_038360	LOC109404013
OG0004612	ASTEI20_042370	LOC109402594
OG0004613	ASTEI20_035480	LOC109401663
OG0004614	ASTEI20_045885	LOC109420358
OG0004615	ASTEI20_037009	LOC109420362
OG0004616	ASTEI20_034776	LOC115257403
OG0004617	ASTEI20_043056	LOC109420360
OG0004618	ASTEI20_031672	LOC109417267
OG0004619	ASTEI20_038593	LOC109432379
OG0004620	ASTEI20_042266	LOC109412130
OG0004621	ASTEI20_043355	LOC109423053
OG0004622	ASTEI20_041923	LOC109431799, LOC134286075
OG0004623	ASTEI20_038129	LOC115253700
OG0004624	ASTEI20_039978	LOC109419757
OG0004625	ASTEI20_038950	LOC115253784
OG0004626	ASTEI20_041340	LOC109419739
OG0004627	ASTEI20_042576	LOC109398250
OG0004628	ASTEI20_033993	LOC115255033
OG0004629	ASTEI20_032885	LOC109419740
OG0004630	ASTEI20_037263	LOC109419769
OG0004631	ASTEI20_031205	LOC109419738
OG0004632	ASTEI20_033214	LOC109398260
OG0004633	ASTEI20_038099	LOC109420048
OG0004634	ASTEI20_039770	LOC134287871
OG0004635	ASTEI20_043612	LOC109400343
OG0004636	ASTEI20_044795	LOC134287872
OG0004637	ASTEI20_035131	LOC115254141
OG0004638	ASTEI20_039882	LOC109425183
OG0004639	ASTEI20_045550	LOC134287873
OG0004640	ASTEI20_044160	LOC109400337
OG0004641	ASTEI20_042527	LOC109400335
OG0004642	ASTEI20_031589	LOC109415881
OG0004643	ASTEI20_045903	LOC115261816
OG0004644	ASTEI20_044698, ASTEI20_040936	LOC109418671
OG0004645	ASTEI20_034396	LOC109424755, LOC109417217
OG0004646	ASTEI20_034799	LOC109413483
OG0004647	ASTEI20_031525	LOC115253479
OG0004648	ASTEI20_032386	LOC109413482
OG0004649	ASTEI20_035995	LOC109410785
OG0004650	ASTEI20_032072	LOC115270152
OG0004651	ASTEI20_045736	LOC109413521
OG0004652	ASTEI20_033578	LOC109413518
OG0004653	ASTEI20_041151	LOC109410795
OG0004654	ASTEI20_033211	LOC109410794
OG0004655	ASTEI20_041661	LOC109410793
OG0004656	ASTEI20_037730	LOC109410775
OG0004657	ASTEI20_037304	LOC109415920, LOC109415919
OG0004658	ASTEI20_031604	LOC109411500
OG0004659	ASTEI20_041526	LOC109405420
OG0004660	ASTEI20_045453	LOC109405414
OG0004661	ASTEI20_038788	LOC109621728
OG0004662	ASTEI20_032408	LOC109420237
OG0004663	ASTEI20_031621	LOC109397319
OG0004664	ASTEI20_043733	LOC109420246
OG0004665	ASTEI20_036965	LOC109420257
OG0004666	ASTEI20_039393	LOC115265331
OG0004667	ASTEI20_040778	LOC109397339
OG0004668	ASTEI20_043983	LOC109397352
OG0004669	ASTEI20_041632	LOC109412354
OG0004670	ASTEI20_034299	LOC134287962
OG0004671	ASTEI20_041094	LOC109412350, LOC109416190
OG0004672	ASTEI20_035254	LOC109428932
OG0004673	ASTEI20_032265, ASTEI20_039825, ASTEI20_039391	LOC109408794
OG0004674	ASTEI20_032808	LOC109415057
OG0004675	ASTEI20_036383	LOC109622588
OG0004676	ASTEI20_044128	LOC109415047
OG0004677	ASTEI20_035464	LOC115264939
OG0004678	ASTEI20_035242	LOC109621964
OG0004679	ASTEI20_034828	LOC109621958
OG0004680	ASTEI20_038066	LOC109621947
OG0004681	ASTEI20_040666	LOC109621952
OG0004682	ASTEI20_032318	LOC109621962
OG0004683	ASTEI20_042892	LOC109415040
OG0004684	ASTEI20_040803	LOC109621949
OG0004685	ASTEI20_037319	LOC109404209
OG0004686	ASTEI20_038644	LOC109621974
OG0004687	ASTEI20_036687	LOC109415045
OG0004688	ASTEI20_043932	LOC109407024
OG0004689	ASTEI20_041519	LOC109429703
OG0004690	ASTEI20_033636	LOC109402527
OG0004691	ASTEI20_042936	LOC109429702
OG0004692	ASTEI20_030943	LOC109416792
OG0004693	ASTEI20_036791	LOC109402578
OG0004694	ASTEI20_032632	LOC109416782
OG0004695	ASTEI20_036881	LOC109402598
OG0004696	ASTEI20_043901	LOC109429704
OG0004697	ASTEI20_041789	LOC109416802
OG0004698	ASTEI20_034936	LOC115262072
OG0004700	ASTEI20_033019	LOC109414624
OG0004701	ASTEI20_035364	LOC109414612
OG0004702	ASTEI20_041690	LOC109414597
OG0004703	ASTEI20_036440	LOC109424830
OG0004704	ASTEI20_036905	LOC109414601
OG0004705	ASTEI20_040872	LOC109414593
OG0004706	ASTEI20_038454	LOC109414606
OG0004707	ASTEI20_039695	LOC109424850
OG0004708	ASTEI20_032122	LOC109414605
OG0004709	ASTEI20_038205	LOC115270899
OG0004710	ASTEI20_039218	LOC109413884
OG0004711	ASTEI20_037615	LOC109426258
OG0004712	ASTEI20_043723	LOC109398043
OG0004713	ASTEI20_041720	LOC109411191
OG0004714	ASTEI20_036559	LOC109400777
OG0004715	ASTEI20_039969	LOC109399594
OG0004716	ASTEI20_037876	LOC109400801
OG0004717	ASTEI20_043159	LOC109411189
OG0004718	ASTEI20_039266	LOC109399622
OG0004719	ASTEI20_032376	LOC109398115
OG0004720	ASTEI20_045273	LOC109423177
OG0004721	ASTEI20_031549	LOC115266637
OG0004722	ASTEI20_031810	LOC109406928
OG0004723	ASTEI20_034311	LOC109409668
OG0004724	ASTEI20_036557	LOC109401727
OG0004725	ASTEI20_040973	LOC115265371
OG0004726	ASTEI20_044936	LOC115265366
OG0004727	ASTEI20_033435	LOC115265751
OG0004728	ASTEI20_031102	LOC109409672
OG0004729	ASTEI20_031737	LOC109406056
OG0004730	ASTEI20_033556	LOC115265374
OG0004731	ASTEI20_044790	LOC109406058
OG0004732	ASTEI20_040982	LOC109409656
OG0004733	ASTEI20_031312	LOC109409650
OG0004734	ASTEI20_032492	LOC109417297
OG0004735	ASTEI20_031133	LOC115266602
OG0004736	ASTEI20_044514	LOC109423702
OG0004737	ASTEI20_041475	LOC115254193
OG0004738	ASTEI20_045865	LOC109415778
OG0004739	ASTEI20_043726	LOC109424043
OG0004740	ASTEI20_036081	LOC109415335
OG0004741	ASTEI20_040720	LOC115266610
OG0004742	ASTEI20_035569	LOC115266597
OG0004743	ASTEI20_044559	LOC109423801
OG0004744	ASTEI20_041423	LOC109432201
OG0004745	ASTEI20_044131	LOC109397815
OG0004746	ASTEI20_040019	LOC109420223
OG0004747	ASTEI20_035483	LOC109405359
OG0004748	ASTEI20_038004	LOC109420220
OG0004749	ASTEI20_034665	LOC115255641
OG0004750	ASTEI20_034658	LOC109405365
OG0004751	ASTEI20_042759	LOC109425214
OG0004752	ASTEI20_034547	LOC109424717
OG0004753	ASTEI20_045796	LOC109412773
OG0004754	ASTEI20_038710	LOC109397407
OG0004755	ASTEI20_042684	LOC109424722
OG0004756	ASTEI20_042969	LOC109411290
OG0004757	ASTEI20_039880	LOC109410021
OG0004758	ASTEI20_040980	LOC109410022
OG0004759	ASTEI20_033009	LOC109419674, LOC115265750
OG0004760	ASTEI20_044185	LOC109419676
OG0004761	ASTEI20_040780	LOC109433032
OG0004762	ASTEI20_038162	LOC109411282
OG0004763	ASTEI20_034650	LOC109433087
OG0004764	ASTEI20_044551	LOC109420651
OG0004765	ASTEI20_032105	LOC109426199
OG0004766	ASTEI20_030969	LOC109429462
OG0004767	ASTEI20_044569	LOC115263759
OG0004768	ASTEI20_045184	LOC109420653
OG0004769	ASTEI20_040578	LOC109401083
OG0004770	ASTEI20_041206	LOC109415959
OG0004771	ASTEI20_041686	LOC109400973
OG0004772	ASTEI20_044589	LOC109400989
OG0004773	ASTEI20_034781	LOC109400990
OG0004774	ASTEI20_035587	LOC109400876
OG0004775	ASTEI20_041213	LOC134283972, LOC109429301
OG0004776	ASTEI20_036100, ASTEI20_045502	LOC109398222
OG0004777	ASTEI20_039098	LOC109400818
OG0004778	ASTEI20_043478	LOC109398221
OG0004779	ASTEI20_041321	LOC115259414
OG0004780	ASTEI20_042773	LOC115263769
OG0004781	ASTEI20_044192	LOC115259822
OG0004782	ASTEI20_034789	LOC109429313
OG0004783	ASTEI20_042352	LOC109427436
OG0004784	ASTEI20_031996	LOC109427449, LOC134285225
OG0004785	ASTEI20_039538	LOC109427441
OG0004786	ASTEI20_033160	LOC115254483
OG0004787	ASTEI20_042392	LOC109413726
OG0004788	ASTEI20_045788	LOC109409628
OG0004789	ASTEI20_031482	LOC109429377
OG0004790	ASTEI20_038487	LOC109429367
OG0004791	ASTEI20_033936	LOC109409615
OG0004792	ASTEI20_031800	LOC109413695
OG0004793	ASTEI20_038511	LOC109429376
OG0004794	ASTEI20_045594	LOC109409620
OG0004795	ASTEI20_039816	LOC109433516
OG0004796	ASTEI20_030911	LOC109410650
OG0004797	ASTEI20_041061	LOC109433480
OG0004798	ASTEI20_039686	LOC109410708
OG0004799	ASTEI20_044259	LOC109410665
OG0004800	ASTEI20_038228	LOC109410667
OG0004801	ASTEI20_038719	LOC109433478
OG0004802	ASTEI20_044975	LOC109410654
OG0004803	ASTEI20_038047	LOC109410652
OG0004804	ASTEI20_038499	LOC109427069
OG0004805	ASTEI20_034521	LOC109411331
OG0004806	ASTEI20_042911	LOC109427619
OG0004807	ASTEI20_046060	LOC109417984
OG0004808	ASTEI20_031075	LOC109416331
OG0004809	ASTEI20_045646	LOC109427621
OG0004810	ASTEI20_040109	LOC109431131
OG0004811	ASTEI20_037777	LOC109431116
OG0004812	ASTEI20_040362	LOC109431083
OG0004813	ASTEI20_033299	LOC115261055
OG0004814	ASTEI20_035156	LOC134287753, LOC109421021
OG0004815	ASTEI20_031957	LOC109423625
OG0004816	ASTEI20_042251	LOC109407580
OG0004817	ASTEI20_037519	LOC115262185
OG0004818	ASTEI20_038705	LOC109407579
OG0004819	ASTEI20_040185	LOC109425850
OG0004820	ASTEI20_037045	LOC109425843
OG0004821	ASTEI20_040987	LOC109425913
OG0004822	ASTEI20_041668	LOC109401792
OG0004823	ASTEI20_043499	LOC109406138
OG0004824	ASTEI20_035832	LOC109406152
OG0004825	ASTEI20_039351	LOC109401765
OG0004826	ASTEI20_039573	LOC109428008
OG0004827	ASTEI20_044286	LOC109418190
OG0004828	ASTEI20_039288	LOC109397881
OG0004829	ASTEI20_042855	LOC109397884
OG0004830	ASTEI20_038011	LOC109416129
OG0004831	ASTEI20_043736	LOC109416128
OG0004832	ASTEI20_041532	LOC109402099
OG0004833	ASTEI20_041393	LOC115254981
OG0004834	ASTEI20_044220	LOC109402103
OG0004835	ASTEI20_039296	LOC115254988
OG0004836	ASTEI20_041992	LOC115254982
OG0004837	ASTEI20_045227	LOC109402115
OG0004838	ASTEI20_033799	LOC115254978
OG0004839	ASTEI20_042631	LOC109402101
OG0004840	ASTEI20_037789	LOC109425677
OG0004841	ASTEI20_044751	LOC109399352
OG0004842	ASTEI20_043746	LOC109433397
OG0004843	ASTEI20_043688	LOC115268809
OG0004844	ASTEI20_041856	LOC109428908
OG0004845	ASTEI20_031103	LOC109421015
OG0004846	ASTEI20_044745	LOC109433363
OG0004847	ASTEI20_043205	LOC109399347
OG0004848	ASTEI20_040957	LOC109433368
OG0004849	ASTEI20_044367	LOC109406306
OG0004850	ASTEI20_041846	LOC109422773
OG0004851	ASTEI20_034523	LOC109417145
OG0004852	ASTEI20_045359	LOC109422772
OG0004853	ASTEI20_045304	LOC109402499
OG0004854	ASTEI20_032818	LOC109621384
OG0004855	ASTEI20_042921	LOC109621391
OG0004856	ASTEI20_035489	LOC109621734
OG0004857	ASTEI20_038609	LOC115268609
OG0004858	ASTEI20_043575	LOC109425124
OG0004859	ASTEI20_040721	LOC109621383
OG0004860	ASTEI20_045467	LOC109402479
OG0004861	ASTEI20_036027	LOC109402491
OG0004862	ASTEI20_032704	LOC109621380
OG0004863	ASTEI20_034513	LOC109402509
OG0004864	ASTEI20_038050	LOC109433355
OG0004865	ASTEI20_042439	LOC109433366
OG0004866	ASTEI20_033014	LOC109433389
OG0004867	ASTEI20_045559	LOC109433396
OG0004868	ASTEI20_033482	LOC109400934
OG0004869	ASTEI20_040895	LOC109400911
OG0004870	ASTEI20_038448	LOC109430448
OG0004871	ASTEI20_042080	LOC109430360
OG0004872	ASTEI20_032990	LOC109432134
OG0004873	ASTEI20_041354	LOC109410067
OG0004874	ASTEI20_043845	LOC109432139
OG0004875	ASTEI20_037383	LOC109410069
OG0004876	ASTEI20_044063	LOC109408933
OG0004877	ASTEI20_035785	LOC109408932
OG0004878	ASTEI20_037549	LOC109423006
OG0004879	ASTEI20_040709	LOC109415625
OG0004880	ASTEI20_032496	LOC109415627
OG0004881	ASTEI20_031277	LOC109408930
OG0004882	ASTEI20_031139	LOC109415626
OG0004883	ASTEI20_034493	LOC109433624
OG0004884	ASTEI20_032327	LOC109432381
OG0004885	ASTEI20_043846	LOC109399010
OG0004886	ASTEI20_038841	LOC109398962
OG0004887	ASTEI20_041290	LOC109399059
OG0004888	ASTEI20_037630	LOC115254125
OG0004889	ASTEI20_032994	LOC109398993
OG0004890	ASTEI20_045609	LOC109398914
OG0004891	ASTEI20_031061	LOC109410035
OG0004892	ASTEI20_033047	LOC109419650
OG0004893	ASTEI20_038608	LOC115264841
OG0004894	ASTEI20_031349	LOC109405273
OG0004895	ASTEI20_037733	LOC109429172
OG0004896	ASTEI20_032946	LOC109398796
OG0004897	ASTEI20_038847	LOC109398798
OG0004898	ASTEI20_044041	LOC109429174
OG0004899	ASTEI20_037608	LOC109429189
OG0004900	ASTEI20_045523	LOC109398804
OG0004901	ASTEI20_035023	LOC109429182
OG0004902	ASTEI20_038737	LOC115261372
OG0004903	ASTEI20_043477	LOC109424102
OG0004904	ASTEI20_039357	LOC109416295
OG0004905	ASTEI20_043108	LOC109424067
OG0004906	ASTEI20_043922	LOC109416297
OG0004907	ASTEI20_042144	LOC109416303
OG0004908	ASTEI20_042309	LOC109416292
OG0004909	ASTEI20_035592	LOC109416293
OG0004910	ASTEI20_031767	LOC109413902
OG0004911	ASTEI20_034350	LOC109421114
OG0004912	ASTEI20_036125	LOC109413900
OG0004913	ASTEI20_042997	LOC109412620
OG0004914	ASTEI20_042395	LOC109419967
OG0004915	ASTEI20_035929	LOC109404761
OG0004916	ASTEI20_039698	LOC109621275
OG0004917	ASTEI20_037851	LOC109404762
OG0004918	ASTEI20_043921	LOC109404752
OG0004919	ASTEI20_042365	LOC109411723
OG0004920	ASTEI20_040126	LOC109411721
OG0004921	ASTEI20_033941	LOC109421405
OG0004922	ASTEI20_044125	LOC109420649
OG0004923	ASTEI20_032026	LOC109411726
OG0004924	ASTEI20_039005	LOC109408611
OG0004925	ASTEI20_033000	LOC115263397
OG0004926	ASTEI20_045459	LOC109421952
OG0004927	ASTEI20_040827	LOC109408613
OG0004928	ASTEI20_037550	LOC109421935
OG0004929	ASTEI20_042054	LOC109427111
OG0004930	ASTEI20_031839	LOC109427121
OG0004931	ASTEI20_043197	LOC109400172
OG0004932	ASTEI20_042804	LOC109427117
OG0004933	ASTEI20_033428	LOC109427099
OG0004934	ASTEI20_040380	LOC109400204
OG0004935	ASTEI20_042265	LOC109400192
OG0004936	ASTEI20_046027	LOC109430300
OG0004937	ASTEI20_034181	LOC109431949
OG0004938	ASTEI20_038730	LOC109430284
OG0004939	ASTEI20_031832	LOC109430298
OG0004940	ASTEI20_041922	LOC115254112
OG0004941	ASTEI20_037922	LOC109431943
OG0004942	ASTEI20_038254	LOC109430264
OG0004943	ASTEI20_039427	LOC109430279
OG0004944	ASTEI20_038371	LOC109430265
OG0004945	ASTEI20_036106	LOC109397409
OG0004946	ASTEI20_042048	LOC109397423
OG0004947	ASTEI20_031673	LOC109401575, LOC134291598
OG0004948	ASTEI20_040248	LOC109401606
OG0004949	ASTEI20_033586	LOC109621796
OG0004950	ASTEI20_039192	LOC109403594
OG0004951	ASTEI20_043387	LOC109403475
OG0004952	ASTEI20_045871	LOC109414772
OG0004953	ASTEI20_039322	LOC109414765
OG0004954	ASTEI20_035786	LOC109415679
OG0004955	ASTEI20_032151, ASTEI20_044114	LOC109415678
OG0004956	ASTEI20_042212	LOC109413668
OG0004957	ASTEI20_045686	LOC109413669
OG0004958	ASTEI20_032999	LOC109413670
OG0004959	ASTEI20_036974	LOC109413679
OG0004960	ASTEI20_032368	LOC109413683
OG0004961	ASTEI20_043363	LOC109413663
OG0004962	ASTEI20_034426	LOC109413664
OG0004963	ASTEI20_045196	LOC109425010
OG0004964	ASTEI20_045630	LOC109425025
OG0004965	ASTEI20_031038	LOC109413800
OG0004966	ASTEI20_033178	LOC109421874
OG0004967	ASTEI20_042247	LOC109424049
OG0004968	ASTEI20_033076	LOC109416416
OG0004969	ASTEI20_032102	LOC115253785
OG0004970	ASTEI20_042665	LOC109425251
OG0004971	ASTEI20_036069	LOC109401731, LOC109422690
OG0004972	ASTEI20_037639	LOC109412287
OG0004973	ASTEI20_031749	LOC109412780
OG0004974	ASTEI20_044503	LOC109418125
OG0004975	ASTEI20_037539	LOC109418320
OG0004976	ASTEI20_035485	LOC109428094
OG0004977	ASTEI20_036626	LOC115269611
OG0004978	ASTEI20_037144	LOC109427053
OG0004979	ASTEI20_045338	LOC109416235
OG0004980	ASTEI20_031379	LOC109418468
OG0004981	ASTEI20_044242	LOC109408900
OG0004982	ASTEI20_039380	LOC109408902
OG0004983	ASTEI20_034117	LOC109408915
OG0004985	ASTEI20_032811	LOC109418471
OG0004986	ASTEI20_038860	LOC109408918
OG0004987	ASTEI20_034235	LOC109424512
OG0004988	ASTEI20_039113	LOC115253470
OG0004989	ASTEI20_043462	LOC109407176
OG0004990	ASTEI20_041654	LOC115255185
OG0004991	ASTEI20_036566	LOC109430545
OG0004992	ASTEI20_034722	LOC115260131
OG0004993	ASTEI20_033948, ASTEI20_033333	LOC134284728
OG0004994	ASTEI20_032024	LOC109430546
OG0004995	ASTEI20_044875	LOC109425892
OG0004996	ASTEI20_030910	LOC109425978
OG0004997	ASTEI20_032586	LOC109425976
OG0004998	ASTEI20_042463	LOC109425985
OG0004999	ASTEI20_031254	LOC109425994
OG0005000	ASTEI20_034138	LOC109426000
OG0005001	ASTEI20_036315	LOC109426004
OG0005002	ASTEI20_045390	LOC115256091
OG0005003	ASTEI20_034087	LOC109414080
OG0005004	ASTEI20_040790	LOC109414078, LOC134289046
OG0005005	ASTEI20_035223	LOC109414079
OG0005006	ASTEI20_042958	LOC109414086
OG0005007	ASTEI20_038951	LOC109421641
OG0005008	ASTEI20_044635	LOC109421618
OG0005009	ASTEI20_033078	LOC109407320
OG0005010	ASTEI20_041209	LOC109407322
OG0005011	ASTEI20_042438	LOC109421643
OG0005012	ASTEI20_034621	LOC109421642
OG0005013	ASTEI20_038436	LOC109407327
OG0005014	ASTEI20_040613	LOC109421631
OG0005015	ASTEI20_032484	LOC134287523
OG0005016	ASTEI20_044866	LOC115262255
OG0005017	ASTEI20_038819	LOC109402506
OG0005018	ASTEI20_039760	LOC109402516
OG0005019	ASTEI20_044592, ASTEI20_037990	LOC109402503
OG0005020	ASTEI20_033218	LOC109402145
OG0005021	ASTEI20_035644	LOC109402517
OG0005022	ASTEI20_042835	LOC109402496
OG0005023	ASTEI20_034698	LOC109621731
OG0005024	ASTEI20_039707	LOC134287520
OG0005025	ASTEI20_034992	LOC109399311
OG0005026	ASTEI20_030944	LOC109399304
OG0005027	ASTEI20_031520	LOC109399358
OG0005028	ASTEI20_045768	LOC109399376
OG0005029	ASTEI20_033505	LOC109428283
OG0005030	ASTEI20_031476	LOC109428278
OG0005031	ASTEI20_035272	LOC109422277
OG0005032	ASTEI20_032337	LOC109422813
OG0005033	ASTEI20_033892	LOC109421803
OG0005034	ASTEI20_035565	LOC109421791
OG0005035	ASTEI20_036697	LOC109421799
OG0005036	ASTEI20_036220	LOC109404637
OG0005037	ASTEI20_032363	LOC109404613
OG0005038	ASTEI20_039316	LOC109416572
OG0005039	ASTEI20_035739	LOC109411693
OG0005040	ASTEI20_031738	LOC109404622
OG0005041	ASTEI20_034078	LOC109404611
OG0005042	ASTEI20_044871	LOC109411683
OG0005043	ASTEI20_030812	LOC109416574
OG0005044	ASTEI20_040363	LOC109398092
OG0005045	ASTEI20_045798	LOC109418980
OG0005046	ASTEI20_033143	LOC109398060, LOC115269207
OG0005047	ASTEI20_045975	LOC109398212
OG0005048	ASTEI20_036972	LOC115269203
OG0005049	ASTEI20_041691	LOC109419709
OG0005050	ASTEI20_030822	LOC109419715
OG0005051	ASTEI20_042267	LOC109418899
OG0005052	ASTEI20_043735	LOC109419716
OG0005053	ASTEI20_033539	LOC109397934
OG0005054	ASTEI20_044728	LOC109398102
OG0005055	ASTEI20_036120	LOC109415473
OG0005056	ASTEI20_032387	LOC109429485
OG0005057	ASTEI20_043651	LOC109425692
OG0005058	ASTEI20_037957	LOC115264542
OG0005059	ASTEI20_044576	LOC109432127
OG0005060	ASTEI20_031740	LOC115263716
OG0005061	ASTEI20_034780	LOC109398346
OG0005062	ASTEI20_045987	LOC109398308
OG0005063	ASTEI20_038515	LOC109398292
OG0005064	ASTEI20_033778	LOC109429811
OG0005066	ASTEI20_045432	LOC109420402
OG0005067	ASTEI20_045460	LOC109426876
OG0005068	ASTEI20_043410	LOC109623393
OG0005069	ASTEI20_043730	LOC109420090
OG0005070	ASTEI20_035654, ASTEI20_032910	LOC109406242
OG0005071	ASTEI20_044427	LOC115257864
OG0005072	ASTEI20_031013, ASTEI20_037518	LOC109411908
OG0005073	ASTEI20_040808	LOC109431864
OG0005074	ASTEI20_040348	LOC109420089
OG0005075	ASTEI20_044722	LOC109431874
OG0005076	ASTEI20_039964	LOC109420088
OG0005077	ASTEI20_033593	LOC109405902
OG0005078	ASTEI20_035102	LOC109407230
OG0005079	ASTEI20_031599	LOC115258575
OG0005080	ASTEI20_032950	LOC109407233
OG0005081	ASTEI20_043089	LOC109414301
OG0005082	ASTEI20_038160	LOC109414293
OG0005083	ASTEI20_031225	LOC109405904
OG0005084	ASTEI20_031488	LOC109405896
OG0005085	ASTEI20_034886	LOC109421146
OG0005086	ASTEI20_037182	LOC109410554
OG0005087	ASTEI20_039387, ASTEI20_045889	LOC109421166
OG0005088	ASTEI20_043295	LOC109423201
OG0005089	ASTEI20_031125	LOC109397285
OG0005090	ASTEI20_045847	LOC109423204
OG0005091	ASTEI20_036286	LOC115257160
OG0005092	ASTEI20_045887	LOC109397295
OG0005093	ASTEI20_035348	LOC109426597
OG0005094	ASTEI20_032008	LOC109426575
OG0005095	ASTEI20_033355	LOC109426581
OG0005096	ASTEI20_044758	LOC109426576
OG0005097	ASTEI20_034715	LOC109406578
OG0005098	ASTEI20_045406	LOC109406573
OG0005099	ASTEI20_036083	LOC109410532
OG0005100	ASTEI20_043561	LOC109427229
OG0005101	ASTEI20_043259	LOC115265281
OG0005102	ASTEI20_043166	LOC109427326
OG0005103	ASTEI20_036000	LOC109426572
OG0005104	ASTEI20_040264	LOC109418789
OG0005105	ASTEI20_042778	LOC109418814
OG0005106	ASTEI20_039440	LOC109418819
OG0005107	ASTEI20_043544	LOC109418805
OG0005108	ASTEI20_042801	LOC109415076
OG0005109	ASTEI20_037104	LOC109414121
OG0005110	ASTEI20_031535	LOC109414120
OG0005111	ASTEI20_041795	LOC109415075
OG0005112	ASTEI20_033738	LOC109403945
OG0005113	ASTEI20_041903	LOC109414127
OG0005114	ASTEI20_041105	LOC109403726
OG0005115	ASTEI20_030829	LOC109403958
OG0005116	ASTEI20_040422	LOC109426430
OG0005117	ASTEI20_041172	LOC109427510
OG0005118	ASTEI20_039206	LOC115264856
OG0005119	ASTEI20_045473	LOC109402085
OG0005120	ASTEI20_035619	LOC115264855
OG0005121	ASTEI20_032934	LOC109414164
OG0005122	ASTEI20_041015	LOC109414168
OG0005123	ASTEI20_040974	LOC109414165
OG0005124	ASTEI20_040119	LOC109414170
OG0005125	ASTEI20_030865	LOC109414174
OG0005126	ASTEI20_042551	LOC109414175
OG0005127	ASTEI20_035356	LOC109414169
OG0005128	ASTEI20_032172	LOC109426386, LOC134284610
OG0005129	ASTEI20_044319	LOC109403422
OG0005130	ASTEI20_036893	LOC109403560
OG0005131	ASTEI20_032674	LOC115267914
OG0005132	ASTEI20_045343	LOC109423339
OG0005133	ASTEI20_041030	LOC115253596
OG0005134	ASTEI20_036075	LOC109423332
OG0005135	ASTEI20_030800	LOC115265439
OG0005136	ASTEI20_042470	LOC109423328
OG0005137	ASTEI20_034434	LOC109423331
OG0005138	ASTEI20_041544	LOC109423336
OG0005139	ASTEI20_045545	LOC134283922
OG0005140	ASTEI20_035993	LOC109398535
OG0005141	ASTEI20_031221	LOC109416523
OG0005142	ASTEI20_040795	LOC115260118
OG0005143	ASTEI20_039226	LOC115253562
OG0005145	ASTEI20_031683	LOC115260117, LOC109431912
OG0005146	ASTEI20_042341	LOC109426525
OG0005147	ASTEI20_032066	LOC109426522
OG0005148	ASTEI20_040814	LOC109405502
OG0005149	ASTEI20_037764	LOC109414614
OG0005150	ASTEI20_045260	LOC109427321
OG0005151	ASTEI20_044107	LOC109405490
