Orthogroup	AstephensiUCISS2018	AsinensisChina
OG0005005	ASTEI20_035223	ASIC006354
OG0005006	ASTEI20_042958	ASIC017020
OG0005007	ASTEI20_038951	ASIC010630
OG0005008	ASTEI20_044635	ASIC010593
OG0005009	ASTEI20_033078	ASIC010641
OG0005010	ASTEI20_041209	ASIC012129
OG0005011	ASTEI20_042438	ASIC012031
OG0005012	ASTEI20_034621	ASIC012140
OG0005013	ASTEI20_038436	ASIC006071
OG0005014	ASTEI20_040613	ASIC010607
OG0005015	ASTEI20_032484	ASIC009992
OG0005016	ASTEI20_044866	ASIC009997
OG0005017	ASTEI20_038819	ASIC010000
OG0005018	ASTEI20_039760	ASIC009981
OG0005019	ASTEI20_044592, ASTEI20_037990	ASIC020709
OG0005020	ASTEI20_033218	ASIC013102
OG0005021	ASTEI20_035644	ASIC009983
OG0005022	ASTEI20_042835	ASIC013101
OG0005023	ASTEI20_034698	ASIC020742
OG0005024	ASTEI20_039707	ASIC009995
OG0005025	ASTEI20_034992	ASIC015270
OG0005026	ASTEI20_030944	ASIC015269
OG0005027	ASTEI20_031520	ASIC015340
OG0005028	ASTEI20_045768	ASIC015329
OG0005029	ASTEI20_033505	ASIC013409
OG0005030	ASTEI20_031476	ASIC016206
OG0005031	ASTEI20_035272	ASIC011446
OG0005032	ASTEI20_032337	ASIC011460
OG0005033	ASTEI20_033892	ASIC011442
OG0005034	ASTEI20_035565	ASIC011461
OG0005035	ASTEI20_036697	ASIC011453
OG0005036	ASTEI20_036220	ASIC007269
OG0005037	ASTEI20_032363	ASIC007263
OG0005038	ASTEI20_039316	ASIC007416
OG0005039	ASTEI20_035739	ASIC007252
OG0005040	ASTEI20_031738	ASIC007268
OG0005041	ASTEI20_034078	ASIC007265
OG0005042	ASTEI20_044871	ASIC007262
OG0005043	ASTEI20_030812	ASIC007415
OG0005044	ASTEI20_040363	ASIC012899
OG0005045	ASTEI20_045798	ASIC012913
OG0005046	ASTEI20_033143	ASIC012904
OG0005047	ASTEI20_045975	ASIC002889
OG0005048	ASTEI20_036972	ASIC002894
OG0005049	ASTEI20_041691	ASIC002887
OG0005050	ASTEI20_030822	ASIC002893
OG0005051	ASTEI20_042267	ASIC012911
OG0005052	ASTEI20_043735	ASIC002891
OG0005053	ASTEI20_033539	ASIC012912
OG0005054	ASTEI20_044728	ASIC012985
OG0005055	ASTEI20_036120	ASIC011103
OG0005056	ASTEI20_032387	ASIC020134
OG0005057	ASTEI20_043651	ASIC018986
OG0005058	ASTEI20_037957	ASIC011102
OG0005059	ASTEI20_044576	ASIC003589
OG0005060	ASTEI20_031740	ASIC003570
OG0005061	ASTEI20_034780	ASIC003745
OG0005062	ASTEI20_045987	ASIC014384
OG0005063	ASTEI20_038515	ASIC007227
OG0005064	ASTEI20_033778	ASIC007444
OG0005066	ASTEI20_045432	ASIC016004
OG0005067	ASTEI20_045460	ASIC022179
OG0005068	ASTEI20_043410	ASIC022180
OG0005069	ASTEI20_043730	ASIC004286
OG0005071	ASTEI20_044427	ASIC020805
OG0005073	ASTEI20_040808	ASIC011458
OG0005074	ASTEI20_040348	ASIC004287
OG0005075	ASTEI20_044722	ASIC011381
OG0005076	ASTEI20_039964	ASIC004288
OG0005077	ASTEI20_033593	ASIC009955
OG0005078	ASTEI20_035102	ASIC017269
OG0005079	ASTEI20_031599	ASIC009996
OG0005080	ASTEI20_032950	ASIC017265
OG0005081	ASTEI20_043089	ASIC017264
OG0005082	ASTEI20_038160	ASIC017270
OG0005083	ASTEI20_031225	ASIC014665
OG0005084	ASTEI20_031488	ASIC009957
OG0005085	ASTEI20_034886	ASIC018123
OG0005086	ASTEI20_037182	ASIC018124
OG0005087	ASTEI20_039387, ASTEI20_045889	ASIC018106
OG0005088	ASTEI20_043295	ASIC003523
OG0005089	ASTEI20_031125	ASIC020816
OG0005090	ASTEI20_045847	ASIC012785
OG0005091	ASTEI20_036286	ASIC003520
OG0005092	ASTEI20_045887	ASIC015105
OG0005093	ASTEI20_035348	ASIC016628
OG0005094	ASTEI20_032008	ASIC003122
OG0005095	ASTEI20_033355	ASIC003117
OG0005096	ASTEI20_044758	ASIC003118
OG0005097	ASTEI20_034715	ASIC016330
OG0005098	ASTEI20_045406	ASIC016331
OG0005099	ASTEI20_036083	ASIC016265
OG0005100	ASTEI20_043561	ASIC016328
OG0005101	ASTEI20_043259	ASIC014855
OG0005102	ASTEI20_043166	ASIC016287
OG0005103	ASTEI20_036000	ASIC016329
OG0005104	ASTEI20_040264	ASIC012022
OG0005105	ASTEI20_042778	ASIC004986
OG0005106	ASTEI20_039440	ASIC005002
OG0005107	ASTEI20_043544	ASIC012023
OG0005108	ASTEI20_042801	ASIC001787
OG0005109	ASTEI20_037104	ASIC013239
OG0005110	ASTEI20_031535	ASIC013238
OG0005111	ASTEI20_041795	ASIC001788
OG0005112	ASTEI20_033738	ASIC017828
OG0005113	ASTEI20_041903	ASIC012631
OG0005114	ASTEI20_041105	ASIC017827
OG0005115	ASTEI20_030829	ASIC017829
OG0005116	ASTEI20_040422	ASIC017830
OG0005117	ASTEI20_041172	ASIC008046
OG0005118	ASTEI20_039206	ASIC007567
OG0005119	ASTEI20_045473	ASIC009654
OG0005120	ASTEI20_035619	ASIC007552
OG0005121	ASTEI20_032934	ASIC010552
OG0005122	ASTEI20_041015	ASIC000878
OG0005123	ASTEI20_040974	ASIC010553
OG0005124	ASTEI20_040119	ASIC000876
OG0005125	ASTEI20_030865	ASIC000872
OG0005126	ASTEI20_042551	ASIC000873
OG0005127	ASTEI20_035356	ASIC000877
OG0005128	ASTEI20_032172	ASIC015442
OG0005130	ASTEI20_036893	ASIC015445
OG0005131	ASTEI20_032674	ASIC017798
OG0005132	ASTEI20_045343	ASIC003696
OG0005133	ASTEI20_041030	ASIC003694
OG0005134	ASTEI20_036075	ASIC003708
OG0005135	ASTEI20_030800	ASIC003692
OG0005136	ASTEI20_042470	ASIC003711
OG0005137	ASTEI20_034434	ASIC003709
OG0005138	ASTEI20_041544	ASIC003706
OG0005139	ASTEI20_045545	ASIC003712
OG0005140	ASTEI20_035993	ASIC013412
OG0005142	ASTEI20_040795	ASIC007465
OG0005143	ASTEI20_039226	ASIC008355
OG0005144	ASTEI20_042178	ASIC001844
OG0005146	ASTEI20_042341	ASIC003672
OG0005147	ASTEI20_032066	ASIC003671
OG0005148	ASTEI20_040814	ASIC007089
OG0005149	ASTEI20_037764	ASIC021810
OG0005150	ASTEI20_045260	ASIC009027
OG0005151	ASTEI20_044107	ASIC021459
OG0005152	ASTEI20_035085	ASIC000603
OG0005153	ASTEI20_042181	ASIC006419
OG0005154	ASTEI20_036146	ASIC002678
OG0005155	ASTEI20_039108	ASIC006418
OG0005156	ASTEI20_044714	ASIC006445
OG0005157	ASTEI20_030891	ASIC007440
OG0005158	ASTEI20_044137	ASIC006443
OG0005159	ASTEI20_043305	ASIC005306
OG0005160	ASTEI20_043937	ASIC020123
OG0005161	ASTEI20_033464	ASIC020128
OG0005163	ASTEI20_043953	ASIC005320
OG0005164	ASTEI20_032668	ASIC005295
OG0005165	ASTEI20_039501	ASIC020157
OG0005166	ASTEI20_040190	ASIC005319
OG0005167	ASTEI20_040875	ASIC006776
OG0005168	ASTEI20_035133	ASIC006781
OG0005169	ASTEI20_040374	ASIC018017
OG0005170	ASTEI20_042682	ASIC015514
OG0005171	ASTEI20_037657	ASIC015513
OG0005172	ASTEI20_039543	ASIC005054
OG0005174	ASTEI20_042511	ASIC018010
OG0005175	ASTEI20_039405	ASIC006002
OG0005176	ASTEI20_042044	ASIC006003
OG0005177	ASTEI20_038920	ASIC011608
OG0005178	ASTEI20_041704	ASIC015083
OG0005179	ASTEI20_041142	ASIC011611
OG0005180	ASTEI20_037820	ASIC021207
OG0005181	ASTEI20_042331	ASIC018546
OG0005182	ASTEI20_042931, ASTEI20_033013	ASIC018561
OG0005183	ASTEI20_045840	ASIC017671
OG0005184	ASTEI20_038019	ASIC006458
OG0005185	ASTEI20_035906	ASIC004664
OG0005186	ASTEI20_030974, ASTEI20_034850	ASIC014220
OG0005187	ASTEI20_038981	ASIC004663
OG0005188	ASTEI20_037713	ASIC004662
OG0005189	ASTEI20_036488	ASIC008361
OG0005190	ASTEI20_031372	ASIC005782
OG0005191	ASTEI20_034222	ASIC021000
OG0005192	ASTEI20_039109	ASIC005786
OG0005193	ASTEI20_038686	ASIC020999
OG0005194	ASTEI20_034705	ASIC020994
OG0005195	ASTEI20_043531, ASTEI20_037616	ASIC018418
OG0005196	ASTEI20_044343	ASIC018407
OG0005197	ASTEI20_032152	ASIC017715
OG0005198	ASTEI20_037813	ASIC014586
OG0005199	ASTEI20_031264	ASIC014589
OG0005200	ASTEI20_044997	ASIC014567
OG0005201	ASTEI20_035706	ASIC011713
OG0005203	ASTEI20_039693	ASIC011714
OG0005204	ASTEI20_041037	ASIC011120
OG0005205	ASTEI20_038090	ASIC013846
OG0005206	ASTEI20_036404	ASIC013840
OG0005207	ASTEI20_041812	ASIC006116
OG0005208	ASTEI20_038456	ASIC006113
OG0005209	ASTEI20_045879	ASIC013841
OG0005210	ASTEI20_038291	ASIC013850
OG0005211	ASTEI20_037594	ASIC011917
OG0005212	ASTEI20_042193	ASIC017846
OG0005213	ASTEI20_035383	ASIC017843
OG0005214	ASTEI20_034085	ASIC005045
OG0005215	ASTEI20_037069	ASIC017844
OG0005216	ASTEI20_032615	ASIC017849
OG0005217	ASTEI20_031034	ASIC011919
OG0005218	ASTEI20_041967	ASIC017847
OG0005219	ASTEI20_042891	ASIC005044
OG0005220	ASTEI20_034774	ASIC003949
OG0005221	ASTEI20_032049	ASIC017198
OG0005222	ASTEI20_037180	ASIC017193
OG0005223	ASTEI20_032446	ASIC008008
OG0005224	ASTEI20_034690	ASIC008009
OG0005225	ASTEI20_037999	ASIC020680
OG0005226	ASTEI20_031655	ASIC008006
OG0005227	ASTEI20_039450	ASIC020687
OG0005228	ASTEI20_044802	ASIC008005
OG0005229	ASTEI20_033001	ASIC020086
OG0005230	ASTEI20_037658	ASIC008003
OG0005231	ASTEI20_036767	ASIC013295
OG0005232	ASTEI20_036347	ASIC020250
OG0005233	ASTEI20_032593	ASIC012503
OG0005234	ASTEI20_033693	ASIC009846
OG0005235	ASTEI20_034455	ASIC016477
OG0005236	ASTEI20_031542	ASIC016482
OG0005237	ASTEI20_038725	ASIC016485
OG0005238	ASTEI20_039235	ASIC016484
OG0005239	ASTEI20_037710	ASIC009941
OG0005240	ASTEI20_040432	ASIC020745
OG0005241	ASTEI20_035630	ASIC020744
OG0005242	ASTEI20_043667	ASIC010820
OG0005243	ASTEI20_033756	ASIC008408
OG0005244	ASTEI20_031187	ASIC008405
OG0005245	ASTEI20_040284	ASIC016035
OG0005246	ASTEI20_031639	ASIC013460
OG0005247	ASTEI20_031983	ASIC013343
OG0005248	ASTEI20_041756	ASIC013459
OG0005249	ASTEI20_038273	ASIC016533
OG0005250	ASTEI20_031172	ASIC021046
OG0005251	ASTEI20_046075	ASIC015434
OG0005252	ASTEI20_042087	ASIC015408
OG0005253	ASTEI20_037562	ASIC015411
OG0005254	ASTEI20_036677	ASIC015405
OG0005255	ASTEI20_041171	ASIC016380
OG0005256	ASTEI20_042974	ASIC011719
OG0005257	ASTEI20_045498	ASIC012344
OG0005258	ASTEI20_031095	ASIC012350
OG0005259	ASTEI20_040503	ASIC003169
OG0005260	ASTEI20_035047	ASIC006587
OG0005261	ASTEI20_045761	ASIC003168
OG0005262	ASTEI20_043569	ASIC003170
OG0005263	ASTEI20_033498	ASIC003165
OG0005264	ASTEI20_043589	ASIC006590
OG0005265	ASTEI20_032144	ASIC019788
OG0005266	ASTEI20_036002, ASTEI20_042154	ASIC012925
OG0005267	ASTEI20_045339	ASIC003070
OG0005268	ASTEI20_033348	ASIC011970
OG0005269	ASTEI20_038671	ASIC013972
OG0005270	ASTEI20_032877	ASIC004087
OG0005271	ASTEI20_035737	ASIC013314
OG0005272	ASTEI20_034518	ASIC004084
OG0005273	ASTEI20_039750	ASIC012656
OG0005274	ASTEI20_037754	ASIC016502
OG0005275	ASTEI20_041033	ASIC003210
OG0005276	ASTEI20_043288	ASIC012377
OG0005277	ASTEI20_040689	ASIC021811
OG0005278	ASTEI20_041512	ASIC011008
OG0005279	ASTEI20_033216	ASIC012375
OG0005280	ASTEI20_031142	ASIC020045
OG0005281	ASTEI20_038364	ASIC020035
OG0005282	ASTEI20_031863	ASIC008357
OG0005283	ASTEI20_034889	ASIC006050
OG0005284	ASTEI20_034450	ASIC019803
OG0005285	ASTEI20_045618	ASIC006051
OG0005286	ASTEI20_041858	ASIC006112
OG0005287	ASTEI20_042534	ASIC017231
OG0005288	ASTEI20_044606	ASIC017230
OG0005289	ASTEI20_033724	ASIC017228
OG0005290	ASTEI20_038902	ASIC008658
OG0005291	ASTEI20_038219	ASIC006611
OG0005292	ASTEI20_032638	ASIC000263
OG0005293	ASTEI20_042100	ASIC008665
OG0005294	ASTEI20_044003	ASIC008663
OG0005295	ASTEI20_031278	ASIC016256
OG0005296	ASTEI20_040867	ASIC010832
OG0005297	ASTEI20_036067	ASIC010830
OG0005298	ASTEI20_034064	ASIC007968
OG0005299	ASTEI20_038283	ASIC009371
OG0005300	ASTEI20_039998	ASIC019084
OG0005301	ASTEI20_034710	ASIC019060
OG0005302	ASTEI20_034309	ASIC011374
OG0005304	ASTEI20_041480	ASIC020273
OG0005305	ASTEI20_042250	ASIC021015
OG0005306	ASTEI20_040698	ASIC021354
OG0005307	ASTEI20_045441	ASIC021009
OG0005308	ASTEI20_039197	ASIC021014
OG0005309	ASTEI20_042859	ASIC009671
OG0005310	ASTEI20_032870	ASIC006355
OG0005311	ASTEI20_040813	ASIC002463
OG0005312	ASTEI20_033543, ASTEI20_036698	ASIC016638
OG0005313	ASTEI20_030994	ASIC010253
OG0005314	ASTEI20_036466	ASIC020420
OG0005315	ASTEI20_036645	ASIC007664
OG0005316	ASTEI20_036835	ASIC005924
OG0005317	ASTEI20_045438	ASIC015403
OG0005318	ASTEI20_033889	ASIC015401
OG0005319	ASTEI20_030804	ASIC002805
OG0005321	ASTEI20_039461	ASIC002809
OG0005322	ASTEI20_036185	ASIC002788
OG0005323	ASTEI20_043177	ASIC007228
OG0005324	ASTEI20_039227	ASIC007236
OG0005325	ASTEI20_042326	ASIC007230
OG0005326	ASTEI20_043390	ASIC007231
OG0005328	ASTEI20_038597	ASIC019312
OG0005329	ASTEI20_039335	ASIC009326
OG0005330	ASTEI20_033359	ASIC009328
OG0005331	ASTEI20_034227	ASIC019314
OG0005332	ASTEI20_040262	ASIC009327
OG0005333	ASTEI20_039846	ASIC005403
OG0005334	ASTEI20_032988	ASIC018703
OG0005335	ASTEI20_041542	ASIC018702
OG0005336	ASTEI20_031949	ASIC018790
OG0005337	ASTEI20_038704	ASIC018705
OG0005338	ASTEI20_037378	ASIC005252
OG0005339	ASTEI20_043184	ASIC013496
OG0005340	ASTEI20_041572	ASIC008504
OG0005341	ASTEI20_034669	ASIC008505
OG0005342	ASTEI20_036371	ASIC009201
OG0005343	ASTEI20_045002	ASIC019220
OG0005344	ASTEI20_042599	ASIC008506
OG0005345	ASTEI20_038631	ASIC008511
OG0005346	ASTEI20_031680	ASIC003161
OG0005347	ASTEI20_038437	ASIC016622
OG0005348	ASTEI20_045849	ASIC020573
OG0005349	ASTEI20_033881	ASIC008451
OG0005350	ASTEI20_037505	ASIC010170
OG0005351	ASTEI20_040258	ASIC018480
OG0005353	ASTEI20_037246	ASIC011228
OG0005354	ASTEI20_036619	ASIC002701
OG0005355	ASTEI20_045863	ASIC010715
OG0005356	ASTEI20_041541	ASIC002807
OG0005357	ASTEI20_033198	ASIC010716
OG0005358	ASTEI20_046146	ASIC010905
OG0005359	ASTEI20_042764	ASIC007161
OG0005360	ASTEI20_034535	ASIC007462
OG0005361	ASTEI20_036033	ASIC007360
OG0005362	ASTEI20_041420	ASIC014374
OG0005363	ASTEI20_033253	ASIC013082
OG0005364	ASTEI20_045534	ASIC007139
OG0005365	ASTEI20_042274	ASIC013078
OG0005366	ASTEI20_033202	ASIC013080
OG0005367	ASTEI20_044212	ASIC013076
OG0005368	ASTEI20_034995	ASIC017770
OG0005369	ASTEI20_035477	ASIC022362
OG0005370	ASTEI20_045027	ASIC017795
OG0005371	ASTEI20_036746	ASIC022357
OG0005372	ASTEI20_041955	ASIC017785
OG0005373	ASTEI20_038158	ASIC007157
OG0005374	ASTEI20_032001	ASIC017092
OG0005375	ASTEI20_031293	ASIC007469
OG0005376	ASTEI20_045251	ASIC011425
OG0005377	ASTEI20_039261	ASIC007140
OG0005378	ASTEI20_035669	ASIC003936
OG0005379	ASTEI20_042920	ASIC015572
OG0005380	ASTEI20_035881	ASIC008470
OG0005381	ASTEI20_037233	ASIC002478
OG0005382	ASTEI20_042194	ASIC008469
OG0005383	ASTEI20_042005	ASIC020785
OG0005384	ASTEI20_033481	ASIC020781
OG0005385	ASTEI20_044946	ASIC006694
OG0005386	ASTEI20_039201	ASIC010001
OG0005388	ASTEI20_038318, ASTEI20_033340	ASIC002911
OG0005389	ASTEI20_035359, ASTEI20_036036	ASIC002860
OG0005391	ASTEI20_041908, ASTEI20_041839	ASIC002897
OG0005392	ASTEI20_045225	ASIC009468
OG0005393	ASTEI20_045772	ASIC020372
OG0005394	ASTEI20_033537	ASIC020358
OG0005395	ASTEI20_045299	ASIC004676
OG0005396	ASTEI20_035893	ASIC008249
OG0005397	ASTEI20_035585	ASIC008245
OG0005398	ASTEI20_031498	ASIC004613
OG0005400	ASTEI20_037035	ASIC020084
OG0005401	ASTEI20_045511	ASIC021521
OG0005402	ASTEI20_032377	ASIC021392
OG0005403	ASTEI20_044224	ASIC001840
OG0005404	ASTEI20_034118	ASIC004740
OG0005405	ASTEI20_035381	ASIC007114
OG0005406	ASTEI20_035367	ASIC020083
OG0005407	ASTEI20_041787	ASIC006288
OG0005408	ASTEI20_040210	ASIC013282
OG0005409	ASTEI20_035714	ASIC013270
OG0005410	ASTEI20_034275	ASIC009103
OG0005411	ASTEI20_036134	ASIC013273
OG0005412	ASTEI20_031524	ASIC011463
OG0005413	ASTEI20_035683	ASIC013283
OG0005414	ASTEI20_041428	ASIC013284
OG0005415	ASTEI20_037237	ASIC009102
OG0005416	ASTEI20_035774	ASIC013285
OG0005418	ASTEI20_031575	ASIC013379
OG0005419	ASTEI20_035308	ASIC014835
OG0005420	ASTEI20_038417	ASIC021655
OG0005421	ASTEI20_042787	ASIC021644
OG0005422	ASTEI20_038016	ASIC014839
OG0005423	ASTEI20_032456	ASIC021633
OG0005424	ASTEI20_036855	ASIC013325
OG0005425	ASTEI20_039765	ASIC008277
OG0005426	ASTEI20_041696	ASIC022208
OG0005428	ASTEI20_044817	ASIC008147
OG0005429	ASTEI20_038475	ASIC008150
OG0005430	ASTEI20_036752	ASIC008325
OG0005431	ASTEI20_040821	ASIC008316
OG0005432	ASTEI20_044566	ASIC008151
OG0005434	ASTEI20_038488	ASIC008149
OG0005435	ASTEI20_036696	ASIC008332
OG0005436	ASTEI20_037940	ASIC008318
OG0005437	ASTEI20_031472	ASIC008154
OG0005438	ASTEI20_042737	ASIC008645
OG0005439	ASTEI20_037681	ASIC008377
OG0005440	ASTEI20_044371	ASIC007833
OG0005441	ASTEI20_031601	ASIC007834
OG0005442	ASTEI20_038590	ASIC011113
OG0005443	ASTEI20_043718	ASIC011109
OG0005444	ASTEI20_038970	ASIC010565
OG0005445	ASTEI20_040943	ASIC010558
OG0005446	ASTEI20_035764	ASIC010570
OG0005447	ASTEI20_035022	ASIC008194
OG0005448	ASTEI20_046053	ASIC008191
OG0005449	ASTEI20_042162	ASIC010568
OG0005450	ASTEI20_040890	ASIC010566
OG0005451	ASTEI20_037800	ASIC010569
OG0005452	ASTEI20_036365	ASIC010564
OG0005453	ASTEI20_033777	ASIC010555
OG0005454	ASTEI20_037637	ASIC010557
OG0005455	ASTEI20_040247	ASIC013467
OG0005456	ASTEI20_038303	ASIC011267
OG0005458	ASTEI20_044918	ASIC015377
OG0005459	ASTEI20_040224	ASIC016185
OG0005460	ASTEI20_032711	ASIC010741
OG0005461	ASTEI20_040819	ASIC010742
OG0005462	ASTEI20_043457	ASIC016187
OG0005463	ASTEI20_038164	ASIC010743
OG0005464	ASTEI20_031204	ASIC008882
OG0005465	ASTEI20_036292	ASIC012952
OG0005466	ASTEI20_035729	ASIC018673
OG0005467	ASTEI20_036290	ASIC021643
OG0005468	ASTEI20_030790	ASIC021645
OG0005469	ASTEI20_037479	ASIC021657
OG0005470	ASTEI20_041245	ASIC021650
OG0005471	ASTEI20_036229	ASIC021646
OG0005472	ASTEI20_045921	ASIC021639
OG0005473	ASTEI20_042663	ASIC015368
OG0005474	ASTEI20_039112	ASIC019329
OG0005475	ASTEI20_042841	ASIC019336
OG0005476	ASTEI20_043555	ASIC015376
OG0005477	ASTEI20_043670	ASIC019322
OG0005478	ASTEI20_030828	ASIC019321
OG0005479	ASTEI20_045356	ASIC019323
OG0005480	ASTEI20_033673	ASIC019331
OG0005481	ASTEI20_044853	ASIC020468
OG0005482	ASTEI20_034904	ASIC020459
OG0005483	ASTEI20_040067	ASIC020466
OG0005484	ASTEI20_035564	ASIC020462
OG0005485	ASTEI20_031654	ASIC002486
OG0005486	ASTEI20_033995	ASIC007649
OG0005487	ASTEI20_044533	ASIC013442
OG0005488	ASTEI20_036295	ASIC002668
OG0005489	ASTEI20_043975, ASTEI20_035532	ASIC009577
OG0005490	ASTEI20_041865	ASIC003736
OG0005491	ASTEI20_032762	ASIC007711
OG0005492	ASTEI20_033959	ASIC004843
OG0005494	ASTEI20_036025	ASIC003735
OG0005495	ASTEI20_044917	ASIC015796
OG0005496	ASTEI20_033091	ASIC015790
OG0005497	ASTEI20_046152	ASIC015785
OG0005498	ASTEI20_034304	ASIC015791
OG0005499	ASTEI20_032531	ASIC015789
OG0005500	ASTEI20_037772	ASIC015797
OG0005501	ASTEI20_039280	ASIC015786
OG0005502	ASTEI20_045060	ASIC015795
OG0005503	ASTEI20_032464	ASIC006312
OG0005505	ASTEI20_031627	ASIC009104
OG0005506	ASTEI20_046039	ASIC004479
OG0005507	ASTEI20_037416	ASIC003942
OG0005508	ASTEI20_034300	ASIC009106
OG0005509	ASTEI20_036772	ASIC009105
OG0005510	ASTEI20_039614	ASIC018989
OG0005511	ASTEI20_043250	ASIC021704
OG0005512	ASTEI20_035576	ASIC014923
OG0005513	ASTEI20_039829	ASIC018136
OG0005514	ASTEI20_044299	ASIC018139
OG0005515	ASTEI20_036829	ASIC000899
OG0005516	ASTEI20_041751	ASIC018115
OG0005517	ASTEI20_038474	ASIC017580
OG0005518	ASTEI20_043444	ASIC013598
OG0005519	ASTEI20_031514	ASIC013615
OG0005520	ASTEI20_045767	ASIC017583
OG0005521	ASTEI20_046107	ASIC017582
OG0005522	ASTEI20_033328	ASIC013614
OG0005523	ASTEI20_036928	ASIC013600
OG0005524	ASTEI20_037556	ASIC006940
OG0005525	ASTEI20_034984	ASIC013613
OG0005526	ASTEI20_040202	ASIC020599
OG0005527	ASTEI20_044584	ASIC020597
OG0005528	ASTEI20_041663	ASIC007340
OG0005529	ASTEI20_032348	ASIC007341
OG0005530	ASTEI20_046150	ASIC007334
OG0005531	ASTEI20_037358	ASIC018470
OG0005532	ASTEI20_036519	ASIC011020
OG0005533	ASTEI20_035771	ASIC016117
OG0005534	ASTEI20_042848	ASIC011018
OG0005535	ASTEI20_037327	ASIC002762
OG0005536	ASTEI20_042692	ASIC002769
OG0005537	ASTEI20_035499	ASIC002368
OG0005538	ASTEI20_036758	ASIC002766
OG0005539	ASTEI20_038326	ASIC002767
OG0005540	ASTEI20_031001	ASIC006788
OG0005541	ASTEI20_037633	ASIC016338
OG0005542	ASTEI20_036099	ASIC016337
OG0005543	ASTEI20_033453	ASIC002905
OG0005544	ASTEI20_036153	ASIC016339
OG0005545	ASTEI20_040352	ASIC006579
OG0005546	ASTEI20_041510	ASIC017234
OG0005547	ASTEI20_034542	ASIC009830
OG0005548	ASTEI20_033982	ASIC000387
OG0005549	ASTEI20_039959	ASIC009833
OG0005550	ASTEI20_041230	ASIC009206
OG0005551	ASTEI20_033585	ASIC017975
OG0005552	ASTEI20_037884	ASIC001346
OG0005553	ASTEI20_034528	ASIC019950
OG0005554	ASTEI20_034017	ASIC019935
OG0005555	ASTEI20_044445	ASIC015453
OG0005556	ASTEI20_032610	ASIC019951
OG0005557	ASTEI20_032164	ASIC019934
OG0005558	ASTEI20_033751	ASIC019949
OG0005559	ASTEI20_034816	ASIC019945
OG0005560	ASTEI20_044833	ASIC004976
OG0005561	ASTEI20_040227	ASIC015495
OG0005562	ASTEI20_042006	ASIC013890
OG0005563	ASTEI20_042427	ASIC013896
OG0005564	ASTEI20_031081	ASIC013893
OG0005565	ASTEI20_044783	ASIC013920
OG0005566	ASTEI20_039852	ASIC013889
OG0005567	ASTEI20_037715	ASIC013892
OG0005568	ASTEI20_034504	ASIC016545
OG0005569	ASTEI20_038584	ASIC016543
OG0005570	ASTEI20_042982	ASIC016546
OG0005571	ASTEI20_043635	ASIC016542
OG0005572	ASTEI20_031967	ASIC021461
OG0005573	ASTEI20_040861	ASIC004736
OG0005574	ASTEI20_037861	ASIC008066
OG0005575	ASTEI20_036485	ASIC002275
OG0005576	ASTEI20_033962	ASIC008068
OG0005577	ASTEI20_035494	ASIC008067
OG0005578	ASTEI20_033720	ASIC004737
OG0005579	ASTEI20_032797	ASIC008071
OG0005580	ASTEI20_040604	ASIC002274
OG0005581	ASTEI20_041737	ASIC020230
OG0005582	ASTEI20_042970	ASIC021401
OG0005583	ASTEI20_042622	ASIC021398
OG0005584	ASTEI20_035623	ASIC007022
OG0005585	ASTEI20_036082	ASIC007019
OG0005586	ASTEI20_034679	ASIC017632
OG0005587	ASTEI20_032187	ASIC017631
OG0005588	ASTEI20_042728	ASIC017205
OG0005589	ASTEI20_043745	ASIC017624
OG0005590	ASTEI20_035502	ASIC005294
OG0005591	ASTEI20_041906	ASIC017194
OG0005592	ASTEI20_031040	ASIC017630
OG0005593	ASTEI20_043861	ASIC017634
OG0005594	ASTEI20_034458	ASIC015076
OG0005595	ASTEI20_042228	ASIC015075
OG0005596	ASTEI20_038939	ASIC000283
OG0005598	ASTEI20_040233	ASIC011270
OG0005599	ASTEI20_033206	ASIC010964
OG0005600	ASTEI20_031559	ASIC016375
OG0005601	ASTEI20_037224	ASIC005183
OG0005602	ASTEI20_038224	ASIC010202
OG0005603	ASTEI20_042399	ASIC011508
OG0005604	ASTEI20_043087	ASIC011511
OG0005605	ASTEI20_038370	ASIC009452
OG0005607	ASTEI20_036020	ASIC007644
OG0005608	ASTEI20_036126	ASIC007661
OG0005609	ASTEI20_045330	ASIC006316
OG0005610	ASTEI20_037178	ASIC013767
OG0005611	ASTEI20_038513	ASIC008811
OG0005612	ASTEI20_042870	ASIC008809
OG0005613	ASTEI20_037081	ASIC012267
OG0005614	ASTEI20_044989	ASIC012250
OG0005615	ASTEI20_043778	ASIC012251
OG0005616	ASTEI20_032562	ASIC008036
OG0005617	ASTEI20_033911	ASIC010547
OG0005618	ASTEI20_035780	ASIC010548
OG0005619	ASTEI20_037429	ASIC010549
OG0005620	ASTEI20_042671	ASIC015037
OG0005621	ASTEI20_045072	ASIC015039
OG0005622	ASTEI20_041215	ASIC015040
OG0005623	ASTEI20_034146	ASIC015041
OG0005624	ASTEI20_036979	ASIC004342
OG0005625	ASTEI20_040670	ASIC007101
OG0005626	ASTEI20_044474	ASIC010775
OG0005627	ASTEI20_043442	ASIC004338
OG0005628	ASTEI20_040948	ASIC010780
OG0005629	ASTEI20_037419	ASIC010776
OG0005630	ASTEI20_045110	ASIC010446
