Orthogroup	AstephensiUCISS2018	AfunestusAfunGA1
OG0004003	ASTEI20_041226	AFUN2_004922
OG0004004	ASTEI20_032283	AFUN2_010719
OG0004005	ASTEI20_033680	AFUN2_006949
OG0004006	ASTEI20_044229	AFUN2_004562
OG0004007	ASTEI20_044623	AFUN2_008462
OG0004008	ASTEI20_045925	AFUN2_014188
OG0004010	ASTEI20_034732	AFUN2_003572
OG0004011	ASTEI20_038020	AFUN2_007813
OG0004012	ASTEI20_031020, ASTEI20_033442	AFUN2_001239
OG0004013	ASTEI20_043433	AFUN2_008861
OG0004014	ASTEI20_046019	AFUN2_001230
OG0004015	ASTEI20_045370	AFUN2_004694
OG0004016	ASTEI20_032875	AFUN2_000443
OG0004017	ASTEI20_045192	AFUN2_011682
OG0004018	ASTEI20_037490	AFUN2_002303
OG0004019	ASTEI20_031780	AFUN2_000586
OG0004020	ASTEI20_031773	AFUN2_001273
OG0004021	ASTEI20_034923	AFUN2_004159
OG0004022	ASTEI20_040847	AFUN2_004944
OG0004023	ASTEI20_036445	AFUN2_007547
OG0004024	ASTEI20_041212	AFUN2_014322
OG0004025	ASTEI20_031743	AFUN2_006100
OG0004026	ASTEI20_043020	AFUN2_006632
OG0004027	ASTEI20_043911	AFUN2_001855
OG0004028	ASTEI20_040072	AFUN2_004883
OG0004029	ASTEI20_035239	AFUN2_013160
OG0004030	ASTEI20_034249	AFUN2_007777
OG0004031	ASTEI20_045131	AFUN2_012083
OG0004032	ASTEI20_039982	AFUN2_007025
OG0004033	ASTEI20_034200	AFUN2_006640
OG0004034	ASTEI20_036666	AFUN2_010633
OG0004035	ASTEI20_039833	AFUN2_009241
OG0004036	ASTEI20_044540	AFUN2_009972
OG0004037	ASTEI20_037421	AFUN2_008221
OG0004038	ASTEI20_030802	AFUN2_014314
OG0004039	ASTEI20_033854	AFUN2_002739
OG0004040	ASTEI20_038014	AFUN2_002684
OG0004041	ASTEI20_044873	AFUN2_011122
OG0004042	ASTEI20_046031	AFUN2_007105
OG0004043	ASTEI20_037418	AFUN2_013782
OG0004044	ASTEI20_045521	AFUN2_010300
OG0004045	ASTEI20_032303	AFUN2_009962
OG0004046	ASTEI20_031912	AFUN2_005408
OG0004047	ASTEI20_041303	AFUN2_003001
OG0004048	ASTEI20_033701	AFUN2_009951
OG0004049	ASTEI20_031642	AFUN2_011098
OG0004050	ASTEI20_032023	AFUN2_003844
OG0004051	ASTEI20_044759	AFUN2_003209
OG0004052	ASTEI20_040765	AFUN2_004304
OG0004053	ASTEI20_033130	AFUN2_014556
OG0004054	ASTEI20_033447	AFUN2_011860
OG0004055	ASTEI20_039141	AFUN2_002503
OG0004056	ASTEI20_032611	AFUN2_006819
OG0004057	ASTEI20_033139	AFUN2_007393
OG0004058	ASTEI20_038349	AFUN2_007406
OG0004059	ASTEI20_038800	AFUN2_014296
OG0004060	ASTEI20_041793	AFUN2_005659
OG0004061	ASTEI20_041912, ASTEI20_040295	AFUN2_011712
OG0004062	ASTEI20_036407	AFUN2_011498
OG0004063	ASTEI20_031630	AFUN2_010275
OG0004064	ASTEI20_032587	AFUN2_000977
OG0004065	ASTEI20_033060	AFUN2_014646
OG0004066	ASTEI20_032503	AFUN2_010494
OG0004067	ASTEI20_041351	AFUN2_003385
OG0004068	ASTEI20_037379	AFUN2_001628
OG0004069	ASTEI20_046057	AFUN2_012114
OG0004070	ASTEI20_038876	AFUN2_012111
OG0004071	ASTEI20_038720	AFUN2_000424
OG0004072	ASTEI20_041222	AFUN2_012042
OG0004073	ASTEI20_036328	AFUN2_000568
OG0004074	ASTEI20_036361	AFUN2_006154
OG0004075	ASTEI20_038895	AFUN2_005643
OG0004076	ASTEI20_038626	AFUN2_011533
OG0004077	ASTEI20_031853	AFUN2_002901
OG0004078	ASTEI20_031330, ASTEI20_043858	AFUN2_000780
OG0004079	ASTEI20_035966	AFUN2_011621
OG0004080	ASTEI20_039838	AFUN2_004687
OG0004081	ASTEI20_042096	AFUN2_013438
OG0004082	ASTEI20_044479	AFUN2_008257
OG0004083	ASTEI20_031873	AFUN2_012671
OG0004084	ASTEI20_037680	AFUN2_004372
OG0004085	ASTEI20_041891	AFUN2_011999
OG0004086	ASTEI20_035180	AFUN2_008674
OG0004087	ASTEI20_039088	AFUN2_005189
OG0004088	ASTEI20_034798	AFUN2_007063
OG0004089	ASTEI20_031640	AFUN2_010113
OG0004090	ASTEI20_032472	AFUN2_000785
OG0004091	ASTEI20_040497	AFUN2_014807
OG0004092	ASTEI20_042871	AFUN2_003841
OG0004093	ASTEI20_034305	AFUN2_001129
OG0004094	ASTEI20_032418	AFUN2_003058
OG0004095	ASTEI20_044086	AFUN2_009234
OG0004097	ASTEI20_043906	AFUN2_012683
OG0004098	ASTEI20_039476	AFUN2_009546
OG0004099	ASTEI20_033416	AFUN2_008623
OG0004100	ASTEI20_043774	AFUN2_011287
OG0004101	ASTEI20_043438	AFUN2_007298
OG0004102	ASTEI20_041954	AFUN2_007015
OG0004103	ASTEI20_041005	AFUN2_006567
OG0004104	ASTEI20_031407	AFUN2_005941
OG0004105	ASTEI20_042666	AFUN2_006629
OG0004106	ASTEI20_037868	AFUN2_012135
OG0004107	ASTEI20_033300	AFUN2_003376
OG0004108	ASTEI20_035746	AFUN2_008649
OG0004109	ASTEI20_036750	AFUN2_009443
OG0004110	ASTEI20_037517	AFUN2_005241
OG0004111	ASTEI20_041515	AFUN2_003056
OG0004112	ASTEI20_033322	AFUN2_012756
OG0004113	ASTEI20_033162	AFUN2_008305
OG0004114	ASTEI20_045318	AFUN2_007045
OG0004115	ASTEI20_036368	AFUN2_008627
OG0004116	ASTEI20_041782	AFUN2_004623
OG0004117	ASTEI20_034648	AFUN2_002387
OG0004118	ASTEI20_035788	AFUN2_010936
OG0004119	ASTEI20_045771	AFUN2_012484
OG0004120	ASTEI20_037908	AFUN2_010834
OG0004121	ASTEI20_031882	AFUN2_001329
OG0004122	ASTEI20_042415	AFUN2_004401
OG0004123	ASTEI20_036460	AFUN2_002730
OG0004124	ASTEI20_044186	AFUN2_004070
OG0004125	ASTEI20_041078	AFUN2_014686
OG0004126	ASTEI20_040095	AFUN2_010529
OG0004127	ASTEI20_041217	AFUN2_014297
OG0004128	ASTEI20_037053	AFUN2_006986
OG0004129	ASTEI20_034743	AFUN2_012776
OG0004130	ASTEI20_040131	AFUN2_013728
OG0004131	ASTEI20_034183	AFUN2_006704
OG0004132	ASTEI20_040700	AFUN2_008341
OG0004133	ASTEI20_043666	AFUN2_006272
OG0004134	ASTEI20_031998	AFUN2_011702
OG0004135	ASTEI20_045623	AFUN2_000672
OG0004136	ASTEI20_040646	AFUN2_000352
OG0004137	ASTEI20_038554	AFUN2_006320
OG0004138	ASTEI20_043151	AFUN2_010407
OG0004139	ASTEI20_037542	AFUN2_008195
OG0004140	ASTEI20_040181	AFUN2_012517
OG0004141	ASTEI20_037564	AFUN2_011681
OG0004142	ASTEI20_037989	AFUN2_006357
OG0004143	ASTEI20_035748	AFUN2_009818
OG0004144	ASTEI20_045249	AFUN2_011380
OG0004145	ASTEI20_044756	AFUN2_004655
OG0004146	ASTEI20_043449	AFUN2_014526
OG0004147	ASTEI20_044277	AFUN2_007657
OG0004148	ASTEI20_040718	AFUN2_011670
OG0004149	ASTEI20_042701	AFUN2_002137
OG0004150	ASTEI20_036143	AFUN2_004341
OG0004151	ASTEI20_031613	AFUN2_011335
OG0004152	ASTEI20_031953	AFUN2_000377
OG0004153	ASTEI20_033484	AFUN2_007437
OG0004154	ASTEI20_032256	AFUN2_012314
OG0004155	ASTEI20_043560	AFUN2_005256
OG0004156	ASTEI20_039532	AFUN2_013820
OG0004157	ASTEI20_040636	AFUN2_009392
OG0004158	ASTEI20_043587	AFUN2_010309
OG0004159	ASTEI20_035064	AFUN2_000907
OG0004160	ASTEI20_045621	AFUN2_011393
OG0004161	ASTEI20_034697	AFUN2_005492
OG0004162	ASTEI20_038246	AFUN2_014557
OG0004163	ASTEI20_042740	AFUN2_008304
OG0004164	ASTEI20_036734	AFUN2_014372
OG0004165	ASTEI20_039824	AFUN2_012784
OG0004166	ASTEI20_042034	AFUN2_007193
OG0004167	ASTEI20_035594	AFUN2_007233
OG0004168	ASTEI20_041170	AFUN2_005318
OG0004169	ASTEI20_039934	AFUN2_012606
OG0004170	ASTEI20_044963	AFUN2_002531
OG0004171	ASTEI20_037364	AFUN2_004940
OG0004172	ASTEI20_044407	AFUN2_002746
OG0004173	ASTEI20_041409	AFUN2_011493
OG0004174	ASTEI20_040052	AFUN2_012394
OG0004175	ASTEI20_040331	AFUN2_008469
OG0004176	ASTEI20_039844	AFUN2_007610
OG0004177	ASTEI20_041798	AFUN2_003688
OG0004178	ASTEI20_039467	AFUN2_008368
OG0004179	ASTEI20_039228	AFUN2_010579
OG0004180	ASTEI20_038905	AFUN2_013646
OG0004181	ASTEI20_042648	AFUN2_011722
OG0004182	ASTEI20_044089	AFUN2_000433
OG0004183	ASTEI20_033380	AFUN2_007972
OG0004184	ASTEI20_041757	AFUN2_005038
OG0004185	ASTEI20_034694	AFUN2_001267
OG0004186	ASTEI20_033227	AFUN2_008093
OG0004187	ASTEI20_043756	AFUN2_007070
OG0004188	ASTEI20_032238	AFUN2_003857
OG0004189	ASTEI20_039289	AFUN2_002885
OG0004190	ASTEI20_033971	AFUN2_002479
OG0004191	ASTEI20_039942	AFUN2_010383
OG0004192	ASTEI20_038080	AFUN2_010789
OG0004193	ASTEI20_037951	AFUN2_002743
OG0004194	ASTEI20_033757	AFUN2_013221
OG0004195	ASTEI20_037866	AFUN2_004859
OG0004196	ASTEI20_037220	AFUN2_008534
OG0004197	ASTEI20_038669	AFUN2_011177
OG0004198	ASTEI20_034691	AFUN2_003529
OG0004199	ASTEI20_045590	AFUN2_005990
OG0004200	ASTEI20_043986	AFUN2_005228
OG0004201	ASTEI20_040302	AFUN2_001863
OG0004202	ASTEI20_044761	AFUN2_012048
OG0004203	ASTEI20_045799	AFUN2_009449
OG0004204	ASTEI20_033068	AFUN2_013988
OG0004205	ASTEI20_042881	AFUN2_014782
OG0004206	ASTEI20_034939	AFUN2_011314
OG0004207	ASTEI20_038679	AFUN2_010649
OG0004208	ASTEI20_042779	AFUN2_012984
OG0004209	ASTEI20_032642	AFUN2_009845
OG0004210	ASTEI20_035420	AFUN2_003552
OG0004211	ASTEI20_040069	AFUN2_010181
OG0004212	ASTEI20_045119	AFUN2_014279
OG0004213	ASTEI20_041071	AFUN2_004405
OG0004214	ASTEI20_038154	AFUN2_006102
OG0004215	ASTEI20_037735	AFUN2_000606
OG0004216	ASTEI20_034606	AFUN2_013399
OG0004217	ASTEI20_041107	AFUN2_006276
OG0004218	ASTEI20_041808	AFUN2_011872
OG0004219	ASTEI20_040439	AFUN2_012753
OG0004220	ASTEI20_044208	AFUN2_011756
OG0004221	ASTEI20_040614	AFUN2_007554
OG0004222	ASTEI20_039741	AFUN2_006797
OG0004223	ASTEI20_044888	AFUN2_007457
OG0004224	ASTEI20_036172	AFUN2_008288
OG0004225	ASTEI20_037499	AFUN2_007828
OG0004226	ASTEI20_034416	AFUN2_006805
OG0004227	ASTEI20_041291	AFUN2_012750
OG0004228	ASTEI20_033398	AFUN2_007751
OG0004229	ASTEI20_044406	AFUN2_002507
OG0004230	ASTEI20_044762	AFUN2_010336
OG0004231	ASTEI20_030973	AFUN2_009389
OG0004232	ASTEI20_037294	AFUN2_001933
OG0004233	ASTEI20_035390	AFUN2_010833
OG0004234	ASTEI20_046050	AFUN2_004322
OG0004235	ASTEI20_044268	AFUN2_003214
OG0004236	ASTEI20_040274	AFUN2_008621
OG0004237	ASTEI20_038139	AFUN2_007726
OG0004238	ASTEI20_031676	AFUN2_003707
OG0004239	ASTEI20_044415	AFUN2_012018
OG0004240	ASTEI20_032138	AFUN2_005357
OG0004241	ASTEI20_044678	AFUN2_014536
OG0004242	ASTEI20_033472	AFUN2_000370
OG0004243	ASTEI20_034306	AFUN2_007535
OG0004244	ASTEI20_041391	AFUN2_013371
OG0004245	ASTEI20_033845	AFUN2_012865
OG0004246	ASTEI20_042680, ASTEI20_034228	AFUN2_013698
OG0004247	ASTEI20_043188	AFUN2_011832
OG0004248	ASTEI20_046064	AFUN2_014212
OG0004249	ASTEI20_031268	AFUN2_014540
OG0004250	ASTEI20_044171	AFUN2_007914
OG0004251	ASTEI20_041236	AFUN2_004414
OG0004252	ASTEI20_032993	AFUN2_011465
OG0004253	ASTEI20_033483	AFUN2_011403
OG0004254	ASTEI20_040059	AFUN2_007123
OG0004255	ASTEI20_041741	AFUN2_003930
OG0004256	ASTEI20_040997	AFUN2_003388
OG0004257	ASTEI20_043838	AFUN2_003698
OG0004258	ASTEI20_034571	AFUN2_001664
OG0004259	ASTEI20_041425	AFUN2_004265
OG0004260	ASTEI20_039920	AFUN2_014291
OG0004261	ASTEI20_034730	AFUN2_007378
OG0004262	ASTEI20_038072	AFUN2_010641
OG0004263	ASTEI20_042252	AFUN2_001455
OG0004264	ASTEI20_038331	AFUN2_007338
OG0004265	ASTEI20_043010	AFUN2_013478
OG0004266	ASTEI20_031558	AFUN2_001337
OG0004267	ASTEI20_033279	AFUN2_006622
OG0004268	ASTEI20_044388	AFUN2_003740
OG0004269	ASTEI20_034620	AFUN2_006894
OG0004270	ASTEI20_042840	AFUN2_012786
OG0004271	ASTEI20_037830	AFUN2_010626
OG0004272	ASTEI20_039251	AFUN2_006845
OG0004273	ASTEI20_036847	AFUN2_009670
OG0004274	ASTEI20_043498	AFUN2_005065
OG0004275	ASTEI20_038105	AFUN2_009940
OG0004276	ASTEI20_033622	AFUN2_013910
OG0004277	ASTEI20_031578	AFUN2_009760
OG0004278	ASTEI20_037002	AFUN2_013159
OG0004279	ASTEI20_044092	AFUN2_003415
OG0004280	ASTEI20_045385	AFUN2_002449
OG0004281	ASTEI20_031345	AFUN2_010945
OG0004282	ASTEI20_036874	AFUN2_005919
OG0004283	ASTEI20_040001	AFUN2_013806
OG0004284	ASTEI20_035543	AFUN2_001785
OG0004285	ASTEI20_038244	AFUN2_007575
OG0004286	ASTEI20_045141	AFUN2_007344
OG0004287	ASTEI20_032599	AFUN2_010909
OG0004288	ASTEI20_038531	AFUN2_013011
OG0004289	ASTEI20_045354	AFUN2_006885
OG0004290	ASTEI20_031009	AFUN2_002855
OG0004291	ASTEI20_038676	AFUN2_002410
OG0004292	ASTEI20_032170	AFUN2_009068
OG0004293	ASTEI20_033474	AFUN2_001085
OG0004294	ASTEI20_033985	AFUN2_006756
OG0004295	ASTEI20_041027	AFUN2_003571
OG0004296	ASTEI20_036523	AFUN2_003861
OG0004297	ASTEI20_035101	AFUN2_006087
OG0004298	ASTEI20_042872	AFUN2_005663
OG0004299	ASTEI20_038199	AFUN2_005306
OG0004300	ASTEI20_044787	AFUN2_000371
OG0004301	ASTEI20_036122	AFUN2_009180
OG0004302	ASTEI20_041867	AFUN2_010825
OG0004303	ASTEI20_045919	AFUN2_009019
OG0004304	ASTEI20_043236	AFUN2_001376
OG0004305	ASTEI20_038124	AFUN2_006251
OG0004306	ASTEI20_045116	AFUN2_013004
OG0004307	ASTEI20_031156	AFUN2_009265
OG0004308	ASTEI20_040359	AFUN2_010152
OG0004309	ASTEI20_041561	AFUN2_008182
OG0004310	ASTEI20_032790	AFUN2_011629
OG0004311	ASTEI20_036276	AFUN2_004264
OG0004312	ASTEI20_035263	AFUN2_009015
OG0004313	ASTEI20_044372	AFUN2_001802
OG0004314	ASTEI20_041518	AFUN2_012646
OG0004315	ASTEI20_032417	AFUN2_009635
OG0004316	ASTEI20_043315	AFUN2_005634
OG0004317	ASTEI20_034041	AFUN2_014258
OG0004318	ASTEI20_036718	AFUN2_008361
OG0004319	ASTEI20_038628	AFUN2_007644
OG0004320	ASTEI20_042293	AFUN2_012296
OG0004321	ASTEI20_041488	AFUN2_011447
OG0004322	ASTEI20_039753	AFUN2_007104
OG0004323	ASTEI20_032338	AFUN2_010697
OG0004324	ASTEI20_043616	AFUN2_009651
OG0004325	ASTEI20_036940	AFUN2_011462
OG0004326	ASTEI20_036719	AFUN2_009767
OG0004327	ASTEI20_044887	AFUN2_003768
OG0004328	ASTEI20_032075	AFUN2_005420
OG0004329	ASTEI20_040454	AFUN2_005058
OG0004330	ASTEI20_038117	AFUN2_012392
OG0004331	ASTEI20_042073	AFUN2_010225
OG0004332	ASTEI20_034952	AFUN2_001424
OG0004333	ASTEI20_043213	AFUN2_006599
OG0004334	ASTEI20_045039	AFUN2_013616
OG0004335	ASTEI20_043898	AFUN2_001805
OG0004336	ASTEI20_041095	AFUN2_013025
OG0004337	ASTEI20_041462	AFUN2_013222
OG0004338	ASTEI20_038300	AFUN2_008076
OG0004339	ASTEI20_042420	AFUN2_013668
OG0004340	ASTEI20_044260	AFUN2_007965
OG0004341	ASTEI20_036770	AFUN2_002279
OG0004342	ASTEI20_044464	AFUN2_010337
OG0004343	ASTEI20_036248	AFUN2_007130
OG0004344	ASTEI20_031425, ASTEI20_037244	AFUN2_002245
OG0004345	ASTEI20_039901	AFUN2_001245
OG0004346	ASTEI20_031909	AFUN2_001770
OG0004347	ASTEI20_039584	AFUN2_014541
OG0004348	ASTEI20_038728	AFUN2_007396
OG0004349	ASTEI20_044977	AFUN2_013462
OG0004350	ASTEI20_035979	AFUN2_008912
OG0004351	ASTEI20_040425	AFUN2_013100
OG0004352	ASTEI20_037356	AFUN2_013003
OG0004353	ASTEI20_033441	AFUN2_003342
OG0004354	ASTEI20_034811	AFUN2_008784
OG0004355	ASTEI20_038068	AFUN2_011560
OG0004356	ASTEI20_037027	AFUN2_010707
OG0004357	ASTEI20_040343	AFUN2_006128
OG0004358	ASTEI20_037611	AFUN2_012777
OG0004359	ASTEI20_044274	AFUN2_013773
OG0004360	ASTEI20_035182	AFUN2_007225
OG0004361	ASTEI20_040647	AFUN2_013343
OG0004362	ASTEI20_040462	AFUN2_009189
OG0004363	ASTEI20_033609	AFUN2_001041
OG0004364	ASTEI20_043143	AFUN2_006561
OG0004365	ASTEI20_038366	AFUN2_013406
OG0004366	ASTEI20_041430	AFUN2_012838
OG0004367	ASTEI20_043424	AFUN2_013296
OG0004368	ASTEI20_044780	AFUN2_004871
OG0004369	ASTEI20_032680	AFUN2_009948
OG0004371	ASTEI20_041121	AFUN2_014778
OG0004372	ASTEI20_031888	AFUN2_013455
OG0004373	ASTEI20_033601	AFUN2_006218
OG0004374	ASTEI20_034900	AFUN2_013073
OG0004375	ASTEI20_039386	AFUN2_010086
OG0004376	ASTEI20_038037	AFUN2_013997
OG0004377	ASTEI20_037236	AFUN2_011797
OG0004378	ASTEI20_034263	AFUN2_009028
OG0004379	ASTEI20_036942	AFUN2_010919
OG0004380	ASTEI20_040972	AFUN2_003092
OG0004381	ASTEI20_039860	AFUN2_003668
OG0004382	ASTEI20_042550	AFUN2_001922
OG0004383	ASTEI20_032598	AFUN2_010841
OG0004384	ASTEI20_043454	AFUN2_011071
OG0004385	ASTEI20_041275	AFUN2_001553
OG0004386	ASTEI20_039651	AFUN2_005796
OG0004387	ASTEI20_034941	AFUN2_010652
OG0004388	ASTEI20_044942	AFUN2_004168
OG0004389	ASTEI20_045197	AFUN2_003546
OG0004390	ASTEI20_040164	AFUN2_004692
OG0004391	ASTEI20_040156	AFUN2_005334
OG0004392	ASTEI20_034822	AFUN2_012410
OG0004393	ASTEI20_031331	AFUN2_003390
OG0004394	ASTEI20_035362	AFUN2_001748
OG0004395	ASTEI20_032580	AFUN2_014060
OG0004396	ASTEI20_042473	AFUN2_012690
OG0004397	ASTEI20_040667	AFUN2_007326
OG0004398	ASTEI20_044117	AFUN2_002616
OG0004399	ASTEI20_031489	AFUN2_010814
OG0004400	ASTEI20_035150	AFUN2_004247
OG0004401	ASTEI20_046142	AFUN2_004298
OG0004402	ASTEI20_042227	AFUN2_004323
OG0004403	ASTEI20_032449	AFUN2_008355
OG0004404	ASTEI20_043127, ASTEI20_035593	AFUN2_005335
OG0004405	ASTEI20_032322	AFUN2_013411
OG0004406	ASTEI20_044410	AFUN2_001624
OG0004407	ASTEI20_045614	AFUN2_005671
OG0004408	ASTEI20_044292	AFUN2_003411
OG0004409	ASTEI20_038537	AFUN2_003461
OG0004410	ASTEI20_042996	AFUN2_014819
OG0004411	ASTEI20_038731, ASTEI20_036136	AFUN2_003613
OG0004412	ASTEI20_040390	AFUN2_004086
OG0004413	ASTEI20_036795	AFUN2_009910
OG0004414	ASTEI20_034870	AFUN2_012279
OG0004415	ASTEI20_037553	AFUN2_005991
OG0004416	ASTEI20_034683	AFUN2_000810
OG0004417	ASTEI20_039279	AFUN2_001457
OG0004418	ASTEI20_037993	AFUN2_012694
OG0004419	ASTEI20_042445	AFUN2_008548
OG0004420	ASTEI20_031712	AFUN2_012525
OG0004421	ASTEI20_045780	AFUN2_000588
OG0004422	ASTEI20_038116	AFUN2_005923
OG0004423	ASTEI20_037493	AFUN2_010756
OG0004424	ASTEI20_039713	AFUN2_010302
OG0004425	ASTEI20_036629	AFUN2_004112
OG0004426	ASTEI20_032228	AFUN2_004933
OG0004427	ASTEI20_039830	AFUN2_011092
OG0004428	ASTEI20_035113	AFUN2_001002
OG0004429	ASTEI20_036670	AFUN2_006414
OG0004430	ASTEI20_037198	AFUN2_003009
OG0004431	ASTEI20_045544	AFUN2_006788
OG0004432	ASTEI20_040485	AFUN2_004464
OG0004433	ASTEI20_040516	AFUN2_004363
OG0004434	ASTEI20_032746	AFUN2_004245
OG0004435	ASTEI20_033761	AFUN2_001894
OG0004436	ASTEI20_041112	AFUN2_006088
OG0004437	ASTEI20_045731	AFUN2_002426
OG0004438	ASTEI20_036702	AFUN2_004307
OG0004439	ASTEI20_043875	AFUN2_012985
OG0004440	ASTEI20_039682	AFUN2_003767
OG0004441	ASTEI20_041319	AFUN2_013659
OG0004442	ASTEI20_034719	AFUN2_009246
OG0004443	ASTEI20_031429	AFUN2_011593
OG0004444	ASTEI20_042925	AFUN2_014469
OG0004445	ASTEI20_041271	AFUN2_003697
OG0004446	ASTEI20_036733	AFUN2_001857
OG0004447	ASTEI20_044471	AFUN2_014015
OG0004448	ASTEI20_031761	AFUN2_001702
OG0004449	ASTEI20_040036	AFUN2_007479
OG0004450	ASTEI20_031596	AFUN2_006614
OG0004451	ASTEI20_034345	AFUN2_010858
OG0004452	ASTEI20_043803	AFUN2_003788
OG0004453	ASTEI20_037315	AFUN2_012311
OG0004454	ASTEI20_033568	AFUN2_009289
OG0004455	ASTEI20_036902	AFUN2_005394
OG0004456	ASTEI20_040672	AFUN2_002556
OG0004457	ASTEI20_037956	AFUN2_007458
OG0004458	ASTEI20_034297	AFUN2_012123
OG0004459	ASTEI20_032307	AFUN2_008765
OG0004460	ASTEI20_031759	AFUN2_009242
OG0004461	ASTEI20_031645	AFUN2_014670
OG0004462	ASTEI20_035902	AFUN2_001300
OG0004463	ASTEI20_033082	AFUN2_001374
OG0004464	ASTEI20_039916	AFUN2_013968
OG0004465	ASTEI20_045564	AFUN2_008124
OG0004466	ASTEI20_041168	AFUN2_013566
OG0004467	ASTEI20_033045	AFUN2_007889
OG0004468	ASTEI20_035926	AFUN2_001766
OG0004469	ASTEI20_034578	AFUN2_010658
OG0004470	ASTEI20_032756	AFUN2_014079
OG0004471	ASTEI20_045965	AFUN2_011837
OG0004472	ASTEI20_037788	AFUN2_006079
OG0004473	ASTEI20_045350	AFUN2_007949
OG0004474	ASTEI20_037709	AFUN2_012851
OG0004475	ASTEI20_031994	AFUN2_004851
OG0004476	ASTEI20_038392	AFUN2_012724
OG0004477	ASTEI20_031421	AFUN2_005916
OG0004478	ASTEI20_033873	AFUN2_012548
OG0004479	ASTEI20_043925	AFUN2_011542
OG0004480	ASTEI20_043002	AFUN2_000465
OG0004481	ASTEI20_034812	AFUN2_002865
OG0004482	ASTEI20_033002	AFUN2_002039
OG0004483	ASTEI20_034105	AFUN2_012493
OG0004484	ASTEI20_039126	AFUN2_011075
OG0004485	ASTEI20_045301	AFUN2_006056
OG0004486	ASTEI20_037492	AFUN2_000321
OG0004487	ASTEI20_040716	AFUN2_007700
OG0004488	ASTEI20_041748	AFUN2_006851
OG0004489	ASTEI20_036433	AFUN2_012497
OG0004490	ASTEI20_045236	AFUN2_008806
OG0004491	ASTEI20_034108	AFUN2_013483
OG0004492	ASTEI20_032557	AFUN2_014293
OG0004493	ASTEI20_031892	AFUN2_011862
OG0004494	ASTEI20_033712	AFUN2_006875
OG0004495	ASTEI20_038916	AFUN2_010490
OG0004496	ASTEI20_031849	AFUN2_011058
OG0004497	ASTEI20_038909	AFUN2_014091
OG0004498	ASTEI20_034242	AFUN2_013749
OG0004499	ASTEI20_039807	AFUN2_007308
OG0004500	ASTEI20_042153	AFUN2_005637
OG0004501	ASTEI20_032131	AFUN2_004524
OG0004502	ASTEI20_041509	AFUN2_007084
OG0004503	ASTEI20_041298	AFUN2_000986
OG0004504	ASTEI20_044261	AFUN2_006958
OG0004505	ASTEI20_041943	AFUN2_008308
OG0004506	ASTEI20_032247	AFUN2_007277
OG0004507	ASTEI20_037113	AFUN2_003910
OG0004508	ASTEI20_031048	AFUN2_010444
OG0004509	ASTEI20_038275, ASTEI20_032702	AFUN2_005384, AFUN2_004771
OG0004510	ASTEI20_037032	AFUN2_004913
OG0004511	ASTEI20_044957	AFUN2_009260
OG0004512	ASTEI20_042715	AFUN2_004630
OG0004513	ASTEI20_037576	AFUN2_002658
OG0004514	ASTEI20_040340	AFUN2_013973
OG0004515	ASTEI20_030870	AFUN2_004812
OG0004516	ASTEI20_035226	AFUN2_003744
OG0004517	ASTEI20_037514	AFUN2_013879
OG0004518	ASTEI20_034915	AFUN2_004888
OG0004519	ASTEI20_033172	AFUN2_003587
OG0004520	ASTEI20_035061	AFUN2_003018
OG0004521	ASTEI20_035058	AFUN2_002580
OG0004522	ASTEI20_039999	AFUN2_007270
OG0004523	ASTEI20_040519	AFUN2_011981
OG0004524	ASTEI20_045056	AFUN2_000422
OG0004525	ASTEI20_038864	AFUN2_004522
OG0004526	ASTEI20_033616	AFUN2_000563
OG0004527	ASTEI20_034502	AFUN2_003015
OG0004528	ASTEI20_043812, ASTEI20_039778	AFUN2_013832
OG0004529	ASTEI20_036520	AFUN2_009345
OG0004530	ASTEI20_034842, ASTEI20_034320	AFUN2_008691
OG0004531	ASTEI20_044755	AFUN2_005515
OG0004532	ASTEI20_042528	AFUN2_008759
OG0004533	ASTEI20_042879	AFUN2_014487
OG0004534	ASTEI20_041909	AFUN2_003665
OG0004535	ASTEI20_043621	AFUN2_012645
OG0004536	ASTEI20_040686	AFUN2_013047
OG0004537	ASTEI20_036654	AFUN2_004489
OG0004538	ASTEI20_040933	AFUN2_007959
OG0004539	ASTEI20_034750	AFUN2_005992
OG0004540	ASTEI20_040491	AFUN2_008818
OG0004541	ASTEI20_031870	AFUN2_011651
OG0004542	ASTEI20_041305	AFUN2_001539
OG0004543	ASTEI20_032196, ASTEI20_037954	AFUN2_014698
OG0004544	ASTEI20_032607	AFUN2_010404
OG0004545	ASTEI20_041198	AFUN2_010052
OG0004546	ASTEI20_033824	AFUN2_005733
OG0004547	ASTEI20_043627	AFUN2_005833
OG0004548	ASTEI20_037070	AFUN2_001320
OG0004549	ASTEI20_037341	AFUN2_003527
OG0004550	ASTEI20_037063	AFUN2_014302
OG0004551	ASTEI20_040984, ASTEI20_041055	AFUN2_012050
OG0004552	ASTEI20_044473	AFUN2_005501
OG0004553	ASTEI20_041228	AFUN2_007532
OG0004554	ASTEI20_031946	AFUN2_011219
OG0004555	ASTEI20_042961	AFUN2_007032
OG0004556	ASTEI20_033210	AFUN2_011867
OG0004557	ASTEI20_045628	AFUN2_002371
OG0004558	ASTEI20_036456	AFUN2_013407
