Orthogroup	AstephensiUCISS2018	AgambiaePEST
OG0004880	ASTEI20_032496	AGAP000991
OG0004881	ASTEI20_031277	AGAP000378
OG0004882	ASTEI20_031139	AGAP000429
OG0004883	ASTEI20_034493	AGAP000188
OG0004884	ASTEI20_032327	AGAP000073
OG0004885	ASTEI20_043846	AGAP010895
OG0004886	ASTEI20_038841	AGAP004693
OG0004887	ASTEI20_041290	AGAP010894
OG0004888	ASTEI20_037630	AGAP010842
OG0004889	ASTEI20_032994	AGAP028617
OG0004890	ASTEI20_045609	AGAP011448
OG0004891	ASTEI20_031061	AGAP007538
OG0004892	ASTEI20_033047	AGAP007532
OG0004893	ASTEI20_038608	AGAP007533
OG0004894	ASTEI20_031349	AGAP006622
OG0004895	ASTEI20_037733	AGAP002788
OG0004896	ASTEI20_032946	AGAP002781
OG0004897	ASTEI20_038847	AGAP002782
OG0004898	ASTEI20_044041	AGAP002784
OG0004899	ASTEI20_037608	AGAP004244
OG0004900	ASTEI20_045523	AGAP002780
OG0004901	ASTEI20_035023	AGAP003536
OG0004902	ASTEI20_038737	AGAP013010, AGAP013378
OG0004903	ASTEI20_043477	AGAP001782
OG0004904	ASTEI20_039357	AGAP012755, AGAP010225
OG0004905	ASTEI20_043108	AGAP004196
OG0004906	ASTEI20_043922	AGAP003221
OG0004907	ASTEI20_042144	AGAP004197
OG0004908	ASTEI20_042309	AGAP001779
OG0004909	ASTEI20_035592	AGAP001778
OG0004910	ASTEI20_031767	AGAP002889
OG0004911	ASTEI20_034350	AGAP002892
OG0004912	ASTEI20_036125	AGAP002890
OG0004913	ASTEI20_042997	AGAP011513
OG0004914	ASTEI20_042395	AGAP008099
OG0004915	ASTEI20_035929	AGAP005723
OG0004916	ASTEI20_039698	AGAP005721
OG0004917	ASTEI20_037851	AGAP005724
OG0004918	ASTEI20_043921	AGAP005715
OG0004919	ASTEI20_042365	AGAP009525
OG0004920	ASTEI20_040126	AGAP009523
OG0004921	ASTEI20_033941	AGAP009532
OG0004922	ASTEI20_044125	AGAP009524
OG0004923	ASTEI20_032026	AGAP009522
OG0004924	ASTEI20_039005	AGAP011689
OG0004925	ASTEI20_033000	AGAP003366
OG0004926	ASTEI20_045459	AGAP004797
OG0004927	ASTEI20_040827	AGAP004794
OG0004928	ASTEI20_037550	AGAP011470
OG0004929	ASTEI20_042054	AGAP001997
OG0004930	ASTEI20_031839	AGAP002004
OG0004931	ASTEI20_043197	AGAP001996
OG0004932	ASTEI20_042804	AGAP002000
OG0004933	ASTEI20_033428	AGAP001986
OG0004934	ASTEI20_040380	AGAP002003
OG0004935	ASTEI20_042265	AGAP001999
OG0004936	ASTEI20_046027	AGAP003885
OG0004937	ASTEI20_034181	AGAP002831
OG0004938	ASTEI20_038730	AGAP003883
OG0004939	ASTEI20_031832	AGAP001428
OG0004940	ASTEI20_041922	AGAP003886
OG0004941	ASTEI20_037922	AGAP002832
OG0004942	ASTEI20_038254	AGAP003090
OG0004943	ASTEI20_039427	AGAP013412
OG0004944	ASTEI20_038371	AGAP002284
OG0004945	ASTEI20_036106	AGAP011363
OG0004946	ASTEI20_042048	AGAP011364
OG0004947	ASTEI20_031673	AGAP011368
OG0004948	ASTEI20_040248	AGAP011361
OG0004949	ASTEI20_033586	AGAP011580
OG0004950	ASTEI20_039192	AGAP004229
OG0004951	ASTEI20_043387	AGAP011581
OG0004952	ASTEI20_045871	AGAP004113
OG0004953	ASTEI20_039322	AGAP004117
OG0004954	ASTEI20_035786	AGAP001108
OG0004955	ASTEI20_032151, ASTEI20_044114	AGAP001702
OG0004956	ASTEI20_042212	AGAP002129
OG0004957	ASTEI20_045686	AGAP002131
OG0004958	ASTEI20_032999	AGAP002546
OG0004959	ASTEI20_036974	AGAP004198
OG0004960	ASTEI20_032368	AGAP004199
OG0004961	ASTEI20_043363	AGAP001950
OG0004962	ASTEI20_034426	AGAP013499
OG0004963	ASTEI20_045196	AGAP002128
OG0004964	ASTEI20_045630	AGAP001705
OG0004965	ASTEI20_031038	AGAP012836, AGAP004101
OG0004966	ASTEI20_033178	AGAP001094
OG0004967	ASTEI20_042247	AGAP011673
OG0004968	ASTEI20_033076	AGAP001557
OG0004969	ASTEI20_032102	AGAP001694
OG0004970	ASTEI20_042665	AGAP004489
OG0004971	ASTEI20_036069	AGAP003751
OG0004972	ASTEI20_037639	AGAP004062
OG0004973	ASTEI20_031749	AGAP006058
OG0004974	ASTEI20_044503	AGAP007475
OG0004975	ASTEI20_037539	AGAP003540
OG0004976	ASTEI20_035485	AGAP002017
OG0004977	ASTEI20_036626	AGAP008658
OG0004978	ASTEI20_037144	AGAP001364
OG0004979	ASTEI20_045338	AGAP001367
OG0004980	ASTEI20_031379	AGAP005239
OG0004981	ASTEI20_044242	AGAP005254
OG0004982	ASTEI20_039380	AGAP005255
OG0004983	ASTEI20_034117	AGAP005234
OG0004985	ASTEI20_032811	AGAP005241
OG0004986	ASTEI20_038860	AGAP005233
OG0004987	ASTEI20_034235	AGAP008110
OG0004988	ASTEI20_039113	AGAP008108
OG0004989	ASTEI20_043462	AGAP008111
OG0004990	ASTEI20_041654	AGAP008107
OG0004991	ASTEI20_036566	AGAP005173
OG0004992	ASTEI20_034722	AGAP005168
OG0004993	ASTEI20_033948, ASTEI20_033333	AGAP002480
OG0004994	ASTEI20_032024	AGAP005170
OG0004995	ASTEI20_044875	AGAP029302
OG0004996	ASTEI20_030910	AGAP011030
OG0004997	ASTEI20_032586	AGAP011031
OG0004998	ASTEI20_042463	AGAP012808, AGAP010988
OG0004999	ASTEI20_031254	AGAP010983
OG0005000	ASTEI20_034138	AGAP011969
OG0005001	ASTEI20_036315	AGAP028030
OG0005002	ASTEI20_045390	AGAP000958
OG0005003	ASTEI20_034087	AGAP000241
OG0005004	ASTEI20_040790	AGAP000960
OG0005005	ASTEI20_035223	AGAP000240
OG0005006	ASTEI20_042958	AGAP000478
OG0005007	ASTEI20_038951	AGAP008300
OG0005008	ASTEI20_044635	AGAP008298
OG0005009	ASTEI20_033078	AGAP008299
OG0005010	ASTEI20_041209	AGAP008942
OG0005011	ASTEI20_042438	AGAP008940
OG0005012	ASTEI20_034621	AGAP008941
OG0005013	ASTEI20_038436	AGAP008935
OG0005014	ASTEI20_040613	AGAP008287
OG0005015	ASTEI20_032484	AGAP009274
OG0005016	ASTEI20_044866	AGAP009276
OG0005017	ASTEI20_038819	AGAP009278
OG0005018	ASTEI20_039760	AGAP009943
OG0005019	ASTEI20_044592, ASTEI20_037990	AGAP008946
OG0005020	ASTEI20_033218	AGAP008228
OG0005021	ASTEI20_035644	AGAP009271
OG0005022	ASTEI20_042835	AGAP008227
OG0005023	ASTEI20_034698	AGAP029988
OG0005024	ASTEI20_039707	AGAP009275
OG0005025	ASTEI20_034992	AGAP010501
OG0005026	ASTEI20_030944	AGAP010500
OG0005027	ASTEI20_031520	AGAP010494
OG0005028	ASTEI20_045768	AGAP010493
OG0005029	ASTEI20_033505	AGAP010223
OG0005030	ASTEI20_031476	AGAP010221
OG0005031	ASTEI20_035272	AGAP001174
OG0005032	ASTEI20_032337	AGAP001160
OG0005033	ASTEI20_033892	AGAP001175
OG0005034	ASTEI20_035565	AGAP001159
OG0005035	ASTEI20_036697	AGAP001167
OG0005036	ASTEI20_036220	AGAP009485
OG0005037	ASTEI20_032363	AGAP009491
OG0005038	ASTEI20_039316	AGAP007927
OG0005039	ASTEI20_035739	AGAP009498
OG0005040	ASTEI20_031738	AGAP009486
OG0005041	ASTEI20_034078	AGAP009489
OG0005042	ASTEI20_044871	AGAP028740
OG0005043	ASTEI20_030812	AGAP007928
OG0005044	ASTEI20_040363	AGAP006033
OG0005045	ASTEI20_045798	AGAP029102
OG0005046	ASTEI20_033143	AGAP006035
OG0005047	ASTEI20_045975	AGAP005433
OG0005048	ASTEI20_036972	AGAP005429
OG0005049	ASTEI20_041691	AGAP006092
OG0005050	ASTEI20_030822	AGAP005430
OG0005051	ASTEI20_042267	AGAP006042
OG0005052	ASTEI20_043735	AGAP005432
OG0005053	ASTEI20_033539	AGAP029130
OG0005054	ASTEI20_044728	AGAP006030
OG0005055	ASTEI20_036120	AGAP002969
OG0005056	ASTEI20_032387	AGAP013267
OG0005057	ASTEI20_043651	AGAP006186
OG0005058	ASTEI20_037957	AGAP002968
OG0005059	ASTEI20_044576	AGAP003666
OG0005060	ASTEI20_031740	AGAP003671
OG0005061	ASTEI20_034780	AGAP007686
OG0005062	ASTEI20_045987	AGAP009889
OG0005063	ASTEI20_038515	AGAP007948
OG0005064	ASTEI20_033778	AGAP007885
OG0005066	ASTEI20_045432	AGAP011329
OG0005067	ASTEI20_045460	AGAP010850
OG0005068	ASTEI20_043410	AGAP010851
OG0005069	ASTEI20_043730	AGAP010020
OG0005070	ASTEI20_035654, ASTEI20_032910	AGAP010073
OG0005071	ASTEI20_044427	AGAP010017
OG0005072	ASTEI20_031013, ASTEI20_037518	AGAP010072
OG0005073	ASTEI20_040808	AGAP001227
OG0005074	ASTEI20_040348	AGAP010019
OG0005075	ASTEI20_044722	AGAP001220
OG0005076	ASTEI20_039964	AGAP010018, AGAP012743
OG0005077	ASTEI20_033593	AGAP009954
OG0005078	ASTEI20_035102	AGAP008621
OG0005079	ASTEI20_031599	AGAP008631
OG0005080	ASTEI20_032950	AGAP008625
OG0005081	ASTEI20_043089	AGAP008626
OG0005082	ASTEI20_038160	AGAP008620
OG0005083	ASTEI20_031225	AGAP009935
OG0005084	ASTEI20_031488	AGAP009953
OG0005085	ASTEI20_034886	AGAP011895
OG0005086	ASTEI20_037182	AGAP011896
OG0005087	ASTEI20_039387, ASTEI20_045889	AGAP011911
OG0005088	ASTEI20_043295	AGAP002955
OG0005089	ASTEI20_031125	AGAP001411
OG0005090	ASTEI20_045847	AGAP007855
OG0005091	ASTEI20_036286	AGAP002956
OG0005092	ASTEI20_045887	AGAP003157
OG0005093	ASTEI20_035348	AGAP006364
OG0005094	ASTEI20_032008	AGAP005408
OG0005095	ASTEI20_033355	AGAP006239
OG0005096	ASTEI20_044758	AGAP006240
OG0005097	ASTEI20_034715	AGAP005418
OG0005098	ASTEI20_045406	AGAP005419
OG0005099	ASTEI20_036083	AGAP005413
OG0005100	ASTEI20_043561	AGAP005417
OG0005101	ASTEI20_043259	AGAP002289
OG0005102	ASTEI20_043166	AGAP005415
OG0005103	ASTEI20_036000	AGAP005409
OG0005104	ASTEI20_040264	AGAP010444
OG0005105	ASTEI20_042778	AGAP011740
OG0005106	ASTEI20_039440	AGAP011733
OG0005107	ASTEI20_043544	AGAP010443
OG0005108	ASTEI20_042801	AGAP003923
OG0005109	ASTEI20_037104	AGAP003093
OG0005110	ASTEI20_031535	AGAP003094
OG0005111	ASTEI20_041795	AGAP029118
OG0005112	ASTEI20_033738	AGAP012289
OG0005113	ASTEI20_041903	AGAP003279
OG0005114	ASTEI20_041105	AGAP012290
OG0005115	ASTEI20_030829	AGAP012288
OG0005116	ASTEI20_040422	AGAP012287
OG0005117	ASTEI20_041172	AGAP002177
OG0005118	ASTEI20_039206	AGAP000167
OG0005119	ASTEI20_045473	AGAP000877
OG0005120	ASTEI20_035619	AGAP000166
OG0005121	ASTEI20_032934	AGAP001312
OG0005122	ASTEI20_041015	AGAP002518
OG0005123	ASTEI20_040974	AGAP002534
OG0005124	ASTEI20_040119	AGAP002516
OG0005125	ASTEI20_030865	AGAP002512
OG0005126	ASTEI20_042551	AGAP002513
OG0005127	ASTEI20_035356	AGAP002517
OG0005128	ASTEI20_032172	AGAP011493
OG0005129	ASTEI20_044319	AGAP012050, AGAP012049
OG0005130	ASTEI20_036893	AGAP011491
OG0005131	ASTEI20_032674	AGAP012304
OG0005132	ASTEI20_045343	AGAP007653
OG0005133	ASTEI20_041030	AGAP007654
OG0005134	ASTEI20_036075	AGAP007646
OG0005135	ASTEI20_030800	AGAP007656
OG0005136	ASTEI20_042470	AGAP007643
OG0005137	ASTEI20_034434	AGAP007645
OG0005138	ASTEI20_041544	AGAP007647
OG0005139	ASTEI20_045545	AGAP007642
OG0005140	ASTEI20_035993	AGAP010238
OG0005141	ASTEI20_031221	AGAP010237, AGAP010236
OG0005142	ASTEI20_040795	AGAP007870
OG0005143	ASTEI20_039226	AGAP001318
OG0005144	ASTEI20_042178	AGAP002535
OG0005145	ASTEI20_031683	AGAP001313
OG0005146	ASTEI20_042341	AGAP011629
OG0005147	ASTEI20_032066	AGAP011626
OG0005148	ASTEI20_040814	AGAP000880
OG0005149	ASTEI20_037764	AGAP013209
OG0005150	ASTEI20_045260	AGAP003477
OG0005151	ASTEI20_044107	AGAP003619
OG0005152	ASTEI20_035085	AGAP000007
OG0005153	ASTEI20_042181	AGAP008426
OG0005154	ASTEI20_036146	AGAP009107
OG0005155	ASTEI20_039108	AGAP008427
OG0005156	ASTEI20_044714	AGAP009239
OG0005157	ASTEI20_030891	AGAP007904
OG0005158	ASTEI20_044137	AGAP029466
OG0005159	ASTEI20_043305	AGAP008665
OG0005160	ASTEI20_043937	AGAP004272
OG0005161	ASTEI20_033464	AGAP004256
OG0005162	ASTEI20_039600	AGAP008662
OG0005163	ASTEI20_043953	AGAP008668
OG0005164	ASTEI20_032668	AGAP008664
OG0005165	ASTEI20_039501	AGAP004251
OG0005166	ASTEI20_040190	AGAP008667
OG0005167	ASTEI20_040875	AGAP000969
OG0005168	ASTEI20_035133	AGAP000971
OG0005169	ASTEI20_040374	AGAP012372
OG0005170	ASTEI20_042682	AGAP011446
OG0005171	ASTEI20_037657	AGAP011447
OG0005172	ASTEI20_039543	AGAP011680
OG0005173	ASTEI20_045669, ASTEI20_042655	AGAP010559
OG0005174	ASTEI20_042511	AGAP012377
OG0005175	ASTEI20_039405	AGAP012014
OG0005176	ASTEI20_042044	AGAP012013
OG0005177	ASTEI20_038920	AGAP005973
OG0005178	ASTEI20_041704	AGAP005956
OG0005179	ASTEI20_041142	AGAP005971
OG0005180	ASTEI20_037820	AGAP005863
OG0005181	ASTEI20_042331	AGAP007046
OG0005182	ASTEI20_042931, ASTEI20_033013	AGAP007044
OG0005183	ASTEI20_045840	AGAP007751
OG0005184	ASTEI20_038019	AGAP009088
OG0005185	ASTEI20_035906	AGAP002013
OG0005186	ASTEI20_030974, ASTEI20_034850	AGAP007759
OG0005187	ASTEI20_038981	AGAP002014
OG0005188	ASTEI20_037713	AGAP002015
OG0005189	ASTEI20_036488	AGAP001324
OG0005190	ASTEI20_031372	AGAP004293
OG0005191	ASTEI20_034222	AGAP002684
OG0005192	ASTEI20_039109	AGAP004294
OG0005193	ASTEI20_038686	AGAP002685
OG0005194	ASTEI20_034705	AGAP002691
OG0005195	ASTEI20_043531, ASTEI20_037616	AGAP029807
OG0005196	ASTEI20_044343	AGAP004867
OG0005197	ASTEI20_032152	AGAP008106
OG0005198	ASTEI20_037813	AGAP009893
OG0005199	ASTEI20_031264	AGAP009896
OG0005200	ASTEI20_044997	AGAP009891
OG0005201	ASTEI20_035706	AGAP005983
OG0005202	ASTEI20_044779, ASTEI20_045724	AGAP004225
OG0005203	ASTEI20_039693	AGAP005982
OG0005204	ASTEI20_041037	AGAP003417
OG0005205	ASTEI20_038090	AGAP009302
OG0005206	ASTEI20_036404	AGAP009295
OG0005207	ASTEI20_041812	AGAP009603
OG0005208	ASTEI20_038456	AGAP009607
OG0005209	ASTEI20_045879	AGAP009296
OG0005210	ASTEI20_038291	AGAP009303
OG0005211	ASTEI20_037594	AGAP011549
OG0005212	ASTEI20_042193	AGAP012273
OG0005213	ASTEI20_035383	AGAP012275
OG0005214	ASTEI20_034085	AGAP028528
OG0005215	ASTEI20_037069	AGAP012274
OG0005216	ASTEI20_032615	AGAP012271
OG0005217	ASTEI20_031034	AGAP011548
OG0005218	ASTEI20_041967	AGAP012272
OG0005219	ASTEI20_042891	AGAP011670
OG0005220	ASTEI20_034774	AGAP000002
OG0005221	ASTEI20_032049	AGAP029238
OG0005222	ASTEI20_037180	AGAP009807
OG0005223	ASTEI20_032446	AGAP003016
OG0005224	ASTEI20_034690	AGAP003018
OG0005225	ASTEI20_037999	AGAP001480
OG0005226	ASTEI20_031655	AGAP003014
OG0005227	ASTEI20_039450	AGAP001485
OG0005228	ASTEI20_044802	AGAP003013
OG0005229	ASTEI20_033001	AGAP001472
OG0005230	ASTEI20_037658	AGAP003012
OG0005231	ASTEI20_036767	AGAP001497
OG0005232	ASTEI20_036347	AGAP004439
OG0005233	ASTEI20_032593	AGAP001492
OG0005234	ASTEI20_033693	AGAP001475
OG0005235	ASTEI20_034455	AGAP012444
OG0005236	ASTEI20_031542	AGAP005020
OG0005237	ASTEI20_038725	AGAP005017
OG0005238	ASTEI20_039235	AGAP005018
OG0005239	ASTEI20_037710	AGAP008576
OG0005240	ASTEI20_040432	AGAP008975
OG0005241	ASTEI20_035630	AGAP008974
OG0005242	ASTEI20_043667	AGAP009051
OG0005243	ASTEI20_033756	AGAP002409
OG0005244	ASTEI20_031187	AGAP002407
OG0005245	ASTEI20_040284	AGAP004929
OG0005246	ASTEI20_031639	AGAP010281
OG0005247	ASTEI20_031983	AGAP003989
OG0005248	ASTEI20_041756	AGAP010280
OG0005249	ASTEI20_038273	AGAP005029
OG0005250	ASTEI20_031172	AGAP002463
OG0005251	ASTEI20_046075	AGAP012339
OG0005252	ASTEI20_042087	AGAP012225
OG0005253	ASTEI20_037562	AGAP029560
OG0005254	ASTEI20_036677	AGAP012226
OG0005255	ASTEI20_041171	AGAP005809
OG0005256	ASTEI20_042974	AGAP005979
OG0005257	ASTEI20_045498	AGAP005152
OG0005258	ASTEI20_031095	AGAP005148
OG0005259	ASTEI20_040503	AGAP007806
OG0005260	ASTEI20_035047	AGAP008761
OG0005261	ASTEI20_045761	AGAP007807
OG0005262	ASTEI20_043569	AGAP007805
OG0005263	ASTEI20_033498	AGAP028215
OG0005264	ASTEI20_043589	AGAP008763
OG0005265	ASTEI20_032144	AGAP007482
OG0005266	ASTEI20_036002, ASTEI20_042154	AGAP006050
OG0005267	ASTEI20_045339	AGAP004409
OG0005268	ASTEI20_033348	AGAP002393
OG0005269	ASTEI20_038671	AGAP002664
OG0005270	ASTEI20_032877	AGAP002052
OG0005271	ASTEI20_035737	AGAP001759
OG0005272	ASTEI20_034518	AGAP002053
OG0005273	ASTEI20_039750	AGAP004399
OG0005274	ASTEI20_037754	AGAP005011
OG0005275	ASTEI20_041033	AGAP003507
OG0005276	ASTEI20_043288	AGAP005892
OG0005277	ASTEI20_040689	AGAP002616
OG0005278	ASTEI20_041512	AGAP007096
OG0005279	ASTEI20_033216	AGAP005894
OG0005280	ASTEI20_031142	AGAP003834
OG0005281	ASTEI20_038364	AGAP003831
OG0005282	ASTEI20_031863	AGAP001328
OG0005283	ASTEI20_034889	AGAP008904
OG0005284	ASTEI20_034450	AGAP007499
OG0005285	ASTEI20_045618	AGAP008903
OG0005286	ASTEI20_041858	AGAP008909
OG0005287	ASTEI20_042534	AGAP009782
OG0005288	ASTEI20_044606	AGAP009783
OG0005289	ASTEI20_033724	AGAP009785
OG0005290	ASTEI20_038902	AGAP009980
OG0005291	ASTEI20_038219	AGAP008775
OG0005292	ASTEI20_032638	AGAP009979
OG0005293	ASTEI20_042100	AGAP028649
OG0005294	ASTEI20_044003	AGAP009978
OG0005295	ASTEI20_031278	AGAP013747
OG0005296	ASTEI20_040867	AGAP009044
OG0005297	ASTEI20_036067	AGAP009046
OG0005298	ASTEI20_034064	AGAP002316
OG0005299	ASTEI20_038283	AGAP029477
OG0005300	ASTEI20_039998	AGAP006747
OG0005301	ASTEI20_034710	AGAP006761
OG0005302	ASTEI20_034309	AGAP003124
OG0005303	ASTEI20_033056	AGAP003126, AGAP012812
OG0005304	ASTEI20_041480	AGAP001783
OG0005305	ASTEI20_042250	AGAP002677
OG0005306	ASTEI20_040698	AGAP003062
OG0005307	ASTEI20_045441	AGAP029115
OG0005308	ASTEI20_039197	AGAP002678
OG0005309	ASTEI20_042859	AGAP000708
OG0005310	ASTEI20_032870	AGAP000239
OG0005311	ASTEI20_040813	AGAP001149
OG0005312	ASTEI20_033543, ASTEI20_036698	AGAP000427
OG0005313	ASTEI20_030994	AGAP000869
OG0005314	ASTEI20_036466	AGAP000891
OG0005315	ASTEI20_036645	AGAP000841
OG0005316	ASTEI20_036835	AGAP009028
OG0005317	ASTEI20_045438	AGAP012229
OG0005318	ASTEI20_033889	AGAP012231
OG0005319	ASTEI20_030804	AGAP010031
OG0005320	ASTEI20_035111	AGAP010029
OG0005321	ASTEI20_039461	AGAP010035
OG0005322	ASTEI20_036185	AGAP010043, AGAP012628
OG0005323	ASTEI20_043177	AGAP009512
OG0005324	ASTEI20_039227	AGAP009505
OG0005325	ASTEI20_042326	AGAP009511
OG0005326	ASTEI20_043390	AGAP009510
OG0005327	ASTEI20_042531	AGAP010477
OG0005328	ASTEI20_038597	AGAP012138
OG0005329	ASTEI20_039335	AGAP010474
OG0005330	ASTEI20_033359	AGAP010476
OG0005331	ASTEI20_034227	AGAP012140
OG0005332	ASTEI20_040262	AGAP010475
OG0005333	ASTEI20_039846	AGAP010392
OG0005334	ASTEI20_032988	AGAP006323
OG0005335	ASTEI20_041542	AGAP006324
OG0005336	ASTEI20_031949	AGAP005544
OG0005337	ASTEI20_038704	AGAP006321
OG0005338	ASTEI20_037378	AGAP000942
OG0005339	ASTEI20_043184	AGAP010304
OG0005340	ASTEI20_041572	AGAP005246
OG0005341	ASTEI20_034669	AGAP005250
OG0005342	ASTEI20_036371	AGAP005252
OG0005343	ASTEI20_045002	AGAP005046
OG0005344	ASTEI20_042599	AGAP005248
OG0005345	ASTEI20_038631	AGAP005247
OG0005346	ASTEI20_031680	AGAP003879
OG0005347	ASTEI20_038437	AGAP003184
OG0005348	ASTEI20_045849	AGAP004359
OG0005349	ASTEI20_033881	AGAP002301
OG0005350	ASTEI20_037505	AGAP002422
OG0005351	ASTEI20_040258	AGAP007065
OG0005352	ASTEI20_035808	AGAP002420
OG0005353	ASTEI20_037246	AGAP003743
OG0005354	ASTEI20_036619	AGAP002167
OG0005355	ASTEI20_045863	AGAP008857
OG0005356	ASTEI20_041541	AGAP010034
OG0005357	ASTEI20_033198	AGAP008858
OG0005358	ASTEI20_046146	AGAP012453
OG0005359	ASTEI20_042764	AGAP007896
OG0005360	ASTEI20_034535	AGAP007901
OG0005361	ASTEI20_036033	AGAP007911
OG0005362	ASTEI20_041420	AGAP008164
OG0005363	ASTEI20_033253	AGAP008269
OG0005364	ASTEI20_045534	AGAP013719
OG0005365	ASTEI20_042274	AGAP013727
OG0005366	ASTEI20_033202	AGAP008267
OG0005367	ASTEI20_044212	AGAP008266
OG0005368	ASTEI20_034995	AGAP011799
OG0005369	ASTEI20_035477	AGAP012189
OG0005370	ASTEI20_045027	AGAP012306
OG0005371	ASTEI20_036746	AGAP012184
OG0005372	ASTEI20_041955	AGAP012309
OG0005373	ASTEI20_038158	AGAP009546
OG0005374	ASTEI20_032001	AGAP000476
OG0005375	ASTEI20_031293	AGAP007866
OG0005376	ASTEI20_045251	AGAP001224
OG0005377	ASTEI20_039261	AGAP007863
OG0005378	ASTEI20_035669	AGAP000562
OG0005379	ASTEI20_042920	AGAP010841
OG0005380	ASTEI20_035881	AGAP010874
OG0005381	ASTEI20_037233	AGAP011962
OG0005382	ASTEI20_042194	AGAP010932
OG0005383	ASTEI20_042005	AGAP009202
OG0005384	ASTEI20_033481	AGAP009204
OG0005385	ASTEI20_044946	AGAP009190
OG0005386	ASTEI20_039201	AGAP009279
OG0005387	ASTEI20_031449, ASTEI20_031859	AGAP007376
OG0005388	ASTEI20_038318, ASTEI20_033340	AGAP007359
OG0005389	ASTEI20_035359, ASTEI20_036036	AGAP007378
OG0005390	ASTEI20_045549, ASTEI20_045520	AGAP007358
OG0005391	ASTEI20_041908, ASTEI20_041839	AGAP007357
OG0005392	ASTEI20_045225	AGAP000912
OG0005393	ASTEI20_045772	AGAP000190
OG0005394	ASTEI20_033537	AGAP000173
OG0005395	ASTEI20_045299	AGAP002009
OG0005396	ASTEI20_035893	AGAP001342
OG0005397	ASTEI20_035585	AGAP001338
OG0005398	ASTEI20_031498	AGAP002917
OG0005399	ASTEI20_043331	AGAP002916
OG0005400	ASTEI20_037035	AGAP001469
OG0005401	ASTEI20_045511	AGAP003222
OG0005402	ASTEI20_032377	AGAP002157
OG0005403	ASTEI20_044224	AGAP002539
OG0005404	ASTEI20_034118	AGAP002739
OG0005405	ASTEI20_035381	AGAP000283
OG0005406	ASTEI20_035367	AGAP013112
OG0005407	ASTEI20_041787	AGAP029441
OG0005408	ASTEI20_040210	AGAP001507
OG0005409	ASTEI20_035714	AGAP001513
OG0005410	ASTEI20_034275	AGAP002437
OG0005411	ASTEI20_036134	AGAP001512
OG0005412	ASTEI20_031524	AGAP001157
OG0005413	ASTEI20_035683	AGAP001506
OG0005414	ASTEI20_041428	AGAP001504
OG0005415	ASTEI20_037237	AGAP002436
OG0005416	ASTEI20_035774	AGAP001503
OG0005417	ASTEI20_039530	AGAP003966
OG0005418	ASTEI20_031575	AGAP003972
OG0005419	ASTEI20_035308	AGAP002277
OG0005420	ASTEI20_038417	AGAP003968
OG0005421	ASTEI20_042787	AGAP029442
OG0005422	ASTEI20_038016	AGAP002278
OG0005423	ASTEI20_032456	AGAP003970
OG0005424	ASTEI20_036855	AGAP003975
OG0005425	ASTEI20_039765	AGAP001856
OG0005426	ASTEI20_041696	AGAP010870
OG0005428	ASTEI20_044817	AGAP001900
OG0005429	ASTEI20_038475	AGAP001903
OG0005430	ASTEI20_036752	AGAP001884
OG0005431	ASTEI20_040821	AGAP013102
OG0005432	ASTEI20_044566	AGAP001905
OG0005433	ASTEI20_042694	AGAP001898
OG0005434	ASTEI20_038488	AGAP001902
OG0005435	ASTEI20_036696	AGAP001888
OG0005436	ASTEI20_037940	AGAP001882
OG0005437	ASTEI20_031472	AGAP001909
OG0005438	ASTEI20_042737	AGAP009983
OG0005439	ASTEI20_037681	AGAP011506
OG0005440	ASTEI20_044371	AGAP007259
OG0005441	ASTEI20_031601	AGAP007258
OG0005442	ASTEI20_038590	AGAP013238
OG0005443	ASTEI20_043718	AGAP004448
OG0005444	ASTEI20_038970	AGAP002527
OG0005445	ASTEI20_040943	AGAP002530
OG0005446	ASTEI20_035764	AGAP002523
OG0005447	ASTEI20_035022	AGAP001932
OG0005448	ASTEI20_046053	AGAP001929
OG0005449	ASTEI20_042162	AGAP002525
OG0005450	ASTEI20_040890	AGAP002526
OG0005451	ASTEI20_037800	AGAP002524
OG0005452	ASTEI20_036365	AGAP002528
OG0005453	ASTEI20_033777	AGAP002532
OG0005454	ASTEI20_037637	AGAP002531
OG0005455	ASTEI20_040247	AGAP010289
OG0005456	ASTEI20_038303	AGAP004761
OG0005457	ASTEI20_033034	AGAP011181
OG0005458	ASTEI20_044918	AGAP012164
OG0005459	ASTEI20_040224	AGAP010217
OG0005460	ASTEI20_032711	AGAP008869
OG0005461	ASTEI20_040819	AGAP008871
OG0005462	ASTEI20_043457	AGAP010215
OG0005463	ASTEI20_038164	AGAP008872
OG0005464	ASTEI20_031204	AGAP004039
OG0005465	ASTEI20_036292	AGAP006028
OG0005466	ASTEI20_035729	AGAP007136
OG0005467	ASTEI20_036290	AGAP003135
OG0005468	ASTEI20_030790	AGAP003136
OG0005469	ASTEI20_037479	AGAP003373
OG0005470	ASTEI20_041245	AGAP003140
OG0005471	ASTEI20_036229	AGAP003138
OG0005472	ASTEI20_045921	AGAP003131
OG0005473	ASTEI20_042663	AGAP012160
OG0005474	ASTEI20_039112	AGAP012148
OG0005475	ASTEI20_042841	AGAP028631
OG0005476	ASTEI20_043555	AGAP012163
OG0005477	ASTEI20_043670	AGAP012144
OG0005478	ASTEI20_030828	AGAP012143
