Orthogroup	AstephensiUCISS2018	LlongipalpisASM
OG0004194	ASTEI20_033757	LOC129794061
OG0004195	ASTEI20_037866	LOC129795961
OG0004196	ASTEI20_037220	LOC129794918
OG0004197	ASTEI20_038669	LOC129790233
OG0004198	ASTEI20_034691	LOC129788769
OG0004199	ASTEI20_045590	LOC129793774
OG0004200	ASTEI20_043986	LOC129788977
OG0004201	ASTEI20_040302	LOC129797144
OG0004202	ASTEI20_044761	LOC129790591
OG0004203	ASTEI20_045799	LOC129790017
OG0004204	ASTEI20_033068	LOC129797138
OG0004205	ASTEI20_042881	LOC129787890
OG0004206	ASTEI20_034939	LOC129788187
OG0004207	ASTEI20_038679	LOC129788688
OG0004209	ASTEI20_032642	LOC129792582
OG0004210	ASTEI20_035420	LOC129788992
OG0004211	ASTEI20_040069	LOC129792518
OG0004212	ASTEI20_045119	LOC129794850
OG0004213	ASTEI20_041071	LOC129792761
OG0004214	ASTEI20_038154	LOC129789083
OG0004215	ASTEI20_037735	LOC129789454
OG0004216	ASTEI20_034606	LOC129790818
OG0004217	ASTEI20_041107	LOC129788396
OG0004218	ASTEI20_041808	LOC129788793
OG0004219	ASTEI20_040439	LOC129797329
OG0004220	ASTEI20_044208	LOC129786270
OG0004221	ASTEI20_040614	LOC129786283
OG0004222	ASTEI20_039741	LOC129786281
OG0004223	ASTEI20_044888	LOC129786257
OG0004224	ASTEI20_036172	LOC129794609
OG0004225	ASTEI20_037499	LOC129793398
OG0004226	ASTEI20_034416	LOC129793324
OG0004227	ASTEI20_041291	LOC129790404
OG0004228	ASTEI20_033398	LOC129797637
OG0004229	ASTEI20_044406	LOC129787527
OG0004230	ASTEI20_044762	LOC129786717
OG0004231	ASTEI20_030973	LOC129786073
OG0004232	ASTEI20_037294	LOC129795134
OG0004233	ASTEI20_035390	LOC129788491
OG0004234	ASTEI20_046050	LOC129788488
OG0004236	ASTEI20_040274	LOC129789340
OG0004237	ASTEI20_038139	LOC129785900
OG0004238	ASTEI20_031676	LOC129797859
OG0004239	ASTEI20_044415	LOC129785894
OG0004240	ASTEI20_032138	LOC129792012
OG0004241	ASTEI20_044678	LOC129793037
OG0004242	ASTEI20_033472	LOC129794009
OG0004243	ASTEI20_034306	LOC129793034
OG0004244	ASTEI20_041391	LOC129796073
OG0004245	ASTEI20_033845	LOC129793041
OG0004246	ASTEI20_042680, ASTEI20_034228	LOC129793354
OG0004247	ASTEI20_043188	LOC129789086
OG0004248	ASTEI20_046064	LOC129794871
OG0004249	ASTEI20_031268	LOC129791866
OG0004250	ASTEI20_044171	LOC129791791
OG0004251	ASTEI20_041236	LOC129791597
OG0004252	ASTEI20_032993	LOC129792897
OG0004253	ASTEI20_033483	LOC129787965
OG0004254	ASTEI20_040059	LOC129796107
OG0004255	ASTEI20_041741	LOC129791718
OG0004256	ASTEI20_040997	LOC129791716
OG0004257	ASTEI20_043838	LOC129796910
OG0004258	ASTEI20_034571	LOC129790556
OG0004259	ASTEI20_041425	LOC129796016
OG0004260	ASTEI20_039920	LOC129795946
OG0004261	ASTEI20_034730	LOC129796540
OG0004262	ASTEI20_038072	LOC129795495
OG0004263	ASTEI20_042252	LOC129788719
OG0004264	ASTEI20_038331	LOC129789164
OG0004265	ASTEI20_043010	LOC129788715
OG0004266	ASTEI20_031558	LOC129788064
OG0004267	ASTEI20_033279	LOC129797502
OG0004268	ASTEI20_044388	LOC129788176
OG0004269	ASTEI20_034620	LOC129788205
OG0004270	ASTEI20_042840	LOC129785879
OG0004271	ASTEI20_037830	LOC129785875
OG0004272	ASTEI20_039251	LOC129791302
OG0004273	ASTEI20_036847	LOC129786448
OG0004274	ASTEI20_043498	LOC129787401
OG0004275	ASTEI20_038105	LOC129797620
OG0004276	ASTEI20_033622	LOC129788646
OG0004277	ASTEI20_031578	LOC129794068
OG0004278	ASTEI20_037002	LOC129789884
OG0004279	ASTEI20_044092	LOC129787880
OG0004280	ASTEI20_045385	LOC129787100
OG0004281	ASTEI20_031345	LOC129794174
OG0004282	ASTEI20_036874	LOC129788635
OG0004283	ASTEI20_040001	LOC129786979
OG0004284	ASTEI20_035543	LOC129786747
OG0004285	ASTEI20_038244	LOC129790903
OG0004286	ASTEI20_045141	LOC129795286
OG0004287	ASTEI20_032599	LOC129795516
OG0004288	ASTEI20_038531	LOC129790180
OG0004289	ASTEI20_045354	LOC129796070
OG0004290	ASTEI20_031009	LOC129797127
OG0004291	ASTEI20_038676	LOC129790338
OG0004292	ASTEI20_032170	LOC129791305
OG0004293	ASTEI20_033474	LOC129788514
OG0004294	ASTEI20_033985	LOC129790330
OG0004295	ASTEI20_041027	LOC129792159
OG0004298	ASTEI20_042872	LOC129786603
OG0004299	ASTEI20_038199	LOC129797200
OG0004300	ASTEI20_044787	LOC129797192
OG0004301	ASTEI20_036122	LOC129788637
OG0004302	ASTEI20_041867	LOC129797180
OG0004303	ASTEI20_045919	LOC129797146
OG0004304	ASTEI20_043236	LOC129797191
OG0004305	ASTEI20_038124	LOC129793406
OG0004306	ASTEI20_045116	LOC129797154
OG0004307	ASTEI20_031156	LOC129797188
OG0004308	ASTEI20_040359	LOC129797136
OG0004309	ASTEI20_041561	LOC129797196
OG0004310	ASTEI20_032790	LOC129797190
OG0004311	ASTEI20_036276	LOC129797185
OG0004312	ASTEI20_035263	LOC129791838
OG0004313	ASTEI20_044372	LOC129795981
OG0004314	ASTEI20_041518	LOC129795675
OG0004315	ASTEI20_032417	LOC129796219
OG0004316	ASTEI20_043315	LOC129797479
OG0004317	ASTEI20_034041	LOC129788043
OG0004318	ASTEI20_036718	LOC129796482
OG0004319	ASTEI20_038628	LOC129795405
OG0004320	ASTEI20_042293	LOC129790422
OG0004321	ASTEI20_041488	LOC129795402
OG0004322	ASTEI20_039753	LOC129794173
OG0004324	ASTEI20_043616	LOC129796216
OG0004325	ASTEI20_036940	LOC129796035
OG0004326	ASTEI20_036719	LOC129791895
OG0004327	ASTEI20_044887	LOC129796258
OG0004328	ASTEI20_032075	LOC129796026
OG0004330	ASTEI20_038117	LOC129787389
OG0004331	ASTEI20_042073	LOC129791627
OG0004332	ASTEI20_034952	LOC129792902
OG0004333	ASTEI20_043213	LOC129796259
OG0004335	ASTEI20_043898	LOC129788568
OG0004336	ASTEI20_041095	LOC129795893
OG0004337	ASTEI20_041462	LOC129795509
OG0004338	ASTEI20_038300	LOC129791631
OG0004339	ASTEI20_042420	LOC129796124
OG0004341	ASTEI20_036770	LOC129795521
OG0004342	ASTEI20_044464	LOC129791801
OG0004343	ASTEI20_036248	LOC129797708
OG0004344	ASTEI20_031425, ASTEI20_037244	LOC129785927
OG0004345	ASTEI20_039901	LOC129787923
OG0004346	ASTEI20_031909	LOC129797724
OG0004347	ASTEI20_039584	LOC129790570
OG0004348	ASTEI20_038728	LOC129795561
OG0004349	ASTEI20_044977	LOC129796051
OG0004350	ASTEI20_035979	LOC129794080
OG0004351	ASTEI20_040425	LOC129796939
OG0004352	ASTEI20_037356	LOC129789655
OG0004353	ASTEI20_033441	LOC129796166
OG0004354	ASTEI20_034811	LOC129790550
OG0004355	ASTEI20_038068	LOC129794625
OG0004356	ASTEI20_037027	LOC129796937
OG0004357	ASTEI20_040343	LOC129795056
OG0004358	ASTEI20_037611	LOC129790553
OG0004359	ASTEI20_044274	LOC129796056
OG0004360	ASTEI20_035182	LOC129795157
OG0004361	ASTEI20_040647	LOC129794100
OG0004362	ASTEI20_040462	LOC129792504
OG0004363	ASTEI20_033609	LOC129785993
OG0004365	ASTEI20_038366	LOC129793105
OG0004366	ASTEI20_041430	LOC129793000
OG0004367	ASTEI20_043424	LOC129793104
OG0004368	ASTEI20_044780	LOC129792045
OG0004369	ASTEI20_032680	LOC129790786
OG0004371	ASTEI20_041121	LOC129786049
OG0004372	ASTEI20_031888	LOC129787655
OG0004373	ASTEI20_033601	LOC129793957
OG0004374	ASTEI20_034900	LOC129786097
OG0004375	ASTEI20_039386	LOC129795000
OG0004376	ASTEI20_038037	LOC129795002
OG0004377	ASTEI20_037236	LOC129793893
OG0004378	ASTEI20_034263	LOC129797408
OG0004379	ASTEI20_036942	LOC129791134
OG0004380	ASTEI20_040972	LOC129786491
OG0004381	ASTEI20_039860	LOC129791111
OG0004382	ASTEI20_042550	LOC129797400
OG0004383	ASTEI20_032598	LOC129795824
OG0004385	ASTEI20_041275	LOC129797414
OG0004386	ASTEI20_039651	LOC129789070
OG0004387	ASTEI20_034941	LOC129792949
OG0004388	ASTEI20_044942	LOC129786367
OG0004389	ASTEI20_045197	LOC129789110
OG0004390	ASTEI20_040164	LOC129791862
OG0004391	ASTEI20_040156	LOC129793631
OG0004392	ASTEI20_034822	LOC129790904
OG0004393	ASTEI20_031331	LOC129788986
OG0004394	ASTEI20_035362	LOC129789788
OG0004395	ASTEI20_032580	LOC129792048
OG0004396	ASTEI20_042473	LOC129786500
OG0004397	ASTEI20_040667	LOC129792525
OG0004398	ASTEI20_044117	LOC129792621
OG0004399	ASTEI20_031489	LOC129791903
OG0004400	ASTEI20_035150	LOC129791998
OG0004401	ASTEI20_046142	LOC129792083
OG0004402	ASTEI20_042227	LOC129791879
OG0004403	ASTEI20_032449	LOC129792099
OG0004404	ASTEI20_043127, ASTEI20_035593	LOC129786662
OG0004405	ASTEI20_032322	LOC129787761
OG0004406	ASTEI20_044410	LOC129790406
OG0004408	ASTEI20_044292	LOC129786290
OG0004409	ASTEI20_038537	LOC129793499
OG0004410	ASTEI20_042996	LOC129795808
OG0004412	ASTEI20_040390	LOC129788085
OG0004414	ASTEI20_034870	LOC129788125
OG0004415	ASTEI20_037553	LOC129788123
OG0004417	ASTEI20_039279	LOC129790075
OG0004418	ASTEI20_037993	LOC129796241
OG0004419	ASTEI20_042445	LOC129789891
OG0004420	ASTEI20_031712	LOC129794980
OG0004421	ASTEI20_045780	LOC129796178
OG0004422	ASTEI20_038116	LOC129786964
OG0004423	ASTEI20_037493	LOC129797817
OG0004424	ASTEI20_039713	LOC129797477
OG0004425	ASTEI20_036629	LOC129797506
OG0004426	ASTEI20_032228	LOC129789041
OG0004427	ASTEI20_039830	LOC129786503
OG0004428	ASTEI20_035113	LOC129794234
OG0004429	ASTEI20_036670	LOC129795086
OG0004430	ASTEI20_037198	LOC129795723
OG0004431	ASTEI20_045544	LOC129795500
OG0004432	ASTEI20_040485	LOC129795687
OG0004433	ASTEI20_040516	LOC129795474
OG0004434	ASTEI20_032746	LOC129795127
OG0004435	ASTEI20_033761	LOC129790114
OG0004436	ASTEI20_041112	LOC129797595
OG0004437	ASTEI20_045731	LOC129795467
OG0004438	ASTEI20_036702	LOC129794418
OG0004440	ASTEI20_039682	LOC129787437
OG0004441	ASTEI20_041319	LOC129786615
OG0004442	ASTEI20_034719	LOC129789400
OG0004443	ASTEI20_031429	LOC129787413
OG0004444	ASTEI20_042925	LOC129786243
OG0004445	ASTEI20_041271	LOC129787422
OG0004446	ASTEI20_036733	LOC129787445
OG0004447	ASTEI20_044471	LOC129792261
OG0004448	ASTEI20_031761	LOC129787292
OG0004449	ASTEI20_040036	LOC129791309
OG0004450	ASTEI20_031596	LOC129794830
OG0004451	ASTEI20_034345	LOC129789999
OG0004452	ASTEI20_043803	LOC129792864
OG0004453	ASTEI20_037315	LOC129796698
OG0004454	ASTEI20_033568	LOC129795338
OG0004455	ASTEI20_036902	LOC129796327
OG0004456	ASTEI20_040672	LOC129787030
OG0004458	ASTEI20_034297	LOC129797073
OG0004459	ASTEI20_032307	LOC129788567
OG0004460	ASTEI20_031759	LOC129796325
OG0004461	ASTEI20_031645	LOC129795131
OG0004462	ASTEI20_035902	LOC129787042
OG0004463	ASTEI20_033082	LOC129795816
OG0004464	ASTEI20_039916	LOC129795666
OG0004465	ASTEI20_045564	LOC129796451
OG0004466	ASTEI20_041168	LOC129795671
OG0004467	ASTEI20_033045	LOC129796349
OG0004468	ASTEI20_035926	LOC129795637
OG0004469	ASTEI20_034578	LOC129787113
OG0004470	ASTEI20_032756	LOC129796807
OG0004472	ASTEI20_037788	LOC129785962
OG0004473	ASTEI20_045350	LOC129796798
OG0004474	ASTEI20_037709	LOC129797279
OG0004475	ASTEI20_031994	LOC129787120
OG0004476	ASTEI20_038392	LOC129789912
OG0004477	ASTEI20_031421	LOC129788597
OG0004478	ASTEI20_033873	LOC129790411
OG0004479	ASTEI20_043925	LOC129795187
OG0004480	ASTEI20_043002	LOC129788871
OG0004481	ASTEI20_034812	LOC129794985
OG0004482	ASTEI20_033002	LOC129795062
OG0004483	ASTEI20_034105	LOC129796535
OG0004484	ASTEI20_039126	LOC129794759
OG0004485	ASTEI20_045301	LOC129795425
OG0004486	ASTEI20_037492	LOC129795132
OG0004487	ASTEI20_040716	LOC129795353
OG0004488	ASTEI20_041748	LOC129796657
OG0004489	ASTEI20_036433	LOC129786102
OG0004490	ASTEI20_045236	LOC129796805
OG0004492	ASTEI20_032557	LOC129796833
OG0004493	ASTEI20_031892	LOC129785991
OG0004494	ASTEI20_033712	LOC129795819
OG0004495	ASTEI20_038916	LOC129786146
OG0004496	ASTEI20_031849	LOC129788601
OG0004497	ASTEI20_038909	LOC129793005
OG0004498	ASTEI20_034242	LOC129791342
OG0004499	ASTEI20_039807	LOC129788417
OG0004500	ASTEI20_042153	LOC129791665
OG0004501	ASTEI20_032131	LOC129790176
OG0004502	ASTEI20_041509	LOC129791380
OG0004503	ASTEI20_041298	LOC129791789
OG0004504	ASTEI20_044261	LOC129792017, LOC129792117
OG0004505	ASTEI20_041943	LOC129792076
OG0004506	ASTEI20_032247	LOC129786415
OG0004507	ASTEI20_037113	LOC129786516
OG0004508	ASTEI20_031048	LOC129790871
OG0004510	ASTEI20_037032	LOC129797500
OG0004511	ASTEI20_044957	LOC129786867
OG0004512	ASTEI20_042715	LOC129789334
OG0004513	ASTEI20_037576	LOC129790885
OG0004514	ASTEI20_040340	LOC129790881
OG0004515	ASTEI20_030870	LOC129786765
OG0004516	ASTEI20_035226	LOC129786755
OG0004517	ASTEI20_037514	LOC129790991
OG0004518	ASTEI20_034915	LOC129786761
OG0004519	ASTEI20_033172	LOC129791997
OG0004520	ASTEI20_035061	LOC129791985
OG0004521	ASTEI20_035058	LOC129786280
OG0004522	ASTEI20_039999	LOC129791386
OG0004523	ASTEI20_040519	LOC129786285
OG0004524	ASTEI20_045056	LOC129796848
OG0004525	ASTEI20_038864	LOC129791343
OG0004526	ASTEI20_033616	LOC129795069
OG0004527	ASTEI20_034502	LOC129793228
OG0004529	ASTEI20_036520	LOC129791050
OG0004531	ASTEI20_044755	LOC129787607
OG0004532	ASTEI20_042528	LOC129794103
OG0004533	ASTEI20_042879	LOC129794151
OG0004534	ASTEI20_041909	LOC129794717
OG0004535	ASTEI20_043621	LOC129794160
OG0004536	ASTEI20_040686	LOC129794123
OG0004537	ASTEI20_036654	LOC129794825
OG0004538	ASTEI20_040933	LOC129790123
OG0004539	ASTEI20_034750	LOC129796318
OG0004540	ASTEI20_040491	LOC129787672
OG0004541	ASTEI20_031870	LOC129796299
OG0004542	ASTEI20_041305	LOC129796315
OG0004543	ASTEI20_032196, ASTEI20_037954	LOC129794882
OG0004544	ASTEI20_032607	LOC129793040
OG0004545	ASTEI20_041198	LOC129791949
OG0004546	ASTEI20_033824	LOC129796980, LOC129796979
OG0004547	ASTEI20_043627	LOC129794893
OG0004548	ASTEI20_037070	LOC129794813
OG0004549	ASTEI20_037341	LOC129796616
OG0004550	ASTEI20_037063	LOC129797172
OG0004551	ASTEI20_040984, ASTEI20_041055	LOC129792560
OG0004552	ASTEI20_044473	LOC129786262
OG0004553	ASTEI20_041228	LOC129785999
OG0004554	ASTEI20_031946	LOC129788910
OG0004555	ASTEI20_042961	LOC129788916
OG0004556	ASTEI20_033210	LOC129794651
OG0004557	ASTEI20_045628	LOC129788800
OG0004558	ASTEI20_036456	LOC129794662
OG0004559	ASTEI20_043867	LOC129793685
OG0004560	ASTEI20_039905	LOC129795598
OG0004561	ASTEI20_033117	LOC129797615
OG0004562	ASTEI20_038136	LOC129797323
OG0004563	ASTEI20_037845	LOC129797644
OG0004564	ASTEI20_045745	LOC129796609
OG0004565	ASTEI20_043061	LOC129797578
OG0004566	ASTEI20_041056	LOC129797321
OG0004567	ASTEI20_033988	LOC129797451
OG0004568	ASTEI20_032181	LOC129790944
OG0004569	ASTEI20_045310	LOC129797528
OG0004570	ASTEI20_036908	LOC129785853
OG0004572	ASTEI20_041752	LOC129796927
OG0004574	ASTEI20_031579	LOC129788477
OG0004575	ASTEI20_035792	LOC129796936
OG0004576	ASTEI20_043130	LOC129796925
OG0004578	ASTEI20_033817	LOC129785880
OG0004579	ASTEI20_043883	LOC129790198
OG0004580	ASTEI20_033504	LOC129792729
OG0004581	ASTEI20_045962	LOC129793056
OG0004582	ASTEI20_033413	LOC129792763
OG0004583	ASTEI20_039271	LOC129791294
OG0004584	ASTEI20_042603	LOC129792857
OG0004585	ASTEI20_038965	LOC129790289
OG0004586	ASTEI20_034259	LOC129793183
OG0004587	ASTEI20_032591	LOC129788838
OG0004588	ASTEI20_039074	LOC129791440
OG0004589	ASTEI20_038343	LOC129791167
OG0004591	ASTEI20_031105	LOC129786206
OG0004592	ASTEI20_036124	LOC129786207
OG0004593	ASTEI20_045824	LOC129788325
OG0004594	ASTEI20_042515	LOC129790548
OG0004595	ASTEI20_039492	LOC129795422
OG0004596	ASTEI20_032523	LOC129789550
OG0004597	ASTEI20_046020	LOC129788024
OG0004598	ASTEI20_032826	LOC129787712
OG0004599	ASTEI20_046129	LOC129787393
OG0004600	ASTEI20_044201	LOC129789551
OG0004601	ASTEI20_040868	LOC129791921
OG0004602	ASTEI20_044554	LOC129789541
OG0004603	ASTEI20_040538	LOC129796244
OG0004604	ASTEI20_032030	LOC129786203
OG0004605	ASTEI20_034635	LOC129796469
OG0004606	ASTEI20_037184	LOC129792372
OG0004607	ASTEI20_036178	LOC129792373
OG0004608	ASTEI20_034586	LOC129797256
OG0004609	ASTEI20_034457	LOC129789329
OG0004610	ASTEI20_037426	LOC129797243
OG0004611	ASTEI20_038360	LOC129797084
OG0004612	ASTEI20_042370	LOC129793335
OG0004613	ASTEI20_035480	LOC129795592
OG0004614	ASTEI20_045885	LOC129796492
OG0004615	ASTEI20_037009	LOC129796477
OG0004616	ASTEI20_034776	LOC129795476
OG0004617	ASTEI20_043056	LOC129796490
OG0004618	ASTEI20_031672	LOC129791977
OG0004619	ASTEI20_038593	LOC129791202
OG0004620	ASTEI20_042266	LOC129786153
OG0004621	ASTEI20_043355	LOC129795881
OG0004622	ASTEI20_041923	LOC129789336
OG0004623	ASTEI20_038129	LOC129789726
OG0004624	ASTEI20_039978	LOC129791280
OG0004626	ASTEI20_041340	LOC129789859
OG0004627	ASTEI20_042576	LOC129792200
OG0004628	ASTEI20_033993	LOC129789258
OG0004629	ASTEI20_032885	LOC129789902
OG0004630	ASTEI20_037263	LOC129789992
OG0004631	ASTEI20_031205	LOC129789893
OG0004632	ASTEI20_033214	LOC129787406
OG0004633	ASTEI20_038099	LOC129793938
OG0004634	ASTEI20_039770	LOC129791084
OG0004635	ASTEI20_043612	LOC129790718
OG0004636	ASTEI20_044795	LOC129791085
OG0004637	ASTEI20_035131	LOC129790020
OG0004638	ASTEI20_039882	LOC129786020
OG0004639	ASTEI20_045550	LOC129791172
OG0004640	ASTEI20_044160	LOC129794125
OG0004641	ASTEI20_042527	LOC129791083
OG0004642	ASTEI20_031589	LOC129792713
OG0004643	ASTEI20_045903	LOC129786577
OG0004644	ASTEI20_044698, ASTEI20_040936	LOC129794663
OG0004646	ASTEI20_034799	LOC129791542
OG0004647	ASTEI20_031525	LOC129794102
OG0004648	ASTEI20_032386	LOC129791541
OG0004649	ASTEI20_035995	LOC129792018
OG0004650	ASTEI20_032072	LOC129791460
OG0004651	ASTEI20_045736	LOC129793012
OG0004652	ASTEI20_033578	LOC129793011
OG0004653	ASTEI20_041151	LOC129792171
OG0004654	ASTEI20_033211	LOC129792170
OG0004655	ASTEI20_041661	LOC129791540
OG0004656	ASTEI20_037730	LOC129793055
OG0004659	ASTEI20_041526	LOC129786511
OG0004660	ASTEI20_045453	LOC129790188
OG0004661	ASTEI20_038788	LOC129797822
OG0004662	ASTEI20_032408	LOC129793114
OG0004663	ASTEI20_031621	LOC129793109
OG0004664	ASTEI20_043733	LOC129793110
OG0004665	ASTEI20_036965	LOC129791614
OG0004667	ASTEI20_040778	LOC129791995
OG0004668	ASTEI20_043983	LOC129791583
OG0004669	ASTEI20_041632	LOC129790835
OG0004670	ASTEI20_034299	LOC129791828
OG0004671	ASTEI20_041094	LOC129789008
OG0004672	ASTEI20_035254	LOC129794976
OG0004674	ASTEI20_032808	LOC129792350
OG0004675	ASTEI20_036383	LOC129793157
OG0004676	ASTEI20_044128	LOC129791423
OG0004677	ASTEI20_035464	LOC129791331
OG0004678	ASTEI20_035242	LOC129790664
OG0004679	ASTEI20_034828	LOC129792369
OG0004680	ASTEI20_038066	LOC129788810
OG0004681	ASTEI20_040666	LOC129793223
OG0004682	ASTEI20_032318	LOC129790732, LOC129794647
OG0004683	ASTEI20_042892	LOC129793985
OG0004684	ASTEI20_040803	LOC129791417
OG0004685	ASTEI20_037319	LOC129788808
OG0004686	ASTEI20_038644	LOC129791434
OG0004687	ASTEI20_036687	LOC129793213
OG0004688	ASTEI20_043932	LOC129790131
OG0004689	ASTEI20_041519	LOC129789105
OG0004690	ASTEI20_033636	LOC129788188
OG0004691	ASTEI20_042936	LOC129790474
OG0004692	ASTEI20_030943	LOC129788189
OG0004693	ASTEI20_036791	LOC129787311
OG0004694	ASTEI20_032632	LOC129788695
OG0004695	ASTEI20_036881	LOC129791892
OG0004696	ASTEI20_043901	LOC129788650
OG0004697	ASTEI20_041789	LOC129796612
OG0004698	ASTEI20_034936	LOC129790130
OG0004699	ASTEI20_034901	LOC129794095
OG0004700	ASTEI20_033019	LOC129787815
OG0004701	ASTEI20_035364	LOC129786498
OG0004702	ASTEI20_041690	LOC129794975
OG0004703	ASTEI20_036440	LOC129787832
OG0004704	ASTEI20_036905	LOC129786746
OG0004705	ASTEI20_040872	LOC129792071
OG0004706	ASTEI20_038454	LOC129790276
OG0004707	ASTEI20_039695	LOC129788190
OG0004708	ASTEI20_032122	LOC129786667
OG0004709	ASTEI20_038205	LOC129787774
OG0004710	ASTEI20_039218	LOC129796324
OG0004711	ASTEI20_037615	LOC129792493
OG0004712	ASTEI20_043723	LOC129788354
OG0004713	ASTEI20_041720	LOC129794795
OG0004714	ASTEI20_036559	LOC129796500
OG0004715	ASTEI20_039969	LOC129796591
OG0004716	ASTEI20_037876	LOC129795042
OG0004717	ASTEI20_043159	LOC129794978
OG0004718	ASTEI20_039266	LOC129795106
OG0004719	ASTEI20_032376	LOC129792500
OG0004720	ASTEI20_045273	LOC129797266
OG0004721	ASTEI20_031549	LOC129786015
OG0004722	ASTEI20_031810	LOC129790585
OG0004723	ASTEI20_034311	LOC129793692
OG0004724	ASTEI20_036557	LOC129793476
OG0004725	ASTEI20_040973	LOC129788168
OG0004726	ASTEI20_044936	LOC129793472
OG0004727	ASTEI20_033435	LOC129789909
OG0004728	ASTEI20_031102	LOC129792141
OG0004729	ASTEI20_031737	LOC129793650
OG0004730	ASTEI20_033556	LOC129792663
OG0004731	ASTEI20_044790	LOC129792245
OG0004732	ASTEI20_040982	LOC129792238
OG0004733	ASTEI20_031312	LOC129794194
OG0004734	ASTEI20_032492	LOC129793264
OG0004735	ASTEI20_031133	LOC129797499
OG0004736	ASTEI20_044514	LOC129797509
OG0004737	ASTEI20_041475	LOC129797738
OG0004738	ASTEI20_045865	LOC129793454
OG0004739	ASTEI20_043726	LOC129797603
OG0004740	ASTEI20_036081	LOC129797723
OG0004741	ASTEI20_040720	LOC129797511
OG0004742	ASTEI20_035569	LOC129793470
OG0004743	ASTEI20_044559	LOC129797692
OG0004745	ASTEI20_044131	LOC129789525
OG0004746	ASTEI20_040019	LOC129793386
OG0004747	ASTEI20_035483	LOC129788733
OG0004748	ASTEI20_038004	LOC129793373
OG0004749	ASTEI20_034665	LOC129790184
OG0004750	ASTEI20_034658	LOC129788559
OG0004751	ASTEI20_042759	LOC129788381
OG0004752	ASTEI20_034547	LOC129793619
OG0004753	ASTEI20_045796	LOC129791080
OG0004754	ASTEI20_038710	LOC129797482
OG0004755	ASTEI20_042684	LOC129796063
OG0004756	ASTEI20_042969	LOC129790010
OG0004757	ASTEI20_039880	LOC129794134
OG0004758	ASTEI20_040980	LOC129794192
OG0004759	ASTEI20_033009	LOC129794191
OG0004760	ASTEI20_044185	LOC129786738
OG0004761	ASTEI20_040780	LOC129790003
OG0004762	ASTEI20_038162	LOC129789855
OG0004763	ASTEI20_034650	LOC129790008
OG0004764	ASTEI20_044551	LOC129791014
OG0004765	ASTEI20_032105	LOC129795203, LOC129795323
OG0004766	ASTEI20_030969	LOC129788461
OG0004767	ASTEI20_044569	LOC129795306
OG0004768	ASTEI20_045184	LOC129790852
OG0004769	ASTEI20_040578	LOC129789896
OG0004770	ASTEI20_041206	LOC129789574
OG0004771	ASTEI20_041686	LOC129793152
OG0004772	ASTEI20_044589	LOC129786559
OG0004773	ASTEI20_034781	LOC129789837
OG0004774	ASTEI20_035587	LOC129786999
OG0004775	ASTEI20_041213	LOC129797096
OG0004777	ASTEI20_039098	LOC129787757
OG0004778	ASTEI20_043478	LOC129788129
OG0004779	ASTEI20_041321	LOC129786216
OG0004780	ASTEI20_042773	LOC129793721
OG0004781	ASTEI20_044192	LOC129787953
OG0004782	ASTEI20_034789	LOC129797857
OG0004783	ASTEI20_042352	LOC129788965
OG0004785	ASTEI20_039538	LOC129790685
OG0004786	ASTEI20_033160	LOC129790661
OG0004787	ASTEI20_042392	LOC129791057
OG0004788	ASTEI20_045788	LOC129792406
OG0004789	ASTEI20_031482	LOC129797798
OG0004790	ASTEI20_038487	LOC129789304
OG0004791	ASTEI20_033936	LOC129789260
OG0004792	ASTEI20_031800	LOC129791537
OG0004793	ASTEI20_038511	LOC129797470
OG0004794	ASTEI20_045594	LOC129791058
OG0004795	ASTEI20_039816	LOC129795122
OG0004796	ASTEI20_030911	LOC129795120
OG0004797	ASTEI20_041061	LOC129795194
OG0004798	ASTEI20_039686	LOC129795121
OG0004799	ASTEI20_044259	LOC129786573
OG0004800	ASTEI20_038228	LOC129791953
OG0004801	ASTEI20_038719	LOC129796130
OG0004802	ASTEI20_044975	LOC129796699
OG0004803	ASTEI20_038047	LOC129795905
OG0004804	ASTEI20_038499	LOC129786279
OG0004805	ASTEI20_034521	LOC129797301
OG0004806	ASTEI20_042911	LOC129787169
OG0004807	ASTEI20_046060	LOC129790301
OG0004808	ASTEI20_031075	LOC129790369
OG0004809	ASTEI20_045646	LOC129787165
OG0004810	ASTEI20_040109	LOC129792941
OG0004811	ASTEI20_037777	LOC129792623
OG0004812	ASTEI20_040362	LOC129788671
OG0004814	ASTEI20_035156	LOC129789392
OG0004815	ASTEI20_031957	LOC129797492
OG0004816	ASTEI20_042251	LOC129796599
OG0004817	ASTEI20_037519	LOC129795627
OG0004818	ASTEI20_038705	LOC129796592
OG0004819	ASTEI20_040185	LOC129796036
OG0004820	ASTEI20_037045	LOC129795410
OG0004821	ASTEI20_040987	LOC129787432
OG0004823	ASTEI20_043499	LOC129794637
OG0004825	ASTEI20_039351	LOC129796996
OG0004826	ASTEI20_039573	LOC129796374
OG0004827	ASTEI20_044286	LOC129796886
OG0004828	ASTEI20_039288	LOC129790538
OG0004829	ASTEI20_042855	LOC129790630
OG0004830	ASTEI20_038011	LOC129788969
OG0004831	ASTEI20_043736	LOC129788669
OG0004832	ASTEI20_041532	LOC129793727
OG0004833	ASTEI20_041393	LOC129789731
OG0004834	ASTEI20_044220	LOC129789665
