Orthogroup	AstephensiUCISS2018	AdirusWRAIR2
OG0004101	ASTEI20_043438	ADIR005519
OG0004102	ASTEI20_041954	ADIR002590
OG0004103	ASTEI20_041005	ADIR003943
OG0004104	ASTEI20_031407	ADIR010239
OG0004105	ASTEI20_042666	ADIR010246
OG0004106	ASTEI20_037868	ADIR010253
OG0004107	ASTEI20_033300	ADIR008438
OG0004108	ASTEI20_035746	ADIR007708
OG0004109	ASTEI20_036750	ADIR009162
OG0004110	ASTEI20_037517	ADIR009163
OG0004111	ASTEI20_041515	ADIR007948
OG0004112	ASTEI20_033322	ADIR009161
OG0004113	ASTEI20_033162	ADIR007474
OG0004114	ASTEI20_045318	ADIR001065
OG0004115	ASTEI20_036368	ADIR001329
OG0004116	ASTEI20_041782	ADIR001086
OG0004117	ASTEI20_034648	ADIR008289
OG0004118	ASTEI20_035788	ADIR015935
OG0004119	ASTEI20_045771	ADIR015695
OG0004120	ASTEI20_037908	ADIR010469
OG0004121	ASTEI20_031882	ADIR010470
OG0004122	ASTEI20_042415	ADIR010476
OG0004123	ASTEI20_036460	ADIR006634
OG0004124	ASTEI20_044186	ADIR008303
OG0004125	ASTEI20_041078	ADIR010461
OG0004126	ASTEI20_040095	ADIR008301
OG0004127	ASTEI20_041217	ADIR010472
OG0004128	ASTEI20_037053	ADIR010477
OG0004129	ASTEI20_034743	ADIR006635
OG0004130	ASTEI20_040131	ADIR010465
OG0004131	ASTEI20_034183	ADIR006638
OG0004132	ASTEI20_040700	ADIR010474
OG0004133	ASTEI20_043666	ADIR010466
OG0004134	ASTEI20_031998	ADIR000484
OG0004135	ASTEI20_045623	ADIR002190
OG0004136	ASTEI20_040646	ADIR005683
OG0004137	ASTEI20_038554	ADIR002189
OG0004139	ASTEI20_037542	ADIR005681
OG0004140	ASTEI20_040181	ADIR010694
OG0004141	ASTEI20_037564	ADIR004934
OG0004142	ASTEI20_037989	ADIR004923
OG0004143	ASTEI20_035748	ADIR004888
OG0004144	ASTEI20_045249	ADIR004889
OG0004145	ASTEI20_044756	ADIR004886
OG0004146	ASTEI20_043449	ADIR004885
OG0004147	ASTEI20_044277	ADIR005907
OG0004148	ASTEI20_040718	ADIR005908
OG0004149	ASTEI20_042701	ADIR005895
OG0004150	ASTEI20_036143	ADIR003552
OG0004151	ASTEI20_031613	ADIR008950
OG0004152	ASTEI20_031953	ADIR000077
OG0004153	ASTEI20_033484	ADIR003555
OG0004154	ASTEI20_032256	ADIR007196
OG0004155	ASTEI20_043560	ADIR007798
OG0004156	ASTEI20_039532	ADIR007197
OG0004157	ASTEI20_040636	ADIR005881
OG0004158	ASTEI20_043587	ADIR007147
OG0004159	ASTEI20_035064	ADIR011662
OG0004160	ASTEI20_045621	ADIR005882
OG0004161	ASTEI20_034697	ADIR005880
OG0004162	ASTEI20_038246	ADIR007185
OG0004163	ASTEI20_042740	ADIR006426
OG0004164	ASTEI20_036734	ADIR002803
OG0004165	ASTEI20_039824	ADIR006434
OG0004166	ASTEI20_042034	ADIR006425
OG0004167	ASTEI20_035594	ADIR006432
OG0004168	ASTEI20_041170	ADIR006618
OG0004169	ASTEI20_039934	ADIR008254
OG0004170	ASTEI20_044963	ADIR006616
OG0004171	ASTEI20_037364	ADIR006436
OG0004172	ASTEI20_044407	ADIR006435
OG0004173	ASTEI20_041409	ADIR002663
OG0004174	ASTEI20_040052	ADIR005471
OG0004175	ASTEI20_040331	ADIR008895
OG0004176	ASTEI20_039844	ADIR010259
OG0004178	ASTEI20_039467	ADIR005470
OG0004179	ASTEI20_039228	ADIR005852
OG0004180	ASTEI20_038905	ADIR004565
OG0004181	ASTEI20_042648	ADIR008313
OG0004182	ASTEI20_044089	ADIR005467
OG0004183	ASTEI20_033380	ADIR002295
OG0004184	ASTEI20_041757	ADIR005463
OG0004185	ASTEI20_034694	ADIR005853
OG0004186	ASTEI20_033227	ADIR009575
OG0004187	ASTEI20_043756	ADIR006721
OG0004188	ASTEI20_032238	ADIR002328
OG0004189	ASTEI20_039289	ADIR002259
OG0004190	ASTEI20_033971	ADIR002274
OG0004191	ASTEI20_039942	ADIR002326
OG0004192	ASTEI20_038080	ADIR002329
OG0004193	ASTEI20_037951	ADIR005265
OG0004194	ASTEI20_033757	ADIR009578
OG0004195	ASTEI20_037866	ADIR009591
OG0004196	ASTEI20_037220	ADIR010753
OG0004197	ASTEI20_038669	ADIR004435
OG0004198	ASTEI20_034691	ADIR002877
OG0004199	ASTEI20_045590	ADIR008426
OG0004200	ASTEI20_043986	ADIR002878
OG0004201	ASTEI20_040302	ADIR008428
OG0004202	ASTEI20_044761	ADIR011682
OG0004203	ASTEI20_045799	ADIR011681
OG0004204	ASTEI20_033068	ADIR006152
OG0004205	ASTEI20_042881	ADIR000978
OG0004206	ASTEI20_034939	ADIR000830
OG0004207	ASTEI20_038679	ADIR001399
OG0004208	ASTEI20_042779	ADIR000831
OG0004209	ASTEI20_032642	ADIR001159
OG0004210	ASTEI20_035420	ADIR001407
OG0004211	ASTEI20_040069	ADIR011684
OG0004212	ASTEI20_045119	ADIR004366
OG0004213	ASTEI20_041071	ADIR005702
OG0004214	ASTEI20_038154	ADIR001079
OG0004215	ASTEI20_037735	ADIR001081
OG0004216	ASTEI20_034606	ADIR005755
OG0004217	ASTEI20_041107	ADIR001080
OG0004218	ASTEI20_041808	ADIR003922
OG0004219	ASTEI20_040439	ADIR016136
OG0004220	ASTEI20_044208	ADIR008325
OG0004221	ASTEI20_040614	ADIR008324
OG0004222	ASTEI20_039741	ADIR008323
OG0004223	ASTEI20_044888	ADIR008328
OG0004224	ASTEI20_036172	ADIR010729
OG0004225	ASTEI20_037499	ADIR002443
OG0004226	ASTEI20_034416	ADIR002440
OG0004227	ASTEI20_041291	ADIR014284
OG0004228	ASTEI20_033398	ADIR005327
OG0004229	ASTEI20_044406	ADIR003361
OG0004230	ASTEI20_044762	ADIR010733
OG0004231	ASTEI20_030973	ADIR015701
OG0004232	ASTEI20_037294	ADIR001289
OG0004233	ASTEI20_035390	ADIR001266
OG0004234	ASTEI20_046050	ADIR001268
OG0004235	ASTEI20_044268	ADIR009291
OG0004236	ASTEI20_040274	ADIR001276
OG0004237	ASTEI20_038139	ADIR001228
OG0004238	ASTEI20_031676	ADIR000885
OG0004239	ASTEI20_044415	ADIR001526
OG0004240	ASTEI20_032138	ADIR006970
OG0004241	ASTEI20_044678	ADIR006973
OG0004242	ASTEI20_033472	ADIR006972
OG0004243	ASTEI20_034306	ADIR006974
OG0004244	ASTEI20_041391	ADIR007733
OG0004245	ASTEI20_033845	ADIR004171
OG0004246	ASTEI20_042680, ASTEI20_034228	ADIR003746
OG0004247	ASTEI20_043188	ADIR011073
OG0004248	ASTEI20_046064	ADIR007732
OG0004249	ASTEI20_031268	ADIR007702
OG0004250	ASTEI20_044171	ADIR016155
OG0004251	ASTEI20_041236	ADIR008030
OG0004252	ASTEI20_032993	ADIR008031
OG0004253	ASTEI20_033483	ADIR002418
OG0004254	ASTEI20_040059	ADIR000073
OG0004255	ASTEI20_041741	ADIR006968
OG0004256	ASTEI20_040997	ADIR006969
OG0004257	ASTEI20_043838	ADIR008491
OG0004258	ASTEI20_034571	ADIR004947
OG0004259	ASTEI20_041425	ADIR002117
OG0004260	ASTEI20_039920	ADIR002224
OG0004261	ASTEI20_034730	ADIR009663
OG0004262	ASTEI20_038072	ADIR002223
OG0004263	ASTEI20_042252	ADIR003997
OG0004264	ASTEI20_038331	ADIR008686
OG0004265	ASTEI20_043010	ADIR003993
OG0004266	ASTEI20_031558	ADIR006640
OG0004267	ASTEI20_033279	ADIR010433
OG0004269	ASTEI20_034620	ADIR008266
OG0004270	ASTEI20_042840	ADIR010380
OG0004271	ASTEI20_037830	ADIR010381
OG0004272	ASTEI20_039251	ADIR004803
OG0004273	ASTEI20_036847	ADIR008740
OG0004274	ASTEI20_043498	ADIR009786
OG0004275	ASTEI20_038105	ADIR009255
OG0004276	ASTEI20_033622	ADIR000598
OG0004277	ASTEI20_031578	ADIR006261
OG0004278	ASTEI20_037002	ADIR004116
OG0004279	ASTEI20_044092	ADIR009824
OG0004280	ASTEI20_045385	ADIR008880
OG0004281	ASTEI20_031345	ADIR006260
OG0004282	ASTEI20_036874	ADIR011332
OG0004283	ASTEI20_040001	ADIR004322
OG0004284	ASTEI20_035543	ADIR004336
OG0004285	ASTEI20_038244	ADIR011617
OG0004286	ASTEI20_045141	ADIR005590
OG0004287	ASTEI20_032599	ADIR002162
OG0004288	ASTEI20_038531	ADIR011614
OG0004289	ASTEI20_045354	ADIR009601
OG0004290	ASTEI20_031009	ADIR011310
OG0004291	ASTEI20_038676	ADIR011323
OG0004292	ASTEI20_032170	ADIR011304
OG0004293	ASTEI20_033474	ADIR011305
OG0004294	ASTEI20_033985	ADIR011321
OG0004295	ASTEI20_041027	ADIR003581
OG0004296	ASTEI20_036523	ADIR011302
OG0004297	ASTEI20_035101	ADIR003086
OG0004298	ASTEI20_042872	ADIR002694
OG0004299	ASTEI20_038199	ADIR003089
OG0004300	ASTEI20_044787	ADIR002479
OG0004301	ASTEI20_036122	ADIR002692
OG0004302	ASTEI20_041867	ADIR015596
OG0004303	ASTEI20_045919	ADIR002682
OG0004304	ASTEI20_043236	ADIR003154
OG0004305	ASTEI20_038124	ADIR003163
OG0004306	ASTEI20_045116	ADIR002683
OG0004307	ASTEI20_031156	ADIR003157
OG0004308	ASTEI20_040359	ADIR002685
OG0004309	ASTEI20_041561	ADIR003091
OG0004310	ASTEI20_032790	ADIR003158
OG0004311	ASTEI20_036276	ADIR015595
OG0004312	ASTEI20_035263	ADIR001929
OG0004313	ASTEI20_044372	ADIR001923
OG0004314	ASTEI20_041518	ADIR001924
OG0004315	ASTEI20_032417	ADIR009613
OG0004316	ASTEI20_043315	ADIR002213
OG0004317	ASTEI20_034041	ADIR001932
OG0004318	ASTEI20_036718	ADIR002222
OG0004319	ASTEI20_038628	ADIR015510
OG0004320	ASTEI20_042293	ADIR001341
OG0004321	ASTEI20_041488	ADIR001933
OG0004322	ASTEI20_039753	ADIR000244
OG0004323	ASTEI20_032338	ADIR001914
OG0004324	ASTEI20_043616	ADIR009614
OG0004325	ASTEI20_036940	ADIR002219
OG0004326	ASTEI20_036719	ADIR000236
OG0004327	ASTEI20_044887	ADIR002218
OG0004328	ASTEI20_032075	ADIR001925
OG0004329	ASTEI20_040454	ADIR002342
OG0004330	ASTEI20_038117	ADIR000243
OG0004331	ASTEI20_042073	ADIR008201
OG0004332	ASTEI20_034952	ADIR007023
OG0004333	ASTEI20_043213	ADIR001880
OG0004334	ASTEI20_045039	ADIR005722
OG0004335	ASTEI20_043898	ADIR000223
OG0004336	ASTEI20_041095	ADIR002361
OG0004337	ASTEI20_041462	ADIR011629
OG0004338	ASTEI20_038300	ADIR007279
OG0004339	ASTEI20_042420	ADIR001881
OG0004340	ASTEI20_044260	ADIR008204
OG0004341	ASTEI20_036770	ADIR001882
OG0004342	ASTEI20_044464	ADIR007024
OG0004343	ASTEI20_036248	ADIR010479
OG0004345	ASTEI20_039901	ADIR016154
OG0004346	ASTEI20_031909	ADIR010485
OG0004347	ASTEI20_039584	ADIR010965
OG0004348	ASTEI20_038728	ADIR009142
OG0004349	ASTEI20_044977	ADIR002035
OG0004350	ASTEI20_035979	ADIR011379
OG0004351	ASTEI20_040425	ADIR010962
OG0004352	ASTEI20_037356	ADIR006793
OG0004353	ASTEI20_033441	ADIR002261
OG0004354	ASTEI20_034811	ADIR003985
OG0004355	ASTEI20_038068	ADIR002038
OG0004356	ASTEI20_037027	ADIR010964
OG0004357	ASTEI20_040343	ADIR002264
OG0004358	ASTEI20_037611	ADIR010967
OG0004359	ASTEI20_044274	ADIR002262
OG0004360	ASTEI20_035182	ADIR004344
OG0004361	ASTEI20_040647	ADIR011378
OG0004362	ASTEI20_040462	ADIR002039
OG0004363	ASTEI20_033609	ADIR011622
OG0004364	ASTEI20_041548, ASTEI20_043143	ADIR002036
OG0004365	ASTEI20_038366	ADIR003821
OG0004366	ASTEI20_041430	ADIR003824
OG0004367	ASTEI20_043424	ADIR003822
OG0004368	ASTEI20_044780	ADIR003823
OG0004369	ASTEI20_032680	ADIR008501
OG0004371	ASTEI20_041121	ADIR001107
OG0004372	ASTEI20_031888	ADIR007508
OG0004373	ASTEI20_033601	ADIR008055
OG0004374	ASTEI20_034900	ADIR004587
OG0004375	ASTEI20_039386	ADIR002073
OG0004377	ASTEI20_037236	ADIR003266
OG0004378	ASTEI20_034263	ADIR002471
OG0004379	ASTEI20_036942	ADIR011411
OG0004380	ASTEI20_040972	ADIR002468
OG0004381	ASTEI20_039860	ADIR001524
OG0004382	ASTEI20_042550	ADIR015793
OG0004383	ASTEI20_032598	ADIR004748
OG0004384	ASTEI20_043454	ADIR010912
OG0004385	ASTEI20_041275	ADIR002472
OG0004386	ASTEI20_039651	ADIR011412
OG0004387	ASTEI20_034941	ADIR004483
OG0004388	ASTEI20_044942	ADIR011410
OG0004389	ASTEI20_045197	ADIR011409
OG0004390	ASTEI20_040164	ADIR011413
OG0004391	ASTEI20_040156	ADIR004745
OG0004392	ASTEI20_034822	ADIR004757
OG0004393	ASTEI20_031331	ADIR004755
OG0004394	ASTEI20_035362	ADIR004749
OG0004395	ASTEI20_032580	ADIR004752
OG0004396	ASTEI20_042473	ADIR004485
OG0004397	ASTEI20_040667	ADIR007332
OG0004398	ASTEI20_044117	ADIR003676
OG0004399	ASTEI20_031489	ADIR007336
OG0004400	ASTEI20_035150	ADIR007333
OG0004401	ASTEI20_046142	ADIR007325
OG0004402	ASTEI20_042227	ADIR007334
OG0004403	ASTEI20_032449	ADIR007322
OG0004404	ASTEI20_043127, ASTEI20_035593	ADIR010450
OG0004405	ASTEI20_032322	ADIR005449
OG0004406	ASTEI20_044410	ADIR005369
OG0004407	ASTEI20_045614	ADIR005860
OG0004408	ASTEI20_044292	ADIR005373
OG0004409	ASTEI20_038537	ADIR008784
OG0004410	ASTEI20_042996	ADIR009440
OG0004411	ASTEI20_038731, ASTEI20_036136	ADIR010779
OG0004412	ASTEI20_040390	ADIR002920
OG0004413	ASTEI20_036795	ADIR010741
OG0004414	ASTEI20_034870	ADIR002917
OG0004415	ASTEI20_037553	ADIR002918
OG0004416	ASTEI20_034683	ADIR001150
OG0004417	ASTEI20_039279	ADIR001392
OG0004418	ASTEI20_037993	ADIR010810
OG0004419	ASTEI20_042445	ADIR010126
OG0004420	ASTEI20_031712	ADIR010806
OG0004421	ASTEI20_045780	ADIR010811
OG0004422	ASTEI20_038116	ADIR010807
OG0004423	ASTEI20_037493	ADIR010805
OG0004424	ASTEI20_039713	ADIR010802
OG0004425	ASTEI20_036629	ADIR010803
OG0004426	ASTEI20_032228	ADIR011406
OG0004427	ASTEI20_039830	ADIR010813
OG0004428	ASTEI20_035113	ADIR006523
OG0004429	ASTEI20_036670	ADIR010534
OG0004430	ASTEI20_037198	ADIR010182
OG0004431	ASTEI20_045544	ADIR008363
OG0004432	ASTEI20_040485	ADIR010183
OG0004433	ASTEI20_040516	ADIR008362
OG0004435	ASTEI20_033761	ADIR004635
OG0004436	ASTEI20_041112	ADIR010535
OG0004437	ASTEI20_045731	ADIR010184
OG0004438	ASTEI20_036702	ADIR008514
OG0004439	ASTEI20_043875	ADIR006520
OG0004440	ASTEI20_039682	ADIR004556
OG0004441	ASTEI20_041319	ADIR004557
OG0004442	ASTEI20_034719	ADIR008890
OG0004443	ASTEI20_031429	ADIR004554
OG0004444	ASTEI20_042925	ADIR015859
OG0004445	ASTEI20_041271	ADIR004553
OG0004446	ASTEI20_036733	ADIR004559
OG0004447	ASTEI20_044471	ADIR008887
OG0004448	ASTEI20_031761	ADIR015860
OG0004449	ASTEI20_040036	ADIR009424
OG0004450	ASTEI20_031596	ADIR009425
OG0004451	ASTEI20_034345	ADIR011113
OG0004452	ASTEI20_043803	ADIR003541
OG0004453	ASTEI20_037315	ADIR009500
OG0004454	ASTEI20_033568	ADIR002249
OG0004455	ASTEI20_036902	ADIR016108
OG0004456	ASTEI20_040672	ADIR009496
OG0004457	ASTEI20_037956	ADIR002247
OG0004458	ASTEI20_034297	ADIR009650
OG0004459	ASTEI20_032307	ADIR002240
OG0004460	ASTEI20_031759	ADIR002239
OG0004461	ASTEI20_031645	ADIR016106
OG0004462	ASTEI20_035902	ADIR009498
OG0004463	ASTEI20_033082	ADIR002269
OG0004464	ASTEI20_039916	ADIR002337
OG0004465	ASTEI20_045564	ADIR000102
OG0004466	ASTEI20_041168	ADIR002331
OG0004467	ASTEI20_033045	ADIR002270
OG0004468	ASTEI20_035926	ADIR002332
OG0004469	ASTEI20_034578	ADIR002528
OG0004470	ASTEI20_032756	ADIR005810
OG0004471	ASTEI20_045965	ADIR002526
OG0004472	ASTEI20_037788	ADIR002828
OG0004473	ASTEI20_045350	ADIR005822
OG0004474	ASTEI20_037709	ADIR002829
OG0004475	ASTEI20_031994	ADIR015700
OG0004476	ASTEI20_038392	ADIR004464
OG0004477	ASTEI20_031421	ADIR001184
OG0004478	ASTEI20_033873	ADIR000910
OG0004479	ASTEI20_043925	ADIR007802
OG0004480	ASTEI20_043002	ADIR001177
OG0004481	ASTEI20_034812	ADIR000508
OG0004482	ASTEI20_033002	ADIR002290
OG0004483	ASTEI20_034105	ADIR002285
OG0004484	ASTEI20_039126	ADIR000502
OG0004485	ASTEI20_045301	ADIR000503
OG0004486	ASTEI20_037492	ADIR002294
OG0004487	ASTEI20_040716	ADIR000504
OG0004488	ASTEI20_041748	ADIR005984
OG0004489	ASTEI20_036433	ADIR002489
OG0004490	ASTEI20_045236	ADIR006572
OG0004491	ASTEI20_034108	ADIR002836
OG0004492	ASTEI20_032557	ADIR002483
OG0004493	ASTEI20_031892	ADIR006441
OG0004494	ASTEI20_033712	ADIR002485
OG0004495	ASTEI20_038916	ADIR008916
OG0004496	ASTEI20_031849	ADIR003986
OG0004497	ASTEI20_038909	ADIR007366
OG0004498	ASTEI20_034242	ADIR004594
OG0004499	ASTEI20_039807	ADIR001000
OG0004500	ASTEI20_042153	ADIR006951
OG0004501	ASTEI20_032131	ADIR001073
OG0004502	ASTEI20_041509	ADIR001507
OG0004503	ASTEI20_041298	ADIR001664
OG0004504	ASTEI20_044261	ADIR010281
OG0004505	ASTEI20_041943	ADIR010282
OG0004506	ASTEI20_032247	ADIR010288
OG0004507	ASTEI20_037113	ADIR010290
OG0004508	ASTEI20_031048	ADIR010278
OG0004509	ASTEI20_038275, ASTEI20_032702	ADIR010280
OG0004510	ASTEI20_037032	ADIR010279
OG0004511	ASTEI20_044957	ADIR001119
OG0004512	ASTEI20_042715	ADIR001412
OG0004513	ASTEI20_037576	ADIR007769
OG0004514	ASTEI20_040340	ADIR014992
OG0004515	ASTEI20_030870	ADIR006717
OG0004516	ASTEI20_035226	ADIR001120
OG0004517	ASTEI20_037514	ADIR001243
OG0004518	ASTEI20_034915	ADIR009839
OG0004519	ASTEI20_033172	ADIR007387
OG0004520	ASTEI20_035061	ADIR008241
OG0004521	ASTEI20_035058	ADIR002961
OG0004522	ASTEI20_039999	ADIR010996
OG0004523	ASTEI20_040519	ADIR002962
OG0004524	ASTEI20_045056	ADIR010997
OG0004525	ASTEI20_038864	ADIR010995
OG0004526	ASTEI20_033616	ADIR003107
OG0004527	ASTEI20_034502	ADIR008717
OG0004528	ASTEI20_043812, ASTEI20_039778	ADIR011001
OG0004529	ASTEI20_036520	ADIR010993
OG0004530	ASTEI20_034842, ASTEI20_034320	ADIR011003
OG0004531	ASTEI20_044755	ADIR011371
OG0004532	ASTEI20_042528	ADIR015505
OG0004533	ASTEI20_042879	ADIR011360
OG0004535	ASTEI20_043621	ADIR015506
OG0004536	ASTEI20_040686	ADIR015977
OG0004537	ASTEI20_036654	ADIR005710
OG0004538	ASTEI20_040933	ADIR005708
OG0004539	ASTEI20_034750	ADIR005697
OG0004540	ASTEI20_040491	ADIR005711
OG0004541	ASTEI20_031870	ADIR000448
OG0004542	ASTEI20_041305	ADIR005698
OG0004543	ASTEI20_032196, ASTEI20_037954	ADIR003017
OG0004544	ASTEI20_032607	ADIR003222
OG0004545	ASTEI20_041198	ADIR010077
OG0004546	ASTEI20_033824	ADIR003315
OG0004547	ASTEI20_043627	ADIR010075
OG0004548	ASTEI20_037070	ADIR010076
OG0004549	ASTEI20_037341	ADIR003232
OG0004550	ASTEI20_037063	ADIR010070
OG0004551	ASTEI20_040984, ASTEI20_041055	ADIR003018
OG0004552	ASTEI20_044473	ADIR003326
OG0004553	ASTEI20_041228	ADIR005483
OG0004554	ASTEI20_031946	ADIR006598
OG0004555	ASTEI20_042961	ADIR006603
OG0004556	ASTEI20_033210	ADIR000374
OG0004557	ASTEI20_045628	ADIR001365
OG0004558	ASTEI20_036456	ADIR000375
OG0004559	ASTEI20_043867	ADIR001364
OG0004560	ASTEI20_039905	ADIR001767
OG0004561	ASTEI20_033117	ADIR008627
OG0004562	ASTEI20_038136	ADIR001759
OG0004563	ASTEI20_037845	ADIR001775
OG0004564	ASTEI20_045745	ADIR001770
OG0004565	ASTEI20_043061	ADIR001774
OG0004566	ASTEI20_041056	ADIR001760
OG0004567	ASTEI20_033988	ADIR001772
OG0004568	ASTEI20_032181	ADIR001765
OG0004569	ASTEI20_045310	ADIR001682
OG0004570	ASTEI20_036908	ADIR006444
OG0004571	ASTEI20_038362	ADIR003170
OG0004572	ASTEI20_041752	ADIR006447
OG0004573	ASTEI20_041722	ADIR003172
OG0004574	ASTEI20_031579	ADIR005944
OG0004575	ASTEI20_035792	ADIR010569
OG0004576	ASTEI20_043130	ADIR006446
OG0004577	ASTEI20_042826	ADIR003173
OG0004578	ASTEI20_033817	ADIR006445
OG0004579	ASTEI20_043883	ADIR006071
OG0004580	ASTEI20_033504	ADIR006078
OG0004581	ASTEI20_045962	ADIR006079
OG0004582	ASTEI20_033413	ADIR006074
OG0004583	ASTEI20_039271	ADIR006072
OG0004584	ASTEI20_042603	ADIR006077
OG0004585	ASTEI20_038965	ADIR006068
OG0004586	ASTEI20_034259	ADIR004843
OG0004587	ASTEI20_032591	ADIR006821
OG0004588	ASTEI20_039074	ADIR006822
OG0004589	ASTEI20_038343	ADIR006826
OG0004590	ASTEI20_032045	ADIR006825
OG0004591	ASTEI20_031105	ADIR004844
OG0004592	ASTEI20_036124	ADIR004845
OG0004593	ASTEI20_045824	ADIR006823
OG0004594	ASTEI20_042515	ADIR006277
OG0004595	ASTEI20_039492	ADIR002850
OG0004596	ASTEI20_032523	ADIR002853
OG0004597	ASTEI20_046020	ADIR002855
OG0004598	ASTEI20_032826	ADIR002849
OG0004599	ASTEI20_046129	ADIR002858
OG0004600	ASTEI20_044201	ADIR002860
OG0004601	ASTEI20_040868	ADIR002410
OG0004602	ASTEI20_044554	ADIR002852
OG0004603	ASTEI20_040538	ADIR002857
OG0004604	ASTEI20_032030	ADIR002847
OG0004605	ASTEI20_034635	ADIR007607
OG0004606	ASTEI20_037184	ADIR007623
OG0004607	ASTEI20_036178	ADIR007616
OG0004608	ASTEI20_034586	ADIR002618
OG0004609	ASTEI20_034457	ADIR010641
OG0004610	ASTEI20_037426	ADIR002971
OG0004611	ASTEI20_038360	ADIR008296
OG0004612	ASTEI20_042370	ADIR003707
OG0004613	ASTEI20_035480	ADIR011593
OG0004614	ASTEI20_045885	ADIR000319
OG0004615	ASTEI20_037009	ADIR005748
OG0004616	ASTEI20_034776	ADIR011594
OG0004617	ASTEI20_043056	ADIR005751
OG0004618	ASTEI20_031672	ADIR007467
OG0004619	ASTEI20_038593	ADIR001574
OG0004620	ASTEI20_042266	ADIR002844
OG0004621	ASTEI20_043355	ADIR003110
OG0004622	ASTEI20_041923	ADIR002846
OG0004623	ASTEI20_038129	ADIR000655
OG0004624	ASTEI20_039978	ADIR004681
OG0004625	ASTEI20_038950	ADIR004680
OG0004626	ASTEI20_041340	ADIR004687
OG0004627	ASTEI20_042576	ADIR010863
OG0004628	ASTEI20_033993	ADIR000654
OG0004629	ASTEI20_032885	ADIR004684
OG0004630	ASTEI20_037263	ADIR010858
OG0004631	ASTEI20_031205	ADIR004688
OG0004632	ASTEI20_033214	ADIR010930
OG0004633	ASTEI20_038099	ADIR010859
OG0004634	ASTEI20_039770	ADIR011104
OG0004635	ASTEI20_043612	ADIR011096
OG0004636	ASTEI20_044795	ADIR011103
OG0004637	ASTEI20_035131	ADIR005177
OG0004638	ASTEI20_039882	ADIR004765
OG0004639	ASTEI20_045550	ADIR009279
OG0004640	ASTEI20_044160	ADIR004899
OG0004641	ASTEI20_042527	ADIR011106
OG0004642	ASTEI20_031589	ADIR008853
OG0004643	ASTEI20_045903	ADIR001904
OG0004644	ASTEI20_044698, ASTEI20_040936	ADIR000363
OG0004645	ASTEI20_034396	ADIR005767
OG0004646	ASTEI20_034799	ADIR006862
OG0004647	ASTEI20_031525	ADIR003697
OG0004648	ASTEI20_032386	ADIR014587
OG0004649	ASTEI20_035995	ADIR006864
OG0004650	ASTEI20_032072	ADIR003698
OG0004651	ASTEI20_045736	ADIR003600
OG0004652	ASTEI20_033578	ADIR003598
OG0004653	ASTEI20_041151	ADIR008563
OG0004654	ASTEI20_033211	ADIR008562
OG0004655	ASTEI20_041661	ADIR006860
OG0004656	ASTEI20_037730	ADIR007381
OG0004657	ASTEI20_037304	ADIR010363
OG0004658	ASTEI20_031604	ADIR003033
OG0004659	ASTEI20_041526	ADIR004426
OG0004660	ASTEI20_045453	ADIR004429
OG0004661	ASTEI20_038788	ADIR003279
OG0004662	ASTEI20_032408	ADIR004274
OG0004663	ASTEI20_031621	ADIR004279
OG0004664	ASTEI20_043733	ADIR004278
OG0004665	ASTEI20_036965	ADIR006925
OG0004666	ASTEI20_039393	ADIR006924
OG0004667	ASTEI20_040778	ADIR004283
OG0004668	ASTEI20_043983	ADIR006923
OG0004669	ASTEI20_041632	ADIR009324
OG0004670	ASTEI20_034299	ADIR004020
OG0004671	ASTEI20_041094	ADIR009330
OG0004672	ASTEI20_035254	ADIR005686
OG0004674	ASTEI20_032808	ADIR009405
OG0004675	ASTEI20_036383	ADIR010849
OG0004676	ASTEI20_044128	ADIR010904
OG0004677	ASTEI20_035464	ADIR010847
OG0004678	ASTEI20_035242	ADIR006335
OG0004679	ASTEI20_034828	ADIR009404
OG0004680	ASTEI20_038066	ADIR009427
OG0004681	ASTEI20_040666	ADIR010848
OG0004682	ASTEI20_032318	ADIR006332
OG0004683	ASTEI20_042892	ADIR010851
OG0004684	ASTEI20_040803	ADIR010903
OG0004685	ASTEI20_037319	ADIR010843
OG0004686	ASTEI20_038644	ADIR005003
OG0004687	ASTEI20_036687	ADIR009358
OG0004688	ASTEI20_043932	ADIR006148
OG0004689	ASTEI20_041519	ADIR005983
OG0004690	ASTEI20_033636	ADIR011160
OG0004691	ASTEI20_042936	ADIR011328
OG0004692	ASTEI20_030943	ADIR000589
OG0004693	ASTEI20_036791	ADIR011159
OG0004694	ASTEI20_032632	ADIR005928
OG0004695	ASTEI20_036881	ADIR000590
OG0004696	ASTEI20_043901	ADIR005985
OG0004697	ASTEI20_041789	ADIR009769
OG0004698	ASTEI20_034936	ADIR006146
OG0004699	ASTEI20_034901	ADIR006150, ADIR011454
OG0004700	ASTEI20_033019	ADIR002989
OG0004701	ASTEI20_035364	ADIR009086
OG0004702	ASTEI20_041690	ADIR009092
OG0004703	ASTEI20_036440	ADIR002984
OG0004704	ASTEI20_036905	ADIR009093
OG0004705	ASTEI20_040872	ADIR004504
OG0004706	ASTEI20_038454	ADIR009099
OG0004707	ASTEI20_039695	ADIR004505
OG0004708	ASTEI20_032122	ADIR009098
OG0004709	ASTEI20_038205	ADIR006422
OG0004710	ASTEI20_039218	ADIR006421
OG0004711	ASTEI20_037615	ADIR003756
