Orthogroup	AstephensiUCISS2018	AaegyptiLVP_AGWG
OG0005229	ASTEI20_033001	AAEL007304
OG0005230	ASTEI20_037658	AAEL007305
OG0005231	ASTEI20_036767	AAEL007306
OG0005232	ASTEI20_036347	AAEL007307
OG0005233	ASTEI20_032593	AAEL007309
OG0005234	ASTEI20_033693	AAEL007310
OG0005235	ASTEI20_034455	AAEL007313
OG0005236	ASTEI20_031542	AAEL007316
OG0005237	ASTEI20_038725	AAEL007317
OG0005238	ASTEI20_039235	AAEL007321
OG0005239	ASTEI20_037710	AAEL007328
OG0005240	ASTEI20_040432	AAEL007329
OG0005241	ASTEI20_035630	AAEL007332
OG0005242	ASTEI20_043667	AAEL007342
OG0005243	ASTEI20_033756	AAEL007354
OG0005244	ASTEI20_031187	AAEL007355
OG0005245	ASTEI20_040284	AAEL007366
OG0005246	ASTEI20_031639	AAEL007372
OG0005247	ASTEI20_031983	AAEL007373
OG0005248	ASTEI20_041756	AAEL007374
OG0005249	ASTEI20_038273	AAEL007382
OG0005250	ASTEI20_031172	AAEL007387
OG0005251	ASTEI20_046075	AAEL007392
OG0005252	ASTEI20_042087	AAEL007393
OG0005253	ASTEI20_037562	AAEL007397
OG0005254	ASTEI20_036677	AAEL007401
OG0005255	ASTEI20_041171	AAEL007410
OG0005256	ASTEI20_042974	AAEL007414
OG0005257	ASTEI20_045498	AAEL007422
OG0005258	ASTEI20_031095	AAEL007423
OG0005259	ASTEI20_040503	AAEL007439
OG0005260	ASTEI20_035047	AAEL007441
OG0005261	ASTEI20_045761	AAEL007442
OG0005262	ASTEI20_043569	AAEL007443
OG0005263	ASTEI20_033498	AAEL007451
OG0005264	ASTEI20_043589	AAEL007452
OG0005265	ASTEI20_032144	AAEL007462
OG0005266	ASTEI20_036002, ASTEI20_042154	AAEL007472
OG0005267	ASTEI20_045339	AAEL007480
OG0005268	ASTEI20_033348	AAEL007481
OG0005269	ASTEI20_038671	AAEL007482
OG0005270	ASTEI20_032877	AAEL007483
OG0005271	ASTEI20_035737	AAEL007484
OG0005272	ASTEI20_034518	AAEL007493
OG0005273	ASTEI20_039750	AAEL007495
OG0005274	ASTEI20_037754	AAEL007502
OG0005275	ASTEI20_041033	AAEL007509
OG0005276	ASTEI20_043288	AAEL007521
OG0005277	ASTEI20_040689	AAEL007523
OG0005278	ASTEI20_041512	AAEL007525
OG0005279	ASTEI20_033216	AAEL007526
OG0005280	ASTEI20_031142	AAEL007534
OG0005281	ASTEI20_038364	AAEL007535
OG0005282	ASTEI20_031863	AAEL007539
OG0005283	ASTEI20_034889	AAEL007542
OG0005284	ASTEI20_034450	AAEL007547
OG0005285	ASTEI20_045618	AAEL007548
OG0005286	ASTEI20_041858	AAEL007549
OG0005287	ASTEI20_042534	AAEL007554
OG0005288	ASTEI20_044606	AAEL007555
OG0005289	ASTEI20_033724	AAEL024676, AAEL007556
OG0005290	ASTEI20_038902	AAEL007558
OG0005291	ASTEI20_038219	AAEL007559
OG0005292	ASTEI20_032638	AAEL007560
OG0005293	ASTEI20_042100	AAEL007562
OG0005294	ASTEI20_044003	AAEL007563
OG0005295	ASTEI20_031278	AAEL007566
OG0005296	ASTEI20_040867	AAEL007572, AAEL020170
OG0005297	ASTEI20_036067	AAEL007573
OG0005298	ASTEI20_034064	AAEL007579
OG0005299	ASTEI20_038283	AAEL007607
OG0005300	ASTEI20_039998	AAEL007624
OG0005301	ASTEI20_034710	AAEL007626
OG0005302	ASTEI20_034309	AAEL007633
OG0005303	ASTEI20_033056	AAEL007634
OG0005304	ASTEI20_041480	AAEL007637
OG0005305	ASTEI20_042250	AAEL007641
OG0005306	ASTEI20_040698	AAEL007642
OG0005307	ASTEI20_045441	AAEL007644
OG0005308	ASTEI20_039197	AAEL007646
OG0005309	ASTEI20_042859	AAEL007651
OG0005310	ASTEI20_032870	AAEL007653
OG0005311	ASTEI20_040813	AAEL007656
OG0005312	ASTEI20_033543, ASTEI20_036698	AAEL007657
OG0005313	ASTEI20_030994	AAEL007658
OG0005314	ASTEI20_036466	AAEL007660
OG0005315	ASTEI20_036645	AAEL007661
OG0005316	ASTEI20_036835	AAEL007670
OG0005317	ASTEI20_045438	AAEL007672
OG0005318	ASTEI20_033889	AAEL007674
OG0005319	ASTEI20_030804	AAEL007684
OG0005320	ASTEI20_035111	AAEL007687, AAEL028226
OG0005321	ASTEI20_039461	AAEL007690
OG0005322	ASTEI20_036185	AAEL007693
OG0005323	ASTEI20_043177	AAEL007701
OG0005324	ASTEI20_039227	AAEL007702
OG0005325	ASTEI20_042326	AAEL007705
OG0005326	ASTEI20_043390	AAEL007707
OG0005327	ASTEI20_042531	AAEL007713
OG0005328	ASTEI20_038597	AAEL007715
OG0005329	ASTEI20_039335	AAEL007716
OG0005330	ASTEI20_033359	AAEL007717
OG0005331	ASTEI20_034227	AAEL007718
OG0005332	ASTEI20_040262	AAEL007720
OG0005333	ASTEI20_039846	AAEL007725
OG0005334	ASTEI20_032988	AAEL007729
OG0005335	ASTEI20_041542	AAEL007730
OG0005336	ASTEI20_031949	AAEL007738
OG0005337	ASTEI20_038704	AAEL007739
OG0005338	ASTEI20_037378	AAEL007750
OG0005339	ASTEI20_043184	AAEL007763
OG0005340	ASTEI20_041572	AAEL007765
OG0005341	ASTEI20_034669	AAEL007767
OG0005342	ASTEI20_036371	AAEL007768
OG0005343	ASTEI20_045002	AAEL007771
OG0005344	ASTEI20_042599	AAEL007772
OG0005345	ASTEI20_038631	AAEL007773
OG0005346	ASTEI20_031680	AAEL007777
OG0005347	ASTEI20_038437	AAEL007787
OG0005348	ASTEI20_045849	AAEL007788
OG0005349	ASTEI20_033881	AAEL007790
OG0005350	ASTEI20_037505	AAEL007796
OG0005351	ASTEI20_040258	AAEL007800
OG0005352	ASTEI20_035808	AAEL007809
OG0005353	ASTEI20_037246	AAEL007810
OG0005354	ASTEI20_036619	AAEL007820
OG0005355	ASTEI20_045863	AAEL007821
OG0005356	ASTEI20_041541	AAEL007825
OG0005357	ASTEI20_033198	AAEL007827
OG0005358	ASTEI20_046146	AAEL007839
OG0005359	ASTEI20_042764	AAEL007842
OG0005360	ASTEI20_034535	AAEL007845
OG0005361	ASTEI20_036033	AAEL007848
OG0005362	ASTEI20_041420	AAEL007853
OG0005363	ASTEI20_033253	AAEL007854
OG0005364	ASTEI20_045534	AAEL007856
OG0005365	ASTEI20_042274	AAEL007857
OG0005366	ASTEI20_033202	AAEL007858
OG0005367	ASTEI20_044212	AAEL007862
OG0005368	ASTEI20_034995	AAEL007871
OG0005369	ASTEI20_035477	AAEL007874
OG0005370	ASTEI20_045027	AAEL007877
OG0005371	ASTEI20_036746	AAEL007883
OG0005372	ASTEI20_041955	AAEL007885
OG0005373	ASTEI20_038158	AAEL007891
OG0005374	ASTEI20_032001	AAEL007892
OG0005375	ASTEI20_031293	AAEL007897
OG0005376	ASTEI20_045251	AAEL007904
OG0005377	ASTEI20_039261	AAEL007907
OG0005378	ASTEI20_035669	AAEL007915
OG0005379	ASTEI20_042920	AAEL007920
OG0005380	ASTEI20_035881	AAEL007931
OG0005381	ASTEI20_037233	AAEL007936
OG0005382	ASTEI20_042194	AAEL007943
OG0005383	ASTEI20_042005	AAEL007944
OG0005384	ASTEI20_033481	AAEL007945
OG0005385	ASTEI20_044946	AAEL007955
OG0005386	ASTEI20_039201	AAEL007982
OG0005387	ASTEI20_031449, ASTEI20_031859	AAEL007988
OG0005388	ASTEI20_038318, ASTEI20_033340	AAEL007989
OG0005389	ASTEI20_035359, ASTEI20_036036	AAEL007994
OG0005390	ASTEI20_045549, ASTEI20_045520	AAEL007997
OG0005391	ASTEI20_041908, ASTEI20_041839	AAEL008001
OG0005392	ASTEI20_045225	AAEL008020
OG0005393	ASTEI20_045772	AAEL008022
OG0005394	ASTEI20_033537	AAEL008025
OG0005395	ASTEI20_045299	AAEL008036
OG0005396	ASTEI20_035893	AAEL008038
OG0005397	ASTEI20_035585	AAEL008042
OG0005398	ASTEI20_031498	AAEL008044
OG0005399	ASTEI20_043331	AAEL008048
OG0005400	ASTEI20_037035	AAEL008058
OG0005401	ASTEI20_045511	AAEL008061
OG0005402	ASTEI20_032377	AAEL008062
OG0005403	ASTEI20_044224	AAEL008068
OG0005404	ASTEI20_034118	AAEL008069
OG0005405	ASTEI20_035381	AAEL008071
OG0005406	ASTEI20_035367	AAEL008073
OG0005407	ASTEI20_041787	AAEL008088
OG0005408	ASTEI20_040210	AAEL008099
OG0005409	ASTEI20_035714	AAEL008102
OG0005410	ASTEI20_034275	AAEL008103
OG0005411	ASTEI20_036134	AAEL008105
OG0005412	ASTEI20_031524	AAEL008107
OG0005413	ASTEI20_035683	AAEL008108
OG0005414	ASTEI20_041428	AAEL008111
OG0005415	ASTEI20_037237	AAEL008115
OG0005416	ASTEI20_035774	AAEL008116
OG0005417	ASTEI20_039530	AAEL008124
OG0005418	ASTEI20_031575	AAEL008126
OG0005419	ASTEI20_035308	AAEL008128
OG0005420	ASTEI20_038417	AAEL008131
OG0005421	ASTEI20_042787	AAEL008133
OG0005422	ASTEI20_038016	AAEL008134
OG0005423	ASTEI20_032456	AAEL008135
OG0005424	ASTEI20_036855	AAEL008136
OG0005425	ASTEI20_039765	AAEL008141
OG0005426	ASTEI20_041696	AAEL008144
OG0005428	ASTEI20_044817	AAEL008161
OG0005429	ASTEI20_038475	AAEL008166
OG0005430	ASTEI20_036752	AAEL008167
OG0005431	ASTEI20_040821	AAEL008169
OG0005432	ASTEI20_044566	AAEL008171
OG0005433	ASTEI20_042694	AAEL022169, AAEL008175
OG0005434	ASTEI20_038488	AAEL008179
OG0005435	ASTEI20_036696	AAEL008181
OG0005436	ASTEI20_037940	AAEL008184
OG0005437	ASTEI20_031472	AAEL008189
OG0005438	ASTEI20_042737	AAEL008190
OG0005439	ASTEI20_037681	AAEL008193
OG0005440	ASTEI20_044371	AAEL008195
OG0005441	ASTEI20_031601	AAEL008216
OG0005442	ASTEI20_038590	AAEL008228
OG0005443	ASTEI20_043718	AAEL008234
OG0005444	ASTEI20_038970	AAEL008242
OG0005445	ASTEI20_040943	AAEL008243
OG0005446	ASTEI20_035764	AAEL008244
OG0005447	ASTEI20_035022	AAEL026615, AAEL008245
OG0005448	ASTEI20_046053	AAEL008247
OG0005449	ASTEI20_042162	AAEL008248
OG0005450	ASTEI20_040890	AAEL008249
OG0005451	ASTEI20_037800	AAEL008250
OG0005452	ASTEI20_036365	AAEL008255
OG0005453	ASTEI20_033777	AAEL008256
OG0005454	ASTEI20_037637	AAEL008258
OG0005455	ASTEI20_040247	AAEL008262
OG0005456	ASTEI20_038303	AAEL008269
OG0005457	ASTEI20_033034	AAEL008276
OG0005458	ASTEI20_044918	AAEL008282
OG0005459	ASTEI20_040224	AAEL008319
OG0005460	ASTEI20_032711	AAEL008320
OG0005461	ASTEI20_040819	AAEL008322
OG0005462	ASTEI20_043457	AAEL008323
OG0005463	ASTEI20_038164	AAEL008327
OG0005464	ASTEI20_031204	AAEL008334
OG0005465	ASTEI20_036292	AAEL008354
OG0005466	ASTEI20_035729	AAEL008360
OG0005467	ASTEI20_036290	AAEL008363
OG0005468	ASTEI20_030790	AAEL008366
OG0005469	ASTEI20_037479	AAEL008370
OG0005470	ASTEI20_041245	AAEL008371
OG0005471	ASTEI20_036229	AAEL008373
OG0005472	ASTEI20_045921	AAEL008375
OG0005473	ASTEI20_042663	AAEL008377
OG0005474	ASTEI20_039112	AAEL008379
OG0005475	ASTEI20_042841	AAEL008382
OG0005476	ASTEI20_043555	AAEL008390
OG0005477	ASTEI20_043670	AAEL008391
OG0005478	ASTEI20_030828	AAEL008392
OG0005479	ASTEI20_045356	AAEL008393
OG0005480	ASTEI20_033673	AAEL024654, AAEL008395
OG0005481	ASTEI20_044853	AAEL008397
OG0005482	ASTEI20_034904	AAEL008398
OG0005483	ASTEI20_040067	AAEL008401
OG0005484	ASTEI20_035564	AAEL008408
OG0005485	ASTEI20_031654	AAEL008418
OG0005486	ASTEI20_033995	AAEL008425
OG0005487	ASTEI20_044533	AAEL008434
OG0005488	ASTEI20_036295	AAEL008443
OG0005489	ASTEI20_043975, ASTEI20_035532	AAEL008461
OG0005490	ASTEI20_041865	AAEL008469
OG0005491	ASTEI20_032762	AAEL008475
OG0005492	ASTEI20_033959	AAEL008476
OG0005494	ASTEI20_036025	AAEL008490
OG0005495	ASTEI20_044917	AAEL008492
OG0005496	ASTEI20_033091	AAEL008493
OG0005497	ASTEI20_046152	AAEL008495
OG0005498	ASTEI20_034304	AAEL008496
OG0005499	ASTEI20_032531	AAEL008498
OG0005500	ASTEI20_037772	AAEL008500
OG0005501	ASTEI20_039280	AAEL008502
OG0005502	ASTEI20_045060	AAEL008505
OG0005503	ASTEI20_032464	AAEL008521
OG0005505	ASTEI20_031627	AAEL008528
OG0005506	ASTEI20_046039	AAEL008530
OG0005507	ASTEI20_037416	AAEL008542
OG0005508	ASTEI20_034300	AAEL008543
OG0005509	ASTEI20_036772	AAEL008553
OG0005510	ASTEI20_039614	AAEL008557
OG0005511	ASTEI20_043250	AAEL008559
OG0005512	ASTEI20_035576	AAEL008562
OG0005513	ASTEI20_039829	AAEL008576
OG0005514	ASTEI20_044299	AAEL008577
OG0005515	ASTEI20_036829	AAEL008579
OG0005516	ASTEI20_041751	AAEL008584
OG0005517	ASTEI20_038474	AAEL008590
OG0005518	ASTEI20_043444	AAEL008591
OG0005519	ASTEI20_031514	AAEL008594
OG0005520	ASTEI20_045767	AAEL008601
OG0005521	ASTEI20_046107	AAEL008603
OG0005522	ASTEI20_033328	AAEL008605
OG0005523	ASTEI20_036928	AAEL008607
OG0005524	ASTEI20_037556	AAEL008608
OG0005525	ASTEI20_034984	AAEL008610
OG0005526	ASTEI20_040202	AAEL008613
OG0005527	ASTEI20_044584	AAEL008617
OG0005528	ASTEI20_041663	AAEL008623
OG0005529	ASTEI20_032348	AAEL008630
OG0005530	ASTEI20_046150	AAEL008635
OG0005531	ASTEI20_037358	AAEL008641
OG0005532	ASTEI20_036519	AAEL008643
OG0005533	ASTEI20_035771	AAEL008645
OG0005534	ASTEI20_042848	AAEL008647
OG0005535	ASTEI20_037327	AAEL008650
OG0005536	ASTEI20_042692	AAEL008653
OG0005537	ASTEI20_035499	AAEL008654
OG0005538	ASTEI20_036758	AAEL008656
OG0005539	ASTEI20_038326	AAEL008660
OG0005540	ASTEI20_031001	AAEL008664
OG0005541	ASTEI20_037633	AAEL008674
OG0005542	ASTEI20_036099	AAEL008676
OG0005543	ASTEI20_033453	AAEL008679
OG0005544	ASTEI20_036153	AAEL008680
OG0005545	ASTEI20_040352	AAEL008692
OG0005546	ASTEI20_041510	AAEL008696
OG0005547	ASTEI20_034542	AAEL008701
OG0005548	ASTEI20_033982	AAEL008705
OG0005549	ASTEI20_039959	AAEL008706
OG0005550	ASTEI20_041230	AAEL008715
OG0005551	ASTEI20_033585	AAEL008716
OG0005552	ASTEI20_037884	AAEL008722
OG0005553	ASTEI20_034528	AAEL008723
OG0005554	ASTEI20_034017	AAEL008724
OG0005555	ASTEI20_044445	AAEL008725
OG0005556	ASTEI20_032610	AAEL008726
OG0005557	ASTEI20_032164	AAEL008728
OG0005558	ASTEI20_033751	AAEL008730
OG0005559	ASTEI20_034816	AAEL008741
OG0005560	ASTEI20_044833	AAEL008743
OG0005561	ASTEI20_040227	AAEL008745
OG0005562	ASTEI20_042006	AAEL008754
OG0005563	ASTEI20_042427	AAEL008758
OG0005564	ASTEI20_031081	AAEL008760
OG0005565	ASTEI20_044783	AAEL008761
OG0005566	ASTEI20_039852	AAEL008764
OG0005567	ASTEI20_037715	AAEL008765
OG0005568	ASTEI20_034504	AAEL008768
OG0005569	ASTEI20_038584	AAEL008770
OG0005570	ASTEI20_042982	AAEL008777
OG0005571	ASTEI20_043635	AAEL008783
OG0005572	ASTEI20_031967	AAEL008785
OG0005573	ASTEI20_040861	AAEL008786
OG0005574	ASTEI20_037861	AAEL008787
OG0005575	ASTEI20_036485	AAEL008793
OG0005576	ASTEI20_033962	AAEL008794
OG0005577	ASTEI20_035494	AAEL008800
OG0005578	ASTEI20_033720	AAEL008803
OG0005579	ASTEI20_032797	AAEL008807
OG0005580	ASTEI20_040604	AAEL008811
OG0005581	ASTEI20_041737	AAEL008814
OG0005582	ASTEI20_042970	AAEL008822
OG0005583	ASTEI20_042622	AAEL008823
OG0005584	ASTEI20_035623	AAEL008827
OG0005585	ASTEI20_036082	AAEL008831
OG0005586	ASTEI20_034679	AAEL008833
OG0005587	ASTEI20_032187	AAEL024631, AAEL023965, AAEL008838
OG0005588	ASTEI20_042728	AAEL008840
OG0005589	ASTEI20_043745	AAEL008844
OG0005590	ASTEI20_035502	AAEL008847
OG0005591	ASTEI20_041906	AAEL008850
OG0005592	ASTEI20_031040	AAEL008853
OG0005593	ASTEI20_043861	AAEL008854
OG0005594	ASTEI20_034458	AAEL008878
OG0005595	ASTEI20_042228	AAEL008879
OG0005596	ASTEI20_038939	AAEL008886
OG0005597	ASTEI20_045204	AAEL008899
OG0005598	ASTEI20_040233	AAEL008901
OG0005599	ASTEI20_033206	AAEL008902
OG0005600	ASTEI20_031559	AAEL008906
OG0005601	ASTEI20_037224	AAEL008909
OG0005602	ASTEI20_038224	AAEL008916
OG0005603	ASTEI20_042399	AAEL008924
OG0005604	ASTEI20_043087	AAEL008932
OG0005605	ASTEI20_038370	AAEL008938
OG0005606	ASTEI20_035537	AAEL008943
OG0005607	ASTEI20_036020	AAEL008945
OG0005608	ASTEI20_036126	AAEL008953
OG0005609	ASTEI20_045330	AAEL008959
OG0005610	ASTEI20_037178	AAEL009002
OG0005611	ASTEI20_038513	AAEL009023
OG0005612	ASTEI20_042870	AAEL009029
OG0005613	ASTEI20_037081	AAEL009031
OG0005614	ASTEI20_044989	AAEL009035
OG0005615	ASTEI20_043778	AAEL009038
OG0005616	ASTEI20_032562	AAEL009039
OG0005617	ASTEI20_033911	AAEL009041
OG0005618	ASTEI20_035780	AAEL009042
OG0005619	ASTEI20_037429	AAEL009043
OG0005620	ASTEI20_042671	AAEL009047
OG0005621	ASTEI20_045072	AAEL009048
OG0005622	ASTEI20_041215	AAEL009051
OG0005623	ASTEI20_034146	AAEL009052
OG0005624	ASTEI20_036979	AAEL009057
OG0005625	ASTEI20_040670	AAEL009058
OG0005626	ASTEI20_044474	AAEL009059
OG0005627	ASTEI20_043442	AAEL009061
OG0005628	ASTEI20_040948	AAEL009063
OG0005629	ASTEI20_037419	AAEL009068
OG0005630	ASTEI20_045110	AAEL009070
OG0005631	ASTEI20_043598	AAEL009072
OG0005632	ASTEI20_040993	AAEL009074
OG0005633	ASTEI20_038152	AAEL009075
OG0005634	ASTEI20_035756	AAEL009078
OG0005635	ASTEI20_038094	AAEL009080
OG0005636	ASTEI20_036301	AAEL009084
OG0005637	ASTEI20_043069	AAEL009085
OG0005638	ASTEI20_035836	AAEL009086
OG0005639	ASTEI20_043247	AAEL009088
OG0005640	ASTEI20_033594	AAEL009089
OG0005641	ASTEI20_038846	AAEL009090
OG0005642	ASTEI20_039336	AAEL009093
OG0005643	ASTEI20_039038	AAEL009099
OG0005644	ASTEI20_041803	AAEL009100
OG0005645	ASTEI20_037124	AAEL009101
OG0005646	ASTEI20_034492	AAEL009105
OG0005647	ASTEI20_040786	AAEL009109
OG0005648	ASTEI20_043153, ASTEI20_046024	AAEL009132
OG0005649	ASTEI20_044271	AAEL009140
OG0005650	ASTEI20_032385	AAEL009142
OG0005651	ASTEI20_035651	AAEL009148
OG0005652	ASTEI20_038076	AAEL009149, AAEL023309
OG0005653	ASTEI20_039481	AAEL009155
OG0005654	ASTEI20_031824	AAEL009157
OG0005655	ASTEI20_037440	AAEL009169
OG0005656	ASTEI20_044395	AAEL009171
OG0005657	ASTEI20_040630	AAEL009179
OG0005658	ASTEI20_045611	AAEL009184
OG0005659	ASTEI20_044846	AAEL009186
OG0005660	ASTEI20_045825	AAEL009189
OG0005661	ASTEI20_033964	AAEL009190
OG0005662	ASTEI20_040111	AAEL009195
OG0005663	ASTEI20_037433	AAEL009200
OG0005664	ASTEI20_033838	AAEL009202
OG0005665	ASTEI20_033291	AAEL009211
OG0005666	ASTEI20_038351	AAEL009213
OG0005667	ASTEI20_040612	AAEL009227
OG0005668	ASTEI20_045692	AAEL009232
OG0005669	ASTEI20_033950	AAEL009238
OG0005670	ASTEI20_039774	AAEL009249
OG0005671	ASTEI20_045398	AAEL009259
OG0005672	ASTEI20_032525	AAEL009262
OG0005673	ASTEI20_038613	AAEL009266
OG0005674	ASTEI20_045952	AAEL009268
OG0005675	ASTEI20_038949	AAEL009269
OG0005676	ASTEI20_039076	AAEL009271
OG0005677	ASTEI20_032856	AAEL009272
OG0005678	ASTEI20_032222	AAEL009285
OG0005679	ASTEI20_045097	AAEL009291
OG0005680	ASTEI20_044146	AAEL009294
OG0005681	ASTEI20_032691	AAEL009295
OG0005682	ASTEI20_032031	AAEL009303
OG0005683	ASTEI20_044850	AAEL009308
OG0005684	ASTEI20_034849	AAEL009313
OG0005685	ASTEI20_034257	AAEL009320
OG0005686	ASTEI20_042492	AAEL009325
OG0005687	ASTEI20_041630	AAEL009334
OG0005688	ASTEI20_037038	AAEL012125, AAEL009339
OG0005689	ASTEI20_043784	AAEL009342
OG0005690	ASTEI20_041389	AAEL009345
OG0005691	ASTEI20_043578	AAEL009367
OG0005692	ASTEI20_031313	AAEL009371
OG0005693	ASTEI20_035375	AAEL009373
OG0005694	ASTEI20_031087	AAEL009374
OG0005695	ASTEI20_032366	AAEL009376
OG0005696	ASTEI20_041211	AAEL009377
OG0005697	ASTEI20_036268	AAEL009380
OG0005698	ASTEI20_032656	AAEL009382
OG0005699	ASTEI20_037150	AAEL009383
OG0005700	ASTEI20_041985	AAEL009385
OG0005701	ASTEI20_035397	AAEL009387
OG0005702	ASTEI20_036326	AAEL009388
OG0005703	ASTEI20_041759	AAEL009389
OG0005704	ASTEI20_040006	AAEL009392
OG0005705	ASTEI20_034413	AAEL009398
OG0005706	ASTEI20_041051	AAEL009400
OG0005707	ASTEI20_033011	AAEL009401
OG0005708	ASTEI20_032565	AAEL009402
OG0005709	ASTEI20_045562	AAEL009407
OG0005710	ASTEI20_041901	AAEL009413
OG0005711	ASTEI20_035558	AAEL009414
OG0005712	ASTEI20_031454	AAEL009415
OG0005713	ASTEI20_036882	AAEL009416
OG0005714	ASTEI20_040676	AAEL009421
OG0005715	ASTEI20_035540	AAEL009422
OG0005716	ASTEI20_044839	AAEL009424
OG0005717	ASTEI20_038270	AAEL009427
OG0005718	ASTEI20_033035	AAEL009429
OG0005719	ASTEI20_044275	AAEL009430
OG0005720	ASTEI20_034659	AAEL009431
OG0005721	ASTEI20_041841	AAEL009445
OG0005722	ASTEI20_036171	AAEL009465
OG0005723	ASTEI20_039389	AAEL009474
OG0005724	ASTEI20_042923	AAEL009483
OG0005725	ASTEI20_044804	AAEL009493
OG0005726	ASTEI20_035934	AAEL009495
OG0005727	ASTEI20_033711	AAEL009496
OG0005728	ASTEI20_041825	AAEL009501
OG0005729	ASTEI20_041283	AAEL009509
OG0005730	ASTEI20_033182	AAEL009510
OG0005731	ASTEI20_042999	AAEL009512
OG0005732	ASTEI20_045389	AAEL009530
OG0005733	ASTEI20_043737	AAEL009531
OG0005734	ASTEI20_033231	AAEL009533
OG0005735	ASTEI20_037635	AAEL009534
OG0005736	ASTEI20_034560	AAEL009541
OG0005737	ASTEI20_033745	AAEL009542
OG0005738	ASTEI20_036571	AAEL009547
OG0005739	ASTEI20_041651	AAEL009584
OG0005740	ASTEI20_036030	AAEL009585
OG0005741	ASTEI20_033290	AAEL009589
OG0005742	ASTEI20_037865	AAEL009592
OG0005743	ASTEI20_038505	AAEL009593
OG0005744	ASTEI20_039142	AAEL009595
OG0005745	ASTEI20_037703	AAEL009604
OG0005746	ASTEI20_032690	AAEL009607
OG0005747	ASTEI20_034907	AAEL009608
OG0005748	ASTEI20_037818	AAEL009611
OG0005749	ASTEI20_039099	AAEL009616
OG0005750	ASTEI20_044642	AAEL009623
OG0005751	ASTEI20_044970	AAEL009629
OG0005752	ASTEI20_034480	AAEL009635
OG0005753	ASTEI20_034818	AAEL009636
OG0005754	ASTEI20_043880	AAEL009640
OG0005755	ASTEI20_032890	AAEL009646
OG0005756	ASTEI20_039728	AAEL009647
OG0005757	ASTEI20_038817	AAEL009662
OG0005758	ASTEI20_037675	AAEL009666
OG0005759	ASTEI20_043211	AAEL009668
OG0005760	ASTEI20_044296	AAEL009675
OG0005761	ASTEI20_032583	AAEL009676
OG0005762	ASTEI20_042605	AAEL009677
OG0005763	ASTEI20_043261	AAEL009678
OG0005764	ASTEI20_043242	AAEL009679
OG0005765	ASTEI20_039744	AAEL009681
OG0005766	ASTEI20_034885	AAEL009686
OG0005767	ASTEI20_038907	AAEL009691
OG0005768	ASTEI20_041939	AAEL009698
OG0005769	ASTEI20_036189	AAEL009700
OG0005770	ASTEI20_044627	AAEL009702
OG0005771	ASTEI20_037955	AAEL009703
OG0005772	ASTEI20_044381	AAEL009704
OG0005773	ASTEI20_038022	AAEL009705
OG0005774	ASTEI20_031450	AAEL009706
OG0005775	ASTEI20_033176	AAEL025644, AAEL009712
OG0005776	ASTEI20_036411	AAEL009719
OG0005777	ASTEI20_043702	AAEL009723
OG0005778	ASTEI20_042909	AAEL009731
OG0005779	ASTEI20_043280	AAEL009733
OG0005780	ASTEI20_045536	AAEL009735
OG0005781	ASTEI20_044834	AAEL009745
OG0005782	ASTEI20_038281	AAEL009750, AAEL024495
OG0005783	ASTEI20_038912	AAEL009754
OG0005784	ASTEI20_040843	AAEL009759
OG0005785	ASTEI20_040145	AAEL009762
OG0005786	ASTEI20_044489	AAEL009764
OG0005787	ASTEI20_044724	AAEL009766
OG0005788	ASTEI20_034001	AAEL009777
OG0005789	ASTEI20_039716	AAEL009782
OG0005790	ASTEI20_045289	AAEL009789
OG0005791	ASTEI20_031936	AAEL009806
OG0005792	ASTEI20_033249	AAEL009810
OG0005793	ASTEI20_043271	AAEL009813
OG0005794	ASTEI20_037552	AAEL009818
OG0005795	ASTEI20_032770	AAEL009828
OG0005796	ASTEI20_038359	AAEL009829
OG0005797	ASTEI20_031076	AAEL009838
OG0005798	ASTEI20_031247	AAEL009847
OG0005799	ASTEI20_044683	AAEL009851
OG0005800	ASTEI20_039881	AAEL009859
OG0005801	ASTEI20_045776	AAEL009861
OG0005802	ASTEI20_041487	AAEL009862
OG0005803	ASTEI20_044290	AAEL009864
OG0005804	ASTEI20_042615	AAEL009871
OG0005805	ASTEI20_031317	AAEL009874
OG0005806	ASTEI20_038882	AAEL009876
OG0005807	ASTEI20_045792	AAEL009878
OG0005808	ASTEI20_031608	AAEL009879
OG0005809	ASTEI20_036476	AAEL009880
OG0005810	ASTEI20_036647	AAEL009882
OG0005811	ASTEI20_037154	AAEL009887
OG0005812	ASTEI20_038693	AAEL009891
OG0005813	ASTEI20_042602	AAEL009892
OG0005814	ASTEI20_035615	AAEL009898
OG0005815	ASTEI20_041007	AAEL009899
OG0005816	ASTEI20_038652	AAEL009908
OG0005817	ASTEI20_033215	AAEL009909
OG0005818	ASTEI20_040797	AAEL009912
OG0005819	ASTEI20_031428	AAEL009914
OG0005820	ASTEI20_040610	AAEL009924
OG0005821	ASTEI20_039460	AAEL009926
OG0005822	ASTEI20_044882	AAEL009944
OG0005823	ASTEI20_040285	AAEL009946
OG0005824	ASTEI20_043628	AAEL009949
OG0005825	ASTEI20_045540	AAEL009957
OG0005826	ASTEI20_038358	AAEL009958
OG0005827	ASTEI20_045747	AAEL009960
OG0005828	ASTEI20_043068	AAEL009974
OG0005829	ASTEI20_030809	AAEL025676, AAEL009980
OG0005830	ASTEI20_031402	AAEL009981
