Orthogroup	Aalbopictus_AalbF5	AaegyptiLVP_AGWG
OG0004997	LOC109425976	AAEL006339
OG0004998	LOC109425985	AAEL006341
OG0004999	LOC109425994	AAEL006346
OG0005000	LOC109426000	AAEL006350
OG0005001	LOC109426004	AAEL006352
OG0005002	LOC115256091	AAEL006362
OG0005003	LOC109414080	AAEL006364
OG0005004	LOC109414078, LOC134289046	AAEL006370
OG0005005	LOC109414079	AAEL006373
OG0005006	LOC109414086	AAEL006374
OG0005007	LOC109421641	AAEL006400
OG0005008	LOC109421618	AAEL006401
OG0005009	LOC109407320	AAEL006407
OG0005010	LOC109407322	AAEL006409
OG0005011	LOC109421643	AAEL006412
OG0005012	LOC109421642	AAEL006413
OG0005013	LOC109407327	AAEL006419
OG0005014	LOC109421631	AAEL006420
OG0005015	LOC134287523	AAEL006432
OG0005016	LOC115262255	AAEL006433
OG0005017	LOC109402506	AAEL006436
OG0005018	LOC109402516	AAEL006437
OG0005019	LOC109402503	AAEL006438
OG0005020	LOC109402145	AAEL006439
OG0005021	LOC109402517	AAEL006441
OG0005022	LOC109402496	AAEL006446
OG0005023	LOC109621731	AAEL006447
OG0005024	LOC134287520	AAEL006451
OG0005025	LOC109399311	AAEL006453
OG0005026	LOC109399304	AAEL006459
OG0005027	LOC109399358	AAEL006460
OG0005028	LOC109399376	AAEL006462
OG0005029	LOC109428283	AAEL006476
OG0005030	LOC109428278	AAEL006478
OG0005031	LOC109422277	AAEL006480
OG0005032	LOC109422813	AAEL006482
OG0005033	LOC109421803	AAEL006490
OG0005034	LOC109421791	AAEL006491
OG0005035	LOC109421799	AAEL006502
OG0005036	LOC109404637	AAEL006508
OG0005037	LOC109404613	AAEL006509
OG0005038	LOC109416572	AAEL006511
OG0005039	LOC109411693	AAEL006514
OG0005040	LOC109404622	AAEL006516
OG0005041	LOC109404611	AAEL006518, AAEL025432
OG0005042	LOC109411683	AAEL006520
OG0005043	LOC109416574	AAEL006522
OG0005044	LOC109398092	AAEL006536
OG0005045	LOC109418980	AAEL006539
OG0005046	LOC109398060, LOC115269207	AAEL006540
OG0005047	LOC109398212	AAEL006543
OG0005048	LOC115269203	AAEL006547
OG0005049	LOC109419709	AAEL006549
OG0005050	LOC109419715	AAEL006551
OG0005051	LOC109418899	AAEL006552
OG0005052	LOC109419716	AAEL006557
OG0005053	LOC109397934	AAEL006560
OG0005054	LOC109398102	AAEL006564
OG0005055	LOC109415473	AAEL006577
OG0005056	LOC109429485	AAEL006581
OG0005057	LOC109425692	AAEL006582
OG0005058	LOC115264542	AAEL006587
OG0005059	LOC109432127	AAEL006589
OG0005060	LOC115263716	AAEL006597
OG0005061	LOC109398346	AAEL006601
OG0005062	LOC109398308	AAEL006609
OG0005063	LOC109398292	AAEL006610
OG0005064	LOC109429811	AAEL006611
OG0005065	LOC109429814	AAEL006625
OG0005066	LOC109420402	AAEL006634
OG0005067	LOC109426876	AAEL006635
OG0005068	LOC109623393	AAEL006636
OG0005069	LOC109420090	AAEL006646
OG0005070	LOC109406242	AAEL006648
OG0005071	LOC115257864	AAEL006649
OG0005072	LOC109411908	AAEL006652
OG0005073	LOC109431864	AAEL006653
OG0005074	LOC109420089	AAEL006654
OG0005075	LOC109431874	AAEL006655
OG0005076	LOC109420088	AAEL006660
OG0005077	LOC109405902	AAEL006663
OG0005078	LOC109407230	AAEL006666
OG0005079	LOC115258575	AAEL006667
OG0005080	LOC109407233	AAEL006669
OG0005081	LOC109414301	AAEL006676
OG0005082	LOC109414293	AAEL006677
OG0005083	LOC109405904	AAEL006682
OG0005084	LOC109405896	AAEL006685
OG0005085	LOC109421146	AAEL006693
OG0005086	LOC109410554	AAEL006698
OG0005087	LOC109421166	AAEL006705
OG0005088	LOC109423201	AAEL006707
OG0005089	LOC109397285	AAEL006711
OG0005090	LOC109423204	AAEL006712
OG0005091	LOC115257160	AAEL006713
OG0005092	LOC109397295	AAEL006715
OG0005093	LOC109426597	AAEL006717
OG0005094	LOC109426575	AAEL006723
OG0005095	LOC109426581	AAEL006724
OG0005096	LOC109426576	AAEL006725
OG0005097	LOC109406578	AAEL006727
OG0005098	LOC109406573	AAEL006733
OG0005099	LOC109410532	AAEL006735
OG0005100	LOC109427229	AAEL006736
OG0005101	LOC115265281	AAEL006740
OG0005102	LOC109427326	AAEL006747
OG0005103	LOC109426572	AAEL006755
OG0005104	LOC109418789	AAEL006760
OG0005105	LOC109418814	AAEL006762
OG0005106	LOC109418819	AAEL006771
OG0005107	LOC109418805	AAEL006779
OG0005108	LOC109415076	AAEL006782
OG0005109	LOC109414121	AAEL006788
OG0005110	LOC109414120	AAEL006789
OG0005111	LOC109415075	AAEL006791
OG0005112	LOC109403945	AAEL006794
OG0005113	LOC109414127	AAEL006799
OG0005114	LOC109403726	AAEL006800
OG0005115	LOC109403958	AAEL006801
OG0005116	LOC109426430	AAEL006808
OG0005117	LOC109427510	AAEL006819
OG0005118	LOC115264856	AAEL006820
OG0005119	LOC109402085	AAEL006824
OG0005120	LOC115264855	AAEL006826
OG0005121	LOC109414164	AAEL006833
OG0005122	LOC109414168	AAEL006834
OG0005123	LOC109414165	AAEL006836
OG0005124	LOC109414170	AAEL006843
OG0005125	LOC109414174	AAEL006845
OG0005126	LOC109414175	AAEL006847
OG0005127	LOC109414169	AAEL006848
OG0005128	LOC109426386, LOC134284610	AAEL006855
OG0005129	LOC109403422	AAEL006867
OG0005130	LOC109403560	AAEL006870
OG0005131	LOC115267914	AAEL006872
OG0005132	LOC109423339	AAEL006879
OG0005133	LOC115253596	AAEL006880
OG0005134	LOC109423332	AAEL006881
OG0005135	LOC115265439	AAEL006884
OG0005136	LOC109423328	AAEL006885
OG0005137	LOC109423331	AAEL006888
OG0005138	LOC109423336	AAEL006890
OG0005139	LOC134283922	AAEL006895
OG0005140	LOC109398535	AAEL006905
OG0005141	LOC109416523	AAEL006908
OG0005142	LOC115260118	AAEL006910
OG0005143	LOC115253562	AAEL006912
OG0005145	LOC115260117, LOC109431912	AAEL006922
OG0005146	LOC109426525	AAEL006928
OG0005147	LOC109426522	AAEL006934
OG0005148	LOC109405502	AAEL006936, AAEL006949
OG0005149	LOC109414614	AAEL006938
OG0005150	LOC109427321	AAEL006946
OG0005151	LOC109405490	AAEL006956
OG0005152	LOC109405638	AAEL006958
OG0005153	LOC109430166	AAEL006963
OG0005154	LOC115265231	AAEL006969
OG0005155	LOC109430167	AAEL006972
OG0005156	LOC109430168	AAEL006973
OG0005157	LOC109430117	AAEL006975
OG0005158	LOC109430169	AAEL006976
OG0005159	LOC109428192	AAEL006991
OG0005160	LOC109398883	AAEL024395, AAEL007004
OG0005161	LOC109429236	AAEL007011
OG0005162	LOC115269612, LOC109428190	AAEL007015
OG0005163	LOC134283902	AAEL024885, AAEL007026, AAEL007017
OG0005164	LOC109428193	AAEL007018
OG0005165	LOC109398795	AAEL007019
OG0005166	LOC109428196	AAEL007023
OG0005167	LOC109425098	AAEL007029
OG0005168	LOC109421883	AAEL007038
OG0005169	LOC109623365	AAEL007041
OG0005170	LOC109426924	AAEL007042
OG0005171	LOC109426927	AAEL007043
OG0005172	LOC109426905	AAEL007050
OG0005173	LOC109413631	AAEL007056
OG0005174	LOC109623332	AAEL007062
OG0005175	LOC109426897	AAEL007065
OG0005176	LOC109426895	AAEL007069
OG0005177	LOC115269984	AAEL007084
OG0005178	LOC109403233	AAEL007088
OG0005179	LOC109403193	AAEL007092
OG0005180	LOC109402698	AAEL007100
OG0005181	LOC109431739	AAEL007104
OG0005182	LOC109431742	AAEL007105
OG0005183	LOC109420561	AAEL007114
OG0005184	LOC109404819	AAEL007120
OG0005185	LOC109415653	AAEL007127
OG0005186	LOC115259068	AAEL007129
OG0005187	LOC109415654	AAEL007130
OG0005188	LOC109425042	AAEL007132
OG0005189	LOC109425041	AAEL007137
OG0005190	LOC109404512	AAEL007149
OG0005191	LOC109406320	AAEL007158
OG0005192	LOC109404479	AAEL007160
OG0005193	LOC109404489	AAEL007162
OG0005194	LOC109404495	AAEL007164
OG0005195	LOC109406379	AAEL007173
OG0005196	LOC109406369	AAEL007184
OG0005197	LOC115254896	AAEL007185
OG0005198	LOC109398703	AAEL007189
OG0005199	LOC115258651	AAEL007191
OG0005200	LOC109398721	AAEL007196
OG0005201	LOC109417070	AAEL007200
OG0005202	LOC109414744	AAEL007203
OG0005203	LOC109406407	AAEL007206
OG0005204	LOC134287618, LOC109430025	AAEL007211
OG0005205	LOC109409189	AAEL007221
OG0005206	LOC109421518	AAEL007227
OG0005207	LOC109421537	AAEL007235
OG0005208	LOC109421531	AAEL007237
OG0005209	LOC109421519	AAEL007239
OG0005210	LOC109421516	AAEL007240
OG0005211	LOC109621477	AAEL007247
OG0005212	LOC109621450	AAEL007252
OG0005213	LOC109621435	AAEL007253
OG0005214	LOC109621454	AAEL007256
OG0005215	LOC109621434	AAEL007258
OG0005216	LOC134284746	AAEL007259
OG0005217	LOC109621480	AAEL007260
OG0005218	LOC134284747	AAEL007261
OG0005219	LOC109621455	AAEL007267
OG0005220	LOC109414693	AAEL007268
OG0005221	LOC109621236	AAEL007271
OG0005222	LOC115254017	AAEL007279
OG0005223	LOC109432847	AAEL007286
OG0005224	LOC109432839	AAEL007288
OG0005225	LOC134291205	AAEL007290
OG0005226	LOC115254082	AAEL007292
OG0005227	LOC134291228	AAEL007302
OG0005228	LOC115261572	AAEL007303
OG0005229	LOC115261563	AAEL007304
OG0005230	LOC109416616	AAEL007305
OG0005231	LOC109432788	AAEL007306
OG0005232	LOC109416623	AAEL007307
OG0005233	LOC109432765	AAEL007309
OG0005234	LOC109432808	AAEL007310
OG0005235	LOC109416685	AAEL007313
OG0005236	LOC109416493	AAEL007316
OG0005237	LOC109416678	AAEL007317
OG0005238	LOC109416679	AAEL007321
OG0005239	LOC109417548	AAEL007328
OG0005240	LOC109410223	AAEL007329
OG0005241	LOC115266748	AAEL007332
OG0005242	LOC115253744	AAEL007342
OG0005243	LOC109432404	AAEL007354
OG0005244	LOC109400371, LOC115257435	AAEL007355
OG0005245	LOC115266396	AAEL007366
OG0005246	LOC115266332	AAEL007372
OG0005247	LOC109622265	AAEL007373
OG0005248	LOC109414450	AAEL007374
OG0005249	LOC109622267	AAEL007382
OG0005250	LOC109408854	AAEL007387
OG0005251	LOC109407537	AAEL007392
OG0005252	LOC109425802	AAEL007393
OG0005253	LOC109425803	AAEL007397
OG0005254	LOC109407538	AAEL007401
OG0005255	LOC109621706	AAEL007410
OG0005256	LOC109425709	AAEL007414
OG0005257	LOC109422606	AAEL007422
OG0005258	LOC109422580	AAEL007423
OG0005259	LOC109429439	AAEL007439
OG0005260	LOC109429440	AAEL007441
OG0005261	LOC109429437	AAEL007442
OG0005262	LOC109429438	AAEL007443
OG0005263	LOC109425155	AAEL007451
OG0005264	LOC109425163	AAEL007452
OG0005265	LOC109397801	AAEL007462
OG0005266	LOC109418972	AAEL007472
OG0005267	LOC109417760	AAEL007480
OG0005268	LOC109400498	AAEL007481
OG0005269	LOC115259650	AAEL007482
OG0005270	LOC109408292	AAEL007483
OG0005271	LOC115259649	AAEL007484
OG0005272	LOC109400486	AAEL007493
OG0005273	LOC109400507	AAEL007495
OG0005274	LOC109417311	AAEL007502
OG0005275	LOC109413270	AAEL007509
OG0005276	LOC115266579	AAEL007521
OG0005277	LOC109405987	AAEL007523
OG0005278	LOC109411126	AAEL007525
OG0005279	LOC109411128	AAEL007526
OG0005280	LOC109410730	AAEL007534
OG0005281	LOC109410691	AAEL007535
OG0005282	LOC109410890	AAEL007539
OG0005283	LOC109407253	AAEL007542
OG0005284	LOC109621284	AAEL007547
OG0005285	LOC109407254	AAEL007548
OG0005286	LOC115258685	AAEL007549
OG0005287	LOC115258726	AAEL007554
OG0005288	LOC109407248	AAEL007555
OG0005289	LOC109414312	AAEL024676, AAEL007556
OG0005290	LOC109622900	AAEL007558
OG0005291	LOC109622889	AAEL007559
OG0005292	LOC115258588	AAEL007560
OG0005293	LOC115258243	AAEL007562
OG0005294	LOC109622897	AAEL007563
OG0005295	LOC109622894	AAEL007566
OG0005296	LOC109410207	AAEL007572, AAEL020170
OG0005297	LOC109417527	AAEL007573
OG0005298	LOC109397248	AAEL007579
OG0005299	LOC109402649, LOC115256596	AAEL007607
OG0005300	LOC109407961	AAEL007624
OG0005301	LOC109403683	AAEL007626
OG0005302	LOC109424108	AAEL007633
OG0005303	LOC109424111	AAEL007634
OG0005304	LOC109416273	AAEL007637
OG0005305	LOC109430250	AAEL007641
OG0005306	LOC109412409	AAEL007642
OG0005307	LOC109412401	AAEL007644
OG0005308	LOC109430287	AAEL007646
OG0005309	LOC109415631	AAEL007651
OG0005310	LOC109431103	AAEL007653
OG0005311	LOC109431144	AAEL007656
OG0005312	LOC109415543	AAEL007657
OG0005313	LOC109415741	AAEL007658
OG0005314	LOC115253976	AAEL007660
OG0005315	LOC109431151	AAEL007661
OG0005316	LOC115254961	AAEL007670
OG0005317	LOC109407549	AAEL007672
OG0005318	LOC109407551	AAEL007674
OG0005319	LOC109622873	AAEL007684
OG0005320	LOC115258081	AAEL007687, AAEL028226
OG0005321	LOC109622875	AAEL007690
OG0005322	LOC109622883	AAEL007693
OG0005323	LOC109411710	AAEL007701
OG0005324	LOC109411698, LOC134287351	AAEL007702
OG0005325	LOC109404606	AAEL007705
OG0005326	LOC109411704	AAEL007707
OG0005327	LOC109403454	AAEL007713
OG0005328	LOC109403451	AAEL007715
OG0005329	LOC109433216	AAEL007716
OG0005330	LOC109433195	AAEL007717
OG0005331	LOC109433182	AAEL007718
OG0005332	LOC109403466	AAEL007720
OG0005333	LOC109403452	AAEL007725
OG0005334	LOC109426951	AAEL007729
OG0005335	LOC109414738	AAEL007730
OG0005336	LOC134287326	AAEL007738
OG0005337	LOC109414739	AAEL007739
OG0005338	LOC109421968	AAEL007750
OG0005339	LOC109408889	AAEL007763
OG0005340	LOC109408227	AAEL007765
OG0005341	LOC109408235	AAEL007767
OG0005342	LOC109408899	AAEL007768
OG0005343	LOC109408226	AAEL007771
OG0005344	LOC109408233	AAEL007772
OG0005345	LOC109408232	AAEL007773
OG0005346	LOC109401059	AAEL007777
OG0005347	LOC109408415	AAEL007787
OG0005348	LOC109416373	AAEL007788
OG0005349	LOC109416397	AAEL007790
OG0005350	LOC109401133	AAEL007796
OG0005351	LOC109431629	AAEL007800
OG0005352	LOC134291135, LOC115260171	AAEL007809
OG0005353	LOC109401132	AAEL007810
OG0005354	LOC109406377	AAEL007820
OG0005355	LOC109411292	AAEL007821
OG0005356	LOC109405308	AAEL007825
OG0005357	LOC109411293	AAEL007827
OG0005358	LOC115264180	AAEL007839
OG0005359	LOC109429878	AAEL007842
OG0005360	LOC109429880	AAEL007845
OG0005361	LOC109415445	AAEL007848
OG0005362	LOC109429949	AAEL007853
OG0005363	LOC109429955	AAEL007854
OG0005364	LOC109415447	AAEL007856
OG0005365	LOC109415451	AAEL007857
OG0005366	LOC109415452	AAEL007858
OG0005367	LOC109415453	AAEL007862
OG0005368	LOC109410624	AAEL007871
OG0005369	LOC109410639	AAEL007874
OG0005370	LOC109410636	AAEL007877
OG0005371	LOC109410645	AAEL007883
OG0005372	LOC109410628	AAEL007885
OG0005373	LOC109420449	AAEL007891
OG0005374	LOC109410346	AAEL007892
OG0005375	LOC109411759	AAEL007897
OG0005376	LOC109404703	AAEL007904
OG0005377	LOC109420458	AAEL007907
OG0005378	LOC109404691	AAEL007915
OG0005379	LOC115259975	AAEL007920
OG0005380	LOC109401286	AAEL007931
OG0005381	LOC109623281	AAEL007936
OG0005382	LOC109401287	AAEL007943
OG0005383	LOC109418015	AAEL007944
OG0005384	LOC115255337	AAEL007945
OG0005385	LOC109417692	AAEL007955
OG0005386	LOC115264471	AAEL007982
OG0005387	LOC134283916	AAEL007988
OG0005388	LOC109399212	AAEL007989
OG0005389	LOC109399231	AAEL007994
OG0005390	LOC109413983	AAEL007997
OG0005391	LOC109413982	AAEL008001
OG0005392	LOC109421981	AAEL008020
OG0005393	LOC109421987	AAEL008022
OG0005394	LOC109427500	AAEL008025
OG0005395	LOC109425049	AAEL008036
OG0005396	LOC109408447	AAEL008038
OG0005397	LOC109408450	AAEL008042
OG0005398	LOC109419357	AAEL008044
OG0005399	LOC109408456	AAEL008048
OG0005400	LOC109402987	AAEL008058
OG0005401	LOC109411792	AAEL008061
OG0005402	LOC109403696	AAEL008062
OG0005403	LOC109621778	AAEL008068
OG0005404	LOC109403746	AAEL008069
OG0005405	LOC109405623	AAEL008071
OG0005406	LOC109402997	AAEL008073
OG0005407	LOC109414707, LOC115255155	AAEL008088
OG0005408	LOC134289980	AAEL008099
OG0005409	LOC109413067	AAEL008102
OG0005410	LOC134284018	AAEL008103
OG0005411	LOC134290082	AAEL008105
OG0005412	LOC109423086	AAEL008107
OG0005413	LOC109423350	AAEL008108
OG0005414	LOC109423435	AAEL008111
OG0005415	LOC134284328	AAEL008115
OG0005416	LOC109423263	AAEL008116
OG0005418	LOC109423417	AAEL008126
OG0005419	LOC109423425	AAEL008128
OG0005420	LOC109414508	AAEL008131
OG0005421	LOC109423413	AAEL008133
OG0005422	LOC115267959	AAEL008134
OG0005423	LOC109423416	AAEL008135
OG0005424	LOC109414568	AAEL008136
OG0005425	LOC109399730	AAEL008141
OG0005426	LOC109427035	AAEL008144
OG0005427	LOC109426333	AAEL022290, AAEL008153
OG0005427	LOC115253504	AAEL008165
OG0005427	LOC109426332	AAEL026808, AAEL008151
OG0005428	LOC109426318	AAEL008161
OG0005429	LOC109426322	AAEL008166
OG0005430	LOC109405631	AAEL008167
OG0005431	LOC109405004	AAEL008169
OG0005432	LOC109426316	AAEL008171
OG0005433	LOC109406728	AAEL022169, AAEL008175
OG0005434	LOC109407229	AAEL008179
OG0005435	LOC115253517	AAEL008181
OG0005436	LOC109426347	AAEL008184
OG0005437	LOC109405847	AAEL008189
OG0005438	LOC109622904	AAEL008190
OG0005439	LOC115264776, LOC109401564	AAEL008193
OG0005440	LOC109409731	AAEL008195
OG0005441	LOC109409733	AAEL008216
OG0005442	LOC115254174	AAEL008228
OG0005443	LOC115266517	AAEL008234
OG0005444	LOC115257194	AAEL008242
OG0005445	LOC109414158	AAEL008243
OG0005446	LOC109414152	AAEL008244
OG0005447	LOC109414202	AAEL026615, AAEL008245
OG0005448	LOC109426369	AAEL008247
OG0005449	LOC115254465	AAEL008248
OG0005450	LOC115257197	AAEL008249
OG0005451	LOC115257205	AAEL008250
OG0005452	LOC109414203	AAEL008255
OG0005453	LOC109414160	AAEL008256
OG0005454	LOC109414159	AAEL008258
OG0005455	LOC109622537	AAEL008262
OG0005456	LOC109402320	AAEL008269
OG0005458	LOC109402333	AAEL008282
OG0005459	LOC109433079	AAEL008319
OG0005460	LOC109419982	AAEL008320
OG0005461	LOC109420001	AAEL008322
OG0005462	LOC109420061	AAEL008323
OG0005463	LOC109433046	AAEL008327
OG0005464	LOC109399005	AAEL008334
OG0005465	LOC109622845	AAEL008354
OG0005466	LOC109622842	AAEL008360
OG0005467	LOC109419258	AAEL008363
OG0005468	LOC109419256	AAEL008366
OG0005469	LOC109419246	AAEL008370
OG0005470	LOC109427334	AAEL008371
OG0005471	LOC109419253	AAEL008373
OG0005472	LOC109426113	AAEL008375
OG0005473	LOC109409395	AAEL008377
OG0005474	LOC109420146	AAEL008379
OG0005475	LOC109409399	AAEL008382
OG0005476	LOC109409392	AAEL008390
OG0005477	LOC115264608	AAEL008391
OG0005478	LOC109431245	AAEL008392
OG0005479	LOC109431247	AAEL008393
OG0005480	LOC109431252	AAEL024654, AAEL008395
OG0005481	LOC109409480	AAEL008397
OG0005482	LOC109409490	AAEL008398
OG0005483	LOC109397627	AAEL008401
OG0005484	LOC109397641	AAEL008408
OG0005485	LOC115263687	AAEL008418
OG0005486	LOC115266711	AAEL008425
OG0005487	LOC109417765	AAEL008434
OG0005488	LOC109424232	AAEL008443
OG0005489	LOC109427522	AAEL008461
OG0005490	LOC109622521	AAEL008469
OG0005491	LOC109408976	AAEL008475
OG0005492	LOC109622517	AAEL008476
OG0005493	LOC109408924	AAEL008481
OG0005494	LOC109622522	AAEL008490
OG0005495	LOC109433573	AAEL008492
OG0005496	LOC109430130	AAEL008493
OG0005497	LOC109433586	AAEL008495
OG0005498	LOC109433596	AAEL008496
OG0005499	LOC109430129	AAEL008498
OG0005500	LOC109433584	AAEL008500
OG0005501	LOC109430131	AAEL008502
OG0005502	LOC115266793	AAEL008505
OG0005503	LOC109404698	AAEL008521
OG0005504	LOC109418397, LOC115262953	AAEL023711, AAEL008527
OG0005504	LOC109418399	AAEL023636, AAEL017567
OG0005505	LOC109418403	AAEL008528
OG0005506	LOC109410343	AAEL008530
OG0005507	LOC109410340	AAEL008542
OG0005508	LOC109426117	AAEL008543
OG0005509	LOC109426090	AAEL008553
OG0005510	LOC109430832	AAEL008557
OG0005511	LOC109424150	AAEL008559
OG0005512	LOC109424164	AAEL008562
OG0005513	LOC109431323	AAEL008576
OG0005514	LOC109432015	AAEL008577
OG0005515	LOC109431990	AAEL008579
OG0005516	LOC109431311	AAEL008584
OG0005517	LOC115255463	AAEL008590
OG0005518	LOC109419931	AAEL008591
OG0005519	LOC109419949	AAEL008594
OG0005520	LOC109419950	AAEL008601
OG0005521	LOC115255169	AAEL008603
OG0005522	LOC109417504	AAEL008605
OG0005523	LOC109419933	AAEL008607
OG0005524	LOC109419957	AAEL008608
OG0005525	LOC109419943	AAEL008610
OG0005526	LOC109397201	AAEL008613
OG0005527	LOC109407348	AAEL008617
OG0005528	LOC109429985	AAEL008623
OG0005529	LOC115262090	AAEL008630
OG0005530	LOC109429564	AAEL008635
OG0005531	LOC109411098	AAEL008641
OG0005532	LOC109408168	AAEL008643
OG0005533	LOC109408161	AAEL008645
OG0005534	LOC109408167	AAEL008647
OG0005535	LOC109398870	AAEL008650
OG0005536	LOC115261342	AAEL008653
OG0005537	LOC109398780	AAEL008654
OG0005538	LOC109429210	AAEL008656
OG0005539	LOC109398783	AAEL008660
OG0005540	LOC109428256	AAEL008664
OG0005541	LOC109411446	AAEL008674
OG0005542	LOC109409700	AAEL008676
OG0005543	LOC109411441	AAEL008679
OG0005544	LOC109411447	AAEL008680
OG0005545	LOC115258816	AAEL008692
OG0005546	LOC115258462	AAEL008696
OG0005547	LOC109411166	AAEL008701
OG0005548	LOC109425564	AAEL008705
OG0005549	LOC109411159	AAEL008706
OG0005550	LOC115267088	AAEL008715
OG0005551	LOC109404496	AAEL008716
OG0005552	LOC115261505	AAEL008722
OG0005553	LOC109418544	AAEL008723
OG0005554	LOC115257444	AAEL008724
OG0005555	LOC109418512	AAEL008725
OG0005556	LOC109418545	AAEL008726
OG0005557	LOC109418478	AAEL008728
OG0005558	LOC109418541	AAEL008730
OG0005559	LOC109418539	AAEL008741
OG0005560	LOC109418534	AAEL008743
OG0005561	LOC109413080	AAEL008745
OG0005562	LOC109414922, LOC109428994	AAEL008754
OG0005563	LOC109414907	AAEL008758
OG0005564	LOC109428905	AAEL008760
OG0005565	LOC134291725, LOC109428912	AAEL008761
OG0005566	LOC109428906	AAEL008764
OG0005567	LOC115267748	AAEL008765
OG0005568	LOC109424237	AAEL008768
OG0005569	LOC109423871	AAEL008770
OG0005570	LOC109423868	AAEL008777
OG0005571	LOC109423870	AAEL008783
OG0005572	LOC109419394	AAEL008785
OG0005573	LOC109401060	AAEL008786
OG0005574	LOC109419385	AAEL008787
OG0005575	LOC109401061	AAEL008793
OG0005576	LOC109419387	AAEL008794
OG0005577	LOC109408434	AAEL008800
OG0005578	LOC109408428	AAEL008803
OG0005579	LOC109408431	AAEL008807
OG0005580	LOC109401041	AAEL008811
OG0005581	LOC109401047	AAEL008814
OG0005582	LOC109401050	AAEL008822
OG0005583	LOC109401058	AAEL008823
OG0005584	LOC109426167	AAEL008827
OG0005585	LOC109426162	AAEL008831
OG0005586	LOC115255757	AAEL008833
OG0005587	LOC115255758	AAEL024631, AAEL023965, AAEL008838
OG0005588	LOC109427894	AAEL008840
OG0005589	LOC109428219	AAEL008844
OG0005590	LOC109427891	AAEL008847
OG0005591	LOC109428213	AAEL008850
OG0005592	LOC109428225	AAEL008853
OG0005593	LOC109427913	AAEL008854
OG0005594	LOC109403232	AAEL008878
OG0005595	LOC109403230	AAEL008879
OG0005596	LOC109402743	AAEL008886
OG0005597	LOC134291793, LOC109432274	AAEL008899
OG0005598	LOC115267799	AAEL008901
OG0005599	LOC109397096	AAEL008902
OG0005600	LOC109621709	AAEL008906
OG0005601	LOC109427463	AAEL008909
OG0005602	LOC109408817	AAEL008916
OG0005603	LOC109410465	AAEL008924
OG0005604	LOC109401449	AAEL008932
OG0005605	LOC109427429	AAEL008938
OG0005606	LOC109410146, LOC115256849	AAEL008943
OG0005607	LOC109427404, LOC109410124	AAEL008945
OG0005608	LOC109410132	AAEL008953
OG0005609	LOC109410121	AAEL008959
OG0005610	LOC109403097	AAEL009002
OG0005611	LOC109416175	AAEL009023
OG0005612	LOC109404972	AAEL009029
OG0005613	LOC115268495	AAEL009031
OG0005614	LOC109417993	AAEL009035
OG0005615	LOC109621930	AAEL009038
OG0005616	LOC109416173	AAEL009039
OG0005617	LOC109406842	AAEL009041
OG0005618	LOC109406840	AAEL009042
OG0005619	LOC109415714	AAEL009043
OG0005620	LOC109430913	AAEL009047
OG0005621	LOC109430930	AAEL009048
OG0005622	LOC115263169	AAEL009051
OG0005623	LOC109430911	AAEL009052
OG0005624	LOC134287925	AAEL009057
OG0005625	LOC134287027	AAEL009058
OG0005626	LOC109411274	AAEL009059
OG0005627	LOC134287922	AAEL009061
OG0005628	LOC109411273	AAEL009063
OG0005629	LOC109411275	AAEL009068
OG0005630	LOC109406399	AAEL009070
OG0005631	LOC109423650	AAEL009072
OG0005632	LOC109411467	AAEL009074
OG0005633	LOC109409711	AAEL009075
OG0005634	LOC109409719	AAEL009078
OG0005635	LOC109409715	AAEL009080
OG0005636	LOC109409721	AAEL009084
OG0005637	LOC109411464	AAEL009085
OG0005638	LOC109411461	AAEL009086
OG0005639	LOC109411457	AAEL009088
OG0005640	LOC109411487	AAEL009089
OG0005641	LOC109408497	AAEL009090
OG0005642	LOC109405715	AAEL009093
OG0005643	LOC109408405	AAEL009099
OG0005644	LOC109408402	AAEL009100
OG0005645	LOC109408401	AAEL009101
OG0005646	LOC109408400	AAEL009105
OG0005647	LOC134284683, LOC109399011	AAEL009109
OG0005648	LOC109421556	AAEL009132
OG0005649	LOC115254020	AAEL009140
OG0005650	LOC115254024	AAEL009142
OG0005651	LOC109410195	AAEL009148
OG0005652	LOC109403564	AAEL009149, AAEL023309
OG0005653	LOC109422982	AAEL009155
OG0005654	LOC109422992	AAEL009157
OG0005655	LOC109415069	AAEL009169
OG0005656	LOC134289694	AAEL009171
OG0005657	LOC109429163	AAEL009179
OG0005658	LOC115259323, LOC109417867	AAEL009184
OG0005659	LOC109426821	AAEL009186
OG0005660	LOC109426825	AAEL009189
OG0005661	LOC109408514	AAEL009190
OG0005662	LOC109621446	AAEL009195
OG0005663	LOC109621452	AAEL009200
OG0005664	LOC109621453	AAEL009202
OG0005665	LOC109418041	AAEL009211
OG0005666	LOC109418123	AAEL009213
OG0005667	LOC109408030	AAEL009227
OG0005668	LOC109417172	AAEL009232
OG0005669	LOC109398058	AAEL009238
OG0005670	LOC115256839	AAEL009249
OG0005671	LOC109411249	AAEL009259
OG0005672	LOC109433112	AAEL009262
OG0005673	LOC109433104	AAEL009266
OG0005674	LOC109411251	AAEL009268
OG0005675	LOC109412936	AAEL009269
OG0005676	LOC134292215	AAEL009271
OG0005678	LOC109409433	AAEL009285
OG0005679	LOC109622423	AAEL009291
OG0005680	LOC109409370	AAEL009294
OG0005681	LOC109622561	AAEL009295
