Orthogroup	Aalbopictus_AalbF5	AdirusWRAIR2
OG0005002	LOC115256091	ADIR016056
OG0005003	LOC109414080	ADIR001071
OG0005004	LOC109414078, LOC134289046	ADIR016055
OG0005005	LOC109414079	ADIR001070
OG0005006	LOC109414086	ADIR004126
OG0005007	LOC109421641	ADIR011209
OG0005008	LOC109421618	ADIR000611
OG0005009	LOC109407320	ADIR011208
OG0005010	LOC109407322	ADIR011425
OG0005011	LOC109421643	ADIR011427
OG0005012	LOC109421642	ADIR011426
OG0005013	LOC109407327	ADIR011431
OG0005014	LOC109421631	ADIR000607
OG0005015	LOC134287523	ADIR011197
OG0005016	LOC115262255	ADIR011199
OG0005017	LOC109402506	ADIR011201
OG0005018	LOC109402516	ADIR004787
OG0005020	LOC109402145	ADIR006374
OG0005021	LOC109402517	ADIR011195
OG0005022	LOC109402496	ADIR006373
OG0005023	LOC109621731	ADIR011417
OG0005024	LOC134287520	ADIR015619
OG0005025	LOC109399311	ADIR005644
OG0005026	LOC109399304	ADIR005646
OG0005027	LOC109399358	ADIR005648
OG0005028	LOC109399376	ADIR005649
OG0005029	LOC109428283	ADIR004036
OG0005030	LOC109428278	ADIR004034
OG0005031	LOC109422277	ADIR010054
OG0005032	LOC109422813	ADIR010064
OG0005033	LOC109421803	ADIR010053
OG0005034	LOC109421791	ADIR010065
OG0005035	LOC109421799	ADIR010060
OG0005036	LOC109404637	ADIR006041
OG0005037	LOC109404613	ADIR006038
OG0005038	LOC109416572	ADIR016099
OG0005039	LOC109411693	ADIR006028
OG0005040	LOC109404622	ADIR006033
OG0005041	LOC109404611	ADIR006036
OG0005042	LOC109411683	ADIR006039
OG0005043	LOC109416574	ADIR005900
OG0005044	LOC109398092	ADIR008121
OG0005045	LOC109418980	ADIR008133
OG0005047	LOC109398212	ADIR008803
OG0005048	LOC115269203	ADIR008808
OG0005049	LOC109419709	ADIR008838
OG0005050	LOC109419715	ADIR008807
OG0005051	LOC109418899	ADIR016148
OG0005052	LOC109419716	ADIR008805
OG0005053	LOC109397934	ADIR008132
OG0005054	LOC109398102	ADIR008118
OG0005055	LOC109415473	ADIR005826
OG0005056	LOC109429485	ADIR005831
OG0005057	LOC109425692	ADIR007981
OG0005058	LOC115264542	ADIR005827
OG0005059	LOC109432127	ADIR005342
OG0005060	LOC115263716	ADIR005347
OG0005061	LOC109398346	ADIR007062
OG0005062	LOC109398308	ADIR011326
OG0005063	LOC109398292	ADIR005980
OG0005064	LOC109429811	ADIR005942
OG0005065	LOC109429814	ADIR007088, ADIR006688
OG0005066	LOC109420402	ADIR002142
OG0005067	LOC109426876	ADIR002066
OG0005068	LOC109623393	ADIR002067
OG0005069	LOC109420090	ADIR009379
OG0005070	LOC109406242	ADIR009305
OG0005071	LOC115257864	ADIR009381
OG0005072	LOC109411908	ADIR009306
OG0005073	LOC109431864	ADIR010004
OG0005074	LOC109420089	ADIR009380
OG0005075	LOC109431874	ADIR010009
OG0005077	LOC109405902	ADIR004797
OG0005078	LOC109407230	ADIR000703
OG0005079	LOC115258575	ADIR000694
OG0005080	LOC109407233	ADIR000700
OG0005081	LOC109414301	ADIR000699
OG0005082	LOC109414293	ADIR000704
OG0005083	LOC109405904	ADIR004780
OG0005084	LOC109405896	ADIR004796
OG0005085	LOC109421146	ADIR001967
OG0005086	LOC109410554	ADIR001968
OG0005087	LOC109421166	ADIR001958
OG0005088	LOC109423201	ADIR005840
OG0005089	LOC109397285	ADIR002865
OG0005090	LOC109423204	ADIR008538
OG0005091	LOC115257160	ADIR005839
OG0005092	LOC109397295	ADIR006713
OG0005093	LOC109426597	ADIR007728
OG0005094	LOC109426575	ADIR004164
OG0005095	LOC109426581	ADIR004169
OG0005096	LOC109426576	ADIR004168
OG0005097	LOC109406578	ADIR008819
OG0005098	LOC109406573	ADIR008818
OG0005099	LOC109410532	ADIR004155
OG0005100	LOC109427229	ADIR008820
OG0005101	LOC115265281	ADIR006651
OG0005102	LOC109427326	ADIR007967
OG0005103	LOC109426572	ADIR004163
OG0005104	LOC109418789	ADIR005737
OG0005105	LOC109418814	ADIR009645
OG0005106	LOC109418819	ADIR009637
OG0005107	LOC109418805	ADIR005736
OG0005108	LOC109415076	ADIR003365
OG0005109	LOC109414121	ADIR003303
OG0005110	LOC109414120	ADIR003304
OG0005111	LOC109415075	ADIR003364
OG0005112	LOC109403945	ADIR000453
OG0005113	LOC109414127	ADIR002779
OG0005114	LOC109403726	ADIR000454
OG0005115	LOC109403958	ADIR000452
OG0005116	LOC109426430	ADIR000451
OG0005117	LOC109427510	ADIR008994
OG0005118	LOC115264856	ADIR000813
OG0005119	LOC109402085	ADIR000928
OG0005120	LOC115264855	ADIR014073
OG0005121	LOC109414164	ADIR015961
OG0005122	LOC109414168	ADIR010345
OG0005123	LOC109414165	ADIR010330
OG0005124	LOC109414170	ADIR010347
OG0005125	LOC109414174	ADIR010350
OG0005126	LOC109414175	ADIR010349
OG0005127	LOC109414169	ADIR010346
OG0005128	LOC109426386, LOC134284610	ADIR000274
OG0005129	LOC109403422	ADIR002229
OG0005130	LOC109403560	ADIR000272
OG0005131	LOC115267914	ADIR000466
OG0005132	LOC109423339	ADIR007115
OG0005133	LOC115253596	ADIR007116
OG0005134	LOC109423332	ADIR007121
OG0005135	LOC115265439	ADIR007118
OG0005136	LOC109423328	ADIR007124
OG0005137	LOC109423331	ADIR007122
OG0005138	LOC109423336	ADIR007120
OG0005139	LOC134283922	ADIR007125
OG0005140	LOC109398535	ADIR004050
OG0005141	LOC109416523	ADIR004049
OG0005142	LOC115260118	ADIR005960
OG0005143	LOC115253562	ADIR009930
OG0005145	LOC115260117, LOC109431912	ADIR009933
OG0005146	LOC109426525	ADIR000120
OG0005147	LOC109426522	ADIR000122
OG0005148	LOC109405502	ADIR001125
OG0005149	LOC109414614	ADIR002980
OG0005150	LOC109427321	ADIR008329
OG0005151	LOC109405490	ADIR006467
OG0005152	LOC109405638	ADIR011703
OG0005153	LOC109430166	ADIR006154
OG0005154	LOC115265231	ADIR006193, ADIR006192, ADIR006194
OG0005155	LOC109430167	ADIR006153
OG0005156	LOC109430168	ADIR006183
OG0005157	LOC109430117	ADIR005923
OG0005158	LOC109430169	ADIR006168
OG0005159	LOC109428192	ADIR006846
OG0005160	LOC109398883	ADIR008370
OG0005161	LOC109429236	ADIR005498
OG0005162	LOC115269612, LOC109428190	ADIR006844
OG0005164	LOC109428193	ADIR006845
OG0005165	LOC109398795	ADIR005501
OG0005166	LOC109428196	ADIR006848
OG0005167	LOC109425098	ADIR000922
OG0005168	LOC109421883	ADIR000925
OG0005169	LOC109623365	ADIR000531
OG0005170	LOC109426924	ADIR000228
OG0005171	LOC109426927	ADIR000227
OG0005172	LOC109426905	ADIR001830
OG0005173	LOC109413631	ADIR000385
OG0005174	LOC109623332	ADIR000554
OG0005175	LOC109426897	ADIR009683
OG0005176	LOC109426895	ADIR009684
OG0005177	LOC115269984	ADIR007482
OG0005178	LOC109403233	ADIR007498
OG0005179	LOC109403193	ADIR007484
OG0005180	LOC109402698	ADIR003818
OG0005181	LOC109431739	ADIR007866
OG0005182	LOC109431742	ADIR007863
OG0005183	LOC109420561	ADIR010956
OG0005184	LOC109404819	ADIR006174
OG0005185	LOC109415653	ADIR005319
OG0005186	LOC115259068	ADIR010949
OG0005187	LOC109415654	ADIR005320
OG0005188	LOC109425042	ADIR005321
OG0005189	LOC109425041	ADIR009926
OG0005190	LOC109404512	ADIR005561
OG0005191	LOC109406320	ADIR010165
OG0005192	LOC109404479	ADIR005562
OG0005193	LOC109404489	ADIR010164
OG0005194	LOC109404495	ADIR010160
OG0005195	LOC109406379	ADIR009243
OG0005196	LOC109406369	ADIR009244
OG0005197	LOC115254896	ADIR016000
OG0005198	LOC109398703	ADIR004740
OG0005199	LOC115258651	ADIR004742
OG0005200	LOC109398721	ADIR004738
OG0005201	LOC109417070	ADIR007471
OG0005202	LOC109414744	ADIR005533
OG0005203	LOC109406407	ADIR007472
OG0005204	LOC134287618, LOC109430025	ADIR008281
OG0005205	LOC109409189	ADIR000624
OG0005206	LOC109421518	ADIR000621
OG0005207	LOC109421537	ADIR011468
OG0005208	LOC109421531	ADIR011465
OG0005209	LOC109421519	ADIR000622
OG0005210	LOC109421516	ADIR000625
OG0005211	LOC109621477	ADIR000188
OG0005212	LOC109621450	ADIR000440
OG0005213	LOC109621435	ADIR000442
OG0005214	LOC109621454	ADIR001822
OG0005215	LOC109621434	ADIR000441
OG0005216	LOC134284746	ADIR000438
OG0005217	LOC109621480	ADIR000189
OG0005218	LOC134284747	ADIR000439
OG0005219	LOC109621455	ADIR001821
OG0005220	LOC109414693	ADIR011700
OG0005221	LOC109621236	ADIR005150
OG0005222	LOC115254017	ADIR005151
OG0005223	LOC109432847	ADIR003109
OG0005224	LOC109432839	ADIR003108
OG0005226	LOC115254082	ADIR003111
OG0005227	LOC134291228	ADIR004495
OG0005228	LOC115261572	ADIR003112
OG0005229	LOC115261563	ADIR004476
OG0005230	LOC109416616	ADIR003113
OG0005231	LOC109432788	ADIR009857
OG0005232	LOC109416623	ADIR008361
OG0005233	LOC109432765	ADIR004502
OG0005234	LOC109432808	ADIR004473
OG0005235	LOC109416685	ADIR008611
OG0005236	LOC109416493	ADIR001586
OG0005237	LOC109416678	ADIR001589
OG0005238	LOC109416679	ADIR001588
OG0005239	LOC109417548	ADIR010902
OG0005240	LOC109410223	ADIR011393
OG0005241	LOC115266748	ADIR011395
OG0005242	LOC115253744	ADIR004721
OG0005243	LOC109432404	ADIR004540
OG0005245	LOC115266396	ADIR001669
OG0005246	LOC115266332	ADIR004095
OG0005247	LOC109622265	ADIR003233
OG0005248	LOC109414450	ADIR004094
OG0005249	LOC109622267	ADIR008619
OG0005250	LOC109408854	ADIR008447
OG0005251	LOC109407537	ADIR000499
OG0005252	LOC109425802	ADIR009526
OG0005253	LOC109425803	ADIR009524
OG0005254	LOC109407538	ADIR009527
OG0005255	LOC109621706	ADIR007805
OG0005256	LOC109425709	ADIR007476
OG0005257	LOC109422606	ADIR003837
OG0005258	LOC109422580	ADIR003840
OG0005259	LOC109429439	ADIR000735
OG0005260	LOC109429440	ADIR004909
OG0005261	LOC109429437	ADIR000734
OG0005262	LOC109429438	ADIR000736
OG0005263	LOC109425155	ADIR000733
OG0005264	LOC109425163	ADIR004907
OG0005265	LOC109397801	ADIR007227
OG0005266	LOC109418972	ADIR008139
OG0005267	LOC109417760	ADIR005464
OG0005268	LOC109400498	ADIR004562
OG0005269	LOC115259650	ADIR010185
OG0005270	LOC109408292	ADIR002412
OG0005271	LOC115259649	ADIR008512
OG0005272	LOC109400486	ADIR002411
OG0005273	LOC109400507	ADIR015669
OG0005274	LOC109417311	ADIR015672
OG0005275	LOC109413270	ADIR010630
OG0005276	LOC115266579	ADIR008858
OG0005277	LOC109405987	ADIR010241
OG0005278	LOC109411126	ADIR008067
OG0005279	LOC109411128	ADIR008856
OG0005280	LOC109410730	ADIR010695
OG0005281	LOC109410691	ADIR010697
OG0005282	LOC109410890	ADIR004489
OG0005283	LOC109407253	ADIR000685
OG0005284	LOC109621284	ADIR007215
OG0005285	LOC109407254	ADIR000686
OG0005286	LOC115258685	ADIR000680
OG0005287	LOC115258726	ADIR005121
OG0005288	LOC109407248	ADIR005122
OG0005289	LOC109414312	ADIR005124
OG0005290	LOC109622900	ADIR009417
OG0005291	LOC109622889	ADIR004894
OG0005292	LOC115258588	ADIR009418
OG0005293	LOC115258243	ADIR009420
OG0005294	LOC109622897	ADIR009419
OG0005295	LOC109622894	ADIR011029
OG0005296	LOC109410207	ADIR004714
OG0005297	LOC109417527	ADIR004716
OG0005298	LOC109397248	ADIR006679
OG0005299	LOC109402649, LOC115256596	ADIR015730
OG0005300	LOC109407961	ADIR016105
OG0005301	LOC109403683	ADIR016178
OG0005302	LOC109424108	ADIR003331
OG0005303	LOC109424111	ADIR003333
OG0005304	LOC109416273	ADIR002501
OG0005305	LOC109430250	ADIR010173
OG0005306	LOC109412409	ADIR003274
OG0005307	LOC109412401	ADIR010171
OG0005308	LOC109430287	ADIR010172
OG0005309	LOC109415631	ADIR000855
OG0005310	LOC109431103	ADIR001069
OG0005313	LOC109415741	ADIR003963
OG0005314	LOC115253976	ADIR001023
OG0005315	LOC109431151	ADIR001011
OG0005316	LOC115254961	ADIR004961
OG0005317	LOC109407549	ADIR009530
OG0005318	LOC109407551	ADIR009532
OG0005319	LOC109622873	ADIR009365
OG0005320	LOC115258081	ADIR009367
OG0005321	LOC109622875	ADIR009362
OG0005322	LOC109622883	ADIR009337
OG0005323	LOC109411710	ADIR006016
OG0005325	LOC109404606	ADIR006017
OG0005326	LOC109411704	ADIR006019
OG0005327	LOC109403454	ADIR005667
OG0005328	LOC109403451	ADIR000047
OG0005329	LOC109433216	ADIR005670
OG0005330	LOC109433195	ADIR005668
OG0005331	LOC109433182	ADIR000045
OG0005332	LOC109403466	ADIR005669
OG0005333	LOC109403452	ADIR011624
OG0005334	LOC109426951	ADIR005221
OG0005335	LOC109414738	ADIR005220
OG0005336	LOC134287326	ADIR008723
OG0005337	LOC109414739	ADIR004652
OG0005338	LOC109421968	ADIR005217
OG0005339	LOC109408889	ADIR011718
OG0005340	LOC109408227	ADIR015670
OG0005341	LOC109408235	ADIR004352
OG0005342	LOC109408899	ADIR004354
OG0005343	LOC109408226	ADIR008640
OG0005344	LOC109408233	ADIR004350
OG0005345	LOC109408232	ADIR004349
OG0005346	LOC109401059	ADIR003403
OG0005347	LOC109408415	ADIR006509
OG0005348	LOC109416373	ADIR005420
OG0005349	LOC109416397	ADIR006663
OG0005350	LOC109401133	ADIR004526
OG0005351	LOC109431629	ADIR007884
OG0005352	LOC134291135, LOC115260171	ADIR004528
OG0005353	LOC109401132	ADIR002557
OG0005354	LOC109406377	ADIR009002
OG0005355	LOC109411292	ADIR009728
OG0005356	LOC109405308	ADIR009363
OG0005357	LOC109411293	ADIR009727
OG0005358	LOC115264180	ADIR009064
OG0005359	LOC109429878	ADIR005929
OG0005360	LOC109429880	ADIR005925
OG0005361	LOC109415445	ADIR005917
OG0005362	LOC109429949	ADIR011320
OG0005363	LOC109429955	ADIR000597
OG0005364	LOC109415447	ADIR005927
OG0005365	LOC109415451	ADIR000592
OG0005366	LOC109415452	ADIR000594
OG0005367	LOC109415453	ADIR000591
OG0005368	LOC109410624	ADIR002186
OG0005369	LOC109410639	ADIR000005
OG0005370	LOC109410636	ADIR000468
OG0005371	LOC109410645	ADIR000007
OG0005372	LOC109410628	ADIR000471
OG0005373	LOC109420449	ADIR005950
OG0005374	LOC109410346	ADIR004123
OG0005375	LOC109411759	ADIR005965
OG0005376	LOC109404703	ADIR010006
OG0005377	LOC109420458	ADIR005968
OG0005378	LOC109404691	ADIR011686
OG0005379	LOC115259975	ADIR001868
OG0005380	LOC109401286	ADIR005258
OG0005381	LOC109623281	ADIR001909
OG0005382	LOC109401287	ADIR005259
OG0005383	LOC109418015	ADIR015889
OG0005384	LOC115255337	ADIR006289
OG0005385	LOC109417692	ADIR015883, ADIR016101
OG0005386	LOC115264471	ADIR011202
OG0005387	LOC134283916	ADIR015917
OG0005388	LOC109399212	ADIR007315
OG0005389	LOC109399231	ADIR007294
OG0005390	LOC109413983	ADIR007316
OG0005391	LOC109413982	ADIR007317
OG0005392	LOC109421981	ADIR004604
OG0005393	LOC109421987	ADIR001513
OG0005394	LOC109427500	ADIR001114
OG0005395	LOC109425049	ADIR005316
OG0005396	LOC109408447	ADIR010561
OG0005397	LOC109408450	ADIR010563
OG0005398	LOC109419357	ADIR002651
OG0005400	LOC109402987	ADIR004478
OG0005401	LOC109411792	ADIR002824
OG0005402	LOC109403696	ADIR009013
OG0005403	LOC109621778	ADIR010325
OG0005404	LOC109403746	ADIR009919
OG0005405	LOC109405623	ADIR003928
OG0005406	LOC109402997	ADIR002475
OG0005407	LOC109414707, LOC115255155	ADIR011643
OG0005408	LOC134289980	ADIR009866
OG0005409	LOC109413067	ADIR009870
OG0005410	LOC134284018	ADIR006393
OG0005411	LOC134290082	ADIR009869
OG0005412	LOC109423086	ADIR010067
OG0005413	LOC109423350	ADIR009865
OG0005414	LOC109423435	ADIR009864
OG0005415	LOC134284328	ADIR006392
OG0005416	LOC109423263	ADIR009863
OG0005418	LOC109423417	ADIR003248
OG0005419	LOC109423425	ADIR004579
OG0005420	LOC109414508	ADIR003253
OG0005421	LOC109423413	ADIR003252
OG0005422	LOC115267959	ADIR004577
OG0005423	LOC109423416	ADIR003250
OG0005424	LOC109414568	ADIR003246
OG0005425	LOC109399730	ADIR002697
OG0005426	LOC109427035	ADIR002076
OG0005428	LOC109426318	ADIR003051
OG0005429	LOC109426322	ADIR015502
OG0005430	LOC109405631	ADIR003040
OG0005431	LOC109405004	ADIR003036
OG0005432	LOC109426316	ADIR003054
OG0005433	LOC109406728	ADIR003049
OG0005434	LOC109407229	ADIR003053
OG0005435	LOC115253517	ADIR003042
OG0005436	LOC109426347	ADIR003038
OG0005437	LOC109405847	ADIR003058
OG0005438	LOC109622904	ADIR009414
OG0005439	LOC115264776, LOC109401564	ADIR000288
OG0005440	LOC109409731	ADIR008231
OG0005441	LOC109409733	ADIR008232
OG0005442	LOC115254174	ADIR010623
OG0005443	LOC115266517	ADIR008351
OG0005444	LOC115257194	ADIR015979
OG0005445	LOC109414158	ADIR010333
OG0005446	LOC109414152	ADIR010339
OG0005447	LOC109414202	ADIR003075
OG0005448	LOC109426369	ADIR003073
OG0005449	LOC115254465	ADIR010337
OG0005450	LOC115257197	ADIR010336
OG0005451	LOC115257205	ADIR010338
OG0005452	LOC109414203	ADIR015980
OG0005453	LOC109414160	ADIR014899
OG0005454	LOC109414159	ADIR010332
OG0005455	LOC109622537	ADIR004100
OG0005456	LOC109402320	ADIR009160
OG0005458	LOC109402333	ADIR000027
OG0005459	LOC109433079	ADIR004029
OG0005460	LOC109419982	ADIR006774
OG0005461	LOC109420001	ADIR006777
OG0005462	LOC109420061	ADIR004027
OG0005463	LOC109433046	ADIR006778
OG0005464	LOC109399005	ADIR006607
OG0005465	LOC109622845	ADIR015697
OG0005466	LOC109622842	ADIR008023
OG0005467	LOC109419258	ADIR010574
OG0005468	LOC109419256	ADIR010575
OG0005469	LOC109419246	ADIR008259
OG0005470	LOC109427334	ADIR010581
OG0005471	LOC109419253	ADIR010579
OG0005472	LOC109426113	ADIR010570
OG0005473	LOC109409395	ADIR000030
OG0005474	LOC109420146	ADIR000036
OG0005475	LOC109409399	ADIR000032
OG0005476	LOC109409392	ADIR000028
OG0005477	LOC115264608	ADIR000039
OG0005478	LOC109431245	ADIR000041
OG0005479	LOC109431247	ADIR000038
OG0005480	LOC109431252	ADIR000035
OG0005481	LOC109409480	ADIR001311
OG0005482	LOC109409490	ADIR001467
OG0005483	LOC109397627	ADIR011751
OG0005484	LOC109397641	ADIR001315
OG0005485	LOC115263687	ADIR006671
OG0005486	LOC115266711	ADIR001498
OG0005487	LOC109417765	ADIR004038
OG0005488	LOC109424232	ADIR004678
OG0005490	LOC109622521	ADIR007015
OG0005491	LOC109408976	ADIR007018
OG0005492	LOC109622517	ADIR007019
OG0005493	LOC109408924	ADIR015903
OG0005494	LOC109622522	ADIR007014
OG0005495	LOC109433573	ADIR006227
OG0005496	LOC109430130	ADIR006223
OG0005497	LOC109433586	ADIR006219
OG0005498	LOC109433596	ADIR006224
OG0005499	LOC109430129	ADIR006222
OG0005500	LOC109433584	ADIR006228
OG0005501	LOC109430131	ADIR006220
OG0005502	LOC115266793	ADIR006226
OG0005503	LOC109404698	ADIR000840
OG0005505	LOC109418403	ADIR006394
OG0005506	LOC109410343	ADIR003921
OG0005507	LOC109410340	ADIR011688
OG0005508	LOC109426117	ADIR006397
OG0005509	LOC109426090	ADIR006396
OG0005510	LOC109430832	ADIR001565
OG0005511	LOC109424150	ADIR010719
OG0005512	LOC109424164	ADIR011518
OG0005513	LOC109431323	ADIR001980
OG0005514	LOC109432015	ADIR001982
OG0005515	LOC109431990	ADIR000328
OG0005516	LOC109431311	ADIR000489
OG0005517	LOC115255463	ADIR015995
OG0005518	LOC109419931	ADIR011124
OG0005519	LOC109419949	ADIR011132
OG0005520	LOC109419950	ADIR011133
OG0005521	LOC115255169	ADIR011134
OG0005522	LOC109417504	ADIR011131
OG0005523	LOC109419933	ADIR015987
OG0005524	LOC109419957	ADIR011250
OG0005525	LOC109419943	ADIR011130
OG0005526	LOC109397201	ADIR005406
OG0005527	LOC109407348	ADIR005409
OG0005528	LOC109429985	ADIR006064
OG0005529	LOC115262090	ADIR006065
OG0005530	LOC109429564	ADIR006060
OG0005531	LOC109411098	ADIR007892
OG0005532	LOC109408168	ADIR008062
OG0005533	LOC109408161	ADIR008659
OG0005534	LOC109408167	ADIR016080
OG0005535	LOC109398870	ADIR010541
OG0005536	LOC115261342	ADIR010543
OG0005537	LOC109398780	ADIR010551
OG0005538	LOC109429210	ADIR010546
OG0005539	LOC109398783	ADIR010545
OG0005540	LOC109428256	ADIR001089
OG0005541	LOC109411446	ADIR007792
OG0005542	LOC109409700	ADIR007791
OG0005543	LOC109411441	ADIR007789
OG0005544	LOC109411447	ADIR007793
OG0005545	LOC115258816	ADIR004917
OG0005546	LOC115258462	ADIR005116
OG0005547	LOC109411166	ADIR003205
OG0005548	LOC109425564	ADIR003206
OG0005549	LOC109411159	ADIR003202
OG0005550	LOC115267088	ADIR003214
OG0005551	LOC109404496	ADIR002260
OG0005552	LOC115261505	ADIR010153
OG0005553	LOC109418544	ADIR001894
OG0005554	LOC115257444	ADIR009505
OG0005555	LOC109418512	ADIR000268
OG0005556	LOC109418545	ADIR001895
OG0005557	LOC109418478	ADIR009504
OG0005558	LOC109418541	ADIR001893
OG0005559	LOC109418539	ADIR001890
OG0005560	LOC109418534	ADIR009652
OG0005561	LOC109413080	ADIR000213
OG0005562	LOC109414922, LOC109428994	ADIR009445
OG0005563	LOC109414907	ADIR009449
OG0005564	LOC109428905	ADIR009447
OG0005566	LOC109428906	ADIR009444
OG0005567	LOC115267748	ADIR009446
OG0005568	LOC109424237	ADIR001619
OG0005569	LOC109423871	ADIR001618
OG0005570	LOC109423868	ADIR001620
OG0005571	LOC109423870	ADIR001617
OG0005572	LOC109419394	ADIR006466
OG0005573	LOC109401060	ADIR010602
OG0005574	LOC109419385	ADIR010593
OG0005575	LOC109401061	ADIR006526
OG0005576	LOC109419387	ADIR010595
OG0005577	LOC109408434	ADIR010594
OG0005578	LOC109408428	ADIR010601
OG0005579	LOC109408431	ADIR010596
OG0005580	LOC109401041	ADIR006527
OG0005581	LOC109401047	ADIR005481
OG0005582	LOC109401050	ADIR005802
OG0005583	LOC109401058	ADIR014781
OG0005584	LOC109426167	ADIR002425
OG0005585	LOC109426162	ADIR008388
OG0005586	LOC115255757	ADIR010976
OG0005588	LOC109427894	ADIR004823
OG0005589	LOC109428219	ADIR010983
OG0005590	LOC109427891	ADIR006857
OG0005591	LOC109428213	ADIR005040
OG0005592	LOC109428225	ADIR010977
OG0005593	LOC109427913	ADIR010975
OG0005594	LOC109403232	ADIR007506
OG0005595	LOC109403230	ADIR007507
OG0005596	LOC109402743	ADIR007648
OG0005597	LOC134291793, LOC109432274	ADIR009174
OG0005598	LOC115267799	ADIR009170
OG0005599	LOC109397096	ADIR011544
OG0005600	LOC109621709	ADIR007801
OG0005601	LOC109427463	ADIR009780
OG0005602	LOC109408817	ADIR015688
OG0005603	LOC109410465	ADIR009963
OG0005604	LOC109401449	ADIR009960
OG0005605	LOC109427429	ADIR011645
OG0005606	LOC109410146, LOC115256849	ADIR002389
OG0005607	LOC109427404, LOC109410124	ADIR001132
OG0005608	LOC109410132	ADIR014488
OG0005609	LOC109410121	ADIR001413
OG0005610	LOC109403097	ADIR004310
OG0005611	LOC109416175	ADIR008909
OG0005612	LOC109404972	ADIR008907
OG0005613	LOC115268495	ADIR008842
OG0005614	LOC109417993	ADIR003900
OG0005615	LOC109621930	ADIR003901
OG0005616	LOC109416173	ADIR006454
OG0005617	LOC109406842	ADIR010166
OG0005618	LOC109406840	ADIR010167
OG0005619	LOC109415714	ADIR009938
OG0005620	LOC109430913	ADIR007835
OG0005621	LOC109430930	ADIR007836
OG0005622	LOC115263169	ADIR007837
OG0005623	LOC109430911	ADIR007839
OG0005624	LOC134287925	ADIR016043
OG0005625	LOC134287027	ADIR007032, ADIR001179
OG0005626	LOC109411274	ADIR006806
OG0005627	LOC134287922	ADIR011470
OG0005628	LOC109411273	ADIR006804
OG0005629	LOC109411275	ADIR006807
OG0005630	LOC109406399	ADIR001699
OG0005631	LOC109423650	ADIR001700
OG0005632	LOC109411467	ADIR008213
OG0005633	LOC109409711	ADIR007796
OG0005634	LOC109409719	ADIR008210
OG0005635	LOC109409715	ADIR008208
OG0005636	LOC109409721	ADIR008212
OG0005637	LOC109411464	ADIR008209
OG0005638	LOC109411461	ADIR007795
OG0005639	LOC109411457	ADIR007278
OG0005640	LOC109411487	ADIR008211
OG0005641	LOC109408497	ADIR001198
OG0005642	LOC109405715	ADIR003409
OG0005643	LOC109408405	ADIR003408
OG0005644	LOC109408402	ADIR003411
OG0005645	LOC109408401	ADIR003415
OG0005646	LOC109408400	ADIR003416
OG0005647	LOC134284683, LOC109399011	ADIR006610
OG0005648	LOC109421556	ADIR016073
OG0005649	LOC115254020	ADIR014954
OG0005650	LOC115254024	ADIR006266
OG0005651	LOC109410195	ADIR004766
OG0005652	LOC109403564	ADIR000894
OG0005653	LOC109422982	ADIR001537
OG0005654	LOC109422992	ADIR003964
OG0005655	LOC109415069	ADIR002891
OG0005656	LOC134289694	ADIR002890
OG0005657	LOC109429163	ADIR003515
OG0005658	LOC115259323, LOC109417867	ADIR007173
OG0005659	LOC109426821	ADIR007174
OG0005660	LOC109426825	ADIR007171
OG0005661	LOC109408514	ADIR007111
OG0005662	LOC109621446	ADIR000557
OG0005663	LOC109621452	ADIR001726
OG0005664	LOC109621453	ADIR008161
OG0005665	LOC109418041	ADIR007239
OG0005666	LOC109418123	ADIR007233
OG0005667	LOC109408030	ADIR003584
OG0005668	LOC109417172	ADIR000148
OG0005669	LOC109398058	ADIR009216
OG0005670	LOC115256839	ADIR011654
OG0005671	LOC109411249	ADIR010943
OG0005672	LOC109433112	ADIR010937
OG0005673	LOC109433104	ADIR010946
OG0005674	LOC109411251	ADIR010942
OG0005675	LOC109412936	ADIR010945
OG0005676	LOC134292215	ADIR001753
OG0005678	LOC109409433	ADIR007203
OG0005679	LOC109622423	ADIR007207
OG0005680	LOC109409370	ADIR007202
OG0005681	LOC109622561	ADIR007212
OG0005682	LOC109409503	ADIR007206
OG0005683	LOC109410083	ADIR004421
OG0005684	LOC109410081	ADIR005517
OG0005685	LOC109430224	ADIR005514
OG0005686	LOC109427542	ADIR001511
OG0005687	LOC109431007	ADIR006138
OG0005688	LOC109423928	ADIR006133
OG0005689	LOC109404774	ADIR006134
OG0005690	LOC109404804	ADIR006136
OG0005691	LOC109401167	ADIR009679
OG0005692	LOC109401161	ADIR009201
OG0005693	LOC109621647	ADIR002677
OG0005694	LOC109432359	ADIR001681
OG0005695	LOC109426352	ADIR003035
OG0005696	LOC115258105	ADIR002680
OG0005697	LOC109621640	ADIR003080
OG0005698	LOC109426359	ADIR003082
OG0005699	LOC109426355	ADIR002678
OG0005700	LOC109430398	ADIR010636
OG0005701	LOC109405279	ADIR000084
OG0005702	LOC109410615	ADIR002184
OG0005703	LOC109410618	ADIR002185
OG0005704	LOC109410612	ADIR001978
OG0005705	LOC109409843	ADIR009629
OG0005706	LOC109409847	ADIR009599
OG0005707	LOC109410722	ADIR001977
OG0005708	LOC109410728	ADIR001974
OG0005709	LOC109410608	ADIR001973
OG0005710	LOC109410719	ADIR002182
OG0005711	LOC109397131	ADIR011579
