Orthogroup	Aalbopictus_AalbF5	AstephensiUCISS2018
OG0005009	LOC109407320	ASTEI20_033078
OG0005010	LOC109407322	ASTEI20_041209
OG0005011	LOC109421643	ASTEI20_042438
OG0005012	LOC109421642	ASTEI20_034621
OG0005013	LOC109407327	ASTEI20_038436
OG0005014	LOC109421631	ASTEI20_040613
OG0005015	LOC134287523	ASTEI20_032484
OG0005016	LOC115262255	ASTEI20_044866
OG0005017	LOC109402506	ASTEI20_038819
OG0005018	LOC109402516	ASTEI20_039760
OG0005019	LOC109402503	ASTEI20_044592, ASTEI20_037990
OG0005020	LOC109402145	ASTEI20_033218
OG0005021	LOC109402517	ASTEI20_035644
OG0005022	LOC109402496	ASTEI20_042835
OG0005023	LOC109621731	ASTEI20_034698
OG0005024	LOC134287520	ASTEI20_039707
OG0005025	LOC109399311	ASTEI20_034992
OG0005026	LOC109399304	ASTEI20_030944
OG0005027	LOC109399358	ASTEI20_031520
OG0005028	LOC109399376	ASTEI20_045768
OG0005029	LOC109428283	ASTEI20_033505
OG0005030	LOC109428278	ASTEI20_031476
OG0005031	LOC109422277	ASTEI20_035272
OG0005032	LOC109422813	ASTEI20_032337
OG0005033	LOC109421803	ASTEI20_033892
OG0005034	LOC109421791	ASTEI20_035565
OG0005035	LOC109421799	ASTEI20_036697
OG0005036	LOC109404637	ASTEI20_036220
OG0005037	LOC109404613	ASTEI20_032363
OG0005038	LOC109416572	ASTEI20_039316
OG0005039	LOC109411693	ASTEI20_035739
OG0005040	LOC109404622	ASTEI20_031738
OG0005041	LOC109404611	ASTEI20_034078
OG0005042	LOC109411683	ASTEI20_044871
OG0005043	LOC109416574	ASTEI20_030812
OG0005044	LOC109398092	ASTEI20_040363
OG0005045	LOC109418980	ASTEI20_045798
OG0005046	LOC109398060, LOC115269207	ASTEI20_033143
OG0005047	LOC109398212	ASTEI20_045975
OG0005048	LOC115269203	ASTEI20_036972
OG0005049	LOC109419709	ASTEI20_041691
OG0005050	LOC109419715	ASTEI20_030822
OG0005051	LOC109418899	ASTEI20_042267
OG0005052	LOC109419716	ASTEI20_043735
OG0005053	LOC109397934	ASTEI20_033539
OG0005054	LOC109398102	ASTEI20_044728
OG0005055	LOC109415473	ASTEI20_036120
OG0005056	LOC109429485	ASTEI20_032387
OG0005057	LOC109425692	ASTEI20_043651
OG0005058	LOC115264542	ASTEI20_037957
OG0005059	LOC109432127	ASTEI20_044576
OG0005060	LOC115263716	ASTEI20_031740
OG0005061	LOC109398346	ASTEI20_034780
OG0005062	LOC109398308	ASTEI20_045987
OG0005063	LOC109398292	ASTEI20_038515
OG0005064	LOC109429811	ASTEI20_033778
OG0005066	LOC109420402	ASTEI20_045432
OG0005067	LOC109426876	ASTEI20_045460
OG0005068	LOC109623393	ASTEI20_043410
OG0005069	LOC109420090	ASTEI20_043730
OG0005070	LOC109406242	ASTEI20_035654, ASTEI20_032910
OG0005071	LOC115257864	ASTEI20_044427
OG0005072	LOC109411908	ASTEI20_031013, ASTEI20_037518
OG0005073	LOC109431864	ASTEI20_040808
OG0005074	LOC109420089	ASTEI20_040348
OG0005075	LOC109431874	ASTEI20_044722
OG0005076	LOC109420088	ASTEI20_039964
OG0005077	LOC109405902	ASTEI20_033593
OG0005078	LOC109407230	ASTEI20_035102
OG0005079	LOC115258575	ASTEI20_031599
OG0005080	LOC109407233	ASTEI20_032950
OG0005081	LOC109414301	ASTEI20_043089
OG0005082	LOC109414293	ASTEI20_038160
OG0005083	LOC109405904	ASTEI20_031225
OG0005084	LOC109405896	ASTEI20_031488
OG0005085	LOC109421146	ASTEI20_034886
OG0005086	LOC109410554	ASTEI20_037182
OG0005087	LOC109421166	ASTEI20_039387, ASTEI20_045889
OG0005088	LOC109423201	ASTEI20_043295
OG0005089	LOC109397285	ASTEI20_031125
OG0005090	LOC109423204	ASTEI20_045847
OG0005091	LOC115257160	ASTEI20_036286
OG0005092	LOC109397295	ASTEI20_045887
OG0005093	LOC109426597	ASTEI20_035348
OG0005094	LOC109426575	ASTEI20_032008
OG0005095	LOC109426581	ASTEI20_033355
OG0005096	LOC109426576	ASTEI20_044758
OG0005097	LOC109406578	ASTEI20_034715
OG0005098	LOC109406573	ASTEI20_045406
OG0005099	LOC109410532	ASTEI20_036083
OG0005100	LOC109427229	ASTEI20_043561
OG0005101	LOC115265281	ASTEI20_043259
OG0005102	LOC109427326	ASTEI20_043166
OG0005103	LOC109426572	ASTEI20_036000
OG0005104	LOC109418789	ASTEI20_040264
OG0005105	LOC109418814	ASTEI20_042778
OG0005106	LOC109418819	ASTEI20_039440
OG0005107	LOC109418805	ASTEI20_043544
OG0005108	LOC109415076	ASTEI20_042801
OG0005109	LOC109414121	ASTEI20_037104
OG0005110	LOC109414120	ASTEI20_031535
OG0005111	LOC109415075	ASTEI20_041795
OG0005112	LOC109403945	ASTEI20_033738
OG0005113	LOC109414127	ASTEI20_041903
OG0005114	LOC109403726	ASTEI20_041105
OG0005115	LOC109403958	ASTEI20_030829
OG0005116	LOC109426430	ASTEI20_040422
OG0005117	LOC109427510	ASTEI20_041172
OG0005118	LOC115264856	ASTEI20_039206
OG0005119	LOC109402085	ASTEI20_045473
OG0005120	LOC115264855	ASTEI20_035619
OG0005121	LOC109414164	ASTEI20_032934
OG0005122	LOC109414168	ASTEI20_041015
OG0005123	LOC109414165	ASTEI20_040974
OG0005124	LOC109414170	ASTEI20_040119
OG0005125	LOC109414174	ASTEI20_030865
OG0005126	LOC109414175	ASTEI20_042551
OG0005127	LOC109414169	ASTEI20_035356
OG0005128	LOC109426386, LOC134284610	ASTEI20_032172
OG0005129	LOC109403422	ASTEI20_044319
OG0005130	LOC109403560	ASTEI20_036893
OG0005131	LOC115267914	ASTEI20_032674
OG0005132	LOC109423339	ASTEI20_045343
OG0005133	LOC115253596	ASTEI20_041030
OG0005134	LOC109423332	ASTEI20_036075
OG0005135	LOC115265439	ASTEI20_030800
OG0005136	LOC109423328	ASTEI20_042470
OG0005137	LOC109423331	ASTEI20_034434
OG0005138	LOC109423336	ASTEI20_041544
OG0005139	LOC134283922	ASTEI20_045545
OG0005140	LOC109398535	ASTEI20_035993
OG0005141	LOC109416523	ASTEI20_031221
OG0005142	LOC115260118	ASTEI20_040795
OG0005143	LOC115253562	ASTEI20_039226
OG0005145	LOC115260117, LOC109431912	ASTEI20_031683
OG0005146	LOC109426525	ASTEI20_042341
OG0005147	LOC109426522	ASTEI20_032066
OG0005148	LOC109405502	ASTEI20_040814
OG0005149	LOC109414614	ASTEI20_037764
OG0005150	LOC109427321	ASTEI20_045260
OG0005151	LOC109405490	ASTEI20_044107
OG0005152	LOC109405638	ASTEI20_035085
OG0005153	LOC109430166	ASTEI20_042181
OG0005154	LOC115265231	ASTEI20_036146
OG0005155	LOC109430167	ASTEI20_039108
OG0005156	LOC109430168	ASTEI20_044714
OG0005157	LOC109430117	ASTEI20_030891
OG0005158	LOC109430169	ASTEI20_044137
OG0005159	LOC109428192	ASTEI20_043305
OG0005160	LOC109398883	ASTEI20_043937
OG0005161	LOC109429236	ASTEI20_033464
OG0005162	LOC115269612, LOC109428190	ASTEI20_039600
OG0005163	LOC134283902	ASTEI20_043953
OG0005164	LOC109428193	ASTEI20_032668
OG0005165	LOC109398795	ASTEI20_039501
OG0005166	LOC109428196	ASTEI20_040190
OG0005167	LOC109425098	ASTEI20_040875
OG0005168	LOC109421883	ASTEI20_035133
OG0005169	LOC109623365	ASTEI20_040374
OG0005170	LOC109426924	ASTEI20_042682
OG0005171	LOC109426927	ASTEI20_037657
OG0005172	LOC109426905	ASTEI20_039543
OG0005173	LOC109413631	ASTEI20_045669, ASTEI20_042655
OG0005174	LOC109623332	ASTEI20_042511
OG0005175	LOC109426897	ASTEI20_039405
OG0005176	LOC109426895	ASTEI20_042044
OG0005177	LOC115269984	ASTEI20_038920
OG0005178	LOC109403233	ASTEI20_041704
OG0005179	LOC109403193	ASTEI20_041142
OG0005180	LOC109402698	ASTEI20_037820
OG0005181	LOC109431739	ASTEI20_042331
OG0005182	LOC109431742	ASTEI20_042931, ASTEI20_033013
OG0005183	LOC109420561	ASTEI20_045840
OG0005184	LOC109404819	ASTEI20_038019
OG0005185	LOC109415653	ASTEI20_035906
OG0005186	LOC115259068	ASTEI20_030974, ASTEI20_034850
OG0005187	LOC109415654	ASTEI20_038981
OG0005188	LOC109425042	ASTEI20_037713
OG0005189	LOC109425041	ASTEI20_036488
OG0005190	LOC109404512	ASTEI20_031372
OG0005191	LOC109406320	ASTEI20_034222
OG0005192	LOC109404479	ASTEI20_039109
OG0005193	LOC109404489	ASTEI20_038686
OG0005194	LOC109404495	ASTEI20_034705
OG0005195	LOC109406379	ASTEI20_043531, ASTEI20_037616
OG0005196	LOC109406369	ASTEI20_044343
OG0005197	LOC115254896	ASTEI20_032152
OG0005198	LOC109398703	ASTEI20_037813
OG0005199	LOC115258651	ASTEI20_031264
OG0005200	LOC109398721	ASTEI20_044997
OG0005201	LOC109417070	ASTEI20_035706
OG0005202	LOC109414744	ASTEI20_044779, ASTEI20_045724
OG0005203	LOC109406407	ASTEI20_039693
OG0005204	LOC134287618, LOC109430025	ASTEI20_041037
OG0005205	LOC109409189	ASTEI20_038090
OG0005206	LOC109421518	ASTEI20_036404
OG0005207	LOC109421537	ASTEI20_041812
OG0005208	LOC109421531	ASTEI20_038456
OG0005209	LOC109421519	ASTEI20_045879
OG0005210	LOC109421516	ASTEI20_038291
OG0005211	LOC109621477	ASTEI20_037594
OG0005212	LOC109621450	ASTEI20_042193
OG0005213	LOC109621435	ASTEI20_035383
OG0005214	LOC109621454	ASTEI20_034085
OG0005215	LOC109621434	ASTEI20_037069
OG0005216	LOC134284746	ASTEI20_032615
OG0005217	LOC109621480	ASTEI20_031034
OG0005218	LOC134284747	ASTEI20_041967
OG0005219	LOC109621455	ASTEI20_042891
OG0005220	LOC109414693	ASTEI20_034774
OG0005221	LOC109621236	ASTEI20_032049
OG0005222	LOC115254017	ASTEI20_037180
OG0005223	LOC109432847	ASTEI20_032446
OG0005224	LOC109432839	ASTEI20_034690
OG0005225	LOC134291205	ASTEI20_037999
OG0005226	LOC115254082	ASTEI20_031655
OG0005227	LOC134291228	ASTEI20_039450
OG0005228	LOC115261572	ASTEI20_044802
OG0005229	LOC115261563	ASTEI20_033001
OG0005230	LOC109416616	ASTEI20_037658
OG0005231	LOC109432788	ASTEI20_036767
OG0005232	LOC109416623	ASTEI20_036347
OG0005233	LOC109432765	ASTEI20_032593
OG0005234	LOC109432808	ASTEI20_033693
OG0005235	LOC109416685	ASTEI20_034455
OG0005236	LOC109416493	ASTEI20_031542
OG0005237	LOC109416678	ASTEI20_038725
OG0005238	LOC109416679	ASTEI20_039235
OG0005239	LOC109417548	ASTEI20_037710
OG0005240	LOC109410223	ASTEI20_040432
OG0005241	LOC115266748	ASTEI20_035630
OG0005242	LOC115253744	ASTEI20_043667
OG0005243	LOC109432404	ASTEI20_033756
OG0005244	LOC109400371, LOC115257435	ASTEI20_031187
OG0005245	LOC115266396	ASTEI20_040284
OG0005246	LOC115266332	ASTEI20_031639
OG0005247	LOC109622265	ASTEI20_031983
OG0005248	LOC109414450	ASTEI20_041756
OG0005249	LOC109622267	ASTEI20_038273
OG0005250	LOC109408854	ASTEI20_031172
OG0005251	LOC109407537	ASTEI20_046075
OG0005252	LOC109425802	ASTEI20_042087
OG0005253	LOC109425803	ASTEI20_037562
OG0005254	LOC109407538	ASTEI20_036677
OG0005255	LOC109621706	ASTEI20_041171
OG0005256	LOC109425709	ASTEI20_042974
OG0005257	LOC109422606	ASTEI20_045498
OG0005258	LOC109422580	ASTEI20_031095
OG0005259	LOC109429439	ASTEI20_040503
OG0005260	LOC109429440	ASTEI20_035047
OG0005261	LOC109429437	ASTEI20_045761
OG0005262	LOC109429438	ASTEI20_043569
OG0005263	LOC109425155	ASTEI20_033498
OG0005264	LOC109425163	ASTEI20_043589
OG0005265	LOC109397801	ASTEI20_032144
OG0005266	LOC109418972	ASTEI20_036002, ASTEI20_042154
OG0005267	LOC109417760	ASTEI20_045339
OG0005268	LOC109400498	ASTEI20_033348
OG0005269	LOC115259650	ASTEI20_038671
OG0005270	LOC109408292	ASTEI20_032877
OG0005271	LOC115259649	ASTEI20_035737
OG0005272	LOC109400486	ASTEI20_034518
OG0005273	LOC109400507	ASTEI20_039750
OG0005274	LOC109417311	ASTEI20_037754
OG0005275	LOC109413270	ASTEI20_041033
OG0005276	LOC115266579	ASTEI20_043288
OG0005277	LOC109405987	ASTEI20_040689
OG0005278	LOC109411126	ASTEI20_041512
OG0005279	LOC109411128	ASTEI20_033216
OG0005280	LOC109410730	ASTEI20_031142
OG0005281	LOC109410691	ASTEI20_038364
OG0005282	LOC109410890	ASTEI20_031863
OG0005283	LOC109407253	ASTEI20_034889
OG0005284	LOC109621284	ASTEI20_034450
OG0005285	LOC109407254	ASTEI20_045618
OG0005286	LOC115258685	ASTEI20_041858
OG0005287	LOC115258726	ASTEI20_042534
OG0005288	LOC109407248	ASTEI20_044606
OG0005289	LOC109414312	ASTEI20_033724
OG0005290	LOC109622900	ASTEI20_038902
OG0005291	LOC109622889	ASTEI20_038219
OG0005292	LOC115258588	ASTEI20_032638
OG0005293	LOC115258243	ASTEI20_042100
OG0005294	LOC109622897	ASTEI20_044003
OG0005295	LOC109622894	ASTEI20_031278
OG0005296	LOC109410207	ASTEI20_040867
OG0005297	LOC109417527	ASTEI20_036067
OG0005298	LOC109397248	ASTEI20_034064
OG0005299	LOC109402649, LOC115256596	ASTEI20_038283
OG0005300	LOC109407961	ASTEI20_039998
OG0005301	LOC109403683	ASTEI20_034710
OG0005302	LOC109424108	ASTEI20_034309
OG0005303	LOC109424111	ASTEI20_033056
OG0005304	LOC109416273	ASTEI20_041480
OG0005305	LOC109430250	ASTEI20_042250
OG0005306	LOC109412409	ASTEI20_040698
OG0005307	LOC109412401	ASTEI20_045441
OG0005308	LOC109430287	ASTEI20_039197
OG0005309	LOC109415631	ASTEI20_042859
OG0005310	LOC109431103	ASTEI20_032870
OG0005311	LOC109431144	ASTEI20_040813
OG0005312	LOC109415543	ASTEI20_033543, ASTEI20_036698
OG0005313	LOC109415741	ASTEI20_030994
OG0005314	LOC115253976	ASTEI20_036466
OG0005315	LOC109431151	ASTEI20_036645
OG0005316	LOC115254961	ASTEI20_036835
OG0005317	LOC109407549	ASTEI20_045438
OG0005318	LOC109407551	ASTEI20_033889
OG0005319	LOC109622873	ASTEI20_030804
OG0005320	LOC115258081	ASTEI20_035111
OG0005321	LOC109622875	ASTEI20_039461
OG0005322	LOC109622883	ASTEI20_036185
OG0005323	LOC109411710	ASTEI20_043177
OG0005324	LOC109411698, LOC134287351	ASTEI20_039227
OG0005325	LOC109404606	ASTEI20_042326
OG0005326	LOC109411704	ASTEI20_043390
OG0005327	LOC109403454	ASTEI20_042531
OG0005328	LOC109403451	ASTEI20_038597
OG0005329	LOC109433216	ASTEI20_039335
OG0005330	LOC109433195	ASTEI20_033359
OG0005331	LOC109433182	ASTEI20_034227
OG0005332	LOC109403466	ASTEI20_040262
OG0005333	LOC109403452	ASTEI20_039846
OG0005334	LOC109426951	ASTEI20_032988
OG0005335	LOC109414738	ASTEI20_041542
OG0005336	LOC134287326	ASTEI20_031949
OG0005337	LOC109414739	ASTEI20_038704
OG0005338	LOC109421968	ASTEI20_037378
OG0005339	LOC109408889	ASTEI20_043184
OG0005340	LOC109408227	ASTEI20_041572
OG0005341	LOC109408235	ASTEI20_034669
OG0005342	LOC109408899	ASTEI20_036371
OG0005343	LOC109408226	ASTEI20_045002
OG0005344	LOC109408233	ASTEI20_042599
OG0005345	LOC109408232	ASTEI20_038631
OG0005346	LOC109401059	ASTEI20_031680
OG0005347	LOC109408415	ASTEI20_038437
OG0005348	LOC109416373	ASTEI20_045849
OG0005349	LOC109416397	ASTEI20_033881
OG0005350	LOC109401133	ASTEI20_037505
OG0005351	LOC109431629	ASTEI20_040258
OG0005352	LOC134291135, LOC115260171	ASTEI20_035808
OG0005353	LOC109401132	ASTEI20_037246
OG0005354	LOC109406377	ASTEI20_036619
OG0005355	LOC109411292	ASTEI20_045863
OG0005356	LOC109405308	ASTEI20_041541
OG0005357	LOC109411293	ASTEI20_033198
OG0005358	LOC115264180	ASTEI20_046146
OG0005359	LOC109429878	ASTEI20_042764
OG0005360	LOC109429880	ASTEI20_034535
OG0005361	LOC109415445	ASTEI20_036033
OG0005362	LOC109429949	ASTEI20_041420
OG0005363	LOC109429955	ASTEI20_033253
OG0005364	LOC109415447	ASTEI20_045534
OG0005365	LOC109415451	ASTEI20_042274
OG0005366	LOC109415452	ASTEI20_033202
OG0005367	LOC109415453	ASTEI20_044212
OG0005368	LOC109410624	ASTEI20_034995
OG0005369	LOC109410639	ASTEI20_035477
OG0005370	LOC109410636	ASTEI20_045027
OG0005371	LOC109410645	ASTEI20_036746
OG0005372	LOC109410628	ASTEI20_041955
OG0005373	LOC109420449	ASTEI20_038158
OG0005374	LOC109410346	ASTEI20_032001
OG0005375	LOC109411759	ASTEI20_031293
OG0005376	LOC109404703	ASTEI20_045251
OG0005377	LOC109420458	ASTEI20_039261
OG0005378	LOC109404691	ASTEI20_035669
OG0005379	LOC115259975	ASTEI20_042920
OG0005380	LOC109401286	ASTEI20_035881
OG0005381	LOC109623281	ASTEI20_037233
OG0005382	LOC109401287	ASTEI20_042194
OG0005383	LOC109418015	ASTEI20_042005
OG0005384	LOC115255337	ASTEI20_033481
OG0005385	LOC109417692	ASTEI20_044946
OG0005386	LOC115264471	ASTEI20_039201
OG0005387	LOC134283916	ASTEI20_031449, ASTEI20_031859
OG0005388	LOC109399212	ASTEI20_038318, ASTEI20_033340
OG0005389	LOC109399231	ASTEI20_035359, ASTEI20_036036
OG0005390	LOC109413983	ASTEI20_045549, ASTEI20_045520
OG0005391	LOC109413982	ASTEI20_041908, ASTEI20_041839
OG0005392	LOC109421981	ASTEI20_045225
OG0005393	LOC109421987	ASTEI20_045772
OG0005394	LOC109427500	ASTEI20_033537
OG0005395	LOC109425049	ASTEI20_045299
OG0005396	LOC109408447	ASTEI20_035893
OG0005397	LOC109408450	ASTEI20_035585
OG0005398	LOC109419357	ASTEI20_031498
OG0005399	LOC109408456	ASTEI20_043331
OG0005400	LOC109402987	ASTEI20_037035
OG0005401	LOC109411792	ASTEI20_045511
OG0005402	LOC109403696	ASTEI20_032377
OG0005403	LOC109621778	ASTEI20_044224
OG0005404	LOC109403746	ASTEI20_034118
OG0005405	LOC109405623	ASTEI20_035381
OG0005406	LOC109402997	ASTEI20_035367
OG0005407	LOC109414707, LOC115255155	ASTEI20_041787
OG0005408	LOC134289980	ASTEI20_040210
OG0005409	LOC109413067	ASTEI20_035714
OG0005410	LOC134284018	ASTEI20_034275
OG0005411	LOC134290082	ASTEI20_036134
OG0005412	LOC109423086	ASTEI20_031524
OG0005413	LOC109423350	ASTEI20_035683
OG0005414	LOC109423435	ASTEI20_041428
OG0005415	LOC134284328	ASTEI20_037237
OG0005416	LOC109423263	ASTEI20_035774
OG0005418	LOC109423417	ASTEI20_031575
OG0005419	LOC109423425	ASTEI20_035308
OG0005420	LOC109414508	ASTEI20_038417
OG0005421	LOC109423413	ASTEI20_042787
OG0005422	LOC115267959	ASTEI20_038016
OG0005423	LOC109423416	ASTEI20_032456
OG0005424	LOC109414568	ASTEI20_036855
OG0005425	LOC109399730	ASTEI20_039765
OG0005426	LOC109427035	ASTEI20_041696
OG0005428	LOC109426318	ASTEI20_044817
OG0005429	LOC109426322	ASTEI20_038475
OG0005430	LOC109405631	ASTEI20_036752
OG0005431	LOC109405004	ASTEI20_040821
OG0005432	LOC109426316	ASTEI20_044566
OG0005433	LOC109406728	ASTEI20_042694
OG0005434	LOC109407229	ASTEI20_038488
OG0005435	LOC115253517	ASTEI20_036696
OG0005436	LOC109426347	ASTEI20_037940
OG0005437	LOC109405847	ASTEI20_031472
OG0005438	LOC109622904	ASTEI20_042737
OG0005439	LOC115264776, LOC109401564	ASTEI20_037681
OG0005440	LOC109409731	ASTEI20_044371
OG0005441	LOC109409733	ASTEI20_031601
OG0005442	LOC115254174	ASTEI20_038590
OG0005443	LOC115266517	ASTEI20_043718
OG0005444	LOC115257194	ASTEI20_038970
OG0005445	LOC109414158	ASTEI20_040943
OG0005446	LOC109414152	ASTEI20_035764
OG0005447	LOC109414202	ASTEI20_035022
OG0005448	LOC109426369	ASTEI20_046053
OG0005449	LOC115254465	ASTEI20_042162
OG0005450	LOC115257197	ASTEI20_040890
OG0005451	LOC115257205	ASTEI20_037800
OG0005452	LOC109414203	ASTEI20_036365
OG0005453	LOC109414160	ASTEI20_033777
OG0005454	LOC109414159	ASTEI20_037637
OG0005455	LOC109622537	ASTEI20_040247
OG0005456	LOC109402320	ASTEI20_038303
OG0005458	LOC109402333	ASTEI20_044918
OG0005459	LOC109433079	ASTEI20_040224
OG0005460	LOC109419982	ASTEI20_032711
OG0005461	LOC109420001	ASTEI20_040819
OG0005462	LOC109420061	ASTEI20_043457
OG0005463	LOC109433046	ASTEI20_038164
OG0005464	LOC109399005	ASTEI20_031204
OG0005465	LOC109622845	ASTEI20_036292
OG0005466	LOC109622842	ASTEI20_035729
OG0005467	LOC109419258	ASTEI20_036290
OG0005468	LOC109419256	ASTEI20_030790
OG0005469	LOC109419246	ASTEI20_037479
OG0005470	LOC109427334	ASTEI20_041245
OG0005471	LOC109419253	ASTEI20_036229
OG0005472	LOC109426113	ASTEI20_045921
OG0005473	LOC109409395	ASTEI20_042663
OG0005474	LOC109420146	ASTEI20_039112
OG0005475	LOC109409399	ASTEI20_042841
OG0005476	LOC109409392	ASTEI20_043555
OG0005477	LOC115264608	ASTEI20_043670
OG0005478	LOC109431245	ASTEI20_030828
OG0005479	LOC109431247	ASTEI20_045356
OG0005480	LOC109431252	ASTEI20_033673
OG0005481	LOC109409480	ASTEI20_044853
OG0005482	LOC109409490	ASTEI20_034904
OG0005483	LOC109397627	ASTEI20_040067
OG0005484	LOC109397641	ASTEI20_035564
OG0005485	LOC115263687	ASTEI20_031654
OG0005486	LOC115266711	ASTEI20_033995
OG0005487	LOC109417765	ASTEI20_044533
OG0005488	LOC109424232	ASTEI20_036295
OG0005489	LOC109427522	ASTEI20_043975, ASTEI20_035532
OG0005490	LOC109622521	ASTEI20_041865
OG0005491	LOC109408976	ASTEI20_032762
OG0005492	LOC109622517	ASTEI20_033959
OG0005494	LOC109622522	ASTEI20_036025
OG0005495	LOC109433573	ASTEI20_044917
OG0005496	LOC109430130	ASTEI20_033091
OG0005497	LOC109433586	ASTEI20_046152
OG0005498	LOC109433596	ASTEI20_034304
OG0005499	LOC109430129	ASTEI20_032531
OG0005500	LOC109433584	ASTEI20_037772
OG0005501	LOC109430131	ASTEI20_039280
OG0005502	LOC115266793	ASTEI20_045060
OG0005503	LOC109404698	ASTEI20_032464
OG0005505	LOC109418403	ASTEI20_031627
OG0005506	LOC109410343	ASTEI20_046039
OG0005507	LOC109410340	ASTEI20_037416
OG0005508	LOC109426117	ASTEI20_034300
OG0005509	LOC109426090	ASTEI20_036772
OG0005510	LOC109430832	ASTEI20_039614
OG0005511	LOC109424150	ASTEI20_043250
OG0005512	LOC109424164	ASTEI20_035576
OG0005513	LOC109431323	ASTEI20_039829
OG0005514	LOC109432015	ASTEI20_044299
OG0005515	LOC109431990	ASTEI20_036829
OG0005516	LOC109431311	ASTEI20_041751
OG0005517	LOC115255463	ASTEI20_038474
OG0005518	LOC109419931	ASTEI20_043444
OG0005519	LOC109419949	ASTEI20_031514
OG0005520	LOC109419950	ASTEI20_045767
OG0005521	LOC115255169	ASTEI20_046107
OG0005522	LOC109417504	ASTEI20_033328
OG0005523	LOC109419933	ASTEI20_036928
OG0005524	LOC109419957	ASTEI20_037556
OG0005525	LOC109419943	ASTEI20_034984
OG0005526	LOC109397201	ASTEI20_040202
OG0005527	LOC109407348	ASTEI20_044584
OG0005528	LOC109429985	ASTEI20_041663
OG0005529	LOC115262090	ASTEI20_032348
OG0005530	LOC109429564	ASTEI20_046150
OG0005531	LOC109411098	ASTEI20_037358
OG0005532	LOC109408168	ASTEI20_036519
OG0005533	LOC109408161	ASTEI20_035771
OG0005534	LOC109408167	ASTEI20_042848
OG0005535	LOC109398870	ASTEI20_037327
OG0005536	LOC115261342	ASTEI20_042692
OG0005537	LOC109398780	ASTEI20_035499
OG0005538	LOC109429210	ASTEI20_036758
OG0005539	LOC109398783	ASTEI20_038326
OG0005540	LOC109428256	ASTEI20_031001
OG0005541	LOC109411446	ASTEI20_037633
OG0005542	LOC109409700	ASTEI20_036099
OG0005543	LOC109411441	ASTEI20_033453
OG0005544	LOC109411447	ASTEI20_036153
OG0005545	LOC115258816	ASTEI20_040352
OG0005546	LOC115258462	ASTEI20_041510
OG0005547	LOC109411166	ASTEI20_034542
OG0005548	LOC109425564	ASTEI20_033982
OG0005549	LOC109411159	ASTEI20_039959
OG0005550	LOC115267088	ASTEI20_041230
OG0005551	LOC109404496	ASTEI20_033585
OG0005552	LOC115261505	ASTEI20_037884
OG0005553	LOC109418544	ASTEI20_034528
OG0005554	LOC115257444	ASTEI20_034017
OG0005555	LOC109418512	ASTEI20_044445
OG0005556	LOC109418545	ASTEI20_032610
OG0005557	LOC109418478	ASTEI20_032164
OG0005558	LOC109418541	ASTEI20_033751
OG0005559	LOC109418539	ASTEI20_034816
OG0005560	LOC109418534	ASTEI20_044833
OG0005561	LOC109413080	ASTEI20_040227
OG0005562	LOC109414922, LOC109428994	ASTEI20_042006
OG0005563	LOC109414907	ASTEI20_042427
OG0005564	LOC109428905	ASTEI20_031081
OG0005565	LOC134291725, LOC109428912	ASTEI20_044783
OG0005566	LOC109428906	ASTEI20_039852
OG0005567	LOC115267748	ASTEI20_037715
OG0005568	LOC109424237	ASTEI20_034504
OG0005569	LOC109423871	ASTEI20_038584
OG0005570	LOC109423868	ASTEI20_042982
OG0005571	LOC109423870	ASTEI20_043635
OG0005572	LOC109419394	ASTEI20_031967
OG0005573	LOC109401060	ASTEI20_040861
OG0005574	LOC109419385	ASTEI20_037861
OG0005575	LOC109401061	ASTEI20_036485
OG0005576	LOC109419387	ASTEI20_033962
OG0005577	LOC109408434	ASTEI20_035494
OG0005578	LOC109408428	ASTEI20_033720
OG0005579	LOC109408431	ASTEI20_032797
OG0005580	LOC109401041	ASTEI20_040604
OG0005581	LOC109401047	ASTEI20_041737
OG0005582	LOC109401050	ASTEI20_042970
OG0005583	LOC109401058	ASTEI20_042622
OG0005584	LOC109426167	ASTEI20_035623
OG0005585	LOC109426162	ASTEI20_036082
OG0005586	LOC115255757	ASTEI20_034679
OG0005587	LOC115255758	ASTEI20_032187
OG0005588	LOC109427894	ASTEI20_042728
OG0005589	LOC109428219	ASTEI20_043745
OG0005590	LOC109427891	ASTEI20_035502
OG0005591	LOC109428213	ASTEI20_041906
OG0005592	LOC109428225	ASTEI20_031040
OG0005593	LOC109427913	ASTEI20_043861
OG0005594	LOC109403232	ASTEI20_034458
OG0005595	LOC109403230	ASTEI20_042228
OG0005596	LOC109402743	ASTEI20_038939
OG0005597	LOC134291793, LOC109432274	ASTEI20_045204
OG0005598	LOC115267799	ASTEI20_040233
OG0005599	LOC109397096	ASTEI20_033206
OG0005600	LOC109621709	ASTEI20_031559
OG0005601	LOC109427463	ASTEI20_037224
OG0005602	LOC109408817	ASTEI20_038224
OG0005603	LOC109410465	ASTEI20_042399
OG0005604	LOC109401449	ASTEI20_043087
OG0005605	LOC109427429	ASTEI20_038370
OG0005606	LOC109410146, LOC115256849	ASTEI20_035537
OG0005607	LOC109427404, LOC109410124	ASTEI20_036020
OG0005608	LOC109410132	ASTEI20_036126
OG0005609	LOC109410121	ASTEI20_045330
OG0005610	LOC109403097	ASTEI20_037178
