Orthogroup	Aalbopictus_AalbF5	CquinquefasciatusJHB2020
OG0005047	LOC109398212	CQUJHB006839
OG0005048	LOC115269203	CQUJHB005379
OG0005049	LOC109419709	CQUJHB012079
OG0005050	LOC109419715	CQUJHB017158
OG0005051	LOC109418899	CQUJHB007658
OG0005052	LOC109419716	CQUJHB002803
OG0005053	LOC109397934	CQUJHB016128
OG0005054	LOC109398102	CQUJHB010916
OG0005055	LOC109415473	CQUJHB002922
OG0005056	LOC109429485	CQUJHB010414
OG0005057	LOC109425692	CQUJHB011225
OG0005058	LOC115264542	CQUJHB004583
OG0005059	LOC109432127	CQUJHB014574
OG0005060	LOC115263716	CQUJHB011969
OG0005061	LOC109398346	CQUJHB001517
OG0005062	LOC109398308	CQUJHB008593
OG0005063	LOC109398292	CQUJHB012615
OG0005064	LOC109429811	CQUJHB016818
OG0005065	LOC109429814	CQUJHB007926
OG0005066	LOC109420402	CQUJHB017029
OG0005067	LOC109426876	CQUJHB004476
OG0005068	LOC109623393	CQUJHB010691
OG0005069	LOC109420090	CQUJHB001479
OG0005070	LOC109406242	CQUJHB014087
OG0005071	LOC115257864	CQUJHB017154
OG0005072	LOC109411908	CQUJHB006341
OG0005073	LOC109431864	CQUJHB006405
OG0005074	LOC109420089	CQUJHB012405
OG0005075	LOC109431874	CQUJHB007735
OG0005076	LOC109420088	CQUJHB011605
OG0005077	LOC109405902	CQUJHB003533
OG0005078	LOC109407230	CQUJHB013388
OG0005079	LOC115258575	CQUJHB015392
OG0005080	LOC109407233	CQUJHB014310
OG0005081	LOC109414301	CQUJHB016242
OG0005082	LOC109414293	CQUJHB003969
OG0005083	LOC109405904	CQUJHB007493
OG0005084	LOC109405896	CQUJHB012185
OG0005085	LOC109421146	CQUJHB008774
OG0005086	LOC109410554	CQUJHB016164
OG0005087	LOC109421166	CQUJHB016107
OG0005088	LOC109423201	CQUJHB013769
OG0005089	LOC109397285	CQUJHB017871
OG0005090	LOC109423204	CQUJHB015767
OG0005091	LOC115257160	CQUJHB005951
OG0005092	LOC109397295	CQUJHB005791
OG0005093	LOC109426597	CQUJHB014131
OG0005094	LOC109426575	CQUJHB007467
OG0005095	LOC109426581	CQUJHB007444
OG0005096	LOC109426576	CQUJHB000603
OG0005097	LOC109406578	CQUJHB003580
OG0005098	LOC109406573	CQUJHB016815
OG0005099	LOC109410532	CQUJHB014279
OG0005100	LOC109427229	CQUJHB006206
OG0005101	LOC115265281	CQUJHB012981
OG0005102	LOC109427326	CQUJHB013968
OG0005103	LOC109426572	CQUJHB013748
OG0005104	LOC109418789	CQUJHB015300
OG0005105	LOC109418814	CQUJHB007531
OG0005106	LOC109418819	CQUJHB016793
OG0005107	LOC109418805	CQUJHB009124
OG0005108	LOC109415076	CQUJHB011210
OG0005109	LOC109414121	CQUJHB011496
OG0005110	LOC109414120	CQUJHB009613
OG0005111	LOC109415075	CQUJHB006625
OG0005112	LOC109403945	CQUJHB013342
OG0005113	LOC109414127	CQUJHB005207
OG0005114	LOC109403726	CQUJHB009975
OG0005115	LOC109403958	CQUJHB010759
OG0005116	LOC109426430	CQUJHB008580
OG0005117	LOC109427510	CQUJHB014906
OG0005118	LOC115264856	CQUJHB007381
OG0005119	LOC109402085	CQUJHB017957
OG0005120	LOC115264855	CQUJHB009883
OG0005121	LOC109414164	CQUJHB006323
OG0005122	LOC109414168	CQUJHB017525
OG0005123	LOC109414165	CQUJHB001809
OG0005124	LOC109414170	CQUJHB011317
OG0005125	LOC109414174	CQUJHB010218
OG0005126	LOC109414175	CQUJHB002385
OG0005127	LOC109414169	CQUJHB004661
OG0005128	LOC109426386, LOC134284610	CQUJHB018263
OG0005129	LOC109403422	CQUJHB002981
OG0005130	LOC109403560	CQUJHB002096
OG0005131	LOC115267914	CQUJHB002652
OG0005132	LOC109423339	CQUJHB003448
OG0005133	LOC115253596	CQUJHB017627
OG0005134	LOC109423332	CQUJHB000675
OG0005135	LOC115265439	CQUJHB006466
OG0005136	LOC109423328	CQUJHB012420
OG0005137	LOC109423331	CQUJHB006240
OG0005138	LOC109423336	CQUJHB018333
OG0005139	LOC134283922	CQUJHB016922
OG0005140	LOC109398535	CQUJHB004703
OG0005141	LOC109416523	CQUJHB007946
OG0005142	LOC115260118	CQUJHB016734
OG0005143	LOC115253562	CQUJHB017817
OG0005145	LOC115260117, LOC109431912	CQUJHB007183
OG0005146	LOC109426525	CQUJHB014609
OG0005147	LOC109426522	CQUJHB007551
OG0005149	LOC109414614	CQUJHB013244
OG0005150	LOC109427321	CQUJHB014816
OG0005151	LOC109405490	CQUJHB012271
OG0005152	LOC109405638	CQUJHB014039
OG0005153	LOC109430166	CQUJHB010979
OG0005154	LOC115265231	CQUJHB016123
OG0005155	LOC109430167	CQUJHB007793
OG0005156	LOC109430168	CQUJHB002945
OG0005157	LOC109430117	CQUJHB014725
OG0005158	LOC109430169	CQUJHB005761
OG0005159	LOC109428192	CQUJHB000485
OG0005160	LOC109398883	CQUJHB011817
OG0005161	LOC109429236	CQUJHB004743
OG0005162	LOC115269612, LOC109428190	CQUJHB010607
OG0005163	LOC134283902	CQUJHB007342
OG0005164	LOC109428193	CQUJHB014580
OG0005165	LOC109398795	CQUJHB018061
OG0005166	LOC109428196	CQUJHB015954
OG0005167	LOC109425098	CQUJHB013255
OG0005168	LOC109421883	CQUJHB013349
OG0005169	LOC109623365	CQUJHB011335
OG0005170	LOC109426924	CQUJHB005460
OG0005171	LOC109426927	CQUJHB005050
OG0005172	LOC109426905	CQUJHB012792
OG0005173	LOC109413631	CQUJHB004626
OG0005174	LOC109623332	CQUJHB014661
OG0005175	LOC109426897	CQUJHB012740
OG0005176	LOC109426895	CQUJHB017217
OG0005177	LOC115269984	CQUJHB016776
OG0005178	LOC109403233	CQUJHB004685
OG0005179	LOC109403193	CQUJHB007324
OG0005180	LOC109402698	CQUJHB018474
OG0005181	LOC109431739	CQUJHB009330
OG0005182	LOC109431742	CQUJHB005305
OG0005183	LOC109420561	CQUJHB011886
OG0005184	LOC109404819	CQUJHB005699
OG0005185	LOC109415653	CQUJHB016168
OG0005186	LOC115259068	CQUJHB001910
OG0005187	LOC109415654	CQUJHB011826
OG0005188	LOC109425042	CQUJHB015696
OG0005189	LOC109425041	CQUJHB003855
OG0005190	LOC109404512	CQUJHB000605
OG0005191	LOC109406320	CQUJHB004955
OG0005192	LOC109404479	CQUJHB016914
OG0005193	LOC109404489	CQUJHB008183
OG0005194	LOC109404495	CQUJHB000768
OG0005195	LOC109406379	CQUJHB006218
OG0005196	LOC109406369	CQUJHB005241
OG0005197	LOC115254896	CQUJHB012173
OG0005198	LOC109398703	CQUJHB013815
OG0005199	LOC115258651	CQUJHB003973
OG0005200	LOC109398721	CQUJHB007448
OG0005201	LOC109417070	CQUJHB005383
OG0005202	LOC109414744	CQUJHB017287
OG0005203	LOC109406407	CQUJHB011219
OG0005205	LOC109409189	CQUJHB010690
OG0005206	LOC109421518	CQUJHB011588
OG0005207	LOC109421537	CQUJHB015598
OG0005208	LOC109421531	CQUJHB013214
OG0005209	LOC109421519	CQUJHB003418
OG0005210	LOC109421516	CQUJHB006253
OG0005211	LOC109621477	CQUJHB003712
OG0005212	LOC109621450	CQUJHB015015
OG0005213	LOC109621435	CQUJHB012031
OG0005214	LOC109621454	CQUJHB001919
OG0005215	LOC109621434	CQUJHB011856
OG0005216	LOC134284746	CQUJHB014299
OG0005217	LOC109621480	CQUJHB010266
OG0005218	LOC134284747	CQUJHB013741
OG0005219	LOC109621455	CQUJHB000026
OG0005220	LOC109414693	CQUJHB004225
OG0005221	LOC109621236	CQUJHB004909
OG0005222	LOC115254017	CQUJHB017808
OG0005223	LOC109432847	CQUJHB002952
OG0005224	LOC109432839	CQUJHB018255
OG0005225	LOC134291205	CQUJHB001076, CQUJHB017890
OG0005226	LOC115254082	CQUJHB017767
OG0005227	LOC134291228	CQUJHB001452
OG0005228	LOC115261572	CQUJHB007801
OG0005229	LOC115261563	CQUJHB017933
OG0005230	LOC109416616	CQUJHB004292
OG0005231	LOC109432788	CQUJHB003985
OG0005232	LOC109416623	CQUJHB009400
OG0005234	LOC109432808	CQUJHB008786
OG0005235	LOC109416685	CQUJHB011201
OG0005236	LOC109416493	CQUJHB013874
OG0005237	LOC109416678	CQUJHB017137
OG0005238	LOC109416679	CQUJHB011094
OG0005239	LOC109417548	CQUJHB009878
OG0005240	LOC109410223	CQUJHB010312
OG0005241	LOC115266748	CQUJHB009036
OG0005242	LOC115253744	CQUJHB017874
OG0005243	LOC109432404	CQUJHB017196
OG0005244	LOC109400371, LOC115257435	CQUJHB009672
OG0005245	LOC115266396	CQUJHB010249
OG0005246	LOC115266332	CQUJHB010215
OG0005247	LOC109622265	CQUJHB006447
OG0005248	LOC109414450	CQUJHB004180
OG0005249	LOC109622267	CQUJHB012052
OG0005250	LOC109408854	CQUJHB005180
OG0005251	LOC109407537	CQUJHB003549
OG0005252	LOC109425802	CQUJHB006382
OG0005253	LOC109425803	CQUJHB004082
OG0005254	LOC109407538	CQUJHB017556
OG0005255	LOC109621706	CQUJHB018378
OG0005256	LOC109425709	CQUJHB005606
OG0005257	LOC109422606	CQUJHB002852
OG0005258	LOC109422580	CQUJHB008484
OG0005259	LOC109429439	CQUJHB004766
OG0005260	LOC109429440	CQUJHB003433
OG0005261	LOC109429437	CQUJHB011328
OG0005262	LOC109429438	CQUJHB015755
OG0005263	LOC109425155	CQUJHB002480
OG0005264	LOC109425163	CQUJHB004086
OG0005265	LOC109397801	CQUJHB018388
OG0005266	LOC109418972	CQUJHB009459
OG0005267	LOC109417760	CQUJHB016159
OG0005268	LOC109400498	CQUJHB008813
OG0005269	LOC115259650	CQUJHB003044
OG0005270	LOC109408292	CQUJHB014182
OG0005271	LOC115259649	CQUJHB015095
OG0005272	LOC109400486	CQUJHB004781
OG0005273	LOC109400507	CQUJHB002938
OG0005274	LOC109417311	CQUJHB004313
OG0005275	LOC109413270	CQUJHB001952
OG0005276	LOC115266579	CQUJHB012511
OG0005277	LOC109405987	CQUJHB009003
OG0005278	LOC109411126	CQUJHB010129
OG0005279	LOC109411128	CQUJHB016884
OG0005280	LOC109410730	CQUJHB010093
OG0005281	LOC109410691	CQUJHB002173
OG0005282	LOC109410890	CQUJHB011691
OG0005283	LOC109407253	CQUJHB013672
OG0005284	LOC109621284	CQUJHB012324
OG0005285	LOC109407254	CQUJHB004150
OG0005286	LOC115258685	CQUJHB000351
OG0005287	LOC115258726	CQUJHB014095
OG0005288	LOC109407248	CQUJHB017266
OG0005289	LOC109414312	CQUJHB015461
OG0005290	LOC109622900	CQUJHB010338
OG0005291	LOC109622889	CQUJHB008943
OG0005292	LOC115258588	CQUJHB009286
OG0005293	LOC115258243	CQUJHB004815
OG0005294	LOC109622897	CQUJHB013219
OG0005295	LOC109622894	CQUJHB000549
OG0005296	LOC109410207	CQUJHB011900
OG0005297	LOC109417527	CQUJHB013709
OG0005298	LOC109397248	CQUJHB006932
OG0005299	LOC109402649, LOC115256596	CQUJHB001972
OG0005300	LOC109407961	CQUJHB015287
OG0005301	LOC109403683	CQUJHB013168
OG0005302	LOC109424108	CQUJHB002759
OG0005303	LOC109424111	CQUJHB012954
OG0005304	LOC109416273	CQUJHB012452
OG0005305	LOC109430250	CQUJHB017239
OG0005306	LOC109412409	CQUJHB003775
OG0005307	LOC109412401	CQUJHB011290
OG0005308	LOC109430287	CQUJHB011534
OG0005309	LOC109415631	CQUJHB016181
OG0005310	LOC109431103	CQUJHB000580
OG0005311	LOC109431144	CQUJHB014470, CQUJHB000903
OG0005312	LOC109415543	CQUJHB007612
OG0005313	LOC109415741	CQUJHB011027
OG0005314	LOC115253976	CQUJHB004960
OG0005315	LOC109431151	CQUJHB000710
OG0005316	LOC115254961	CQUJHB005931
OG0005317	LOC109407549	CQUJHB005098
OG0005318	LOC109407551	CQUJHB006019
OG0005319	LOC109622873	CQUJHB002214
OG0005320	LOC115258081	CQUJHB005851
OG0005321	LOC109622875	CQUJHB017745
OG0005322	LOC109622883	CQUJHB013174
OG0005323	LOC109411710	CQUJHB004584
OG0005324	LOC109411698, LOC134287351	CQUJHB018363
OG0005325	LOC109404606	CQUJHB002372
OG0005326	LOC109411704	CQUJHB014256
OG0005327	LOC109403454	CQUJHB002373, CQUJHB018118
OG0005328	LOC109403451	CQUJHB017045
OG0005329	LOC109433216	CQUJHB011611
OG0005330	LOC109433195	CQUJHB012457
OG0005331	LOC109433182	CQUJHB012397
OG0005332	LOC109403466	CQUJHB017619
OG0005333	LOC109403452	CQUJHB001500
OG0005334	LOC109426951	CQUJHB011694
OG0005335	LOC109414738	CQUJHB003173
OG0005336	LOC134287326	CQUJHB010692
OG0005337	LOC109414739	CQUJHB009008
OG0005338	LOC109421968	CQUJHB005688
OG0005339	LOC109408889	CQUJHB008165
OG0005340	LOC109408227	CQUJHB008461
OG0005341	LOC109408235	CQUJHB006149
OG0005342	LOC109408899	CQUJHB014071
OG0005343	LOC109408226	CQUJHB000373
OG0005344	LOC109408233	CQUJHB003542
OG0005345	LOC109408232	CQUJHB001663
OG0005346	LOC109401059	CQUJHB011551
OG0005347	LOC109408415	CQUJHB017633
OG0005348	LOC109416373	CQUJHB013649
OG0005349	LOC109416397	CQUJHB003122
OG0005350	LOC109401133	CQUJHB007089
OG0005351	LOC109431629	CQUJHB009186
OG0005352	LOC134291135, LOC115260171	CQUJHB012985
OG0005353	LOC109401132	CQUJHB011082
OG0005354	LOC109406377	CQUJHB002817
OG0005355	LOC109411292	CQUJHB004763
OG0005356	LOC109405308	CQUJHB002877
OG0005357	LOC109411293	CQUJHB005265
OG0005358	LOC115264180	CQUJHB009712
OG0005359	LOC109429878	CQUJHB015144
OG0005360	LOC109429880	CQUJHB002203
OG0005361	LOC109415445	CQUJHB014361
OG0005362	LOC109429949	CQUJHB006936
OG0005363	LOC109429955	CQUJHB012931
OG0005364	LOC109415447	CQUJHB004796
OG0005365	LOC109415451	CQUJHB002910
OG0005366	LOC109415452	CQUJHB006104
OG0005367	LOC109415453	CQUJHB015170
OG0005368	LOC109410624	CQUJHB000769
OG0005369	LOC109410639	CQUJHB008536
OG0005370	LOC109410636	CQUJHB002114
OG0005371	LOC109410645	CQUJHB017750
OG0005372	LOC109410628	CQUJHB013637
OG0005373	LOC109420449	CQUJHB003109
OG0005374	LOC109410346	CQUJHB013922
OG0005375	LOC109411759	CQUJHB003937
OG0005376	LOC109404703	CQUJHB000933
OG0005377	LOC109420458	CQUJHB003976
OG0005378	LOC109404691	CQUJHB004297
OG0005379	LOC115259975	CQUJHB000119
OG0005380	LOC109401286	CQUJHB016619
OG0005381	LOC109623281	CQUJHB008793
OG0005382	LOC109401287	CQUJHB016488
OG0005383	LOC109418015	CQUJHB008531
OG0005384	LOC115255337	CQUJHB008492
OG0005385	LOC109417692	CQUJHB016534
OG0005386	LOC115264471	CQUJHB008312
OG0005387	LOC134283916	CQUJHB015997
OG0005388	LOC109399212	CQUJHB014971
OG0005389	LOC109399231	CQUJHB003157
OG0005390	LOC109413983	CQUJHB010768
OG0005391	LOC109413982	CQUJHB004818
OG0005392	LOC109421981	CQUJHB002830
OG0005393	LOC109421987	CQUJHB008751
OG0005394	LOC109427500	CQUJHB017190
OG0005395	LOC109425049	CQUJHB012259
OG0005396	LOC109408447	CQUJHB012011
OG0005397	LOC109408450	CQUJHB004098
OG0005398	LOC109419357	CQUJHB002699
OG0005399	LOC109408456	CQUJHB000249
OG0005400	LOC109402987	CQUJHB009484
OG0005401	LOC109411792	CQUJHB011658
OG0005402	LOC109403696	CQUJHB005796
OG0005403	LOC109621778	CQUJHB008267
OG0005404	LOC109403746	CQUJHB016758
OG0005405	LOC109405623	CQUJHB018238
OG0005406	LOC109402997	CQUJHB005790
OG0005407	LOC109414707, LOC115255155	CQUJHB008036
OG0005408	LOC134289980	CQUJHB001926
OG0005409	LOC109413067	CQUJHB000672
OG0005410	LOC134284018	CQUJHB008773
OG0005411	LOC134290082	CQUJHB008179
OG0005412	LOC109423086	CQUJHB001029
OG0005413	LOC109423350	CQUJHB008342
OG0005414	LOC109423435	CQUJHB011934
OG0005415	LOC134284328	CQUJHB002774
OG0005416	LOC109423263	CQUJHB002146
OG0005418	LOC109423417	CQUJHB004962
OG0005419	LOC109423425	CQUJHB001739
OG0005420	LOC109414508	CQUJHB016052
OG0005421	LOC109423413	CQUJHB016644
OG0005422	LOC115267959	CQUJHB009527
OG0005423	LOC109423416	CQUJHB011044
OG0005424	LOC109414568	CQUJHB013658
OG0005425	LOC109399730	CQUJHB003568
OG0005426	LOC109427035	CQUJHB009620
OG0005427	LOC109426333, LOC115253504, LOC109426332	CQUJHB004155, CQUJHB015215
OG0005428	LOC109426318	CQUJHB016489
OG0005429	LOC109426322	CQUJHB017707, CQUJHB016939
OG0005430	LOC109405631	CQUJHB002496
OG0005431	LOC109405004	CQUJHB012440
OG0005432	LOC109426316	CQUJHB009823
OG0005433	LOC109406728	CQUJHB013588
OG0005434	LOC109407229	CQUJHB002553
OG0005435	LOC115253517	CQUJHB015978
OG0005436	LOC109426347	CQUJHB010952
OG0005437	LOC109405847	CQUJHB001848
OG0005438	LOC109622904	CQUJHB012697
OG0005439	LOC115264776, LOC109401564	CQUJHB008975
OG0005440	LOC109409731	CQUJHB001950
OG0005441	LOC109409733	CQUJHB001665
OG0005442	LOC115254174	CQUJHB000260
OG0005443	LOC115266517	CQUJHB008575
OG0005444	LOC115257194	CQUJHB012727
OG0005445	LOC109414158	CQUJHB012853
OG0005446	LOC109414152	CQUJHB011200
OG0005447	LOC109414202	CQUJHB000435
OG0005448	LOC109426369	CQUJHB015279
OG0005449	LOC115254465	CQUJHB010183
OG0005450	LOC115257197	CQUJHB015706
OG0005451	LOC115257205	CQUJHB016859
OG0005452	LOC109414203	CQUJHB006772
OG0005453	LOC109414160	CQUJHB015186
OG0005454	LOC109414159	CQUJHB004538
OG0005455	LOC109622537	CQUJHB016848
OG0005456	LOC109402320	CQUJHB016988
OG0005458	LOC109402333	CQUJHB001387
OG0005459	LOC109433079	CQUJHB014735
OG0005460	LOC109419982	CQUJHB010520
OG0005461	LOC109420001	CQUJHB013698
OG0005462	LOC109420061	CQUJHB017344
OG0005463	LOC109433046	CQUJHB008178
OG0005464	LOC109399005	CQUJHB015608
OG0005465	LOC109622845	CQUJHB004999
OG0005466	LOC109622842	CQUJHB013774
OG0005467	LOC109419258	CQUJHB012339
OG0005468	LOC109419256	CQUJHB001678
OG0005469	LOC109419246	CQUJHB018041
OG0005470	LOC109427334	CQUJHB009242
OG0005471	LOC109419253	CQUJHB001521
OG0005472	LOC109426113	CQUJHB002386
OG0005473	LOC109409395	CQUJHB010177
OG0005474	LOC109420146	CQUJHB007822
OG0005475	LOC109409399	CQUJHB011327
OG0005476	LOC109409392	CQUJHB017136
OG0005477	LOC115264608	CQUJHB011627
OG0005478	LOC109431245	CQUJHB004783
OG0005479	LOC109431247	CQUJHB008037
OG0005480	LOC109431252	CQUJHB016499
OG0005481	LOC109409480	CQUJHB017562
OG0005482	LOC109409490	CQUJHB002334
OG0005483	LOC109397627	CQUJHB013958
OG0005484	LOC109397641	CQUJHB010220
OG0005485	LOC115263687	CQUJHB007529
OG0005486	LOC115266711	CQUJHB016453
OG0005487	LOC109417765	CQUJHB004349
OG0005488	LOC109424232	CQUJHB010910
OG0005489	LOC109427522	CQUJHB016090
OG0005490	LOC109622521	CQUJHB007275
OG0005491	LOC109408976	CQUJHB016112
OG0005492	LOC109622517	CQUJHB009381
OG0005493	LOC109408924	CQUJHB000136
OG0005494	LOC109622522	CQUJHB008050
OG0005495	LOC109433573	CQUJHB007180
OG0005496	LOC109430130	CQUJHB008410
OG0005497	LOC109433586	CQUJHB009355
OG0005498	LOC109433596	CQUJHB008797
OG0005499	LOC109430129	CQUJHB011906
OG0005500	LOC109433584	CQUJHB017632
OG0005501	LOC109430131	CQUJHB006292
OG0005502	LOC115266793	CQUJHB009263
OG0005503	LOC109404698	CQUJHB016072
OG0005504	LOC109418397, LOC115262953, LOC109418399	CQUJHB004267, CQUJHB016048, CQUJHB014733
OG0005505	LOC109418403	CQUJHB005406
OG0005506	LOC109410343	CQUJHB010062
OG0005507	LOC109410340	CQUJHB009044
OG0005508	LOC109426117	CQUJHB014992
OG0005509	LOC109426090	CQUJHB009921
OG0005510	LOC109430832	CQUJHB007283
OG0005511	LOC109424150	CQUJHB004691
OG0005512	LOC109424164	CQUJHB000374
OG0005513	LOC109431323	CQUJHB005072
OG0005514	LOC109432015	CQUJHB005312
OG0005515	LOC109431990	CQUJHB008988
OG0005516	LOC109431311	CQUJHB009031
OG0005517	LOC115255463	CQUJHB015447
OG0005518	LOC109419931	CQUJHB010883
OG0005519	LOC109419949	CQUJHB010476
OG0005520	LOC109419950	CQUJHB000826
OG0005521	LOC115255169	CQUJHB008898
OG0005522	LOC109417504	CQUJHB014038
OG0005523	LOC109419933	CQUJHB014701
OG0005524	LOC109419957	CQUJHB016452
OG0005525	LOC109419943	CQUJHB000959
OG0005526	LOC109397201	CQUJHB013896
OG0005527	LOC109407348	CQUJHB011818
OG0005528	LOC109429985	CQUJHB004118
OG0005529	LOC115262090	CQUJHB014254
OG0005530	LOC109429564	CQUJHB004652
OG0005531	LOC109411098	CQUJHB000843
OG0005532	LOC109408168	CQUJHB017531
OG0005533	LOC109408161	CQUJHB004780
OG0005534	LOC109408167	CQUJHB010112
OG0005535	LOC109398870	CQUJHB005687
OG0005536	LOC115261342	CQUJHB012473
OG0005537	LOC109398780	CQUJHB000945
OG0005538	LOC109429210	CQUJHB008275
OG0005539	LOC109398783	CQUJHB011374
OG0005540	LOC109428256	CQUJHB011107
OG0005541	LOC109411446	CQUJHB013399
OG0005542	LOC109409700	CQUJHB007617
OG0005543	LOC109411441	CQUJHB004561
OG0005544	LOC109411447	CQUJHB003564
OG0005545	LOC115258816	CQUJHB015823
OG0005546	LOC115258462	CQUJHB003360
OG0005547	LOC109411166	CQUJHB009931
OG0005548	LOC109425564	CQUJHB007480
OG0005549	LOC109411159	CQUJHB005125
OG0005550	LOC115267088	CQUJHB003388
OG0005551	LOC109404496	CQUJHB004768
OG0005552	LOC115261505	CQUJHB007521
OG0005553	LOC109418544	CQUJHB011452
OG0005554	LOC115257444	CQUJHB000354
OG0005555	LOC109418512	CQUJHB007252
OG0005556	LOC109418545	CQUJHB009362
OG0005557	LOC109418478	CQUJHB004393
OG0005558	LOC109418541	CQUJHB006891
OG0005559	LOC109418539	CQUJHB009820
OG0005560	LOC109418534	CQUJHB006763
OG0005561	LOC109413080	CQUJHB010647
OG0005562	LOC109414922, LOC109428994	CQUJHB005411
OG0005563	LOC109414907	CQUJHB013350
OG0005564	LOC109428905	CQUJHB010405
OG0005565	LOC134291725, LOC109428912	CQUJHB012509
OG0005566	LOC109428906	CQUJHB007139
OG0005567	LOC115267748	CQUJHB014600
OG0005568	LOC109424237	CQUJHB001181
OG0005569	LOC109423871	CQUJHB010315
OG0005570	LOC109423868	CQUJHB007944
OG0005571	LOC109423870	CQUJHB015829
OG0005572	LOC109419394	CQUJHB005245
OG0005573	LOC109401060	CQUJHB000520
OG0005574	LOC109419385	CQUJHB014972
OG0005575	LOC109401061	CQUJHB018427
OG0005576	LOC109419387	CQUJHB012750
OG0005577	LOC109408434	CQUJHB011667
OG0005578	LOC109408428	CQUJHB017120
OG0005579	LOC109408431	CQUJHB001050
OG0005580	LOC109401041	CQUJHB000257
OG0005581	LOC109401047	CQUJHB013965
OG0005582	LOC109401050	CQUJHB004133
OG0005583	LOC109401058	CQUJHB007058
OG0005584	LOC109426167	CQUJHB017459
OG0005585	LOC109426162	CQUJHB007698
OG0005586	LOC115255757	CQUJHB012598
OG0005587	LOC115255758	CQUJHB003011
OG0005588	LOC109427894	CQUJHB006003
OG0005589	LOC109428219	CQUJHB005907
OG0005590	LOC109427891	CQUJHB014771
OG0005591	LOC109428213	CQUJHB007375
OG0005592	LOC109428225	CQUJHB006678
OG0005593	LOC109427913	CQUJHB013497
OG0005594	LOC109403232	CQUJHB001002
OG0005595	LOC109403230	CQUJHB007840
OG0005597	LOC134291793, LOC109432274	CQUJHB008523
OG0005598	LOC115267799	CQUJHB016358
OG0005599	LOC109397096	CQUJHB014172
OG0005600	LOC109621709	CQUJHB016095
OG0005601	LOC109427463	CQUJHB017799
OG0005602	LOC109408817	CQUJHB003786
OG0005603	LOC109410465	CQUJHB000956
OG0005604	LOC109401449	CQUJHB009054
OG0005605	LOC109427429	CQUJHB017656
OG0005606	LOC109410146, LOC115256849	CQUJHB012423
OG0005607	LOC109427404, LOC109410124	CQUJHB013636
OG0005608	LOC109410132	CQUJHB001947
OG0005609	LOC109410121	CQUJHB012012
OG0005610	LOC109403097	CQUJHB002847
OG0005611	LOC109416175	CQUJHB016264
OG0005612	LOC109404972	CQUJHB013338
OG0005613	LOC115268495	CQUJHB009801
OG0005614	LOC109417993	CQUJHB003958
OG0005616	LOC109416173	CQUJHB003436
OG0005617	LOC109406842	CQUJHB011078
OG0005618	LOC109406840	CQUJHB008004
OG0005619	LOC109415714	CQUJHB006023
OG0005620	LOC109430913	CQUJHB006330
OG0005621	LOC109430930	CQUJHB006790
OG0005622	LOC115263169	CQUJHB008782
OG0005623	LOC109430911	CQUJHB014257
OG0005624	LOC134287925	CQUJHB006648
OG0005625	LOC134287027	CQUJHB010734
OG0005626	LOC109411274	CQUJHB009832
OG0005627	LOC134287922	CQUJHB015570
OG0005628	LOC109411273	CQUJHB012659
OG0005629	LOC109411275	CQUJHB009323
OG0005630	LOC109406399	CQUJHB008096
OG0005631	LOC109423650	CQUJHB004558
OG0005632	LOC109411467	CQUJHB012531
OG0005633	LOC109409711	CQUJHB002723
OG0005634	LOC109409719	CQUJHB004330
OG0005635	LOC109409715	CQUJHB008668
OG0005636	LOC109409721	CQUJHB008667
OG0005637	LOC109411464	CQUJHB012322
OG0005638	LOC109411461	CQUJHB010187
OG0005639	LOC109411457	CQUJHB009104
OG0005640	LOC109411487	CQUJHB008490
OG0005641	LOC109408497	CQUJHB012664
OG0005642	LOC109405715	CQUJHB016976
OG0005643	LOC109408405	CQUJHB006875
OG0005644	LOC109408402	CQUJHB005174
OG0005645	LOC109408401	CQUJHB010635
OG0005646	LOC109408400	CQUJHB016203
OG0005647	LOC134284683, LOC109399011	CQUJHB015656
OG0005648	LOC109421556	CQUJHB008607
OG0005649	LOC115254020	CQUJHB001271
OG0005650	LOC115254024	CQUJHB005765
OG0005651	LOC109410195	CQUJHB006076
OG0005652	LOC109403564	CQUJHB003922
OG0005653	LOC109422982	CQUJHB003807
OG0005654	LOC109422992	CQUJHB001733
OG0005655	LOC109415069	CQUJHB015776
OG0005656	LOC134289694	CQUJHB013624
OG0005657	LOC109429163	CQUJHB016808
OG0005658	LOC115259323, LOC109417867	CQUJHB000766
OG0005659	LOC109426821	CQUJHB013466
OG0005660	LOC109426825	CQUJHB006788
OG0005661	LOC109408514	CQUJHB005440
OG0005662	LOC109621446	CQUJHB015669
OG0005663	LOC109621452	CQUJHB010056
OG0005664	LOC109621453	CQUJHB000887
OG0005665	LOC109418041	CQUJHB003762
OG0005666	LOC109418123	CQUJHB016502
OG0005667	LOC109408030	CQUJHB013898
OG0005668	LOC109417172	CQUJHB007070
OG0005669	LOC109398058	CQUJHB002410
OG0005670	LOC115256839	CQUJHB007146
OG0005671	LOC109411249	CQUJHB004473
OG0005672	LOC109433112	CQUJHB012050
OG0005673	LOC109433104	CQUJHB006952
OG0005674	LOC109411251	CQUJHB013018
OG0005675	LOC109412936	CQUJHB000368
OG0005676	LOC134292215	CQUJHB002712
OG0005678	LOC109409433	CQUJHB009142
OG0005679	LOC109622423	CQUJHB017941
OG0005680	LOC109409370	CQUJHB015800
