Orthogroup	Aalbopictus_AalbF5	AsinensisChina
OG0003833	LOC109416315	ASIC014931
OG0003835	LOC109416260	ASIC014929
OG0003836	LOC115254106	ASIC014930
OG0003837	LOC115263293	ASIC014928
OG0003838	LOC109416078	ASIC002427
OG0003839	LOC109407396	ASIC002428
OG0003840	LOC115262104	ASIC006494
OG0003841	LOC134284770	ASIC013904
OG0003842	LOC109428901	ASIC013900
OG0003843	LOC109429640	ASIC006549
OG0003844	LOC109622662	ASIC006560
OG0003845	LOC109622663	ASIC006638
OG0003846	LOC109428902	ASIC013897
OG0003847	LOC115269212	ASIC007771
OG0003848	LOC109429504	ASIC010530
OG0003849	LOC109429505	ASIC010532
OG0003850	LOC115264917	ASIC010556
OG0003851	LOC109431766	ASIC010545
OG0003852	LOC109429502	ASIC010536
OG0003853	LOC109402996	ASIC010526
OG0003854	LOC109418955	ASIC007757
OG0003855	LOC109418956	ASIC007765
OG0003856	LOC115264726	ASIC010514
OG0003857	LOC109403006	ASIC010527, ASIC010528
OG0003858	LOC134285052, LOC109402086	ASIC009494
OG0003859	LOC109429508	ASIC010535
OG0003860	LOC109402985	ASIC010524, ASIC010525
OG0003861	LOC109418964, LOC109418963	ASIC007770
OG0003862	LOC109430619	ASIC012378
OG0003863	LOC109423692	ASIC021200
OG0003864	LOC109430632	ASIC000962
OG0003865	LOC109423779	ASIC021163
OG0003866	LOC109430596	ASIC012396
OG0003867	LOC115270261	ASIC014900
OG0003868	LOC109423766	ASIC012397
OG0003869	LOC109430625	ASIC012392
OG0003870	LOC109423770	ASIC012391
OG0003871	LOC109430631	ASIC012393
OG0003872	LOC109418106	ASIC019740
OG0003873	LOC109418087	ASIC019839
OG0003874	LOC109418108	ASIC019744
OG0003875	LOC109418109	ASIC019745
OG0003877	LOC109418090	ASIC019842
OG0003878	LOC109406441	ASIC016358
OG0003879	LOC109413160	ASIC019736
OG0003880	LOC109406436	ASIC019838
OG0003881	LOC109413107	ASIC019742
OG0003882	LOC109418094	ASIC012431
OG0003883	LOC109418080	ASIC019712
OG0003884	LOC109418082	ASIC019711
OG0003885	LOC109428435	ASIC005364
OG0003886	LOC109418097	ASIC017395
OG0003887	LOC109418098	ASIC019734
OG0003888	LOC109428434	ASIC019992
OG0003889	LOC109403571	ASIC007669
OG0003890	LOC109423744	ASIC016688
OG0003891	LOC109422967	ASIC012874
OG0003892	LOC109422970	ASIC007110
OG0003893	LOC109403574	ASIC017078
OG0003894	LOC109423751	ASIC019267
OG0003895	LOC109412366	ASIC010858
OG0003896	LOC109432905	ASIC010864
OG0003897	LOC109432867	ASIC021460
OG0003898	LOC109401363	ASIC014648
OG0003899	LOC109432871	ASIC015743
OG0003900	LOC109401385	ASIC021449
OG0003901	LOC115257192	ASIC007498
OG0003902	LOC109432899	ASIC010863
OG0003903	LOC109412371	ASIC010757
OG0003904	LOC109401408	ASIC010762
OG0003905	LOC109422443	ASIC010934
OG0003906	LOC109400000	ASIC010945
OG0003907	LOC109424498	ASIC011916
OG0003908	LOC109422445	ASIC010952
OG0003909	LOC109422421	ASIC020563
OG0003910	LOC109622492	ASIC010180
OG0003911	LOC109423549	ASIC010194
OG0003912	LOC109622343	ASIC010186
OG0003913	LOC109408343	ASIC010193
OG0003914	LOC109423281	ASIC010195
OG0003915	LOC109622491	ASIC010181
OG0003916	LOC109423363	ASIC005676
OG0003917	LOC109408687	ASIC010175
OG0003918	LOC109622488	ASIC010184
OG0003919	LOC115254498	ASIC010197
OG0003920	LOC109423371	ASIC010200
OG0003921	LOC109427698	ASIC018772
OG0003922	LOC109427678	ASIC006313
OG0003923	LOC109426686	ASIC018623
OG0003924	LOC109431390	ASIC007122
OG0003925	LOC109419065	ASIC000642
OG0003926	LOC109419041	ASIC001451
OG0003927	LOC109408129	ASIC017649
OG0003928	LOC109419076	ASIC006531
OG0003929	LOC109413597	ASIC017636
OG0003930	LOC109419059	ASIC001441
OG0003932	LOC109408120	ASIC001457
OG0003933	LOC109408138	ASIC017637
OG0003934	LOC109408128	ASIC017651
OG0003935	LOC109426652	ASIC016802
OG0003936	LOC115265270	ASIC012206
OG0003937	LOC109402269	ASIC013150
OG0003938	LOC109416800	ASIC013058
OG0003939	LOC109402400	ASIC013057
OG0003940	LOC109415853	ASIC013151
OG0003941	LOC109415854	ASIC013153
OG0003942	LOC109402466	ASIC013059
OG0003943	LOC109415856	ASIC013149
OG0003944	LOC109413960	ASIC011661
OG0003945	LOC109413961	ASIC011662
OG0003946	LOC109399190	ASIC011642
OG0003947	LOC109431677	ASIC016143
OG0003948	LOC109430917	ASIC018471
OG0003949	LOC115267497	ASIC016160
OG0003950	LOC109431664	ASIC016120
OG0003951	LOC109431724	ASIC016159
OG0003952	LOC109430867	ASIC018486
OG0003953	LOC109431680	ASIC016156
OG0003954	LOC109431691	ASIC018483, ASIC018481
OG0003956	LOC109431723	ASIC018485
OG0003957	LOC109431714	ASIC016157
OG0003958	LOC109419734	ASIC006500
OG0003959	LOC115253476	ASIC017577
OG0003960	LOC109419733	ASIC006501
OG0003961	LOC115255067	ASIC017571
OG0003962	LOC109407386	ASIC017564
OG0003963	LOC109417052, LOC109420538	ASIC017753
OG0003964	LOC109417064	ASIC017757
OG0003965	LOC109407379	ASIC017566
OG0003966	LOC109420628	ASIC005904
OG0003967	LOC115255819	ASIC006504
OG0003968	LOC115255048	ASIC017572
OG0003969	LOC109407410	ASIC017565
OG0003970	LOC109407434	ASIC017569
OG0003971	LOC109407535	ASIC017579
OG0003972	LOC109407750	ASIC017563
OG0003973	LOC109420524	ASIC017570
OG0003974	LOC109401716	ASIC016246
OG0003975	LOC109433145	ASIC016189
OG0003976	LOC109433126	ASIC014181
OG0003977	LOC109401715	ASIC016243
OG0003978	LOC109433097	ASIC004846
OG0003979	LOC109401721	ASIC016224
OG0003980	LOC109401713	ASIC016210
OG0003981	LOC109401719	ASIC016223
OG0003982	LOC109427901	ASIC015874
OG0003983	LOC109428057	ASIC015848
OG0003984	LOC109427781	ASIC015772
OG0003985	LOC109427916	ASIC015872
OG0003986	LOC109427799	ASIC015770
OG0003987	LOC115262469	ASIC015774
OG0003988	LOC134287652	ASIC015756
OG0003989	LOC109427874	ASIC015761
OG0003991	LOC134287648	ASIC015863
OG0003992	LOC109428028	ASIC015850
OG0003993	LOC109427879	ASIC015759
OG0003994	LOC109422480	ASIC016767
OG0003995	LOC109424298	ASIC016793
OG0003996	LOC109422486	ASIC002990
OG0003997	LOC109428667	ASIC014908
OG0003998	LOC109422483	ASIC016799
OG0003999	LOC109422464	ASIC007873
OG0004000	LOC109428652	ASIC003016
OG0004001	LOC115264640	ASIC008123
OG0004003	LOC109412632	ASIC010316, ASIC010320
OG0004004	LOC109422493	ASIC007876
OG0004005	LOC109421431	ASIC006988
OG0004006	LOC109421430	ASIC006990
OG0004007	LOC109621336	ASIC006930
OG0004008	LOC109421437	ASIC006986
OG0004009	LOC109421502, LOC134287578	ASIC005741
OG0004010	LOC109421412	ASIC006960
OG0004011	LOC109421509	ASIC005735
OG0004012	LOC115265508	ASIC006945
OG0004013	LOC109421461	ASIC006961
OG0004014	LOC109432562	ASIC006966
OG0004015	LOC109421429	ASIC006991
OG0004016	LOC109621337	ASIC006931
OG0004017	LOC109417759	ASIC006511
OG0004018	LOC109420023	ASIC006903
OG0004019	LOC109417750	ASIC006973
OG0004020	LOC109417757	ASIC006510
OG0004021	LOC109401849	ASIC003965
OG0004022	LOC109420020	ASIC006859
OG0004023	LOC115256393	ASIC003964
OG0004024	LOC109401931	ASIC003967
OG0004025	LOC109417754	ASIC006508
OG0004026	LOC109429118	ASIC016673
OG0004027	LOC109429106	ASIC019971
OG0004028	LOC109429121, LOC134290039	ASIC008073
OG0004029	LOC115254067	ASIC011353
OG0004030	LOC109429104	ASIC019970
OG0004031	LOC109429124	ASIC011332
OG0004032	LOC109429145	ASIC011360
OG0004033	LOC109398827	ASIC011369
OG0004034	LOC109429149	ASIC011368
OG0004035	LOC109429115	ASIC019988
OG0004036	LOC109409024	ASIC011356
OG0004037	LOC109429125	ASIC011336
OG0004038	LOC109429110	ASIC019975
OG0004040	LOC109412595	ASIC005942
OG0004041	LOC109428400	ASIC009666
OG0004042	LOC109415199	ASIC020419
OG0004043	LOC109402212	ASIC007628
OG0004044	LOC109428405	ASIC009669
OG0004045	LOC109433581	ASIC005542
OG0004046	LOC109412596	ASIC009872
OG0004047	LOC109421296	ASIC006106
OG0004048	LOC109421312	ASIC006091
OG0004049	LOC109427815	ASIC006074
OG0004050	LOC109621857	ASIC006104
OG0004051	LOC109421342	ASIC012114
OG0004052	LOC109621801	ASIC006077
OG0004053	LOC109621853	ASIC006107
OG0004054	LOC109621806	ASIC006095
OG0004055	LOC115265572	ASIC012113
OG0004056	LOC109621800	ASIC006076
OG0004057	LOC109621809	ASIC006118
OG0004058	LOC109421298	ASIC006105
OG0004059	LOC109421307	ASIC006100
OG0004060	LOC109623109	ASIC019930
OG0004062	LOC109623113	ASIC015188
OG0004063	LOC109403155	ASIC008483
OG0004064	LOC115267930	ASIC020651
OG0004065	LOC109623445	ASIC020652
OG0004066	LOC109431576	ASIC018196
OG0004067	LOC109403173	ASIC008482
OG0004068	LOC109622224	ASIC018200
OG0004069	LOC109622219	ASIC020647
OG0004070	LOC109431601	ASIC020653
OG0004071	LOC109621320	ASIC017995
OG0004072	LOC109431143	ASIC020341
OG0004073	LOC109398039	ASIC011767
OG0004074	LOC115256846	ASIC020333
OG0004075	LOC109399511	ASIC011769
OG0004076	LOC109424942	ASIC020325
OG0004077	LOC109398045	ASIC011765
OG0004079	LOC134287681, LOC109398020	ASIC011770
OG0004080	LOC109431126	ASIC020322
OG0004081	LOC109425653	ASIC015088
OG0004082	LOC109409313	ASIC008595
OG0004083	LOC115258948	ASIC017174
OG0004084	LOC109410273	ASIC018464
OG0004085	LOC109409318	ASIC008612
OG0004086	LOC109409309	ASIC008496
OG0004087	LOC115258703	ASIC011069
OG0004088	LOC115258621	ASIC008611
OG0004089	LOC115258678	ASIC006586
OG0004090	LOC109419112	ASIC008597
OG0004091	LOC109410272	ASIC018458
OG0004092	LOC115266546	ASIC018467
OG0004093	LOC109410276, LOC115266529	ASIC018450
OG0004094	LOC109423494	ASIC021033
OG0004095	LOC109432145	ASIC004903
OG0004098	LOC109432128	ASIC004902
OG0004099	LOC109423500	ASIC014685
OG0004100	LOC109432141	ASIC021035
OG0004101	LOC109423516	ASIC001580
OG0004102	LOC109432171	ASIC013928
OG0004103	LOC109397575	ASIC009542
OG0004104	LOC109406697	ASIC013802
OG0004105	LOC109622350	ASIC021817
OG0004106	LOC109622374	ASIC021835
OG0004107	LOC109409852	ASIC021032
OG0004108	LOC109415739	ASIC018747
OG0004109	LOC109409854	ASIC011262
OG0004110	LOC109409855	ASIC011261
OG0004111	LOC109415738	ASIC007871
OG0004112	LOC109397121	ASIC011263
OG0004113	LOC109417066	ASIC011718
OG0004114	LOC109398402	ASIC003972
OG0004115	LOC109409430	ASIC017127
OG0004116	LOC109400388	ASIC007618
OG0004117	LOC109409410	ASIC010500
OG0004118	LOC109409409	ASIC016681
OG0004119	LOC109425310	ASIC003499
OG0004120	LOC109425340	ASIC010037
OG0004121	LOC109425339	ASIC010036
OG0004122	LOC109415419	ASIC010025
OG0004123	LOC109419817	ASIC003501
OG0004124	LOC109425317	ASIC021587
OG0004125	LOC109419801	ASIC013407
OG0004126	LOC109425318	ASIC021579
OG0004127	LOC109425342	ASIC010032
OG0004128	LOC109425345	ASIC010026
OG0004129	LOC109425308	ASIC003500
OG0004130	LOC109425333	ASIC013402
OG0004131	LOC109425283	ASIC003497
OG0004132	LOC109425343	ASIC010929
OG0004133	LOC109425336	ASIC013386
OG0004134	LOC109403397	ASIC018368
OG0004135	LOC109403415	ASIC017765, ASIC017766
OG0004136	LOC115257380	ASIC009300
OG0004137	LOC115257517	ASIC017767
OG0004138	LOC134287359, LOC109426646	ASIC016630
OG0004139	LOC115257539, LOC115257416	ASIC009304
OG0004140	LOC109399746	ASIC020043
OG0004141	LOC109427864	ASIC006551
OG0004143	LOC109622324	ASIC006625
OG0004144	LOC109622323	ASIC006624
OG0004145	LOC109410826	ASIC006631
OG0004146	LOC109421243	ASIC006635
OG0004147	LOC109429786	ASIC007428
OG0004148	LOC109398287	ASIC007430
OG0004149	LOC109429784	ASIC007404
OG0004150	LOC109405985	ASIC012487
OG0004151	LOC115258213	ASIC010210
OG0004152	LOC109410096	ASIC012708
OG0004153	LOC109405983	ASIC012485
OG0004154	LOC115265400	ASIC019835
OG0004155	LOC109410364	ASIC016359
OG0004156	LOC109410370	ASIC019834
OG0004157	LOC109432151	ASIC014332
OG0004158	LOC109426805	ASIC010206
OG0004159	LOC115260665	ASIC004441
OG0004160	LOC109423485	ASIC014333
OG0004161	LOC109423458	ASIC014331
OG0004162	LOC109426806	ASIC018831
OG0004163	LOC109431926	ASIC010082
OG0004165	LOC115266062	ASIC010073
OG0004166	LOC109404422	ASIC010083
OG0004168	LOC109425537	ASIC008813
OG0004169	LOC109398981	ASIC008907
OG0004170	LOC109398973	ASIC008838
OG0004171	LOC109404398	ASIC010070
OG0004172	LOC109404399	ASIC010072
OG0004173	LOC115269993	ASIC008779
OG0004174	LOC109403855	ASIC020243
OG0004175	LOC115264227	ASIC014277
OG0004176	LOC115269988	ASIC021863
OG0004177	LOC109412789, LOC134284143	ASIC012646
OG0004178	LOC109403859	ASIC020244
OG0004179	LOC109403850	ASIC014278
OG0004180	LOC109417026	ASIC011973
OG0004181	LOC109432048	ASIC005499
OG0004182	LOC115264229	ASIC020247
OG0004183	LOC109403860	ASIC019492
OG0004184	LOC109404030	ASIC003071
OG0004185	LOC109403857	ASIC014279
OG0004186	LOC109422260	ASIC015645
OG0004187	LOC134291851	ASIC015163
OG0004188	LOC134291865	ASIC018194
OG0004190	LOC109422297	ASIC018236
OG0004191	LOC134291863	ASIC018195
OG0004192	LOC134291861	ASIC018193
OG0004193	LOC134290050	ASIC018242
OG0004194	LOC109422261	ASIC015654
OG0004195	LOC134291862	ASIC015366
OG0004196	LOC109422249	ASIC014468
OG0004197	LOC109408313	ASIC021895
OG0004198	LOC109623079	ASIC009867
OG0004199	LOC109623092	ASIC008921
OG0004200	LOC109621271	ASIC009860
OG0004201	LOC109416865	ASIC008919
OG0004202	LOC134285145	ASIC003933
OG0004203	LOC134285153	ASIC003932
OG0004204	LOC109422944	ASIC006417
OG0004205	LOC109403520	ASIC005113
OG0004206	LOC109422874	ASIC006344
OG0004207	LOC109397601	ASIC006226
OG0004208	LOC109422866	ASIC006343
OG0004209	LOC109397594	ASIC010295
OG0004210	LOC109403521	ASIC006263
OG0004211	LOC134285150	ASIC003935
OG0004212	LOC109622293	ASIC013048
OG0004213	LOC109405078	ASIC008953
OG0004214	LOC109405090	ASIC004475
OG0004215	LOC109405083	ASIC004473
OG0004216	LOC109416555	ASIC009477
OG0004217	LOC109405088	ASIC004474
OG0004218	LOC109416551	ASIC004477
OG0004219	LOC109425733	ASIC018250
OG0004220	LOC109623017	ASIC020025
OG0004221	LOC109409089	ASIC020024
OG0004222	LOC109623022	ASIC020023
OG0004223	LOC109409079	ASIC009025
OG0004224	LOC109419239	ASIC021686
OG0004225	LOC109419229	ASIC008973
OG0004226	LOC109407483	ASIC008980
OG0004227	LOC109399852	ASIC014715
OG0004228	LOC109407487	ASIC004653
OG0004229	LOC115267059	ASIC014714
OG0004230	LOC109407473	ASIC021681
OG0004231	LOC109407480	ASIC008987
OG0004232	LOC109412953	ASIC006210
OG0004233	LOC109412949	ASIC006366
OG0004234	LOC109424901	ASIC006194
OG0004235	LOC115260681	ASIC010114
OG0004236	LOC109424872	ASIC006209
OG0004237	LOC115260964	ASIC006805
OG0004238	LOC109424980	ASIC003974
OG0004239	LOC109412947	ASIC020288
OG0004240	LOC109414231	ASIC010464
OG0004241	LOC109423718	ASIC018417
OG0004242	LOC109423720	ASIC018409
OG0004243	LOC109423717	ASIC018420
OG0004244	LOC109426600	ASIC016635
OG0004245	LOC109414219	ASIC003114
OG0004247	LOC109417738	ASIC015749
OG0004248	LOC109426601	ASIC016634
OG0004249	LOC109414230	ASIC010462
OG0004250	LOC115265479	ASIC018665
OG0004251	LOC109414823	ASIC018950
OG0004252	LOC109414821	ASIC018949
OG0004253	LOC109623042	ASIC004109
OG0004254	LOC109418606	ASIC012737
OG0004255	LOC115270414	ASIC018755
OG0004256	LOC109420874	ASIC018754
OG0004257	LOC109411671	ASIC001738
OG0004258	LOC109398687	ASIC006520
OG0004259	LOC109412930	ASIC004824
OG0004260	LOC109418703	ASIC018300
OG0004261	LOC109415954	ASIC005102
OG0004262	LOC109415943	ASIC018302
OG0004263	LOC109420078	ASIC007516
OG0004264	LOC109410420	ASIC012476
OG0004265	LOC109420070	ASIC007521
OG0004266	LOC115254318	ASIC003493
OG0004267	LOC115266888	ASIC015699
OG0004268	LOC109412457, LOC134286645	ASIC011119
OG0004269	LOC115263758	ASIC014106
OG0004271	LOC109412434	ASIC013829
OG0004272	LOC109420697	ASIC009945
OG0004273	LOC109416059	ASIC021169
OG0004274	LOC109402946	ASIC018646
OG0004275	LOC109402954	ASIC009159
OG0004276	LOC109419871	ASIC013086
OG0004277	LOC109419873	ASIC006659
OG0004278	LOC109415713	ASIC010429
OG0004279	LOC115264191	ASIC018651
OG0004280	LOC109402928	ASIC010426
OG0004281	LOC109420705	ASIC006658
OG0004282	LOC109420702	ASIC015776
OG0004283	LOC109402949	ASIC018644
OG0004284	LOC109406392	ASIC010441
OG0004285	LOC109411427	ASIC001939
OG0004286	LOC115267759	ASIC015899
OG0004287	LOC109409866	ASIC007901
OG0004288	LOC109428856	ASIC001938
OG0004289	LOC109428850	ASIC017961
OG0004290	LOC109427577	ASIC014389
OG0004291	LOC109429943	ASIC014369
OG0004292	LOC109427583	ASIC014396
OG0004293	LOC109427582	ASIC014394
OG0004294	LOC109398321	ASIC014372
OG0004295	LOC109408026	ASIC019619
OG0004296	LOC134283956, LOC109427588	ASIC014407
OG0004297	LOC134289419, LOC134284107	ASIC008214
OG0004298	LOC109402037	ASIC008282
OG0004299	LOC134289964	ASIC008217
OG0004300	LOC134284025	ASIC008220
OG0004301	LOC109399758	ASIC008284
OG0004302	LOC109401982	ASIC012684
OG0004303	LOC115254114	ASIC008305
OG0004304	LOC134292086	ASIC005341
OG0004305	LOC109402035	ASIC012679
OG0004306	LOC109402030	ASIC008304
OG0004307	LOC109413707	ASIC003281
OG0004308	LOC109399701	ASIC008302
OG0004309	LOC134291390	ASIC008218
OG0004311	LOC115270921	ASIC001871
OG0004312	LOC109399584	ASIC018054
OG0004313	LOC109399674	ASIC018044
OG0004314	LOC109400763	ASIC018045
OG0004315	LOC109399656	ASIC005091
OG0004316	LOC109397727	ASIC018317
OG0004317	LOC109398778	ASIC018056
OG0004318	LOC109399590	ASIC018304
OG0004319	LOC109401597	ASIC018060
OG0004320	LOC115267841	ASIC016926
OG0004321	LOC109401443	ASIC018057
OG0004322	LOC109399666	ASIC005096
OG0004323	LOC109399620, LOC134289671	ASIC018028
OG0004324	LOC109401278	ASIC005095
OG0004325	LOC115267840	ASIC018306
OG0004326	LOC109621530	ASIC005080
OG0004327	LOC134289675, LOC109399599	ASIC018308
OG0004328	LOC109400976	ASIC018046
OG0004329	LOC109399315, LOC134289670	ASIC018179
OG0004330	LOC115254196	ASIC005089
OG0004331	LOC109410018	ASIC007778
OG0004332	LOC109407813	ASIC003771
OG0004333	LOC109431314	ASIC018384
OG0004335	LOC115264566	ASIC015509
OG0004336	LOC109431312	ASIC018144
OG0004337	LOC109431308	ASIC013905
OG0004338	LOC109410099	ASIC019702
OG0004339	LOC109431320	ASIC018395
OG0004340	LOC109410063, LOC134286980	ASIC007781
OG0004341	LOC109431999	ASIC017771
OG0004342	LOC109409972	ASIC003774
OG0004343	LOC109425348	ASIC010030
OG0004344	LOC109408178	ASIC011079
OG0004345	LOC109408185	ASIC011003
OG0004346	LOC115267037	ASIC012553
OG0004347	LOC109412008	ASIC017654
OG0004348	LOC109424491	ASIC017978
OG0004349	LOC109424486	ASIC019342
OG0004350	LOC109408029	ASIC010867
OG0004351	LOC115262431	ASIC017658
OG0004352	LOC109407925	ASIC010764
OG0004353	LOC109424489	ASIC017976
OG0004354	LOC109420062	ASIC013551
OG0004355	LOC109424481	ASIC019347
OG0004356	LOC109407882	ASIC017656
OG0004357	LOC115260228	ASIC017980
OG0004358	LOC109407916	ASIC017652
OG0004359	LOC109422393	ASIC017977
OG0004360	LOC109424479	ASIC008119
OG0004361	LOC109412028	ASIC010865
OG0004362	LOC109424482	ASIC019350
OG0004363	LOC109416898	ASIC005406
OG0004365	LOC109423757	ASIC021212
OG0004366	LOC109423678	ASIC021217
OG0004367	LOC109414263	ASIC021213
OG0004368	LOC109414265	ASIC021216
OG0004369	LOC109429094	ASIC010926
OG0004371	LOC109422143	ASIC005239
OG0004372	LOC115254221	ASIC015074
OG0004373	LOC109399389	ASIC011037
OG0004374	LOC109422142	ASIC005238
OG0004375	LOC109426939	ASIC022201
OG0004376	LOC109426930	ASIC022188
OG0004377	LOC109430323	ASIC008348
OG0004378	LOC134291682	ASIC012169
OG0004379	LOC109404412	ASIC020700
OG0004380	LOC109399745	ASIC012159
OG0004381	LOC109404561	ASIC020393
OG0004382	LOC109413735	ASIC012164
OG0004383	LOC109404751	ASIC014611
OG0004384	LOC109404581	ASIC017280, ASIC017281
OG0004385	LOC134289441	ASIC012170
OG0004386	LOC109398644	ASIC020697
OG0004387	LOC134292191	ASIC012181
OG0004388	LOC109404439	ASIC020701
OG0004389	LOC109404395	ASIC020702
OG0004390	LOC109398643	ASIC020786
OG0004391	LOC109404806	ASIC014607
OG0004392	LOC109398637	ASIC014621
OG0004393	LOC109398645	ASIC014618
OG0004394	LOC109404784	ASIC014613
OG0004395	LOC109398641	ASIC014615
OG0004396	LOC134289424	ASIC012183
OG0004397	LOC109428708	ASIC019610
OG0004398	LOC109428714	ASIC019174
OG0004399	LOC109424270	ASIC019665
OG0004400	LOC109424273	ASIC019621
OG0004401	LOC109428701	ASIC019888
OG0004402	LOC109428707	ASIC019632
OG0004403	LOC109424281	ASIC019831
OG0004404	LOC109406224	ASIC004391
OG0004405	LOC109398460	ASIC012640
OG0004407	LOC109406200	ASIC014299
OG0004408	LOC134285658	ASIC020934
OG0004409	LOC134285660	ASIC012478
OG0004410	LOC109402694	ASIC013877
OG0004411	LOC109402691	ASIC018360
OG0004412	LOC109429975	ASIC002568
OG0004413	LOC115253509, LOC109397910	ASIC010285
OG0004414	LOC109429947	ASIC020003
OG0004415	LOC115253993	ASIC020004
OG0004416	LOC109402685, LOC109397911	ASIC010287
OG0004417	LOC109402662	ASIC006237
OG0004418	LOC109399103	ASIC002814
OG0004419	LOC109399134	ASIC008460
OG0004420	LOC109399094	ASIC002823
OG0004421	LOC109399104	ASIC002815
OG0004423	LOC109399072	ASIC002821
OG0004424	LOC109409901	ASIC002818
OG0004425	LOC109409903	ASIC002819
OG0004426	LOC109398630	ASIC020716
OG0004427	LOC115267819	ASIC002816
OG0004428	LOC134291551	ASIC002278
OG0004429	LOC134284133	ASIC004592
OG0004430	LOC109404863	ASIC013969
OG0004431	LOC109404865	ASIC020252
OG0004432	LOC134284054	ASIC013970
OG0004433	LOC109404871	ASIC020251
OG0004434	LOC134291553, LOC134291554	ASIC004596
OG0004435	LOC109422056	ASIC017354
OG0004436	LOC134291555	ASIC004593
OG0004437	LOC134284169	ASIC013971
OG0004438	LOC134291552	ASIC013311
OG0004439	LOC134284094	ASIC002281
OG0004440	LOC109417123	ASIC011963
OG0004441	LOC109417126	ASIC011965
OG0004442	LOC109403740	ASIC014271
OG0004443	LOC109424331	ASIC011960
OG0004444	LOC109424328	ASIC011962
OG0004445	LOC109424332	ASIC011959
OG0004446	LOC109417122	ASIC011966
OG0004447	LOC109417118	ASIC014269
OG0004448	LOC109424333	ASIC011961
OG0004449	LOC109412678	ASIC008670
OG0004450	LOC109414223	ASIC008671
OG0004451	LOC109417725	ASIC013575
OG0004452	LOC109418330	ASIC012528
OG0004453	LOC109422328	ASIC019964
OG0004454	LOC109422335	ASIC018260
OG0004455	LOC109422355	ASIC018276
OG0004456	LOC109422319	ASIC022301
OG0004457	LOC115254671	ASIC018263
OG0004458	LOC109422333	ASIC004979
OG0004459	LOC109424446	ASIC018272
OG0004460	LOC109422351	ASIC018273
OG0004461	LOC109422349	ASIC018269
OG0004462	LOC109422322	ASIC019943
OG0004463	LOC115257779	ASIC017987
OG0004464	LOC115257399	ASIC018185
OG0004465	LOC115253571	ASIC015924
OG0004466	LOC109402267	ASIC018190
OG0004467	LOC109402264	ASIC018230
OG0004468	LOC115257450	ASIC018189
OG0004469	LOC109403330	ASIC004305
OG0004470	LOC115260393	ASIC002918
OG0004471	LOC115261325	ASIC004327, ASIC004328
OG0004472	LOC109406532	ASIC021514
OG0004473	LOC109403316	ASIC011095
OG0004474	LOC109406543	ASIC021513
OG0004475	LOC109403276	ASIC009926
OG0004476	LOC109431361	ASIC007568
OG0004477	LOC109427760	ASIC007615
OG0004478	LOC109431339	ASIC004350
OG0004479	LOC134285223	ASIC016376
OG0004480	LOC109431342	ASIC021214
OG0004481	LOC109407611	ASIC004929
OG0004482	LOC109407632	ASIC015201
OG0004484	LOC109407618	ASIC004938
OG0004485	LOC109425937	ASIC004937
OG0004486	LOC109407622	ASIC019494
OG0004487	LOC109425936	ASIC004936
OG0004488	LOC109425944	ASIC006906
OG0004489	LOC115260119	ASIC008234
OG0004490	LOC109402771	ASIC014054
OG0004492	LOC109422647	ASIC008226
OG0004493	LOC109402851	ASIC008235
OG0004494	LOC109402830	ASIC008228
OG0004495	LOC109422632	ASIC010085
OG0004496	LOC109407834	ASIC022229
OG0004497	LOC109621247	ASIC017343
OG0004498	LOC109412260	ASIC007608
OG0004499	LOC109431185	ASIC017013
OG0004500	LOC109622617	ASIC003000
OG0004501	LOC109431170	ASIC007574
OG0004502	LOC109431166	ASIC009707
OG0004503	LOC109622615	ASIC016049
OG0004504	LOC109622122	ASIC021991
OG0004505	LOC109411028	ASIC021993
OG0004506	LOC115268772	ASIC021719
OG0004507	LOC109433312	ASIC021098
OG0004508	LOC109622087	ASIC021986
OG0004510	LOC109433307	ASIC021988
OG0004511	LOC109402216	ASIC005358
OG0004512	LOC109402222	ASIC006338
OG0004513	LOC109402252	ASIC016852
OG0004514	LOC109402227	ASIC009611
OG0004515	LOC109413004	ASIC015084
OG0004516	LOC109402210	ASIC007132
OG0004517	LOC109402237	ASIC007130
OG0004518	LOC109402249	ASIC005357
OG0004519	LOC109410769	ASIC019573
OG0004520	LOC115270114	ASIC007738
OG0004521	LOC109417098	ASIC006132
OG0004522	LOC109429416	ASIC013617
OG0004523	LOC109411179	ASIC006136
OG0004524	LOC109429414	ASIC013618
OG0004525	LOC109425141	ASIC013616
OG0004526	LOC109425135	ASIC008010
OG0004528	LOC109429411	ASIC013627
OG0004529	LOC109425142	ASIC017585
OG0004530	LOC109429410	ASIC013630
OG0004531	LOC109427662	ASIC008552
OG0004532	LOC109427547	ASIC008533
OG0004533	LOC109427525	ASIC008679
OG0004534	LOC115254143, LOC109410423	ASIC011507
OG0004535	LOC115254943	ASIC008538
OG0004536	LOC109410424	ASIC011484
OG0004537	LOC109402134	ASIC009324
OG0004538	LOC109426455	ASIC002173
OG0004539	LOC109426439	ASIC008940
OG0004540	LOC109402150	ASIC009291
OG0004541	LOC109404018	ASIC017833
OG0004542	LOC109402159	ASIC008941
OG0004544	LOC109425583	ASIC013370
OG0004545	LOC109425573	ASIC011477
OG0004547	LOC109425554	ASIC011475
OG0004548	LOC109425572	ASIC011476
OG0004549	LOC109411492	ASIC013348
