Orthogroup	Aalbopictus_AalbF5	LlongipalpisASM
OG0004345	LOC109408185	LOC129787923
OG0004346	LOC115267037	LOC129797724
OG0004347	LOC109412008	LOC129790570
OG0004348	LOC109424491	LOC129795561
OG0004349	LOC109424486	LOC129796051
OG0004350	LOC109408029	LOC129794080
OG0004351	LOC115262431	LOC129796939
OG0004352	LOC109407925	LOC129789655
OG0004353	LOC109424489	LOC129796166
OG0004354	LOC109420062	LOC129790550
OG0004355	LOC109424481	LOC129794625
OG0004356	LOC109407882	LOC129796937
OG0004357	LOC115260228	LOC129795056
OG0004358	LOC109407916	LOC129790553
OG0004359	LOC109422393	LOC129796056
OG0004360	LOC109424479	LOC129795157
OG0004361	LOC109412028	LOC129794100
OG0004362	LOC109424482	LOC129792504
OG0004363	LOC109416898	LOC129785993
OG0004365	LOC109423757	LOC129793105
OG0004366	LOC109423678	LOC129793000
OG0004367	LOC109414263	LOC129793104
OG0004368	LOC109414265	LOC129792045
OG0004369	LOC109429094	LOC129790786
OG0004371	LOC109422143	LOC129786049
OG0004372	LOC115254221	LOC129787655
OG0004373	LOC109399389	LOC129793957
OG0004374	LOC109422142	LOC129786097
OG0004375	LOC109426939	LOC129795000
OG0004376	LOC109426930	LOC129795002
OG0004377	LOC109430323	LOC129793893
OG0004378	LOC134291682	LOC129797408
OG0004379	LOC109404412	LOC129791134
OG0004380	LOC109399745	LOC129786491
OG0004381	LOC109404561	LOC129791111
OG0004382	LOC109413735	LOC129797400
OG0004383	LOC109404751	LOC129795824
OG0004385	LOC134289441	LOC129797414
OG0004386	LOC109398644	LOC129789070
OG0004387	LOC134292191	LOC129792949
OG0004388	LOC109404439	LOC129786367
OG0004389	LOC109404395	LOC129789110
OG0004390	LOC109398643	LOC129791862
OG0004391	LOC109404806	LOC129793631
OG0004392	LOC109398637	LOC129790904
OG0004393	LOC109398645	LOC129788986
OG0004394	LOC109404784	LOC129789788
OG0004395	LOC109398641	LOC129792048
OG0004396	LOC134289424	LOC129786500
OG0004397	LOC109428708	LOC129792525
OG0004398	LOC109428714	LOC129792621
OG0004399	LOC109424270	LOC129791903
OG0004400	LOC109424273	LOC129791998
OG0004401	LOC109428701	LOC129792083
OG0004402	LOC109428707	LOC129791879
OG0004403	LOC109424281	LOC129792099
OG0004404	LOC109406224	LOC129786662
OG0004405	LOC109398460	LOC129787761
OG0004406	LOC109398472	LOC129790406
OG0004408	LOC134285658	LOC129786290
OG0004409	LOC134285660	LOC129793499
OG0004410	LOC109402694	LOC129795808
OG0004412	LOC109429975	LOC129788085
OG0004414	LOC109429947	LOC129788125
OG0004415	LOC115253993	LOC129788123
OG0004417	LOC109402662	LOC129790075
OG0004418	LOC109399103	LOC129796241
OG0004419	LOC109399134	LOC129789891
OG0004420	LOC109399094	LOC129794980
OG0004421	LOC109399104	LOC129796178
OG0004422	LOC134289624, LOC109409911	LOC129786964
OG0004423	LOC109399072	LOC129797817
OG0004424	LOC109409901	LOC129797477
OG0004425	LOC109409903	LOC129797506
OG0004426	LOC109398630	LOC129789041
OG0004427	LOC115267819	LOC129786503
OG0004428	LOC134291551	LOC129794234
OG0004429	LOC134284133	LOC129795086
OG0004430	LOC109404863	LOC129795723
OG0004431	LOC109404865	LOC129795500
OG0004432	LOC134284054	LOC129795687
OG0004433	LOC109404871	LOC129795474
OG0004434	LOC134291553, LOC134291554	LOC129795127
OG0004435	LOC109422056	LOC129790114
OG0004436	LOC134291555	LOC129797595
OG0004437	LOC134284169	LOC129795467
OG0004438	LOC134291552	LOC129794418
OG0004440	LOC109417123	LOC129787437
OG0004441	LOC109417126	LOC129786615
OG0004442	LOC109403740	LOC129789400
OG0004443	LOC109424331	LOC129787413
OG0004444	LOC109424328	LOC129786243
OG0004445	LOC109424332	LOC129787422
OG0004446	LOC109417122	LOC129787445
OG0004447	LOC109417118	LOC129792261
OG0004448	LOC109424333	LOC129787292
OG0004449	LOC109412678	LOC129791309
OG0004450	LOC109414223	LOC129794830
OG0004451	LOC109417725	LOC129789999
OG0004452	LOC109418330	LOC129792864
OG0004453	LOC109422328	LOC129796698
OG0004454	LOC109422335	LOC129795338
OG0004455	LOC109422355	LOC129796327
OG0004456	LOC109422319	LOC129787030
OG0004458	LOC109422333	LOC129797073
OG0004459	LOC109424446	LOC129788567
OG0004460	LOC109422351	LOC129796325
OG0004461	LOC109422349	LOC129795131
OG0004462	LOC109422322	LOC129787042
OG0004463	LOC115257779	LOC129795816
OG0004464	LOC115257399	LOC129795666
OG0004465	LOC115253571	LOC129796451
OG0004466	LOC109402267	LOC129795671
OG0004467	LOC109402264	LOC129796349
OG0004468	LOC115257450	LOC129795637
OG0004469	LOC109403330	LOC129787113
OG0004470	LOC115260393	LOC129796807
OG0004472	LOC109406532	LOC129785962
OG0004473	LOC109403316	LOC129796798
OG0004474	LOC109406543	LOC129797279
OG0004475	LOC109403276	LOC129787120
OG0004476	LOC109431361	LOC129789912
OG0004477	LOC109427760	LOC129788597
OG0004478	LOC109431339	LOC129790411
OG0004479	LOC134285223	LOC129795187
OG0004480	LOC109431342	LOC129788871
OG0004481	LOC109407611	LOC129794985
OG0004482	LOC109407632	LOC129795062
OG0004483	LOC109407637, LOC109407636	LOC129796535
OG0004484	LOC109407618	LOC129794759
OG0004485	LOC109425937	LOC129795425
OG0004486	LOC109407622	LOC129795132
OG0004487	LOC109425936	LOC129795353
OG0004488	LOC109425944	LOC129796657
OG0004489	LOC115260119	LOC129786102
OG0004490	LOC109402771	LOC129796805
OG0004492	LOC109422647	LOC129796833
OG0004493	LOC109402851	LOC129785991
OG0004494	LOC109402830	LOC129795819
OG0004495	LOC109422632	LOC129786146
OG0004496	LOC109407834	LOC129788601
OG0004497	LOC109621247	LOC129793005
OG0004498	LOC109412260	LOC129791342
OG0004499	LOC109431185	LOC129788417
OG0004500	LOC109622617	LOC129791665
OG0004501	LOC109431170	LOC129790176
OG0004502	LOC109431166	LOC129791380
OG0004503	LOC109622615	LOC129791789
OG0004504	LOC109622122	LOC129792017, LOC129792117
OG0004505	LOC109411028	LOC129792076
OG0004506	LOC115268772	LOC129786415
OG0004507	LOC109433312	LOC129786516
OG0004508	LOC109622087	LOC129790871
OG0004510	LOC109433307	LOC129797500
OG0004511	LOC109402216	LOC129786867
OG0004512	LOC109402222	LOC129789334
OG0004513	LOC109402252	LOC129790885
OG0004514	LOC109402227	LOC129790881
OG0004515	LOC109413004	LOC129786765
OG0004516	LOC109402210	LOC129786755
OG0004517	LOC109402237	LOC129790991
OG0004518	LOC109402249	LOC129786761
OG0004519	LOC109410769	LOC129791997
OG0004520	LOC115270114	LOC129791985
OG0004521	LOC109417098	LOC129786280
OG0004522	LOC109429416	LOC129791386
OG0004523	LOC109411179	LOC129786285
OG0004524	LOC109429414	LOC129796848
OG0004525	LOC109425141	LOC129791343
OG0004526	LOC109425135	LOC129795069
OG0004527	LOC134287334, LOC109417965	LOC129793228
OG0004529	LOC109425142	LOC129791050
OG0004531	LOC109427662	LOC129787607
OG0004532	LOC109427547	LOC129794103
OG0004533	LOC109427525	LOC129794151
OG0004534	LOC115254143, LOC109410423	LOC129794717
OG0004535	LOC115254943	LOC129794160
OG0004536	LOC109410424	LOC129794123
OG0004537	LOC109402134	LOC129794825
OG0004538	LOC109426455	LOC129790123
OG0004539	LOC109426439	LOC129796318
OG0004540	LOC109402150	LOC129787672
OG0004541	LOC109404018	LOC129796299
OG0004542	LOC109402159	LOC129796315
OG0004543	LOC109421352	LOC129794882
OG0004544	LOC109425583	LOC129793040
OG0004545	LOC109425573	LOC129791949
OG0004546	LOC115266726	LOC129796980, LOC129796979
OG0004547	LOC109425554	LOC129794893
OG0004548	LOC109425572	LOC129794813
OG0004549	LOC109411492	LOC129796616
OG0004550	LOC109411514	LOC129797172
OG0004551	LOC109421319	LOC129792560
OG0004552	LOC109411708	LOC129786262
OG0004553	LOC109621941	LOC129785999
OG0004554	LOC109401057	LOC129788910
OG0004555	LOC109429338	LOC129788916
OG0004556	LOC109418687	LOC129794651
OG0004557	LOC109433635	LOC129788800
OG0004558	LOC109418686	LOC129794662
OG0004559	LOC109433622	LOC129793685
OG0004560	LOC109424554	LOC129795598
OG0004561	LOC109424523	LOC129797615
OG0004562	LOC115253431	LOC129797323
OG0004563	LOC109417151	LOC129797644
OG0004564	LOC109411979	LOC129796609
OG0004565	LOC109417150	LOC129797578
OG0004566	LOC109424545	LOC129797321
OG0004567	LOC109417153	LOC129797451
OG0004568	LOC109424550	LOC129790944
OG0004569	LOC109428767	LOC129797528
OG0004570	LOC109430452	LOC129785853
OG0004572	LOC115268973	LOC129796927
OG0004574	LOC109411734	LOC129788477
OG0004575	LOC109409570	LOC129796936
OG0004576	LOC109430456	LOC129796925
OG0004578	LOC109409574	LOC129785880
OG0004579	LOC109426524	LOC129790198
OG0004580	LOC109408552	LOC129792729
OG0004581	LOC109429590	LOC129793056
OG0004582	LOC109429583	LOC129792763
OG0004583	LOC109429582	LOC129791294
OG0004584	LOC109429586	LOC129792857
OG0004585	LOC109429576	LOC129790289
OG0004586	LOC109397521	LOC129793183
OG0004587	LOC109622824	LOC129788838
OG0004588	LOC109622825	LOC129791440
OG0004589	LOC109397513	LOC129791167
OG0004591	LOC109621499	LOC129786206
OG0004592	LOC109397548	LOC129786207
OG0004593	LOC109397539	LOC129788325
OG0004594	LOC109622815	LOC129790548
OG0004595	LOC109431004	LOC129795422
OG0004596	LOC109430936	LOC129789550
OG0004597	LOC109412100	LOC129788024
OG0004598	LOC109431022	LOC129787712
OG0004599	LOC109406930	LOC129787393
OG0004600	LOC109430882	LOC129789551
OG0004601	LOC109406923	LOC129791921
OG0004602	LOC109430995	LOC129789541
OG0004603	LOC109406927	LOC129796244
OG0004604	LOC109412128	LOC129786203
OG0004605	LOC109399283	LOC129796469
OG0004606	LOC109399262	LOC129792372
OG0004607	LOC109429082	LOC129792373
OG0004608	LOC109404038	LOC129797256
OG0004609	LOC109432062	LOC129789329
OG0004610	LOC109404007	LOC129797243
OG0004611	LOC109404013	LOC129797084
OG0004612	LOC109402594	LOC129793335
OG0004613	LOC109401663	LOC129795592
OG0004614	LOC109420358	LOC129796492
OG0004615	LOC109420362	LOC129796477
OG0004616	LOC115257403	LOC129795476
OG0004617	LOC109420360	LOC129796490
OG0004618	LOC109417267	LOC129791977
OG0004619	LOC109432379	LOC129791202
OG0004620	LOC109412130	LOC129786153
OG0004621	LOC109423053	LOC129795881
OG0004622	LOC109431799, LOC134286075	LOC129789336
OG0004623	LOC115253700	LOC129789726
OG0004624	LOC109419757	LOC129791280
OG0004626	LOC109419739	LOC129789859
OG0004627	LOC109398250	LOC129792200
OG0004628	LOC115255033	LOC129789258
OG0004629	LOC109419740	LOC129789902
OG0004630	LOC109419769	LOC129789992
OG0004631	LOC109419738	LOC129789893
OG0004632	LOC109398260	LOC129787406
OG0004633	LOC109420048	LOC129793938
OG0004634	LOC134287871	LOC129791084
OG0004635	LOC109400343	LOC129790718
OG0004636	LOC134287872	LOC129791085
OG0004637	LOC115254141	LOC129790020
OG0004638	LOC109425183	LOC129786020
OG0004639	LOC134287873	LOC129791172
OG0004640	LOC109400337	LOC129794125
OG0004641	LOC109400335	LOC129791083
OG0004642	LOC109415881	LOC129792713
OG0004643	LOC115261816	LOC129786577
OG0004644	LOC109418671	LOC129794663
OG0004646	LOC109413483	LOC129791542
OG0004647	LOC115253479	LOC129794102
OG0004648	LOC109413482	LOC129791541
OG0004649	LOC109410785	LOC129792018
OG0004650	LOC115270152	LOC129791460
OG0004651	LOC109413521	LOC129793012
OG0004652	LOC109413518	LOC129793011
OG0004653	LOC109410795	LOC129792171
OG0004654	LOC109410794	LOC129792170
OG0004655	LOC109410793	LOC129791540
OG0004656	LOC109410775	LOC129793055
OG0004659	LOC109405420	LOC129786511
OG0004660	LOC109405414	LOC129790188
OG0004661	LOC109621728	LOC129797822
OG0004662	LOC109420237	LOC129793114
OG0004663	LOC109397319	LOC129793109
OG0004664	LOC109420246	LOC129793110
OG0004665	LOC109420257	LOC129791614
OG0004667	LOC109397339	LOC129791995
OG0004668	LOC109397352	LOC129791583
OG0004669	LOC109412354	LOC129790835
OG0004670	LOC134287962	LOC129791828
OG0004671	LOC109412350, LOC109416190	LOC129789008
OG0004672	LOC109428932	LOC129794976
OG0004674	LOC109415057	LOC129792350
OG0004675	LOC109622588	LOC129793157
OG0004676	LOC109415047	LOC129791423
OG0004677	LOC115264939	LOC129791331
OG0004678	LOC109621964	LOC129790664
OG0004679	LOC109621958	LOC129792369
OG0004680	LOC109621947	LOC129788810
OG0004681	LOC109621952	LOC129793223
OG0004682	LOC109621962	LOC129790732, LOC129794647
OG0004683	LOC109415040	LOC129793985
OG0004684	LOC109621949	LOC129791417
OG0004685	LOC109404209	LOC129788808
OG0004686	LOC109621974	LOC129791434
OG0004687	LOC109415045	LOC129793213
OG0004688	LOC109407024	LOC129790131
OG0004689	LOC109429703	LOC129789105
OG0004690	LOC109402527	LOC129788188
OG0004691	LOC109429702	LOC129790474
OG0004692	LOC109416792	LOC129788189
OG0004693	LOC109402578	LOC129787311
OG0004694	LOC109416782	LOC129788695
OG0004695	LOC109402598	LOC129791892
OG0004696	LOC109429704	LOC129788650
OG0004697	LOC109416802	LOC129796612
OG0004698	LOC115262072	LOC129790130
OG0004700	LOC109414624	LOC129787815
OG0004701	LOC109414612	LOC129786498
OG0004702	LOC109414597	LOC129794975
OG0004703	LOC109424830	LOC129787832
OG0004704	LOC109414601	LOC129786746
OG0004705	LOC109414593	LOC129792071
OG0004706	LOC109414606	LOC129790276
OG0004707	LOC109424850	LOC129788190
OG0004708	LOC109414605	LOC129786667
OG0004709	LOC115270899	LOC129787774
OG0004710	LOC109413884	LOC129796324
OG0004711	LOC109426258	LOC129792493
OG0004712	LOC109398043	LOC129788354
OG0004713	LOC109411191	LOC129794795
OG0004714	LOC109400777	LOC129796500
OG0004715	LOC109399594	LOC129796591
OG0004716	LOC109400801	LOC129795042
OG0004717	LOC109411189	LOC129794978
OG0004718	LOC109399622	LOC129795106
OG0004719	LOC109398115	LOC129792500
OG0004720	LOC109423177	LOC129797266
OG0004721	LOC115266637	LOC129786015
OG0004722	LOC109406928	LOC129790585
OG0004723	LOC109409668	LOC129793692
OG0004724	LOC109401727	LOC129793476
OG0004725	LOC115265371	LOC129788168
OG0004726	LOC115265366	LOC129793472
OG0004727	LOC115265751	LOC129789909
OG0004728	LOC109409672	LOC129792141
OG0004729	LOC109406056	LOC129793650
OG0004730	LOC115265374	LOC129792663
OG0004731	LOC109406058	LOC129792245
OG0004732	LOC109409656	LOC129792238
OG0004733	LOC109409650	LOC129794194
OG0004734	LOC109417297	LOC129793264
OG0004735	LOC115266602	LOC129797499
OG0004736	LOC109423702	LOC129797509
OG0004737	LOC115254193	LOC129797738
OG0004738	LOC109415778	LOC129793454
OG0004739	LOC109424043	LOC129797603
OG0004740	LOC109415335	LOC129797723
OG0004741	LOC115266610	LOC129797511
OG0004742	LOC115266597	LOC129793470
OG0004743	LOC109423801	LOC129797692
OG0004745	LOC109397815	LOC129789525
OG0004746	LOC109420223	LOC129793386
OG0004747	LOC109405359	LOC129788733
OG0004748	LOC109420220	LOC129793373
OG0004749	LOC115255641	LOC129790184
OG0004750	LOC109405365	LOC129788559
OG0004751	LOC109425214	LOC129788381
OG0004752	LOC109424717	LOC129793619
OG0004753	LOC109412773	LOC129791080
OG0004754	LOC109397407	LOC129797482
OG0004755	LOC109424722	LOC129796063
OG0004756	LOC109411290	LOC129790010
OG0004757	LOC109410021	LOC129794134
OG0004758	LOC109410022	LOC129794192
OG0004759	LOC109419674, LOC115265750	LOC129794191
OG0004760	LOC109419676	LOC129786738
OG0004761	LOC109433032	LOC129790003
OG0004762	LOC109411282	LOC129789855
OG0004763	LOC109433087	LOC129790008
OG0004764	LOC109420651	LOC129791014
OG0004765	LOC109426199	LOC129795203, LOC129795323
OG0004766	LOC109429462	LOC129788461
OG0004767	LOC115263759	LOC129795306
OG0004768	LOC109420653	LOC129790852
OG0004769	LOC109401083	LOC129789896
OG0004770	LOC109415959	LOC129789574
OG0004771	LOC109400973	LOC129793152
OG0004772	LOC109400989	LOC129786559
OG0004773	LOC109400990	LOC129789837
OG0004774	LOC109400876	LOC129786999
OG0004775	LOC134283972, LOC109429301	LOC129797096
OG0004777	LOC109400818	LOC129787757
OG0004778	LOC109398221	LOC129788129
OG0004779	LOC115259414	LOC129786216
OG0004780	LOC115263769	LOC129793721
OG0004781	LOC115259822	LOC129787953
OG0004782	LOC109429313	LOC129797857
OG0004783	LOC109427436	LOC129788965
OG0004785	LOC109427441	LOC129790685
OG0004786	LOC115254483	LOC129790661
OG0004787	LOC109413726	LOC129791057
OG0004788	LOC109409628	LOC129792406
OG0004789	LOC109429377	LOC129797798
OG0004790	LOC109429367	LOC129789304
OG0004791	LOC109409615	LOC129789260
OG0004792	LOC109413695	LOC129791537
OG0004793	LOC109429376	LOC129797470
OG0004794	LOC109409620	LOC129791058
OG0004795	LOC109433516	LOC129795122
OG0004796	LOC109410650	LOC129795120
OG0004797	LOC109433480	LOC129795194
OG0004798	LOC109410708	LOC129795121
OG0004799	LOC109410665	LOC129786573
OG0004800	LOC109410667	LOC129791953
OG0004801	LOC109433478	LOC129796130
OG0004802	LOC109410654	LOC129796699
OG0004803	LOC109410652	LOC129795905
OG0004804	LOC109427069	LOC129786279
OG0004805	LOC109411331	LOC129797301
OG0004806	LOC109427619	LOC129787169
OG0004807	LOC109417984	LOC129790301
OG0004808	LOC109416331	LOC129790369
OG0004809	LOC109427621	LOC129787165
OG0004810	LOC109431131	LOC129792941
OG0004811	LOC109431116	LOC129792623
OG0004812	LOC109431083	LOC129788671
OG0004814	LOC134287753, LOC109421021	LOC129789392
OG0004815	LOC109423625	LOC129797492
OG0004816	LOC109407580	LOC129796599
OG0004817	LOC115262185	LOC129795627
OG0004818	LOC109407579	LOC129796592
OG0004819	LOC109425850	LOC129796036
OG0004820	LOC109425843	LOC129795410
OG0004821	LOC109425913	LOC129787432
OG0004823	LOC109406138	LOC129794637
OG0004825	LOC109401765	LOC129796996
OG0004826	LOC109428008	LOC129796374
OG0004827	LOC109418190	LOC129796886
OG0004828	LOC109397881	LOC129790538
OG0004829	LOC109397884	LOC129790630
OG0004830	LOC109416129	LOC129788969
OG0004831	LOC109416128	LOC129788669
OG0004832	LOC109402099	LOC129793727
OG0004833	LOC115254981	LOC129789731
OG0004834	LOC109402103	LOC129789665
OG0004835	LOC115254988	LOC129789678
OG0004836	LOC115254982	LOC129789707
OG0004837	LOC109402115	LOC129790313
OG0004838	LOC115254978	LOC129790605
OG0004839	LOC109402101	LOC129789770
OG0004840	LOC109425677	LOC129793954
OG0004841	LOC109399352	LOC129793419
OG0004842	LOC109433397	LOC129787558
OG0004843	LOC115268809	LOC129792215
OG0004844	LOC109428908	LOC129788864
OG0004845	LOC109421015	LOC129791131
OG0004846	LOC109433363	LOC129792311
OG0004847	LOC109399347	LOC129797446
OG0004848	LOC109433368	LOC129797749
OG0004849	LOC109406306	LOC129794935
OG0004850	LOC109422773	LOC129796077
OG0004851	LOC109417145	LOC129791404
OG0004852	LOC109422772	LOC129788943
OG0004853	LOC109402499	LOC129790193
OG0004854	LOC109621384	LOC129789901
OG0004855	LOC109621391	LOC129790290
OG0004856	LOC109621734	LOC129790287
OG0004857	LOC115268609	LOC129788952
OG0004858	LOC109425124	LOC129792206
OG0004859	LOC109621383	LOC129789870
OG0004860	LOC109402479	LOC129794025
OG0004861	LOC109402491	LOC129788144
OG0004862	LOC109621380	LOC129789824
OG0004863	LOC109402509	LOC129789874
OG0004864	LOC109433355	LOC129787609
OG0004865	LOC109433366	LOC129787559
OG0004866	LOC109433389	LOC129787594
OG0004867	LOC109433396	LOC129787636
OG0004868	LOC109400934	LOC129797137
OG0004869	LOC109400911	LOC129786985
OG0004870	LOC109430448	LOC129786423
OG0004871	LOC109430360	LOC129797730
OG0004872	LOC109432134	LOC129797494
OG0004873	LOC109410067	LOC129786834
OG0004874	LOC109432139	LOC129786416
OG0004875	LOC109410069	LOC129786480
OG0004876	LOC109408933	LOC129789075
OG0004877	LOC109408932	LOC129789055
OG0004878	LOC109423006	LOC129789313
OG0004879	LOC109415625	LOC129789453
OG0004880	LOC109415627	LOC129789438
OG0004881	LOC109408930	LOC129789044
OG0004882	LOC109415626	LOC129789314
OG0004883	LOC109433624	LOC129786686
OG0004884	LOC109432381	LOC129791196
OG0004885	LOC109399010	LOC129787496
OG0004886	LOC109398962	LOC129797375
OG0004887	LOC109399059	LOC129787554
OG0004888	LOC115254125	LOC129795647
OG0004889	LOC109398993	LOC129797422
OG0004890	LOC109398914	LOC129795409
OG0004891	LOC109410035	LOC129793646
OG0004892	LOC109419650	LOC129787516
OG0004893	LOC115264841	LOC129793639
OG0004895	LOC109429172	LOC129795371
OG0004896	LOC109398796	LOC129795751
OG0004897	LOC109398798	LOC129794114
OG0004898	LOC109429174	LOC129796347
OG0004899	LOC109429189	LOC129786916
OG0004900	LOC109398804	LOC129793255
OG0004901	LOC109429182	LOC129790918
OG0004903	LOC109424102	LOC129786435
OG0004905	LOC109424067	LOC129793222
OG0004906	LOC109416297	LOC129795475
OG0004907	LOC109416303	LOC129793231
OG0004908	LOC109416292	LOC129786388
OG0004909	LOC109416293	LOC129786378
OG0004910	LOC109413902	LOC129797358
OG0004911	LOC109421114	LOC129787956
OG0004912	LOC109413900	LOC129787995
OG0004913	LOC109412620	LOC129795591
OG0004914	LOC109419967	LOC129792001
OG0004915	LOC109404761	LOC129792990
OG0004916	LOC109621275	LOC129792958
OG0004917	LOC109404762	LOC129792974
OG0004918	LOC109404752	LOC129793516
OG0004919	LOC109411723	LOC129790459
OG0004920	LOC109411721	LOC129792931
OG0004921	LOC109421405	LOC129796866
OG0004922	LOC109420649	LOC129796239
OG0004923	LOC109411726	LOC129790654
OG0004924	LOC109408611	LOC129796399
OG0004925	LOC115263397	LOC129786642
OG0004926	LOC109421952	LOC129796226
OG0004928	LOC109421935	LOC129787645
OG0004929	LOC109427111	LOC129786392
OG0004930	LOC109427121	LOC129788501
OG0004931	LOC109400172	LOC129790057
OG0004932	LOC109427117	LOC129788201
OG0004933	LOC109427099	LOC129789229
OG0004934	LOC109400204	LOC129791939
OG0004935	LOC109400192	LOC129788202
OG0004936	LOC109430300	LOC129786661
OG0004937	LOC109431949	LOC129789209
OG0004938	LOC109430284	LOC129786286
OG0004939	LOC109430298	LOC129796509
OG0004940	LOC115254112	LOC129785842
OG0004941	LOC109431943	LOC129790579
OG0004942	LOC109430264	LOC129786745
OG0004943	LOC109430279	LOC129787050
OG0004944	LOC109430265	LOC129791399
OG0004945	LOC109397409	LOC129796227
OG0004946	LOC109397423	LOC129796205
OG0004948	LOC109401606	LOC129793412
OG0004949	LOC109621796	LOC129789125
OG0004950	LOC109403594	LOC129793513
OG0004951	LOC109403475	LOC129796247
OG0004952	LOC109414772	LOC129795181
OG0004953	LOC109414765	LOC129787290
OG0004954	LOC109415679	LOC129785860
OG0004956	LOC109413668	LOC129796944
OG0004957	LOC109413669	LOC129797507
OG0004958	LOC109413670	LOC129797120
OG0004959	LOC109413679	LOC129787664
OG0004960	LOC109413683	LOC129797404
OG0004961	LOC109413663	LOC129796968
OG0004962	LOC109413664	LOC129787099
OG0004963	LOC109425010	LOC129786041
OG0004964	LOC109425025	LOC129797173
OG0004965	LOC109413800	LOC129789733
OG0004966	LOC109421874	LOC129789674
OG0004967	LOC109424049	LOC129787927
OG0004968	LOC109416416	LOC129793568
OG0004969	LOC115253785	LOC129795964
OG0004970	LOC109425251	LOC129791283
OG0004971	LOC109401731, LOC109422690	LOC129793004
OG0004972	LOC109412287	LOC129787187
OG0004973	LOC109412780	LOC129791605
OG0004974	LOC109418125	LOC129794133
OG0004975	LOC109418320	LOC129791412
OG0004976	LOC109428094	LOC129787320
OG0004977	LOC115269611	LOC129791609
OG0004978	LOC109427053	LOC129787957
OG0004979	LOC109416235	LOC129786316
OG0004980	LOC109418468	LOC129797837
OG0004981	LOC109408900	LOC129791765
OG0004982	LOC109408902	LOC129792684
OG0004983	LOC109408915	LOC129794017
OG0004985	LOC109418471	LOC129792691
OG0004986	LOC109408918	LOC129793990
OG0004987	LOC109424512	LOC129789422
OG0004988	LOC115253470	LOC129789431
OG0004989	LOC109407176	LOC129789398
OG0004990	LOC115255185	LOC129789412
OG0004991	LOC109430545	LOC129787560
OG0004992	LOC115260131	LOC129797757
OG0004993	LOC134284728	LOC129795718
OG0004994	LOC109430546	LOC129787551
OG0004995	LOC109425892	LOC129795899
OG0004996	LOC109425978	LOC129787503
OG0004997	LOC109425976	LOC129792028
OG0004998	LOC109425985	LOC129792110
OG0004999	LOC109425994	LOC129795704
OG0005000	LOC109426000	LOC129795618
OG0005001	LOC109426004	LOC129794410
OG0005002	LOC115256091	LOC129791911
OG0005003	LOC109414080	LOC129787449
OG0005004	LOC109414078, LOC134289046	LOC129792487
OG0005005	LOC109414079	LOC129787442
OG0005006	LOC109414086	LOC129787455
OG0005007	LOC109421641	LOC129790234
OG0005008	LOC109421618	LOC129791384
OG0005009	LOC109407320	LOC129791357
OG0005010	LOC109407322	LOC129791345
OG0005011	LOC109421643	LOC129790162
OG0005012	LOC109421642	LOC129790282
OG0005013	LOC109407327	LOC129790229
OG0005014	LOC109421631	LOC129788659
OG0005015	LOC134287523	LOC129789007
OG0005016	LOC115262255	LOC129788931
OG0005017	LOC109402506	LOC129788870
OG0005018	LOC109402516	LOC129794096
OG0005019	LOC109402503	LOC129790696
OG0005020	LOC109402145	LOC129789128
OG0005021	LOC109402517	LOC129791730
OG0005022	LOC109402496	LOC129789601
OG0005023	LOC109621731	LOC129788966
OG0005024	LOC134287520	LOC129789149
OG0005025	LOC109399311	LOC129796814
OG0005026	LOC109399304	LOC129793779
OG0005027	LOC109399358	LOC129793839
OG0005028	LOC109399376	LOC129797605
OG0005029	LOC109428283	LOC129790980
OG0005030	LOC109428278	LOC129789691
OG0005032	LOC109422813	LOC129796779
OG0005033	LOC109421803	LOC129786587
OG0005034	LOC109421791	LOC129797187
OG0005035	LOC109421799	LOC129787324
OG0005036	LOC109404637	LOC129789124
OG0005037	LOC109404613	LOC129792160
OG0005038	LOC109416572	LOC129790410
OG0005039	LOC109411693	LOC129791071
OG0005040	LOC109404622	LOC129789019
OG0005041	LOC109404611	LOC129790748
OG0005042	LOC109411683	LOC129788355
OG0005043	LOC109416574	LOC129790124
OG0005044	LOC109398092	LOC129792301
OG0005045	LOC109418980	LOC129792789
OG0005046	LOC109398060, LOC115269207	LOC129792749
OG0005047	LOC109398212	LOC129797041
OG0005048	LOC115269203	LOC129792752
OG0005049	LOC109419709	LOC129792594
OG0005050	LOC109419715	LOC129792696
OG0005051	LOC109418899	LOC129797693
OG0005052	LOC109419716	LOC129792699
OG0005053	LOC109397934	LOC129791768
OG0005054	LOC109398102	LOC129786683
OG0005055	LOC109415473	LOC129797008
OG0005056	LOC109429485	LOC129797340
OG0005057	LOC109425692	LOC129786413
OG0005058	LOC115264542	LOC129797047
OG0005059	LOC109432127	LOC129797251
OG0005060	LOC115263716	LOC129789796
OG0005061	LOC109398346	LOC129790293
OG0005062	LOC109398308	LOC129790475
OG0005063	LOC109398292	LOC129788951
OG0005064	LOC109429811	LOC129790058
OG0005065	LOC109429814	LOC129790582
OG0005066	LOC109420402	LOC129796523
OG0005067	LOC109426876	LOC129792402
OG0005068	LOC109623393	LOC129792409
OG0005069	LOC109420090	LOC129790280
OG0005070	LOC109406242	LOC129786601
OG0005071	LOC115257864	LOC129791442
OG0005072	LOC109411908	LOC129786172
OG0005073	LOC109431864	LOC129797352
OG0005074	LOC109420089	LOC129796006
OG0005075	LOC109431874	LOC129786425
