Orthogroup	Aalbopictus_AalbF5	AgambiaePEST
OG0004835	LOC115254988	AGAP009255
OG0004836	LOC115254982	AGAP009257
OG0004837	LOC109402115	AGAP009254
OG0004838	LOC115254978	AGAP009265
OG0004839	LOC109402101	AGAP009260
OG0004840	LOC109425677	AGAP006904
OG0004841	LOC109399352	AGAP002571
OG0004842	LOC109433397	AGAP002566
OG0004843	LOC115268809	AGAP002570
OG0004844	LOC109428908	AGAP008136
OG0004845	LOC109421015	AGAP029547
OG0004846	LOC109433363	AGAP002569
OG0004847	LOC109399347	AGAP002567
OG0004848	LOC109433368	AGAP002568
OG0004849	LOC109406306	AGAP002837
OG0004850	LOC109422773	AGAP003019
OG0004851	LOC109417145	AGAP011163
OG0004852	LOC109422772	AGAP000865
OG0004853	LOC109402499	AGAP008604
OG0004854	LOC109621384	AGAP008598
OG0004855	LOC109621391	AGAP008606
OG0004856	LOC109621734	AGAP008602
OG0004857	LOC115268609	AGAP008611
OG0004858	LOC109425124	AGAP010143
OG0004859	LOC109621383	AGAP009773
OG0004860	LOC109402479	AGAP008612
OG0004861	LOC109402491	AGAP008601
OG0004862	LOC109621380	AGAP008585
OG0004863	LOC109402509	AGAP008593
OG0004864	LOC109433355	AGAP002564
OG0004865	LOC109433366	AGAP002557
OG0004866	LOC109433389	AGAP002560
OG0004867	LOC109433396	AGAP002563
OG0004868	LOC109400934	AGAP000182
OG0004869	LOC109400911	AGAP000184
OG0004870	LOC109430448	AGAP002291
OG0004871	LOC109430360	AGAP002948
OG0004872	LOC109432134	AGAP002952
OG0004873	LOC109410067	AGAP002881
OG0004874	LOC109432139	AGAP002290
OG0004875	LOC109410069	AGAP002883
OG0004876	LOC109408933	AGAP007097
OG0004877	LOC109408932	AGAP000377
OG0004878	LOC109423006	AGAP000319
OG0004879	LOC109415625	AGAP005423
OG0004880	LOC109415627	AGAP000991
OG0004881	LOC109408930	AGAP000378
OG0004882	LOC109415626	AGAP000429
OG0004883	LOC109433624	AGAP000188
OG0004884	LOC109432381	AGAP000073
OG0004885	LOC109399010	AGAP010895
OG0004886	LOC109398962	AGAP004693
OG0004887	LOC109399059	AGAP010894
OG0004888	LOC115254125	AGAP010842
OG0004889	LOC109398993	AGAP028617
OG0004890	LOC109398914	AGAP011448
OG0004891	LOC109410035	AGAP007538
OG0004892	LOC109419650	AGAP007532
OG0004893	LOC115264841	AGAP007533
OG0004894	LOC109405273	AGAP006622
OG0004895	LOC109429172	AGAP002788
OG0004896	LOC109398796	AGAP002781
OG0004897	LOC109398798	AGAP002782
OG0004898	LOC109429174	AGAP002784
OG0004899	LOC109429189	AGAP004244
OG0004900	LOC109398804	AGAP002780
OG0004901	LOC109429182	AGAP003536
OG0004902	LOC115261372	AGAP013010, AGAP013378
OG0004903	LOC109424102	AGAP001782
OG0004904	LOC109416295	AGAP012755, AGAP010225
OG0004905	LOC109424067	AGAP004196
OG0004906	LOC109416297	AGAP003221
OG0004907	LOC109416303	AGAP004197
OG0004908	LOC109416292	AGAP001779
OG0004909	LOC109416293	AGAP001778
OG0004910	LOC109413902	AGAP002889
OG0004911	LOC109421114	AGAP002892
OG0004912	LOC109413900	AGAP002890
OG0004913	LOC109412620	AGAP011513
OG0004914	LOC109419967	AGAP008099
OG0004915	LOC109404761	AGAP005723
OG0004916	LOC109621275	AGAP005721
OG0004917	LOC109404762	AGAP005724
OG0004918	LOC109404752	AGAP005715
OG0004919	LOC109411723	AGAP009525
OG0004920	LOC109411721	AGAP009523
OG0004921	LOC109421405	AGAP009532
OG0004922	LOC109420649	AGAP009524
OG0004923	LOC109411726	AGAP009522
OG0004924	LOC109408611	AGAP011689
OG0004925	LOC115263397	AGAP003366
OG0004926	LOC109421952	AGAP004797
OG0004927	LOC109408613	AGAP004794
OG0004928	LOC109421935	AGAP011470
OG0004929	LOC109427111	AGAP001997
OG0004930	LOC109427121	AGAP002004
OG0004931	LOC109400172	AGAP001996
OG0004932	LOC109427117	AGAP002000
OG0004933	LOC109427099	AGAP001986
OG0004934	LOC109400204	AGAP002003
OG0004935	LOC109400192	AGAP001999
OG0004936	LOC109430300	AGAP003885
OG0004937	LOC109431949	AGAP002831
OG0004938	LOC109430284	AGAP003883
OG0004939	LOC109430298	AGAP001428
OG0004940	LOC115254112	AGAP003886
OG0004941	LOC109431943	AGAP002832
OG0004942	LOC109430264	AGAP003090
OG0004943	LOC109430279	AGAP013412
OG0004944	LOC109430265	AGAP002284
OG0004945	LOC109397409	AGAP011363
OG0004946	LOC109397423	AGAP011364
OG0004947	LOC109401575, LOC134291598	AGAP011368
OG0004948	LOC109401606	AGAP011361
OG0004949	LOC109621796	AGAP011580
OG0004950	LOC109403594	AGAP004229
OG0004951	LOC109403475	AGAP011581
OG0004952	LOC109414772	AGAP004113
OG0004953	LOC109414765	AGAP004117
OG0004954	LOC109415679	AGAP001108
OG0004955	LOC109415678	AGAP001702
OG0004956	LOC109413668	AGAP002129
OG0004957	LOC109413669	AGAP002131
OG0004958	LOC109413670	AGAP002546
OG0004959	LOC109413679	AGAP004198
OG0004960	LOC109413683	AGAP004199
OG0004961	LOC109413663	AGAP001950
OG0004962	LOC109413664	AGAP013499
OG0004963	LOC109425010	AGAP002128
OG0004964	LOC109425025	AGAP001705
OG0004965	LOC109413800	AGAP012836, AGAP004101
OG0004966	LOC109421874	AGAP001094
OG0004967	LOC109424049	AGAP011673
OG0004968	LOC109416416	AGAP001557
OG0004969	LOC115253785	AGAP001694
OG0004970	LOC109425251	AGAP004489
OG0004971	LOC109401731, LOC109422690	AGAP003751
OG0004972	LOC109412287	AGAP004062
OG0004973	LOC109412780	AGAP006058
OG0004974	LOC109418125	AGAP007475
OG0004975	LOC109418320	AGAP003540
OG0004976	LOC109428094	AGAP002017
OG0004977	LOC115269611	AGAP008658
OG0004978	LOC109427053	AGAP001364
OG0004979	LOC109416235	AGAP001367
OG0004980	LOC109418468	AGAP005239
OG0004981	LOC109408900	AGAP005254
OG0004982	LOC109408902	AGAP005255
OG0004983	LOC109408915	AGAP005234
OG0004985	LOC109418471	AGAP005241
OG0004986	LOC109408918	AGAP005233
OG0004987	LOC109424512	AGAP008110
OG0004988	LOC115253470	AGAP008108
OG0004989	LOC109407176	AGAP008111
OG0004990	LOC115255185	AGAP008107
OG0004991	LOC109430545	AGAP005173
OG0004992	LOC115260131	AGAP005168
OG0004993	LOC134284728	AGAP002480
OG0004994	LOC109430546	AGAP005170
OG0004995	LOC109425892	AGAP029302
OG0004996	LOC109425978	AGAP011030
OG0004997	LOC109425976	AGAP011031
OG0004998	LOC109425985	AGAP012808, AGAP010988
OG0004999	LOC109425994	AGAP010983
OG0005000	LOC109426000	AGAP011969
OG0005001	LOC109426004	AGAP028030
OG0005002	LOC115256091	AGAP000958
OG0005003	LOC109414080	AGAP000241
OG0005004	LOC109414078, LOC134289046	AGAP000960
OG0005005	LOC109414079	AGAP000240
OG0005006	LOC109414086	AGAP000478
OG0005007	LOC109421641	AGAP008300
OG0005008	LOC109421618	AGAP008298
OG0005009	LOC109407320	AGAP008299
OG0005010	LOC109407322	AGAP008942
OG0005011	LOC109421643	AGAP008940
OG0005012	LOC109421642	AGAP008941
OG0005013	LOC109407327	AGAP008935
OG0005014	LOC109421631	AGAP008287
OG0005015	LOC134287523	AGAP009274
OG0005016	LOC115262255	AGAP009276
OG0005017	LOC109402506	AGAP009278
OG0005018	LOC109402516	AGAP009943
OG0005019	LOC109402503	AGAP008946
OG0005020	LOC109402145	AGAP008228
OG0005021	LOC109402517	AGAP009271
OG0005022	LOC109402496	AGAP008227
OG0005023	LOC109621731	AGAP029988
OG0005024	LOC134287520	AGAP009275
OG0005025	LOC109399311	AGAP010501
OG0005026	LOC109399304	AGAP010500
OG0005027	LOC109399358	AGAP010494
OG0005028	LOC109399376	AGAP010493
OG0005029	LOC109428283	AGAP010223
OG0005030	LOC109428278	AGAP010221
OG0005031	LOC109422277	AGAP001174
OG0005032	LOC109422813	AGAP001160
OG0005033	LOC109421803	AGAP001175
OG0005034	LOC109421791	AGAP001159
OG0005035	LOC109421799	AGAP001167
OG0005036	LOC109404637	AGAP009485
OG0005037	LOC109404613	AGAP009491
OG0005038	LOC109416572	AGAP007927
OG0005039	LOC109411693	AGAP009498
OG0005040	LOC109404622	AGAP009486
OG0005041	LOC109404611	AGAP009489
OG0005042	LOC109411683	AGAP028740
OG0005043	LOC109416574	AGAP007928
OG0005044	LOC109398092	AGAP006033
OG0005045	LOC109418980	AGAP029102
OG0005046	LOC109398060, LOC115269207	AGAP006035
OG0005047	LOC109398212	AGAP005433
OG0005048	LOC115269203	AGAP005429
OG0005049	LOC109419709	AGAP006092
OG0005050	LOC109419715	AGAP005430
OG0005051	LOC109418899	AGAP006042
OG0005052	LOC109419716	AGAP005432
OG0005053	LOC109397934	AGAP029130
OG0005054	LOC109398102	AGAP006030
OG0005055	LOC109415473	AGAP002969
OG0005056	LOC109429485	AGAP013267
OG0005057	LOC109425692	AGAP006186
OG0005058	LOC115264542	AGAP002968
OG0005059	LOC109432127	AGAP003666
OG0005060	LOC115263716	AGAP003671
OG0005061	LOC109398346	AGAP007686
OG0005062	LOC109398308	AGAP009889
OG0005063	LOC109398292	AGAP007948
OG0005064	LOC109429811	AGAP007885
OG0005065	LOC109429814	AGAP007882
OG0005066	LOC109420402	AGAP011329
OG0005067	LOC109426876	AGAP010850
OG0005068	LOC109623393	AGAP010851
OG0005069	LOC109420090	AGAP010020
OG0005070	LOC109406242	AGAP010073
OG0005071	LOC115257864	AGAP010017
OG0005072	LOC109411908	AGAP010072
OG0005073	LOC109431864	AGAP001227
OG0005074	LOC109420089	AGAP010019
OG0005075	LOC109431874	AGAP001220
OG0005076	LOC109420088	AGAP010018, AGAP012743
OG0005077	LOC109405902	AGAP009954
OG0005078	LOC109407230	AGAP008621
OG0005079	LOC115258575	AGAP008631
OG0005080	LOC109407233	AGAP008625
OG0005081	LOC109414301	AGAP008626
OG0005082	LOC109414293	AGAP008620
OG0005083	LOC109405904	AGAP009935
OG0005084	LOC109405896	AGAP009953
OG0005085	LOC109421146	AGAP011895
OG0005086	LOC109410554	AGAP011896
OG0005087	LOC109421166	AGAP011911
OG0005088	LOC109423201	AGAP002955
OG0005089	LOC109397285	AGAP001411
OG0005090	LOC109423204	AGAP007855
OG0005091	LOC115257160	AGAP002956
OG0005092	LOC109397295	AGAP003157
OG0005093	LOC109426597	AGAP006364
OG0005094	LOC109426575	AGAP005408
OG0005095	LOC109426581	AGAP006239
OG0005096	LOC109426576	AGAP006240
OG0005097	LOC109406578	AGAP005418
OG0005098	LOC109406573	AGAP005419
OG0005099	LOC109410532	AGAP005413
OG0005100	LOC109427229	AGAP005417
OG0005101	LOC115265281	AGAP002289
OG0005102	LOC109427326	AGAP005415
OG0005103	LOC109426572	AGAP005409
OG0005104	LOC109418789	AGAP010444
OG0005105	LOC109418814	AGAP011740
OG0005106	LOC109418819	AGAP011733
OG0005107	LOC109418805	AGAP010443
OG0005108	LOC109415076	AGAP003923
OG0005109	LOC109414121	AGAP003093
OG0005110	LOC109414120	AGAP003094
OG0005111	LOC109415075	AGAP029118
OG0005112	LOC109403945	AGAP012289
OG0005113	LOC109414127	AGAP003279
OG0005114	LOC109403726	AGAP012290
OG0005115	LOC109403958	AGAP012288
OG0005116	LOC109426430	AGAP012287
OG0005117	LOC109427510	AGAP002177
OG0005118	LOC115264856	AGAP000167
OG0005119	LOC109402085	AGAP000877
OG0005120	LOC115264855	AGAP000166
OG0005121	LOC109414164	AGAP001312
OG0005122	LOC109414168	AGAP002518
OG0005123	LOC109414165	AGAP002534
OG0005124	LOC109414170	AGAP002516
OG0005125	LOC109414174	AGAP002512
OG0005126	LOC109414175	AGAP002513
OG0005127	LOC109414169	AGAP002517
OG0005128	LOC109426386, LOC134284610	AGAP011493
OG0005129	LOC109403422	AGAP012050, AGAP012049
OG0005130	LOC109403560	AGAP011491
OG0005131	LOC115267914	AGAP012304
OG0005132	LOC109423339	AGAP007653
OG0005133	LOC115253596	AGAP007654
OG0005134	LOC109423332	AGAP007646
OG0005135	LOC115265439	AGAP007656
OG0005136	LOC109423328	AGAP007643
OG0005137	LOC109423331	AGAP007645
OG0005138	LOC109423336	AGAP007647
OG0005139	LOC134283922	AGAP007642
OG0005140	LOC109398535	AGAP010238
OG0005141	LOC109416523	AGAP010237, AGAP010236
OG0005142	LOC115260118	AGAP007870
OG0005143	LOC115253562	AGAP001318
OG0005145	LOC115260117, LOC109431912	AGAP001313
OG0005146	LOC109426525	AGAP011629
OG0005147	LOC109426522	AGAP011626
OG0005148	LOC109405502	AGAP000880
OG0005149	LOC109414614	AGAP013209
OG0005150	LOC109427321	AGAP003477
OG0005151	LOC109405490	AGAP003619
OG0005152	LOC109405638	AGAP000007
OG0005153	LOC109430166	AGAP008426
OG0005154	LOC115265231	AGAP009107
OG0005155	LOC109430167	AGAP008427
OG0005156	LOC109430168	AGAP009239
OG0005157	LOC109430117	AGAP007904
OG0005158	LOC109430169	AGAP029466
OG0005159	LOC109428192	AGAP008665
OG0005160	LOC109398883	AGAP004272
OG0005161	LOC109429236	AGAP004256
OG0005162	LOC115269612, LOC109428190	AGAP008662
OG0005163	LOC134283902	AGAP008668
OG0005164	LOC109428193	AGAP008664
OG0005165	LOC109398795	AGAP004251
OG0005166	LOC109428196	AGAP008667
OG0005167	LOC109425098	AGAP000969
OG0005168	LOC109421883	AGAP000971
OG0005169	LOC109623365	AGAP012372
OG0005170	LOC109426924	AGAP011446
OG0005171	LOC109426927	AGAP011447
OG0005172	LOC109426905	AGAP011680
OG0005173	LOC109413631	AGAP010559
OG0005174	LOC109623332	AGAP012377
OG0005175	LOC109426897	AGAP012014
OG0005176	LOC109426895	AGAP012013
OG0005177	LOC115269984	AGAP005973
OG0005178	LOC109403233	AGAP005956
OG0005179	LOC109403193	AGAP005971
OG0005180	LOC109402698	AGAP005863
OG0005181	LOC109431739	AGAP007046
OG0005182	LOC109431742	AGAP007044
OG0005183	LOC109420561	AGAP007751
OG0005184	LOC109404819	AGAP009088
OG0005185	LOC109415653	AGAP002013
OG0005186	LOC115259068	AGAP007759
OG0005187	LOC109415654	AGAP002014
OG0005188	LOC109425042	AGAP002015
OG0005189	LOC109425041	AGAP001324
OG0005190	LOC109404512	AGAP004293
OG0005191	LOC109406320	AGAP002684
OG0005192	LOC109404479	AGAP004294
OG0005193	LOC109404489	AGAP002685
OG0005194	LOC109404495	AGAP002691
OG0005195	LOC109406379	AGAP029807
OG0005196	LOC109406369	AGAP004867
OG0005197	LOC115254896	AGAP008106
OG0005198	LOC109398703	AGAP009893
OG0005199	LOC115258651	AGAP009896
OG0005200	LOC109398721	AGAP009891
OG0005201	LOC109417070	AGAP005983
OG0005202	LOC109414744	AGAP004225
OG0005203	LOC109406407	AGAP005982
OG0005204	LOC134287618, LOC109430025	AGAP003417
OG0005205	LOC109409189	AGAP009302
OG0005206	LOC109421518	AGAP009295
OG0005207	LOC109421537	AGAP009603
OG0005208	LOC109421531	AGAP009607
OG0005209	LOC109421519	AGAP009296
OG0005210	LOC109421516	AGAP009303
OG0005211	LOC109621477	AGAP011549
OG0005212	LOC109621450	AGAP012273
OG0005213	LOC109621435	AGAP012275
OG0005214	LOC109621454	AGAP028528
OG0005215	LOC109621434	AGAP012274
OG0005216	LOC134284746	AGAP012271
OG0005217	LOC109621480	AGAP011548
OG0005218	LOC134284747	AGAP012272
OG0005219	LOC109621455	AGAP011670
OG0005220	LOC109414693	AGAP000002
OG0005221	LOC109621236	AGAP029238
OG0005222	LOC115254017	AGAP009807
OG0005223	LOC109432847	AGAP003016
OG0005224	LOC109432839	AGAP003018
OG0005225	LOC134291205	AGAP001480
OG0005226	LOC115254082	AGAP003014
OG0005227	LOC134291228	AGAP001485
OG0005228	LOC115261572	AGAP003013
OG0005229	LOC115261563	AGAP001472
OG0005230	LOC109416616	AGAP003012
OG0005231	LOC109432788	AGAP001497
OG0005232	LOC109416623	AGAP004439
OG0005233	LOC109432765	AGAP001492
OG0005234	LOC109432808	AGAP001475
OG0005235	LOC109416685	AGAP012444
OG0005236	LOC109416493	AGAP005020
OG0005237	LOC109416678	AGAP005017
OG0005238	LOC109416679	AGAP005018
OG0005239	LOC109417548	AGAP008576
OG0005240	LOC109410223	AGAP008975
OG0005241	LOC115266748	AGAP008974
OG0005242	LOC115253744	AGAP009051
OG0005243	LOC109432404	AGAP002409
OG0005244	LOC109400371, LOC115257435	AGAP002407
OG0005245	LOC115266396	AGAP004929
OG0005246	LOC115266332	AGAP010281
OG0005247	LOC109622265	AGAP003989
OG0005248	LOC109414450	AGAP010280
OG0005249	LOC109622267	AGAP005029
OG0005250	LOC109408854	AGAP002463
OG0005251	LOC109407537	AGAP012339
OG0005252	LOC109425802	AGAP012225
OG0005253	LOC109425803	AGAP029560
OG0005254	LOC109407538	AGAP012226
OG0005255	LOC109621706	AGAP005809
OG0005256	LOC109425709	AGAP005979
OG0005257	LOC109422606	AGAP005152
OG0005258	LOC109422580	AGAP005148
OG0005259	LOC109429439	AGAP007806
OG0005260	LOC109429440	AGAP008761
OG0005261	LOC109429437	AGAP007807
OG0005262	LOC109429438	AGAP007805
OG0005263	LOC109425155	AGAP028215
OG0005264	LOC109425163	AGAP008763
OG0005265	LOC109397801	AGAP007482
OG0005266	LOC109418972	AGAP006050
OG0005267	LOC109417760	AGAP004409
OG0005268	LOC109400498	AGAP002393
OG0005269	LOC115259650	AGAP002664
OG0005270	LOC109408292	AGAP002052
OG0005271	LOC115259649	AGAP001759
OG0005272	LOC109400486	AGAP002053
OG0005273	LOC109400507	AGAP004399
OG0005274	LOC109417311	AGAP005011
OG0005275	LOC109413270	AGAP003507
OG0005276	LOC115266579	AGAP005892
OG0005277	LOC109405987	AGAP002616
OG0005278	LOC109411126	AGAP007096
OG0005279	LOC109411128	AGAP005894
OG0005280	LOC109410730	AGAP003834
OG0005281	LOC109410691	AGAP003831
OG0005282	LOC109410890	AGAP001328
OG0005283	LOC109407253	AGAP008904
OG0005284	LOC109621284	AGAP007499
OG0005285	LOC109407254	AGAP008903
OG0005286	LOC115258685	AGAP008909
OG0005287	LOC115258726	AGAP009782
OG0005288	LOC109407248	AGAP009783
OG0005289	LOC109414312	AGAP009785
OG0005290	LOC109622900	AGAP009980
OG0005291	LOC109622889	AGAP008775
OG0005292	LOC115258588	AGAP009979
OG0005293	LOC115258243	AGAP028649
OG0005294	LOC109622897	AGAP009978
OG0005295	LOC109622894	AGAP013747
OG0005296	LOC109410207	AGAP009044
OG0005297	LOC109417527	AGAP009046
OG0005298	LOC109397248	AGAP002316
OG0005299	LOC109402649, LOC115256596	AGAP029477
OG0005300	LOC109407961	AGAP006747
OG0005301	LOC109403683	AGAP006761
OG0005302	LOC109424108	AGAP003124
OG0005303	LOC109424111	AGAP003126, AGAP012812
OG0005304	LOC109416273	AGAP001783
OG0005305	LOC109430250	AGAP002677
OG0005306	LOC109412409	AGAP003062
OG0005307	LOC109412401	AGAP029115
OG0005308	LOC109430287	AGAP002678
OG0005309	LOC109415631	AGAP000708
OG0005310	LOC109431103	AGAP000239
OG0005311	LOC109431144	AGAP001149
OG0005312	LOC109415543	AGAP000427
OG0005313	LOC109415741	AGAP000869
OG0005314	LOC115253976	AGAP000891
OG0005315	LOC109431151	AGAP000841
OG0005316	LOC115254961	AGAP009028
OG0005317	LOC109407549	AGAP012229
OG0005318	LOC109407551	AGAP012231
OG0005319	LOC109622873	AGAP010031
OG0005320	LOC115258081	AGAP010029
OG0005321	LOC109622875	AGAP010035
OG0005322	LOC109622883	AGAP010043, AGAP012628
OG0005323	LOC109411710	AGAP009512
OG0005324	LOC109411698, LOC134287351	AGAP009505
OG0005325	LOC109404606	AGAP009511
OG0005326	LOC109411704	AGAP009510
OG0005327	LOC109403454	AGAP010477
OG0005328	LOC109403451	AGAP012138
OG0005329	LOC109433216	AGAP010474
OG0005330	LOC109433195	AGAP010476
OG0005331	LOC109433182	AGAP012140
OG0005332	LOC109403466	AGAP010475
OG0005333	LOC109403452	AGAP010392
OG0005334	LOC109426951	AGAP006323
OG0005335	LOC109414738	AGAP006324
OG0005336	LOC134287326	AGAP005544
OG0005337	LOC109414739	AGAP006321
OG0005338	LOC109421968	AGAP000942
OG0005339	LOC109408889	AGAP010304
OG0005340	LOC109408227	AGAP005246
OG0005341	LOC109408235	AGAP005250
OG0005342	LOC109408899	AGAP005252
OG0005343	LOC109408226	AGAP005046
OG0005344	LOC109408233	AGAP005248
OG0005345	LOC109408232	AGAP005247
OG0005346	LOC109401059	AGAP003879
OG0005347	LOC109408415	AGAP003184
OG0005348	LOC109416373	AGAP004359
OG0005349	LOC109416397	AGAP002301
OG0005350	LOC109401133	AGAP002422
OG0005351	LOC109431629	AGAP007065
OG0005352	LOC134291135, LOC115260171	AGAP002420
OG0005353	LOC109401132	AGAP003743
OG0005354	LOC109406377	AGAP002167
OG0005355	LOC109411292	AGAP008857
OG0005356	LOC109405308	AGAP010034
OG0005357	LOC109411293	AGAP008858
OG0005358	LOC115264180	AGAP012453
OG0005359	LOC109429878	AGAP007896
OG0005360	LOC109429880	AGAP007901
OG0005361	LOC109415445	AGAP007911
OG0005362	LOC109429949	AGAP008164
OG0005363	LOC109429955	AGAP008269
OG0005364	LOC109415447	AGAP013719
OG0005365	LOC109415451	AGAP013727
OG0005366	LOC109415452	AGAP008267
OG0005367	LOC109415453	AGAP008266
OG0005368	LOC109410624	AGAP011799
OG0005369	LOC109410639	AGAP012189
OG0005370	LOC109410636	AGAP012306
OG0005371	LOC109410645	AGAP012184
OG0005372	LOC109410628	AGAP012309
OG0005373	LOC109420449	AGAP009546
OG0005374	LOC109410346	AGAP000476
OG0005375	LOC109411759	AGAP007866
OG0005376	LOC109404703	AGAP001224
OG0005377	LOC109420458	AGAP007863
OG0005378	LOC109404691	AGAP000562
OG0005379	LOC115259975	AGAP010841
OG0005380	LOC109401286	AGAP010874
OG0005381	LOC109623281	AGAP011962
OG0005382	LOC109401287	AGAP010932
OG0005383	LOC109418015	AGAP009202
OG0005384	LOC115255337	AGAP009204
OG0005385	LOC109417692	AGAP009190
OG0005386	LOC115264471	AGAP009279
OG0005387	LOC134283916	AGAP007376
OG0005388	LOC109399212	AGAP007359
OG0005389	LOC109399231	AGAP007378
OG0005390	LOC109413983	AGAP007358
OG0005391	LOC109413982	AGAP007357
OG0005392	LOC109421981	AGAP000912
OG0005393	LOC109421987	AGAP000190
OG0005394	LOC109427500	AGAP000173
OG0005395	LOC109425049	AGAP002009
OG0005396	LOC109408447	AGAP001342
OG0005397	LOC109408450	AGAP001338
OG0005398	LOC109419357	AGAP002917
OG0005399	LOC109408456	AGAP002916
OG0005400	LOC109402987	AGAP001469
OG0005401	LOC109411792	AGAP003222
OG0005402	LOC109403696	AGAP002157
OG0005403	LOC109621778	AGAP002539
OG0005404	LOC109403746	AGAP002739
OG0005405	LOC109405623	AGAP000283
OG0005406	LOC109402997	AGAP013112
OG0005407	LOC109414707, LOC115255155	AGAP029441
OG0005408	LOC134289980	AGAP001507
OG0005409	LOC109413067	AGAP001513
OG0005410	LOC134284018	AGAP002437
OG0005411	LOC134290082	AGAP001512
OG0005412	LOC109423086	AGAP001157
OG0005413	LOC109423350	AGAP001506
OG0005414	LOC109423435	AGAP001504
OG0005415	LOC134284328	AGAP002436
OG0005416	LOC109423263	AGAP001503
OG0005418	LOC109423417	AGAP003972
OG0005419	LOC109423425	AGAP002277
OG0005420	LOC109414508	AGAP003968
OG0005421	LOC109423413	AGAP029442
OG0005422	LOC115267959	AGAP002278
OG0005423	LOC109423416	AGAP003970
OG0005424	LOC109414568	AGAP003975
OG0005425	LOC109399730	AGAP001856
OG0005426	LOC109427035	AGAP010870
OG0005428	LOC109426318	AGAP001900
OG0005429	LOC109426322	AGAP001903
OG0005430	LOC109405631	AGAP001884
OG0005431	LOC109405004	AGAP013102
OG0005432	LOC109426316	AGAP001905
OG0005433	LOC109406728	AGAP001898
OG0005434	LOC109407229	AGAP001902
OG0005435	LOC115253517	AGAP001888
OG0005436	LOC109426347	AGAP001882
OG0005437	LOC109405847	AGAP001909
OG0005438	LOC109622904	AGAP009983
OG0005439	LOC115264776, LOC109401564	AGAP011506
OG0005440	LOC109409731	AGAP007259
OG0005441	LOC109409733	AGAP007258
OG0005442	LOC115254174	AGAP013238
OG0005443	LOC115266517	AGAP004448
OG0005444	LOC115257194	AGAP002527
OG0005445	LOC109414158	AGAP002530
OG0005446	LOC109414152	AGAP002523
OG0005447	LOC109414202	AGAP001932
OG0005448	LOC109426369	AGAP001929
OG0005449	LOC115254465	AGAP002525
OG0005450	LOC115257197	AGAP002526
OG0005451	LOC115257205	AGAP002524
OG0005452	LOC109414203	AGAP002528
OG0005453	LOC109414160	AGAP002532
OG0005454	LOC109414159	AGAP002531
OG0005455	LOC109622537	AGAP010289
OG0005456	LOC109402320	AGAP004761
OG0005458	LOC109402333	AGAP012164
OG0005459	LOC109433079	AGAP010217
OG0005460	LOC109419982	AGAP008869
OG0005461	LOC109420001	AGAP008871
OG0005462	LOC109420061	AGAP010215
OG0005463	LOC109433046	AGAP008872
OG0005464	LOC109399005	AGAP004039
OG0005465	LOC109622845	AGAP006028
OG0005466	LOC109622842	AGAP007136
OG0005467	LOC109419258	AGAP003135
OG0005468	LOC109419256	AGAP003136
OG0005469	LOC109419246	AGAP003373
OG0005470	LOC109427334	AGAP003140
OG0005471	LOC109419253	AGAP003138
OG0005472	LOC109426113	AGAP003131
OG0005473	LOC109409395	AGAP012160
OG0005474	LOC109420146	AGAP012148
OG0005475	LOC109409399	AGAP028631
OG0005476	LOC109409392	AGAP012163
OG0005477	LOC115264608	AGAP012144
OG0005478	LOC109431245	AGAP012143
OG0005479	LOC109431247	AGAP012146
OG0005480	LOC109431252	AGAP012152
OG0005482	LOC109409490	AGAP000810
OG0005483	LOC109397627	AGAP000805
OG0005484	LOC109397641	AGAP000808
OG0005485	LOC115263687	AGAP002308
OG0005486	LOC115266711	AGAP000832
OG0005487	LOC109417765	AGAP010224, AGAP012756
OG0005488	LOC109424232	AGAP008697
OG0005489	LOC109427522	AGAP001069
OG0005490	LOC109622521	AGAP007575
OG0005491	LOC109408976	AGAP007578
OG0005492	LOC109622517	AGAP007579
OG0005493	LOC109408924	AGAP007580
OG0005494	LOC109622522	AGAP007574
OG0005495	LOC109433573	AGAP009134
OG0005496	LOC109430130	AGAP009130
OG0005497	LOC109433586	AGAP009126
OG0005498	LOC109433596	AGAP009131
OG0005499	LOC109430129	AGAP009129
OG0005500	LOC109433584	AGAP009135
OG0005501	LOC109430131	AGAP009127
OG0005502	LOC115266793	AGAP009133
OG0005503	LOC109404698	AGAP000615
OG0005505	LOC109418403	AGAP002438
OG0005506	LOC109410343	AGAP000814
OG0005507	LOC109410340	AGAP000561
OG0005508	LOC109426117	AGAP002440
OG0005509	LOC109426090	AGAP002439
OG0005510	LOC109430832	AGAP005193
OG0005511	LOC109424150	AGAP003361
OG0005512	LOC109424164	AGAP004830
OG0005513	LOC109431323	AGAP011885
OG0005514	LOC109432015	AGAP011883
OG0005515	LOC109431990	AGAP011545
OG0005516	LOC109431311	AGAP012330
OG0005517	LOC115255463	AGAP008379
OG0005518	LOC109419931	AGAP008362
OG0005519	LOC109419949	AGAP008375
OG0005520	LOC109419950	AGAP008376
OG0005521	LOC115255169	AGAP008377
OG0005522	LOC109417504	AGAP008374
OG0005523	LOC109419933	AGAP008364
OG0005524	LOC109419957	AGAP008089
OG0005525	LOC109419943	AGAP028115
OG0005526	LOC109397201	AGAP004340
OG0005527	LOC109407348	AGAP004344
OG0005528	LOC109429985	AGAP009458
OG0005529	LOC115262090	AGAP009457
OG0005530	LOC109429564	AGAP009463
OG0005531	LOC109411098	AGAP005773
