Orthogroup	Aalbopictus_AalbF5	AfunestusAfunGA1
OG0003781	LOC109407566	AFUN2_012062
OG0003782	LOC109425828	AFUN2_007400
OG0003783	LOC134286285, LOC109425815	AFUN2_003535
OG0003784	LOC115262042	AFUN2_005815
OG0003785	LOC109425820	AFUN2_012272
OG0003786	LOC109411218	AFUN2_008763
OG0003787	LOC109411242	AFUN2_012013
OG0003788	LOC109425827	AFUN2_005208
OG0003789	LOC109398252	AFUN2_003422
OG0003790	LOC109411216	AFUN2_002619
OG0003791	LOC109398246	AFUN2_013043
OG0003792	LOC109407680	AFUN2_011880
OG0003793	LOC109411230	AFUN2_013561
OG0003794	LOC109411226	AFUN2_004688
OG0003795	LOC109411225	AFUN2_001650
OG0003796	LOC134289929	AFUN2_000552
OG0003797	LOC109411217	AFUN2_010190
OG0003798	LOC109407563	AFUN2_014017
OG0003799	LOC115262210	AFUN2_012633
OG0003800	LOC109411213	AFUN2_000410
OG0003801	LOC115262200	AFUN2_013030
OG0003802	LOC109419591, LOC134287813	AFUN2_006340
OG0003803	LOC109419613	AFUN2_012195
OG0003804	LOC109409267	AFUN2_004465
OG0003805	LOC109621277	AFUN2_014145
OG0003806	LOC115263310	AFUN2_011507
OG0003807	LOC109409264	AFUN2_009370
OG0003808	LOC109409261	AFUN2_002837
OG0003809	LOC109409246	AFUN2_001893
OG0003810	LOC109419587	AFUN2_003798
OG0003811	LOC109397556	AFUN2_006022
OG0003812	LOC109409251	AFUN2_010530
OG0003813	LOC109405054	AFUN2_012653
OG0003814	LOC109419584	AFUN2_014047
OG0003815	LOC109621903	AFUN2_007152
OG0003816	LOC109407359	AFUN2_005103
OG0003817	LOC109418063	AFUN2_012284
OG0003818	LOC109421660	AFUN2_012657
OG0003819	LOC109421657	AFUN2_002636
OG0003820	LOC109418121	AFUN2_006442
OG0003821	LOC109418092	AFUN2_006059
OG0003822	LOC109421652	AFUN2_009278
OG0003823	LOC109421661	AFUN2_008821
OG0003824	LOC109418088	AFUN2_000746
OG0003825	LOC109407331	AFUN2_007685
OG0003826	LOC109421651	AFUN2_008065
OG0003827	LOC109421655	AFUN2_009716
OG0003828	LOC109418214, LOC109418136	AFUN2_006743
OG0003829	LOC109419705	AFUN2_005111
OG0003830	LOC109420550	AFUN2_013548
OG0003831	LOC109421283	AFUN2_010932
OG0003832	LOC115269199	AFUN2_005331
OG0003833	LOC109416315	AFUN2_012278
OG0003834	LOC109407393	AFUN2_014485
OG0003835	LOC109416260	AFUN2_008999
OG0003836	LOC115254106	AFUN2_004435
OG0003837	LOC115263293	AFUN2_000882
OG0003838	LOC109416078	AFUN2_005853
OG0003839	LOC109407396	AFUN2_005732
OG0003840	LOC115262104	AFUN2_006304
OG0003841	LOC134284770	AFUN2_004277
OG0003842	LOC109428901	AFUN2_006671
OG0003843	LOC109429640	AFUN2_002628
OG0003844	LOC109622662	AFUN2_003141
OG0003845	LOC109622663	AFUN2_001055
OG0003846	LOC109428902	AFUN2_008096
OG0003847	LOC115269212	AFUN2_000415
OG0003848	LOC109429504	AFUN2_005942
OG0003849	LOC109429505	AFUN2_014099
OG0003850	LOC115264917	AFUN2_011818
OG0003851	LOC109431766	AFUN2_000948
OG0003852	LOC109429502	AFUN2_009746
OG0003853	LOC109402996	AFUN2_000543
OG0003854	LOC109418955	AFUN2_009125
OG0003855	LOC109418956	AFUN2_000429
OG0003856	LOC115264726	AFUN2_014787
OG0003858	LOC134285052, LOC109402086	AFUN2_002554
OG0003859	LOC109429508	AFUN2_012594
OG0003860	LOC109402985	AFUN2_005078
OG0003861	LOC109418964, LOC109418963	AFUN2_013157
OG0003862	LOC109430619	AFUN2_014344
OG0003863	LOC109423692	AFUN2_011100
OG0003864	LOC109430632	AFUN2_010403
OG0003865	LOC109423779	AFUN2_002398
OG0003866	LOC109430596	AFUN2_012873
OG0003867	LOC115270261	AFUN2_007480
OG0003868	LOC109423766	AFUN2_000485
OG0003869	LOC109430625	AFUN2_012550
OG0003870	LOC109423770	AFUN2_007812
OG0003871	LOC109430631	AFUN2_004206
OG0003872	LOC109418106	AFUN2_011128
OG0003873	LOC109418087	AFUN2_002326
OG0003874	LOC109418108	AFUN2_001752
OG0003875	LOC109418109	AFUN2_004314
OG0003876	LOC109418117, LOC109413035	AFUN2_005200
OG0003877	LOC109418090	AFUN2_000668
OG0003878	LOC109406441	AFUN2_008772
OG0003879	LOC109413160	AFUN2_009162
OG0003880	LOC109406436	AFUN2_004337
OG0003881	LOC109413107	AFUN2_011012
OG0003882	LOC109418094	AFUN2_004760
OG0003883	LOC109418080	AFUN2_008070
OG0003884	LOC109418082	AFUN2_003453
OG0003885	LOC109428435	AFUN2_003820
OG0003886	LOC109418097	AFUN2_005461
OG0003887	LOC109418098	AFUN2_002748
OG0003888	LOC109428434	AFUN2_013173
OG0003889	LOC109403571	AFUN2_011672
OG0003890	LOC109423744	AFUN2_005117
OG0003891	LOC109422967	AFUN2_007725
OG0003892	LOC109422970	AFUN2_007918
OG0003893	LOC109403574	AFUN2_012505
OG0003894	LOC109423751	AFUN2_002041
OG0003895	LOC109412366	AFUN2_010911
OG0003896	LOC109432905	AFUN2_001990
OG0003897	LOC109432867	AFUN2_009451
OG0003898	LOC109401363	AFUN2_014009
OG0003899	LOC109432871	AFUN2_012914
OG0003900	LOC109401385	AFUN2_011868
OG0003901	LOC115257192	AFUN2_014043
OG0003902	LOC109432899	AFUN2_014215
OG0003903	LOC109412371	AFUN2_014809
OG0003904	LOC109401408	AFUN2_007604
OG0003905	LOC109422443	AFUN2_000374
OG0003906	LOC109400000	AFUN2_001717
OG0003907	LOC109424498	AFUN2_011438
OG0003908	LOC109422445	AFUN2_010160
OG0003909	LOC109422421	AFUN2_006129
OG0003910	LOC109622492	AFUN2_004095
OG0003911	LOC109423549	AFUN2_006447
OG0003912	LOC109622343	AFUN2_006941
OG0003913	LOC109408343	AFUN2_001460
OG0003914	LOC109423281	AFUN2_004822
OG0003915	LOC109622491	AFUN2_008629
OG0003916	LOC109423363	AFUN2_014037
OG0003917	LOC109408687	AFUN2_007024
OG0003918	LOC109622488	AFUN2_014356
OG0003919	LOC115254498	AFUN2_003576
OG0003920	LOC109423371	AFUN2_001487
OG0003921	LOC109427698	AFUN2_014502
OG0003922	LOC109427678	AFUN2_008324
OG0003923	LOC109426686	AFUN2_008546
OG0003924	LOC109431390	AFUN2_003715
OG0003925	LOC109419065	AFUN2_006665
OG0003926	LOC109419041	AFUN2_014352
OG0003927	LOC109408129	AFUN2_012720
OG0003928	LOC109419076	AFUN2_000969
OG0003929	LOC109413597	AFUN2_003759
OG0003930	LOC109419059	AFUN2_006781
OG0003931	LOC134287841, LOC109419043	AFUN2_010929
OG0003932	LOC109408120	AFUN2_013871
OG0003933	LOC109408138	AFUN2_000822
OG0003934	LOC109408128	AFUN2_002107
OG0003935	LOC109426652	AFUN2_012775
OG0003936	LOC115265270	AFUN2_004474
OG0003937	LOC109402269	AFUN2_012364
OG0003938	LOC109416800	AFUN2_005715
OG0003939	LOC109402400	AFUN2_007028
OG0003940	LOC109415853	AFUN2_003951
OG0003941	LOC109415854	AFUN2_001192
OG0003942	LOC109402466	AFUN2_004008
OG0003943	LOC109415856	AFUN2_007563
OG0003944	LOC109413960	AFUN2_002714
OG0003945	LOC109413961	AFUN2_013575
OG0003946	LOC109399190	AFUN2_002009
OG0003947	LOC109431677	AFUN2_011320
OG0003948	LOC109430917	AFUN2_005095
OG0003949	LOC115267497	AFUN2_003705
OG0003950	LOC109431664	AFUN2_008780
OG0003951	LOC109431724	AFUN2_009816
OG0003952	LOC109430867	AFUN2_008402
OG0003953	LOC109431680	AFUN2_013696
OG0003954	LOC109431691	AFUN2_010269
OG0003955	LOC109430942	AFUN2_004410
OG0003956	LOC109431723	AFUN2_008696
OG0003957	LOC109431714	AFUN2_011803
OG0003958	LOC109419734	AFUN2_013722
OG0003959	LOC115253476	AFUN2_010375
OG0003960	LOC109419733	AFUN2_013503
OG0003961	LOC115255067	AFUN2_011101
OG0003962	LOC109407386	AFUN2_010420
OG0003963	LOC109417052, LOC109420538	AFUN2_002340
OG0003964	LOC109417064	AFUN2_010806
OG0003965	LOC109407379	AFUN2_007227
OG0003966	LOC109420628	AFUN2_013469
OG0003967	LOC115255819	AFUN2_012101
OG0003968	LOC115255048	AFUN2_008390
OG0003969	LOC109407410	AFUN2_002497
OG0003970	LOC109407434	AFUN2_000656
OG0003971	LOC109407535	AFUN2_004747
OG0003972	LOC109407750	AFUN2_006197
OG0003973	LOC109420524	AFUN2_004517
OG0003974	LOC109401716	AFUN2_000599
OG0003975	LOC109433145	AFUN2_000369
OG0003976	LOC109433126	AFUN2_008945
OG0003977	LOC109401715	AFUN2_003871
OG0003978	LOC109433097	AFUN2_007829
OG0003979	LOC109401721	AFUN2_004222
OG0003980	LOC109401713	AFUN2_001415
OG0003981	LOC109401719	AFUN2_005183
OG0003982	LOC109427901	AFUN2_010716
OG0003983	LOC109428057	AFUN2_001900
OG0003984	LOC109427781	AFUN2_000635
OG0003985	LOC109427916	AFUN2_009796
OG0003986	LOC109427799	AFUN2_010788
OG0003987	LOC115262469	AFUN2_009102
OG0003988	LOC134287652	AFUN2_013524
OG0003989	LOC109427874	AFUN2_009157
OG0003990	LOC109428260	AFUN2_013036
OG0003991	LOC134287648	AFUN2_011310
OG0003992	LOC109428028	AFUN2_004880
OG0003993	LOC109427879	AFUN2_003750
OG0003994	LOC109422480	AFUN2_009336
OG0003995	LOC109424298	AFUN2_009053
OG0003996	LOC109422486	AFUN2_012191
OG0003997	LOC109428667	AFUN2_001570
OG0003998	LOC109422483	AFUN2_011587
OG0003999	LOC109422464	AFUN2_010583
OG0004000	LOC109428652	AFUN2_006455
OG0004001	LOC115264640	AFUN2_014243
OG0004002	LOC109428639	AFUN2_002439
OG0004003	LOC109412632	AFUN2_004922
OG0004004	LOC109422493	AFUN2_010719
OG0004005	LOC109421431	AFUN2_006949
OG0004006	LOC109421430	AFUN2_004562
OG0004007	LOC109621336	AFUN2_008462
OG0004008	LOC109421437	AFUN2_014188
OG0004010	LOC109421412	AFUN2_003572
OG0004011	LOC109421509	AFUN2_007813
OG0004012	LOC115265508	AFUN2_001239
OG0004013	LOC109421461	AFUN2_008861
OG0004014	LOC109432562	AFUN2_001230
OG0004015	LOC109421429	AFUN2_004694
OG0004016	LOC109621337	AFUN2_000443
OG0004017	LOC109417759	AFUN2_011682
OG0004018	LOC109420023	AFUN2_002303
OG0004019	LOC109417750	AFUN2_000586
OG0004020	LOC109417757	AFUN2_001273
OG0004021	LOC109401849	AFUN2_004159
OG0004022	LOC109420020	AFUN2_004944
OG0004023	LOC115256393	AFUN2_007547
OG0004024	LOC109401931	AFUN2_014322
OG0004025	LOC109417754	AFUN2_006100
OG0004026	LOC109429118	AFUN2_006632
OG0004027	LOC109429106	AFUN2_001855
OG0004028	LOC109429121, LOC134290039	AFUN2_004883
OG0004029	LOC115254067	AFUN2_013160
OG0004030	LOC109429104	AFUN2_007777
OG0004031	LOC109429124	AFUN2_012083
OG0004032	LOC109429145	AFUN2_007025
OG0004033	LOC109398827	AFUN2_006640
OG0004034	LOC109429149	AFUN2_010633
OG0004035	LOC109429115	AFUN2_009241
OG0004036	LOC109409024	AFUN2_009972
OG0004037	LOC109429125	AFUN2_008221
OG0004038	LOC109429110	AFUN2_014314
OG0004039	LOC109412592, LOC109433532	AFUN2_002739
OG0004040	LOC109412595	AFUN2_002684
OG0004041	LOC109428400	AFUN2_011122
OG0004042	LOC109415199	AFUN2_007105
OG0004043	LOC109402212	AFUN2_013782
OG0004044	LOC109428405	AFUN2_010300
OG0004045	LOC109433581	AFUN2_009962
OG0004046	LOC109412596	AFUN2_005408
OG0004047	LOC109421296	AFUN2_003001
OG0004048	LOC109421312	AFUN2_009951
OG0004049	LOC109427815	AFUN2_011098
OG0004050	LOC109621857	AFUN2_003844
OG0004051	LOC109421342	AFUN2_003209
OG0004052	LOC109621801	AFUN2_004304
OG0004053	LOC109621853	AFUN2_014556
OG0004054	LOC109621806	AFUN2_011860
OG0004055	LOC115265572	AFUN2_002503
OG0004056	LOC109621800	AFUN2_006819
OG0004057	LOC109621809	AFUN2_007393
OG0004058	LOC109421298	AFUN2_007406
OG0004059	LOC109421307	AFUN2_014296
OG0004060	LOC109623109	AFUN2_005659
OG0004061	LOC115263514	AFUN2_011712
OG0004062	LOC109623113	AFUN2_011498
OG0004063	LOC109403155	AFUN2_010275
OG0004064	LOC115267930	AFUN2_000977
OG0004065	LOC109623445	AFUN2_014646
OG0004066	LOC109431576	AFUN2_010494
OG0004067	LOC109403173	AFUN2_003385
OG0004068	LOC109622224	AFUN2_001628
OG0004069	LOC109622219	AFUN2_012114
OG0004070	LOC109431601	AFUN2_012111
OG0004071	LOC109621320	AFUN2_000424
OG0004072	LOC109431143	AFUN2_012042
OG0004073	LOC109398039	AFUN2_000568
OG0004074	LOC115256846	AFUN2_006154
OG0004075	LOC109399511	AFUN2_005643
OG0004076	LOC109424942	AFUN2_011533
OG0004077	LOC109398045	AFUN2_002901
OG0004078	LOC109398016	AFUN2_000780
OG0004079	LOC134287681, LOC109398020	AFUN2_011621
OG0004080	LOC109431126	AFUN2_004687
OG0004081	LOC109425653	AFUN2_013438
OG0004082	LOC109409313	AFUN2_008257
OG0004083	LOC115258948	AFUN2_012671
OG0004084	LOC109410273	AFUN2_004372
OG0004085	LOC109409318	AFUN2_011999
OG0004086	LOC109409309	AFUN2_008674
OG0004087	LOC115258703	AFUN2_005189
OG0004088	LOC115258621	AFUN2_007063
OG0004089	LOC115258678	AFUN2_010113
OG0004090	LOC109419112	AFUN2_000785
OG0004091	LOC109410272	AFUN2_014807
OG0004092	LOC115266546	AFUN2_003841
OG0004093	LOC109410276, LOC115266529	AFUN2_001129
OG0004094	LOC109423494	AFUN2_003058
OG0004095	LOC109432145	AFUN2_009234
OG0004096	LOC109414073	AFUN2_007836
OG0004097	LOC109432137	AFUN2_012683
OG0004098	LOC109432128	AFUN2_009546
OG0004099	LOC109423500	AFUN2_008623
OG0004100	LOC109432141	AFUN2_011287
OG0004101	LOC109423516	AFUN2_007298
OG0004102	LOC109432171	AFUN2_007015
OG0004103	LOC109397575	AFUN2_006567
OG0004104	LOC109406697	AFUN2_005941
OG0004105	LOC109622350	AFUN2_006629
OG0004106	LOC109622374	AFUN2_012135
OG0004107	LOC109409852	AFUN2_003376
OG0004108	LOC109415739	AFUN2_008649
OG0004109	LOC109409854	AFUN2_009443
OG0004110	LOC109409855	AFUN2_005241
OG0004111	LOC109415738	AFUN2_003056
OG0004112	LOC109397121	AFUN2_012756
OG0004113	LOC109417066	AFUN2_008305
OG0004114	LOC109398402	AFUN2_007045
OG0004115	LOC109409430	AFUN2_008627
OG0004116	LOC109400388	AFUN2_004623
OG0004117	LOC109409410	AFUN2_002387
OG0004118	LOC109409409	AFUN2_010936
OG0004119	LOC109425310	AFUN2_012484
OG0004120	LOC109425340	AFUN2_010834
OG0004121	LOC109425339	AFUN2_001329
OG0004122	LOC109415419	AFUN2_004401
OG0004123	LOC109419817	AFUN2_002730
OG0004124	LOC109425317	AFUN2_004070
OG0004125	LOC109419801	AFUN2_014686
OG0004126	LOC109425318	AFUN2_010529
OG0004127	LOC109425342	AFUN2_014297
OG0004128	LOC109425345	AFUN2_006986
OG0004129	LOC109425308	AFUN2_012776
OG0004130	LOC109425333	AFUN2_013728
OG0004131	LOC109425283	AFUN2_006704
OG0004132	LOC109425343	AFUN2_008341
OG0004133	LOC109425336	AFUN2_006272
OG0004134	LOC109403397	AFUN2_011702
OG0004135	LOC109403415	AFUN2_000672
OG0004136	LOC115257380	AFUN2_000352
OG0004137	LOC115257517	AFUN2_006320
OG0004138	LOC134287359, LOC109426646	AFUN2_010407
OG0004139	LOC115257539, LOC115257416	AFUN2_008195
OG0004140	LOC109399746	AFUN2_012517
OG0004141	LOC109427864	AFUN2_011681
OG0004142	LOC109424143, LOC134287076	AFUN2_006357
OG0004143	LOC109622324	AFUN2_009818
OG0004144	LOC109622323	AFUN2_011380
OG0004145	LOC109410826	AFUN2_004655
OG0004146	LOC109421243	AFUN2_014526
OG0004147	LOC109429786	AFUN2_007657
OG0004148	LOC109398287	AFUN2_011670
OG0004149	LOC109429784	AFUN2_002137
OG0004150	LOC109405985	AFUN2_004341
OG0004151	LOC115258213	AFUN2_011335
OG0004152	LOC109410096	AFUN2_000377
OG0004153	LOC109405983	AFUN2_007437
OG0004154	LOC115265400	AFUN2_012314
OG0004155	LOC109410364	AFUN2_005256
OG0004156	LOC109410370	AFUN2_013820
OG0004157	LOC109432151	AFUN2_009392
OG0004158	LOC109426805	AFUN2_010309
OG0004159	LOC115260665	AFUN2_000907
OG0004160	LOC109423485	AFUN2_011393
OG0004161	LOC109423458	AFUN2_005492
OG0004162	LOC109426806	AFUN2_014557
OG0004163	LOC109431926	AFUN2_008304
OG0004164	LOC109424051	AFUN2_014372
OG0004165	LOC115266062	AFUN2_012784
OG0004166	LOC109404422	AFUN2_007193
OG0004167	LOC109431900	AFUN2_007233
OG0004168	LOC109425537	AFUN2_005318
OG0004169	LOC109398981	AFUN2_012606
OG0004170	LOC109398973	AFUN2_002531
OG0004171	LOC109404398	AFUN2_004940
OG0004172	LOC109404399	AFUN2_002746
OG0004173	LOC115269993	AFUN2_011493
OG0004174	LOC109403855	AFUN2_012394
OG0004175	LOC115264227	AFUN2_008469
OG0004176	LOC115269988	AFUN2_007610
OG0004177	LOC109412789, LOC134284143	AFUN2_003688
OG0004178	LOC109403859	AFUN2_008368
OG0004179	LOC109403850	AFUN2_010579
OG0004180	LOC109417026	AFUN2_013646
OG0004181	LOC109432048	AFUN2_011722
OG0004182	LOC115264229	AFUN2_000433
OG0004183	LOC109403860	AFUN2_007972
OG0004184	LOC109404030	AFUN2_005038
OG0004185	LOC109403857	AFUN2_001267
OG0004186	LOC109422260	AFUN2_008093
OG0004187	LOC134291851	AFUN2_007070
OG0004188	LOC134291865	AFUN2_003857
OG0004189	LOC134291864	AFUN2_002885
OG0004190	LOC109422297	AFUN2_002479
OG0004191	LOC134291863	AFUN2_010383
OG0004192	LOC134291861	AFUN2_010789
OG0004193	LOC134290050	AFUN2_002743
OG0004194	LOC109422261	AFUN2_013221
OG0004195	LOC134291862	AFUN2_004859
OG0004196	LOC109422249	AFUN2_008534
OG0004197	LOC109408313	AFUN2_011177
OG0004198	LOC109623079	AFUN2_003529
OG0004199	LOC109623092	AFUN2_005990
OG0004200	LOC109621271	AFUN2_005228
OG0004201	LOC109416865	AFUN2_001863
OG0004202	LOC134285145	AFUN2_012048
OG0004203	LOC134285153	AFUN2_009449
OG0004204	LOC109422944	AFUN2_013988
OG0004205	LOC109403520	AFUN2_014782
OG0004206	LOC109422874	AFUN2_011314
OG0004207	LOC109397601	AFUN2_010649
OG0004208	LOC109422866	AFUN2_012984
OG0004209	LOC109397594	AFUN2_009845
OG0004210	LOC109403521	AFUN2_003552
OG0004211	LOC134285150	AFUN2_010181
OG0004212	LOC109622293	AFUN2_014279
OG0004213	LOC109405078	AFUN2_004405
OG0004214	LOC109405090	AFUN2_006102
OG0004215	LOC109405083	AFUN2_000606
OG0004216	LOC109416555	AFUN2_013399
OG0004217	LOC109405088	AFUN2_006276
OG0004218	LOC109416551	AFUN2_011872
OG0004219	LOC109425733	AFUN2_012753
OG0004220	LOC109623017	AFUN2_011756
OG0004221	LOC109409089	AFUN2_007554
OG0004222	LOC109623022	AFUN2_006797
OG0004223	LOC109409079	AFUN2_007457
OG0004224	LOC109419239	AFUN2_008288
OG0004225	LOC109419229	AFUN2_007828
OG0004226	LOC109407483	AFUN2_006805
OG0004227	LOC109399852	AFUN2_012750
OG0004228	LOC109407487	AFUN2_007751
OG0004229	LOC115267059	AFUN2_002507
OG0004230	LOC109407473	AFUN2_010336
OG0004231	LOC109407480	AFUN2_009389
OG0004232	LOC109412953	AFUN2_001933
OG0004233	LOC109412949	AFUN2_010833
OG0004234	LOC109424901	AFUN2_004322
OG0004235	LOC115260681	AFUN2_003214
OG0004236	LOC109424872	AFUN2_008621
OG0004237	LOC115260964	AFUN2_007726
OG0004238	LOC109424980	AFUN2_003707
OG0004239	LOC109412947	AFUN2_012018
OG0004240	LOC109414231	AFUN2_005357
OG0004241	LOC109423718	AFUN2_014536
OG0004242	LOC109423720	AFUN2_000370
OG0004243	LOC109423717	AFUN2_007535
OG0004244	LOC109426600	AFUN2_013371
OG0004245	LOC109414219	AFUN2_012865
OG0004246	LOC109414236	AFUN2_013698
OG0004247	LOC109417738	AFUN2_011832
OG0004248	LOC109426601	AFUN2_014212
OG0004249	LOC109414230	AFUN2_014540
OG0004250	LOC115265479	AFUN2_007914
OG0004251	LOC109414823	AFUN2_004414
OG0004252	LOC109414821	AFUN2_011465
OG0004253	LOC109623042	AFUN2_011403
OG0004254	LOC109418606	AFUN2_007123
OG0004255	LOC115270414	AFUN2_003930
OG0004256	LOC109420874	AFUN2_003388
OG0004257	LOC109411671	AFUN2_003698
OG0004258	LOC109398687	AFUN2_001664
OG0004259	LOC109412930	AFUN2_004265
OG0004260	LOC109418703	AFUN2_014291
OG0004261	LOC109415954	AFUN2_007378
OG0004262	LOC109415943	AFUN2_010641
OG0004263	LOC109420078	AFUN2_001455
OG0004264	LOC109410420	AFUN2_007338
OG0004265	LOC109420070	AFUN2_013478
OG0004266	LOC115254318	AFUN2_001337
OG0004267	LOC115266888	AFUN2_006622
OG0004268	LOC109412457, LOC134286645	AFUN2_003740
OG0004269	LOC115263758	AFUN2_006894
OG0004270	LOC109412435	AFUN2_012786
OG0004271	LOC109412434	AFUN2_010626
OG0004272	LOC109420697	AFUN2_006845
OG0004273	LOC109416059	AFUN2_009670
OG0004274	LOC109402946	AFUN2_005065
OG0004275	LOC109402954	AFUN2_009940
OG0004276	LOC109419871	AFUN2_013910
OG0004277	LOC109419873	AFUN2_009760
OG0004278	LOC109415713	AFUN2_013159
OG0004279	LOC115264191	AFUN2_003415
OG0004280	LOC109402928	AFUN2_002449
OG0004281	LOC109420705	AFUN2_010945
OG0004282	LOC109420702	AFUN2_005919
OG0004283	LOC109402949	AFUN2_013806
OG0004284	LOC109406392	AFUN2_001785
OG0004285	LOC109411427	AFUN2_007575
OG0004286	LOC115267759	AFUN2_007344
OG0004287	LOC109409866	AFUN2_010909
OG0004288	LOC109428856	AFUN2_013011
OG0004289	LOC109428850	AFUN2_006885
OG0004290	LOC109427577	AFUN2_002855
OG0004291	LOC109429943	AFUN2_002410
OG0004292	LOC109427583	AFUN2_009068
OG0004293	LOC109427582	AFUN2_001085
OG0004294	LOC109398321	AFUN2_006756
OG0004295	LOC109408026	AFUN2_003571
OG0004296	LOC134283956, LOC109427588	AFUN2_003861
OG0004297	LOC134289419, LOC134284107	AFUN2_006087
OG0004298	LOC109402037	AFUN2_005663
OG0004299	LOC134289964	AFUN2_005306
OG0004300	LOC134284025	AFUN2_000371
OG0004301	LOC109399758	AFUN2_009180
OG0004302	LOC109401982	AFUN2_010825
OG0004303	LOC115254114	AFUN2_009019
OG0004304	LOC134292086	AFUN2_001376
OG0004305	LOC109402035	AFUN2_006251
OG0004306	LOC109402030	AFUN2_013004
OG0004307	LOC109413707	AFUN2_009265
OG0004308	LOC109399701	AFUN2_010152
OG0004309	LOC134291390	AFUN2_008182
OG0004310	LOC109413708, LOC115265550	AFUN2_011629
OG0004311	LOC115270921	AFUN2_004264
OG0004312	LOC109399584	AFUN2_009015
OG0004313	LOC109399674	AFUN2_001802
OG0004314	LOC109400763	AFUN2_012646
OG0004315	LOC109399656	AFUN2_009635
OG0004316	LOC109397727	AFUN2_005634
OG0004317	LOC109398778	AFUN2_014258
OG0004318	LOC109399590	AFUN2_008361
OG0004319	LOC109401597	AFUN2_007644
OG0004320	LOC115267841	AFUN2_012296
OG0004321	LOC109401443	AFUN2_011447
OG0004322	LOC109399666	AFUN2_007104
OG0004323	LOC109399620, LOC134289671	AFUN2_010697
OG0004324	LOC109401278	AFUN2_009651
OG0004325	LOC115267840	AFUN2_011462
OG0004326	LOC109621530	AFUN2_009767
OG0004327	LOC134289675, LOC109399599	AFUN2_003768
OG0004328	LOC109400976	AFUN2_005420
OG0004329	LOC109399315, LOC134289670	AFUN2_005058
OG0004330	LOC115254196	AFUN2_012392
OG0004331	LOC109410018	AFUN2_010225
OG0004332	LOC109407813	AFUN2_001424
OG0004333	LOC109431314	AFUN2_006599
OG0004335	LOC115264566	AFUN2_001805
OG0004336	LOC109431312	AFUN2_013025
OG0004337	LOC109431308	AFUN2_013222
OG0004338	LOC109410099	AFUN2_008076
OG0004339	LOC109431320	AFUN2_013668
OG0004340	LOC109410063, LOC134286980	AFUN2_007965
OG0004341	LOC109431999	AFUN2_002279
OG0004342	LOC109409972	AFUN2_010337
OG0004343	LOC109425348	AFUN2_007130
OG0004344	LOC109408178	AFUN2_002245
OG0004345	LOC109408185	AFUN2_001245
OG0004346	LOC115267037	AFUN2_001770
OG0004347	LOC109412008	AFUN2_014541
OG0004348	LOC109424491	AFUN2_007396
OG0004349	LOC109424486	AFUN2_013462
OG0004350	LOC109408029	AFUN2_008912
OG0004351	LOC115262431	AFUN2_013100
OG0004352	LOC109407925	AFUN2_013003
OG0004353	LOC109424489	AFUN2_003342
OG0004354	LOC109420062	AFUN2_008784
OG0004355	LOC109424481	AFUN2_011560
OG0004356	LOC109407882	AFUN2_010707
OG0004357	LOC115260228	AFUN2_006128
OG0004358	LOC109407916	AFUN2_012777
OG0004359	LOC109422393	AFUN2_013773
OG0004360	LOC109424479	AFUN2_007225
OG0004361	LOC109412028	AFUN2_013343
OG0004362	LOC109424482	AFUN2_009189
OG0004363	LOC109416898	AFUN2_001041
OG0004364	LOC109424487	AFUN2_012378, AFUN2_006561
OG0004365	LOC109423757	AFUN2_013406
OG0004366	LOC109423678	AFUN2_012838
OG0004367	LOC109414263	AFUN2_013296
OG0004368	LOC109414265	AFUN2_004871
OG0004369	LOC109429094	AFUN2_009948
OG0004371	LOC109422143	AFUN2_014778
OG0004372	LOC115254221	AFUN2_013455
OG0004373	LOC109399389	AFUN2_006218
OG0004374	LOC109422142	AFUN2_013073
OG0004375	LOC109426939	AFUN2_010086
OG0004376	LOC109426930	AFUN2_013997
OG0004377	LOC109430323	AFUN2_011797
OG0004378	LOC134291682	AFUN2_009028
OG0004379	LOC109404412	AFUN2_010919
OG0004380	LOC109399745	AFUN2_003092
OG0004381	LOC109404561	AFUN2_003668
OG0004382	LOC109413735	AFUN2_001922
OG0004383	LOC109404751	AFUN2_010841
OG0004384	LOC109404581	AFUN2_011071
OG0004385	LOC134289441	AFUN2_001553
OG0004386	LOC109398644	AFUN2_005796
OG0004387	LOC134292191	AFUN2_010652
OG0004388	LOC109404439	AFUN2_004168
OG0004389	LOC109404395	AFUN2_003546
OG0004390	LOC109398643	AFUN2_004692
OG0004391	LOC109404806	AFUN2_005334
OG0004392	LOC109398637	AFUN2_012410
OG0004393	LOC109398645	AFUN2_003390
OG0004394	LOC109404784	AFUN2_001748
OG0004395	LOC109398641	AFUN2_014060
OG0004396	LOC134289424	AFUN2_012690
OG0004397	LOC109428708	AFUN2_007326
OG0004398	LOC109428714	AFUN2_002616
OG0004399	LOC109424270	AFUN2_010814
OG0004400	LOC109424273	AFUN2_004247
OG0004401	LOC109428701	AFUN2_004298
OG0004402	LOC109428707	AFUN2_004323
OG0004403	LOC109424281	AFUN2_008355
OG0004404	LOC109406224	AFUN2_005335
OG0004405	LOC109398460	AFUN2_013411
OG0004406	LOC109398472	AFUN2_001624
OG0004407	LOC109406200	AFUN2_005671
OG0004408	LOC134285658	AFUN2_003411
OG0004409	LOC134285660	AFUN2_003461
OG0004410	LOC109402694	AFUN2_014819
