Orthogroup	AminimusMINIMUS1	AstephensiUCISS2018
OG0005085	AMIN008578	ASTEI20_034886
OG0005086	AMIN008579	ASTEI20_037182
OG0005087	AMIN008591	ASTEI20_039387, ASTEI20_045889
OG0005088	AMIN003162	ASTEI20_043295
OG0005089	AMIN000587	ASTEI20_031125
OG0005090	AMIN007147	ASTEI20_045847
OG0005091	AMIN003161	ASTEI20_036286
OG0005092	AMIN004623	ASTEI20_045887
OG0005093	AMIN008001	ASTEI20_035348
OG0005094	AMIN011355	ASTEI20_032008
OG0005095	AMIN011350	ASTEI20_033355
OG0005096	AMIN011351	ASTEI20_044758
OG0005097	AMIN011367	ASTEI20_034715
OG0005098	AMIN011368	ASTEI20_045406
OG0005099	AMIN011362	ASTEI20_036083
OG0005100	AMIN011366	ASTEI20_043561
OG0005101	AMIN004568	ASTEI20_043259
OG0005102	AMIN011364	ASTEI20_043166
OG0005103	AMIN011356	ASTEI20_036000
OG0005104	AMIN005001	ASTEI20_040264
OG0005105	AMIN008715	ASTEI20_042778
OG0005106	AMIN008722	ASTEI20_039440
OG0005107	AMIN005000	ASTEI20_043544
OG0005108	AMIN000279	ASTEI20_042801
OG0005109	AMIN003797	ASTEI20_037104
OG0005110	AMIN003798	ASTEI20_031535
OG0005111	AMIN000280	ASTEI20_041795
OG0005112	AMIN006887	ASTEI20_033738
OG0005113	AMIN000363	ASTEI20_041903
OG0005114	AMIN006885	ASTEI20_041105
OG0005115	AMIN006888	ASTEI20_030829
OG0005116	AMIN006889	ASTEI20_040422
OG0005117	AMIN003090	ASTEI20_041172
OG0005118	AMIN005432	ASTEI20_039206
OG0005119	AMIN005830	ASTEI20_045473
OG0005120	AMIN015905	ASTEI20_035619
OG0005121	AMIN015819	ASTEI20_032934
OG0005122	AMIN002527	ASTEI20_041015
OG0005123	AMIN002544	ASTEI20_040974
OG0005124	AMIN002525	ASTEI20_040119
OG0005125	AMIN002521	ASTEI20_030865
OG0005126	AMIN002522	ASTEI20_042551
OG0005127	AMIN002526	ASTEI20_035356
OG0005129	AMIN015964	ASTEI20_044319
OG0005130	AMIN009034	ASTEI20_036893
OG0005131	AMIN006871	ASTEI20_032674
OG0005132	AMIN010293	ASTEI20_045343
OG0005133	AMIN010294	ASTEI20_041030
OG0005134	AMIN010288	ASTEI20_036075
OG0005135	AMIN010297	ASTEI20_030800
OG0005136	AMIN010284	ASTEI20_042470
OG0005137	AMIN010287	ASTEI20_034434
OG0005138	AMIN010289	ASTEI20_041544
OG0005139	AMIN010283	ASTEI20_045545
OG0005140	AMIN001154	ASTEI20_035993
OG0005141	AMIN001155	ASTEI20_031221
OG0005142	AMIN007134	ASTEI20_040795
OG0005143	AMIN002169	ASTEI20_039226
OG0005144	AMIN002545	ASTEI20_042178
OG0005145	AMIN002172	ASTEI20_031683
OG0005146	AMIN008816	ASTEI20_042341
OG0005147	AMIN008817	ASTEI20_032066
OG0005148	AMIN001946	ASTEI20_040814
OG0005149	AMIN004214	ASTEI20_037764
OG0005150	AMIN000917	ASTEI20_045260
OG0005151	AMIN002790	ASTEI20_044107
OG0005152	AMIN005345	ASTEI20_035085
OG0005153	AMIN009783	ASTEI20_042181
OG0005155	AMIN009784	ASTEI20_039108
OG0005156	AMIN009766	ASTEI20_044714
OG0005157	AMIN007096	ASTEI20_030891
OG0005158	AMIN009767	ASTEI20_044137
OG0005159	AMIN009083	ASTEI20_043305
OG0005160	AMIN004077	ASTEI20_043937
OG0005161	AMIN004097	ASTEI20_033464
OG0005162	AMIN009085	ASTEI20_039600
OG0005163	AMIN015986	ASTEI20_043953
OG0005164	AMIN009084	ASTEI20_032668
OG0005165	AMIN004100	ASTEI20_039501
OG0005166	AMIN009081	ASTEI20_040190
OG0005167	AMIN005112	ASTEI20_040875
OG0005168	AMIN005110	ASTEI20_035133
OG0005169	AMIN008951	ASTEI20_040374
OG0005170	AMIN008993	ASTEI20_042682
OG0005171	AMIN008994	ASTEI20_037657
OG0005172	AMIN008778	ASTEI20_039543
OG0005173	AMIN001302	ASTEI20_045669, ASTEI20_042655
OG0005174	AMIN008948	ASTEI20_042511
OG0005175	AMIN004439	ASTEI20_039405
OG0005176	AMIN004438	ASTEI20_042044
OG0005177	AMIN010957	ASTEI20_038920
OG0005178	AMIN010975	ASTEI20_041704
OG0005179	AMIN010959	ASTEI20_041142
OG0005180	AMIN009997	ASTEI20_037820
OG0005181	AMIN011097	ASTEI20_042331
OG0005183	AMIN006335	ASTEI20_045840
OG0005184	AMIN009631	ASTEI20_038019
OG0005185	AMIN003324	ASTEI20_035906
OG0005186	AMIN006342	ASTEI20_030974, ASTEI20_034850
OG0005187	AMIN003325	ASTEI20_038981
OG0005188	AMIN003326	ASTEI20_037713
OG0005189	AMIN016239	ASTEI20_036488
OG0005190	AMIN003005	ASTEI20_031372
OG0005191	AMIN003622	ASTEI20_034222
OG0005192	AMIN003004	ASTEI20_039109
OG0005193	AMIN003621	ASTEI20_038686
OG0005194	AMIN003617	ASTEI20_034705
OG0005195	AMIN011649	ASTEI20_043531, ASTEI20_037616
OG0005196	AMIN011648	ASTEI20_044343
OG0005197	AMIN015925	ASTEI20_032152
OG0005198	AMIN006840	ASTEI20_037813
OG0005199	AMIN006838	ASTEI20_031264
OG0005200	AMIN006844	ASTEI20_044997
OG0005201	AMIN010946	ASTEI20_035706
OG0005202	AMIN004129	ASTEI20_044779, ASTEI20_045724
OG0005203	AMIN010948	ASTEI20_039693
OG0005204	AMIN015881	ASTEI20_041037
OG0005205	AMIN001739	ASTEI20_038090
OG0005206	AMIN001736	ASTEI20_036404
OG0005207	AMIN009838	ASTEI20_041812
OG0005208	AMIN009835	ASTEI20_038456
OG0005209	AMIN001737	ASTEI20_045879
OG0005210	AMIN001740	ASTEI20_038291
OG0005211	AMIN008888	ASTEI20_037594
OG0005212	AMIN006900	ASTEI20_042193
OG0005213	AMIN006898	ASTEI20_035383
OG0005214	AMIN008786	ASTEI20_034085
OG0005215	AMIN006899	ASTEI20_037069
OG0005216	AMIN006902	ASTEI20_032615
OG0005217	AMIN008889	ASTEI20_031034
OG0005218	AMIN006901	ASTEI20_041967
OG0005219	AMIN008787	ASTEI20_042891
OG0005220	AMIN005342	ASTEI20_034774
OG0005221	AMIN009538	ASTEI20_032049
OG0005222	AMIN009539	ASTEI20_037180
OG0005223	AMIN003723	ASTEI20_032446
OG0005224	AMIN003724	ASTEI20_034690
OG0005225	AMIN016271	ASTEI20_037999
OG0005226	AMIN003721	ASTEI20_031655
OG0005227	AMIN002384	ASTEI20_039450
OG0005228	AMIN003720	ASTEI20_044802
OG0005229	AMIN002371	ASTEI20_033001
OG0005230	AMIN003719	ASTEI20_037658
OG0005231	AMIN002395	ASTEI20_036767
OG0005232	AMIN004820	ASTEI20_036347
OG0005233	AMIN002391	ASTEI20_032593
OG0005234	AMIN002375	ASTEI20_033693
OG0005235	AMIN011509	ASTEI20_034455
OG0005236	AMIN011504	ASTEI20_031542
OG0005237	AMIN011501	ASTEI20_038725
OG0005238	AMIN011502	ASTEI20_039235
OG0005239	AMIN000981	ASTEI20_037710
OG0005240	AMIN009416	ASTEI20_040432
OG0005241	AMIN009415	ASTEI20_035630
OG0005242	AMIN001049	ASTEI20_043667
OG0005243	AMIN002673	ASTEI20_033756
OG0005244	AMIN002671	ASTEI20_031187
OG0005245	AMIN011420	ASTEI20_040284
OG0005246	AMIN001111	ASTEI20_031639
OG0005247	AMIN002832	ASTEI20_031983
OG0005248	AMIN001112	ASTEI20_041756
OG0005249	AMIN011517	ASTEI20_038273
OG0005250	AMIN002734	ASTEI20_031172
OG0005251	AMIN009359	ASTEI20_046075
OG0005252	AMIN006942	ASTEI20_042087
OG0005253	AMIN006944	ASTEI20_037562
OG0005254	AMIN006941	ASTEI20_036677
OG0005255	AMIN011152	ASTEI20_041171
OG0005256	AMIN010951	ASTEI20_042974
OG0005257	AMIN007314	ASTEI20_045498
OG0005258	AMIN007311	ASTEI20_031095
OG0005259	AMIN006397	ASTEI20_040503
OG0005260	AMIN001400	ASTEI20_035047
OG0005261	AMIN006398	ASTEI20_045761
OG0005262	AMIN006396	ASTEI20_043569
OG0005263	AMIN006399	ASTEI20_033498
OG0005264	AMIN001402	ASTEI20_043589
OG0005265	AMIN010437	ASTEI20_032144
OG0005267	AMIN004796	ASTEI20_045339
OG0005268	AMIN002656	ASTEI20_033348
OG0005269	AMIN003639	ASTEI20_038671
OG0005270	AMIN003360	ASTEI20_032877
OG0005271	AMIN000758	ASTEI20_035737
OG0005272	AMIN003361	ASTEI20_034518
OG0005273	AMIN004785	ASTEI20_039750
OG0005274	AMIN011497	ASTEI20_037754
OG0005275	AMIN000889	ASTEI20_041033
OG0005276	AMIN011559	ASTEI20_043288
OG0005277	AMIN003951	ASTEI20_040689
OG0005278	AMIN011233	ASTEI20_041512
OG0005279	AMIN011561	ASTEI20_033216
OG0005280	AMIN003026	ASTEI20_031142
OG0005281	AMIN003028	ASTEI20_038364
OG0005282	AMIN002162	ASTEI20_031863
OG0005283	AMIN001675	ASTEI20_034889
OG0005284	AMIN010425	ASTEI20_034450
OG0005285	AMIN001674	ASTEI20_045618
OG0005286	AMIN001680	ASTEI20_041858
OG0005287	AMIN009517	ASTEI20_042534
OG0005288	AMIN009518	ASTEI20_044606
OG0005290	AMIN006746	ASTEI20_038902
OG0005291	AMIN001416	ASTEI20_038219
OG0005292	AMIN006747	ASTEI20_032638
OG0005293	AMIN006749	ASTEI20_042100
OG0005294	AMIN006748	ASTEI20_044003
OG0005295	AMIN006258	ASTEI20_031278
OG0005297	AMIN001043	ASTEI20_036067
OG0005298	AMIN004596	ASTEI20_034064
OG0005299	AMIN016186	ASTEI20_038283
OG0005300	AMIN010090	ASTEI20_039998
OG0005301	AMIN010081	ASTEI20_034710
OG0005302	AMIN004658	ASTEI20_034309
OG0005303	AMIN004656	ASTEI20_033056
OG0005304	AMIN000700	ASTEI20_041480
OG0005305	AMIN003629	ASTEI20_042250
OG0005306	AMIN003769	ASTEI20_040698
OG0005307	AMIN003627	ASTEI20_045441
OG0005308	AMIN003628	ASTEI20_039197
OG0005309	AMIN005191	ASTEI20_042859
OG0005310	AMIN005511	ASTEI20_032870
OG0005311	AMIN002320	ASTEI20_040813
OG0005312	AMIN005574	ASTEI20_033543, ASTEI20_036698
OG0005313	AMIN002049	ASTEI20_030994
OG0005314	AMIN001070	ASTEI20_036466
OG0005315	AMIN005565	ASTEI20_036645
OG0005316	AMIN007174	ASTEI20_036835
OG0005317	AMIN006939	ASTEI20_045438
OG0005318	AMIN006937	ASTEI20_033889
OG0005319	AMIN006698	ASTEI20_030804
OG0005320	AMIN006700	ASTEI20_035111
OG0005321	AMIN006695	ASTEI20_039461
OG0005322	AMIN006687	ASTEI20_036185
OG0005323	AMIN001884	ASTEI20_043177
OG0005324	AMIN001877	ASTEI20_039227
OG0005325	AMIN001883	ASTEI20_042326
OG0005326	AMIN001882	ASTEI20_043390
OG0005327	AMIN005036	ASTEI20_042531
OG0005328	AMIN008310	ASTEI20_038597
OG0005329	AMIN005033	ASTEI20_039335
OG0005330	AMIN005035	ASTEI20_033359
OG0005331	AMIN008312	ASTEI20_034227
OG0005332	AMIN005034	ASTEI20_040262
OG0005333	AMIN006590	ASTEI20_039846
OG0005334	AMIN008034	ASTEI20_032988
OG0005335	AMIN008033	ASTEI20_041542
OG0005336	AMIN010864	ASTEI20_031949
OG0005337	AMIN008035	ASTEI20_038704
OG0005338	AMIN006610	ASTEI20_037378
OG0005339	AMIN000055	ASTEI20_043184
OG0005340	AMIN011592	ASTEI20_041572
OG0005341	AMIN011597	ASTEI20_034669
OG0005342	AMIN011600	ASTEI20_036371
OG0005343	AMIN011536	ASTEI20_045002
OG0005344	AMIN011594	ASTEI20_042599
OG0005345	AMIN011593	ASTEI20_038631
OG0005346	AMIN000240	ASTEI20_031680
OG0005347	AMIN002751	ASTEI20_038437
OG0005348	AMIN004752	ASTEI20_045849
OG0005349	AMIN004581	ASTEI20_033881
OG0005350	AMIN002687	ASTEI20_037505
OG0005351	AMIN011079	ASTEI20_040258
OG0005352	AMIN002685	ASTEI20_035808
OG0005353	AMIN002949	ASTEI20_037246
OG0005354	AMIN003100	ASTEI20_036619
OG0005355	AMIN001615	ASTEI20_045863
OG0005356	AMIN006696	ASTEI20_041541
OG0005357	AMIN001616	ASTEI20_033198
OG0005358	AMIN000128	ASTEI20_046146
OG0005359	AMIN007104	ASTEI20_042764
OG0005360	AMIN007099	ASTEI20_034535
OG0005361	AMIN007089	ASTEI20_036033
OG0005362	AMIN006111	ASTEI20_041420
OG0005363	AMIN006019	ASTEI20_033253
OG0005364	AMIN007101	ASTEI20_045534
OG0005365	AMIN015916	ASTEI20_042274
OG0005366	AMIN006022	ASTEI20_033202
OG0005367	AMIN015917	ASTEI20_044212
OG0005368	AMIN004300	ASTEI20_034995
OG0005369	AMIN004456	ASTEI20_035477
OG0005370	AMIN006869	ASTEI20_045027
OG0005371	AMIN004451	ASTEI20_036746
OG0005372	AMIN006866	ASTEI20_041955
OG0005373	AMIN001921	ASTEI20_038158
OG0005374	AMIN005357	ASTEI20_032001
OG0005375	AMIN007138	ASTEI20_031293
OG0005376	AMIN002251	ASTEI20_045251
OG0005377	AMIN007141	ASTEI20_039261
OG0005378	AMIN005333	ASTEI20_035669
OG0005379	AMIN006969	ASTEI20_042920
OG0005380	AMIN009264	ASTEI20_035881
OG0005381	AMIN008632	ASTEI20_037233
OG0005382	AMIN015529	ASTEI20_042194
OG0005383	AMIN009738	ASTEI20_042005
OG0005384	AMIN009742	ASTEI20_033481
OG0005385	AMIN009731	ASTEI20_044946
OG0005386	AMIN001723	ASTEI20_039201
OG0005387	AMIN016036	ASTEI20_031449, ASTEI20_031859
OG0005388	AMIN010514	ASTEI20_038318, ASTEI20_033340
OG0005390	AMIN010515	ASTEI20_045549, ASTEI20_045520
OG0005391	AMIN010516	ASTEI20_041908, ASTEI20_041839
OG0005392	AMIN001212	ASTEI20_045225
OG0005393	AMIN005411	ASTEI20_045772
OG0005394	AMIN005426	ASTEI20_033537
OG0005395	AMIN003318	ASTEI20_045299
OG0005396	AMIN000530	ASTEI20_035893
OG0005397	AMIN000527	ASTEI20_035585
OG0005398	AMIN016051	ASTEI20_031498
OG0005399	AMIN000739	ASTEI20_043331
OG0005400	AMIN002369	ASTEI20_037035
OG0005401	AMIN000404	ASTEI20_045511
OG0005402	AMIN003108	ASTEI20_032377
OG0005403	AMIN002549	ASTEI20_044224
OG0005404	AMIN003575	ASTEI20_034118
OG0005405	AMIN005633	ASTEI20_035381
OG0005406	AMIN000563	ASTEI20_035367
OG0005408	AMIN016279	ASTEI20_040210
OG0005409	AMIN016280	ASTEI20_035714
OG0005410	AMIN015847	ASTEI20_034275
OG0005411	AMIN002405	ASTEI20_036134
OG0005412	AMIN002312	ASTEI20_031524
OG0005413	AMIN002402	ASTEI20_035683
OG0005415	AMIN015846	ASTEI20_037237
OG0005416	AMIN002401	ASTEI20_035774
OG0005417	AMIN000310	ASTEI20_039530
OG0005418	AMIN000317	ASTEI20_031575
OG0005419	AMIN004556	ASTEI20_035308
OG0005420	AMIN000312	ASTEI20_038417
OG0005421	AMIN000313	ASTEI20_042787
OG0005422	AMIN004558	ASTEI20_038016
OG0005423	AMIN000315	ASTEI20_032456
OG0005424	AMIN000319	ASTEI20_036855
OG0005425	AMIN000430	ASTEI20_039765
OG0005426	AMIN004481	ASTEI20_041696
OG0005428	AMIN000465	ASTEI20_044817
OG0005430	AMIN000454	ASTEI20_036752
OG0005431	AMIN000450	ASTEI20_040821
OG0005432	AMIN000468	ASTEI20_044566
OG0005433	AMIN000463	ASTEI20_042694
OG0005434	AMIN000467	ASTEI20_038488
OG0005435	AMIN000458	ASTEI20_036696
OG0005436	AMIN000452	ASTEI20_037940
OG0005437	AMIN000472	ASTEI20_031472
OG0005438	AMIN006744	ASTEI20_042737
OG0005439	AMIN009048	ASTEI20_037681
OG0005440	AMIN010590	ASTEI20_044371
OG0005441	AMIN010591	ASTEI20_031601
OG0005442	AMIN004831	ASTEI20_038590
OG0005443	AMIN004828	ASTEI20_043718
OG0005444	AMIN002537	ASTEI20_038970
OG0005445	AMIN002540	ASTEI20_040943
OG0005446	AMIN016161	ASTEI20_035764
OG0005447	AMIN000490	ASTEI20_035022
OG0005448	AMIN000487	ASTEI20_046053
OG0005449	AMIN002535	ASTEI20_042162
OG0005450	AMIN002536	ASTEI20_040890
OG0005451	AMIN002534	ASTEI20_037800
OG0005452	AMIN002538	ASTEI20_036365
OG0005453	AMIN002542	ASTEI20_033777
OG0005454	AMIN002541	ASTEI20_037637
OG0005455	AMIN001106	ASTEI20_040247
OG0005456	AMIN008102	ASTEI20_038303
OG0005458	AMIN008328	ASTEI20_044918
OG0005459	AMIN001175	ASTEI20_040224
OG0005460	AMIN001631	ASTEI20_032711
OG0005461	AMIN001635	ASTEI20_040819
OG0005462	AMIN001177	ASTEI20_043457
OG0005463	AMIN001636	ASTEI20_038164
OG0005464	AMIN002609	ASTEI20_031204
OG0005465	AMIN015765	ASTEI20_036292
OG0005466	AMIN011278	ASTEI20_035729
OG0005467	AMIN004648	ASTEI20_036290
OG0005468	AMIN004647	ASTEI20_030790
OG0005469	AMIN003888	ASTEI20_037479
OG0005470	AMIN004639	ASTEI20_041245
OG0005471	AMIN004641	ASTEI20_036229
OG0005472	AMIN004652	ASTEI20_045921
OG0005473	AMIN008325	ASTEI20_042663
OG0005474	AMIN008319	ASTEI20_039112
OG0005475	AMIN008323	ASTEI20_042841
OG0005476	AMIN008327	ASTEI20_043555
OG0005477	AMIN008316	ASTEI20_043670
OG0005478	AMIN008315	ASTEI20_030828
OG0005479	AMIN008318	ASTEI20_045356
OG0005480	AMIN008320	ASTEI20_033673
OG0005481	AMIN001993	ASTEI20_044853
OG0005482	AMIN001984	ASTEI20_034904
OG0005483	AMIN001992	ASTEI20_040067
OG0005484	AMIN001988	ASTEI20_035564
OG0005485	AMIN004588	ASTEI20_031654
OG0005486	AMIN005558	ASTEI20_033995
OG0005488	AMIN001334	ASTEI20_036295
OG0005489	AMIN005798	ASTEI20_043975, ASTEI20_035532
OG0005490	AMIN010236	ASTEI20_041865
OG0005491	AMIN010233	ASTEI20_032762
OG0005492	AMIN010232	ASTEI20_033959
OG0005494	AMIN010237	ASTEI20_036025
OG0005495	AMIN009680	ASTEI20_044917
OG0005496	AMIN009675	ASTEI20_033091
OG0005497	AMIN009671	ASTEI20_046152
OG0005498	AMIN009676	ASTEI20_034304
OG0005499	AMIN009674	ASTEI20_032531
OG0005500	AMIN009681	ASTEI20_037772
OG0005501	AMIN009672	ASTEI20_039280
OG0005502	AMIN009679	ASTEI20_045060
OG0005503	AMIN005215	ASTEI20_032464
OG0005505	AMIN002703	ASTEI20_031627
OG0005506	AMIN005626	ASTEI20_046039
OG0005507	AMIN005334	ASTEI20_037416
OG0005508	AMIN002706	ASTEI20_034300
OG0005509	AMIN002705	ASTEI20_036772
OG0005510	AMIN007353	ASTEI20_039614
OG0005511	AMIN003054	ASTEI20_043250
OG0005512	AMIN011614	ASTEI20_035576
OG0005513	AMIN008572	ASTEI20_039829
OG0005514	AMIN008570	ASTEI20_044299
OG0005515	AMIN008895	ASTEI20_036829
OG0005516	AMIN009369	ASTEI20_041751
OG0005517	AMIN016194	ASTEI20_038474
OG0005518	AMIN005937	ASTEI20_043444
OG0005519	AMIN005929	ASTEI20_031514
OG0005520	AMIN005928	ASTEI20_045767
OG0005521	AMIN005927	ASTEI20_046107
OG0005522	AMIN005930	ASTEI20_033328
OG0005523	AMIN005935	ASTEI20_036928
OG0005524	AMIN006183	ASTEI20_037556
OG0005525	AMIN005931	ASTEI20_034984
OG0005526	AMIN004740	ASTEI20_040202
OG0005527	AMIN004743	ASTEI20_044584
OG0005528	AMIN001840	ASTEI20_041663
OG0005529	AMIN001839	ASTEI20_032348
OG0005530	AMIN001844	ASTEI20_046150
OG0005531	AMIN011069	ASTEI20_037358
OG0005532	AMIN011239	ASTEI20_036519
OG0005533	AMIN007613	ASTEI20_035771
OG0005534	AMIN011237	ASTEI20_042848
OG0005535	AMIN003271	ASTEI20_037327
OG0005536	AMIN003268	ASTEI20_042692
OG0005537	AMIN003260	ASTEI20_035499
OG0005538	AMIN003265	ASTEI20_036758
OG0005539	AMIN003266	ASTEI20_038326
OG0005540	AMIN002021	ASTEI20_031001
OG0005541	AMIN011166	ASTEI20_037633
OG0005542	AMIN011167	ASTEI20_036099
OG0005543	AMIN011169	ASTEI20_033453
OG0005544	AMIN011165	ASTEI20_036153
OG0005545	AMIN001392	ASTEI20_040352
OG0005546	AMIN009512	ASTEI20_041510
OG0005547	AMIN002806	ASTEI20_034542
OG0005548	AMIN002807	ASTEI20_033982
OG0005549	AMIN002804	ASTEI20_039959
OG0005550	AMIN002814	ASTEI20_041230
OG0005551	AMIN008255	ASTEI20_033585
OG0005552	AMIN003612	ASTEI20_037884
OG0005553	AMIN008646	ASTEI20_034528
OG0005554	AMIN008659	ASTEI20_034017
OG0005555	AMIN009031	ASTEI20_044445
OG0005556	AMIN008645	ASTEI20_032610
OG0005557	AMIN008660	ASTEI20_032164
OG0005558	AMIN008647	ASTEI20_033751
OG0005559	AMIN008651	ASTEI20_034816
OG0005560	AMIN008224	ASTEI20_044833
OG0005561	AMIN009009	ASTEI20_040227
OG0005562	AMIN006507	ASTEI20_042006
OG0005563	AMIN006502	ASTEI20_042427
OG0005564	AMIN006505	ASTEI20_031081
OG0005565	AMIN006515	ASTEI20_044783
OG0005566	AMIN006510	ASTEI20_039852
OG0005567	AMIN006506	ASTEI20_037715
OG0005568	AMIN011472	ASTEI20_034504
OG0005569	AMIN011473	ASTEI20_038584
OG0005570	AMIN011471	ASTEI20_042982
OG0005571	AMIN011474	ASTEI20_043635
OG0005572	AMIN002791	ASTEI20_031967
OG0005573	AMIN004849	ASTEI20_040861
OG0005574	AMIN004627	ASTEI20_037861
OG0005575	AMIN002880	ASTEI20_036485
OG0005576	AMIN004857	ASTEI20_033962
OG0005577	AMIN004858	ASTEI20_035494
OG0005578	AMIN004851	ASTEI20_033720
OG0005579	AMIN004856	ASTEI20_032797
OG0005580	AMIN002881	ASTEI20_040604
OG0005581	AMIN004811	ASTEI20_041737
OG0005582	AMIN003125	ASTEI20_042970
OG0005583	AMIN014281	ASTEI20_042622
OG0005584	AMIN003347	ASTEI20_035623
OG0005585	AMIN000354	ASTEI20_036082
OG0005586	AMIN006313	ASTEI20_034679
OG0005587	AMIN006312	ASTEI20_032187
OG0005588	AMIN001490	ASTEI20_042728
OG0005589	AMIN006306	ASTEI20_043745
OG0005590	AMIN009073	ASTEI20_035502
OG0005591	AMIN009435	ASTEI20_041906
OG0005592	AMIN006311	ASTEI20_031040
OG0005593	AMIN006314	ASTEI20_043861
OG0005594	AMIN010981	ASTEI20_034458
OG0005595	AMIN010982	ASTEI20_042228
OG0005596	AMIN007900	ASTEI20_038939
OG0005597	AMIN008118	ASTEI20_045204
OG0005598	AMIN008113	ASTEI20_040233
OG0005599	AMIN007056	ASTEI20_033206
OG0005600	AMIN011156	ASTEI20_031559
OG0005601	AMIN006493	ASTEI20_037224
OG0005602	AMIN010224	ASTEI20_038224
OG0005603	AMIN002204	ASTEI20_042399
OG0005604	AMIN002203	ASTEI20_043087
OG0005605	AMIN001222	ASTEI20_038370
OG0005606	AMIN003385	ASTEI20_035537
OG0005608	AMIN005768	ASTEI20_036126
OG0005609	AMIN005581	ASTEI20_045330
OG0005610	AMIN007634	ASTEI20_037178
OG0005611	AMIN004010	ASTEI20_038513
OG0005612	AMIN004008	ASTEI20_042870
OG0005613	AMIN011570	ASTEI20_037081
OG0005614	AMIN010710	ASTEI20_044989
OG0005615	AMIN010712	ASTEI20_043778
OG0005616	AMIN003741	ASTEI20_032562
OG0005617	AMIN002179	ASTEI20_033911
OG0005618	AMIN002178	ASTEI20_035780
OG0005619	AMIN016228	ASTEI20_037429
OG0005620	AMIN011124	ASTEI20_042671
OG0005621	AMIN011123	ASTEI20_045072
OG0005622	AMIN011122	ASTEI20_041215
OG0005623	AMIN011121	ASTEI20_034146
OG0005624	AMIN006089	ASTEI20_036979
OG0005625	AMIN009622	ASTEI20_040670
OG0005626	AMIN001665	ASTEI20_044474
OG0005627	AMIN009840	ASTEI20_043442
OG0005628	AMIN001663	ASTEI20_040948
OG0005629	AMIN001666	ASTEI20_037419
OG0005630	AMIN010759	ASTEI20_045110
OG0005631	AMIN010758	ASTEI20_043598
OG0005632	AMIN010570	ASTEI20_040993
OG0005633	AMIN011161	ASTEI20_038152
OG0005634	AMIN010567	ASTEI20_035756
OG0005635	AMIN010565	ASTEI20_038094
OG0005636	AMIN010569	ASTEI20_036301
OG0005637	AMIN010566	ASTEI20_043069
OG0005638	AMIN011163	ASTEI20_035836
OG0005639	AMIN010479	ASTEI20_043247
OG0005640	AMIN010568	ASTEI20_033594
OG0005641	AMIN000818	ASTEI20_038846
OG0005642	AMIN000234	ASTEI20_039336
OG0005643	AMIN000235	ASTEI20_039038
OG0005644	AMIN003179	ASTEI20_041803
OG0005645	AMIN003183	ASTEI20_037124
OG0005646	AMIN003184	ASTEI20_034492
OG0005649	AMIN005988	ASTEI20_044271
OG0005650	AMIN009717	ASTEI20_032385
OG0005651	AMIN006816	ASTEI20_035651
OG0005653	AMIN005772	ASTEI20_039481
OG0005654	AMIN002048	ASTEI20_031824
OG0005655	AMIN002971	ASTEI20_037440
OG0005656	AMIN002970	ASTEI20_044395
OG0005657	AMIN003904	ASTEI20_040630
OG0005658	AMIN010901	ASTEI20_045611
OG0005659	AMIN010900	ASTEI20_044846
OG0005660	AMIN010903	ASTEI20_045825
OG0005661	AMIN010208	ASTEI20_033964
OG0005662	AMIN008945	ASTEI20_040111
OG0005663	AMIN015975	ASTEI20_037433
OG0005664	AMIN008912	ASTEI20_033838
OG0005665	AMIN010447	ASTEI20_033291
OG0005666	AMIN010443	ASTEI20_038351
OG0005667	AMIN010040	ASTEI20_040612
OG0005668	AMIN008845	ASTEI20_045692
OG0005669	AMIN008166	ASTEI20_033950
OG0005670	AMIN001229	ASTEI20_039774
OG0005671	AMIN006348	ASTEI20_045398
OG0005672	AMIN006354	ASTEI20_032525
OG0005673	AMIN006345	ASTEI20_038613
OG0005674	AMIN006349	ASTEI20_045952
OG0005675	AMIN006346	ASTEI20_038949
OG0005676	AMIN008444	ASTEI20_039076
OG0005677	AMIN007350	ASTEI20_032856
OG0005678	AMIN010414	ASTEI20_032222
OG0005679	AMIN010418	ASTEI20_045097
OG0005680	AMIN010413	ASTEI20_044146
OG0005681	AMIN015776	ASTEI20_032691
OG0005682	AMIN010417	ASTEI20_032031
OG0005683	AMIN004923	ASTEI20_044850
OG0005684	AMIN004114	ASTEI20_034849
OG0005685	AMIN004111	ASTEI20_034257
OG0005686	AMIN005410	ASTEI20_042492
OG0005687	AMIN001750	ASTEI20_041630
OG0005688	AMIN001758	ASTEI20_037038
OG0005689	AMIN001755	ASTEI20_043784
OG0005690	AMIN001753	ASTEI20_041389
OG0005691	AMIN004443	ASTEI20_043578
OG0005692	AMIN008144	ASTEI20_031313
OG0005693	AMIN000447	ASTEI20_035375
OG0005694	AMIN011408	ASTEI20_031087
OG0005695	AMIN000449	ASTEI20_032366
OG0005696	AMIN000445	ASTEI20_041211
OG0005697	AMIN000495	ASTEI20_036268
OG0005698	AMIN000497	ASTEI20_032656
OG0005699	AMIN000448	ASTEI20_037150
OG0005700	AMIN000884	ASTEI20_041985
OG0005701	AMIN008374	ASTEI20_035397
OG0005702	AMIN004302	ASTEI20_036326
OG0005703	AMIN004301	ASTEI20_041759
OG0005704	AMIN008574	ASTEI20_040006
OG0005705	AMIN008730	ASTEI20_034413
