Orthogroup	AminimusMINIMUS1	CquinquefasciatusJHB2020
OG0005199	AMIN006838	CQUJHB003973
OG0005200	AMIN006844	CQUJHB007448
OG0005201	AMIN010946	CQUJHB005383
OG0005202	AMIN004129	CQUJHB017287
OG0005203	AMIN010948	CQUJHB011219
OG0005205	AMIN001739	CQUJHB010690
OG0005206	AMIN001736	CQUJHB011588
OG0005207	AMIN009838	CQUJHB015598
OG0005208	AMIN009835	CQUJHB013214
OG0005209	AMIN001737	CQUJHB003418
OG0005210	AMIN001740	CQUJHB006253
OG0005211	AMIN008888	CQUJHB003712
OG0005212	AMIN006900	CQUJHB015015
OG0005213	AMIN006898	CQUJHB012031
OG0005214	AMIN008786	CQUJHB001919
OG0005215	AMIN006899	CQUJHB011856
OG0005216	AMIN006902	CQUJHB014299
OG0005217	AMIN008889	CQUJHB010266
OG0005218	AMIN006901	CQUJHB013741
OG0005219	AMIN008787	CQUJHB000026
OG0005220	AMIN005342	CQUJHB004225
OG0005221	AMIN009538	CQUJHB004909
OG0005222	AMIN009539	CQUJHB017808
OG0005223	AMIN003723	CQUJHB002952
OG0005224	AMIN003724	CQUJHB018255
OG0005225	AMIN016271	CQUJHB001076, CQUJHB017890
OG0005226	AMIN003721	CQUJHB017767
OG0005227	AMIN002384	CQUJHB001452
OG0005228	AMIN003720	CQUJHB007801
OG0005229	AMIN002371	CQUJHB017933
OG0005230	AMIN003719	CQUJHB004292
OG0005231	AMIN002395	CQUJHB003985
OG0005232	AMIN004820	CQUJHB009400
OG0005234	AMIN002375	CQUJHB008786
OG0005235	AMIN011509	CQUJHB011201
OG0005236	AMIN011504	CQUJHB013874
OG0005237	AMIN011501	CQUJHB017137
OG0005238	AMIN011502	CQUJHB011094
OG0005239	AMIN000981	CQUJHB009878
OG0005240	AMIN009416	CQUJHB010312
OG0005241	AMIN009415	CQUJHB009036
OG0005242	AMIN001049	CQUJHB017874
OG0005243	AMIN002673	CQUJHB017196
OG0005244	AMIN002671	CQUJHB009672
OG0005245	AMIN011420	CQUJHB010249
OG0005246	AMIN001111	CQUJHB010215
OG0005247	AMIN002832	CQUJHB006447
OG0005248	AMIN001112	CQUJHB004180
OG0005249	AMIN011517	CQUJHB012052
OG0005250	AMIN002734	CQUJHB005180
OG0005251	AMIN009359	CQUJHB003549
OG0005252	AMIN006942	CQUJHB006382
OG0005253	AMIN006944	CQUJHB004082
OG0005254	AMIN006941	CQUJHB017556
OG0005255	AMIN011152	CQUJHB018378
OG0005256	AMIN010951	CQUJHB005606
OG0005257	AMIN007314	CQUJHB002852
OG0005258	AMIN007311	CQUJHB008484
OG0005259	AMIN006397	CQUJHB004766
OG0005260	AMIN001400	CQUJHB003433
OG0005261	AMIN006398	CQUJHB011328
OG0005262	AMIN006396	CQUJHB015755
OG0005263	AMIN006399	CQUJHB002480
OG0005264	AMIN001402	CQUJHB004086
OG0005265	AMIN010437	CQUJHB018388
OG0005267	AMIN004796	CQUJHB016159
OG0005268	AMIN002656	CQUJHB008813
OG0005269	AMIN003639	CQUJHB003044
OG0005270	AMIN003360	CQUJHB014182
OG0005271	AMIN000758	CQUJHB015095
OG0005272	AMIN003361	CQUJHB004781
OG0005273	AMIN004785	CQUJHB002938
OG0005274	AMIN011497	CQUJHB004313
OG0005275	AMIN000889	CQUJHB001952
OG0005276	AMIN011559	CQUJHB012511
OG0005277	AMIN003951	CQUJHB009003
OG0005278	AMIN011233	CQUJHB010129
OG0005279	AMIN011561	CQUJHB016884
OG0005280	AMIN003026	CQUJHB010093
OG0005281	AMIN003028	CQUJHB002173
OG0005282	AMIN002162	CQUJHB011691
OG0005283	AMIN001675	CQUJHB013672
OG0005284	AMIN010425	CQUJHB012324
OG0005285	AMIN001674	CQUJHB004150
OG0005286	AMIN001680	CQUJHB000351
OG0005287	AMIN009517	CQUJHB014095
OG0005288	AMIN009518	CQUJHB017266
OG0005290	AMIN006746	CQUJHB010338
OG0005291	AMIN001416	CQUJHB008943
OG0005292	AMIN006747	CQUJHB009286
OG0005293	AMIN006749	CQUJHB004815
OG0005294	AMIN006748	CQUJHB013219
OG0005295	AMIN006258	CQUJHB000549
OG0005297	AMIN001043	CQUJHB013709
OG0005298	AMIN004596	CQUJHB006932
OG0005299	AMIN016186	CQUJHB001972
OG0005300	AMIN010090	CQUJHB015287
OG0005301	AMIN010081	CQUJHB013168
OG0005302	AMIN004658	CQUJHB002759
OG0005303	AMIN004656	CQUJHB012954
OG0005304	AMIN000700	CQUJHB012452
OG0005305	AMIN003629	CQUJHB017239
OG0005306	AMIN003769	CQUJHB003775
OG0005307	AMIN003627	CQUJHB011290
OG0005308	AMIN003628	CQUJHB011534
OG0005309	AMIN005191	CQUJHB016181
OG0005310	AMIN005511	CQUJHB000580
OG0005311	AMIN002320	CQUJHB014470, CQUJHB000903
OG0005312	AMIN005574	CQUJHB007612
OG0005313	AMIN002049	CQUJHB011027
OG0005314	AMIN001070	CQUJHB004960
OG0005315	AMIN005565	CQUJHB000710
OG0005316	AMIN007174	CQUJHB005931
OG0005317	AMIN006939	CQUJHB005098
OG0005318	AMIN006937	CQUJHB006019
OG0005319	AMIN006698	CQUJHB002214
OG0005320	AMIN006700	CQUJHB005851
OG0005321	AMIN006695	CQUJHB017745
OG0005322	AMIN006687	CQUJHB013174
OG0005323	AMIN001884	CQUJHB004584
OG0005324	AMIN001877	CQUJHB018363
OG0005325	AMIN001883	CQUJHB002372
OG0005326	AMIN001882	CQUJHB014256
OG0005327	AMIN005036	CQUJHB002373, CQUJHB018118
OG0005328	AMIN008310	CQUJHB017045
OG0005329	AMIN005033	CQUJHB011611
OG0005330	AMIN005035	CQUJHB012457
OG0005331	AMIN008312	CQUJHB012397
OG0005332	AMIN005034	CQUJHB017619
OG0005333	AMIN006590	CQUJHB001500
OG0005334	AMIN008034	CQUJHB011694
OG0005335	AMIN008033	CQUJHB003173
OG0005336	AMIN010864	CQUJHB010692
OG0005337	AMIN008035	CQUJHB009008
OG0005338	AMIN006610	CQUJHB005688
OG0005339	AMIN000055	CQUJHB008165
OG0005340	AMIN011592	CQUJHB008461
OG0005341	AMIN011597	CQUJHB006149
OG0005342	AMIN011600	CQUJHB014071
OG0005343	AMIN011536	CQUJHB000373
OG0005344	AMIN011594	CQUJHB003542
OG0005345	AMIN011593	CQUJHB001663
OG0005346	AMIN000240	CQUJHB011551
OG0005347	AMIN002751	CQUJHB017633
OG0005348	AMIN004752	CQUJHB013649
OG0005349	AMIN004581	CQUJHB003122
OG0005350	AMIN002687	CQUJHB007089
OG0005351	AMIN011079	CQUJHB009186
OG0005352	AMIN002685	CQUJHB012985
OG0005353	AMIN002949	CQUJHB011082
OG0005354	AMIN003100	CQUJHB002817
OG0005355	AMIN001615	CQUJHB004763
OG0005356	AMIN006696	CQUJHB002877
OG0005357	AMIN001616	CQUJHB005265
OG0005358	AMIN000128	CQUJHB009712
OG0005359	AMIN007104	CQUJHB015144
OG0005360	AMIN007099	CQUJHB002203
OG0005361	AMIN007089	CQUJHB014361
OG0005362	AMIN006111	CQUJHB006936
OG0005363	AMIN006019	CQUJHB012931
OG0005364	AMIN007101	CQUJHB004796
OG0005365	AMIN015916	CQUJHB002910
OG0005366	AMIN006022	CQUJHB006104
OG0005367	AMIN015917	CQUJHB015170
OG0005368	AMIN004300	CQUJHB000769
OG0005369	AMIN004456	CQUJHB008536
OG0005370	AMIN006869	CQUJHB002114
OG0005371	AMIN004451	CQUJHB017750
OG0005372	AMIN006866	CQUJHB013637
OG0005373	AMIN001921	CQUJHB003109
OG0005374	AMIN005357	CQUJHB013922
OG0005375	AMIN007138	CQUJHB003937
OG0005376	AMIN002251	CQUJHB000933
OG0005377	AMIN007141	CQUJHB003976
OG0005378	AMIN005333	CQUJHB004297
OG0005379	AMIN006969	CQUJHB000119
OG0005380	AMIN009264	CQUJHB016619
OG0005381	AMIN008632	CQUJHB008793
OG0005382	AMIN015529	CQUJHB016488
OG0005383	AMIN009738	CQUJHB008531
OG0005384	AMIN009742	CQUJHB008492
OG0005385	AMIN009731	CQUJHB016534
OG0005386	AMIN001723	CQUJHB008312
OG0005387	AMIN016036	CQUJHB015997
OG0005388	AMIN010514	CQUJHB014971
OG0005390	AMIN010515	CQUJHB010768
OG0005391	AMIN010516	CQUJHB004818
OG0005392	AMIN001212	CQUJHB002830
OG0005393	AMIN005411	CQUJHB008751
OG0005394	AMIN005426	CQUJHB017190
OG0005395	AMIN003318	CQUJHB012259
OG0005396	AMIN000530	CQUJHB012011
OG0005397	AMIN000527	CQUJHB004098
OG0005398	AMIN016051	CQUJHB002699
OG0005400	AMIN002369	CQUJHB009484
OG0005401	AMIN000404	CQUJHB011658
OG0005402	AMIN003108	CQUJHB005796
OG0005403	AMIN002549	CQUJHB008267
OG0005404	AMIN003575	CQUJHB016758
OG0005405	AMIN005633	CQUJHB018238
OG0005406	AMIN000563	CQUJHB005790
OG0005408	AMIN016279	CQUJHB001926
OG0005409	AMIN016280	CQUJHB000672
OG0005410	AMIN015847	CQUJHB008773
OG0005411	AMIN002405	CQUJHB008179
OG0005412	AMIN002312	CQUJHB001029
OG0005413	AMIN002402	CQUJHB008342
OG0005415	AMIN015846	CQUJHB002774
OG0005416	AMIN002401	CQUJHB002146
OG0005417	AMIN000309, AMIN000310	CQUJHB000059
OG0005418	AMIN000317	CQUJHB004962
OG0005419	AMIN004556	CQUJHB001739
OG0005420	AMIN000312	CQUJHB016052
OG0005421	AMIN000313	CQUJHB016644
OG0005422	AMIN004558	CQUJHB009527
OG0005423	AMIN000315	CQUJHB011044
OG0005424	AMIN000319	CQUJHB013658
OG0005425	AMIN000430	CQUJHB003568
OG0005426	AMIN004481	CQUJHB009620
OG0005428	AMIN000465	CQUJHB016489
OG0005430	AMIN000454	CQUJHB002496
OG0005431	AMIN000450	CQUJHB012440
OG0005432	AMIN000468	CQUJHB009823
OG0005433	AMIN000463	CQUJHB013588
OG0005434	AMIN000467	CQUJHB002553
OG0005435	AMIN000458	CQUJHB015978
OG0005436	AMIN000452	CQUJHB010952
OG0005437	AMIN000472	CQUJHB001848
OG0005438	AMIN006744	CQUJHB012697
OG0005439	AMIN009048	CQUJHB008975
OG0005440	AMIN010590	CQUJHB001950
OG0005441	AMIN010591	CQUJHB001665
OG0005442	AMIN004831	CQUJHB000260
OG0005443	AMIN004828	CQUJHB008575
OG0005444	AMIN002537	CQUJHB012727
OG0005445	AMIN002540	CQUJHB012853
OG0005446	AMIN016161	CQUJHB011200
OG0005447	AMIN000490	CQUJHB000435
OG0005448	AMIN000487	CQUJHB015279
OG0005449	AMIN002535	CQUJHB010183
OG0005450	AMIN002536	CQUJHB015706
OG0005451	AMIN002534	CQUJHB016859
OG0005452	AMIN002538	CQUJHB006772
OG0005453	AMIN002542	CQUJHB015186
OG0005454	AMIN002541	CQUJHB004538
OG0005455	AMIN001106	CQUJHB016848
OG0005456	AMIN008102	CQUJHB016988
OG0005458	AMIN008328	CQUJHB001387
OG0005459	AMIN001175	CQUJHB014735
OG0005460	AMIN001631	CQUJHB010520
OG0005461	AMIN001635	CQUJHB013698
OG0005462	AMIN001177	CQUJHB017344
OG0005463	AMIN001636	CQUJHB008178
OG0005464	AMIN002609	CQUJHB015608
OG0005465	AMIN015765	CQUJHB004999
OG0005466	AMIN011278	CQUJHB013774
OG0005467	AMIN004648	CQUJHB012339
OG0005468	AMIN004647	CQUJHB001678
OG0005469	AMIN003888	CQUJHB018041
OG0005470	AMIN004639	CQUJHB009242
OG0005471	AMIN004641	CQUJHB001521
OG0005472	AMIN004652	CQUJHB002386
OG0005473	AMIN008325	CQUJHB010177
OG0005474	AMIN008319	CQUJHB007822
OG0005475	AMIN008323	CQUJHB011327
OG0005476	AMIN008327	CQUJHB017136
OG0005477	AMIN008316	CQUJHB011627
OG0005478	AMIN008315	CQUJHB004783
OG0005479	AMIN008318	CQUJHB008037
OG0005480	AMIN008320	CQUJHB016499
OG0005481	AMIN001993	CQUJHB017562
OG0005482	AMIN001984	CQUJHB002334
OG0005483	AMIN001992	CQUJHB013958
OG0005484	AMIN001988	CQUJHB010220
OG0005485	AMIN004588	CQUJHB007529
OG0005486	AMIN005558	CQUJHB016453
OG0005488	AMIN001334	CQUJHB010910
OG0005489	AMIN005798	CQUJHB016090
OG0005490	AMIN010236	CQUJHB007275
OG0005491	AMIN010233	CQUJHB016112
OG0005492	AMIN010232	CQUJHB009381
OG0005493	AMIN016022	CQUJHB000136
OG0005494	AMIN010237	CQUJHB008050
OG0005495	AMIN009680	CQUJHB007180
OG0005496	AMIN009675	CQUJHB008410
OG0005497	AMIN009671	CQUJHB009355
OG0005498	AMIN009676	CQUJHB008797
OG0005499	AMIN009674	CQUJHB011906
OG0005500	AMIN009681	CQUJHB017632
OG0005501	AMIN009672	CQUJHB006292
OG0005502	AMIN009679	CQUJHB009263
OG0005503	AMIN005215	CQUJHB016072
OG0005505	AMIN002703	CQUJHB005406
OG0005506	AMIN005626	CQUJHB010062
OG0005507	AMIN005334	CQUJHB009044
OG0005508	AMIN002706	CQUJHB014992
OG0005509	AMIN002705	CQUJHB009921
OG0005510	AMIN007353	CQUJHB007283
OG0005511	AMIN003054	CQUJHB004691
OG0005512	AMIN011614	CQUJHB000374
OG0005513	AMIN008572	CQUJHB005072
OG0005514	AMIN008570	CQUJHB005312
OG0005515	AMIN008895	CQUJHB008988
OG0005516	AMIN009369	CQUJHB009031
OG0005517	AMIN016194	CQUJHB015447
OG0005518	AMIN005937	CQUJHB010883
OG0005519	AMIN005929	CQUJHB010476
OG0005520	AMIN005928	CQUJHB000826
OG0005521	AMIN005927	CQUJHB008898
OG0005522	AMIN005930	CQUJHB014038
OG0005523	AMIN005935	CQUJHB014701
OG0005524	AMIN006183	CQUJHB016452
OG0005525	AMIN005931	CQUJHB000959
OG0005526	AMIN004740	CQUJHB013896
OG0005527	AMIN004743	CQUJHB011818
OG0005528	AMIN001840	CQUJHB004118
OG0005529	AMIN001839	CQUJHB014254
OG0005530	AMIN001844	CQUJHB004652
OG0005531	AMIN011069	CQUJHB000843
OG0005532	AMIN011239	CQUJHB017531
OG0005533	AMIN007613	CQUJHB004780
OG0005534	AMIN011237	CQUJHB010112
OG0005535	AMIN003271	CQUJHB005687
OG0005536	AMIN003268	CQUJHB012473
OG0005537	AMIN003260	CQUJHB000945
OG0005538	AMIN003265	CQUJHB008275
OG0005539	AMIN003266	CQUJHB011374
OG0005540	AMIN002021	CQUJHB011107
OG0005541	AMIN011166	CQUJHB013399
OG0005542	AMIN011167	CQUJHB007617
OG0005543	AMIN011169	CQUJHB004561
OG0005544	AMIN011165	CQUJHB003564
OG0005545	AMIN001392	CQUJHB015823
OG0005546	AMIN009512	CQUJHB003360
OG0005547	AMIN002806	CQUJHB009931
OG0005548	AMIN002807	CQUJHB007480
OG0005549	AMIN002804	CQUJHB005125
OG0005550	AMIN002814	CQUJHB003388
OG0005551	AMIN008255	CQUJHB004768
OG0005552	AMIN003612	CQUJHB007521
OG0005553	AMIN008646	CQUJHB011452
OG0005554	AMIN008659	CQUJHB000354
OG0005555	AMIN009031	CQUJHB007252
OG0005556	AMIN008645	CQUJHB009362
OG0005557	AMIN008660	CQUJHB004393
OG0005558	AMIN008647	CQUJHB006891
OG0005559	AMIN008651	CQUJHB009820
OG0005560	AMIN008224	CQUJHB006763
OG0005561	AMIN009009	CQUJHB010647
OG0005562	AMIN006507	CQUJHB005411
OG0005563	AMIN006502	CQUJHB013350
OG0005564	AMIN006505	CQUJHB010405
OG0005565	AMIN006515	CQUJHB012509
OG0005566	AMIN006510	CQUJHB007139
OG0005567	AMIN006506	CQUJHB014600
OG0005568	AMIN011472	CQUJHB001181
OG0005569	AMIN011473	CQUJHB010315
OG0005570	AMIN011471	CQUJHB007944
OG0005571	AMIN011474	CQUJHB015829
OG0005572	AMIN002791	CQUJHB005245
OG0005573	AMIN004849	CQUJHB000520
OG0005574	AMIN004627	CQUJHB014972
OG0005575	AMIN002880	CQUJHB018427
OG0005576	AMIN004857	CQUJHB012750
OG0005577	AMIN004858	CQUJHB011667
OG0005578	AMIN004851	CQUJHB017120
OG0005579	AMIN004856	CQUJHB001050
OG0005580	AMIN002881	CQUJHB000257
OG0005581	AMIN004811	CQUJHB013965
OG0005582	AMIN003125	CQUJHB004133
OG0005583	AMIN014281	CQUJHB007058
OG0005584	AMIN003347	CQUJHB017459
OG0005585	AMIN000354	CQUJHB007698
OG0005586	AMIN006313	CQUJHB012598
OG0005587	AMIN006312	CQUJHB003011
OG0005588	AMIN001490	CQUJHB006003
OG0005589	AMIN006306	CQUJHB005907
OG0005590	AMIN009073	CQUJHB014771
OG0005591	AMIN009435	CQUJHB007375
OG0005592	AMIN006311	CQUJHB006678
OG0005593	AMIN006314	CQUJHB013497
OG0005594	AMIN010981	CQUJHB001002
OG0005595	AMIN010982	CQUJHB007840
OG0005597	AMIN008118	CQUJHB008523
OG0005598	AMIN008113	CQUJHB016358
OG0005599	AMIN007056	CQUJHB014172
OG0005600	AMIN011156	CQUJHB016095
OG0005601	AMIN006493	CQUJHB017799
OG0005602	AMIN010224	CQUJHB003786
OG0005603	AMIN002204	CQUJHB000956
OG0005604	AMIN002203	CQUJHB009054
OG0005605	AMIN001222	CQUJHB017656
OG0005606	AMIN003385	CQUJHB012423
OG0005608	AMIN005768	CQUJHB001947
OG0005609	AMIN005581	CQUJHB012012
OG0005610	AMIN007634	CQUJHB002847
OG0005611	AMIN004010	CQUJHB016264
OG0005612	AMIN004008	CQUJHB013338
OG0005613	AMIN011570	CQUJHB009801
OG0005614	AMIN010710	CQUJHB003958
OG0005616	AMIN003741	CQUJHB003436
OG0005617	AMIN002179	CQUJHB011078
OG0005618	AMIN002178	CQUJHB008004
OG0005619	AMIN016228	CQUJHB006023
OG0005620	AMIN011124	CQUJHB006330
OG0005621	AMIN011123	CQUJHB006790
OG0005622	AMIN011122	CQUJHB008782
OG0005623	AMIN011121	CQUJHB014257
OG0005624	AMIN006089	CQUJHB006648
OG0005625	AMIN009622	CQUJHB010734
OG0005626	AMIN001665	CQUJHB009832
OG0005627	AMIN009840	CQUJHB015570
OG0005628	AMIN001663	CQUJHB012659
OG0005629	AMIN001666	CQUJHB009323
OG0005630	AMIN010759	CQUJHB008096
OG0005631	AMIN010758	CQUJHB004558
OG0005632	AMIN010570	CQUJHB012531
OG0005633	AMIN011161	CQUJHB002723
OG0005634	AMIN010567	CQUJHB004330
OG0005635	AMIN010565	CQUJHB008668
OG0005636	AMIN010569	CQUJHB008667
OG0005637	AMIN010566	CQUJHB012322
OG0005638	AMIN011163	CQUJHB010187
OG0005639	AMIN010479	CQUJHB009104
OG0005640	AMIN010568	CQUJHB008490
OG0005641	AMIN000818	CQUJHB012664
OG0005642	AMIN000234	CQUJHB016976
OG0005643	AMIN000235	CQUJHB006875
OG0005644	AMIN003179	CQUJHB005174
OG0005645	AMIN003183	CQUJHB010635
OG0005646	AMIN003184	CQUJHB016203
OG0005649	AMIN005988	CQUJHB001271
OG0005650	AMIN009717	CQUJHB005765
OG0005651	AMIN006816	CQUJHB006076
OG0005653	AMIN005772	CQUJHB003807
OG0005654	AMIN002048	CQUJHB001733
OG0005655	AMIN002971	CQUJHB015776
OG0005656	AMIN002970	CQUJHB013624
OG0005657	AMIN003904	CQUJHB016808
OG0005658	AMIN010901	CQUJHB000766
OG0005659	AMIN010900	CQUJHB013466
OG0005660	AMIN010903	CQUJHB006788
OG0005661	AMIN010208	CQUJHB005440
OG0005662	AMIN008945	CQUJHB015669
OG0005663	AMIN015975	CQUJHB010056
OG0005664	AMIN008912	CQUJHB000887
OG0005665	AMIN010447	CQUJHB003762
OG0005666	AMIN010443	CQUJHB016502
OG0005667	AMIN010040	CQUJHB013898
OG0005668	AMIN008845	CQUJHB007070
OG0005669	AMIN008166	CQUJHB002410
OG0005670	AMIN001229	CQUJHB007146
OG0005671	AMIN006348	CQUJHB004473
OG0005672	AMIN006354	CQUJHB012050
OG0005673	AMIN006345	CQUJHB006952
OG0005674	AMIN006349	CQUJHB013018
OG0005675	AMIN006346	CQUJHB000368
OG0005676	AMIN008444	CQUJHB002712
OG0005677	AMIN007350	CQUJHB001210, CQUJHB012062
OG0005678	AMIN010414	CQUJHB009142
OG0005679	AMIN010418	CQUJHB017941
OG0005680	AMIN010413	CQUJHB015800
OG0005681	AMIN015776	CQUJHB007048
OG0005682	AMIN010417	CQUJHB009333
OG0005683	AMIN004923	CQUJHB000658
OG0005684	AMIN004114	CQUJHB001274
OG0005685	AMIN004111	CQUJHB017882
OG0005686	AMIN005410	CQUJHB010932
OG0005687	AMIN001750	CQUJHB005089
OG0005688	AMIN001758	CQUJHB000874
OG0005689	AMIN001755	CQUJHB017432
OG0005690	AMIN001753	CQUJHB014647
OG0005691	AMIN004443	CQUJHB016493
OG0005692	AMIN008144	CQUJHB004264
OG0005693	AMIN000447	CQUJHB010760
OG0005694	AMIN011408	CQUJHB003081
OG0005695	AMIN000449	CQUJHB012459
OG0005696	AMIN000445	CQUJHB003275
OG0005697	AMIN000495	CQUJHB002861
OG0005698	AMIN000497	CQUJHB008294
OG0005699	AMIN000448	CQUJHB018165
OG0005700	AMIN000884	CQUJHB014714
OG0005701	AMIN008374	CQUJHB013514
OG0005702	AMIN004302	CQUJHB000482
OG0005703	AMIN004301	CQUJHB013840
OG0005704	AMIN008574	CQUJHB017574
OG0005705	AMIN008730	CQUJHB000387
OG0005706	AMIN008961	CQUJHB002819
OG0005707	AMIN008575	CQUJHB007815
OG0005708	AMIN008576	CQUJHB018245
OG0005709	AMIN008577	CQUJHB016223
OG0005710	AMIN016127	CQUJHB008340
OG0005711	AMIN007024	CQUJHB014790
OG0005712	AMIN007023	CQUJHB018439
OG0005713	AMIN007942	CQUJHB003178
OG0005714	AMIN006737	CQUJHB015775
OG0005715	AMIN011644	CQUJHB015847
OG0005716	AMIN006735	CQUJHB008815
OG0005717	AMIN011606	CQUJHB008695
OG0005718	AMIN006739	CQUJHB008420
OG0005719	AMIN006738	CQUJHB016636
OG0005720	AMIN006740	CQUJHB004157
OG0005721	AMIN008008	CQUJHB000927
OG0005722	AMIN007307	CQUJHB009169
OG0005723	AMIN005287	CQUJHB007630
OG0005726	AMIN004249	CQUJHB011829
OG0005727	AMIN008193	CQUJHB004105
OG0005728	AMIN004252	CQUJHB015029
OG0005729	AMIN010954	CQUJHB006456
OG0005730	AMIN004250	CQUJHB012155
OG0005731	AMIN009224	CQUJHB016248
OG0005732	AMIN005320	CQUJHB010994
OG0005733	AMIN005319	CQUJHB011476
OG0005734	AMIN008294	CQUJHB004811
OG0005735	AMIN008297	CQUJHB006322
OG0005736	AMIN008298	CQUJHB017763
OG0005737	AMIN008293	CQUJHB013228
OG0005738	AMIN007474	CQUJHB004927
OG0005739	AMIN004736	CQUJHB003902
OG0005740	AMIN005464	CQUJHB001426
OG0005741	AMIN007163	CQUJHB012187
OG0005742	AMIN009448	CQUJHB001190
OG0005743	AMIN009443	CQUJHB013903
OG0005744	AMIN006953	CQUJHB012110
OG0005745	AMIN008158	CQUJHB000789
OG0005746	AMIN008155	CQUJHB005777
OG0005747	AMIN008157	CQUJHB005178
OG0005748	AMIN006697	CQUJHB017096
OG0005749	AMIN008074	CQUJHB011091
OG0005750	AMIN008160	CQUJHB007011
OG0005751	AMIN000747	CQUJHB017551
OG0005752	AMIN004908	CQUJHB007844
OG0005753	AMIN004907	CQUJHB011704
OG0005754	AMIN004901	CQUJHB016688
OG0005755	AMIN005272	CQUJHB014755
OG0005756	AMIN005695	CQUJHB010980
OG0005757	AMIN008230	CQUJHB011787
OG0005758	AMIN002426	CQUJHB006915
OG0005759	AMIN002424	CQUJHB004406
OG0005760	AMIN002418	CQUJHB014835
OG0005761	AMIN002419	CQUJHB016377
OG0005762	AMIN011438	CQUJHB011126
OG0005763	AMIN002417	CQUJHB015248
OG0005764	AMIN007455, AMIN007454	CQUJHB009558
OG0005765	AMIN007448	CQUJHB005633
OG0005766	AMIN007446	CQUJHB000816
OG0005767	AMIN007445	CQUJHB007326
OG0005768	AMIN002868	CQUJHB001747
OG0005769	AMIN002870	CQUJHB002544
OG0005770	AMIN002879	CQUJHB016946
OG0005771	AMIN002869	CQUJHB012230
OG0005772	AMIN002873	CQUJHB004613
OG0005773	AMIN002872	CQUJHB004439
OG0005774	AMIN002878	CQUJHB013067
OG0005775	AMIN000151	CQUJHB009407
OG0005776	AMIN000089	CQUJHB007498
OG0005777	AMIN001039	CQUJHB015130
OG0005778	AMIN011389	CQUJHB015562
OG0005779	AMIN011388	CQUJHB008503
OG0005780	AMIN011384	CQUJHB014784
OG0005781	AMIN015770	CQUJHB001169
OG0005782	AMIN006560	CQUJHB003911, CQUJHB009941
OG0005783	AMIN006569	CQUJHB001146
OG0005784	AMIN002833	CQUJHB016575
OG0005785	AMIN005367	CQUJHB013249
OG0005786	AMIN005364	CQUJHB018456
OG0005787	AMIN005302	CQUJHB017308
OG0005788	AMIN005715	CQUJHB013954
OG0005789	AMIN005583	CQUJHB018026
OG0005790	AMIN004284	CQUJHB014494
OG0005791	AMIN004282	CQUJHB000302
OG0005792	AMIN011259	CQUJHB009667
OG0005793	AMIN001120	CQUJHB008026
OG0005794	AMIN001096	CQUJHB005155
OG0005795	AMIN010138	CQUJHB003818
OG0005796	AMIN010137	CQUJHB000317
OG0005797	AMIN002273	CQUJHB008313
OG0005798	AMIN002283	CQUJHB010651
OG0005799	AMIN002274	CQUJHB014169
OG0005800	AMIN011094	CQUJHB005116
OG0005801	AMIN011095	CQUJHB006858
OG0005802	AMIN011091	CQUJHB001006
OG0005804	AMIN006275	CQUJHB009946
OG0005805	AMIN005507	CQUJHB015171
OG0005806	AMIN001083	CQUJHB018291
OG0005807	AMIN005485	CQUJHB010723
OG0005808	AMIN000398	CQUJHB004080
OG0005809	AMIN000688	CQUJHB016516
OG0005810	AMIN000399	CQUJHB006470
OG0005811	AMIN000545	CQUJHB018236
OG0005812	AMIN000365	CQUJHB018289
OG0005813	AMIN000367	CQUJHB001653
OG0005814	AMIN000294	CQUJHB004997
OG0005815	AMIN000941	CQUJHB015216
OG0005816	AMIN000939	CQUJHB003179
OG0005817	AMIN000293	CQUJHB005314
OG0005818	AMIN002979	CQUJHB018199
OG0005820	AMIN000122	CQUJHB009614
OG0005821	AMIN015874	CQUJHB009774
OG0005822	AMIN005977	CQUJHB010907
OG0005823	AMIN005975	CQUJHB000936
OG0005824	AMIN000113	CQUJHB014409
OG0005825	AMIN007654	CQUJHB016761
OG0005826	AMIN007660	CQUJHB016913
OG0005827	AMIN007645	CQUJHB007148
OG0005828	AMIN007648	CQUJHB006353
OG0005829	AMIN004288	CQUJHB004968
OG0005830	AMIN000090	CQUJHB001784
OG0005831	AMIN008493	CQUJHB012003
OG0005832	AMIN004583	CQUJHB009019
OG0005833	AMIN004585	CQUJHB014183
OG0005834	AMIN004582	CQUJHB017704
OG0005835	AMIN011261	CQUJHB012962
OG0005836	AMIN011430	CQUJHB007389
OG0005837	AMIN010846	CQUJHB010769
OG0005838	AMIN010147	CQUJHB017250
OG0005839	AMIN011201	CQUJHB012195
OG0005840	AMIN009506	CQUJHB008512
OG0005841	AMIN009507	CQUJHB006993
OG0005842	AMIN009505	CQUJHB016165
OG0005843	AMIN003373	CQUJHB008849
OG0005844	AMIN003378	CQUJHB006674
OG0005845	AMIN003371	CQUJHB017809
OG0005846	AMIN003372	CQUJHB000448
OG0005847	AMIN000481	CQUJHB014751
OG0005848	AMIN000477	CQUJHB002869
OG0005849	AMIN000478	CQUJHB015964
OG0005850	AMIN003085	CQUJHB013122
OG0005851	AMIN003557	CQUJHB004928
OG0005852	AMIN000428	CQUJHB011398
OG0005853	AMIN006446	CQUJHB018393
OG0005854	AMIN006445	CQUJHB012876
