Orthogroup	AminimusMINIMUS1	AgambiaePEST
OG0005473	AMIN008325	AGAP012160
OG0005474	AMIN008319	AGAP012148
OG0005475	AMIN008323	AGAP028631
OG0005476	AMIN008327	AGAP012163
OG0005477	AMIN008316	AGAP012144
OG0005478	AMIN008315	AGAP012143
OG0005479	AMIN008318	AGAP012146
OG0005480	AMIN008320	AGAP012152
OG0005482	AMIN001984	AGAP000810
OG0005483	AMIN001992	AGAP000805
OG0005484	AMIN001988	AGAP000808
OG0005485	AMIN004588	AGAP002308
OG0005486	AMIN005558	AGAP000832
OG0005488	AMIN001334	AGAP008697
OG0005489	AMIN005798	AGAP001069
OG0005490	AMIN010236	AGAP007575
OG0005491	AMIN010233	AGAP007578
OG0005492	AMIN010232	AGAP007579
OG0005493	AMIN016022	AGAP007580
OG0005494	AMIN010237	AGAP007574
OG0005495	AMIN009680	AGAP009134
OG0005496	AMIN009675	AGAP009130
OG0005497	AMIN009671	AGAP009126
OG0005498	AMIN009676	AGAP009131
OG0005499	AMIN009674	AGAP009129
OG0005500	AMIN009681	AGAP009135
OG0005501	AMIN009672	AGAP009127
OG0005502	AMIN009679	AGAP009133
OG0005503	AMIN005215	AGAP000615
OG0005505	AMIN002703	AGAP002438
OG0005506	AMIN005626	AGAP000814
OG0005507	AMIN005334	AGAP000561
OG0005508	AMIN002706	AGAP002440
OG0005509	AMIN002705	AGAP002439
OG0005510	AMIN007353	AGAP005193
OG0005511	AMIN003054	AGAP003361
OG0005512	AMIN011614	AGAP004830
OG0005513	AMIN008572	AGAP011885
OG0005514	AMIN008570	AGAP011883
OG0005515	AMIN008895	AGAP011545
OG0005516	AMIN009369	AGAP012330
OG0005517	AMIN016194	AGAP008379
OG0005518	AMIN005937	AGAP008362
OG0005519	AMIN005929	AGAP008375
OG0005520	AMIN005928	AGAP008376
OG0005521	AMIN005927	AGAP008377
OG0005522	AMIN005930	AGAP008374
OG0005523	AMIN005935	AGAP008364
OG0005524	AMIN006183	AGAP008089
OG0005525	AMIN005931	AGAP028115
OG0005526	AMIN004740	AGAP004340
OG0005527	AMIN004743	AGAP004344
OG0005528	AMIN001840	AGAP009458
OG0005529	AMIN001839	AGAP009457
OG0005530	AMIN001844	AGAP009463
OG0005531	AMIN011069	AGAP005773
OG0005532	AMIN011239	AGAP007102
OG0005533	AMIN007613	AGAP005063
OG0005534	AMIN011237	AGAP007100
OG0005535	AMIN003271	AGAP001959
OG0005536	AMIN003268	AGAP001450
OG0005537	AMIN003260	AGAP001445
OG0005538	AMIN003265	AGAP001447
OG0005539	AMIN003266	AGAP001448
OG0005540	AMIN002021	AGAP000784
OG0005541	AMIN011166	AGAP005824
OG0005542	AMIN011167	AGAP005825
OG0005543	AMIN011169	AGAP005828
OG0005544	AMIN011165	AGAP005823
OG0005545	AMIN001392	AGAP008753
OG0005546	AMIN009512	AGAP009777
OG0005547	AMIN002806	AGAP003636
OG0005548	AMIN002807	AGAP003638
OG0005549	AMIN002804	AGAP003632
OG0005550	AMIN002814	AGAP004012
OG0005551	AMIN008255	AGAP012084
OG0005552	AMIN003612	AGAP002702
OG0005553	AMIN008646	AGAP010716
OG0005554	AMIN008659	AGAP010703
OG0005555	AMIN009031	AGAP011488
OG0005556	AMIN008645	AGAP010717
OG0005557	AMIN008660	AGAP010702
OG0005558	AMIN008647	AGAP010715
OG0005559	AMIN008651	AGAP010711
OG0005560	AMIN008224	AGAP012044
OG0005561	AMIN009009	AGAP011462
OG0005562	AMIN006507	AGAP012487
OG0005563	AMIN006502	AGAP012460
OG0005564	AMIN006505	AGAP012707
OG0005565	AMIN006515	AGAP010319
OG0005566	AMIN006510	AGAP012466
OG0005567	AMIN006506	AGAP012462
OG0005568	AMIN011472	AGAP004990
OG0005569	AMIN011473	AGAP004991
OG0005570	AMIN011471	AGAP004989
OG0005571	AMIN011474	AGAP004992
OG0005572	AMIN002791	AGAP003620
OG0005573	AMIN004849	AGAP004470
OG0005574	AMIN004627	AGAP003153
OG0005575	AMIN002880	AGAP003820
OG0005576	AMIN004857	AGAP004480
OG0005577	AMIN004858	AGAP004481
OG0005578	AMIN004851	AGAP004471
OG0005579	AMIN004856	AGAP004477
OG0005580	AMIN002881	AGAP003819
OG0005581	AMIN004811	AGAP004430
OG0005582	AMIN003125	AGAP002139
OG0005583	AMIN014281	AGAP002161
OG0005584	AMIN003347	AGAP002040
OG0005585	AMIN000354	AGAP003287
OG0005586	AMIN006313	AGAP007955
OG0005587	AMIN006312	AGAP007956
OG0005588	AMIN001490	AGAP009637
OG0005589	AMIN006306	AGAP007963
OG0005590	AMIN009073	AGAP008678
OG0005591	AMIN009435	AGAP008991
OG0005592	AMIN006311	AGAP007957
OG0005593	AMIN006314	AGAP007954
OG0005594	AMIN010981	AGAP005949
OG0005595	AMIN010982	AGAP005948
OG0005596	AMIN007900	AGAP006469
OG0005597	AMIN008118	AGAP004778
OG0005598	AMIN008113	AGAP004777
OG0005599	AMIN007056	AGAP011271
OG0005600	AMIN011156	AGAP005814
OG0005601	AMIN006493	AGAP000938
OG0005602	AMIN010224	AGAP007585
OG0005603	AMIN002204	AGAP001278
OG0005604	AMIN002203	AGAP029806
OG0005605	AMIN001222	AGAP000924
OG0005606	AMIN003385	AGAP001568
OG0005608	AMIN005768	AGAP001093
OG0005609	AMIN005581	AGAP000433
OG0005610	AMIN007634	AGAP006838
OG0005611	AMIN004010	AGAP003655
OG0005612	AMIN004008	AGAP003652
OG0005613	AMIN011570	AGAP005903
OG0005614	AMIN010710	AGAP005915
OG0005615	AMIN010712	AGAP005914
OG0005616	AMIN003741	AGAP003035
OG0005617	AMIN002179	AGAP001306
OG0005618	AMIN002178	AGAP001307
OG0005619	AMIN016228	AGAP001308
OG0005620	AMIN011124	AGAP007018
OG0005621	AMIN011123	AGAP007019
OG0005622	AMIN011122	AGAP007020
OG0005623	AMIN011121	AGAP007021
OG0005624	AMIN006089	AGAP008191
OG0005625	AMIN009622	AGAP009078
OG0005626	AMIN001665	AGAP008895
OG0005627	AMIN009840	AGAP009601
OG0005628	AMIN001663	AGAP028170
OG0005629	AMIN001666	AGAP008896
OG0005630	AMIN010759	AGAP005291
OG0005631	AMIN010758	AGAP005292
OG0005632	AMIN010570	AGAP007294
OG0005633	AMIN011161	AGAP005818
OG0005634	AMIN010567	AGAP007297
OG0005635	AMIN010565	AGAP007299
OG0005636	AMIN010569	AGAP007295
OG0005637	AMIN010566	AGAP007298
OG0005638	AMIN011163	AGAP005820
OG0005639	AMIN010479	AGAP007396
OG0005640	AMIN010568	AGAP012847, AGAP007296
OG0005641	AMIN000818	AGAP002220
OG0005642	AMIN000234	AGAP003873
OG0005643	AMIN000235	AGAP003874
OG0005644	AMIN003179	AGAP002939
OG0005645	AMIN003183	AGAP002935
OG0005646	AMIN003184	AGAP001762
OG0005649	AMIN005988	AGAP008313
OG0005650	AMIN009717	AGAP009172
OG0005651	AMIN006816	AGAP012635, AGAP009924
OG0005653	AMIN005772	AGAP001675
OG0005654	AMIN002048	AGAP000870
OG0005655	AMIN002971	AGAP003725
OG0005656	AMIN002970	AGAP003726
OG0005657	AMIN003904	AGAP002800
OG0005658	AMIN010901	AGAP005589
OG0005659	AMIN010900	AGAP005588
OG0005660	AMIN010903	AGAP005595
OG0005661	AMIN010208	AGAP007604
OG0005662	AMIN008945	AGAP012381
OG0005663	AMIN015975	AGAP012417
OG0005664	AMIN008912	AGAP012416
OG0005665	AMIN010447	AGAP007459
OG0005666	AMIN010443	AGAP007472
OG0005667	AMIN010040	AGAP006803
OG0005668	AMIN008845	AGAP011603
OG0005669	AMIN008166	AGAP004825
OG0005670	AMIN001229	AGAP000930
OG0005671	AMIN006348	AGAP007765
OG0005672	AMIN006354	AGAP007772
OG0005673	AMIN006345	AGAP007761
OG0005674	AMIN006349	AGAP007766
OG0005675	AMIN006346	AGAP007763
OG0005676	AMIN008444	AGAP011136
OG0005677	AMIN007350	AGAP005190
OG0005678	AMIN010414	AGAP007511
OG0005679	AMIN010418	AGAP007505
OG0005680	AMIN010413	AGAP007512
OG0005681	AMIN015776	AGAP007500
OG0005682	AMIN010417	AGAP007506
OG0005683	AMIN004923	AGAP004557
OG0005684	AMIN004114	AGAP004235
OG0005685	AMIN004111	AGAP004238
OG0005686	AMIN005410	AGAP000191
OG0005687	AMIN001750	AGAP009319
OG0005688	AMIN001758	AGAP009329
OG0005689	AMIN001755	AGAP009325
OG0005690	AMIN001753	AGAP009323
OG0005691	AMIN004443	AGAP012018
OG0005692	AMIN008144	AGAP004805
OG0005693	AMIN000447	AGAP001878
OG0005694	AMIN011408	AGAP004909
OG0005695	AMIN000449	AGAP001880
OG0005696	AMIN000445	AGAP001874
OG0005697	AMIN000495	AGAP001936
OG0005698	AMIN000497	AGAP001938
OG0005699	AMIN000448	AGAP001879
OG0005700	AMIN000884	AGAP003513
OG0005701	AMIN008374	AGAP029633
OG0005702	AMIN004302	AGAP011801
OG0005703	AMIN004301	AGAP011800
OG0005704	AMIN008574	AGAP011888
OG0005705	AMIN008730	AGAP011727
OG0005706	AMIN008961	AGAP011413
OG0005707	AMIN008575	AGAP011889
OG0005708	AMIN008576	AGAP029902
OG0005709	AMIN008577	AGAP011892
OG0005710	AMIN016127	AGAP011803
OG0005711	AMIN007024	AGAP010792
OG0005712	AMIN007023	AGAP010793
OG0005713	AMIN007942	AGAP006428
OG0005714	AMIN006737	AGAP009991
OG0005715	AMIN011644	AGAP004864
OG0005716	AMIN006735	AGAP009993
OG0005717	AMIN011606	AGAP005259
OG0005718	AMIN006739	AGAP009989
OG0005719	AMIN006738	AGAP009990
OG0005720	AMIN006740	AGAP009988
OG0005721	AMIN008008	AGAP006356
OG0005722	AMIN007307	AGAP005144
OG0005723	AMIN005287	AGAP000536
OG0005724	AMIN001976	AGAP000297
OG0005725	AMIN001975	AGAP000298
OG0005726	AMIN004249	AGAP011351
OG0005727	AMIN008193	AGAP010592
OG0005728	AMIN004252	AGAP011354
OG0005729	AMIN010954	AGAP005977
OG0005730	AMIN004250	AGAP011352
OG0005731	AMIN009224	AGAP010738
OG0005732	AMIN005320	AGAP000578
OG0005733	AMIN005319	AGAP000579
OG0005734	AMIN008294	AGAP029597
OG0005735	AMIN008297	AGAP012129
OG0005736	AMIN008298	AGAP012130
OG0005737	AMIN008293	AGAP012125
OG0005738	AMIN007474	AGAP004715
OG0005739	AMIN004736	AGAP004337
OG0005740	AMIN005464	AGAP000986
OG0005741	AMIN007163	AGAP007845
OG0005742	AMIN009448	AGAP009003
OG0005743	AMIN009443	AGAP009001
OG0005744	AMIN006953	AGAP028635
OG0005745	AMIN008158	AGAP004819
OG0005746	AMIN008155	AGAP004817
OG0005747	AMIN008157	AGAP004818
OG0005748	AMIN006697	AGAP010033
OG0005749	AMIN008074	AGAP006256
OG0005750	AMIN008160	AGAP004820
OG0005751	AMIN000747	AGAP002925
OG0005752	AMIN004908	AGAP004537
OG0005753	AMIN004907	AGAP004535
OG0005754	AMIN004901	AGAP004530
OG0005755	AMIN005272	AGAP000526
OG0005756	AMIN005695	AGAP000402
OG0005757	AMIN008230	AGAP028542
OG0005758	AMIN002426	AGAP001535
OG0005759	AMIN002424	AGAP001533
OG0005760	AMIN002418	AGAP001528
OG0005761	AMIN002419	AGAP013478
OG0005762	AMIN011438	AGAP004946
OG0005763	AMIN002417	AGAP001527
OG0005764	AMIN007455, AMIN007454	AGAP004731
OG0005765	AMIN007448	AGAP004737
OG0005766	AMIN007446	AGAP004738
OG0005767	AMIN007445	AGAP004742
OG0005768	AMIN002868	AGAP003335
OG0005769	AMIN002870	AGAP003337
OG0005770	AMIN002879	AGAP003821
OG0005771	AMIN002869	AGAP003336
OG0005772	AMIN002873	AGAP003341
OG0005773	AMIN002872	AGAP003339
OG0005774	AMIN002878	AGAP003823
OG0005775	AMIN000151	AGAP002253
OG0005776	AMIN000089	AGAP004640
OG0005777	AMIN001039	AGAP009042
OG0005778	AMIN011389	AGAP029598
OG0005779	AMIN011388	AGAP029473
OG0005780	AMIN011384	AGAP005435
OG0005781	AMIN015770	AGAP029502
OG0005782	AMIN006560	AGAP029717
OG0005783	AMIN006569	AGAP010376
OG0005784	AMIN002833	AGAP003988
OG0005785	AMIN005367	AGAP001039
OG0005786	AMIN005364	AGAP001037
OG0005787	AMIN005302	AGAP000549
OG0005788	AMIN005715	AGAP000422
OG0005789	AMIN005583	AGAP000436
OG0005790	AMIN004284	AGAP011772
OG0005791	AMIN004282	AGAP011770
OG0005792	AMIN011259	AGAP007119
OG0005793	AMIN001120	AGAP010272
OG0005794	AMIN001096	AGAP012518
OG0005795	AMIN010138	AGAP006687
OG0005796	AMIN010137	AGAP006688
OG0005797	AMIN002273	AGAP001200
OG0005798	AMIN002283	AGAP001194
OG0005799	AMIN002274	AGAP013386
OG0005800	AMIN011094	AGAP007050
OG0005801	AMIN011095	AGAP007049
OG0005802	AMIN011091	AGAP007053
OG0005804	AMIN006275	AGAP007989
OG0005805	AMIN005507	AGAP000354
OG0005806	AMIN001083	AGAP000899
OG0005807	AMIN005485	AGAP000332
OG0005808	AMIN000398	AGAP003229
OG0005809	AMIN000688	AGAP001793
OG0005810	AMIN000399	AGAP003228
OG0005811	AMIN000545	AGAP001362
OG0005812	AMIN000365	AGAP003276
OG0005813	AMIN000367	AGAP003273
OG0005814	AMIN000294	AGAP003935
OG0005815	AMIN000941	AGAP003453
OG0005816	AMIN000939	AGAP003454
OG0005817	AMIN000293	AGAP003934
OG0005818	AMIN002979	AGAP004322
OG0005820	AMIN000122	AGAP028490
OG0005821	AMIN015874	AGAP001733
OG0005822	AMIN005977	AGAP008325
OG0005823	AMIN005975	AGAP008327
OG0005824	AMIN000113	AGAP004659
OG0005825	AMIN007654	AGAP006880
OG0005826	AMIN007660	AGAP006888
OG0005827	AMIN007645	AGAP006872
OG0005828	AMIN007648	AGAP006873
OG0005829	AMIN004288	AGAP011778
OG0005830	AMIN000090	AGAP004641
OG0005831	AMIN008493	AGAP011099
OG0005832	AMIN004583	AGAP002302
OG0005833	AMIN004585	AGAP002305
OG0005834	AMIN004582	AGAP002300
OG0005835	AMIN011261	AGAP007121
OG0005836	AMIN011430	AGAP004937
OG0005837	AMIN010846	AGAP005521
OG0005838	AMIN010147	AGAP005701
OG0005839	AMIN011201	AGAP005861
OG0005840	AMIN009506	AGAP009771
OG0005841	AMIN009507	AGAP009772
OG0005842	AMIN009505	AGAP009770
OG0005843	AMIN003373	AGAP002066
OG0005844	AMIN003378	AGAP002071
OG0005845	AMIN003371	AGAP002064
OG0005846	AMIN003372	AGAP002065
OG0005847	AMIN000481	AGAP001917
OG0005848	AMIN000477	AGAP001914
OG0005849	AMIN000478	AGAP001915
OG0005850	AMIN003085	AGAP002183
OG0005851	AMIN003557	AGAP002759
OG0005852	AMIN000428	AGAP001828
OG0005853	AMIN006446	AGAP029563
OG0005854	AMIN006445	AGAP010314
OG0005855	AMIN011459	AGAP028425
OG0005856	AMIN011453	AGAP004958
OG0005857	AMIN011460	AGAP004968
OG0005858	AMIN011454	AGAP004959
OG0005859	AMIN011456	AGAP004961
OG0005860	AMIN011458	AGAP004965
OG0005861	AMIN011451	AGAP004956
OG0005862	AMIN010500	AGAP007373
OG0005863	AMIN010503	AGAP007369
OG0005864	AMIN010490	AGAP007383
OG0005865	AMIN010510	AGAP007363
OG0005866	AMIN009660	AGAP009117
OG0005867	AMIN009659	AGAP009116
OG0005868	AMIN009656	AGAP009114
OG0005869	AMIN001640	AGAP008875
OG0005870	AMIN001639	AGAP008874
OG0005871	AMIN001641	AGAP008876
OG0005872	AMIN006374	AGAP007789
OG0005873	AMIN006371	AGAP007786
OG0005874	AMIN006369	AGAP007784
OG0005875	AMIN002925	AGAP003769
OG0005876	AMIN002926	AGAP003768
OG0005877	AMIN002261	AGAP001211
OG0005878	AMIN002259	AGAP001212
OG0005879	AMIN002264	AGAP001207
OG0005880	AMIN016173	AGAP003775
OG0005881	AMIN002924	AGAP003770
OG0005882	AMIN008901	AGAP011538
OG0005883	AMIN008900	AGAP011539
OG0005884	AMIN008898	AGAP011541
OG0005885	AMIN005382	AGAP001023
OG0005886	AMIN005533	AGAP000220
OG0005887	AMIN002235	AGAP001237
OG0005888	AMIN000839	AGAP002239
OG0005889	AMIN000836	AGAP002235
OG0005890	AMIN002237	AGAP001235
OG0005891	AMIN000837	AGAP002236
OG0005892	AMIN009589	AGAP009865
OG0005893	AMIN008353	AGAP011245
OG0005894	AMIN008354	AGAP011244
OG0005895	AMIN008355	AGAP011243
OG0005896	AMIN008352	AGAP011246
OG0005897	AMIN008349	AGAP011248
OG0005898	AMIN008356	AGAP011242
OG0005899	AMIN009436	AGAP008993
OG0005900	AMIN002339	AGAP001124
OG0005901	AMIN001163	AGAP010229
OG0005902	AMIN001161	AGAP010230
OG0005903	AMIN001164	AGAP010228
OG0005904	AMIN008515	AGAP011077
OG0005905	AMIN008511	AGAP011081
OG0005906	AMIN015504	AGAP011070
OG0005907	AMIN008514	AGAP011078
OG0005908	AMIN008507	AGAP011086
OG0005909	AMIN008509	AGAP011084
OG0005910	AMIN008512	AGAP011080
OG0005911	AMIN008528	AGAP011062
OG0005912	AMIN008529	AGAP011061
OG0005913	AMIN001747	AGAP009314
OG0005914	AMIN009485	AGAP009743
OG0005915	AMIN009484	AGAP009742
OG0005916	AMIN009488	AGAP009746
OG0005917	AMIN001683	AGAP008912
OG0005918	AMIN009490	AGAP028645
OG0005919	AMIN009489	AGAP009747
OG0005920	AMIN009486	AGAP009744
OG0005921	AMIN009483	AGAP009740
OG0005922	AMIN004425	AGAP012002
OG0005923	AMIN004428	AGAP012005
OG0005924	AMIN004426	AGAP012003
OG0005925	AMIN011343	AGAP006232
OG0005926	AMIN016049	AGAP006229
OG0005927	AMIN011342	AGAP006231
OG0005928	AMIN007975	AGAP006393
OG0005929	AMIN007976	AGAP006392
OG0005930	AMIN004219	AGAP004140
OG0005931	AMIN004748	AGAP004351
OG0005932	AMIN000011	AGAP004593
OG0005933	AMIN000014	AGAP004595
OG0005934	AMIN004053	AGAP012793, AGAP003858
OG0005935	AMIN004150	AGAP004204
OG0005936	AMIN003020	AGAP004280
OG0005937	AMIN004149	AGAP004205
OG0005938	AMIN007049	AGAP010757
OG0005939	AMIN007052	AGAP029638
OG0005940	AMIN008142	AGAP004803
OG0005941	AMIN008683	AGAP010679
OG0005942	AMIN007051	AGAP010755
OG0005943	AMIN007050	AGAP010756
OG0005944	AMIN008682	AGAP010680
OG0005945	AMIN004679	AGAP002374
OG0005946	AMIN004562	AGAP002282
OG0005947	AMIN003000	AGAP004298
OG0005948	AMIN004683	AGAP002370
OG0005949	AMIN002999	AGAP004299
OG0005950	AMIN003001	AGAP004297
OG0005951	AMIN002998	AGAP004300
OG0005952	AMIN000904	AGAP003488
OG0005953	AMIN000907	AGAP003485
OG0005954	AMIN001774	AGAP009347
OG0005955	AMIN001777	AGAP009348
OG0005956	AMIN001772	AGAP029635
OG0005957	AMIN007594	AGAP005081
OG0005958	AMIN007595	AGAP005080
OG0005959	AMIN007596	AGAP005079
OG0005960	AMIN007593	AGAP005082
OG0005961	AMIN008186	AGAP010586
OG0005962	AMIN002590	AGAP004023
OG0005963	AMIN011196	AGAP005856
OG0005964	AMIN010069	AGAP006772
OG0005965	AMIN010072	AGAP006769
OG0005966	AMIN009522	AGAP009788
OG0005967	AMIN009409	AGAP008967
OG0005968	AMIN009601	AGAP009881
OG0005969	AMIN005275	AGAP000529
OG0005970	AMIN005118	AGAP000963
OG0005971	AMIN005777	AGAP001050
OG0005972	AMIN016232	AGAP000966
OG0005973	AMIN010621	AGAP007213
OG0005974	AMIN004769	AGAP004377
OG0005975	AMIN011431	AGAP004938
OG0005976	AMIN007565	AGAP005630
OG0005977	AMIN004768	AGAP004376
OG0005978	AMIN000947	AGAP003440
OG0005979	AMIN004767	AGAP004375
OG0005980	AMIN004985	AGAP010428
OG0005981	AMIN004983	AGAP010426
OG0005982	AMIN004986	AGAP010429
OG0005983	AMIN004984	AGAP010427
OG0005984	AMIN000959	AGAP004125
OG0005985	AMIN000961	AGAP004127
OG0005986	AMIN000958	AGAP004124
OG0005987	AMIN009107	AGAP008637
OG0005988	AMIN001190	AGAP010200
OG0005989	AMIN003946	AGAP002622
OG0005990	AMIN007765	AGAP006631
OG0005991	AMIN010679	AGAP006135
OG0005992	AMIN010828	AGAP005504
OG0005993	AMIN015516	AGAP005494
OG0005994	AMIN010830	AGAP005505
OG0005995	AMIN016223	AGAP007284
OG0005996	AMIN010678	AGAP006136
OG0005997	AMIN006059	AGAP008223
OG0005998	AMIN006057	AGAP008225
OG0005999	AMIN009504	AGAP009769
OG0006000	AMIN006058	AGAP008224
OG0006001	AMIN009502	AGAP009765
OG0006002	AMIN007621	AGAP006824
OG0006003	AMIN002098	AGAP000038
OG0006004	AMIN005231	AGAP000489
OG0006005	AMIN002097	AGAP000037
OG0006006	AMIN001530	AGAP009675
OG0006007	AMIN001529	AGAP009674
OG0006008	AMIN009637	AGAP009095
OG0006009	AMIN009638	AGAP009096
OG0006010	AMIN009479	AGAP009736
OG0006011	AMIN009636	AGAP009094
OG0006012	AMIN007504	AGAP028432
OG0006013	AMIN007510	AGAP004686
OG0006014	AMIN015530	AGAP010933
OG0006015	AMIN002532	AGAP002522
OG0006016	AMIN007505	AGAP012517
OG0006017	AMIN008692	AGAP010671
OG0006018	AMIN009849	AGAP009591
OG0006019	AMIN009851	AGAP009589
OG0006020	AMIN009854	AGAP009584
OG0006021	AMIN009850	AGAP009590
OG0006022	AMIN009846	AGAP009595
OG0006023	AMIN000878	AGAP003521
OG0006024	AMIN004021	AGAP003663
OG0006025	AMIN004019	AGAP003661
OG0006026	AMIN004020	AGAP003662
OG0006027	AMIN000162	AGAP002242
OG0006028	AMIN000157	AGAP002247
OG0006029	AMIN000153	AGAP002251
OG0006030	AMIN000160	AGAP002243
OG0006031	AMIN000159	AGAP002245
OG0006032	AMIN000161	AGAP002244
OG0006033	AMIN000156	AGAP002248
OG0006034	AMIN000194	AGAP003591
OG0006035	AMIN000201	AGAP003598
OG0006036	AMIN000193	AGAP003590
OG0006037	AMIN003073	AGAP002192
OG0006038	AMIN015784	AGAP003588
OG0006039	AMIN000191	AGAP003587
OG0006040	AMIN000202	AGAP003599
OG0006041	AMIN000200	AGAP003597
OG0006042	AMIN015787	AGAP003593
OG0006043	AMIN010976	AGAP005955
OG0006044	AMIN007907	AGAP006461
OG0006045	AMIN007910	AGAP006456
OG0006046	AMIN007909	AGAP006459
OG0006047	AMIN010977	AGAP005954
OG0006048	AMIN005786	AGAP001053
OG0006049	AMIN005787	AGAP001052
OG0006050	AMIN005788	AGAP028083, AGAP010485
OG0006051	AMIN005494	AGAP000343
OG0006052	AMIN010716	AGAP005909
OG0006053	AMIN003727	AGAP003020
OG0006054	AMIN010653	AGAP007166
OG0006055	AMIN011419	AGAP004928
OG0006056	AMIN011425	AGAP029895
OG0006057	AMIN015880	AGAP002822
OG0006058	AMIN000229	AGAP002361
OG0006059	AMIN003302	AGAP001994
OG0006060	AMIN008091	AGAP005402
OG0006061	AMIN008852	AGAP011587
OG0006062	AMIN002064	AGAP000855
OG0006063	AMIN005675	AGAP000372
OG0006064	AMIN002056	AGAP000861
OG0006065	AMIN002693	AGAP002427
OG0006066	AMIN002960	AGAP003734
OG0006067	AMIN002963	AGAP003731
OG0006068	AMIN002694	AGAP002429
OG0006069	AMIN002695	AGAP002430
OG0006070	AMIN002690	AGAP002425
OG0006071	AMIN002691	AGAP002426
OG0006072	AMIN001940	AGAP000887
OG0006073	AMIN015603	AGAP005540
OG0006074	AMIN010863	AGAP005542
OG0006075	AMIN007776	AGAP006619
OG0006076	AMIN010862	AGAP005541
OG0006077	AMIN007774	AGAP006621
OG0006078	AMIN011658	AGAP004877
OG0006079	AMIN003614	AGAP002693
OG0006080	AMIN002794	AGAP003623
OG0006081	AMIN002793	AGAP003622
OG0006082	AMIN008485	AGAP011106
OG0006083	AMIN008486	AGAP011105
OG0006084	AMIN011481	AGAP005000
OG0006085	AMIN005133	AGAP000768
OG0006086	AMIN002642	AGAP004076
OG0006087	AMIN003950	AGAP002617
OG0006088	AMIN004259	AGAP011362
OG0006089	AMIN005144	AGAP000755
OG0006090	AMIN010242	AGAP007567
OG0006091	AMIN010240	AGAP007570
OG0006092	AMIN010243	AGAP007566
OG0006093	AMIN007503	AGAP004689
OG0006094	AMIN007502	AGAP004690
OG0006095	AMIN001200	AGAP010193
OG0006096	AMIN001199	AGAP010194
OG0006097	AMIN001203	AGAP010190
OG0006098	AMIN007222	AGAP010141, AGAP012747
OG0006099	AMIN006657	AGAP010062
OG0006100	AMIN006658	AGAP012712, AGAP010061
OG0006101	AMIN006655	AGAP010064
OG0006102	AMIN007223	AGAP010142
OG0006103	AMIN002834	AGAP003987
OG0006104	AMIN011637	AGAP004854
OG0006105	AMIN006647	AGAP010076
OG0006106	AMIN004848	AGAP004468
OG0006107	AMIN003573	AGAP002740
OG0006108	AMIN004847	AGAP004467
OG0006109	AMIN000647	AGAP002093
OG0006110	AMIN004086	AGAP004265
OG0006111	AMIN002316	AGAP001153
OG0006112	AMIN002318	AGAP001151
OG0006113	AMIN016263	AGAP001143
OG0006114	AMIN004084	AGAP004267
OG0006115	AMIN016261	AGAP001148
OG0006116	AMIN002319	AGAP001150
OG0006117	AMIN011212	AGAP029526
OG0006118	AMIN000266	AGAP003904
OG0006119	AMIN003740	AGAP003034
OG0006121	AMIN008171	AGAP004891
OG0006122	AMIN011291	AGAP006158
OG0006123	AMIN015749	AGAP006403
OG0006124	AMIN002411	AGAP001520
OG0006125	AMIN000210	AGAP002338
OG0006126	AMIN005860	AGAP000681
OG0006127	AMIN002042	AGAP000676
OG0006128	AMIN005859	AGAP000682
OG0006129	AMIN005365	AGAP001038
OG0006130	AMIN007403	AGAP005364
OG0006131	AMIN007402	AGAP005362
OG0006132	AMIN008088	AGAP006243
OG0006133	AMIN007400	AGAP005360
OG0006134	AMIN004996	AGAP010438
OG0006135	AMIN004998	AGAP010441
OG0006136	AMIN007836	AGAP006534
OG0006137	AMIN007837	AGAP006532
OG0006138	AMIN004884	AGAP004509
OG0006139	AMIN004890	AGAP004516
OG0006140	AMIN010741	AGAP005209
OG0006141	AMIN015520	AGAP005530
OG0006142	AMIN001103	AGAP010293
OG0006143	AMIN010726	AGAP005225
OG0006144	AMIN010728	AGAP005221
OG0006145	AMIN010729	AGAP005220
OG0006146	AMIN005298	AGAP000545
OG0006147	AMIN004179	AGAP004174
OG0006148	AMIN004177	AGAP013223, AGAP004177
OG0006149	AMIN004175	AGAP004179
OG0006150	AMIN016102	AGAP003791
OG0006151	AMIN016123	AGAP004175
OG0006152	AMIN001319	AGAP008687
OG0006153	AMIN008189	AGAP010589
OG0006154	AMIN003110	AGAP002155
OG0006155	AMIN003109	AGAP002156
OG0006156	AMIN010083	AGAP006757
OG0006157	AMIN010085	AGAP006755
OG0006158	AMIN010689	AGAP029475
OG0006159	AMIN010690	AGAP006121
OG0006160	AMIN010084	AGAP006756
OG0006161	AMIN009621	AGAP009076
OG0006162	AMIN005457	AGAP000978
OG0006163	AMIN000675	AGAP001803
OG0006164	AMIN005161	AGAP029631
OG0006165	AMIN015748	AGAP007796
OG0006166	AMIN006391	AGAP007801
OG0006167	AMIN006388	AGAP007798
OG0006168	AMIN011344	AGAP006233
OG0006169	AMIN005081	AGAP000117
OG0006170	AMIN005203	AGAP000601
OG0006171	AMIN005130	AGAP000771
OG0006172	AMIN005131	AGAP000770
OG0006173	AMIN001123	AGAP010268
OG0006174	AMIN006718	AGAP010011
OG0006175	AMIN001124	AGAP010267
OG0006176	AMIN009365	AGAP012332
OG0006177	AMIN009364	AGAP012333
