Orthogroup	AminimusMINIMUS1	AfunestusAfunGA1
OG0005475	AMIN008323	AFUN2_003501
OG0005476	AMIN008327	AFUN2_008115
OG0005477	AMIN008316	AFUN2_005271
OG0005478	AMIN008315	AFUN2_010028
OG0005479	AMIN008318	AFUN2_001847
OG0005480	AMIN008320	AFUN2_006196
OG0005481	AMIN001993	AFUN2_005924
OG0005482	AMIN001984	AFUN2_001636
OG0005483	AMIN001992	AFUN2_002223
OG0005484	AMIN001988	AFUN2_003585
OG0005485	AMIN004588	AFUN2_007502
OG0005486	AMIN005558	AFUN2_014233
OG0005488	AMIN001334	AFUN2_012478
OG0005489	AMIN005798	AFUN2_011757
OG0005490	AMIN010236	AFUN2_005908
OG0005491	AMIN010233	AFUN2_013147
OG0005492	AMIN010232	AFUN2_000393
OG0005493	AMIN016022	AFUN2_012205, AFUN2_010276
OG0005494	AMIN010237	AFUN2_007054
OG0005495	AMIN009680	AFUN2_011921
OG0005496	AMIN009675	AFUN2_009543
OG0005497	AMIN009671	AFUN2_009120
OG0005498	AMIN009676	AFUN2_014722
OG0005499	AMIN009674	AFUN2_001605
OG0005500	AMIN009681	AFUN2_014553
OG0005501	AMIN009672	AFUN2_000880
OG0005502	AMIN009679	AFUN2_009941
OG0005503	AMIN005215	AFUN2_000449
OG0005505	AMIN002703	AFUN2_008825
OG0005506	AMIN005626	AFUN2_012545
OG0005507	AMIN005334	AFUN2_005726
OG0005508	AMIN002706	AFUN2_001551
OG0005509	AMIN002705	AFUN2_006512
OG0005510	AMIN007353	AFUN2_000626
OG0005511	AMIN003054	AFUN2_013077
OG0005512	AMIN011614	AFUN2_008030
OG0005513	AMIN008572	AFUN2_005911
OG0005514	AMIN008570	AFUN2_006117
OG0005515	AMIN008895	AFUN2_007238
OG0005516	AMIN009369	AFUN2_014385
OG0005517	AMIN016194	AFUN2_008045
OG0005518	AMIN005937	AFUN2_014002
OG0005519	AMIN005929	AFUN2_006746
OG0005520	AMIN005928	AFUN2_010888
OG0005521	AMIN005927	AFUN2_006923
OG0005522	AMIN005930	AFUN2_000512
OG0005523	AMIN005935	AFUN2_006841
OG0005524	AMIN006183	AFUN2_011146
OG0005525	AMIN005931	AFUN2_010256
OG0005526	AMIN004740	AFUN2_009991
OG0005527	AMIN004743	AFUN2_009167
OG0005528	AMIN001840	AFUN2_001322
OG0005529	AMIN001839	AFUN2_004033
OG0005530	AMIN001844	AFUN2_011433
OG0005531	AMIN011069	AFUN2_010870
OG0005532	AMIN011239	AFUN2_010251
OG0005533	AMIN007613	AFUN2_000698
OG0005534	AMIN011237	AFUN2_006421
OG0005535	AMIN003271	AFUN2_006977
OG0005536	AMIN003268	AFUN2_004481
OG0005537	AMIN003260	AFUN2_012590
OG0005538	AMIN003265	AFUN2_002375
OG0005539	AMIN003266	AFUN2_013015
OG0005540	AMIN002021	AFUN2_008062
OG0005541	AMIN011166	AFUN2_002006
OG0005542	AMIN011167	AFUN2_012766
OG0005543	AMIN011169	AFUN2_011290
OG0005544	AMIN011165	AFUN2_010877
OG0005545	AMIN001392	AFUN2_000474
OG0005546	AMIN009512	AFUN2_006155
OG0005547	AMIN002806	AFUN2_008461
OG0005548	AMIN002807	AFUN2_013429
OG0005549	AMIN002804	AFUN2_000494
OG0005550	AMIN002814	AFUN2_009288
OG0005551	AMIN008255	AFUN2_005577
OG0005552	AMIN003612	AFUN2_014051
OG0005553	AMIN008646	AFUN2_002301
OG0005554	AMIN008659	AFUN2_005076
OG0005555	AMIN009031	AFUN2_014390
OG0005556	AMIN008645	AFUN2_009983
OG0005557	AMIN008660	AFUN2_008150
OG0005558	AMIN008647	AFUN2_009822
OG0005559	AMIN008651	AFUN2_000527
OG0005560	AMIN008224	AFUN2_013279
OG0005561	AMIN009009	AFUN2_014123
OG0005562	AMIN006507	AFUN2_009134
OG0005563	AMIN006502	AFUN2_014337
OG0005564	AMIN006505	AFUN2_003993
OG0005565	AMIN006515	AFUN2_014061
OG0005566	AMIN006510	AFUN2_013196
OG0005567	AMIN006506	AFUN2_009418
OG0005568	AMIN011472	AFUN2_006575
OG0005569	AMIN011473	AFUN2_005248
OG0005570	AMIN011471	AFUN2_010525
OG0005571	AMIN011474	AFUN2_001592
OG0005572	AMIN002791	AFUN2_000686
OG0005573	AMIN004849	AFUN2_009662
OG0005574	AMIN004627	AFUN2_006369
OG0005575	AMIN002880	AFUN2_012540
OG0005576	AMIN004857	AFUN2_008947
OG0005577	AMIN004858	AFUN2_010854
OG0005578	AMIN004851	AFUN2_004532
OG0005579	AMIN004856	AFUN2_012276
OG0005580	AMIN002881	AFUN2_007695
OG0005581	AMIN004811	AFUN2_013225
OG0005582	AMIN003125	AFUN2_003435
OG0005583	AMIN014281	AFUN2_002335
OG0005584	AMIN003347	AFUN2_014551
OG0005585	AMIN000354	AFUN2_014087
OG0005586	AMIN006313	AFUN2_007957
OG0005587	AMIN006312	AFUN2_005142
OG0005588	AMIN001490	AFUN2_007727
OG0005589	AMIN006306	AFUN2_004684
OG0005590	AMIN009073	AFUN2_001704
OG0005591	AMIN009435	AFUN2_008379
OG0005592	AMIN006311	AFUN2_012342
OG0005593	AMIN006314	AFUN2_000505
OG0005594	AMIN010981	AFUN2_000786
OG0005595	AMIN010982	AFUN2_000800
OG0005596	AMIN007900	AFUN2_000417, AFUN2_009065
OG0005597	AMIN008118	AFUN2_006684
OG0005598	AMIN008113	AFUN2_002677
OG0005599	AMIN007056	AFUN2_002296
OG0005600	AMIN011156	AFUN2_007483
OG0005601	AMIN006493	AFUN2_012579
OG0005602	AMIN010224	AFUN2_009323
OG0005603	AMIN002204	AFUN2_004468
OG0005604	AMIN002203	AFUN2_007186
OG0005605	AMIN001222	AFUN2_010663
OG0005606	AMIN003385	AFUN2_012895
OG0005608	AMIN005768	AFUN2_012087
OG0005609	AMIN005581	AFUN2_007106
OG0005610	AMIN007634	AFUN2_010055
OG0005611	AMIN004010	AFUN2_005329
OG0005612	AMIN004008	AFUN2_013298
OG0005613	AMIN011570	AFUN2_004518
OG0005614	AMIN010710	AFUN2_009683
OG0005615	AMIN010712	AFUN2_001780
OG0005616	AMIN003741	AFUN2_007941
OG0005617	AMIN002179	AFUN2_002049
OG0005618	AMIN002178	AFUN2_004283
OG0005619	AMIN016228	AFUN2_009544
OG0005620	AMIN011124	AFUN2_005272
OG0005621	AMIN011123	AFUN2_010703
OG0005622	AMIN011122	AFUN2_009062
OG0005623	AMIN011121	AFUN2_013017
OG0005624	AMIN006089	AFUN2_011784
OG0005625	AMIN009622	AFUN2_010838
OG0005626	AMIN001665	AFUN2_001385
OG0005627	AMIN009840	AFUN2_011654
OG0005628	AMIN001663	AFUN2_008350
OG0005629	AMIN001666	AFUN2_000638
OG0005630	AMIN010759	AFUN2_009056
OG0005631	AMIN010758	AFUN2_014103
OG0005632	AMIN010570	AFUN2_009324
OG0005633	AMIN011161	AFUN2_002562
OG0005634	AMIN010567	AFUN2_006953
OG0005635	AMIN010565	AFUN2_010427
OG0005636	AMIN010569	AFUN2_010749
OG0005637	AMIN010566	AFUN2_010605
OG0005638	AMIN011163	AFUN2_002568
OG0005639	AMIN010479	AFUN2_007580
OG0005640	AMIN010568	AFUN2_003642
OG0005641	AMIN000818	AFUN2_005099
OG0005642	AMIN000234	AFUN2_004261
OG0005643	AMIN000235	AFUN2_012406
OG0005644	AMIN003179	AFUN2_014577
OG0005645	AMIN003183	AFUN2_008787
OG0005646	AMIN003184	AFUN2_008483
OG0005649	AMIN005988	AFUN2_001733
OG0005650	AMIN009717	AFUN2_004342
OG0005651	AMIN006816	AFUN2_011813
OG0005653	AMIN005772	AFUN2_006081
OG0005654	AMIN002048	AFUN2_007117
OG0005655	AMIN002971	AFUN2_001503
OG0005656	AMIN002970	AFUN2_013942
OG0005657	AMIN003904	AFUN2_012811
OG0005658	AMIN010901	AFUN2_008583
OG0005659	AMIN010900	AFUN2_013940
OG0005660	AMIN010903	AFUN2_000359
OG0005661	AMIN010208	AFUN2_003024
OG0005662	AMIN008945	AFUN2_010758
OG0005663	AMIN015975	AFUN2_010637
OG0005664	AMIN008912	AFUN2_008976
OG0005665	AMIN010447	AFUN2_011944
OG0005666	AMIN010443	AFUN2_003163
OG0005667	AMIN010040	AFUN2_004952
OG0005668	AMIN008845	AFUN2_012411
OG0005669	AMIN008166	AFUN2_003806
OG0005670	AMIN001229	AFUN2_004892
OG0005671	AMIN006348	AFUN2_005725
OG0005672	AMIN006354	AFUN2_013251
OG0005673	AMIN006345	AFUN2_010367
OG0005674	AMIN006349	AFUN2_003783
OG0005675	AMIN006346	AFUN2_006787
OG0005676	AMIN008444	AFUN2_009325
OG0005677	AMIN007350	AFUN2_013212
OG0005678	AMIN010414	AFUN2_007273
OG0005679	AMIN010418	AFUN2_004629
OG0005680	AMIN010413	AFUN2_014623
OG0005681	AMIN015776	AFUN2_010282
OG0005682	AMIN010417	AFUN2_002591
OG0005683	AMIN004923	AFUN2_003146
OG0005684	AMIN004114	AFUN2_002110
OG0005685	AMIN004111	AFUN2_003941
OG0005686	AMIN005410	AFUN2_000827
OG0005687	AMIN001750	AFUN2_003482
OG0005688	AMIN001758	AFUN2_012572
OG0005689	AMIN001755	AFUN2_004433
OG0005690	AMIN001753	AFUN2_013653
OG0005691	AMIN004443	AFUN2_006655
OG0005692	AMIN008144	AFUN2_013778
OG0005693	AMIN000447	AFUN2_005270
OG0005694	AMIN011408	AFUN2_011987
OG0005695	AMIN000449	AFUN2_014486
OG0005696	AMIN000445	AFUN2_006036
OG0005697	AMIN000495	AFUN2_010622
OG0005698	AMIN000497	AFUN2_011082
OG0005699	AMIN000448	AFUN2_001747
OG0005700	AMIN000884	AFUN2_014583
OG0005701	AMIN008374	AFUN2_000615
OG0005702	AMIN004302	AFUN2_014429
OG0005703	AMIN004301	AFUN2_007583
OG0005704	AMIN008574	AFUN2_010657
OG0005705	AMIN008730	AFUN2_011886
OG0005706	AMIN008961	AFUN2_005289
OG0005707	AMIN008575	AFUN2_013928
OG0005708	AMIN008576	AFUN2_005998
OG0005709	AMIN008577	AFUN2_013934
OG0005710	AMIN016127	AFUN2_000471
OG0005711	AMIN007024	AFUN2_007916
OG0005712	AMIN007023	AFUN2_000436
OG0005713	AMIN007942	AFUN2_014166
OG0005714	AMIN006737	AFUN2_010595
OG0005715	AMIN011644	AFUN2_003839
OG0005716	AMIN006735	AFUN2_006799
OG0005717	AMIN011606	AFUN2_009692
OG0005718	AMIN006739	AFUN2_003766
OG0005719	AMIN006738	AFUN2_007581
OG0005720	AMIN006740	AFUN2_013506
OG0005721	AMIN008008	AFUN2_012473
OG0005722	AMIN007307	AFUN2_010001
OG0005723	AMIN005287	AFUN2_013872
OG0005724	AMIN001976	AFUN2_014004
OG0005725	AMIN001975	AFUN2_009341
OG0005726	AMIN004249	AFUN2_007217
OG0005727	AMIN008193	AFUN2_002286
OG0005728	AMIN004252	AFUN2_009282
OG0005729	AMIN010954	AFUN2_001865
OG0005730	AMIN004250	AFUN2_000475
OG0005731	AMIN009224	AFUN2_007373
OG0005732	AMIN005320	AFUN2_002744
OG0005733	AMIN005319	AFUN2_007044
OG0005734	AMIN008294	AFUN2_000323
OG0005735	AMIN008297	AFUN2_001173
OG0005736	AMIN008298	AFUN2_011031
OG0005737	AMIN008293	AFUN2_003055
OG0005738	AMIN007474	AFUN2_000565
OG0005739	AMIN004736	AFUN2_006685
OG0005740	AMIN005464	AFUN2_011753
OG0005741	AMIN007163	AFUN2_004101
OG0005742	AMIN009448	AFUN2_007500
OG0005743	AMIN009443	AFUN2_006570
OG0005744	AMIN006953	AFUN2_011945
OG0005745	AMIN008158	AFUN2_002015
OG0005746	AMIN008155	AFUN2_012623
OG0005747	AMIN008157	AFUN2_011443
OG0005748	AMIN006697	AFUN2_012315
OG0005749	AMIN008074	AFUN2_008792
OG0005750	AMIN008160	AFUN2_013428
OG0005751	AMIN000747	AFUN2_005527
OG0005752	AMIN004908	AFUN2_011690
OG0005753	AMIN004907	AFUN2_005088
OG0005754	AMIN004901	AFUN2_013622
OG0005755	AMIN005272	AFUN2_002661
OG0005756	AMIN005695	AFUN2_001275
OG0005757	AMIN008230	AFUN2_004223
OG0005758	AMIN002426	AFUN2_012227
OG0005759	AMIN002424	AFUN2_002045
OG0005760	AMIN002418	AFUN2_011965
OG0005761	AMIN002419	AFUN2_014775
OG0005762	AMIN011438	AFUN2_006446
OG0005763	AMIN002417	AFUN2_006440
OG0005764	AMIN007455, AMIN007454	AFUN2_008692
OG0005765	AMIN007448	AFUN2_000804
OG0005766	AMIN007446	AFUN2_005958
OG0005767	AMIN007445	AFUN2_007199
OG0005768	AMIN002868	AFUN2_005295
OG0005769	AMIN002870	AFUN2_002607
OG0005770	AMIN002879	AFUN2_004912
OG0005771	AMIN002869	AFUN2_008905
OG0005772	AMIN002873	AFUN2_006020
OG0005773	AMIN002872	AFUN2_002315
OG0005774	AMIN002878	AFUN2_002849
OG0005775	AMIN000151	AFUN2_009159
OG0005776	AMIN000089	AFUN2_002341
OG0005777	AMIN001039	AFUN2_002597
OG0005778	AMIN011389	AFUN2_006073
OG0005779	AMIN011388	AFUN2_003623
OG0005780	AMIN011384	AFUN2_008936
OG0005781	AMIN015770	AFUN2_006125
OG0005782	AMIN006560	AFUN2_014733
OG0005783	AMIN006569	AFUN2_009070
OG0005784	AMIN002833	AFUN2_007459
OG0005785	AMIN005367	AFUN2_004078
OG0005786	AMIN005364	AFUN2_009008
OG0005787	AMIN005302	AFUN2_012789
OG0005788	AMIN005715	AFUN2_012730
OG0005789	AMIN005583	AFUN2_001899
OG0005790	AMIN004284	AFUN2_004115
OG0005791	AMIN004282	AFUN2_011163
OG0005792	AMIN011259	AFUN2_004121
OG0005793	AMIN001120	AFUN2_003273
OG0005794	AMIN001096	AFUN2_013276
OG0005795	AMIN010138	AFUN2_001743
OG0005796	AMIN010137	AFUN2_012338
OG0005797	AMIN002273	AFUN2_011850
OG0005798	AMIN002283	AFUN2_002884
OG0005799	AMIN002274	AFUN2_010457
OG0005800	AMIN011094	AFUN2_008422
OG0005801	AMIN011095	AFUN2_013500
OG0005802	AMIN011091	AFUN2_004274
OG0005804	AMIN006275	AFUN2_010417
OG0005805	AMIN005507	AFUN2_010634
OG0005806	AMIN001083	AFUN2_000735
OG0005807	AMIN005485	AFUN2_008858
OG0005808	AMIN000398	AFUN2_013210
OG0005809	AMIN000688	AFUN2_003211
OG0005810	AMIN000399	AFUN2_012951
OG0005811	AMIN000545	AFUN2_011989
OG0005812	AMIN000365	AFUN2_011289
OG0005813	AMIN000367	AFUN2_010229
OG0005814	AMIN000294	AFUN2_000464
OG0005815	AMIN000941	AFUN2_000821
OG0005816	AMIN000939	AFUN2_001399
OG0005817	AMIN000293	AFUN2_014153
OG0005818	AMIN002979	AFUN2_005133
OG0005820	AMIN000122	AFUN2_006423
OG0005821	AMIN015874	AFUN2_005412
OG0005822	AMIN005977	AFUN2_005447
OG0005823	AMIN005975	AFUN2_004577
OG0005824	AMIN000113	AFUN2_011897
OG0005825	AMIN007654	AFUN2_002670
OG0005826	AMIN007660	AFUN2_010710
OG0005827	AMIN007645	AFUN2_014117
OG0005828	AMIN007648	AFUN2_002036
OG0005829	AMIN004288	AFUN2_011267
OG0005830	AMIN000090	AFUN2_002533
OG0005831	AMIN008493	AFUN2_008036
OG0005832	AMIN004583	AFUN2_012762
OG0005833	AMIN004585	AFUN2_002534
OG0005834	AMIN004582	AFUN2_007849
OG0005835	AMIN011261	AFUN2_005006
OG0005836	AMIN011430	AFUN2_003504
OG0005837	AMIN010846	AFUN2_002813
OG0005838	AMIN010147	AFUN2_008476
OG0005839	AMIN011201	AFUN2_008018
OG0005840	AMIN009506	AFUN2_002090
OG0005841	AMIN009507	AFUN2_005135
OG0005842	AMIN009505	AFUN2_011062
OG0005843	AMIN003373	AFUN2_011212
OG0005844	AMIN003378	AFUN2_003025
OG0005845	AMIN003371	AFUN2_008826
OG0005846	AMIN003372	AFUN2_001984
OG0005847	AMIN000481	AFUN2_010189
OG0005848	AMIN000477	AFUN2_004872
OG0005849	AMIN000478	AFUN2_010350
OG0005850	AMIN003085	AFUN2_005949
OG0005851	AMIN003557	AFUN2_007682
OG0005852	AMIN000428	AFUN2_010129
OG0005853	AMIN006446	AFUN2_000754
OG0005854	AMIN006445	AFUN2_002688
OG0005855	AMIN011459	AFUN2_014575
OG0005856	AMIN011453	AFUN2_002273
OG0005857	AMIN011460	AFUN2_003593
OG0005858	AMIN011454	AFUN2_014272
OG0005859	AMIN011456	AFUN2_007632
OG0005860	AMIN011458	AFUN2_012519
OG0005861	AMIN011451	AFUN2_011389
OG0005862	AMIN010500	AFUN2_006075
OG0005863	AMIN010503	AFUN2_009190
OG0005864	AMIN010490	AFUN2_010542
OG0005865	AMIN010510	AFUN2_010693
OG0005866	AMIN009660	AFUN2_009532
OG0005867	AMIN009659	AFUN2_010993
OG0005868	AMIN009656	AFUN2_010131
OG0005869	AMIN001640	AFUN2_012582
OG0005870	AMIN001639	AFUN2_000365
OG0005871	AMIN001641	AFUN2_007266
OG0005872	AMIN006374	AFUN2_010015
OG0005873	AMIN006371	AFUN2_013447
OG0005874	AMIN006369	AFUN2_003603
OG0005875	AMIN002925	AFUN2_000319
OG0005876	AMIN002926	AFUN2_000932
OG0005877	AMIN002261	AFUN2_008880
OG0005878	AMIN002259	AFUN2_004438
OG0005879	AMIN002264	AFUN2_012017
OG0005880	AMIN016173	AFUN2_011395
OG0005881	AMIN002924	AFUN2_004510
OG0005882	AMIN008901	AFUN2_006657
OG0005883	AMIN008900	AFUN2_006266
OG0005884	AMIN008898	AFUN2_013356
OG0005885	AMIN005382	AFUN2_013743
OG0005886	AMIN005533	AFUN2_003782
OG0005887	AMIN002235	AFUN2_008525
OG0005888	AMIN000839	AFUN2_009337
OG0005889	AMIN000836	AFUN2_008365
OG0005890	AMIN002237	AFUN2_005658
OG0005891	AMIN000837	AFUN2_006917
OG0005892	AMIN009589	AFUN2_007178
OG0005893	AMIN008353	AFUN2_003251
OG0005894	AMIN008354	AFUN2_004790
OG0005895	AMIN008355	AFUN2_012643
OG0005896	AMIN008352	AFUN2_008972
OG0005897	AMIN008349	AFUN2_008955
OG0005898	AMIN008356	AFUN2_007408
OG0005899	AMIN009436	AFUN2_006915
OG0005900	AMIN002339	AFUN2_001549
OG0005901	AMIN001163	AFUN2_014027
OG0005902	AMIN001161	AFUN2_013259
OG0005903	AMIN001164	AFUN2_006693
OG0005904	AMIN008515	AFUN2_002663
OG0005905	AMIN008511	AFUN2_004622
OG0005906	AMIN015504	AFUN2_013281
OG0005907	AMIN008514	AFUN2_007116
OG0005908	AMIN008507	AFUN2_010382
OG0005909	AMIN008509	AFUN2_013410
OG0005910	AMIN008512	AFUN2_014238
OG0005911	AMIN008528	AFUN2_013519
OG0005912	AMIN008529	AFUN2_003846
OG0005913	AMIN001747	AFUN2_002385
OG0005914	AMIN009485	AFUN2_008889
OG0005915	AMIN009484	AFUN2_011195
OG0005916	AMIN009488	AFUN2_003646
OG0005917	AMIN001683	AFUN2_014298
OG0005918	AMIN009490	AFUN2_004820
OG0005919	AMIN009489	AFUN2_000947
OG0005920	AMIN009486	AFUN2_014744
OG0005921	AMIN009483	AFUN2_013837
OG0005922	AMIN004425	AFUN2_007299
OG0005923	AMIN004428	AFUN2_009476
OG0005924	AMIN004426	AFUN2_013964
OG0005925	AMIN011343	AFUN2_000726
OG0005926	AMIN016049	AFUN2_009719
OG0005927	AMIN011342	AFUN2_004102
OG0005928	AMIN007975	AFUN2_004737
OG0005929	AMIN007976	AFUN2_001684
OG0005930	AMIN004219	AFUN2_010659
OG0005931	AMIN004748	AFUN2_008382
OG0005932	AMIN000011	AFUN2_005721
OG0005933	AMIN000014	AFUN2_000561
OG0005934	AMIN004053	AFUN2_002509
OG0005935	AMIN004150	AFUN2_007209
OG0005936	AMIN003020	AFUN2_010246
OG0005937	AMIN004149	AFUN2_010018
OG0005938	AMIN007049	AFUN2_009812
OG0005939	AMIN007052	AFUN2_013599
OG0005940	AMIN008142	AFUN2_006763
OG0005941	AMIN008683	AFUN2_005826
OG0005942	AMIN007051	AFUN2_001213
OG0005943	AMIN007050	AFUN2_002346
OG0005944	AMIN008682	AFUN2_011575
OG0005945	AMIN004679	AFUN2_002427
OG0005946	AMIN004562	AFUN2_002338
OG0005947	AMIN003000	AFUN2_012159
OG0005948	AMIN004683	AFUN2_005467
OG0005949	AMIN002999	AFUN2_001541
OG0005950	AMIN003001	AFUN2_013734
OG0005951	AMIN002998	AFUN2_010539
OG0005952	AMIN000904	AFUN2_005236
OG0005953	AMIN000907	AFUN2_013713
OG0005954	AMIN001774	AFUN2_005319
OG0005955	AMIN001777	AFUN2_010415
OG0005956	AMIN001772	AFUN2_005532
OG0005957	AMIN007594	AFUN2_014175
OG0005958	AMIN007595	AFUN2_010931
OG0005959	AMIN007596	AFUN2_002803
OG0005960	AMIN007593	AFUN2_005218
OG0005961	AMIN008186	AFUN2_010855
OG0005962	AMIN002590	AFUN2_000572
OG0005963	AMIN011196	AFUN2_008268
OG0005964	AMIN010069	AFUN2_004402
OG0005965	AMIN010072	AFUN2_014074
OG0005966	AMIN009522	AFUN2_007427
OG0005967	AMIN009409	AFUN2_009838
OG0005968	AMIN009601	AFUN2_006409
OG0005969	AMIN005275	AFUN2_006410
OG0005970	AMIN005118	AFUN2_006105
OG0005971	AMIN005777	AFUN2_001190
OG0005972	AMIN016232	AFUN2_001135
OG0005973	AMIN010621	AFUN2_005762
OG0005974	AMIN004769	AFUN2_009371
OG0005975	AMIN011431	AFUN2_013547
OG0005976	AMIN007565	AFUN2_006250
OG0005977	AMIN004768	AFUN2_008072
OG0005978	AMIN000947	AFUN2_008967
OG0005979	AMIN004767	AFUN2_014525
OG0005980	AMIN004985	AFUN2_007680
OG0005981	AMIN004983	AFUN2_011123
OG0005982	AMIN004986	AFUN2_009092
OG0005983	AMIN004984	AFUN2_000741
OG0005984	AMIN000959	AFUN2_010431
OG0005985	AMIN000961	AFUN2_007715
OG0005986	AMIN000958	AFUN2_012078
OG0005987	AMIN009107	AFUN2_001394
OG0005988	AMIN001190	AFUN2_004809
OG0005989	AMIN003946	AFUN2_000857
OG0005990	AMIN007765	AFUN2_007456
OG0005991	AMIN010679	AFUN2_002601
OG0005992	AMIN010828	AFUN2_012793
OG0005993	AMIN015516	AFUN2_007770
OG0005994	AMIN010830	AFUN2_011210
OG0005995	AMIN016223	AFUN2_009349
OG0005996	AMIN010678	AFUN2_001228
OG0005997	AMIN006059	AFUN2_013878
OG0005998	AMIN006057	AFUN2_007636
OG0005999	AMIN009504	AFUN2_008598
OG0006000	AMIN006058	AFUN2_011509
OG0006001	AMIN009502	AFUN2_003754
OG0006002	AMIN007621	AFUN2_003299
OG0006003	AMIN002098	AFUN2_011374
OG0006004	AMIN005231	AFUN2_005466
OG0006005	AMIN002097	AFUN2_013186
OG0006006	AMIN001530	AFUN2_006700
OG0006007	AMIN001529	AFUN2_004565
OG0006008	AMIN009637	AFUN2_012351
OG0006009	AMIN009638	AFUN2_000655
OG0006010	AMIN009479	AFUN2_000549
OG0006011	AMIN009636	AFUN2_011522
OG0006012	AMIN007504	AFUN2_002444
OG0006013	AMIN007510	AFUN2_003240
OG0006014	AMIN015530	AFUN2_006550
OG0006015	AMIN002532	AFUN2_014548
OG0006016	AMIN007505	AFUN2_008177
OG0006017	AMIN008692	AFUN2_011291
OG0006018	AMIN009849	AFUN2_005367
OG0006019	AMIN009851	AFUN2_009853
OG0006020	AMIN009854	AFUN2_004060
OG0006021	AMIN009850	AFUN2_002470
OG0006022	AMIN009846	AFUN2_008079
OG0006023	AMIN000878	AFUN2_014626
OG0006024	AMIN004021	AFUN2_008040
OG0006025	AMIN004019	AFUN2_003742
OG0006026	AMIN004020	AFUN2_012076
OG0006027	AMIN000162	AFUN2_013846
OG0006028	AMIN000157	AFUN2_008713
OG0006029	AMIN000153	AFUN2_009949
OG0006030	AMIN000160	AFUN2_013066
OG0006031	AMIN000159	AFUN2_001707
OG0006032	AMIN000161	AFUN2_014498
OG0006033	AMIN000156	AFUN2_013517
OG0006034	AMIN000194	AFUN2_009479
OG0006035	AMIN000201	AFUN2_007489
OG0006036	AMIN000193	AFUN2_003922
OG0006037	AMIN003073	AFUN2_003032
OG0006038	AMIN015784	AFUN2_001310
OG0006039	AMIN000191	AFUN2_010629
OG0006040	AMIN000202	AFUN2_002392
OG0006041	AMIN000200	AFUN2_008152
OG0006042	AMIN015787	AFUN2_003963
OG0006043	AMIN010976	AFUN2_001418
OG0006044	AMIN007907	AFUN2_014451
OG0006045	AMIN007910	AFUN2_007452
OG0006046	AMIN007909	AFUN2_010508
OG0006047	AMIN010977	AFUN2_011474
OG0006048	AMIN005786	AFUN2_001144
OG0006049	AMIN005787	AFUN2_002422
OG0006050	AMIN005788	AFUN2_004377
OG0006051	AMIN005494	AFUN2_001945
OG0006052	AMIN010716	AFUN2_014059
OG0006053	AMIN003727	AFUN2_006486
OG0006054	AMIN010653	AFUN2_008077
OG0006055	AMIN011419	AFUN2_014480
OG0006056	AMIN011425	AFUN2_002178
OG0006057	AMIN015880	AFUN2_012979
OG0006058	AMIN000229	AFUN2_010206
OG0006059	AMIN003302	AFUN2_009754
OG0006060	AMIN008091	AFUN2_007991
OG0006061	AMIN008852	AFUN2_005288
OG0006062	AMIN002064	AFUN2_001064
OG0006063	AMIN005675	AFUN2_004846
OG0006064	AMIN002056	AFUN2_007514
OG0006065	AMIN002693	AFUN2_012682
OG0006066	AMIN002960	AFUN2_009417
OG0006067	AMIN002963	AFUN2_010934
OG0006068	AMIN002694	AFUN2_002785
OG0006069	AMIN002695	AFUN2_014658
OG0006070	AMIN002690	AFUN2_014366
OG0006071	AMIN002691	AFUN2_007048
OG0006072	AMIN001940	AFUN2_008394
OG0006073	AMIN015603	AFUN2_007394
OG0006074	AMIN010863	AFUN2_010820
OG0006075	AMIN007776	AFUN2_013558
OG0006076	AMIN010862	AFUN2_006776
OG0006077	AMIN007774	AFUN2_008549
OG0006078	AMIN011658	AFUN2_007359
OG0006079	AMIN003614	AFUN2_010465
OG0006080	AMIN002794	AFUN2_013854
OG0006081	AMIN002793	AFUN2_008271
OG0006082	AMIN008485	AFUN2_006327
OG0006083	AMIN008486	AFUN2_000355
OG0006084	AMIN011481	AFUN2_006564
OG0006085	AMIN005133	AFUN2_004213
OG0006086	AMIN002642	AFUN2_011397
OG0006087	AMIN003950	AFUN2_008916
OG0006088	AMIN004259	AFUN2_002798
OG0006089	AMIN005144	AFUN2_003307
OG0006090	AMIN010242	AFUN2_004856
OG0006091	AMIN010240	AFUN2_005615
OG0006092	AMIN010243	AFUN2_009611
OG0006093	AMIN007503	AFUN2_003833
OG0006094	AMIN007502	AFUN2_005214
OG0006095	AMIN001200	AFUN2_014671
OG0006096	AMIN001199	AFUN2_004667
OG0006097	AMIN001203	AFUN2_005685
OG0006098	AMIN007222	AFUN2_006816
OG0006099	AMIN006657	AFUN2_012444
OG0006100	AMIN006658	AFUN2_002368
OG0006101	AMIN006655	AFUN2_000487
OG0006102	AMIN007223	AFUN2_012697
OG0006103	AMIN002834	AFUN2_005275
OG0006104	AMIN011637	AFUN2_014815
OG0006105	AMIN006647	AFUN2_005674
OG0006106	AMIN004848	AFUN2_014318
OG0006107	AMIN003573	AFUN2_007594
OG0006108	AMIN004847	AFUN2_014141
OG0006109	AMIN000647	AFUN2_005585
OG0006110	AMIN004086	AFUN2_013272
OG0006111	AMIN002316	AFUN2_000992
OG0006112	AMIN002318	AFUN2_008678
OG0006113	AMIN016263	AFUN2_007092
OG0006114	AMIN004084	AFUN2_006992
OG0006115	AMIN016261	AFUN2_008630
