Orthogroup	AminimusMINIMUS1	AaegyptiLVP_AGWG
OG0004604	AMIN000569	AAEL004581
OG0004605	AMIN007860	AAEL004583
OG0004606	AMIN007875	AAEL004588
OG0004607	AMIN007869	AAEL004590
OG0004608	AMIN003002	AAEL004603
OG0004609	AMIN000880	AAEL004613
OG0004610	AMIN004223	AAEL004623
OG0004611	AMIN000950	AAEL004634
OG0004612	AMIN007415	AAEL004657
OG0004613	AMIN007012	AAEL004663
OG0004614	AMIN004521	AAEL004668
OG0004615	AMIN005011	AAEL004669
OG0004616	AMIN007011	AAEL004673
OG0004617	AMIN005014	AAEL004675
OG0004618	AMIN010942	AAEL004682
OG0004619	AMIN007359	AAEL004691
OG0004620	AMIN000566	AAEL004696
OG0004621	AMIN003722	AAEL004701
OG0004622	AMIN015494	AAEL004707
OG0004623	AMIN005890	AAEL004710
OG0004624	AMIN001337	AAEL004716
OG0004625	AMIN001336	AAEL004718, AAEL027718
OG0004626	AMIN001343	AAEL004719
OG0004627	AMIN001016	AAEL004725
OG0004628	AMIN005889	AAEL004726
OG0004629	AMIN001341	AAEL004727
OG0004630	AMIN001020	AAEL004731
OG0004631	AMIN001345	AAEL004732
OG0004632	AMIN009128	AAEL004733
OG0004633	AMIN001021	AAEL004734
OG0004634	AMIN005956	AAEL004738
OG0004635	AMIN016203	AAEL004740
OG0004636	AMIN005957	AAEL004744
OG0004637	AMIN009566	AAEL004756
OG0004638	AMIN006817	AAEL004757
OG0004639	AMIN006621	AAEL004761
OG0004640	AMIN001410	AAEL004773
OG0004641	AMIN005954	AAEL004777
OG0004642	AMIN011564	AAEL004790
OG0004643	AMIN008637	AAEL004805
OG0004645	AMIN005268	AAEL004824
OG0004646	AMIN007554	AAEL004829
OG0004647	AMIN010144	AAEL004832
OG0004648	AMIN007553	AAEL004833
OG0004649	AMIN007556	AAEL004835
OG0004650	AMIN010146	AAEL004839
OG0004651	AMIN010055	AAEL004840
OG0004652	AMIN010053	AAEL004841
OG0004653	AMIN010064	AAEL004852
OG0004654	AMIN010063	AAEL004853
OG0004655	AMIN007551	AAEL004860
OG0004656	AMIN007796	AAEL004862
OG0004657	AMIN003541	AAEL004884, AAEL004868
OG0004658	AMIN002446	AAEL026879, AAEL004869
OG0004659	AMIN004918	AAEL004873
OG0004660	AMIN004915	AAEL004874
OG0004661	AMIN003774	AAEL004881
OG0004662	AMIN007674	AAEL004897
OG0004663	AMIN007667	AAEL004898
OG0004664	AMIN007668	AAEL004900
OG0004665	AMIN007422	AAEL004910
OG0004666	AMIN007421	AAEL004911
OG0004667	AMIN007662	AAEL004913
OG0004668	AMIN010149	AAEL004916
OG0004669	AMIN006675	AAEL004918
OG0004670	AMIN001184	AAEL004936
OG0004671	AMIN006679	AAEL004938
OG0004672	AMIN005017	AAEL004942
OG0004673	AMIN001315	AAEL004958
OG0004674	AMIN006734	AAEL004975
OG0004675	AMIN007181	AAEL004977
OG0004676	AMIN000979	AAEL004978
OG0004677	AMIN007183	AAEL004980
OG0004678	AMIN006094	AAEL004981
OG0004679	AMIN006733	AAEL004982
OG0004680	AMIN006755	AAEL004984
OG0004681	AMIN007182	AAEL004985
OG0004682	AMIN006096	AAEL004987
OG0004683	AMIN007179	AAEL004988
OG0004684	AMIN000980	AAEL004989
OG0004685	AMIN007186	AAEL004991
OG0004686	AMIN001535	AAEL004995
OG0004687	AMIN006758	AAEL004997
OG0004688	AMIN009791	AAEL005014
OG0004689	AMIN006422	AAEL005016
OG0004690	AMIN006027	AAEL005021
OG0004691	AMIN009605	AAEL005022
OG0004692	AMIN006025	AAEL005023
OG0004693	AMIN006026	AAEL005025
OG0004694	AMIN007103	AAEL005035
OG0004695	AMIN015918	AAEL005037
OG0004696	AMIN006420	AAEL005038
OG0004697	AMIN006421	AAEL005039
OG0004698	AMIN009792	AAEL005044
OG0004699	AMIN009789	AAEL005046
OG0004700	AMIN004206	AAEL005047
OG0004701	AMIN000103	AAEL005054
OG0004702	AMIN010753	AAEL005068
OG0004703	AMIN004210	AAEL005069
OG0004704	AMIN010752	AAEL005070
OG0004705	AMIN010755	AAEL005071
OG0004706	AMIN010744	AAEL005072
OG0004707	AMIN010754	AAEL005075
OG0004708	AMIN010745	AAEL005076
OG0004709	AMIN000674	AAEL005092
OG0004710	AMIN000673	AAEL005097
OG0004711	AMIN007376	AAEL005103
OG0004712	AMIN010103	AAEL005109
OG0004713	AMIN006534	AAEL005130
OG0004714	AMIN006524	AAEL005142
OG0004715	AMIN004239	AAEL005147
OG0004716	AMIN006531	AAEL005148
OG0004717	AMIN006536	AAEL005149
OG0004718	AMIN006532	AAEL005150
OG0004719	AMIN007375	AAEL005155
OG0004720	AMIN004617	AAEL005162
OG0004721	AMIN016178	AAEL005169
OG0004722	AMIN001365	AAEL005170
OG0004723	AMIN010278	AAEL005175
OG0004724	AMIN010272	AAEL005177
OG0004725	AMIN011193	AAEL005180
OG0004726	AMIN010270	AAEL005187
OG0004727	AMIN011185	AAEL005188
OG0004728	AMIN011192	AAEL005190
OG0004729	AMIN011186	AAEL005201
OG0004730	AMIN011183	AAEL005203
OG0004731	AMIN011177	AAEL005204
OG0004732	AMIN010266	AAEL005208
OG0004733	AMIN010263	AAEL005211
OG0004734	AMIN010275	AAEL005213
OG0004735	AMIN016164	AAEL005215
OG0004736	AMIN002896	AAEL005216
OG0004737	AMIN002900	AAEL005217
OG0004738	AMIN002904	AAEL005224
OG0004739	AMIN002898	AAEL005227
OG0004740	AMIN002889	AAEL005228
OG0004741	AMIN002897	AAEL005230
OG0004742	AMIN016165	AAEL005234
OG0004743	AMIN014263	AAEL005235
OG0004744	AMIN004035	AAEL005252
OG0004745	AMIN001957	AAEL005261
OG0004746	AMIN009945	AAEL005262
OG0004747	AMIN005080	AAEL005271
OG0004748	AMIN016206	AAEL005276
OG0004749	AMIN005720	AAEL005278
OG0004750	AMIN003334	AAEL005281
OG0004751	AMIN006636	AAEL005284
OG0004752	AMIN008754	AAEL005297
OG0004753	AMIN008121	AAEL005303
OG0004754	AMIN006966	AAEL005305
OG0004755	AMIN008187	AAEL005311
OG0004756	AMIN001610	AAEL005313
OG0004757	AMIN010384	AAEL005315
OG0004758	AMIN010383	AAEL005322
OG0004759	AMIN010379	AAEL005326
OG0004760	AMIN010377	AAEL005329
OG0004761	AMIN001605	AAEL005330
OG0004762	AMIN016066	AAEL005339
OG0004763	AMIN001611	AAEL005341
OG0004764	AMIN001930	AAEL005347
OG0004765	AMIN003053	AAEL005354
OG0004766	AMIN001542	AAEL005355
OG0004767	AMIN003049	AAEL005358
OG0004768	AMIN001934	AAEL005367
OG0004769	AMIN009860	AAEL005383
OG0004770	AMIN000649	AAEL005384
OG0004771	AMIN009865	AAEL005387
OG0004772	AMIN009868	AAEL005390
OG0004773	AMIN009858	AAEL005392
OG0004774	AMIN004722	AAEL027245, AAEL005399
OG0004775	AMIN000255	AAEL005400
OG0004776	AMIN000340	AAEL005401
OG0004777	AMIN004726	AAEL005403
OG0004778	AMIN004664	AAEL005405
OG0004779	AMIN002587	AAEL005413
OG0004780	AMIN004757	AAEL005422
OG0004781	AMIN004666	AAEL005423
OG0004782	AMIN004720	AAEL005425
OG0004783	AMIN005304	AAEL005429
OG0004784	AMIN006850	AAEL005431
OG0004785	AMIN005502	AAEL005440
OG0004786	AMIN005500	AAEL005444
OG0004787	AMIN001477	AAEL005446
OG0004788	AMIN007209	AAEL005449
OG0004789	AMIN007241	AAEL005451
OG0004790	AMIN015809	AAEL005453
OG0004791	AMIN001480	AAEL005454
OG0004792	AMIN001479	AAEL005455
OG0004793	AMIN007242	AAEL005458
OG0004794	AMIN001476	AAEL005460
OG0004795	AMIN004447	AAEL005463
OG0004796	AMIN004449	AAEL005464
OG0004797	AMIN009176	AAEL005465
OG0004798	AMIN004448	AAEL005466
OG0004799	AMIN007054	AAEL005468
OG0004800	AMIN006975	AAEL005470
OG0004801	AMIN009177	AAEL005473
OG0004802	AMIN009172	AAEL005474
OG0004803	AMIN009171	AAEL005479
OG0004804	AMIN002351	AAEL005481
OG0004805	AMIN002354	AAEL005492
OG0004806	AMIN008209	AAEL005504
OG0004807	AMIN003095	AAEL005507
OG0004808	AMIN003097	AAEL005508
OG0004809	AMIN003094	AAEL005510
OG0004810	AMIN007443	AAEL005521
OG0004811	AMIN002010	AAEL005524
OG0004812	AMIN005823	AAEL005530
OG0004813	AMIN005820	AAEL005531
OG0004814	AMIN006145	AAEL005535
OG0004815	AMIN002883	AAEL005544
OG0004816	AMIN004512	AAEL005558
OG0004817	AMIN000486	AAEL005567
OG0004818	AMIN004513	AAEL005573
OG0004819	AMIN008712	AAEL005575
OG0004820	AMIN004511	AAEL005579
OG0004821	AMIN006910	AAEL005583
OG0004822	AMIN002229	AAEL005604, AAEL005596
OG0004823	AMIN000816	AAEL012074, AAEL005598
OG0004824	AMIN015742	AAEL005599
OG0004825	AMIN015832	AAEL005605
OG0004826	AMIN002267	AAEL005618
OG0004827	AMIN002268	AAEL005622
OG0004828	AMIN005047	AAEL005626
OG0004829	AMIN000584	AAEL005629
OG0004830	AMIN002809	AAEL005634
OG0004831	AMIN000065	AAEL005639
OG0004832	AMIN001707	AAEL005643
OG0004833	AMIN001704	AAEL005646
OG0004834	AMIN001705	AAEL005653
OG0004835	AMIN001701	AAEL005655
OG0004836	AMIN001703	AAEL005657
OG0004837	AMIN001700	AAEL005659
OG0004838	AMIN001709	AAEL005662
OG0004839	AMIN001706	AAEL005663
OG0004840	AMIN007683	AAEL005666
OG0004841	AMIN004007	AAEL005678
OG0004842	AMIN002574	AAEL005681
OG0004843	AMIN002578	AAEL005688
OG0004844	AMIN006140	AAEL005690
OG0004845	AMIN006150	AAEL005692
OG0004846	AMIN002577	AAEL005699
OG0004847	AMIN002575	AAEL005706
OG0004848	AMIN002576	AAEL005709
OG0004849	AMIN003236	AAEL005713
OG0004850	AMIN003726	AAEL005719
OG0004851	AMIN008421	AAEL005720
OG0004852	AMIN002052	AAEL005726
OG0004853	AMIN009142	AAEL005728
OG0004854	AMIN009148	AAEL005730
OG0004855	AMIN009141	AAEL005731
OG0004856	AMIN009143	AAEL005732
OG0004857	AMIN009139	AAEL005734
OG0004858	AMIN007224	AAEL005736
OG0004859	AMIN009508	AAEL005739
OG0004860	AMIN009138	AAEL005742
OG0004861	AMIN009145	AAEL005744
OG0004862	AMIN009155	AAEL005754
OG0004863	AMIN009150	AAEL005762
OG0004864	AMIN002573	AAEL005766
OG0004865	AMIN002568	AAEL005769
OG0004866	AMIN002571	AAEL005776
OG0004867	AMIN002572	AAEL005785
OG0004868	AMIN005419	AAEL005787
OG0004869	AMIN005417	AAEL005790
OG0004870	AMIN004570	AAEL005793
OG0004871	AMIN003168	AAEL005796
OG0004872	AMIN003166	AAEL005799
OG0004873	AMIN003209	AAEL005803
OG0004874	AMIN004569	AAEL005813
OG0004875	AMIN003208	AAEL005822
OG0004876	AMIN011234	AAEL005825
OG0004877	AMIN005671	AAEL005826
OG0004878	AMIN001950	AAEL005827
OG0004879	AMIN011372	AAEL005830
OG0004880	AMIN001949	AAEL005831
OG0004881	AMIN005670	AAEL005832
OG0004882	AMIN005576	AAEL005837
OG0004883	AMIN005414	AAEL005839
OG0004884	AMIN002139	AAEL005840
OG0004885	AMIN009287	AAEL005845
OG0004886	AMIN007496	AAEL005850
OG0004887	AMIN009286	AAEL005856
OG0004888	AMIN004461	AAEL005857
OG0004889	AMIN009288	AAEL005861
OG0004890	AMIN008995	AAEL005870
OG0004891	AMIN010393	AAEL005874
OG0004892	AMIN010398	AAEL005879
OG0004893	AMIN010397	AAEL005888
OG0004894	AMIN007773	AAEL005891, AAEL022858
OG0004895	AMIN000797	AAEL005897
OG0004896	AMIN000789	AAEL005902
OG0004897	AMIN000791	AAEL005904
OG0004898	AMIN000793	AAEL005906
OG0004899	AMIN004106	AAEL005908
OG0004900	AMIN000788	AAEL005909
OG0004901	AMIN000865	AAEL005911
OG0004902	AMIN000790	AAEL005913
OG0004903	AMIN000701	AAEL005915
OG0004904	AMIN001166	AAEL005926
OG0004905	AMIN004165	AAEL005928
OG0004906	AMIN000670	AAEL005929
OG0004907	AMIN004164	AAEL005931
OG0004908	AMIN000707	AAEL005936
OG0004909	AMIN000708	AAEL005939, AAEL020519
OG0004910	AMIN003200	AAEL005946
OG0004911	AMIN003196	AAEL005947
OG0004912	AMIN003199	AAEL005951
OG0004913	AMIN009059	AAEL005959
OG0004914	AMIN006173	AAEL005968
OG0004915	AMIN011031	AAEL005976
OG0004916	AMIN011028	AAEL005977
OG0004917	AMIN011032	AAEL005980
OG0004918	AMIN011022	AAEL005985
OG0004920	AMIN001898	AAEL006002
OG0004921	AMIN001909	AAEL006009
OG0004922	AMIN001899	AAEL006010
OG0004923	AMIN001901	AAEL006012
OG0004924	AMIN008769	AAEL006016
OG0004925	AMIN000804	AAEL006022
OG0004926	AMIN008137	AAEL006025
OG0004927	AMIN008135	AAEL006027
OG0004928	AMIN015576	AAEL006036
OG0004929	AMIN003305	AAEL006048
OG0004930	AMIN003311	AAEL006050
OG0004931	AMIN003304	AAEL006051
OG0004932	AMIN003308	AAEL006055
OG0004933	AMIN003296	AAEL006056
OG0004934	AMIN003310	AAEL006059
OG0004935	AMIN003306	AAEL006062
OG0004936	AMIN000247	AAEL006064
OG0004937	AMIN000608	AAEL006065
OG0004938	AMIN000245	AAEL006066
OG0004939	AMIN003243	AAEL006067
OG0004940	AMIN000248	AAEL006069
OG0004941	AMIN000607	AAEL006071
OG0004942	AMIN003794	AAEL006073
OG0004943	AMIN003173	AAEL006080
OG0004944	AMIN004564	AAEL006087
OG0004945	AMIN004260	AAEL006091
OG0004946	AMIN004261	AAEL006098
OG0004947	AMIN004263	AAEL006103
OG0004948	AMIN004258	AAEL006107
OG0004949	AMIN008860	AAEL006115
OG0004950	AMIN004123	AAEL006116
OG0004951	AMIN008859	AAEL006117
OG0004952	AMIN003842	AAEL006118
OG0004953	AMIN016059	AAEL006120
OG0004954	AMIN002356	AAEL006124
OG0004955	AMIN003512	AAEL006125
OG0004956	AMIN003680	AAEL006129
OG0004957	AMIN003681	AAEL006133
OG0004958	AMIN002555	AAEL006134
OG0004959	AMIN004158	AAEL006137
OG0004960	AMIN004157	AAEL006139
OG0004961	AMIN000511	AAEL006140
OG0004962	AMIN003684	AAEL006142
OG0004963	AMIN003679	AAEL006150
OG0004964	AMIN003515	AAEL006154
OG0004965	AMIN003826	AAEL006166
OG0004966	AMIN005759	AAEL006167
OG0004967	AMIN008784	AAEL006175
OG0004968	AMIN002449	AAEL006180
OG0004969	AMIN003504	AAEL006185
OG0004970	AMIN004865	AAEL006189
OG0004971	AMIN002942	AAEL006201
OG0004972	AMIN002627	AAEL006208
OG0004973	AMIN009896	AAEL006219
OG0004974	AMIN010441	AAEL006224
OG0004975	AMIN000860	AAEL006231
OG0004976	AMIN003327	AAEL006234
OG0004977	AMIN015777	AAEL006235
OG0004978	AMIN000547	AAEL006251
OG0004979	AMIN000549	AAEL006254
OG0004980	AMIN011576	AAEL006262
OG0004981	AMIN011601	AAEL006265
OG0004982	AMIN011602	AAEL006267
OG0004983	AMIN011572	AAEL006271
OG0004985	AMIN011578	AAEL006277
OG0004986	AMIN011571	AAEL006282
OG0004987	AMIN006165	AAEL006286
OG0004988	AMIN006167	AAEL006298
OG0004989	AMIN006164	AAEL006299
OG0004990	AMIN006168	AAEL006300
OG0004991	AMIN007338	AAEL006308
OG0004992	AMIN007334	AAEL006310
OG0004993	AMIN002490	AAEL006313
OG0004994	AMIN007336	AAEL006322
OG0004995	AMIN004476	AAEL006329
OG0004996	AMIN004359	AAEL006330
OG0004997	AMIN004358	AAEL006339
OG0004998	AMIN004376	AAEL006341
OG0004999	AMIN004382	AAEL006346
OG0005000	AMIN004388	AAEL006350
OG0005001	AMIN004391	AAEL006352
OG0005002	AMIN016133	AAEL006362
OG0005003	AMIN005509	AAEL006364
OG0005004	AMIN016131	AAEL006370
OG0005005	AMIN005510	AAEL006373
OG0005006	AMIN005354	AAEL006374
OG0005007	AMIN005999	AAEL006400
OG0005008	AMIN006002	AAEL006401
OG0005009	AMIN006000	AAEL006407
OG0005010	AMIN009385	AAEL006409
OG0005011	AMIN009383	AAEL006412
OG0005012	AMIN009384	AAEL006413
OG0005013	AMIN005880	AAEL006419
OG0005014	AMIN006006	AAEL006420
OG0005015	AMIN001718	AAEL006432
OG0005016	AMIN001721	AAEL006433
OG0005017	AMIN001722	AAEL006436
OG0005018	AMIN006793	AAEL006437
OG0005019	AMIN009391	AAEL006438
OG0005020	AMIN006055	AAEL006439
OG0005021	AMIN001716	AAEL006441
OG0005022	AMIN006056	AAEL006446
OG0005023	AMIN009393	AAEL006447
OG0005024	AMIN001720	AAEL006451
OG0005025	AMIN001246	AAEL006453
OG0005026	AMIN001245	AAEL006459
OG0005027	AMIN001243	AAEL006460
OG0005028	AMIN001242	AAEL006462
OG0005029	AMIN001168	AAEL006476
OG0005030	AMIN001170	AAEL006478
OG0005031	AMIN016258	AAEL006480
OG0005032	AMIN002309	AAEL006482
OG0005033	AMIN016257	AAEL006490
OG0005034	AMIN002310	AAEL006491
OG0005035	AMIN002305	AAEL006502
OG0005036	AMIN001860	AAEL006508
OG0005037	AMIN001866	AAEL006509
OG0005038	AMIN016142	AAEL006511
OG0005039	AMIN001872	AAEL006514
OG0005040	AMIN001861	AAEL006516
OG0005042	AMIN001867	AAEL006520
OG0005043	AMIN006430	AAEL006522
OG0005044	AMIN007536	AAEL006536
OG0005045	AMIN015935	AAEL006539
OG0005046	AMIN015938	AAEL006540
OG0005047	AMIN011381	AAEL006543
OG0005048	AMIN011377	AAEL006547
OG0005049	AMIN009936	AAEL006549
OG0005050	AMIN011378	AAEL006551
OG0005051	AMIN015937	AAEL006552
OG0005052	AMIN011380	AAEL006557
OG0005053	AMIN015936	AAEL006560
OG0005054	AMIN010910	AAEL006564
OG0005055	AMIN015873	AAEL006577
OG0005056	AMIN015772	AAEL006581
OG0005057	AMIN011319	AAEL006582
OG0005058	AMIN015872	AAEL006587
OG0005059	AMIN004026	AAEL006589
OG0005060	AMIN004031	AAEL006597
OG0005061	AMIN010326	AAEL006601
OG0005062	AMIN009608	AAEL006609
OG0005063	AMIN006423	AAEL006610
OG0005064	AMIN007119	AAEL006611
OG0005065	AMIN007121	AAEL006625
OG0005066	AMIN004228	AAEL006634
OG0005067	AMIN004469	AAEL006635
OG0005068	AMIN004470	AAEL006636
OG0005069	AMIN006709	AAEL006646
OG0005070	AMIN006650	AAEL006648
OG0005071	AMIN006712	AAEL006649
OG0005072	AMIN006651	AAEL006652
OG0005073	AMIN002249	AAEL006653
OG0005074	AMIN006710	AAEL006654
OG0005075	AMIN002254	AAEL006655
OG0005076	AMIN006711	AAEL006660
OG0005077	AMIN006777	AAEL006663
OG0005078	AMIN009125	AAEL006666
OG0005079	AMIN009114	AAEL006667
OG0005080	AMIN009121	AAEL006669
OG0005081	AMIN009120	AAEL006676
OG0005082	AMIN009126	AAEL006677
OG0005083	AMIN006799	AAEL006682
OG0005084	AMIN006778	AAEL006685
OG0005085	AMIN008578	AAEL006693
OG0005086	AMIN008579	AAEL006698
OG0005087	AMIN008591	AAEL006705
OG0005088	AMIN003162	AAEL006707
OG0005089	AMIN000587	AAEL006711
OG0005090	AMIN007147	AAEL006712
OG0005091	AMIN003161	AAEL006713
OG0005092	AMIN004623	AAEL006715
OG0005093	AMIN008001	AAEL006717
OG0005094	AMIN011355	AAEL006723
OG0005095	AMIN011350	AAEL006724
OG0005096	AMIN011351	AAEL006725
OG0005097	AMIN011367	AAEL006727
OG0005098	AMIN011368	AAEL006733
OG0005099	AMIN011362	AAEL006735
OG0005100	AMIN011366	AAEL006736
OG0005101	AMIN004568	AAEL006740
OG0005102	AMIN011364	AAEL006747
OG0005103	AMIN011356	AAEL006755
OG0005104	AMIN005001	AAEL006760
OG0005105	AMIN008715	AAEL006762
OG0005106	AMIN008722	AAEL006771
OG0005107	AMIN005000	AAEL006779
OG0005108	AMIN000279	AAEL006782
OG0005109	AMIN003797	AAEL006788
OG0005110	AMIN003798	AAEL006789
OG0005111	AMIN000280	AAEL006791
OG0005112	AMIN006887	AAEL006794
OG0005113	AMIN000363	AAEL006799
OG0005114	AMIN006885	AAEL006800
OG0005115	AMIN006888	AAEL006801
OG0005116	AMIN006889	AAEL006808
OG0005117	AMIN003090	AAEL006819
OG0005118	AMIN005432	AAEL006820
OG0005119	AMIN005830	AAEL006824
OG0005120	AMIN015905	AAEL006826
OG0005121	AMIN015819	AAEL006833
OG0005122	AMIN002527	AAEL006834
OG0005123	AMIN002544	AAEL006836
OG0005124	AMIN002525	AAEL006843
OG0005125	AMIN002521	AAEL006845
OG0005126	AMIN002522	AAEL006847
OG0005127	AMIN002526	AAEL006848
OG0005129	AMIN015964	AAEL006867
OG0005130	AMIN009034	AAEL006870
OG0005131	AMIN006871	AAEL006872
OG0005132	AMIN010293	AAEL006879
OG0005133	AMIN010294	AAEL006880
OG0005134	AMIN010288	AAEL006881
OG0005135	AMIN010297	AAEL006884
OG0005136	AMIN010284	AAEL006885
OG0005137	AMIN010287	AAEL006888
OG0005138	AMIN010289	AAEL006890
OG0005139	AMIN010283	AAEL006895
OG0005140	AMIN001154	AAEL006905
OG0005141	AMIN001155	AAEL006908
OG0005142	AMIN007134	AAEL006910
OG0005143	AMIN002169	AAEL006912
OG0005144	AMIN002545	AAEL006915
OG0005145	AMIN002172	AAEL006922
OG0005146	AMIN008816	AAEL006928
OG0005147	AMIN008817	AAEL006934
OG0005148	AMIN001946	AAEL006936, AAEL006949
OG0005149	AMIN004214	AAEL006938
OG0005150	AMIN000917	AAEL006946
OG0005151	AMIN002790	AAEL006956
OG0005152	AMIN005345	AAEL006958
OG0005153	AMIN009783	AAEL006963
OG0005155	AMIN009784	AAEL006972
OG0005156	AMIN009766	AAEL006973
OG0005157	AMIN007096	AAEL006975
OG0005158	AMIN009767	AAEL006976
OG0005159	AMIN009083	AAEL006991
OG0005160	AMIN004077	AAEL024395, AAEL007004
OG0005161	AMIN004097	AAEL007011
OG0005162	AMIN009085	AAEL007015
OG0005163	AMIN015986	AAEL024885, AAEL007026, AAEL007017
OG0005164	AMIN009084	AAEL007018
OG0005165	AMIN004100	AAEL007019
OG0005166	AMIN009081	AAEL007023
OG0005167	AMIN005112	AAEL007029
OG0005168	AMIN005110	AAEL007038
OG0005169	AMIN008951	AAEL007041
OG0005170	AMIN008993	AAEL007042
OG0005171	AMIN008994	AAEL007043
OG0005172	AMIN008778	AAEL007050
OG0005173	AMIN001302	AAEL007056
OG0005174	AMIN008948	AAEL007062
OG0005175	AMIN004439	AAEL007065
OG0005176	AMIN004438	AAEL007069
OG0005177	AMIN010957	AAEL007084
OG0005178	AMIN010975	AAEL007088
OG0005179	AMIN010959	AAEL007092
OG0005180	AMIN009997	AAEL007100
OG0005181	AMIN011097	AAEL007104
OG0005183	AMIN006335	AAEL007114
OG0005184	AMIN009631	AAEL007120
OG0005185	AMIN003324	AAEL007127
OG0005186	AMIN006342	AAEL007129
OG0005187	AMIN003325	AAEL007130
OG0005188	AMIN003326	AAEL007132
OG0005189	AMIN016239	AAEL007137
OG0005190	AMIN003005	AAEL007149
OG0005191	AMIN003622	AAEL007158
OG0005192	AMIN003004	AAEL007160
OG0005193	AMIN003621	AAEL007162
OG0005194	AMIN003617	AAEL007164
OG0005195	AMIN011649	AAEL007173
OG0005196	AMIN011648	AAEL007184
OG0005197	AMIN015925	AAEL007185
OG0005198	AMIN006840	AAEL007189
OG0005199	AMIN006838	AAEL007191
OG0005200	AMIN006844	AAEL007196
OG0005201	AMIN010946	AAEL007200
OG0005202	AMIN004129	AAEL007203
OG0005203	AMIN010948	AAEL007206
OG0005204	AMIN015881	AAEL007211
OG0005205	AMIN001739	AAEL007221
OG0005206	AMIN001736	AAEL007227
OG0005207	AMIN009838	AAEL007235
OG0005208	AMIN009835	AAEL007237
OG0005209	AMIN001737	AAEL007239
OG0005210	AMIN001740	AAEL007240
OG0005211	AMIN008888	AAEL007247
OG0005212	AMIN006900	AAEL007252
OG0005213	AMIN006898	AAEL007253
OG0005214	AMIN008786	AAEL007256
OG0005215	AMIN006899	AAEL007258
OG0005216	AMIN006902	AAEL007259
OG0005217	AMIN008889	AAEL007260
OG0005218	AMIN006901	AAEL007261
OG0005219	AMIN008787	AAEL007267
OG0005220	AMIN005342	AAEL007268
OG0005221	AMIN009538	AAEL007271
OG0005222	AMIN009539	AAEL007279
OG0005223	AMIN003723	AAEL007286
OG0005224	AMIN003724	AAEL007288
OG0005225	AMIN016271	AAEL007290
OG0005226	AMIN003721	AAEL007292
OG0005227	AMIN002384	AAEL007302
OG0005228	AMIN003720	AAEL007303
OG0005229	AMIN002371	AAEL007304
OG0005230	AMIN003719	AAEL007305
OG0005231	AMIN002395	AAEL007306
OG0005232	AMIN004820	AAEL007307
OG0005233	AMIN002391	AAEL007309
OG0005234	AMIN002375	AAEL007310
OG0005235	AMIN011509	AAEL007313
OG0005236	AMIN011504	AAEL007316
OG0005237	AMIN011501	AAEL007317
OG0005238	AMIN011502	AAEL007321
OG0005239	AMIN000981	AAEL007328
OG0005240	AMIN009416	AAEL007329
OG0005241	AMIN009415	AAEL007332
OG0005242	AMIN001049	AAEL007342
OG0005243	AMIN002673	AAEL007354
OG0005244	AMIN002671	AAEL007355
OG0005245	AMIN011420	AAEL007366
OG0005246	AMIN001111	AAEL007372
OG0005247	AMIN002832	AAEL007373
OG0005248	AMIN001112	AAEL007374
OG0005249	AMIN011517	AAEL007382
OG0005250	AMIN002734	AAEL007387
OG0005251	AMIN009359	AAEL007392
OG0005252	AMIN006942	AAEL007393
OG0005253	AMIN006944	AAEL007397
OG0005254	AMIN006941	AAEL007401
OG0005255	AMIN011152	AAEL007410
OG0005256	AMIN010951	AAEL007414
OG0005257	AMIN007314	AAEL007422
OG0005258	AMIN007311	AAEL007423
OG0005259	AMIN006397	AAEL007439
OG0005260	AMIN001400	AAEL007441
OG0005261	AMIN006398	AAEL007442
OG0005262	AMIN006396	AAEL007443
OG0005263	AMIN006399	AAEL007451
OG0005264	AMIN001402	AAEL007452
OG0005265	AMIN010437	AAEL007462
OG0005267	AMIN004796	AAEL007480
OG0005268	AMIN002656	AAEL007481
OG0005269	AMIN003639	AAEL007482
OG0005270	AMIN003360	AAEL007483
OG0005271	AMIN000758	AAEL007484
OG0005272	AMIN003361	AAEL007493
OG0005273	AMIN004785	AAEL007495
OG0005274	AMIN011497	AAEL007502
OG0005275	AMIN000889	AAEL007509
OG0005276	AMIN011559	AAEL007521
OG0005277	AMIN003951	AAEL007523
OG0005278	AMIN011233	AAEL007525
OG0005279	AMIN011561	AAEL007526
OG0005280	AMIN003026	AAEL007534
OG0005281	AMIN003028	AAEL007535
OG0005282	AMIN002162	AAEL007539
OG0005283	AMIN001675	AAEL007542
OG0005284	AMIN010425	AAEL007547
OG0005285	AMIN001674	AAEL007548
OG0005286	AMIN001680	AAEL007549
OG0005287	AMIN009517	AAEL007554
OG0005288	AMIN009518	AAEL007555
OG0005290	AMIN006746	AAEL007558
OG0005291	AMIN001416	AAEL007559
OG0005292	AMIN006747	AAEL007560
OG0005293	AMIN006749	AAEL007562
OG0005294	AMIN006748	AAEL007563
OG0005295	AMIN006258	AAEL007566
OG0005297	AMIN001043	AAEL007573
OG0005298	AMIN004596	AAEL007579
OG0005299	AMIN016186	AAEL007607
OG0005300	AMIN010090	AAEL007624
OG0005301	AMIN010081	AAEL007626
OG0005302	AMIN004658	AAEL007633
OG0005303	AMIN004656	AAEL007634
OG0005304	AMIN000700	AAEL007637
OG0005305	AMIN003629	AAEL007641
OG0005306	AMIN003769	AAEL007642
OG0005307	AMIN003627	AAEL007644
