Orthogroup	AminimusMINIMUS1	AdirusWRAIR2
OG0005433	AMIN000463	ADIR003049
OG0005434	AMIN000467	ADIR003053
OG0005435	AMIN000458	ADIR003042
OG0005436	AMIN000452	ADIR003038
OG0005437	AMIN000472	ADIR003058
OG0005438	AMIN006744	ADIR009414
OG0005439	AMIN009048	ADIR000288
OG0005440	AMIN010590	ADIR008231
OG0005441	AMIN010591	ADIR008232
OG0005442	AMIN004831	ADIR010623
OG0005443	AMIN004828	ADIR008351
OG0005444	AMIN002537	ADIR015979
OG0005445	AMIN002540	ADIR010333
OG0005446	AMIN016161	ADIR010339
OG0005447	AMIN000490	ADIR003075
OG0005448	AMIN000487	ADIR003073
OG0005449	AMIN002535	ADIR010337
OG0005450	AMIN002536	ADIR010336
OG0005451	AMIN002534	ADIR010338
OG0005452	AMIN002538	ADIR015980
OG0005453	AMIN002542	ADIR014899
OG0005454	AMIN002541	ADIR010332
OG0005455	AMIN001106	ADIR004100
OG0005456	AMIN008102	ADIR009160
OG0005458	AMIN008328	ADIR000027
OG0005459	AMIN001175	ADIR004029
OG0005460	AMIN001631	ADIR006774
OG0005461	AMIN001635	ADIR006777
OG0005462	AMIN001177	ADIR004027
OG0005463	AMIN001636	ADIR006778
OG0005464	AMIN002609	ADIR006607
OG0005465	AMIN015765	ADIR015697
OG0005466	AMIN011278	ADIR008023
OG0005467	AMIN004648	ADIR010574
OG0005468	AMIN004647	ADIR010575
OG0005469	AMIN003888	ADIR008259
OG0005470	AMIN004639	ADIR010581
OG0005471	AMIN004641	ADIR010579
OG0005472	AMIN004652	ADIR010570
OG0005473	AMIN008325	ADIR000030
OG0005474	AMIN008319	ADIR000036
OG0005475	AMIN008323	ADIR000032
OG0005476	AMIN008327	ADIR000028
OG0005477	AMIN008316	ADIR000039
OG0005478	AMIN008315	ADIR000041
OG0005479	AMIN008318	ADIR000038
OG0005480	AMIN008320	ADIR000035
OG0005481	AMIN001993	ADIR001311
OG0005482	AMIN001984	ADIR001467
OG0005483	AMIN001992	ADIR011751
OG0005484	AMIN001988	ADIR001315
OG0005485	AMIN004588	ADIR006671
OG0005486	AMIN005558	ADIR001498
OG0005488	AMIN001334	ADIR004678
OG0005490	AMIN010236	ADIR007015
OG0005491	AMIN010233	ADIR007018
OG0005492	AMIN010232	ADIR007019
OG0005493	AMIN016022	ADIR015903
OG0005494	AMIN010237	ADIR007014
OG0005495	AMIN009680	ADIR006227
OG0005496	AMIN009675	ADIR006223
OG0005497	AMIN009671	ADIR006219
OG0005498	AMIN009676	ADIR006224
OG0005499	AMIN009674	ADIR006222
OG0005500	AMIN009681	ADIR006228
OG0005501	AMIN009672	ADIR006220
OG0005502	AMIN009679	ADIR006226
OG0005503	AMIN005215	ADIR000840
OG0005505	AMIN002703	ADIR006394
OG0005506	AMIN005626	ADIR003921
OG0005507	AMIN005334	ADIR011688
OG0005508	AMIN002706	ADIR006397
OG0005509	AMIN002705	ADIR006396
OG0005510	AMIN007353	ADIR001565
OG0005511	AMIN003054	ADIR010719
OG0005512	AMIN011614	ADIR011518
OG0005513	AMIN008572	ADIR001980
OG0005514	AMIN008570	ADIR001982
OG0005515	AMIN008895	ADIR000328
OG0005516	AMIN009369	ADIR000489
OG0005517	AMIN016194	ADIR015995
OG0005518	AMIN005937	ADIR011124
OG0005519	AMIN005929	ADIR011132
OG0005520	AMIN005928	ADIR011133
OG0005521	AMIN005927	ADIR011134
OG0005522	AMIN005930	ADIR011131
OG0005523	AMIN005935	ADIR015987
OG0005524	AMIN006183	ADIR011250
OG0005525	AMIN005931	ADIR011130
OG0005526	AMIN004740	ADIR005406
OG0005527	AMIN004743	ADIR005409
OG0005528	AMIN001840	ADIR006064
OG0005529	AMIN001839	ADIR006065
OG0005530	AMIN001844	ADIR006060
OG0005531	AMIN011069	ADIR007892
OG0005532	AMIN011239	ADIR008062
OG0005533	AMIN007613	ADIR008659
OG0005534	AMIN011237	ADIR016080
OG0005535	AMIN003271	ADIR010541
OG0005536	AMIN003268	ADIR010543
OG0005537	AMIN003260	ADIR010551
OG0005538	AMIN003265	ADIR010546
OG0005539	AMIN003266	ADIR010545
OG0005540	AMIN002021	ADIR001089
OG0005541	AMIN011166	ADIR007792
OG0005542	AMIN011167	ADIR007791
OG0005543	AMIN011169	ADIR007789
OG0005544	AMIN011165	ADIR007793
OG0005545	AMIN001392	ADIR004917
OG0005546	AMIN009512	ADIR005116
OG0005547	AMIN002806	ADIR003205
OG0005548	AMIN002807	ADIR003206
OG0005549	AMIN002804	ADIR003202
OG0005550	AMIN002814	ADIR003214
OG0005551	AMIN008255	ADIR002260
OG0005552	AMIN003612	ADIR010153
OG0005553	AMIN008646	ADIR001894
OG0005554	AMIN008659	ADIR009505
OG0005555	AMIN009031	ADIR000268
OG0005556	AMIN008645	ADIR001895
OG0005557	AMIN008660	ADIR009504
OG0005558	AMIN008647	ADIR001893
OG0005559	AMIN008651	ADIR001890
OG0005560	AMIN008224	ADIR009652
OG0005561	AMIN009009	ADIR000213
OG0005562	AMIN006507	ADIR009445
OG0005563	AMIN006502	ADIR009449
OG0005564	AMIN006505	ADIR009447
OG0005566	AMIN006510	ADIR009444
OG0005567	AMIN006506	ADIR009446
OG0005568	AMIN011472	ADIR001619
OG0005569	AMIN011473	ADIR001618
OG0005570	AMIN011471	ADIR001620
OG0005571	AMIN011474	ADIR001617
OG0005572	AMIN002791	ADIR006466
OG0005573	AMIN004849	ADIR010602
OG0005574	AMIN004627	ADIR010593
OG0005575	AMIN002880	ADIR006526
OG0005576	AMIN004857	ADIR010595
OG0005577	AMIN004858	ADIR010594
OG0005578	AMIN004851	ADIR010601
OG0005579	AMIN004856	ADIR010596
OG0005580	AMIN002881	ADIR006527
OG0005581	AMIN004811	ADIR005481
OG0005582	AMIN003125	ADIR005802
OG0005583	AMIN014281	ADIR014781
OG0005584	AMIN003347	ADIR002425
OG0005585	AMIN000354	ADIR008388
OG0005586	AMIN006313	ADIR010976
OG0005588	AMIN001490	ADIR004823
OG0005589	AMIN006306	ADIR010983
OG0005590	AMIN009073	ADIR006857
OG0005591	AMIN009435	ADIR005040
OG0005592	AMIN006311	ADIR010977
OG0005593	AMIN006314	ADIR010975
OG0005594	AMIN010981	ADIR007506
OG0005595	AMIN010982	ADIR007507
OG0005596	AMIN007900	ADIR007648
OG0005597	AMIN008118	ADIR009174
OG0005598	AMIN008113	ADIR009170
OG0005599	AMIN007056	ADIR011544
OG0005600	AMIN011156	ADIR007801
OG0005601	AMIN006493	ADIR009780
OG0005602	AMIN010224	ADIR015688
OG0005603	AMIN002204	ADIR009963
OG0005604	AMIN002203	ADIR009960
OG0005605	AMIN001222	ADIR011645
OG0005606	AMIN003385	ADIR002389
OG0005608	AMIN005768	ADIR014488
OG0005609	AMIN005581	ADIR001413
OG0005610	AMIN007634	ADIR004310
OG0005611	AMIN004010	ADIR008909
OG0005612	AMIN004008	ADIR008907
OG0005613	AMIN011570	ADIR008842
OG0005614	AMIN010710	ADIR003900
OG0005615	AMIN010712	ADIR003901
OG0005616	AMIN003741	ADIR006454
OG0005617	AMIN002179	ADIR010166
OG0005618	AMIN002178	ADIR010167
OG0005619	AMIN016228	ADIR009938
OG0005620	AMIN011124	ADIR007835
OG0005621	AMIN011123	ADIR007836
OG0005622	AMIN011122	ADIR007837
OG0005623	AMIN011121	ADIR007839
OG0005624	AMIN006089	ADIR016043
OG0005625	AMIN009622	ADIR007032, ADIR001179
OG0005626	AMIN001665	ADIR006806
OG0005627	AMIN009840	ADIR011470
OG0005628	AMIN001663	ADIR006804
OG0005629	AMIN001666	ADIR006807
OG0005630	AMIN010759	ADIR001699
OG0005631	AMIN010758	ADIR001700
OG0005632	AMIN010570	ADIR008213
OG0005633	AMIN011161	ADIR007796
OG0005634	AMIN010567	ADIR008210
OG0005635	AMIN010565	ADIR008208
OG0005636	AMIN010569	ADIR008212
OG0005637	AMIN010566	ADIR008209
OG0005638	AMIN011163	ADIR007795
OG0005639	AMIN010479	ADIR007278
OG0005640	AMIN010568	ADIR008211
OG0005641	AMIN000818	ADIR001198
OG0005642	AMIN000234	ADIR003409
OG0005643	AMIN000235	ADIR003408
OG0005644	AMIN003179	ADIR003411
OG0005645	AMIN003183	ADIR003415
OG0005646	AMIN003184	ADIR003416
OG0005649	AMIN005988	ADIR014954
OG0005650	AMIN009717	ADIR006266
OG0005651	AMIN006816	ADIR004766
OG0005653	AMIN005772	ADIR001537
OG0005654	AMIN002048	ADIR003964
OG0005655	AMIN002971	ADIR002891
OG0005656	AMIN002970	ADIR002890
OG0005657	AMIN003904	ADIR003515
OG0005658	AMIN010901	ADIR007173
OG0005659	AMIN010900	ADIR007174
OG0005660	AMIN010903	ADIR007171
OG0005661	AMIN010208	ADIR007111
OG0005662	AMIN008945	ADIR000557
OG0005663	AMIN015975	ADIR001726
OG0005664	AMIN008912	ADIR008161
OG0005665	AMIN010447	ADIR007239
OG0005666	AMIN010443	ADIR007233
OG0005667	AMIN010040	ADIR003584
OG0005668	AMIN008845	ADIR000148
OG0005669	AMIN008166	ADIR009216
OG0005670	AMIN001229	ADIR011654
OG0005671	AMIN006348	ADIR010943
OG0005672	AMIN006354	ADIR010937
OG0005673	AMIN006345	ADIR010946
OG0005674	AMIN006349	ADIR010942
OG0005675	AMIN006346	ADIR010945
OG0005676	AMIN008444	ADIR001753
OG0005677	AMIN007350	ADIR015745
OG0005678	AMIN010414	ADIR007203
OG0005679	AMIN010418	ADIR007207
OG0005680	AMIN010413	ADIR007202
OG0005681	AMIN015776	ADIR007212
OG0005682	AMIN010417	ADIR007206
OG0005683	AMIN004923	ADIR004421
OG0005684	AMIN004114	ADIR005517
OG0005685	AMIN004111	ADIR005514
OG0005686	AMIN005410	ADIR001511
OG0005687	AMIN001750	ADIR006138
OG0005688	AMIN001758	ADIR006133
OG0005689	AMIN001755	ADIR006134
OG0005690	AMIN001753	ADIR006136
OG0005691	AMIN004443	ADIR009679
OG0005692	AMIN008144	ADIR009201
OG0005693	AMIN000447	ADIR002677
OG0005694	AMIN011408	ADIR001681
OG0005695	AMIN000449	ADIR003035
OG0005696	AMIN000445	ADIR002680
OG0005697	AMIN000495	ADIR003080
OG0005698	AMIN000497	ADIR003082
OG0005699	AMIN000448	ADIR002678
OG0005700	AMIN000884	ADIR010636
OG0005701	AMIN008374	ADIR000084
OG0005702	AMIN004302	ADIR002184
OG0005703	AMIN004301	ADIR002185
OG0005704	AMIN008574	ADIR001978
OG0005705	AMIN008730	ADIR009629
OG0005706	AMIN008961	ADIR009599
OG0005707	AMIN008575	ADIR001977
OG0005708	AMIN008576	ADIR001974
OG0005709	AMIN008577	ADIR001973
OG0005710	AMIN016127	ADIR002182
OG0005711	AMIN007024	ADIR011579
OG0005712	AMIN007023	ADIR011580
OG0005713	AMIN007942	ADIR007688
OG0005714	AMIN006737	ADIR009407
OG0005715	AMIN011644	ADIR009249
OG0005716	AMIN006735	ADIR009406
OG0005717	AMIN011606	ADIR004360
OG0005718	AMIN006739	ADIR009409
OG0005719	AMIN006738	ADIR009408
OG0005720	AMIN006740	ADIR009410
OG0005721	AMIN008008	ADIR008077
OG0005722	AMIN007307	ADIR003844
OG0005723	AMIN005287	ADIR000960
OG0005724	AMIN001976	ADIR001459
OG0005725	AMIN001975	ADIR001458
OG0005726	AMIN004249	ADIR002122
OG0005727	AMIN008193	ADIR000406
OG0005728	AMIN004252	ADIR002118
OG0005729	AMIN010954	ADIR007477
OG0005730	AMIN004250	ADIR002120
OG0005731	AMIN009224	ADIR005619
OG0005732	AMIN005320	ADIR001316
OG0005733	AMIN005319	ADIR005780
OG0005734	AMIN008294	ADIR000060
OG0005735	AMIN008297	ADIR000058
OG0005736	AMIN008298	ADIR000057
OG0005737	AMIN008293	ADIR000061
OG0005738	AMIN007474	ADIR009127
OG0005739	AMIN004736	ADIR005402
OG0005740	AMIN005464	ADIR001247
OG0005741	AMIN007163	ADIR008554
OG0005742	AMIN009448	ADIR005054
OG0005743	AMIN009443	ADIR005048
OG0005744	AMIN006953	ADIR009516
OG0005745	AMIN008158	ADIR009211
OG0005746	AMIN008155	ADIR009209
OG0005747	AMIN008157	ADIR009210
OG0005748	AMIN006697	ADIR009364
OG0005749	AMIN008074	ADIR006956
OG0005750	AMIN008160	ADIR009212
OG0005751	AMIN000747	ADIR002642
OG0005752	AMIN004908	ADIR004437
OG0005753	AMIN004907	ADIR004439
OG0005754	AMIN004901	ADIR004444
OG0005755	AMIN005272	ADIR001034
OG0005756	AMIN005695	ADIR001160
OG0005757	AMIN008230	ADIR002231
OG0005758	AMIN002426	ADIR009886
OG0005759	AMIN002424	ADIR009884
OG0005760	AMIN002418	ADIR009879
OG0005761	AMIN002419	ADIR009880
OG0005762	AMIN011438	ADIR001655
OG0005763	AMIN002417	ADIR009878
OG0005764	AMIN007455, AMIN007454	ADIR009133
OG0005765	AMIN007448	ADIR009140
OG0005766	AMIN007446	ADIR009141
OG0005767	AMIN007445	ADIR009145
OG0005768	AMIN002868	ADIR006514
OG0005769	AMIN002870	ADIR006516
OG0005770	AMIN002879	ADIR006525
OG0005771	AMIN002869	ADIR006515
OG0005772	AMIN002873	ADIR006519
OG0005773	AMIN002872	ADIR006518
OG0005774	AMIN002878	ADIR006524
OG0005775	AMIN000151	ADIR008919
OG0005776	AMIN000089	ADIR005878
OG0005777	AMIN001039	ADIR004712
OG0005778	AMIN011389	ADIR008796
OG0005779	AMIN011388	ADIR008797
OG0005780	AMIN011384	ADIR008801
OG0005781	AMIN015770	ADIR011165
OG0005783	AMIN006569	ADIR005596
OG0005784	AMIN002833	ADIR003234
OG0005785	AMIN005367	ADIR004119
OG0005786	AMIN005364	ADIR004122
OG0005787	AMIN005302	ADIR001322
OG0005788	AMIN005715	ADIR001175
OG0005789	AMIN005583	ADIR001411
OG0005790	AMIN004284	ADIR002204
OG0005791	AMIN004282	ADIR002208
OG0005792	AMIN011259	ADIR008042
OG0005793	AMIN001120	ADIR004084
OG0005794	AMIN001096	ADIR004109
OG0005795	AMIN010138	ADIR003691
OG0005796	AMIN010137	ADIR003690
OG0005797	AMIN002273	ADIR010028
OG0005798	AMIN002283	ADIR010038
OG0005799	AMIN002274	ADIR010031
OG0005800	AMIN011094	ADIR007870
OG0005801	AMIN011095	ADIR007868
OG0005802	AMIN011091	ADIR007873
OG0005804	AMIN006275	ADIR011009
OG0005805	AMIN005507	ADIR001217
OG0005806	AMIN001083	ADIR001534
OG0005807	AMIN005485	ADIR001355
OG0005808	AMIN000398	ADIR002818
OG0005809	AMIN000688	ADIR006437
OG0005810	AMIN000399	ADIR002819
OG0005811	AMIN000545	ADIR002458
OG0005812	AMIN000365	ADIR002782
OG0005813	AMIN000367	ADIR002784
OG0005814	AMIN000294	ADIR003352
OG0005815	AMIN000941	ADIR008306
OG0005816	AMIN000939	ADIR008308
OG0005817	AMIN000293	ADIR003353
OG0005818	AMIN002979	ADIR002896
OG0005820	AMIN000122	ADIR009069
OG0005821	AMIN015874	ADIR015981
OG0005822	AMIN005977	ADIR011082
OG0005823	AMIN005975	ADIR011084
OG0005824	AMIN000113	ADIR009078
OG0005825	AMIN007654	ADIR004290
OG0005826	AMIN007660	ADIR004285
OG0005827	AMIN007645	ADIR004299
OG0005828	AMIN007648	ADIR004297
OG0005829	AMIN004288	ADIR002200
OG0005830	AMIN000090	ADIR005879
OG0005831	AMIN008493	ADIR010749
OG0005832	AMIN004583	ADIR006665
OG0005833	AMIN004585	ADIR006668
OG0005834	AMIN004582	ADIR006664
OG0005835	AMIN011261	ADIR008040
OG0005836	AMIN011430	ADIR001662
OG0005837	AMIN010846	ADIR008700
OG0005838	AMIN010147	ADIR003699
OG0005839	AMIN011201	ADIR007759
OG0005840	AMIN009506	ADIR005109
OG0005841	AMIN009507	ADIR005110
OG0005842	AMIN009505	ADIR005108
OG0005843	AMIN003373	ADIR002400
OG0005844	AMIN003378	ADIR002396
OG0005845	AMIN003371	ADIR002402
OG0005846	AMIN003372	ADIR002401
OG0005847	AMIN000481	ADIR003066
OG0005848	AMIN000477	ADIR003063
OG0005849	AMIN000478	ADIR003064
OG0005851	AMIN003557	ADIR009903
OG0005852	AMIN000428	ADIR002701
OG0005853	AMIN006446	ADIR009456
OG0005854	AMIN006445	ADIR009455
OG0005855	AMIN011459	ADIR001637
OG0005856	AMIN011453	ADIR001642
OG0005857	AMIN011460	ADIR001636
OG0005858	AMIN011454	ADIR001641
OG0005859	AMIN011456	ADIR001639
OG0005860	AMIN011458	ADIR001638
OG0005861	AMIN011451	ADIR001644
OG0005862	AMIN010500	ADIR007301
OG0005863	AMIN010503	ADIR007304
OG0005864	AMIN010490	ADIR016050
OG0005865	AMIN010510	ADIR007311
OG0005866	AMIN009660	ADIR006209
OG0005867	AMIN009659	ADIR006207
OG0005868	AMIN009656	ADIR006204
OG0005869	AMIN001640	ADIR006781
OG0005870	AMIN001639	ADIR006780
OG0005871	AMIN001641	ADIR006782
OG0005872	AMIN006374	ADIR000717
OG0005873	AMIN006371	ADIR000714
OG0005874	AMIN006369	ADIR000712
OG0005875	AMIN002925	ADIR002533
OG0005876	AMIN002926	ADIR002534
OG0005877	AMIN002261	ADIR010016
OG0005878	AMIN002259	ADIR010014
OG0005879	AMIN002264	ADIR010019
OG0005880	AMIN016173	ADIR015813
OG0005881	AMIN002924	ADIR002532
OG0005882	AMIN008901	ADIR000321
OG0005883	AMIN008900	ADIR000322
OG0005884	AMIN008898	ADIR000324
OG0005885	AMIN005382	ADIR002368
OG0005886	AMIN005533	ADIR011658
OG0005887	AMIN002235	ADIR009991
OG0005888	AMIN000839	ADIR008936
OG0005889	AMIN000836	ADIR008939
OG0005890	AMIN002237	ADIR009993
OG0005891	AMIN000837	ADIR008938
OG0005892	AMIN009589	ADIR011345
OG0005893	AMIN008353	ADIR000063
OG0005894	AMIN008354	ADIR000064
OG0005895	AMIN008355	ADIR000065
OG0005896	AMIN008352	ADIR000062
OG0005897	AMIN008349	ADIR002049
OG0005898	AMIN008356	ADIR000066
OG0005899	AMIN009436	ADIR005041
OG0005900	AMIN002339	ADIR010096
OG0005901	AMIN001163	ADIR004042
OG0005902	AMIN001161	ADIR004043
OG0005903	AMIN001164	ADIR004041
OG0005904	AMIN008515	ADIR002319
OG0005905	AMIN008511	ADIR010768
OG0005906	AMIN015504	ADIR015516
OG0005907	AMIN008514	ADIR002320
OG0005908	AMIN008507	ADIR010764
OG0005909	AMIN008509	ADIR010766
OG0005910	AMIN008512	ADIR010769
OG0005911	AMIN008528	ADIR002299
OG0005912	AMIN008529	ADIR002298
OG0005913	AMIN001747	ADIR006142
OG0005914	AMIN009485	ADIR005090
OG0005915	AMIN009484	ADIR005089
OG0005916	AMIN009488	ADIR005093
OG0005917	AMIN001683	ADIR000677
OG0005918	AMIN009490	ADIR016008
OG0005919	AMIN009489	ADIR005094
OG0005920	AMIN009486	ADIR005091
OG0005921	AMIN009483	ADIR005088
OG0005922	AMIN004425	ADIR004382
OG0005923	AMIN004428	ADIR004385
OG0005924	AMIN004426	ADIR004383
OG0005925	AMIN011343	ADIR004174
OG0005926	AMIN016049	ADIR015843
OG0005927	AMIN011342	ADIR004175
OG0005928	AMIN007975	ADIR007424
OG0005929	AMIN007976	ADIR007425
OG0005930	AMIN004219	ADIR015592
OG0005931	AMIN004748	ADIR005414
OG0005932	AMIN000011	ADIR009045
OG0005933	AMIN000014	ADIR009048
OG0005934	AMIN004053	ADIR006568
OG0005935	AMIN004150	ADIR008489
OG0005936	AMIN003020	ADIR010690
OG0005937	AMIN004149	ADIR010687
OG0005938	AMIN007049	ADIR011552
OG0005939	AMIN007052	ADIR011548
OG0005940	AMIN008142	ADIR009199
OG0005941	AMIN008683	ADIR009484
OG0005942	AMIN007051	ADIR011549
OG0005943	AMIN007050	ADIR011550
OG0005944	AMIN008682	ADIR009485
OG0005945	AMIN004679	ADIR002613
OG0005946	AMIN004562	ADIR006646
OG0005947	AMIN003000	ADIR005278
OG0005948	AMIN004683	ADIR002609
OG0005949	AMIN002999	ADIR002616
OG0005950	AMIN003001	ADIR005279, ADIR002617
OG0005951	AMIN002998	ADIR002615
OG0005952	AMIN000904	ADIR008339
OG0005953	AMIN000907	ADIR008336
OG0005954	AMIN001774	ADIR006120
OG0005955	AMIN001777	ADIR006118
OG0005956	AMIN001772	ADIR006122
OG0005957	AMIN007594	ADIR008676
OG0005958	AMIN007595	ADIR008675
OG0005959	AMIN007596	ADIR008674
OG0005960	AMIN007593	ADIR008677
OG0005961	AMIN008186	ADIR000399
OG0005963	AMIN011196	ADIR007764
OG0005964	AMIN010069	ADIR003613
OG0005965	AMIN010072	ADIR003616
OG0005966	AMIN009522	ADIR005127
OG0005967	AMIN009409	ADIR011400
OG0005968	AMIN009601	ADIR011331
OG0005969	AMIN005275	ADIR001068
OG0005970	AMIN005118	ADIR000916
OG0005972	AMIN016232	ADIR000919
OG0005973	AMIN010621	ADIR004143
OG0005974	AMIN004769	ADIR005439
OG0005975	AMIN011431	ADIR001661
OG0005976	AMIN007565	ADIR006871
OG0005977	AMIN004768	ADIR005438
OG0005978	AMIN000947	ADIR008300
OG0005979	AMIN004767	ADIR005437
OG0005980	AMIN004985	ADIR005720
OG0005981	AMIN004983	ADIR005718
OG0005982	AMIN004986	ADIR005721
OG0005983	AMIN004984	ADIR005719
OG0005984	AMIN000959	ADIR002955
OG0005985	AMIN000961	ADIR002957
OG0005986	AMIN000958	ADIR002954
OG0005987	AMIN009107	ADIR006815
OG0005988	AMIN001190	ADIR003970
OG0005989	AMIN003946	ADIR010236
OG0005990	AMIN007765	ADIR007349
OG0005991	AMIN010679	ADIR003803
OG0005992	AMIN010828	ADIR008682
OG0005993	AMIN015516	ADIR015552
OG0005994	AMIN010830	ADIR008683
OG0005995	AMIN016223	ADIR016216
OG0005996	AMIN010678	ADIR003804
OG0005997	AMIN006059	ADIR006369
OG0005998	AMIN006057	ADIR006371
OG0005999	AMIN009504	ADIR005107
OG0006000	AMIN006058	ADIR006370
OG0006001	AMIN009502	ADIR005104
OG0006002	AMIN007621	ADIR004320
OG0006003	AMIN002098	ADIR001257
OG0006004	AMIN005231	ADIR001367
OG0006005	AMIN002097	ADIR001258
OG0006006	AMIN001530	ADIR005006
OG0006007	AMIN001529	ADIR005008
OG0006008	AMIN009637	ADIR006185
OG0006009	AMIN009638	ADIR006186
OG0006010	AMIN009479	ADIR005084
OG0006011	AMIN009636	ADIR006184
OG0006012	AMIN007504	ADIR009830
OG0006013	AMIN007510	ADIR009826
OG0006014	AMIN015530	ADIR005261
OG0006015	AMIN002532	ADIR010342
OG0006016	AMIN007505	ADIR009829
OG0006017	AMIN008692	ADIR000199
OG0006018	AMIN009849	ADIR011480
OG0006019	AMIN009851	ADIR011482
OG0006020	AMIN009854	ADIR011486
OG0006021	AMIN009850	ADIR011481
OG0006022	AMIN009846	ADIR011476
OG0006023	AMIN000878	ADIR010644
OG0006024	AMIN004021	ADIR005337
OG0006025	AMIN004019	ADIR005335
OG0006026	AMIN004020	ADIR005336
OG0006027	AMIN000162	ADIR008933
OG0006028	AMIN000157	ADIR008926
OG0006029	AMIN000153	ADIR008922
OG0006030	AMIN000160	ADIR008930
OG0006031	AMIN000159	ADIR008929
OG0006032	AMIN000161	ADIR008931
OG0006033	AMIN000156	ADIR008925
OG0006034	AMIN000194	ADIR002628
OG0006035	AMIN000201	ADIR002621
OG0006036	AMIN000193	ADIR002629
OG0006037	AMIN003073	ADIR008982
OG0006038	AMIN015784	ADIR002631
OG0006039	AMIN000191	ADIR002632
OG0006040	AMIN000202	ADIR002620
OG0006041	AMIN000200	ADIR002622
OG0006042	AMIN015787	ADIR002626
OG0006043	AMIN010976	ADIR007499, ADIR001045
OG0006044	AMIN007907	ADIR007654
OG0006045	AMIN007910	ADIR007660
OG0006046	AMIN007909	ADIR007657
OG0006047	AMIN010977	ADIR007500
OG0006048	AMIN005786	ADIR009840
OG0006051	AMIN005494	ADIR001231
OG0006052	AMIN010716	ADIR008569
OG0006053	AMIN003727	ADIR003105
OG0006054	AMIN010653	ADIR007946
OG0006055	AMIN011419	ADIR001670
OG0006056	AMIN011425	ADIR001665
OG0006057	AMIN015880	ADIR008263
OG0006058	AMIN000229	ADIR002601
OG0006059	AMIN003302	ADIR010513
OG0006060	AMIN008091	ADIR006939
OG0006061	AMIN008852	ADIR000154
OG0006062	AMIN002064	ADIR001335
OG0006063	AMIN005675	ADIR001144
OG0006064	AMIN002056	ADIR001193
OG0006065	AMIN002693	ADIR006382
OG0006066	AMIN002960	ADIR002568
OG0006068	AMIN002694	ADIR006383
OG0006069	AMIN002695	ADIR006384
OG0006070	AMIN002690	ADIR006379
OG0006071	AMIN002691	ADIR006380
OG0006072	AMIN001940	ADIR001521
OG0006073	AMIN015603	ADIR008714
OG0006074	AMIN010863	ADIR008712
OG0006075	AMIN007776	ADIR007360
OG0006076	AMIN010862	ADIR008713
OG0006077	AMIN007774	ADIR007358
OG0006078	AMIN011658	ADIR009233
OG0006079	AMIN003614	ADIR010163
OG0006080	AMIN002794	ADIR003194
OG0006081	AMIN002793	ADIR003193
OG0006082	AMIN008485	ADIR001710, ADIR001711
OG0006083	AMIN008486	ADIR001709
OG0006084	AMIN011481	ADIR001610
OG0006085	AMIN005133	ADIR001124
OG0006086	AMIN002642	ADIR006637
OG0006087	AMIN003950	ADIR010240
OG0006088	AMIN004259	ADIR002110
OG0006089	AMIN005144	ADIR004592
OG0006090	AMIN010242	ADIR007008
OG0006091	AMIN010240	ADIR007011
OG0006092	AMIN010243	ADIR007007
OG0006093	AMIN007503	ADIR009831
OG0006094	AMIN007502	ADIR009832
OG0006095	AMIN001200	ADIR003980
OG0006096	AMIN001199	ADIR003979
OG0006097	AMIN001203	ADIR003983
OG0006098	AMIN007222	ADIR000775
OG0006099	AMIN006657	ADIR009314
OG0006100	AMIN006658	ADIR009315
OG0006101	AMIN006655	ADIR009312
OG0006102	AMIN007223	ADIR000774
OG0006103	AMIN002834	ADIR003235
OG0006104	AMIN011637	ADIR009258
OG0006105	AMIN006647	ADIR009301
OG0006106	AMIN004848	ADIR010604
OG0006107	AMIN003573	ADIR009917
OG0006108	AMIN004847	ADIR010605
OG0006109	AMIN000647	ADIR006464
OG0006110	AMIN004086	ADIR005488
OG0006111	AMIN002316	ADIR010071
OG0006112	AMIN002318	ADIR010072
OG0006113	AMIN016263	ADIR010080
OG0006114	AMIN004084	ADIR005486
OG0006115	AMIN016261	ADIR010074
OG0006116	AMIN002319	ADIR010073
OG0006117	AMIN011212	ADIR007747
OG0006118	AMIN000266	ADIR003377
OG0006119	AMIN003740	ADIR003092
OG0006121	AMIN008171	ADIR009221
OG0006122	AMIN011291	ADIR016194
OG0006123	AMIN015749	ADIR007416
OG0006124	AMIN002411	ADIR009874
OG0006125	AMIN000210	ADIR002581
OG0006126	AMIN005860	ADIR000953
OG0006127	AMIN002042	ADIR001424
OG0006128	AMIN005859	ADIR000952
OG0006129	AMIN005365	ADIR004121
OG0006130	AMIN007403	ADIR003723
OG0006131	AMIN007402	ADIR003725
OG0006132	AMIN008088	ADIR006944
OG0006133	AMIN007400	ADIR003727
OG0006134	AMIN004996	ADIR005732
OG0006135	AMIN004998	ADIR005734
OG0006136	AMIN007836	ADIR007583
OG0006137	AMIN007837	ADIR007584
OG0006138	AMIN004884	ADIR006741
OG0006139	AMIN004890	ADIR004456
OG0006140	AMIN010741	ADIR009790
OG0006141	AMIN015520	ADIR008708
OG0006142	AMIN001103	ADIR004102
OG0006143	AMIN010726	ADIR009804
OG0006144	AMIN010728	ADIR009802
OG0006145	AMIN010729	ADIR009801
OG0006146	AMIN005298	ADIR001415
OG0006147	AMIN004179	ADIR008457
OG0006148	AMIN004177	ADIR008460
