Orthogroup	AminimusMINIMUS1	AsinensisChina
OG0004790	AMIN015809	ASIC016205
OG0004791	AMIN001480	ASIC006871
OG0004792	AMIN001479	ASIC006872
OG0004793	AMIN007242	ASIC007541
OG0004794	AMIN001476	ASIC006876
OG0004795	AMIN004447	ASIC022347
OG0004796	AMIN004449	ASIC022349
OG0004797	AMIN009176	ASIC007897
OG0004798	AMIN004448	ASIC022348
OG0004799	AMIN007054	ASIC010958
OG0004800	AMIN006975	ASIC013665
OG0004801	AMIN009177	ASIC007898
OG0004802	AMIN009172	ASIC007892
OG0004803	AMIN009171	ASIC007891
OG0004804	AMIN002351	ASIC011577
OG0004805	AMIN002354	ASIC011578
OG0004806	AMIN008209	ASIC017944
OG0004807	AMIN003095	ASIC008056
OG0004808	AMIN003097	ASIC002693
OG0004809	AMIN003094	ASIC008058
OG0004810	AMIN007443	ASIC017145
OG0004811	AMIN002010	ASIC020490
OG0004812	AMIN005823	ASIC003987
OG0004813	AMIN005820	ASIC003985, ASIC003982
OG0004815	AMIN002883	ASIC002272
OG0004816	AMIN004512	ASIC019383
OG0004817	AMIN000486	ASIC008190
OG0004818	AMIN004513	ASIC019371
OG0004819	AMIN008712	ASIC019420
OG0004820	AMIN004511	ASIC019405
OG0004821	AMIN006910	ASIC017866
OG0004822	AMIN002229	ASIC011533
OG0004824	AMIN015742	ASIC011537
OG0004825	AMIN015832	ASIC011550
OG0004826	AMIN002267	ASIC011596
OG0004827	AMIN002268	ASIC011597
OG0004828	AMIN005047	ASIC005154
OG0004829	AMIN000584	ASIC013320
OG0004830	AMIN002809	ASIC009843
OG0004831	AMIN000065	ASIC013470
OG0004832	AMIN001707	ASIC017297
OG0004833	AMIN001704	ASIC017708
OG0004834	AMIN001705	ASIC017294
OG0004835	AMIN001701	ASIC017719
OG0004836	AMIN001703	ASIC017710
OG0004837	AMIN001700	ASIC017720
OG0004838	AMIN001709	ASIC017301
OG0004839	AMIN001706	ASIC017296
OG0004840	AMIN007683	ASIC018867
OG0004841	AMIN004007	ASIC021109
OG0004842	AMIN002574	ASIC021116
OG0004843	AMIN002578	ASIC021110
OG0004844	AMIN006140	ASIC014422
OG0004845	AMIN006150	ASIC014437
OG0004846	AMIN002577	ASIC021111
OG0004847	AMIN002575	ASIC021113
OG0004848	AMIN002576	ASIC021112
OG0004849	AMIN003236	ASIC014075
OG0004850	AMIN003726	ASIC008011
OG0004851	AMIN008421	ASIC004762
OG0004852	AMIN002052	ASIC004471
OG0004853	AMIN009142	ASIC003874
OG0004854	AMIN009148	ASIC003845
OG0004855	AMIN009141	ASIC003872
OG0004856	AMIN009143	ASIC003875
OG0004857	AMIN009139	ASIC003855
OG0004858	AMIN007224	ASIC017334
OG0004859	AMIN009508	ASIC022132
OG0004860	AMIN009138	ASIC003844
OG0004861	AMIN009145	ASIC003876
OG0004862	AMIN009155	ASIC003857
OG0004863	AMIN009150	ASIC003849
OG0004864	AMIN002573	ASIC021124
OG0004865	AMIN002568	ASIC021557
OG0004866	AMIN002571	ASIC021126
OG0004867	AMIN002572	ASIC021125
OG0004868	AMIN005419	ASIC005235
OG0004869	AMIN005417	ASIC005233
OG0004870	AMIN004570	ASIC014857
OG0004871	AMIN003168	ASIC020958
OG0004872	AMIN003166	ASIC020955
OG0004873	AMIN003209	ASIC010483
OG0004874	AMIN004569	ASIC014856
OG0004875	AMIN003208	ASIC010484
OG0004876	AMIN011234	ASIC011009
OG0004877	AMIN005671	ASIC007548
OG0004878	AMIN001950	ASIC017148
OG0004879	AMIN011372	ASIC002903
OG0004880	AMIN001949	ASIC017147
OG0004881	AMIN005670	ASIC009714
OG0004882	AMIN005576	ASIC006303
OG0004883	AMIN005414	ASIC007088
OG0004884	AMIN002139	ASIC005121
OG0004885	AMIN009287	ASIC009341
OG0004886	AMIN007496	ASIC011813
OG0004887	AMIN009286	ASIC003888
OG0004889	AMIN009288	ASIC009338
OG0004890	AMIN008995	ASIC015512
OG0004891	AMIN010393	ASIC019858
OG0004892	AMIN010398	ASIC019847
OG0004893	AMIN010397	ASIC019848
OG0004894	AMIN007773	ASIC009901
OG0004895	AMIN000797	ASIC004176
OG0004896	AMIN000789	ASIC012534
OG0004897	AMIN000791	ASIC012537
OG0004898	AMIN000793	ASIC004172
OG0004899	AMIN004106	ASIC000397
OG0004900	AMIN000788	ASIC012533
OG0004901	AMIN000865	ASIC000333
OG0004902	AMIN000790	ASIC012535
OG0004903	AMIN000701	ASIC020257
OG0004905	AMIN004165	ASIC007060
OG0004906	AMIN000670	ASIC021520
OG0004907	AMIN004164	ASIC007059
OG0004908	AMIN000707	ASIC020268
OG0004910	AMIN003200	ASIC008703
OG0004911	AMIN003196	ASIC004161
OG0004912	AMIN003199	ASIC008702
OG0004913	AMIN009059	ASIC010314
OG0004914	AMIN006173	ASIC017644
OG0004915	AMIN011031	ASIC016299
OG0004916	AMIN011028	ASIC016305
OG0004917	AMIN011032	ASIC016293
OG0004918	AMIN011022	ASIC016312
OG0004920	AMIN001898	ASIC007200
OG0004921	AMIN001909	ASIC007186
OG0004922	AMIN001899	ASIC007199
OG0004923	AMIN001901	ASIC007196
OG0004924	AMIN008769	ASIC005074
OG0004925	AMIN000804	ASIC021689
OG0004926	AMIN008137	ASIC014960
OG0004927	AMIN008135	ASIC014963
OG0004928	AMIN015576	ASIC015487
OG0004929	AMIN003305	ASIC004551
OG0004930	AMIN003311	ASIC004540
OG0004931	AMIN003304	ASIC004552
OG0004932	AMIN003308	ASIC004544
OG0004933	AMIN003296	ASIC004563
OG0004934	AMIN003310	ASIC004541
OG0004935	AMIN003306	ASIC004545
OG0004936	AMIN000247	ASIC020867
OG0004937	AMIN000608	ASIC014086
OG0004938	AMIN000245	ASIC020865
OG0004939	AMIN003243	ASIC009873
OG0004940	AMIN000248	ASIC020868
OG0004941	AMIN000607	ASIC014085
OG0004942	AMIN003794	ASIC014709
OG0004943	AMIN003173	ASIC020965
OG0004944	AMIN004564	ASIC014846
OG0004945	AMIN004260	ASIC015250
OG0004946	AMIN004261	ASIC015249
OG0004947	AMIN004263	ASIC015243
OG0004948	AMIN004258	ASIC015251
OG0004949	AMIN008860	ASIC000895
OG0004950	AMIN004123	ASIC011856
OG0004951	AMIN008859	ASIC000896
OG0004952	AMIN003842	ASIC012570
OG0004953	AMIN016059	ASIC012574
OG0004954	AMIN002356	ASIC011581
OG0004955	AMIN003512	ASIC002833
OG0004956	AMIN003680	ASIC005343
OG0004957	AMIN003681	ASIC005345
OG0004958	AMIN002555	ASIC002753
OG0004959	AMIN004158	ASIC007051
OG0004960	AMIN004157	ASIC007050
OG0004961	AMIN000511	ASIC008223
OG0004962	AMIN003684	ASIC005331
OG0004963	AMIN003679	ASIC005342
OG0004964	AMIN003515	ASIC004848
OG0004966	AMIN005759	ASIC007955
OG0004967	AMIN008784	ASIC005047
OG0004969	AMIN003504	ASIC004130
OG0004970	AMIN004865	ASIC015152, ASIC015141
OG0004972	AMIN002627	ASIC003511
OG0004973	AMIN009896	ASIC012934
OG0004974	AMIN010441	ASIC019778
OG0004975	AMIN000860	ASIC021222
OG0004976	AMIN003327	ASIC004660
OG0004977	AMIN015777	ASIC002543
OG0004978	AMIN000547	ASIC012666
OG0004979	AMIN000549	ASIC012674
OG0004980	AMIN011576	ASIC021257
OG0004981	AMIN011601	ASIC009200
OG0004982	AMIN011602	ASIC009197
OG0004983	AMIN011572	ASIC012954
OG0004985	AMIN011578	ASIC021246
OG0004986	AMIN011571	ASIC012955
OG0004987	AMIN006165	ASIC017666
OG0004988	AMIN006167	ASIC017693
OG0004989	AMIN006164	ASIC017555
OG0004990	AMIN006168	ASIC017704
OG0004991	AMIN007338	ASIC012295
OG0004992	AMIN007334	ASIC012310
OG0004994	AMIN007336	ASIC012301
OG0004995	AMIN004476	ASIC022200
OG0004996	AMIN004359	ASIC014763
OG0004997	AMIN004358	ASIC014753
OG0004999	AMIN004382	ASIC014799
OG0005000	AMIN004388	ASIC014807
OG0005001	AMIN004391	ASIC014812
OG0005002	AMIN016133	ASIC006785
OG0005003	AMIN005509	ASIC006353
OG0005005	AMIN005510	ASIC006354
OG0005006	AMIN005354	ASIC017020
OG0005007	AMIN005999	ASIC010630
OG0005008	AMIN006002	ASIC010593
OG0005009	AMIN006000	ASIC010641
OG0005010	AMIN009385	ASIC012129
OG0005011	AMIN009383	ASIC012031
OG0005012	AMIN009384	ASIC012140
OG0005013	AMIN005880	ASIC006071
OG0005014	AMIN006006	ASIC010607
OG0005015	AMIN001718	ASIC009992
OG0005016	AMIN001721	ASIC009997
OG0005017	AMIN001722	ASIC010000
OG0005018	AMIN006793	ASIC009981
OG0005019	AMIN009391	ASIC020709
OG0005020	AMIN006055	ASIC013102
OG0005021	AMIN001716	ASIC009983
OG0005022	AMIN006056	ASIC013101
OG0005023	AMIN009393	ASIC020742
OG0005024	AMIN001720	ASIC009995
OG0005025	AMIN001246	ASIC015270
OG0005026	AMIN001245	ASIC015269
OG0005027	AMIN001243	ASIC015340
OG0005028	AMIN001242	ASIC015329
OG0005029	AMIN001168	ASIC013409
OG0005030	AMIN001170	ASIC016206
OG0005031	AMIN016258	ASIC011446
OG0005032	AMIN002309	ASIC011460
OG0005033	AMIN016257	ASIC011442
OG0005034	AMIN002310	ASIC011461
OG0005035	AMIN002305	ASIC011453
OG0005036	AMIN001860	ASIC007269
OG0005037	AMIN001866	ASIC007263
OG0005038	AMIN016142	ASIC007416
OG0005039	AMIN001872	ASIC007252
OG0005040	AMIN001861	ASIC007268
OG0005042	AMIN001867	ASIC007262
OG0005043	AMIN006430	ASIC007415
OG0005044	AMIN007536	ASIC012899
OG0005045	AMIN015935	ASIC012913
OG0005046	AMIN015938	ASIC012904
OG0005047	AMIN011381	ASIC002889
OG0005048	AMIN011377	ASIC002894
OG0005049	AMIN009936	ASIC002887
OG0005050	AMIN011378	ASIC002893
OG0005051	AMIN015937	ASIC012911
OG0005052	AMIN011380	ASIC002891
OG0005053	AMIN015936	ASIC012912
OG0005054	AMIN010910	ASIC012985
OG0005055	AMIN015873	ASIC011103
OG0005056	AMIN015772	ASIC020134
OG0005057	AMIN011319	ASIC018986
OG0005058	AMIN015872	ASIC011102
OG0005059	AMIN004026	ASIC003589
OG0005060	AMIN004031	ASIC003570
OG0005061	AMIN010326	ASIC003745
OG0005062	AMIN009608	ASIC014384
OG0005063	AMIN006423	ASIC007227
OG0005064	AMIN007119	ASIC007444
OG0005065	AMIN007121	ASIC007447
OG0005066	AMIN004228	ASIC016004
OG0005067	AMIN004469	ASIC022179
OG0005068	AMIN004470	ASIC022180
OG0005069	AMIN006709	ASIC004286
OG0005071	AMIN006712	ASIC020805
OG0005073	AMIN002249	ASIC011458
OG0005074	AMIN006710	ASIC004287
OG0005075	AMIN002254	ASIC011381
OG0005076	AMIN006711	ASIC004288
OG0005077	AMIN006777	ASIC009955
OG0005078	AMIN009125	ASIC017269
OG0005079	AMIN009114	ASIC009996
OG0005080	AMIN009121	ASIC017265
OG0005081	AMIN009120	ASIC017264
OG0005082	AMIN009126	ASIC017270
OG0005083	AMIN006799	ASIC014665
OG0005084	AMIN006778	ASIC009957
OG0005085	AMIN008578	ASIC018123
OG0005086	AMIN008579	ASIC018124
OG0005087	AMIN008591	ASIC018106
OG0005088	AMIN003162	ASIC003523
OG0005089	AMIN000587	ASIC020816
OG0005090	AMIN007147	ASIC012785
OG0005091	AMIN003161	ASIC003520
OG0005092	AMIN004623	ASIC015105
OG0005093	AMIN008001	ASIC016628
OG0005094	AMIN011355	ASIC003122
OG0005095	AMIN011350	ASIC003117
OG0005096	AMIN011351	ASIC003118
OG0005097	AMIN011367	ASIC016330
OG0005098	AMIN011368	ASIC016331
OG0005099	AMIN011362	ASIC016265
OG0005100	AMIN011366	ASIC016328
OG0005101	AMIN004568	ASIC014855
OG0005102	AMIN011364	ASIC016287
OG0005103	AMIN011356	ASIC016329
OG0005104	AMIN005001	ASIC012022
OG0005105	AMIN008715	ASIC004986
OG0005106	AMIN008722	ASIC005002
OG0005107	AMIN005000	ASIC012023
OG0005108	AMIN000279	ASIC001787
OG0005109	AMIN003797	ASIC013239
OG0005110	AMIN003798	ASIC013238
OG0005111	AMIN000280	ASIC001788
OG0005112	AMIN006887	ASIC017828
OG0005113	AMIN000363	ASIC012631
OG0005114	AMIN006885	ASIC017827
OG0005115	AMIN006888	ASIC017829
OG0005116	AMIN006889	ASIC017830
OG0005117	AMIN003090	ASIC008046
OG0005118	AMIN005432	ASIC007567
OG0005119	AMIN005830	ASIC009654
OG0005120	AMIN015905	ASIC007552
OG0005121	AMIN015819	ASIC010552
OG0005122	AMIN002527	ASIC000878
OG0005123	AMIN002544	ASIC010553
OG0005124	AMIN002525	ASIC000876
OG0005125	AMIN002521	ASIC000872
OG0005126	AMIN002522	ASIC000873
OG0005127	AMIN002526	ASIC000877
OG0005130	AMIN009034	ASIC015445
OG0005131	AMIN006871	ASIC017798
OG0005132	AMIN010293	ASIC003696
OG0005133	AMIN010294	ASIC003694
OG0005134	AMIN010288	ASIC003708
OG0005135	AMIN010297	ASIC003692
OG0005136	AMIN010284	ASIC003711
OG0005137	AMIN010287	ASIC003709
OG0005138	AMIN010289	ASIC003706
OG0005139	AMIN010283	ASIC003712
OG0005140	AMIN001154	ASIC013412
OG0005142	AMIN007134	ASIC007465
OG0005143	AMIN002169	ASIC008355
OG0005144	AMIN002545	ASIC001844
OG0005146	AMIN008816	ASIC003672
OG0005147	AMIN008817	ASIC003671
OG0005148	AMIN001946	ASIC007089
OG0005149	AMIN004214	ASIC021810
OG0005150	AMIN000917	ASIC009027
OG0005151	AMIN002790	ASIC021459
OG0005152	AMIN005345	ASIC000603
OG0005153	AMIN009783	ASIC006419
OG0005155	AMIN009784	ASIC006418
OG0005156	AMIN009766	ASIC006445
OG0005157	AMIN007096	ASIC007440
OG0005158	AMIN009767	ASIC006443
OG0005159	AMIN009083	ASIC005306
OG0005160	AMIN004077	ASIC020123
OG0005161	AMIN004097	ASIC020128
OG0005163	AMIN015986	ASIC005320
OG0005164	AMIN009084	ASIC005295
OG0005165	AMIN004100	ASIC020157
OG0005166	AMIN009081	ASIC005319
OG0005167	AMIN005112	ASIC006776
OG0005168	AMIN005110	ASIC006781
OG0005169	AMIN008951	ASIC018017
OG0005170	AMIN008993	ASIC015514
OG0005171	AMIN008994	ASIC015513
OG0005172	AMIN008778	ASIC005054
OG0005174	AMIN008948	ASIC018010
OG0005175	AMIN004439	ASIC006002
OG0005176	AMIN004438	ASIC006003
OG0005177	AMIN010957	ASIC011608
OG0005178	AMIN010975	ASIC015083
OG0005179	AMIN010959	ASIC011611
OG0005180	AMIN009997	ASIC021207
OG0005181	AMIN011097	ASIC018546
OG0005183	AMIN006335	ASIC017671
OG0005184	AMIN009631	ASIC006458
OG0005185	AMIN003324	ASIC004664
OG0005186	AMIN006342	ASIC014220
OG0005187	AMIN003325	ASIC004663
OG0005188	AMIN003326	ASIC004662
OG0005189	AMIN016239	ASIC008361
OG0005190	AMIN003005	ASIC005782
OG0005191	AMIN003622	ASIC021000
OG0005192	AMIN003004	ASIC005786
OG0005193	AMIN003621	ASIC020999
OG0005194	AMIN003617	ASIC020994
OG0005195	AMIN011649	ASIC018418
OG0005196	AMIN011648	ASIC018407
OG0005197	AMIN015925	ASIC017715
OG0005198	AMIN006840	ASIC014586
OG0005199	AMIN006838	ASIC014589
OG0005200	AMIN006844	ASIC014567
OG0005201	AMIN010946	ASIC011713
OG0005203	AMIN010948	ASIC011714
OG0005204	AMIN015881	ASIC011120
OG0005205	AMIN001739	ASIC013846
OG0005206	AMIN001736	ASIC013840
OG0005207	AMIN009838	ASIC006116
OG0005208	AMIN009835	ASIC006113
OG0005209	AMIN001737	ASIC013841
OG0005210	AMIN001740	ASIC013850
OG0005211	AMIN008888	ASIC011917
OG0005212	AMIN006900	ASIC017846
OG0005213	AMIN006898	ASIC017843
OG0005214	AMIN008786	ASIC005045
OG0005215	AMIN006899	ASIC017844
OG0005216	AMIN006902	ASIC017849
OG0005217	AMIN008889	ASIC011919
OG0005218	AMIN006901	ASIC017847
OG0005219	AMIN008787	ASIC005044
OG0005220	AMIN005342	ASIC003949
OG0005221	AMIN009538	ASIC017198
OG0005222	AMIN009539	ASIC017193
OG0005223	AMIN003723	ASIC008008
OG0005224	AMIN003724	ASIC008009
OG0005225	AMIN016271	ASIC020680
OG0005226	AMIN003721	ASIC008006
OG0005227	AMIN002384	ASIC020687
OG0005228	AMIN003720	ASIC008005
OG0005229	AMIN002371	ASIC020086
OG0005230	AMIN003719	ASIC008003
OG0005231	AMIN002395	ASIC013295
OG0005232	AMIN004820	ASIC020250
OG0005233	AMIN002391	ASIC012503
OG0005234	AMIN002375	ASIC009846
OG0005235	AMIN011509	ASIC016477
OG0005236	AMIN011504	ASIC016482
OG0005237	AMIN011501	ASIC016485
OG0005238	AMIN011502	ASIC016484
OG0005239	AMIN000981	ASIC009941
OG0005240	AMIN009416	ASIC020745
OG0005241	AMIN009415	ASIC020744
OG0005242	AMIN001049	ASIC010820
OG0005243	AMIN002673	ASIC008408
OG0005244	AMIN002671	ASIC008405
OG0005245	AMIN011420	ASIC016035
OG0005246	AMIN001111	ASIC013460
OG0005247	AMIN002832	ASIC013343
OG0005248	AMIN001112	ASIC013459
OG0005249	AMIN011517	ASIC016533
OG0005250	AMIN002734	ASIC021046
OG0005251	AMIN009359	ASIC015434
OG0005252	AMIN006942	ASIC015408
OG0005253	AMIN006944	ASIC015411
OG0005254	AMIN006941	ASIC015405
OG0005255	AMIN011152	ASIC016380
OG0005256	AMIN010951	ASIC011719
OG0005257	AMIN007314	ASIC012344
OG0005258	AMIN007311	ASIC012350
OG0005259	AMIN006397	ASIC003169
OG0005260	AMIN001400	ASIC006587
OG0005261	AMIN006398	ASIC003168
OG0005262	AMIN006396	ASIC003170
OG0005263	AMIN006399	ASIC003165
OG0005264	AMIN001402	ASIC006590
OG0005265	AMIN010437	ASIC019788
OG0005267	AMIN004796	ASIC003070
OG0005268	AMIN002656	ASIC011970
OG0005269	AMIN003639	ASIC013972
OG0005270	AMIN003360	ASIC004087
OG0005271	AMIN000758	ASIC013314
OG0005272	AMIN003361	ASIC004084
OG0005273	AMIN004785	ASIC012656
OG0005274	AMIN011497	ASIC016502
OG0005275	AMIN000889	ASIC003210
OG0005276	AMIN011559	ASIC012377
OG0005277	AMIN003951	ASIC021811
OG0005278	AMIN011233	ASIC011008
OG0005279	AMIN011561	ASIC012375
OG0005280	AMIN003026	ASIC020045
OG0005281	AMIN003028	ASIC020035
OG0005282	AMIN002162	ASIC008357
OG0005283	AMIN001675	ASIC006050
OG0005284	AMIN010425	ASIC019803
OG0005285	AMIN001674	ASIC006051
OG0005286	AMIN001680	ASIC006112
OG0005287	AMIN009517	ASIC017231
OG0005288	AMIN009518	ASIC017230
OG0005290	AMIN006746	ASIC008658
OG0005291	AMIN001416	ASIC006611
OG0005292	AMIN006747	ASIC000263
OG0005293	AMIN006749	ASIC008665
OG0005294	AMIN006748	ASIC008663
OG0005295	AMIN006258	ASIC016256
OG0005297	AMIN001043	ASIC010830
OG0005298	AMIN004596	ASIC007968
OG0005299	AMIN016186	ASIC009371
OG0005300	AMIN010090	ASIC019084
OG0005301	AMIN010081	ASIC019060
OG0005302	AMIN004658	ASIC011374
OG0005304	AMIN000700	ASIC020273
OG0005305	AMIN003629	ASIC021015
OG0005306	AMIN003769	ASIC021354
OG0005307	AMIN003627	ASIC021009
OG0005308	AMIN003628	ASIC021014
OG0005309	AMIN005191	ASIC009671
OG0005310	AMIN005511	ASIC006355
OG0005311	AMIN002320	ASIC002463
OG0005312	AMIN005574	ASIC016638
OG0005313	AMIN002049	ASIC010253
OG0005314	AMIN001070	ASIC020420
OG0005315	AMIN005565	ASIC007664
OG0005316	AMIN007174	ASIC005924
OG0005317	AMIN006939	ASIC015403
OG0005318	AMIN006937	ASIC015401
OG0005319	AMIN006698	ASIC002805
OG0005321	AMIN006695	ASIC002809
OG0005322	AMIN006687	ASIC002788
OG0005323	AMIN001884	ASIC007228
OG0005324	AMIN001877	ASIC007236
OG0005325	AMIN001883	ASIC007230
OG0005326	AMIN001882	ASIC007231
OG0005328	AMIN008310	ASIC019312
OG0005329	AMIN005033	ASIC009326
OG0005330	AMIN005035	ASIC009328
OG0005331	AMIN008312	ASIC019314
OG0005332	AMIN005034	ASIC009327
OG0005333	AMIN006590	ASIC005403
OG0005334	AMIN008034	ASIC018703
OG0005335	AMIN008033	ASIC018702
OG0005336	AMIN010864	ASIC018790
OG0005337	AMIN008035	ASIC018705
OG0005338	AMIN006610	ASIC005252
OG0005339	AMIN000055	ASIC013496
OG0005340	AMIN011592	ASIC008504
OG0005341	AMIN011597	ASIC008505
OG0005342	AMIN011600	ASIC009201
OG0005343	AMIN011536	ASIC019220
OG0005344	AMIN011594	ASIC008506
OG0005345	AMIN011593	ASIC008511
OG0005346	AMIN000240	ASIC003161
OG0005347	AMIN002751	ASIC016622
OG0005348	AMIN004752	ASIC020573
OG0005349	AMIN004581	ASIC008451
OG0005350	AMIN002687	ASIC010170
OG0005351	AMIN011079	ASIC018480
OG0005353	AMIN002949	ASIC011228
OG0005354	AMIN003100	ASIC002701
OG0005355	AMIN001615	ASIC010715
OG0005356	AMIN006696	ASIC002807
OG0005357	AMIN001616	ASIC010716
OG0005358	AMIN000128	ASIC010905
OG0005359	AMIN007104	ASIC007161
OG0005360	AMIN007099	ASIC007462
OG0005361	AMIN007089	ASIC007360
OG0005362	AMIN006111	ASIC014374
OG0005363	AMIN006019	ASIC013082
OG0005364	AMIN007101	ASIC007139
OG0005365	AMIN015916	ASIC013078
OG0005366	AMIN006022	ASIC013080
OG0005367	AMIN015917	ASIC013076
OG0005368	AMIN004300	ASIC017770
OG0005369	AMIN004456	ASIC022362
OG0005370	AMIN006869	ASIC017795
OG0005371	AMIN004451	ASIC022357
OG0005372	AMIN006866	ASIC017785
OG0005373	AMIN001921	ASIC007157
OG0005374	AMIN005357	ASIC017092
OG0005375	AMIN007138	ASIC007469
OG0005376	AMIN002251	ASIC011425
OG0005377	AMIN007141	ASIC007140
OG0005378	AMIN005333	ASIC003936
OG0005379	AMIN006969	ASIC015572
OG0005380	AMIN009264	ASIC008470
OG0005381	AMIN008632	ASIC002478
OG0005382	AMIN015529	ASIC008469
OG0005383	AMIN009738	ASIC020785
OG0005384	AMIN009742	ASIC020781
OG0005385	AMIN009731	ASIC006694
OG0005386	AMIN001723	ASIC010001
OG0005388	AMIN010514	ASIC002911
OG0005391	AMIN010516	ASIC002897
OG0005392	AMIN001212	ASIC009468
OG0005393	AMIN005411	ASIC020372
OG0005394	AMIN005426	ASIC020358
OG0005395	AMIN003318	ASIC004676
OG0005396	AMIN000530	ASIC008249
OG0005397	AMIN000527	ASIC008245
OG0005398	AMIN016051	ASIC004613
OG0005400	AMIN002369	ASIC020084
OG0005401	AMIN000404	ASIC021521
OG0005402	AMIN003108	ASIC021392
OG0005403	AMIN002549	ASIC001840
OG0005404	AMIN003575	ASIC004740
OG0005405	AMIN005633	ASIC007114
OG0005406	AMIN000563	ASIC020083
OG0005408	AMIN016279	ASIC013282
OG0005409	AMIN016280	ASIC013270
OG0005410	AMIN015847	ASIC009103
OG0005411	AMIN002405	ASIC013273
OG0005412	AMIN002312	ASIC011463
OG0005413	AMIN002402	ASIC013283
OG0005415	AMIN015846	ASIC009102
OG0005416	AMIN002401	ASIC013285
OG0005418	AMIN000317	ASIC013379
OG0005419	AMIN004556	ASIC014835
OG0005420	AMIN000312	ASIC021655
OG0005421	AMIN000313	ASIC021644
OG0005422	AMIN004558	ASIC014839
OG0005423	AMIN000315	ASIC021633
OG0005424	AMIN000319	ASIC013325
OG0005425	AMIN000430	ASIC008277
OG0005426	AMIN004481	ASIC022208
OG0005428	AMIN000465	ASIC008147
OG0005430	AMIN000454	ASIC008325
OG0005431	AMIN000450	ASIC008316
OG0005432	AMIN000468	ASIC008151
OG0005434	AMIN000467	ASIC008149
OG0005435	AMIN000458	ASIC008332
OG0005436	AMIN000452	ASIC008318
OG0005437	AMIN000472	ASIC008154
OG0005438	AMIN006744	ASIC008645
OG0005439	AMIN009048	ASIC008377
OG0005440	AMIN010590	ASIC007833
OG0005441	AMIN010591	ASIC007834
OG0005442	AMIN004831	ASIC011113
OG0005443	AMIN004828	ASIC011109
OG0005444	AMIN002537	ASIC010565
OG0005445	AMIN002540	ASIC010558
OG0005446	AMIN016161	ASIC010570
OG0005447	AMIN000490	ASIC008194
OG0005448	AMIN000487	ASIC008191
OG0005449	AMIN002535	ASIC010568
OG0005450	AMIN002536	ASIC010566
OG0005451	AMIN002534	ASIC010569
OG0005452	AMIN002538	ASIC010564
OG0005453	AMIN002542	ASIC010555
OG0005454	AMIN002541	ASIC010557
OG0005455	AMIN001106	ASIC013467
OG0005456	AMIN008102	ASIC011267
OG0005458	AMIN008328	ASIC015377
OG0005459	AMIN001175	ASIC016185
OG0005460	AMIN001631	ASIC010741
OG0005461	AMIN001635	ASIC010742
OG0005462	AMIN001177	ASIC016187
OG0005463	AMIN001636	ASIC010743
OG0005464	AMIN002609	ASIC008882
OG0005465	AMIN015765	ASIC012952
OG0005466	AMIN011278	ASIC018673
OG0005467	AMIN004648	ASIC021643
OG0005468	AMIN004647	ASIC021645
OG0005469	AMIN003888	ASIC021657
OG0005470	AMIN004639	ASIC021650
OG0005471	AMIN004641	ASIC021646
OG0005472	AMIN004652	ASIC021639
OG0005473	AMIN008325	ASIC015368
OG0005474	AMIN008319	ASIC019329
OG0005475	AMIN008323	ASIC019336
OG0005476	AMIN008327	ASIC015376
OG0005477	AMIN008316	ASIC019322
OG0005478	AMIN008315	ASIC019321
OG0005479	AMIN008318	ASIC019323
OG0005480	AMIN008320	ASIC019331
OG0005481	AMIN001993	ASIC020468
OG0005482	AMIN001984	ASIC020459
OG0005483	AMIN001992	ASIC020466
OG0005484	AMIN001988	ASIC020462
OG0005485	AMIN004588	ASIC002486
OG0005486	AMIN005558	ASIC007649
OG0005488	AMIN001334	ASIC002668
OG0005489	AMIN005798	ASIC009577
OG0005490	AMIN010236	ASIC003736
OG0005491	AMIN010233	ASIC007711
OG0005492	AMIN010232	ASIC004843
OG0005493	AMIN016022	ASIC004844
OG0005494	AMIN010237	ASIC003735
OG0005495	AMIN009680	ASIC015796
OG0005496	AMIN009675	ASIC015790
OG0005497	AMIN009671	ASIC015785
OG0005498	AMIN009676	ASIC015791
OG0005499	AMIN009674	ASIC015789
OG0005500	AMIN009681	ASIC015797
OG0005501	AMIN009672	ASIC015786
OG0005502	AMIN009679	ASIC015795
OG0005503	AMIN005215	ASIC006312
OG0005505	AMIN002703	ASIC009104
OG0005506	AMIN005626	ASIC004479
OG0005507	AMIN005334	ASIC003942
OG0005508	AMIN002706	ASIC009106
OG0005509	AMIN002705	ASIC009105
OG0005510	AMIN007353	ASIC018989
OG0005511	AMIN003054	ASIC021704
OG0005512	AMIN011614	ASIC014923
OG0005513	AMIN008572	ASIC018136
OG0005514	AMIN008570	ASIC018139
OG0005515	AMIN008895	ASIC000899
OG0005516	AMIN009369	ASIC018115
OG0005517	AMIN016194	ASIC017580
OG0005518	AMIN005937	ASIC013598
OG0005519	AMIN005929	ASIC013615
OG0005520	AMIN005928	ASIC017583
OG0005521	AMIN005927	ASIC017582
OG0005522	AMIN005930	ASIC013614
OG0005523	AMIN005935	ASIC013600
OG0005524	AMIN006183	ASIC006940
OG0005525	AMIN005931	ASIC013613
OG0005526	AMIN004740	ASIC020599
OG0005527	AMIN004743	ASIC020597
OG0005528	AMIN001840	ASIC007340
OG0005529	AMIN001839	ASIC007341
OG0005530	AMIN001844	ASIC007334
OG0005531	AMIN011069	ASIC018470
