Orthogroup	AminimusMINIMUS1	Aalbopictus_AalbF5
OG0004284	AMIN010762	LOC109406392
OG0004285	AMIN006581	LOC109411427
OG0004286	AMIN006576	LOC115267759
OG0004287	AMIN009179	LOC109409866
OG0004288	AMIN006577	LOC109428856
OG0004289	AMIN008963	LOC109428850
OG0004290	AMIN006123	LOC109427577
OG0004291	AMIN009613	LOC109429943
OG0004292	AMIN006129	LOC109427583
OG0004293	AMIN006127	LOC109427582
OG0004294	AMIN006110	LOC109398321
OG0004295	AMIN010037	LOC109408026
OG0004296	AMIN006133	LOC134283956, LOC109427588
OG0004297	AMIN000501	LOC134289419, LOC134284107
OG0004298	AMIN000433	LOC109402037
OG0004299	AMIN000504	LOC134289964
OG0004300	AMIN000509	LOC134284025
OG0004301	AMIN000435	LOC109399758
OG0004302	AMIN003670	LOC109401982
OG0004303	AMIN000443	LOC115254114
OG0004304	AMIN003677	LOC134292086
OG0004305	AMIN003665	LOC109402035
OG0004306	AMIN000442	LOC109402030
OG0004307	AMIN003673	LOC109413707
OG0004308	AMIN000440	LOC109399701
OG0004309	AMIN000506	LOC134291390
OG0004310	AMIN003672	LOC109413708, LOC115265550
OG0004311	AMIN003671	LOC115270921
OG0004312	AMIN015536	LOC109399584
OG0004313	AMIN008621	LOC109399674
OG0004314	AMIN008620	LOC109400763
OG0004315	AMIN008973	LOC109399656
OG0004316	AMIN004277	LOC109397727
OG0004317	AMIN008614	LOC109398778
OG0004318	AMIN004500	LOC109399590
OG0004319	AMIN008612	LOC109401597
OG0004320	AMIN002068	LOC115267841
OG0004321	AMIN008613	LOC109401443
OG0004322	AMIN008975	LOC109399666
OG0004323	AMIN008627	LOC109399620, LOC134289671
OG0004324	AMIN008974	LOC109401278
OG0004325	AMIN004270	LOC115267840
OG0004326	AMIN008984	LOC109621530
OG0004328	AMIN008618	LOC109400976
OG0004329	AMIN004351	LOC109399315, LOC134289670
OG0004330	AMIN008976	LOC115254196
OG0004331	AMIN010558	LOC109410018
OG0004332	AMIN010207	LOC109407813
OG0004333	AMIN006960	LOC109431314
OG0004335	AMIN008998	LOC115264566
OG0004336	AMIN008567	LOC109431312
OG0004337	AMIN006594	LOC109431308
OG0004338	AMIN010483	LOC109410099
OG0004339	AMIN006959	LOC109431320
OG0004340	AMIN010561	LOC109410063, LOC134286980
OG0004341	AMIN015651	LOC109431999
OG0004342	AMIN010363	LOC109409972
OG0004343	AMIN003429	LOC109425348
OG0004344	AMIN007978	LOC109408178
OG0004345	AMIN011229	LOC109408185
OG0004346	AMIN003424	LOC115267037
OG0004347	AMIN006324	LOC109412008
OG0004348	AMIN007447	LOC109424491
OG0004349	AMIN008280	LOC109424486
OG0004350	AMIN001583	LOC109408029
OG0004351	AMIN006327	LOC115262431
OG0004352	AMIN001652	LOC109407925
OG0004353	AMIN008256	LOC109424489
OG0004354	AMIN001205	LOC109420062
OG0004355	AMIN008283	LOC109424481
OG0004356	AMIN006325	LOC109407882
OG0004357	AMIN008259	LOC115260228
OG0004358	AMIN006322	LOC109407916
OG0004359	AMIN008257	LOC109422393
OG0004360	AMIN004518	LOC109424479
OG0004361	AMIN001584	LOC109412028
OG0004362	AMIN008284	LOC109424482
OG0004363	AMIN006586	LOC109416898
OG0004364	AMIN008281	LOC109424487
OG0004365	AMIN010000	LOC109423757
OG0004366	AMIN010004	LOC109423678
OG0004367	AMIN010001	LOC109414263
OG0004368	AMIN010003	LOC109414265
OG0004369	AMIN000181	LOC109429094
OG0004371	AMIN005422	LOC109422143
OG0004372	AMIN010983	LOC115254221
OG0004373	AMIN011248	LOC109399389
OG0004374	AMIN005421	LOC109422142
OG0004375	AMIN004478	LOC109426939
OG0004377	AMIN003760	LOC109430323
OG0004378	AMIN000559	LOC134291682
OG0004379	AMIN009399	LOC109404412
OG0004380	AMIN000556	LOC109399745
OG0004381	AMIN005404	LOC109404561
OG0004382	AMIN015792	LOC109413735
OG0004383	AMIN006833	LOC109404751
OG0004384	AMIN009151	LOC109404581
OG0004385	AMIN000560	LOC134289441
OG0004386	AMIN009398	LOC109398644
OG0004387	AMIN002153	LOC134292191
OG0004388	AMIN009400	LOC109404439
OG0004389	AMIN009401	LOC109404395
OG0004390	AMIN009397	LOC109398643
OG0004391	AMIN006835	LOC109404806
OG0004392	AMIN006826	LOC109398637
OG0004393	AMIN006828	LOC109398645
OG0004394	AMIN006832	LOC109404784
OG0004395	AMIN006830	LOC109398641
OG0004396	AMIN002155	LOC134289424
OG0004397	AMIN007748	LOC109428708
OG0004398	AMIN010125	LOC109428714
OG0004399	AMIN007752	LOC109424270
OG0004400	AMIN007749	LOC109424273
OG0004401	AMIN010525	LOC109428701
OG0004402	AMIN007750	LOC109428707
OG0004403	AMIN010522	LOC109424281
OG0004404	AMIN003458	LOC109406224
OG0004405	AMIN004781	LOC109398460
OG0004406	AMIN004702	LOC109398472
OG0004407	AMIN000046	LOC109406200
OG0004408	AMIN004705	LOC134285658
OG0004409	AMIN010792	LOC134285660
OG0004410	AMIN006514	LOC109402694
OG0004411	AMIN004321	LOC109402691
OG0004412	AMIN003818	LOC109429975
OG0004413	AMIN005685	LOC115253509, LOC109397910
OG0004414	AMIN003815	LOC109429947
OG0004415	AMIN003816	LOC115253993
OG0004416	AMIN005686	LOC109402685, LOC109397911
OG0004417	AMIN005602	LOC109402662
OG0004418	AMIN009207	LOC109399103
OG0004419	AMIN003581	LOC109399134
OG0004420	AMIN009204	LOC109399094
OG0004421	AMIN009208	LOC109399104
OG0004422	AMIN009205	LOC134289624, LOC109409911
OG0004423	AMIN009202	LOC109399072
OG0004424	AMIN009199	LOC109409901
OG0004425	AMIN009200	LOC109409903
OG0004426	AMIN009404	LOC109398630
OG0004427	AMIN009209	LOC115267819
OG0004428	AMIN002877	LOC134291551
OG0004429	AMIN003279	LOC134284133
OG0004430	AMIN003636	LOC109404863
OG0004431	AMIN004818	LOC109404865
OG0004432	AMIN003637	LOC134284054
OG0004433	AMIN004819	LOC109404871
OG0004434	AMIN003277	LOC134291553, LOC134291554
OG0004435	AMIN005090	LOC109422056
OG0004436	AMIN003278	LOC134291555
OG0004437	AMIN003638	LOC134284169
OG0004438	AMIN000760	LOC134291552
OG0004439	AMIN002874	LOC134284094
OG0004440	AMIN002650	LOC109417123
OG0004441	AMIN002651	LOC109417126
OG0004442	AMIN000031	LOC109403740
OG0004443	AMIN004671	LOC109424331
OG0004444	AMIN002649	LOC109424328
OG0004445	AMIN004672	LOC109424332
OG0004446	AMIN002653	LOC109417122
OG0004447	AMIN000028	LOC109417118
OG0004448	AMIN015893	LOC109424333
OG0004449	AMIN006753	LOC109412678
OG0004450	AMIN006754	LOC109414223
OG0004451	AMIN005948	LOC109417725
OG0004452	AMIN000784	LOC109418330
OG0004453	AMIN008666	LOC109422328
OG0004454	AMIN008243	LOC109422335
OG0004455	AMIN008232	LOC109422355
OG0004456	AMIN008669	LOC109422319
OG0004457	AMIN008241	LOC115254671
OG0004458	AMIN008226	LOC109422333
OG0004459	AMIN008236	LOC109424446
OG0004460	AMIN008235	LOC109422351
OG0004461	AMIN008237	LOC109422349
OG0004463	AMIN008262	LOC115257779
OG0004464	AMIN004346	LOC115257399
OG0004465	AMIN008389	LOC115253571
OG0004466	AMIN004341	LOC109402267
OG0004467	AMIN008263	LOC109402264
OG0004468	AMIN004342	LOC115257450
OG0004469	AMIN016166	LOC109403330
OG0004470	AMIN003133	LOC115260393
OG0004471	AMIN002919	LOC115261325
OG0004472	AMIN000667	LOC109406532
OG0004473	AMIN015491	LOC109403316
OG0004474	AMIN000666	LOC109406543
OG0004475	AMIN002914	LOC109403276
OG0004476	AMIN005763	LOC109431361
OG0004477	AMIN002027	LOC109427760
OG0004478	AMIN005401	LOC109431339
OG0004479	AMIN011155	LOC134285223
OG0004480	AMIN011596	LOC109431342
OG0004481	AMIN009349	LOC109407611
OG0004482	AMIN008537	LOC109407632
OG0004483	AMIN008542	LOC109407637, LOC109407636
OG0004484	AMIN009356	LOC109407618
OG0004485	AMIN009355	LOC109425937
OG0004486	AMIN008533	LOC109407622
OG0004487	AMIN009354	LOC109425936
OG0004488	AMIN001947	LOC109425944
OG0004489	AMIN000519	LOC115260119
OG0004490	AMIN004049	LOC109402771
OG0004491	AMIN000661	LOC115257037, LOC109402800
OG0004492	AMIN000513	LOC109422647
OG0004493	AMIN000520	LOC109402851
OG0004494	AMIN016089	LOC109402830
OG0004495	AMIN000148	LOC109422632
OG0004496	AMIN001206	LOC109407834
OG0004497	AMIN007782	LOC109621247
OG0004498	AMIN005142	LOC109412260
OG0004499	AMIN005071	LOC109431185
OG0004500	AMIN008081	LOC109622617
OG0004501	AMIN005817	LOC109431170
OG0004502	AMIN005134	LOC109431166
OG0004503	AMIN011427	LOC109622615
OG0004504	AMIN003993	LOC109622122
OG0004505	AMIN003994	LOC109411028
OG0004506	AMIN004001	LOC115268772
OG0004507	AMIN004003	LOC109433312
OG0004508	AMIN003990	LOC109622087
OG0004509	AMIN003992	LOC109622092
OG0004510	AMIN003991	LOC109433307
OG0004511	AMIN005127	LOC109402216
OG0004512	AMIN005582	LOC109402222
OG0004513	AMIN011190	LOC109402252
OG0004514	AMIN005784	LOC109402227
OG0004515	AMIN004860	LOC109413004
OG0004516	AMIN005128	LOC109402210
OG0004517	AMIN005461	LOC109402237
OG0004518	AMIN005126	LOC109402249
OG0004519	AMIN007802	LOC109410769
OG0004520	AMIN010602	LOC115270114
OG0004521	AMIN000966	LOC109417098
OG0004522	AMIN006289	LOC109429416
OG0004523	AMIN000967	LOC109411179
OG0004524	AMIN006288	LOC109429414
OG0004525	AMIN006290	LOC109425141
OG0004526	AMIN003725	LOC109425135
OG0004527	AMIN010861	LOC134287334, LOC109417965
OG0004528	AMIN006284	LOC109429411
OG0004529	AMIN006293	LOC109425142
OG0004530	AMIN006282	LOC109429410
OG0004531	AMIN007204	LOC109427662
OG0004532	AMIN007197	LOC109427547
OG0004533	AMIN007192	LOC109427525
OG0004534	AMIN002205	LOC115254143, LOC109410423
OG0004535	AMIN007200	LOC115254943
OG0004536	AMIN002327	LOC109410424
OG0004537	AMIN004974	LOC109402134
OG0004538	AMIN004972	LOC109426455
OG0004539	AMIN004959	LOC109426439
OG0004540	AMIN004975	LOC109402150
OG0004541	AMIN006892	LOC109404018
OG0004542	AMIN004960	LOC109402159
OG0004543	AMIN002460	LOC109421352
OG0004544	AMIN015759	LOC109425583
OG0004545	AMIN002322	LOC109425573
OG0004546	AMIN003808	LOC115266726
OG0004547	AMIN016216	LOC109425554
OG0004548	AMIN016260	LOC109425572
OG0004549	AMIN002830	LOC109411492
OG0004550	AMIN002315	LOC109411514
OG0004551	AMIN002459	LOC109421319
OG0004552	AMIN004663	LOC109411708
OG0004553	AMIN004081	LOC109621941
OG0004554	AMIN002598	LOC109401057
OG0004555	AMIN002604	LOC109429338
OG0004556	AMIN001291	LOC109418687
OG0004557	AMIN005234	LOC109433635
OG0004558	AMIN001292	LOC109418686
OG0004559	AMIN005235	LOC109433622
OG0004560	AMIN008430	LOC109424554
OG0004562	AMIN008438	LOC115253431
OG0004563	AMIN015966	LOC109417151
OG0004564	AMIN008428	LOC109411979
OG0004565	AMIN008424	LOC109417150
OG0004566	AMIN008437	LOC109424545
OG0004567	AMIN008426	LOC109417153
OG0004568	AMIN008433	LOC109424550
OG0004569	AMIN011406	LOC109428767
OG0004570	AMIN003750	LOC109430452
OG0004571	AMIN000624	LOC109409564
OG0004572	AMIN003747	LOC115268973
OG0004573	AMIN000626	LOC109430482
OG0004574	AMIN001914	LOC109411734
OG0004575	AMIN003752	LOC109409570
OG0004576	AMIN003748	LOC109430456
OG0004577	AMIN000627	LOC109409567
OG0004578	AMIN003749	LOC109409574
OG0004579	AMIN001832	LOC109426524
OG0004580	AMIN001824	LOC109408552
OG0004581	AMIN001823	LOC109429590
OG0004582	AMIN001829	LOC109429583
OG0004583	AMIN001831	LOC109429582
OG0004584	AMIN001826	LOC109429586
OG0004585	AMIN001835	LOC109429576
OG0004586	AMIN001471	LOC109397521
OG0004587	AMIN015993	LOC109622824
OG0004588	AMIN009103	LOC109622825
OG0004589	AMIN015739	LOC109397513
OG0004590	AMIN009099	LOC109622804
OG0004591	AMIN001470	LOC109621499
OG0004592	AMIN001468	LOC109397548
OG0004593	AMIN015740	LOC109397539
OG0004594	AMIN009725	LOC109622815
OG0004595	AMIN000572	LOC109431004
OG0004596	AMIN015623	LOC109430936
OG0004597	AMIN000577	LOC109412100
OG0004598	AMIN000571	LOC109431022
OG0004599	AMIN000580	LOC109406930
OG0004600	AMIN000583	LOC109430882
OG0004601	AMIN003363	LOC109406923
OG0004602	AMIN000574	LOC109430995
OG0004603	AMIN000579	LOC109406927
OG0004604	AMIN000569	LOC109412128
OG0004605	AMIN007860	LOC109399283
OG0004606	AMIN007875	LOC109399262
OG0004607	AMIN007869	LOC109429082
OG0004608	AMIN003002	LOC109404038
OG0004609	AMIN000880	LOC109432062
OG0004610	AMIN004223	LOC109404007
OG0004611	AMIN000950	LOC109404013
OG0004612	AMIN007415	LOC109402594
OG0004613	AMIN007012	LOC109401663
OG0004614	AMIN004521	LOC109420358
OG0004615	AMIN005011	LOC109420362
OG0004616	AMIN007011	LOC115257403
OG0004617	AMIN005014	LOC109420360
OG0004618	AMIN010942	LOC109417267
OG0004619	AMIN007359	LOC109432379
OG0004620	AMIN000566	LOC109412130
OG0004621	AMIN003722	LOC109423053
OG0004622	AMIN015494	LOC109431799, LOC134286075
OG0004623	AMIN005890	LOC115253700
OG0004624	AMIN001337	LOC109419757
OG0004625	AMIN001336	LOC115253784
OG0004626	AMIN001343	LOC109419739
OG0004627	AMIN001016	LOC109398250
OG0004628	AMIN005889	LOC115255033
OG0004629	AMIN001341	LOC109419740
OG0004630	AMIN001020	LOC109419769
OG0004631	AMIN001345	LOC109419738
OG0004632	AMIN009128	LOC109398260
OG0004633	AMIN001021	LOC109420048
OG0004634	AMIN005956	LOC134287871
OG0004635	AMIN016203	LOC109400343
OG0004636	AMIN005957	LOC134287872
OG0004637	AMIN009566	LOC115254141
OG0004638	AMIN006817	LOC109425183
OG0004639	AMIN006621	LOC134287873
OG0004640	AMIN001410	LOC109400337
OG0004641	AMIN005954	LOC109400335
OG0004642	AMIN011564	LOC109415881
OG0004643	AMIN008637	LOC115261816
OG0004645	AMIN005268	LOC109424755, LOC109417217
OG0004646	AMIN007554	LOC109413483
OG0004647	AMIN010144	LOC115253479
OG0004648	AMIN007553	LOC109413482
OG0004649	AMIN007556	LOC109410785
OG0004650	AMIN010146	LOC115270152
OG0004651	AMIN010055	LOC109413521
OG0004652	AMIN010053	LOC109413518
OG0004653	AMIN010064	LOC109410795
OG0004654	AMIN010063	LOC109410794
OG0004655	AMIN007551	LOC109410793
OG0004656	AMIN007796	LOC109410775
OG0004657	AMIN003541	LOC109415920, LOC109415919
OG0004658	AMIN002446	LOC109411500
OG0004659	AMIN004918	LOC109405420
OG0004660	AMIN004915	LOC109405414
OG0004661	AMIN003774	LOC109621728
OG0004662	AMIN007674	LOC109420237
OG0004663	AMIN007667	LOC109397319
OG0004664	AMIN007668	LOC109420246
OG0004665	AMIN007422	LOC109420257
OG0004666	AMIN007421	LOC115265331
OG0004667	AMIN007662	LOC109397339
OG0004668	AMIN010149	LOC109397352
OG0004669	AMIN006675	LOC109412354
OG0004670	AMIN001184	LOC134287962
OG0004671	AMIN006679	LOC109412350, LOC109416190
OG0004672	AMIN005017	LOC109428932
OG0004673	AMIN001315	LOC109408794
OG0004674	AMIN006734	LOC109415057
OG0004675	AMIN007181	LOC109622588
OG0004676	AMIN000979	LOC109415047
OG0004677	AMIN007183	LOC115264939
OG0004678	AMIN006094	LOC109621964
OG0004679	AMIN006733	LOC109621958
OG0004680	AMIN006755	LOC109621947
OG0004681	AMIN007182	LOC109621952
OG0004682	AMIN006096	LOC109621962
OG0004683	AMIN007179	LOC109415040
OG0004684	AMIN000980	LOC109621949
OG0004685	AMIN007186	LOC109404209
OG0004686	AMIN001535	LOC109621974
OG0004687	AMIN006758	LOC109415045
OG0004688	AMIN009791	LOC109407024
OG0004689	AMIN006422	LOC109429703
OG0004690	AMIN006027	LOC109402527
OG0004691	AMIN009605	LOC109429702
OG0004692	AMIN006025	LOC109416792
OG0004693	AMIN006026	LOC109402578
OG0004694	AMIN007103	LOC109416782
OG0004695	AMIN015918	LOC109402598
OG0004696	AMIN006420	LOC109429704
OG0004697	AMIN006421	LOC109416802
OG0004698	AMIN009792	LOC115262072
OG0004700	AMIN004206	LOC109414624
OG0004701	AMIN000103	LOC109414612
OG0004702	AMIN010753	LOC109414597
OG0004703	AMIN004210	LOC109424830
OG0004704	AMIN010752	LOC109414601
OG0004705	AMIN010755	LOC109414593
OG0004706	AMIN010744	LOC109414606
OG0004707	AMIN010754	LOC109424850
OG0004708	AMIN010745	LOC109414605
OG0004709	AMIN000674	LOC115270899
OG0004710	AMIN000673	LOC109413884
OG0004711	AMIN007376	LOC109426258
OG0004712	AMIN010103	LOC109398043
OG0004713	AMIN006534	LOC109411191
OG0004714	AMIN006524	LOC109400777
OG0004715	AMIN004239	LOC109399594
OG0004716	AMIN006531	LOC109400801
OG0004717	AMIN006536	LOC109411189
OG0004718	AMIN006532	LOC109399622
OG0004719	AMIN007375	LOC109398115
OG0004720	AMIN004617	LOC109423177
OG0004721	AMIN016178	LOC115266637
OG0004722	AMIN001365	LOC109406928
OG0004723	AMIN010278	LOC109409668
OG0004724	AMIN010272	LOC109401727
OG0004725	AMIN011193	LOC115265371
OG0004726	AMIN010270	LOC115265366
OG0004727	AMIN011185	LOC115265751
OG0004728	AMIN011192	LOC109409672
OG0004729	AMIN011186	LOC109406056
OG0004730	AMIN011183	LOC115265374
OG0004731	AMIN011177	LOC109406058
OG0004732	AMIN010266	LOC109409656
OG0004733	AMIN010263	LOC109409650
OG0004734	AMIN010275	LOC109417297
OG0004735	AMIN016164	LOC115266602
OG0004736	AMIN002896	LOC109423702
OG0004737	AMIN002900	LOC115254193
OG0004738	AMIN002904	LOC109415778
OG0004739	AMIN002898	LOC109424043
OG0004740	AMIN002889	LOC109415335
OG0004741	AMIN002897	LOC115266610
OG0004742	AMIN016165	LOC115266597
OG0004743	AMIN014263	LOC109423801
OG0004744	AMIN004035	LOC109432201
OG0004745	AMIN001957	LOC109397815
OG0004746	AMIN009945	LOC109420223
OG0004747	AMIN005080	LOC109405359
OG0004748	AMIN016206	LOC109420220
OG0004749	AMIN005720	LOC115255641
OG0004750	AMIN003334	LOC109405365
OG0004751	AMIN006636	LOC109425214
OG0004752	AMIN008754	LOC109424717
OG0004753	AMIN008121	LOC109412773
OG0004754	AMIN006966	LOC109397407
OG0004755	AMIN008187	LOC109424722
OG0004756	AMIN001610	LOC109411290
OG0004757	AMIN010384	LOC109410021
OG0004758	AMIN010383	LOC109410022
OG0004759	AMIN010379	LOC109419674, LOC115265750
OG0004760	AMIN010377	LOC109419676
OG0004761	AMIN001605	LOC109433032
OG0004762	AMIN016066	LOC109411282
OG0004763	AMIN001611	LOC109433087
OG0004764	AMIN001930	LOC109420651
OG0004765	AMIN003053	LOC109426199
OG0004766	AMIN001542	LOC109429462
OG0004767	AMIN003049	LOC115263759
OG0004768	AMIN001934	LOC109420653
OG0004769	AMIN009860	LOC109401083
OG0004770	AMIN000649	LOC109415959
OG0004771	AMIN009865	LOC109400973
OG0004772	AMIN009868	LOC109400989
OG0004773	AMIN009858	LOC109400990
OG0004774	AMIN004722	LOC109400876
OG0004775	AMIN000255	LOC134283972, LOC109429301
OG0004776	AMIN000340	LOC109398222
OG0004777	AMIN004726	LOC109400818
OG0004778	AMIN004664	LOC109398221
OG0004779	AMIN002587	LOC115259414
OG0004780	AMIN004757	LOC115263769
OG0004781	AMIN004666	LOC115259822
OG0004782	AMIN004720	LOC109429313
OG0004783	AMIN005304	LOC109427436
OG0004784	AMIN006850	LOC109427449, LOC134285225
OG0004785	AMIN005502	LOC109427441
OG0004786	AMIN005500	LOC115254483
OG0004787	AMIN001477	LOC109413726
OG0004788	AMIN007209	LOC109409628
OG0004789	AMIN007241	LOC109429377
OG0004790	AMIN015809	LOC109429367
OG0004791	AMIN001480	LOC109409615
OG0004792	AMIN001479	LOC109413695
OG0004793	AMIN007242	LOC109429376
OG0004794	AMIN001476	LOC109409620
OG0004795	AMIN004447	LOC109433516
OG0004796	AMIN004449	LOC109410650
OG0004797	AMIN009176	LOC109433480
OG0004798	AMIN004448	LOC109410708
OG0004799	AMIN007054	LOC109410665
OG0004800	AMIN006975	LOC109410667
OG0004801	AMIN009177	LOC109433478
OG0004802	AMIN009172	LOC109410654
OG0004803	AMIN009171	LOC109410652
OG0004804	AMIN002351	LOC109427069
OG0004805	AMIN002354	LOC109411331
OG0004806	AMIN008209	LOC109427619
OG0004807	AMIN003095	LOC109417984
OG0004808	AMIN003097	LOC109416331
OG0004809	AMIN003094	LOC109427621
OG0004810	AMIN007443	LOC109431131
OG0004811	AMIN002010	LOC109431116
OG0004812	AMIN005823	LOC109431083
OG0004813	AMIN005820	LOC115261055
OG0004814	AMIN006145	LOC134287753, LOC109421021
OG0004815	AMIN002883	LOC109423625
OG0004816	AMIN004512	LOC109407580
OG0004817	AMIN000486	LOC115262185
OG0004818	AMIN004513	LOC109407579
OG0004819	AMIN008712	LOC109425850
OG0004820	AMIN004511	LOC109425843
OG0004821	AMIN006910	LOC109425913
OG0004822	AMIN002229	LOC109401792
OG0004823	AMIN000816	LOC109406138
OG0004824	AMIN015742	LOC109406152
OG0004825	AMIN015832	LOC109401765
OG0004826	AMIN002267	LOC109428008
OG0004827	AMIN002268	LOC109418190
OG0004828	AMIN005047	LOC109397881
OG0004829	AMIN000584	LOC109397884
OG0004830	AMIN002809	LOC109416129
OG0004831	AMIN000065	LOC109416128
OG0004832	AMIN001707	LOC109402099
OG0004833	AMIN001704	LOC115254981
OG0004834	AMIN001705	LOC109402103
OG0004835	AMIN001701	LOC115254988
OG0004836	AMIN001703	LOC115254982
OG0004837	AMIN001700	LOC109402115
OG0004838	AMIN001709	LOC115254978
OG0004839	AMIN001706	LOC109402101
OG0004840	AMIN007683	LOC109425677
OG0004841	AMIN004007	LOC109399352
OG0004842	AMIN002574	LOC109433397
OG0004843	AMIN002578	LOC115268809
OG0004844	AMIN006140	LOC109428908
OG0004845	AMIN006150	LOC109421015
OG0004846	AMIN002577	LOC109433363
OG0004847	AMIN002575	LOC109399347
OG0004848	AMIN002576	LOC109433368
OG0004849	AMIN003236	LOC109406306
OG0004850	AMIN003726	LOC109422773
OG0004851	AMIN008421	LOC109417145
OG0004852	AMIN002052	LOC109422772
OG0004853	AMIN009142	LOC109402499
OG0004854	AMIN009148	LOC109621384
OG0004855	AMIN009141	LOC109621391
OG0004856	AMIN009143	LOC109621734
OG0004857	AMIN009139	LOC115268609
OG0004858	AMIN007224	LOC109425124
OG0004859	AMIN009508	LOC109621383
OG0004860	AMIN009138	LOC109402479
OG0004861	AMIN009145	LOC109402491
OG0004862	AMIN009155	LOC109621380
OG0004863	AMIN009150	LOC109402509
OG0004864	AMIN002573	LOC109433355
OG0004865	AMIN002568	LOC109433366
OG0004866	AMIN002571	LOC109433389
OG0004867	AMIN002572	LOC109433396
OG0004868	AMIN005419	LOC109400934
OG0004869	AMIN005417	LOC109400911
OG0004870	AMIN004570	LOC109430448
OG0004871	AMIN003168	LOC109430360
OG0004872	AMIN003166	LOC109432134
OG0004873	AMIN003209	LOC109410067
OG0004874	AMIN004569	LOC109432139
OG0004875	AMIN003208	LOC109410069
OG0004876	AMIN011234	LOC109408933
OG0004877	AMIN005671	LOC109408932
OG0004878	AMIN001950	LOC109423006
OG0004879	AMIN011372	LOC109415625
OG0004880	AMIN001949	LOC109415627
OG0004881	AMIN005670	LOC109408930
OG0004882	AMIN005576	LOC109415626
OG0004883	AMIN005414	LOC109433624
OG0004884	AMIN002139	LOC109432381
OG0004885	AMIN009287	LOC109399010
OG0004886	AMIN007496	LOC109398962
OG0004887	AMIN009286	LOC109399059
OG0004888	AMIN004461	LOC115254125
OG0004889	AMIN009288	LOC109398993
OG0004890	AMIN008995	LOC109398914
OG0004891	AMIN010393	LOC109410035
OG0004892	AMIN010398	LOC109419650
OG0004893	AMIN010397	LOC115264841
OG0004894	AMIN007773	LOC109405273
OG0004895	AMIN000797	LOC109429172
OG0004896	AMIN000789	LOC109398796
OG0004897	AMIN000791	LOC109398798
OG0004898	AMIN000793	LOC109429174
OG0004899	AMIN004106	LOC109429189
OG0004900	AMIN000788	LOC109398804
OG0004901	AMIN000865	LOC109429182
OG0004902	AMIN000790	LOC115261372
OG0004903	AMIN000701	LOC109424102
OG0004904	AMIN001166	LOC109416295
OG0004905	AMIN004165	LOC109424067
OG0004906	AMIN000670	LOC109416297
OG0004907	AMIN004164	LOC109416303
OG0004908	AMIN000707	LOC109416292
OG0004909	AMIN000708	LOC109416293
OG0004910	AMIN003200	LOC109413902
OG0004911	AMIN003196	LOC109421114
OG0004912	AMIN003199	LOC109413900
OG0004913	AMIN009059	LOC109412620
OG0004914	AMIN006173	LOC109419967
OG0004915	AMIN011031	LOC109404761
OG0004916	AMIN011028	LOC109621275
OG0004917	AMIN011032	LOC109404762
OG0004918	AMIN011022	LOC109404752
OG0004920	AMIN001898	LOC109411721
OG0004921	AMIN001909	LOC109421405
OG0004922	AMIN001899	LOC109420649
OG0004923	AMIN001901	LOC109411726
OG0004924	AMIN008769	LOC109408611
OG0004925	AMIN000804	LOC115263397
OG0004926	AMIN008137	LOC109421952
OG0004927	AMIN008135	LOC109408613
OG0004928	AMIN015576	LOC109421935
OG0004929	AMIN003305	LOC109427111
OG0004930	AMIN003311	LOC109427121
OG0004931	AMIN003304	LOC109400172
OG0004932	AMIN003308	LOC109427117
OG0004933	AMIN003296	LOC109427099
OG0004934	AMIN003310	LOC109400204
OG0004935	AMIN003306	LOC109400192
OG0004936	AMIN000247	LOC109430300
OG0004937	AMIN000608	LOC109431949
OG0004938	AMIN000245	LOC109430284
OG0004939	AMIN003243	LOC109430298
OG0004940	AMIN000248	LOC115254112
OG0004941	AMIN000607	LOC109431943
OG0004942	AMIN003794	LOC109430264
OG0004943	AMIN003173	LOC109430279
OG0004944	AMIN004564	LOC109430265
OG0004945	AMIN004260	LOC109397409
OG0004946	AMIN004261	LOC109397423
OG0004947	AMIN004263	LOC109401575, LOC134291598
OG0004948	AMIN004258	LOC109401606
OG0004949	AMIN008860	LOC109621796
OG0004950	AMIN004123	LOC109403594
OG0004951	AMIN008859	LOC109403475
OG0004952	AMIN003842	LOC109414772
OG0004953	AMIN016059	LOC109414765
OG0004954	AMIN002356	LOC109415679
OG0004955	AMIN003512	LOC109415678
OG0004956	AMIN003680	LOC109413668
OG0004957	AMIN003681	LOC109413669
OG0004958	AMIN002555	LOC109413670
OG0004959	AMIN004158	LOC109413679
OG0004960	AMIN004157	LOC109413683
OG0004961	AMIN000511	LOC109413663
OG0004962	AMIN003684	LOC109413664
OG0004963	AMIN003679	LOC109425010
OG0004964	AMIN003515	LOC109425025
OG0004965	AMIN003826	LOC109413800
OG0004966	AMIN005759	LOC109421874
OG0004967	AMIN008784	LOC109424049
OG0004968	AMIN002449	LOC109416416
OG0004969	AMIN003504	LOC115253785
OG0004970	AMIN004865	LOC109425251
OG0004971	AMIN002942	LOC109401731, LOC109422690
OG0004972	AMIN002627	LOC109412287
OG0004973	AMIN009896	LOC109412780
OG0004974	AMIN010441	LOC109418125
OG0004975	AMIN000860	LOC109418320
OG0004976	AMIN003327	LOC109428094
OG0004977	AMIN015777	LOC115269611
OG0004978	AMIN000547	LOC109427053
OG0004979	AMIN000549	LOC109416235
OG0004980	AMIN011576	LOC109418468
OG0004981	AMIN011601	LOC109408900
