Orthogroup	AaegyptiLVP_AGWG	AgambiaePEST
OG0003999	AAEL001932	AGAP007173
OG0004000	AAEL001935	AGAP006244
OG0004001	AAEL001936	AGAP011530
OG0004002	AAEL001940	AGAP007175
OG0004003	AAEL001950	AGAP011519
OG0004004	AAEL001954	AGAP007176
OG0004005	AAEL001968	AGAP008034
OG0004006	AAEL001971	AGAP013760
OG0004007	AAEL001974	AGAP008073
OG0004008	AAEL001982	AGAP008037
OG0004010	AAEL001985	AGAP008055
OG0004011	AAEL001992	AGAP008017
OG0004012	AAEL001998	AGAP008065
OG0004013	AAEL002009	AGAP008053
OG0004014	AAEL002010	AGAP008049
OG0004015	AAEL002019	AGAP008033
OG0004016	AAEL002039	AGAP008072
OG0004017	AAEL002051	AGAP008718
OG0004018	AAEL002055	AGAP008082
OG0004019	AAEL002061	AGAP008085
OG0004020	AAEL002070	AGAP028061
OG0004021	AAEL002072	AGAP000734
OG0004022	AAEL002075	AGAP008083
OG0004023	AAEL002077	AGAP000733
OG0004024	AAEL002078	AGAP000736
OG0004025	AAEL002080	AGAP008716
OG0004026	AAEL002089	AGAP003146
OG0004027	AAEL002091	AGAP003853
OG0004028	AAEL002097	AGAP003147
OG0004029	AAEL002102	AGAP002816
OG0004030	AAEL002106	AGAP003852
OG0004031	AAEL002107	AGAP003142
OG0004032	AAEL002112	AGAP002814
OG0004033	AAEL002113	AGAP002809
OG0004034	AAEL002116	AGAP002810
OG0004035	AAEL002118	AGAP003857
OG0004036	AAEL002126	AGAP002815
OG0004037	AAEL002130	AGAP003141
OG0004038	AAEL002133	AGAP003855
OG0004039	AAEL002141	AGAP003106
OG0004040	AAEL002145	AGAP003111
OG0004041	AAEL002148	AGAP000598
OG0004042	AAEL002152	AGAP000187
OG0004043	AAEL002160	AGAP000672
OG0004044	AAEL002163	AGAP000704
OG0004045	AAEL002169	AGAP004327
OG0004046	AAEL002173	AGAP001429
OG0004047	AAEL002179	AGAP028230
OG0004048	AAEL002182	AGAP008484
OG0004049	AAEL002186	AGAP008472
OG0004050	AAEL002190	AGAP008492
OG0004051	AAEL002194	AGAP008440
OG0004052	AAEL002198	AGAP008475
OG0004053	AAEL002207	AGAP008495
OG0004054	AAEL002209	AGAP008486
OG0004055	AAEL002217	AGAP008441
OG0004056	AAEL002221	AGAP008474
OG0004057	AAEL002238	AGAP008194
OG0004058	AAEL002240	AGAP008494
OG0004059	AAEL002244	AGAP008489
OG0004060	AAEL002260	AGAP006517
OG0004061	AAEL002261	AGAP006441
OG0004062	AAEL002272	AGAP005940
OG0004063	AAEL002284	AGAP010936
OG0004064	AAEL002286	AGAP010939
OG0004065	AAEL002291	AGAP010940
OG0004066	AAEL002296	AGAP011827
OG0004067	AAEL002299	AGAP010937
OG0004068	AAEL002306	AGAP011823
OG0004069	AAEL002308	AGAP010954
OG0004070	AAEL002310	AGAP010941
OG0004071	AAEL002317	AGAP012424
OG0004072	AAEL002331	AGAP000053
OG0004073	AAEL002334	AGAP006944
OG0004074	AAEL002335	AGAP000058
OG0004075	AAEL002337	AGAP006946
OG0004076	AAEL002346	AGAP000064
OG0004077	AAEL002349	AGAP006943
OG0004078	AAEL002350	AGAP007146
OG0004079	AAEL002351	AGAP005351
OG0004080	AAEL002357	AGAP029985
OG0004081	AAEL002358	AGAP005961
OG0004082	AAEL002369	AGAP010006
OG0004083	AAEL002370	AGAP009826
OG0004084	AAEL002371	AGAP005769
OG0004085	AAEL002372	AGAP009998
OG0004086	AAEL002375	AGAP009665
OG0004087	AAEL002377	AGAP005523
OG0004088	AAEL002380	AGAP009999
OG0004089	AAEL002384	AGAP008760
OG0004090	AAEL002386	AGAP010005
OG0004091	AAEL002392	AGAP005765
OG0004092	AAEL002394	AGAP005770
OG0004093	AAEL002397	AGAP005759
OG0004094	AAEL002407	AGAP002472
OG0004095	AAEL002411	AGAP003430
OG0004096	AAEL002413	AGAP008096
OG0004097	AAEL002417, AAEL026967	AGAP002350
OG0004098	AAEL002419	AGAP003431
OG0004099	AAEL002422	AGAP003080
OG0004100	AAEL002425	AGAP002471
OG0004101	AAEL002428	AGAP029614
OG0004102	AAEL002430	AGAP002347
OG0004103	AAEL002436	AGAP000393
OG0004104	AAEL002437	AGAP002618
OG0004105	AAEL002446	AGAP002614
OG0004106	AAEL002456	AGAP002610
OG0004107	AAEL002464	AGAP002473
OG0004108	AAEL002465	AGAP006269
OG0004109	AAEL002469	AGAP004766
OG0004110	AAEL002474	AGAP004767
OG0004111	AAEL002487	AGAP007169
OG0004112	AAEL002488	AGAP004765
OG0004113	AAEL002493	AGAP005980
OG0004114	AAEL002501	AGAP000044
OG0004115	AAEL002512	AGAP000021
OG0004116	AAEL002523	AGAP000781
OG0004117	AAEL002525	AGAP003425
OG0004118	AAEL002529	AGAP006160
OG0004119	AAEL002539	AGAP004071
OG0004120	AAEL002542	AGAP001630
OG0004121	AAEL002544	AGAP001629
OG0004122	AAEL002546	AGAP001624
OG0004123	AAEL002547	AGAP004069
OG0004124	AAEL002548	AGAP003445
OG0004125	AAEL002549	AGAP001637
OG0004126	AAEL002554	AGAP003441
OG0004127	AAEL002557	AGAP001627
OG0004128	AAEL002559	AGAP001623
OG0004129	AAEL002563	AGAP004070
OG0004130	AAEL002565	AGAP001633
OG0004131	AAEL002566	AGAP004077
OG0004132	AAEL002567	AGAP001625
OG0004133	AAEL002571	AGAP001632
OG0004134	AAEL002583	AGAP012326
OG0004135	AAEL002586	AGAP011795
OG0004136	AAEL002607	AGAP029289
OG0004137	AAEL002614	AGAP011796
OG0004138	AAEL028210, AAEL002622	AGAP006363
OG0004139	AAEL002630	AGAP028198
OG0004140	AAEL002644	AGAP003836
OG0004141	AAEL002646	AGAP008737
OG0004142	AAEL002647	AGAP008748
OG0004143	AAEL002662	AGAP008781
OG0004144	AAEL002673	AGAP008780
OG0004145	AAEL002675	AGAP008783
OG0004146	AAEL002678	AGAP008785
OG0004147	AAEL002687	AGAP007921
OG0004148	AAEL002688	AGAP007920
OG0004149	AAEL002694	AGAP007934
OG0004150	AAEL002700	AGAP001746
OG0004151	AAEL002703	AGAP002227
OG0004152	AAEL002711	AGAP011218
OG0004153	AAEL002718	AGAP001748
OG0004154	AAEL002723	AGAP007520
OG0004155	AAEL002724	AGAP005816
OG0004156	AAEL002728	AGAP007519
OG0004157	AAEL002733	AGAP004642
OG0004158	AAEL002737	AGAP007621
OG0004159	AAEL002740	AGAP000215
OG0004160	AAEL002741	AGAP004643
OG0004161	AAEL002742	AGAP013063
OG0004162	AAEL002748	AGAP005576
OG0004163	AAEL002756	AGAP001800
OG0004164	AAEL002757, AAEL006186	AGAP003243
OG0004165	AAEL002758	AGAP001796
OG0004166	AAEL002760	AGAP001801
OG0004167	AAEL002761	AGAP001797
OG0004168	AAEL002764	AGAP004055
OG0004169	AAEL002766	AGAP004057
OG0004170	AAEL002769	AGAP004052
OG0004171	AAEL002771	AGAP001794
OG0004172	AAEL002772	AGAP001795
OG0004173	AAEL002780	AGAP002909
OG0004174	AAEL002784	AGAP004417
OG0004175	AAEL002785	AGAP004614
OG0004176	AAEL002789	AGAP002606
OG0004177	AAEL002791	AGAP004391
OG0004178	AAEL002792	AGAP004416
OG0004179	AAEL002800	AGAP004615
OG0004180	AAEL002804	AGAP002396
OG0004181	AAEL002805	AGAP003461
OG0004182	AAEL002808	AGAP004412
OG0004183	AAEL002809	AGAP011057
OG0004184	AAEL002810	AGAP004408
OG0004185	AAEL002813	AGAP004616
OG0004186	AAEL002819	AGAP011394
OG0004187	AAEL002822	AGAP004488
OG0004188	AAEL002825	AGAP011829
OG0004189	AAEL002831	AGAP012083, AGAP012080
OG0004190	AAEL002832	AGAP012100
OG0004191	AAEL002833	AGAP011828
OG0004192	AAEL002834	AGAP011830
OG0004193	AAEL002837	AGAP012104
OG0004194	AAEL002850	AGAP011395
OG0004195	AAEL002852	AGAP029299
OG0004196	AAEL002853	AGAP011096
OG0004197	AAEL002856	AGAP004543
OG0004198	AAEL002869	AGAP001418
OG0004199	AAEL002877	AGAP003323
OG0004200	AAEL002879	AGAP001419
OG0004201	AAEL002881	AGAP003325
OG0004202	AAEL002886	AGAP000565
OG0004203	AAEL002890	AGAP000566
OG0004204	AAEL002891	AGAP008428
OG0004205	AAEL002892	AGAP000070
OG0004206	AAEL002895	AGAP000602
OG0004207	AAEL002896	AGAP013275
OG0004208	AAEL015451, AAEL002908	AGAP000603
OG0004209	AAEL002910	AGAP000405
OG0004210	AAEL002913	AGAP000440
OG0004211	AAEL002918	AGAP000563
OG0004212	AAEL002919	AGAP011987
OG0004213	AAEL002922	AGAP010411
OG0004214	AAEL002934	AGAP000250
OG0004215	AAEL002935	AGAP000864
OG0004216	AAEL002943	AGAP000686
OG0004217	AAEL002944	AGAP000251
OG0004218	AAEL002948	AGAP000813
OG0004219	AAEL002953	AGAP012077
OG0004220	AAEL002955	AGAP003471
OG0004221	AAEL002960	AGAP003470
OG0004222	AAEL002965	AGAP003469
OG0004223	AAEL002978	AGAP003475
OG0004224	AAEL002983	AGAP003368
OG0004225	AAEL002995	AGAP001435
OG0004226	AAEL002997	AGAP001433
OG0004227	AAEL003000	AGAP003927
OG0004228	AAEL003001	AGAP012731, AGAP002019
OG0004229	AAEL003002	AGAP013418
OG0004230	AAEL003006	AGAP003372
OG0004231	AAEL003009	AGAP002028
OG0004232	AAEL003019	AGAP000649
OG0004233	AAEL003022	AGAP000234
OG0004234	AAEL003026	AGAP000232
OG0004235	AAEL003035	AGAP010089
OG0004236	AAEL003036	AGAP000223
OG0004237	AAEL003041	AGAP000344
OG0004238	AAEL003046	AGAP001082
OG0004239	AAEL003049	AGAP000820
OG0004240	AAEL003051	AGAP005734
OG0004241	AAEL003052	AGAP005737
OG0004242	AAEL003055	AGAP005736
OG0004243	AAEL003059	AGAP005738
OG0004244	AAEL003070	AGAP006358
OG0004245	AAEL003077	AGAP006237
OG0004246	AAEL003083	AGAP005341
OG0004247	AAEL003084	AGAP008315
OG0004248	AAEL003087	AGAP006359
OG0004249	AAEL003088	AGAP005732
OG0004250	AAEL003104	AGAP007135
OG0004251	AAEL003106	AGAP007131
OG0004252	AAEL003108	AGAP007130
OG0004253	AAEL003109	AGAP002047
OG0004254	AAEL003115	AGAP011227
OG0004255	AAEL003116	AGAP006263
OG0004256	AAEL003117	AGAP006264
OG0004257	AAEL003129	AGAP003570
OG0004258	AAEL003132	AGAP008725
OG0004259	AAEL003133	AGAP011355
OG0004260	AAEL003135	AGAP011749
OG0004261	AAEL003142	AGAP012030
OG0004262	AAEL003150	AGAP011750
OG0004263	AAEL003157	AGAP010179
OG0004264	AAEL003160	AGAP029078
OG0004265	AAEL003162	AGAP010183
OG0004266	AAEL020987, AAEL003165	AGAP004079
OG0004267	AAEL003170	AGAP001670
OG0004268	AAEL003180	AGAP003416
OG0004269	AAEL003193	AGAP003398
OG0004270	AAEL003202, AAEL024681	AGAP001715
OG0004271	AAEL003203	AGAP001713
OG0004272	AAEL003210	AGAP009651
OG0004273	AAEL003228	AGAP006993
OG0004274	AAEL003230	AGAP005270
OG0004275	AAEL003238	AGAP004856
OG0004276	AAEL003244	AGAP008272
OG0004277	AAEL003245	AGAP009166
OG0004278	AAEL003260	AGAP005277
OG0004279	AAEL003262	AGAP005273
OG0004280	AAEL003267	AGAP005275
OG0004281	AAEL003270	AGAP009165
OG0004282	AAEL003273	AGAP009880
OG0004283	AAEL003281	AGAP005267
OG0004284	AAEL003283	AGAP005288
OG0004285	AAEL003285	AGAP010386
OG0004286	AAEL003287	AGAP010382
OG0004287	AAEL003293	AGAP011309
OG0004288	AAEL003318	AGAP010383
OG0004289	AAEL003322	AGAP011414
OG0004290	AAEL003331	AGAP008152
OG0004291	AAEL003332	AGAP009067
OG0004292	AAEL003336	AGAP008147
OG0004293	AAEL003343	AGAP008148
OG0004294	AAEL003347	AGAP008165
OG0004295	AAEL003354	AGAP006807
OG0004296	AAEL003358	AGAP008146
OG0004297	AAEL003363	AGAP001941
OG0004298	AAEL003366	AGAP001859
OG0004299	AAEL003371	AGAP001944
OG0004300	AAEL003374	AGAP001948
OG0004301	AAEL003378	AGAP001862
OG0004302	AAEL003379	AGAP002120
OG0004303	AAEL003382	AGAP001871
OG0004304	AAEL003383	AGAP002127
OG0004305	AAEL003385	AGAP002118
OG0004306	AAEL003387	AGAP001870
OG0004307	AAEL003388	AGAP002123
OG0004308	AAEL003390	AGAP013033
OG0004309	AAEL003391	AGAP001947
OG0004310	AAEL003396	AGAP002122
OG0004311	AAEL003401	AGAP002121
OG0004312	AAEL003402	AGAP011940
OG0004313	AAEL003408	AGAP011947
OG0004314	AAEL003409	AGAP011946
OG0004315	AAEL003412	AGAP011422
OG0004316	AAEL003413	AGAP011765
OG0004317	AAEL003415	AGAP011938
OG0004318	AAEL003416	AGAP011751
OG0004319	AAEL003419	AGAP011936
OG0004320	AAEL003423	AGAP000849
OG0004321	AAEL003425	AGAP011937
OG0004322	AAEL003427	AGAP011424
OG0004323	AAEL003428	AGAP028038
OG0004324	AAEL003431	AGAP011423
OG0004325	AAEL003433	AGAP029519
OG0004326	AAEL003436	AGAP029472
OG0004327	AAEL003437	AGAP011756
OG0004328	AAEL003438	AGAP011944
OG0004329	AAEL003447	AGAP011843
OG0004330	AAEL003449	AGAP011425
OG0004331	AAEL003454	AGAP007306
OG0004332	AAEL003466	AGAP007727
OG0004333	AAEL003469	AGAP012204
OG0004334	AAEL027684, AAEL003470	AGAP010430, AGAP029282
OG0004335	AAEL003473	AGAP011452
OG0004336	AAEL003474	AGAP011879
OG0004337	AAEL003476	AGAP010395
OG0004338	AAEL003477	AGAP007392
OG0004339	AAEL003478	AGAP028633
OG0004340	AAEL003479	AGAP007304
OG0004341	AAEL003481	AGAP012208
OG0004342	AAEL003487	AGAP007726
OG0004343	AAEL003491	AGAP001621
OG0004344	AAEL003492	AGAP006389
OG0004345	AAEL003494	AGAP007093
OG0004346	AAEL003503	AGAP001617
OG0004347	AAEL003510	AGAP007741
OG0004348	AAEL003514	AGAP004739
OG0004349	AAEL003518	AGAP012115
OG0004350	AAEL003519	AGAP008832
OG0004351	AAEL003524	AGAP007743
OG0004352	AAEL003528	AGAP008885
OG0004353	AAEL003532	AGAP029653
OG0004354	AAEL003534	AGAP010189
OG0004355	AAEL003535	AGAP029612
OG0004356	AAEL003536	AGAP007742
OG0004357	AAEL003537	AGAP012089
OG0004358	AAEL003539	AGAP007739
OG0004359	AAEL003540	AGAP012087
OG0004360	AAEL003542	AGAP011536
OG0004361	AAEL003543	AGAP008831
OG0004362	AAEL003544	AGAP012118
OG0004363	AAEL003545	AGAP010390
OG0004364	AAEL003547	AGAP029315, AGAP029309
OG0004365	AAEL003551	AGAP005869
OG0004366	AAEL003552	AGAP005873
OG0004367	AAEL003554	AGAP005870
OG0004368	AAEL003555	AGAP005871
OG0004369	AAEL003573	AGAP003576
OG0004371	AAEL003581	AGAP000179
OG0004372	AAEL003582	AGAP005947
OG0004373	AAEL003602	AGAP007109
OG0004374	AAEL003606	AGAP000180
OG0004375	AAEL003618	AGAP010865
OG0004376	AAEL003627	AGAP010857
OG0004377	AAEL003634	AGAP003052
OG0004378	AAEL003647	AGAP001379
OG0004379	AAEL003648	AGAP008953
OG0004380	AAEL003650	AGAP001373
OG0004381	AAEL003651	AGAP000199
OG0004382	AAEL003653	AGAP001375
OG0004383	AAEL003654	AGAP009904
OG0004384	AAEL003656	AGAP028602
OG0004385	AAEL003661	AGAP001380
OG0004386	AAEL003664	AGAP008952
OG0004387	AAEL003670	AGAP001463
OG0004388	AAEL003674	AGAP008954
OG0004389	AAEL003675	AGAP008955
OG0004390	AAEL003676	AGAP008951
OG0004391	AAEL003678	AGAP009901
OG0004392	AAEL003682	AGAP009914
OG0004393	AAEL003684	AGAP009910
OG0004394	AAEL003695	AGAP009905
OG0004395	AAEL003704	AGAP009908
OG0004396	AAEL003705	AGAP001461
OG0004397	AAEL003709	AGAP006651
OG0004398	AAEL003724	AGAP006705
OG0004399	AAEL003729	AGAP006646
OG0004400	AAEL003730	AGAP006650
OG0004401	AAEL003731	AGAP007342
OG0004402	AAEL003735	AGAP006649
OG0004403	AAEL003739	AGAP007348
OG0004404	AAEL003742	AGAP001649
OG0004405	AAEL003746	AGAP004396
OG0004406	AAEL003752	AGAP003701, AGAP003698
OG0004407	AAEL025958, AAEL003757	AGAP004622
OG0004408	AAEL003762	AGAP003704
OG0004409	AAEL003770	AGAP005460
OG0004410	AAEL003774	AGAP010320
OG0004411	AAEL003776	AGAP011818
OG0004412	AAEL003777	AGAP004092
OG0004413	AAEL003782	AGAP000267
OG0004414	AAEL003794	AGAP013315
OG0004415	AAEL003801	AGAP004091
OG0004416	AAEL003803	AGAP000268
OG0004417	AAEL003806	AGAP000458
OG0004418	AAEL003817	AGAP011283
OG0004419	AAEL003822	AGAP002734
OG0004420	AAEL003829	AGAP011286
OG0004421	AAEL003831	AGAP011282
OG0004422	AAEL003839	AGAP011285
OG0004423	AAEL003847	AGAP011288
OG0004424	AAEL003855	AGAP011292
OG0004425	AAEL003858	AGAP011291
OG0004426	AAEL003861	AGAP008959
OG0004427	AAEL003864	AGAP011281
OG0004428	AAEL003868	AGAP003345
OG0004429	AAEL003871	AGAP001973
OG0004430	AAEL003872	AGAP002667
OG0004431	AAEL003873	AGAP004437
OG0004432	AAEL003874	AGAP002666
OG0004433	AAEL003875	AGAP004438
OG0004434	AAEL003879	AGAP001968
OG0004435	AAEL003883	AGAP000126
OG0004436	AAEL003885	AGAP001972
OG0004437	AAEL003887	AGAP002665
OG0004438	AAEL003891	AGAP001756
OG0004439	AAEL003893	AGAP012599, AGAP003342
OG0004440	AAEL003903	AGAP002387
OG0004441	AAEL003906	AGAP002388
OG0004442	AAEL003909	AGAP004612
OG0004443	AAEL003910	AGAP002381
OG0004444	AAEL003911	AGAP002386
OG0004445	AAEL003913	AGAP002383
OG0004446	AAEL003916	AGAP002390
OG0004447	AAEL003919	AGAP012643
OG0004448	AAEL003922	AGAP002384
OG0004449	AAEL003923	AGAP009972
OG0004450	AAEL003926	AGAP009971
OG0004451	AAEL003935	AGAP008352
OG0004452	AAEL003946	AGAP002777
OG0004453	AAEL003949	AGAP010698
OG0004454	AAEL003952	AGAP012068
OG0004455	AAEL003957	AGAP012056
OG0004456	AAEL003958	AGAP010694
OG0004457	AAEL003963	AGAP012066, AGAP012907
OG0004458	AAEL003964	AGAP012046
OG0004459	AAEL003966	AGAP012059
OG0004460	AAEL003972	AGAP012058
OG0004461	AAEL003973	AGAP029650
OG0004462	AAEL003977, AAEL026052	AGAP010695
OG0004463	AAEL003989	AGAP029122
OG0004464	AAEL003990	AGAP011838
OG0004465	AAEL003991	AGAP011189
OG0004466	AAEL003993	AGAP011833
OG0004467	AAEL003994	AGAP012096
OG0004468	AAEL003995	AGAP011834
OG0004469	AAEL004004	AGAP013148
OG0004470	AAEL004007	AGAP002133
OG0004471	AAEL004009	AGAP003780
OG0004472	AAEL004017	AGAP003218
OG0004473	AAEL004032	AGAP002972
OG0004474	AAEL004034	AGAP003217
OG0004475	AAEL004036	AGAP003784
OG0004476	AAEL004046	AGAP004896
OG0004477	AAEL004052	AGAP000951
OG0004478	AAEL004056	AGAP000997
OG0004479	AAEL004071	AGAP005813
OG0004480	AAEL004075	AGAP005249
OG0004481	AAEL004083	AGAP029525
OG0004482	AAEL004088	AGAP011050
OG0004483	AAEL004090	AGAP011044
OG0004484	AAEL004097	AGAP012342
OG0004485	AAEL004098	AGAP012343
OG0004486	AAEL004110	AGAP011055
OG0004487	AAEL004114	AGAP012344
OG0004488	AAEL004117	AGAP007953
OG0004489	AAEL004121	AGAP001452
OG0004490	AAEL004125	AGAP003863
OG0004491	AAEL004126	AGAP003209
OG0004492	AAEL004131	AGAP001953
OG0004493	AAEL004136	AGAP001453
OG0004494	AAEL004143	AGAP001955
OG0004495	AAEL004147	AGAP002257
OG0004496	AAEL004148	AGAP010188
OG0004497	AAEL004151	AGAP006612
OG0004498	AAEL004163	AGAP000757
OG0004499	AAEL004180	AGAP000106
OG0004500	AAEL004191	AGAP006250
OG0004501	AAEL004193	AGAP000243
OG0004502	AAEL004195	AGAP000767
OG0004503	AAEL004196	AGAP004934
OG0004505	AAEL004206	AGAP002583
OG0004506	AAEL004211	AGAP002576
OG0004507	AAEL004212	AGAP002575
OG0004508	AAEL004213	AGAP002587
OG0004509	AAEL004216	AGAP002585
OG0004510	AAEL004221	AGAP002586
OG0004511	AAEL004227	AGAP000776
OG0004512	AAEL004228	AGAP000434
OG0004513	AAEL004231	AGAP005850
OG0004514	AAEL004233	AGAP001048
OG0004515	AAEL004234	AGAP004484
OG0004516	AAEL004236	AGAP000774
OG0004517	AAEL004237	AGAP000983
OG0004518	AAEL004238	AGAP000778
OG0004519	AAEL004259	AGAP006591
OG0004520	AAEL004269	AGAP007247
OG0004521	AAEL004275	AGAP004128
OG0004522	AAEL004276	AGAP028023
OG0004523	AAEL004280	AGAP004131
OG0004524	AAEL004282	AGAP013725
OG0004525	AAEL004287	AGAP007977
OG0004526	AAEL004288	AGAP003017
OG0004527	AAEL004291	AGAP005538
OG0004528	AAEL004292	AGAP007980
OG0004529	AAEL004294	AGAP007975
OG0004530	AAEL004299	AGAP007982
OG0004531	AAEL004305	AGAP008826
OG0004532	AAEL004307	AGAP008821
OG0004533	AAEL004308	AGAP008816
OG0004534	AAEL004311	AGAP001277
OG0004535	AAEL004313	AGAP008822
OG0004536	AAEL004320	AGAP001140
OG0004537	AAEL004327	AGAP010420
OG0004538	AAEL004332	AGAP010418
OG0004539	AAEL004333	AGAP010407
OG0004540	AAEL004338	AGAP010421
OG0004541	AAEL004345	AGAP012283
OG0004542	AAEL004349	AGAP010408
OG0004543	AAEL004350	AGAP002078
OG0004544	AAEL004351	AGAP003997
OG0004545	AAEL004355	AGAP001145
OG0004546	AAEL004357	AGAP003115
OG0004547	AAEL004359	AGAP001147
OG0004548	AAEL004364	AGAP001146
OG0004549	AAEL004368	AGAP003992
OG0004550	AAEL004371	AGAP001154
OG0004551	AAEL004376	AGAP002077
OG0004552	AAEL004378	AGAP003119
OG0004553	AAEL004383	AGAP004270
OG0004554	AAEL004389	AGAP004032
OG0004555	AAEL004399	AGAP004035
OG0004556	AAEL004402	AGAP029249
OG0004557	AAEL004404	AGAP000491
OG0004558	AAEL004406	AGAP029250
OG0004559	AAEL004410	AGAP029670
OG0004560	AAEL004419	AGAP011149
OG0004561	AAEL004420	AGAP005036, AGAP012760
OG0004562	AAEL004425	AGAP011140
OG0004563	AAEL004426	AGAP011160
OG0004564	AAEL004431	AGAP029661
OG0004565	AAEL004435	AGAP011158
OG0004566	AAEL004440	AGAP011141
OG0004567	AAEL004441	AGAP011156
OG0004568	AAEL004442	AGAP011144
OG0004569	AAEL004446	AGAP004908
OG0004570	AAEL004449	AGAP003042
OG0004571	AAEL004450, AAEL023070	AGAP002113
OG0004572	AAEL004451	AGAP003039
OG0004573	AAEL025887, AAEL004458	AGAP002111
OG0004574	AAEL004469	AGAP009538
OG0004575	AAEL004472	AGAP003047
OG0004576	AAEL004474	AGAP003040
OG0004577	AAEL004477, AAEL027029	AGAP002110
OG0004578	AAEL004482	AGAP003041
OG0004579	AAEL004485	AGAP009446
OG0004580	AAEL004490	AGAP009439
OG0004581	AAEL004493	AGAP009438
OG0004582	AAEL004496	AGAP009443
OG0004583	AAEL004497	AGAP009445
OG0004584	AAEL004500	AGAP009441
OG0004585	AAEL004502	AGAP009451
OG0004586	AAEL004513	AGAP009616
OG0004587	AAEL004515	AGAP008641
OG0004588	AAEL004517	AGAP008642
OG0004589	AAEL004520	AGAP008646
OG0004590	AAEL004522	AGAP008645
OG0004591	AAEL004526	AGAP009615
OG0004592	AAEL004527	AGAP009613
OG0004593	AAEL004533	AGAP008644
OG0004594	AAEL004534	AGAP009181
OG0004595	AAEL004543	AGAP001395
OG0004596	AAEL004546	AGAP001399
OG0004597	AAEL004554	AGAP001401
OG0004598	AAEL004559	AGAP001394
OG0004599	AAEL004562	AGAP001404
OG0004600	AAEL004563	AGAP001407
OG0004601	AAEL004567	AGAP002054
OG0004602	AAEL004576	AGAP001397
OG0004603	AAEL004577	AGAP001403
OG0004604	AAEL004581	AGAP001390
OG0004605	AAEL004583	AGAP029629
OG0004606	AAEL004588	AGAP006497
OG0004607	AAEL004590	AGAP006501
OG0004608	AAEL004603	AGAP004296
OG0004609	AAEL004613	AGAP003517
OG0004610	AAEL004623	AGAP004136
OG0004611	AAEL004634	AGAP003434
OG0004612	AAEL004657	AGAP005380
OG0004613	AAEL004663	AGAP010807
OG0004614	AAEL004668	AGAP011532
OG0004615	AAEL004669	AGAP010456
OG0004616	AAEL004673	AGAP010808
OG0004617	AAEL004675	AGAP010459
OG0004618	AAEL004682	AGAP005990
OG0004619	AAEL004691	AGAP005202
OG0004620	AAEL004696	AGAP001388
OG0004621	AAEL004701	AGAP003015
OG0004622	AAEL004707	AGAP001389
OG0004623	AAEL004710	AGAP008926
OG0004624	AAEL004716	AGAP008698
OG0004625	AAEL004718, AAEL027718	AGAP028145
OG0004626	AAEL004719	AGAP028141
OG0004627	AAEL004725	AGAP008538
OG0004628	AAEL004726	AGAP028026
OG0004629	AAEL004727	AGAP008700
OG0004630	AAEL004731	AGAP008535
OG0004631	AAEL004732	AGAP008702
OG0004632	AAEL004733	AGAP008617
OG0004633	AAEL004734	AGAP012829
OG0004634	AAEL004738	AGAP008345
OG0004635	AAEL004740	AGAP008337
OG0004636	AAEL004744	AGAP008344
OG0004637	AAEL004756	AGAP009840
OG0004638	AAEL004757	AGAP009923
OG0004639	AAEL004761	AGAP010115
OG0004640	AAEL004773	AGAP008768
OG0004641	AAEL004777	AGAP008347
OG0004642	AAEL004790	AGAP005897
OG0004643	AAEL004805	AGAP010975
OG0004644	AAEL004813	AGAP010538
OG0004645	AAEL004824	AGAP000520
OG0004646	AAEL004829	AGAP005621
OG0004647	AAEL004832	AGAP006680
OG0004648	AAEL004833	AGAP005620
OG0004649	AAEL004835	AGAP005623
OG0004650	AAEL004839	AGAP006678
OG0004651	AAEL004840	AGAP006786
OG0004652	AAEL004841	AGAP006789
OG0004653	AAEL004852	AGAP006777
OG0004654	AAEL004853	AGAP006778
OG0004655	AAEL004860	AGAP005618
OG0004656	AAEL004862	AGAP006598
OG0004657	AAEL004884, AAEL004868	AGAP001732
OG0004658	AAEL026879, AAEL004869	AGAP001555
OG0004659	AAEL004873	AGAP004551
OG0004660	AAEL004874	AGAP004548
OG0004661	AAEL004881	AGAP003070
OG0004662	AAEL004897	AGAP006898
OG0004663	AAEL004898	AGAP006893
OG0004664	AAEL004900	AGAP006894
OG0004665	AAEL004910	AGAP005392
OG0004666	AAEL004911	AGAP005391
OG0004667	AAEL004913	AGAP006890
OG0004668	AAEL004916	AGAP005699
OG0004669	AAEL004918	AGAP029444
OG0004670	AAEL004936	AGAP010206
OG0004671	AAEL004938	AGAP010050
OG0004672	AAEL004942	AGAP010462
OG0004673	AAEL004958	AGAP010580
OG0004674	AAEL004975	AGAP009994
OG0004675	AAEL004977	AGAP008803
OG0004676	AAEL004978	AGAP008578
OG0004677	AAEL004980	AGAP008805
OG0004678	AAEL004981	AGAP008184
OG0004679	AAEL004982	AGAP009995
OG0004680	AAEL004984	AGAP009970
OG0004681	AAEL004985	AGAP008804
OG0004682	AAEL004987	AGAP008182
OG0004683	AAEL004988	AGAP008802
OG0004684	AAEL004989	AGAP008577
OG0004685	AAEL004991	AGAP008811
OG0004686	AAEL004995	AGAP009681
OG0004687	AAEL004997	AGAP009968
OG0004688	AAEL005014	AGAP008435
OG0004689	AAEL005016	AGAP007950
OG0004690	AAEL005021	AGAP008262
OG0004691	AAEL005022	AGAP009886
