Orthogroup	AaegyptiLVP_AGWG	LlongipalpisASM
OG0004551	AAEL004376	LOC129792560
OG0004552	AAEL004378	LOC129786262
OG0004553	AAEL004383	LOC129785999
OG0004554	AAEL004389	LOC129788910
OG0004555	AAEL004399	LOC129788916
OG0004556	AAEL004402	LOC129794651
OG0004557	AAEL004404	LOC129788800
OG0004558	AAEL004406	LOC129794662
OG0004559	AAEL004410	LOC129793685
OG0004560	AAEL004419	LOC129795598
OG0004561	AAEL004420	LOC129797615
OG0004562	AAEL004425	LOC129797323
OG0004563	AAEL004426	LOC129797644
OG0004564	AAEL004431	LOC129796609
OG0004565	AAEL004435	LOC129797578
OG0004566	AAEL004440	LOC129797321
OG0004567	AAEL004441	LOC129797451
OG0004568	AAEL004442	LOC129790944
OG0004569	AAEL004446	LOC129797528
OG0004570	AAEL004449	LOC129785853
OG0004572	AAEL004451	LOC129796927
OG0004574	AAEL004469	LOC129788477
OG0004575	AAEL004472	LOC129796936
OG0004576	AAEL004474	LOC129796925
OG0004578	AAEL004482	LOC129785880
OG0004579	AAEL004485	LOC129790198
OG0004580	AAEL004490	LOC129792729
OG0004581	AAEL004493	LOC129793056
OG0004582	AAEL004496	LOC129792763
OG0004583	AAEL004497	LOC129791294
OG0004584	AAEL004500	LOC129792857
OG0004585	AAEL004502	LOC129790289
OG0004586	AAEL004513	LOC129793183
OG0004587	AAEL004515	LOC129788838
OG0004588	AAEL004517	LOC129791440
OG0004589	AAEL004520	LOC129791167
OG0004591	AAEL004526	LOC129786206
OG0004592	AAEL004527	LOC129786207
OG0004593	AAEL004533	LOC129788325
OG0004594	AAEL004534	LOC129790548
OG0004595	AAEL004543	LOC129795422
OG0004596	AAEL004546	LOC129789550
OG0004597	AAEL004554	LOC129788024
OG0004598	AAEL004559	LOC129787712
OG0004599	AAEL004562	LOC129787393
OG0004600	AAEL004563	LOC129789551
OG0004601	AAEL004567	LOC129791921
OG0004602	AAEL004576	LOC129789541
OG0004603	AAEL004577	LOC129796244
OG0004604	AAEL004581	LOC129786203
OG0004605	AAEL004583	LOC129796469
OG0004606	AAEL004588	LOC129792372
OG0004607	AAEL004590	LOC129792373
OG0004608	AAEL004603	LOC129797256
OG0004609	AAEL004613	LOC129789329
OG0004610	AAEL004623	LOC129797243
OG0004611	AAEL004634	LOC129797084
OG0004612	AAEL004657	LOC129793335
OG0004613	AAEL004663	LOC129795592
OG0004614	AAEL004668	LOC129796492
OG0004615	AAEL004669	LOC129796477
OG0004616	AAEL004673	LOC129795476
OG0004617	AAEL004675	LOC129796490
OG0004618	AAEL004682	LOC129791977
OG0004619	AAEL004691	LOC129791202
OG0004620	AAEL004696	LOC129786153
OG0004621	AAEL004701	LOC129795881
OG0004622	AAEL004707	LOC129789336
OG0004623	AAEL004710	LOC129789726
OG0004624	AAEL004716	LOC129791280
OG0004626	AAEL004719	LOC129789859
OG0004627	AAEL004725	LOC129792200
OG0004628	AAEL004726	LOC129789258
OG0004629	AAEL004727	LOC129789902
OG0004630	AAEL004731	LOC129789992
OG0004631	AAEL004732	LOC129789893
OG0004632	AAEL004733	LOC129787406
OG0004633	AAEL004734	LOC129793938
OG0004634	AAEL004738	LOC129791084
OG0004635	AAEL004740	LOC129790718
OG0004636	AAEL004744	LOC129791085
OG0004637	AAEL004756	LOC129790020
OG0004638	AAEL004757	LOC129786020
OG0004639	AAEL004761	LOC129791172
OG0004640	AAEL004773	LOC129794125
OG0004641	AAEL004777	LOC129791083
OG0004642	AAEL004790	LOC129792713
OG0004643	AAEL004805	LOC129786577
OG0004644	AAEL004813	LOC129794663
OG0004646	AAEL004829	LOC129791542
OG0004647	AAEL004832	LOC129794102
OG0004648	AAEL004833	LOC129791541
OG0004649	AAEL004835	LOC129792018
OG0004650	AAEL004839	LOC129791460
OG0004651	AAEL004840	LOC129793012
OG0004652	AAEL004841	LOC129793011
OG0004653	AAEL004852	LOC129792171
OG0004654	AAEL004853	LOC129792170
OG0004655	AAEL004860	LOC129791540
OG0004656	AAEL004862	LOC129793055
OG0004659	AAEL004873	LOC129786511
OG0004660	AAEL004874	LOC129790188
OG0004661	AAEL004881	LOC129797822
OG0004662	AAEL004897	LOC129793114
OG0004663	AAEL004898	LOC129793109
OG0004664	AAEL004900	LOC129793110
OG0004665	AAEL004910	LOC129791614
OG0004667	AAEL004913	LOC129791995
OG0004668	AAEL004916	LOC129791583
OG0004669	AAEL004918	LOC129790835
OG0004670	AAEL004936	LOC129791828
OG0004671	AAEL004938	LOC129789008
OG0004672	AAEL004942	LOC129794976
OG0004674	AAEL004975	LOC129792350
OG0004675	AAEL004977	LOC129793157
OG0004676	AAEL004978	LOC129791423
OG0004677	AAEL004980	LOC129791331
OG0004678	AAEL004981	LOC129790664
OG0004679	AAEL004982	LOC129792369
OG0004680	AAEL004984	LOC129788810
OG0004681	AAEL004985	LOC129793223
OG0004682	AAEL004987	LOC129790732, LOC129794647
OG0004683	AAEL004988	LOC129793985
OG0004684	AAEL004989	LOC129791417
OG0004685	AAEL004991	LOC129788808
OG0004686	AAEL004995	LOC129791434
OG0004687	AAEL004997	LOC129793213
OG0004688	AAEL005014	LOC129790131
OG0004689	AAEL005016	LOC129789105
OG0004690	AAEL005021	LOC129788188
OG0004691	AAEL005022	LOC129790474
OG0004692	AAEL005023	LOC129788189
OG0004693	AAEL005025	LOC129787311
OG0004694	AAEL005035	LOC129788695
OG0004695	AAEL005037	LOC129791892
OG0004696	AAEL005038	LOC129788650
OG0004697	AAEL005039	LOC129796612
OG0004698	AAEL005044	LOC129790130
OG0004699	AAEL005046	LOC129794095
OG0004700	AAEL005047	LOC129787815
OG0004701	AAEL005054	LOC129786498
OG0004702	AAEL005068	LOC129794975
OG0004703	AAEL005069	LOC129787832
OG0004704	AAEL005070	LOC129786746
OG0004705	AAEL005071	LOC129792071
OG0004706	AAEL005072	LOC129790276
OG0004707	AAEL005075	LOC129788190
OG0004708	AAEL005076	LOC129786667
OG0004709	AAEL005092	LOC129787774
OG0004710	AAEL005097	LOC129796324
OG0004711	AAEL005103	LOC129792493
OG0004712	AAEL005109	LOC129788354
OG0004713	AAEL005130	LOC129794795
OG0004714	AAEL005142	LOC129796500
OG0004715	AAEL005147	LOC129796591
OG0004716	AAEL005148	LOC129795042
OG0004717	AAEL005149	LOC129794978
OG0004718	AAEL005150	LOC129795106
OG0004719	AAEL005155	LOC129792500
OG0004720	AAEL005162	LOC129797266
OG0004721	AAEL005169	LOC129786015
OG0004722	AAEL005170	LOC129790585
OG0004723	AAEL005175	LOC129793692
OG0004724	AAEL005177	LOC129793476
OG0004725	AAEL005180	LOC129788168
OG0004726	AAEL005187	LOC129793472
OG0004727	AAEL005188	LOC129789909
OG0004728	AAEL005190	LOC129792141
OG0004729	AAEL005201	LOC129793650
OG0004730	AAEL005203	LOC129792663
OG0004731	AAEL005204	LOC129792245
OG0004732	AAEL005208	LOC129792238
OG0004733	AAEL005211	LOC129794194
OG0004734	AAEL005213	LOC129793264
OG0004735	AAEL005215	LOC129797499
OG0004736	AAEL005216	LOC129797509
OG0004737	AAEL005217	LOC129797738
OG0004738	AAEL005224	LOC129793454
OG0004739	AAEL005227	LOC129797603
OG0004740	AAEL005228	LOC129797723
OG0004741	AAEL005230	LOC129797511
OG0004742	AAEL005234	LOC129793470
OG0004743	AAEL005235	LOC129797692
OG0004745	AAEL005261	LOC129789525
OG0004746	AAEL005262	LOC129793386
OG0004747	AAEL005271	LOC129788733
OG0004748	AAEL005276	LOC129793373
OG0004749	AAEL005278	LOC129790184
OG0004750	AAEL005281	LOC129788559
OG0004751	AAEL005284	LOC129788381
OG0004752	AAEL005297	LOC129793619
OG0004753	AAEL005303	LOC129791080
OG0004754	AAEL005305	LOC129797482
OG0004755	AAEL005311	LOC129796063
OG0004756	AAEL005313	LOC129790010
OG0004757	AAEL005315	LOC129794134
OG0004758	AAEL005322	LOC129794192
OG0004759	AAEL005326	LOC129794191
OG0004760	AAEL005329	LOC129786738
OG0004761	AAEL005330	LOC129790003
OG0004762	AAEL005339	LOC129789855
OG0004763	AAEL005341	LOC129790008
OG0004764	AAEL005347	LOC129791014
OG0004765	AAEL005354	LOC129795203, LOC129795323
OG0004766	AAEL005355	LOC129788461
OG0004767	AAEL005358	LOC129795306
OG0004768	AAEL005367	LOC129790852
OG0004769	AAEL005383	LOC129789896
OG0004770	AAEL005384	LOC129789574
OG0004771	AAEL005387	LOC129793152
OG0004772	AAEL005390	LOC129786559
OG0004773	AAEL005392	LOC129789837
OG0004774	AAEL027245, AAEL005399	LOC129786999
OG0004775	AAEL005400	LOC129797096
OG0004777	AAEL005403	LOC129787757
OG0004778	AAEL005405	LOC129788129
OG0004779	AAEL005413	LOC129786216
OG0004780	AAEL005422	LOC129793721
OG0004781	AAEL005423	LOC129787953
OG0004782	AAEL005425	LOC129797857
OG0004783	AAEL005429	LOC129788965
OG0004785	AAEL005440	LOC129790685
OG0004786	AAEL005444	LOC129790661
OG0004787	AAEL005446	LOC129791057
OG0004788	AAEL005449	LOC129792406
OG0004789	AAEL005451	LOC129797798
OG0004790	AAEL005453	LOC129789304
OG0004791	AAEL005454	LOC129789260
OG0004792	AAEL005455	LOC129791537
OG0004793	AAEL005458	LOC129797470
OG0004794	AAEL005460	LOC129791058
OG0004795	AAEL005463	LOC129795122
OG0004796	AAEL005464	LOC129795120
OG0004797	AAEL005465	LOC129795194
OG0004798	AAEL005466	LOC129795121
OG0004799	AAEL005468	LOC129786573
OG0004800	AAEL005470	LOC129791953
OG0004801	AAEL005473	LOC129796130
OG0004802	AAEL005474	LOC129796699
OG0004803	AAEL005479	LOC129795905
OG0004804	AAEL005481	LOC129786279
OG0004805	AAEL005492	LOC129797301
OG0004806	AAEL005504	LOC129787169
OG0004807	AAEL005507	LOC129790301
OG0004808	AAEL005508	LOC129790369
OG0004809	AAEL005510	LOC129787165
OG0004810	AAEL005521	LOC129792941
OG0004811	AAEL005524	LOC129792623
OG0004812	AAEL005530	LOC129788671
OG0004814	AAEL005535	LOC129789392
OG0004815	AAEL005544	LOC129797492
OG0004816	AAEL005558	LOC129796599
OG0004817	AAEL005567	LOC129795627
OG0004818	AAEL005573	LOC129796592
OG0004819	AAEL005575	LOC129796036
OG0004820	AAEL005579	LOC129795410
OG0004821	AAEL005583	LOC129787432
OG0004823	AAEL012074, AAEL005598	LOC129794637
OG0004825	AAEL005605	LOC129796996
OG0004826	AAEL005618	LOC129796374
OG0004827	AAEL005622	LOC129796886
OG0004828	AAEL005626	LOC129790538
OG0004829	AAEL005629	LOC129790630
OG0004830	AAEL005634	LOC129788969
OG0004831	AAEL005639	LOC129788669
OG0004832	AAEL005643	LOC129793727
OG0004833	AAEL005646	LOC129789731
OG0004834	AAEL005653	LOC129789665
OG0004835	AAEL005655	LOC129789678
OG0004836	AAEL005657	LOC129789707
OG0004837	AAEL005659	LOC129790313
OG0004838	AAEL005662	LOC129790605
OG0004839	AAEL005663	LOC129789770
OG0004840	AAEL005666	LOC129793954
OG0004841	AAEL005678	LOC129793419
OG0004842	AAEL005681	LOC129787558
OG0004843	AAEL005688	LOC129792215
OG0004844	AAEL005690	LOC129788864
OG0004845	AAEL005692	LOC129791131
OG0004846	AAEL005699	LOC129792311
OG0004847	AAEL005706	LOC129797446
OG0004848	AAEL005709	LOC129797749
OG0004849	AAEL005713	LOC129794935
OG0004850	AAEL005719	LOC129796077
OG0004851	AAEL005720	LOC129791404
OG0004852	AAEL005726	LOC129788943
OG0004853	AAEL005728	LOC129790193
OG0004854	AAEL005730	LOC129789901
OG0004855	AAEL005731	LOC129790290
OG0004856	AAEL005732	LOC129790287
OG0004857	AAEL005734	LOC129788952
OG0004858	AAEL005736	LOC129792206
OG0004859	AAEL005739	LOC129789870
OG0004860	AAEL005742	LOC129794025
OG0004861	AAEL005744	LOC129788144
OG0004862	AAEL005754	LOC129789824
OG0004863	AAEL005762	LOC129789874
OG0004864	AAEL005766	LOC129787609
OG0004865	AAEL005769	LOC129787559
OG0004866	AAEL005776	LOC129787594
OG0004867	AAEL005785	LOC129787636
OG0004868	AAEL005787	LOC129797137
OG0004869	AAEL005790	LOC129786985
OG0004870	AAEL005793	LOC129786423
OG0004871	AAEL005796	LOC129797730
OG0004872	AAEL005799	LOC129797494
OG0004873	AAEL005803	LOC129786834
OG0004874	AAEL005813	LOC129786416
OG0004875	AAEL005822	LOC129786480
OG0004876	AAEL005825	LOC129789075
OG0004877	AAEL005826	LOC129789055
OG0004878	AAEL005827	LOC129789313
OG0004879	AAEL005830	LOC129789453
OG0004880	AAEL005831	LOC129789438
OG0004881	AAEL005832	LOC129789044
OG0004882	AAEL005837	LOC129789314
OG0004883	AAEL005839	LOC129786686
OG0004884	AAEL005840	LOC129791196
OG0004885	AAEL005845	LOC129787496
OG0004886	AAEL005850	LOC129797375
OG0004887	AAEL005856	LOC129787554
OG0004888	AAEL005857	LOC129795647
OG0004889	AAEL005861	LOC129797422
OG0004890	AAEL005870	LOC129795409
OG0004891	AAEL005874	LOC129793646
OG0004892	AAEL005879	LOC129787516
OG0004893	AAEL005888	LOC129793639
OG0004895	AAEL005897	LOC129795371
OG0004896	AAEL005902	LOC129795751
OG0004897	AAEL005904	LOC129794114
OG0004898	AAEL005906	LOC129796347
OG0004899	AAEL005908	LOC129786916
OG0004900	AAEL005909	LOC129793255
OG0004901	AAEL005911	LOC129790918
OG0004903	AAEL005915	LOC129786435
OG0004905	AAEL005928	LOC129793222
OG0004906	AAEL005929	LOC129795475
OG0004907	AAEL005931	LOC129793231
OG0004908	AAEL005936	LOC129786388
OG0004909	AAEL005939, AAEL020519	LOC129786378
OG0004910	AAEL005946	LOC129797358
OG0004911	AAEL005947	LOC129787956
OG0004912	AAEL005951	LOC129787995
OG0004913	AAEL005959	LOC129795591
OG0004914	AAEL005968	LOC129792001
OG0004915	AAEL005976	LOC129792990
OG0004916	AAEL005977	LOC129792958
OG0004917	AAEL005980	LOC129792974
OG0004918	AAEL005985	LOC129793516
OG0004919	AAEL026797, AAEL006001	LOC129790459
OG0004920	AAEL006002	LOC129792931
OG0004921	AAEL006009	LOC129796866
OG0004922	AAEL006010	LOC129796239
OG0004923	AAEL006012	LOC129790654
OG0004924	AAEL006016	LOC129796399
OG0004925	AAEL006022	LOC129786642
OG0004926	AAEL006025	LOC129796226
OG0004928	AAEL006036	LOC129787645
OG0004929	AAEL006048	LOC129786392
OG0004930	AAEL006050	LOC129788501
OG0004931	AAEL006051	LOC129790057
OG0004932	AAEL006055	LOC129788201
OG0004933	AAEL006056	LOC129789229
OG0004934	AAEL006059	LOC129791939
OG0004935	AAEL006062	LOC129788202
OG0004936	AAEL006064	LOC129786661
OG0004937	AAEL006065	LOC129789209
OG0004938	AAEL006066	LOC129786286
OG0004939	AAEL006067	LOC129796509
OG0004940	AAEL006069	LOC129785842
OG0004941	AAEL006071	LOC129790579
OG0004942	AAEL006073	LOC129786745
OG0004943	AAEL006080	LOC129787050
OG0004944	AAEL006087	LOC129791399
OG0004945	AAEL006091	LOC129796227
OG0004946	AAEL006098	LOC129796205
OG0004948	AAEL006107	LOC129793412
OG0004949	AAEL006115	LOC129789125
OG0004950	AAEL006116	LOC129793513
OG0004951	AAEL006117	LOC129796247
OG0004952	AAEL006118	LOC129795181
OG0004953	AAEL006120	LOC129787290
OG0004954	AAEL006124	LOC129785860
OG0004956	AAEL006129	LOC129796944
OG0004957	AAEL006133	LOC129797507
OG0004958	AAEL006134	LOC129797120
OG0004959	AAEL006137	LOC129787664
OG0004960	AAEL006139	LOC129797404
OG0004961	AAEL006140	LOC129796968
OG0004962	AAEL006142	LOC129787099
OG0004963	AAEL006150	LOC129786041
OG0004964	AAEL006154	LOC129797173
OG0004965	AAEL006166	LOC129789733
OG0004966	AAEL006167	LOC129789674
OG0004967	AAEL006175	LOC129787927
OG0004968	AAEL006180	LOC129793568
OG0004969	AAEL006185	LOC129795964
OG0004970	AAEL006189	LOC129791283
OG0004971	AAEL006201	LOC129793004
OG0004972	AAEL006208	LOC129787187
OG0004973	AAEL006219	LOC129791605
OG0004974	AAEL006224	LOC129794133
OG0004975	AAEL006231	LOC129791412
OG0004976	AAEL006234	LOC129787320
OG0004977	AAEL006235	LOC129791609
OG0004978	AAEL006251	LOC129787957
OG0004979	AAEL006254	LOC129786316
OG0004980	AAEL006262	LOC129797837
OG0004981	AAEL006265	LOC129791765
OG0004982	AAEL006267	LOC129792684
OG0004983	AAEL006271	LOC129794017
OG0004985	AAEL006277	LOC129792691
OG0004986	AAEL006282	LOC129793990
OG0004987	AAEL006286	LOC129789422
OG0004988	AAEL006298	LOC129789431
OG0004989	AAEL006299	LOC129789398
OG0004990	AAEL006300	LOC129789412
OG0004991	AAEL006308	LOC129787560
OG0004992	AAEL006310	LOC129797757
OG0004993	AAEL006313	LOC129795718
OG0004994	AAEL006322	LOC129787551
OG0004995	AAEL006329	LOC129795899
OG0004996	AAEL006330	LOC129787503
OG0004997	AAEL006339	LOC129792028
OG0004998	AAEL006341	LOC129792110
OG0004999	AAEL006346	LOC129795704
OG0005000	AAEL006350	LOC129795618
OG0005001	AAEL006352	LOC129794410
OG0005002	AAEL006362	LOC129791911
OG0005003	AAEL006364	LOC129787449
OG0005004	AAEL006370	LOC129792487
OG0005005	AAEL006373	LOC129787442
OG0005006	AAEL006374	LOC129787455
OG0005007	AAEL006400	LOC129790234
OG0005008	AAEL006401	LOC129791384
OG0005009	AAEL006407	LOC129791357
OG0005010	AAEL006409	LOC129791345
OG0005011	AAEL006412	LOC129790162
OG0005012	AAEL006413	LOC129790282
OG0005013	AAEL006419	LOC129790229
OG0005014	AAEL006420	LOC129788659
OG0005015	AAEL006432	LOC129789007
OG0005016	AAEL006433	LOC129788931
OG0005017	AAEL006436	LOC129788870
OG0005018	AAEL006437	LOC129794096
OG0005019	AAEL006438	LOC129790696
OG0005020	AAEL006439	LOC129789128
OG0005021	AAEL006441	LOC129791730
OG0005022	AAEL006446	LOC129789601
OG0005023	AAEL006447	LOC129788966
OG0005024	AAEL006451	LOC129789149
OG0005025	AAEL006453	LOC129796814
OG0005026	AAEL006459	LOC129793779
OG0005027	AAEL006460	LOC129793839
OG0005028	AAEL006462	LOC129797605
OG0005029	AAEL006476	LOC129790980
OG0005030	AAEL006478	LOC129789691
OG0005032	AAEL006482	LOC129796779
OG0005033	AAEL006490	LOC129786587
OG0005034	AAEL006491	LOC129797187
OG0005035	AAEL006502	LOC129787324
OG0005036	AAEL006508	LOC129789124
OG0005037	AAEL006509	LOC129792160
OG0005038	AAEL006511	LOC129790410
OG0005039	AAEL006514	LOC129791071
OG0005040	AAEL006516	LOC129789019
OG0005041	AAEL006518, AAEL025432	LOC129790748
OG0005042	AAEL006520	LOC129788355
OG0005043	AAEL006522	LOC129790124
OG0005044	AAEL006536	LOC129792301
OG0005045	AAEL006539	LOC129792789
OG0005046	AAEL006540	LOC129792749
OG0005047	AAEL006543	LOC129797041
OG0005048	AAEL006547	LOC129792752
OG0005049	AAEL006549	LOC129792594
OG0005050	AAEL006551	LOC129792696
OG0005051	AAEL006552	LOC129797693
OG0005052	AAEL006557	LOC129792699
OG0005053	AAEL006560	LOC129791768
OG0005054	AAEL006564	LOC129786683
OG0005055	AAEL006577	LOC129797008
OG0005056	AAEL006581	LOC129797340
OG0005057	AAEL006582	LOC129786413
OG0005058	AAEL006587	LOC129797047
OG0005059	AAEL006589	LOC129797251
OG0005060	AAEL006597	LOC129789796
OG0005061	AAEL006601	LOC129790293
OG0005062	AAEL006609	LOC129790475
OG0005063	AAEL006610	LOC129788951
OG0005064	AAEL006611	LOC129790058
OG0005065	AAEL006625	LOC129790582
OG0005066	AAEL006634	LOC129796523
OG0005067	AAEL006635	LOC129792402
OG0005068	AAEL006636	LOC129792409
OG0005069	AAEL006646	LOC129790280
OG0005070	AAEL006648	LOC129786601
OG0005071	AAEL006649	LOC129791442
OG0005072	AAEL006652	LOC129786172
OG0005073	AAEL006653	LOC129797352
OG0005074	AAEL006654	LOC129796006
OG0005075	AAEL006655	LOC129786425
OG0005076	AAEL006660	LOC129791443
OG0005077	AAEL006663	LOC129788425
OG0005078	AAEL006666	LOC129788430
OG0005079	AAEL006667	LOC129791160
OG0005080	AAEL006669	LOC129795793
OG0005081	AAEL006676	LOC129795796
OG0005082	AAEL006677	LOC129790844
OG0005083	AAEL006682	LOC129788462
OG0005084	AAEL006685	LOC129788468
OG0005085	AAEL006693	LOC129787667
OG0005086	AAEL006698	LOC129787675
OG0005088	AAEL006707	LOC129787234
OG0005089	AAEL006711	LOC129787060
OG0005090	AAEL006712	LOC129790727
OG0005091	AAEL006713	LOC129788705
OG0005092	AAEL006715	LOC129786986
OG0005093	AAEL006717	LOC129791840
OG0005094	AAEL006723	LOC129792825
OG0005095	AAEL006724	LOC129797410
OG0005096	AAEL006725	LOC129787695
OG0005097	AAEL006727	LOC129794959
OG0005098	AAEL006733	LOC129791905
OG0005099	AAEL006735	LOC129794462
OG0005100	AAEL006736	LOC129796811
OG0005101	AAEL006740	LOC129788068
OG0005102	AAEL006747	LOC129794650
OG0005103	AAEL006755	LOC129792981
OG0005104	AAEL006760	LOC129794460
OG0005105	AAEL006762	LOC129796685
OG0005106	AAEL006771	LOC129796661
OG0005107	AAEL006779	LOC129795689
OG0005108	AAEL006782	LOC129796099
OG0005109	AAEL006788	LOC129786110
OG0005110	AAEL006789	LOC129786152
OG0005111	AAEL006791	LOC129796585
OG0005112	AAEL006794	LOC129796024
OG0005113	AAEL006799	LOC129792251
OG0005114	AAEL006800	LOC129795840
OG0005115	AAEL006801	LOC129795868
OG0005116	AAEL006808	LOC129795430
OG0005117	AAEL006819	LOC129787178
OG0005118	AAEL006820	LOC129790449
OG0005119	AAEL006824	LOC129790861
OG0005120	AAEL006826	LOC129790450
OG0005121	AAEL006833	LOC129792440
OG0005122	AAEL006834	LOC129797471
OG0005123	AAEL006836	LOC129792450
OG0005124	AAEL006843	LOC129797449
OG0005125	AAEL006845	LOC129797697
OG0005126	AAEL006847	LOC129797718
OG0005127	AAEL006848	LOC129797711
OG0005128	AAEL006855	LOC129788887
OG0005129	AAEL006867	LOC129786136
OG0005130	AAEL006870	LOC129795579
OG0005131	AAEL006872	LOC129794599
OG0005132	AAEL006879	LOC129794128
OG0005133	AAEL006880	LOC129794001
OG0005134	AAEL006881	LOC129792249
OG0005135	AAEL006884	LOC129794010
OG0005136	AAEL006885	LOC129793695
OG0005137	AAEL006888	LOC129793150
OG0005138	AAEL006890	LOC129792250
OG0005139	AAEL006895	LOC129793486
OG0005140	AAEL006905	LOC129788398
OG0005141	AAEL006908	LOC129788456
OG0005142	AAEL006910	LOC129788690
OG0005143	AAEL006912	LOC129787604
OG0005144	AAEL006915	LOC129797684
OG0005145	AAEL006922	LOC129797278
OG0005146	AAEL006928	LOC129794906
OG0005147	AAEL006934	LOC129794758
OG0005148	AAEL006936, AAEL006949	LOC129791022
OG0005149	AAEL006938	LOC129787828
OG0005150	AAEL006946	LOC129787330
OG0005151	AAEL006956	LOC129789561
OG0005152	AAEL006958	LOC129793934
OG0005153	AAEL006963	LOC129788512
OG0005155	AAEL006972	LOC129789349
OG0005156	AAEL006973	LOC129790043
OG0005157	AAEL006975	LOC129788490
OG0005158	AAEL006976	LOC129790812
OG0005159	AAEL006991	LOC129786694
OG0005161	AAEL007011	LOC129788911
OG0005162	AAEL007015	LOC129786704
OG0005164	AAEL007018	LOC129786689
OG0005165	AAEL007019	LOC129795562
OG0005166	AAEL007023	LOC129787534
OG0005167	AAEL007029	LOC129792237
OG0005168	AAEL007038	LOC129786942
OG0005169	AAEL007041	LOC129795277
OG0005170	AAEL007042	LOC129790166
OG0005171	AAEL007043	LOC129795385
OG0005172	AAEL007050	LOC129796437
OG0005173	AAEL007056	LOC129795614
OG0005174	AAEL007062	LOC129796475
OG0005175	AAEL007065	LOC129786880, LOC129795716
OG0005176	AAEL007069	LOC129795493
OG0005177	AAEL007084	LOC129792326
OG0005178	AAEL007088	LOC129794903
OG0005179	AAEL007092	LOC129792915
OG0005180	AAEL007100	LOC129793574
OG0005181	AAEL007104	LOC129793797
OG0005182	AAEL007105	LOC129793280
OG0005183	AAEL007114	LOC129791208
OG0005184	AAEL007120	LOC129788576
OG0005185	AAEL007127	LOC129797438
OG0005187	AAEL007130	LOC129793851
OG0005188	AAEL007132	LOC129797419
OG0005189	AAEL007137	LOC129793601
OG0005190	AAEL007149	LOC129792870
OG0005191	AAEL007158	LOC129791432
OG0005192	AAEL007160	LOC129793975
OG0005193	AAEL007162	LOC129794938
OG0005194	AAEL007164	LOC129786141
OG0005195	AAEL007173	LOC129791973
OG0005196	AAEL007184	LOC129792019
OG0005197	AAEL007185	LOC129788924
OG0005198	AAEL007189	LOC129793620
OG0005199	AAEL007191	LOC129793506
OG0005200	AAEL007196	LOC129795433
OG0005201	AAEL007200	LOC129794212
OG0005202	AAEL007203	LOC129793623
OG0005203	AAEL007206	LOC129794211
OG0005204	AAEL007211	LOC129797813
OG0005205	AAEL007221	LOC129789928
OG0005206	AAEL007227	LOC129797143
OG0005207	AAEL007235	LOC129790336
OG0005208	AAEL007237	LOC129791139
OG0005209	AAEL007239	LOC129793393
OG0005210	AAEL007240	LOC129789528
OG0005211	AAEL007247	LOC129796499
OG0005212	AAEL007252	LOC129796341
OG0005213	AAEL007253	LOC129794667
OG0005214	AAEL007256	LOC129796434
OG0005215	AAEL007258	LOC129794665
OG0005216	AAEL007259	LOC129796015
OG0005217	AAEL007260	LOC129794838
OG0005218	AAEL007261	LOC129795929
OG0005219	AAEL007267	LOC129793817
OG0005220	AAEL007268	LOC129787943
OG0005221	AAEL007271	LOC129789589
OG0005222	AAEL007279	LOC129797039
OG0005223	AAEL007286	LOC129792239
OG0005224	AAEL007288	LOC129794984
OG0005225	AAEL007290	LOC129788391
OG0005226	AAEL007292	LOC129795875
OG0005227	AAEL007302	LOC129794885
OG0005228	AAEL007303	LOC129795842
OG0005229	AAEL007304	LOC129794033
OG0005230	AAEL007305	LOC129795852
OG0005231	AAEL007306	LOC129795480
OG0005232	AAEL007307	LOC129788982
OG0005233	AAEL007309	LOC129796115
OG0005234	AAEL007310	LOC129787507
OG0005235	AAEL007313	LOC129791610
OG0005236	AAEL007316	LOC129794202
OG0005237	AAEL007317	LOC129796630
OG0005238	AAEL007321	LOC129794216
OG0005239	AAEL007328	LOC129788840
OG0005240	AAEL007329	LOC129788141
OG0005241	AAEL007332	LOC129790807
OG0005242	AAEL007342	LOC129792142
OG0005243	AAEL007354	LOC129796817
OG0005244	AAEL007355	LOC129796889
OG0005245	AAEL007366	LOC129795728
OG0005246	AAEL007372	LOC129789848
OG0005247	AAEL007373	LOC129792221
OG0005248	AAEL007374	LOC129789905
OG0005249	AAEL007382	LOC129794657
OG0005250	AAEL007387	LOC129787416
OG0005251	AAEL007392	LOC129795177
OG0005252	AAEL007393	LOC129794685
OG0005253	AAEL007397	LOC129794800
OG0005254	AAEL007401	LOC129794675
OG0005255	AAEL007410	LOC129793467
OG0005256	AAEL007414	LOC129791639
OG0005257	AAEL007422	LOC129792242
OG0005258	AAEL007423	LOC129792983
OG0005259	AAEL007439	LOC129797775
OG0005260	AAEL007441	LOC129791179
OG0005261	AAEL007442	LOC129797596
OG0005262	AAEL007443	LOC129797638
OG0005263	AAEL007451	LOC129792401
OG0005264	AAEL007452	LOC129791174
OG0005265	AAEL007462	LOC129794221
OG0005266	AAEL007472	LOC129793369
OG0005267	AAEL007480	LOC129786219
OG0005268	AAEL007481	LOC129790907
OG0005269	AAEL007482	LOC129790128
OG0005270	AAEL007483	LOC129787086
OG0005271	AAEL007484	LOC129797865
OG0005272	AAEL007493	LOC129785911
OG0005273	AAEL007495	LOC129787764
OG0005274	AAEL007502	LOC129793621
