Orthogroup	AaegyptiLVP_AGWG	Aalbopictus_AalbF5
OG0003473	AAEL029029	LOC109430571
OG0003476	AAEL029118, AAEL029119	LOC115262675
OG0003516	AAEL000004	LOC109416751
OG0003517	AAEL000013	LOC109416017
OG0003518	AAEL000016	LOC109412581
OG0003519	AAEL000020	LOC109400850
OG0003520	AAEL000022	LOC134289775
OG0003521	AAEL000033	LOC109400871
OG0003522	AAEL000041	LOC109415489
OG0003523	AAEL000042	LOC134291702
OG0003524	AAEL000046	LOC109416759
OG0003525	AAEL000048	LOC109415107
OG0003526	AAEL000051	LOC109415518
OG0003527	AAEL000053	LOC109416016
OG0003528	AAEL000055	LOC109415490
OG0003529	AAEL000064	LOC109412587
OG0003531	AAEL000077	LOC109416756
OG0003532	AAEL000079	LOC109433664, LOC115259491
OG0003533	AAEL000085	LOC115270410
OG0003534	AAEL000088	LOC134291701
OG0003535	AAEL000090	LOC109415495
OG0003536	AAEL000097	LOC109400878
OG0003537	AAEL000106	LOC109400055
OG0003538	AAEL000115	LOC109621569
OG0003539	AAEL000116	LOC109621599
OG0003540	AAEL000118	LOC109400054
OG0003541	AAEL000126	LOC115253570
OG0003542	AAEL000128	LOC109413844
OG0003543	AAEL000137	LOC115263681
OG0003544	AAEL000138	LOC109400116
OG0003546	AAEL000170	LOC134291433
OG0003547	AAEL000173	LOC134291432
OG0003548	AAEL000175	LOC134291439
OG0003549	AAEL000176	LOC109400046
OG0003550	AAEL000179	LOC134291431
OG0003551	AAEL000180	LOC134291423
OG0003552	AAEL000184	LOC109405347
OG0003553	AAEL000185	LOC109399541
OG0003554	AAEL000194	LOC109405134
OG0003555	AAEL000195	LOC109400049
OG0003556	AAEL000199	LOC134291425
OG0003557	AAEL000201	LOC134291430
OG0003558	AAEL000204	LOC109405425
OG0003559	AAEL000208	LOC134291428
OG0003560	AAEL000210	LOC109399515
OG0003561	AAEL000213	LOC115254205
OG0003562	AAEL000214	LOC109409555
OG0003563	AAEL000224	LOC115255251
OG0003564	AAEL000230	LOC109413249
OG0003565	AAEL000231	LOC109413211
OG0003566	AAEL000235	LOC115253885, LOC109406276
OG0003567	AAEL000239	LOC109424955
OG0003568	AAEL000240	LOC109405972
OG0003569	AAEL000241	LOC115254882
OG0003570	AAEL000245	LOC109398173
OG0003571	AAEL000246	LOC109417392
OG0003572	AAEL000247	LOC109413212
OG0003573	AAEL000248	LOC109407036
OG0003574	AAEL000254	LOC109424927
OG0003575	AAEL000255	LOC134288105
OG0003576	AAEL000263	LOC109424411
OG0003577	AAEL000265	LOC109424465
OG0003578	AAEL000266	LOC115265305
OG0003579	AAEL000269	LOC115265304
OG0003580	AAEL000270	LOC109424464
OG0003581	AAEL000271	LOC109402593
OG0003582	AAEL000275	LOC109422366
OG0003583	AAEL000278	LOC109422376
OG0003584	AAEL000279	LOC109424414
OG0003585	AAEL000282	LOC115265303
OG0003586	AAEL000289	LOC109422364
OG0003587	AAEL000294	LOC109424463
OG0003588	AAEL000298	LOC109424461
OG0003589	AAEL000301	LOC109422314
OG0003590	AAEL000312	LOC109420593
OG0003591	AAEL000314	LOC109400732
OG0003592	AAEL000315	LOC109420675
OG0003593	AAEL000322	LOC109399417
OG0003594	AAEL000328	LOC109420670
OG0003595	AAEL000336	LOC109405768
OG0003596	AAEL000341	LOC109413918
OG0003597	AAEL000342	LOC109399373
OG0003598	AAEL000370	LOC109420686
OG0003599	AAEL000372	LOC109399434
OG0003600	AAEL000378	LOC109400747
OG0003601	AAEL000383	LOC109411046
OG0003602	AAEL000384	LOC109430140
OG0003603	AAEL000386	LOC109407641
OG0003604	AAEL000388	LOC109411781
OG0003605	AAEL000395	LOC115256313
OG0003606	AAEL027275, AAEL000399	LOC109411036
OG0003607	AAEL000403	LOC109411012
OG0003608	AAEL025524, AAEL000404	LOC109411026
OG0003609	AAEL000405	LOC109425970
OG0003610	AAEL000411	LOC109411605
OG0003611	AAEL000412	LOC109411616
OG0003612	AAEL000415	LOC109406883
OG0003613	AAEL000417	LOC109411624
OG0003614	AAEL000418	LOC115261433
OG0003615	AAEL000419	LOC115261159
OG0003616	AAEL000421	LOC109428131
OG0003617	AAEL000422	LOC109428125
OG0003618	AAEL000425	LOC109427244
OG0003619	AAEL000428	LOC115256322
OG0003620	AAEL000429	LOC109427237
OG0003621	AAEL000433	LOC115257318
OG0003622	AAEL000434	LOC109406885
OG0003623	AAEL000435	LOC115254069
OG0003624	AAEL000438	LOC109411617
OG0003625	AAEL000442	LOC109411603
OG0003626	AAEL000444	LOC109427216
OG0003627	AAEL000448	LOC115260369
OG0003628	AAEL000450	LOC109411635
OG0003629	AAEL000451	LOC115261429
OG0003630	AAEL000454	LOC109428133
OG0003631	AAEL000455	LOC109428147
OG0003632	AAEL000458	LOC109427257
OG0003633	AAEL000461	LOC109411639
OG0003634	AAEL000465	LOC109411619
OG0003635	AAEL000474	LOC109411628
OG0003636	AAEL000475	LOC109403735
OG0003637	AAEL022543, AAEL000477	LOC109406154
OG0003638	AAEL000478	LOC109403717
OG0003639	AAEL000483	LOC109398955
OG0003640	AAEL000485	LOC109403714
OG0003641	AAEL000486	LOC109403729
OG0003642	AAEL000487	LOC109398940
OG0003643	AAEL000488	LOC109403731
OG0003644	AAEL000508, AAEL023956	LOC115261221
OG0003645	AAEL000509	LOC109398956
OG0003646	AAEL000511	LOC109403733
OG0003647	AAEL000516	LOC109403314
OG0003648	AAEL000519	LOC109406163
OG0003649	AAEL000523	LOC109403725
OG0003650	AAEL000549	LOC109621451
OG0003651	AAEL000554	LOC109410712, LOC109410711
OG0003652	AAEL000558	LOC115267985
OG0003653	AAEL000569	LOC109421757
OG0003654	AAEL000571	LOC109414053
OG0003655	AAEL000574	LOC109421752
OG0003656	AAEL000579	LOC109406140
OG0003657	AAEL000580	LOC115253903
OG0003658	AAEL000581	LOC109421745
OG0003659	AAEL000582	LOC115254427
OG0003660	AAEL000583	LOC109421751
OG0003661	AAEL000584	LOC115264933
OG0003662	AAEL000589	LOC109404231
OG0003663	AAEL000594	LOC109403784
OG0003664	AAEL000596	LOC109621667
OG0003665	AAEL000599	LOC115265601
OG0003666	AAEL000600	LOC109621623
OG0003667	AAEL000604	LOC109414029
OG0003668	AAEL000605	LOC109419315
OG0003669	AAEL000609	LOC109402089
OG0003670	AAEL000622	LOC109414027
OG0003671	AAEL000623	LOC109414021
OG0003672	AAEL000629	LOC109414024
OG0003673	AAEL000630	LOC109419320
OG0003674	AAEL000631	LOC109414044
OG0003675	AAEL000633	LOC109426059
OG0003676	AAEL000634	LOC109426032
OG0003677	AAEL000635	LOC109426040
OG0003678	AAEL000641	LOC109426026
OG0003679	AAEL000643	LOC109426028
OG0003680	AAEL000644	LOC109426048
OG0003681	AAEL000659	LOC109426018
OG0003682	AAEL000666	LOC109426016
OG0003683	AAEL000671	LOC115268044
OG0003684	AAEL000672	LOC109426019
OG0003685	AAEL000673	LOC109426011
OG0003686	AAEL000674	LOC109426027
OG0003687	AAEL000677	LOC109426039
OG0003688	AAEL000692	LOC109429545
OG0003689	AAEL000701	LOC109429546
OG0003690	AAEL000703	LOC109429543
OG0003691	AAEL000704	LOC109429539
OG0003692	AAEL000706	LOC109429540
OG0003693	AAEL000707	LOC109429897
OG0003694	AAEL000708	LOC109429888
OG0003695	AAEL000709	LOC109429544
OG0003696	AAEL000714	LOC109429886
OG0003697	AAEL000717	LOC109415442
OG0003698	AAEL000719	LOC109429892
OG0003699	AAEL000720	LOC109429534
OG0003700	AAEL000722	LOC109418901, LOC134287423
OG0003701	AAEL000723	LOC109418934
OG0003702	AAEL000729	LOC109407762
OG0003703	AAEL000730	LOC109418941
OG0003704	AAEL000733	LOC109418935
OG0003705	AAEL000747	LOC109418893
OG0003706	AAEL000752	LOC109401655
OG0003707	AAEL000753	LOC115253991
OG0003708	AAEL000758	LOC109420330
OG0003709	AAEL000759	LOC109420345
OG0003710	AAEL029049, AAEL000762	LOC109420303
OG0003711	AAEL000770	LOC109405798
OG0003712	AAEL000780	LOC109401684
OG0003713	AAEL000782	LOC109420336
OG0003714	AAEL000785	LOC109418841
OG0003715	AAEL000787	LOC109418843
OG0003716	AAEL000788	LOC109420297
OG0003717	AAEL000791	LOC115258006
OG0003718	AAEL000802	LOC115254199
OG0003719	AAEL000804	LOC115269090
OG0003720	AAEL000807	LOC109622066
OG0003721	AAEL000815	LOC109622072
OG0003722	AAEL000821	LOC115255993
OG0003723	AAEL000822	LOC115267896
OG0003724	AAEL000823	LOC109622065
OG0003725	AAEL000826	LOC109413913
OG0003726	AAEL000832	LOC109408986
OG0003727	AAEL000839	LOC109426484
OG0003728	AAEL000840	LOC109426510
OG0003729	AAEL000850	LOC109408989
OG0003730	AAEL026416, AAEL000853	LOC109413925
OG0003731	AAEL000854	LOC109408356
OG0003732	AAEL000856	LOC115267813, LOC109432291
OG0003733	AAEL000860	LOC109397114, LOC109432310
OG0003734	AAEL000867	LOC109432315
OG0003735	AAEL000874	LOC109432245
OG0003736	AAEL000875	LOC109397001
OG0003737	AAEL000885	LOC109397027
OG0003738	AAEL000893	LOC109397005
OG0003739	AAEL000894	LOC109397130, LOC134291773
OG0003740	AAEL000899	LOC109432325
OG0003741	AAEL000900	LOC109432250
OG0003742	AAEL000902	LOC109432293
OG0003743	AAEL000911	LOC109432241
OG0003744	AAEL000922	LOC109432312
OG0003745	AAEL000930	LOC109403358
OG0003746	AAEL000931	LOC115267936
OG0003747	AAEL000934	LOC109622177
OG0003748	AAEL000936	LOC109403176
OG0003749	AAEL000939	LOC109622176
OG0003750	AAEL000948	LOC109406089
OG0003751	AAEL000949	LOC109403162
OG0003752	AAEL000955	LOC109410749
OG0003753	AAEL000962	LOC109410746
OG0003754	AAEL000965	LOC109622178
OG0003755	AAEL000973	LOC109403183
OG0003756	AAEL000981	LOC109418420
OG0003757	AAEL000982	LOC109415615
OG0003758	AAEL000984	LOC109404753
OG0003759	AAEL000986	LOC109418419
OG0003760	AAEL000987	LOC109418058
OG0003761	AAEL000993	LOC109420434
OG0003762	AAEL000996	LOC109426153
OG0003763	AAEL001005	LOC109415611
OG0003764	AAEL001009	LOC109416910
OG0003765	AAEL001014	LOC109398753
OG0003766	AAEL001024	LOC109398748
OG0003767	AAEL001029	LOC109398754
OG0003768	AAEL001030	LOC109410375
OG0003769	AAEL001032	LOC109398746
OG0003770	AAEL001033	LOC109398750
OG0003771	AAEL001036	LOC109410380
OG0003772	AAEL001038	LOC109398755
OG0003773	AAEL001039	LOC109398756
OG0003774	AAEL001046	LOC109398743
OG0003775	AAEL001047	LOC109410403
OG0003776	AAEL001048	LOC109398749
OG0003777	AAEL001050	LOC109405835
OG0003778	AAEL001052	LOC109410391
OG0003779	AAEL001065	LOC109415535
OG0003780	AAEL001076	LOC109430901
OG0003781	AAEL001100	LOC109407566
OG0003782	AAEL001101	LOC109425828
OG0003783	AAEL001102	LOC134286285, LOC109425815
OG0003784	AAEL001103	LOC115262042
OG0003785	AAEL001104	LOC109425820
OG0003786	AAEL001105	LOC109411218
OG0003787	AAEL001109	LOC109411242
OG0003788	AAEL001112	LOC109425827
OG0003789	AAEL001114	LOC109398252
OG0003790	AAEL001118	LOC109411216
OG0003791	AAEL001119	LOC109398246
OG0003792	AAEL001123	LOC109407680
OG0003793	AAEL001126	LOC109411230
OG0003794	AAEL001128	LOC109411226
OG0003795	AAEL001129	LOC109411225
OG0003796	AAEL001131	LOC134289929
OG0003797	AAEL001137	LOC109411217
OG0003798	AAEL001139	LOC109407563
OG0003799	AAEL001141	LOC115262210
OG0003800	AAEL001142	LOC109411213
OG0003801	AAEL001144	LOC115262200
OG0003802	AAEL001152	LOC109419591, LOC134287813
OG0003803	AAEL001164	LOC109419613
OG0003804	AAEL001166	LOC109409267
OG0003805	AAEL001167	LOC109621277
OG0003806	AAEL001169	LOC115263310
OG0003807	AAEL001170	LOC109409264
OG0003808	AAEL001171	LOC109409261
OG0003809	AAEL001172	LOC109409246
OG0003810	AAEL001177	LOC109419587
OG0003811	AAEL001181	LOC109397556
OG0003812	AAEL001183	LOC109409251
OG0003813	AAEL001188	LOC109405054
OG0003814	AAEL001190	LOC109419584
OG0003815	AAEL001200	LOC109621903
OG0003816	AAEL001203	LOC109407359
OG0003817	AAEL001204	LOC109418063
OG0003818	AAEL001205	LOC109421660
OG0003819	AAEL001206	LOC109421657
OG0003820	AAEL001208	LOC109418121
OG0003821	AAEL001211	LOC109418092
OG0003822	AAEL001212	LOC109421652
OG0003823	AAEL001215	LOC109421661
OG0003824	AAEL001218	LOC109418088
OG0003825	AAEL001219	LOC109407331
OG0003826	AAEL001220	LOC109421651
OG0003827	AAEL001223	LOC109421655
OG0003828	AAEL001224, AAEL026167	LOC109418214, LOC109418136
OG0003829	AAEL001232	LOC109419705
OG0003830	AAEL001240	LOC109420550
OG0003831	AAEL001242	LOC109421283
OG0003832	AAEL001244	LOC115269199
OG0003833	AAEL001246	LOC109416315
OG0003834	AAEL001249	LOC109407393
OG0003835	AAEL001252	LOC109416260
OG0003836	AAEL001255	LOC115254106
OG0003837	AAEL001273	LOC115263293
OG0003838	AAEL001275	LOC109416078
OG0003839	AAEL001277	LOC109407396
OG0003840	AAEL001294	LOC115262104
OG0003841	AAEL001299	LOC134284770
OG0003842	AAEL001300	LOC109428901
OG0003843	AAEL001305	LOC109429640
OG0003844	AAEL001316	LOC109622662
OG0003845	AAEL001318	LOC109622663
OG0003846	AAEL001321	LOC109428902
OG0003847	AAEL001325, AAEL023941	LOC115269212
OG0003848	AAEL001329	LOC109429504
OG0003849	AAEL001331	LOC109429505
OG0003850	AAEL001332	LOC115264917
OG0003851	AAEL001336	LOC109431766
OG0003852	AAEL001339	LOC109429502
OG0003853	AAEL001340	LOC109402996
OG0003854	AAEL001341	LOC109418955
OG0003855	AAEL001343	LOC109418956
OG0003856	AAEL001344	LOC115264726
OG0003857	AAEL001349	LOC109403006
OG0003858	AAEL001351	LOC134285052, LOC109402086
OG0003859	AAEL001354	LOC109429508
OG0003860	AAEL001357	LOC109402985
OG0003861	AAEL001358	LOC109418964, LOC109418963
OG0003862	AAEL001360	LOC109430619
OG0003863	AAEL001366	LOC109423692
OG0003864	AAEL001367	LOC109430632
OG0003865	AAEL001370	LOC109423779
OG0003866	AAEL001372	LOC109430596
OG0003867	AAEL001373	LOC115270261
OG0003868	AAEL001374	LOC109423766
OG0003869	AAEL001379	LOC109430625
OG0003870	AAEL001381	LOC109423770
OG0003871	AAEL001385	LOC109430631
OG0003872	AAEL001394	LOC109418106
OG0003873	AAEL001395	LOC109418087
OG0003874	AAEL001396	LOC109418108
OG0003875	AAEL001399	LOC109418109
OG0003876	AAEL001402	LOC109418117
OG0003876	AAEL001401	LOC109413035
OG0003877	AAEL001403	LOC109418090
OG0003878	AAEL001407	LOC109406441
OG0003879	AAEL001410	LOC109413160
OG0003880	AAEL001411	LOC109406436
OG0003881	AAEL001416	LOC109413107
OG0003882	AAEL001421	LOC109418094
OG0003883	AAEL001424	LOC109418080
OG0003884	AAEL001432	LOC109418082
OG0003885	AAEL001433	LOC109428435
OG0003886	AAEL001435	LOC109418097
OG0003887	AAEL001437	LOC109418098
OG0003888	AAEL001439	LOC109428434
OG0003889	AAEL001442	LOC109403571
OG0003890	AAEL001444	LOC109423744
OG0003891	AAEL001451	LOC109422967
OG0003892	AAEL001457	LOC109422970
OG0003893	AAEL001459	LOC109403574
OG0003894	AAEL001463	LOC109423751
OG0003895	AAEL001473	LOC109412366
OG0003896	AAEL001478	LOC109432905
OG0003897	AAEL001480	LOC109432867
OG0003898	AAEL001484	LOC109401363
OG0003899	AAEL001490	LOC109432871
OG0003900	AAEL001492	LOC109401385
OG0003901	AAEL001494	LOC115257192
OG0003902	AAEL001496	LOC109432899
OG0003903	AAEL001498	LOC109412371
OG0003904	AAEL001501	LOC109401408
OG0003905	AAEL001507	LOC109422443
OG0003906	AAEL001511	LOC109400000
OG0003907	AAEL001516	LOC109424498
OG0003908	AAEL001520	LOC109422445
OG0003909	AAEL001533	LOC109422421
OG0003910	AAEL001540	LOC109622492
OG0003911	AAEL001553	LOC109423549
OG0003912	AAEL001565	LOC109622343
OG0003913	AAEL001570	LOC109408343
OG0003914	AAEL001571	LOC109423281
OG0003915	AAEL001575	LOC109622491
OG0003916	AAEL001581	LOC109423363
OG0003917	AAEL001582	LOC109408687
OG0003918	AAEL001583	LOC109622488
OG0003919	AAEL001584	LOC115254498
OG0003920	AAEL001588	LOC109423371
OG0003921	AAEL001600	LOC109427698
OG0003922	AAEL001604	LOC109427678
OG0003923	AAEL001605	LOC109426686
OG0003924	AAEL001623	LOC109431390
OG0003925	AAEL001635	LOC109419065
OG0003926	AAEL001637	LOC109419041
OG0003927	AAEL001641	LOC109408129
OG0003928	AAEL001642	LOC109419076
OG0003929	AAEL001647	LOC109413597
OG0003930	AAEL001652	LOC109419059
OG0003931	AAEL001653	LOC134287841, LOC109419043
OG0003932	AAEL001655	LOC109408120
OG0003933	AAEL001656	LOC109408138
OG0003934	AAEL001671	LOC109408128
OG0003935	AAEL001675	LOC109426652
OG0003936	AAEL001698	LOC115265270
OG0003937	AAEL001706	LOC109402269
OG0003938	AAEL001709	LOC109416800
OG0003939	AAEL001715	LOC109402400
OG0003940	AAEL001716	LOC109415853
OG0003941	AAEL001724	LOC109415854
OG0003942	AAEL001725	LOC109402466
OG0003943	AAEL001729	LOC109415856
OG0003944	AAEL001734	LOC109413960
OG0003945	AAEL001742	LOC109413961
OG0003946	AAEL001744	LOC109399190
OG0003947	AAEL001749	LOC109431677
OG0003948	AAEL001752	LOC109430917
OG0003949	AAEL001756	LOC115267497
OG0003950	AAEL001759	LOC109431664
OG0003951	AAEL001761	LOC109431724
OG0003952	AAEL001762	LOC109430867
OG0003953	AAEL001765	LOC109431680
OG0003954	AAEL001767	LOC109431691
OG0003955	AAEL001776	LOC109430942
OG0003956	AAEL001781	LOC109431723
OG0003957	AAEL001787	LOC109431714
OG0003958	AAEL001795	LOC109419734
OG0003959	AAEL001796	LOC115253476
OG0003960	AAEL001798	LOC109419733
OG0003961	AAEL001799	LOC115255067
OG0003962	AAEL001800	LOC109407386
OG0003963	AAEL001801	LOC109417052, LOC109420538
OG0003964	AAEL001803	LOC109417064
OG0003965	AAEL001805	LOC109407379
OG0003966	AAEL001809	LOC109420628
OG0003967	AAEL001812	LOC115255819
OG0003968	AAEL001815	LOC115255048
OG0003969	AAEL001818	LOC109407410
OG0003970	AAEL001821	LOC109407434
OG0003971	AAEL001827	LOC109407535
OG0003972	AAEL001831	LOC109407750
OG0003973	AAEL001835	LOC109420524
OG0003974	AAEL001845	LOC109401716
OG0003975	AAEL001850	LOC109433145
OG0003976	AAEL001851	LOC109433126
OG0003977	AAEL001853	LOC109401715
OG0003978	AAEL001859	LOC109433097
OG0003979	AAEL001867	LOC109401721
OG0003980	AAEL001876	LOC109401713
OG0003981	AAEL001878	LOC109401719
OG0003982	AAEL001881	LOC109427901
OG0003983	AAEL001883	LOC109428057
OG0003984	AAEL001887	LOC109427781
OG0003985	AAEL001898	LOC109427916
OG0003986	AAEL001899	LOC109427799
OG0003987	AAEL001901	LOC115262469
OG0003988	AAEL001904	LOC134287652
OG0003989	AAEL001906	LOC109427874
OG0003990	AAEL001909, AAEL025197	LOC109428260
OG0003991	AAEL001912	LOC134287648
OG0003992	AAEL001914	LOC109428028
OG0003993	AAEL001915	LOC109427879
OG0003994	AAEL001917	LOC109422480
OG0003995	AAEL001919	LOC109424298
OG0003996	AAEL001925	LOC109422486
OG0003997	AAEL001930	LOC109428667
OG0003998	AAEL001931	LOC109422483
OG0003999	AAEL001932	LOC109422464
OG0004000	AAEL001935	LOC109428652
OG0004001	AAEL001936	LOC115264640
OG0004002	AAEL001940	LOC109428639
OG0004003	AAEL001950	LOC109412632
OG0004004	AAEL001954	LOC109422493
OG0004005	AAEL001968	LOC109421431
OG0004006	AAEL001971	LOC109421430
OG0004007	AAEL001974	LOC109621336
OG0004008	AAEL001982	LOC109421437
OG0004009	AAEL001984	LOC109421502, LOC134287578
OG0004010	AAEL001985	LOC109421412
OG0004011	AAEL001992	LOC109421509
OG0004012	AAEL001998	LOC115265508
OG0004013	AAEL002009	LOC109421461
OG0004014	AAEL002010	LOC109432562
OG0004015	AAEL002019	LOC109421429
OG0004016	AAEL002039	LOC109621337
OG0004017	AAEL002051	LOC109417759
OG0004018	AAEL002055	LOC109420023
OG0004019	AAEL002061	LOC109417750
OG0004020	AAEL002070	LOC109417757
OG0004021	AAEL002072	LOC109401849
OG0004022	AAEL002075	LOC109420020
OG0004023	AAEL002077	LOC115256393
OG0004024	AAEL002078	LOC109401931
OG0004025	AAEL002080	LOC109417754
OG0004026	AAEL002089	LOC109429118
OG0004027	AAEL002091	LOC109429106
OG0004028	AAEL002097	LOC109429121, LOC134290039
OG0004029	AAEL002102	LOC115254067
OG0004030	AAEL002106	LOC109429104
OG0004031	AAEL002107	LOC109429124
OG0004032	AAEL002112	LOC109429145
OG0004033	AAEL002113	LOC109398827
OG0004034	AAEL002116	LOC109429149
OG0004035	AAEL002118	LOC109429115
OG0004036	AAEL002126	LOC109409024
OG0004037	AAEL002130	LOC109429125
OG0004038	AAEL002133	LOC109429110
OG0004039	AAEL002141	LOC109412592, LOC109433532
OG0004040	AAEL002145	LOC109412595
OG0004041	AAEL002148	LOC109428400
OG0004042	AAEL002152	LOC109415199
OG0004043	AAEL002160	LOC109402212
OG0004044	AAEL002163	LOC109428405
OG0004045	AAEL002169	LOC109433581
OG0004046	AAEL002173	LOC109412596
OG0004047	AAEL002179	LOC109421296
OG0004048	AAEL002182	LOC109421312
OG0004049	AAEL002186	LOC109427815
OG0004050	AAEL002190	LOC109621857
OG0004051	AAEL002194	LOC109421342
OG0004052	AAEL002198	LOC109621801
OG0004053	AAEL002207	LOC109621853
OG0004054	AAEL002209	LOC109621806
OG0004055	AAEL002217	LOC115265572
OG0004056	AAEL002221	LOC109621800
OG0004057	AAEL002238	LOC109621809
OG0004058	AAEL002240	LOC109421298
OG0004059	AAEL002244	LOC109421307
OG0004060	AAEL002260	LOC109623109
OG0004061	AAEL002261	LOC115263514
OG0004062	AAEL002272	LOC109623113
OG0004063	AAEL002284	LOC109403155
OG0004064	AAEL002286	LOC115267930
OG0004065	AAEL002291	LOC109623445
OG0004066	AAEL002296	LOC109431576
OG0004067	AAEL002299	LOC109403173
OG0004068	AAEL002306	LOC109622224
OG0004069	AAEL002308	LOC109622219
OG0004070	AAEL002310	LOC109431601
OG0004071	AAEL002317	LOC109621320
OG0004072	AAEL002331	LOC109431143
OG0004073	AAEL002334	LOC109398039
OG0004074	AAEL002335	LOC115256846
OG0004075	AAEL002337	LOC109399511
OG0004076	AAEL002346	LOC109424942
OG0004077	AAEL002349	LOC109398045
OG0004078	AAEL002350	LOC109398016
OG0004079	AAEL002351	LOC134287681, LOC109398020
OG0004080	AAEL002357	LOC109431126
OG0004081	AAEL002358	LOC109425653
OG0004082	AAEL002369	LOC109409313
OG0004083	AAEL002370	LOC115258948
OG0004084	AAEL002371	LOC109410273
OG0004085	AAEL002372	LOC109409318
OG0004086	AAEL002375	LOC109409309
OG0004087	AAEL002377	LOC115258703
OG0004088	AAEL002380	LOC115258621
OG0004089	AAEL002384	LOC115258678
OG0004090	AAEL002386	LOC109419112
OG0004091	AAEL002392	LOC109410272
OG0004092	AAEL002394	LOC115266546
OG0004093	AAEL002397	LOC109410276, LOC115266529
OG0004094	AAEL002407	LOC109423494
OG0004095	AAEL002411	LOC109432145
OG0004096	AAEL002413	LOC109414073
OG0004097	AAEL002417, AAEL026967	LOC109432137
OG0004098	AAEL002419	LOC109432128
OG0004099	AAEL002422	LOC109423500
OG0004100	AAEL002425	LOC109432141
OG0004101	AAEL002428	LOC109423516
OG0004102	AAEL002430	LOC109432171
OG0004103	AAEL002436	LOC109397575
OG0004104	AAEL002437	LOC109406697
OG0004105	AAEL002446	LOC109622350
OG0004106	AAEL002456	LOC109622374
OG0004107	AAEL002464	LOC109409852
OG0004108	AAEL002465	LOC109415739
OG0004109	AAEL002469	LOC109409854
OG0004110	AAEL002474	LOC109409855
OG0004111	AAEL002487	LOC109415738
OG0004112	AAEL002488	LOC109397121
OG0004113	AAEL002493	LOC109417066
OG0004114	AAEL002501	LOC109398402
OG0004115	AAEL002512	LOC109409430
OG0004116	AAEL002523	LOC109400388
OG0004117	AAEL002525	LOC109409410
OG0004118	AAEL002529	LOC109409409
OG0004119	AAEL002539	LOC109425310
OG0004120	AAEL002542	LOC109425340
OG0004121	AAEL002544	LOC109425339
OG0004122	AAEL002546	LOC109415419
OG0004123	AAEL002547	LOC109419817
OG0004124	AAEL002548	LOC109425317
OG0004125	AAEL002549	LOC109419801
OG0004126	AAEL002554	LOC109425318
OG0004127	AAEL002557	LOC109425342
OG0004128	AAEL002559	LOC109425345
OG0004129	AAEL002563	LOC109425308
OG0004130	AAEL002565	LOC109425333
OG0004131	AAEL002566	LOC109425283
OG0004132	AAEL002567	LOC109425343
OG0004133	AAEL002571	LOC109425336
OG0004134	AAEL002583	LOC109403397
OG0004135	AAEL002586	LOC109403415
OG0004136	AAEL002607	LOC115257380
OG0004137	AAEL002614	LOC115257517
OG0004138	AAEL028210, AAEL002622	LOC134287359, LOC109426646
OG0004139	AAEL002630	LOC115257416
OG0004140	AAEL002644	LOC109399746
OG0004141	AAEL002646	LOC109427864
OG0004142	AAEL002647	LOC109424143, LOC134287076
OG0004143	AAEL002662	LOC109622324
OG0004144	AAEL002673	LOC109622323
OG0004145	AAEL002675	LOC109410826
OG0004146	AAEL002678	LOC109421243
OG0004147	AAEL002687	LOC109429786
OG0004148	AAEL002688	LOC109398287
OG0004149	AAEL002694	LOC109429784
OG0004150	AAEL002700	LOC109405985
OG0004151	AAEL002703	LOC115258213
OG0004152	AAEL002711	LOC109410096
OG0004153	AAEL002718	LOC109405983
OG0004154	AAEL002723	LOC115265400
OG0004155	AAEL002724	LOC109410364
OG0004156	AAEL002728	LOC109410370
OG0004157	AAEL002733	LOC109432151
OG0004158	AAEL002737	LOC109426805
OG0004159	AAEL002740	LOC115260665
OG0004160	AAEL002741	LOC109423485
OG0004161	AAEL002742	LOC109423458
OG0004162	AAEL002748	LOC109426806
OG0004163	AAEL002756	LOC109431926
OG0004164	AAEL006186	LOC109424051
OG0004165	AAEL002758	LOC115266062
OG0004166	AAEL002760	LOC109404422
OG0004167	AAEL002761	LOC109431900
OG0004168	AAEL002764	LOC109425537
OG0004169	AAEL002766	LOC109398981
OG0004170	AAEL002769	LOC109398973
OG0004171	AAEL002771	LOC109404398
OG0004172	AAEL002772	LOC109404399
OG0004173	AAEL002780	LOC115269993
OG0004174	AAEL002784	LOC109403855
OG0004175	AAEL002785	LOC115264227
OG0004176	AAEL002789	LOC115269988
OG0004177	AAEL002791	LOC109412789, LOC134284143
OG0004178	AAEL002792	LOC109403859
OG0004179	AAEL002800	LOC109403850
OG0004180	AAEL002804	LOC109417026
OG0004181	AAEL002805	LOC109432048
OG0004182	AAEL002808	LOC115264229
OG0004183	AAEL002809	LOC109403860
OG0004184	AAEL002810	LOC109404030
OG0004185	AAEL002813	LOC109403857
OG0004186	AAEL002819	LOC109422260
OG0004187	AAEL002822	LOC134291851
OG0004188	AAEL002825	LOC134291865
OG0004189	AAEL002831	LOC134291864
OG0004190	AAEL002832	LOC109422297
OG0004191	AAEL002833	LOC134291863
OG0004192	AAEL002834	LOC134291861
OG0004193	AAEL002837	LOC134290050
OG0004194	AAEL002850	LOC109422261
OG0004195	AAEL002852	LOC134291862
OG0004196	AAEL002853	LOC109422249
OG0004197	AAEL002856	LOC109408313
OG0004198	AAEL002869	LOC109623079
OG0004199	AAEL002877	LOC109623092
OG0004200	AAEL002879	LOC109621271
