Orthogroup	AaegyptiLVP_AGWG	AsinensisChina
OG0004620	AAEL004696	ASIC020831
OG0004621	AAEL004701	ASIC008007
OG0004623	AAEL004710	ASIC014165
OG0004624	AAEL004716	ASIC006469
OG0004625	AAEL004718, AAEL027718	ASIC006468
OG0004626	AAEL004719	ASIC006484
OG0004627	AAEL004725	ASIC009095
OG0004628	AAEL004726	ASIC014166
OG0004629	AAEL004727	ASIC006477
OG0004630	AAEL004731	ASIC004888
OG0004631	AAEL004732	ASIC006486
OG0004632	AAEL004733	ASIC017272
OG0004633	AAEL004734	ASIC004889
OG0004634	AAEL004738	ASIC013555
OG0004635	AAEL004740	ASIC013623
OG0004636	AAEL004744	ASIC013554
OG0004637	AAEL004756	ASIC014544
OG0004638	AAEL004757	ASIC014632
OG0004639	AAEL004761	ASIC010150
OG0004640	AAEL004773	ASIC006600
OG0004641	AAEL004777	ASIC013563
OG0004642	AAEL004790	ASIC009286
OG0004643	AAEL004805	ASIC000090
OG0004644	AAEL004813	ASIC015526
OG0004645	AAEL004824	ASIC017496
OG0004646	AAEL004829	ASIC002444
OG0004647	AAEL004832	ASIC021619
OG0004648	AAEL004833	ASIC002443
OG0004649	AAEL004835	ASIC015061
OG0004650	AAEL004839	ASIC021623
OG0004651	AAEL004840	ASIC019657
OG0004652	AAEL004841	ASIC019651
OG0004653	AAEL004852	ASIC019666
OG0004654	AAEL004853	ASIC019664
OG0004655	AAEL004860	ASIC002441
OG0004656	AAEL004862	ASIC017438
OG0004657	AAEL004884, AAEL004868	ASIC010496
OG0004658	AAEL026879, AAEL004869	ASIC010343
OG0004659	AAEL004873	ASIC021881
OG0004660	AAEL004874	ASIC021887
OG0004661	AAEL004881	ASIC011157
OG0004662	AAEL004897	ASIC003267
OG0004663	AAEL004898	ASIC005618
OG0004664	AAEL004900	ASIC003260
OG0004665	AAEL004910	ASIC015070
OG0004666	AAEL004911	ASIC015069
OG0004667	AAEL004913	ASIC013752
OG0004668	AAEL004916	ASIC015068
OG0004669	AAEL004918	ASIC003899
OG0004670	AAEL004936	ASIC016201
OG0004672	AAEL004942	ASIC009296
OG0004673	AAEL004958	ASIC017929
OG0004674	AAEL004975	ASIC008622
OG0004675	AAEL004977	ASIC005308
OG0004676	AAEL004978	ASIC005311
OG0004677	AAEL004980	ASIC005305
OG0004678	AAEL004981	ASIC012613
OG0004679	AAEL004982	ASIC008620
OG0004680	AAEL004984	ASIC002627
OG0004681	AAEL004985	ASIC005307
OG0004683	AAEL004988	ASIC005309
OG0004684	AAEL004989	ASIC005310
OG0004685	AAEL004991	ASIC005301
OG0004686	AAEL004995	ASIC004523
OG0004687	AAEL004997	ASIC002625
OG0004688	AAEL005014	ASIC006406
OG0004689	AAEL005016	ASIC007216
OG0004690	AAEL005021	ASIC013071
OG0004691	AAEL005022	ASIC014362
OG0004692	AAEL005023	ASIC013073
OG0004693	AAEL005025	ASIC013072
OG0004694	AAEL005035	ASIC007150
OG0004695	AAEL005037	ASIC013075
OG0004697	AAEL005039	ASIC007205
OG0004698	AAEL005044	ASIC006400
OG0004699	AAEL005046	ASIC006412
OG0004700	AAEL005047	ASIC021797, ASIC021798
OG0004701	AAEL005054	ASIC014238
OG0004702	AAEL005068	ASIC010454
OG0004703	AAEL005069	ASIC021807
OG0004704	AAEL005070	ASIC010455
OG0004705	AAEL005071	ASIC010451
OG0004706	AAEL005072	ASIC010459
OG0004707	AAEL005075	ASIC010452
OG0004708	AAEL005076	ASIC010458
OG0004709	AAEL005092	ASIC000805
OG0004710	AAEL005097	ASIC000804
OG0004711	AAEL005103	ASIC000952
OG0004712	AAEL005109	ASIC019138
OG0004713	AAEL005130	ASIC005583
OG0004714	AAEL005142	ASIC005597
OG0004715	AAEL005147	ASIC004802
OG0004716	AAEL005148	ASIC005573
OG0004717	AAEL005149	ASIC005586
OG0004718	AAEL005150	ASIC005576
OG0004719	AAEL005155	ASIC000953
OG0004720	AAEL005162	ASIC015111
OG0004721	AAEL005169	ASIC015120
OG0004722	AAEL005170	ASIC006528
OG0004723	AAEL005175	ASIC003727
OG0004724	AAEL005177	ASIC003731
OG0004725	AAEL005180	ASIC016857
OG0004726	AAEL005187	ASIC003732
OG0004727	AAEL005188	ASIC016844
OG0004728	AAEL005190	ASIC016856
OG0004729	AAEL005201	ASIC016845
OG0004730	AAEL005203	ASIC016840
OG0004731	AAEL005204	ASIC016835
OG0004732	AAEL005208	ASIC010196
OG0004733	AAEL005211	ASIC010204
OG0004734	AAEL005213	ASIC003729
OG0004735	AAEL005215	ASIC005473
OG0004736	AAEL005216	ASIC002019
OG0004737	AAEL005217	ASIC005475
OG0004738	AAEL005224	ASIC009117
OG0004739	AAEL005227	ASIC002021
OG0004740	AAEL005228	ASIC002268
OG0004741	AAEL005230	ASIC002020
OG0004742	AAEL005234	ASIC002022
OG0004743	AAEL005235	ASIC005474
OG0004744	AAEL005252	ASIC003557
OG0004745	AAEL005261	ASIC017169
OG0004746	AAEL005262	ASIC003108
OG0004747	AAEL005271	ASIC007693
OG0004748	AAEL005276	ASIC003103
OG0004749	AAEL005278	ASIC007676
OG0004750	AAEL005281	ASIC004647
OG0004751	AAEL005284	ASIC010125
OG0004752	AAEL005297	ASIC014507
OG0004753	AAEL005303	ASIC014979
OG0004754	AAEL005305	ASIC022217
OG0004755	AAEL005311	ASIC017924
OG0004756	AAEL005313	ASIC010694
OG0004757	AAEL005315	ASIC019868
OG0004758	AAEL005322	ASIC002506
OG0004759	AAEL005326	ASIC002501
OG0004760	AAEL005329	ASIC002498
OG0004761	AAEL005330	ASIC010688
OG0004762	AAEL005339	ASIC010766
OG0004763	AAEL005341	ASIC010695
OG0004764	AAEL005347	ASIC012759
OG0004766	AAEL005355	ASIC010439
OG0004767	AAEL005358	ASIC021712
OG0004768	AAEL005367	ASIC012765
OG0004769	AAEL005383	ASIC003183
OG0004770	AAEL005384	ASIC021470
OG0004771	AAEL005387	ASIC012777
OG0004772	AAEL005390	ASIC012774
OG0004773	AAEL005392	ASIC002930
OG0004776	AAEL005401	ASIC009764
OG0004777	AAEL005403	ASIC020911
OG0004778	AAEL005405	ASIC019997
OG0004779	AAEL005413	ASIC008913
OG0004780	AAEL005422	ASIC020601
OG0004781	AAEL005423	ASIC019994
OG0004782	AAEL005425	ASIC020920
OG0004783	AAEL005429	ASIC007622
OG0004784	AAEL005431	ASIC018181
OG0004785	AAEL005440	ASIC006821
OG0004786	AAEL005444	ASIC006817
OG0004787	AAEL005446	ASIC006874
OG0004788	AAEL005449	ASIC009252
OG0004789	AAEL005451	ASIC007530
OG0004790	AAEL005453	ASIC016205
OG0004791	AAEL005454	ASIC006871
OG0004792	AAEL005455	ASIC006872
OG0004793	AAEL005458	ASIC007541
OG0004794	AAEL005460	ASIC006876
OG0004795	AAEL005463	ASIC022347
OG0004796	AAEL005464	ASIC022349
OG0004797	AAEL005465	ASIC007897
OG0004798	AAEL005466	ASIC022348
OG0004799	AAEL005468	ASIC010958
OG0004800	AAEL005470	ASIC013665
OG0004801	AAEL005473	ASIC007898
OG0004802	AAEL005474	ASIC007892
OG0004803	AAEL005479	ASIC007891
OG0004804	AAEL005481	ASIC011577
OG0004805	AAEL005492	ASIC011578
OG0004806	AAEL005504	ASIC017944
OG0004807	AAEL005507	ASIC008056
OG0004808	AAEL005508	ASIC002693
OG0004809	AAEL005510	ASIC008058
OG0004810	AAEL005521	ASIC017145
OG0004811	AAEL005524	ASIC020490
OG0004812	AAEL005530	ASIC003987
OG0004813	AAEL005531	ASIC003985, ASIC003982
OG0004815	AAEL005544	ASIC002272
OG0004816	AAEL005558	ASIC019383
OG0004817	AAEL005567	ASIC008190
OG0004818	AAEL005573	ASIC019371
OG0004819	AAEL005575	ASIC019420
OG0004820	AAEL005579	ASIC019405
OG0004821	AAEL005583	ASIC017866
OG0004822	AAEL005604, AAEL005596	ASIC011533
OG0004824	AAEL005599	ASIC011537
OG0004825	AAEL005605	ASIC011550
OG0004826	AAEL005618	ASIC011596
OG0004827	AAEL005622	ASIC011597
OG0004828	AAEL005626	ASIC005154
OG0004829	AAEL005629	ASIC013320
OG0004830	AAEL005634	ASIC009843
OG0004831	AAEL005639	ASIC013470
OG0004832	AAEL005643	ASIC017297
OG0004833	AAEL005646	ASIC017708
OG0004834	AAEL005653	ASIC017294
OG0004835	AAEL005655	ASIC017719
OG0004836	AAEL005657	ASIC017710
OG0004837	AAEL005659	ASIC017720
OG0004838	AAEL005662	ASIC017301
OG0004839	AAEL005663	ASIC017296
OG0004840	AAEL005666	ASIC018867
OG0004841	AAEL005678	ASIC021109
OG0004842	AAEL005681	ASIC021116
OG0004843	AAEL005688	ASIC021110
OG0004844	AAEL005690	ASIC014422
OG0004845	AAEL005692	ASIC014437
OG0004846	AAEL005699	ASIC021111
OG0004847	AAEL005706	ASIC021113
OG0004848	AAEL005709	ASIC021112
OG0004849	AAEL005713	ASIC014075
OG0004850	AAEL005719	ASIC008011
OG0004851	AAEL005720	ASIC004762
OG0004852	AAEL005726	ASIC004471
OG0004853	AAEL005728	ASIC003874
OG0004854	AAEL005730	ASIC003845
OG0004855	AAEL005731	ASIC003872
OG0004856	AAEL005732	ASIC003875
OG0004857	AAEL005734	ASIC003855
OG0004858	AAEL005736	ASIC017334
OG0004859	AAEL005739	ASIC022132
OG0004860	AAEL005742	ASIC003844
OG0004861	AAEL005744	ASIC003876
OG0004862	AAEL005754	ASIC003857
OG0004863	AAEL005762	ASIC003849
OG0004864	AAEL005766	ASIC021124
OG0004865	AAEL005769	ASIC021557
OG0004866	AAEL005776	ASIC021126
OG0004867	AAEL005785	ASIC021125
OG0004868	AAEL005787	ASIC005235
OG0004869	AAEL005790	ASIC005233
OG0004870	AAEL005793	ASIC014857
OG0004871	AAEL005796	ASIC020958
OG0004872	AAEL005799	ASIC020955
OG0004873	AAEL005803	ASIC010483
OG0004874	AAEL005813	ASIC014856
OG0004875	AAEL005822	ASIC010484
OG0004876	AAEL005825	ASIC011009
OG0004877	AAEL005826	ASIC007548
OG0004878	AAEL005827	ASIC017148
OG0004879	AAEL005830	ASIC002903
OG0004880	AAEL005831	ASIC017147
OG0004881	AAEL005832	ASIC009714
OG0004882	AAEL005837	ASIC006303
OG0004883	AAEL005839	ASIC007088
OG0004884	AAEL005840	ASIC005121
OG0004885	AAEL005845	ASIC009341
OG0004886	AAEL005850	ASIC011813
OG0004887	AAEL005856	ASIC003888
OG0004889	AAEL005861	ASIC009338
OG0004890	AAEL005870	ASIC015512
OG0004891	AAEL005874	ASIC019858
OG0004892	AAEL005879	ASIC019847
OG0004893	AAEL005888	ASIC019848
OG0004894	AAEL005891, AAEL022858	ASIC009901
OG0004895	AAEL005897	ASIC004176
OG0004896	AAEL005902	ASIC012534
OG0004897	AAEL005904	ASIC012537
OG0004898	AAEL005906	ASIC004172
OG0004899	AAEL005908	ASIC000397
OG0004900	AAEL005909	ASIC012533
OG0004901	AAEL005911	ASIC000333
OG0004902	AAEL005913	ASIC012535
OG0004903	AAEL005915	ASIC020257
OG0004905	AAEL005928	ASIC007060
OG0004906	AAEL005929	ASIC021520
OG0004907	AAEL005931	ASIC007059
OG0004908	AAEL005936	ASIC020268
OG0004910	AAEL005946	ASIC008703
OG0004911	AAEL005947	ASIC004161
OG0004912	AAEL005951	ASIC008702
OG0004913	AAEL005959	ASIC010314
OG0004914	AAEL005968	ASIC017644
OG0004915	AAEL005976	ASIC016299
OG0004916	AAEL005977	ASIC016305
OG0004917	AAEL005980	ASIC016293
OG0004918	AAEL005985	ASIC016312
OG0004919	AAEL026797, AAEL006001	ASIC007198
OG0004920	AAEL006002	ASIC007200
OG0004921	AAEL006009	ASIC007186
OG0004922	AAEL006010	ASIC007199
OG0004923	AAEL006012	ASIC007196
OG0004924	AAEL006016	ASIC005074
OG0004925	AAEL006022	ASIC021689
OG0004926	AAEL006025	ASIC014960
OG0004927	AAEL006027	ASIC014963
OG0004928	AAEL006036	ASIC015487
OG0004929	AAEL006048	ASIC004551
OG0004930	AAEL006050	ASIC004540
OG0004931	AAEL006051	ASIC004552
OG0004932	AAEL006055	ASIC004544
OG0004933	AAEL006056	ASIC004563
OG0004934	AAEL006059	ASIC004541
OG0004935	AAEL006062	ASIC004545
OG0004936	AAEL006064	ASIC020867
OG0004937	AAEL006065	ASIC014086
OG0004938	AAEL006066	ASIC020865
OG0004939	AAEL006067	ASIC009873
OG0004940	AAEL006069	ASIC020868
OG0004941	AAEL006071	ASIC014085
OG0004942	AAEL006073	ASIC014709
OG0004943	AAEL006080	ASIC020965
OG0004944	AAEL006087	ASIC014846
OG0004945	AAEL006091	ASIC015250
OG0004946	AAEL006098	ASIC015249
OG0004947	AAEL006103	ASIC015243
OG0004948	AAEL006107	ASIC015251
OG0004949	AAEL006115	ASIC000895
OG0004950	AAEL006116	ASIC011856
OG0004951	AAEL006117	ASIC000896
OG0004952	AAEL006118	ASIC012570
OG0004953	AAEL006120	ASIC012574
OG0004954	AAEL006124	ASIC011581
OG0004955	AAEL006125	ASIC002833
OG0004956	AAEL006129	ASIC005343
OG0004957	AAEL006133	ASIC005345
OG0004958	AAEL006134	ASIC002753
OG0004959	AAEL006137	ASIC007051
OG0004960	AAEL006139	ASIC007050
OG0004961	AAEL006140	ASIC008223
OG0004962	AAEL006142	ASIC005331
OG0004963	AAEL006150	ASIC005342
OG0004964	AAEL006154	ASIC004848
OG0004966	AAEL006167	ASIC007955
OG0004967	AAEL006175	ASIC005047
OG0004969	AAEL006185	ASIC004130
OG0004970	AAEL006189	ASIC015152, ASIC015141
OG0004972	AAEL006208	ASIC003511
OG0004973	AAEL006219	ASIC012934
OG0004974	AAEL006224	ASIC019778
OG0004975	AAEL006231	ASIC021222
OG0004976	AAEL006234	ASIC004660
OG0004977	AAEL006235	ASIC002543
OG0004978	AAEL006251	ASIC012666
OG0004979	AAEL006254	ASIC012674
OG0004980	AAEL006262	ASIC021257
OG0004981	AAEL006265	ASIC009200
OG0004982	AAEL006267	ASIC009197
OG0004983	AAEL006271	ASIC012954
OG0004985	AAEL006277	ASIC021246
OG0004986	AAEL006282	ASIC012955
OG0004987	AAEL006286	ASIC017666
OG0004988	AAEL006298	ASIC017693
OG0004989	AAEL006299	ASIC017555
OG0004990	AAEL006300	ASIC017704
OG0004991	AAEL006308	ASIC012295
OG0004992	AAEL006310	ASIC012310
OG0004994	AAEL006322	ASIC012301
OG0004995	AAEL006329	ASIC022200
OG0004996	AAEL006330	ASIC014763
OG0004997	AAEL006339	ASIC014753
OG0004999	AAEL006346	ASIC014799
OG0005000	AAEL006350	ASIC014807
OG0005001	AAEL006352	ASIC014812
OG0005002	AAEL006362	ASIC006785
OG0005003	AAEL006364	ASIC006353
OG0005005	AAEL006373	ASIC006354
OG0005006	AAEL006374	ASIC017020
OG0005007	AAEL006400	ASIC010630
OG0005008	AAEL006401	ASIC010593
OG0005009	AAEL006407	ASIC010641
OG0005010	AAEL006409	ASIC012129
OG0005011	AAEL006412	ASIC012031
OG0005012	AAEL006413	ASIC012140
OG0005013	AAEL006419	ASIC006071
OG0005014	AAEL006420	ASIC010607
OG0005015	AAEL006432	ASIC009992
OG0005016	AAEL006433	ASIC009997
OG0005017	AAEL006436	ASIC010000
OG0005018	AAEL006437	ASIC009981
OG0005019	AAEL006438	ASIC020709
OG0005020	AAEL006439	ASIC013102
OG0005021	AAEL006441	ASIC009983
OG0005022	AAEL006446	ASIC013101
OG0005023	AAEL006447	ASIC020742
OG0005024	AAEL006451	ASIC009995
OG0005025	AAEL006453	ASIC015270
OG0005026	AAEL006459	ASIC015269
OG0005027	AAEL006460	ASIC015340
OG0005028	AAEL006462	ASIC015329
OG0005029	AAEL006476	ASIC013409
OG0005030	AAEL006478	ASIC016206
OG0005031	AAEL006480	ASIC011446
OG0005032	AAEL006482	ASIC011460
OG0005033	AAEL006490	ASIC011442
OG0005034	AAEL006491	ASIC011461
OG0005035	AAEL006502	ASIC011453
OG0005036	AAEL006508	ASIC007269
OG0005037	AAEL006509	ASIC007263
OG0005038	AAEL006511	ASIC007416
OG0005039	AAEL006514	ASIC007252
OG0005040	AAEL006516	ASIC007268
OG0005041	AAEL006518, AAEL025432	ASIC007265
OG0005042	AAEL006520	ASIC007262
OG0005043	AAEL006522	ASIC007415
OG0005044	AAEL006536	ASIC012899
OG0005045	AAEL006539	ASIC012913
OG0005046	AAEL006540	ASIC012904
OG0005047	AAEL006543	ASIC002889
OG0005048	AAEL006547	ASIC002894
OG0005049	AAEL006549	ASIC002887
OG0005050	AAEL006551	ASIC002893
OG0005051	AAEL006552	ASIC012911
OG0005052	AAEL006557	ASIC002891
OG0005053	AAEL006560	ASIC012912
OG0005054	AAEL006564	ASIC012985
OG0005055	AAEL006577	ASIC011103
OG0005056	AAEL006581	ASIC020134
OG0005057	AAEL006582	ASIC018986
OG0005058	AAEL006587	ASIC011102
OG0005059	AAEL006589	ASIC003589
OG0005060	AAEL006597	ASIC003570
OG0005061	AAEL006601	ASIC003745
OG0005062	AAEL006609	ASIC014384
OG0005063	AAEL006610	ASIC007227
OG0005064	AAEL006611	ASIC007444
OG0005065	AAEL006625	ASIC007447
OG0005066	AAEL006634	ASIC016004
OG0005067	AAEL006635	ASIC022179
OG0005068	AAEL006636	ASIC022180
OG0005069	AAEL006646	ASIC004286
OG0005071	AAEL006649	ASIC020805
OG0005073	AAEL006653	ASIC011458
OG0005074	AAEL006654	ASIC004287
OG0005075	AAEL006655	ASIC011381
OG0005076	AAEL006660	ASIC004288
OG0005077	AAEL006663	ASIC009955
OG0005078	AAEL006666	ASIC017269
OG0005079	AAEL006667	ASIC009996
OG0005080	AAEL006669	ASIC017265
OG0005081	AAEL006676	ASIC017264
OG0005082	AAEL006677	ASIC017270
OG0005083	AAEL006682	ASIC014665
OG0005084	AAEL006685	ASIC009957
OG0005085	AAEL006693	ASIC018123
OG0005086	AAEL006698	ASIC018124
OG0005087	AAEL006705	ASIC018106
OG0005088	AAEL006707	ASIC003523
OG0005089	AAEL006711	ASIC020816
OG0005090	AAEL006712	ASIC012785
OG0005091	AAEL006713	ASIC003520
OG0005092	AAEL006715	ASIC015105
OG0005093	AAEL006717	ASIC016628
OG0005094	AAEL006723	ASIC003122
OG0005095	AAEL006724	ASIC003117
OG0005096	AAEL006725	ASIC003118
OG0005097	AAEL006727	ASIC016330
OG0005098	AAEL006733	ASIC016331
OG0005099	AAEL006735	ASIC016265
OG0005100	AAEL006736	ASIC016328
OG0005101	AAEL006740	ASIC014855
OG0005102	AAEL006747	ASIC016287
OG0005103	AAEL006755	ASIC016329
OG0005104	AAEL006760	ASIC012022
OG0005105	AAEL006762	ASIC004986
OG0005106	AAEL006771	ASIC005002
OG0005107	AAEL006779	ASIC012023
OG0005108	AAEL006782	ASIC001787
OG0005109	AAEL006788	ASIC013239
OG0005110	AAEL006789	ASIC013238
OG0005111	AAEL006791	ASIC001788
OG0005112	AAEL006794	ASIC017828
OG0005113	AAEL006799	ASIC012631
OG0005114	AAEL006800	ASIC017827
OG0005115	AAEL006801	ASIC017829
OG0005116	AAEL006808	ASIC017830
OG0005117	AAEL006819	ASIC008046
OG0005118	AAEL006820	ASIC007567
OG0005119	AAEL006824	ASIC009654
OG0005120	AAEL006826	ASIC007552
OG0005121	AAEL006833	ASIC010552
OG0005122	AAEL006834	ASIC000878
OG0005123	AAEL006836	ASIC010553
OG0005124	AAEL006843	ASIC000876
OG0005125	AAEL006845	ASIC000872
OG0005126	AAEL006847	ASIC000873
OG0005127	AAEL006848	ASIC000877
OG0005128	AAEL006855	ASIC015442
OG0005130	AAEL006870	ASIC015445
OG0005131	AAEL006872	ASIC017798
OG0005132	AAEL006879	ASIC003696
OG0005133	AAEL006880	ASIC003694
OG0005134	AAEL006881	ASIC003708
OG0005135	AAEL006884	ASIC003692
OG0005136	AAEL006885	ASIC003711
OG0005137	AAEL006888	ASIC003709
OG0005138	AAEL006890	ASIC003706
OG0005139	AAEL006895	ASIC003712
OG0005140	AAEL006905	ASIC013412
OG0005142	AAEL006910	ASIC007465
OG0005143	AAEL006912	ASIC008355
OG0005144	AAEL006915	ASIC001844
OG0005146	AAEL006928	ASIC003672
OG0005147	AAEL006934	ASIC003671
OG0005148	AAEL006936, AAEL006949	ASIC007089
OG0005149	AAEL006938	ASIC021810
OG0005150	AAEL006946	ASIC009027
OG0005151	AAEL006956	ASIC021459
OG0005152	AAEL006958	ASIC000603
OG0005153	AAEL006963	ASIC006419
OG0005154	AAEL006969	ASIC002678
OG0005155	AAEL006972	ASIC006418
OG0005156	AAEL006973	ASIC006445
OG0005157	AAEL006975	ASIC007440
OG0005158	AAEL006976	ASIC006443
OG0005159	AAEL006991	ASIC005306
OG0005160	AAEL024395, AAEL007004	ASIC020123
OG0005161	AAEL007011	ASIC020128
OG0005163	AAEL024885, AAEL007026, AAEL007017	ASIC005320
OG0005164	AAEL007018	ASIC005295
OG0005165	AAEL007019	ASIC020157
OG0005166	AAEL007023	ASIC005319
OG0005167	AAEL007029	ASIC006776
OG0005168	AAEL007038	ASIC006781
OG0005169	AAEL007041	ASIC018017
OG0005170	AAEL007042	ASIC015514
OG0005171	AAEL007043	ASIC015513
OG0005172	AAEL007050	ASIC005054
OG0005174	AAEL007062	ASIC018010
OG0005175	AAEL007065	ASIC006002
OG0005176	AAEL007069	ASIC006003
OG0005177	AAEL007084	ASIC011608
OG0005178	AAEL007088	ASIC015083
OG0005179	AAEL007092	ASIC011611
OG0005180	AAEL007100	ASIC021207
OG0005181	AAEL007104	ASIC018546
OG0005182	AAEL007105	ASIC018561
OG0005183	AAEL007114	ASIC017671
OG0005184	AAEL007120	ASIC006458
OG0005185	AAEL007127	ASIC004664
OG0005186	AAEL007129	ASIC014220
OG0005187	AAEL007130	ASIC004663
OG0005188	AAEL007132	ASIC004662
OG0005189	AAEL007137	ASIC008361
OG0005190	AAEL007149	ASIC005782
OG0005191	AAEL007158	ASIC021000
OG0005192	AAEL007160	ASIC005786
OG0005193	AAEL007162	ASIC020999
OG0005194	AAEL007164	ASIC020994
OG0005195	AAEL007173	ASIC018418
OG0005196	AAEL007184	ASIC018407
OG0005197	AAEL007185	ASIC017715
OG0005198	AAEL007189	ASIC014586
OG0005199	AAEL007191	ASIC014589
OG0005200	AAEL007196	ASIC014567
OG0005201	AAEL007200	ASIC011713
OG0005203	AAEL007206	ASIC011714
OG0005204	AAEL007211	ASIC011120
OG0005205	AAEL007221	ASIC013846
OG0005206	AAEL007227	ASIC013840
OG0005207	AAEL007235	ASIC006116
OG0005208	AAEL007237	ASIC006113
OG0005209	AAEL007239	ASIC013841
OG0005210	AAEL007240	ASIC013850
OG0005211	AAEL007247	ASIC011917
OG0005212	AAEL007252	ASIC017846
OG0005213	AAEL007253	ASIC017843
OG0005214	AAEL007256	ASIC005045
OG0005215	AAEL007258	ASIC017844
OG0005216	AAEL007259	ASIC017849
OG0005217	AAEL007260	ASIC011919
OG0005218	AAEL007261	ASIC017847
OG0005219	AAEL007267	ASIC005044
OG0005220	AAEL007268	ASIC003949
OG0005221	AAEL007271	ASIC017198
OG0005222	AAEL007279	ASIC017193
OG0005223	AAEL007286	ASIC008008
OG0005224	AAEL007288	ASIC008009
OG0005225	AAEL007290	ASIC020680
OG0005226	AAEL007292	ASIC008006
OG0005227	AAEL007302	ASIC020687
OG0005228	AAEL007303	ASIC008005
OG0005229	AAEL007304	ASIC020086
OG0005230	AAEL007305	ASIC008003
OG0005231	AAEL007306	ASIC013295
OG0005232	AAEL007307	ASIC020250
OG0005233	AAEL007309	ASIC012514, ASIC012503
OG0005234	AAEL007310	ASIC009846
OG0005235	AAEL007313	ASIC016477
OG0005236	AAEL007316	ASIC016482
OG0005237	AAEL007317	ASIC016485
OG0005238	AAEL007321	ASIC016484
OG0005239	AAEL007328	ASIC009941
OG0005240	AAEL007329	ASIC020745
OG0005241	AAEL007332	ASIC020744
OG0005242	AAEL007342	ASIC010820
OG0005243	AAEL007354	ASIC008408
OG0005244	AAEL007355	ASIC008405
OG0005245	AAEL007366	ASIC016035
OG0005246	AAEL007372	ASIC013460
OG0005247	AAEL007373	ASIC013343
OG0005248	AAEL007374	ASIC013459
OG0005249	AAEL007382	ASIC016533
OG0005250	AAEL007387	ASIC021046
OG0005251	AAEL007392	ASIC015434
OG0005252	AAEL007393	ASIC015408
OG0005253	AAEL007397	ASIC015411
OG0005254	AAEL007401	ASIC015405
OG0005255	AAEL007410	ASIC016380
OG0005256	AAEL007414	ASIC011719
OG0005257	AAEL007422	ASIC012344
OG0005258	AAEL007423	ASIC012350
OG0005259	AAEL007439	ASIC003169
OG0005260	AAEL007441	ASIC006587
OG0005261	AAEL007442	ASIC003168
OG0005262	AAEL007443	ASIC003170
OG0005263	AAEL007451	ASIC003165
OG0005264	AAEL007452	ASIC006590
OG0005265	AAEL007462	ASIC019788
OG0005266	AAEL007472	ASIC012925
OG0005267	AAEL007480	ASIC003070
OG0005268	AAEL007481	ASIC011970
OG0005269	AAEL007482	ASIC013972
OG0005270	AAEL007483	ASIC004087
OG0005271	AAEL007484	ASIC013314
OG0005272	AAEL007493	ASIC004084
OG0005273	AAEL007495	ASIC012656
OG0005274	AAEL007502	ASIC016502
OG0005275	AAEL007509	ASIC003210
OG0005276	AAEL007521	ASIC012377
OG0005277	AAEL007523	ASIC021811
OG0005278	AAEL007525	ASIC011008
OG0005279	AAEL007526	ASIC012375
OG0005280	AAEL007534	ASIC020045
OG0005281	AAEL007535	ASIC020035
OG0005282	AAEL007539	ASIC008357
OG0005283	AAEL007542	ASIC006050
OG0005284	AAEL007547	ASIC019803
OG0005285	AAEL007548	ASIC006051
OG0005286	AAEL007549	ASIC006112
OG0005287	AAEL007554	ASIC017231
OG0005288	AAEL007555	ASIC017230
OG0005289	AAEL024676, AAEL007556	ASIC017228
OG0005290	AAEL007558	ASIC008658
OG0005291	AAEL007559	ASIC006611
OG0005292	AAEL007560	ASIC000263
OG0005293	AAEL007562	ASIC008665
OG0005294	AAEL007563	ASIC008663
OG0005295	AAEL007566	ASIC016256
OG0005296	AAEL007572, AAEL020170	ASIC010832
OG0005297	AAEL007573	ASIC010830
OG0005298	AAEL007579	ASIC007968
OG0005299	AAEL007607	ASIC009371
OG0005300	AAEL007624	ASIC019084
OG0005301	AAEL007626	ASIC019060
OG0005302	AAEL007633	ASIC011374
OG0005304	AAEL007637	ASIC020273
OG0005305	AAEL007641	ASIC021015
OG0005306	AAEL007642	ASIC021354
OG0005307	AAEL007644	ASIC021009
OG0005308	AAEL007646	ASIC021014
OG0005309	AAEL007651	ASIC009671
OG0005310	AAEL007653	ASIC006355
OG0005311	AAEL007656	ASIC002463
OG0005312	AAEL007657	ASIC016638
OG0005313	AAEL007658	ASIC010253
OG0005314	AAEL007660	ASIC020420
OG0005315	AAEL007661	ASIC007664
OG0005316	AAEL007670	ASIC005924
OG0005317	AAEL007672	ASIC015403
OG0005318	AAEL007674	ASIC015401
OG0005319	AAEL007684	ASIC002805
OG0005321	AAEL007690	ASIC002809
OG0005322	AAEL007693	ASIC002788
OG0005323	AAEL007701	ASIC007228
OG0005324	AAEL007702	ASIC007236
OG0005325	AAEL007705	ASIC007230
OG0005326	AAEL007707	ASIC007231
OG0005328	AAEL007715	ASIC019312
OG0005329	AAEL007716	ASIC009326
OG0005330	AAEL007717	ASIC009328
OG0005331	AAEL007718	ASIC019314
OG0005332	AAEL007720	ASIC009327
OG0005333	AAEL007725	ASIC005403
OG0005334	AAEL007729	ASIC018703
OG0005335	AAEL007730	ASIC018702
OG0005336	AAEL007738	ASIC018790
OG0005337	AAEL007739	ASIC018705
OG0005338	AAEL007750	ASIC005252
OG0005339	AAEL007763	ASIC013496
OG0005340	AAEL007765	ASIC008504
OG0005341	AAEL007767	ASIC008505
