Orthogroup	AaegyptiLVP_AGWG	AdirusWRAIR2
OG0004658	AAEL026879, AAEL004869	ADIR003033
OG0004659	AAEL004873	ADIR004426
OG0004660	AAEL004874	ADIR004429
OG0004661	AAEL004881	ADIR003279
OG0004662	AAEL004897	ADIR004274
OG0004663	AAEL004898	ADIR004279
OG0004664	AAEL004900	ADIR004278
OG0004665	AAEL004910	ADIR006925
OG0004666	AAEL004911	ADIR006924
OG0004667	AAEL004913	ADIR004283
OG0004668	AAEL004916	ADIR006923
OG0004669	AAEL004918	ADIR009324
OG0004670	AAEL004936	ADIR004020
OG0004671	AAEL004938	ADIR009330
OG0004672	AAEL004942	ADIR005686
OG0004674	AAEL004975	ADIR009405
OG0004675	AAEL004977	ADIR010849
OG0004676	AAEL004978	ADIR010904
OG0004677	AAEL004980	ADIR010847
OG0004678	AAEL004981	ADIR006335
OG0004679	AAEL004982	ADIR009404
OG0004680	AAEL004984	ADIR009427
OG0004681	AAEL004985	ADIR010848
OG0004682	AAEL004987	ADIR006332
OG0004683	AAEL004988	ADIR010851
OG0004684	AAEL004989	ADIR010903
OG0004685	AAEL004991	ADIR010843
OG0004686	AAEL004995	ADIR005003
OG0004687	AAEL004997	ADIR009358
OG0004688	AAEL005014	ADIR006148
OG0004689	AAEL005016	ADIR005983
OG0004690	AAEL005021	ADIR011160
OG0004691	AAEL005022	ADIR011328
OG0004692	AAEL005023	ADIR000589
OG0004693	AAEL005025	ADIR011159
OG0004694	AAEL005035	ADIR005928
OG0004695	AAEL005037	ADIR000590
OG0004696	AAEL005038	ADIR005985
OG0004697	AAEL005039	ADIR009769
OG0004698	AAEL005044	ADIR006146
OG0004699	AAEL005046	ADIR006150, ADIR011454
OG0004700	AAEL005047	ADIR002989
OG0004701	AAEL005054	ADIR009086
OG0004702	AAEL005068	ADIR009092
OG0004703	AAEL005069	ADIR002984
OG0004704	AAEL005070	ADIR009093
OG0004705	AAEL005071	ADIR004504
OG0004706	AAEL005072	ADIR009099
OG0004707	AAEL005075	ADIR004505
OG0004708	AAEL005076	ADIR009098
OG0004709	AAEL005092	ADIR006422
OG0004710	AAEL005097	ADIR006421
OG0004711	AAEL005103	ADIR003756
OG0004712	AAEL005109	ADIR003652
OG0004713	AAEL005130	ADIR009762
OG0004714	AAEL005142	ADIR005769
OG0004715	AAEL005147	ADIR002130
OG0004716	AAEL005148	ADIR009765
OG0004717	AAEL005149	ADIR009760
OG0004718	AAEL005150	ADIR009764
OG0004719	AAEL005155	ADIR003757
OG0004720	AAEL005162	ADIR006705
OG0004721	AAEL005169	ADIR006702
OG0004722	AAEL005170	ADIR004945
OG0004723	AAEL005175	ADIR007130
OG0004724	AAEL005177	ADIR007134
OG0004725	AAEL005180	ADIR007765
OG0004726	AAEL005187	ADIR007135
OG0004727	AAEL005188	ADIR007773
OG0004728	AAEL005190	ADIR007768
OG0004729	AAEL005201	ADIR007772
OG0004730	AAEL005203	ADIR007775
OG0004731	AAEL005204	ADIR007780
OG0004732	AAEL005208	ADIR007142
OG0004733	AAEL005211	ADIR007145
OG0004734	AAEL005213	ADIR007132
OG0004735	AAEL005215	ADIR015673
OG0004736	AAEL005216	ADIR006542
OG0004737	AAEL005217	ADIR015895
OG0004738	AAEL005224	ADIR008376
OG0004739	AAEL005227	ADIR006544
OG0004740	AAEL005228	ADIR006537
OG0004741	AAEL005230	ADIR006543
OG0004742	AAEL005234	ADIR015894
OG0004743	AAEL005235	ADIR015896
OG0004744	AAEL005252	ADIR005352
OG0004745	AAEL005261	ADIR005198
OG0004746	AAEL005262	ADIR008752
OG0004747	AAEL005271	ADIR001010
OG0004748	AAEL005276	ADIR008747
OG0004749	AAEL005278	ADIR001279
OG0004750	AAEL005281	ADIR005332
OG0004751	AAEL005284	ADIR009290
OG0004752	AAEL005297	ADIR000202
OG0004753	AAEL005303	ADIR009177
OG0004754	AAEL005305	ADIR001872
OG0004755	AAEL005311	ADIR000400
OG0004756	AAEL005313	ADIR009433
OG0004757	AAEL005315	ADIR006986
OG0004758	AAEL005322	ADIR006987
OG0004759	AAEL005326	ADIR006992
OG0004760	AAEL005329	ADIR006994
OG0004761	AAEL005330	ADIR009428
OG0004762	AAEL005339	ADIR006795
OG0004763	AAEL005341	ADIR009434
OG0004764	AAEL005347	ADIR008531
OG0004765	AAEL005354	ADIR010718
OG0004766	AAEL005355	ADIR004996
OG0004767	AAEL005358	ADIR010715
OG0004768	AAEL005367	ADIR008527
OG0004769	AAEL005383	ADIR011492
OG0004770	AAEL005384	ADIR006462
OG0004771	AAEL005387	ADIR011497
OG0004772	AAEL005390	ADIR011500
OG0004773	AAEL005392	ADIR011490
OG0004774	AAEL027245, AAEL005399	ADIR005385
OG0004775	AAEL005400	ADIR003388
OG0004776	AAEL005401	ADIR008403
OG0004777	AAEL005403	ADIR005389
OG0004778	AAEL005405	ADIR002914
OG0004779	AAEL005413	ADIR008896
OG0004780	AAEL005422	ADIR005426
OG0004781	AAEL005423	ADIR002912
OG0004782	AAEL005425	ADIR005383
OG0004783	AAEL005429	ADIR001324
OG0004784	AAEL005431	ADIR000486
OG0004785	AAEL005440	ADIR001222
OG0004786	AAEL005444	ADIR001224
OG0004787	AAEL005446	ADIR004836
OG0004788	AAEL005449	ADIR000760
OG0004789	AAEL005451	ADIR004013
OG0004790	AAEL005453	ADIR004016
OG0004791	AAEL005454	ADIR004833
OG0004792	AAEL005455	ADIR004834
OG0004793	AAEL005458	ADIR004012
OG0004794	AAEL005460	ADIR004837
OG0004795	AAEL005463	ADIR000011
OG0004796	AAEL005464	ADIR000009
OG0004797	AAEL005465	ADIR002159
OG0004798	AAEL005466	ADIR000010
OG0004799	AAEL005468	ADIR011546
OG0004800	AAEL005470	ADIR009476
OG0004801	AAEL005473	ADIR002160
OG0004802	AAEL005474	ADIR002155
OG0004803	AAEL005479	ADIR002154
OG0004804	AAEL005481	ADIR010107
OG0004805	AAEL005492	ADIR016107
OG0004806	AAEL005504	ADIR009671
OG0004807	AAEL005507	ADIR008997
OG0004808	AAEL005508	ADIR009000
OG0004809	AAEL005510	ADIR009027
OG0004810	AAEL005521	ADIR005209
OG0004811	AAEL005524	ADIR001296
OG0004812	AAEL005530	ADIR001211
OG0004813	AAEL005531	ADIR001214
OG0004814	AAEL005535	ADIR011291
OG0004815	AAEL005544	ADIR006529
OG0004816	AAEL005558	ADIR009565
OG0004817	AAEL005567	ADIR003072
OG0004818	AAEL005573	ADIR009564
OG0004819	AAEL005575	ADIR009572
OG0004820	AAEL005579	ADIR009566
OG0004821	AAEL005583	ADIR000430
OG0004822	AAEL005604, AAEL005596	ADIR009986
OG0004823	AAEL012074, AAEL005598	ADIR008957
OG0004824	AAEL005599	ADIR009988, ADIR009984
OG0004825	AAEL005605	ADIR009979
OG0004826	AAEL005618	ADIR010022
OG0004827	AAEL005622	ADIR010023
OG0004828	AAEL005626	ADIR001097
OG0004829	AAEL005629	ADIR002861
OG0004830	AAEL005634	ADIR003208
OG0004831	AAEL005639	ADIR009264
OG0004832	AAEL005643	ADIR011185
OG0004833	AAEL005646	ADIR000575
OG0004834	AAEL005653	ADIR011183
OG0004835	AAEL005655	ADIR000578
OG0004836	AAEL005657	ADIR000576
OG0004837	AAEL005659	ADIR000579
OG0004838	AAEL005662	ADIR011188
OG0004839	AAEL005663	ADIR011184
OG0004840	AAEL005666	ADIR004265
OG0004841	AAEL005678	ADIR010294
OG0004842	AAEL005681	ADIR010299
OG0004843	AAEL005688	ADIR010295
OG0004844	AAEL005690	ADIR011296
OG0004845	AAEL005692	ADIR011284
OG0004846	AAEL005699	ADIR010296
OG0004847	AAEL005706	ADIR010298
OG0004848	AAEL005709	ADIR010297
OG0004849	AAEL005713	ADIR003473
OG0004850	AAEL005719	ADIR003106
OG0004851	AAEL005720	ADIR001778
OG0004852	AAEL005726	ADIR001082
OG0004853	AAEL005728	ADIR010919
OG0004854	AAEL005730	ADIR010915
OG0004855	AAEL005731	ADIR010920
OG0004856	AAEL005732	ADIR010918
OG0004857	AAEL005734	ADIR010921
OG0004858	AAEL005736	ADIR009691
OG0004859	AAEL005739	ADIR005111
OG0004860	AAEL005742	ADIR010923
OG0004861	AAEL005744	ADIR010917
OG0004862	AAEL005754	ADIR010908
OG0004863	AAEL005762	ADIR010913
OG0004864	AAEL005766	ADIR010300
OG0004865	AAEL005769	ADIR010305
OG0004866	AAEL005776	ADIR010302
OG0004867	AAEL005785	ADIR010301
OG0004868	AAEL005787	ADIR004585
OG0004869	AAEL005790	ADIR001106
OG0004870	AAEL005793	ADIR006653
OG0004871	AAEL005796	ADIR006592
OG0004872	AAEL005799	ADIR006594
OG0004873	AAEL005803	ADIR003444
OG0004874	AAEL005813	ADIR006652
OG0004875	AAEL005822	ADIR003443
OG0004876	AAEL005825	ADIR016081
OG0004877	AAEL005826	ADIR003959
OG0004878	AAEL005827	ADIR005206
OG0004879	AAEL005830	ADIR008814
OG0004880	AAEL005831	ADIR005207
OG0004881	AAEL005832	ADIR003958
OG0004882	AAEL005837	ADIR000847
OG0004883	AAEL005839	ADIR001517
OG0004884	AAEL005840	ADIR000979
OG0004885	AAEL005845	ADIR005264
OG0004886	AAEL005850	ADIR011708
OG0004887	AAEL005856	ADIR005232
OG0004888	AAEL005857	ADIR002059
OG0004889	AAEL005861	ADIR005266
OG0004890	AAEL005870	ADIR000226
OG0004891	AAEL005874	ADIR006979
OG0004892	AAEL005879	ADIR007186
OG0004893	AAEL005888	ADIR006975
OG0004894	AAEL005891, AAEL022858	ADIR007357
OG0004895	AAEL005897	ADIR003527
OG0004896	AAEL005902	ADIR003536
OG0004897	AAEL005904	ADIR003534
OG0004898	AAEL005906	ADIR003532
OG0004899	AAEL005908	ADIR005508
OG0004900	AAEL005909	ADIR003537
OG0004901	AAEL005911	ADIR010656
OG0004902	AAEL005913	ADIR003535
OG0004903	AAEL005915	ADIR002502
OG0004904	AAEL005926	ADIR004039
OG0004905	AAEL005928	ADIR008475
OG0004906	AAEL005929	ADIR002825
OG0004907	AAEL005931	ADIR008476
OG0004908	AAEL005936	ADIR008377
OG0004909	AAEL005939, AAEL020519	ADIR008378
OG0004910	AAEL005946	ADIR003433
OG0004911	AAEL005947	ADIR003429
OG0004912	AAEL005951	ADIR003432
OG0004913	AAEL005959	ADIR000300
OG0004914	AAEL005968	ADIR011261
OG0004915	AAEL005976	ADIR007398
OG0004916	AAEL005977	ADIR007395
OG0004917	AAEL005980	ADIR007399
OG0004918	AAEL005985	ADIR007389
OG0004919	AAEL026797, AAEL006001	ADIR005999
OG0004920	AAEL006002	ADIR006002
OG0004921	AAEL006009	ADIR005990
OG0004922	AAEL006010	ADIR006001
OG0004923	AAEL006012	ADIR005997
OG0004924	AAEL006016	ADIR001843
OG0004925	AAEL006022	ADIR010727
OG0004926	AAEL006025	ADIR009194
OG0004927	AAEL006027	ADIR009192
OG0004928	AAEL006036	ADIR000247
OG0004929	AAEL006048	ADIR005303
OG0004930	AAEL006050	ADIR005309
OG0004931	AAEL006051	ADIR005302
OG0004932	AAEL006055	ADIR005306
OG0004933	AAEL006056	ADIR016145
OG0004934	AAEL006059	ADIR005308
OG0004935	AAEL006062	ADIR005305
OG0004936	AAEL006064	ADIR003396
OG0004937	AAEL006065	ADIR003480
OG0004938	AAEL006066	ADIR003398
OG0004939	AAEL006067	ADIR002887
OG0004940	AAEL006069	ADIR003395
OG0004941	AAEL006071	ADIR003479
OG0004942	AAEL006073	ADIR003300
OG0004943	AAEL006080	ADIR006587
OG0004944	AAEL006087	ADIR006648
OG0004945	AAEL006091	ADIR002109
OG0004946	AAEL006098	ADIR002108
OG0004947	AAEL006103	ADIR002106
OG0004948	AAEL006107	ADIR002111
OG0004949	AAEL006115	ADIR000160
OG0004950	AAEL006116	ADIR005526
OG0004951	AAEL006117	ADIR000159
OG0004952	AAEL006118	ADIR002944
OG0004953	AAEL006120	ADIR002947
OG0004954	AAEL006124	ADIR010113
OG0004955	AAEL006125	ADIR010391
OG0004956	AAEL006129	ADIR003152
OG0004957	AAEL006133	ADIR003150
OG0004958	AAEL006134	ADIR010318
OG0004959	AAEL006137	ADIR008482
OG0004960	AAEL006139	ADIR008483
OG0004961	AAEL006140	ADIR002481
OG0004962	AAEL006142	ADIR003147
OG0004963	AAEL006150	ADIR003153
OG0004964	AAEL006154	ADIR010388
OG0004965	AAEL006166	ADIR002928
OG0004966	AAEL006167	ADIR005600
OG0004967	AAEL006175	ADIR001824
OG0004968	AAEL006180	ADIR003029
OG0004969	AAEL006185	ADIR010399
OG0004971	AAEL006201	ADIR002549
OG0004972	AAEL006208	ADIR006622
OG0004973	AAEL006219	ADIR008146
OG0004974	AAEL006224	ADIR007231
OG0004975	AAEL006231	ADIR010662
OG0004976	AAEL006234	ADIR005323
OG0004977	AAEL006235	ADIR006841
OG0004978	AAEL006251	ADIR002461
OG0004979	AAEL006254	ADIR002462
OG0004980	AAEL006262	ADIR009816
OG0004981	AAEL006265	ADIR004355
OG0004982	AAEL006267	ADIR004356
OG0004983	AAEL006271	ADIR009812
OG0004985	AAEL006277	ADIR009818
OG0004986	AAEL006282	ADIR009811
OG0004987	AAEL006286	ADIR011269
OG0004988	AAEL006298	ADIR011267
OG0004989	AAEL006299	ADIR011270
OG0004990	AAEL006300	ADIR011266
OG0004991	AAEL006308	ADIR015740
OG0004992	AAEL006310	ADIR001545
OG0004993	AAEL006313	ADIR002737
OG0004994	AAEL006322	ADIR001547
OG0004995	AAEL006329	ADIR002072
OG0004996	AAEL006330	ADIR002024
OG0004997	AAEL006339	ADIR002025
OG0004998	AAEL006341	ADIR002013
OG0004999	AAEL006346	ADIR002007
OG0005000	AAEL006350	ADIR002001
OG0005001	AAEL006352	ADIR001998
OG0005002	AAEL006362	ADIR016056
OG0005003	AAEL006364	ADIR001071
OG0005004	AAEL006370	ADIR016055
OG0005005	AAEL006373	ADIR001070
OG0005006	AAEL006374	ADIR004126
OG0005007	AAEL006400	ADIR011209
OG0005008	AAEL006401	ADIR000611
OG0005009	AAEL006407	ADIR011208
OG0005010	AAEL006409	ADIR011425
OG0005011	AAEL006412	ADIR011427
OG0005012	AAEL006413	ADIR011426
OG0005013	AAEL006419	ADIR011431
OG0005014	AAEL006420	ADIR000607
OG0005015	AAEL006432	ADIR011197
OG0005016	AAEL006433	ADIR011199
OG0005017	AAEL006436	ADIR011201
OG0005018	AAEL006437	ADIR004787
OG0005020	AAEL006439	ADIR006374
OG0005021	AAEL006441	ADIR011195
OG0005022	AAEL006446	ADIR006373
OG0005023	AAEL006447	ADIR011417
OG0005024	AAEL006451	ADIR015619
OG0005025	AAEL006453	ADIR005644
OG0005026	AAEL006459	ADIR005646
OG0005027	AAEL006460	ADIR005648
OG0005028	AAEL006462	ADIR005649
OG0005029	AAEL006476	ADIR004036
OG0005030	AAEL006478	ADIR004034
OG0005031	AAEL006480	ADIR010054
OG0005032	AAEL006482	ADIR010064
OG0005033	AAEL006490	ADIR010053
OG0005034	AAEL006491	ADIR010065
OG0005035	AAEL006502	ADIR010060
OG0005036	AAEL006508	ADIR006041
OG0005037	AAEL006509	ADIR006038
OG0005038	AAEL006511	ADIR016099
OG0005039	AAEL006514	ADIR006028
OG0005040	AAEL006516	ADIR006033
OG0005041	AAEL006518, AAEL025432	ADIR006036
OG0005042	AAEL006520	ADIR006039
OG0005043	AAEL006522	ADIR005900
OG0005044	AAEL006536	ADIR008121
OG0005045	AAEL006539	ADIR008133
OG0005047	AAEL006543	ADIR008803
OG0005048	AAEL006547	ADIR008808
OG0005049	AAEL006549	ADIR008838
OG0005050	AAEL006551	ADIR008807
OG0005051	AAEL006552	ADIR016148
OG0005052	AAEL006557	ADIR008805
OG0005053	AAEL006560	ADIR008132
OG0005054	AAEL006564	ADIR008118
OG0005055	AAEL006577	ADIR005826
OG0005056	AAEL006581	ADIR005831
OG0005057	AAEL006582	ADIR007981
OG0005058	AAEL006587	ADIR005827
OG0005059	AAEL006589	ADIR005342
OG0005060	AAEL006597	ADIR005347
OG0005061	AAEL006601	ADIR007062
OG0005062	AAEL006609	ADIR011326
OG0005063	AAEL006610	ADIR005980
OG0005064	AAEL006611	ADIR005942
OG0005065	AAEL006625	ADIR007088, ADIR006688
OG0005066	AAEL006634	ADIR002142
OG0005067	AAEL006635	ADIR002066
OG0005068	AAEL006636	ADIR002067
OG0005069	AAEL006646	ADIR009379
OG0005070	AAEL006648	ADIR009305
OG0005071	AAEL006649	ADIR009381
OG0005072	AAEL006652	ADIR009306
OG0005073	AAEL006653	ADIR010004
OG0005074	AAEL006654	ADIR009380
OG0005075	AAEL006655	ADIR010009
OG0005077	AAEL006663	ADIR004797
OG0005078	AAEL006666	ADIR000703
OG0005079	AAEL006667	ADIR000694
OG0005080	AAEL006669	ADIR000700
OG0005081	AAEL006676	ADIR000699
OG0005082	AAEL006677	ADIR000704
OG0005083	AAEL006682	ADIR004780
OG0005084	AAEL006685	ADIR004796
OG0005085	AAEL006693	ADIR001967
OG0005086	AAEL006698	ADIR001968
OG0005087	AAEL006705	ADIR001958
OG0005088	AAEL006707	ADIR005840
OG0005089	AAEL006711	ADIR002865
OG0005090	AAEL006712	ADIR008538
OG0005091	AAEL006713	ADIR005839
OG0005092	AAEL006715	ADIR006713
OG0005093	AAEL006717	ADIR007728
OG0005094	AAEL006723	ADIR004164
OG0005095	AAEL006724	ADIR004169
OG0005096	AAEL006725	ADIR004168
OG0005097	AAEL006727	ADIR008819
OG0005098	AAEL006733	ADIR008818
OG0005099	AAEL006735	ADIR004155
OG0005100	AAEL006736	ADIR008820
OG0005101	AAEL006740	ADIR006651
OG0005102	AAEL006747	ADIR007967
OG0005103	AAEL006755	ADIR004163
OG0005104	AAEL006760	ADIR005737
OG0005105	AAEL006762	ADIR009645
OG0005106	AAEL006771	ADIR009637
OG0005107	AAEL006779	ADIR005736
OG0005108	AAEL006782	ADIR003365
OG0005109	AAEL006788	ADIR003303
OG0005110	AAEL006789	ADIR003304
OG0005111	AAEL006791	ADIR003364
OG0005112	AAEL006794	ADIR000453
OG0005113	AAEL006799	ADIR002779
OG0005114	AAEL006800	ADIR000454
OG0005115	AAEL006801	ADIR000452
OG0005116	AAEL006808	ADIR000451
OG0005117	AAEL006819	ADIR008994
OG0005118	AAEL006820	ADIR000813
OG0005119	AAEL006824	ADIR000928
OG0005120	AAEL006826	ADIR014073
OG0005121	AAEL006833	ADIR015961
OG0005122	AAEL006834	ADIR010345
OG0005123	AAEL006836	ADIR010330
OG0005124	AAEL006843	ADIR010347
OG0005125	AAEL006845	ADIR010350
OG0005126	AAEL006847	ADIR010349
OG0005127	AAEL006848	ADIR010346
OG0005128	AAEL006855	ADIR000274
OG0005129	AAEL006867	ADIR002229
OG0005130	AAEL006870	ADIR000272
OG0005131	AAEL006872	ADIR000466
OG0005132	AAEL006879	ADIR007115
OG0005133	AAEL006880	ADIR007116
OG0005134	AAEL006881	ADIR007121
OG0005135	AAEL006884	ADIR007118
OG0005136	AAEL006885	ADIR007124
OG0005137	AAEL006888	ADIR007122
OG0005138	AAEL006890	ADIR007120
OG0005139	AAEL006895	ADIR007125
OG0005140	AAEL006905	ADIR004050
OG0005141	AAEL006908	ADIR004049
OG0005142	AAEL006910	ADIR005960
OG0005143	AAEL006912	ADIR009930
OG0005144	AAEL006915	ADIR010326
OG0005145	AAEL006922	ADIR009933
OG0005146	AAEL006928	ADIR000120
OG0005147	AAEL006934	ADIR000122
OG0005148	AAEL006936, AAEL006949	ADIR001125
OG0005149	AAEL006938	ADIR002980
OG0005150	AAEL006946	ADIR008329
OG0005151	AAEL006956	ADIR006467
OG0005152	AAEL006958	ADIR011703
OG0005153	AAEL006963	ADIR006154
OG0005154	AAEL006969	ADIR006193, ADIR006192, ADIR006194
OG0005155	AAEL006972	ADIR006153
OG0005156	AAEL006973	ADIR006183
OG0005157	AAEL006975	ADIR005923
OG0005158	AAEL006976	ADIR006168
OG0005159	AAEL006991	ADIR006846
OG0005160	AAEL024395, AAEL007004	ADIR008370
OG0005161	AAEL007011	ADIR005498
OG0005162	AAEL007015	ADIR006844
OG0005164	AAEL007018	ADIR006845
OG0005165	AAEL007019	ADIR005501
OG0005166	AAEL007023	ADIR006848
OG0005167	AAEL007029	ADIR000922
OG0005168	AAEL007038	ADIR000925
OG0005169	AAEL007041	ADIR000531
OG0005170	AAEL007042	ADIR000228
OG0005171	AAEL007043	ADIR000227
OG0005172	AAEL007050	ADIR001830
OG0005173	AAEL007056	ADIR000385
OG0005174	AAEL007062	ADIR000554
OG0005175	AAEL007065	ADIR009683
OG0005176	AAEL007069	ADIR009684
OG0005177	AAEL007084	ADIR007482
OG0005178	AAEL007088	ADIR007498
OG0005179	AAEL007092	ADIR007484
OG0005180	AAEL007100	ADIR003818
OG0005181	AAEL007104	ADIR007866
OG0005182	AAEL007105	ADIR007863
OG0005183	AAEL007114	ADIR010956
OG0005184	AAEL007120	ADIR006174
OG0005185	AAEL007127	ADIR005319
OG0005186	AAEL007129	ADIR010949
OG0005187	AAEL007130	ADIR005320
OG0005188	AAEL007132	ADIR005321
OG0005189	AAEL007137	ADIR009926
OG0005190	AAEL007149	ADIR005561
OG0005191	AAEL007158	ADIR010165
OG0005192	AAEL007160	ADIR005562
OG0005193	AAEL007162	ADIR010164
OG0005194	AAEL007164	ADIR010160
OG0005195	AAEL007173	ADIR009243
OG0005196	AAEL007184	ADIR009244
OG0005197	AAEL007185	ADIR016000
OG0005198	AAEL007189	ADIR004740
OG0005199	AAEL007191	ADIR004742
OG0005200	AAEL007196	ADIR004738
OG0005201	AAEL007200	ADIR007471
OG0005202	AAEL007203	ADIR005533
OG0005203	AAEL007206	ADIR007472
OG0005204	AAEL007211	ADIR008281
OG0005205	AAEL007221	ADIR000624
OG0005206	AAEL007227	ADIR000621
OG0005207	AAEL007235	ADIR011468
OG0005208	AAEL007237	ADIR011465
OG0005209	AAEL007239	ADIR000622
OG0005210	AAEL007240	ADIR000625
OG0005211	AAEL007247	ADIR000188
OG0005212	AAEL007252	ADIR000440
OG0005213	AAEL007253	ADIR000442
OG0005214	AAEL007256	ADIR001822
OG0005215	AAEL007258	ADIR000441
OG0005216	AAEL007259	ADIR000438
OG0005217	AAEL007260	ADIR000189
OG0005218	AAEL007261	ADIR000439
OG0005219	AAEL007267	ADIR001821
OG0005220	AAEL007268	ADIR011700
OG0005221	AAEL007271	ADIR005150
OG0005222	AAEL007279	ADIR005151
OG0005223	AAEL007286	ADIR003109
OG0005224	AAEL007288	ADIR003108
OG0005226	AAEL007292	ADIR003111
OG0005227	AAEL007302	ADIR004495
OG0005228	AAEL007303	ADIR003112
OG0005229	AAEL007304	ADIR004476
OG0005230	AAEL007305	ADIR003113
OG0005231	AAEL007306	ADIR009857
OG0005232	AAEL007307	ADIR008361
OG0005233	AAEL007309	ADIR004502
OG0005234	AAEL007310	ADIR004473
OG0005235	AAEL007313	ADIR008611
OG0005236	AAEL007316	ADIR001586
OG0005237	AAEL007317	ADIR001589
OG0005238	AAEL007321	ADIR001588
OG0005239	AAEL007328	ADIR010902
OG0005240	AAEL007329	ADIR011393
OG0005241	AAEL007332	ADIR011395
OG0005242	AAEL007342	ADIR004721
OG0005243	AAEL007354	ADIR004540
OG0005245	AAEL007366	ADIR001669
OG0005246	AAEL007372	ADIR004095
OG0005247	AAEL007373	ADIR003233
OG0005248	AAEL007374	ADIR004094
OG0005249	AAEL007382	ADIR008619
OG0005250	AAEL007387	ADIR008447
OG0005251	AAEL007392	ADIR000499
OG0005252	AAEL007393	ADIR009526
OG0005253	AAEL007397	ADIR009524
OG0005254	AAEL007401	ADIR009527
OG0005255	AAEL007410	ADIR007805
OG0005256	AAEL007414	ADIR007476
OG0005257	AAEL007422	ADIR003837
OG0005258	AAEL007423	ADIR003840
OG0005259	AAEL007439	ADIR000735
OG0005260	AAEL007441	ADIR004909
OG0005261	AAEL007442	ADIR000734
OG0005262	AAEL007443	ADIR000736
OG0005263	AAEL007451	ADIR000733
OG0005264	AAEL007452	ADIR004907
OG0005265	AAEL007462	ADIR007227
OG0005266	AAEL007472	ADIR008139
OG0005267	AAEL007480	ADIR005464
OG0005268	AAEL007481	ADIR004562
OG0005269	AAEL007482	ADIR010185
OG0005270	AAEL007483	ADIR002412
OG0005271	AAEL007484	ADIR008512
OG0005272	AAEL007493	ADIR002411
OG0005273	AAEL007495	ADIR015669
OG0005274	AAEL007502	ADIR015672
OG0005275	AAEL007509	ADIR010630
OG0005276	AAEL007521	ADIR008858
OG0005277	AAEL007523	ADIR010241
OG0005278	AAEL007525	ADIR008067
OG0005279	AAEL007526	ADIR008856
OG0005280	AAEL007534	ADIR010695
OG0005281	AAEL007535	ADIR010697
OG0005282	AAEL007539	ADIR004489
OG0005283	AAEL007542	ADIR000685
OG0005284	AAEL007547	ADIR007215
OG0005285	AAEL007548	ADIR000686
OG0005286	AAEL007549	ADIR000680
OG0005287	AAEL007554	ADIR005121
OG0005288	AAEL007555	ADIR005122
OG0005289	AAEL024676, AAEL007556	ADIR005124
OG0005290	AAEL007558	ADIR009417
OG0005291	AAEL007559	ADIR004894
OG0005292	AAEL007560	ADIR009418
OG0005293	AAEL007562	ADIR009420
OG0005294	AAEL007563	ADIR009419
OG0005295	AAEL007566	ADIR011029
OG0005296	AAEL007572, AAEL020170	ADIR004714
OG0005297	AAEL007573	ADIR004716
OG0005298	AAEL007579	ADIR006679
OG0005299	AAEL007607	ADIR015730
OG0005300	AAEL007624	ADIR016105
OG0005301	AAEL007626	ADIR016178
OG0005302	AAEL007633	ADIR003331
OG0005303	AAEL007634	ADIR003333
OG0005304	AAEL007637	ADIR002501
OG0005305	AAEL007641	ADIR010173
OG0005306	AAEL007642	ADIR003274
OG0005307	AAEL007644	ADIR010171
OG0005308	AAEL007646	ADIR010172
OG0005309	AAEL007651	ADIR000855
OG0005310	AAEL007653	ADIR001069
OG0005313	AAEL007658	ADIR003963
OG0005314	AAEL007660	ADIR001023
OG0005315	AAEL007661	ADIR001011
OG0005316	AAEL007670	ADIR004961
OG0005317	AAEL007672	ADIR009530
OG0005318	AAEL007674	ADIR009532
OG0005319	AAEL007684	ADIR009365
OG0005320	AAEL007687, AAEL028226	ADIR009367
OG0005321	AAEL007690	ADIR009362
OG0005322	AAEL007693	ADIR009337
OG0005323	AAEL007701	ADIR006016
OG0005325	AAEL007705	ADIR006017
OG0005326	AAEL007707	ADIR006019
OG0005327	AAEL007713	ADIR005667
OG0005328	AAEL007715	ADIR000047
OG0005329	AAEL007716	ADIR005670
OG0005330	AAEL007717	ADIR005668
OG0005331	AAEL007718	ADIR000045
OG0005332	AAEL007720	ADIR005669
OG0005333	AAEL007725	ADIR011624
OG0005334	AAEL007729	ADIR005221
OG0005335	AAEL007730	ADIR005220
OG0005336	AAEL007738	ADIR008723
OG0005337	AAEL007739	ADIR004652
OG0005338	AAEL007750	ADIR005217
OG0005339	AAEL007763	ADIR011718
OG0005340	AAEL007765	ADIR015670
OG0005341	AAEL007767	ADIR004352
OG0005342	AAEL007768	ADIR004354
OG0005343	AAEL007771	ADIR008640
OG0005344	AAEL007772	ADIR004350
OG0005345	AAEL007773	ADIR004349
OG0005346	AAEL007777	ADIR003403
OG0005347	AAEL007787	ADIR006509
OG0005348	AAEL007788	ADIR005420
OG0005349	AAEL007790	ADIR006663
OG0005350	AAEL007796	ADIR004526
OG0005351	AAEL007800	ADIR007884
OG0005352	AAEL007809	ADIR004528
OG0005353	AAEL007810	ADIR002557
OG0005354	AAEL007820	ADIR009002
OG0005355	AAEL007821	ADIR009728
OG0005356	AAEL007825	ADIR009363
OG0005357	AAEL007827	ADIR009727
OG0005358	AAEL007839	ADIR009064
OG0005359	AAEL007842	ADIR005929
OG0005360	AAEL007845	ADIR005925
OG0005361	AAEL007848	ADIR005917
