Orthogroup	AaegyptiLVP_AGWG	AfunestusAfunGA1
OG0003725	AAEL000826	AFUN2_012816
OG0003726	AAEL000832	AFUN2_008575
OG0003727	AAEL000839	AFUN2_009452
OG0003728	AAEL000840	AFUN2_005650
OG0003729	AAEL000850	AFUN2_011469
OG0003730	AAEL026416, AAEL000853	AFUN2_012396
OG0003731	AAEL000854	AFUN2_011660
OG0003732	AAEL000856	AFUN2_005655
OG0003733	AAEL000860	AFUN2_014278
OG0003734	AAEL000867	AFUN2_001220
OG0003735	AAEL000874	AFUN2_005783
OG0003736	AAEL000875	AFUN2_010003
OG0003737	AAEL000885	AFUN2_005769
OG0003738	AAEL000893	AFUN2_007475
OG0003739	AAEL000894	AFUN2_010555
OG0003740	AAEL000899	AFUN2_014810
OG0003741	AAEL000900	AFUN2_011186
OG0003742	AAEL000902	AFUN2_003728
OG0003743	AAEL000911	AFUN2_002186
OG0003744	AAEL000922	AFUN2_011630
OG0003745	AAEL000930	AFUN2_006261
OG0003746	AAEL000931	AFUN2_005430
OG0003747	AAEL000934	AFUN2_012288
OG0003748	AAEL000936	AFUN2_012001
OG0003749	AAEL000939	AFUN2_009412
OG0003750	AAEL000948	AFUN2_011487
OG0003751	AAEL000949	AFUN2_002586
OG0003752	AAEL000955	AFUN2_014503
OG0003753	AAEL000962	AFUN2_007256
OG0003754	AAEL000965	AFUN2_010950
OG0003755	AAEL000973	AFUN2_011324
OG0003756	AAEL000981	AFUN2_000346
OG0003757	AAEL000982	AFUN2_003305
OG0003758	AAEL000984	AFUN2_005411
OG0003759	AAEL000986	AFUN2_014174
OG0003760	AAEL000987	AFUN2_003186
OG0003761	AAEL000993	AFUN2_000797
OG0003762	AAEL000996	AFUN2_006674
OG0003763	AAEL001005	AFUN2_005675
OG0003764	AAEL001009	AFUN2_001124
OG0003765	AAEL001014	AFUN2_007389
OG0003766	AAEL001024	AFUN2_010330
OG0003767	AAEL001029	AFUN2_003059
OG0003768	AAEL001030	AFUN2_006052
OG0003769	AAEL001032	AFUN2_007351
OG0003770	AAEL001033	AFUN2_001283
OG0003771	AAEL001036	AFUN2_010500
OG0003772	AAEL001038	AFUN2_010092
OG0003773	AAEL001039	AFUN2_013613
OG0003774	AAEL001046	AFUN2_011483
OG0003775	AAEL001047	AFUN2_014139
OG0003776	AAEL001048	AFUN2_007109
OG0003777	AAEL001050	AFUN2_014459
OG0003778	AAEL001052	AFUN2_006418
OG0003779	AAEL001065	AFUN2_006898
OG0003780	AAEL001076	AFUN2_008859
OG0003781	AAEL001100	AFUN2_012062
OG0003782	AAEL001101	AFUN2_007400
OG0003783	AAEL001102	AFUN2_003535
OG0003784	AAEL001103	AFUN2_005815
OG0003785	AAEL001104	AFUN2_012272
OG0003786	AAEL001105	AFUN2_008763
OG0003787	AAEL001109	AFUN2_012013
OG0003788	AAEL001112	AFUN2_005208
OG0003789	AAEL001114	AFUN2_003422
OG0003790	AAEL001118	AFUN2_002619
OG0003791	AAEL001119	AFUN2_013043
OG0003792	AAEL001123	AFUN2_011880
OG0003793	AAEL001126	AFUN2_013561
OG0003794	AAEL001128	AFUN2_004688
OG0003795	AAEL001129	AFUN2_001650
OG0003796	AAEL001131	AFUN2_000552
OG0003797	AAEL001137	AFUN2_010190
OG0003798	AAEL001139	AFUN2_014017
OG0003799	AAEL001141	AFUN2_012633
OG0003800	AAEL001142	AFUN2_000410
OG0003801	AAEL001144	AFUN2_013030
OG0003802	AAEL001152	AFUN2_006340
OG0003803	AAEL001164	AFUN2_012195
OG0003804	AAEL001166	AFUN2_004465
OG0003805	AAEL001167	AFUN2_014145
OG0003806	AAEL001169	AFUN2_011507
OG0003807	AAEL001170	AFUN2_009370
OG0003808	AAEL001171	AFUN2_002837
OG0003809	AAEL001172	AFUN2_001893
OG0003810	AAEL001177	AFUN2_003798
OG0003811	AAEL001181	AFUN2_006022
OG0003812	AAEL001183	AFUN2_010530
OG0003813	AAEL001188	AFUN2_012653
OG0003814	AAEL001190	AFUN2_014047
OG0003815	AAEL001200	AFUN2_007152
OG0003816	AAEL001203	AFUN2_005103
OG0003817	AAEL001204	AFUN2_012284
OG0003818	AAEL001205	AFUN2_012657
OG0003819	AAEL001206	AFUN2_002636
OG0003820	AAEL001208	AFUN2_006442
OG0003821	AAEL001211	AFUN2_006059
OG0003822	AAEL001212	AFUN2_009278
OG0003823	AAEL001215	AFUN2_008821
OG0003824	AAEL001218	AFUN2_000746
OG0003825	AAEL001219	AFUN2_007685
OG0003826	AAEL001220	AFUN2_008065
OG0003827	AAEL001223	AFUN2_009716
OG0003828	AAEL001224, AAEL026167	AFUN2_006743
OG0003829	AAEL001232	AFUN2_005111
OG0003830	AAEL001240	AFUN2_013548
OG0003831	AAEL001242	AFUN2_010932
OG0003832	AAEL001244	AFUN2_005331
OG0003833	AAEL001246	AFUN2_012278
OG0003834	AAEL001249	AFUN2_014485
OG0003835	AAEL001252	AFUN2_008999
OG0003836	AAEL001255	AFUN2_004435
OG0003837	AAEL001273	AFUN2_000882
OG0003838	AAEL001275	AFUN2_005853
OG0003839	AAEL001277	AFUN2_005732
OG0003840	AAEL026057, AAEL001294	AFUN2_006304
OG0003841	AAEL001299	AFUN2_004277
OG0003842	AAEL001300	AFUN2_006671
OG0003843	AAEL001305	AFUN2_002628
OG0003844	AAEL001316	AFUN2_003141
OG0003845	AAEL001318	AFUN2_001055
OG0003846	AAEL001321	AFUN2_008096
OG0003847	AAEL001325, AAEL023941	AFUN2_000415
OG0003848	AAEL001329	AFUN2_005942
OG0003849	AAEL001331	AFUN2_014099
OG0003850	AAEL001332	AFUN2_011818
OG0003851	AAEL001336	AFUN2_000948
OG0003852	AAEL001339	AFUN2_009746
OG0003853	AAEL001340	AFUN2_000543
OG0003854	AAEL001341	AFUN2_009125
OG0003855	AAEL001343	AFUN2_000429
OG0003856	AAEL001344	AFUN2_014787
OG0003858	AAEL001351	AFUN2_002554
OG0003859	AAEL001354	AFUN2_012594
OG0003860	AAEL001357	AFUN2_005078
OG0003861	AAEL001358	AFUN2_013157
OG0003862	AAEL001360	AFUN2_014344
OG0003863	AAEL001366	AFUN2_011100
OG0003864	AAEL001367	AFUN2_010403
OG0003865	AAEL001370	AFUN2_002398
OG0003866	AAEL001372	AFUN2_012873
OG0003867	AAEL001373	AFUN2_007480
OG0003868	AAEL001374	AFUN2_000485
OG0003869	AAEL001379	AFUN2_012550
OG0003870	AAEL001381	AFUN2_007812
OG0003871	AAEL001385	AFUN2_004206
OG0003872	AAEL001394	AFUN2_011128
OG0003873	AAEL001395	AFUN2_002326
OG0003874	AAEL001396	AFUN2_001752
OG0003875	AAEL001399	AFUN2_004314
OG0003876	AAEL001402, AAEL001401	AFUN2_005200
OG0003877	AAEL001403	AFUN2_000668
OG0003878	AAEL001407	AFUN2_008772
OG0003879	AAEL001410	AFUN2_009162
OG0003880	AAEL001411	AFUN2_004337
OG0003881	AAEL001416	AFUN2_011012
OG0003882	AAEL001421	AFUN2_004760
OG0003883	AAEL001424	AFUN2_008070
OG0003884	AAEL001432	AFUN2_003453
OG0003885	AAEL001433	AFUN2_003820
OG0003886	AAEL001435	AFUN2_005461
OG0003887	AAEL001437	AFUN2_002748
OG0003888	AAEL001439	AFUN2_013173
OG0003889	AAEL001442	AFUN2_011672
OG0003890	AAEL001444	AFUN2_005117
OG0003891	AAEL001451	AFUN2_007725
OG0003892	AAEL001457	AFUN2_007918
OG0003893	AAEL001459	AFUN2_012505
OG0003894	AAEL001463	AFUN2_002041
OG0003895	AAEL001473	AFUN2_010911
OG0003896	AAEL001478	AFUN2_001990
OG0003897	AAEL001480	AFUN2_009451
OG0003898	AAEL001484	AFUN2_014009
OG0003899	AAEL001490	AFUN2_012914
OG0003900	AAEL001492	AFUN2_011868
OG0003901	AAEL001494	AFUN2_014043
OG0003902	AAEL001496	AFUN2_014215
OG0003903	AAEL001498	AFUN2_014809
OG0003904	AAEL001501	AFUN2_007604
OG0003905	AAEL001507	AFUN2_000374
OG0003906	AAEL001511	AFUN2_001717
OG0003907	AAEL001516	AFUN2_011438
OG0003908	AAEL001520	AFUN2_010160
OG0003909	AAEL001533	AFUN2_006129
OG0003910	AAEL001540	AFUN2_004095
OG0003911	AAEL001553	AFUN2_006447
OG0003912	AAEL001565	AFUN2_006941
OG0003913	AAEL001570	AFUN2_001460
OG0003914	AAEL001571	AFUN2_004822
OG0003915	AAEL001575	AFUN2_008629
OG0003916	AAEL001581	AFUN2_014037
OG0003917	AAEL001582	AFUN2_007024
OG0003918	AAEL001583	AFUN2_014356
OG0003919	AAEL001584	AFUN2_003576
OG0003920	AAEL001588	AFUN2_001487
OG0003921	AAEL001600	AFUN2_014502
OG0003922	AAEL001604	AFUN2_008324
OG0003923	AAEL001605	AFUN2_008546
OG0003924	AAEL001623	AFUN2_003715
OG0003925	AAEL001635	AFUN2_006665
OG0003926	AAEL001637	AFUN2_014352
OG0003927	AAEL001641	AFUN2_012720
OG0003928	AAEL001642	AFUN2_000969
OG0003929	AAEL001647	AFUN2_003759
OG0003930	AAEL001652	AFUN2_006781
OG0003931	AAEL001653	AFUN2_010929
OG0003932	AAEL001655	AFUN2_013871
OG0003933	AAEL001656	AFUN2_000822
OG0003934	AAEL001671	AFUN2_002107
OG0003935	AAEL001675	AFUN2_012775
OG0003936	AAEL001698	AFUN2_004474
OG0003937	AAEL001706	AFUN2_012364
OG0003938	AAEL001709	AFUN2_005715
OG0003939	AAEL001715	AFUN2_007028
OG0003940	AAEL001716	AFUN2_003951
OG0003941	AAEL001724	AFUN2_001192
OG0003942	AAEL001725	AFUN2_004008
OG0003943	AAEL001729	AFUN2_007563
OG0003944	AAEL001734	AFUN2_002714
OG0003945	AAEL001742	AFUN2_013575
OG0003946	AAEL001744	AFUN2_002009
OG0003947	AAEL001749	AFUN2_011320
OG0003948	AAEL001752	AFUN2_005095
OG0003949	AAEL001756	AFUN2_003705
OG0003950	AAEL001759	AFUN2_008780
OG0003951	AAEL001761	AFUN2_009816
OG0003952	AAEL001762	AFUN2_008402
OG0003953	AAEL001765	AFUN2_013696
OG0003954	AAEL001767	AFUN2_010269
OG0003955	AAEL001776	AFUN2_004410
OG0003956	AAEL001781	AFUN2_008696
OG0003957	AAEL001787	AFUN2_011803
OG0003958	AAEL001795	AFUN2_013722
OG0003959	AAEL001796	AFUN2_010375
OG0003960	AAEL001798	AFUN2_013503
OG0003961	AAEL001799	AFUN2_011101
OG0003962	AAEL001800	AFUN2_010420
OG0003963	AAEL001801	AFUN2_002340
OG0003964	AAEL001803	AFUN2_010806
OG0003965	AAEL001805	AFUN2_007227
OG0003966	AAEL001809	AFUN2_013469
OG0003967	AAEL001812	AFUN2_012101
OG0003968	AAEL001815	AFUN2_008390
OG0003969	AAEL001818	AFUN2_002497
OG0003970	AAEL001821	AFUN2_000656
OG0003971	AAEL001827	AFUN2_004747
OG0003972	AAEL001831	AFUN2_006197
OG0003973	AAEL001835	AFUN2_004517
OG0003974	AAEL001845	AFUN2_000599
OG0003975	AAEL001850	AFUN2_000369
OG0003976	AAEL001851	AFUN2_008945
OG0003977	AAEL001853	AFUN2_003871
OG0003978	AAEL001859	AFUN2_007829
OG0003979	AAEL001867	AFUN2_004222
OG0003980	AAEL001876	AFUN2_001415
OG0003981	AAEL001878	AFUN2_005183
OG0003982	AAEL001881	AFUN2_010716
OG0003983	AAEL001883	AFUN2_001900
OG0003984	AAEL001887	AFUN2_000635
OG0003985	AAEL001898	AFUN2_009796
OG0003986	AAEL001899	AFUN2_010788
OG0003987	AAEL001901	AFUN2_009102
OG0003988	AAEL001904	AFUN2_013524
OG0003989	AAEL001906	AFUN2_009157
OG0003990	AAEL001909, AAEL025197	AFUN2_013036
OG0003991	AAEL001912	AFUN2_011310
OG0003992	AAEL001914	AFUN2_004880
OG0003993	AAEL001915	AFUN2_003750
OG0003994	AAEL001917	AFUN2_009336
OG0003995	AAEL001919	AFUN2_009053
OG0003996	AAEL001925	AFUN2_012191
OG0003997	AAEL001930	AFUN2_001570
OG0003998	AAEL001931	AFUN2_011587
OG0003999	AAEL001932	AFUN2_010583
OG0004000	AAEL001935	AFUN2_006455
OG0004001	AAEL001936	AFUN2_014243
OG0004002	AAEL001940	AFUN2_002439
OG0004003	AAEL001950	AFUN2_004922
OG0004004	AAEL001954	AFUN2_010719
OG0004005	AAEL001968	AFUN2_006949
OG0004006	AAEL001971	AFUN2_004562
OG0004007	AAEL001974	AFUN2_008462
OG0004008	AAEL001982	AFUN2_014188
OG0004010	AAEL001985	AFUN2_003572
OG0004011	AAEL001992	AFUN2_007813
OG0004012	AAEL001998	AFUN2_001239
OG0004013	AAEL002009	AFUN2_008861
OG0004014	AAEL002010	AFUN2_001230
OG0004015	AAEL002019	AFUN2_004694
OG0004016	AAEL002039	AFUN2_000443
OG0004017	AAEL002051	AFUN2_011682
OG0004018	AAEL002055	AFUN2_002303
OG0004019	AAEL002061	AFUN2_000586
OG0004020	AAEL002070	AFUN2_001273
OG0004021	AAEL002072	AFUN2_004159
OG0004022	AAEL002075	AFUN2_004944
OG0004023	AAEL002077	AFUN2_007547
OG0004024	AAEL002078	AFUN2_014322
OG0004025	AAEL002080	AFUN2_006100
OG0004026	AAEL002089	AFUN2_006632
OG0004027	AAEL002091	AFUN2_001855
OG0004028	AAEL002097	AFUN2_004883
OG0004029	AAEL002102	AFUN2_013160
OG0004030	AAEL002106	AFUN2_007777
OG0004031	AAEL002107	AFUN2_012083
OG0004032	AAEL002112	AFUN2_007025
OG0004033	AAEL002113	AFUN2_006640
OG0004034	AAEL002116	AFUN2_010633
OG0004035	AAEL002118	AFUN2_009241
OG0004036	AAEL002126	AFUN2_009972
OG0004037	AAEL002130	AFUN2_008221
OG0004038	AAEL002133	AFUN2_014314
OG0004039	AAEL002141	AFUN2_002739
OG0004040	AAEL002145	AFUN2_002684
OG0004041	AAEL002148	AFUN2_011122
OG0004042	AAEL002152	AFUN2_007105
OG0004043	AAEL002160	AFUN2_013782
OG0004044	AAEL002163	AFUN2_010300
OG0004045	AAEL002169	AFUN2_009962
OG0004046	AAEL002173	AFUN2_005408
OG0004047	AAEL002179	AFUN2_003001
OG0004048	AAEL002182	AFUN2_009951
OG0004049	AAEL002186	AFUN2_011098
OG0004050	AAEL002190	AFUN2_003844
OG0004051	AAEL002194	AFUN2_003209
OG0004052	AAEL002198	AFUN2_004304
OG0004053	AAEL002207	AFUN2_014556
OG0004054	AAEL002209	AFUN2_011860
OG0004055	AAEL002217	AFUN2_002503
OG0004056	AAEL002221	AFUN2_006819
OG0004057	AAEL002238	AFUN2_007393
OG0004058	AAEL002240	AFUN2_007406
OG0004059	AAEL002244	AFUN2_014296
OG0004060	AAEL002260	AFUN2_005659
OG0004061	AAEL002261	AFUN2_011712
OG0004062	AAEL002272	AFUN2_011498
OG0004063	AAEL002284	AFUN2_010275
OG0004064	AAEL002286	AFUN2_000977
OG0004065	AAEL002291	AFUN2_014646
OG0004066	AAEL002296	AFUN2_010494
OG0004067	AAEL002299	AFUN2_003385
OG0004068	AAEL002306	AFUN2_001628
OG0004069	AAEL002308	AFUN2_012114
OG0004070	AAEL002310	AFUN2_012111
OG0004071	AAEL002317	AFUN2_000424
OG0004072	AAEL002331	AFUN2_012042
OG0004073	AAEL002334	AFUN2_000568
OG0004074	AAEL002335	AFUN2_006154
OG0004075	AAEL002337	AFUN2_005643
OG0004076	AAEL002346	AFUN2_011533
OG0004077	AAEL002349	AFUN2_002901
OG0004078	AAEL002350	AFUN2_000780
OG0004079	AAEL002351	AFUN2_011621
OG0004080	AAEL002357	AFUN2_004687
OG0004081	AAEL002358	AFUN2_013438
OG0004082	AAEL002369	AFUN2_008257
OG0004083	AAEL002370	AFUN2_012671
OG0004084	AAEL002371	AFUN2_004372
OG0004085	AAEL002372	AFUN2_011999
OG0004086	AAEL002375	AFUN2_008674
OG0004087	AAEL002377	AFUN2_005189
OG0004088	AAEL002380	AFUN2_007063
OG0004089	AAEL002384	AFUN2_010113
OG0004090	AAEL002386	AFUN2_000785
OG0004091	AAEL002392	AFUN2_014807
OG0004092	AAEL002394	AFUN2_003841
OG0004093	AAEL002397	AFUN2_001129
OG0004094	AAEL002407	AFUN2_003058
OG0004095	AAEL002411	AFUN2_009234
OG0004096	AAEL002413	AFUN2_007836
OG0004097	AAEL002417, AAEL026967	AFUN2_012683
OG0004098	AAEL002419	AFUN2_009546
OG0004099	AAEL002422	AFUN2_008623
OG0004100	AAEL002425	AFUN2_011287
OG0004101	AAEL002428	AFUN2_007298
OG0004102	AAEL002430	AFUN2_007015
OG0004103	AAEL002436	AFUN2_006567
OG0004104	AAEL002437	AFUN2_005941
OG0004105	AAEL002446	AFUN2_006629
OG0004106	AAEL002456	AFUN2_012135
OG0004107	AAEL002464	AFUN2_003376
OG0004108	AAEL002465	AFUN2_008649
OG0004109	AAEL002469	AFUN2_009443
OG0004110	AAEL002474	AFUN2_005241
OG0004111	AAEL002487	AFUN2_003056
OG0004112	AAEL002488	AFUN2_012756
OG0004113	AAEL002493	AFUN2_008305
OG0004114	AAEL002501	AFUN2_007045
OG0004115	AAEL002512	AFUN2_008627
OG0004116	AAEL002523	AFUN2_004623
OG0004117	AAEL002525	AFUN2_002387
OG0004118	AAEL002529	AFUN2_010936
OG0004119	AAEL002539	AFUN2_012484
OG0004120	AAEL002542	AFUN2_010834
OG0004121	AAEL002544	AFUN2_001329
OG0004122	AAEL002546	AFUN2_004401
OG0004123	AAEL002547	AFUN2_002730
OG0004124	AAEL002548	AFUN2_004070
OG0004125	AAEL002549	AFUN2_014686
OG0004126	AAEL002554	AFUN2_010529
OG0004127	AAEL002557	AFUN2_014297
OG0004128	AAEL002559	AFUN2_006986
OG0004129	AAEL002563	AFUN2_012776
OG0004130	AAEL002565	AFUN2_013728
OG0004131	AAEL002566	AFUN2_006704
OG0004132	AAEL002567	AFUN2_008341
OG0004133	AAEL002571	AFUN2_006272
OG0004134	AAEL002583	AFUN2_011702
OG0004135	AAEL002586	AFUN2_000672
OG0004136	AAEL002607	AFUN2_000352
OG0004137	AAEL002614	AFUN2_006320
OG0004138	AAEL028210, AAEL002622	AFUN2_010407
OG0004139	AAEL002630	AFUN2_008195
OG0004140	AAEL002644	AFUN2_012517
OG0004141	AAEL002646	AFUN2_011681
OG0004142	AAEL002647	AFUN2_006357
OG0004143	AAEL002662	AFUN2_009818
OG0004144	AAEL002673	AFUN2_011380
OG0004145	AAEL002675	AFUN2_004655
OG0004146	AAEL002678	AFUN2_014526
OG0004147	AAEL002687	AFUN2_007657
OG0004148	AAEL002688	AFUN2_011670
OG0004149	AAEL002694	AFUN2_002137
OG0004150	AAEL002700	AFUN2_004341
OG0004151	AAEL002703	AFUN2_011335
OG0004152	AAEL002711	AFUN2_000377
OG0004153	AAEL002718	AFUN2_007437
OG0004154	AAEL002723	AFUN2_012314
OG0004155	AAEL002724	AFUN2_005256
OG0004156	AAEL002728	AFUN2_013820
OG0004157	AAEL002733	AFUN2_009392
OG0004158	AAEL002737	AFUN2_010309
OG0004159	AAEL002740	AFUN2_000907
OG0004160	AAEL002741	AFUN2_011393
OG0004161	AAEL002742	AFUN2_005492
OG0004162	AAEL002748	AFUN2_014557
OG0004163	AAEL002756	AFUN2_008304
OG0004164	AAEL002757, AAEL006186	AFUN2_014372
OG0004165	AAEL002758	AFUN2_012784
OG0004166	AAEL002760	AFUN2_007193
OG0004167	AAEL002761	AFUN2_007233
OG0004168	AAEL002764	AFUN2_005318
OG0004169	AAEL002766	AFUN2_012606
OG0004170	AAEL002769	AFUN2_002531
OG0004171	AAEL002771	AFUN2_004940
OG0004172	AAEL002772	AFUN2_002746
OG0004173	AAEL002780	AFUN2_011493
OG0004174	AAEL002784	AFUN2_012394
OG0004175	AAEL002785	AFUN2_008469
OG0004176	AAEL002789	AFUN2_007610
OG0004177	AAEL002791	AFUN2_003688
OG0004178	AAEL002792	AFUN2_008368
OG0004179	AAEL002800	AFUN2_010579
OG0004180	AAEL002804	AFUN2_013646
OG0004181	AAEL002805	AFUN2_011722
OG0004182	AAEL002808	AFUN2_000433
OG0004183	AAEL002809	AFUN2_007972
OG0004184	AAEL002810	AFUN2_005038
OG0004185	AAEL002813	AFUN2_001267
OG0004186	AAEL002819	AFUN2_008093
OG0004187	AAEL002822	AFUN2_007070
OG0004188	AAEL002825	AFUN2_003857
OG0004189	AAEL002831	AFUN2_002885
OG0004190	AAEL002832	AFUN2_002479
OG0004191	AAEL002833	AFUN2_010383
OG0004192	AAEL002834	AFUN2_010789
OG0004193	AAEL002837	AFUN2_002743
OG0004194	AAEL002850	AFUN2_013221
OG0004195	AAEL002852	AFUN2_004859
OG0004196	AAEL002853	AFUN2_008534
OG0004197	AAEL002856	AFUN2_011177
OG0004198	AAEL002869	AFUN2_003529
OG0004199	AAEL002877	AFUN2_005990
OG0004200	AAEL002879	AFUN2_005228
OG0004201	AAEL002881	AFUN2_001863
OG0004202	AAEL002886	AFUN2_012048
OG0004203	AAEL002890	AFUN2_009449
OG0004204	AAEL002891	AFUN2_013988
OG0004205	AAEL002892	AFUN2_014782
OG0004206	AAEL002895	AFUN2_011314
OG0004207	AAEL002896	AFUN2_010649
OG0004208	AAEL015451, AAEL002908	AFUN2_012984
OG0004209	AAEL002910	AFUN2_009845
OG0004210	AAEL002913	AFUN2_003552
OG0004211	AAEL002918	AFUN2_010181
OG0004212	AAEL002919	AFUN2_014279
OG0004213	AAEL002922	AFUN2_004405
OG0004214	AAEL002934	AFUN2_006102
OG0004215	AAEL002935	AFUN2_000606
OG0004216	AAEL002943	AFUN2_013399
OG0004217	AAEL002944	AFUN2_006276
OG0004218	AAEL002948	AFUN2_011872
OG0004219	AAEL002953	AFUN2_012753
OG0004220	AAEL002955	AFUN2_011756
OG0004221	AAEL002960	AFUN2_007554
OG0004222	AAEL002965	AFUN2_006797
OG0004223	AAEL002978	AFUN2_007457
OG0004224	AAEL002983	AFUN2_008288
OG0004225	AAEL002995	AFUN2_007828
OG0004226	AAEL002997	AFUN2_006805
OG0004227	AAEL003000	AFUN2_012750
OG0004228	AAEL003001	AFUN2_007751
OG0004229	AAEL003002	AFUN2_002507
OG0004230	AAEL003006	AFUN2_010336
OG0004231	AAEL003009	AFUN2_009389
OG0004232	AAEL003019	AFUN2_001933
OG0004233	AAEL003022	AFUN2_010833
OG0004234	AAEL003026	AFUN2_004322
OG0004235	AAEL003035	AFUN2_003214
OG0004236	AAEL003036	AFUN2_008621
OG0004237	AAEL003041	AFUN2_007726
OG0004238	AAEL003046	AFUN2_003707
OG0004239	AAEL003049	AFUN2_012018
OG0004240	AAEL003051	AFUN2_005357
OG0004241	AAEL003052	AFUN2_014536
OG0004242	AAEL003055	AFUN2_000370
OG0004243	AAEL003059	AFUN2_007535
OG0004244	AAEL003070	AFUN2_013371
OG0004245	AAEL003077	AFUN2_012865
OG0004246	AAEL003083	AFUN2_013698
OG0004247	AAEL003084	AFUN2_011832
OG0004248	AAEL003087	AFUN2_014212
OG0004249	AAEL003088	AFUN2_014540
OG0004250	AAEL003104	AFUN2_007914
OG0004251	AAEL003106	AFUN2_004414
OG0004252	AAEL003108	AFUN2_011465
OG0004253	AAEL003109	AFUN2_011403
OG0004254	AAEL003115	AFUN2_007123
OG0004255	AAEL003116	AFUN2_003930
OG0004256	AAEL003117	AFUN2_003388
OG0004257	AAEL003129	AFUN2_003698
OG0004258	AAEL003132	AFUN2_001664
OG0004259	AAEL003133	AFUN2_004265
OG0004260	AAEL003135	AFUN2_014291
OG0004261	AAEL003142	AFUN2_007378
OG0004262	AAEL003150	AFUN2_010641
OG0004263	AAEL003157	AFUN2_001455
OG0004264	AAEL003160	AFUN2_007338
OG0004265	AAEL003162	AFUN2_013478
OG0004266	AAEL020987, AAEL003165	AFUN2_001337
OG0004267	AAEL003170	AFUN2_006622
OG0004268	AAEL003180	AFUN2_003740
OG0004269	AAEL003193	AFUN2_006894
OG0004270	AAEL003202, AAEL024681	AFUN2_012786
OG0004271	AAEL003203	AFUN2_010626
OG0004272	AAEL003210	AFUN2_006845
OG0004273	AAEL003228	AFUN2_009670
OG0004274	AAEL003230	AFUN2_005065
OG0004275	AAEL003238	AFUN2_009940
OG0004276	AAEL003244	AFUN2_013910
OG0004277	AAEL003245	AFUN2_009760
OG0004278	AAEL003260	AFUN2_013159
OG0004279	AAEL003262	AFUN2_003415
OG0004280	AAEL003267	AFUN2_002449
OG0004281	AAEL003270	AFUN2_010945
OG0004282	AAEL003273	AFUN2_005919
OG0004283	AAEL003281	AFUN2_013806
OG0004284	AAEL003283	AFUN2_001785
OG0004285	AAEL003285	AFUN2_007575
OG0004286	AAEL003287	AFUN2_007344
OG0004287	AAEL003293	AFUN2_010909
OG0004288	AAEL003318	AFUN2_013011
OG0004289	AAEL003322	AFUN2_006885
OG0004290	AAEL003331	AFUN2_002855
OG0004291	AAEL003332	AFUN2_002410
OG0004292	AAEL003336	AFUN2_009068
OG0004293	AAEL003343	AFUN2_001085
OG0004294	AAEL003347	AFUN2_006756
OG0004295	AAEL003354	AFUN2_003571
OG0004296	AAEL003358	AFUN2_003861
OG0004297	AAEL003363	AFUN2_006087
OG0004298	AAEL003366	AFUN2_005663
OG0004299	AAEL003371	AFUN2_005306
OG0004300	AAEL003374	AFUN2_000371
OG0004301	AAEL003378	AFUN2_009180
OG0004302	AAEL003379	AFUN2_010825
OG0004303	AAEL003382	AFUN2_009019
OG0004304	AAEL003383	AFUN2_001376
OG0004305	AAEL003385	AFUN2_006251
OG0004306	AAEL003387	AFUN2_013004
OG0004307	AAEL003388	AFUN2_009265
OG0004308	AAEL003390	AFUN2_010152
OG0004309	AAEL003391	AFUN2_008182
OG0004310	AAEL003396	AFUN2_011629
OG0004311	AAEL003401	AFUN2_004264
OG0004312	AAEL003402	AFUN2_009015
OG0004313	AAEL003408	AFUN2_001802
OG0004314	AAEL003409	AFUN2_012646
OG0004315	AAEL003412	AFUN2_009635
OG0004316	AAEL003413	AFUN2_005634
OG0004317	AAEL003415	AFUN2_014258
OG0004318	AAEL003416	AFUN2_008361
OG0004319	AAEL003419	AFUN2_007644
OG0004320	AAEL003423	AFUN2_012296
OG0004321	AAEL003425	AFUN2_011447
OG0004322	AAEL003427	AFUN2_007104
OG0004323	AAEL003428	AFUN2_010697
OG0004324	AAEL003431	AFUN2_009651
OG0004325	AAEL003433	AFUN2_011462
OG0004326	AAEL003436	AFUN2_009767
OG0004327	AAEL003437	AFUN2_003768
OG0004328	AAEL003438	AFUN2_005420
OG0004329	AAEL003447	AFUN2_005058
OG0004330	AAEL003449	AFUN2_012392
OG0004331	AAEL003454	AFUN2_010225
OG0004332	AAEL003466	AFUN2_001424
OG0004333	AAEL003469	AFUN2_006599
OG0004334	AAEL027684, AAEL003470	AFUN2_013616
OG0004335	AAEL003473	AFUN2_001805
OG0004336	AAEL003474	AFUN2_013025
OG0004337	AAEL003476	AFUN2_013222
OG0004338	AAEL003477	AFUN2_008076
OG0004339	AAEL003478	AFUN2_013668
OG0004340	AAEL003479	AFUN2_007965
OG0004341	AAEL003481	AFUN2_002279
OG0004342	AAEL003487	AFUN2_010337
OG0004343	AAEL003491	AFUN2_007130
OG0004344	AAEL003492	AFUN2_002245
OG0004345	AAEL003494	AFUN2_001245
OG0004346	AAEL003503	AFUN2_001770
OG0004347	AAEL003510	AFUN2_014541
OG0004348	AAEL003514	AFUN2_007396
OG0004349	AAEL003518	AFUN2_013462
OG0004350	AAEL003519	AFUN2_008912
OG0004351	AAEL003524	AFUN2_013100
OG0004352	AAEL003528	AFUN2_013003
OG0004353	AAEL003532	AFUN2_003342
OG0004354	AAEL003534	AFUN2_008784
OG0004355	AAEL003535	AFUN2_011560
OG0004356	AAEL003536	AFUN2_010707
