Orthogroup	AaegyptiLVP_AGWG	CquinquefasciatusJHB2020
OG0004137	AAEL002614	CQUJHB002844
OG0004138	AAEL028210, AAEL002622	CQUJHB000628
OG0004139	AAEL002630	CQUJHB007145
OG0004140	AAEL002644	CQUJHB005899
OG0004141	AAEL002646	CQUJHB008811
OG0004142	AAEL002647	CQUJHB006616
OG0004143	AAEL002662	CQUJHB013395
OG0004144	AAEL002673	CQUJHB009796
OG0004145	AAEL002675	CQUJHB011030
OG0004146	AAEL002678	CQUJHB009578
OG0004147	AAEL002687	CQUJHB000049
OG0004148	AAEL002688	CQUJHB000951
OG0004149	AAEL002694	CQUJHB008613
OG0004150	AAEL002700	CQUJHB005412
OG0004151	AAEL002703	CQUJHB005941
OG0004152	AAEL002711	CQUJHB008462
OG0004153	AAEL002718	CQUJHB012622
OG0004154	AAEL002723	CQUJHB015351
OG0004155	AAEL002724	CQUJHB001709
OG0004156	AAEL002728	CQUJHB014210
OG0004157	AAEL002733	CQUJHB003828
OG0004158	AAEL002737	CQUJHB012823
OG0004159	AAEL002740	CQUJHB007380
OG0004160	AAEL002741	CQUJHB011056
OG0004161	AAEL002742	CQUJHB015788
OG0004162	AAEL002748	CQUJHB012546
OG0004163	AAEL002756	CQUJHB002177
OG0004164	AAEL002757, AAEL006186	CQUJHB005637
OG0004165	AAEL002758	CQUJHB002056
OG0004166	AAEL002760	CQUJHB017980
OG0004167	AAEL002761	CQUJHB007915
OG0004168	AAEL002764	CQUJHB007857
OG0004169	AAEL002766	CQUJHB015963
OG0004170	AAEL002769	CQUJHB002569
OG0004171	AAEL002771	CQUJHB006922
OG0004172	AAEL002772	CQUJHB003687
OG0004173	AAEL002780	CQUJHB003064
OG0004174	AAEL002784	CQUJHB011344
OG0004175	AAEL002785	CQUJHB009359
OG0004176	AAEL002789	CQUJHB008725
OG0004177	AAEL002791	CQUJHB018167
OG0004178	AAEL002792	CQUJHB000523
OG0004179	AAEL002800	CQUJHB018277
OG0004180	AAEL002804	CQUJHB017697
OG0004181	AAEL002805	CQUJHB016581
OG0004182	AAEL002808	CQUJHB001396
OG0004183	AAEL002809	CQUJHB009607
OG0004184	AAEL002810	CQUJHB002200
OG0004185	AAEL002813	CQUJHB013240
OG0004186	AAEL002819	CQUJHB017273
OG0004187	AAEL002822	CQUJHB003573
OG0004188	AAEL002825	CQUJHB011510
OG0004189	AAEL002831	CQUJHB014179
OG0004190	AAEL002832	CQUJHB006739
OG0004191	AAEL002833	CQUJHB015457
OG0004192	AAEL002834	CQUJHB004320
OG0004193	AAEL002837	CQUJHB003026
OG0004194	AAEL002850	CQUJHB009338
OG0004195	AAEL002852	CQUJHB003238
OG0004196	AAEL002853	CQUJHB010254
OG0004197	AAEL002856	CQUJHB011033
OG0004198	AAEL002869	CQUJHB002549
OG0004199	AAEL002877	CQUJHB007397
OG0004200	AAEL002879	CQUJHB011875
OG0004201	AAEL002881	CQUJHB008780
OG0004202	AAEL002886	CQUJHB015437
OG0004203	AAEL002890	CQUJHB017977
OG0004204	AAEL002891	CQUJHB010969
OG0004205	AAEL002892	CQUJHB003835
OG0004206	AAEL002895	CQUJHB012763
OG0004207	AAEL002896	CQUJHB007978
OG0004208	AAEL015451, AAEL002908	CQUJHB015350
OG0004209	AAEL002910	CQUJHB001977
OG0004210	AAEL002913	CQUJHB011429
OG0004211	AAEL002918	CQUJHB012112
OG0004212	AAEL002919	CQUJHB014526
OG0004213	AAEL002922	CQUJHB009988
OG0004214	AAEL002934	CQUJHB003504
OG0004215	AAEL002935	CQUJHB000644
OG0004216	AAEL002943	CQUJHB010373
OG0004217	AAEL002944	CQUJHB005718
OG0004218	AAEL002948	CQUJHB011593
OG0004219	AAEL002953	CQUJHB012810
OG0004220	AAEL002955	CQUJHB004495
OG0004221	AAEL002960	CQUJHB011464
OG0004222	AAEL002965	CQUJHB002521
OG0004223	AAEL002978	CQUJHB015569
OG0004224	AAEL002983	CQUJHB003879
OG0004225	AAEL002995	CQUJHB014779
OG0004226	AAEL002997	CQUJHB008724
OG0004227	AAEL003000	CQUJHB011178
OG0004228	AAEL003001	CQUJHB007740
OG0004229	AAEL003002	CQUJHB001813
OG0004230	AAEL003006	CQUJHB010558
OG0004231	AAEL003009	CQUJHB017883
OG0004232	AAEL003019	CQUJHB005764
OG0004233	AAEL003022	CQUJHB001543
OG0004234	AAEL003026	CQUJHB013915
OG0004235	AAEL003035	CQUJHB015198, CQUJHB008346
OG0004236	AAEL003036	CQUJHB013493
OG0004237	AAEL003041	CQUJHB017470
OG0004238	AAEL003046	CQUJHB004919
OG0004239	AAEL003049	CQUJHB000867
OG0004240	AAEL003051	CQUJHB002374
OG0004241	AAEL003052	CQUJHB003834
OG0004242	AAEL003055	CQUJHB011484
OG0004243	AAEL003059	CQUJHB017848
OG0004244	AAEL003070	CQUJHB012194
OG0004245	AAEL003077	CQUJHB016257
OG0004246	AAEL003083	CQUJHB014928
OG0004247	AAEL003084	CQUJHB011319
OG0004248	AAEL003087	CQUJHB001922
OG0004249	AAEL003088	CQUJHB013368
OG0004250	AAEL003104	CQUJHB011135
OG0004251	AAEL003106	CQUJHB013361
OG0004252	AAEL003108	CQUJHB003463
OG0004253	AAEL003109	CQUJHB011170
OG0004254	AAEL003115	CQUJHB014871
OG0004255	AAEL003116	CQUJHB015060
OG0004256	AAEL003117	CQUJHB002835
OG0004257	AAEL003129	CQUJHB010335
OG0004258	AAEL003132	CQUJHB015866
OG0004259	AAEL003133	CQUJHB011675
OG0004260	AAEL003135	CQUJHB014143
OG0004261	AAEL003142	CQUJHB000393
OG0004262	AAEL003150	CQUJHB015928
OG0004263	AAEL003157	CQUJHB014717
OG0004264	AAEL003160	CQUJHB013273
OG0004265	AAEL003162	CQUJHB007730
OG0004266	AAEL020987, AAEL003165	CQUJHB011127
OG0004267	AAEL003170	CQUJHB016228
OG0004268	AAEL003180	CQUJHB013743
OG0004269	AAEL003193	CQUJHB016177
OG0004270	AAEL003202, AAEL024681	CQUJHB007366
OG0004271	AAEL003203	CQUJHB007391
OG0004272	AAEL003210	CQUJHB011707
OG0004273	AAEL003228	CQUJHB010714
OG0004274	AAEL003230	CQUJHB011979
OG0004275	AAEL003238	CQUJHB002741
OG0004276	AAEL003244	CQUJHB012292
OG0004277	AAEL003245	CQUJHB015383
OG0004278	AAEL003260	CQUJHB011729
OG0004279	AAEL003262	CQUJHB005484
OG0004280	AAEL003267	CQUJHB003641
OG0004281	AAEL003270	CQUJHB009968
OG0004282	AAEL003273	CQUJHB011048
OG0004283	AAEL003281	CQUJHB005847
OG0004284	AAEL003283	CQUJHB007917
OG0004285	AAEL003285	CQUJHB017847
OG0004286	AAEL003287	CQUJHB014515
OG0004287	AAEL003293	CQUJHB014547
OG0004288	AAEL003318	CQUJHB006281
OG0004289	AAEL003322	CQUJHB007110
OG0004290	AAEL003331	CQUJHB009952
OG0004291	AAEL003332	CQUJHB012036
OG0004292	AAEL003336	CQUJHB017199
OG0004293	AAEL003343	CQUJHB012871
OG0004294	AAEL003347	CQUJHB006100
OG0004295	AAEL003354	CQUJHB010014
OG0004296	AAEL003358	CQUJHB014617
OG0004297	AAEL003363	CQUJHB006941
OG0004298	AAEL003366	CQUJHB015282
OG0004299	AAEL003371	CQUJHB016632
OG0004300	AAEL003374	CQUJHB003917
OG0004301	AAEL003378	CQUJHB015826
OG0004302	AAEL003379	CQUJHB010740
OG0004303	AAEL003382	CQUJHB004398
OG0004304	AAEL003383	CQUJHB003489
OG0004305	AAEL003385	CQUJHB004789
OG0004306	AAEL003387	CQUJHB009766
OG0004307	AAEL003388	CQUJHB012577
OG0004308	AAEL003390	CQUJHB015810
OG0004309	AAEL003391	CQUJHB008119
OG0004310	AAEL003396	CQUJHB012058
OG0004311	AAEL003401	CQUJHB003502
OG0004312	AAEL003402	CQUJHB003960
OG0004313	AAEL003408	CQUJHB006480
OG0004314	AAEL003409	CQUJHB001193
OG0004315	AAEL003412	CQUJHB004816
OG0004316	AAEL003413	CQUJHB012085
OG0004317	AAEL003415	CQUJHB016213
OG0004318	AAEL003416	CQUJHB004730
OG0004319	AAEL003419	CQUJHB018146
OG0004320	AAEL003423	CQUJHB017360
OG0004321	AAEL003425	CQUJHB007449
OG0004322	AAEL003427	CQUJHB016511
OG0004323	AAEL003428	CQUJHB012532
OG0004324	AAEL003431	CQUJHB006288
OG0004325	AAEL003433	CQUJHB015221
OG0004326	AAEL003436	CQUJHB006804
OG0004327	AAEL003437	CQUJHB013366
OG0004328	AAEL003438	CQUJHB000179
OG0004329	AAEL003447	CQUJHB014659
OG0004330	AAEL003449	CQUJHB013064
OG0004331	AAEL003454	CQUJHB003801
OG0004332	AAEL003466	CQUJHB011463
OG0004333	AAEL003469	CQUJHB018264
OG0004334	AAEL027684, AAEL003470	CQUJHB015839
OG0004335	AAEL003473	CQUJHB016479
OG0004336	AAEL003474	CQUJHB013527
OG0004337	AAEL003476	CQUJHB003047
OG0004338	AAEL003477	CQUJHB015494
OG0004339	AAEL003478	CQUJHB008912
OG0004340	AAEL003479	CQUJHB002123
OG0004341	AAEL003481	CQUJHB013375
OG0004342	AAEL003487	CQUJHB003685
OG0004343	AAEL003491	CQUJHB013932
OG0004344	AAEL003492	CQUJHB016700
OG0004345	AAEL003494	CQUJHB007049
OG0004346	AAEL003503	CQUJHB013882
OG0004347	AAEL003510	CQUJHB002892
OG0004348	AAEL003514	CQUJHB016344
OG0004349	AAEL003518	CQUJHB000539
OG0004350	AAEL003519	CQUJHB008586
OG0004351	AAEL003524	CQUJHB002465
OG0004352	AAEL003528	CQUJHB013043
OG0004353	AAEL003532	CQUJHB003952
OG0004354	AAEL003534	CQUJHB002575
OG0004355	AAEL003535	CQUJHB016813
OG0004356	AAEL003536	CQUJHB001851
OG0004357	AAEL003537	CQUJHB006321
OG0004358	AAEL003539	CQUJHB009137
OG0004359	AAEL003540	CQUJHB002824
OG0004360	AAEL003542	CQUJHB004441
OG0004361	AAEL003543	CQUJHB018067
OG0004362	AAEL003544	CQUJHB012689
OG0004363	AAEL003545	CQUJHB011711
OG0004365	AAEL003551	CQUJHB011784
OG0004366	AAEL003552	CQUJHB014936
OG0004367	AAEL003554	CQUJHB017233
OG0004368	AAEL003555	CQUJHB017448
OG0004369	AAEL003573	CQUJHB003629
OG0004370	AAEL020721, AAEL020190, AAEL025892, AAEL003574	CQUJHB015276
OG0004370	AAEL014257	CQUJHB017367
OG0004371	AAEL003581	CQUJHB004715
OG0004372	AAEL003582	CQUJHB007726
OG0004373	AAEL003602	CQUJHB018304
OG0004374	AAEL003606	CQUJHB000925
OG0004375	AAEL003618	CQUJHB016535
OG0004376	AAEL003627	CQUJHB016244, CQUJHB006326, CQUJHB007625
OG0004377	AAEL003634	CQUJHB013718
OG0004378	AAEL003647	CQUJHB000486
OG0004379	AAEL003648	CQUJHB010018
OG0004380	AAEL003650	CQUJHB012909
OG0004381	AAEL003651	CQUJHB007920
OG0004382	AAEL003653	CQUJHB014383
OG0004383	AAEL003654	CQUJHB003167
OG0004384	AAEL003656	CQUJHB007738
OG0004385	AAEL003661	CQUJHB007505
OG0004386	AAEL003664	CQUJHB009728
OG0004387	AAEL003670	CQUJHB015666
OG0004388	AAEL003674	CQUJHB006713
OG0004389	AAEL003675	CQUJHB015009
OG0004390	AAEL003676	CQUJHB003327
OG0004391	AAEL003678	CQUJHB006820
OG0004392	AAEL003682	CQUJHB003678
OG0004393	AAEL003684	CQUJHB008175
OG0004394	AAEL003695	CQUJHB003853
OG0004395	AAEL003704	CQUJHB004533
OG0004396	AAEL003705	CQUJHB018370
OG0004397	AAEL003709	CQUJHB016473
OG0004398	AAEL003724	CQUJHB001348
OG0004399	AAEL003729	CQUJHB004628
OG0004400	AAEL003730	CQUJHB012605
OG0004401	AAEL003731	CQUJHB012653
OG0004402	AAEL003735	CQUJHB015189
OG0004403	AAEL003739	CQUJHB015951
OG0004405	AAEL003746	CQUJHB006558
OG0004406	AAEL003752	CQUJHB015508
OG0004407	AAEL025958, AAEL003757	CQUJHB018365
OG0004408	AAEL003762	CQUJHB003630
OG0004409	AAEL003770	CQUJHB014447
OG0004410	AAEL003774	CQUJHB007988
OG0004411	AAEL003776	CQUJHB009838
OG0004412	AAEL003777	CQUJHB007671
OG0004413	AAEL003782	CQUJHB010699
OG0004414	AAEL003794	CQUJHB008511
OG0004415	AAEL003801	CQUJHB011229
OG0004416	AAEL003803	CQUJHB017151
OG0004417	AAEL003806	CQUJHB013317
OG0004418	AAEL003817	CQUJHB000240
OG0004419	AAEL003822	CQUJHB011049
OG0004420	AAEL003829	CQUJHB008836
OG0004421	AAEL003831	CQUJHB003113
OG0004422	AAEL003839	CQUJHB018328
OG0004423	AAEL003847	CQUJHB007025
OG0004424	AAEL003855	CQUJHB014074
OG0004425	AAEL003858	CQUJHB009821
OG0004426	AAEL003861	CQUJHB004839
OG0004427	AAEL003864	CQUJHB000022
OG0004428	AAEL003868	CQUJHB003784
OG0004429	AAEL003871	CQUJHB001989
OG0004430	AAEL003872	CQUJHB016134
OG0004431	AAEL003873	CQUJHB000154
OG0004432	AAEL003874	CQUJHB017205
OG0004433	AAEL003875	CQUJHB013136
OG0004434	AAEL003879	CQUJHB006828
OG0004435	AAEL003883	CQUJHB011079
OG0004436	AAEL003885	CQUJHB007307
OG0004437	AAEL003887	CQUJHB013222
OG0004438	AAEL003891	CQUJHB002706
OG0004439	AAEL003893	CQUJHB006831
OG0004440	AAEL003903	CQUJHB018323
OG0004441	AAEL003906	CQUJHB009505
OG0004442	AAEL003909	CQUJHB008491
OG0004443	AAEL003910	CQUJHB005152
OG0004444	AAEL003911	CQUJHB016448
OG0004445	AAEL003913	CQUJHB006237
OG0004446	AAEL003916	CQUJHB013651
OG0004447	AAEL003919	CQUJHB015718
OG0004448	AAEL003922	CQUJHB009422
OG0004449	AAEL003923	CQUJHB016810
OG0004450	AAEL003926	CQUJHB000100
OG0004451	AAEL003935	CQUJHB017058
OG0004452	AAEL003946	CQUJHB008323
OG0004453	AAEL003949	CQUJHB009211
OG0004454	AAEL003952	CQUJHB000704
OG0004455	AAEL003957	CQUJHB008577
OG0004456	AAEL003958	CQUJHB000267
OG0004457	AAEL003963	CQUJHB010593
OG0004458	AAEL003964	CQUJHB009797
OG0004459	AAEL003966	CQUJHB000509
OG0004460	AAEL003972	CQUJHB004500
OG0004461	AAEL003973	CQUJHB004849
OG0004462	AAEL003977, AAEL026052	CQUJHB013456
OG0004463	AAEL003989	CQUJHB010846
OG0004464	AAEL003990	CQUJHB015323
OG0004465	AAEL003991	CQUJHB015558
OG0004466	AAEL003993	CQUJHB007103
OG0004467	AAEL003994	CQUJHB004436
OG0004468	AAEL003995	CQUJHB003121
OG0004469	AAEL004004	CQUJHB012507
OG0004470	AAEL004007	CQUJHB006676
OG0004471	AAEL004009	CQUJHB009660
OG0004472	AAEL004017	CQUJHB009088
OG0004473	AAEL004032	CQUJHB007047
OG0004474	AAEL004034	CQUJHB008006
OG0004475	AAEL004036	CQUJHB005997
OG0004476	AAEL004046	CQUJHB014753
OG0004478	AAEL004056	CQUJHB004726
OG0004479	AAEL004071	CQUJHB004039
OG0004480	AAEL004075	CQUJHB014897
OG0004481	AAEL004083	CQUJHB003846
OG0004482	AAEL004088	CQUJHB003701
OG0004483	AAEL004090	CQUJHB010090
OG0004484	AAEL004097	CQUJHB001565
OG0004485	AAEL004098	CQUJHB007908
OG0004486	AAEL004110	CQUJHB003149
OG0004487	AAEL004114	CQUJHB017255
OG0004488	AAEL004117	CQUJHB010292
OG0004489	AAEL004121	CQUJHB011669
OG0004490	AAEL004125	CQUJHB004031
OG0004491	AAEL004126	CQUJHB015120, CQUJHB011006
OG0004492	AAEL004131	CQUJHB008802
OG0004493	AAEL004136	CQUJHB014657
OG0004494	AAEL004143	CQUJHB013373
OG0004495	AAEL004147	CQUJHB013871
OG0004496	AAEL004148	CQUJHB003365
OG0004497	AAEL004151	CQUJHB004272
OG0004498	AAEL004163	CQUJHB002331
OG0004499	AAEL004180	CQUJHB001948
OG0004500	AAEL004191	CQUJHB006180
OG0004501	AAEL004193	CQUJHB018384
OG0004502	AAEL004195	CQUJHB008283
OG0004503	AAEL004196	CQUJHB008732
OG0004504	AAEL004205	CQUJHB001518
OG0004505	AAEL004206	CQUJHB008265
OG0004506	AAEL004211	CQUJHB002680
OG0004507	AAEL004212	CQUJHB011010
OG0004508	AAEL004213	CQUJHB017752
OG0004509	AAEL004216	CQUJHB007359
OG0004510	AAEL004221	CQUJHB009500
OG0004511	AAEL004227	CQUJHB002587
OG0004512	AAEL004228	CQUJHB001005
OG0004513	AAEL004231	CQUJHB001023
OG0004514	AAEL004233	CQUJHB014202
OG0004515	AAEL004234	CQUJHB000167
OG0004516	AAEL004236	CQUJHB002559
OG0004517	AAEL004237	CQUJHB008065
OG0004518	AAEL004238	CQUJHB004147
OG0004519	AAEL004259	CQUJHB004838
OG0004520	AAEL004269	CQUJHB000160
OG0004521	AAEL004275	CQUJHB008954
OG0004522	AAEL004276	CQUJHB009666
OG0004523	AAEL004280	CQUJHB001335
OG0004524	AAEL004282	CQUJHB004163
OG0004525	AAEL004287	CQUJHB012649
OG0004526	AAEL004288	CQUJHB004200
OG0004527	AAEL004291	CQUJHB017135
OG0004528	AAEL004292	CQUJHB008477
OG0004529	AAEL004294	CQUJHB011309
OG0004530	AAEL004299	CQUJHB009677
OG0004531	AAEL004305	CQUJHB006659
OG0004532	AAEL004307	CQUJHB010804
OG0004533	AAEL004308	CQUJHB013581
OG0004534	AAEL004311	CQUJHB006285
OG0004535	AAEL004313	CQUJHB008296
OG0004536	AAEL004320	CQUJHB012476
OG0004537	AAEL004327	CQUJHB004846
OG0004538	AAEL004332	CQUJHB005128
OG0004539	AAEL004333	CQUJHB013737
OG0004540	AAEL004338	CQUJHB004943
OG0004541	AAEL004345	CQUJHB016400
OG0004542	AAEL004349	CQUJHB016354
OG0004543	AAEL004350	CQUJHB003329
OG0004544	AAEL004351	CQUJHB010859
OG0004545	AAEL004355	CQUJHB001995
OG0004546	AAEL004357	CQUJHB005276
OG0004547	AAEL004359	CQUJHB007106
OG0004548	AAEL004364	CQUJHB009596
OG0004549	AAEL004368	CQUJHB017779
OG0004550	AAEL004371	CQUJHB013465
OG0004551	AAEL004376	CQUJHB001054
OG0004552	AAEL004378	CQUJHB012063
OG0004553	AAEL004383	CQUJHB011744
OG0004554	AAEL004389	CQUJHB015604
OG0004555	AAEL004399	CQUJHB011778
OG0004556	AAEL004402	CQUJHB001112
OG0004557	AAEL004404	CQUJHB017791
OG0004558	AAEL004406	CQUJHB015967
OG0004559	AAEL004410	CQUJHB004359
OG0004560	AAEL004419	CQUJHB000621
OG0004561	AAEL004420	CQUJHB015958
OG0004562	AAEL004425	CQUJHB001811
OG0004563	AAEL004426	CQUJHB000948
OG0004564	AAEL004431	CQUJHB008513
OG0004565	AAEL004435	CQUJHB000124
OG0004566	AAEL004440	CQUJHB018358
OG0004567	AAEL004441	CQUJHB014930
OG0004568	AAEL004442	CQUJHB006177
OG0004569	AAEL004446	CQUJHB013416
OG0004570	AAEL004449	CQUJHB005665
OG0004571	AAEL004450, AAEL023070	CQUJHB004188
OG0004572	AAEL004451	CQUJHB014006
OG0004573	AAEL025887, AAEL004458	CQUJHB002120
OG0004574	AAEL004469	CQUJHB011692
OG0004575	AAEL004472	CQUJHB005119
OG0004576	AAEL004474	CQUJHB001294
OG0004577	AAEL004477, AAEL027029	CQUJHB009237
OG0004578	AAEL004482	CQUJHB000453
OG0004579	AAEL004485	CQUJHB009621
OG0004580	AAEL004490	CQUJHB007464
OG0004581	AAEL004493	CQUJHB006749
OG0004582	AAEL004496	CQUJHB013724
OG0004583	AAEL004497	CQUJHB003111
OG0004584	AAEL004500	CQUJHB017554
OG0004585	AAEL004502	CQUJHB000470
OG0004586	AAEL004513	CQUJHB011539
OG0004587	AAEL004515	CQUJHB011944
OG0004588	AAEL004517	CQUJHB002140
OG0004589	AAEL004520	CQUJHB017258
OG0004590	AAEL004522	CQUJHB013443
OG0004591	AAEL004526	CQUJHB015123
OG0004592	AAEL004527	CQUJHB010517
OG0004593	AAEL004533	CQUJHB003560
OG0004594	AAEL004534	CQUJHB009091
OG0004595	AAEL004543	CQUJHB017834
OG0004596	AAEL004546	CQUJHB016370
OG0004597	AAEL004554	CQUJHB008493
OG0004598	AAEL004559	CQUJHB009320
OG0004599	AAEL004562	CQUJHB004848
OG0004600	AAEL004563	CQUJHB010695
OG0004601	AAEL004567	CQUJHB008276
OG0004602	AAEL004576	CQUJHB010400
OG0004603	AAEL004577	CQUJHB009808
OG0004604	AAEL004581	CQUJHB004371
OG0004605	AAEL004583	CQUJHB006203
OG0004606	AAEL004588	CQUJHB006214
OG0004607	AAEL004590	CQUJHB000897
OG0004608	AAEL004603	CQUJHB010211
OG0004609	AAEL004613	CQUJHB014417
OG0004610	AAEL004623	CQUJHB001272
OG0004611	AAEL004634	CQUJHB000172
OG0004612	AAEL004657	CQUJHB010068
OG0004613	AAEL004663	CQUJHB017820
OG0004614	AAEL004668	CQUJHB000739
OG0004615	AAEL004669	CQUJHB006701
OG0004616	AAEL004673	CQUJHB015250
OG0004617	AAEL004675	CQUJHB009326
OG0004618	AAEL004682	CQUJHB001392
OG0004619	AAEL004691	CQUJHB002255
OG0004620	AAEL004696	CQUJHB000431
OG0004621	AAEL004701	CQUJHB015314
OG0004622	AAEL004707	CQUJHB003286
OG0004623	AAEL004710	CQUJHB006834
OG0004624	AAEL004716	CQUJHB013105
OG0004625	AAEL004718	CQUJHB012996
OG0004626	AAEL004719	CQUJHB002041
OG0004627	AAEL004725	CQUJHB018169
OG0004628	AAEL004726	CQUJHB011430
OG0004629	AAEL004727	CQUJHB017405
OG0004630	AAEL004731	CQUJHB002995
OG0004631	AAEL004732	CQUJHB004116
OG0004632	AAEL004733	CQUJHB011241
OG0004633	AAEL004734	CQUJHB017229
OG0004634	AAEL004738	CQUJHB007715
OG0004635	AAEL004740	CQUJHB008848
OG0004636	AAEL004744	CQUJHB008844
OG0004637	AAEL004756	CQUJHB017044
OG0004638	AAEL004757	CQUJHB005609
OG0004639	AAEL004761	CQUJHB012150
OG0004640	AAEL004773	CQUJHB003099
OG0004641	AAEL004777	CQUJHB018453
OG0004642	AAEL004790	CQUJHB004912
OG0004643	AAEL004805	CQUJHB000873
OG0004644	AAEL004813	CQUJHB002912
OG0004645	AAEL004824	CQUJHB009604
OG0004646	AAEL004829	CQUJHB007021
OG0004647	AAEL004832	CQUJHB009855
OG0004648	AAEL004833	CQUJHB015708
OG0004649	AAEL004835	CQUJHB014456
OG0004650	AAEL004839	CQUJHB015424
OG0004651	AAEL004840	CQUJHB000051
OG0004652	AAEL004841	CQUJHB015277
OG0004653	AAEL004852	CQUJHB001424
OG0004654	AAEL004853	CQUJHB012938
OG0004655	AAEL004860	CQUJHB005544
OG0004656	AAEL004862	CQUJHB015397
OG0004658	AAEL026879, AAEL004869	CQUJHB007802
OG0004659	AAEL004873	CQUJHB002599
OG0004660	AAEL004874	CQUJHB002734
OG0004661	AAEL004881	CQUJHB001899
OG0004662	AAEL004897	CQUJHB001394
OG0004663	AAEL004898	CQUJHB001628
OG0004664	AAEL004900	CQUJHB015365
OG0004665	AAEL004910	CQUJHB016404
OG0004666	AAEL004911	CQUJHB002032, CQUJHB005017
OG0004667	AAEL004913	CQUJHB006724
OG0004668	AAEL004916	CQUJHB009187
OG0004669	AAEL004918	CQUJHB015753
OG0004670	AAEL004936	CQUJHB014523
OG0004671	AAEL004938	CQUJHB017000
OG0004672	AAEL004942	CQUJHB006198
OG0004673	AAEL004958	CQUJHB002172
OG0004674	AAEL004975	CQUJHB016265
OG0004675	AAEL004977	CQUJHB000375
OG0004676	AAEL004978	CQUJHB018258
OG0004677	AAEL004980	CQUJHB003674
OG0004678	AAEL004981	CQUJHB015808
OG0004679	AAEL004982	CQUJHB000881
OG0004680	AAEL004984	CQUJHB012846
OG0004681	AAEL004985	CQUJHB000886
OG0004682	AAEL004987	CQUJHB001685
OG0004683	AAEL004988	CQUJHB004168
OG0004684	AAEL004989	CQUJHB007271
OG0004685	AAEL004991	CQUJHB010900
OG0004686	AAEL004995	CQUJHB015193
OG0004687	AAEL004997	CQUJHB011076
OG0004688	AAEL005014	CQUJHB005196
OG0004689	AAEL005016	CQUJHB003636
OG0004690	AAEL005021	CQUJHB009930
OG0004691	AAEL005022	CQUJHB015597
OG0004692	AAEL005023	CQUJHB016431
OG0004693	AAEL005025	CQUJHB004068
OG0004694	AAEL005035	CQUJHB018287
OG0004695	AAEL005037	CQUJHB018101
OG0004696	AAEL005038	CQUJHB015540
OG0004697	AAEL005039	CQUJHB008292
OG0004698	AAEL005044	CQUJHB010795
OG0004699	AAEL005046	CQUJHB016831
OG0004701	AAEL005054	CQUJHB015934
OG0004702	AAEL005068	CQUJHB006429
OG0004703	AAEL005069	CQUJHB000209
OG0004704	AAEL005070	CQUJHB010085
OG0004705	AAEL005071	CQUJHB012716
OG0004706	AAEL005072	CQUJHB010810
OG0004707	AAEL005075	CQUJHB012478
OG0004708	AAEL005076	CQUJHB008964
OG0004709	AAEL005092	CQUJHB015650
OG0004710	AAEL005097	CQUJHB007845
OG0004711	AAEL005103	CQUJHB018301
OG0004712	AAEL005109	CQUJHB005538
OG0004713	AAEL005130	CQUJHB002394
OG0004714	AAEL005142	CQUJHB010173
OG0004715	AAEL005147	CQUJHB015710
OG0004716	AAEL005148	CQUJHB011811
OG0004717	AAEL005149	CQUJHB000214
OG0004718	AAEL005150	CQUJHB016641
OG0004719	AAEL005155	CQUJHB011638
OG0004720	AAEL005162	CQUJHB013412
OG0004721	AAEL005169	CQUJHB013248
OG0004722	AAEL005170	CQUJHB006685
OG0004723	AAEL005175	CQUJHB004287
OG0004724	AAEL005177	CQUJHB004507
OG0004725	AAEL005180	CQUJHB002083
OG0004726	AAEL005187	CQUJHB016638
OG0004727	AAEL005188	CQUJHB017098
OG0004728	AAEL005190	CQUJHB009016
OG0004729	AAEL005201	CQUJHB004160
OG0004730	AAEL005203	CQUJHB001037
OG0004731	AAEL005204	CQUJHB008158
OG0004732	AAEL005208	CQUJHB004161
OG0004733	AAEL005211	CQUJHB018261
OG0004734	AAEL005213	CQUJHB006774
OG0004735	AAEL005215	CQUJHB015270
OG0004736	AAEL005216	CQUJHB015861
OG0004737	AAEL005217	CQUJHB008818
OG0004738	AAEL005224	CQUJHB006158
OG0004739	AAEL005227	CQUJHB013963
OG0004740	AAEL005228	CQUJHB012479
OG0004741	AAEL005230	CQUJHB018299
OG0004742	AAEL005234	CQUJHB014240
OG0004743	AAEL005235	CQUJHB017280
OG0004744	AAEL005252	CQUJHB016706
OG0004745	AAEL005261	CQUJHB000035
OG0004746	AAEL005262	CQUJHB003006
OG0004747	AAEL005271	CQUJHB008333
OG0004748	AAEL005276	CQUJHB002502
OG0004749	AAEL005278	CQUJHB007178
OG0004750	AAEL005281	CQUJHB013185
OG0004751	AAEL005284	CQUJHB015208
OG0004752	AAEL005297	CQUJHB012536
OG0004753	AAEL005303	CQUJHB006184
OG0004754	AAEL005305	CQUJHB014142
OG0004755	AAEL005311	CQUJHB012301
OG0004756	AAEL005313	CQUJHB018239
OG0004757	AAEL005315	CQUJHB017618
OG0004758	AAEL005322	CQUJHB006607
OG0004759	AAEL005326	CQUJHB002362
OG0004760	AAEL005329	CQUJHB017645
OG0004761	AAEL005330	CQUJHB000926
OG0004762	AAEL005339	CQUJHB015594
OG0004763	AAEL005341	CQUJHB002451
OG0004764	AAEL005347	CQUJHB008209
OG0004765	AAEL005354	CQUJHB008953
OG0004766	AAEL005355	CQUJHB008663
OG0004767	AAEL005358	CQUJHB010259
