Orthogroup	AaegyptiLVP_AGWG	AminimusMINIMUS1
OG0004623	AAEL004710	AMIN005890
OG0004624	AAEL004716	AMIN001337
OG0004625	AAEL004718, AAEL027718	AMIN001336
OG0004626	AAEL004719	AMIN001343
OG0004627	AAEL004725	AMIN001016
OG0004628	AAEL004726	AMIN005889
OG0004629	AAEL004727	AMIN001341
OG0004630	AAEL004731	AMIN001020
OG0004631	AAEL004732	AMIN001345
OG0004632	AAEL004733	AMIN009128
OG0004633	AAEL004734	AMIN001021
OG0004634	AAEL004738	AMIN005956
OG0004635	AAEL004740	AMIN016203
OG0004636	AAEL004744	AMIN005957
OG0004637	AAEL004756	AMIN009566
OG0004638	AAEL004757	AMIN006817
OG0004639	AAEL004761	AMIN006621
OG0004640	AAEL004773	AMIN001410
OG0004641	AAEL004777	AMIN005954
OG0004642	AAEL004790	AMIN011564
OG0004643	AAEL004805	AMIN008637
OG0004645	AAEL004824	AMIN005268
OG0004646	AAEL004829	AMIN007554
OG0004647	AAEL004832	AMIN010144
OG0004648	AAEL004833	AMIN007553
OG0004649	AAEL004835	AMIN007556
OG0004650	AAEL004839	AMIN010146
OG0004651	AAEL004840	AMIN010055
OG0004652	AAEL004841	AMIN010053
OG0004653	AAEL004852	AMIN010064
OG0004654	AAEL004853	AMIN010063
OG0004655	AAEL004860	AMIN007551
OG0004656	AAEL004862	AMIN007796
OG0004657	AAEL004884, AAEL004868	AMIN003541
OG0004658	AAEL026879, AAEL004869	AMIN002446
OG0004659	AAEL004873	AMIN004918
OG0004660	AAEL004874	AMIN004915
OG0004661	AAEL004881	AMIN003774
OG0004662	AAEL004897	AMIN007674
OG0004663	AAEL004898	AMIN007667
OG0004664	AAEL004900	AMIN007668
OG0004665	AAEL004910	AMIN007422
OG0004666	AAEL004911	AMIN007421
OG0004667	AAEL004913	AMIN007662
OG0004668	AAEL004916	AMIN010149
OG0004669	AAEL004918	AMIN006675
OG0004670	AAEL004936	AMIN001184
OG0004671	AAEL004938	AMIN006679
OG0004672	AAEL004942	AMIN005017
OG0004673	AAEL004958	AMIN001315
OG0004674	AAEL004975	AMIN006734
OG0004675	AAEL004977	AMIN007181
OG0004676	AAEL004978	AMIN000979
OG0004677	AAEL004980	AMIN007183
OG0004678	AAEL004981	AMIN006094
OG0004679	AAEL004982	AMIN006733
OG0004680	AAEL004984	AMIN006755
OG0004681	AAEL004985	AMIN007182
OG0004682	AAEL004987	AMIN006096
OG0004683	AAEL004988	AMIN007179
OG0004684	AAEL004989	AMIN000980
OG0004685	AAEL004991	AMIN007186
OG0004686	AAEL004995	AMIN001535
OG0004687	AAEL004997	AMIN006758
OG0004688	AAEL005014	AMIN009791
OG0004689	AAEL005016	AMIN006422
OG0004690	AAEL005021	AMIN006027
OG0004691	AAEL005022	AMIN009605
OG0004692	AAEL005023	AMIN006025
OG0004693	AAEL005025	AMIN006026
OG0004694	AAEL005035	AMIN007103
OG0004695	AAEL005037	AMIN015918
OG0004696	AAEL005038	AMIN006420
OG0004697	AAEL005039	AMIN006421
OG0004698	AAEL005044	AMIN009792
OG0004699	AAEL005046	AMIN009789
OG0004700	AAEL005047	AMIN004206
OG0004701	AAEL005054	AMIN000103
OG0004702	AAEL005068	AMIN010753
OG0004703	AAEL005069	AMIN004210
OG0004704	AAEL005070	AMIN010752
OG0004705	AAEL005071	AMIN010755
OG0004706	AAEL005072	AMIN010744
OG0004707	AAEL005075	AMIN010754
OG0004708	AAEL005076	AMIN010745
OG0004709	AAEL005092	AMIN000674
OG0004710	AAEL005097	AMIN000673
OG0004711	AAEL005103	AMIN007376
OG0004712	AAEL005109	AMIN010103
OG0004713	AAEL005130	AMIN006534
OG0004714	AAEL005142	AMIN006524
OG0004715	AAEL005147	AMIN004239
OG0004716	AAEL005148	AMIN006531
OG0004717	AAEL005149	AMIN006536
OG0004718	AAEL005150	AMIN006532
OG0004719	AAEL005155	AMIN007375
OG0004720	AAEL005162	AMIN004617
OG0004721	AAEL005169	AMIN016178
OG0004722	AAEL005170	AMIN001365
OG0004723	AAEL005175	AMIN010278
OG0004724	AAEL005177	AMIN010272
OG0004725	AAEL005180	AMIN011193
OG0004726	AAEL005187	AMIN010270
OG0004727	AAEL005188	AMIN011185
OG0004728	AAEL005190	AMIN011192
OG0004729	AAEL005201	AMIN011186
OG0004730	AAEL005203	AMIN011183
OG0004731	AAEL005204	AMIN011177
OG0004732	AAEL005208	AMIN010266
OG0004733	AAEL005211	AMIN010263
OG0004734	AAEL005213	AMIN010275
OG0004735	AAEL005215	AMIN016164
OG0004736	AAEL005216	AMIN002896
OG0004737	AAEL005217	AMIN002900
OG0004738	AAEL005224	AMIN002904
OG0004739	AAEL005227	AMIN002898
OG0004740	AAEL005228	AMIN002889
OG0004741	AAEL005230	AMIN002897
OG0004742	AAEL005234	AMIN016165
OG0004743	AAEL005235	AMIN014263
OG0004744	AAEL005252	AMIN004035
OG0004745	AAEL005261	AMIN001957
OG0004746	AAEL005262	AMIN009945
OG0004747	AAEL005271	AMIN005080
OG0004748	AAEL005276	AMIN016206
OG0004749	AAEL005278	AMIN005720
OG0004750	AAEL005281	AMIN003334
OG0004751	AAEL005284	AMIN006636
OG0004752	AAEL005297	AMIN008754
OG0004753	AAEL005303	AMIN008121
OG0004754	AAEL005305	AMIN006966
OG0004755	AAEL005311	AMIN008187
OG0004756	AAEL005313	AMIN001610
OG0004757	AAEL005315	AMIN010384
OG0004758	AAEL005322	AMIN010383
OG0004759	AAEL005326	AMIN010379
OG0004760	AAEL005329	AMIN010377
OG0004761	AAEL005330	AMIN001605
OG0004762	AAEL005339	AMIN016066
OG0004763	AAEL005341	AMIN001611
OG0004764	AAEL005347	AMIN001930
OG0004765	AAEL005354	AMIN003053
OG0004766	AAEL005355	AMIN001542
OG0004767	AAEL005358	AMIN003049
OG0004768	AAEL005367	AMIN001934
OG0004769	AAEL005383	AMIN009860
OG0004770	AAEL005384	AMIN000649
OG0004771	AAEL005387	AMIN009865
OG0004772	AAEL005390	AMIN009868
OG0004773	AAEL005392	AMIN009858
OG0004774	AAEL027245, AAEL005399	AMIN004722
OG0004775	AAEL005400	AMIN000255
OG0004776	AAEL005401	AMIN000340
OG0004777	AAEL005403	AMIN004726
OG0004778	AAEL005405	AMIN004664
OG0004779	AAEL005413	AMIN002587
OG0004780	AAEL005422	AMIN004757
OG0004781	AAEL005423	AMIN004666
OG0004782	AAEL005425	AMIN004720
OG0004783	AAEL005429	AMIN005304
OG0004784	AAEL005431	AMIN006850
OG0004785	AAEL005440	AMIN005502
OG0004786	AAEL005444	AMIN005500
OG0004787	AAEL005446	AMIN001477
OG0004788	AAEL005449	AMIN007209
OG0004789	AAEL005451	AMIN007241
OG0004790	AAEL005453	AMIN015809
OG0004791	AAEL005454	AMIN001480
OG0004792	AAEL005455	AMIN001479
OG0004793	AAEL005458	AMIN007242
OG0004794	AAEL005460	AMIN001476
OG0004795	AAEL005463	AMIN004447
OG0004796	AAEL005464	AMIN004449
OG0004797	AAEL005465	AMIN009176
OG0004798	AAEL005466	AMIN004448
OG0004799	AAEL005468	AMIN007054
OG0004800	AAEL005470	AMIN006975
OG0004801	AAEL005473	AMIN009177
OG0004802	AAEL005474	AMIN009172
OG0004803	AAEL005479	AMIN009171
OG0004804	AAEL005481	AMIN002351
OG0004805	AAEL005492	AMIN002354
OG0004806	AAEL005504	AMIN008209
OG0004807	AAEL005507	AMIN003095
OG0004808	AAEL005508	AMIN003097
OG0004809	AAEL005510	AMIN003094
OG0004810	AAEL005521	AMIN007443
OG0004811	AAEL005524	AMIN002010
OG0004812	AAEL005530	AMIN005823
OG0004813	AAEL005531	AMIN005820
OG0004814	AAEL005535	AMIN006145
OG0004815	AAEL005544	AMIN002883
OG0004816	AAEL005558	AMIN004512
OG0004817	AAEL005567	AMIN000486
OG0004818	AAEL005573	AMIN004513
OG0004819	AAEL005575	AMIN008712
OG0004820	AAEL005579	AMIN004511
OG0004821	AAEL005583	AMIN006910
OG0004822	AAEL005604, AAEL005596	AMIN002229
OG0004823	AAEL012074, AAEL005598	AMIN000816
OG0004824	AAEL005599	AMIN015742
OG0004825	AAEL005605	AMIN015832
OG0004826	AAEL005618	AMIN002267
OG0004827	AAEL005622	AMIN002268
OG0004828	AAEL005626	AMIN005047
OG0004829	AAEL005629	AMIN000584
OG0004830	AAEL005634	AMIN002809
OG0004831	AAEL005639	AMIN000065
OG0004832	AAEL005643	AMIN001707
OG0004833	AAEL005646	AMIN001704
OG0004834	AAEL005653	AMIN001705
OG0004835	AAEL005655	AMIN001701
OG0004836	AAEL005657	AMIN001703
OG0004837	AAEL005659	AMIN001700
OG0004838	AAEL005662	AMIN001709
OG0004839	AAEL005663	AMIN001706
OG0004840	AAEL005666	AMIN007683
OG0004841	AAEL005678	AMIN004007
OG0004842	AAEL005681	AMIN002574
OG0004843	AAEL005688	AMIN002578
OG0004844	AAEL005690	AMIN006140
OG0004845	AAEL005692	AMIN006150
OG0004846	AAEL005699	AMIN002577
OG0004847	AAEL005706	AMIN002575
OG0004848	AAEL005709	AMIN002576
OG0004849	AAEL005713	AMIN003236
OG0004850	AAEL005719	AMIN003726
OG0004851	AAEL005720	AMIN008421
OG0004852	AAEL005726	AMIN002052
OG0004853	AAEL005728	AMIN009142
OG0004854	AAEL005730	AMIN009148
OG0004855	AAEL005731	AMIN009141
OG0004856	AAEL005732	AMIN009143
OG0004857	AAEL005734	AMIN009139
OG0004858	AAEL005736	AMIN007224
OG0004859	AAEL005739	AMIN009508
OG0004860	AAEL005742	AMIN009138
OG0004861	AAEL005744	AMIN009145
OG0004862	AAEL005754	AMIN009155
OG0004863	AAEL005762	AMIN009150
OG0004864	AAEL005766	AMIN002573
OG0004865	AAEL005769	AMIN002568
OG0004866	AAEL005776	AMIN002571
OG0004867	AAEL005785	AMIN002572
OG0004868	AAEL005787	AMIN005419
OG0004869	AAEL005790	AMIN005417
OG0004870	AAEL005793	AMIN004570
OG0004871	AAEL005796	AMIN003168
OG0004872	AAEL005799	AMIN003166
OG0004873	AAEL005803	AMIN003209
OG0004874	AAEL005813	AMIN004569
OG0004875	AAEL005822	AMIN003208
OG0004876	AAEL005825	AMIN011234
OG0004877	AAEL005826	AMIN005671
OG0004878	AAEL005827	AMIN001950
OG0004879	AAEL005830	AMIN011372
OG0004880	AAEL005831	AMIN001949
OG0004881	AAEL005832	AMIN005670
OG0004882	AAEL005837	AMIN005576
OG0004883	AAEL005839	AMIN005414
OG0004884	AAEL005840	AMIN002139
OG0004885	AAEL005845	AMIN009287
OG0004886	AAEL005850	AMIN007496
OG0004887	AAEL005856	AMIN009286
OG0004888	AAEL005857	AMIN004461
OG0004889	AAEL005861	AMIN009288
OG0004890	AAEL005870	AMIN008995
OG0004891	AAEL005874	AMIN010393
OG0004892	AAEL005879	AMIN010398
OG0004893	AAEL005888	AMIN010397
OG0004894	AAEL005891, AAEL022858	AMIN007773
OG0004895	AAEL005897	AMIN000797
OG0004896	AAEL005902	AMIN000789
OG0004897	AAEL005904	AMIN000791
OG0004898	AAEL005906	AMIN000793
OG0004899	AAEL005908	AMIN004106
OG0004900	AAEL005909	AMIN000788
OG0004901	AAEL005911	AMIN000865
OG0004902	AAEL005913	AMIN000790
OG0004903	AAEL005915	AMIN000701
OG0004904	AAEL005926	AMIN001166
OG0004905	AAEL005928	AMIN004165
OG0004906	AAEL005929	AMIN000670
OG0004907	AAEL005931	AMIN004164
OG0004908	AAEL005936	AMIN000707
OG0004909	AAEL005939, AAEL020519	AMIN000708
OG0004910	AAEL005946	AMIN003200
OG0004911	AAEL005947	AMIN003196
OG0004912	AAEL005951	AMIN003199
OG0004913	AAEL005959	AMIN009059
OG0004914	AAEL005968	AMIN006173
OG0004915	AAEL005976	AMIN011031
OG0004916	AAEL005977	AMIN011028
OG0004917	AAEL005980	AMIN011032
OG0004918	AAEL005985	AMIN011022
OG0004920	AAEL006002	AMIN001898
OG0004921	AAEL006009	AMIN001909
OG0004922	AAEL006010	AMIN001899
OG0004923	AAEL006012	AMIN001901
OG0004924	AAEL006016	AMIN008769
OG0004925	AAEL006022	AMIN000804
OG0004926	AAEL006025	AMIN008137
OG0004927	AAEL006027	AMIN008135
OG0004928	AAEL006036	AMIN015576
OG0004929	AAEL006048	AMIN003305
OG0004930	AAEL006050	AMIN003311
OG0004931	AAEL006051	AMIN003304
OG0004932	AAEL006055	AMIN003308
OG0004933	AAEL006056	AMIN003296
OG0004934	AAEL006059	AMIN003310
OG0004935	AAEL006062	AMIN003306
OG0004936	AAEL006064	AMIN000247
OG0004937	AAEL006065	AMIN000608
OG0004938	AAEL006066	AMIN000245
OG0004939	AAEL006067	AMIN003243
OG0004940	AAEL006069	AMIN000248
OG0004941	AAEL006071	AMIN000607
OG0004942	AAEL006073	AMIN003794
OG0004943	AAEL006080	AMIN003173
OG0004944	AAEL006087	AMIN004564
OG0004945	AAEL006091	AMIN004260
OG0004946	AAEL006098	AMIN004261
OG0004947	AAEL006103	AMIN004263
OG0004948	AAEL006107	AMIN004258
OG0004949	AAEL006115	AMIN008860
OG0004950	AAEL006116	AMIN004123
OG0004951	AAEL006117	AMIN008859
OG0004952	AAEL006118	AMIN003842
OG0004953	AAEL006120	AMIN016059
OG0004954	AAEL006124	AMIN002356
OG0004955	AAEL006125	AMIN003512
OG0004956	AAEL006129	AMIN003680
OG0004957	AAEL006133	AMIN003681
OG0004958	AAEL006134	AMIN002555
OG0004959	AAEL006137	AMIN004158
OG0004960	AAEL006139	AMIN004157
OG0004961	AAEL006140	AMIN000511
OG0004962	AAEL006142	AMIN003684
OG0004963	AAEL006150	AMIN003679
OG0004964	AAEL006154	AMIN003515
OG0004965	AAEL006166	AMIN003826
OG0004966	AAEL006167	AMIN005759
OG0004967	AAEL006175	AMIN008784
OG0004968	AAEL006180	AMIN002449
OG0004969	AAEL006185	AMIN003504
OG0004970	AAEL006189	AMIN004865
OG0004971	AAEL006201	AMIN002942
OG0004972	AAEL006208	AMIN002627
OG0004973	AAEL006219	AMIN009896
OG0004974	AAEL006224	AMIN010441
OG0004975	AAEL006231	AMIN000860
OG0004976	AAEL006234	AMIN003327
OG0004977	AAEL006235	AMIN015777
OG0004978	AAEL006251	AMIN000547
OG0004979	AAEL006254	AMIN000549
OG0004980	AAEL006262	AMIN011576
OG0004981	AAEL006265	AMIN011601
OG0004982	AAEL006267	AMIN011602
OG0004983	AAEL006271	AMIN011572
OG0004985	AAEL006277	AMIN011578
OG0004986	AAEL006282	AMIN011571
OG0004987	AAEL006286	AMIN006165
OG0004988	AAEL006298	AMIN006167
OG0004989	AAEL006299	AMIN006164
OG0004990	AAEL006300	AMIN006168
OG0004991	AAEL006308	AMIN007338
OG0004992	AAEL006310	AMIN007334
OG0004993	AAEL006313	AMIN002490
OG0004994	AAEL006322	AMIN007336
OG0004995	AAEL006329	AMIN004476
OG0004996	AAEL006330	AMIN004359
OG0004997	AAEL006339	AMIN004358
OG0004998	AAEL006341	AMIN004376
OG0004999	AAEL006346	AMIN004382
OG0005000	AAEL006350	AMIN004388
OG0005001	AAEL006352	AMIN004391
OG0005002	AAEL006362	AMIN016133
OG0005003	AAEL006364	AMIN005509
OG0005004	AAEL006370	AMIN016131
OG0005005	AAEL006373	AMIN005510
OG0005006	AAEL006374	AMIN005354
OG0005007	AAEL006400	AMIN005999
OG0005008	AAEL006401	AMIN006002
OG0005009	AAEL006407	AMIN006000
OG0005010	AAEL006409	AMIN009385
OG0005011	AAEL006412	AMIN009383
OG0005012	AAEL006413	AMIN009384
OG0005013	AAEL006419	AMIN005880
OG0005014	AAEL006420	AMIN006006
OG0005015	AAEL006432	AMIN001718
OG0005016	AAEL006433	AMIN001721
OG0005017	AAEL006436	AMIN001722
OG0005018	AAEL006437	AMIN006793
OG0005019	AAEL006438	AMIN009391
OG0005020	AAEL006439	AMIN006055
OG0005021	AAEL006441	AMIN001716
OG0005022	AAEL006446	AMIN006056
OG0005023	AAEL006447	AMIN009393
OG0005024	AAEL006451	AMIN001720
OG0005025	AAEL006453	AMIN001246
OG0005026	AAEL006459	AMIN001245
OG0005027	AAEL006460	AMIN001243
OG0005028	AAEL006462	AMIN001242
OG0005029	AAEL006476	AMIN001168
OG0005030	AAEL006478	AMIN001170
OG0005031	AAEL006480	AMIN016258
OG0005032	AAEL006482	AMIN002309
OG0005033	AAEL006490	AMIN016257
OG0005034	AAEL006491	AMIN002310
OG0005035	AAEL006502	AMIN002305
OG0005036	AAEL006508	AMIN001860
OG0005037	AAEL006509	AMIN001866
OG0005038	AAEL006511	AMIN016142
OG0005039	AAEL006514	AMIN001872
OG0005040	AAEL006516	AMIN001861
OG0005042	AAEL006520	AMIN001867
OG0005043	AAEL006522	AMIN006430
OG0005044	AAEL006536	AMIN007536
OG0005045	AAEL006539	AMIN015935
OG0005046	AAEL006540	AMIN015938
OG0005047	AAEL006543	AMIN011381
OG0005048	AAEL006547	AMIN011377
OG0005049	AAEL006549	AMIN009936
OG0005050	AAEL006551	AMIN011378
OG0005051	AAEL006552	AMIN015937
OG0005052	AAEL006557	AMIN011380
OG0005053	AAEL006560	AMIN015936
OG0005054	AAEL006564	AMIN010910
OG0005055	AAEL006577	AMIN015873
OG0005056	AAEL006581	AMIN015772
OG0005057	AAEL006582	AMIN011319
OG0005058	AAEL006587	AMIN015872
OG0005059	AAEL006589	AMIN004026
OG0005060	AAEL006597	AMIN004031
OG0005061	AAEL006601	AMIN010326
OG0005062	AAEL006609	AMIN009608
OG0005063	AAEL006610	AMIN006423
OG0005064	AAEL006611	AMIN007119
OG0005065	AAEL006625	AMIN007121
OG0005066	AAEL006634	AMIN004228
OG0005067	AAEL006635	AMIN004469
OG0005068	AAEL006636	AMIN004470
OG0005069	AAEL006646	AMIN006709
OG0005070	AAEL006648	AMIN006650
OG0005071	AAEL006649	AMIN006712
OG0005072	AAEL006652	AMIN006651
OG0005073	AAEL006653	AMIN002249
OG0005074	AAEL006654	AMIN006710
OG0005075	AAEL006655	AMIN002254
OG0005076	AAEL006660	AMIN006711
OG0005077	AAEL006663	AMIN006777
OG0005078	AAEL006666	AMIN009125
OG0005079	AAEL006667	AMIN009114
OG0005080	AAEL006669	AMIN009121
OG0005081	AAEL006676	AMIN009120
OG0005082	AAEL006677	AMIN009126
OG0005083	AAEL006682	AMIN006799
OG0005084	AAEL006685	AMIN006778
OG0005085	AAEL006693	AMIN008578
OG0005086	AAEL006698	AMIN008579
OG0005087	AAEL006705	AMIN008591
OG0005088	AAEL006707	AMIN003162
OG0005089	AAEL006711	AMIN000587
OG0005090	AAEL006712	AMIN007147
OG0005091	AAEL006713	AMIN003161
OG0005092	AAEL006715	AMIN004623
OG0005093	AAEL006717	AMIN008001
OG0005094	AAEL006723	AMIN011355
OG0005095	AAEL006724	AMIN011350
OG0005096	AAEL006725	AMIN011351
OG0005097	AAEL006727	AMIN011367
OG0005098	AAEL006733	AMIN011368
OG0005099	AAEL006735	AMIN011362
OG0005100	AAEL006736	AMIN011366
OG0005101	AAEL006740	AMIN004568
OG0005102	AAEL006747	AMIN011364
OG0005103	AAEL006755	AMIN011356
OG0005104	AAEL006760	AMIN005001
OG0005105	AAEL006762	AMIN008715
OG0005106	AAEL006771	AMIN008722
OG0005107	AAEL006779	AMIN005000
OG0005108	AAEL006782	AMIN000279
OG0005109	AAEL006788	AMIN003797
OG0005110	AAEL006789	AMIN003798
OG0005111	AAEL006791	AMIN000280
OG0005112	AAEL006794	AMIN006887
OG0005113	AAEL006799	AMIN000363
OG0005114	AAEL006800	AMIN006885
OG0005115	AAEL006801	AMIN006888
OG0005116	AAEL006808	AMIN006889
OG0005117	AAEL006819	AMIN003090
OG0005118	AAEL006820	AMIN005432
OG0005119	AAEL006824	AMIN005830
OG0005120	AAEL006826	AMIN015905
OG0005121	AAEL006833	AMIN015819
OG0005122	AAEL006834	AMIN002527
OG0005123	AAEL006836	AMIN002544
OG0005124	AAEL006843	AMIN002525
OG0005125	AAEL006845	AMIN002521
OG0005126	AAEL006847	AMIN002522
OG0005127	AAEL006848	AMIN002526
OG0005129	AAEL006867	AMIN015964
OG0005130	AAEL006870	AMIN009034
OG0005131	AAEL006872	AMIN006871
OG0005132	AAEL006879	AMIN010293
OG0005133	AAEL006880	AMIN010294
OG0005134	AAEL006881	AMIN010288
OG0005135	AAEL006884	AMIN010297
OG0005136	AAEL006885	AMIN010284
OG0005137	AAEL006888	AMIN010287
OG0005138	AAEL006890	AMIN010289
OG0005139	AAEL006895	AMIN010283
OG0005140	AAEL006905	AMIN001154
OG0005141	AAEL006908	AMIN001155
OG0005142	AAEL006910	AMIN007134
OG0005143	AAEL006912	AMIN002169
OG0005144	AAEL006915	AMIN002545
OG0005145	AAEL006922	AMIN002172
OG0005146	AAEL006928	AMIN008816
OG0005147	AAEL006934	AMIN008817
OG0005148	AAEL006936, AAEL006949	AMIN001946
OG0005149	AAEL006938	AMIN004214
OG0005150	AAEL006946	AMIN000917
OG0005151	AAEL006956	AMIN002790
OG0005152	AAEL006958	AMIN005345
OG0005153	AAEL006963	AMIN009783
OG0005155	AAEL006972	AMIN009784
OG0005156	AAEL006973	AMIN009766
OG0005157	AAEL006975	AMIN007096
OG0005158	AAEL006976	AMIN009767
OG0005159	AAEL006991	AMIN009083
OG0005160	AAEL024395, AAEL007004	AMIN004077
OG0005161	AAEL007011	AMIN004097
OG0005162	AAEL007015	AMIN009085
OG0005163	AAEL024885, AAEL007026, AAEL007017	AMIN015986
OG0005164	AAEL007018	AMIN009084
OG0005165	AAEL007019	AMIN004100
OG0005166	AAEL007023	AMIN009081
OG0005167	AAEL007029	AMIN005112
OG0005168	AAEL007038	AMIN005110
OG0005169	AAEL007041	AMIN008951
OG0005170	AAEL007042	AMIN008993
OG0005171	AAEL007043	AMIN008994
OG0005172	AAEL007050	AMIN008778
OG0005173	AAEL007056	AMIN001302
OG0005174	AAEL007062	AMIN008948
OG0005175	AAEL007065	AMIN004439
OG0005176	AAEL007069	AMIN004438
OG0005177	AAEL007084	AMIN010957
OG0005178	AAEL007088	AMIN010975
OG0005179	AAEL007092	AMIN010959
OG0005180	AAEL007100	AMIN009997
OG0005181	AAEL007104	AMIN011097
OG0005183	AAEL007114	AMIN006335
OG0005184	AAEL007120	AMIN009631
OG0005185	AAEL007127	AMIN003324
OG0005186	AAEL007129	AMIN006342
OG0005187	AAEL007130	AMIN003325
OG0005188	AAEL007132	AMIN003326
OG0005189	AAEL007137	AMIN016239
OG0005190	AAEL007149	AMIN003005
OG0005191	AAEL007158	AMIN003622
OG0005192	AAEL007160	AMIN003004
OG0005193	AAEL007162	AMIN003621
OG0005194	AAEL007164	AMIN003617
OG0005195	AAEL007173	AMIN011649
OG0005196	AAEL007184	AMIN011648
OG0005197	AAEL007185	AMIN015925
OG0005198	AAEL007189	AMIN006840
OG0005199	AAEL007191	AMIN006838
OG0005200	AAEL007196	AMIN006844
OG0005201	AAEL007200	AMIN010946
OG0005202	AAEL007203	AMIN004129
OG0005203	AAEL007206	AMIN010948
OG0005204	AAEL007211	AMIN015881
OG0005205	AAEL007221	AMIN001739
OG0005206	AAEL007227	AMIN001736
OG0005207	AAEL007235	AMIN009838
OG0005208	AAEL007237	AMIN009835
OG0005209	AAEL007239	AMIN001737
OG0005210	AAEL007240	AMIN001740
OG0005211	AAEL007247	AMIN008888
OG0005212	AAEL007252	AMIN006900
OG0005213	AAEL007253	AMIN006898
OG0005214	AAEL007256	AMIN008786
OG0005215	AAEL007258	AMIN006899
OG0005216	AAEL007259	AMIN006902
OG0005217	AAEL007260	AMIN008889
OG0005218	AAEL007261	AMIN006901
OG0005219	AAEL007267	AMIN008787
OG0005220	AAEL007268	AMIN005342
OG0005221	AAEL007271	AMIN009538
OG0005222	AAEL007279	AMIN009539
OG0005223	AAEL007286	AMIN003723
OG0005224	AAEL007288	AMIN003724
OG0005225	AAEL007290	AMIN016271
OG0005226	AAEL007292	AMIN003721
OG0005227	AAEL007302	AMIN002384
OG0005228	AAEL007303	AMIN003720
OG0005229	AAEL007304	AMIN002371
OG0005230	AAEL007305	AMIN003719
OG0005231	AAEL007306	AMIN002395
OG0005232	AAEL007307	AMIN004820
OG0005233	AAEL007309	AMIN002391
OG0005234	AAEL007310	AMIN002375
OG0005235	AAEL007313	AMIN011509
OG0005236	AAEL007316	AMIN011504
OG0005237	AAEL007317	AMIN011501
OG0005238	AAEL007321	AMIN011502
OG0005239	AAEL007328	AMIN000981
OG0005240	AAEL007329	AMIN009416
OG0005241	AAEL007332	AMIN009415
OG0005242	AAEL007342	AMIN001049
OG0005243	AAEL007354	AMIN002673
OG0005244	AAEL007355	AMIN002671
OG0005245	AAEL007366	AMIN011420
OG0005246	AAEL007372	AMIN001111
OG0005247	AAEL007373	AMIN002832
OG0005248	AAEL007374	AMIN001112
OG0005249	AAEL007382	AMIN011517
OG0005250	AAEL007387	AMIN002734
OG0005251	AAEL007392	AMIN009359
OG0005252	AAEL007393	AMIN006942
OG0005253	AAEL007397	AMIN006944
OG0005254	AAEL007401	AMIN006941
OG0005255	AAEL007410	AMIN011152
OG0005256	AAEL007414	AMIN010951
OG0005257	AAEL007422	AMIN007314
OG0005258	AAEL007423	AMIN007311
OG0005259	AAEL007439	AMIN006397
OG0005260	AAEL007441	AMIN001400
OG0005261	AAEL007442	AMIN006398
OG0005262	AAEL007443	AMIN006396
OG0005263	AAEL007451	AMIN006399
OG0005264	AAEL007452	AMIN001402
OG0005265	AAEL007462	AMIN010437
OG0005267	AAEL007480	AMIN004796
OG0005268	AAEL007481	AMIN002656
OG0005269	AAEL007482	AMIN003639
OG0005270	AAEL007483	AMIN003360
OG0005271	AAEL007484	AMIN000758
OG0005272	AAEL007493	AMIN003361
OG0005273	AAEL007495	AMIN004785
OG0005274	AAEL007502	AMIN011497
OG0005275	AAEL007509	AMIN000889
OG0005276	AAEL007521	AMIN011559
OG0005277	AAEL007523	AMIN003951
OG0005278	AAEL007525	AMIN011233
OG0005279	AAEL007526	AMIN011561
OG0005280	AAEL007534	AMIN003026
OG0005281	AAEL007535	AMIN003028
OG0005282	AAEL007539	AMIN002162
OG0005283	AAEL007542	AMIN001675
OG0005284	AAEL007547	AMIN010425
OG0005285	AAEL007548	AMIN001674
OG0005286	AAEL007549	AMIN001680
OG0005287	AAEL007554	AMIN009517
OG0005288	AAEL007555	AMIN009518
OG0005290	AAEL007558	AMIN006746
OG0005291	AAEL007559	AMIN001416
OG0005292	AAEL007560	AMIN006747
OG0005293	AAEL007562	AMIN006749
OG0005294	AAEL007563	AMIN006748
OG0005295	AAEL007566	AMIN006258
OG0005297	AAEL007573	AMIN001043
OG0005298	AAEL007579	AMIN004596
OG0005299	AAEL007607	AMIN016186
OG0005300	AAEL007624	AMIN010090
OG0005301	AAEL007626	AMIN010081
OG0005302	AAEL007633	AMIN004658
OG0005303	AAEL007634	AMIN004656
OG0005304	AAEL007637	AMIN000700
OG0005305	AAEL007641	AMIN003629
OG0005306	AAEL007642	AMIN003769
OG0005307	AAEL007644	AMIN003627
OG0005308	AAEL007646	AMIN003628
OG0005309	AAEL007651	AMIN005191
OG0005310	AAEL007653	AMIN005511
OG0005311	AAEL007656	AMIN002320
OG0005312	AAEL007657	AMIN005574
OG0005313	AAEL007658	AMIN002049
OG0005314	AAEL007660	AMIN001070
OG0005315	AAEL007661	AMIN005565
OG0005316	AAEL007670	AMIN007174
OG0005317	AAEL007672	AMIN006939
OG0005318	AAEL007674	AMIN006937
OG0005319	AAEL007684	AMIN006698
OG0005320	AAEL007687, AAEL028226	AMIN006700
OG0005321	AAEL007690	AMIN006695
OG0005322	AAEL007693	AMIN006687
OG0005323	AAEL007701	AMIN001884
OG0005324	AAEL007702	AMIN001877
OG0005325	AAEL007705	AMIN001883
