Orthogroup	LlongipalpisASM	AstephensiUCISS2018
OG0004086	LOC129790936	ASTEI20_035180
OG0004087	LOC129793865	ASTEI20_039088
OG0004088	LOC129792744	ASTEI20_034798
OG0004089	LOC129789664	ASTEI20_031640
OG0004090	LOC129791297	ASTEI20_032472
OG0004091	LOC129791788	ASTEI20_040497
OG0004092	LOC129791856	ASTEI20_042871
OG0004094	LOC129789582	ASTEI20_032418
OG0004095	LOC129797666	ASTEI20_044086
OG0004097	LOC129790053	ASTEI20_043906
OG0004098	LOC129797363	ASTEI20_039476
OG0004099	LOC129788140	ASTEI20_033416
OG0004100	LOC129786223	ASTEI20_043774
OG0004101	LOC129787313, LOC129794807	ASTEI20_043438
OG0004102	LOC129791463	ASTEI20_041954
OG0004103	LOC129790359	ASTEI20_041005
OG0004104	LOC129797283	ASTEI20_031407
OG0004105	LOC129793615	ASTEI20_042666
OG0004106	LOC129797365	ASTEI20_037868
OG0004107	LOC129787759	ASTEI20_033300
OG0004108	LOC129792569	ASTEI20_035746
OG0004109	LOC129796125	ASTEI20_036750
OG0004110	LOC129796085	ASTEI20_037517
OG0004111	LOC129793392	ASTEI20_041515
OG0004112	LOC129796076	ASTEI20_033322
OG0004113	LOC129794209	ASTEI20_033162
OG0004114	LOC129790317	ASTEI20_045318
OG0004115	LOC129790948	ASTEI20_036368
OG0004116	LOC129789497	ASTEI20_041782
OG0004117	LOC129789654	ASTEI20_034648
OG0004118	LOC129790356	ASTEI20_035788
OG0004119	LOC129790049	ASTEI20_045771
OG0004120	LOC129785895	ASTEI20_037908
OG0004121	LOC129795193	ASTEI20_031882
OG0004122	LOC129797621	ASTEI20_042415
OG0004123	LOC129797591	ASTEI20_036460
OG0004124	LOC129787947	ASTEI20_044186
OG0004125	LOC129787646	ASTEI20_041078
OG0004126	LOC129787978	ASTEI20_040095
OG0004127	LOC129797572	ASTEI20_041217
OG0004128	LOC129797439	ASTEI20_037053
OG0004129	LOC129797504	ASTEI20_034743
OG0004130	LOC129793812	ASTEI20_040131
OG0004131	LOC129789012	ASTEI20_034183
OG0004132	LOC129797550	ASTEI20_040700
OG0004133	LOC129793286	ASTEI20_043666
OG0004134	LOC129795451	ASTEI20_031998
OG0004136	LOC129795058	ASTEI20_040646
OG0004137	LOC129796481	ASTEI20_038554
OG0004138	LOC129791846	ASTEI20_043151
OG0004140	LOC129787066	ASTEI20_040181
OG0004141	LOC129790224	ASTEI20_037564
OG0004142	LOC129786252	ASTEI20_037989
OG0004143	LOC129786856	ASTEI20_035748
OG0004144	LOC129786857	ASTEI20_045249
OG0004145	LOC129794925	ASTEI20_044756
OG0004146	LOC129788437	ASTEI20_043449
OG0004147	LOC129790545	ASTEI20_044277
OG0004148	LOC129790547	ASTEI20_040718
OG0004149	LOC129790242	ASTEI20_042701
OG0004150	LOC129785952	ASTEI20_036143
OG0004151	LOC129794666	ASTEI20_031613
OG0004152	LOC129796388	ASTEI20_031953
OG0004153	LOC129785928	ASTEI20_033484
OG0004154	LOC129791617	ASTEI20_032256
OG0004155	LOC129791562	ASTEI20_043560
OG0004156	LOC129793575	ASTEI20_039532
OG0004158	LOC129793259	ASTEI20_043587
OG0004159	LOC129790712	ASTEI20_035064
OG0004160	LOC129788160	ASTEI20_045621
OG0004161	LOC129788163	ASTEI20_034697
OG0004162	LOC129792719	ASTEI20_038246
OG0004163	LOC129786091	ASTEI20_042740
OG0004164	LOC129795646	ASTEI20_036734
OG0004165	LOC129793722	ASTEI20_039824
OG0004166	LOC129786148	ASTEI20_042034
OG0004167	LOC129786033	ASTEI20_035594
OG0004168	LOC129790701	ASTEI20_041170
OG0004169	LOC129797561	ASTEI20_039934
OG0004170	LOC129790657	ASTEI20_044963
OG0004171	LOC129785964	ASTEI20_037364
OG0004172	LOC129786114	ASTEI20_044407
OG0004173	LOC129797722	ASTEI20_041409
OG0004174	LOC129787281	ASTEI20_040052
OG0004175	LOC129797551	ASTEI20_040331
OG0004176	LOC129797699	ASTEI20_039844
OG0004177	LOC129792609	ASTEI20_041798
OG0004178	LOC129787285	ASTEI20_039467
OG0004179	LOC129786766	ASTEI20_039228
OG0004180	LOC129788803	ASTEI20_038905
OG0004181	LOC129789962	ASTEI20_042648
OG0004182	LOC129788020	ASTEI20_044089
OG0004183	LOC129796649	ASTEI20_033380
OG0004184	LOC129787786	ASTEI20_041757
OG0004185	LOC129786780	ASTEI20_034694
OG0004186	LOC129794004	ASTEI20_033227
OG0004187	LOC129789129	ASTEI20_043756
OG0004188	LOC129796267	ASTEI20_032238
OG0004189	LOC129796245	ASTEI20_039289
OG0004190	LOC129795749	ASTEI20_033971
OG0004191	LOC129796187	ASTEI20_039942
OG0004192	LOC129796522	ASTEI20_038080
OG0004193	LOC129795813	ASTEI20_037951
OG0004194	LOC129794061	ASTEI20_033757
OG0004195	LOC129795961	ASTEI20_037866
OG0004196	LOC129794918	ASTEI20_037220
OG0004197	LOC129790233	ASTEI20_038669
OG0004198	LOC129788769	ASTEI20_034691
OG0004199	LOC129793774	ASTEI20_045590
OG0004200	LOC129788977	ASTEI20_043986
OG0004201	LOC129797144	ASTEI20_040302
OG0004202	LOC129790591	ASTEI20_044761
OG0004203	LOC129790017	ASTEI20_045799
OG0004204	LOC129797138	ASTEI20_033068
OG0004205	LOC129787890	ASTEI20_042881
OG0004206	LOC129788187	ASTEI20_034939
OG0004207	LOC129788688	ASTEI20_038679
OG0004209	LOC129792582	ASTEI20_032642
OG0004210	LOC129788992	ASTEI20_035420
OG0004211	LOC129792518	ASTEI20_040069
OG0004212	LOC129794850	ASTEI20_045119
OG0004213	LOC129792761	ASTEI20_041071
OG0004214	LOC129789083	ASTEI20_038154
OG0004215	LOC129789454	ASTEI20_037735
OG0004216	LOC129790818	ASTEI20_034606
OG0004217	LOC129788396	ASTEI20_041107
OG0004218	LOC129788793	ASTEI20_041808
OG0004219	LOC129797329	ASTEI20_040439
OG0004220	LOC129786270	ASTEI20_044208
OG0004221	LOC129786283	ASTEI20_040614
OG0004222	LOC129786281	ASTEI20_039741
OG0004223	LOC129786257	ASTEI20_044888
OG0004224	LOC129794609	ASTEI20_036172
OG0004225	LOC129793398	ASTEI20_037499
OG0004226	LOC129793324	ASTEI20_034416
OG0004227	LOC129790404	ASTEI20_041291
OG0004228	LOC129797637	ASTEI20_033398
OG0004229	LOC129787527	ASTEI20_044406
OG0004230	LOC129786717	ASTEI20_044762
OG0004231	LOC129786073	ASTEI20_030973
OG0004232	LOC129795134	ASTEI20_037294
OG0004233	LOC129788491	ASTEI20_035390
OG0004234	LOC129788488	ASTEI20_046050
OG0004236	LOC129789340	ASTEI20_040274
OG0004237	LOC129785900	ASTEI20_038139
OG0004238	LOC129797859	ASTEI20_031676
OG0004239	LOC129785894	ASTEI20_044415
OG0004240	LOC129792012	ASTEI20_032138
OG0004241	LOC129793037	ASTEI20_044678
OG0004242	LOC129794009	ASTEI20_033472
OG0004243	LOC129793034	ASTEI20_034306
OG0004244	LOC129796073	ASTEI20_041391
OG0004245	LOC129793041	ASTEI20_033845
OG0004246	LOC129793354	ASTEI20_042680, ASTEI20_034228
OG0004247	LOC129789086	ASTEI20_043188
OG0004248	LOC129794871	ASTEI20_046064
OG0004249	LOC129791866	ASTEI20_031268
OG0004250	LOC129791791	ASTEI20_044171
OG0004251	LOC129791597	ASTEI20_041236
OG0004252	LOC129792897	ASTEI20_032993
OG0004253	LOC129787965	ASTEI20_033483
OG0004254	LOC129796107	ASTEI20_040059
OG0004255	LOC129791718	ASTEI20_041741
OG0004256	LOC129791716	ASTEI20_040997
OG0004257	LOC129796910	ASTEI20_043838
OG0004258	LOC129790556	ASTEI20_034571
OG0004259	LOC129796016	ASTEI20_041425
OG0004260	LOC129795946	ASTEI20_039920
OG0004261	LOC129796540	ASTEI20_034730
OG0004262	LOC129795495	ASTEI20_038072
OG0004263	LOC129788719	ASTEI20_042252
OG0004264	LOC129789164	ASTEI20_038331
OG0004265	LOC129788715	ASTEI20_043010
OG0004266	LOC129788064	ASTEI20_031558
OG0004267	LOC129797502	ASTEI20_033279
OG0004268	LOC129788176	ASTEI20_044388
OG0004269	LOC129788205	ASTEI20_034620
OG0004270	LOC129785879	ASTEI20_042840
OG0004271	LOC129785875	ASTEI20_037830
OG0004272	LOC129791302	ASTEI20_039251
OG0004273	LOC129786448	ASTEI20_036847
OG0004274	LOC129787401	ASTEI20_043498
OG0004275	LOC129797620	ASTEI20_038105
OG0004276	LOC129788646	ASTEI20_033622
OG0004277	LOC129794068	ASTEI20_031578
OG0004278	LOC129789884	ASTEI20_037002
OG0004279	LOC129787880	ASTEI20_044092
OG0004280	LOC129787100	ASTEI20_045385
OG0004281	LOC129794174	ASTEI20_031345
OG0004282	LOC129788635	ASTEI20_036874
OG0004283	LOC129786979	ASTEI20_040001
OG0004284	LOC129786747	ASTEI20_035543
OG0004285	LOC129790903	ASTEI20_038244
OG0004286	LOC129795286	ASTEI20_045141
OG0004287	LOC129795516	ASTEI20_032599
OG0004288	LOC129790180	ASTEI20_038531
OG0004289	LOC129796070	ASTEI20_045354
OG0004290	LOC129797127	ASTEI20_031009
OG0004291	LOC129790338	ASTEI20_038676
OG0004292	LOC129791305	ASTEI20_032170
OG0004293	LOC129788514	ASTEI20_033474
OG0004294	LOC129790330	ASTEI20_033985
OG0004295	LOC129792159	ASTEI20_041027
OG0004298	LOC129786603	ASTEI20_042872
OG0004299	LOC129797200	ASTEI20_038199
OG0004300	LOC129797192	ASTEI20_044787
OG0004301	LOC129788637	ASTEI20_036122
OG0004302	LOC129797180	ASTEI20_041867
OG0004303	LOC129797146	ASTEI20_045919
OG0004304	LOC129797191	ASTEI20_043236
OG0004305	LOC129793406	ASTEI20_038124
OG0004306	LOC129797154	ASTEI20_045116
OG0004307	LOC129797188	ASTEI20_031156
OG0004308	LOC129797136	ASTEI20_040359
OG0004309	LOC129797196	ASTEI20_041561
OG0004310	LOC129797190	ASTEI20_032790
OG0004311	LOC129797185	ASTEI20_036276
OG0004312	LOC129791838	ASTEI20_035263
OG0004313	LOC129795981	ASTEI20_044372
OG0004314	LOC129795675	ASTEI20_041518
OG0004315	LOC129796219	ASTEI20_032417
OG0004316	LOC129797479	ASTEI20_043315
OG0004317	LOC129788043	ASTEI20_034041
OG0004318	LOC129796482	ASTEI20_036718
OG0004319	LOC129795405	ASTEI20_038628
OG0004320	LOC129790422	ASTEI20_042293
OG0004321	LOC129795402	ASTEI20_041488
OG0004322	LOC129794173	ASTEI20_039753
OG0004324	LOC129796216	ASTEI20_043616
OG0004325	LOC129796035	ASTEI20_036940
OG0004326	LOC129791895	ASTEI20_036719
OG0004327	LOC129796258	ASTEI20_044887
OG0004328	LOC129796026	ASTEI20_032075
OG0004330	LOC129787389	ASTEI20_038117
OG0004331	LOC129791627	ASTEI20_042073
OG0004332	LOC129792902	ASTEI20_034952
OG0004333	LOC129796259	ASTEI20_043213
OG0004335	LOC129788568	ASTEI20_043898
OG0004336	LOC129795893	ASTEI20_041095
OG0004337	LOC129795509	ASTEI20_041462
OG0004338	LOC129791631	ASTEI20_038300
OG0004339	LOC129796124	ASTEI20_042420
OG0004341	LOC129795521	ASTEI20_036770
OG0004342	LOC129791801	ASTEI20_044464
OG0004343	LOC129797708	ASTEI20_036248
OG0004344	LOC129785927	ASTEI20_031425, ASTEI20_037244
OG0004345	LOC129787923	ASTEI20_039901
OG0004346	LOC129797724	ASTEI20_031909
OG0004347	LOC129790570	ASTEI20_039584
OG0004348	LOC129795561	ASTEI20_038728
OG0004349	LOC129796051	ASTEI20_044977
OG0004350	LOC129794080	ASTEI20_035979
OG0004351	LOC129796939	ASTEI20_040425
OG0004352	LOC129789655	ASTEI20_037356
OG0004353	LOC129796166	ASTEI20_033441
OG0004354	LOC129790550	ASTEI20_034811
OG0004355	LOC129794625	ASTEI20_038068
OG0004356	LOC129796937	ASTEI20_037027
OG0004357	LOC129795056	ASTEI20_040343
OG0004358	LOC129790553	ASTEI20_037611
OG0004359	LOC129796056	ASTEI20_044274
OG0004360	LOC129795157	ASTEI20_035182
OG0004361	LOC129794100	ASTEI20_040647
OG0004362	LOC129792504	ASTEI20_040462
OG0004363	LOC129785993	ASTEI20_033609
OG0004365	LOC129793105	ASTEI20_038366
OG0004366	LOC129793000	ASTEI20_041430
OG0004367	LOC129793104	ASTEI20_043424
OG0004368	LOC129792045	ASTEI20_044780
OG0004369	LOC129790786	ASTEI20_032680
OG0004371	LOC129786049	ASTEI20_041121
OG0004372	LOC129787655	ASTEI20_031888
OG0004373	LOC129793957	ASTEI20_033601
OG0004374	LOC129786097	ASTEI20_034900
OG0004375	LOC129795000	ASTEI20_039386
OG0004376	LOC129795002	ASTEI20_038037
OG0004377	LOC129793893	ASTEI20_037236
OG0004378	LOC129797408	ASTEI20_034263
OG0004379	LOC129791134	ASTEI20_036942
OG0004380	LOC129786491	ASTEI20_040972
OG0004381	LOC129791111	ASTEI20_039860
OG0004382	LOC129797400	ASTEI20_042550
OG0004383	LOC129795824	ASTEI20_032598
OG0004385	LOC129797414	ASTEI20_041275
OG0004386	LOC129789070	ASTEI20_039651
OG0004387	LOC129792949	ASTEI20_034941
OG0004388	LOC129786367	ASTEI20_044942
OG0004389	LOC129789110	ASTEI20_045197
OG0004390	LOC129791862	ASTEI20_040164
OG0004391	LOC129793631	ASTEI20_040156
OG0004392	LOC129790904	ASTEI20_034822
OG0004393	LOC129788986	ASTEI20_031331
OG0004394	LOC129789788	ASTEI20_035362
OG0004395	LOC129792048	ASTEI20_032580
OG0004396	LOC129786500	ASTEI20_042473
OG0004397	LOC129792525	ASTEI20_040667
OG0004398	LOC129792621	ASTEI20_044117
OG0004399	LOC129791903	ASTEI20_031489
OG0004400	LOC129791998	ASTEI20_035150
OG0004401	LOC129792083	ASTEI20_046142
OG0004402	LOC129791879	ASTEI20_042227
OG0004403	LOC129792099	ASTEI20_032449
OG0004404	LOC129786662	ASTEI20_043127, ASTEI20_035593
OG0004405	LOC129787761	ASTEI20_032322
OG0004406	LOC129790406	ASTEI20_044410
OG0004408	LOC129786290	ASTEI20_044292
OG0004409	LOC129793499	ASTEI20_038537
OG0004410	LOC129795808	ASTEI20_042996
OG0004412	LOC129788085	ASTEI20_040390
OG0004414	LOC129788125	ASTEI20_034870
OG0004415	LOC129788123	ASTEI20_037553
OG0004417	LOC129790075	ASTEI20_039279
OG0004418	LOC129796241	ASTEI20_037993
OG0004419	LOC129789891	ASTEI20_042445
OG0004420	LOC129794980	ASTEI20_031712
OG0004421	LOC129796178	ASTEI20_045780
OG0004422	LOC129786964	ASTEI20_038116
OG0004423	LOC129797817	ASTEI20_037493
OG0004424	LOC129797477	ASTEI20_039713
OG0004425	LOC129797506	ASTEI20_036629
OG0004426	LOC129789041	ASTEI20_032228
OG0004427	LOC129786503	ASTEI20_039830
OG0004428	LOC129794234	ASTEI20_035113
OG0004429	LOC129795086	ASTEI20_036670
OG0004430	LOC129795723	ASTEI20_037198
OG0004431	LOC129795500	ASTEI20_045544
OG0004432	LOC129795687	ASTEI20_040485
OG0004433	LOC129795474	ASTEI20_040516
OG0004434	LOC129795127	ASTEI20_032746
OG0004435	LOC129790114	ASTEI20_033761
OG0004436	LOC129797595	ASTEI20_041112
OG0004437	LOC129795467	ASTEI20_045731
OG0004438	LOC129794418	ASTEI20_036702
OG0004440	LOC129787437	ASTEI20_039682
OG0004441	LOC129786615	ASTEI20_041319
OG0004442	LOC129789400	ASTEI20_034719
OG0004443	LOC129787413	ASTEI20_031429
OG0004444	LOC129786243	ASTEI20_042925
OG0004445	LOC129787422	ASTEI20_041271
OG0004446	LOC129787445	ASTEI20_036733
OG0004447	LOC129792261	ASTEI20_044471
OG0004448	LOC129787292	ASTEI20_031761
OG0004449	LOC129791309	ASTEI20_040036
OG0004450	LOC129794830	ASTEI20_031596
OG0004451	LOC129789999	ASTEI20_034345
OG0004452	LOC129792864	ASTEI20_043803
OG0004453	LOC129796698	ASTEI20_037315
OG0004454	LOC129795338	ASTEI20_033568
OG0004455	LOC129796327	ASTEI20_036902
OG0004456	LOC129787030	ASTEI20_040672
OG0004458	LOC129797073	ASTEI20_034297
OG0004459	LOC129788567	ASTEI20_032307
OG0004460	LOC129796325	ASTEI20_031759
OG0004461	LOC129795131	ASTEI20_031645
OG0004462	LOC129787042	ASTEI20_035902
OG0004463	LOC129795816	ASTEI20_033082
OG0004464	LOC129795666	ASTEI20_039916
OG0004465	LOC129796451	ASTEI20_045564
OG0004466	LOC129795671	ASTEI20_041168
OG0004467	LOC129796349	ASTEI20_033045
OG0004468	LOC129795637	ASTEI20_035926
OG0004469	LOC129787113	ASTEI20_034578
OG0004470	LOC129796807	ASTEI20_032756
OG0004472	LOC129785962	ASTEI20_037788
OG0004473	LOC129796798	ASTEI20_045350
OG0004474	LOC129797279	ASTEI20_037709
OG0004475	LOC129787120	ASTEI20_031994
OG0004476	LOC129789912	ASTEI20_038392
OG0004477	LOC129788597	ASTEI20_031421
OG0004478	LOC129790411	ASTEI20_033873
OG0004479	LOC129795187	ASTEI20_043925
OG0004480	LOC129788871	ASTEI20_043002
OG0004481	LOC129794985	ASTEI20_034812
OG0004482	LOC129795062	ASTEI20_033002
OG0004483	LOC129796535	ASTEI20_034105
OG0004484	LOC129794759	ASTEI20_039126
OG0004485	LOC129795425	ASTEI20_045301
OG0004486	LOC129795132	ASTEI20_037492
OG0004487	LOC129795353	ASTEI20_040716
OG0004488	LOC129796657	ASTEI20_041748
OG0004489	LOC129786102	ASTEI20_036433
OG0004490	LOC129796805	ASTEI20_045236
OG0004492	LOC129796833	ASTEI20_032557
OG0004493	LOC129785991	ASTEI20_031892
OG0004494	LOC129795819	ASTEI20_033712
OG0004495	LOC129786146	ASTEI20_038916
OG0004496	LOC129788601	ASTEI20_031849
OG0004497	LOC129793005	ASTEI20_038909
OG0004498	LOC129791342	ASTEI20_034242
OG0004499	LOC129788417	ASTEI20_039807
OG0004500	LOC129791665	ASTEI20_042153
OG0004501	LOC129790176	ASTEI20_032131
OG0004502	LOC129791380	ASTEI20_041509
OG0004503	LOC129791789	ASTEI20_041298
OG0004504	LOC129792017, LOC129792117	ASTEI20_044261
OG0004505	LOC129792076	ASTEI20_041943
OG0004506	LOC129786415	ASTEI20_032247
OG0004507	LOC129786516	ASTEI20_037113
OG0004508	LOC129790871	ASTEI20_031048
OG0004510	LOC129797500	ASTEI20_037032
OG0004511	LOC129786867	ASTEI20_044957
OG0004512	LOC129789334	ASTEI20_042715
OG0004513	LOC129790885	ASTEI20_037576
OG0004514	LOC129790881	ASTEI20_040340
OG0004515	LOC129786765	ASTEI20_030870
OG0004516	LOC129786755	ASTEI20_035226
OG0004517	LOC129790991	ASTEI20_037514
OG0004518	LOC129786761	ASTEI20_034915
OG0004519	LOC129791997	ASTEI20_033172
OG0004520	LOC129791985	ASTEI20_035061
OG0004521	LOC129786280	ASTEI20_035058
OG0004522	LOC129791386	ASTEI20_039999
OG0004523	LOC129786285	ASTEI20_040519
OG0004524	LOC129796848	ASTEI20_045056
OG0004525	LOC129791343	ASTEI20_038864
OG0004526	LOC129795069	ASTEI20_033616
OG0004527	LOC129793228	ASTEI20_034502
OG0004529	LOC129791050	ASTEI20_036520
OG0004531	LOC129787607	ASTEI20_044755
OG0004532	LOC129794103	ASTEI20_042528
OG0004533	LOC129794151	ASTEI20_042879
OG0004534	LOC129794717	ASTEI20_041909
OG0004535	LOC129794160	ASTEI20_043621
OG0004536	LOC129794123	ASTEI20_040686
OG0004537	LOC129794825	ASTEI20_036654
OG0004538	LOC129790123	ASTEI20_040933
OG0004539	LOC129796318	ASTEI20_034750
OG0004540	LOC129787672	ASTEI20_040491
OG0004541	LOC129796299	ASTEI20_031870
OG0004542	LOC129796315	ASTEI20_041305
OG0004543	LOC129794882	ASTEI20_032196, ASTEI20_037954
OG0004544	LOC129793040	ASTEI20_032607
OG0004545	LOC129791949	ASTEI20_041198
OG0004546	LOC129796980, LOC129796979	ASTEI20_033824
OG0004547	LOC129794893	ASTEI20_043627
OG0004548	LOC129794813	ASTEI20_037070
OG0004549	LOC129796616	ASTEI20_037341
OG0004550	LOC129797172	ASTEI20_037063
OG0004551	LOC129792560	ASTEI20_040984, ASTEI20_041055
OG0004552	LOC129786262	ASTEI20_044473
OG0004553	LOC129785999	ASTEI20_041228
OG0004554	LOC129788910	ASTEI20_031946
OG0004555	LOC129788916	ASTEI20_042961
OG0004556	LOC129794651	ASTEI20_033210
OG0004557	LOC129788800	ASTEI20_045628
OG0004558	LOC129794662	ASTEI20_036456
OG0004559	LOC129793685	ASTEI20_043867
OG0004560	LOC129795598	ASTEI20_039905
OG0004561	LOC129797615	ASTEI20_033117
OG0004562	LOC129797323	ASTEI20_038136
OG0004563	LOC129797644	ASTEI20_037845
OG0004564	LOC129796609	ASTEI20_045745
OG0004565	LOC129797578	ASTEI20_043061
OG0004566	LOC129797321	ASTEI20_041056
OG0004567	LOC129797451	ASTEI20_033988
OG0004568	LOC129790944	ASTEI20_032181
OG0004569	LOC129797528	ASTEI20_045310
OG0004570	LOC129785853	ASTEI20_036908
OG0004572	LOC129796927	ASTEI20_041752
OG0004574	LOC129788477	ASTEI20_031579
OG0004575	LOC129796936	ASTEI20_035792
OG0004576	LOC129796925	ASTEI20_043130
OG0004578	LOC129785880	ASTEI20_033817
OG0004579	LOC129790198	ASTEI20_043883
OG0004580	LOC129792729	ASTEI20_033504
OG0004581	LOC129793056	ASTEI20_045962
OG0004582	LOC129792763	ASTEI20_033413
OG0004583	LOC129791294	ASTEI20_039271
OG0004584	LOC129792857	ASTEI20_042603
OG0004585	LOC129790289	ASTEI20_038965
OG0004586	LOC129793183	ASTEI20_034259
OG0004587	LOC129788838	ASTEI20_032591
OG0004588	LOC129791440	ASTEI20_039074
OG0004589	LOC129791167	ASTEI20_038343
OG0004591	LOC129786206	ASTEI20_031105
OG0004592	LOC129786207	ASTEI20_036124
OG0004593	LOC129788325	ASTEI20_045824
OG0004594	LOC129790548	ASTEI20_042515
OG0004595	LOC129795422	ASTEI20_039492
OG0004596	LOC129789550	ASTEI20_032523
OG0004597	LOC129788024	ASTEI20_046020
OG0004598	LOC129787712	ASTEI20_032826
OG0004599	LOC129787393	ASTEI20_046129
OG0004600	LOC129789551	ASTEI20_044201
OG0004601	LOC129791921	ASTEI20_040868
OG0004602	LOC129789541	ASTEI20_044554
OG0004603	LOC129796244	ASTEI20_040538
OG0004604	LOC129786203	ASTEI20_032030
OG0004605	LOC129796469	ASTEI20_034635
OG0004606	LOC129792372	ASTEI20_037184
OG0004607	LOC129792373	ASTEI20_036178
OG0004608	LOC129797256	ASTEI20_034586
OG0004609	LOC129789329	ASTEI20_034457
OG0004610	LOC129797243	ASTEI20_037426
OG0004611	LOC129797084	ASTEI20_038360
OG0004612	LOC129793335	ASTEI20_042370
OG0004613	LOC129795592	ASTEI20_035480
OG0004614	LOC129796492	ASTEI20_045885
OG0004615	LOC129796477	ASTEI20_037009
OG0004616	LOC129795476	ASTEI20_034776
OG0004617	LOC129796490	ASTEI20_043056
OG0004618	LOC129791977	ASTEI20_031672
OG0004619	LOC129791202	ASTEI20_038593
OG0004620	LOC129786153	ASTEI20_042266
OG0004621	LOC129795881	ASTEI20_043355
OG0004622	LOC129789336	ASTEI20_041923
OG0004623	LOC129789726	ASTEI20_038129
OG0004624	LOC129791280	ASTEI20_039978
OG0004626	LOC129789859	ASTEI20_041340
OG0004627	LOC129792200	ASTEI20_042576
OG0004628	LOC129789258	ASTEI20_033993
OG0004629	LOC129789902	ASTEI20_032885
OG0004630	LOC129789992	ASTEI20_037263
OG0004631	LOC129789893	ASTEI20_031205
OG0004632	LOC129787406	ASTEI20_033214
OG0004633	LOC129793938	ASTEI20_038099
OG0004634	LOC129791084	ASTEI20_039770
OG0004635	LOC129790718	ASTEI20_043612
OG0004636	LOC129791085	ASTEI20_044795
OG0004637	LOC129790020	ASTEI20_035131
OG0004638	LOC129786020	ASTEI20_039882
OG0004639	LOC129791172	ASTEI20_045550
OG0004640	LOC129794125	ASTEI20_044160
OG0004641	LOC129791083	ASTEI20_042527
OG0004642	LOC129792713	ASTEI20_031589
OG0004643	LOC129786577	ASTEI20_045903
OG0004644	LOC129794663	ASTEI20_044698, ASTEI20_040936
OG0004646	LOC129791542	ASTEI20_034799
OG0004647	LOC129794102	ASTEI20_031525
OG0004648	LOC129791541	ASTEI20_032386
OG0004649	LOC129792018	ASTEI20_035995
OG0004650	LOC129791460	ASTEI20_032072
OG0004651	LOC129793012	ASTEI20_045736
OG0004652	LOC129793011	ASTEI20_033578
OG0004653	LOC129792171	ASTEI20_041151
OG0004654	LOC129792170	ASTEI20_033211
OG0004655	LOC129791540	ASTEI20_041661
OG0004656	LOC129793055	ASTEI20_037730
OG0004659	LOC129786511	ASTEI20_041526
OG0004660	LOC129790188	ASTEI20_045453
OG0004661	LOC129797822	ASTEI20_038788
OG0004662	LOC129793114	ASTEI20_032408
OG0004663	LOC129793109	ASTEI20_031621
OG0004664	LOC129793110	ASTEI20_043733
OG0004665	LOC129791614	ASTEI20_036965
OG0004667	LOC129791995	ASTEI20_040778
OG0004668	LOC129791583	ASTEI20_043983
OG0004669	LOC129790835	ASTEI20_041632
OG0004670	LOC129791828	ASTEI20_034299
OG0004671	LOC129789008	ASTEI20_041094
OG0004672	LOC129794976	ASTEI20_035254
OG0004674	LOC129792350	ASTEI20_032808
OG0004675	LOC129793157	ASTEI20_036383
OG0004676	LOC129791423	ASTEI20_044128
OG0004677	LOC129791331	ASTEI20_035464
OG0004678	LOC129790664	ASTEI20_035242
OG0004679	LOC129792369	ASTEI20_034828
OG0004680	LOC129788810	ASTEI20_038066
OG0004681	LOC129793223	ASTEI20_040666
OG0004682	LOC129790732, LOC129794647	ASTEI20_032318
OG0004683	LOC129793985	ASTEI20_042892
OG0004684	LOC129791417	ASTEI20_040803
OG0004685	LOC129788808	ASTEI20_037319
OG0004686	LOC129791434	ASTEI20_038644
OG0004687	LOC129793213	ASTEI20_036687
OG0004688	LOC129790131	ASTEI20_043932
OG0004689	LOC129789105	ASTEI20_041519
OG0004690	LOC129788188	ASTEI20_033636
OG0004691	LOC129790474	ASTEI20_042936
OG0004692	LOC129788189	ASTEI20_030943
OG0004693	LOC129787311	ASTEI20_036791
OG0004694	LOC129788695	ASTEI20_032632
OG0004695	LOC129791892	ASTEI20_036881
OG0004696	LOC129788650	ASTEI20_043901
OG0004697	LOC129796612	ASTEI20_041789
OG0004698	LOC129790130	ASTEI20_034936
OG0004699	LOC129794095	ASTEI20_034901
OG0004700	LOC129787815	ASTEI20_033019
OG0004701	LOC129786498	ASTEI20_035364
OG0004702	LOC129794975	ASTEI20_041690
OG0004703	LOC129787832	ASTEI20_036440
OG0004704	LOC129786746	ASTEI20_036905
OG0004705	LOC129792071	ASTEI20_040872
OG0004706	LOC129790276	ASTEI20_038454
OG0004707	LOC129788190	ASTEI20_039695
OG0004708	LOC129786667	ASTEI20_032122
OG0004709	LOC129787774	ASTEI20_038205
OG0004710	LOC129796324	ASTEI20_039218
OG0004711	LOC129792493	ASTEI20_037615
OG0004712	LOC129788354	ASTEI20_043723
OG0004713	LOC129794795	ASTEI20_041720
OG0004714	LOC129796500	ASTEI20_036559
OG0004715	LOC129796591	ASTEI20_039969
OG0004716	LOC129795042	ASTEI20_037876
OG0004717	LOC129794978	ASTEI20_043159
OG0004718	LOC129795106	ASTEI20_039266
OG0004719	LOC129792500	ASTEI20_032376
OG0004720	LOC129797266	ASTEI20_045273
OG0004721	LOC129786015	ASTEI20_031549
OG0004722	LOC129790585	ASTEI20_031810
OG0004723	LOC129793692	ASTEI20_034311
OG0004724	LOC129793476	ASTEI20_036557
OG0004725	LOC129788168	ASTEI20_040973
