Orthogroup	LlongipalpisASM	AminimusMINIMUS1
OG0004757	LOC129794134	AMIN010384
OG0004758	LOC129794192	AMIN010383
OG0004759	LOC129794191	AMIN010379
OG0004760	LOC129786738	AMIN010377
OG0004761	LOC129790003	AMIN001605
OG0004762	LOC129789855	AMIN016066
OG0004763	LOC129790008	AMIN001611
OG0004764	LOC129791014	AMIN001930
OG0004765	LOC129795203, LOC129795323	AMIN003053
OG0004766	LOC129788461	AMIN001542
OG0004767	LOC129795306	AMIN003049
OG0004768	LOC129790852	AMIN001934
OG0004769	LOC129789896	AMIN009860
OG0004770	LOC129789574	AMIN000649
OG0004771	LOC129793152	AMIN009865
OG0004772	LOC129786559	AMIN009868
OG0004773	LOC129789837	AMIN009858
OG0004774	LOC129786999	AMIN004722
OG0004775	LOC129797096	AMIN000255
OG0004777	LOC129787757	AMIN004726
OG0004778	LOC129788129	AMIN004664
OG0004779	LOC129786216	AMIN002587
OG0004780	LOC129793721	AMIN004757
OG0004781	LOC129787953	AMIN004666
OG0004782	LOC129797857	AMIN004720
OG0004783	LOC129788965	AMIN005304
OG0004785	LOC129790685	AMIN005502
OG0004786	LOC129790661	AMIN005500
OG0004787	LOC129791057	AMIN001477
OG0004788	LOC129792406	AMIN007209
OG0004789	LOC129797798	AMIN007241
OG0004790	LOC129789304	AMIN015809
OG0004791	LOC129789260	AMIN001480
OG0004792	LOC129791537	AMIN001479
OG0004793	LOC129797470	AMIN007242
OG0004794	LOC129791058	AMIN001476
OG0004795	LOC129795122	AMIN004447
OG0004796	LOC129795120	AMIN004449
OG0004797	LOC129795194	AMIN009176
OG0004798	LOC129795121	AMIN004448
OG0004799	LOC129786573	AMIN007054
OG0004800	LOC129791953	AMIN006975
OG0004801	LOC129796130	AMIN009177
OG0004802	LOC129796699	AMIN009172
OG0004803	LOC129795905	AMIN009171
OG0004804	LOC129786279	AMIN002351
OG0004805	LOC129797301	AMIN002354
OG0004806	LOC129787169	AMIN008209
OG0004807	LOC129790301	AMIN003095
OG0004808	LOC129790369	AMIN003097
OG0004809	LOC129787165	AMIN003094
OG0004810	LOC129792941	AMIN007443
OG0004811	LOC129792623	AMIN002010
OG0004812	LOC129788671	AMIN005823
OG0004814	LOC129789392	AMIN006145
OG0004815	LOC129797492	AMIN002883
OG0004816	LOC129796599	AMIN004512
OG0004817	LOC129795627	AMIN000486
OG0004818	LOC129796592	AMIN004513
OG0004819	LOC129796036	AMIN008712
OG0004820	LOC129795410	AMIN004511
OG0004821	LOC129787432	AMIN006910
OG0004823	LOC129794637	AMIN000816
OG0004825	LOC129796996	AMIN015832
OG0004826	LOC129796374	AMIN002267
OG0004827	LOC129796886	AMIN002268
OG0004828	LOC129790538	AMIN005047
OG0004829	LOC129790630	AMIN000584
OG0004830	LOC129788969	AMIN002809
OG0004831	LOC129788669	AMIN000065
OG0004832	LOC129793727	AMIN001707
OG0004833	LOC129789731	AMIN001704
OG0004834	LOC129789665	AMIN001705
OG0004835	LOC129789678	AMIN001701
OG0004836	LOC129789707	AMIN001703
OG0004837	LOC129790313	AMIN001700
OG0004838	LOC129790605	AMIN001709
OG0004839	LOC129789770	AMIN001706
OG0004840	LOC129793954	AMIN007683
OG0004841	LOC129793419	AMIN004007
OG0004842	LOC129787558	AMIN002574
OG0004843	LOC129792215	AMIN002578
OG0004844	LOC129788864	AMIN006140
OG0004845	LOC129791131	AMIN006150
OG0004846	LOC129792311	AMIN002577
OG0004847	LOC129797446	AMIN002575
OG0004848	LOC129797749	AMIN002576
OG0004849	LOC129794935	AMIN003236
OG0004850	LOC129796077	AMIN003726
OG0004851	LOC129791404	AMIN008421
OG0004852	LOC129788943	AMIN002052
OG0004853	LOC129790193	AMIN009142
OG0004854	LOC129789901	AMIN009148
OG0004855	LOC129790290	AMIN009141
OG0004856	LOC129790287	AMIN009143
OG0004857	LOC129788952	AMIN009139
OG0004858	LOC129792206	AMIN007224
OG0004859	LOC129789870	AMIN009508
OG0004860	LOC129794025	AMIN009138
OG0004861	LOC129788144	AMIN009145
OG0004862	LOC129789824	AMIN009155
OG0004863	LOC129789874	AMIN009150
OG0004864	LOC129787609	AMIN002573
OG0004865	LOC129787559	AMIN002568
OG0004866	LOC129787594	AMIN002571
OG0004867	LOC129787636	AMIN002572
OG0004868	LOC129797137	AMIN005419
OG0004869	LOC129786985	AMIN005417
OG0004870	LOC129786423	AMIN004570
OG0004871	LOC129797730	AMIN003168
OG0004872	LOC129797494	AMIN003166
OG0004873	LOC129786834	AMIN003209
OG0004874	LOC129786416	AMIN004569
OG0004875	LOC129786480	AMIN003208
OG0004876	LOC129789075	AMIN011234
OG0004877	LOC129789055	AMIN005671
OG0004878	LOC129789313	AMIN001950
OG0004879	LOC129789453	AMIN011372
OG0004880	LOC129789438	AMIN001949
OG0004881	LOC129789044	AMIN005670
OG0004882	LOC129789314	AMIN005576
OG0004883	LOC129786686	AMIN005414
OG0004884	LOC129791196	AMIN002139
OG0004885	LOC129787496	AMIN009287
OG0004886	LOC129797375	AMIN007496
OG0004887	LOC129787554	AMIN009286
OG0004888	LOC129795647	AMIN004461
OG0004889	LOC129797422	AMIN009288
OG0004890	LOC129795409	AMIN008995
OG0004891	LOC129793646	AMIN010393
OG0004892	LOC129787516	AMIN010398
OG0004893	LOC129793639	AMIN010397
OG0004895	LOC129795371	AMIN000797
OG0004896	LOC129795751	AMIN000789
OG0004897	LOC129794114	AMIN000791
OG0004898	LOC129796347	AMIN000793
OG0004899	LOC129786916	AMIN004106
OG0004900	LOC129793255	AMIN000788
OG0004901	LOC129790918	AMIN000865
OG0004903	LOC129786435	AMIN000701
OG0004905	LOC129793222	AMIN004165
OG0004906	LOC129795475	AMIN000670
OG0004907	LOC129793231	AMIN004164
OG0004908	LOC129786388	AMIN000707
OG0004909	LOC129786378	AMIN000708
OG0004910	LOC129797358	AMIN003200
OG0004911	LOC129787956	AMIN003196
OG0004912	LOC129787995	AMIN003199
OG0004913	LOC129795591	AMIN009059
OG0004914	LOC129792001	AMIN006173
OG0004915	LOC129792990	AMIN011031
OG0004916	LOC129792958	AMIN011028
OG0004917	LOC129792974	AMIN011032
OG0004918	LOC129793516	AMIN011022
OG0004920	LOC129792931	AMIN001898
OG0004921	LOC129796866	AMIN001909
OG0004922	LOC129796239	AMIN001899
OG0004923	LOC129790654	AMIN001901
OG0004924	LOC129796399	AMIN008769
OG0004925	LOC129786642	AMIN000804
OG0004926	LOC129796226	AMIN008137
OG0004928	LOC129787645	AMIN015576
OG0004929	LOC129786392	AMIN003305
OG0004930	LOC129788501	AMIN003311
OG0004931	LOC129790057	AMIN003304
OG0004932	LOC129788201	AMIN003308
OG0004933	LOC129789229	AMIN003296
OG0004934	LOC129791939	AMIN003310
OG0004935	LOC129788202	AMIN003306
OG0004936	LOC129786661	AMIN000247
OG0004937	LOC129789209	AMIN000608
OG0004938	LOC129786286	AMIN000245
OG0004939	LOC129796509	AMIN003243
OG0004940	LOC129785842	AMIN000248
OG0004941	LOC129790579	AMIN000607
OG0004942	LOC129786745	AMIN003794
OG0004943	LOC129787050	AMIN003173
OG0004944	LOC129791399	AMIN004564
OG0004945	LOC129796227	AMIN004260
OG0004946	LOC129796205	AMIN004261
OG0004948	LOC129793412	AMIN004258
OG0004949	LOC129789125	AMIN008860
OG0004950	LOC129793513	AMIN004123
OG0004951	LOC129796247	AMIN008859
OG0004952	LOC129795181	AMIN003842
OG0004953	LOC129787290	AMIN016059
OG0004954	LOC129785860	AMIN002356
OG0004956	LOC129796944	AMIN003680
OG0004957	LOC129797507	AMIN003681
OG0004958	LOC129797120	AMIN002555
OG0004959	LOC129787664	AMIN004158
OG0004960	LOC129797404	AMIN004157
OG0004961	LOC129796968	AMIN000511
OG0004962	LOC129787099	AMIN003684
OG0004963	LOC129786041	AMIN003679
OG0004964	LOC129797173	AMIN003515
OG0004965	LOC129789733	AMIN003826
OG0004966	LOC129789674	AMIN005759
OG0004967	LOC129787927	AMIN008784
OG0004968	LOC129793568	AMIN002449
OG0004969	LOC129795964	AMIN003504
OG0004970	LOC129791283	AMIN004865
OG0004971	LOC129793004	AMIN002942
OG0004972	LOC129787187	AMIN002627
OG0004973	LOC129791605	AMIN009896
OG0004974	LOC129794133	AMIN010441
OG0004975	LOC129791412	AMIN000860
OG0004976	LOC129787320	AMIN003327
OG0004977	LOC129791609	AMIN015777
OG0004978	LOC129787957	AMIN000547
OG0004979	LOC129786316	AMIN000549
OG0004980	LOC129797837	AMIN011576
OG0004981	LOC129791765	AMIN011601
OG0004982	LOC129792684	AMIN011602
OG0004983	LOC129794017	AMIN011572
OG0004985	LOC129792691	AMIN011578
OG0004986	LOC129793990	AMIN011571
OG0004987	LOC129789422	AMIN006165
OG0004988	LOC129789431	AMIN006167
OG0004989	LOC129789398	AMIN006164
OG0004990	LOC129789412	AMIN006168
OG0004991	LOC129787560	AMIN007338
OG0004992	LOC129797757	AMIN007334
OG0004993	LOC129795718	AMIN002490
OG0004994	LOC129787551	AMIN007336
OG0004995	LOC129795899	AMIN004476
OG0004996	LOC129787503	AMIN004359
OG0004997	LOC129792028	AMIN004358
OG0004998	LOC129792110	AMIN004376
OG0004999	LOC129795704	AMIN004382
OG0005000	LOC129795618	AMIN004388
OG0005001	LOC129794410	AMIN004391
OG0005002	LOC129791911	AMIN016133
OG0005003	LOC129787449	AMIN005509
OG0005004	LOC129792487	AMIN016131
OG0005005	LOC129787442	AMIN005510
OG0005006	LOC129787455	AMIN005354
OG0005007	LOC129790234	AMIN005999
OG0005008	LOC129791384	AMIN006002
OG0005009	LOC129791357	AMIN006000
OG0005010	LOC129791345	AMIN009385
OG0005011	LOC129790162	AMIN009383
OG0005012	LOC129790282	AMIN009384
OG0005013	LOC129790229	AMIN005880
OG0005014	LOC129788659	AMIN006006
OG0005015	LOC129789007	AMIN001718
OG0005016	LOC129788931	AMIN001721
OG0005017	LOC129788870	AMIN001722
OG0005018	LOC129794096	AMIN006793
OG0005019	LOC129790696	AMIN009391
OG0005020	LOC129789128	AMIN006055
OG0005021	LOC129791730	AMIN001716
OG0005022	LOC129789601	AMIN006056
OG0005023	LOC129788966	AMIN009393
OG0005024	LOC129789149	AMIN001720
OG0005025	LOC129796814	AMIN001246
OG0005026	LOC129793779	AMIN001245
OG0005027	LOC129793839	AMIN001243
OG0005028	LOC129797605	AMIN001242
OG0005029	LOC129790980	AMIN001168
OG0005030	LOC129789691	AMIN001170
OG0005032	LOC129796779	AMIN002309
OG0005033	LOC129786587	AMIN016257
OG0005034	LOC129797187	AMIN002310
OG0005035	LOC129787324	AMIN002305
OG0005036	LOC129789124	AMIN001860
OG0005037	LOC129792160	AMIN001866
OG0005038	LOC129790410	AMIN016142
OG0005039	LOC129791071	AMIN001872
OG0005040	LOC129789019	AMIN001861
OG0005042	LOC129788355	AMIN001867
OG0005043	LOC129790124	AMIN006430
OG0005044	LOC129792301	AMIN007536
OG0005045	LOC129792789	AMIN015935
OG0005046	LOC129792749	AMIN015938
OG0005047	LOC129797041	AMIN011381
OG0005048	LOC129792752	AMIN011377
OG0005049	LOC129792594	AMIN009936
OG0005050	LOC129792696	AMIN011378
OG0005051	LOC129797693	AMIN015937
OG0005052	LOC129792699	AMIN011380
OG0005053	LOC129791768	AMIN015936
OG0005054	LOC129786683	AMIN010910
OG0005055	LOC129797008	AMIN015873
OG0005056	LOC129797340	AMIN015772
OG0005057	LOC129786413	AMIN011319
OG0005058	LOC129797047	AMIN015872
OG0005059	LOC129797251	AMIN004026
OG0005060	LOC129789796	AMIN004031
OG0005061	LOC129790293	AMIN010326
OG0005062	LOC129790475	AMIN009608
OG0005063	LOC129788951	AMIN006423
OG0005064	LOC129790058	AMIN007119
OG0005065	LOC129790582	AMIN007121
OG0005066	LOC129796523	AMIN004228
OG0005067	LOC129792402	AMIN004469
OG0005068	LOC129792409	AMIN004470
OG0005069	LOC129790280	AMIN006709
OG0005070	LOC129786601	AMIN006650
OG0005071	LOC129791442	AMIN006712
OG0005072	LOC129786172	AMIN006651
OG0005073	LOC129797352	AMIN002249
OG0005074	LOC129796006	AMIN006710
OG0005075	LOC129786425	AMIN002254
OG0005076	LOC129791443	AMIN006711
OG0005077	LOC129788425	AMIN006777
OG0005078	LOC129788430	AMIN009125
OG0005079	LOC129791160	AMIN009114
OG0005080	LOC129795793	AMIN009121
OG0005081	LOC129795796	AMIN009120
OG0005082	LOC129790844	AMIN009126
OG0005083	LOC129788462	AMIN006799
OG0005084	LOC129788468	AMIN006778
OG0005085	LOC129787667	AMIN008578
OG0005086	LOC129787675	AMIN008579
OG0005088	LOC129787234	AMIN003162
OG0005089	LOC129787060	AMIN000587
OG0005090	LOC129790727	AMIN007147
OG0005091	LOC129788705	AMIN003161
OG0005092	LOC129786986	AMIN004623
OG0005093	LOC129791840	AMIN008001
OG0005094	LOC129792825	AMIN011355
OG0005095	LOC129797410	AMIN011350
OG0005096	LOC129787695	AMIN011351
OG0005097	LOC129794959	AMIN011367
OG0005098	LOC129791905	AMIN011368
OG0005099	LOC129794462	AMIN011362
OG0005100	LOC129796811	AMIN011366
OG0005101	LOC129788068	AMIN004568
OG0005102	LOC129794650	AMIN011364
OG0005103	LOC129792981	AMIN011356
OG0005104	LOC129794460	AMIN005001
OG0005105	LOC129796685	AMIN008715
OG0005106	LOC129796661	AMIN008722
OG0005107	LOC129795689	AMIN005000
OG0005108	LOC129796099	AMIN000279
OG0005109	LOC129786110	AMIN003797
OG0005110	LOC129786152	AMIN003798
OG0005111	LOC129796585	AMIN000280
OG0005112	LOC129796024	AMIN006887
OG0005113	LOC129792251	AMIN000363
OG0005114	LOC129795840	AMIN006885
OG0005115	LOC129795868	AMIN006888
OG0005116	LOC129795430	AMIN006889
OG0005117	LOC129787178	AMIN003090
OG0005118	LOC129790449	AMIN005432
OG0005119	LOC129790861	AMIN005830
OG0005120	LOC129790450	AMIN015905
OG0005121	LOC129792440	AMIN015819
OG0005122	LOC129797471	AMIN002527
OG0005123	LOC129792450	AMIN002544
OG0005124	LOC129797449	AMIN002525
OG0005125	LOC129797697	AMIN002521
OG0005126	LOC129797718	AMIN002522
OG0005127	LOC129797711	AMIN002526
OG0005129	LOC129786136	AMIN015964
OG0005130	LOC129795579	AMIN009034
OG0005131	LOC129794599	AMIN006871
OG0005132	LOC129794128	AMIN010293
OG0005133	LOC129794001	AMIN010294
OG0005134	LOC129792249	AMIN010288
OG0005135	LOC129794010	AMIN010297
OG0005136	LOC129793695	AMIN010284
OG0005137	LOC129793150	AMIN010287
OG0005138	LOC129792250	AMIN010289
OG0005139	LOC129793486	AMIN010283
OG0005140	LOC129788398	AMIN001154
OG0005141	LOC129788456	AMIN001155
OG0005142	LOC129788690	AMIN007134
OG0005143	LOC129787604	AMIN002169
OG0005144	LOC129797684	AMIN002545
OG0005145	LOC129797278	AMIN002172
OG0005146	LOC129794906	AMIN008816
OG0005147	LOC129794758	AMIN008817
OG0005148	LOC129791022	AMIN001946
OG0005149	LOC129787828	AMIN004214
OG0005150	LOC129787330	AMIN000917
OG0005151	LOC129789561	AMIN002790
OG0005152	LOC129793934	AMIN005345
OG0005153	LOC129788512	AMIN009783
OG0005155	LOC129789349	AMIN009784
OG0005156	LOC129790043	AMIN009766
OG0005157	LOC129788490	AMIN007096
OG0005158	LOC129790812	AMIN009767
OG0005159	LOC129786694	AMIN009083
OG0005161	LOC129788911	AMIN004097
OG0005162	LOC129786704	AMIN009085
OG0005164	LOC129786689	AMIN009084
OG0005165	LOC129795562	AMIN004100
OG0005166	LOC129787534	AMIN009081
OG0005167	LOC129792237	AMIN005112
OG0005168	LOC129786942	AMIN005110
OG0005169	LOC129795277	AMIN008951
OG0005170	LOC129790166	AMIN008993
OG0005171	LOC129795385	AMIN008994
OG0005172	LOC129796437	AMIN008778
OG0005173	LOC129795614	AMIN001302
OG0005174	LOC129796475	AMIN008948
OG0005175	LOC129795716	AMIN004439
OG0005176	LOC129795493	AMIN004438
OG0005177	LOC129792326	AMIN010957
OG0005178	LOC129794903	AMIN010975
OG0005179	LOC129792915	AMIN010959
OG0005180	LOC129793574	AMIN009997
OG0005181	LOC129793797	AMIN011097
OG0005183	LOC129791208	AMIN006335
OG0005184	LOC129788576	AMIN009631
OG0005185	LOC129797438	AMIN003324
OG0005187	LOC129793851	AMIN003325
OG0005188	LOC129797419	AMIN003326
OG0005189	LOC129793601	AMIN016239
OG0005190	LOC129792870	AMIN003005
OG0005191	LOC129791432	AMIN003622
OG0005192	LOC129793975	AMIN003004
OG0005193	LOC129794938	AMIN003621
OG0005194	LOC129786141	AMIN003617
OG0005195	LOC129791973	AMIN011649
OG0005196	LOC129792019	AMIN011648
OG0005197	LOC129788924	AMIN015925
OG0005198	LOC129793620	AMIN006840
OG0005199	LOC129793506	AMIN006838
OG0005200	LOC129795433	AMIN006844
OG0005201	LOC129794212	AMIN010946
OG0005202	LOC129793623	AMIN004129
OG0005203	LOC129794211	AMIN010948
OG0005204	LOC129797813	AMIN015881
OG0005205	LOC129789928	AMIN001739
OG0005206	LOC129797143	AMIN001736
OG0005207	LOC129790336	AMIN009838
OG0005208	LOC129791139	AMIN009835
OG0005209	LOC129793393	AMIN001737
OG0005210	LOC129789528	AMIN001740
OG0005211	LOC129796499	AMIN008888
OG0005212	LOC129796341	AMIN006900
OG0005213	LOC129794667	AMIN006898
OG0005214	LOC129796434	AMIN008786
OG0005215	LOC129794665	AMIN006899
OG0005216	LOC129796015	AMIN006902
OG0005217	LOC129794838	AMIN008889
OG0005218	LOC129795929	AMIN006901
OG0005219	LOC129793817	AMIN008787
OG0005220	LOC129787943	AMIN005342
OG0005221	LOC129789589	AMIN009538
OG0005222	LOC129797039	AMIN009539
OG0005223	LOC129792239	AMIN003723
OG0005224	LOC129794984	AMIN003724
OG0005225	LOC129788391	AMIN016271
OG0005226	LOC129795875	AMIN003721
OG0005227	LOC129794885	AMIN002384
OG0005228	LOC129795842	AMIN003720
OG0005229	LOC129794033	AMIN002371
OG0005230	LOC129795852	AMIN003719
OG0005231	LOC129795480	AMIN002395
OG0005232	LOC129788982	AMIN004820
OG0005233	LOC129796115	AMIN002391
OG0005234	LOC129787507	AMIN002375
OG0005235	LOC129791610	AMIN011509
OG0005236	LOC129794202	AMIN011504
OG0005237	LOC129796630	AMIN011501
OG0005238	LOC129794216	AMIN011502
OG0005239	LOC129788840	AMIN000981
OG0005240	LOC129788141	AMIN009416
OG0005241	LOC129790807	AMIN009415
OG0005242	LOC129792142	AMIN001049
OG0005243	LOC129796817	AMIN002673
OG0005244	LOC129796889	AMIN002671
OG0005245	LOC129795728	AMIN011420
OG0005246	LOC129789848	AMIN001111
OG0005247	LOC129792221	AMIN002832
OG0005248	LOC129789905	AMIN001112
OG0005249	LOC129794657	AMIN011517
OG0005250	LOC129787416	AMIN002734
OG0005251	LOC129795177	AMIN009359
OG0005252	LOC129794685	AMIN006942
OG0005253	LOC129794800	AMIN006944
OG0005254	LOC129794675	AMIN006941
OG0005255	LOC129793467	AMIN011152
OG0005256	LOC129791639	AMIN010951
OG0005257	LOC129792242	AMIN007314
OG0005258	LOC129792983	AMIN007311
OG0005259	LOC129797775	AMIN006397
OG0005260	LOC129791179	AMIN001400
OG0005261	LOC129797596	AMIN006398
OG0005262	LOC129797638	AMIN006396
OG0005263	LOC129792401	AMIN006399
OG0005264	LOC129791174	AMIN001402
OG0005265	LOC129794221	AMIN010437
OG0005267	LOC129786219	AMIN004796
OG0005268	LOC129790907	AMIN002656
OG0005269	LOC129790128	AMIN003639
OG0005270	LOC129787086	AMIN003360
OG0005271	LOC129797865	AMIN000758
OG0005272	LOC129785911	AMIN003361
OG0005273	LOC129787764	AMIN004785
OG0005274	LOC129793621	AMIN011497
OG0005275	LOC129795553	AMIN000889
OG0005276	LOC129788683	AMIN011559
OG0005277	LOC129786047	AMIN003951
OG0005278	LOC129788026	AMIN011233
OG0005279	LOC129792391	AMIN011561
OG0005280	LOC129786241	AMIN003026
OG0005281	LOC129785978	AMIN003028
OG0005282	LOC129787518	AMIN002162
OG0005283	LOC129788404	AMIN001675
OG0005284	LOC129791834	AMIN010425
OG0005285	LOC129787740	AMIN001674
OG0005286	LOC129786739	AMIN001680
OG0005287	LOC129786749	AMIN009517
OG0005288	LOC129793314	AMIN009518
OG0005290	LOC129791183	AMIN006746
OG0005291	LOC129790236	AMIN001416
OG0005292	LOC129791352	AMIN006747
OG0005293	LOC129791348	AMIN006749
OG0005294	LOC129791311	AMIN006748
OG0005295	LOC129790368	AMIN006258
OG0005297	LOC129797552	AMIN001043
OG0005298	LOC129786758	AMIN004596
OG0005299	LOC129786941	AMIN016186
OG0005300	LOC129792845	AMIN010090
OG0005301	LOC129795870	AMIN010081
OG0005302	LOC129786532	AMIN004658
OG0005303	LOC129786620	AMIN004656
OG0005304	LOC129786564	AMIN000700
OG0005305	LOC129790148	AMIN003629
OG0005306	LOC129797836	AMIN003769
OG0005307	LOC129787039	AMIN003627
OG0005308	LOC129787038	AMIN003628
OG0005309	LOC129789836	AMIN005191
OG0005310	LOC129795162	AMIN005511
OG0005311	LOC129789542	AMIN002320
OG0005312	LOC129790645	AMIN005574
OG0005313	LOC129790127	AMIN002049
OG0005314	LOC129789995	AMIN001070
OG0005315	LOC129789522	AMIN005565
OG0005316	LOC129787388	AMIN007174
OG0005317	LOC129789904	AMIN006939
OG0005318	LOC129795055	AMIN006937
OG0005319	LOC129791229	AMIN006698
OG0005320	LOC129788877	AMIN006700
OG0005321	LOC129794059	AMIN006695
OG0005323	LOC129790038	AMIN001884
OG0005324	LOC129791073	AMIN001877
OG0005325	LOC129790034	AMIN001883
OG0005326	LOC129791066	AMIN001882
OG0005327	LOC129795691	AMIN005036
OG0005328	LOC129797233	AMIN008310
OG0005329	LOC129795461	AMIN005033
OG0005330	LOC129795752	AMIN005035
OG0005331	LOC129795504	AMIN008312
OG0005332	LOC129795680	AMIN005034
OG0005333	LOC129797223	AMIN006590
OG0005334	LOC129792490	AMIN008034
OG0005335	LOC129789531	AMIN008033
OG0005336	LOC129792263	AMIN010864
OG0005337	LOC129794170	AMIN008035
OG0005338	LOC129790379	AMIN006610
OG0005339	LOC129797553	AMIN000055
OG0005340	LOC129791919	AMIN011592
OG0005341	LOC129791824	AMIN011597
OG0005342	LOC129791764	AMIN011600
OG0005343	LOC129795168	AMIN011536
OG0005344	LOC129791959	AMIN011594
OG0005345	LOC129792240	AMIN011593
OG0005346	LOC129789879	AMIN000240
OG0005347	LOC129787397	AMIN002751
OG0005348	LOC129787059	AMIN004752
OG0005349	LOC129795738	AMIN004581
OG0005350	LOC129797617	AMIN002687
OG0005351	LOC129793729	AMIN011079
OG0005352	LOC129786305	AMIN002685
OG0005353	LOC129790792	AMIN002949
OG0005354	LOC129788893	AMIN003100
OG0005355	LOC129790012	AMIN001615
OG0005356	LOC129787275	AMIN006696
OG0005357	LOC129790014	AMIN001616
OG0005358	LOC129790207	AMIN000128
OG0005359	LOC129793932	AMIN007104
OG0005360	LOC129789961	AMIN007099
OG0005361	LOC129790191	AMIN007089
OG0005362	LOC129788416	AMIN006111
OG0005363	LOC129788818	AMIN006019
OG0005364	LOC129789983	AMIN007101
OG0005365	LOC129797250	AMIN015916
OG0005366	LOC129788844	AMIN006022
OG0005367	LOC129788184	AMIN015917
OG0005368	LOC129787674	AMIN004300
OG0005369	LOC129794917	AMIN004456
OG0005370	LOC129795894	AMIN006869
OG0005371	LOC129795119	AMIN004451
OG0005372	LOC129795902	AMIN006866
OG0005373	LOC129790794	AMIN001921
OG0005374	LOC129789146	AMIN005357
OG0005375	LOC129789382	AMIN007138
OG0005376	LOC129790850	AMIN002251
OG0005377	LOC129790878	AMIN007141
OG0005378	LOC129788731	AMIN005333
OG0005379	LOC129795635	AMIN006969
OG0005380	LOC129797327	AMIN009264
OG0005381	LOC129789695	AMIN008632
OG0005382	LOC129797326	AMIN015529
OG0005383	LOC129791288	AMIN009738
OG0005384	LOC129790324	AMIN009742
OG0005385	LOC129793236	AMIN009731
OG0005386	LOC129789020	AMIN001723
OG0005387	LOC129795683	AMIN016036
OG0005390	LOC129792542	AMIN010515
OG0005392	LOC129789312	AMIN001212
OG0005393	LOC129785861	AMIN005411
OG0005394	LOC129790031	AMIN005426
OG0005395	LOC129794961	AMIN003318
OG0005396	LOC129796440	AMIN000530
OG0005397	LOC129786923	AMIN000527
OG0005398	LOC129786862	AMIN016051
OG0005399	LOC129786628	AMIN000739
OG0005400	LOC129791802	AMIN002369
OG0005401	LOC129793842	AMIN000404
OG0005402	LOC129792860	AMIN003108
OG0005403	LOC129789586	AMIN002549
OG0005404	LOC129788929	AMIN003575
OG0005405	LOC129791147	AMIN005633
OG0005406	LOC129793781	AMIN000563
OG0005408	LOC129797483	AMIN016279
OG0005409	LOC129797516	AMIN016280
OG0005410	LOC129787642	AMIN015847
OG0005411	LOC129797513	AMIN002405
OG0005412	LOC129797195	AMIN002312
OG0005413	LOC129794924	AMIN002402
OG0005415	LOC129795581	AMIN015846
OG0005416	LOC129788059	AMIN002401
OG0005417	LOC129786335	AMIN000309, AMIN000310
OG0005418	LOC129793917	AMIN000317
OG0005419	LOC129797794	AMIN004556
OG0005420	LOC129786337	AMIN000312
OG0005421	LOC129786333	AMIN000313
OG0005422	LOC129793311	AMIN004558
OG0005423	LOC129794883	AMIN000315
OG0005424	LOC129786327	AMIN000319
OG0005425	LOC129793170	AMIN000430
OG0005426	LOC129794891	AMIN004481
OG0005428	LOC129787599	AMIN000465
OG0005430	LOC129796928	AMIN000454
OG0005431	LOC129795741	AMIN000450
OG0005432	LOC129796984	AMIN000468
OG0005433	LOC129797295	AMIN000463
OG0005434	LOC129797232	AMIN000467
OG0005435	LOC129793364	AMIN000458
OG0005436	LOC129791944	AMIN000452
OG0005437	LOC129787119	AMIN000472
OG0005438	LOC129790909	AMIN006744
OG0005440	LOC129795940	AMIN010590
OG0005441	LOC129786420	AMIN010591
OG0005442	LOC129796513	AMIN004831
OG0005443	LOC129793918	AMIN004828
OG0005444	LOC129796960	AMIN002537
OG0005445	LOC129791092	AMIN002540
OG0005446	LOC129786233	AMIN016161
OG0005448	LOC129787666	AMIN000487
OG0005449	LOC129796962	AMIN002535
OG0005450	LOC129796965	AMIN002536
OG0005451	LOC129786250	AMIN002534
OG0005452	LOC129793935	AMIN002538
OG0005453	LOC129793813	AMIN002542
OG0005454	LOC129796963	AMIN002541
OG0005455	LOC129788151	AMIN001106
OG0005456	LOC129796529	AMIN008102
OG0005458	LOC129796642	AMIN008328
OG0005459	LOC129789623	AMIN001175
OG0005460	LOC129790601	AMIN001631
OG0005461	LOC129790604	AMIN001635
OG0005462	LOC129789776	AMIN001177
OG0005463	LOC129794714	AMIN001636
OG0005464	LOC129790643	AMIN002609
OG0005465	LOC129791869	AMIN015765
OG0005466	LOC129793571	AMIN011278
OG0005467	LOC129790436	AMIN004648
OG0005468	LOC129797217	AMIN004647
OG0005469	LOC129790796	AMIN003888
OG0005470	LOC129787106	AMIN004639
OG0005471	LOC129788625	AMIN004641
OG0005472	LOC129793108	AMIN004652
OG0005473	LOC129786244	AMIN008325
OG0005474	LOC129794922	AMIN008319
OG0005475	LOC129794698	AMIN008323
OG0005476	LOC129795448	AMIN008327
OG0005477	LOC129795407	AMIN008316
OG0005478	LOC129796498	AMIN008315
OG0005479	LOC129796491	AMIN008318
OG0005481	LOC129788031, LOC129790520	AMIN001993
OG0005482	LOC129790815	AMIN001984
OG0005483	LOC129790519	AMIN001992
OG0005484	LOC129790518	AMIN001988
OG0005485	LOC129795512	AMIN004588
OG0005486	LOC129789749	AMIN005558
OG0005488	LOC129789816	AMIN001334
OG0005489	LOC129789745	AMIN005798
OG0005490	LOC129793313	AMIN010236
OG0005491	LOC129787512	AMIN010233
