Orthogroup	LlongipalpisASM	AfunestusAfunGA1
OG0003976	LOC129790693	AFUN2_008945
OG0003977	LOC129787191	AFUN2_003871
OG0003978	LOC129791324	AFUN2_007829
OG0003979	LOC129791327	AFUN2_004222
OG0003980	LOC129791346	AFUN2_001415
OG0003981	LOC129791359	AFUN2_005183
OG0003982	LOC129790913	AFUN2_010716
OG0003983	LOC129791117	AFUN2_001900
OG0003984	LOC129788644	AFUN2_000635
OG0003985	LOC129788963	AFUN2_009796
OG0003986	LOC129788643	AFUN2_010788
OG0003987	LOC129788649	AFUN2_009102
OG0003988	LOC129789099	AFUN2_013524
OG0003989	LOC129788953	AFUN2_009157
OG0003990	LOC129789163	AFUN2_013036
OG0003991	LOC129789073	AFUN2_011310
OG0003992	LOC129788930	AFUN2_004880
OG0003993	LOC129788948	AFUN2_003750
OG0003994	LOC129792853	AFUN2_009336
OG0003995	LOC129791591	AFUN2_009053
OG0003996	LOC129791555	AFUN2_012191
OG0003997	LOC129793909	AFUN2_001570
OG0003998	LOC129792810	AFUN2_011587
OG0003999	LOC129791628	AFUN2_010583
OG0004000	LOC129792852	AFUN2_006455
OG0004001	LOC129795953	AFUN2_014243
OG0004002	LOC129791546, LOC129792641	AFUN2_002439
OG0004004	LOC129792756	AFUN2_010719
OG0004005	LOC129790717	AFUN2_006949
OG0004006	LOC129788561	AFUN2_004562
OG0004007	LOC129797290	AFUN2_008462
OG0004008	LOC129790244	AFUN2_014188
OG0004010	LOC129795651	AFUN2_003572
OG0004011	LOC129793137	AFUN2_007813
OG0004013	LOC129789860	AFUN2_008861
OG0004014	LOC129794928	AFUN2_001230
OG0004015	LOC129791936	AFUN2_004694
OG0004016	LOC129794062	AFUN2_000443
OG0004017	LOC129789608	AFUN2_011682
OG0004018	LOC129791373	AFUN2_002303
OG0004019	LOC129791069	AFUN2_000586
OG0004020	LOC129789560	AFUN2_001273
OG0004021	LOC129788757	AFUN2_004159
OG0004022	LOC129791344	AFUN2_004944
OG0004023	LOC129793890	AFUN2_007547
OG0004024	LOC129788786	AFUN2_014322
OG0004025	LOC129789659	AFUN2_006100
OG0004026	LOC129793806	AFUN2_006632
OG0004027	LOC129787189	AFUN2_001855
OG0004029	LOC129797314	AFUN2_013160
OG0004030	LOC129797031	AFUN2_007777
OG0004031	LOC129794107	AFUN2_012083
OG0004032	LOC129797002	AFUN2_007025
OG0004033	LOC129789389	AFUN2_006640
OG0004034	LOC129795810	AFUN2_010633
OG0004035	LOC129788701	AFUN2_009241
OG0004036	LOC129796991	AFUN2_009972
OG0004037	LOC129797342	AFUN2_008221
OG0004038	LOC129789689	AFUN2_014314
OG0004039	LOC129786841	AFUN2_002739
OG0004040	LOC129797480	AFUN2_002684
OG0004041	LOC129790923	AFUN2_011122
OG0004042	LOC129788903	AFUN2_007105
OG0004043	LOC129787601	AFUN2_013782
OG0004044	LOC129796836	AFUN2_010300
OG0004045	LOC129786938	AFUN2_009962
OG0004046	LOC129797519	AFUN2_005408
OG0004047	LOC129789441	AFUN2_003001
OG0004048	LOC129789251	AFUN2_009951
OG0004049	LOC129795507	AFUN2_011098
OG0004050	LOC129791140	AFUN2_003844
OG0004051	LOC129791405	AFUN2_003209
OG0004052	LOC129796508	AFUN2_004304
OG0004053	LOC129789977	AFUN2_014556
OG0004054	LOC129789323	AFUN2_011860
OG0004055	LOC129791400	AFUN2_002503
OG0004056	LOC129791383	AFUN2_006819
OG0004057	LOC129790171	AFUN2_007393
OG0004058	LOC129790205	AFUN2_007406
OG0004059	LOC129791353	AFUN2_014296
OG0004060	LOC129794040	AFUN2_005659
OG0004061	LOC129795068	AFUN2_011712
OG0004062	LOC129793092	AFUN2_011498
OG0004063	LOC129797378	AFUN2_010275
OG0004064	LOC129797381	AFUN2_000977
OG0004065	LOC129797382	AFUN2_014646
OG0004066	LOC129797360	AFUN2_010494
OG0004067	LOC129794962	AFUN2_003385
OG0004068	LOC129797418	AFUN2_001628
OG0004069	LOC129797385	AFUN2_012114
OG0004070	LOC129797383	AFUN2_012111
OG0004071	LOC129793473	AFUN2_000424
OG0004072	LOC129786265	AFUN2_012042
OG0004073	LOC129793517	AFUN2_000568
OG0004074	LOC129793790	AFUN2_006154
OG0004075	LOC129793551	AFUN2_005643
OG0004076	LOC129793728	AFUN2_011533
OG0004077	LOC129793366	AFUN2_002901
OG0004078	LOC129791991	AFUN2_000780
OG0004080	LOC129793748	AFUN2_004687
OG0004081	LOC129792519	AFUN2_013438
OG0004082	LOC129789612	AFUN2_008257
OG0004083	LOC129797517	AFUN2_012671
OG0004084	LOC129796233	AFUN2_004372
OG0004085	LOC129794263	AFUN2_011999
OG0004086	LOC129790936	AFUN2_008674
OG0004087	LOC129793865	AFUN2_005189
OG0004088	LOC129792744	AFUN2_007063
OG0004089	LOC129789664	AFUN2_010113
OG0004090	LOC129791297	AFUN2_000785
OG0004091	LOC129791788	AFUN2_014807
OG0004092	LOC129791856	AFUN2_003841
OG0004094	LOC129789582	AFUN2_003058
OG0004095	LOC129797666	AFUN2_009234
OG0004096	LOC129791989	AFUN2_007836
OG0004097	LOC129790053	AFUN2_012683
OG0004098	LOC129797363	AFUN2_009546
OG0004099	LOC129788140	AFUN2_008623
OG0004100	LOC129786223	AFUN2_011287
OG0004101	LOC129787313, LOC129794807	AFUN2_007298
OG0004102	LOC129791463	AFUN2_007015
OG0004103	LOC129790359	AFUN2_006567
OG0004104	LOC129797283	AFUN2_005941
OG0004105	LOC129793615	AFUN2_006629
OG0004106	LOC129797365	AFUN2_012135
OG0004107	LOC129787759	AFUN2_003376
OG0004108	LOC129792569	AFUN2_008649
OG0004109	LOC129796125	AFUN2_009443
OG0004110	LOC129796085	AFUN2_005241
OG0004111	LOC129793392	AFUN2_003056
OG0004112	LOC129796076	AFUN2_012756
OG0004113	LOC129794209	AFUN2_008305
OG0004114	LOC129790317	AFUN2_007045
OG0004115	LOC129790948	AFUN2_008627
OG0004116	LOC129789497	AFUN2_004623
OG0004117	LOC129789654	AFUN2_002387
OG0004118	LOC129790356	AFUN2_010936
OG0004119	LOC129790049	AFUN2_012484
OG0004120	LOC129785895	AFUN2_010834
OG0004121	LOC129795193	AFUN2_001329
OG0004122	LOC129797621	AFUN2_004401
OG0004123	LOC129797591	AFUN2_002730
OG0004124	LOC129787947	AFUN2_004070
OG0004125	LOC129787646	AFUN2_014686
OG0004126	LOC129787978	AFUN2_010529
OG0004127	LOC129797572	AFUN2_014297
OG0004128	LOC129797439	AFUN2_006986
OG0004129	LOC129797504	AFUN2_012776
OG0004130	LOC129793812	AFUN2_013728
OG0004131	LOC129789012	AFUN2_006704
OG0004132	LOC129797550	AFUN2_008341
OG0004133	LOC129793286	AFUN2_006272
OG0004134	LOC129795451	AFUN2_011702
OG0004136	LOC129795058	AFUN2_000352
OG0004137	LOC129796481	AFUN2_006320
OG0004138	LOC129791846	AFUN2_010407
OG0004140	LOC129787066	AFUN2_012517
OG0004141	LOC129790224	AFUN2_011681
OG0004142	LOC129786252	AFUN2_006357
OG0004143	LOC129786856	AFUN2_009818
OG0004144	LOC129786857	AFUN2_011380
OG0004145	LOC129794925	AFUN2_004655
OG0004146	LOC129788437	AFUN2_014526
OG0004147	LOC129790545	AFUN2_007657
OG0004148	LOC129790547	AFUN2_011670
OG0004149	LOC129790242	AFUN2_002137
OG0004150	LOC129785952	AFUN2_004341
OG0004151	LOC129794666	AFUN2_011335
OG0004152	LOC129796388	AFUN2_000377
OG0004153	LOC129785928	AFUN2_007437
OG0004154	LOC129791617	AFUN2_012314
OG0004155	LOC129791562	AFUN2_005256
OG0004156	LOC129793575	AFUN2_013820
OG0004158	LOC129793259	AFUN2_010309
OG0004159	LOC129790712	AFUN2_000907
OG0004160	LOC129788160	AFUN2_011393
OG0004161	LOC129788163	AFUN2_005492
OG0004162	LOC129792719	AFUN2_014557
OG0004163	LOC129786091	AFUN2_008304
OG0004164	LOC129795646	AFUN2_014372
OG0004165	LOC129793722	AFUN2_012784
OG0004166	LOC129786148	AFUN2_007193
OG0004167	LOC129786033	AFUN2_007233
OG0004168	LOC129790701	AFUN2_005318
OG0004169	LOC129797561	AFUN2_012606
OG0004170	LOC129790657	AFUN2_002531
OG0004171	LOC129785964	AFUN2_004940
OG0004172	LOC129786114	AFUN2_002746
OG0004173	LOC129797722	AFUN2_011493
OG0004174	LOC129787281	AFUN2_012394
OG0004175	LOC129797551	AFUN2_008469
OG0004176	LOC129797699	AFUN2_007610
OG0004177	LOC129792609	AFUN2_003688
OG0004178	LOC129787285	AFUN2_008368
OG0004179	LOC129786766	AFUN2_010579
OG0004180	LOC129788803	AFUN2_013646
OG0004181	LOC129789962	AFUN2_011722
OG0004182	LOC129788020	AFUN2_000433
OG0004183	LOC129796649	AFUN2_007972
OG0004184	LOC129787786	AFUN2_005038
OG0004185	LOC129786780	AFUN2_001267
OG0004186	LOC129794004	AFUN2_008093
OG0004187	LOC129789129	AFUN2_007070
OG0004188	LOC129796267	AFUN2_003857
OG0004189	LOC129796245	AFUN2_002885
OG0004190	LOC129795749	AFUN2_002479
OG0004191	LOC129796187	AFUN2_010383
OG0004192	LOC129796522	AFUN2_010789
OG0004193	LOC129795813	AFUN2_002743
OG0004194	LOC129794061	AFUN2_013221
OG0004195	LOC129795961	AFUN2_004859
OG0004196	LOC129794918	AFUN2_008534
OG0004197	LOC129790233	AFUN2_011177
OG0004198	LOC129788769	AFUN2_003529
OG0004199	LOC129793774	AFUN2_005990
OG0004200	LOC129788977	AFUN2_005228
OG0004201	LOC129797144	AFUN2_001863
OG0004202	LOC129790591	AFUN2_012048
OG0004203	LOC129790017	AFUN2_009449
OG0004204	LOC129797138	AFUN2_013988
OG0004205	LOC129787890	AFUN2_014782
OG0004206	LOC129788187	AFUN2_011314
OG0004207	LOC129788688	AFUN2_010649
OG0004209	LOC129792582	AFUN2_009845
OG0004210	LOC129788992	AFUN2_003552
OG0004211	LOC129792518	AFUN2_010181
OG0004212	LOC129794850	AFUN2_014279
OG0004213	LOC129792761	AFUN2_004405
OG0004214	LOC129789083	AFUN2_006102
OG0004215	LOC129789454	AFUN2_000606
OG0004216	LOC129790818	AFUN2_013399
OG0004217	LOC129788396	AFUN2_006276
OG0004218	LOC129788793	AFUN2_011872
OG0004219	LOC129797329	AFUN2_012753
OG0004220	LOC129786270	AFUN2_011756
OG0004221	LOC129786283	AFUN2_007554
OG0004222	LOC129786281	AFUN2_006797
OG0004223	LOC129786257	AFUN2_007457
OG0004224	LOC129794609	AFUN2_008288
OG0004225	LOC129793398	AFUN2_007828
OG0004226	LOC129793324	AFUN2_006805
OG0004227	LOC129790404	AFUN2_012750
OG0004228	LOC129797637	AFUN2_007751
OG0004229	LOC129787527	AFUN2_002507
OG0004230	LOC129786717	AFUN2_010336
OG0004231	LOC129786073	AFUN2_009389
OG0004232	LOC129795134	AFUN2_001933
OG0004233	LOC129788491	AFUN2_010833
OG0004234	LOC129788488	AFUN2_004322
OG0004236	LOC129789340	AFUN2_008621
OG0004237	LOC129785900	AFUN2_007726
OG0004238	LOC129797859	AFUN2_003707
OG0004239	LOC129785894	AFUN2_012018
OG0004240	LOC129792012	AFUN2_005357
OG0004241	LOC129793037	AFUN2_014536
OG0004242	LOC129794009	AFUN2_000370
OG0004243	LOC129793034	AFUN2_007535
OG0004244	LOC129796073	AFUN2_013371
OG0004245	LOC129793041	AFUN2_012865
OG0004246	LOC129793354	AFUN2_013698
OG0004247	LOC129789086	AFUN2_011832
OG0004248	LOC129794871	AFUN2_014212
OG0004249	LOC129791866	AFUN2_014540
OG0004250	LOC129791791	AFUN2_007914
OG0004251	LOC129791597	AFUN2_004414
OG0004252	LOC129792897	AFUN2_011465
OG0004253	LOC129787965	AFUN2_011403
OG0004254	LOC129796107	AFUN2_007123
OG0004255	LOC129791718	AFUN2_003930
OG0004256	LOC129791716	AFUN2_003388
OG0004257	LOC129796910	AFUN2_003698
OG0004258	LOC129790556	AFUN2_001664
OG0004259	LOC129796016	AFUN2_004265
OG0004260	LOC129795946	AFUN2_014291
OG0004261	LOC129796540	AFUN2_007378
OG0004262	LOC129795495	AFUN2_010641
OG0004263	LOC129788719	AFUN2_001455
OG0004264	LOC129789164	AFUN2_007338
OG0004265	LOC129788715	AFUN2_013478
OG0004266	LOC129788064	AFUN2_001337
OG0004267	LOC129797502	AFUN2_006622
OG0004268	LOC129788176	AFUN2_003740
OG0004269	LOC129788205	AFUN2_006894
OG0004270	LOC129785879	AFUN2_012786
OG0004271	LOC129785875	AFUN2_010626
OG0004272	LOC129791302	AFUN2_006845
OG0004273	LOC129786448	AFUN2_009670
OG0004274	LOC129787401	AFUN2_005065
OG0004275	LOC129797620	AFUN2_009940
OG0004276	LOC129788646	AFUN2_013910
OG0004277	LOC129794068	AFUN2_009760
OG0004278	LOC129789884	AFUN2_013159
OG0004279	LOC129787880	AFUN2_003415
OG0004280	LOC129787100	AFUN2_002449
OG0004281	LOC129794174	AFUN2_010945
OG0004282	LOC129788635	AFUN2_005919
OG0004283	LOC129786979	AFUN2_013806
OG0004284	LOC129786747	AFUN2_001785
OG0004285	LOC129790903	AFUN2_007575
OG0004286	LOC129795286	AFUN2_007344
OG0004287	LOC129795516	AFUN2_010909
OG0004288	LOC129790180	AFUN2_013011
OG0004289	LOC129796070	AFUN2_006885
OG0004290	LOC129797127	AFUN2_002855
OG0004291	LOC129790338	AFUN2_002410
OG0004292	LOC129791305	AFUN2_009068
OG0004293	LOC129788514	AFUN2_001085
OG0004294	LOC129790330	AFUN2_006756
OG0004295	LOC129792159	AFUN2_003571
OG0004298	LOC129786603	AFUN2_005663
OG0004299	LOC129797200	AFUN2_005306
OG0004300	LOC129797192	AFUN2_000371
OG0004301	LOC129788637	AFUN2_009180
OG0004302	LOC129797180	AFUN2_010825
OG0004303	LOC129797146	AFUN2_009019
OG0004304	LOC129797191	AFUN2_001376
OG0004305	LOC129793406	AFUN2_006251
OG0004306	LOC129797154	AFUN2_013004
OG0004307	LOC129797188	AFUN2_009265
OG0004308	LOC129797136	AFUN2_010152
OG0004309	LOC129797196	AFUN2_008182
OG0004310	LOC129797190	AFUN2_011629
OG0004311	LOC129797185	AFUN2_004264
OG0004312	LOC129791838	AFUN2_009015
OG0004313	LOC129795981	AFUN2_001802
OG0004314	LOC129795675	AFUN2_012646
OG0004315	LOC129796219	AFUN2_009635
OG0004316	LOC129797479	AFUN2_005634
OG0004317	LOC129788043	AFUN2_014258
OG0004318	LOC129796482	AFUN2_008361
OG0004319	LOC129795405	AFUN2_007644
OG0004320	LOC129790422	AFUN2_012296
OG0004321	LOC129795402	AFUN2_011447
OG0004322	LOC129794173	AFUN2_007104
OG0004324	LOC129796216	AFUN2_009651
OG0004325	LOC129796035	AFUN2_011462
OG0004326	LOC129791895	AFUN2_009767
OG0004327	LOC129796258	AFUN2_003768
OG0004328	LOC129796026	AFUN2_005420
OG0004330	LOC129787389	AFUN2_012392
OG0004331	LOC129791627	AFUN2_010225
OG0004332	LOC129792902	AFUN2_001424
OG0004333	LOC129796259	AFUN2_006599
OG0004335	LOC129788568	AFUN2_001805
OG0004336	LOC129795893	AFUN2_013025
OG0004337	LOC129795509	AFUN2_013222
OG0004338	LOC129791631	AFUN2_008076
OG0004339	LOC129796124	AFUN2_013668
OG0004341	LOC129795521	AFUN2_002279
OG0004342	LOC129791801	AFUN2_010337
OG0004343	LOC129797708	AFUN2_007130
OG0004344	LOC129785927	AFUN2_002245
OG0004345	LOC129787923	AFUN2_001245
OG0004346	LOC129797724	AFUN2_001770
OG0004347	LOC129790570	AFUN2_014541
OG0004348	LOC129795561	AFUN2_007396
OG0004349	LOC129796051	AFUN2_013462
OG0004350	LOC129794080	AFUN2_008912
OG0004351	LOC129796939	AFUN2_013100
OG0004352	LOC129789655	AFUN2_013003
OG0004353	LOC129796166	AFUN2_003342
OG0004354	LOC129790550	AFUN2_008784
OG0004355	LOC129794625	AFUN2_011560
OG0004356	LOC129796937	AFUN2_010707
OG0004357	LOC129795056	AFUN2_006128
OG0004358	LOC129790553	AFUN2_012777
OG0004359	LOC129796056	AFUN2_013773
OG0004360	LOC129795157	AFUN2_007225
OG0004361	LOC129794100	AFUN2_013343
OG0004362	LOC129792504	AFUN2_009189
OG0004363	LOC129785993	AFUN2_001041
OG0004365	LOC129793105	AFUN2_013406
OG0004366	LOC129793000	AFUN2_012838
OG0004367	LOC129793104	AFUN2_013296
OG0004368	LOC129792045	AFUN2_004871
OG0004369	LOC129790786	AFUN2_009948
OG0004371	LOC129786049	AFUN2_014778
OG0004372	LOC129787655	AFUN2_013455
OG0004373	LOC129793957	AFUN2_006218
OG0004374	LOC129786097	AFUN2_013073
OG0004375	LOC129795000	AFUN2_010086
OG0004376	LOC129795002	AFUN2_013997
OG0004377	LOC129793893	AFUN2_011797
OG0004378	LOC129797408	AFUN2_009028
OG0004379	LOC129791134	AFUN2_010919
OG0004380	LOC129786491	AFUN2_003092
OG0004381	LOC129791111	AFUN2_003668
OG0004382	LOC129797400	AFUN2_001922
OG0004383	LOC129795824	AFUN2_010841
OG0004385	LOC129797414	AFUN2_001553
OG0004386	LOC129789070	AFUN2_005796
OG0004387	LOC129792949	AFUN2_010652
OG0004388	LOC129786367	AFUN2_004168
OG0004389	LOC129789110	AFUN2_003546
OG0004390	LOC129791862	AFUN2_004692
OG0004391	LOC129793631	AFUN2_005334
OG0004392	LOC129790904	AFUN2_012410
OG0004393	LOC129788986	AFUN2_003390
OG0004394	LOC129789788	AFUN2_001748
OG0004395	LOC129792048	AFUN2_014060
OG0004396	LOC129786500	AFUN2_012690
OG0004397	LOC129792525	AFUN2_007326
OG0004398	LOC129792621	AFUN2_002616
OG0004399	LOC129791903	AFUN2_010814
OG0004400	LOC129791998	AFUN2_004247
OG0004401	LOC129792083	AFUN2_004298
OG0004402	LOC129791879	AFUN2_004323
OG0004403	LOC129792099	AFUN2_008355
OG0004404	LOC129786662	AFUN2_005335
OG0004405	LOC129787761	AFUN2_013411
OG0004406	LOC129790406	AFUN2_001624
OG0004408	LOC129786290	AFUN2_003411
OG0004409	LOC129793499	AFUN2_003461
OG0004410	LOC129795808	AFUN2_014819
OG0004412	LOC129788085	AFUN2_004086
OG0004414	LOC129788125	AFUN2_012279
OG0004415	LOC129788123	AFUN2_005991
OG0004417	LOC129790075	AFUN2_001457
OG0004418	LOC129796241	AFUN2_012694
OG0004419	LOC129789891	AFUN2_008548
OG0004420	LOC129794980	AFUN2_012525
OG0004421	LOC129796178	AFUN2_000588
OG0004422	LOC129786964	AFUN2_005923
OG0004423	LOC129797817	AFUN2_010756
OG0004424	LOC129797477	AFUN2_010302
OG0004425	LOC129797506	AFUN2_004112
OG0004426	LOC129789041	AFUN2_004933
OG0004427	LOC129786503	AFUN2_011092
OG0004428	LOC129794234	AFUN2_001002
OG0004429	LOC129795086	AFUN2_006414
OG0004430	LOC129795723	AFUN2_003009
OG0004431	LOC129795500	AFUN2_006788
OG0004432	LOC129795687	AFUN2_004464
OG0004433	LOC129795474	AFUN2_004363
OG0004434	LOC129795127	AFUN2_004245
OG0004435	LOC129790114	AFUN2_001894
OG0004436	LOC129797595	AFUN2_006088
OG0004437	LOC129795467	AFUN2_002426
OG0004438	LOC129794418	AFUN2_004307
OG0004440	LOC129787437	AFUN2_003767
OG0004441	LOC129786615	AFUN2_013659
OG0004442	LOC129789400	AFUN2_009246
OG0004443	LOC129787413	AFUN2_011593
OG0004444	LOC129786243	AFUN2_014469
OG0004445	LOC129787422	AFUN2_003697
OG0004446	LOC129787445	AFUN2_001857
OG0004447	LOC129792261	AFUN2_014015
OG0004448	LOC129787292	AFUN2_001702
OG0004449	LOC129791309	AFUN2_007479
OG0004450	LOC129794830	AFUN2_006614
OG0004451	LOC129789999	AFUN2_010858
OG0004452	LOC129792864	AFUN2_003788
OG0004453	LOC129796698	AFUN2_012311
OG0004454	LOC129795338	AFUN2_009289
OG0004455	LOC129796327	AFUN2_005394
OG0004456	LOC129787030	AFUN2_002556
OG0004458	LOC129797073	AFUN2_012123
OG0004459	LOC129788567	AFUN2_008765
OG0004460	LOC129796325	AFUN2_009242
OG0004461	LOC129795131	AFUN2_014670
OG0004462	LOC129787042	AFUN2_001300
OG0004463	LOC129795816	AFUN2_001374
OG0004464	LOC129795666	AFUN2_013968
OG0004465	LOC129796451	AFUN2_008124
OG0004466	LOC129795671	AFUN2_013566
OG0004467	LOC129796349	AFUN2_007889
OG0004468	LOC129795637	AFUN2_001766
OG0004469	LOC129787113	AFUN2_010658
OG0004470	LOC129796807	AFUN2_014079
OG0004472	LOC129785962	AFUN2_006079
OG0004473	LOC129796798	AFUN2_007949
OG0004474	LOC129797279	AFUN2_012851
OG0004475	LOC129787120	AFUN2_004851
OG0004476	LOC129789912	AFUN2_012724
OG0004477	LOC129788597	AFUN2_005916
OG0004478	LOC129790411	AFUN2_012548
OG0004479	LOC129795187	AFUN2_011542
OG0004480	LOC129788871	AFUN2_000465
OG0004481	LOC129794985	AFUN2_002865
OG0004482	LOC129795062	AFUN2_002039
OG0004483	LOC129796535	AFUN2_012493
OG0004484	LOC129794759	AFUN2_011075
OG0004485	LOC129795425	AFUN2_006056
OG0004486	LOC129795132	AFUN2_000321
OG0004487	LOC129795353	AFUN2_007700
OG0004488	LOC129796657	AFUN2_006851
OG0004489	LOC129786102	AFUN2_012497
OG0004490	LOC129796805	AFUN2_008806
OG0004492	LOC129796833	AFUN2_014293
OG0004493	LOC129785991	AFUN2_011862
OG0004494	LOC129795819	AFUN2_006875
OG0004495	LOC129786146	AFUN2_010490
OG0004496	LOC129788601	AFUN2_011058
OG0004497	LOC129793005	AFUN2_014091
OG0004498	LOC129791342	AFUN2_013749
OG0004499	LOC129788417	AFUN2_007308
OG0004500	LOC129791665	AFUN2_005637
OG0004501	LOC129790176	AFUN2_004524
OG0004502	LOC129791380	AFUN2_007084
OG0004503	LOC129791789	AFUN2_000986
OG0004504	LOC129792017, LOC129792117	AFUN2_006958
OG0004505	LOC129792076	AFUN2_008308
OG0004506	LOC129786415	AFUN2_007277
OG0004507	LOC129786516	AFUN2_003910
OG0004508	LOC129790871	AFUN2_010444
OG0004510	LOC129797500	AFUN2_004913
OG0004511	LOC129786867	AFUN2_009260
OG0004512	LOC129789334	AFUN2_004630
OG0004513	LOC129790885	AFUN2_002658
OG0004514	LOC129790881	AFUN2_013973
OG0004515	LOC129786765	AFUN2_004812
OG0004516	LOC129786755	AFUN2_003744
OG0004517	LOC129790991	AFUN2_013879
OG0004518	LOC129786761	AFUN2_004888
OG0004519	LOC129791997	AFUN2_003587
OG0004520	LOC129791985	AFUN2_003018
OG0004521	LOC129786280	AFUN2_002580
OG0004522	LOC129791386	AFUN2_007270
OG0004523	LOC129786285	AFUN2_011981
OG0004524	LOC129796848	AFUN2_000422
OG0004525	LOC129791343	AFUN2_004522
OG0004526	LOC129795069	AFUN2_000563
OG0004527	LOC129793228	AFUN2_003015
OG0004529	LOC129791050	AFUN2_009345
OG0004531	LOC129787607	AFUN2_005515
OG0004532	LOC129794103	AFUN2_008759
OG0004533	LOC129794151	AFUN2_014487
OG0004534	LOC129794717	AFUN2_003665
OG0004535	LOC129794160	AFUN2_012645
OG0004536	LOC129794123	AFUN2_013047
OG0004537	LOC129794825	AFUN2_004489
OG0004538	LOC129790123	AFUN2_007959
OG0004539	LOC129796318	AFUN2_005992
OG0004540	LOC129787672	AFUN2_008818
OG0004541	LOC129796299	AFUN2_011651
OG0004542	LOC129796315	AFUN2_001539
OG0004543	LOC129794882	AFUN2_014698
OG0004544	LOC129793040	AFUN2_010404
OG0004545	LOC129791949	AFUN2_010052
OG0004546	LOC129796980, LOC129796979	AFUN2_005733
OG0004547	LOC129794893	AFUN2_005833
OG0004548	LOC129794813	AFUN2_001320
OG0004549	LOC129796616	AFUN2_003527
OG0004550	LOC129797172	AFUN2_014302
OG0004551	LOC129792560	AFUN2_012050
OG0004552	LOC129786262	AFUN2_005501
OG0004553	LOC129785999	AFUN2_007532
OG0004554	LOC129788910	AFUN2_011219
OG0004555	LOC129788916	AFUN2_007032
OG0004556	LOC129794651	AFUN2_011867
OG0004557	LOC129788800	AFUN2_002371
OG0004558	LOC129794662	AFUN2_013407
OG0004559	LOC129793685	AFUN2_014430
OG0004560	LOC129795598	AFUN2_001994
OG0004561	LOC129797615	AFUN2_013291
OG0004562	LOC129797323	AFUN2_002331
OG0004563	LOC129797644	AFUN2_007153
OG0004564	LOC129796609	AFUN2_010942
OG0004565	LOC129797578	AFUN2_004446
OG0004566	LOC129797321	AFUN2_013637
OG0004567	LOC129797451	AFUN2_000893
OG0004568	LOC129790944	AFUN2_000631
OG0004569	LOC129797528	AFUN2_002421
OG0004570	LOC129785853	AFUN2_003663
OG0004572	LOC129796927	AFUN2_002393
OG0004574	LOC129788477	AFUN2_008452
OG0004575	LOC129796936	AFUN2_010373
OG0004576	LOC129796925	AFUN2_005451
OG0004578	LOC129785880	AFUN2_010370
OG0004579	LOC129790198	AFUN2_002517
OG0004580	LOC129792729	AFUN2_006526
OG0004581	LOC129793056	AFUN2_005873
OG0004582	LOC129792763	AFUN2_006112
OG0004583	LOC129791294	AFUN2_006331
OG0004584	LOC129792857	AFUN2_002633
OG0004585	LOC129790289	AFUN2_009146
OG0004586	LOC129793183	AFUN2_005986
OG0004587	LOC129788838	AFUN2_003950
OG0004588	LOC129791440	AFUN2_007748
OG0004589	LOC129791167	AFUN2_008188
OG0004591	LOC129786206	AFUN2_004634
OG0004592	LOC129786207	AFUN2_011239
OG0004593	LOC129788325	AFUN2_002809
OG0004594	LOC129790548	AFUN2_003681
OG0004595	LOC129795422	AFUN2_001203
OG0004596	LOC129789550	AFUN2_009733
OG0004597	LOC129788024	AFUN2_007585
OG0004598	LOC129787712	AFUN2_004834
OG0004599	LOC129787393	AFUN2_010962
OG0004600	LOC129789551	AFUN2_007950
OG0004601	LOC129791921	AFUN2_013362
OG0004602	LOC129789541	AFUN2_014217
OG0004603	LOC129796244	AFUN2_009763
OG0004604	LOC129786203	AFUN2_005321
OG0004605	LOC129796469	AFUN2_005586
OG0004606	LOC129792372	AFUN2_012019
OG0004607	LOC129792373	AFUN2_004994
OG0004608	LOC129797256	AFUN2_004412
OG0004609	LOC129789329	AFUN2_004336
OG0004610	LOC129797243	AFUN2_006927
OG0004611	LOC129797084	AFUN2_011820
OG0004612	LOC129793335	AFUN2_005472
OG0004613	LOC129795592	AFUN2_010222
OG0004614	LOC129796492	AFUN2_007167
OG0004615	LOC129796477	AFUN2_003547
OG0004616	LOC129795476	AFUN2_002177
OG0004617	LOC129796490	AFUN2_003448
OG0004618	LOC129791977	AFUN2_004079
OG0004619	LOC129791202	AFUN2_012867
OG0004620	LOC129786153	AFUN2_000803
OG0004621	LOC129795881	AFUN2_012261
OG0004622	LOC129789336	AFUN2_010265
OG0004623	LOC129789726	AFUN2_006515
OG0004624	LOC129791280	AFUN2_013142
OG0004626	LOC129789859	AFUN2_007630
OG0004627	LOC129792200	AFUN2_013712
OG0004628	LOC129789258	AFUN2_002944
OG0004629	LOC129789902	AFUN2_007490
OG0004630	LOC129789992	AFUN2_006139
OG0004631	LOC129789893	AFUN2_008166
OG0004632	LOC129787406	AFUN2_003038
OG0004633	LOC129793938	AFUN2_013689
OG0004634	LOC129791084	AFUN2_009461
OG0004635	LOC129790718	AFUN2_014182
OG0004636	LOC129791085	AFUN2_001728
OG0004637	LOC129790020	AFUN2_009732
OG0004638	LOC129786020	AFUN2_005414
OG0004639	LOC129791172	AFUN2_006780
OG0004640	LOC129794125	AFUN2_011432
OG0004641	LOC129791083	AFUN2_010585
OG0004642	LOC129792713	AFUN2_007058
OG0004643	LOC129786577	AFUN2_009161
OG0004644	LOC129794663	AFUN2_012701
