Orthogroup	LlongipalpisASM	AdirusWRAIR2
OG0004442	LOC129789400	ADIR008890
OG0004443	LOC129787413	ADIR004554
OG0004444	LOC129786243	ADIR015859
OG0004445	LOC129787422	ADIR004553
OG0004446	LOC129787445	ADIR004559
OG0004447	LOC129792261	ADIR008887
OG0004448	LOC129787292	ADIR015860
OG0004449	LOC129791309	ADIR009424
OG0004450	LOC129794830	ADIR009425
OG0004451	LOC129789999	ADIR011113
OG0004452	LOC129792864	ADIR003541
OG0004453	LOC129796698	ADIR009500
OG0004454	LOC129795338	ADIR002249
OG0004455	LOC129796327	ADIR016108
OG0004456	LOC129787030	ADIR009496
OG0004458	LOC129797073	ADIR009650
OG0004459	LOC129788567	ADIR002240
OG0004460	LOC129796325	ADIR002239
OG0004461	LOC129795131	ADIR016106
OG0004462	LOC129787042	ADIR009498
OG0004463	LOC129795816	ADIR002269
OG0004464	LOC129795666	ADIR002337
OG0004465	LOC129796451	ADIR000102
OG0004466	LOC129795671	ADIR002331
OG0004467	LOC129796349	ADIR002270
OG0004468	LOC129795637	ADIR002332
OG0004469	LOC129787113	ADIR002528
OG0004470	LOC129796807	ADIR005810
OG0004472	LOC129785962	ADIR002828
OG0004473	LOC129796798	ADIR005822
OG0004474	LOC129797279	ADIR002829
OG0004475	LOC129787120	ADIR015700
OG0004476	LOC129789912	ADIR004464
OG0004477	LOC129788597	ADIR004704, ADIR001184
OG0004478	LOC129790411	ADIR000910
OG0004479	LOC129795187	ADIR007802
OG0004480	LOC129788871	ADIR001177
OG0004481	LOC129794985	ADIR000508
OG0004482	LOC129795062	ADIR002290
OG0004483	LOC129796535	ADIR002285
OG0004484	LOC129794759	ADIR000502
OG0004485	LOC129795425	ADIR000503
OG0004486	LOC129795132	ADIR002294
OG0004487	LOC129795353	ADIR000504
OG0004488	LOC129796657	ADIR005984
OG0004489	LOC129786102	ADIR002489
OG0004490	LOC129796805	ADIR006572
OG0004492	LOC129796833	ADIR002483
OG0004493	LOC129785991	ADIR006441
OG0004494	LOC129795819	ADIR002485
OG0004495	LOC129786146	ADIR008916
OG0004496	LOC129788601	ADIR003986
OG0004497	LOC129793005	ADIR007366
OG0004498	LOC129791342	ADIR004594
OG0004499	LOC129788417	ADIR001000
OG0004500	LOC129791665	ADIR006951
OG0004501	LOC129790176	ADIR001073
OG0004502	LOC129791380	ADIR001507
OG0004503	LOC129791789	ADIR001664
OG0004504	LOC129792017, LOC129792117	ADIR010281
OG0004505	LOC129792076	ADIR010282
OG0004506	LOC129786415	ADIR010288
OG0004507	LOC129786516	ADIR010290
OG0004508	LOC129790871	ADIR010278
OG0004510	LOC129797500	ADIR010279
OG0004511	LOC129786867	ADIR001119
OG0004512	LOC129789334	ADIR001412
OG0004513	LOC129790885	ADIR007769
OG0004514	LOC129790881	ADIR014992
OG0004515	LOC129786765	ADIR006717
OG0004516	LOC129786755	ADIR001120
OG0004517	LOC129790991	ADIR001243
OG0004518	LOC129786761	ADIR009839
OG0004519	LOC129791997	ADIR007387
OG0004520	LOC129791985	ADIR008241
OG0004521	LOC129786280	ADIR002961
OG0004522	LOC129791386	ADIR010996
OG0004523	LOC129786285	ADIR002962
OG0004524	LOC129796848	ADIR010997
OG0004525	LOC129791343	ADIR010995
OG0004526	LOC129795069	ADIR003107
OG0004527	LOC129793228	ADIR008717
OG0004529	LOC129791050	ADIR010993
OG0004531	LOC129787607	ADIR011371
OG0004532	LOC129794103	ADIR015505
OG0004533	LOC129794151	ADIR011360
OG0004535	LOC129794160	ADIR015506
OG0004536	LOC129794123	ADIR015977
OG0004537	LOC129794825	ADIR005710
OG0004538	LOC129790123	ADIR005708
OG0004539	LOC129796318	ADIR005697
OG0004540	LOC129787672	ADIR005711
OG0004541	LOC129796299	ADIR000448
OG0004542	LOC129796315	ADIR005698
OG0004543	LOC129794882	ADIR003017
OG0004544	LOC129793040	ADIR003222
OG0004545	LOC129791949	ADIR010077
OG0004546	LOC129796980, LOC129796979	ADIR003315
OG0004547	LOC129794893	ADIR010075
OG0004548	LOC129794813	ADIR010076
OG0004549	LOC129796616	ADIR003232
OG0004550	LOC129797172	ADIR010070
OG0004551	LOC129792560	ADIR003018
OG0004552	LOC129786262	ADIR003326
OG0004553	LOC129785999	ADIR005483
OG0004554	LOC129788910	ADIR006598
OG0004555	LOC129788916	ADIR006603
OG0004556	LOC129794651	ADIR000374
OG0004557	LOC129788800	ADIR001365
OG0004558	LOC129794662	ADIR000375
OG0004559	LOC129793685	ADIR001364
OG0004560	LOC129795598	ADIR001767
OG0004561	LOC129797615	ADIR008627
OG0004562	LOC129797323	ADIR001759
OG0004563	LOC129797644	ADIR001775
OG0004564	LOC129796609	ADIR001770
OG0004565	LOC129797578	ADIR001774
OG0004566	LOC129797321	ADIR001760
OG0004567	LOC129797451	ADIR001772
OG0004568	LOC129790944	ADIR001765
OG0004569	LOC129797528	ADIR001682
OG0004570	LOC129785853	ADIR006444
OG0004572	LOC129796927	ADIR006447
OG0004574	LOC129788477	ADIR005944
OG0004575	LOC129796936	ADIR010569
OG0004576	LOC129796925	ADIR006446
OG0004578	LOC129785880	ADIR006445
OG0004579	LOC129790198	ADIR006071
OG0004580	LOC129792729	ADIR006078
OG0004581	LOC129793056	ADIR006079
OG0004582	LOC129792763	ADIR006074
OG0004583	LOC129791294	ADIR006072
OG0004584	LOC129792857	ADIR006077
OG0004585	LOC129790289	ADIR006068
OG0004586	LOC129793183	ADIR004843
OG0004587	LOC129788838	ADIR006821
OG0004588	LOC129791440	ADIR006822
OG0004589	LOC129791167	ADIR006826
OG0004591	LOC129786206	ADIR004844
OG0004592	LOC129786207	ADIR004845
OG0004593	LOC129788325	ADIR006823
OG0004594	LOC129790548	ADIR006277
OG0004595	LOC129795422	ADIR002850
OG0004596	LOC129789550	ADIR002853
OG0004597	LOC129788024	ADIR002855
OG0004598	LOC129787712	ADIR002849
OG0004599	LOC129787393	ADIR002858
OG0004600	LOC129789551	ADIR002860
OG0004601	LOC129791921	ADIR002410
OG0004602	LOC129789541	ADIR002852
OG0004603	LOC129796244	ADIR002857
OG0004604	LOC129786203	ADIR002847
OG0004605	LOC129796469	ADIR007607
OG0004606	LOC129792372	ADIR007623
OG0004607	LOC129792373	ADIR007616
OG0004608	LOC129797256	ADIR002618
OG0004609	LOC129789329	ADIR010641
OG0004610	LOC129797243	ADIR002971
OG0004611	LOC129797084	ADIR008296
OG0004612	LOC129793335	ADIR003707
OG0004613	LOC129795592	ADIR011593
OG0004614	LOC129796492	ADIR000319
OG0004615	LOC129796477	ADIR005748
OG0004616	LOC129795476	ADIR011594
OG0004617	LOC129796490	ADIR005751
OG0004618	LOC129791977	ADIR007467
OG0004619	LOC129791202	ADIR001574
OG0004620	LOC129786153	ADIR002844
OG0004621	LOC129795881	ADIR003110
OG0004622	LOC129789336	ADIR002846
OG0004623	LOC129789726	ADIR000655
OG0004624	LOC129791280	ADIR004681
OG0004626	LOC129789859	ADIR004687
OG0004627	LOC129792200	ADIR010863
OG0004628	LOC129789258	ADIR000654
OG0004629	LOC129789902	ADIR004684
OG0004630	LOC129789992	ADIR010858
OG0004631	LOC129789893	ADIR004688
OG0004632	LOC129787406	ADIR010930
OG0004633	LOC129793938	ADIR010859
OG0004634	LOC129791084	ADIR011104
OG0004635	LOC129790718	ADIR011096
OG0004636	LOC129791085	ADIR011103
OG0004637	LOC129790020	ADIR005177
OG0004638	LOC129786020	ADIR004765
OG0004639	LOC129791172	ADIR009279
OG0004640	LOC129794125	ADIR004899
OG0004641	LOC129791083	ADIR011106
OG0004642	LOC129792713	ADIR008853
OG0004643	LOC129786577	ADIR001904
OG0004644	LOC129794663	ADIR000363
OG0004646	LOC129791542	ADIR006862
OG0004647	LOC129794102	ADIR003697
OG0004648	LOC129791541	ADIR014587
OG0004649	LOC129792018	ADIR006864
OG0004650	LOC129791460	ADIR003698
OG0004651	LOC129793012	ADIR003600
OG0004652	LOC129793011	ADIR003598
OG0004653	LOC129792171	ADIR008563
OG0004654	LOC129792170	ADIR008562
OG0004655	LOC129791540	ADIR006860
OG0004656	LOC129793055	ADIR007381
OG0004659	LOC129786511	ADIR004426
OG0004660	LOC129790188	ADIR004429
OG0004661	LOC129797822	ADIR003279
OG0004662	LOC129793114	ADIR004274
OG0004663	LOC129793109	ADIR004279
OG0004664	LOC129793110	ADIR004278
OG0004665	LOC129791614	ADIR006925
OG0004667	LOC129791995	ADIR004283
OG0004668	LOC129791583	ADIR006923
OG0004669	LOC129790835	ADIR009324
OG0004670	LOC129791828	ADIR004020
OG0004671	LOC129789008	ADIR009330
OG0004672	LOC129794976	ADIR005686
OG0004674	LOC129792350	ADIR009405
OG0004675	LOC129793157	ADIR010849
OG0004676	LOC129791423	ADIR010904
OG0004677	LOC129791331	ADIR010847
OG0004678	LOC129790664	ADIR006335
OG0004679	LOC129792369	ADIR009404
OG0004680	LOC129788810	ADIR009427
OG0004681	LOC129793223	ADIR010848
OG0004682	LOC129790732, LOC129794647	ADIR006332
OG0004683	LOC129793985	ADIR010851
OG0004684	LOC129791417	ADIR010903
OG0004685	LOC129788808	ADIR010843
OG0004686	LOC129791434	ADIR005003
OG0004687	LOC129793213	ADIR009358
OG0004688	LOC129790131	ADIR006148
OG0004689	LOC129789105	ADIR005983
OG0004690	LOC129788188	ADIR011160
OG0004691	LOC129790474	ADIR011328
OG0004692	LOC129788189	ADIR000589
OG0004693	LOC129787311	ADIR011159
OG0004694	LOC129788695	ADIR005928
OG0004695	LOC129791892	ADIR000590
OG0004696	LOC129788650	ADIR005985
OG0004697	LOC129796612	ADIR009769
OG0004698	LOC129790130	ADIR006146
OG0004699	LOC129794095	ADIR006150, ADIR011454
OG0004700	LOC129787815	ADIR002989
OG0004701	LOC129786498	ADIR009086
OG0004702	LOC129794975	ADIR009092
OG0004703	LOC129787832	ADIR002984
OG0004704	LOC129786746	ADIR009093
OG0004705	LOC129792071	ADIR004504
OG0004706	LOC129790276	ADIR009099
OG0004707	LOC129788190	ADIR004505
OG0004708	LOC129786667	ADIR009098
OG0004709	LOC129787774	ADIR006422
OG0004710	LOC129796324	ADIR006421
OG0004711	LOC129792493	ADIR003756
OG0004712	LOC129788354	ADIR003652
OG0004713	LOC129794795	ADIR009762
OG0004714	LOC129796500	ADIR005769
OG0004715	LOC129796591	ADIR002130
OG0004716	LOC129795042	ADIR009765
OG0004717	LOC129794978	ADIR009760
OG0004718	LOC129795106	ADIR009764
OG0004719	LOC129792500	ADIR003757
OG0004720	LOC129797266	ADIR006705
OG0004721	LOC129786015	ADIR006702
OG0004722	LOC129790585	ADIR004945
OG0004723	LOC129793692	ADIR007130
OG0004724	LOC129793476	ADIR007134
OG0004725	LOC129788168	ADIR007765
OG0004726	LOC129793472	ADIR007135
OG0004727	LOC129789909	ADIR007773
OG0004728	LOC129792141	ADIR007768
OG0004729	LOC129793650	ADIR007772
OG0004730	LOC129792663	ADIR007775
OG0004731	LOC129792245	ADIR007780
OG0004732	LOC129792238	ADIR007142
OG0004733	LOC129794194	ADIR007145
OG0004734	LOC129793264	ADIR007132
OG0004735	LOC129797499	ADIR015673
OG0004736	LOC129797509	ADIR006542
OG0004737	LOC129797738	ADIR015895
OG0004738	LOC129793454	ADIR008376
OG0004739	LOC129797603	ADIR006544
OG0004740	LOC129797723	ADIR006537
OG0004741	LOC129797511	ADIR006543
OG0004742	LOC129793470	ADIR015894
OG0004743	LOC129797692	ADIR015896
OG0004745	LOC129789525	ADIR005198
OG0004746	LOC129793386	ADIR008752
OG0004747	LOC129788733	ADIR001010
OG0004748	LOC129793373	ADIR008747
OG0004749	LOC129790184	ADIR001279
OG0004750	LOC129788559	ADIR005332
OG0004751	LOC129788381	ADIR009290
OG0004752	LOC129793619	ADIR000202
OG0004753	LOC129791080	ADIR009177
OG0004754	LOC129797482	ADIR001872
OG0004755	LOC129796063	ADIR000400
OG0004756	LOC129790010	ADIR009433
OG0004757	LOC129794134	ADIR006986
OG0004758	LOC129794192	ADIR006987
OG0004759	LOC129794191	ADIR006992
OG0004760	LOC129786738	ADIR006994
OG0004761	LOC129790003	ADIR009428
OG0004762	LOC129789855	ADIR006795
OG0004763	LOC129790008	ADIR009434
OG0004764	LOC129791014	ADIR008531
OG0004765	LOC129795203, LOC129795323	ADIR010718
OG0004766	LOC129788461	ADIR004996
OG0004767	LOC129795306	ADIR010715
OG0004768	LOC129790852	ADIR008527
OG0004769	LOC129789896	ADIR011492
OG0004770	LOC129789574	ADIR006462
OG0004771	LOC129793152	ADIR011497
OG0004772	LOC129786559	ADIR011500
OG0004773	LOC129789837	ADIR011490
OG0004774	LOC129786999	ADIR005385
OG0004775	LOC129797096	ADIR003388
OG0004777	LOC129787757	ADIR005389
OG0004778	LOC129788129	ADIR002914
OG0004779	LOC129786216	ADIR008896
OG0004780	LOC129793721	ADIR005426
OG0004781	LOC129787953	ADIR002912
OG0004782	LOC129797857	ADIR005383
OG0004783	LOC129788965	ADIR001324
OG0004785	LOC129790685	ADIR001222
OG0004786	LOC129790661	ADIR001224
OG0004787	LOC129791057	ADIR004836
OG0004788	LOC129792406	ADIR000760
OG0004789	LOC129797798	ADIR004013
OG0004790	LOC129789304	ADIR004016
OG0004791	LOC129789260	ADIR004833
OG0004792	LOC129791537	ADIR004834
OG0004793	LOC129797470	ADIR004012
OG0004794	LOC129791058	ADIR004837
OG0004795	LOC129795122	ADIR000011
OG0004796	LOC129795120	ADIR000009
OG0004797	LOC129795194	ADIR002159
OG0004798	LOC129795121	ADIR000010
OG0004799	LOC129786573	ADIR011546
OG0004800	LOC129791953	ADIR009476
OG0004801	LOC129796130	ADIR002160
OG0004802	LOC129796699	ADIR002155
OG0004803	LOC129795905	ADIR002154
OG0004804	LOC129786279	ADIR010107
OG0004805	LOC129797301	ADIR016107
OG0004806	LOC129787169	ADIR009671
OG0004807	LOC129790301	ADIR008997
OG0004808	LOC129790369	ADIR009000
OG0004809	LOC129787165	ADIR009027
OG0004810	LOC129792941	ADIR005209
OG0004811	LOC129792623	ADIR001296
OG0004812	LOC129788671	ADIR001211
OG0004814	LOC129789392	ADIR011291
OG0004815	LOC129797492	ADIR006529
OG0004816	LOC129796599	ADIR009565
OG0004817	LOC129795627	ADIR003072
OG0004818	LOC129796592	ADIR009564
OG0004819	LOC129796036	ADIR009572
OG0004820	LOC129795410	ADIR009566
OG0004821	LOC129787432	ADIR000430
OG0004823	LOC129794637	ADIR008957
OG0004825	LOC129796996	ADIR009979
OG0004826	LOC129796374	ADIR010022
OG0004827	LOC129796886	ADIR010023
OG0004828	LOC129790538	ADIR001097
OG0004829	LOC129790630	ADIR002861
OG0004830	LOC129788969	ADIR003208
OG0004831	LOC129788669	ADIR009264
OG0004832	LOC129793727	ADIR011185
OG0004833	LOC129789731	ADIR000575
OG0004834	LOC129789665	ADIR011183
OG0004835	LOC129789678	ADIR000578
OG0004836	LOC129789707	ADIR000576
OG0004837	LOC129790313	ADIR000579
OG0004838	LOC129790605	ADIR011188
OG0004839	LOC129789770	ADIR011184
OG0004840	LOC129793954	ADIR004265
OG0004841	LOC129793419	ADIR010294
OG0004842	LOC129787558	ADIR010299
OG0004843	LOC129792215	ADIR010295
OG0004844	LOC129788864	ADIR011296
OG0004845	LOC129791131	ADIR011284
OG0004846	LOC129792311	ADIR010296
OG0004847	LOC129797446	ADIR010298
OG0004848	LOC129797749	ADIR010297
OG0004849	LOC129794935	ADIR003473
OG0004850	LOC129796077	ADIR003106
OG0004851	LOC129791404	ADIR001778
OG0004852	LOC129788943	ADIR001082
OG0004853	LOC129790193	ADIR010919
OG0004854	LOC129789901	ADIR010915
OG0004855	LOC129790290	ADIR010920
OG0004856	LOC129790287	ADIR010918
OG0004857	LOC129788952	ADIR010921
OG0004858	LOC129792206	ADIR009691
OG0004859	LOC129789870	ADIR005111
OG0004860	LOC129794025	ADIR010923
OG0004861	LOC129788144	ADIR010917
OG0004862	LOC129789824	ADIR010908
OG0004863	LOC129789874	ADIR010913
OG0004864	LOC129787609	ADIR010300
OG0004865	LOC129787559	ADIR010305
OG0004866	LOC129787594	ADIR010302
OG0004867	LOC129787636	ADIR010301
OG0004868	LOC129797137	ADIR004585
OG0004869	LOC129786985	ADIR001106
OG0004870	LOC129786423	ADIR006653
OG0004871	LOC129797730	ADIR006592
OG0004872	LOC129797494	ADIR006594
OG0004873	LOC129786834	ADIR003444
OG0004874	LOC129786416	ADIR006652
OG0004875	LOC129786480	ADIR003443
OG0004876	LOC129789075	ADIR016081
OG0004877	LOC129789055	ADIR003959
OG0004878	LOC129789313	ADIR005206
OG0004879	LOC129789453	ADIR008814
OG0004880	LOC129789438	ADIR005207
OG0004881	LOC129789044	ADIR003958
OG0004882	LOC129789314	ADIR000847
OG0004883	LOC129786686	ADIR001517
OG0004884	LOC129791196	ADIR000979
OG0004885	LOC129787496	ADIR005264
OG0004886	LOC129797375	ADIR011708
OG0004887	LOC129787554	ADIR005232
OG0004888	LOC129795647	ADIR002059
OG0004889	LOC129797422	ADIR005266
OG0004890	LOC129795409	ADIR000226
OG0004891	LOC129793646	ADIR006979
OG0004892	LOC129787516	ADIR007186
OG0004893	LOC129793639	ADIR006975
OG0004895	LOC129795371	ADIR003527
OG0004896	LOC129795751	ADIR003536
OG0004897	LOC129794114	ADIR003534
OG0004898	LOC129796347	ADIR003532
OG0004899	LOC129786916	ADIR005508
OG0004900	LOC129793255	ADIR003537
OG0004901	LOC129790918	ADIR010656
OG0004903	LOC129786435	ADIR002502
OG0004905	LOC129793222	ADIR008475
OG0004906	LOC129795475	ADIR002825
OG0004907	LOC129793231	ADIR008476
OG0004908	LOC129786388	ADIR008377
OG0004909	LOC129786378	ADIR008378
OG0004910	LOC129797358	ADIR003433
OG0004911	LOC129787956	ADIR003429
OG0004912	LOC129787995	ADIR003432
OG0004913	LOC129795591	ADIR000300
OG0004914	LOC129792001	ADIR011261
OG0004915	LOC129792990	ADIR007398
OG0004916	LOC129792958	ADIR007395
OG0004917	LOC129792974	ADIR007399
OG0004918	LOC129793516	ADIR007389
OG0004919	LOC129790459	ADIR005999
OG0004920	LOC129792931	ADIR006002
OG0004921	LOC129796866	ADIR005990
OG0004922	LOC129796239	ADIR006001
OG0004923	LOC129790654	ADIR005997
OG0004924	LOC129796399	ADIR001843
OG0004925	LOC129786642	ADIR010727
OG0004926	LOC129796226	ADIR009194
OG0004928	LOC129787645	ADIR000247
OG0004929	LOC129786392	ADIR005303
OG0004930	LOC129788501	ADIR005309
OG0004931	LOC129790057	ADIR005302
OG0004932	LOC129788201	ADIR005306
OG0004933	LOC129789229	ADIR016145
OG0004934	LOC129791939	ADIR005308
OG0004935	LOC129788202	ADIR005305
OG0004936	LOC129786661	ADIR003396
OG0004937	LOC129789209	ADIR003480
OG0004938	LOC129786286	ADIR003398
OG0004939	LOC129796509	ADIR002887
OG0004940	LOC129785842	ADIR003395
OG0004941	LOC129790579	ADIR003479
OG0004942	LOC129786745	ADIR003300
OG0004943	LOC129787050	ADIR006587
OG0004944	LOC129791399	ADIR006648
OG0004945	LOC129796227	ADIR002109
OG0004946	LOC129796205	ADIR002108
OG0004948	LOC129793412	ADIR002111
OG0004949	LOC129789125	ADIR000160
OG0004950	LOC129793513	ADIR005526
OG0004951	LOC129796247	ADIR000159
OG0004952	LOC129795181	ADIR002944
OG0004953	LOC129787290	ADIR002947
OG0004954	LOC129785860	ADIR010113
OG0004956	LOC129796944	ADIR003152
OG0004957	LOC129797507	ADIR003150
OG0004958	LOC129797120	ADIR010318
OG0004959	LOC129787664	ADIR008482
OG0004960	LOC129797404	ADIR008483
OG0004961	LOC129796968	ADIR002481
OG0004962	LOC129787099	ADIR003147
OG0004963	LOC129786041	ADIR003153
OG0004964	LOC129797173	ADIR010388
OG0004965	LOC129789733	ADIR002928
OG0004966	LOC129789674	ADIR005600
OG0004967	LOC129787927	ADIR001824
OG0004968	LOC129793568	ADIR003029
OG0004969	LOC129795964	ADIR010399
OG0004971	LOC129793004	ADIR002549
OG0004972	LOC129787187	ADIR006622
OG0004973	LOC129791605	ADIR008146
OG0004974	LOC129794133	ADIR007231
OG0004975	LOC129791412	ADIR010662
OG0004976	LOC129787320	ADIR005323
OG0004977	LOC129791609	ADIR006841
OG0004978	LOC129787957	ADIR002461
OG0004979	LOC129786316	ADIR002462
OG0004980	LOC129797837	ADIR009816
OG0004981	LOC129791765	ADIR004355
OG0004982	LOC129792684	ADIR004356
OG0004983	LOC129794017	ADIR009812
OG0004985	LOC129792691	ADIR009818
OG0004986	LOC129793990	ADIR009811
OG0004987	LOC129789422	ADIR011269
OG0004988	LOC129789431	ADIR011267
OG0004989	LOC129789398	ADIR011270
OG0004990	LOC129789412	ADIR011266
OG0004991	LOC129787560	ADIR015740
OG0004992	LOC129797757	ADIR001545
OG0004993	LOC129795718	ADIR002737
OG0004994	LOC129787551	ADIR001547
OG0004995	LOC129795899	ADIR002072
OG0004996	LOC129787503	ADIR002024
OG0004997	LOC129792028	ADIR002025
OG0004998	LOC129792110	ADIR002013
OG0004999	LOC129795704	ADIR002007
OG0005000	LOC129795618	ADIR002001
OG0005001	LOC129794410	ADIR001998
OG0005002	LOC129791911	ADIR016056
OG0005003	LOC129787449	ADIR001071
OG0005004	LOC129792487	ADIR016055
OG0005005	LOC129787442	ADIR001070
OG0005006	LOC129787455	ADIR004126
OG0005007	LOC129790234	ADIR011209
OG0005008	LOC129791384	ADIR000611
OG0005009	LOC129791357	ADIR011208
OG0005010	LOC129791345	ADIR011425
OG0005011	LOC129790162	ADIR011427
OG0005012	LOC129790282	ADIR011426
OG0005013	LOC129790229	ADIR011431
OG0005014	LOC129788659	ADIR000607
OG0005015	LOC129789007	ADIR011197
OG0005016	LOC129788931	ADIR011199
OG0005017	LOC129788870	ADIR011201
OG0005018	LOC129794096	ADIR004787
OG0005020	LOC129789128	ADIR006374
OG0005021	LOC129791730	ADIR011195
OG0005022	LOC129789601	ADIR006373
OG0005023	LOC129788966	ADIR011417
OG0005024	LOC129789149	ADIR015619
OG0005025	LOC129796814	ADIR005644
OG0005026	LOC129793779	ADIR005646
OG0005027	LOC129793839	ADIR005648
OG0005028	LOC129797605	ADIR005649
OG0005029	LOC129790980	ADIR004036
OG0005030	LOC129789691	ADIR004034
OG0005032	LOC129796779	ADIR010064
OG0005033	LOC129786587	ADIR010053
OG0005034	LOC129797187	ADIR010065
OG0005035	LOC129787324	ADIR010060
OG0005036	LOC129789124	ADIR006041
OG0005037	LOC129792160	ADIR006038
OG0005038	LOC129790410	ADIR016099
OG0005039	LOC129791071	ADIR006028
OG0005040	LOC129789019	ADIR006033
OG0005041	LOC129790748	ADIR006036
OG0005042	LOC129788355	ADIR006039
OG0005043	LOC129790124	ADIR005900
OG0005044	LOC129792301	ADIR008121
OG0005045	LOC129792789	ADIR008133
OG0005047	LOC129797041	ADIR008803
OG0005048	LOC129792752	ADIR008808
OG0005049	LOC129792594	ADIR008838
OG0005050	LOC129792696	ADIR008807
OG0005051	LOC129797693	ADIR016148
OG0005052	LOC129792699	ADIR008805
OG0005053	LOC129791768	ADIR008132
OG0005054	LOC129786683	ADIR008118
OG0005055	LOC129797008	ADIR005826
OG0005056	LOC129797340	ADIR005831
OG0005057	LOC129786413	ADIR007981
OG0005058	LOC129797047	ADIR005827
OG0005059	LOC129797251	ADIR005342
OG0005060	LOC129789796	ADIR005347
OG0005061	LOC129790293	ADIR007062
OG0005062	LOC129790475	ADIR011326
OG0005063	LOC129788951	ADIR005980
OG0005064	LOC129790058	ADIR005942
OG0005065	LOC129790582	ADIR007088, ADIR006688
OG0005066	LOC129796523	ADIR002142
OG0005067	LOC129792402	ADIR002066
OG0005068	LOC129792409	ADIR002067
OG0005069	LOC129790280	ADIR009379
OG0005070	LOC129786601	ADIR009305
OG0005071	LOC129791442	ADIR009381
OG0005072	LOC129786172	ADIR009306
OG0005073	LOC129797352	ADIR010004
OG0005074	LOC129796006	ADIR009380
OG0005075	LOC129786425	ADIR010009
OG0005077	LOC129788425	ADIR004797
OG0005078	LOC129788430	ADIR000703
OG0005079	LOC129791160	ADIR000694
OG0005080	LOC129795793	ADIR000700
OG0005081	LOC129795796	ADIR000699
OG0005082	LOC129790844	ADIR000704
OG0005083	LOC129788462	ADIR004780
OG0005084	LOC129788468	ADIR004796
OG0005085	LOC129787667	ADIR001967
OG0005086	LOC129787675	ADIR001968
OG0005088	LOC129787234	ADIR005840
OG0005089	LOC129787060	ADIR002865
OG0005090	LOC129790727	ADIR008538
OG0005091	LOC129788705	ADIR005839
OG0005092	LOC129786986	ADIR006713
OG0005093	LOC129791840	ADIR007728
OG0005094	LOC129792825	ADIR004164
OG0005095	LOC129797410	ADIR004169
OG0005096	LOC129787695	ADIR004168
OG0005097	LOC129794959	ADIR008819
OG0005098	LOC129791905	ADIR008818
OG0005099	LOC129794462	ADIR004155
OG0005100	LOC129796811	ADIR008820
OG0005101	LOC129788068	ADIR006651
OG0005102	LOC129794650	ADIR007967
OG0005103	LOC129792981	ADIR004163
OG0005104	LOC129794460	ADIR005737
OG0005105	LOC129796685	ADIR009645
OG0005106	LOC129796661	ADIR009637
OG0005107	LOC129795689	ADIR005736
OG0005108	LOC129796099	ADIR003365
OG0005109	LOC129786110	ADIR003303
OG0005110	LOC129786152	ADIR003304
OG0005111	LOC129796585	ADIR003364
OG0005112	LOC129796024	ADIR000453
OG0005113	LOC129792251	ADIR002779
OG0005114	LOC129795840	ADIR000454
OG0005115	LOC129795868	ADIR000452
OG0005116	LOC129795430	ADIR000451
OG0005117	LOC129787178	ADIR008994
OG0005118	LOC129790449	ADIR000813
OG0005119	LOC129790861	ADIR000928
OG0005120	LOC129790450	ADIR014073
OG0005121	LOC129792440	ADIR015961
OG0005122	LOC129797471	ADIR010345
OG0005123	LOC129792450	ADIR010330
OG0005124	LOC129797449	ADIR010347
OG0005125	LOC129797697	ADIR010350
OG0005126	LOC129797718	ADIR010349
OG0005127	LOC129797711	ADIR010346
OG0005128	LOC129788887	ADIR000274
OG0005129	LOC129786136	ADIR002229
OG0005130	LOC129795579	ADIR000272
OG0005131	LOC129794599	ADIR000466
OG0005132	LOC129794128	ADIR007115
OG0005133	LOC129794001	ADIR007116
OG0005134	LOC129792249	ADIR007121
OG0005135	LOC129794010	ADIR007118
OG0005136	LOC129793695	ADIR007124
OG0005137	LOC129793150	ADIR007122
OG0005138	LOC129792250	ADIR007120
OG0005139	LOC129793486	ADIR007125
OG0005140	LOC129788398	ADIR004050
OG0005141	LOC129788456	ADIR004049
OG0005142	LOC129788690	ADIR005960
OG0005143	LOC129787604	ADIR009930
OG0005144	LOC129797684	ADIR010326
OG0005145	LOC129797278	ADIR009933
OG0005146	LOC129794906	ADIR000120
OG0005147	LOC129794758	ADIR000122
OG0005148	LOC129791022	ADIR001125
OG0005149	LOC129787828	ADIR002980
OG0005150	LOC129787330	ADIR008329
OG0005151	LOC129789561	ADIR006467
OG0005152	LOC129793934	ADIR011703
OG0005153	LOC129788512	ADIR006154
OG0005155	LOC129789349	ADIR006153
OG0005156	LOC129790043	ADIR006183
OG0005157	LOC129788490	ADIR005923
OG0005158	LOC129790812	ADIR006168
OG0005159	LOC129786694	ADIR006846
OG0005161	LOC129788911	ADIR005498
OG0005162	LOC129786704	ADIR006844
OG0005164	LOC129786689	ADIR006845
OG0005165	LOC129795562	ADIR005501
OG0005166	LOC129787534	ADIR006848
OG0005167	LOC129792237	ADIR000922
OG0005168	LOC129786942	ADIR000925
OG0005169	LOC129795277	ADIR000531
OG0005170	LOC129790166	ADIR000228
OG0005171	LOC129795385	ADIR000227
OG0005172	LOC129796437	ADIR001830
OG0005173	LOC129795614	ADIR000385
OG0005174	LOC129796475	ADIR000554
OG0005175	LOC129786880, LOC129795716	ADIR009683
