Orthogroup	LlongipalpisASM	AgambiaePEST
OG0003895	LOC129790996	AGAP009037
OG0003896	LOC129796653	AGAP008830
OG0003897	LOC129788534	AGAP008305
OG0003898	LOC129788529	AGAP009929
OG0003899	LOC129788543	AGAP008311
OG0003900	LOC129788533	AGAP008304
OG0003901	LOC129788530	AGAP010168
OG0003902	LOC129788526	AGAP009035
OG0003903	LOC129790453	AGAP028560
OG0003904	LOC129793226	AGAP008883
OG0003905	LOC129794991	AGAP011570
OG0003906	LOC129796270	AGAP011571
OG0003907	LOC129796034	AGAP011551
OG0003908	LOC129796008	AGAP011572
OG0003910	LOC129793089	AGAP007600
OG0003911	LOC129793404	AGAP007613
OG0003912	LOC129791882	AGAP007606
OG0003913	LOC129792257	AGAP007611
OG0003914	LOC129795941	AGAP007615
OG0003915	LOC129794321	AGAP007601
OG0003916	LOC129791810	AGAP002874
OG0003917	LOC129791745	AGAP007592
OG0003918	LOC129794255	AGAP007605
OG0003919	LOC129791798	AGAP007616
OG0003920	LOC129792846	AGAP007619
OG0003921	LOC129787913	AGAP005534
OG0003922	LOC129790684	AGAP000614
OG0003923	LOC129793525	AGAP005075
OG0003924	LOC129788629	AGAP000308
OG0003925	LOC129793492	AGAP007817
OG0003926	LOC129792341	AGAP007822
OG0003927	LOC129790561	AGAP007737
OG0003928	LOC129795957	AGAP008730
OG0003929	LOC129789557	AGAP007731
OG0003930	LOC129792340	AGAP007824
OG0003931	LOC129790739	AGAP007813
OG0003932	LOC129797433	AGAP007826
OG0003933	LOC129790551	AGAP007732
OG0003934	LOC129790562	AGAP007738
OG0003935	LOC129792884	AGAP006954
OG0003936	LOC129792452	AGAP005316
OG0003937	LOC129794937	AGAP008234
OG0003938	LOC129788964	AGAP029572
OG0003939	LOC129793943	AGAP008249
OG0003940	LOC129787386	AGAP008236
OG0003941	LOC129789916	AGAP008237
OG0003942	LOC129791552	AGAP008252
OG0003943	LOC129794897	AGAP008233
OG0003944	LOC129793995	AGAP006018
OG0003945	LOC129793994	AGAP006017
OG0003946	LOC129794006	AGAP006021
OG0003947	LOC129793215	AGAP005058
OG0003948	LOC129793614	AGAP005777
OG0003949	LOC129793982	AGAP005048
OG0003950	LOC129793239	AGAP005061
OG0003952	LOC129792223	AGAP007062
OG0003953	LOC129792585	AGAP005053
OG0003955	LOC129793300	AGAP007058
OG0003956	LOC129793199	AGAP007063
OG0003957	LOC129793983	AGAP005052
OG0003958	LOC129789766	AGAP008707
OG0003959	LOC129790793	AGAP008382
OG0003960	LOC129790025	AGAP008708
OG0003961	LOC129788768	AGAP008385
OG0003962	LOC129790335	AGAP008392
OG0003964	LOC129790445	AGAP008400
OG0003965	LOC129790606	AGAP008390
OG0003966	LOC129788806	AGAP009016
OG0003967	LOC129789611	AGAP008712
OG0003968	LOC129789607	AGAP008384
OG0003969	LOC129790258	AGAP008391
OG0003970	LOC129790333	AGAP008388
OG0003971	LOC129791335	AGAP008381
OG0003972	LOC129788845	AGAP008393
OG0003973	LOC129790217	AGAP008387
OG0003974	LOC129787204	AGAP008000
OG0003975	LOC129788446	AGAP010211
OG0003976	LOC129790693	AGAP007777
OG0003977	LOC129787191	AGAP007998
OG0003978	LOC129791324	AGAP011358
OG0003979	LOC129791327	AGAP007992
OG0003980	LOC129791346	AGAP007987
OG0003981	LOC129791359	AGAP028135
OG0003982	LOC129790913	AGAP028017
OG0003983	LOC129791117	AGAP009141
OG0003984	LOC129788644	AGAP008988
OG0003985	LOC129788963	AGAP009150
OG0003986	LOC129788643	AGAP008987
OG0003987	LOC129788649	AGAP008989
OG0003988	LOC129789099	AGAP009154
OG0003989	LOC129788953	AGAP008794
OG0003990	LOC129789163	AGAP009152
OG0003991	LOC129789073	AGAP009147
OG0003992	LOC129788930	AGAP009143
OG0003993	LOC129788948	AGAP009158
OG0003994	LOC129792853	AGAP005365
OG0003995	LOC129791591	AGAP005352
OG0003996	LOC129791555	AGAP007180
OG0003997	LOC129793909	AGAP005121
OG0003998	LOC129792810	AGAP006952
OG0003999	LOC129791628	AGAP007173
OG0004000	LOC129792852	AGAP006244
OG0004001	LOC129795953	AGAP011530
OG0004002	LOC129791546, LOC129792641	AGAP007175
OG0004004	LOC129792756	AGAP007176
OG0004005	LOC129790717	AGAP008034
OG0004006	LOC129788561	AGAP013760
OG0004007	LOC129797290	AGAP008073
OG0004008	LOC129790244	AGAP008037
OG0004010	LOC129795651	AGAP008055
OG0004011	LOC129793137	AGAP008017
OG0004013	LOC129789860	AGAP008053
OG0004014	LOC129794928	AGAP008049
OG0004015	LOC129791936	AGAP008033
OG0004016	LOC129794062	AGAP008072
OG0004017	LOC129789608	AGAP008718
OG0004018	LOC129791373	AGAP008082
OG0004019	LOC129791069	AGAP008085
OG0004020	LOC129789560	AGAP028061
OG0004021	LOC129788757	AGAP000734
OG0004022	LOC129791344	AGAP008083
OG0004023	LOC129793890	AGAP000733
OG0004024	LOC129788786	AGAP000736
OG0004025	LOC129789659	AGAP008716
OG0004026	LOC129793806	AGAP003146
OG0004027	LOC129787189	AGAP003853
OG0004029	LOC129797314	AGAP002816
OG0004030	LOC129797031	AGAP003852
OG0004031	LOC129794107	AGAP003142
OG0004032	LOC129797002	AGAP002814
OG0004033	LOC129789389	AGAP002809
OG0004034	LOC129795810	AGAP002810
OG0004035	LOC129788701	AGAP003857
OG0004036	LOC129796991	AGAP002815
OG0004037	LOC129797342	AGAP003141
OG0004038	LOC129789689	AGAP003855
OG0004039	LOC129786841	AGAP003106
OG0004040	LOC129797480	AGAP003111
OG0004041	LOC129790923	AGAP000598
OG0004042	LOC129788903	AGAP000187
OG0004043	LOC129787601	AGAP000672
OG0004044	LOC129796836	AGAP000704
OG0004045	LOC129786938	AGAP004327
OG0004046	LOC129797519	AGAP001429
OG0004047	LOC129789441	AGAP028230
OG0004048	LOC129789251	AGAP008484
OG0004049	LOC129795507	AGAP008472
OG0004050	LOC129791140	AGAP008492
OG0004051	LOC129791405	AGAP008440
OG0004052	LOC129796508	AGAP008475
OG0004053	LOC129789977	AGAP008495
OG0004054	LOC129789323	AGAP008486
OG0004055	LOC129791400	AGAP008441
OG0004056	LOC129791383	AGAP008474
OG0004057	LOC129790171	AGAP008194
OG0004058	LOC129790205	AGAP008494
OG0004059	LOC129791353	AGAP008489
OG0004060	LOC129794040	AGAP006517
OG0004061	LOC129795068	AGAP006441
OG0004062	LOC129793092	AGAP005940
OG0004063	LOC129797378	AGAP010936
OG0004064	LOC129797381	AGAP010939
OG0004065	LOC129797382	AGAP010940
OG0004066	LOC129797360	AGAP011827
OG0004067	LOC129794962	AGAP010937
OG0004068	LOC129797418	AGAP011823
OG0004069	LOC129797385	AGAP010954
OG0004070	LOC129797383	AGAP010941
OG0004071	LOC129793473	AGAP012424
OG0004072	LOC129786265	AGAP000053
OG0004073	LOC129793517	AGAP006944
OG0004074	LOC129793790	AGAP000058
OG0004075	LOC129793551	AGAP006946
OG0004076	LOC129793728	AGAP000064
OG0004077	LOC129793366	AGAP006943
OG0004078	LOC129791991	AGAP007146
OG0004080	LOC129793748	AGAP029985
OG0004081	LOC129792519	AGAP005961
OG0004082	LOC129789612	AGAP010006
OG0004083	LOC129797517	AGAP009826
OG0004084	LOC129796233	AGAP005769
OG0004085	LOC129794263	AGAP009998
OG0004086	LOC129790936	AGAP009665
OG0004087	LOC129793865	AGAP005523
OG0004088	LOC129792744	AGAP009999
OG0004089	LOC129789664	AGAP008760
OG0004090	LOC129791297	AGAP010005
OG0004091	LOC129791788	AGAP005765
OG0004092	LOC129791856	AGAP005770
OG0004094	LOC129789582	AGAP002472
OG0004095	LOC129797666	AGAP003430
OG0004096	LOC129791989	AGAP008096
OG0004097	LOC129790053	AGAP002350
OG0004098	LOC129797363	AGAP003431
OG0004099	LOC129788140	AGAP003080
OG0004100	LOC129786223	AGAP002471
OG0004101	LOC129787313, LOC129794807	AGAP029614
OG0004102	LOC129791463	AGAP002347
OG0004103	LOC129790359	AGAP000393
OG0004104	LOC129797283	AGAP002618
OG0004105	LOC129793615	AGAP002614
OG0004106	LOC129797365	AGAP002610
OG0004107	LOC129787759	AGAP002473
OG0004108	LOC129792569	AGAP006269
OG0004109	LOC129796125	AGAP004766
OG0004110	LOC129796085	AGAP004767
OG0004111	LOC129793392	AGAP007169
OG0004112	LOC129796076	AGAP004765
OG0004113	LOC129794209	AGAP005980
OG0004114	LOC129790317	AGAP000044
OG0004115	LOC129790948	AGAP000021
OG0004116	LOC129789497	AGAP000781
OG0004117	LOC129789654	AGAP003425
OG0004118	LOC129790356	AGAP006160
OG0004119	LOC129790049	AGAP004071
OG0004120	LOC129785895	AGAP001630
OG0004121	LOC129795193	AGAP001629
OG0004122	LOC129797621	AGAP001624
OG0004123	LOC129797591	AGAP004069
OG0004124	LOC129787947	AGAP003445
OG0004125	LOC129787646	AGAP001637
OG0004126	LOC129787978	AGAP003441
OG0004127	LOC129797572	AGAP001627
OG0004128	LOC129797439	AGAP001623
OG0004129	LOC129797504	AGAP004070
OG0004130	LOC129793812	AGAP001633
OG0004131	LOC129789012	AGAP004077
OG0004132	LOC129797550	AGAP001625
OG0004133	LOC129793286	AGAP001632
OG0004134	LOC129795451	AGAP012326
OG0004136	LOC129795058	AGAP029289
OG0004137	LOC129796481	AGAP011796
OG0004138	LOC129791846	AGAP006363
OG0004140	LOC129787066	AGAP003836
OG0004141	LOC129790224	AGAP008737
OG0004142	LOC129786252	AGAP008748
OG0004143	LOC129786856	AGAP008781
OG0004144	LOC129786857	AGAP008780
OG0004145	LOC129794925	AGAP008783
OG0004146	LOC129788437	AGAP008785
OG0004147	LOC129790545	AGAP007921
OG0004148	LOC129790547	AGAP007920
OG0004149	LOC129790242	AGAP007934
OG0004150	LOC129785952	AGAP001746
OG0004151	LOC129794666	AGAP002227
OG0004152	LOC129796388	AGAP011218
OG0004153	LOC129785928	AGAP001748
OG0004154	LOC129791617	AGAP007520
OG0004155	LOC129791562	AGAP005816
OG0004156	LOC129793575	AGAP007519
OG0004158	LOC129793259	AGAP007621
OG0004159	LOC129790712	AGAP000215
OG0004160	LOC129788160	AGAP004643
OG0004161	LOC129788163	AGAP013063
OG0004162	LOC129792719	AGAP005576
OG0004163	LOC129786091	AGAP001800
OG0004164	LOC129795646	AGAP003243
OG0004165	LOC129793722	AGAP001796
OG0004166	LOC129786148	AGAP001801
OG0004167	LOC129786033	AGAP001797
OG0004168	LOC129790701	AGAP004055
OG0004169	LOC129797561	AGAP004057
OG0004170	LOC129790657	AGAP004052
OG0004171	LOC129785964	AGAP001794
OG0004172	LOC129786114	AGAP001795
OG0004173	LOC129797722	AGAP002909
OG0004174	LOC129787281	AGAP004417
OG0004175	LOC129797551	AGAP004614
OG0004176	LOC129797699	AGAP002606
OG0004177	LOC129792609	AGAP004391
OG0004178	LOC129787285	AGAP004416
OG0004179	LOC129786766	AGAP004615
OG0004180	LOC129788803	AGAP002396
OG0004181	LOC129789962	AGAP003461
OG0004182	LOC129788020	AGAP004412
OG0004183	LOC129796649	AGAP011057
OG0004184	LOC129787786	AGAP004408
OG0004185	LOC129786780	AGAP004616
OG0004186	LOC129794004	AGAP011394
OG0004187	LOC129789129	AGAP004488
OG0004188	LOC129796267	AGAP011829
OG0004189	LOC129796245	AGAP012083, AGAP012080
OG0004190	LOC129795749	AGAP012100
OG0004191	LOC129796187	AGAP011828
OG0004192	LOC129796522	AGAP011830
OG0004193	LOC129795813	AGAP012104
OG0004194	LOC129794061	AGAP011395
OG0004195	LOC129795961	AGAP029299
OG0004196	LOC129794918	AGAP011096
OG0004197	LOC129790233	AGAP004543
OG0004198	LOC129788769	AGAP001418
OG0004199	LOC129793774	AGAP003323
OG0004200	LOC129788977	AGAP001419
OG0004201	LOC129797144	AGAP003325
OG0004202	LOC129790591	AGAP000565
OG0004203	LOC129790017	AGAP000566
OG0004204	LOC129797138	AGAP008428
OG0004205	LOC129787890	AGAP000070
OG0004206	LOC129788187	AGAP000602
OG0004207	LOC129788688	AGAP013275
OG0004209	LOC129792582	AGAP000405
OG0004210	LOC129788992	AGAP000440
OG0004211	LOC129792518	AGAP000563
OG0004212	LOC129794850	AGAP011987
OG0004213	LOC129792761	AGAP010411
OG0004214	LOC129789083	AGAP000250
OG0004215	LOC129789454	AGAP000864
OG0004216	LOC129790818	AGAP000686
OG0004217	LOC129788396	AGAP000251
OG0004218	LOC129788793	AGAP000813
OG0004219	LOC129797329	AGAP012077
OG0004220	LOC129786270	AGAP003471
OG0004221	LOC129786283	AGAP003470
OG0004222	LOC129786281	AGAP003469
OG0004223	LOC129786257	AGAP003475
OG0004224	LOC129794609	AGAP003368
OG0004225	LOC129793398	AGAP001435
OG0004226	LOC129793324	AGAP001433
OG0004227	LOC129790404	AGAP003927
OG0004228	LOC129797637	AGAP012731, AGAP002019
OG0004229	LOC129787527	AGAP013418
OG0004230	LOC129786717	AGAP003372
OG0004231	LOC129786073	AGAP002028
OG0004232	LOC129795134	AGAP000649
OG0004233	LOC129788491	AGAP000234
OG0004234	LOC129788488	AGAP000232
OG0004236	LOC129789340	AGAP000223
OG0004237	LOC129785900	AGAP000344
OG0004238	LOC129797859	AGAP001082
OG0004239	LOC129785894	AGAP000820
OG0004240	LOC129792012	AGAP005734
OG0004241	LOC129793037	AGAP005737
OG0004242	LOC129794009	AGAP005736
OG0004243	LOC129793034	AGAP005738
OG0004244	LOC129796073	AGAP006358
OG0004245	LOC129793041	AGAP006237
OG0004246	LOC129793354	AGAP005341
OG0004247	LOC129789086	AGAP008315
OG0004248	LOC129794871	AGAP006359
OG0004249	LOC129791866	AGAP005732
OG0004250	LOC129791791	AGAP007135
OG0004251	LOC129791597	AGAP007131
OG0004252	LOC129792897	AGAP007130
OG0004253	LOC129787965	AGAP002047
OG0004254	LOC129796107	AGAP011227
OG0004255	LOC129791718	AGAP006263
OG0004256	LOC129791716	AGAP006264
OG0004257	LOC129796910	AGAP003570
OG0004258	LOC129790556	AGAP008725
OG0004259	LOC129796016	AGAP011355
OG0004260	LOC129795946	AGAP011749
OG0004261	LOC129796540	AGAP012030
OG0004262	LOC129795495	AGAP011750
OG0004263	LOC129788719	AGAP010179
OG0004264	LOC129789164	AGAP029078
OG0004265	LOC129788715	AGAP010183
OG0004266	LOC129788064	AGAP004079
OG0004267	LOC129797502	AGAP001670
OG0004268	LOC129788176	AGAP003416
OG0004269	LOC129788205	AGAP003398
OG0004270	LOC129785879	AGAP001715
OG0004271	LOC129785875	AGAP001713
OG0004272	LOC129791302	AGAP009651
OG0004273	LOC129786448	AGAP006993
OG0004274	LOC129787401	AGAP005270
OG0004275	LOC129797620	AGAP004856
OG0004276	LOC129788646	AGAP008272
OG0004277	LOC129794068	AGAP009166
OG0004278	LOC129789884	AGAP005277
OG0004279	LOC129787880	AGAP005273
OG0004280	LOC129787100	AGAP005275
OG0004281	LOC129794174	AGAP009165
OG0004282	LOC129788635	AGAP009880
OG0004283	LOC129786979	AGAP005267
OG0004284	LOC129786747	AGAP005288
OG0004285	LOC129790903	AGAP010386
OG0004286	LOC129795286	AGAP010382
OG0004287	LOC129795516	AGAP011309
OG0004288	LOC129790180	AGAP010383
OG0004289	LOC129796070	AGAP011414
OG0004290	LOC129797127	AGAP008152
OG0004291	LOC129790338	AGAP009067
OG0004292	LOC129791305	AGAP008147
OG0004293	LOC129788514	AGAP008148
OG0004294	LOC129790330	AGAP008165
OG0004295	LOC129792159	AGAP006807
OG0004298	LOC129786603	AGAP001859
OG0004299	LOC129797200	AGAP001944
OG0004300	LOC129797192	AGAP001948
OG0004301	LOC129788637	AGAP001862
OG0004302	LOC129797180	AGAP002120
OG0004303	LOC129797146	AGAP001871
OG0004304	LOC129797191	AGAP002127
OG0004305	LOC129793406	AGAP002118
OG0004306	LOC129797154	AGAP001870
OG0004307	LOC129797188	AGAP002123
OG0004308	LOC129797136	AGAP013033
OG0004309	LOC129797196	AGAP001947
OG0004310	LOC129797190	AGAP002122
OG0004311	LOC129797185	AGAP002121
OG0004312	LOC129791838	AGAP011940
OG0004313	LOC129795981	AGAP011947
OG0004314	LOC129795675	AGAP011946
OG0004315	LOC129796219	AGAP011422
OG0004316	LOC129797479	AGAP011765
OG0004317	LOC129788043	AGAP011938
OG0004318	LOC129796482	AGAP011751
OG0004319	LOC129795405	AGAP011936
OG0004320	LOC129790422	AGAP000849
OG0004321	LOC129795402	AGAP011937
OG0004322	LOC129794173	AGAP011424
OG0004324	LOC129796216	AGAP011423
OG0004325	LOC129796035	AGAP029519
OG0004326	LOC129791895	AGAP029472
OG0004327	LOC129796258	AGAP011756
OG0004328	LOC129796026	AGAP011944
OG0004330	LOC129787389	AGAP011425
OG0004331	LOC129791627	AGAP007306
OG0004332	LOC129792902	AGAP007727
OG0004333	LOC129796259	AGAP012204
OG0004335	LOC129788568	AGAP011452
OG0004336	LOC129795893	AGAP011879
OG0004337	LOC129795509	AGAP010395
OG0004338	LOC129791631	AGAP007392
OG0004339	LOC129796124	AGAP028633
OG0004341	LOC129795521	AGAP012208
OG0004342	LOC129791801	AGAP007726
OG0004343	LOC129797708	AGAP001621
OG0004344	LOC129785927	AGAP006389
OG0004345	LOC129787923	AGAP007093
OG0004346	LOC129797724	AGAP001617
OG0004347	LOC129790570	AGAP007741
OG0004348	LOC129795561	AGAP004739
OG0004349	LOC129796051	AGAP012115
OG0004350	LOC129794080	AGAP008832
OG0004351	LOC129796939	AGAP007743
OG0004352	LOC129789655	AGAP008885
OG0004353	LOC129796166	AGAP029653
OG0004354	LOC129790550	AGAP010189
OG0004355	LOC129794625	AGAP029612
OG0004356	LOC129796937	AGAP007742
OG0004357	LOC129795056	AGAP012089
OG0004358	LOC129790553	AGAP007739
OG0004359	LOC129796056	AGAP012087
OG0004360	LOC129795157	AGAP011536
OG0004361	LOC129794100	AGAP008831
OG0004362	LOC129792504	AGAP012118
OG0004363	LOC129785993	AGAP010390
OG0004365	LOC129793105	AGAP005869
OG0004366	LOC129793000	AGAP005873
OG0004367	LOC129793104	AGAP005870
OG0004368	LOC129792045	AGAP005871
OG0004369	LOC129790786	AGAP003576
OG0004371	LOC129786049	AGAP000179
OG0004372	LOC129787655	AGAP005947
OG0004373	LOC129793957	AGAP007109
OG0004374	LOC129786097	AGAP000180
OG0004375	LOC129795000	AGAP010865
OG0004376	LOC129795002	AGAP010857
OG0004377	LOC129793893	AGAP003052
OG0004378	LOC129797408	AGAP001379
OG0004379	LOC129791134	AGAP008953
OG0004380	LOC129786491	AGAP001373
OG0004381	LOC129791111	AGAP000199
OG0004382	LOC129797400	AGAP001375
OG0004383	LOC129795824	AGAP009904
OG0004385	LOC129797414	AGAP001380
OG0004386	LOC129789070	AGAP008952
OG0004387	LOC129792949	AGAP001463
OG0004388	LOC129786367	AGAP008954
OG0004389	LOC129789110	AGAP008955
OG0004390	LOC129791862	AGAP008951
OG0004391	LOC129793631	AGAP009901
OG0004392	LOC129790904	AGAP009914
OG0004393	LOC129788986	AGAP009910
OG0004394	LOC129789788	AGAP009905
OG0004395	LOC129792048	AGAP009908
OG0004396	LOC129786500	AGAP001461
OG0004397	LOC129792525	AGAP006651
OG0004398	LOC129792621	AGAP006705
OG0004399	LOC129791903	AGAP006646
OG0004400	LOC129791998	AGAP006650
OG0004401	LOC129792083	AGAP007342
OG0004402	LOC129791879	AGAP006649
OG0004403	LOC129792099	AGAP007348
OG0004404	LOC129786662	AGAP001649
OG0004405	LOC129787761	AGAP004396
OG0004406	LOC129790406	AGAP003701, AGAP003698
OG0004408	LOC129786290	AGAP003704
OG0004409	LOC129793499	AGAP005460
OG0004410	LOC129795808	AGAP010320
OG0004412	LOC129788085	AGAP004092
OG0004414	LOC129788125	AGAP013315
OG0004415	LOC129788123	AGAP004091
OG0004417	LOC129790075	AGAP000458
OG0004418	LOC129796241	AGAP011283
OG0004419	LOC129789891	AGAP002734
OG0004420	LOC129794980	AGAP011286
OG0004421	LOC129796178	AGAP011282
OG0004422	LOC129786964	AGAP011285
OG0004423	LOC129797817	AGAP011288
OG0004424	LOC129797477	AGAP011292
OG0004425	LOC129797506	AGAP011291
OG0004426	LOC129789041	AGAP008959
OG0004427	LOC129786503	AGAP011281
OG0004428	LOC129794234	AGAP003345
OG0004429	LOC129795086	AGAP001973
OG0004430	LOC129795723	AGAP002667
OG0004431	LOC129795500	AGAP004437
OG0004432	LOC129795687	AGAP002666
OG0004433	LOC129795474	AGAP004438
OG0004434	LOC129795127	AGAP001968
OG0004435	LOC129790114	AGAP000126
OG0004436	LOC129797595	AGAP001972
OG0004437	LOC129795467	AGAP002665
OG0004438	LOC129794418	AGAP001756
OG0004440	LOC129787437	AGAP002387
OG0004441	LOC129786615	AGAP002388
OG0004442	LOC129789400	AGAP004612
OG0004443	LOC129787413	AGAP002381
OG0004444	LOC129786243	AGAP002386
OG0004445	LOC129787422	AGAP002383
OG0004446	LOC129787445	AGAP002390
OG0004447	LOC129792261	AGAP012643
OG0004448	LOC129787292	AGAP002384
OG0004449	LOC129791309	AGAP009972
OG0004450	LOC129794830	AGAP009971
OG0004451	LOC129789999	AGAP008352
OG0004452	LOC129792864	AGAP002777
OG0004453	LOC129796698	AGAP010698
OG0004454	LOC129795338	AGAP012068
OG0004455	LOC129796327	AGAP012056
OG0004456	LOC129787030	AGAP010694
OG0004458	LOC129797073	AGAP012046
OG0004459	LOC129788567	AGAP012059
OG0004460	LOC129796325	AGAP012058
OG0004461	LOC129795131	AGAP029650
OG0004462	LOC129787042	AGAP010695
OG0004463	LOC129795816	AGAP029122
OG0004464	LOC129795666	AGAP011838
OG0004465	LOC129796451	AGAP011189
OG0004466	LOC129795671	AGAP011833
OG0004467	LOC129796349	AGAP012096
OG0004468	LOC129795637	AGAP011834
OG0004469	LOC129787113	AGAP013148
OG0004470	LOC129796807	AGAP002133
OG0004472	LOC129785962	AGAP003218
OG0004473	LOC129796798	AGAP002972
OG0004474	LOC129797279	AGAP003217
OG0004475	LOC129787120	AGAP003784
OG0004476	LOC129789912	AGAP004896
OG0004477	LOC129788597	AGAP000951
OG0004478	LOC129790411	AGAP000997
OG0004479	LOC129795187	AGAP005813
OG0004480	LOC129788871	AGAP005249
OG0004481	LOC129794985	AGAP029525
OG0004482	LOC129795062	AGAP011050
OG0004483	LOC129796535	AGAP011044
OG0004484	LOC129794759	AGAP012342
OG0004485	LOC129795425	AGAP012343
OG0004486	LOC129795132	AGAP011055
OG0004487	LOC129795353	AGAP012344
OG0004488	LOC129796657	AGAP007953
OG0004489	LOC129786102	AGAP001452
OG0004490	LOC129796805	AGAP003863
OG0004492	LOC129796833	AGAP001953
OG0004493	LOC129785991	AGAP001453
OG0004494	LOC129795819	AGAP001955
OG0004495	LOC129786146	AGAP002257
OG0004496	LOC129788601	AGAP010188
OG0004497	LOC129793005	AGAP006612
OG0004498	LOC129791342	AGAP000757
OG0004499	LOC129788417	AGAP000106
OG0004500	LOC129791665	AGAP006250
OG0004501	LOC129790176	AGAP000243
OG0004502	LOC129791380	AGAP000767
OG0004503	LOC129791789	AGAP004934
OG0004505	LOC129792076	AGAP002583
OG0004506	LOC129786415	AGAP002576
OG0004507	LOC129786516	AGAP002575
OG0004508	LOC129790871	AGAP002587
OG0004510	LOC129797500	AGAP002586
OG0004511	LOC129786867	AGAP000776
OG0004512	LOC129789334	AGAP000434
OG0004513	LOC129790885	AGAP005850
OG0004514	LOC129790881	AGAP001048
OG0004515	LOC129786765	AGAP004484
OG0004516	LOC129786755	AGAP000774
OG0004517	LOC129790991	AGAP000983
OG0004518	LOC129786761	AGAP000778
OG0004519	LOC129791997	AGAP006591
OG0004520	LOC129791985	AGAP007247
OG0004521	LOC129786280	AGAP004128
OG0004522	LOC129791386	AGAP028023
OG0004523	LOC129786285	AGAP004131
OG0004524	LOC129796848	AGAP013725
OG0004525	LOC129791343	AGAP007977
OG0004526	LOC129795069	AGAP003017
OG0004527	LOC129793228	AGAP005538
OG0004529	LOC129791050	AGAP007975
OG0004531	LOC129787607	AGAP008826
OG0004532	LOC129794103	AGAP008821
OG0004533	LOC129794151	AGAP008816
OG0004534	LOC129794717	AGAP001277
OG0004535	LOC129794160	AGAP008822
OG0004536	LOC129794123	AGAP001140
OG0004537	LOC129794825	AGAP010420
OG0004538	LOC129790123	AGAP010418
OG0004539	LOC129796318	AGAP010407
OG0004540	LOC129787672	AGAP010421
OG0004541	LOC129796299	AGAP012283
OG0004542	LOC129796315	AGAP010408
OG0004543	LOC129794882	AGAP002078
OG0004544	LOC129793040	AGAP003997
OG0004545	LOC129791949	AGAP001145
OG0004546	LOC129796980, LOC129796979	AGAP003115
OG0004547	LOC129794893	AGAP001147
OG0004548	LOC129794813	AGAP001146
OG0004549	LOC129796616	AGAP003992
OG0004550	LOC129797172	AGAP001154
OG0004551	LOC129792560	AGAP002077
OG0004552	LOC129786262	AGAP003119
OG0004553	LOC129785999	AGAP004270
OG0004554	LOC129788910	AGAP004032
OG0004555	LOC129788916	AGAP004035
OG0004556	LOC129794651	AGAP029249
OG0004557	LOC129788800	AGAP000491
OG0004558	LOC129794662	AGAP029250
OG0004559	LOC129793685	AGAP029670
OG0004560	LOC129795598	AGAP011149
OG0004561	LOC129797615	AGAP005036, AGAP012760
OG0004562	LOC129797323	AGAP011140
OG0004563	LOC129797644	AGAP011160
OG0004564	LOC129796609	AGAP029661
OG0004565	LOC129797578	AGAP011158
OG0004566	LOC129797321	AGAP011141
OG0004567	LOC129797451	AGAP011156
OG0004568	LOC129790944	AGAP011144
OG0004569	LOC129797528	AGAP004908
OG0004570	LOC129785853	AGAP003042
OG0004572	LOC129796927	AGAP003039
OG0004574	LOC129788477	AGAP009538
OG0004575	LOC129796936	AGAP003047
OG0004576	LOC129796925	AGAP003040
OG0004578	LOC129785880	AGAP003041
OG0004579	LOC129790198	AGAP009446
OG0004580	LOC129792729	AGAP009439
OG0004581	LOC129793056	AGAP009438
OG0004582	LOC129792763	AGAP009443
OG0004583	LOC129791294	AGAP009445
OG0004584	LOC129792857	AGAP009441
OG0004585	LOC129790289	AGAP009451
OG0004586	LOC129793183	AGAP009616
OG0004587	LOC129788838	AGAP008641
OG0004588	LOC129791440	AGAP008642
OG0004589	LOC129791167	AGAP008646
OG0004591	LOC129786206	AGAP009615
OG0004592	LOC129786207	AGAP009613
OG0004593	LOC129788325	AGAP008644
OG0004594	LOC129790548	AGAP009181
OG0004595	LOC129795422	AGAP001395
OG0004596	LOC129789550	AGAP001399
OG0004597	LOC129788024	AGAP001401
OG0004598	LOC129787712	AGAP001394
OG0004599	LOC129787393	AGAP001404
OG0004600	LOC129789551	AGAP001407
OG0004601	LOC129791921	AGAP002054
OG0004602	LOC129789541	AGAP001397
OG0004603	LOC129796244	AGAP001403
OG0004604	LOC129786203	AGAP001390
OG0004605	LOC129796469	AGAP029629
OG0004606	LOC129792372	AGAP006497
OG0004607	LOC129792373	AGAP006501
OG0004608	LOC129797256	AGAP004296
OG0004609	LOC129789329	AGAP003517
OG0004610	LOC129797243	AGAP004136
OG0004611	LOC129797084	AGAP003434
OG0004612	LOC129793335	AGAP005380
OG0004613	LOC129795592	AGAP010807
OG0004614	LOC129796492	AGAP011532
OG0004615	LOC129796477	AGAP010456
OG0004616	LOC129795476	AGAP010808
OG0004617	LOC129796490	AGAP010459
OG0004618	LOC129791977	AGAP005990
OG0004619	LOC129791202	AGAP005202
OG0004620	LOC129786153	AGAP001388
OG0004621	LOC129795881	AGAP003015
OG0004622	LOC129789336	AGAP001389
OG0004623	LOC129789726	AGAP008926
OG0004624	LOC129791280	AGAP008698
OG0004626	LOC129789859	AGAP028141
OG0004627	LOC129792200	AGAP008538
OG0004628	LOC129789258	AGAP028026
OG0004629	LOC129789902	AGAP008700
OG0004630	LOC129789992	AGAP008535
OG0004631	LOC129789893	AGAP008702
