Orthogroup	LlongipalpisASM	CquinquefasciatusJHB2020
OG0004616	LOC129795476	CQUJHB015250
OG0004617	LOC129796490	CQUJHB009326
OG0004618	LOC129791977	CQUJHB001392
OG0004619	LOC129791202	CQUJHB002255
OG0004620	LOC129786153	CQUJHB000431
OG0004621	LOC129795881	CQUJHB015314
OG0004622	LOC129789336	CQUJHB003286
OG0004623	LOC129789726	CQUJHB006834
OG0004624	LOC129791280	CQUJHB013105
OG0004626	LOC129789859	CQUJHB002041
OG0004627	LOC129792200	CQUJHB018169
OG0004628	LOC129789258	CQUJHB011430
OG0004629	LOC129789902	CQUJHB017405
OG0004630	LOC129789992	CQUJHB002995
OG0004631	LOC129789893	CQUJHB004116
OG0004632	LOC129787406	CQUJHB011241
OG0004633	LOC129793938	CQUJHB017229
OG0004634	LOC129791084	CQUJHB007715
OG0004635	LOC129790718	CQUJHB008848
OG0004636	LOC129791085	CQUJHB008844
OG0004637	LOC129790020	CQUJHB017044
OG0004638	LOC129786020	CQUJHB005609
OG0004639	LOC129791172	CQUJHB012150
OG0004640	LOC129794125	CQUJHB003099
OG0004641	LOC129791083	CQUJHB018453
OG0004642	LOC129792713	CQUJHB004912
OG0004643	LOC129786577	CQUJHB000873
OG0004644	LOC129794663	CQUJHB002912
OG0004646	LOC129791542	CQUJHB007021
OG0004647	LOC129794102	CQUJHB009855
OG0004648	LOC129791541	CQUJHB015708
OG0004649	LOC129792018	CQUJHB014456
OG0004650	LOC129791460	CQUJHB015424
OG0004651	LOC129793012	CQUJHB000051
OG0004652	LOC129793011	CQUJHB015277
OG0004653	LOC129792171	CQUJHB001424
OG0004654	LOC129792170	CQUJHB012938
OG0004655	LOC129791540	CQUJHB005544
OG0004656	LOC129793055	CQUJHB015397
OG0004659	LOC129786511	CQUJHB002599
OG0004660	LOC129790188	CQUJHB002734
OG0004661	LOC129797822	CQUJHB001899
OG0004662	LOC129793114	CQUJHB001394
OG0004663	LOC129793109	CQUJHB001628
OG0004664	LOC129793110	CQUJHB015365
OG0004665	LOC129791614	CQUJHB016404
OG0004667	LOC129791995	CQUJHB006724
OG0004668	LOC129791583	CQUJHB009187
OG0004669	LOC129790835	CQUJHB015753
OG0004670	LOC129791828	CQUJHB014523
OG0004671	LOC129789008	CQUJHB017000
OG0004672	LOC129794976	CQUJHB006198
OG0004674	LOC129792350	CQUJHB016265
OG0004675	LOC129793157	CQUJHB000375
OG0004676	LOC129791423	CQUJHB018258
OG0004677	LOC129791331	CQUJHB003674
OG0004678	LOC129790664	CQUJHB015808
OG0004679	LOC129792369	CQUJHB000881
OG0004680	LOC129788810	CQUJHB012846
OG0004681	LOC129793223	CQUJHB000886
OG0004682	LOC129790732, LOC129794647	CQUJHB001685
OG0004683	LOC129793985	CQUJHB004168
OG0004684	LOC129791417	CQUJHB007271
OG0004685	LOC129788808	CQUJHB010900
OG0004686	LOC129791434	CQUJHB015193
OG0004687	LOC129793213	CQUJHB011076
OG0004688	LOC129790131	CQUJHB005196
OG0004689	LOC129789105	CQUJHB003636
OG0004690	LOC129788188	CQUJHB009930
OG0004691	LOC129790474	CQUJHB015597
OG0004692	LOC129788189	CQUJHB016431
OG0004693	LOC129787311	CQUJHB004068
OG0004694	LOC129788695	CQUJHB018287
OG0004695	LOC129791892	CQUJHB018101
OG0004696	LOC129788650	CQUJHB015540
OG0004697	LOC129796612	CQUJHB008292
OG0004698	LOC129790130	CQUJHB010795
OG0004699	LOC129794095	CQUJHB016831
OG0004701	LOC129786498	CQUJHB015934
OG0004702	LOC129794975	CQUJHB006429
OG0004703	LOC129787832	CQUJHB000209
OG0004704	LOC129786746	CQUJHB010085
OG0004705	LOC129792071	CQUJHB012716
OG0004706	LOC129790276	CQUJHB010810
OG0004707	LOC129788190	CQUJHB012478
OG0004708	LOC129786667	CQUJHB008964
OG0004709	LOC129787774	CQUJHB015650
OG0004710	LOC129796324	CQUJHB007845
OG0004711	LOC129792493	CQUJHB018301
OG0004712	LOC129788354	CQUJHB005538
OG0004713	LOC129794795	CQUJHB002394
OG0004714	LOC129796500	CQUJHB010173
OG0004715	LOC129796591	CQUJHB015710
OG0004716	LOC129795042	CQUJHB011811
OG0004717	LOC129794978	CQUJHB000214
OG0004718	LOC129795106	CQUJHB016641
OG0004719	LOC129792500	CQUJHB011638
OG0004720	LOC129797266	CQUJHB013412
OG0004721	LOC129786015	CQUJHB013248
OG0004722	LOC129790585	CQUJHB006685
OG0004723	LOC129793692	CQUJHB004287
OG0004724	LOC129793476	CQUJHB004507
OG0004725	LOC129788168	CQUJHB002083
OG0004726	LOC129793472	CQUJHB016638
OG0004727	LOC129789909	CQUJHB017098
OG0004728	LOC129792141	CQUJHB009016
OG0004729	LOC129793650	CQUJHB004160
OG0004730	LOC129792663	CQUJHB001037
OG0004731	LOC129792245	CQUJHB008158
OG0004732	LOC129792238	CQUJHB004161
OG0004733	LOC129794194	CQUJHB018261
OG0004734	LOC129793264	CQUJHB006774
OG0004735	LOC129797499	CQUJHB015270
OG0004736	LOC129797509	CQUJHB015861
OG0004737	LOC129797738	CQUJHB008818
OG0004738	LOC129793454	CQUJHB006158
OG0004739	LOC129797603	CQUJHB013963
OG0004740	LOC129797723	CQUJHB012479
OG0004741	LOC129797511	CQUJHB018299
OG0004742	LOC129793470	CQUJHB014240
OG0004743	LOC129797692	CQUJHB017280
OG0004745	LOC129789525	CQUJHB000035
OG0004746	LOC129793386	CQUJHB003006
OG0004747	LOC129788733	CQUJHB008333
OG0004748	LOC129793373	CQUJHB002502
OG0004749	LOC129790184	CQUJHB007178
OG0004750	LOC129788559	CQUJHB013185
OG0004751	LOC129788381	CQUJHB015208
OG0004752	LOC129793619	CQUJHB012536
OG0004753	LOC129791080	CQUJHB006184
OG0004754	LOC129797482	CQUJHB014142
OG0004755	LOC129796063	CQUJHB012301
OG0004756	LOC129790010	CQUJHB018239
OG0004757	LOC129794134	CQUJHB017618
OG0004758	LOC129794192	CQUJHB006607
OG0004759	LOC129794191	CQUJHB002362
OG0004760	LOC129786738	CQUJHB017645
OG0004761	LOC129790003	CQUJHB000926
OG0004762	LOC129789855	CQUJHB015594
OG0004763	LOC129790008	CQUJHB002451
OG0004764	LOC129791014	CQUJHB008209
OG0004765	LOC129795203, LOC129795323	CQUJHB008953
OG0004766	LOC129788461	CQUJHB008663
OG0004767	LOC129795306	CQUJHB010259
OG0004768	LOC129790852	CQUJHB000232
OG0004769	LOC129789896	CQUJHB009259
OG0004770	LOC129789574	CQUJHB002675
OG0004771	LOC129793152	CQUJHB000008
OG0004772	LOC129786559	CQUJHB009247
OG0004773	LOC129789837	CQUJHB013052
OG0004774	LOC129786999	CQUJHB016615
OG0004775	LOC129797096	CQUJHB008002
OG0004777	LOC129787757	CQUJHB002639
OG0004778	LOC129788129	CQUJHB016082
OG0004779	LOC129786216	CQUJHB010043
OG0004780	LOC129793721	CQUJHB001660
OG0004781	LOC129787953	CQUJHB004625
OG0004782	LOC129797857	CQUJHB018098
OG0004783	LOC129788965	CQUJHB009026
OG0004785	LOC129790685	CQUJHB007483
OG0004786	LOC129790661	CQUJHB011940
OG0004787	LOC129791057	CQUJHB003771
OG0004788	LOC129792406	CQUJHB001837
OG0004789	LOC129797798	CQUJHB003543
OG0004790	LOC129789304	CQUJHB015359
OG0004791	LOC129789260	CQUJHB009752
OG0004792	LOC129791537	CQUJHB006529
OG0004793	LOC129797470	CQUJHB011530
OG0004794	LOC129791058	CQUJHB016528
OG0004795	LOC129795122	CQUJHB013287
OG0004796	LOC129795120	CQUJHB001606
OG0004797	LOC129795194	CQUJHB004530
OG0004798	LOC129795121	CQUJHB017613
OG0004799	LOC129786573	CQUJHB004737
OG0004800	LOC129791953	CQUJHB007903
OG0004801	LOC129796130	CQUJHB012660
OG0004802	LOC129796699	CQUJHB002709
OG0004803	LOC129795905	CQUJHB001754
OG0004804	LOC129786279	CQUJHB014987
OG0004805	LOC129797301	CQUJHB007518
OG0004806	LOC129787169	CQUJHB017978
OG0004807	LOC129790301	CQUJHB018215
OG0004808	LOC129790369	CQUJHB010630
OG0004809	LOC129787165	CQUJHB011759
OG0004810	LOC129792941	CQUJHB006725
OG0004811	LOC129792623	CQUJHB015927
OG0004812	LOC129788671	CQUJHB001901
OG0004814	LOC129789392	CQUJHB016701
OG0004815	LOC129797492	CQUJHB018282
OG0004816	LOC129796599	CQUJHB007782
OG0004817	LOC129795627	CQUJHB002539
OG0004818	LOC129796592	CQUJHB001843
OG0004819	LOC129796036	CQUJHB011389
OG0004820	LOC129795410	CQUJHB005003
OG0004821	LOC129787432	CQUJHB008168
OG0004823	LOC129794637	CQUJHB005218
OG0004825	LOC129796996	CQUJHB011134
OG0004826	LOC129796374	CQUJHB007142
OG0004827	LOC129796886	CQUJHB015329
OG0004828	LOC129790538	CQUJHB014421
OG0004829	LOC129790630	CQUJHB003105
OG0004830	LOC129788969	CQUJHB010819
OG0004831	LOC129788669	CQUJHB010890
OG0004832	LOC129793727	CQUJHB006743
OG0004833	LOC129789731	CQUJHB004676
OG0004834	LOC129789665	CQUJHB012991
OG0004835	LOC129789678	CQUJHB003457
OG0004836	LOC129789707	CQUJHB007085
OG0004837	LOC129790313	CQUJHB017012
OG0004838	LOC129790605	CQUJHB001423
OG0004839	LOC129789770	CQUJHB006390
OG0004840	LOC129793954	CQUJHB000388
OG0004841	LOC129793419	CQUJHB005887
OG0004842	LOC129787558	CQUJHB006404
OG0004843	LOC129792215	CQUJHB004832
OG0004844	LOC129788864	CQUJHB000004
OG0004845	LOC129791131	CQUJHB009332
OG0004846	LOC129792311	CQUJHB013303
OG0004847	LOC129797446	CQUJHB016315
OG0004848	LOC129797749	CQUJHB006451
OG0004849	LOC129794935	CQUJHB007577
OG0004850	LOC129796077	CQUJHB017461
OG0004851	LOC129791404	CQUJHB016827
OG0004852	LOC129788943	CQUJHB015312
OG0004853	LOC129790193	CQUJHB006379
OG0004854	LOC129789901	CQUJHB009910
OG0004855	LOC129790290	CQUJHB013455
OG0004856	LOC129790287	CQUJHB016451
OG0004857	LOC129788952	CQUJHB006313
OG0004858	LOC129792206	CQUJHB008604
OG0004859	LOC129789870	CQUJHB012778
OG0004860	LOC129794025	CQUJHB014037
OG0004861	LOC129788144	CQUJHB008852
OG0004862	LOC129789824	CQUJHB013647
OG0004863	LOC129789874	CQUJHB018184
OG0004864	LOC129787609	CQUJHB000458
OG0004865	LOC129787559	CQUJHB005727
OG0004866	LOC129787594	CQUJHB017442
OG0004867	LOC129787636	CQUJHB007104
OG0004868	LOC129797137	CQUJHB012167
OG0004869	LOC129786985	CQUJHB007536
OG0004870	LOC129786423	CQUJHB010940
OG0004871	LOC129797730	CQUJHB017666
OG0004872	LOC129797494	CQUJHB016891
OG0004873	LOC129786834	CQUJHB004615
OG0004874	LOC129786416	CQUJHB008125
OG0004875	LOC129786480	CQUJHB006723
OG0004876	LOC129789075	CQUJHB005629
OG0004877	LOC129789055	CQUJHB005482
OG0004878	LOC129789313	CQUJHB007706
OG0004879	LOC129789453	CQUJHB004210
OG0004880	LOC129789438	CQUJHB014296
OG0004881	LOC129789044	CQUJHB000095
OG0004882	LOC129789314	CQUJHB009111
OG0004883	LOC129786686	CQUJHB014636
OG0004884	LOC129791196	CQUJHB000885
OG0004885	LOC129787496	CQUJHB015096
OG0004886	LOC129797375	CQUJHB015448
OG0004887	LOC129787554	CQUJHB017428
OG0004888	LOC129795647	CQUJHB000805, CQUJHB002043
OG0004889	LOC129797422	CQUJHB007258
OG0004890	LOC129795409	CQUJHB011706
OG0004891	LOC129793646	CQUJHB000142
OG0004892	LOC129787516	CQUJHB011257
OG0004893	LOC129793639	CQUJHB007308
OG0004895	LOC129795371	CQUJHB012952
OG0004896	LOC129795751	CQUJHB018097
OG0004897	LOC129794114	CQUJHB016860
OG0004898	LOC129796347	CQUJHB011399
OG0004899	LOC129786916	CQUJHB011839
OG0004900	LOC129793255	CQUJHB008376
OG0004901	LOC129790918	CQUJHB007823
OG0004903	LOC129786435	CQUJHB012751
OG0004905	LOC129793222	CQUJHB015454
OG0004906	LOC129795475	CQUJHB012845
OG0004907	LOC129793231	CQUJHB016968
OG0004908	LOC129786388	CQUJHB006058
OG0004909	LOC129786378	CQUJHB001633
OG0004910	LOC129797358	CQUJHB016722
OG0004911	LOC129787956	CQUJHB007013
OG0004912	LOC129787995	CQUJHB002764
OG0004913	LOC129795591	CQUJHB002000
OG0004914	LOC129792001	CQUJHB005841
OG0004915	LOC129792990	CQUJHB001621
OG0004916	LOC129792958	CQUJHB011180
OG0004917	LOC129792974	CQUJHB011305
OG0004918	LOC129793516	CQUJHB013632
OG0004919	LOC129790459	CQUJHB002019
OG0004920	LOC129792931	CQUJHB001313
OG0004921	LOC129796866	CQUJHB006067
OG0004922	LOC129796239	CQUJHB011024
OG0004923	LOC129790654	CQUJHB003475
OG0004924	LOC129796399	CQUJHB017734
OG0004925	LOC129786642	CQUJHB016303
OG0004926	LOC129796226	CQUJHB013512
OG0004928	LOC129787645	CQUJHB013836
OG0004929	LOC129786392	CQUJHB003028
OG0004930	LOC129788501	CQUJHB011765
OG0004931	LOC129790057	CQUJHB003616
OG0004932	LOC129788201	CQUJHB012091
OG0004933	LOC129789229	CQUJHB012115
OG0004934	LOC129791939	CQUJHB003716
OG0004935	LOC129788202	CQUJHB004048
OG0004936	LOC129786661	CQUJHB006227
OG0004937	LOC129789209	CQUJHB003783
OG0004938	LOC129786286	CQUJHB009844
OG0004939	LOC129796509	CQUJHB013680
OG0004940	LOC129785842	CQUJHB018372
OG0004941	LOC129790579	CQUJHB008804
OG0004942	LOC129786745	CQUJHB003746
OG0004943	LOC129787050	CQUJHB002006
OG0004944	LOC129791399	CQUJHB004485
OG0004945	LOC129796227	CQUJHB008430
OG0004946	LOC129796205	CQUJHB003368
OG0004948	LOC129793412	CQUJHB006561
OG0004949	LOC129789125	CQUJHB013178
OG0004950	LOC129793513	CQUJHB015738
OG0004951	LOC129796247	CQUJHB001018
OG0004952	LOC129795181	CQUJHB001021
OG0004953	LOC129787290	CQUJHB003142
OG0004954	LOC129785860	CQUJHB008436
OG0004956	LOC129796944	CQUJHB010841
OG0004957	LOC129797507	CQUJHB016618
OG0004958	LOC129797120	CQUJHB016084
OG0004959	LOC129787664	CQUJHB006108
OG0004960	LOC129797404	CQUJHB007322
OG0004961	LOC129796968	CQUJHB015923
OG0004962	LOC129787099	CQUJHB009779
OG0004963	LOC129786041	CQUJHB011710
OG0004964	LOC129797173	CQUJHB001491
OG0004965	LOC129789733	CQUJHB001575
OG0004966	LOC129789674	CQUJHB000251
OG0004967	LOC129787927	CQUJHB013781
OG0004968	LOC129793568	CQUJHB010240, CQUJHB006039
OG0004969	LOC129795964	CQUJHB007188
OG0004970	LOC129791283	CQUJHB015868
OG0004971	LOC129793004	CQUJHB014841
OG0004972	LOC129787187	CQUJHB009567
OG0004973	LOC129791605	CQUJHB016623
OG0004974	LOC129794133	CQUJHB000553
OG0004975	LOC129791412	CQUJHB000236
OG0004976	LOC129787320	CQUJHB003540
OG0004977	LOC129791609	CQUJHB010752
OG0004978	LOC129787957	CQUJHB014590
OG0004979	LOC129786316	CQUJHB007062
OG0004980	LOC129797837	CQUJHB015878
OG0004981	LOC129791765	CQUJHB016304
OG0004982	LOC129792684	CQUJHB006298
OG0004983	LOC129794017	CQUJHB005874
OG0004985	LOC129792691	CQUJHB015430
OG0004986	LOC129793990	CQUJHB006809
OG0004987	LOC129789422	CQUJHB001202
OG0004988	LOC129789431	CQUJHB009298
OG0004989	LOC129789398	CQUJHB016105
OG0004990	LOC129789412	CQUJHB000420
OG0004991	LOC129787560	CQUJHB001613
OG0004992	LOC129797757	CQUJHB004803
OG0004993	LOC129795718	CQUJHB001344
OG0004994	LOC129787551	CQUJHB017944
OG0004995	LOC129795899	CQUJHB004468
OG0004996	LOC129787503	CQUJHB016124
OG0004997	LOC129792028	CQUJHB003878
OG0004998	LOC129792110	CQUJHB003555
OG0004999	LOC129795704	CQUJHB014896
OG0005000	LOC129795618	CQUJHB008170
OG0005001	LOC129794410	CQUJHB009996
OG0005002	LOC129791911	CQUJHB007867
OG0005003	LOC129787449	CQUJHB009755
OG0005004	LOC129792487	CQUJHB009790
OG0005005	LOC129787442	CQUJHB014824
OG0005006	LOC129787455	CQUJHB010702
OG0005007	LOC129790234	CQUJHB013715
OG0005008	LOC129791384	CQUJHB010081
OG0005009	LOC129791357	CQUJHB016626
OG0005010	LOC129791345	CQUJHB014803
OG0005011	LOC129790162	CQUJHB014035
OG0005012	LOC129790282	CQUJHB011388
OG0005013	LOC129790229	CQUJHB010401
OG0005014	LOC129788659	CQUJHB014316
OG0005015	LOC129789007	CQUJHB015294
OG0005016	LOC129788931	CQUJHB000428
OG0005017	LOC129788870	CQUJHB007225
OG0005018	LOC129794096	CQUJHB009185
OG0005019	LOC129790696	CQUJHB001731
OG0005020	LOC129789128	CQUJHB005499
OG0005021	LOC129791730	CQUJHB006966
OG0005022	LOC129789601	CQUJHB017492
OG0005023	LOC129788966	CQUJHB012906
OG0005024	LOC129789149	CQUJHB012288
OG0005025	LOC129796814	CQUJHB005568
OG0005026	LOC129793779	CQUJHB010286
OG0005027	LOC129793839	CQUJHB017396
OG0005028	LOC129797605	CQUJHB002345
OG0005029	LOC129790980	CQUJHB011783
OG0005030	LOC129789691	CQUJHB001152
OG0005032	LOC129796779	CQUJHB004777
OG0005033	LOC129786587	CQUJHB015892
OG0005034	LOC129797187	CQUJHB000152
OG0005035	LOC129787324	CQUJHB015577
OG0005036	LOC129789124	CQUJHB009170
OG0005037	LOC129792160	CQUJHB011645
OG0005038	LOC129790410	CQUJHB015765
OG0005039	LOC129791071	CQUJHB008278
OG0005040	LOC129789019	CQUJHB011635
OG0005041	LOC129790748	CQUJHB013500
OG0005042	LOC129788355	CQUJHB007517
OG0005043	LOC129790124	CQUJHB007401
OG0005044	LOC129792301	CQUJHB004721
OG0005045	LOC129792789	CQUJHB000362
OG0005046	LOC129792749	CQUJHB009867
OG0005047	LOC129797041	CQUJHB006839
OG0005048	LOC129792752	CQUJHB005379
OG0005049	LOC129792594	CQUJHB012079
OG0005050	LOC129792696	CQUJHB017158
OG0005051	LOC129797693	CQUJHB007658
OG0005052	LOC129792699	CQUJHB002803
OG0005053	LOC129791768	CQUJHB016128
OG0005054	LOC129786683	CQUJHB010916
OG0005055	LOC129797008	CQUJHB002922
OG0005056	LOC129797340	CQUJHB010414
OG0005057	LOC129786413	CQUJHB011225
OG0005058	LOC129797047	CQUJHB004583
OG0005059	LOC129797251	CQUJHB014574
OG0005060	LOC129789796	CQUJHB011969
OG0005061	LOC129790293	CQUJHB001517
OG0005062	LOC129790475	CQUJHB008593
OG0005063	LOC129788951	CQUJHB012615
OG0005064	LOC129790058	CQUJHB016818
OG0005065	LOC129790582	CQUJHB007926
OG0005066	LOC129796523	CQUJHB017029
OG0005067	LOC129792402	CQUJHB004476
OG0005068	LOC129792409	CQUJHB010691
OG0005069	LOC129790280	CQUJHB001479
OG0005070	LOC129786601	CQUJHB014087
OG0005071	LOC129791442	CQUJHB017154
OG0005072	LOC129786172	CQUJHB006341
OG0005073	LOC129797352	CQUJHB006405
OG0005074	LOC129796006	CQUJHB012405
OG0005075	LOC129786425	CQUJHB007735
OG0005076	LOC129791443	CQUJHB011605
OG0005077	LOC129788425	CQUJHB003533
OG0005078	LOC129788430	CQUJHB013388
OG0005079	LOC129791160	CQUJHB015392
OG0005080	LOC129795793	CQUJHB014310
OG0005081	LOC129795796	CQUJHB016242
OG0005082	LOC129790844	CQUJHB003969
OG0005083	LOC129788462	CQUJHB007493
OG0005084	LOC129788468	CQUJHB012185
OG0005085	LOC129787667	CQUJHB008774
OG0005086	LOC129787675	CQUJHB016164
OG0005088	LOC129787234	CQUJHB013769
OG0005089	LOC129787060	CQUJHB017871
OG0005090	LOC129790727	CQUJHB015767
OG0005091	LOC129788705	CQUJHB005951
OG0005092	LOC129786986	CQUJHB005791
OG0005093	LOC129791840	CQUJHB014131
OG0005094	LOC129792825	CQUJHB007467
OG0005095	LOC129797410	CQUJHB007444
OG0005096	LOC129787695	CQUJHB000603
OG0005097	LOC129794959	CQUJHB003580
OG0005098	LOC129791905	CQUJHB016815
OG0005099	LOC129794462	CQUJHB014279
OG0005100	LOC129796811	CQUJHB006206
OG0005101	LOC129788068	CQUJHB012981
OG0005102	LOC129794650	CQUJHB013968
OG0005103	LOC129792981	CQUJHB013748
OG0005104	LOC129794460	CQUJHB015300
OG0005105	LOC129796685	CQUJHB007531
OG0005106	LOC129796661	CQUJHB016793
OG0005107	LOC129795689	CQUJHB009124
OG0005108	LOC129796099	CQUJHB011210
OG0005109	LOC129786110	CQUJHB011496
OG0005110	LOC129786152	CQUJHB009613
OG0005111	LOC129796585	CQUJHB006625
OG0005112	LOC129796024	CQUJHB013342
OG0005113	LOC129792251	CQUJHB005207
OG0005114	LOC129795840	CQUJHB009975
OG0005115	LOC129795868	CQUJHB010759
OG0005116	LOC129795430	CQUJHB008580
OG0005117	LOC129787178	CQUJHB014906
OG0005118	LOC129790449	CQUJHB007381
OG0005119	LOC129790861	CQUJHB017957
OG0005120	LOC129790450	CQUJHB009883
OG0005121	LOC129792440	CQUJHB006323
OG0005122	LOC129797471	CQUJHB017525
OG0005123	LOC129792450	CQUJHB001809
OG0005124	LOC129797449	CQUJHB011317
OG0005125	LOC129797697	CQUJHB010218
OG0005126	LOC129797718	CQUJHB002385
OG0005127	LOC129797711	CQUJHB004661
OG0005128	LOC129788887	CQUJHB018263
OG0005129	LOC129786136	CQUJHB002981
OG0005130	LOC129795579	CQUJHB002096
OG0005131	LOC129794599	CQUJHB002652
OG0005132	LOC129794128	CQUJHB003448
OG0005133	LOC129794001	CQUJHB017627
OG0005134	LOC129792249	CQUJHB000675
OG0005135	LOC129794010	CQUJHB006466
OG0005136	LOC129793695	CQUJHB012420
OG0005137	LOC129793150	CQUJHB006240
OG0005138	LOC129792250	CQUJHB018333
OG0005139	LOC129793486	CQUJHB016922
OG0005140	LOC129788398	CQUJHB004703
OG0005141	LOC129788456	CQUJHB007946
OG0005142	LOC129788690	CQUJHB016734
OG0005143	LOC129787604	CQUJHB017817
OG0005144	LOC129797684	CQUJHB016108, CQUJHB016132
OG0005145	LOC129797278	CQUJHB007183
OG0005146	LOC129794906	CQUJHB014609
OG0005147	LOC129794758	CQUJHB007551
OG0005149	LOC129787828	CQUJHB013244
OG0005150	LOC129787330	CQUJHB014816
OG0005151	LOC129789561	CQUJHB012271
OG0005152	LOC129793934	CQUJHB014039
OG0005153	LOC129788512	CQUJHB010979
OG0005155	LOC129789349	CQUJHB007793
OG0005156	LOC129790043	CQUJHB002945
OG0005157	LOC129788490	CQUJHB014725
OG0005158	LOC129790812	CQUJHB005761
OG0005159	LOC129786694	CQUJHB000485
OG0005161	LOC129788911	CQUJHB004743
OG0005162	LOC129786704	CQUJHB010607
OG0005164	LOC129786689	CQUJHB014580
OG0005165	LOC129795562	CQUJHB018061
OG0005166	LOC129787534	CQUJHB015954
OG0005167	LOC129792237	CQUJHB013255
OG0005168	LOC129786942	CQUJHB013349
OG0005169	LOC129795277	CQUJHB011335
OG0005170	LOC129790166	CQUJHB005460
OG0005171	LOC129795385	CQUJHB005050
OG0005172	LOC129796437	CQUJHB012792
OG0005173	LOC129795614	CQUJHB004626
OG0005174	LOC129796475	CQUJHB014661
OG0005175	LOC129795716	CQUJHB012740
OG0005176	LOC129795493	CQUJHB017217
OG0005177	LOC129792326	CQUJHB016776
OG0005178	LOC129794903	CQUJHB004685
OG0005179	LOC129792915	CQUJHB007324
OG0005180	LOC129793574	CQUJHB018474
OG0005181	LOC129793797	CQUJHB009330
OG0005182	LOC129793280	CQUJHB005305
OG0005183	LOC129791208	CQUJHB011886
OG0005184	LOC129788576	CQUJHB005699
OG0005185	LOC129797438	CQUJHB016168
OG0005187	LOC129793851	CQUJHB011826
OG0005188	LOC129797419	CQUJHB015696
OG0005189	LOC129793601	CQUJHB003855
OG0005190	LOC129792870	CQUJHB000605
OG0005191	LOC129791432	CQUJHB004955
OG0005192	LOC129793975	CQUJHB016914
OG0005193	LOC129794938	CQUJHB008183
OG0005194	LOC129786141	CQUJHB000768
OG0005195	LOC129791973	CQUJHB006218
OG0005196	LOC129792019	CQUJHB005241
OG0005197	LOC129788924	CQUJHB012173
OG0005198	LOC129793620	CQUJHB013815
OG0005199	LOC129793506	CQUJHB003973
OG0005200	LOC129795433	CQUJHB007448
OG0005201	LOC129794212	CQUJHB005383
OG0005202	LOC129793623	CQUJHB017287
OG0005203	LOC129794211	CQUJHB011219
OG0005205	LOC129789928	CQUJHB010690
OG0005206	LOC129797143	CQUJHB011588
OG0005207	LOC129790336	CQUJHB015598
OG0005208	LOC129791139	CQUJHB013214
OG0005209	LOC129793393	CQUJHB003418
OG0005210	LOC129789528	CQUJHB006253
OG0005211	LOC129796499	CQUJHB003712
OG0005212	LOC129796341	CQUJHB015015
OG0005213	LOC129794667	CQUJHB012031
OG0005214	LOC129796434	CQUJHB001919
OG0005215	LOC129794665	CQUJHB011856
OG0005216	LOC129796015	CQUJHB014299
OG0005217	LOC129794838	CQUJHB010266
OG0005218	LOC129795929	CQUJHB013741
OG0005219	LOC129793817	CQUJHB000026
OG0005220	LOC129787943	CQUJHB004225
OG0005221	LOC129789589	CQUJHB004909
OG0005222	LOC129797039	CQUJHB017808
OG0005223	LOC129792239	CQUJHB002952
OG0005224	LOC129794984	CQUJHB018255
OG0005225	LOC129788391	CQUJHB001076, CQUJHB017890
OG0005226	LOC129795875	CQUJHB017767
OG0005227	LOC129794885	CQUJHB001452
OG0005228	LOC129795842	CQUJHB007801
OG0005229	LOC129794033	CQUJHB017933
OG0005230	LOC129795852	CQUJHB004292
OG0005231	LOC129795480	CQUJHB003985
OG0005232	LOC129788982	CQUJHB009400
OG0005234	LOC129787507	CQUJHB008786
OG0005235	LOC129791610	CQUJHB011201
OG0005236	LOC129794202	CQUJHB013874
OG0005237	LOC129796630	CQUJHB017137
OG0005238	LOC129794216	CQUJHB011094
OG0005239	LOC129788840	CQUJHB009878
OG0005240	LOC129788141	CQUJHB010312
OG0005241	LOC129790807	CQUJHB009036
OG0005242	LOC129792142	CQUJHB017874
OG0005243	LOC129796817	CQUJHB017196
OG0005244	LOC129796889	CQUJHB009672
OG0005245	LOC129795728	CQUJHB010249
OG0005246	LOC129789848	CQUJHB010215
OG0005247	LOC129792221	CQUJHB006447
OG0005248	LOC129789905	CQUJHB004180
OG0005249	LOC129794657	CQUJHB012052
OG0005250	LOC129787416	CQUJHB005180
OG0005251	LOC129795177	CQUJHB003549
OG0005252	LOC129794685	CQUJHB006382
OG0005253	LOC129794800	CQUJHB004082
OG0005254	LOC129794675	CQUJHB017556
OG0005255	LOC129793467	CQUJHB018378
OG0005256	LOC129791639	CQUJHB005606
OG0005257	LOC129792242	CQUJHB002852
OG0005258	LOC129792983	CQUJHB008484
OG0005259	LOC129797775	CQUJHB004766
OG0005260	LOC129791179	CQUJHB003433
OG0005261	LOC129797596	CQUJHB011328
OG0005262	LOC129797638	CQUJHB015755
OG0005263	LOC129792401	CQUJHB002480
OG0005264	LOC129791174	CQUJHB004086
OG0005265	LOC129794221	CQUJHB018388
OG0005266	LOC129793369	CQUJHB009459
OG0005267	LOC129786219	CQUJHB016159
OG0005268	LOC129790907	CQUJHB008813
OG0005269	LOC129790128	CQUJHB003044
OG0005270	LOC129787086	CQUJHB014182
OG0005271	LOC129797865	CQUJHB015095
OG0005272	LOC129785911	CQUJHB004781
OG0005273	LOC129787764	CQUJHB002938
OG0005274	LOC129793621	CQUJHB004313
OG0005275	LOC129795553	CQUJHB001952
OG0005276	LOC129788683	CQUJHB012511
