Orthogroup	AsinensisChina	CquinquefasciatusJHB2020
OG0004006	ASIC006990	CQUJHB008803
OG0004007	ASIC006930	CQUJHB009740
OG0004008	ASIC006986	CQUJHB003633
OG0004009	ASIC005741	CQUJHB016541, CQUJHB014382, CQUJHB012849, CQUJHB013778, CQUJHB006097, CQUJHB016031
OG0004010	ASIC006960	CQUJHB002034
OG0004011	ASIC005735	CQUJHB015599
OG0004012	ASIC006945	CQUJHB003303
OG0004013	ASIC006961	CQUJHB008480
OG0004014	ASIC006966	CQUJHB004091
OG0004015	ASIC006991	CQUJHB007836
OG0004016	ASIC006931	CQUJHB015631
OG0004017	ASIC006511	CQUJHB009135
OG0004018	ASIC006903	CQUJHB005813
OG0004019	ASIC006973	CQUJHB010248
OG0004020	ASIC006510	CQUJHB001316
OG0004021	ASIC003965	CQUJHB017822
OG0004022	ASIC006859	CQUJHB002791
OG0004023	ASIC003964	CQUJHB012512
OG0004024	ASIC003967	CQUJHB001191
OG0004025	ASIC006508	CQUJHB011838
OG0004026	ASIC016673	CQUJHB016510
OG0004027	ASIC019971	CQUJHB009531
OG0004028	ASIC008073	CQUJHB004611
OG0004029	ASIC011353	CQUJHB004435
OG0004030	ASIC019970	CQUJHB016830
OG0004031	ASIC011332	CQUJHB012375
OG0004032	ASIC011360	CQUJHB003541
OG0004033	ASIC011369	CQUJHB013894
OG0004034	ASIC011368	CQUJHB002838
OG0004035	ASIC019988	CQUJHB005258
OG0004036	ASIC011356	CQUJHB001218
OG0004037	ASIC011336	CQUJHB011633
OG0004038	ASIC019975	CQUJHB000392
OG0004040	ASIC005942	CQUJHB006982
OG0004041	ASIC009666	CQUJHB015743
OG0004042	ASIC020419	CQUJHB014420
OG0004043	ASIC007628	CQUJHB014422
OG0004044	ASIC009669	CQUJHB001363
OG0004045	ASIC005542	CQUJHB000978
OG0004046	ASIC009872	CQUJHB012596
OG0004047	ASIC006106	CQUJHB015161
OG0004048	ASIC006091	CQUJHB015214
OG0004049	ASIC006074	CQUJHB000953
OG0004050	ASIC006104	CQUJHB017520
OG0004051	ASIC012114	CQUJHB007956
OG0004052	ASIC006077	CQUJHB014561
OG0004053	ASIC006107	CQUJHB011471
OG0004054	ASIC006095	CQUJHB007439
OG0004055	ASIC012113	CQUJHB002494
OG0004056	ASIC006076	CQUJHB003387
OG0004057	ASIC006118	CQUJHB016422
OG0004058	ASIC006105	CQUJHB015705
OG0004059	ASIC006100	CQUJHB011321
OG0004060	ASIC019930	CQUJHB012422
OG0004062	ASIC015188	CQUJHB007652
OG0004063	ASIC008483	CQUJHB004557
OG0004064	ASIC020651	CQUJHB005016
OG0004065	ASIC020652	CQUJHB003228
OG0004066	ASIC018196	CQUJHB016660
OG0004067	ASIC008482	CQUJHB003126
OG0004068	ASIC018200	CQUJHB006629
OG0004069	ASIC020647	CQUJHB011120
OG0004070	ASIC020653	CQUJHB015739
OG0004071	ASIC017995	CQUJHB009713
OG0004072	ASIC020341	CQUJHB006862
OG0004073	ASIC011767	CQUJHB002753
OG0004074	ASIC020333	CQUJHB004595
OG0004075	ASIC011769	CQUJHB010468
OG0004076	ASIC020325	CQUJHB014716
OG0004077	ASIC011765	CQUJHB014262
OG0004079	ASIC011770	CQUJHB013834
OG0004080	ASIC020322	CQUJHB012597
OG0004081	ASIC015088	CQUJHB015228
OG0004082	ASIC008595	CQUJHB007054
OG0004083	ASIC017174	CQUJHB007891
OG0004084	ASIC018464	CQUJHB013899
OG0004085	ASIC008612	CQUJHB013334
OG0004086	ASIC008496	CQUJHB008671
OG0004087	ASIC011069	CQUJHB004281
OG0004088	ASIC008611	CQUJHB016816
OG0004089	ASIC006586	CQUJHB001708
OG0004090	ASIC008597	CQUJHB007716
OG0004091	ASIC018458	CQUJHB004503
OG0004092	ASIC018467	CQUJHB011924
OG0004093	ASIC018450	CQUJHB016883
OG0004094	ASIC021033	CQUJHB003521
OG0004095	ASIC004903	CQUJHB006777
OG0004098	ASIC004902	CQUJHB014212
OG0004099	ASIC014685	CQUJHB002282
OG0004100	ASIC021035	CQUJHB016348
OG0004102	ASIC013928	CQUJHB000397
OG0004103	ASIC009542	CQUJHB013566
OG0004104	ASIC013802	CQUJHB002440
OG0004105	ASIC021817	CQUJHB016487
OG0004106	ASIC021835	CQUJHB009403
OG0004107	ASIC021032	CQUJHB015550
OG0004108	ASIC018747	CQUJHB011693
OG0004109	ASIC011262	CQUJHB001301
OG0004110	ASIC011261	CQUJHB012418
OG0004111	ASIC007871	CQUJHB016578
OG0004112	ASIC011263	CQUJHB017667
OG0004113	ASIC011718	CQUJHB002871
OG0004114	ASIC003972	CQUJHB010223
OG0004115	ASIC017127	CQUJHB000614
OG0004116	ASIC007618	CQUJHB013492
OG0004117	ASIC010500	CQUJHB007614
OG0004118	ASIC016681	CQUJHB000502
OG0004119	ASIC003499	CQUJHB010826
OG0004120	ASIC010037	CQUJHB016373
OG0004121	ASIC010036	CQUJHB014703
OG0004122	ASIC010025	CQUJHB017807
OG0004123	ASIC003501	CQUJHB016033
OG0004124	ASIC021587	CQUJHB013309
OG0004125	ASIC013407	CQUJHB006215
OG0004126	ASIC021579	CQUJHB002388
OG0004127	ASIC010032	CQUJHB013611
OG0004128	ASIC010026	CQUJHB010631
OG0004129	ASIC003500	CQUJHB016259
OG0004130	ASIC013402	CQUJHB001428
OG0004131	ASIC003497	CQUJHB005680
OG0004132	ASIC010929	CQUJHB010926
OG0004133	ASIC013386	CQUJHB009584
OG0004134	ASIC018368	CQUJHB014137
OG0004135	ASIC017765, ASIC017766	CQUJHB012742
OG0004136	ASIC009300	CQUJHB012355
OG0004137	ASIC017767	CQUJHB002844
OG0004138	ASIC016630	CQUJHB000628
OG0004139	ASIC009304	CQUJHB007145
OG0004140	ASIC020043	CQUJHB005899
OG0004141	ASIC006551	CQUJHB008811
OG0004143	ASIC006625	CQUJHB013395
OG0004144	ASIC006624	CQUJHB009796
OG0004145	ASIC006631	CQUJHB011030
OG0004146	ASIC006635	CQUJHB009578
OG0004147	ASIC007428	CQUJHB000049
OG0004148	ASIC007430	CQUJHB000951
OG0004149	ASIC007404	CQUJHB008613
OG0004150	ASIC012487	CQUJHB005412
OG0004151	ASIC010210	CQUJHB005941
OG0004152	ASIC012708	CQUJHB008462
OG0004153	ASIC012485	CQUJHB012622
OG0004154	ASIC019835	CQUJHB015351
OG0004155	ASIC016359	CQUJHB001709
OG0004156	ASIC019834	CQUJHB014210
OG0004157	ASIC014332	CQUJHB003828
OG0004158	ASIC010206	CQUJHB012823
OG0004159	ASIC004441	CQUJHB007380
OG0004160	ASIC014333	CQUJHB011056
OG0004161	ASIC014331	CQUJHB015788
OG0004162	ASIC018831	CQUJHB012546
OG0004163	ASIC010082	CQUJHB002177
OG0004165	ASIC010073	CQUJHB002056
OG0004166	ASIC010083	CQUJHB017980
OG0004168	ASIC008813	CQUJHB007857
OG0004169	ASIC008907	CQUJHB015963
OG0004170	ASIC008838	CQUJHB002569
OG0004171	ASIC010070	CQUJHB006922
OG0004172	ASIC010072	CQUJHB003687
OG0004173	ASIC008779	CQUJHB003064
OG0004174	ASIC020243	CQUJHB011344
OG0004175	ASIC014277	CQUJHB009359
OG0004176	ASIC021863	CQUJHB008725
OG0004177	ASIC012646	CQUJHB018167
OG0004178	ASIC020244	CQUJHB000523
OG0004179	ASIC014278	CQUJHB018277
OG0004180	ASIC011973	CQUJHB017697
OG0004181	ASIC005499	CQUJHB016581
OG0004182	ASIC020247	CQUJHB001396
OG0004183	ASIC019492	CQUJHB009607
OG0004184	ASIC003071	CQUJHB002200
OG0004185	ASIC014279	CQUJHB013240
OG0004186	ASIC015645	CQUJHB017273
OG0004187	ASIC015163	CQUJHB003573
OG0004188	ASIC018194	CQUJHB011510
OG0004190	ASIC018236	CQUJHB006739
OG0004191	ASIC018195	CQUJHB015457
OG0004192	ASIC018193	CQUJHB004320
OG0004193	ASIC018242	CQUJHB003026
OG0004194	ASIC015654	CQUJHB009338
OG0004195	ASIC015366	CQUJHB003238
OG0004196	ASIC014468	CQUJHB010254
OG0004197	ASIC021895	CQUJHB011033
OG0004198	ASIC009867	CQUJHB002549
OG0004199	ASIC008921	CQUJHB007397
OG0004200	ASIC009860	CQUJHB011875
OG0004201	ASIC008919	CQUJHB008780
OG0004202	ASIC003933	CQUJHB015437
OG0004203	ASIC003932	CQUJHB017977
OG0004204	ASIC006417	CQUJHB010969
OG0004205	ASIC005113	CQUJHB003835
OG0004206	ASIC006344	CQUJHB012763
OG0004207	ASIC006226	CQUJHB007978
OG0004208	ASIC006343	CQUJHB015350
OG0004209	ASIC010295	CQUJHB001977
OG0004210	ASIC006263	CQUJHB011429
OG0004211	ASIC003935	CQUJHB012112
OG0004212	ASIC013048	CQUJHB014526
OG0004213	ASIC008953	CQUJHB009988
OG0004214	ASIC004475	CQUJHB003504
OG0004215	ASIC004473	CQUJHB000644
OG0004216	ASIC009477	CQUJHB010373
OG0004217	ASIC004474	CQUJHB005718
OG0004218	ASIC004477	CQUJHB011593
OG0004219	ASIC018250	CQUJHB012810
OG0004220	ASIC020025	CQUJHB004495
OG0004221	ASIC020024	CQUJHB011464
OG0004222	ASIC020023	CQUJHB002521
OG0004223	ASIC009025	CQUJHB015569
OG0004224	ASIC021686	CQUJHB003879
OG0004225	ASIC008973	CQUJHB014779
OG0004226	ASIC008980	CQUJHB008724
OG0004227	ASIC014715	CQUJHB011178
OG0004228	ASIC004653	CQUJHB007740
OG0004229	ASIC014714	CQUJHB001813
OG0004230	ASIC021681	CQUJHB010558
OG0004231	ASIC008987	CQUJHB017883
OG0004232	ASIC006210	CQUJHB005764
OG0004233	ASIC006366	CQUJHB001543
OG0004234	ASIC006194	CQUJHB013915
OG0004235	ASIC010114	CQUJHB015198, CQUJHB008346
OG0004236	ASIC006209	CQUJHB013493
OG0004237	ASIC006805	CQUJHB017470
OG0004238	ASIC003974	CQUJHB004919
OG0004239	ASIC020288	CQUJHB000867
OG0004240	ASIC010464	CQUJHB002374
OG0004241	ASIC018417	CQUJHB003834
OG0004242	ASIC018409	CQUJHB011484
OG0004243	ASIC018420	CQUJHB017848
OG0004244	ASIC016635	CQUJHB012194
OG0004245	ASIC003114	CQUJHB016257
OG0004247	ASIC015749	CQUJHB011319
OG0004248	ASIC016634	CQUJHB001922
OG0004249	ASIC010462	CQUJHB013368
OG0004250	ASIC018665	CQUJHB011135
OG0004251	ASIC018950	CQUJHB013361
OG0004252	ASIC018949	CQUJHB003463
OG0004253	ASIC004109	CQUJHB011170
OG0004254	ASIC012737	CQUJHB014871
OG0004255	ASIC018755	CQUJHB015060
OG0004256	ASIC018754	CQUJHB002835
OG0004257	ASIC001738	CQUJHB010335
OG0004258	ASIC006520	CQUJHB015866
OG0004259	ASIC004824	CQUJHB011675
OG0004260	ASIC018300	CQUJHB014143
OG0004261	ASIC005102	CQUJHB000393
OG0004262	ASIC018302	CQUJHB015928
OG0004263	ASIC007516	CQUJHB014717
OG0004264	ASIC012476	CQUJHB013273
OG0004265	ASIC007521	CQUJHB007730
OG0004266	ASIC003493	CQUJHB011127
OG0004267	ASIC015699	CQUJHB016228
OG0004268	ASIC011119	CQUJHB013743
OG0004269	ASIC014106	CQUJHB016177
OG0004271	ASIC013829	CQUJHB007391
OG0004272	ASIC009945	CQUJHB011707
OG0004273	ASIC021169	CQUJHB010714
OG0004274	ASIC018646	CQUJHB011979
OG0004275	ASIC009159	CQUJHB002741
OG0004276	ASIC013086	CQUJHB012292
OG0004277	ASIC006659	CQUJHB015383
OG0004278	ASIC010429	CQUJHB011729
OG0004279	ASIC018651	CQUJHB005484
OG0004280	ASIC010426	CQUJHB003641
OG0004281	ASIC006658	CQUJHB009968
OG0004282	ASIC015776	CQUJHB011048
OG0004283	ASIC018644	CQUJHB005847
OG0004284	ASIC010441	CQUJHB007917
OG0004285	ASIC001939	CQUJHB017847
OG0004286	ASIC015899	CQUJHB014515
OG0004287	ASIC007901	CQUJHB014547
OG0004288	ASIC001938	CQUJHB006281
OG0004289	ASIC017961	CQUJHB007110
OG0004290	ASIC014389	CQUJHB009952
OG0004291	ASIC014369	CQUJHB012036
OG0004292	ASIC014396	CQUJHB017199
OG0004293	ASIC014394	CQUJHB012871
OG0004294	ASIC014372	CQUJHB006100
OG0004295	ASIC019619	CQUJHB010014
OG0004296	ASIC014407	CQUJHB014617
OG0004297	ASIC008214	CQUJHB006941
OG0004298	ASIC008282	CQUJHB015282
OG0004299	ASIC008217	CQUJHB016632
OG0004300	ASIC008220	CQUJHB003917
OG0004301	ASIC008284	CQUJHB015826
OG0004302	ASIC012684	CQUJHB010740
OG0004303	ASIC008305	CQUJHB004398
OG0004304	ASIC005341	CQUJHB003489
OG0004305	ASIC012679	CQUJHB004789
OG0004306	ASIC008304	CQUJHB009766
OG0004307	ASIC003281	CQUJHB012577
OG0004308	ASIC008302	CQUJHB015810
OG0004309	ASIC008218	CQUJHB008119
OG0004311	ASIC001871	CQUJHB003502
OG0004312	ASIC018054	CQUJHB003960
OG0004313	ASIC018044	CQUJHB006480
OG0004314	ASIC018045	CQUJHB001193
OG0004315	ASIC005091	CQUJHB004816
OG0004316	ASIC018317	CQUJHB012085
OG0004317	ASIC018056	CQUJHB016213
OG0004318	ASIC018304	CQUJHB004730
OG0004319	ASIC018060	CQUJHB018146
OG0004320	ASIC016926	CQUJHB017360
OG0004321	ASIC018057	CQUJHB007449
OG0004322	ASIC005096	CQUJHB016511
OG0004323	ASIC018028	CQUJHB012532
OG0004324	ASIC005095	CQUJHB006288
OG0004325	ASIC018306	CQUJHB015221
OG0004326	ASIC005080	CQUJHB006804
OG0004327	ASIC018308	CQUJHB013366
OG0004328	ASIC018046	CQUJHB000179
OG0004329	ASIC018179	CQUJHB014659
OG0004330	ASIC005089	CQUJHB013064
OG0004331	ASIC007778	CQUJHB003801
OG0004332	ASIC003771	CQUJHB011463
OG0004333	ASIC018384	CQUJHB018264
OG0004334	ASIC008934	CQUJHB015839
OG0004335	ASIC015509	CQUJHB016479
OG0004336	ASIC018144	CQUJHB013527
OG0004337	ASIC013905	CQUJHB003047
OG0004338	ASIC019702	CQUJHB015494
OG0004339	ASIC018395	CQUJHB008912
OG0004340	ASIC007781	CQUJHB002123
OG0004341	ASIC017771	CQUJHB013375
OG0004342	ASIC003774	CQUJHB003685
OG0004343	ASIC010030	CQUJHB013932
OG0004344	ASIC011079	CQUJHB016700
OG0004345	ASIC011003	CQUJHB007049
OG0004346	ASIC012553	CQUJHB013882
OG0004347	ASIC017654	CQUJHB002892
OG0004348	ASIC017978	CQUJHB016344
OG0004349	ASIC019342	CQUJHB000539
OG0004350	ASIC010867	CQUJHB008586
OG0004351	ASIC017658	CQUJHB002465
OG0004352	ASIC010764	CQUJHB013043
OG0004353	ASIC017976	CQUJHB003952
OG0004354	ASIC013551	CQUJHB002575
OG0004355	ASIC019347	CQUJHB016813
OG0004356	ASIC017656	CQUJHB001851
OG0004357	ASIC017980	CQUJHB006321
OG0004358	ASIC017652	CQUJHB009137
OG0004359	ASIC017977	CQUJHB002824
OG0004360	ASIC008119	CQUJHB004441
OG0004361	ASIC010865	CQUJHB018067
OG0004362	ASIC019350	CQUJHB012689
OG0004363	ASIC005406	CQUJHB011711
OG0004365	ASIC021212	CQUJHB011784
OG0004366	ASIC021217	CQUJHB014936
OG0004367	ASIC021213	CQUJHB017233
OG0004368	ASIC021216	CQUJHB017448
OG0004369	ASIC010926	CQUJHB003629
OG0004371	ASIC005239	CQUJHB004715
OG0004372	ASIC015074	CQUJHB007726
OG0004373	ASIC011037	CQUJHB018304
OG0004374	ASIC005238	CQUJHB000925
OG0004375	ASIC022201	CQUJHB016535
OG0004376	ASIC022188	CQUJHB016244, CQUJHB006326, CQUJHB007625
OG0004377	ASIC008348	CQUJHB013718
OG0004378	ASIC012169	CQUJHB000486
OG0004379	ASIC020700	CQUJHB010018
OG0004380	ASIC012159	CQUJHB012909
OG0004381	ASIC020393	CQUJHB007920
OG0004382	ASIC012164	CQUJHB014383
OG0004383	ASIC014611	CQUJHB003167
OG0004384	ASIC017280, ASIC017281	CQUJHB007738
OG0004385	ASIC012170	CQUJHB007505
OG0004386	ASIC020697	CQUJHB009728
OG0004387	ASIC012181	CQUJHB015666
OG0004388	ASIC020701	CQUJHB006713
OG0004389	ASIC020702	CQUJHB015009
OG0004390	ASIC020786	CQUJHB003327
OG0004391	ASIC014607	CQUJHB006820
OG0004392	ASIC014621	CQUJHB003678
OG0004393	ASIC014618	CQUJHB008175
OG0004394	ASIC014613	CQUJHB003853
OG0004395	ASIC014615	CQUJHB004533
OG0004396	ASIC012183	CQUJHB018370
OG0004397	ASIC019610	CQUJHB016473
OG0004398	ASIC019174	CQUJHB001348
OG0004399	ASIC019665	CQUJHB004628
OG0004400	ASIC019621	CQUJHB012605
OG0004401	ASIC019888	CQUJHB012653
OG0004402	ASIC019632	CQUJHB015189
OG0004403	ASIC019831	CQUJHB015951
OG0004405	ASIC012640	CQUJHB006558
OG0004407	ASIC014299	CQUJHB018365
OG0004408	ASIC020934	CQUJHB003630
OG0004409	ASIC012478	CQUJHB014447
OG0004410	ASIC013877	CQUJHB007988
OG0004411	ASIC018360	CQUJHB009838
OG0004412	ASIC002568	CQUJHB007671
OG0004413	ASIC010285	CQUJHB010699
OG0004414	ASIC020003	CQUJHB008511
OG0004415	ASIC020004	CQUJHB011229
OG0004416	ASIC010287	CQUJHB017151
OG0004417	ASIC006237	CQUJHB013317
OG0004418	ASIC002814	CQUJHB000240
OG0004419	ASIC008460	CQUJHB011049
OG0004420	ASIC002823	CQUJHB008836
OG0004421	ASIC002815	CQUJHB003113
OG0004423	ASIC002821	CQUJHB007025
OG0004424	ASIC002818	CQUJHB014074
OG0004425	ASIC002819	CQUJHB009821
OG0004426	ASIC020716	CQUJHB004839
OG0004427	ASIC002816	CQUJHB000022
OG0004428	ASIC002278	CQUJHB003784
OG0004429	ASIC004592	CQUJHB001989
OG0004430	ASIC013969	CQUJHB016134
OG0004431	ASIC020252	CQUJHB000154
OG0004432	ASIC013970	CQUJHB017205
OG0004433	ASIC020251	CQUJHB013136
OG0004434	ASIC004596	CQUJHB006828
OG0004435	ASIC017354	CQUJHB011079
OG0004436	ASIC004593	CQUJHB007307
OG0004437	ASIC013971	CQUJHB013222
OG0004438	ASIC013311	CQUJHB002706
OG0004439	ASIC002281	CQUJHB006831
OG0004440	ASIC011963	CQUJHB018323
OG0004441	ASIC011965	CQUJHB009505
OG0004442	ASIC014271	CQUJHB008491
OG0004443	ASIC011960	CQUJHB005152
OG0004444	ASIC011962	CQUJHB016448
OG0004445	ASIC011959	CQUJHB006237
OG0004446	ASIC011966	CQUJHB013651
OG0004447	ASIC014269	CQUJHB015718
OG0004448	ASIC011961	CQUJHB009422
OG0004449	ASIC008670	CQUJHB016810
OG0004450	ASIC008671	CQUJHB000100
OG0004451	ASIC013575	CQUJHB017058
OG0004452	ASIC012528	CQUJHB008323
OG0004453	ASIC019964	CQUJHB009211
OG0004454	ASIC018260	CQUJHB000704
OG0004455	ASIC018276	CQUJHB008577
OG0004456	ASIC022301	CQUJHB000267
OG0004457	ASIC018263	CQUJHB010593
OG0004458	ASIC004979	CQUJHB009797
OG0004459	ASIC018272	CQUJHB000509
OG0004460	ASIC018273	CQUJHB004500
OG0004461	ASIC018269	CQUJHB004849
OG0004462	ASIC019943	CQUJHB013456
OG0004463	ASIC017987	CQUJHB010846
OG0004464	ASIC018185	CQUJHB015323
OG0004465	ASIC015924	CQUJHB015558
OG0004466	ASIC018190	CQUJHB007103
OG0004467	ASIC018230	CQUJHB004436
OG0004468	ASIC018189	CQUJHB003121
OG0004469	ASIC004305	CQUJHB012507
OG0004470	ASIC002918	CQUJHB006676
OG0004471	ASIC004327, ASIC004328	CQUJHB009660
OG0004472	ASIC021514	CQUJHB009088
OG0004473	ASIC011095	CQUJHB007047
OG0004474	ASIC021513	CQUJHB008006
OG0004475	ASIC009926	CQUJHB005997
OG0004476	ASIC007568	CQUJHB014753
OG0004478	ASIC004350	CQUJHB004726
OG0004479	ASIC016376	CQUJHB004039
OG0004480	ASIC021214	CQUJHB014897
OG0004481	ASIC004929	CQUJHB003846
OG0004482	ASIC015201	CQUJHB003701
OG0004484	ASIC004938	CQUJHB001565
OG0004485	ASIC004937	CQUJHB007908
OG0004486	ASIC019494	CQUJHB003149
OG0004487	ASIC004936	CQUJHB017255
OG0004488	ASIC006906	CQUJHB010292
OG0004489	ASIC008234	CQUJHB011669
OG0004490	ASIC014054	CQUJHB004031
OG0004492	ASIC008226	CQUJHB008802
OG0004493	ASIC008235	CQUJHB014657
OG0004494	ASIC008228	CQUJHB013373
OG0004495	ASIC010085	CQUJHB013871
OG0004496	ASIC022229	CQUJHB003365
OG0004497	ASIC017343	CQUJHB004272
OG0004498	ASIC007608	CQUJHB002331
OG0004499	ASIC017013	CQUJHB001948
OG0004500	ASIC003000	CQUJHB006180
OG0004501	ASIC007574	CQUJHB018384
OG0004502	ASIC009707	CQUJHB008283
OG0004503	ASIC016049	CQUJHB008732
OG0004504	ASIC021991	CQUJHB001518
OG0004505	ASIC021993	CQUJHB008265
OG0004506	ASIC021719	CQUJHB002680
OG0004507	ASIC021098	CQUJHB011010
OG0004508	ASIC021986	CQUJHB017752
OG0004510	ASIC021988	CQUJHB009500
OG0004511	ASIC005358	CQUJHB002587
OG0004512	ASIC006338	CQUJHB001005
OG0004513	ASIC016852	CQUJHB001023
OG0004514	ASIC009611	CQUJHB014202
OG0004515	ASIC015084	CQUJHB000167
OG0004516	ASIC007132	CQUJHB002559
OG0004517	ASIC007130	CQUJHB008065
OG0004518	ASIC005357	CQUJHB004147
OG0004519	ASIC019573	CQUJHB004838
OG0004520	ASIC007738	CQUJHB000160
OG0004521	ASIC006132	CQUJHB008954
OG0004522	ASIC013617	CQUJHB009666
OG0004523	ASIC006136	CQUJHB001335
OG0004524	ASIC013618	CQUJHB004163
OG0004525	ASIC013616	CQUJHB012649
OG0004526	ASIC008010	CQUJHB004200
OG0004528	ASIC013627	CQUJHB008477
OG0004529	ASIC017585	CQUJHB011309
OG0004530	ASIC013630	CQUJHB009677
OG0004531	ASIC008552	CQUJHB006659
OG0004532	ASIC008533	CQUJHB010804
OG0004533	ASIC008679	CQUJHB013581
OG0004534	ASIC011507	CQUJHB006285
OG0004535	ASIC008538	CQUJHB008296
OG0004536	ASIC011484	CQUJHB012476
OG0004537	ASIC009324	CQUJHB004846
OG0004538	ASIC002173	CQUJHB005128
OG0004539	ASIC008940	CQUJHB013737
OG0004540	ASIC009291	CQUJHB004943
OG0004541	ASIC017833	CQUJHB016400
OG0004542	ASIC008941	CQUJHB016354
OG0004544	ASIC013370	CQUJHB010859
OG0004545	ASIC011477	CQUJHB001995
OG0004547	ASIC011475	CQUJHB007106
OG0004548	ASIC011476	CQUJHB009596
OG0004549	ASIC013348	CQUJHB017779
OG0004550	ASIC011467	CQUJHB013465
OG0004552	ASIC013269	CQUJHB012063
OG0004553	ASIC020120	CQUJHB011744
OG0004554	ASIC008897	CQUJHB015604
OG0004555	ASIC008887	CQUJHB011778
OG0004556	ASIC005970	CQUJHB001112
OG0004557	ASIC016985	CQUJHB017791
OG0004558	ASIC005971	CQUJHB015967
OG0004559	ASIC016984	CQUJHB004359
OG0004560	ASIC004752	CQUJHB000621
OG0004561	ASIC019232	CQUJHB015958
OG0004562	ASIC015206	CQUJHB001811
OG0004563	ASIC004760	CQUJHB000948
OG0004564	ASIC004785	CQUJHB008513
OG0004565	ASIC004758	CQUJHB000124
OG0004566	ASIC015208	CQUJHB018358
OG0004567	ASIC004756	CQUJHB014930
OG0004568	ASIC004166	CQUJHB006177
OG0004569	ASIC019213	CQUJHB013416
OG0004570	ASIC003225	CQUJHB005665
OG0004571	ASIC015006	CQUJHB004188
OG0004572	ASIC010488	CQUJHB014006
OG0004573	ASIC015004	CQUJHB002120
OG0004574	ASIC007171	CQUJHB011692
OG0004575	ASIC004849	CQUJHB005119
OG0004576	ASIC003223	CQUJHB001294
OG0004577	ASIC015003	CQUJHB009237
OG0004578	ASIC003224	CQUJHB000453
OG0004579	ASIC007348	CQUJHB009621
OG0004580	ASIC007355	CQUJHB007464
OG0004581	ASIC007356	CQUJHB006749
OG0004582	ASIC007352	CQUJHB013724
OG0004583	ASIC007350	CQUJHB003111
OG0004584	ASIC007354	CQUJHB017554
OG0004585	ASIC007345	CQUJHB000470
OG0004586	ASIC006883	CQUJHB011539
OG0004587	ASIC014125	CQUJHB011944
OG0004588	ASIC014126	CQUJHB002140
OG0004589	ASIC014137	CQUJHB017258
OG0004590	ASIC014133	CQUJHB013443
OG0004591	ASIC006885	CQUJHB015123
OG0004592	ASIC006887	CQUJHB010517
OG0004593	ASIC014130	CQUJHB003560
OG0004594	ASIC006678	CQUJHB009091
OG0004595	ASIC020824	CQUJHB017834
OG0004596	ASIC020819	CQUJHB016370
OG0004597	ASIC020817	CQUJHB008493
OG0004598	ASIC020826	CQUJHB009320
OG0004599	ASIC013210	CQUJHB004848
OG0004600	ASIC013321	CQUJHB010695
OG0004601	ASIC004083	CQUJHB008276
OG0004602	ASIC020822	CQUJHB010400
OG0004603	ASIC013211	CQUJHB009808
OG0004604	ASIC020830	CQUJHB004371
OG0004605	ASIC019909	CQUJHB006203
OG0004606	ASIC017424	CQUJHB006214
OG0004607	ASIC013688	CQUJHB000897
OG0004608	ASIC003600	CQUJHB010211
OG0004609	ASIC011994	CQUJHB014417
OG0004610	ASIC006152	CQUJHB001272
OG0004611	ASIC015931	CQUJHB000172
OG0004612	ASIC016745	CQUJHB010068
OG0004613	ASIC003414	CQUJHB017820
OG0004614	ASIC008121	CQUJHB000739
OG0004615	ASIC009292	CQUJHB006701
OG0004616	ASIC003413	CQUJHB015250
OG0004617	ASIC009295	CQUJHB009326
OG0004618	ASIC011698	CQUJHB001392
OG0004619	ASIC019078	CQUJHB002255
OG0004620	ASIC020831	CQUJHB000431
OG0004621	ASIC008007	CQUJHB015314
OG0004623	ASIC014165	CQUJHB006834
OG0004624	ASIC006469	CQUJHB013105
OG0004625	ASIC006468	CQUJHB012996
OG0004626	ASIC006484	CQUJHB002041
OG0004627	ASIC009095	CQUJHB018169
OG0004628	ASIC014166	CQUJHB011430
OG0004629	ASIC006477	CQUJHB017405
OG0004630	ASIC004888	CQUJHB002995
OG0004631	ASIC006486	CQUJHB004116
OG0004632	ASIC017272	CQUJHB011241
OG0004633	ASIC004889	CQUJHB017229
OG0004634	ASIC013555	CQUJHB007715
OG0004635	ASIC013623	CQUJHB008848
OG0004636	ASIC013554	CQUJHB008844
OG0004637	ASIC014544	CQUJHB017044
OG0004638	ASIC014632	CQUJHB005609
OG0004639	ASIC010150	CQUJHB012150
OG0004640	ASIC006600	CQUJHB003099
OG0004641	ASIC013563	CQUJHB018453
OG0004642	ASIC009286	CQUJHB004912
OG0004643	ASIC000090	CQUJHB000873
OG0004644	ASIC015526	CQUJHB002912
OG0004645	ASIC017496	CQUJHB009604
OG0004646	ASIC002444	CQUJHB007021
OG0004647	ASIC021619	CQUJHB009855
OG0004648	ASIC002443	CQUJHB015708
OG0004649	ASIC015061	CQUJHB014456
OG0004650	ASIC021623	CQUJHB015424
OG0004651	ASIC019657	CQUJHB000051
OG0004652	ASIC019651	CQUJHB015277
OG0004653	ASIC019666	CQUJHB001424
OG0004654	ASIC019664	CQUJHB012938
OG0004655	ASIC002441	CQUJHB005544
OG0004656	ASIC017438	CQUJHB015397
OG0004658	ASIC010343	CQUJHB007802
OG0004659	ASIC021881	CQUJHB002599
OG0004660	ASIC021887	CQUJHB002734
OG0004661	ASIC011157	CQUJHB001899
OG0004662	ASIC003267	CQUJHB001394
OG0004663	ASIC005618	CQUJHB001628
