Orthogroup	AsinensisChina	AfunestusAfunGA1
OG0005212	ASIC017846	AFUN2_010519
OG0005213	ASIC017843	AFUN2_010538
OG0005214	ASIC005045	AFUN2_014168
OG0005215	ASIC017844	AFUN2_008596
OG0005216	ASIC017849	AFUN2_013419
OG0005217	ASIC011919	AFUN2_006761
OG0005218	ASIC017847	AFUN2_008921
OG0005219	ASIC005044	AFUN2_007634
OG0005220	ASIC003949	AFUN2_011737
OG0005221	ASIC017198	AFUN2_010897
OG0005222	ASIC017193	AFUN2_005653
OG0005223	ASIC008008	AFUN2_013140
OG0005224	ASIC008009	AFUN2_007539
OG0005225	ASIC020680	AFUN2_010218
OG0005226	ASIC008006	AFUN2_013125
OG0005227	ASIC020687	AFUN2_008347
OG0005228	ASIC008005	AFUN2_003483
OG0005229	ASIC020086	AFUN2_009399
OG0005230	ASIC008003	AFUN2_014416
OG0005231	ASIC013295	AFUN2_011938
OG0005232	ASIC020250	AFUN2_006571
OG0005233	ASIC012503	AFUN2_013601
OG0005234	ASIC009846	AFUN2_007646
OG0005235	ASIC016477	AFUN2_002665
OG0005236	ASIC016482	AFUN2_005739
OG0005237	ASIC016485	AFUN2_008591
OG0005238	ASIC016484	AFUN2_007568
OG0005239	ASIC009941	AFUN2_005673
OG0005240	ASIC020745	AFUN2_010953
OG0005241	ASIC020744	AFUN2_010684
OG0005242	ASIC010820	AFUN2_007943
OG0005243	ASIC008408	AFUN2_003561
OG0005244	ASIC008405	AFUN2_010863
OG0005245	ASIC016035	AFUN2_012535
OG0005246	ASIC013460	AFUN2_009133
OG0005247	ASIC013343	AFUN2_012290
OG0005248	ASIC013459	AFUN2_013408
OG0005249	ASIC016533	AFUN2_006158
OG0005250	ASIC021046	AFUN2_010567
OG0005251	ASIC015434	AFUN2_001229
OG0005252	ASIC015408	AFUN2_004726
OG0005253	ASIC015411	AFUN2_002157
OG0005254	ASIC015405	AFUN2_011643
OG0005255	ASIC016380	AFUN2_010057
OG0005256	ASIC011719	AFUN2_001453
OG0005257	ASIC012344	AFUN2_008574
OG0005258	ASIC012350	AFUN2_003490
OG0005259	ASIC003169	AFUN2_000931
OG0005260	ASIC006587	AFUN2_013884
OG0005261	ASIC003168	AFUN2_012850
OG0005262	ASIC003170	AFUN2_003711
OG0005263	ASIC003165	AFUN2_003272
OG0005264	ASIC006590	AFUN2_004653
OG0005265	ASIC019788	AFUN2_009939
OG0005266	ASIC012925	AFUN2_012913
OG0005267	ASIC003070	AFUN2_010720
OG0005268	ASIC011970	AFUN2_003476
OG0005269	ASIC013972	AFUN2_002383
OG0005270	ASIC004087	AFUN2_013780
OG0005271	ASIC013314	AFUN2_011044
OG0005272	ASIC004084	AFUN2_003428
OG0005273	ASIC012656	AFUN2_012808
OG0005274	ASIC016502	AFUN2_000834
OG0005275	ASIC003210	AFUN2_003449
OG0005276	ASIC012377	AFUN2_003426
OG0005277	ASIC021811	AFUN2_007042
OG0005278	ASIC011008	AFUN2_011153
OG0005279	ASIC012375	AFUN2_005835
OG0005280	ASIC020045	AFUN2_000496
OG0005281	ASIC020035	AFUN2_001166
OG0005282	ASIC008357	AFUN2_007183
OG0005283	ASIC006050	AFUN2_005764
OG0005284	ASIC019803	AFUN2_008398
OG0005285	ASIC006051	AFUN2_006482
OG0005286	ASIC006112	AFUN2_014476
OG0005287	ASIC017231	AFUN2_000649
OG0005288	ASIC017230	AFUN2_014637
OG0005289	ASIC017228	AFUN2_012560
OG0005290	ASIC008658	AFUN2_014573
OG0005291	ASIC006611	AFUN2_006318
OG0005292	ASIC000263	AFUN2_010290
OG0005293	ASIC008665	AFUN2_011484
OG0005294	ASIC008663	AFUN2_003960
OG0005295	ASIC016256	AFUN2_009728
OG0005296	ASIC010832	AFUN2_006801
OG0005297	ASIC010830	AFUN2_005736
OG0005298	ASIC007968	AFUN2_002863
OG0005300	ASIC019084	AFUN2_011743
OG0005301	ASIC019060	AFUN2_011656
OG0005302	ASIC011374	AFUN2_010625
OG0005304	ASIC020273	AFUN2_007903
OG0005305	ASIC021015	AFUN2_007742
OG0005306	ASIC021354	AFUN2_005847
OG0005307	ASIC021009	AFUN2_013038
OG0005308	ASIC021014	AFUN2_006173
OG0005309	ASIC009671	AFUN2_012097
OG0005310	ASIC006355	AFUN2_014499
OG0005311	ASIC002463	AFUN2_001051
OG0005312	ASIC016638	AFUN2_005552
OG0005313	ASIC010253	AFUN2_002918
OG0005314	ASIC020420	AFUN2_004575
OG0005315	ASIC007664	AFUN2_013862
OG0005316	ASIC005924	AFUN2_003339
OG0005317	ASIC015403	AFUN2_003924
OG0005318	ASIC015401	AFUN2_009667
OG0005319	ASIC002805	AFUN2_007619
OG0005321	ASIC002809	AFUN2_004038
OG0005322	ASIC002788	AFUN2_004179
OG0005323	ASIC007228	AFUN2_008729
OG0005324	ASIC007236	AFUN2_004129
OG0005325	ASIC007230	AFUN2_009208
OG0005326	ASIC007231	AFUN2_009777
OG0005328	ASIC019312	AFUN2_011045
OG0005329	ASIC009326	AFUN2_008253
OG0005330	ASIC009328	AFUN2_003822
OG0005331	ASIC019314	AFUN2_003564
OG0005332	ASIC009327	AFUN2_013039
OG0005333	ASIC005403	AFUN2_010581
OG0005334	ASIC018703	AFUN2_014248
OG0005335	ASIC018702	AFUN2_013405
OG0005336	ASIC018790	AFUN2_007017
OG0005337	ASIC018705	AFUN2_002007
OG0005338	ASIC005252	AFUN2_004955
OG0005339	ASIC013496	AFUN2_009885
OG0005340	ASIC008504	AFUN2_002215
OG0005341	ASIC008505	AFUN2_009203
OG0005342	ASIC009201	AFUN2_012352
OG0005343	ASIC019220	AFUN2_011686
OG0005344	ASIC008506	AFUN2_008456
OG0005345	ASIC008511	AFUN2_007143
OG0005346	ASIC003161	AFUN2_010748
OG0005347	ASIC016622	AFUN2_002467
OG0005348	ASIC020573	AFUN2_014206
OG0005349	ASIC008451	AFUN2_006820
OG0005350	ASIC010170	AFUN2_003780
OG0005351	ASIC018480	AFUN2_009585
OG0005353	ASIC011228	AFUN2_005433
OG0005354	ASIC002701	AFUN2_013224
OG0005355	ASIC010715	AFUN2_011461
OG0005356	ASIC002807	AFUN2_011154
OG0005357	ASIC010716	AFUN2_007852
OG0005358	ASIC010905	AFUN2_004502
OG0005359	ASIC007161	AFUN2_003709
OG0005360	ASIC007462	AFUN2_006792
OG0005361	ASIC007360	AFUN2_008533
OG0005362	ASIC014374	AFUN2_003375
OG0005363	ASIC013082	AFUN2_008891
OG0005364	ASIC007139	AFUN2_008610
OG0005365	ASIC013078	AFUN2_011254
OG0005366	ASIC013080	AFUN2_000864
OG0005367	ASIC013076	AFUN2_014442
OG0005368	ASIC017770	AFUN2_013807
OG0005369	ASIC022362	AFUN2_007172
OG0005370	ASIC017795	AFUN2_010611
OG0005371	ASIC022357	AFUN2_008445
OG0005372	ASIC017785	AFUN2_014354
OG0005373	ASIC007157	AFUN2_002852
OG0005374	ASIC017092	AFUN2_014189
OG0005375	ASIC007469	AFUN2_004453
OG0005376	ASIC011425	AFUN2_005167
OG0005377	ASIC007140	AFUN2_004570
OG0005378	ASIC003936	AFUN2_008951
OG0005379	ASIC015572	AFUN2_011060
OG0005380	ASIC008470	AFUN2_002306
OG0005381	ASIC002478	AFUN2_010738
OG0005382	ASIC008469	AFUN2_002635
OG0005383	ASIC020785	AFUN2_013468
OG0005384	ASIC020781	AFUN2_009137
OG0005386	ASIC010001	AFUN2_005436
OG0005388	ASIC002911	AFUN2_011007
OG0005389	ASIC002860	AFUN2_009426
OG0005391	ASIC002897	AFUN2_006415
OG0005392	ASIC009468	AFUN2_012719
OG0005393	ASIC020372	AFUN2_011731
OG0005394	ASIC020358	AFUN2_008220
OG0005395	ASIC004676	AFUN2_005494
OG0005396	ASIC008249	AFUN2_006766
OG0005397	ASIC008245	AFUN2_013790
OG0005398	ASIC004613	AFUN2_013375
OG0005400	ASIC020084	AFUN2_004034
OG0005401	ASIC021521	AFUN2_002423
OG0005402	ASIC021392	AFUN2_012128
OG0005403	ASIC001840	AFUN2_007484
OG0005404	ASIC004740	AFUN2_011545
OG0005405	ASIC007114	AFUN2_001346
OG0005406	ASIC020083	AFUN2_003836
OG0005407	ASIC006288	AFUN2_012089
OG0005408	ASIC013282	AFUN2_002829
OG0005409	ASIC013270	AFUN2_011117
OG0005410	ASIC009103	AFUN2_000536
OG0005411	ASIC013273	AFUN2_006497
OG0005412	ASIC011463	AFUN2_000961
OG0005413	ASIC013283	AFUN2_006672
OG0005414	ASIC013284	AFUN2_012430
OG0005415	ASIC009102	AFUN2_004845
OG0005416	ASIC013285	AFUN2_002937
OG0005418	ASIC013379	AFUN2_012382
OG0005419	ASIC014835	AFUN2_004249
OG0005420	ASIC021655	AFUN2_004852
OG0005421	ASIC021644	AFUN2_013926
OG0005422	ASIC014839	AFUN2_012678
OG0005423	ASIC021633	AFUN2_009888
OG0005424	ASIC013325	AFUN2_014518
OG0005425	ASIC008277	AFUN2_005120
OG0005426	ASIC022208	AFUN2_002453
OG0005428	ASIC008147	AFUN2_007128
OG0005429	ASIC008150	AFUN2_002083
OG0005430	ASIC008325	AFUN2_004843
OG0005431	ASIC008316	AFUN2_001888
OG0005432	ASIC008151	AFUN2_009921
OG0005434	ASIC008149	AFUN2_010353
OG0005435	ASIC008332	AFUN2_007763
OG0005436	ASIC008318	AFUN2_014121
OG0005437	ASIC008154	AFUN2_000971
OG0005438	ASIC008645	AFUN2_001609
OG0005439	ASIC008377	AFUN2_010475
OG0005440	ASIC007833	AFUN2_008287
OG0005441	ASIC007834	AFUN2_005437
OG0005442	ASIC011113	AFUN2_011214
OG0005443	ASIC011109	AFUN2_005026
OG0005444	ASIC010565	AFUN2_010672
OG0005445	ASIC010558	AFUN2_010851
OG0005446	ASIC010570	AFUN2_006625
OG0005447	ASIC008194	AFUN2_002599
OG0005448	ASIC008191	AFUN2_012763
OG0005449	ASIC010568	AFUN2_001171
OG0005450	ASIC010566	AFUN2_008141
OG0005451	ASIC010569	AFUN2_000653
OG0005452	ASIC010564	AFUN2_011838
OG0005453	ASIC010555	AFUN2_004325
OG0005454	ASIC010557	AFUN2_013175
OG0005455	ASIC013467	AFUN2_007833
OG0005456	ASIC011267	AFUN2_004005
OG0005458	ASIC015377	AFUN2_001873
OG0005459	ASIC016185	AFUN2_007987
OG0005460	ASIC010741	AFUN2_005881
OG0005461	ASIC010742	AFUN2_002478
OG0005462	ASIC016187	AFUN2_007089
OG0005463	ASIC010743	AFUN2_003048
OG0005464	ASIC008882	AFUN2_004792
OG0005465	ASIC012952	AFUN2_014608
OG0005466	ASIC018673	AFUN2_011253
OG0005467	ASIC021643	AFUN2_006425
OG0005468	ASIC021645	AFUN2_006221
OG0005469	ASIC021657	AFUN2_006176
OG0005470	ASIC021650	AFUN2_014567
OG0005471	ASIC021646	AFUN2_007179
OG0005472	ASIC021639	AFUN2_007074
OG0005473	ASIC015368	AFUN2_003599
OG0005474	ASIC019329	AFUN2_013716
OG0005475	ASIC019336	AFUN2_003501
OG0005476	ASIC015376	AFUN2_008115
OG0005477	ASIC019322	AFUN2_005271
OG0005478	ASIC019321	AFUN2_010028
OG0005479	ASIC019323	AFUN2_001847
OG0005480	ASIC019331	AFUN2_006196
OG0005481	ASIC020468	AFUN2_005924
OG0005482	ASIC020459	AFUN2_001636
OG0005483	ASIC020466	AFUN2_002223
OG0005484	ASIC020462	AFUN2_003585
OG0005485	ASIC002486	AFUN2_007502
OG0005486	ASIC007649	AFUN2_014233
OG0005487	ASIC013442	AFUN2_000594
OG0005488	ASIC002668	AFUN2_012478
OG0005489	ASIC009577	AFUN2_011757
OG0005490	ASIC003736	AFUN2_005908
OG0005491	ASIC007711	AFUN2_013147
OG0005492	ASIC004843	AFUN2_000393
OG0005493	ASIC004844	AFUN2_012205, AFUN2_010276
OG0005494	ASIC003735	AFUN2_007054
OG0005495	ASIC015796	AFUN2_011921
OG0005496	ASIC015790	AFUN2_009543
OG0005497	ASIC015785	AFUN2_009120
OG0005498	ASIC015791	AFUN2_014722
OG0005499	ASIC015789	AFUN2_001605
OG0005500	ASIC015797	AFUN2_014553
OG0005501	ASIC015786	AFUN2_000880
OG0005502	ASIC015795	AFUN2_009941
OG0005503	ASIC006312	AFUN2_000449
OG0005505	ASIC009104	AFUN2_008825
OG0005506	ASIC004479	AFUN2_012545
OG0005507	ASIC003942	AFUN2_005726
OG0005508	ASIC009106	AFUN2_001551
OG0005509	ASIC009105	AFUN2_006512
OG0005510	ASIC018989	AFUN2_000626
OG0005511	ASIC021704	AFUN2_013077
OG0005512	ASIC014923	AFUN2_008030
OG0005513	ASIC018136	AFUN2_005911
OG0005514	ASIC018139	AFUN2_006117
OG0005515	ASIC000899	AFUN2_007238
OG0005516	ASIC018115	AFUN2_014385
OG0005517	ASIC017580	AFUN2_008045
OG0005518	ASIC013598	AFUN2_014002
OG0005519	ASIC013615	AFUN2_006746
OG0005520	ASIC017583	AFUN2_010888
OG0005521	ASIC017582	AFUN2_006923
OG0005522	ASIC013614	AFUN2_000512
OG0005523	ASIC013600	AFUN2_006841
OG0005524	ASIC006940	AFUN2_011146
OG0005525	ASIC013613	AFUN2_010256
OG0005526	ASIC020599	AFUN2_009991
OG0005527	ASIC020597	AFUN2_009167
OG0005528	ASIC007340	AFUN2_001322
OG0005529	ASIC007341	AFUN2_004033
OG0005530	ASIC007334	AFUN2_011433
OG0005531	ASIC018470	AFUN2_010870
OG0005532	ASIC011020	AFUN2_010251
OG0005533	ASIC016117	AFUN2_000698
OG0005534	ASIC011018	AFUN2_006421
OG0005535	ASIC002762	AFUN2_006977
OG0005536	ASIC002769	AFUN2_004481
OG0005537	ASIC002368	AFUN2_012590
OG0005538	ASIC002766	AFUN2_002375
OG0005539	ASIC002767	AFUN2_013015
OG0005540	ASIC006788	AFUN2_008062
OG0005541	ASIC016338	AFUN2_002006
OG0005542	ASIC016337	AFUN2_012766
OG0005543	ASIC002905	AFUN2_011290
OG0005544	ASIC016339	AFUN2_010877
OG0005545	ASIC006579	AFUN2_000474
OG0005546	ASIC017234	AFUN2_006155
OG0005547	ASIC009830	AFUN2_008461
OG0005548	ASIC000387	AFUN2_013429
OG0005549	ASIC009833	AFUN2_000494
OG0005550	ASIC009206	AFUN2_009288
OG0005551	ASIC017975	AFUN2_005577
OG0005552	ASIC001346	AFUN2_014051
OG0005553	ASIC019950	AFUN2_002301
OG0005554	ASIC019935	AFUN2_005076
OG0005555	ASIC015453	AFUN2_014390
OG0005556	ASIC019951	AFUN2_009983
OG0005557	ASIC019934	AFUN2_008150
OG0005558	ASIC019949	AFUN2_009822
OG0005559	ASIC019945	AFUN2_000527
OG0005560	ASIC004976	AFUN2_013279
OG0005561	ASIC015495	AFUN2_014123
OG0005562	ASIC013890	AFUN2_009134
OG0005563	ASIC013896	AFUN2_014337
OG0005564	ASIC013893	AFUN2_003993
OG0005565	ASIC013920	AFUN2_014061
OG0005566	ASIC013889	AFUN2_013196
OG0005567	ASIC013892	AFUN2_009418
OG0005568	ASIC016545	AFUN2_006575
OG0005569	ASIC016543	AFUN2_005248
OG0005570	ASIC016546	AFUN2_010525
OG0005571	ASIC016542	AFUN2_001592
OG0005572	ASIC021461	AFUN2_000686
OG0005573	ASIC004736	AFUN2_009662
OG0005574	ASIC008066	AFUN2_006369
OG0005575	ASIC002275	AFUN2_012540
OG0005576	ASIC008068	AFUN2_008947
OG0005577	ASIC008067	AFUN2_010854
OG0005578	ASIC004737	AFUN2_004532
OG0005579	ASIC008071	AFUN2_012276
OG0005580	ASIC002274	AFUN2_007695
OG0005581	ASIC020230	AFUN2_013225
OG0005582	ASIC021401	AFUN2_003435
OG0005583	ASIC021398	AFUN2_002335
OG0005584	ASIC007022	AFUN2_014551
OG0005585	ASIC007019	AFUN2_014087
OG0005586	ASIC017632	AFUN2_007957
OG0005587	ASIC017631	AFUN2_005142
OG0005588	ASIC017205	AFUN2_007727
OG0005589	ASIC017624	AFUN2_004684
OG0005590	ASIC005294	AFUN2_001704
OG0005591	ASIC017194	AFUN2_008379
OG0005592	ASIC017630	AFUN2_012342
OG0005593	ASIC017634	AFUN2_000505
OG0005594	ASIC015076	AFUN2_000786
OG0005595	ASIC015075	AFUN2_000800
OG0005596	ASIC000283	AFUN2_000417, AFUN2_009065
OG0005598	ASIC011270	AFUN2_002677
OG0005599	ASIC010964	AFUN2_002296
OG0005600	ASIC016375	AFUN2_007483
OG0005601	ASIC005183	AFUN2_012579
OG0005602	ASIC010202	AFUN2_009323
OG0005603	ASIC011508	AFUN2_004468
OG0005604	ASIC011511	AFUN2_007186
OG0005605	ASIC009452	AFUN2_010663
OG0005607	ASIC007644	AFUN2_009215
OG0005608	ASIC007661	AFUN2_012087
OG0005609	ASIC006316	AFUN2_007106
OG0005610	ASIC013767	AFUN2_010055
OG0005611	ASIC008811	AFUN2_005329
OG0005612	ASIC008809	AFUN2_013298
OG0005613	ASIC012267	AFUN2_004518
OG0005614	ASIC012250	AFUN2_009683
OG0005615	ASIC012251	AFUN2_001780
OG0005616	ASIC008036	AFUN2_007941
OG0005617	ASIC010547	AFUN2_002049
OG0005618	ASIC010548	AFUN2_004283
OG0005619	ASIC010549	AFUN2_009544
OG0005620	ASIC015037	AFUN2_005272
OG0005621	ASIC015039	AFUN2_010703
OG0005622	ASIC015040	AFUN2_009062
OG0005623	ASIC015041	AFUN2_013017
OG0005624	ASIC004342	AFUN2_011784
OG0005625	ASIC007101	AFUN2_010838
OG0005626	ASIC010775	AFUN2_001385
OG0005627	ASIC004338	AFUN2_011654
OG0005628	ASIC010780	AFUN2_008350
OG0005629	ASIC010776	AFUN2_000638
OG0005630	ASIC010446	AFUN2_009056
OG0005631	ASIC010448	AFUN2_014103
OG0005632	ASIC007794	AFUN2_009324
OG0005633	ASIC016357	AFUN2_002562
OG0005634	ASIC007789	AFUN2_006953
OG0005635	ASIC007787	AFUN2_010427
OG0005636	ASIC007790	AFUN2_010749
OG0005637	ASIC007788	AFUN2_010605
OG0005638	ASIC016354	AFUN2_002568
OG0005639	ASIC019703	AFUN2_007580
OG0005641	ASIC016965	AFUN2_005099
OG0005642	ASIC021433	AFUN2_004261
OG0005643	ASIC021434	AFUN2_012406
OG0005644	ASIC021430	AFUN2_014577
OG0005645	ASIC009417	AFUN2_008787
OG0005646	ASIC009418	AFUN2_008483
OG0005647	ASIC008851	AFUN2_012433
OG0005648	ASIC006838	AFUN2_008349, AFUN2_002826
OG0005649	ASIC015745	AFUN2_001733
OG0005650	ASIC006667	AFUN2_004342
OG0005651	ASIC014635	AFUN2_011813
OG0005652	ASIC000601	AFUN2_012489
OG0005653	ASIC009602	AFUN2_006081
OG0005654	ASIC009616	AFUN2_007117
OG0005655	ASIC013237	AFUN2_001503
OG0005656	ASIC013235	AFUN2_013942
OG0005657	ASIC003328	AFUN2_012811
OG0005658	ASIC011740	AFUN2_008583
OG0005659	ASIC011742	AFUN2_013940
OG0005660	ASIC011738	AFUN2_000359
OG0005661	ASIC010183	AFUN2_003024
OG0005662	ASIC015989	AFUN2_010758
OG0005663	ASIC015908	AFUN2_010637
OG0005664	ASIC015914	AFUN2_008976
OG0005665	ASIC019766	AFUN2_011944
OG0005666	ASIC019772	AFUN2_003163
OG0005667	ASIC019625	AFUN2_004952
OG0005668	ASIC017497	AFUN2_012411
OG0005669	ASIC009143	AFUN2_003806
OG0005670	ASIC009657	AFUN2_004892
OG0005671	ASIC014210	AFUN2_005725
OG0005672	ASIC014202	AFUN2_013251
OG0005673	ASIC014213	AFUN2_010367
OG0005674	ASIC014209	AFUN2_003783
OG0005675	ASIC014211	AFUN2_006787
OG0005676	ASIC019278	AFUN2_009325
OG0005677	ASIC018956	AFUN2_013212
OG0005678	ASIC019819	AFUN2_007273
OG0005679	ASIC019813	AFUN2_004629
OG0005680	ASIC019825	AFUN2_014623
OG0005681	ASIC019806	AFUN2_010282
OG0005682	ASIC019814	AFUN2_002591
OG0005683	ASIC021871	AFUN2_003146
OG0005684	ASIC001583	AFUN2_002110
OG0005685	ASIC001587	AFUN2_003941
OG0005686	ASIC020368	AFUN2_000827
OG0005687	ASIC006378	AFUN2_003482
OG0005689	ASIC006373	AFUN2_004433
OG0005690	ASIC006374	AFUN2_013653
OG0005691	ASIC017935	AFUN2_006655
OG0005692	ASIC014947	AFUN2_013778
OG0005693	ASIC008313	AFUN2_005270
OG0005694	ASIC019214	AFUN2_011987
OG0005695	ASIC008315	AFUN2_014486
OG0005696	ASIC008308	AFUN2_006036
OG0005697	ASIC008208	AFUN2_010622
OG0005698	ASIC008209	AFUN2_011082
OG0005699	ASIC008314	AFUN2_001747
OG0005700	ASIC012003	AFUN2_014583
OG0005701	ASIC012696	AFUN2_000615
OG0005702	ASIC017773	AFUN2_014429
OG0005703	ASIC017772	AFUN2_007583
OG0005704	ASIC018134	AFUN2_010657
OG0005705	ASIC002226	AFUN2_011886
OG0005706	ASIC017964	AFUN2_005289
OG0005707	ASIC018133	AFUN2_013928
OG0005708	ASIC018132	AFUN2_005998
OG0005709	ASIC018131	AFUN2_013934
OG0005710	ASIC017774	AFUN2_000471
OG0005711	ASIC001204	AFUN2_007916
OG0005712	ASIC001205	AFUN2_000436
OG0005713	ASIC002582	AFUN2_014166
OG0005714	ASIC008628	AFUN2_010595
OG0005715	ASIC014934	AFUN2_003839
OG0005716	ASIC008623	AFUN2_006799
OG0005717	ASIC014932	AFUN2_009692
OG0005718	ASIC008625	AFUN2_003766
OG0005719	ASIC008627	AFUN2_007581
OG0005720	ASIC008630	AFUN2_013506
OG0005721	ASIC016637	AFUN2_012473
OG0005722	ASIC012358	AFUN2_010001
OG0005723	ASIC010240	AFUN2_013872
OG0005724	ASIC020343	AFUN2_014004
OG0005725	ASIC020365, ASIC009882	AFUN2_009341
OG0005726	ASIC004819	AFUN2_007217
OG0005727	ASIC017918	AFUN2_002286
OG0005728	ASIC004822	AFUN2_009282
OG0005729	ASIC011603	AFUN2_001865
OG0005730	ASIC004820	AFUN2_000475
OG0005731	ASIC015327	AFUN2_007373
OG0005732	ASIC000590	AFUN2_002744
OG0005733	ASIC005368	AFUN2_007044
OG0005734	ASIC019359	AFUN2_000323
OG0005735	ASIC019361	AFUN2_001173
OG0005736	ASIC019362	AFUN2_011031
OG0005737	ASIC019358	AFUN2_003055
OG0005738	ASIC011841	AFUN2_000565
OG0005739	ASIC004012	AFUN2_006685
OG0005740	ASIC005382	AFUN2_011753
OG0005741	ASIC012816	AFUN2_004101
OG0005742	ASIC012814	AFUN2_007500
OG0005743	ASIC012802	AFUN2_006570
OG0005744	ASIC017926	AFUN2_011945
OG0005745	ASIC009142	AFUN2_002015
OG0005746	ASIC009145	AFUN2_012623
OG0005747	ASIC009144	AFUN2_011443
OG0005748	ASIC002806	AFUN2_012315
OG0005749	ASIC003009	AFUN2_008792
OG0005750	ASIC009139	AFUN2_013428
OG0005751	ASIC004586	AFUN2_005527
OG0005753	ASIC021899	AFUN2_005088
OG0005754	ASIC021906	AFUN2_013622
OG0005755	ASIC005227	AFUN2_002661
OG0005756	ASIC010260	AFUN2_001275
OG0005757	ASIC018291	AFUN2_004223
OG0005758	ASIC002417	AFUN2_012227
OG0005759	ASIC002419	AFUN2_002045
OG0005760	ASIC013245	AFUN2_011965
OG0005761	ASIC013244	AFUN2_014775
OG0005762	ASIC016081	AFUN2_006446
OG0005763	ASIC013246	AFUN2_006440
OG0005764	ASIC011297	AFUN2_008692
OG0005765	ASIC011286	AFUN2_000804
OG0005766	ASIC011285	AFUN2_005958
OG0005767	ASIC011282	AFUN2_007199
OG0005768	ASIC002289	AFUN2_005295
OG0005769	ASIC002287	AFUN2_002607
OG0005770	ASIC002276	AFUN2_004912
OG0005771	ASIC002288	AFUN2_008905
OG0005772	ASIC002283	AFUN2_006020
OG0005773	ASIC002285	AFUN2_002315
OG0005774	ASIC002277	AFUN2_002849
OG0005776	ASIC014327	AFUN2_002341
OG0005777	ASIC010837	AFUN2_002597
OG0005778	ASIC003091	AFUN2_006073
OG0005779	ASIC003093	AFUN2_003623
OG0005780	ASIC003099	AFUN2_008936
OG0005781	ASIC013068	AFUN2_006125
OG0005783	ASIC015892	AFUN2_009070
OG0005784	ASIC013342	AFUN2_007459
OG0005785	ASIC017095	AFUN2_004078
OG0005786	ASIC017100	AFUN2_009008
OG0005787	ASIC010223	AFUN2_012789
OG0005788	ASIC017091	AFUN2_012730
OG0005789	ASIC006349	AFUN2_001899
OG0005790	ASIC018328	AFUN2_004115
OG0005791	ASIC018323	AFUN2_011163
OG0005792	ASIC011051	AFUN2_004121
OG0005793	ASIC013449	AFUN2_003273
OG0005794	ASIC013474	AFUN2_013276
OG0005795	ASIC021613	AFUN2_001743
OG0005796	ASIC021612	AFUN2_012338
OG0005797	ASIC011394	AFUN2_011850
OG0005798	ASIC011401	AFUN2_002884
OG0005799	ASIC011395	AFUN2_010457
OG0005800	ASIC018532	AFUN2_008422
OG0005801	ASIC018537	AFUN2_013500
OG0005802	ASIC018525	AFUN2_004274
OG0005803	ASIC018531	AFUN2_014732
OG0005804	ASIC017072, ASIC013195	AFUN2_010417
OG0005805	ASIC011794	AFUN2_010634
OG0005806	ASIC017074	AFUN2_000735
OG0005807	ASIC004457	AFUN2_008858
OG0005808	ASIC021529	AFUN2_013210
OG0005809	ASIC010069	AFUN2_003211
OG0005810	ASIC021530	AFUN2_012951
OG0005811	ASIC012668	AFUN2_011989
OG0005812	ASIC012634	AFUN2_011289
OG0005813	ASIC012620	AFUN2_010229
OG0005814	ASIC014739	AFUN2_000464
OG0005815	ASIC005503	AFUN2_000821
OG0005816	ASIC005505	AFUN2_001399
OG0005817	ASIC014738	AFUN2_014153
OG0005818	ASIC005531	AFUN2_005133
OG0005819	ASIC014740, ASIC014742	AFUN2_004862
OG0005820	ASIC010881	AFUN2_006423
OG0005821	ASIC011130	AFUN2_005412
OG0005822	ASIC003439	AFUN2_005447
OG0005823	ASIC003442	AFUN2_004577
OG0005824	ASIC010893	AFUN2_011897
OG0005825	ASIC013706	AFUN2_002670
OG0005826	ASIC013676	AFUN2_010710
OG0005827	ASIC013725	AFUN2_014117
OG0005828	ASIC013718	AFUN2_002036
OG0005829	ASIC018332	AFUN2_011267
OG0005830	ASIC014328	AFUN2_002533
OG0005831	ASIC014460	AFUN2_008036
OG0005832	ASIC008448	AFUN2_012762
OG0005834	ASIC008450	AFUN2_007849
OG0005835	ASIC018935	AFUN2_005006
OG0005836	ASIC016053	AFUN2_003504
OG0005837	ASIC011071	AFUN2_002813
OG0005838	ASIC021625	AFUN2_008476
OG0005839	ASIC016868	AFUN2_008018
OG0005840	ASIC022004	AFUN2_002090
OG0005841	ASIC022143	AFUN2_005135
OG0005842	ASIC022048	AFUN2_011062
OG0005843	ASIC004070	AFUN2_011212
OG0005844	ASIC004062	AFUN2_003025
OG0005845	ASIC004072	AFUN2_008826
OG0005846	ASIC004071	AFUN2_001984
OG0005847	ASIC008170	AFUN2_010189
OG0005848	ASIC008161	AFUN2_004872
OG0005849	ASIC008162	AFUN2_010350
OG0005850	ASIC010373	AFUN2_005949
OG0005851	ASIC008770	AFUN2_007682
OG0005852	ASIC008270	AFUN2_010129
OG0005853	ASIC005401	AFUN2_000754
OG0005854	ASIC005402	AFUN2_002688
OG0005855	ASIC016422	AFUN2_014575
OG0005856	ASIC016436	AFUN2_002273
OG0005857	ASIC016421	AFUN2_003593
OG0005858	ASIC016435	AFUN2_014272
OG0005859	ASIC016433	AFUN2_007632
OG0005860	ASIC016423	AFUN2_012519
OG0005861	ASIC016438	AFUN2_011389
OG0005862	ASIC019680	AFUN2_006075
OG0005863	ASIC019684	AFUN2_009190
OG0005864	ASIC019692	AFUN2_010542
OG0005865	ASIC019689	AFUN2_010693
