Orthogroup	AsinensisChina	AdirusWRAIR2
OG0003924	ASIC007122	ADIR001491
OG0003925	ASIC000642	ADIR000751
OG0003926	ASIC001451	ADIR000747
OG0003927	ASIC017649	ADIR010969
OG0003928	ASIC006531	ADIR004942
OG0003929	ASIC017636	ADIR010973
OG0003930	ASIC001441	ADIR000749
OG0003932	ASIC001457	ADIR000752
OG0003933	ASIC017637	ADIR010972
OG0003934	ASIC017651	ADIR010968
OG0003935	ASIC016802	ADIR004218
OG0003936	ASIC012206	ADIR003854
OG0003937	ASIC013150	ADIR000571
OG0003938	ASIC013058	ADIR011170
OG0003939	ASIC013057	ADIR011173
OG0003940	ASIC013151	ADIR000572
OG0003941	ASIC013153	ADIR000573
OG0003942	ASIC013059	ADIR011168
OG0003943	ASIC013149	ADIR000570
OG0003944	ASIC011661	ADIR008104
OG0003945	ASIC011662	ADIR007450
OG0003946	ASIC011642	ADIR008108
OG0003947	ASIC016143	ADIR008654
OG0003948	ASIC018471	ADIR007887
OG0003949	ASIC016160	ADIR008643
OG0003950	ASIC016120	ADIR008657
OG0003951	ASIC016159	ADIR008645
OG0003952	ASIC018486	ADIR007881
OG0003953	ASIC016156	ADIR008648
OG0003954	ASIC018483, ASIC018481	ADIR007883
OG0003956	ASIC018485	ADIR007882
OG0003957	ASIC016157	ADIR008647
OG0003958	ASIC006500	ADIR004693
OG0003959	ASIC017577	ADIR011138
OG0003960	ASIC006501	ADIR004694
OG0003961	ASIC017571	ADIR011141
OG0003962	ASIC017564	ADIR011147
OG0003963	ASIC017753	ADIR011154
OG0003964	ASIC017757	ADIR011152
OG0003965	ASIC017566	ADIR011145
OG0003966	ASIC005904	ADIR004973
OG0003967	ASIC006504	ADIR004696
OG0003968	ASIC017572	ADIR015685
OG0003969	ASIC017565	ADIR011146
OG0003970	ASIC017569	ADIR011143
OG0003971	ASIC017579	ADIR011137
OG0003972	ASIC017563	ADIR011148
OG0003973	ASIC017570	ADIR011142
OG0003974	ASIC016246	ADIR011020
OG0003975	ASIC016189	ADIR004025
OG0003976	ASIC014181	ADIR010931
OG0003977	ASIC016243	ADIR011017
OG0003978	ASIC004846	ADIR002114
OG0003979	ASIC016224	ADIR011013
OG0003980	ASIC016210	ADIR011007
OG0003981	ASIC016223	ADIR011012
OG0003982	ASIC015874	ADIR006242
OG0003983	ASIC015848	ADIR006232
OG0003984	ASIC015772	ADIR005037
OG0003985	ASIC015872	ADIR006241
OG0003986	ASIC015770	ADIR005036
OG0003987	ASIC015774	ADIR005038
OG0003988	ASIC015756	ADIR006244
OG0003989	ASIC015761	ADIR004883
OG0003991	ASIC015863	ADIR006240
OG0003992	ASIC015850	ADIR006236
OG0003993	ASIC015759	ADIR006248
OG0003994	ASIC016767	ADIR003721
OG0003995	ASIC016793	ADIR003735
OG0003996	ASIC002990	ADIR007955
OG0003997	ASIC014908	ADIR003785
OG0003998	ASIC016799	ADIR004220
OG0003999	ASIC007873	ADIR007949
OG0004000	ASIC003016	ADIR006945
OG0004001	ASIC008123	ADIR000317
OG0004003	ASIC010316, ASIC010320	ADIR000307
OG0004004	ASIC007876	ADIR007952
OG0004005	ASIC006988	ADIR011050
OG0004006	ASIC006990	ADIR011049
OG0004007	ASIC006930	ADIR011236
OG0004008	ASIC006986	ADIR011055
OG0004010	ASIC006960	ADIR011223
OG0004011	ASIC005735	ADIR011037
OG0004012	ASIC006945	ADIR011230
OG0004013	ASIC006961	ADIR011221
OG0004014	ASIC006966	ADIR011217
OG0004015	ASIC006991	ADIR011048
OG0004016	ASIC006931	ADIR011235
OG0004017	ASIC006511	ADIR004699
OG0004018	ASIC006903	ADIR011243
OG0004019	ASIC006973	ADIR011246
OG0004020	ASIC006510	ADIR004698
OG0004021	ASIC003965	ADIR001432
OG0004022	ASIC006859	ADIR011244
OG0004023	ASIC003964	ADIR001433
OG0004024	ASIC003967	ADIR001430
OG0004025	ASIC006508	ADIR004697
OG0004026	ASIC016673	ADIR010586
OG0004027	ASIC019971	ADIR006562
OG0004028	ASIC008073	ADIR010587
OG0004029	ASIC011353	ADIR003499
OG0004030	ASIC019970	ADIR006561
OG0004031	ASIC011332	ADIR010583
OG0004032	ASIC011360	ADIR003501
OG0004033	ASIC011369	ADIR003506
OG0004034	ASIC011368	ADIR003504
OG0004035	ASIC019988	ADIR006567
OG0004036	ASIC011356	ADIR003500
OG0004037	ASIC011336	ADIR010582
OG0004038	ASIC019975	ADIR006564
OG0004040	ASIC005942	ADIR003311
OG0004041	ASIC009666	ADIR001014
OG0004042	ASIC020419	ADIR001518
OG0004043	ASIC007628	ADIR001429
OG0004044	ASIC009669	ADIR000860
OG0004045	ASIC005542	ADIR002892
OG0004046	ASIC009872	ADIR002888
OG0004047	ASIC006106	ADIR011460
OG0004048	ASIC006091	ADIR011449
OG0004049	ASIC006074	ADIR011440
OG0004050	ASIC006104	ADIR015573
OG0004051	ASIC012114	ADIR000630
OG0004052	ASIC006077	ADIR011443
OG0004053	ASIC006107	ADIR011461
OG0004054	ASIC006095	ADIR011451
OG0004055	ASIC012113	ADIR000631
OG0004056	ASIC006076	ADIR011442
OG0004057	ASIC006118	ADIR006343
OG0004058	ASIC006105	ADIR011459
OG0004059	ASIC006100	ADIR011455
OG0004060	ASIC019930	ADIR007598
OG0004062	ASIC015188	ADIR007514
OG0004063	ASIC008483	ADIR005262
OG0004064	ASIC020651	ADIR005230
OG0004065	ASIC020652	ADIR005229
OG0004066	ASIC018196	ADIR002325
OG0004067	ASIC008482	ADIR005263
OG0004068	ASIC018200	ADIR002321
OG0004069	ASIC020647	ADIR005226
OG0004070	ASIC020653	ADIR005228
OG0004071	ASIC017995	ADIR000547
OG0004072	ASIC020341	ADIR001055
OG0004073	ASIC011767	ADIR004227
OG0004074	ASIC020333	ADIR000965
OG0004075	ASIC011769	ADIR004225
OG0004076	ASIC020325	ADIR000969
OG0004077	ASIC011765	ADIR004228
OG0004079	ASIC011770	ADIR003736
OG0004080	ASIC020322	ADIR000971
OG0004081	ASIC015088	ADIR007492
OG0004082	ASIC008595	ADIR009393
OG0004083	ASIC017174	ADIR005165
OG0004084	ASIC018464	ADIR007896
OG0004085	ASIC008612	ADIR009402
OG0004086	ASIC008496	ADIR005017
OG0004087	ASIC011069	ADIR008701
OG0004088	ASIC008611	ADIR009401
OG0004089	ASIC006586	ADIR004910
OG0004090	ASIC008597	ADIR009394
OG0004091	ASIC018458	ADIR007897
OG0004092	ASIC018467	ADIR007895
OG0004093	ASIC018450	ADIR007902
OG0004094	ASIC021033	ADIR008439
OG0004095	ASIC004903	ADIR008292
OG0004098	ASIC004902	ADIR008293
OG0004099	ASIC014685	ADIR016007
OG0004100	ASIC021035	ADIR008440
OG0004101	ASIC001580	ADIR005519
OG0004102	ASIC013928	ADIR002590
OG0004103	ASIC009542	ADIR003943
OG0004104	ASIC013802	ADIR010239
OG0004105	ASIC021817	ADIR010246
OG0004106	ASIC021835	ADIR010253
OG0004107	ASIC021032	ADIR008438
OG0004108	ASIC018747	ADIR007708
OG0004109	ASIC011262	ADIR009162
OG0004110	ASIC011261	ADIR009163
OG0004111	ASIC007871	ADIR007948
OG0004112	ASIC011263	ADIR009161
OG0004113	ASIC011718	ADIR007474
OG0004114	ASIC003972	ADIR001065
OG0004115	ASIC017127	ADIR001329
OG0004116	ASIC007618	ADIR001086
OG0004117	ASIC010500	ADIR008289
OG0004118	ASIC016681	ADIR015935
OG0004119	ASIC003499	ADIR015695
OG0004120	ASIC010037	ADIR010469
OG0004121	ASIC010036	ADIR010470
OG0004122	ASIC010025	ADIR010476
OG0004123	ASIC003501	ADIR006634
OG0004124	ASIC021587	ADIR008303
OG0004125	ASIC013407	ADIR010461
OG0004126	ASIC021579	ADIR008301
OG0004127	ASIC010032	ADIR010472
OG0004128	ASIC010026	ADIR010477
OG0004129	ASIC003500	ADIR006635
OG0004130	ASIC013402	ADIR010465
OG0004131	ASIC003497	ADIR006638
OG0004132	ASIC010929	ADIR010474
OG0004133	ASIC013386	ADIR010466
OG0004134	ASIC018368	ADIR000484
OG0004135	ASIC017765, ASIC017766	ADIR002190
OG0004136	ASIC009300	ADIR005683
OG0004137	ASIC017767	ADIR002189
OG0004139	ASIC009304	ADIR005681
OG0004140	ASIC020043	ADIR010694
OG0004141	ASIC006551	ADIR004934
OG0004143	ASIC006625	ADIR004888
OG0004144	ASIC006624	ADIR004889
OG0004145	ASIC006631	ADIR004886
OG0004146	ASIC006635	ADIR004885
OG0004147	ASIC007428	ADIR005907
OG0004148	ASIC007430	ADIR005908
OG0004149	ASIC007404	ADIR005895
OG0004150	ASIC012487	ADIR003552
OG0004151	ASIC010210	ADIR008950
OG0004152	ASIC012708	ADIR000077
OG0004153	ASIC012485	ADIR003555
OG0004154	ASIC019835	ADIR007196
OG0004155	ASIC016359	ADIR007798
OG0004156	ASIC019834	ADIR007197
OG0004157	ASIC014332	ADIR005881
OG0004158	ASIC010206	ADIR007147
OG0004159	ASIC004441	ADIR011662
OG0004160	ASIC014333	ADIR005882
OG0004161	ASIC014331	ADIR005880
OG0004162	ASIC018831	ADIR007185
OG0004163	ASIC010082	ADIR006426
OG0004165	ASIC010073	ADIR006434
OG0004166	ASIC010083	ADIR006425
OG0004168	ASIC008813	ADIR006618
OG0004169	ASIC008907	ADIR008254
OG0004170	ASIC008838	ADIR006616
OG0004171	ASIC010070	ADIR006436
OG0004172	ASIC010072	ADIR006435
OG0004173	ASIC008779	ADIR002663
OG0004174	ASIC020243	ADIR005471
OG0004175	ASIC014277	ADIR008895
OG0004176	ASIC021863	ADIR010259
OG0004178	ASIC020244	ADIR005470
OG0004179	ASIC014278	ADIR005852
OG0004180	ASIC011973	ADIR004565
OG0004181	ASIC005499	ADIR008313
OG0004182	ASIC020247	ADIR005467
OG0004183	ASIC019492	ADIR002295
OG0004184	ASIC003071	ADIR005463
OG0004185	ASIC014279	ADIR005853
OG0004186	ASIC015645	ADIR009575
OG0004187	ASIC015163	ADIR006721
OG0004188	ASIC018194	ADIR002328
OG0004190	ASIC018236	ADIR002274
OG0004191	ASIC018195	ADIR002326
OG0004192	ASIC018193	ADIR002329
OG0004193	ASIC018242	ADIR005265
OG0004194	ASIC015654	ADIR009578
OG0004195	ASIC015366	ADIR009591
OG0004196	ASIC014468	ADIR010753
OG0004197	ASIC021895	ADIR004435
OG0004198	ASIC009867	ADIR002877
OG0004199	ASIC008921	ADIR008426
OG0004200	ASIC009860	ADIR002878
OG0004201	ASIC008919	ADIR008428
OG0004202	ASIC003933	ADIR011682
OG0004203	ASIC003932	ADIR011681
OG0004204	ASIC006417	ADIR006152
OG0004205	ASIC005113	ADIR000978
OG0004206	ASIC006344	ADIR000830
OG0004207	ASIC006226	ADIR001399
OG0004208	ASIC006343	ADIR000831
OG0004209	ASIC010295	ADIR001159
OG0004210	ASIC006263	ADIR001407
OG0004211	ASIC003935	ADIR011684
OG0004212	ASIC013048	ADIR004366
OG0004213	ASIC008953	ADIR005702
OG0004214	ASIC004475	ADIR001079
OG0004215	ASIC004473	ADIR001081
OG0004216	ASIC009477	ADIR005755
OG0004217	ASIC004474	ADIR001080
OG0004218	ASIC004477	ADIR003922
OG0004219	ASIC018250	ADIR016136
OG0004220	ASIC020025	ADIR008325
OG0004221	ASIC020024	ADIR008324
OG0004222	ASIC020023	ADIR008323
OG0004223	ASIC009025	ADIR008328
OG0004224	ASIC021686	ADIR010729
OG0004225	ASIC008973	ADIR002443
OG0004226	ASIC008980	ADIR002440
OG0004227	ASIC014715	ADIR014284
OG0004228	ASIC004653	ADIR005327
OG0004229	ASIC014714	ADIR003361
OG0004230	ASIC021681	ADIR010733
OG0004231	ASIC008987	ADIR015701
OG0004232	ASIC006210	ADIR001289
OG0004233	ASIC006366	ADIR001266
OG0004234	ASIC006194	ADIR001268
OG0004235	ASIC010114	ADIR009291
OG0004236	ASIC006209	ADIR001276
OG0004237	ASIC006805	ADIR001228
OG0004238	ASIC003974	ADIR000885
OG0004239	ASIC020288	ADIR001526
OG0004240	ASIC010464	ADIR006970
OG0004241	ASIC018417	ADIR006973
OG0004242	ASIC018409	ADIR006972
OG0004243	ASIC018420	ADIR006974
OG0004244	ASIC016635	ADIR007733
OG0004245	ASIC003114	ADIR004171
OG0004247	ASIC015749	ADIR011073
OG0004248	ASIC016634	ADIR007732
OG0004249	ASIC010462	ADIR007702
OG0004250	ASIC018665	ADIR016155
OG0004251	ASIC018950	ADIR008030
OG0004252	ASIC018949	ADIR008031
OG0004253	ASIC004109	ADIR002418
OG0004254	ASIC012737	ADIR000073
OG0004255	ASIC018755	ADIR006968
OG0004256	ASIC018754	ADIR006969
OG0004257	ASIC001738	ADIR008491
OG0004258	ASIC006520	ADIR004947
OG0004259	ASIC004824	ADIR002117
OG0004260	ASIC018300	ADIR002224
OG0004261	ASIC005102	ADIR009663
OG0004262	ASIC018302	ADIR002223
OG0004263	ASIC007516	ADIR003997
OG0004264	ASIC012476	ADIR008686
OG0004265	ASIC007521	ADIR003993
OG0004266	ASIC003493	ADIR006640
OG0004267	ASIC015699	ADIR010433
OG0004269	ASIC014106	ADIR008266
OG0004271	ASIC013829	ADIR010381
OG0004272	ASIC009945	ADIR004803
OG0004273	ASIC021169	ADIR008740
OG0004274	ASIC018646	ADIR009786
OG0004275	ASIC009159	ADIR009255
OG0004276	ASIC013086	ADIR000598
OG0004277	ASIC006659	ADIR006261
OG0004278	ASIC010429	ADIR004116
OG0004279	ASIC018651	ADIR009824
OG0004280	ASIC010426	ADIR008880
OG0004281	ASIC006658	ADIR006260
OG0004282	ASIC015776	ADIR011332
OG0004283	ASIC018644	ADIR004322
OG0004284	ASIC010441	ADIR004336
OG0004285	ASIC001939	ADIR011617
OG0004286	ASIC015899	ADIR005590
OG0004287	ASIC007901	ADIR002162
OG0004288	ASIC001938	ADIR011614
OG0004289	ASIC017961	ADIR009601
OG0004290	ASIC014389	ADIR011310
OG0004291	ASIC014369	ADIR011323
OG0004292	ASIC014396	ADIR011304
OG0004293	ASIC014394	ADIR011305
OG0004294	ASIC014372	ADIR011321
OG0004295	ASIC019619	ADIR003581
OG0004296	ASIC014407	ADIR011302
OG0004297	ASIC008214	ADIR003086
OG0004298	ASIC008282	ADIR002694
OG0004299	ASIC008217	ADIR003089
OG0004300	ASIC008220	ADIR002479
OG0004301	ASIC008284	ADIR002692
OG0004302	ASIC012684	ADIR015596
OG0004303	ASIC008305	ADIR002682
OG0004304	ASIC005341	ADIR003154
OG0004305	ASIC012679	ADIR003163
OG0004306	ASIC008304	ADIR002683
OG0004307	ASIC003281	ADIR003157
OG0004308	ASIC008302	ADIR002685
OG0004309	ASIC008218	ADIR003091
OG0004311	ASIC001871	ADIR015595
OG0004312	ASIC018054	ADIR001929
OG0004313	ASIC018044	ADIR001923
OG0004314	ASIC018045	ADIR001924
OG0004315	ASIC005091	ADIR009613
OG0004316	ASIC018317	ADIR002213
OG0004317	ASIC018056	ADIR001932
OG0004318	ASIC018304	ADIR002222
OG0004319	ASIC018060	ADIR015510
OG0004320	ASIC016926	ADIR001341
OG0004321	ASIC018057	ADIR001933
OG0004322	ASIC005096	ADIR000244
OG0004323	ASIC018028	ADIR001914
OG0004324	ASIC005095	ADIR009614
OG0004325	ASIC018306	ADIR002219
OG0004326	ASIC005080	ADIR000236
OG0004327	ASIC018308	ADIR002218
OG0004328	ASIC018046	ADIR001925
OG0004329	ASIC018179	ADIR002342
OG0004330	ASIC005089	ADIR000243
OG0004331	ASIC007778	ADIR008201
OG0004332	ASIC003771	ADIR007023
OG0004333	ASIC018384	ADIR001880
OG0004334	ASIC008934	ADIR005722
OG0004335	ASIC015509	ADIR000223
OG0004336	ASIC018144	ADIR002361
OG0004337	ASIC013905	ADIR011629
OG0004338	ASIC019702	ADIR007279
OG0004339	ASIC018395	ADIR001881
OG0004340	ASIC007781	ADIR008204
OG0004341	ASIC017771	ADIR001882
OG0004342	ASIC003774	ADIR007024
OG0004343	ASIC010030	ADIR010479
OG0004345	ASIC011003	ADIR016154
OG0004346	ASIC012553	ADIR010485
OG0004347	ASIC017654	ADIR010965
OG0004348	ASIC017978	ADIR009142
OG0004349	ASIC019342	ADIR002035
OG0004350	ASIC010867	ADIR011379
OG0004351	ASIC017658	ADIR010962
OG0004352	ASIC010764	ADIR006793
OG0004353	ASIC017976	ADIR002261
OG0004354	ASIC013551	ADIR003985
OG0004355	ASIC019347	ADIR002038
OG0004356	ASIC017656	ADIR010964
OG0004357	ASIC017980	ADIR002264
OG0004358	ASIC017652	ADIR010967
OG0004359	ASIC017977	ADIR002262
OG0004360	ASIC008119	ADIR004344
OG0004361	ASIC010865	ADIR011378
OG0004362	ASIC019350	ADIR002039
OG0004363	ASIC005406	ADIR011622
OG0004365	ASIC021212	ADIR003821
OG0004366	ASIC021217	ADIR003824
OG0004367	ASIC021213	ADIR003822
OG0004368	ASIC021216	ADIR003823
OG0004369	ASIC010926	ADIR008501
OG0004371	ASIC005239	ADIR001107
OG0004372	ASIC015074	ADIR007508
OG0004373	ASIC011037	ADIR008055
OG0004374	ASIC005238	ADIR004587
OG0004375	ASIC022201	ADIR002073
OG0004377	ASIC008348	ADIR003266
OG0004378	ASIC012169	ADIR002471
OG0004379	ASIC020700	ADIR011411
OG0004380	ASIC012159	ADIR002468
OG0004381	ASIC020393	ADIR001524
OG0004382	ASIC012164	ADIR015793
OG0004383	ASIC014611	ADIR004748
OG0004384	ASIC017280, ASIC017281	ADIR010912
OG0004385	ASIC012170	ADIR002472
OG0004386	ASIC020697	ADIR011412
OG0004387	ASIC012181	ADIR004483
OG0004388	ASIC020701	ADIR011410
OG0004389	ASIC020702	ADIR011409
OG0004390	ASIC020786	ADIR011413
OG0004391	ASIC014607	ADIR004745
OG0004392	ASIC014621	ADIR004757
OG0004393	ASIC014618	ADIR004755
OG0004394	ASIC014613	ADIR004749
OG0004395	ASIC014615	ADIR004752
OG0004396	ASIC012183	ADIR004485
OG0004397	ASIC019610	ADIR007332
OG0004398	ASIC019174	ADIR003676
OG0004399	ASIC019665	ADIR007336
OG0004400	ASIC019621	ADIR007333
OG0004401	ASIC019888	ADIR007325
OG0004402	ASIC019632	ADIR007334
OG0004403	ASIC019831	ADIR007322
OG0004404	ASIC004391	ADIR010450
OG0004405	ASIC012640	ADIR005449
OG0004407	ASIC014299	ADIR005860
OG0004408	ASIC020934	ADIR005373
OG0004409	ASIC012478	ADIR008784
OG0004410	ASIC013877	ADIR009440
OG0004411	ASIC018360	ADIR010779
OG0004412	ASIC002568	ADIR002920
OG0004413	ASIC010285	ADIR010741
OG0004414	ASIC020003	ADIR002917
OG0004415	ASIC020004	ADIR002918
OG0004416	ASIC010287	ADIR001150
OG0004417	ASIC006237	ADIR001392
OG0004418	ASIC002814	ADIR010810
OG0004419	ASIC008460	ADIR010126
OG0004420	ASIC002823	ADIR010806
OG0004421	ASIC002815	ADIR010811
OG0004423	ASIC002821	ADIR010805
OG0004424	ASIC002818	ADIR010802
OG0004425	ASIC002819	ADIR010803
OG0004426	ASIC020716	ADIR011406
OG0004427	ASIC002816	ADIR010813
OG0004428	ASIC002278	ADIR006523
OG0004429	ASIC004592	ADIR010534
OG0004430	ASIC013969	ADIR010182
OG0004431	ASIC020252	ADIR008363
OG0004432	ASIC013970	ADIR010183
OG0004433	ASIC020251	ADIR008362
OG0004435	ASIC017354	ADIR004635
OG0004436	ASIC004593	ADIR010535
OG0004437	ASIC013971	ADIR010184
OG0004438	ASIC013311	ADIR008514
OG0004439	ASIC002281	ADIR006520
OG0004440	ASIC011963	ADIR004556
OG0004441	ASIC011965	ADIR004557
OG0004442	ASIC014271	ADIR008890
OG0004443	ASIC011960	ADIR004554
OG0004444	ASIC011962	ADIR015859
OG0004445	ASIC011959	ADIR004553
OG0004446	ASIC011966	ADIR004559
OG0004447	ASIC014269	ADIR008887
OG0004448	ASIC011961	ADIR015860
OG0004449	ASIC008670	ADIR009424
OG0004450	ASIC008671	ADIR009425
OG0004451	ASIC013575	ADIR011113
OG0004452	ASIC012528	ADIR003541
OG0004453	ASIC019964	ADIR009500
OG0004454	ASIC018260	ADIR002249
OG0004455	ASIC018276	ADIR016108
OG0004456	ASIC022301	ADIR009496
OG0004457	ASIC018263	ADIR002247
OG0004458	ASIC004979	ADIR009650
OG0004459	ASIC018272	ADIR002240
OG0004460	ASIC018273	ADIR002239
OG0004461	ASIC018269	ADIR016106
OG0004462	ASIC019943	ADIR009498
OG0004463	ASIC017987	ADIR002269
OG0004464	ASIC018185	ADIR002337
OG0004465	ASIC015924	ADIR000102
OG0004466	ASIC018190	ADIR002331
OG0004467	ASIC018230	ADIR002270
OG0004468	ASIC018189	ADIR002332
OG0004469	ASIC004305	ADIR002528
OG0004470	ASIC002918	ADIR005810
OG0004471	ASIC004327, ASIC004328	ADIR002526
OG0004472	ASIC021514	ADIR002828
OG0004473	ASIC011095	ADIR005822
OG0004474	ASIC021513	ADIR002829
OG0004475	ASIC009926	ADIR015700
OG0004476	ASIC007568	ADIR004464
OG0004477	ASIC007615	ADIR004704, ADIR001184
OG0004478	ASIC004350	ADIR000910
OG0004479	ASIC016376	ADIR007802
OG0004480	ASIC021214	ADIR001177
OG0004481	ASIC004929	ADIR000508
OG0004482	ASIC015201	ADIR002290
OG0004484	ASIC004938	ADIR000502
OG0004485	ASIC004937	ADIR000503
OG0004486	ASIC019494	ADIR002294
OG0004487	ASIC004936	ADIR000504
OG0004488	ASIC006906	ADIR005984
OG0004489	ASIC008234	ADIR002489
OG0004490	ASIC014054	ADIR006572
OG0004492	ASIC008226	ADIR002483
OG0004493	ASIC008235	ADIR006441
OG0004494	ASIC008228	ADIR002485
OG0004495	ASIC010085	ADIR008916
OG0004496	ASIC022229	ADIR003986
OG0004497	ASIC017343	ADIR007366
OG0004498	ASIC007608	ADIR004594
OG0004499	ASIC017013	ADIR001000
OG0004500	ASIC003000	ADIR006951
OG0004501	ASIC007574	ADIR001073
OG0004502	ASIC009707	ADIR001507
OG0004503	ASIC016049	ADIR001664
OG0004504	ASIC021991	ADIR010281
OG0004505	ASIC021993	ADIR010282
OG0004506	ASIC021719	ADIR010288
OG0004507	ASIC021098	ADIR010290
OG0004508	ASIC021986	ADIR010278
OG0004510	ASIC021988	ADIR010279
OG0004511	ASIC005358	ADIR001119
OG0004512	ASIC006338	ADIR001412
OG0004513	ASIC016852	ADIR007769
OG0004514	ASIC009611	ADIR014992
OG0004515	ASIC015084	ADIR006717
OG0004516	ASIC007132	ADIR001120
OG0004517	ASIC007130	ADIR001243
OG0004518	ASIC005357	ADIR009839
OG0004519	ASIC019573	ADIR007387
OG0004520	ASIC007738	ADIR008241
OG0004521	ASIC006132	ADIR002961
OG0004522	ASIC013617	ADIR010996
OG0004523	ASIC006136	ADIR002962
OG0004524	ASIC013618	ADIR010997
OG0004525	ASIC013616	ADIR010995
OG0004526	ASIC008010	ADIR003107
OG0004528	ASIC013627	ADIR011001
OG0004529	ASIC017585	ADIR010993
OG0004530	ASIC013630	ADIR011003
OG0004531	ASIC008552	ADIR011371
OG0004532	ASIC008533	ADIR015505
OG0004533	ASIC008679	ADIR011360
OG0004535	ASIC008538	ADIR015506
OG0004536	ASIC011484	ADIR015977
OG0004537	ASIC009324	ADIR005710
OG0004538	ASIC002173	ADIR005708
OG0004539	ASIC008940	ADIR005697
OG0004540	ASIC009291	ADIR005711
OG0004541	ASIC017833	ADIR000448
OG0004542	ASIC008941	ADIR005698
OG0004544	ASIC013370	ADIR003222
OG0004545	ASIC011477	ADIR010077
OG0004547	ASIC011475	ADIR010075
OG0004548	ASIC011476	ADIR010076
OG0004549	ASIC013348	ADIR003232
OG0004550	ASIC011467	ADIR010070
OG0004552	ASIC013269	ADIR003326
OG0004553	ASIC020120	ADIR005483
OG0004554	ASIC008897	ADIR006598
OG0004555	ASIC008887	ADIR006603
OG0004556	ASIC005970	ADIR000374
OG0004557	ASIC016985	ADIR001365
OG0004558	ASIC005971	ADIR000375
OG0004559	ASIC016984	ADIR001364
OG0004560	ASIC004752	ADIR001767
OG0004561	ASIC019232	ADIR008627
OG0004562	ASIC015206	ADIR001759
OG0004563	ASIC004760	ADIR001775
OG0004564	ASIC004785	ADIR001770
OG0004565	ASIC004758	ADIR001774
OG0004566	ASIC015208	ADIR001760
OG0004567	ASIC004756	ADIR001772
OG0004568	ASIC004166	ADIR001765
OG0004569	ASIC019213	ADIR001682
OG0004570	ASIC003225	ADIR006444
OG0004571	ASIC015006	ADIR003170
OG0004572	ASIC010488	ADIR006447
OG0004573	ASIC015004	ADIR003172
OG0004574	ASIC007171	ADIR005944
OG0004575	ASIC004849	ADIR010569
OG0004576	ASIC003223	ADIR006446
OG0004577	ASIC015003	ADIR003173
OG0004578	ASIC003224	ADIR006445
OG0004579	ASIC007348	ADIR006071
OG0004580	ASIC007355	ADIR006078
OG0004581	ASIC007356	ADIR006079
OG0004582	ASIC007352	ADIR006074
OG0004583	ASIC007350	ADIR006072
OG0004584	ASIC007354	ADIR006077
OG0004585	ASIC007345	ADIR006068
OG0004586	ASIC006883	ADIR004843
OG0004587	ASIC014125	ADIR006821
OG0004588	ASIC014126	ADIR006822
OG0004589	ASIC014137	ADIR006826
OG0004590	ASIC014133	ADIR006825
OG0004591	ASIC006885	ADIR004844
OG0004592	ASIC006887	ADIR004845
OG0004593	ASIC014130	ADIR006823
OG0004594	ASIC006678	ADIR006277
OG0004595	ASIC020824	ADIR002850
OG0004596	ASIC020819	ADIR002853
OG0004597	ASIC020817	ADIR002855
OG0004598	ASIC020826	ADIR002849
OG0004599	ASIC013210	ADIR002858
OG0004600	ASIC013321	ADIR002860
OG0004601	ASIC004083	ADIR002410
OG0004602	ASIC020822	ADIR002852
OG0004603	ASIC013211	ADIR002857
OG0004604	ASIC020830	ADIR002847
OG0004605	ASIC019909	ADIR007607
OG0004606	ASIC017424	ADIR007623
OG0004607	ASIC013688	ADIR007616
OG0004608	ASIC003600	ADIR002618
OG0004609	ASIC011994	ADIR010641
OG0004610	ASIC006152	ADIR002971
OG0004611	ASIC015931	ADIR008296
OG0004612	ASIC016745	ADIR003707
OG0004613	ASIC003414	ADIR011593
OG0004614	ASIC008121	ADIR000319
OG0004615	ASIC009292	ADIR005748
OG0004616	ASIC003413	ADIR011594
OG0004617	ASIC009295	ADIR005751
OG0004618	ASIC011698	ADIR007467
OG0004619	ASIC019078	ADIR001574
OG0004620	ASIC020831	ADIR002844
OG0004621	ASIC008007	ADIR003110
OG0004623	ASIC014165	ADIR000655
OG0004624	ASIC006469	ADIR004681
OG0004625	ASIC006468	ADIR004680
OG0004626	ASIC006484	ADIR004687
OG0004627	ASIC009095	ADIR010863
OG0004628	ASIC014166	ADIR000654
OG0004629	ASIC006477	ADIR004684
OG0004630	ASIC004888	ADIR010858
OG0004631	ASIC006486	ADIR004688
OG0004632	ASIC017272	ADIR010930
OG0004633	ASIC004889	ADIR010859
OG0004634	ASIC013555	ADIR011104
OG0004635	ASIC013623	ADIR011096
OG0004636	ASIC013554	ADIR011103
OG0004637	ASIC014544	ADIR005177
OG0004638	ASIC014632	ADIR004765
OG0004639	ASIC010150	ADIR009279
OG0004640	ASIC006600	ADIR004899
OG0004641	ASIC013563	ADIR011106
OG0004642	ASIC009286	ADIR008853
OG0004643	ASIC000090	ADIR001904
OG0004644	ASIC015526	ADIR000363
OG0004645	ASIC017496	ADIR005767
OG0004646	ASIC002444	ADIR006862
OG0004647	ASIC021619	ADIR003697
OG0004648	ASIC002443	ADIR014587
OG0004649	ASIC015061	ADIR006864
OG0004650	ASIC021623	ADIR003698
OG0004651	ASIC019657	ADIR003600
OG0004652	ASIC019651	ADIR003598
OG0004653	ASIC019666	ADIR008563
OG0004654	ASIC019664	ADIR008562
OG0004655	ASIC002441	ADIR006860
