Orthogroup	AsinensisChina	AminimusMINIMUS1
OG0005043	ASIC007415	AMIN006430
OG0005044	ASIC012899	AMIN007536
OG0005045	ASIC012913	AMIN015935
OG0005046	ASIC012904	AMIN015938
OG0005047	ASIC002889	AMIN011381
OG0005048	ASIC002894	AMIN011377
OG0005049	ASIC002887	AMIN009936
OG0005050	ASIC002893	AMIN011378
OG0005051	ASIC012911	AMIN015937
OG0005052	ASIC002891	AMIN011380
OG0005053	ASIC012912	AMIN015936
OG0005054	ASIC012985	AMIN010910
OG0005055	ASIC011103	AMIN015873
OG0005056	ASIC020134	AMIN015772
OG0005057	ASIC018986	AMIN011319
OG0005058	ASIC011102	AMIN015872
OG0005059	ASIC003589	AMIN004026
OG0005060	ASIC003570	AMIN004031
OG0005061	ASIC003745	AMIN010326
OG0005062	ASIC014384	AMIN009608
OG0005063	ASIC007227	AMIN006423
OG0005064	ASIC007444	AMIN007119
OG0005065	ASIC007447	AMIN007121
OG0005066	ASIC016004	AMIN004228
OG0005067	ASIC022179	AMIN004469
OG0005068	ASIC022180	AMIN004470
OG0005069	ASIC004286	AMIN006709
OG0005071	ASIC020805	AMIN006712
OG0005073	ASIC011458	AMIN002249
OG0005074	ASIC004287	AMIN006710
OG0005075	ASIC011381	AMIN002254
OG0005076	ASIC004288	AMIN006711
OG0005077	ASIC009955	AMIN006777
OG0005078	ASIC017269	AMIN009125
OG0005079	ASIC009996	AMIN009114
OG0005080	ASIC017265	AMIN009121
OG0005081	ASIC017264	AMIN009120
OG0005082	ASIC017270	AMIN009126
OG0005083	ASIC014665	AMIN006799
OG0005084	ASIC009957	AMIN006778
OG0005085	ASIC018123	AMIN008578
OG0005086	ASIC018124	AMIN008579
OG0005087	ASIC018106	AMIN008591
OG0005088	ASIC003523	AMIN003162
OG0005089	ASIC020816	AMIN000587
OG0005090	ASIC012785	AMIN007147
OG0005091	ASIC003520	AMIN003161
OG0005092	ASIC015105	AMIN004623
OG0005093	ASIC016628	AMIN008001
OG0005094	ASIC003122	AMIN011355
OG0005095	ASIC003117	AMIN011350
OG0005096	ASIC003118	AMIN011351
OG0005097	ASIC016330	AMIN011367
OG0005098	ASIC016331	AMIN011368
OG0005099	ASIC016265	AMIN011362
OG0005100	ASIC016328	AMIN011366
OG0005101	ASIC014855	AMIN004568
OG0005102	ASIC016287	AMIN011364
OG0005103	ASIC016329	AMIN011356
OG0005104	ASIC012022	AMIN005001
OG0005105	ASIC004986	AMIN008715
OG0005106	ASIC005002	AMIN008722
OG0005107	ASIC012023	AMIN005000
OG0005108	ASIC001787	AMIN000279
OG0005109	ASIC013239	AMIN003797
OG0005110	ASIC013238	AMIN003798
OG0005111	ASIC001788	AMIN000280
OG0005112	ASIC017828	AMIN006887
OG0005113	ASIC012631	AMIN000363
OG0005114	ASIC017827	AMIN006885
OG0005115	ASIC017829	AMIN006888
OG0005116	ASIC017830	AMIN006889
OG0005117	ASIC008046	AMIN003090
OG0005118	ASIC007567	AMIN005432
OG0005119	ASIC009654	AMIN005830
OG0005120	ASIC007552	AMIN015905
OG0005121	ASIC010552	AMIN015819
OG0005122	ASIC000878	AMIN002527
OG0005123	ASIC010553	AMIN002544
OG0005124	ASIC000876	AMIN002525
OG0005125	ASIC000872	AMIN002521
OG0005126	ASIC000873	AMIN002522
OG0005127	ASIC000877	AMIN002526
OG0005130	ASIC015445	AMIN009034
OG0005131	ASIC017798	AMIN006871
OG0005132	ASIC003696	AMIN010293
OG0005133	ASIC003694	AMIN010294
OG0005134	ASIC003708	AMIN010288
OG0005135	ASIC003692	AMIN010297
OG0005136	ASIC003711	AMIN010284
OG0005137	ASIC003709	AMIN010287
OG0005138	ASIC003706	AMIN010289
OG0005139	ASIC003712	AMIN010283
OG0005140	ASIC013412	AMIN001154
OG0005142	ASIC007465	AMIN007134
OG0005143	ASIC008355	AMIN002169
OG0005144	ASIC001844	AMIN002545
OG0005146	ASIC003672	AMIN008816
OG0005147	ASIC003671	AMIN008817
OG0005148	ASIC007089	AMIN001946
OG0005149	ASIC021810	AMIN004214
OG0005150	ASIC009027	AMIN000917
OG0005151	ASIC021459	AMIN002790
OG0005152	ASIC000603	AMIN005345
OG0005153	ASIC006419	AMIN009783
OG0005155	ASIC006418	AMIN009784
OG0005156	ASIC006445	AMIN009766
OG0005157	ASIC007440	AMIN007096
OG0005158	ASIC006443	AMIN009767
OG0005159	ASIC005306	AMIN009083
OG0005160	ASIC020123	AMIN004077
OG0005161	ASIC020128	AMIN004097
OG0005163	ASIC005320	AMIN015986
OG0005164	ASIC005295	AMIN009084
OG0005165	ASIC020157	AMIN004100
OG0005166	ASIC005319	AMIN009081
OG0005167	ASIC006776	AMIN005112
OG0005168	ASIC006781	AMIN005110
OG0005169	ASIC018017	AMIN008951
OG0005170	ASIC015514	AMIN008993
OG0005171	ASIC015513	AMIN008994
OG0005172	ASIC005054	AMIN008778
OG0005174	ASIC018010	AMIN008948
OG0005175	ASIC006002	AMIN004439
OG0005176	ASIC006003	AMIN004438
OG0005177	ASIC011608	AMIN010957
OG0005178	ASIC015083	AMIN010975
OG0005179	ASIC011611	AMIN010959
OG0005180	ASIC021207	AMIN009997
OG0005181	ASIC018546	AMIN011097
OG0005183	ASIC017671	AMIN006335
OG0005184	ASIC006458	AMIN009631
OG0005185	ASIC004664	AMIN003324
OG0005186	ASIC014220	AMIN006342
OG0005187	ASIC004663	AMIN003325
OG0005188	ASIC004662	AMIN003326
OG0005189	ASIC008361	AMIN016239
OG0005190	ASIC005782	AMIN003005
OG0005191	ASIC021000	AMIN003622
OG0005192	ASIC005786	AMIN003004
OG0005193	ASIC020999	AMIN003621
OG0005194	ASIC020994	AMIN003617
OG0005195	ASIC018418	AMIN011649
OG0005196	ASIC018407	AMIN011648
OG0005197	ASIC017715	AMIN015925
OG0005198	ASIC014586	AMIN006840
OG0005199	ASIC014589	AMIN006838
OG0005200	ASIC014567	AMIN006844
OG0005201	ASIC011713	AMIN010946
OG0005203	ASIC011714	AMIN010948
OG0005204	ASIC011120	AMIN015881
OG0005205	ASIC013846	AMIN001739
OG0005206	ASIC013840	AMIN001736
OG0005207	ASIC006116	AMIN009838
OG0005208	ASIC006113	AMIN009835
OG0005209	ASIC013841	AMIN001737
OG0005210	ASIC013850	AMIN001740
OG0005211	ASIC011917	AMIN008888
OG0005212	ASIC017846	AMIN006900
OG0005213	ASIC017843	AMIN006898
OG0005214	ASIC005045	AMIN008786
OG0005215	ASIC017844	AMIN006899
OG0005216	ASIC017849	AMIN006902
OG0005217	ASIC011919	AMIN008889
OG0005218	ASIC017847	AMIN006901
OG0005219	ASIC005044	AMIN008787
OG0005220	ASIC003949	AMIN005342
OG0005221	ASIC017198	AMIN009538
OG0005222	ASIC017193	AMIN009539
OG0005223	ASIC008008	AMIN003723
OG0005224	ASIC008009	AMIN003724
OG0005225	ASIC020680	AMIN016271
OG0005226	ASIC008006	AMIN003721
OG0005227	ASIC020687	AMIN002384
OG0005228	ASIC008005	AMIN003720
OG0005229	ASIC020086	AMIN002371
OG0005230	ASIC008003	AMIN003719
OG0005231	ASIC013295	AMIN002395
OG0005232	ASIC020250	AMIN004820
OG0005233	ASIC012503	AMIN002391
OG0005234	ASIC009846	AMIN002375
OG0005235	ASIC016477	AMIN011509
OG0005236	ASIC016482	AMIN011504
OG0005237	ASIC016485	AMIN011501
OG0005238	ASIC016484	AMIN011502
OG0005239	ASIC009941	AMIN000981
OG0005240	ASIC020745	AMIN009416
OG0005241	ASIC020744	AMIN009415
OG0005242	ASIC010820	AMIN001049
OG0005243	ASIC008408	AMIN002673
OG0005244	ASIC008405	AMIN002671
OG0005245	ASIC016035	AMIN011420
OG0005246	ASIC013460	AMIN001111
OG0005247	ASIC013343	AMIN002832
OG0005248	ASIC013459	AMIN001112
OG0005249	ASIC016533	AMIN011517
OG0005250	ASIC021046	AMIN002734
OG0005251	ASIC015434	AMIN009359
OG0005252	ASIC015408	AMIN006942
OG0005253	ASIC015411	AMIN006944
OG0005254	ASIC015405	AMIN006941
OG0005255	ASIC016380	AMIN011152
OG0005256	ASIC011719	AMIN010951
OG0005257	ASIC012344	AMIN007314
OG0005258	ASIC012350	AMIN007311
OG0005259	ASIC003169	AMIN006397
OG0005260	ASIC006587	AMIN001400
OG0005261	ASIC003168	AMIN006398
OG0005262	ASIC003170	AMIN006396
OG0005263	ASIC003165	AMIN006399
OG0005264	ASIC006590	AMIN001402
OG0005265	ASIC019788	AMIN010437
OG0005267	ASIC003070	AMIN004796
OG0005268	ASIC011970	AMIN002656
OG0005269	ASIC013972	AMIN003639
OG0005270	ASIC004087	AMIN003360
OG0005271	ASIC013314	AMIN000758
OG0005272	ASIC004084	AMIN003361
OG0005273	ASIC012656	AMIN004785
OG0005274	ASIC016502	AMIN011497
OG0005275	ASIC003210	AMIN000889
OG0005276	ASIC012377	AMIN011559
OG0005277	ASIC021811	AMIN003951
OG0005278	ASIC011008	AMIN011233
OG0005279	ASIC012375	AMIN011561
OG0005280	ASIC020045	AMIN003026
OG0005281	ASIC020035	AMIN003028
OG0005282	ASIC008357	AMIN002162
OG0005283	ASIC006050	AMIN001675
OG0005284	ASIC019803	AMIN010425
OG0005285	ASIC006051	AMIN001674
OG0005286	ASIC006112	AMIN001680
OG0005287	ASIC017231	AMIN009517
OG0005288	ASIC017230	AMIN009518
OG0005290	ASIC008658	AMIN006746
OG0005291	ASIC006611	AMIN001416
OG0005292	ASIC000263	AMIN006747
OG0005293	ASIC008665	AMIN006749
OG0005294	ASIC008663	AMIN006748
OG0005295	ASIC016256	AMIN006258
OG0005297	ASIC010830	AMIN001043
OG0005298	ASIC007968	AMIN004596
OG0005299	ASIC009371	AMIN016186
OG0005300	ASIC019084	AMIN010090
OG0005301	ASIC019060	AMIN010081
OG0005302	ASIC011374	AMIN004658
OG0005304	ASIC020273	AMIN000700
OG0005305	ASIC021015	AMIN003629
OG0005306	ASIC021354	AMIN003769
OG0005307	ASIC021009	AMIN003627
OG0005308	ASIC021014	AMIN003628
OG0005309	ASIC009671	AMIN005191
OG0005310	ASIC006355	AMIN005511
OG0005311	ASIC002463	AMIN002320
OG0005312	ASIC016638	AMIN005574
OG0005313	ASIC010253	AMIN002049
OG0005314	ASIC020420	AMIN001070
OG0005315	ASIC007664	AMIN005565
OG0005316	ASIC005924	AMIN007174
OG0005317	ASIC015403	AMIN006939
OG0005318	ASIC015401	AMIN006937
OG0005319	ASIC002805	AMIN006698
OG0005321	ASIC002809	AMIN006695
OG0005322	ASIC002788	AMIN006687
OG0005323	ASIC007228	AMIN001884
OG0005324	ASIC007236	AMIN001877
OG0005325	ASIC007230	AMIN001883
OG0005326	ASIC007231	AMIN001882
OG0005328	ASIC019312	AMIN008310
OG0005329	ASIC009326	AMIN005033
OG0005330	ASIC009328	AMIN005035
OG0005331	ASIC019314	AMIN008312
OG0005332	ASIC009327	AMIN005034
OG0005333	ASIC005403	AMIN006590
OG0005334	ASIC018703	AMIN008034
OG0005335	ASIC018702	AMIN008033
OG0005336	ASIC018790	AMIN010864
OG0005337	ASIC018705	AMIN008035
OG0005338	ASIC005252	AMIN006610
OG0005339	ASIC013496	AMIN000055
OG0005340	ASIC008504	AMIN011592
OG0005341	ASIC008505	AMIN011597
OG0005342	ASIC009201	AMIN011600
OG0005343	ASIC019220	AMIN011536
OG0005344	ASIC008506	AMIN011594
OG0005345	ASIC008511	AMIN011593
OG0005346	ASIC003161	AMIN000240
OG0005347	ASIC016622	AMIN002751
OG0005348	ASIC020573	AMIN004752
OG0005349	ASIC008451	AMIN004581
OG0005350	ASIC010170	AMIN002687
OG0005351	ASIC018480	AMIN011079
OG0005353	ASIC011228	AMIN002949
OG0005354	ASIC002701	AMIN003100
OG0005355	ASIC010715	AMIN001615
OG0005356	ASIC002807	AMIN006696
OG0005357	ASIC010716	AMIN001616
OG0005358	ASIC010905	AMIN000128
OG0005359	ASIC007161	AMIN007104
OG0005360	ASIC007462	AMIN007099
OG0005361	ASIC007360	AMIN007089
OG0005362	ASIC014374	AMIN006111
OG0005363	ASIC013082	AMIN006019
OG0005364	ASIC007139	AMIN007101
OG0005365	ASIC013078	AMIN015916
OG0005366	ASIC013080	AMIN006022
OG0005367	ASIC013076	AMIN015917
OG0005368	ASIC017770	AMIN004300
OG0005369	ASIC022362	AMIN004456
OG0005370	ASIC017795	AMIN006869
OG0005371	ASIC022357	AMIN004451
OG0005372	ASIC017785	AMIN006866
OG0005373	ASIC007157	AMIN001921
OG0005374	ASIC017092	AMIN005357
OG0005375	ASIC007469	AMIN007138
OG0005376	ASIC011425	AMIN002251
OG0005377	ASIC007140	AMIN007141
OG0005378	ASIC003936	AMIN005333
OG0005379	ASIC015572	AMIN006969
OG0005380	ASIC008470	AMIN009264
OG0005381	ASIC002478	AMIN008632
OG0005382	ASIC008469	AMIN015529
OG0005383	ASIC020785	AMIN009738
OG0005384	ASIC020781	AMIN009742
OG0005385	ASIC006694	AMIN009731
OG0005386	ASIC010001	AMIN001723
OG0005388	ASIC002911	AMIN010514
OG0005391	ASIC002897	AMIN010516
OG0005392	ASIC009468	AMIN001212
OG0005393	ASIC020372	AMIN005411
OG0005394	ASIC020358	AMIN005426
OG0005395	ASIC004676	AMIN003318
OG0005396	ASIC008249	AMIN000530
OG0005397	ASIC008245	AMIN000527
OG0005398	ASIC004613	AMIN016051
OG0005400	ASIC020084	AMIN002369
OG0005401	ASIC021521	AMIN000404
OG0005402	ASIC021392	AMIN003108
OG0005403	ASIC001840	AMIN002549
OG0005404	ASIC004740	AMIN003575
OG0005405	ASIC007114	AMIN005633
OG0005406	ASIC020083	AMIN000563
OG0005408	ASIC013282	AMIN016279
OG0005409	ASIC013270	AMIN016280
OG0005410	ASIC009103	AMIN015847
OG0005411	ASIC013273	AMIN002405
OG0005412	ASIC011463	AMIN002312
OG0005413	ASIC013283	AMIN002402
OG0005415	ASIC009102	AMIN015846
OG0005416	ASIC013285	AMIN002401
OG0005418	ASIC013379	AMIN000317
OG0005419	ASIC014835	AMIN004556
OG0005420	ASIC021655	AMIN000312
OG0005421	ASIC021644	AMIN000313
OG0005422	ASIC014839	AMIN004558
OG0005423	ASIC021633	AMIN000315
OG0005424	ASIC013325	AMIN000319
OG0005425	ASIC008277	AMIN000430
OG0005426	ASIC022208	AMIN004481
OG0005428	ASIC008147	AMIN000465
OG0005430	ASIC008325	AMIN000454
OG0005431	ASIC008316	AMIN000450
OG0005432	ASIC008151	AMIN000468
OG0005434	ASIC008149	AMIN000467
OG0005435	ASIC008332	AMIN000458
OG0005436	ASIC008318	AMIN000452
OG0005437	ASIC008154	AMIN000472
OG0005438	ASIC008645	AMIN006744
OG0005439	ASIC008377	AMIN009048
OG0005440	ASIC007833	AMIN010590
OG0005441	ASIC007834	AMIN010591
OG0005442	ASIC011113	AMIN004831
OG0005443	ASIC011109	AMIN004828
OG0005444	ASIC010565	AMIN002537
OG0005445	ASIC010558	AMIN002540
OG0005446	ASIC010570	AMIN016161
OG0005447	ASIC008194	AMIN000490
OG0005448	ASIC008191	AMIN000487
OG0005449	ASIC010568	AMIN002535
OG0005450	ASIC010566	AMIN002536
OG0005451	ASIC010569	AMIN002534
OG0005452	ASIC010564	AMIN002538
OG0005453	ASIC010555	AMIN002542
OG0005454	ASIC010557	AMIN002541
OG0005455	ASIC013467	AMIN001106
OG0005456	ASIC011267	AMIN008102
OG0005458	ASIC015377	AMIN008328
OG0005459	ASIC016185	AMIN001175
OG0005460	ASIC010741	AMIN001631
OG0005461	ASIC010742	AMIN001635
OG0005462	ASIC016187	AMIN001177
OG0005463	ASIC010743	AMIN001636
OG0005464	ASIC008882	AMIN002609
OG0005465	ASIC012952	AMIN015765
OG0005466	ASIC018673	AMIN011278
OG0005467	ASIC021643	AMIN004648
OG0005468	ASIC021645	AMIN004647
OG0005469	ASIC021657	AMIN003888
OG0005470	ASIC021650	AMIN004639
OG0005471	ASIC021646	AMIN004641
OG0005472	ASIC021639	AMIN004652
OG0005473	ASIC015368	AMIN008325
OG0005474	ASIC019329	AMIN008319
OG0005475	ASIC019336	AMIN008323
OG0005476	ASIC015376	AMIN008327
OG0005477	ASIC019322	AMIN008316
OG0005478	ASIC019321	AMIN008315
OG0005479	ASIC019323	AMIN008318
OG0005480	ASIC019331	AMIN008320
OG0005481	ASIC020468	AMIN001993
OG0005482	ASIC020459	AMIN001984
OG0005483	ASIC020466	AMIN001992
OG0005484	ASIC020462	AMIN001988
OG0005485	ASIC002486	AMIN004588
OG0005486	ASIC007649	AMIN005558
OG0005488	ASIC002668	AMIN001334
OG0005489	ASIC009577	AMIN005798
OG0005490	ASIC003736	AMIN010236
OG0005491	ASIC007711	AMIN010233
OG0005492	ASIC004843	AMIN010232
OG0005493	ASIC004844	AMIN016022
OG0005494	ASIC003735	AMIN010237
OG0005495	ASIC015796	AMIN009680
OG0005496	ASIC015790	AMIN009675
OG0005497	ASIC015785	AMIN009671
OG0005498	ASIC015791	AMIN009676
OG0005499	ASIC015789	AMIN009674
OG0005500	ASIC015797	AMIN009681
OG0005501	ASIC015786	AMIN009672
OG0005502	ASIC015795	AMIN009679
OG0005503	ASIC006312	AMIN005215
OG0005505	ASIC009104	AMIN002703
OG0005506	ASIC004479	AMIN005626
OG0005507	ASIC003942	AMIN005334
OG0005508	ASIC009106	AMIN002706
OG0005509	ASIC009105	AMIN002705
OG0005510	ASIC018989	AMIN007353
OG0005511	ASIC021704	AMIN003054
OG0005512	ASIC014923	AMIN011614
OG0005513	ASIC018136	AMIN008572
OG0005514	ASIC018139	AMIN008570
OG0005515	ASIC000899	AMIN008895
OG0005516	ASIC018115	AMIN009369
OG0005517	ASIC017580	AMIN016194
OG0005518	ASIC013598	AMIN005937
OG0005519	ASIC013615	AMIN005929
OG0005520	ASIC017583	AMIN005928
OG0005521	ASIC017582	AMIN005927
OG0005522	ASIC013614	AMIN005930
OG0005523	ASIC013600	AMIN005935
OG0005524	ASIC006940	AMIN006183
OG0005525	ASIC013613	AMIN005931
OG0005526	ASIC020599	AMIN004740
OG0005527	ASIC020597	AMIN004743
OG0005528	ASIC007340	AMIN001840
OG0005529	ASIC007341	AMIN001839
OG0005530	ASIC007334	AMIN001844
OG0005531	ASIC018470	AMIN011069
OG0005532	ASIC011020	AMIN011239
OG0005533	ASIC016117	AMIN007613
OG0005534	ASIC011018	AMIN011237
OG0005535	ASIC002762	AMIN003271
OG0005536	ASIC002769	AMIN003268
OG0005537	ASIC002368	AMIN003260
OG0005538	ASIC002766	AMIN003265
OG0005539	ASIC002767	AMIN003266
OG0005540	ASIC006788	AMIN002021
OG0005541	ASIC016338	AMIN011166
OG0005542	ASIC016337	AMIN011167
OG0005543	ASIC002905	AMIN011169
OG0005544	ASIC016339	AMIN011165
OG0005545	ASIC006579	AMIN001392
OG0005546	ASIC017234	AMIN009512
OG0005547	ASIC009830	AMIN002806
OG0005548	ASIC000387	AMIN002807
OG0005549	ASIC009833	AMIN002804
OG0005550	ASIC009206	AMIN002814
OG0005551	ASIC017975	AMIN008255
OG0005552	ASIC001346	AMIN003612
OG0005553	ASIC019950	AMIN008646
OG0005554	ASIC019935	AMIN008659
OG0005555	ASIC015453	AMIN009031
OG0005556	ASIC019951	AMIN008645
OG0005557	ASIC019934	AMIN008660
OG0005558	ASIC019949	AMIN008647
OG0005559	ASIC019945	AMIN008651
OG0005560	ASIC004976	AMIN008224
OG0005561	ASIC015495	AMIN009009
OG0005562	ASIC013890	AMIN006507
OG0005563	ASIC013896	AMIN006502
OG0005564	ASIC013893	AMIN006505
OG0005565	ASIC013920	AMIN006515
OG0005566	ASIC013889	AMIN006510
OG0005567	ASIC013892	AMIN006506
OG0005568	ASIC016545	AMIN011472
OG0005569	ASIC016543	AMIN011473
OG0005570	ASIC016546	AMIN011471
OG0005571	ASIC016542	AMIN011474
OG0005572	ASIC021461	AMIN002791
OG0005573	ASIC004736	AMIN004849
OG0005574	ASIC008066	AMIN004627
OG0005575	ASIC002275	AMIN002880
OG0005576	ASIC008068	AMIN004857
OG0005577	ASIC008067	AMIN004858
OG0005578	ASIC004737	AMIN004851
OG0005579	ASIC008071	AMIN004856
OG0005580	ASIC002274	AMIN002881
OG0005581	ASIC020230	AMIN004811
OG0005582	ASIC021401	AMIN003125
OG0005583	ASIC021398	AMIN014281
OG0005584	ASIC007022	AMIN003347
OG0005585	ASIC007019	AMIN000354
OG0005586	ASIC017632	AMIN006313
OG0005587	ASIC017631	AMIN006312
OG0005588	ASIC017205	AMIN001490
OG0005589	ASIC017624	AMIN006306
OG0005590	ASIC005294	AMIN009073
OG0005591	ASIC017194	AMIN009435
OG0005592	ASIC017630	AMIN006311
OG0005593	ASIC017634	AMIN006314
OG0005594	ASIC015076	AMIN010981
OG0005595	ASIC015075	AMIN010982
OG0005596	ASIC000283	AMIN007900
OG0005598	ASIC011270	AMIN008113
OG0005599	ASIC010964	AMIN007056
OG0005600	ASIC016375	AMIN011156
OG0005601	ASIC005183	AMIN006493
OG0005602	ASIC010202	AMIN010224
OG0005603	ASIC011508	AMIN002204
OG0005604	ASIC011511	AMIN002203
OG0005605	ASIC009452	AMIN001222
OG0005608	ASIC007661	AMIN005768
OG0005609	ASIC006316	AMIN005581
OG0005610	ASIC013767	AMIN007634
OG0005611	ASIC008811	AMIN004010
OG0005612	ASIC008809	AMIN004008
OG0005613	ASIC012267	AMIN011570
OG0005614	ASIC012250	AMIN010710
OG0005615	ASIC012251	AMIN010712
OG0005616	ASIC008036	AMIN003741
OG0005617	ASIC010547	AMIN002179
OG0005618	ASIC010548	AMIN002178
OG0005619	ASIC010549	AMIN016228
OG0005620	ASIC015037	AMIN011124
OG0005621	ASIC015039	AMIN011123
OG0005622	ASIC015040	AMIN011122
OG0005623	ASIC015041	AMIN011121
OG0005624	ASIC004342	AMIN006089
OG0005625	ASIC007101	AMIN009622
OG0005626	ASIC010775	AMIN001665
OG0005627	ASIC004338	AMIN009840
OG0005628	ASIC010780	AMIN001663
OG0005629	ASIC010776	AMIN001666
OG0005630	ASIC010446	AMIN010759
OG0005631	ASIC010448	AMIN010758
OG0005632	ASIC007794	AMIN010570
OG0005633	ASIC016357	AMIN011161
OG0005634	ASIC007789	AMIN010567
OG0005635	ASIC007787	AMIN010565
OG0005636	ASIC007790	AMIN010569
OG0005637	ASIC007788	AMIN010566
OG0005638	ASIC016354	AMIN011163
OG0005639	ASIC019703	AMIN010479
OG0005641	ASIC016965	AMIN000818
OG0005642	ASIC021433	AMIN000234
OG0005643	ASIC021434	AMIN000235
OG0005644	ASIC021430	AMIN003179
OG0005645	ASIC009417	AMIN003183
OG0005646	ASIC009418	AMIN003184
OG0005649	ASIC015745	AMIN005988
OG0005650	ASIC006667	AMIN009717
OG0005651	ASIC014635	AMIN006816
OG0005653	ASIC009602	AMIN005772
OG0005654	ASIC009616	AMIN002048
OG0005655	ASIC013237	AMIN002971
OG0005656	ASIC013235	AMIN002970
OG0005657	ASIC003328	AMIN003904
OG0005658	ASIC011740	AMIN010901
OG0005659	ASIC011742	AMIN010900
OG0005660	ASIC011738	AMIN010903
OG0005661	ASIC010183	AMIN010208
OG0005662	ASIC015989	AMIN008945
OG0005663	ASIC015908	AMIN015975
OG0005664	ASIC015914	AMIN008912
OG0005665	ASIC019766	AMIN010447
OG0005666	ASIC019772	AMIN010443
OG0005667	ASIC019625	AMIN010040
OG0005668	ASIC017497	AMIN008845
OG0005669	ASIC009143	AMIN008166
OG0005670	ASIC009657	AMIN001229
OG0005671	ASIC014210	AMIN006348
OG0005672	ASIC014202	AMIN006354
OG0005673	ASIC014213	AMIN006345
OG0005674	ASIC014209	AMIN006349
OG0005675	ASIC014211	AMIN006346
OG0005676	ASIC019278	AMIN008444
OG0005677	ASIC018956	AMIN007350
OG0005678	ASIC019819	AMIN010414
OG0005679	ASIC019813	AMIN010418
OG0005680	ASIC019825	AMIN010413
OG0005681	ASIC019806	AMIN015776
OG0005682	ASIC019814	AMIN010417
OG0005683	ASIC021871	AMIN004923
OG0005684	ASIC001583	AMIN004114
OG0005685	ASIC001587	AMIN004111
OG0005686	ASIC020368	AMIN005410
OG0005687	ASIC006378	AMIN001750
OG0005689	ASIC006373	AMIN001755
OG0005690	ASIC006374	AMIN001753
OG0005691	ASIC017935	AMIN004443
OG0005692	ASIC014947	AMIN008144
OG0005693	ASIC008313	AMIN000447
OG0005694	ASIC019214	AMIN011408
OG0005695	ASIC008315	AMIN000449
OG0005696	ASIC008308	AMIN000445
OG0005697	ASIC008208	AMIN000495
OG0005698	ASIC008209	AMIN000497
OG0005699	ASIC008314	AMIN000448
OG0005700	ASIC012003	AMIN000884
OG0005701	ASIC012696	AMIN008374
OG0005702	ASIC017773	AMIN004302
OG0005703	ASIC017772	AMIN004301
OG0005704	ASIC018134	AMIN008574
OG0005705	ASIC002226	AMIN008730
OG0005706	ASIC017964	AMIN008961
OG0005707	ASIC018133	AMIN008575
OG0005708	ASIC018132	AMIN008576
OG0005709	ASIC018131	AMIN008577
OG0005710	ASIC017774	AMIN016127
OG0005711	ASIC001204	AMIN007024
OG0005712	ASIC001205	AMIN007023
OG0005713	ASIC002582	AMIN007942
OG0005714	ASIC008628	AMIN006737
OG0005715	ASIC014934	AMIN011644
OG0005716	ASIC008623	AMIN006735
OG0005717	ASIC014932	AMIN011606
OG0005718	ASIC008625	AMIN006739
OG0005719	ASIC008627	AMIN006738
OG0005720	ASIC008630	AMIN006740
OG0005721	ASIC016637	AMIN008008
OG0005722	ASIC012358	AMIN007307
OG0005723	ASIC010240	AMIN005287
OG0005724	ASIC020343	AMIN001976
OG0005725	ASIC020365, ASIC009882	AMIN001975
OG0005726	ASIC004819	AMIN004249
OG0005727	ASIC017918	AMIN008193
OG0005728	ASIC004822	AMIN004252
OG0005729	ASIC011603	AMIN010954
OG0005730	ASIC004820	AMIN004250
OG0005731	ASIC015327	AMIN009224
OG0005732	ASIC000590	AMIN005320
OG0005733	ASIC005368	AMIN005319
OG0005734	ASIC019359	AMIN008294
OG0005735	ASIC019361	AMIN008297
OG0005736	ASIC019362	AMIN008298
OG0005737	ASIC019358	AMIN008293
OG0005738	ASIC011841	AMIN007474
OG0005739	ASIC004012	AMIN004736
OG0005740	ASIC005382	AMIN005464
OG0005741	ASIC012816	AMIN007163
OG0005742	ASIC012814	AMIN009448
OG0005743	ASIC012802	AMIN009443
OG0005744	ASIC017926	AMIN006953
OG0005745	ASIC009142	AMIN008158
OG0005746	ASIC009145	AMIN008155
OG0005747	ASIC009144	AMIN008157
OG0005748	ASIC002806	AMIN006697
OG0005749	ASIC003009	AMIN008074
OG0005750	ASIC009139	AMIN008160
OG0005751	ASIC004586	AMIN000747
OG0005753	ASIC021899	AMIN004907
OG0005754	ASIC021906	AMIN004901
OG0005755	ASIC005227	AMIN005272
OG0005756	ASIC010260	AMIN005695
OG0005757	ASIC018291	AMIN008230
OG0005758	ASIC002417	AMIN002426
OG0005759	ASIC002419	AMIN002424
OG0005760	ASIC013245	AMIN002418
OG0005761	ASIC013244	AMIN002419
OG0005762	ASIC016081	AMIN011438
OG0005763	ASIC013246	AMIN002417
OG0005764	ASIC011297	AMIN007455, AMIN007454
OG0005765	ASIC011286	AMIN007448
OG0005766	ASIC011285	AMIN007446
OG0005767	ASIC011282	AMIN007445
OG0005768	ASIC002289	AMIN002868
OG0005769	ASIC002287	AMIN002870
OG0005770	ASIC002276	AMIN002879
OG0005771	ASIC002288	AMIN002869
OG0005772	ASIC002283	AMIN002873
OG0005773	ASIC002285	AMIN002872
OG0005774	ASIC002277	AMIN002878
OG0005776	ASIC014327	AMIN000089
OG0005777	ASIC010837	AMIN001039
OG0005778	ASIC003091	AMIN011389
OG0005779	ASIC003093	AMIN011388
OG0005780	ASIC003099	AMIN011384
