Orthogroup	AsinensisChina	Aalbopictus_AalbF5
OG0003910	ASIC010180	LOC109622492
OG0003911	ASIC010194	LOC109423549
OG0003912	ASIC010186	LOC109622343
OG0003913	ASIC010193	LOC109408343
OG0003914	ASIC010195	LOC109423281
OG0003915	ASIC010181	LOC109622491
OG0003916	ASIC005676	LOC109423363
OG0003917	ASIC010175	LOC109408687
OG0003918	ASIC010184	LOC109622488
OG0003919	ASIC010197	LOC115254498
OG0003920	ASIC010200	LOC109423371
OG0003921	ASIC018772	LOC109427698
OG0003922	ASIC006313	LOC109427678
OG0003923	ASIC018623	LOC109426686
OG0003924	ASIC007122	LOC109431390
OG0003925	ASIC000642	LOC109419065
OG0003926	ASIC001451	LOC109419041
OG0003927	ASIC017649	LOC109408129
OG0003928	ASIC006531	LOC109419076
OG0003929	ASIC017636	LOC109413597
OG0003930	ASIC001441	LOC109419059
OG0003932	ASIC001457	LOC109408120
OG0003933	ASIC017637	LOC109408138
OG0003934	ASIC017651	LOC109408128
OG0003935	ASIC016802	LOC109426652
OG0003936	ASIC012206	LOC115265270
OG0003937	ASIC013150	LOC109402269
OG0003938	ASIC013058	LOC109416800
OG0003939	ASIC013057	LOC109402400
OG0003940	ASIC013151	LOC109415853
OG0003941	ASIC013153	LOC109415854
OG0003942	ASIC013059	LOC109402466
OG0003943	ASIC013149	LOC109415856
OG0003944	ASIC011661	LOC109413960
OG0003945	ASIC011662	LOC109413961
OG0003946	ASIC011642	LOC109399190
OG0003947	ASIC016143	LOC109431677
OG0003948	ASIC018471	LOC109430917
OG0003949	ASIC016160	LOC115267497
OG0003950	ASIC016120	LOC109431664
OG0003951	ASIC016159	LOC109431724
OG0003952	ASIC018486	LOC109430867
OG0003953	ASIC016156	LOC109431680
OG0003954	ASIC018483, ASIC018481	LOC109431691
OG0003956	ASIC018485	LOC109431723
OG0003957	ASIC016157	LOC109431714
OG0003958	ASIC006500	LOC109419734
OG0003959	ASIC017577	LOC115253476
OG0003960	ASIC006501	LOC109419733
OG0003961	ASIC017571	LOC115255067
OG0003962	ASIC017564	LOC109407386
OG0003963	ASIC017753	LOC109417052, LOC109420538
OG0003964	ASIC017757	LOC109417064
OG0003965	ASIC017566	LOC109407379
OG0003966	ASIC005904	LOC109420628
OG0003967	ASIC006504	LOC115255819
OG0003968	ASIC017572	LOC115255048
OG0003969	ASIC017565	LOC109407410
OG0003970	ASIC017569	LOC109407434
OG0003971	ASIC017579	LOC109407535
OG0003972	ASIC017563	LOC109407750
OG0003973	ASIC017570	LOC109420524
OG0003974	ASIC016246	LOC109401716
OG0003975	ASIC016189	LOC109433145
OG0003976	ASIC014181	LOC109433126
OG0003977	ASIC016243	LOC109401715
OG0003978	ASIC004846	LOC109433097
OG0003979	ASIC016224	LOC109401721
OG0003980	ASIC016210	LOC109401713
OG0003981	ASIC016223	LOC109401719
OG0003982	ASIC015874	LOC109427901
OG0003983	ASIC015848	LOC109428057
OG0003984	ASIC015772	LOC109427781
OG0003985	ASIC015872	LOC109427916
OG0003986	ASIC015770	LOC109427799
OG0003987	ASIC015774	LOC115262469
OG0003988	ASIC015756	LOC134287652
OG0003989	ASIC015761	LOC109427874
OG0003991	ASIC015863	LOC134287648
OG0003992	ASIC015850	LOC109428028
OG0003993	ASIC015759	LOC109427879
OG0003994	ASIC016767	LOC109422480
OG0003995	ASIC016793	LOC109424298
OG0003996	ASIC002990	LOC109422486
OG0003997	ASIC014908	LOC109428667
OG0003998	ASIC016799	LOC109422483
OG0003999	ASIC007873	LOC109422464
OG0004000	ASIC003016	LOC109428652
OG0004001	ASIC008123	LOC115264640
OG0004003	ASIC010316, ASIC010320	LOC109412632
OG0004004	ASIC007876	LOC109422493
OG0004005	ASIC006988	LOC109421431
OG0004006	ASIC006990	LOC109421430
OG0004007	ASIC006930	LOC109621336
OG0004008	ASIC006986	LOC109421437
OG0004009	ASIC005741	LOC109421502, LOC134287578
OG0004010	ASIC006960	LOC109421412
OG0004011	ASIC005735	LOC109421509
OG0004012	ASIC006945	LOC115265508
OG0004013	ASIC006961	LOC109421461
OG0004014	ASIC006966	LOC109432562
OG0004015	ASIC006991	LOC109421429
OG0004016	ASIC006931	LOC109621337
OG0004017	ASIC006511	LOC109417759
OG0004018	ASIC006903	LOC109420023
OG0004019	ASIC006973	LOC109417750
OG0004020	ASIC006510	LOC109417757
OG0004021	ASIC003965	LOC109401849
OG0004022	ASIC006859	LOC109420020
OG0004023	ASIC003964	LOC115256393
OG0004024	ASIC003967	LOC109401931
OG0004025	ASIC006508	LOC109417754
OG0004026	ASIC016673	LOC109429118
OG0004027	ASIC019971	LOC109429106
OG0004028	ASIC008073	LOC109429121, LOC134290039
OG0004029	ASIC011353	LOC115254067
OG0004030	ASIC019970	LOC109429104
OG0004031	ASIC011332	LOC109429124
OG0004032	ASIC011360	LOC109429145
OG0004033	ASIC011369	LOC109398827
OG0004034	ASIC011368	LOC109429149
OG0004035	ASIC019988	LOC109429115
OG0004036	ASIC011356	LOC109409024
OG0004037	ASIC011336	LOC109429125
OG0004038	ASIC019975	LOC109429110
OG0004040	ASIC005942	LOC109412595
OG0004041	ASIC009666	LOC109428400
OG0004042	ASIC020419	LOC109415199
OG0004043	ASIC007628	LOC109402212
OG0004044	ASIC009669	LOC109428405
OG0004045	ASIC005542	LOC109433581
OG0004046	ASIC009872	LOC109412596
OG0004047	ASIC006106	LOC109421296
OG0004048	ASIC006091	LOC109421312
OG0004049	ASIC006074	LOC109427815
OG0004050	ASIC006104	LOC109621857
OG0004051	ASIC012114	LOC109421342
OG0004052	ASIC006077	LOC109621801
OG0004053	ASIC006107	LOC109621853
OG0004054	ASIC006095	LOC109621806
OG0004055	ASIC012113	LOC115265572
OG0004056	ASIC006076	LOC109621800
OG0004057	ASIC006118	LOC109621809
OG0004058	ASIC006105	LOC109421298
OG0004059	ASIC006100	LOC109421307
OG0004060	ASIC019930	LOC109623109
OG0004062	ASIC015188	LOC109623113
OG0004063	ASIC008483	LOC109403155
OG0004064	ASIC020651	LOC115267930
OG0004065	ASIC020652	LOC109623445
OG0004066	ASIC018196	LOC109431576
OG0004067	ASIC008482	LOC109403173
OG0004068	ASIC018200	LOC109622224
OG0004069	ASIC020647	LOC109622219
OG0004070	ASIC020653	LOC109431601
OG0004071	ASIC017995	LOC109621320
OG0004072	ASIC020341	LOC109431143
OG0004073	ASIC011767	LOC109398039
OG0004074	ASIC020333	LOC115256846
OG0004075	ASIC011769	LOC109399511
OG0004076	ASIC020325	LOC109424942
OG0004077	ASIC011765	LOC109398045
OG0004079	ASIC011770	LOC134287681, LOC109398020
OG0004080	ASIC020322	LOC109431126
OG0004081	ASIC015088	LOC109425653
OG0004082	ASIC008595	LOC109409313
OG0004083	ASIC017174	LOC115258948
OG0004084	ASIC018464	LOC109410273
OG0004085	ASIC008612	LOC109409318
OG0004086	ASIC008496	LOC109409309
OG0004087	ASIC011069	LOC115258703
OG0004088	ASIC008611	LOC115258621
OG0004089	ASIC006586	LOC115258678
OG0004090	ASIC008597	LOC109419112
OG0004091	ASIC018458	LOC109410272
OG0004092	ASIC018467	LOC115266546
OG0004093	ASIC018450	LOC109410276, LOC115266529
OG0004094	ASIC021033	LOC109423494
OG0004095	ASIC004903	LOC109432145
OG0004098	ASIC004902	LOC109432128
OG0004099	ASIC014685	LOC109423500
OG0004100	ASIC021035	LOC109432141
OG0004101	ASIC001580	LOC109423516
OG0004102	ASIC013928	LOC109432171
OG0004103	ASIC009542	LOC109397575
OG0004104	ASIC013802	LOC109406697
OG0004105	ASIC021817	LOC109622350
OG0004106	ASIC021835	LOC109622374
OG0004107	ASIC021032	LOC109409852
OG0004108	ASIC018747	LOC109415739
OG0004109	ASIC011262	LOC109409854
OG0004110	ASIC011261	LOC109409855
OG0004111	ASIC007871	LOC109415738
OG0004112	ASIC011263	LOC109397121
OG0004113	ASIC011718	LOC109417066
OG0004114	ASIC003972	LOC109398402
OG0004115	ASIC017127	LOC109409430
OG0004116	ASIC007618	LOC109400388
OG0004117	ASIC010500	LOC109409410
OG0004118	ASIC016681	LOC109409409
OG0004119	ASIC003499	LOC109425310
OG0004120	ASIC010037	LOC109425340
OG0004121	ASIC010036	LOC109425339
OG0004122	ASIC010025	LOC109415419
OG0004123	ASIC003501	LOC109419817
OG0004124	ASIC021587	LOC109425317
OG0004125	ASIC013407	LOC109419801
OG0004126	ASIC021579	LOC109425318
OG0004127	ASIC010032	LOC109425342
OG0004128	ASIC010026	LOC109425345
OG0004129	ASIC003500	LOC109425308
OG0004130	ASIC013402	LOC109425333
OG0004131	ASIC003497	LOC109425283
OG0004132	ASIC010929	LOC109425343
OG0004133	ASIC013386	LOC109425336
OG0004134	ASIC018368	LOC109403397
OG0004135	ASIC017765, ASIC017766	LOC109403415
OG0004136	ASIC009300	LOC115257380
OG0004137	ASIC017767	LOC115257517
OG0004138	ASIC016630	LOC134287359, LOC109426646
OG0004139	ASIC009304	LOC115257539, LOC115257416
OG0004140	ASIC020043	LOC109399746
OG0004141	ASIC006551	LOC109427864
OG0004143	ASIC006625	LOC109622324
OG0004144	ASIC006624	LOC109622323
OG0004145	ASIC006631	LOC109410826
OG0004146	ASIC006635	LOC109421243
OG0004147	ASIC007428	LOC109429786
OG0004148	ASIC007430	LOC109398287
OG0004149	ASIC007404	LOC109429784
OG0004150	ASIC012487	LOC109405985
OG0004151	ASIC010210	LOC115258213
OG0004152	ASIC012708	LOC109410096
OG0004153	ASIC012485	LOC109405983
OG0004154	ASIC019835	LOC115265400
OG0004155	ASIC016359	LOC109410364
OG0004156	ASIC019834	LOC109410370
OG0004157	ASIC014332	LOC109432151
OG0004158	ASIC010206	LOC109426805
OG0004159	ASIC004441	LOC115260665
OG0004160	ASIC014333	LOC109423485
OG0004161	ASIC014331	LOC109423458
OG0004162	ASIC018831	LOC109426806
OG0004163	ASIC010082	LOC109431926
OG0004165	ASIC010073	LOC115266062
OG0004166	ASIC010083	LOC109404422
OG0004168	ASIC008813	LOC109425537
OG0004169	ASIC008907	LOC109398981
OG0004170	ASIC008838	LOC109398973
OG0004171	ASIC010070	LOC109404398
OG0004172	ASIC010072	LOC109404399
OG0004173	ASIC008779	LOC115269993
OG0004174	ASIC020243	LOC109403855
OG0004175	ASIC014277	LOC115264227
OG0004176	ASIC021863	LOC115269988
OG0004177	ASIC012646	LOC109412789, LOC134284143
OG0004178	ASIC020244	LOC109403859
OG0004179	ASIC014278	LOC109403850
OG0004180	ASIC011973	LOC109417026
OG0004181	ASIC005499	LOC109432048
OG0004182	ASIC020247	LOC115264229
OG0004183	ASIC019492	LOC109403860
OG0004184	ASIC003071	LOC109404030
OG0004185	ASIC014279	LOC109403857
OG0004186	ASIC015645	LOC109422260
OG0004187	ASIC015163	LOC134291851
OG0004188	ASIC018194	LOC134291865
OG0004190	ASIC018236	LOC109422297
OG0004191	ASIC018195	LOC134291863
OG0004192	ASIC018193	LOC134291861
OG0004193	ASIC018242	LOC134290050
OG0004194	ASIC015654	LOC109422261
OG0004195	ASIC015366	LOC134291862
OG0004196	ASIC014468	LOC109422249
OG0004197	ASIC021895	LOC109408313
OG0004198	ASIC009867	LOC109623079
OG0004199	ASIC008921	LOC109623092
OG0004200	ASIC009860	LOC109621271
OG0004201	ASIC008919	LOC109416865
OG0004202	ASIC003933	LOC134285145
OG0004203	ASIC003932	LOC134285153
OG0004204	ASIC006417	LOC109422944
OG0004205	ASIC005113	LOC109403520
OG0004206	ASIC006344	LOC109422874
OG0004207	ASIC006226	LOC109397601
OG0004208	ASIC006343	LOC109422866
OG0004209	ASIC010295	LOC109397594
OG0004210	ASIC006263	LOC109403521
OG0004211	ASIC003935	LOC134285150
OG0004212	ASIC013048	LOC109622293
OG0004213	ASIC008953	LOC109405078
OG0004214	ASIC004475	LOC109405090
OG0004215	ASIC004473	LOC109405083
OG0004216	ASIC009477	LOC109416555
OG0004217	ASIC004474	LOC109405088
OG0004218	ASIC004477	LOC109416551
OG0004219	ASIC018250	LOC109425733
OG0004220	ASIC020025	LOC109623017
OG0004221	ASIC020024	LOC109409089
OG0004222	ASIC020023	LOC109623022
OG0004223	ASIC009025	LOC109409079
OG0004224	ASIC021686	LOC109419239
OG0004225	ASIC008973	LOC109419229
OG0004226	ASIC008980	LOC109407483
OG0004227	ASIC014715	LOC109399852
OG0004228	ASIC004653	LOC109407487
OG0004229	ASIC014714	LOC115267059
OG0004230	ASIC021681	LOC109407473
OG0004231	ASIC008987	LOC109407480
OG0004232	ASIC006210	LOC109412953
OG0004233	ASIC006366	LOC109412949
OG0004234	ASIC006194	LOC109424901
OG0004235	ASIC010114	LOC115260681
OG0004236	ASIC006209	LOC109424872
OG0004237	ASIC006805	LOC115260964
OG0004238	ASIC003974	LOC109424980
OG0004239	ASIC020288	LOC109412947
OG0004240	ASIC010464	LOC109414231
OG0004241	ASIC018417	LOC109423718
OG0004242	ASIC018409	LOC109423720
OG0004243	ASIC018420	LOC109423717
OG0004244	ASIC016635	LOC109426600
OG0004245	ASIC003114	LOC109414219
OG0004247	ASIC015749	LOC109417738
OG0004248	ASIC016634	LOC109426601
OG0004249	ASIC010462	LOC109414230
OG0004250	ASIC018665	LOC115265479
OG0004251	ASIC018950	LOC109414823
OG0004252	ASIC018949	LOC109414821
OG0004253	ASIC004109	LOC109623042
OG0004254	ASIC012737	LOC109418606
OG0004255	ASIC018755	LOC115270414
OG0004256	ASIC018754	LOC109420874
OG0004257	ASIC001738	LOC109411671
OG0004258	ASIC006520	LOC109398687
OG0004259	ASIC004824	LOC109412930
OG0004260	ASIC018300	LOC109418703
OG0004261	ASIC005102	LOC109415954
OG0004262	ASIC018302	LOC109415943
OG0004263	ASIC007516	LOC109420078
OG0004264	ASIC012476	LOC109410420
OG0004265	ASIC007521	LOC109420070
OG0004266	ASIC003493	LOC115254318
OG0004267	ASIC015699	LOC115266888
OG0004268	ASIC011119	LOC109412457, LOC134286645
OG0004269	ASIC014106	LOC115263758
OG0004271	ASIC013829	LOC109412434
OG0004272	ASIC009945	LOC109420697
OG0004273	ASIC021169	LOC109416059
OG0004274	ASIC018646	LOC109402946
OG0004275	ASIC009159	LOC109402954
OG0004276	ASIC013086	LOC109419871
OG0004277	ASIC006659	LOC109419873
OG0004278	ASIC010429	LOC109415713
OG0004279	ASIC018651	LOC115264191
OG0004280	ASIC010426	LOC109402928
OG0004281	ASIC006658	LOC109420705
OG0004282	ASIC015776	LOC109420702
OG0004283	ASIC018644	LOC109402949
OG0004284	ASIC010441	LOC109406392
OG0004285	ASIC001939	LOC109411427
OG0004286	ASIC015899	LOC115267759
OG0004287	ASIC007901	LOC109409866
OG0004288	ASIC001938	LOC109428856
OG0004289	ASIC017961	LOC109428850
OG0004290	ASIC014389	LOC109427577
OG0004291	ASIC014369	LOC109429943
OG0004292	ASIC014396	LOC109427583
OG0004293	ASIC014394	LOC109427582
OG0004294	ASIC014372	LOC109398321
OG0004295	ASIC019619	LOC109408026
OG0004296	ASIC014407	LOC134283956, LOC109427588
OG0004297	ASIC008214	LOC134289419, LOC134284107
OG0004298	ASIC008282	LOC109402037
OG0004299	ASIC008217	LOC134289964
OG0004300	ASIC008220	LOC134284025
OG0004301	ASIC008284	LOC109399758
OG0004302	ASIC012684	LOC109401982
OG0004303	ASIC008305	LOC115254114
OG0004304	ASIC005341	LOC134292086
OG0004305	ASIC012679	LOC109402035
OG0004306	ASIC008304	LOC109402030
OG0004307	ASIC003281	LOC109413707
OG0004308	ASIC008302	LOC109399701
OG0004309	ASIC008218	LOC134291390
OG0004311	ASIC001871	LOC115270921
OG0004312	ASIC018054	LOC109399584
OG0004313	ASIC018044	LOC109399674
OG0004314	ASIC018045	LOC109400763
OG0004315	ASIC005091	LOC109399656
OG0004316	ASIC018317	LOC109397727
OG0004317	ASIC018056	LOC109398778
OG0004318	ASIC018304	LOC109399590
OG0004319	ASIC018060	LOC109401597
OG0004320	ASIC016926	LOC115267841
OG0004321	ASIC018057	LOC109401443
OG0004322	ASIC005096	LOC109399666
OG0004323	ASIC018028	LOC109399620, LOC134289671
OG0004324	ASIC005095	LOC109401278
OG0004325	ASIC018306	LOC115267840
OG0004326	ASIC005080	LOC109621530
OG0004327	ASIC018308	LOC134289675, LOC109399599
OG0004328	ASIC018046	LOC109400976
OG0004329	ASIC018179	LOC109399315, LOC134289670
OG0004330	ASIC005089	LOC115254196
OG0004331	ASIC007778	LOC109410018
OG0004332	ASIC003771	LOC109407813
OG0004333	ASIC018384	LOC109431314
OG0004335	ASIC015509	LOC115264566
OG0004336	ASIC018144	LOC109431312
OG0004337	ASIC013905	LOC109431308
OG0004338	ASIC019702	LOC109410099
OG0004339	ASIC018395	LOC109431320
OG0004340	ASIC007781	LOC109410063, LOC134286980
OG0004341	ASIC017771	LOC109431999
OG0004342	ASIC003774	LOC109409972
OG0004343	ASIC010030	LOC109425348
OG0004344	ASIC011079	LOC109408178
OG0004345	ASIC011003	LOC109408185
OG0004346	ASIC012553	LOC115267037
OG0004347	ASIC017654	LOC109412008
OG0004348	ASIC017978	LOC109424491
OG0004349	ASIC019342	LOC109424486
OG0004350	ASIC010867	LOC109408029
OG0004351	ASIC017658	LOC115262431
OG0004352	ASIC010764	LOC109407925
OG0004353	ASIC017976	LOC109424489
OG0004354	ASIC013551	LOC109420062
OG0004355	ASIC019347	LOC109424481
OG0004356	ASIC017656	LOC109407882
OG0004357	ASIC017980	LOC115260228
OG0004358	ASIC017652	LOC109407916
OG0004359	ASIC017977	LOC109422393
OG0004360	ASIC008119	LOC109424479
OG0004361	ASIC010865	LOC109412028
OG0004362	ASIC019350	LOC109424482
OG0004363	ASIC005406	LOC109416898
OG0004365	ASIC021212	LOC109423757
OG0004366	ASIC021217	LOC109423678
OG0004367	ASIC021213	LOC109414263
OG0004368	ASIC021216	LOC109414265
OG0004369	ASIC010926	LOC109429094
OG0004371	ASIC005239	LOC109422143
OG0004372	ASIC015074	LOC115254221
OG0004373	ASIC011037	LOC109399389
OG0004374	ASIC005238	LOC109422142
OG0004375	ASIC022201	LOC109426939
OG0004376	ASIC022188	LOC109426930
OG0004377	ASIC008348	LOC109430323
OG0004378	ASIC012169	LOC134291682
OG0004379	ASIC020700	LOC109404412
OG0004380	ASIC012159	LOC109399745
OG0004381	ASIC020393	LOC109404561
OG0004382	ASIC012164	LOC109413735
OG0004383	ASIC014611	LOC109404751
OG0004384	ASIC017280, ASIC017281	LOC109404581
OG0004385	ASIC012170	LOC134289441
OG0004386	ASIC020697	LOC109398644
OG0004387	ASIC012181	LOC134292191
OG0004388	ASIC020701	LOC109404439
OG0004389	ASIC020702	LOC109404395
OG0004390	ASIC020786	LOC109398643
OG0004391	ASIC014607	LOC109404806
OG0004392	ASIC014621	LOC109398637
OG0004393	ASIC014618	LOC109398645
OG0004394	ASIC014613	LOC109404784
OG0004395	ASIC014615	LOC109398641
OG0004396	ASIC012183	LOC134289424
OG0004397	ASIC019610	LOC109428708
OG0004398	ASIC019174	LOC109428714
OG0004399	ASIC019665	LOC109424270
OG0004400	ASIC019621	LOC109424273
OG0004401	ASIC019888	LOC109428701
OG0004402	ASIC019632	LOC109428707
OG0004403	ASIC019831	LOC109424281
OG0004404	ASIC004391	LOC109406224
OG0004405	ASIC012640	LOC109398460
OG0004407	ASIC014299	LOC109406200
OG0004408	ASIC020934	LOC134285658
OG0004409	ASIC012478	LOC134285660
OG0004410	ASIC013877	LOC109402694
OG0004411	ASIC018360	LOC109402691
OG0004412	ASIC002568	LOC109429975
OG0004413	ASIC010285	LOC115253509, LOC109397910
OG0004414	ASIC020003	LOC109429947
OG0004415	ASIC020004	LOC115253993
OG0004416	ASIC010287	LOC109402685, LOC109397911
OG0004417	ASIC006237	LOC109402662
OG0004418	ASIC002814	LOC109399103
OG0004419	ASIC008460	LOC109399134
OG0004420	ASIC002823	LOC109399094
OG0004421	ASIC002815	LOC109399104
OG0004423	ASIC002821	LOC109399072
OG0004424	ASIC002818	LOC109409901
OG0004425	ASIC002819	LOC109409903
OG0004426	ASIC020716	LOC109398630
OG0004427	ASIC002816	LOC115267819
OG0004428	ASIC002278	LOC134291551
OG0004429	ASIC004592	LOC134284133
OG0004430	ASIC013969	LOC109404863
OG0004431	ASIC020252	LOC109404865
OG0004432	ASIC013970	LOC134284054
OG0004433	ASIC020251	LOC109404871
OG0004434	ASIC004596	LOC134291553, LOC134291554
OG0004435	ASIC017354	LOC109422056
OG0004436	ASIC004593	LOC134291555
OG0004437	ASIC013971	LOC134284169
OG0004438	ASIC013311	LOC134291552
OG0004439	ASIC002281	LOC134284094
OG0004440	ASIC011963	LOC109417123
OG0004441	ASIC011965	LOC109417126
OG0004442	ASIC014271	LOC109403740
OG0004443	ASIC011960	LOC109424331
OG0004444	ASIC011962	LOC109424328
OG0004445	ASIC011959	LOC109424332
OG0004446	ASIC011966	LOC109417122
OG0004447	ASIC014269	LOC109417118
OG0004448	ASIC011961	LOC109424333
OG0004449	ASIC008670	LOC109412678
OG0004450	ASIC008671	LOC109414223
OG0004451	ASIC013575	LOC109417725
OG0004452	ASIC012528	LOC109418330
OG0004453	ASIC019964	LOC109422328
OG0004454	ASIC018260	LOC109422335
OG0004455	ASIC018276	LOC109422355
OG0004456	ASIC022301	LOC109422319
OG0004457	ASIC018263	LOC115254671
OG0004458	ASIC004979	LOC109422333
OG0004459	ASIC018272	LOC109424446
OG0004460	ASIC018273	LOC109422351
OG0004461	ASIC018269	LOC109422349
OG0004462	ASIC019943	LOC109422322
OG0004463	ASIC017987	LOC115257779
OG0004464	ASIC018185	LOC115257399
OG0004465	ASIC015924	LOC115253571
OG0004466	ASIC018190	LOC109402267
OG0004467	ASIC018230	LOC109402264
OG0004468	ASIC018189	LOC115257450
OG0004469	ASIC004305	LOC109403330
OG0004470	ASIC002918	LOC115260393
OG0004471	ASIC004327, ASIC004328	LOC115261325
OG0004472	ASIC021514	LOC109406532
OG0004473	ASIC011095	LOC109403316
OG0004474	ASIC021513	LOC109406543
OG0004475	ASIC009926	LOC109403276
OG0004476	ASIC007568	LOC109431361
OG0004477	ASIC007615	LOC109427760
OG0004478	ASIC004350	LOC109431339
OG0004479	ASIC016376	LOC134285223
OG0004480	ASIC021214	LOC109431342
OG0004481	ASIC004929	LOC109407611
OG0004482	ASIC015201	LOC109407632
OG0004484	ASIC004938	LOC109407618
OG0004485	ASIC004937	LOC109425937
OG0004486	ASIC019494	LOC109407622
OG0004487	ASIC004936	LOC109425936
OG0004488	ASIC006906	LOC109425944
OG0004489	ASIC008234	LOC115260119
OG0004490	ASIC014054	LOC109402771
OG0004492	ASIC008226	LOC109422647
OG0004493	ASIC008235	LOC109402851
OG0004494	ASIC008228	LOC109402830
OG0004495	ASIC010085	LOC109422632
OG0004496	ASIC022229	LOC109407834
OG0004497	ASIC017343	LOC109621247
OG0004498	ASIC007608	LOC109412260
OG0004499	ASIC017013	LOC109431185
OG0004500	ASIC003000	LOC109622617
OG0004501	ASIC007574	LOC109431170
OG0004502	ASIC009707	LOC109431166
OG0004503	ASIC016049	LOC109622615
OG0004504	ASIC021991	LOC109622122
OG0004505	ASIC021993	LOC109411028
OG0004506	ASIC021719	LOC115268772
OG0004507	ASIC021098	LOC109433312
OG0004508	ASIC021986	LOC109622087
OG0004510	ASIC021988	LOC109433307
OG0004511	ASIC005358	LOC109402216
OG0004512	ASIC006338	LOC109402222
OG0004513	ASIC016852	LOC109402252
OG0004514	ASIC009611	LOC109402227
OG0004515	ASIC015084	LOC109413004
OG0004516	ASIC007132	LOC109402210
OG0004517	ASIC007130	LOC109402237
OG0004518	ASIC005357	LOC109402249
OG0004519	ASIC019573	LOC109410769
OG0004520	ASIC007738	LOC115270114
OG0004521	ASIC006132	LOC109417098
OG0004522	ASIC013617	LOC109429416
OG0004523	ASIC006136	LOC109411179
OG0004524	ASIC013618	LOC109429414
OG0004525	ASIC013616	LOC109425141
OG0004526	ASIC008010	LOC109425135
OG0004528	ASIC013627	LOC109429411
OG0004529	ASIC017585	LOC109425142
OG0004530	ASIC013630	LOC109429410
OG0004531	ASIC008552	LOC109427662
OG0004532	ASIC008533	LOC109427547
OG0004533	ASIC008679	LOC109427525
OG0004534	ASIC011507	LOC115254143, LOC109410423
OG0004535	ASIC008538	LOC115254943
OG0004536	ASIC011484	LOC109410424
OG0004537	ASIC009324	LOC109402134
OG0004538	ASIC002173	LOC109426455
OG0004539	ASIC008940	LOC109426439
OG0004540	ASIC009291	LOC109402150
OG0004541	ASIC017833	LOC109404018
OG0004542	ASIC008941	LOC109402159
OG0004544	ASIC013370	LOC109425583
OG0004545	ASIC011477	LOC109425573
OG0004547	ASIC011475	LOC109425554
OG0004548	ASIC011476	LOC109425572
OG0004549	ASIC013348	LOC109411492
OG0004550	ASIC011467	LOC109411514
OG0004552	ASIC013269	LOC109411708
OG0004553	ASIC020120	LOC109621941
OG0004554	ASIC008897	LOC109401057
OG0004555	ASIC008887	LOC109429338
OG0004556	ASIC005970	LOC109418687
OG0004557	ASIC016985	LOC109433635
OG0004558	ASIC005971	LOC109418686
OG0004559	ASIC016984	LOC109433622
OG0004560	ASIC004752	LOC109424554
OG0004561	ASIC019232	LOC109424523
OG0004562	ASIC015206	LOC115253431
OG0004563	ASIC004760	LOC109417151
OG0004564	ASIC004785	LOC109411979
OG0004565	ASIC004758	LOC109417150
OG0004566	ASIC015208	LOC109424545
OG0004567	ASIC004756	LOC109417153
OG0004568	ASIC004166	LOC109424550
OG0004569	ASIC019213	LOC109428767
OG0004570	ASIC003225	LOC109430452
OG0004571	ASIC015006	LOC109409564
OG0004572	ASIC010488	LOC115268973
OG0004573	ASIC015004	LOC109430482
OG0004574	ASIC007171	LOC109411734
OG0004575	ASIC004849	LOC109409570
OG0004576	ASIC003223	LOC109430456
OG0004577	ASIC015003	LOC109409567
OG0004578	ASIC003224	LOC109409574
OG0004579	ASIC007348	LOC109426524
OG0004580	ASIC007355	LOC109408552
OG0004581	ASIC007356	LOC109429590
OG0004582	ASIC007352	LOC109429583
OG0004583	ASIC007350	LOC109429582
OG0004584	ASIC007354	LOC109429586
OG0004585	ASIC007345	LOC109429576
OG0004586	ASIC006883	LOC109397521
OG0004587	ASIC014125	LOC109622824
OG0004588	ASIC014126	LOC109622825
OG0004589	ASIC014137	LOC109397513
OG0004590	ASIC014133	LOC109622804
OG0004591	ASIC006885	LOC109621499
OG0004592	ASIC006887	LOC109397548
OG0004593	ASIC014130	LOC109397539
OG0004594	ASIC006678	LOC109622815
OG0004595	ASIC020824	LOC109431004
OG0004596	ASIC020819	LOC109430936
OG0004597	ASIC020817	LOC109412100
OG0004598	ASIC020826	LOC109431022
OG0004599	ASIC013210	LOC109406930
OG0004600	ASIC013321	LOC109430882
OG0004601	ASIC004083	LOC109406923
OG0004602	ASIC020822	LOC109430995
OG0004603	ASIC013211	LOC109406927
OG0004604	ASIC020830	LOC109412128
OG0004605	ASIC019909	LOC109399283
OG0004606	ASIC017424	LOC109399262
OG0004607	ASIC013688	LOC109429082
OG0004608	ASIC003600	LOC109404038
OG0004609	ASIC011994	LOC109432062
OG0004610	ASIC006152	LOC109404007
OG0004611	ASIC015931	LOC109404013
OG0004612	ASIC016745	LOC109402594
OG0004613	ASIC003414	LOC109401663
OG0004614	ASIC008121	LOC109420358
OG0004615	ASIC009292	LOC109420362
OG0004616	ASIC003413	LOC115257403
OG0004617	ASIC009295	LOC109420360
OG0004618	ASIC011698	LOC109417267
OG0004619	ASIC019078	LOC109432379
OG0004620	ASIC020831	LOC109412130
OG0004621	ASIC008007	LOC109423053
OG0004623	ASIC014165	LOC115253700
OG0004624	ASIC006469	LOC109419757
OG0004625	ASIC006468	LOC115253784
OG0004626	ASIC006484	LOC109419739
OG0004627	ASIC009095	LOC109398250
OG0004628	ASIC014166	LOC115255033
