Orthogroup	AsinensisChina	AaegyptiLVP_AGWG
OG0004722	ASIC006528	AAEL005170
OG0004723	ASIC003727	AAEL005175
OG0004724	ASIC003731	AAEL005177
OG0004725	ASIC016857	AAEL005180
OG0004726	ASIC003732	AAEL005187
OG0004727	ASIC016844	AAEL005188
OG0004728	ASIC016856	AAEL005190
OG0004729	ASIC016845	AAEL005201
OG0004730	ASIC016840	AAEL005203
OG0004731	ASIC016835	AAEL005204
OG0004732	ASIC010196	AAEL005208
OG0004733	ASIC010204	AAEL005211
OG0004734	ASIC003729	AAEL005213
OG0004735	ASIC005473	AAEL005215
OG0004736	ASIC002019	AAEL005216
OG0004737	ASIC005475	AAEL005217
OG0004738	ASIC009117	AAEL005224
OG0004739	ASIC002021	AAEL005227
OG0004740	ASIC002268	AAEL005228
OG0004741	ASIC002020	AAEL005230
OG0004742	ASIC002022	AAEL005234
OG0004743	ASIC005474	AAEL005235
OG0004744	ASIC003557	AAEL005252
OG0004745	ASIC017169	AAEL005261
OG0004746	ASIC003108	AAEL005262
OG0004747	ASIC007693	AAEL005271
OG0004748	ASIC003103	AAEL005276
OG0004749	ASIC007676	AAEL005278
OG0004750	ASIC004647	AAEL005281
OG0004751	ASIC010125	AAEL005284
OG0004752	ASIC014507	AAEL005297
OG0004753	ASIC014979	AAEL005303
OG0004754	ASIC022217	AAEL005305
OG0004755	ASIC017924	AAEL005311
OG0004756	ASIC010694	AAEL005313
OG0004757	ASIC019868	AAEL005315
OG0004758	ASIC002506	AAEL005322
OG0004759	ASIC002501	AAEL005326
OG0004760	ASIC002498	AAEL005329
OG0004761	ASIC010688	AAEL005330
OG0004762	ASIC010766	AAEL005339
OG0004763	ASIC010695	AAEL005341
OG0004764	ASIC012759	AAEL005347
OG0004766	ASIC010439	AAEL005355
OG0004767	ASIC021712	AAEL005358
OG0004768	ASIC012765	AAEL005367
OG0004769	ASIC003183	AAEL005383
OG0004770	ASIC021470	AAEL005384
OG0004771	ASIC012777	AAEL005387
OG0004772	ASIC012774	AAEL005390
OG0004773	ASIC002930	AAEL005392
OG0004776	ASIC009764	AAEL005401
OG0004777	ASIC020911	AAEL005403
OG0004778	ASIC019997	AAEL005405
OG0004779	ASIC008913	AAEL005413
OG0004780	ASIC020601	AAEL005422
OG0004781	ASIC019994	AAEL005423
OG0004782	ASIC020920	AAEL005425
OG0004783	ASIC007622	AAEL005429
OG0004784	ASIC018181	AAEL005431
OG0004785	ASIC006821	AAEL005440
OG0004786	ASIC006817	AAEL005444
OG0004787	ASIC006874	AAEL005446
OG0004788	ASIC009252	AAEL005449
OG0004789	ASIC007530	AAEL005451
OG0004790	ASIC016205	AAEL005453
OG0004791	ASIC006871	AAEL005454
OG0004792	ASIC006872	AAEL005455
OG0004793	ASIC007541	AAEL005458
OG0004794	ASIC006876	AAEL005460
OG0004795	ASIC022347	AAEL005463
OG0004796	ASIC022349	AAEL005464
OG0004797	ASIC007897	AAEL005465
OG0004798	ASIC022348	AAEL005466
OG0004799	ASIC010958	AAEL005468
OG0004800	ASIC013665	AAEL005470
OG0004801	ASIC007898	AAEL005473
OG0004802	ASIC007892	AAEL005474
OG0004803	ASIC007891	AAEL005479
OG0004804	ASIC011577	AAEL005481
OG0004805	ASIC011578	AAEL005492
OG0004806	ASIC017944	AAEL005504
OG0004807	ASIC008056	AAEL005507
OG0004808	ASIC002693	AAEL005508
OG0004809	ASIC008058	AAEL005510
OG0004810	ASIC017145	AAEL005521
OG0004811	ASIC020490	AAEL005524
OG0004812	ASIC003987	AAEL005530
OG0004813	ASIC003985, ASIC003982	AAEL005531
OG0004815	ASIC002272	AAEL005544
OG0004816	ASIC019383	AAEL005558
OG0004817	ASIC008190	AAEL005567
OG0004818	ASIC019371	AAEL005573
OG0004819	ASIC019420	AAEL005575
OG0004820	ASIC019405	AAEL005579
OG0004821	ASIC017866	AAEL005583
OG0004822	ASIC011533	AAEL005604, AAEL005596
OG0004824	ASIC011537	AAEL005599
OG0004825	ASIC011550	AAEL005605
OG0004826	ASIC011596	AAEL005618
OG0004827	ASIC011597	AAEL005622
OG0004828	ASIC005154	AAEL005626
OG0004829	ASIC013320	AAEL005629
OG0004830	ASIC009843	AAEL005634
OG0004831	ASIC013470	AAEL005639
OG0004832	ASIC017297	AAEL005643
OG0004833	ASIC017708	AAEL005646
OG0004834	ASIC017294	AAEL005653
OG0004835	ASIC017719	AAEL005655
OG0004836	ASIC017710	AAEL005657
OG0004837	ASIC017720	AAEL005659
OG0004838	ASIC017301	AAEL005662
OG0004839	ASIC017296	AAEL005663
OG0004840	ASIC018867	AAEL005666
OG0004841	ASIC021109	AAEL005678
OG0004842	ASIC021116	AAEL005681
OG0004843	ASIC021110	AAEL005688
OG0004844	ASIC014422	AAEL005690
OG0004845	ASIC014437	AAEL005692
OG0004846	ASIC021111	AAEL005699
OG0004847	ASIC021113	AAEL005706
OG0004848	ASIC021112	AAEL005709
OG0004849	ASIC014075	AAEL005713
OG0004850	ASIC008011	AAEL005719
OG0004851	ASIC004762	AAEL005720
OG0004852	ASIC004471	AAEL005726
OG0004853	ASIC003874	AAEL005728
OG0004854	ASIC003845	AAEL005730
OG0004855	ASIC003872	AAEL005731
OG0004856	ASIC003875	AAEL005732
OG0004857	ASIC003855	AAEL005734
OG0004858	ASIC017334	AAEL005736
OG0004859	ASIC022132	AAEL005739
OG0004860	ASIC003844	AAEL005742
OG0004861	ASIC003876	AAEL005744
OG0004862	ASIC003857	AAEL005754
OG0004863	ASIC003849	AAEL005762
OG0004864	ASIC021124	AAEL005766
OG0004865	ASIC021557	AAEL005769
OG0004866	ASIC021126	AAEL005776
OG0004867	ASIC021125	AAEL005785
OG0004868	ASIC005235	AAEL005787
OG0004869	ASIC005233	AAEL005790
OG0004870	ASIC014857	AAEL005793
OG0004871	ASIC020958	AAEL005796
OG0004872	ASIC020955	AAEL005799
OG0004873	ASIC010483	AAEL005803
OG0004874	ASIC014856	AAEL005813
OG0004875	ASIC010484	AAEL005822
OG0004876	ASIC011009	AAEL005825
OG0004877	ASIC007548	AAEL005826
OG0004878	ASIC017148	AAEL005827
OG0004879	ASIC002903	AAEL005830
OG0004880	ASIC017147	AAEL005831
OG0004881	ASIC009714	AAEL005832
OG0004882	ASIC006303	AAEL005837
OG0004883	ASIC007088	AAEL005839
OG0004884	ASIC005121	AAEL005840
OG0004885	ASIC009341	AAEL005845
OG0004886	ASIC011813	AAEL005850
OG0004887	ASIC003888	AAEL005856
OG0004889	ASIC009338	AAEL005861
OG0004890	ASIC015512	AAEL005870
OG0004891	ASIC019858	AAEL005874
OG0004892	ASIC019847	AAEL005879
OG0004893	ASIC019848	AAEL005888
OG0004894	ASIC009901	AAEL005891, AAEL022858
OG0004895	ASIC004176	AAEL005897
OG0004896	ASIC012534	AAEL005902
OG0004897	ASIC012537	AAEL005904
OG0004898	ASIC004172	AAEL005906
OG0004899	ASIC000397	AAEL005908
OG0004900	ASIC012533	AAEL005909
OG0004901	ASIC000333	AAEL005911
OG0004902	ASIC012535	AAEL005913
OG0004903	ASIC020257	AAEL005915
OG0004905	ASIC007060	AAEL005928
OG0004906	ASIC021520	AAEL005929
OG0004907	ASIC007059	AAEL005931
OG0004908	ASIC020268	AAEL005936
OG0004910	ASIC008703	AAEL005946
OG0004911	ASIC004161	AAEL005947
OG0004912	ASIC008702	AAEL005951
OG0004913	ASIC010314	AAEL005959
OG0004914	ASIC017644	AAEL005968
OG0004915	ASIC016299	AAEL005976
OG0004916	ASIC016305	AAEL005977
OG0004917	ASIC016293	AAEL005980
OG0004918	ASIC016312	AAEL005985
OG0004919	ASIC007198	AAEL026797, AAEL006001
OG0004920	ASIC007200	AAEL006002
OG0004921	ASIC007186	AAEL006009
OG0004922	ASIC007199	AAEL006010
OG0004923	ASIC007196	AAEL006012
OG0004924	ASIC005074	AAEL006016
OG0004925	ASIC021689	AAEL006022
OG0004926	ASIC014960	AAEL006025
OG0004927	ASIC014963	AAEL006027
OG0004928	ASIC015487	AAEL006036
OG0004929	ASIC004551	AAEL006048
OG0004930	ASIC004540	AAEL006050
OG0004931	ASIC004552	AAEL006051
OG0004932	ASIC004544	AAEL006055
OG0004933	ASIC004563	AAEL006056
OG0004934	ASIC004541	AAEL006059
OG0004935	ASIC004545	AAEL006062
OG0004936	ASIC020867	AAEL006064
OG0004937	ASIC014086	AAEL006065
OG0004938	ASIC020865	AAEL006066
OG0004939	ASIC009873	AAEL006067
OG0004940	ASIC020868	AAEL006069
OG0004941	ASIC014085	AAEL006071
OG0004942	ASIC014709	AAEL006073
OG0004943	ASIC020965	AAEL006080
OG0004944	ASIC014846	AAEL006087
OG0004945	ASIC015250	AAEL006091
OG0004946	ASIC015249	AAEL006098
OG0004947	ASIC015243	AAEL006103
OG0004948	ASIC015251	AAEL006107
OG0004949	ASIC000895	AAEL006115
OG0004950	ASIC011856	AAEL006116
OG0004951	ASIC000896	AAEL006117
OG0004952	ASIC012570	AAEL006118
OG0004953	ASIC012574	AAEL006120
OG0004954	ASIC011581	AAEL006124
OG0004955	ASIC002833	AAEL006125
OG0004956	ASIC005343	AAEL006129
OG0004957	ASIC005345	AAEL006133
OG0004958	ASIC002753	AAEL006134
OG0004959	ASIC007051	AAEL006137
OG0004960	ASIC007050	AAEL006139
OG0004961	ASIC008223	AAEL006140
OG0004962	ASIC005331	AAEL006142
OG0004963	ASIC005342	AAEL006150
OG0004964	ASIC004848	AAEL006154
OG0004966	ASIC007955	AAEL006167
OG0004967	ASIC005047	AAEL006175
OG0004969	ASIC004130	AAEL006185
OG0004970	ASIC015152, ASIC015141	AAEL006189
OG0004972	ASIC003511	AAEL006208
OG0004973	ASIC012934	AAEL006219
OG0004974	ASIC019778	AAEL006224
OG0004975	ASIC021222	AAEL006231
OG0004976	ASIC004660	AAEL006234
OG0004977	ASIC002543	AAEL006235
OG0004978	ASIC012666	AAEL006251
OG0004979	ASIC012674	AAEL006254
OG0004980	ASIC021257	AAEL006262
OG0004981	ASIC009200	AAEL006265
OG0004982	ASIC009197	AAEL006267
OG0004983	ASIC012954	AAEL006271
OG0004985	ASIC021246	AAEL006277
OG0004986	ASIC012955	AAEL006282
OG0004987	ASIC017666	AAEL006286
OG0004988	ASIC017693	AAEL006298
OG0004989	ASIC017555	AAEL006299
OG0004990	ASIC017704	AAEL006300
OG0004991	ASIC012295	AAEL006308
OG0004992	ASIC012310	AAEL006310
OG0004994	ASIC012301	AAEL006322
OG0004995	ASIC022200	AAEL006329
OG0004996	ASIC014763	AAEL006330
OG0004997	ASIC014753	AAEL006339
OG0004999	ASIC014799	AAEL006346
OG0005000	ASIC014807	AAEL006350
OG0005001	ASIC014812	AAEL006352
OG0005002	ASIC006785	AAEL006362
OG0005003	ASIC006353	AAEL006364
OG0005005	ASIC006354	AAEL006373
OG0005006	ASIC017020	AAEL006374
OG0005007	ASIC010630	AAEL006400
OG0005008	ASIC010593	AAEL006401
OG0005009	ASIC010641	AAEL006407
OG0005010	ASIC012129	AAEL006409
OG0005011	ASIC012031	AAEL006412
OG0005012	ASIC012140	AAEL006413
OG0005013	ASIC006071	AAEL006419
OG0005014	ASIC010607	AAEL006420
OG0005015	ASIC009992	AAEL006432
OG0005016	ASIC009997	AAEL006433
OG0005017	ASIC010000	AAEL006436
OG0005018	ASIC009981	AAEL006437
OG0005019	ASIC020709	AAEL006438
OG0005020	ASIC013102	AAEL006439
OG0005021	ASIC009983	AAEL006441
OG0005022	ASIC013101	AAEL006446
OG0005023	ASIC020742	AAEL006447
OG0005024	ASIC009995	AAEL006451
OG0005025	ASIC015270	AAEL006453
OG0005026	ASIC015269	AAEL006459
OG0005027	ASIC015340	AAEL006460
OG0005028	ASIC015329	AAEL006462
OG0005029	ASIC013409	AAEL006476
OG0005030	ASIC016206	AAEL006478
OG0005031	ASIC011446	AAEL006480
OG0005032	ASIC011460	AAEL006482
OG0005033	ASIC011442	AAEL006490
OG0005034	ASIC011461	AAEL006491
OG0005035	ASIC011453	AAEL006502
OG0005036	ASIC007269	AAEL006508
OG0005037	ASIC007263	AAEL006509
OG0005038	ASIC007416	AAEL006511
OG0005039	ASIC007252	AAEL006514
OG0005040	ASIC007268	AAEL006516
OG0005041	ASIC007265	AAEL006518, AAEL025432
OG0005042	ASIC007262	AAEL006520
OG0005043	ASIC007415	AAEL006522
OG0005044	ASIC012899	AAEL006536
OG0005045	ASIC012913	AAEL006539
OG0005046	ASIC012904	AAEL006540
OG0005047	ASIC002889	AAEL006543
OG0005048	ASIC002894	AAEL006547
OG0005049	ASIC002887	AAEL006549
OG0005050	ASIC002893	AAEL006551
OG0005051	ASIC012911	AAEL006552
OG0005052	ASIC002891	AAEL006557
OG0005053	ASIC012912	AAEL006560
OG0005054	ASIC012985	AAEL006564
OG0005055	ASIC011103	AAEL006577
OG0005056	ASIC020134	AAEL006581
OG0005057	ASIC018986	AAEL006582
OG0005058	ASIC011102	AAEL006587
OG0005059	ASIC003589	AAEL006589
OG0005060	ASIC003570	AAEL006597
OG0005061	ASIC003745	AAEL006601
OG0005062	ASIC014384	AAEL006609
OG0005063	ASIC007227	AAEL006610
OG0005064	ASIC007444	AAEL006611
OG0005065	ASIC007447	AAEL006625
OG0005066	ASIC016004	AAEL006634
OG0005067	ASIC022179	AAEL006635
OG0005068	ASIC022180	AAEL006636
OG0005069	ASIC004286	AAEL006646
OG0005071	ASIC020805	AAEL006649
OG0005073	ASIC011458	AAEL006653
OG0005074	ASIC004287	AAEL006654
OG0005075	ASIC011381	AAEL006655
OG0005076	ASIC004288	AAEL006660
OG0005077	ASIC009955	AAEL006663
OG0005078	ASIC017269	AAEL006666
OG0005079	ASIC009996	AAEL006667
OG0005080	ASIC017265	AAEL006669
OG0005081	ASIC017264	AAEL006676
OG0005082	ASIC017270	AAEL006677
OG0005083	ASIC014665	AAEL006682
OG0005084	ASIC009957	AAEL006685
OG0005085	ASIC018123	AAEL006693
OG0005086	ASIC018124	AAEL006698
OG0005087	ASIC018106	AAEL006705
OG0005088	ASIC003523	AAEL006707
OG0005089	ASIC020816	AAEL006711
OG0005090	ASIC012785	AAEL006712
OG0005091	ASIC003520	AAEL006713
OG0005092	ASIC015105	AAEL006715
OG0005093	ASIC016628	AAEL006717
OG0005094	ASIC003122	AAEL006723
OG0005095	ASIC003117	AAEL006724
OG0005096	ASIC003118	AAEL006725
OG0005097	ASIC016330	AAEL006727
OG0005098	ASIC016331	AAEL006733
OG0005099	ASIC016265	AAEL006735
OG0005100	ASIC016328	AAEL006736
OG0005101	ASIC014855	AAEL006740
OG0005102	ASIC016287	AAEL006747
OG0005103	ASIC016329	AAEL006755
OG0005104	ASIC012022	AAEL006760
OG0005105	ASIC004986	AAEL006762
OG0005106	ASIC005002	AAEL006771
OG0005107	ASIC012023	AAEL006779
OG0005108	ASIC001787	AAEL006782
OG0005109	ASIC013239	AAEL006788
OG0005110	ASIC013238	AAEL006789
OG0005111	ASIC001788	AAEL006791
OG0005112	ASIC017828	AAEL006794
OG0005113	ASIC012631	AAEL006799
OG0005114	ASIC017827	AAEL006800
OG0005115	ASIC017829	AAEL006801
OG0005116	ASIC017830	AAEL006808
OG0005117	ASIC008046	AAEL006819
OG0005118	ASIC007567	AAEL006820
OG0005119	ASIC009654	AAEL006824
OG0005120	ASIC007552	AAEL006826
OG0005121	ASIC010552	AAEL006833
OG0005122	ASIC000878	AAEL006834
OG0005123	ASIC010553	AAEL006836
OG0005124	ASIC000876	AAEL006843
OG0005125	ASIC000872	AAEL006845
OG0005126	ASIC000873	AAEL006847
OG0005127	ASIC000877	AAEL006848
OG0005128	ASIC015442	AAEL006855
OG0005130	ASIC015445	AAEL006870
OG0005131	ASIC017798	AAEL006872
OG0005132	ASIC003696	AAEL006879
OG0005133	ASIC003694	AAEL006880
OG0005134	ASIC003708	AAEL006881
OG0005135	ASIC003692	AAEL006884
OG0005136	ASIC003711	AAEL006885
OG0005137	ASIC003709	AAEL006888
OG0005138	ASIC003706	AAEL006890
OG0005139	ASIC003712	AAEL006895
OG0005140	ASIC013412	AAEL006905
OG0005142	ASIC007465	AAEL006910
OG0005143	ASIC008355	AAEL006912
OG0005144	ASIC001844	AAEL006915
OG0005146	ASIC003672	AAEL006928
OG0005147	ASIC003671	AAEL006934
OG0005148	ASIC007089	AAEL006936, AAEL006949
OG0005149	ASIC021810	AAEL006938
OG0005150	ASIC009027	AAEL006946
OG0005151	ASIC021459	AAEL006956
OG0005152	ASIC000603	AAEL006958
OG0005153	ASIC006419	AAEL006963
OG0005154	ASIC002678	AAEL006969
OG0005155	ASIC006418	AAEL006972
OG0005156	ASIC006445	AAEL006973
OG0005157	ASIC007440	AAEL006975
OG0005158	ASIC006443	AAEL006976
OG0005159	ASIC005306	AAEL006991
OG0005160	ASIC020123	AAEL024395, AAEL007004
OG0005161	ASIC020128	AAEL007011
OG0005163	ASIC005320	AAEL024885, AAEL007026, AAEL007017
OG0005164	ASIC005295	AAEL007018
OG0005165	ASIC020157	AAEL007019
OG0005166	ASIC005319	AAEL007023
OG0005167	ASIC006776	AAEL007029
OG0005168	ASIC006781	AAEL007038
OG0005169	ASIC018017	AAEL007041
OG0005170	ASIC015514	AAEL007042
OG0005171	ASIC015513	AAEL007043
OG0005172	ASIC005054	AAEL007050
OG0005174	ASIC018010	AAEL007062
OG0005175	ASIC006002	AAEL007065
OG0005176	ASIC006003	AAEL007069
OG0005177	ASIC011608	AAEL007084
OG0005178	ASIC015083	AAEL007088
OG0005179	ASIC011611	AAEL007092
OG0005180	ASIC021207	AAEL007100
OG0005181	ASIC018546	AAEL007104
OG0005182	ASIC018561	AAEL007105
OG0005183	ASIC017671	AAEL007114
OG0005184	ASIC006458	AAEL007120
OG0005185	ASIC004664	AAEL007127
OG0005186	ASIC014220	AAEL007129
OG0005187	ASIC004663	AAEL007130
OG0005188	ASIC004662	AAEL007132
OG0005189	ASIC008361	AAEL007137
OG0005190	ASIC005782	AAEL007149
OG0005191	ASIC021000	AAEL007158
OG0005192	ASIC005786	AAEL007160
OG0005193	ASIC020999	AAEL007162
OG0005194	ASIC020994	AAEL007164
OG0005195	ASIC018418	AAEL007173
OG0005196	ASIC018407	AAEL007184
OG0005197	ASIC017715	AAEL007185
OG0005198	ASIC014586	AAEL007189
OG0005199	ASIC014589	AAEL007191
OG0005200	ASIC014567	AAEL007196
OG0005201	ASIC011713	AAEL007200
OG0005203	ASIC011714	AAEL007206
OG0005204	ASIC011120	AAEL007211
OG0005205	ASIC013846	AAEL007221
OG0005206	ASIC013840	AAEL007227
OG0005207	ASIC006116	AAEL007235
OG0005208	ASIC006113	AAEL007237
OG0005209	ASIC013841	AAEL007239
OG0005210	ASIC013850	AAEL007240
OG0005211	ASIC011917	AAEL007247
OG0005212	ASIC017846	AAEL007252
OG0005213	ASIC017843	AAEL007253
OG0005214	ASIC005045	AAEL007256
OG0005215	ASIC017844	AAEL007258
OG0005216	ASIC017849	AAEL007259
OG0005217	ASIC011919	AAEL007260
OG0005218	ASIC017847	AAEL007261
OG0005219	ASIC005044	AAEL007267
OG0005220	ASIC003949	AAEL007268
OG0005221	ASIC017198	AAEL007271
OG0005222	ASIC017193	AAEL007279
OG0005223	ASIC008008	AAEL007286
OG0005224	ASIC008009	AAEL007288
OG0005225	ASIC020680	AAEL007290
OG0005226	ASIC008006	AAEL007292
OG0005227	ASIC020687	AAEL007302
OG0005228	ASIC008005	AAEL007303
OG0005229	ASIC020086	AAEL007304
OG0005230	ASIC008003	AAEL007305
OG0005231	ASIC013295	AAEL007306
OG0005232	ASIC020250	AAEL007307
OG0005233	ASIC012514, ASIC012503	AAEL007309
OG0005234	ASIC009846	AAEL007310
OG0005235	ASIC016477	AAEL007313
OG0005236	ASIC016482	AAEL007316
OG0005237	ASIC016485	AAEL007317
OG0005238	ASIC016484	AAEL007321
OG0005239	ASIC009941	AAEL007328
OG0005240	ASIC020745	AAEL007329
OG0005241	ASIC020744	AAEL007332
OG0005242	ASIC010820	AAEL007342
OG0005243	ASIC008408	AAEL007354
OG0005244	ASIC008405	AAEL007355
OG0005245	ASIC016035	AAEL007366
OG0005246	ASIC013460	AAEL007372
OG0005247	ASIC013343	AAEL007373
OG0005248	ASIC013459	AAEL007374
OG0005249	ASIC016533	AAEL007382
OG0005250	ASIC021046	AAEL007387
OG0005251	ASIC015434	AAEL007392
OG0005252	ASIC015408	AAEL007393
OG0005253	ASIC015411	AAEL007397
OG0005254	ASIC015405	AAEL007401
OG0005255	ASIC016380	AAEL007410
OG0005256	ASIC011719	AAEL007414
OG0005257	ASIC012344	AAEL007422
OG0005258	ASIC012350	AAEL007423
OG0005259	ASIC003169	AAEL007439
OG0005260	ASIC006587	AAEL007441
OG0005261	ASIC003168	AAEL007442
OG0005262	ASIC003170	AAEL007443
OG0005263	ASIC003165	AAEL007451
OG0005264	ASIC006590	AAEL007452
OG0005265	ASIC019788	AAEL007462
OG0005266	ASIC012925	AAEL007472
OG0005267	ASIC003070	AAEL007480
OG0005268	ASIC011970	AAEL007481
OG0005269	ASIC013972	AAEL007482
OG0005270	ASIC004087	AAEL007483
OG0005271	ASIC013314	AAEL007484
OG0005272	ASIC004084	AAEL007493
OG0005273	ASIC012656	AAEL007495
OG0005274	ASIC016502	AAEL007502
OG0005275	ASIC003210	AAEL007509
OG0005276	ASIC012377	AAEL007521
OG0005277	ASIC021811	AAEL007523
OG0005278	ASIC011008	AAEL007525
OG0005279	ASIC012375	AAEL007526
OG0005280	ASIC020045	AAEL007534
OG0005281	ASIC020035	AAEL007535
OG0005282	ASIC008357	AAEL007539
OG0005283	ASIC006050	AAEL007542
OG0005284	ASIC019803	AAEL007547
OG0005285	ASIC006051	AAEL007548
OG0005286	ASIC006112	AAEL007549
OG0005287	ASIC017231	AAEL007554
OG0005288	ASIC017230	AAEL007555
OG0005289	ASIC017228	AAEL024676, AAEL007556
OG0005290	ASIC008658	AAEL007558
OG0005291	ASIC006611	AAEL007559
OG0005292	ASIC000263	AAEL007560
OG0005293	ASIC008665	AAEL007562
OG0005294	ASIC008663	AAEL007563
OG0005295	ASIC016256	AAEL007566
OG0005296	ASIC010832	AAEL007572, AAEL020170
OG0005297	ASIC010830	AAEL007573
OG0005298	ASIC007968	AAEL007579
OG0005299	ASIC009371	AAEL007607
OG0005300	ASIC019084	AAEL007624
OG0005301	ASIC019060	AAEL007626
OG0005302	ASIC011374	AAEL007633
OG0005304	ASIC020273	AAEL007637
OG0005305	ASIC021015	AAEL007641
OG0005306	ASIC021354	AAEL007642
OG0005307	ASIC021009	AAEL007644
OG0005308	ASIC021014	AAEL007646
OG0005309	ASIC009671	AAEL007651
OG0005310	ASIC006355	AAEL007653
OG0005311	ASIC002463	AAEL007656
OG0005312	ASIC016638	AAEL007657
OG0005313	ASIC010253	AAEL007658
OG0005314	ASIC020420	AAEL007660
OG0005315	ASIC007664	AAEL007661
OG0005316	ASIC005924	AAEL007670
OG0005317	ASIC015403	AAEL007672
OG0005318	ASIC015401	AAEL007674
OG0005319	ASIC002805	AAEL007684
OG0005321	ASIC002809	AAEL007690
OG0005322	ASIC002788	AAEL007693
OG0005323	ASIC007228	AAEL007701
OG0005324	ASIC007236	AAEL007702
OG0005325	ASIC007230	AAEL007705
OG0005326	ASIC007231	AAEL007707
OG0005328	ASIC019312	AAEL007715
OG0005329	ASIC009326	AAEL007716
OG0005330	ASIC009328	AAEL007717
OG0005331	ASIC019314	AAEL007718
OG0005332	ASIC009327	AAEL007720
OG0005333	ASIC005403	AAEL007725
OG0005334	ASIC018703	AAEL007729
OG0005335	ASIC018702	AAEL007730
OG0005336	ASIC018790	AAEL007738
OG0005337	ASIC018705	AAEL007739
OG0005338	ASIC005252	AAEL007750
OG0005339	ASIC013496	AAEL007763
OG0005340	ASIC008504	AAEL007765
OG0005341	ASIC008505	AAEL007767
OG0005342	ASIC009201	AAEL007768
OG0005343	ASIC019220	AAEL007771
OG0005344	ASIC008506	AAEL007772
OG0005345	ASIC008511	AAEL007773
OG0005346	ASIC003161	AAEL007777
OG0005347	ASIC016622	AAEL007787
OG0005348	ASIC020573	AAEL007788
OG0005349	ASIC008451	AAEL007790
OG0005350	ASIC010170	AAEL007796
OG0005351	ASIC018480	AAEL007800
OG0005353	ASIC011228	AAEL007810
OG0005354	ASIC002701	AAEL007820
OG0005355	ASIC010715	AAEL007821
OG0005356	ASIC002807	AAEL007825
OG0005357	ASIC010716	AAEL007827
OG0005358	ASIC010905	AAEL007839
OG0005359	ASIC007161	AAEL007842
OG0005360	ASIC007462	AAEL007845
OG0005361	ASIC007360	AAEL007848
OG0005362	ASIC014374	AAEL007853
OG0005363	ASIC013082	AAEL007854
OG0005364	ASIC007139	AAEL007856
OG0005365	ASIC013078	AAEL007857
OG0005366	ASIC013080	AAEL007858
OG0005367	ASIC013076	AAEL007862
OG0005368	ASIC017770	AAEL007871
OG0005369	ASIC022362	AAEL007874
OG0005370	ASIC017795	AAEL007877
OG0005371	ASIC022357	AAEL007883
OG0005372	ASIC017785	AAEL007885
OG0005373	ASIC007157	AAEL007891
OG0005374	ASIC017092	AAEL007892
OG0005375	ASIC007469	AAEL007897
OG0005376	ASIC011425	AAEL007904
OG0005377	ASIC007140	AAEL007907
OG0005378	ASIC003936	AAEL007915
OG0005379	ASIC015572	AAEL007920
OG0005380	ASIC008470	AAEL007931
OG0005381	ASIC002478	AAEL007936
OG0005382	ASIC008469	AAEL007943
OG0005383	ASIC020785	AAEL007944
OG0005384	ASIC020781	AAEL007945
OG0005385	ASIC006694	AAEL007955
OG0005386	ASIC010001	AAEL007982
OG0005388	ASIC002911	AAEL007989
OG0005389	ASIC002860	AAEL007994
OG0005391	ASIC002897	AAEL008001
OG0005392	ASIC009468	AAEL008020
OG0005393	ASIC020372	AAEL008022
OG0005394	ASIC020358	AAEL008025
OG0005395	ASIC004676	AAEL008036
OG0005396	ASIC008249	AAEL008038
OG0005397	ASIC008245	AAEL008042
OG0005398	ASIC004613	AAEL008044
OG0005400	ASIC020084	AAEL008058
OG0005401	ASIC021521	AAEL008061
OG0005402	ASIC021392	AAEL008062
OG0005403	ASIC001840	AAEL008068
OG0005404	ASIC004740	AAEL008069
OG0005405	ASIC007114	AAEL008071
OG0005406	ASIC020083	AAEL008073
OG0005407	ASIC006288	AAEL008088
OG0005408	ASIC013282	AAEL008099
OG0005409	ASIC013270	AAEL008102
OG0005410	ASIC009103	AAEL008103
OG0005411	ASIC013273	AAEL008105
OG0005412	ASIC011463	AAEL008107
OG0005413	ASIC013283	AAEL008108
OG0005414	ASIC013284	AAEL008111
OG0005415	ASIC009102	AAEL008115
OG0005416	ASIC013285	AAEL008116
OG0005418	ASIC013379	AAEL008126
OG0005419	ASIC014835	AAEL008128
OG0005420	ASIC021655	AAEL008131
OG0005421	ASIC021644	AAEL008133
OG0005422	ASIC014839	AAEL008134
OG0005423	ASIC021633	AAEL008135
OG0005424	ASIC013325	AAEL008136
OG0005425	ASIC008277	AAEL008141
OG0005426	ASIC022208	AAEL008144
OG0005428	ASIC008147	AAEL008161
OG0005429	ASIC008150	AAEL008166
OG0005430	ASIC008325	AAEL008167
OG0005431	ASIC008316	AAEL008169
OG0005432	ASIC008151	AAEL008171
OG0005434	ASIC008149	AAEL008179
OG0005435	ASIC008332	AAEL008181
OG0005436	ASIC008318	AAEL008184
OG0005437	ASIC008154	AAEL008189
OG0005438	ASIC008645	AAEL008190
OG0005439	ASIC008377	AAEL008193
OG0005440	ASIC007833	AAEL008195
OG0005441	ASIC007834	AAEL008216
OG0005442	ASIC011113	AAEL008228
OG0005443	ASIC011109	AAEL008234
OG0005444	ASIC010565	AAEL008242
OG0005445	ASIC010558	AAEL008243
OG0005446	ASIC010570	AAEL008244
OG0005447	ASIC008194	AAEL026615, AAEL008245
