Orthogroup	AsinensisChina	AgambiaePEST
OG0005152	ASIC000603	AGAP000007
OG0005153	ASIC006419	AGAP008426
OG0005154	ASIC002678	AGAP009107
OG0005155	ASIC006418	AGAP008427
OG0005156	ASIC006445	AGAP009239
OG0005157	ASIC007440	AGAP007904
OG0005158	ASIC006443	AGAP029466
OG0005159	ASIC005306	AGAP008665
OG0005160	ASIC020123	AGAP004272
OG0005161	ASIC020128	AGAP004256
OG0005163	ASIC005320	AGAP008668
OG0005164	ASIC005295	AGAP008664
OG0005165	ASIC020157	AGAP004251
OG0005166	ASIC005319	AGAP008667
OG0005167	ASIC006776	AGAP000969
OG0005168	ASIC006781	AGAP000971
OG0005169	ASIC018017	AGAP012372
OG0005170	ASIC015514	AGAP011446
OG0005171	ASIC015513	AGAP011447
OG0005172	ASIC005054	AGAP011680
OG0005174	ASIC018010	AGAP012377
OG0005175	ASIC006002	AGAP012014
OG0005176	ASIC006003	AGAP012013
OG0005177	ASIC011608	AGAP005973
OG0005178	ASIC015083	AGAP005956
OG0005179	ASIC011611	AGAP005971
OG0005180	ASIC021207	AGAP005863
OG0005181	ASIC018546	AGAP007046
OG0005182	ASIC018561	AGAP007044
OG0005183	ASIC017671	AGAP007751
OG0005184	ASIC006458	AGAP009088
OG0005185	ASIC004664	AGAP002013
OG0005186	ASIC014220	AGAP007759
OG0005187	ASIC004663	AGAP002014
OG0005188	ASIC004662	AGAP002015
OG0005189	ASIC008361	AGAP001324
OG0005190	ASIC005782	AGAP004293
OG0005191	ASIC021000	AGAP002684
OG0005192	ASIC005786	AGAP004294
OG0005193	ASIC020999	AGAP002685
OG0005194	ASIC020994	AGAP002691
OG0005195	ASIC018418	AGAP029807
OG0005196	ASIC018407	AGAP004867
OG0005197	ASIC017715	AGAP008106
OG0005198	ASIC014586	AGAP009893
OG0005199	ASIC014589	AGAP009896
OG0005200	ASIC014567	AGAP009891
OG0005201	ASIC011713	AGAP005983
OG0005203	ASIC011714	AGAP005982
OG0005204	ASIC011120	AGAP003417
OG0005205	ASIC013846	AGAP009302
OG0005206	ASIC013840	AGAP009295
OG0005207	ASIC006116	AGAP009603
OG0005208	ASIC006113	AGAP009607
OG0005209	ASIC013841	AGAP009296
OG0005210	ASIC013850	AGAP009303
OG0005211	ASIC011917	AGAP011549
OG0005212	ASIC017846	AGAP012273
OG0005213	ASIC017843	AGAP012275
OG0005214	ASIC005045	AGAP028528
OG0005215	ASIC017844	AGAP012274
OG0005216	ASIC017849	AGAP012271
OG0005217	ASIC011919	AGAP011548
OG0005218	ASIC017847	AGAP012272
OG0005219	ASIC005044	AGAP011670
OG0005220	ASIC003949	AGAP000002
OG0005221	ASIC017198	AGAP029238
OG0005222	ASIC017193	AGAP009807
OG0005223	ASIC008008	AGAP003016
OG0005224	ASIC008009	AGAP003018
OG0005225	ASIC020680	AGAP001480
OG0005226	ASIC008006	AGAP003014
OG0005227	ASIC020687	AGAP001485
OG0005228	ASIC008005	AGAP003013
OG0005229	ASIC020086	AGAP001472
OG0005230	ASIC008003	AGAP003012
OG0005231	ASIC013295	AGAP001497
OG0005232	ASIC020250	AGAP004439
OG0005233	ASIC012514, ASIC012503	AGAP001492
OG0005234	ASIC009846	AGAP001475
OG0005235	ASIC016477	AGAP012444
OG0005236	ASIC016482	AGAP005020
OG0005237	ASIC016485	AGAP005017
OG0005238	ASIC016484	AGAP005018
OG0005239	ASIC009941	AGAP008576
OG0005240	ASIC020745	AGAP008975
OG0005241	ASIC020744	AGAP008974
OG0005242	ASIC010820	AGAP009051
OG0005243	ASIC008408	AGAP002409
OG0005244	ASIC008405	AGAP002407
OG0005245	ASIC016035	AGAP004929
OG0005246	ASIC013460	AGAP010281
OG0005247	ASIC013343	AGAP003989
OG0005248	ASIC013459	AGAP010280
OG0005249	ASIC016533	AGAP005029
OG0005250	ASIC021046	AGAP002463
OG0005251	ASIC015434	AGAP012339
OG0005252	ASIC015408	AGAP012225
OG0005253	ASIC015411	AGAP029560
OG0005254	ASIC015405	AGAP012226
OG0005255	ASIC016380	AGAP005809
OG0005256	ASIC011719	AGAP005979
OG0005257	ASIC012344	AGAP005152
OG0005258	ASIC012350	AGAP005148
OG0005259	ASIC003169	AGAP007806
OG0005260	ASIC006587	AGAP008761
OG0005261	ASIC003168	AGAP007807
OG0005262	ASIC003170	AGAP007805
OG0005263	ASIC003165	AGAP028215
OG0005264	ASIC006590	AGAP008763
OG0005265	ASIC019788	AGAP007482
OG0005266	ASIC012925	AGAP006050
OG0005267	ASIC003070	AGAP004409
OG0005268	ASIC011970	AGAP002393
OG0005269	ASIC013972	AGAP002664
OG0005270	ASIC004087	AGAP002052
OG0005271	ASIC013314	AGAP001759
OG0005272	ASIC004084	AGAP002053
OG0005273	ASIC012656	AGAP004399
OG0005274	ASIC016502	AGAP005011
OG0005275	ASIC003210	AGAP003507
OG0005276	ASIC012377	AGAP005892
OG0005277	ASIC021811	AGAP002616
OG0005278	ASIC011008	AGAP007096
OG0005279	ASIC012375	AGAP005894
OG0005280	ASIC020045	AGAP003834
OG0005281	ASIC020035	AGAP003831
OG0005282	ASIC008357	AGAP001328
OG0005283	ASIC006050	AGAP008904
OG0005284	ASIC019803	AGAP007499
OG0005285	ASIC006051	AGAP008903
OG0005286	ASIC006112	AGAP008909
OG0005287	ASIC017231	AGAP009782
OG0005288	ASIC017230	AGAP009783
OG0005289	ASIC017228	AGAP009785
OG0005290	ASIC008658	AGAP009980
OG0005291	ASIC006611	AGAP008775
OG0005292	ASIC000263	AGAP009979
OG0005293	ASIC008665	AGAP028649
OG0005294	ASIC008663	AGAP009978
OG0005295	ASIC016256	AGAP013747
OG0005296	ASIC010832	AGAP009044
OG0005297	ASIC010830	AGAP009046
OG0005298	ASIC007968	AGAP002316
OG0005299	ASIC009371	AGAP029477
OG0005300	ASIC019084	AGAP006747
OG0005301	ASIC019060	AGAP006761
OG0005302	ASIC011374	AGAP003124
OG0005304	ASIC020273	AGAP001783
OG0005305	ASIC021015	AGAP002677
OG0005306	ASIC021354	AGAP003062
OG0005307	ASIC021009	AGAP029115
OG0005308	ASIC021014	AGAP002678
OG0005309	ASIC009671	AGAP000708
OG0005310	ASIC006355	AGAP000239
OG0005311	ASIC002463	AGAP001149
OG0005312	ASIC016638	AGAP000427
OG0005313	ASIC010253	AGAP000869
OG0005314	ASIC020420	AGAP000891
OG0005315	ASIC007664	AGAP000841
OG0005316	ASIC005924	AGAP009028
OG0005317	ASIC015403	AGAP012229
OG0005318	ASIC015401	AGAP012231
OG0005319	ASIC002805	AGAP010031
OG0005321	ASIC002809	AGAP010035
OG0005322	ASIC002788	AGAP010043, AGAP012628
OG0005323	ASIC007228	AGAP009512
OG0005324	ASIC007236	AGAP009505
OG0005325	ASIC007230	AGAP009511
OG0005326	ASIC007231	AGAP009510
OG0005328	ASIC019312	AGAP012138
OG0005329	ASIC009326	AGAP010474
OG0005330	ASIC009328	AGAP010476
OG0005331	ASIC019314	AGAP012140
OG0005332	ASIC009327	AGAP010475
OG0005333	ASIC005403	AGAP010392
OG0005334	ASIC018703	AGAP006323
OG0005335	ASIC018702	AGAP006324
OG0005336	ASIC018790	AGAP005544
OG0005337	ASIC018705	AGAP006321
OG0005338	ASIC005252	AGAP000942
OG0005339	ASIC013496	AGAP010304
OG0005340	ASIC008504	AGAP005246
OG0005341	ASIC008505	AGAP005250
OG0005342	ASIC009201	AGAP005252
OG0005343	ASIC019220	AGAP005046
OG0005344	ASIC008506	AGAP005248
OG0005345	ASIC008511	AGAP005247
OG0005346	ASIC003161	AGAP003879
OG0005347	ASIC016622	AGAP003184
OG0005348	ASIC020573	AGAP004359
OG0005349	ASIC008451	AGAP002301
OG0005350	ASIC010170	AGAP002422
OG0005351	ASIC018480	AGAP007065
OG0005353	ASIC011228	AGAP003743
OG0005354	ASIC002701	AGAP002167
OG0005355	ASIC010715	AGAP008857
OG0005356	ASIC002807	AGAP010034
OG0005357	ASIC010716	AGAP008858
OG0005358	ASIC010905	AGAP012453
OG0005359	ASIC007161	AGAP007896
OG0005360	ASIC007462	AGAP007901
OG0005361	ASIC007360	AGAP007911
OG0005362	ASIC014374	AGAP008164
OG0005363	ASIC013082	AGAP008269
OG0005364	ASIC007139	AGAP013719
OG0005365	ASIC013078	AGAP013727
OG0005366	ASIC013080	AGAP008267
OG0005367	ASIC013076	AGAP008266
OG0005368	ASIC017770	AGAP011799
OG0005369	ASIC022362	AGAP012189
OG0005370	ASIC017795	AGAP012306
OG0005371	ASIC022357	AGAP012184
OG0005372	ASIC017785	AGAP012309
OG0005373	ASIC007157	AGAP009546
OG0005374	ASIC017092	AGAP000476
OG0005375	ASIC007469	AGAP007866
OG0005376	ASIC011425	AGAP001224
OG0005377	ASIC007140	AGAP007863
OG0005378	ASIC003936	AGAP000562
OG0005379	ASIC015572	AGAP010841
OG0005380	ASIC008470	AGAP010874
OG0005381	ASIC002478	AGAP011962
OG0005382	ASIC008469	AGAP010932
OG0005383	ASIC020785	AGAP009202
OG0005384	ASIC020781	AGAP009204
OG0005385	ASIC006694	AGAP009190
OG0005386	ASIC010001	AGAP009279
OG0005388	ASIC002911	AGAP007359
OG0005389	ASIC002860	AGAP007378
OG0005391	ASIC002897	AGAP007357
OG0005392	ASIC009468	AGAP000912
OG0005393	ASIC020372	AGAP000190
OG0005394	ASIC020358	AGAP000173
OG0005395	ASIC004676	AGAP002009
OG0005396	ASIC008249	AGAP001342
OG0005397	ASIC008245	AGAP001338
OG0005398	ASIC004613	AGAP002917
OG0005400	ASIC020084	AGAP001469
OG0005401	ASIC021521	AGAP003222
OG0005402	ASIC021392	AGAP002157
OG0005403	ASIC001840	AGAP002539
OG0005404	ASIC004740	AGAP002739
OG0005405	ASIC007114	AGAP000283
OG0005406	ASIC020083	AGAP013112
OG0005407	ASIC006288	AGAP029441
OG0005408	ASIC013282	AGAP001507
OG0005409	ASIC013270	AGAP001513
OG0005410	ASIC009103	AGAP002437
OG0005411	ASIC013273	AGAP001512
OG0005412	ASIC011463	AGAP001157
OG0005413	ASIC013283	AGAP001506
OG0005414	ASIC013284	AGAP001504
OG0005415	ASIC009102	AGAP002436
OG0005416	ASIC013285	AGAP001503
OG0005418	ASIC013379	AGAP003972
OG0005419	ASIC014835	AGAP002277
OG0005420	ASIC021655	AGAP003968
OG0005421	ASIC021644	AGAP029442
OG0005422	ASIC014839	AGAP002278
OG0005423	ASIC021633	AGAP003970
OG0005424	ASIC013325	AGAP003975
OG0005425	ASIC008277	AGAP001856
OG0005426	ASIC022208	AGAP010870
OG0005428	ASIC008147	AGAP001900
OG0005429	ASIC008150	AGAP001903
OG0005430	ASIC008325	AGAP001884
OG0005431	ASIC008316	AGAP013102
OG0005432	ASIC008151	AGAP001905
OG0005434	ASIC008149	AGAP001902
OG0005435	ASIC008332	AGAP001888
OG0005436	ASIC008318	AGAP001882
OG0005437	ASIC008154	AGAP001909
OG0005438	ASIC008645	AGAP009983
OG0005439	ASIC008377	AGAP011506
OG0005440	ASIC007833	AGAP007259
OG0005441	ASIC007834	AGAP007258
OG0005442	ASIC011113	AGAP013238
OG0005443	ASIC011109	AGAP004448
OG0005444	ASIC010565	AGAP002527
OG0005445	ASIC010558	AGAP002530
OG0005446	ASIC010570	AGAP002523
OG0005447	ASIC008194	AGAP001932
OG0005448	ASIC008191	AGAP001929
OG0005449	ASIC010568	AGAP002525
OG0005450	ASIC010566	AGAP002526
OG0005451	ASIC010569	AGAP002524
OG0005452	ASIC010564	AGAP002528
OG0005453	ASIC010555	AGAP002532
OG0005454	ASIC010557	AGAP002531
OG0005455	ASIC013467	AGAP010289
OG0005456	ASIC011267	AGAP004761
OG0005458	ASIC015377	AGAP012164
OG0005459	ASIC016185	AGAP010217
OG0005460	ASIC010741	AGAP008869
OG0005461	ASIC010742	AGAP008871
OG0005462	ASIC016187	AGAP010215
OG0005463	ASIC010743	AGAP008872
OG0005464	ASIC008882	AGAP004039
OG0005465	ASIC012952	AGAP006028
OG0005466	ASIC018673	AGAP007136
OG0005467	ASIC021643	AGAP003135
OG0005468	ASIC021645	AGAP003136
OG0005469	ASIC021657	AGAP003373
OG0005470	ASIC021650	AGAP003140
OG0005471	ASIC021646	AGAP003138
OG0005472	ASIC021639	AGAP003131
OG0005473	ASIC015368	AGAP012160
OG0005474	ASIC019329	AGAP012148
OG0005475	ASIC019336	AGAP028631
OG0005476	ASIC015376	AGAP012163
OG0005477	ASIC019322	AGAP012144
OG0005478	ASIC019321	AGAP012143
OG0005479	ASIC019323	AGAP012146
OG0005480	ASIC019331	AGAP012152
OG0005482	ASIC020459	AGAP000810
OG0005483	ASIC020466	AGAP000805
OG0005484	ASIC020462	AGAP000808
OG0005485	ASIC002486	AGAP002308
OG0005486	ASIC007649	AGAP000832
OG0005487	ASIC013442	AGAP010224, AGAP012756
OG0005488	ASIC002668	AGAP008697
OG0005489	ASIC009577	AGAP001069
OG0005490	ASIC003736	AGAP007575
OG0005491	ASIC007711	AGAP007578
OG0005492	ASIC004843	AGAP007579
OG0005493	ASIC004844	AGAP007580
OG0005494	ASIC003735	AGAP007574
OG0005495	ASIC015796	AGAP009134
OG0005496	ASIC015790	AGAP009130
OG0005497	ASIC015785	AGAP009126
OG0005498	ASIC015791	AGAP009131
OG0005499	ASIC015789	AGAP009129
OG0005500	ASIC015797	AGAP009135
OG0005501	ASIC015786	AGAP009127
OG0005502	ASIC015795	AGAP009133
OG0005503	ASIC006312	AGAP000615
OG0005505	ASIC009104	AGAP002438
OG0005506	ASIC004479	AGAP000814
OG0005507	ASIC003942	AGAP000561
OG0005508	ASIC009106	AGAP002440
OG0005509	ASIC009105	AGAP002439
OG0005510	ASIC018989	AGAP005193
OG0005511	ASIC021704	AGAP003361
OG0005512	ASIC014923	AGAP004830
OG0005513	ASIC018136	AGAP011885
OG0005514	ASIC018139	AGAP011883
OG0005515	ASIC000899	AGAP011545
OG0005516	ASIC018115	AGAP012330
OG0005517	ASIC017580	AGAP008379
OG0005518	ASIC013598	AGAP008362
OG0005519	ASIC013615	AGAP008375
OG0005520	ASIC017583	AGAP008376
OG0005521	ASIC017582	AGAP008377
OG0005522	ASIC013614	AGAP008374
OG0005523	ASIC013600	AGAP008364
OG0005524	ASIC006940	AGAP008089
OG0005525	ASIC013613	AGAP028115
OG0005526	ASIC020599	AGAP004340
OG0005527	ASIC020597	AGAP004344
OG0005528	ASIC007340	AGAP009458
OG0005529	ASIC007341	AGAP009457
OG0005530	ASIC007334	AGAP009463
OG0005531	ASIC018470	AGAP005773
OG0005532	ASIC011020	AGAP007102
OG0005533	ASIC016117	AGAP005063
OG0005534	ASIC011018	AGAP007100
OG0005535	ASIC002762	AGAP001959
OG0005536	ASIC002769	AGAP001450
OG0005537	ASIC002368	AGAP001445
OG0005538	ASIC002766	AGAP001447
OG0005539	ASIC002767	AGAP001448
OG0005540	ASIC006788	AGAP000784
OG0005541	ASIC016338	AGAP005824
OG0005542	ASIC016337	AGAP005825
OG0005543	ASIC002905	AGAP005828
OG0005544	ASIC016339	AGAP005823
OG0005545	ASIC006579	AGAP008753
OG0005546	ASIC017234	AGAP009777
OG0005547	ASIC009830	AGAP003636
OG0005548	ASIC000387	AGAP003638
OG0005549	ASIC009833	AGAP003632
OG0005550	ASIC009206	AGAP004012
OG0005551	ASIC017975	AGAP012084
OG0005552	ASIC001346	AGAP002702
OG0005553	ASIC019950	AGAP010716
OG0005554	ASIC019935	AGAP010703
OG0005555	ASIC015453	AGAP011488
OG0005556	ASIC019951	AGAP010717
OG0005557	ASIC019934	AGAP010702
OG0005558	ASIC019949	AGAP010715
OG0005559	ASIC019945	AGAP010711
OG0005560	ASIC004976	AGAP012044
OG0005561	ASIC015495	AGAP011462
OG0005562	ASIC013890	AGAP012487
OG0005563	ASIC013896	AGAP012460
OG0005564	ASIC013893	AGAP012707
OG0005565	ASIC013920	AGAP010319
OG0005566	ASIC013889	AGAP012466
OG0005567	ASIC013892	AGAP012462
OG0005568	ASIC016545	AGAP004990
OG0005569	ASIC016543	AGAP004991
OG0005570	ASIC016546	AGAP004989
OG0005571	ASIC016542	AGAP004992
OG0005572	ASIC021461	AGAP003620
OG0005573	ASIC004736	AGAP004470
OG0005574	ASIC008066	AGAP003153
OG0005575	ASIC002275	AGAP003820
OG0005576	ASIC008068	AGAP004480
OG0005577	ASIC008067	AGAP004481
OG0005578	ASIC004737	AGAP004471
OG0005579	ASIC008071	AGAP004477
OG0005580	ASIC002274	AGAP003819
OG0005581	ASIC020230	AGAP004430
OG0005582	ASIC021401	AGAP002139
OG0005583	ASIC021398	AGAP002161
OG0005584	ASIC007022	AGAP002040
OG0005585	ASIC007019	AGAP003287
OG0005586	ASIC017632	AGAP007955
OG0005587	ASIC017631	AGAP007956
OG0005588	ASIC017205	AGAP009637
OG0005589	ASIC017624	AGAP007963
OG0005590	ASIC005294	AGAP008678
OG0005591	ASIC017194	AGAP008991
OG0005592	ASIC017630	AGAP007957
OG0005593	ASIC017634	AGAP007954
OG0005594	ASIC015076	AGAP005949
OG0005595	ASIC015075	AGAP005948
OG0005596	ASIC000283	AGAP006469
OG0005598	ASIC011270	AGAP004777
OG0005599	ASIC010964	AGAP011271
OG0005600	ASIC016375	AGAP005814
OG0005601	ASIC005183	AGAP000938
OG0005602	ASIC010202	AGAP007585
OG0005603	ASIC011508	AGAP001278
OG0005604	ASIC011511	AGAP029806
OG0005605	ASIC009452	AGAP000924
OG0005607	ASIC007644	AGAP000326
OG0005608	ASIC007661	AGAP001093
OG0005609	ASIC006316	AGAP000433
OG0005610	ASIC013767	AGAP006838
OG0005611	ASIC008811	AGAP003655
OG0005612	ASIC008809	AGAP003652
OG0005613	ASIC012267	AGAP005903
OG0005614	ASIC012250	AGAP005915
OG0005615	ASIC012251	AGAP005914
OG0005616	ASIC008036	AGAP003035
OG0005617	ASIC010547	AGAP001306
OG0005618	ASIC010548	AGAP001307
OG0005619	ASIC010549	AGAP001308
OG0005620	ASIC015037	AGAP007018
OG0005621	ASIC015039	AGAP007019
OG0005622	ASIC015040	AGAP007020
OG0005623	ASIC015041	AGAP007021
OG0005624	ASIC004342	AGAP008191
OG0005625	ASIC007101	AGAP009078
OG0005626	ASIC010775	AGAP008895
OG0005627	ASIC004338	AGAP009601
OG0005628	ASIC010780	AGAP028170
OG0005629	ASIC010776	AGAP008896
OG0005630	ASIC010446	AGAP005291
OG0005631	ASIC010448	AGAP005292
OG0005632	ASIC007794	AGAP007294
OG0005633	ASIC016357	AGAP005818
OG0005634	ASIC007789	AGAP007297
OG0005635	ASIC007787	AGAP007299
OG0005636	ASIC007790	AGAP007295
OG0005637	ASIC007788	AGAP007298
OG0005638	ASIC016354	AGAP005820
OG0005639	ASIC019703	AGAP007396
OG0005641	ASIC016965	AGAP002220
OG0005642	ASIC021433	AGAP003873
OG0005643	ASIC021434	AGAP003874
OG0005644	ASIC021430	AGAP002939
OG0005645	ASIC009417	AGAP002935
OG0005646	ASIC009418	AGAP001762
OG0005647	ASIC008851	AGAP004048
OG0005648	ASIC006838	AGAP008208
OG0005649	ASIC015745	AGAP008313
OG0005650	ASIC006667	AGAP009172
OG0005651	ASIC014635	AGAP012635, AGAP009924
OG0005652	ASIC000601	AGAP004208
OG0005653	ASIC009602	AGAP001675
OG0005654	ASIC009616	AGAP000870
OG0005655	ASIC013237	AGAP003725
OG0005656	ASIC013235	AGAP003726
OG0005657	ASIC003328	AGAP002800
OG0005658	ASIC011740	AGAP005589
OG0005659	ASIC011742	AGAP005588
OG0005660	ASIC011738	AGAP005595
OG0005661	ASIC010183	AGAP007604
OG0005662	ASIC015989	AGAP012381
OG0005663	ASIC015908	AGAP012417
OG0005664	ASIC015914	AGAP012416
OG0005665	ASIC019766	AGAP007459
OG0005666	ASIC019772	AGAP007472
OG0005667	ASIC019625	AGAP006803
OG0005668	ASIC017497	AGAP011603
OG0005669	ASIC009143	AGAP004825
OG0005670	ASIC009657	AGAP000930
OG0005671	ASIC014210	AGAP007765
OG0005672	ASIC014202	AGAP007772
OG0005673	ASIC014213	AGAP007761
OG0005674	ASIC014209	AGAP007766
OG0005675	ASIC014211	AGAP007763
OG0005676	ASIC019278	AGAP011136
OG0005677	ASIC018956	AGAP005190
OG0005678	ASIC019819	AGAP007511
OG0005679	ASIC019813	AGAP007505
OG0005680	ASIC019825	AGAP007512
OG0005681	ASIC019806	AGAP007500
OG0005682	ASIC019814	AGAP007506
OG0005683	ASIC021871	AGAP004557
OG0005684	ASIC001583	AGAP004235
OG0005685	ASIC001587	AGAP004238
OG0005686	ASIC020368	AGAP000191
OG0005687	ASIC006378	AGAP009319
OG0005689	ASIC006373	AGAP009325
OG0005690	ASIC006374	AGAP009323
OG0005691	ASIC017935	AGAP012018
OG0005692	ASIC014947	AGAP004805
OG0005693	ASIC008313	AGAP001878
OG0005694	ASIC019214	AGAP004909
OG0005695	ASIC008315	AGAP001880
OG0005696	ASIC008308	AGAP001874
OG0005697	ASIC008208	AGAP001936
OG0005698	ASIC008209	AGAP001938
OG0005699	ASIC008314	AGAP001879
OG0005700	ASIC012003	AGAP003513
OG0005701	ASIC012696	AGAP029633
OG0005702	ASIC017773	AGAP011801
OG0005703	ASIC017772	AGAP011800
OG0005704	ASIC018134	AGAP011888
OG0005705	ASIC002226	AGAP011727
OG0005706	ASIC017964	AGAP011413
OG0005707	ASIC018133	AGAP011889
OG0005708	ASIC018132	AGAP029902
OG0005709	ASIC018131	AGAP011892
OG0005710	ASIC017774	AGAP011803
OG0005711	ASIC001204	AGAP010792
OG0005712	ASIC001205	AGAP010793
OG0005713	ASIC002582	AGAP006428
OG0005714	ASIC008628	AGAP009991
OG0005715	ASIC014934	AGAP004864
OG0005716	ASIC008623	AGAP009993
OG0005717	ASIC014932	AGAP005259
OG0005718	ASIC008625	AGAP009989
OG0005719	ASIC008627	AGAP009990
OG0005720	ASIC008630	AGAP009988
OG0005721	ASIC016637	AGAP006356
OG0005722	ASIC012358	AGAP005144
OG0005723	ASIC010240	AGAP000536
OG0005724	ASIC020343	AGAP000297
OG0005725	ASIC020365, ASIC009882	AGAP000298
OG0005726	ASIC004819	AGAP011351
OG0005727	ASIC017918	AGAP010592
OG0005728	ASIC004822	AGAP011354
OG0005729	ASIC011603	AGAP005977
OG0005730	ASIC004820	AGAP011352
OG0005731	ASIC015327	AGAP010738
OG0005732	ASIC000590	AGAP000578
OG0005733	ASIC005368	AGAP000579
OG0005734	ASIC019359	AGAP029597
OG0005735	ASIC019361	AGAP012129
OG0005736	ASIC019362	AGAP012130
OG0005737	ASIC019358	AGAP012125
OG0005738	ASIC011841	AGAP004715
OG0005739	ASIC004012	AGAP004337
OG0005740	ASIC005382	AGAP000986
OG0005741	ASIC012816	AGAP007845
OG0005742	ASIC012814	AGAP009003
OG0005743	ASIC012802	AGAP009001
OG0005744	ASIC017926	AGAP028635
OG0005745	ASIC009142	AGAP004819
OG0005746	ASIC009145	AGAP004817
OG0005747	ASIC009144	AGAP004818
OG0005748	ASIC002806	AGAP010033
OG0005749	ASIC003009	AGAP006256
OG0005750	ASIC009139	AGAP004820
OG0005751	ASIC004586	AGAP002925
OG0005753	ASIC021899	AGAP004535
OG0005754	ASIC021906	AGAP004530
OG0005755	ASIC005227	AGAP000526
OG0005756	ASIC010260	AGAP000402
OG0005757	ASIC018291	AGAP028542
OG0005758	ASIC002417	AGAP001535
OG0005759	ASIC002419	AGAP001533
OG0005760	ASIC013245	AGAP001528
OG0005761	ASIC013244	AGAP013478
OG0005762	ASIC016081	AGAP004946
OG0005763	ASIC013246	AGAP001527
OG0005764	ASIC011297	AGAP004731
OG0005765	ASIC011286	AGAP004737
OG0005766	ASIC011285	AGAP004738
OG0005767	ASIC011282	AGAP004742
OG0005768	ASIC002289	AGAP003335
OG0005769	ASIC002287	AGAP003337
OG0005770	ASIC002276	AGAP003821
OG0005771	ASIC002288	AGAP003336
OG0005772	ASIC002283	AGAP003341
OG0005773	ASIC002285	AGAP003339
OG0005774	ASIC002277	AGAP003823
OG0005776	ASIC014327	AGAP004640
OG0005777	ASIC010837	AGAP009042
OG0005778	ASIC003091	AGAP029598
OG0005779	ASIC003093	AGAP029473
OG0005780	ASIC003099	AGAP005435
OG0005781	ASIC013068	AGAP029502
OG0005783	ASIC015892	AGAP010376
OG0005784	ASIC013342	AGAP003988
OG0005785	ASIC017095	AGAP001039
OG0005786	ASIC017100	AGAP001037
OG0005787	ASIC010223	AGAP000549
OG0005788	ASIC017091	AGAP000422
OG0005789	ASIC006349	AGAP000436
OG0005790	ASIC018328	AGAP011772
OG0005791	ASIC018323	AGAP011770
OG0005792	ASIC011051	AGAP007119
OG0005793	ASIC013449	AGAP010272
OG0005794	ASIC013474	AGAP012518
OG0005795	ASIC021613	AGAP006687
OG0005796	ASIC021612	AGAP006688
OG0005797	ASIC011394	AGAP001200
OG0005798	ASIC011401	AGAP001194
OG0005799	ASIC011395	AGAP013386
OG0005800	ASIC018532	AGAP007050
OG0005801	ASIC018537	AGAP007049
OG0005802	ASIC018525	AGAP007053
OG0005803	ASIC018531	AGAP007051
OG0005804	ASIC017072, ASIC013195	AGAP007989
OG0005805	ASIC011794	AGAP000354
OG0005806	ASIC017074	AGAP000899
OG0005807	ASIC004457	AGAP000332
OG0005808	ASIC021529	AGAP003229
OG0005809	ASIC010069	AGAP001793
OG0005810	ASIC021530	AGAP003228
OG0005811	ASIC012668	AGAP001362
OG0005812	ASIC012634	AGAP003276
OG0005813	ASIC012620	AGAP003273
OG0005814	ASIC014739	AGAP003935
OG0005815	ASIC005503	AGAP003453
OG0005816	ASIC005505	AGAP003454
OG0005817	ASIC014738	AGAP003934
OG0005818	ASIC005531	AGAP004322
OG0005819	ASIC014740, ASIC014742	AGAP003936
OG0005820	ASIC010881	AGAP028490
OG0005821	ASIC011130	AGAP001733
OG0005822	ASIC003439	AGAP008325
OG0005823	ASIC003442	AGAP008327
OG0005824	ASIC010893	AGAP004659
OG0005825	ASIC013706	AGAP006880
OG0005826	ASIC013676	AGAP006888
OG0005827	ASIC013725	AGAP006872
OG0005828	ASIC013718	AGAP006873
OG0005829	ASIC018332	AGAP011778
OG0005830	ASIC014328	AGAP004641
OG0005831	ASIC014460	AGAP011099
OG0005832	ASIC008448	AGAP002302
OG0005834	ASIC008450	AGAP002300
OG0005835	ASIC018935	AGAP007121
OG0005836	ASIC016053	AGAP004937
OG0005837	ASIC011071	AGAP005521
OG0005838	ASIC021625	AGAP005701
OG0005839	ASIC016868	AGAP005861
OG0005840	ASIC022004	AGAP009771
OG0005841	ASIC022143	AGAP009772
OG0005842	ASIC022048	AGAP009770
OG0005843	ASIC004070	AGAP002066
OG0005844	ASIC004062	AGAP002071
OG0005845	ASIC004072	AGAP002064
OG0005846	ASIC004071	AGAP002065
OG0005847	ASIC008170	AGAP001917
OG0005848	ASIC008161	AGAP001914
OG0005849	ASIC008162	AGAP001915
OG0005850	ASIC010373	AGAP002183
OG0005851	ASIC008770	AGAP002759
OG0005852	ASIC008270	AGAP001828
OG0005853	ASIC005401	AGAP029563
OG0005854	ASIC005402	AGAP010314
OG0005855	ASIC016422	AGAP028425
OG0005856	ASIC016436	AGAP004958
OG0005857	ASIC016421	AGAP004968
OG0005858	ASIC016435	AGAP004959
OG0005859	ASIC016433	AGAP004961
OG0005860	ASIC016423	AGAP004965
OG0005861	ASIC016438	AGAP004956
OG0005862	ASIC019680	AGAP007373
OG0005863	ASIC019684	AGAP007369
OG0005864	ASIC019692	AGAP007383
OG0005865	ASIC019689	AGAP007363
OG0005866	ASIC004149	AGAP009117
OG0005867	ASIC004148	AGAP009116
OG0005868	ASIC004144	AGAP009114
OG0005869	ASIC010749	AGAP008875
OG0005870	ASIC010748	AGAP008874
OG0005871	ASIC010750	AGAP008876
